,WEN
2005-01-25,995750070
2005-01-26,1002305370
2005-01-27,996405600
2005-01-28,1000994310
2005-01-31,995750070
2005-02-01,1013449380
2005-02-02,1006238550
2005-02-03,992472420
2005-02-04,1014104910
2005-02-07,1040326110
2005-02-08,1040326110
2005-02-09,1018693620
2005-02-10,1020660210
2005-02-11,1025248920
2005-02-14,1024593390
2005-02-15,1025904450
2005-02-16,1025248920
2005-02-17,1032459750
2005-02-18,1009516200
2005-02-22,981983940
2005-02-23,982639470
2005-02-24,993783480
2005-02-25,993127950
2005-02-28,1000994310
2005-03-01,1007549610
2005-03-02,1023937860
2005-03-03,1023282330
2005-03-04,372384320
2005-03-07,372146830
2005-03-08,370009420
2005-03-09,370009420
2005-03-10,360747310
2005-03-11,355997510
2005-03-14,362884720
2005-03-15,359797350
2005-03-16,363834680
2005-03-17,360747310
2005-03-18,364072170
2005-03-21,350772730
2005-03-22,354097590
2005-03-23,338898230
2005-03-24,339848190
2005-03-28,339135720
2005-03-29,330348590
2005-03-30,330348590
2005-03-31,330348590
2005-04-01,332011020
2005-04-04,332248510
2005-04-05,331536040
2005-04-06,336285840
2005-04-07,343885520
2005-04-08,347210380
2005-04-11,341985600
2005-04-12,343173050
2005-04-13,344835480
2005-04-14,346972890
2005-04-15,343173050
2005-04-18,343885520
2005-04-19,346735400
2005-04-20,345547950
2005-04-21,348635320
2005-04-22,337710780
2005-04-25,336998310
2005-04-26,329873610
2005-04-27,329398630
2005-04-28,321798950
2005-04-29,322273930
2005-05-02,326311260
2005-05-03,327023730
2005-05-04,334385920
2005-05-05,337235800
2005-05-06,341510620
2005-05-09,339135720
2005-05-10,338185760
2005-05-11,333198470
2005-05-12,331061060
2005-05-13,325836280
2005-05-16,324411340
2005-05-17,325836280
2005-05-18,331536040
2005-05-19,332960980
2005-05-20,330348590
2005-05-23,333198470
2005-05-24,334860900
2005-05-25,331061060
2005-05-26,332723490
2005-05-27,330111100
2005-05-31,364072170
2005-06-01,359797350
2005-06-02,361697270
2005-06-03,361934760
2005-06-06,366209580
2005-06-07,360747310
2005-06-08,361934760
2005-06-09,365259620
2005-06-10,361934760
2005-06-13,365259620
2005-06-14,361934760
2005-06-15,358134920
2005-06-16,366447070
2005-06-17,361222290
2005-06-20,362409740
2005-06-21,358372410
2005-06-22,358372410
2005-06-23,353622610
2005-06-24,351485200
2005-06-27,351485200
2005-06-28,364072170
2005-06-29,372384320
2005-06-30,374521730
2005-07-01,373809260
2005-07-05,1148424822
2005-07-06,1148424822
2005-07-07,1138903443
2005-07-08,1124987581
2005-07-11,1141100684
2005-07-12,1148424822
2005-07-13,1155016546
2005-07-14,1162340684
2005-07-15,1168932408
2005-07-18,1164537926
2005-07-19,1174059305
2005-07-20,1184313098
2005-07-21,1175524132
2005-07-22,1187242753
2005-07-25,1180651029
2005-07-26,1226793098
2005-07-27,1230455167
2005-07-28,1221666201
2005-07-29,1239976546
2005-08-01,1218736546
2005-08-02,1209215167
2005-08-03,1205553098
2005-08-04,1205553098
2005-08-05,1184313098
2005-08-08,1181383443
2005-08-09,1171862064
2005-08-10,1166002753
2005-08-11,1182848270
2005-08-12,1174059305
2005-08-15,1177721374
2005-08-16,1157213788
2005-08-17,1153551719
2005-08-18,1149157236
2005-08-19,1141100684
2005-08-22,1164537926
2005-08-23,1158678615
2005-08-24,1148424822
2005-08-25,1163073098
2005-08-26,1150622064
2005-08-29,1168199995
2005-08-30,1171862064
2005-08-31,1174791719
2005-09-01,1167467581
2005-09-02,1155016546
2005-09-06,1182115857
2005-09-07,1189439994
2005-09-08,1185777926
2005-09-09,1202623443
2005-09-12,1218736546
2005-09-13,1215074477
2005-09-14,1193102063
2005-09-15,1201891029
2005-09-16,1198228960
2005-09-19,1175524132
2005-09-20,1163073098
2005-09-21,1149889650
2005-09-22,1155748960
2005-09-23,1156481374
2005-09-26,1173326891
2005-09-27,1165270339
2005-09-28,1170397236
2005-09-29,1190172408
2005-09-30,1205553098
2005-10-03,1090146390
2005-10-04,1082280030
2005-10-05,1079657910
2005-10-06,1081624500
2005-10-07,1092768510
2005-10-10,1073102610
2005-10-11,1065891780
2005-10-12,1037048460
2005-10-13,1033770810
2005-10-14,1022626800
2005-10-17,1037703990
2005-10-18,1056058830
2005-10-19,1085557680
2005-10-20,1079002380
2005-10-21,1082935560
2005-10-24,1084902150
2005-10-25,1088835330
2005-10-26,1070480489
2005-10-27,1037048460
2005-10-28,1027871040
2005-10-31,1054747770
2005-11-01,1049503530
2005-11-02,1065891780
2005-11-03,1063269659
2005-11-04,1081624500
2005-11-07,1082280030
2005-11-08,1074413670
2005-11-09,1076380260
2005-11-10,1090146390
2005-11-11,1081624500
2005-11-14,1040326110
2005-11-15,1027871040
2005-11-16,1027871040
2005-11-17,1027871040
2005-11-18,1027871040
2005-11-21,1036392930
2005-11-22,1037048460
2005-11-23,1040981640
2005-11-25,1045570350
2005-11-28,1050159060
2005-11-29,1042292700
2005-11-30,1050159060
2005-12-01,1107845700
2005-12-02,1102601460
2005-12-05,1072447080
2005-12-06,1086868740
2005-12-07,1076380260
2005-12-08,1091457450
2005-12-09,1090801920
2005-12-12,1094735100
2005-12-13,1096046160
2005-12-14,1101290400
2005-12-15,1094735100
2005-12-16,1103256990
2005-12-19,1085557680
2005-12-20,1072447080
2005-12-21,1065236250
2005-12-22,1061303070
2005-12-23,1077035790
2005-12-27,1050159060
2005-12-28,1060647540
2005-12-29,1077691320
2005-12-30,1075069200
2006-01-03,1112434410
2006-01-04,1092768510
2006-01-05,1099323810
2006-01-06,1115712060
2006-01-09,1117678650
2006-01-10,1117678650
2006-01-11,1118334180
2006-01-12,1112434410
2006-01-13,1110467820
2006-01-17,1087524270
2006-01-18,1092112980
2006-01-19,1107190170
2006-01-20,1111123350
2006-01-23,1120956300
2006-01-24,1122267360
2006-01-25,1123578420
2006-01-26,1124233950
2006-01-27,1136689020
2006-01-30,1145210910
2006-01-31,1145210910
2006-02-01,1155699390
2006-02-02,1117023120
2006-02-03,1084902150
2006-02-06,1095390630
2006-02-07,1092112980
2006-02-08,1080968970
2006-02-09,1081624500
2006-02-10,1084902150
2006-02-13,1088835330
2006-02-14,1086213210
2006-02-15,1096046160
2006-02-16,1096701690
2006-02-17,1096701690
2006-02-21,1097357220
2006-02-22,1090146390
2006-02-23,1090801920
2006-02-24,1096046160
2006-02-27,1098012750
2006-02-28,1090801920
2006-03-01,1104568050
2006-03-02,1117023120
2006-03-03,1130789250
2006-03-06,1120300770
2006-03-07,1111778880
2006-03-08,1117023120
2006-03-09,1117678650
2006-03-10,1137344550
2006-03-13,1138655610
2006-03-14,1143244320
2006-03-15,1124233950
2006-03-16,1172087640
2006-03-17,1182576120
2006-03-20,1170776580
2006-03-21,1149144090
2006-03-22,1159632570
2006-03-23,1174709760
2006-03-24,1174054230
2006-03-27,1166187870
2006-03-28,1177987410
2006-03-29,1174054230
2006-03-30,1174054230
2006-03-31,1170776580
2006-04-03,1831494672
2006-04-04,1820157339
2006-04-05,1830464005
2006-04-06,1828402672
2006-04-07,1822218672
2006-04-10,1807789339
2006-04-11,1797482672
2006-04-12,1787176005
2006-04-13,1787176005
2006-04-17,1752133339
2006-04-18,1765532005
2006-04-19,1790268005
2006-04-20,1773777339
2006-04-21,1782022672
2006-04-24,1763470672
2006-04-25,1763470672
2006-04-26,1764501339
2006-04-27,1753164005
2006-04-28,1753164005
2006-05-01,1768624005
2006-05-02,1763470672
2006-05-03,1804697339
2006-05-04,1801605339
2006-05-05,1827372005
2006-05-08,1842832005
2006-05-09,1811912005
2006-05-10,1775838672
2006-05-11,1746980005
2006-05-12,1746980005
2006-05-15,1734612005
2006-05-16,1730489338
2006-05-17,1726366672
2006-05-18,1744918672
2006-05-19,1734612005
2006-05-22,1710906672
2006-05-23,1701630672
2006-05-24,1693385338
2006-05-25,1703692005
2006-05-26,1723274672
2006-05-30,1675864005
2006-05-31,1663496005
2006-06-01,1706784005
2006-06-02,1686170672
2006-06-05,1662465338
2006-06-06,1654220005
2006-06-07,1737704005
2006-06-08,1746980005
2006-06-09,1746980005
2006-06-12,1709876005
2006-06-13,1674833338
2006-06-14,1651128005
2006-06-15,1669680005
2006-06-16,1639790671
2006-06-19,1611962671
2006-06-20,1605778671
2006-06-21,1600625338
2006-06-22,1594441338
2006-06-23,1590318671
2006-06-26,1625361338
2006-06-27,1603717338
2006-06-28,1598564005
2006-06-29,1663496005
2006-06-30,1649066672
2006-07-03,1332114750
2006-07-05,1329661500
2006-07-06,1304311250
2006-07-07,1283867500
2006-07-10,1317395250
2006-07-11,1318213000
2006-07-12,1274054500
2006-07-13,1265877000
2006-07-14,1273236750
2006-07-17,1252793000
2006-07-18,1242162250
2006-07-19,1242980000
2006-07-20,1229078250
2006-07-21,1220083000
2006-07-24,1251157500
2006-07-25,1259335000
2006-07-26,1237255750
2006-07-27,1232349250
2006-07-28,1216812000
2006-07-31,1224171750
2006-08-01,1211087750
2006-08-02,1211087750
2006-08-03,1237255750
2006-08-04,1235620250
2006-08-07,1231531500
2006-08-08,1203728000
2006-08-09,1190644000
2006-08-10,1169382500
2006-08-11,1211087750
2006-08-14,1224171750
2006-08-15,1246251000
2006-08-16,1265877000
2006-08-17,1280596500
2006-08-18,1287956250
2006-08-21,1283867500
2006-08-22,1270783500
2006-08-23,1243797750
2006-08-24,1244615500
2006-08-25,1231531500
2006-08-28,1251975250
2006-08-29,1273236750
2006-08-30,1271601250
2006-08-31,1280596500
2006-09-01,1285503000
2006-09-05,1289591750
2006-09-06,1289591750
2006-09-07,1282232000
2006-09-08,1277325500
2006-09-11,1291227250
2006-09-12,1338656750
2006-09-13,1354194000
2006-09-14,1343563250
2006-09-15,1345198750
2006-09-18,1354194000
2006-09-19,1364824750
2006-09-20,1404076750
2006-09-21,1373820000
2006-09-22,1402441250
2006-09-25,1394263750
2006-09-26,1388539500
2006-09-27,1366460250
2006-09-28,1354194000
2006-09-29,1329661500
2006-10-02,1342508720
2006-10-03,1317815120
2006-10-04,1365556080
2006-10-05,1434698160
2006-10-06,1429759440
2006-10-09,1420705120
2006-10-10,1423174480
2006-10-11,1386134080
2006-10-12,1442106240
2006-10-13,1468446080
2006-10-16,1483262240
2006-10-17,1463507360
2006-10-18,1461038000
2006-10-19,1459391760
2006-10-20,1462684240
2006-10-23,1463507360
2006-10-24,1479969760
2006-10-25,1482439120
2006-10-26,1484085360
2006-10-27,1458568640
2006-10-30,1477500400
2006-10-31,1475031040
2006-11-01,1476677280
2006-11-02,1489024080
2006-11-03,1486554720
2006-11-06,1521125760
2006-11-07,1548288720
2006-11-08,1544996240
2006-11-09,1541703760
2006-11-10,1569689840
2006-11-13,1580390400
2006-11-14,1578744160
2006-11-15,1638831920
2006-11-16,1642124400
2006-11-17,1636362560
2006-11-20,1647886240
2006-11-21,1650355600
2006-11-22,1655294320
2006-11-24,1665171760
2006-11-27,1612492080
2006-11-28,1611668959
2006-11-29,1655294320
2006-11-30,1659409920
2006-12-01,1638008800
2006-12-04,1684926640
2006-12-05,1703858400
2006-12-06,1701389040
2006-12-07,1717028320
2006-12-08,1701389040
2006-12-11,1709620240
2006-12-12,1711266480
2006-12-13,1717028320
2006-12-14,1709620240
2006-12-15,1704681520
2006-12-18,1692334720
2006-12-19,1690688480
2006-12-20,1721143920
2006-12-21,1730198240
2006-12-22,1742545040
2006-12-26,1769708000
2006-12-27,1782877920
2006-12-28,1774646720
2006-12-29,1753245600
2007-01-03,1717028320
2007-01-04,1693980959
2007-01-05,1731844480
2007-01-08,1750776240
2007-01-09,1754068720
2007-01-10,1726082640
2007-01-11,1766415520
2007-01-12,1762299920
2007-01-16,1749130000
2007-01-17,1740075680
2007-01-18,1753245600
2007-01-19,1751599360
2007-01-22,1717851440
2007-01-23,1707974000
2007-01-24,1723613280
2007-01-25,1708797120
2007-01-26,1705504640
2007-01-29,1690688480
2007-01-30,1703858400
2007-01-31,1712912720
2007-02-01,1706327760
2007-02-02,1714558959
2007-02-05,1703035280
2007-02-06,1700565920
2007-02-07,1705504640
2007-02-08,1704681520
2007-02-09,1688219120
2007-02-12,1694804080
2007-02-13,1713735840
2007-02-14,1698919680
2007-02-15,1701389040
2007-02-16,1688219120
2007-02-20,1692334720
2007-02-21,1693157840
2007-02-22,1694804080
2007-02-23,1680811040
2007-02-26,1652001840
2007-02-27,1580390400
2007-02-28,1574628560
2007-03-01,1558166160
2007-03-02,1564751120
2007-03-05,1471738560
2007-03-06,1485731600
2007-03-07,1465153600
2007-03-08,1537588160
2007-03-09,1517010160
2007-03-12,1535118800
2007-03-13,1509602080
2007-03-14,1517010160
2007-03-15,1530180080
2007-03-16,1528533840
2007-03-19,1548288720
2007-03-20,1554050560
2007-03-21,1557343040
2007-03-22,1534295680
2007-03-23,1556519920
2007-03-26,1549934959
2007-03-27,1538411280
2007-03-28,1510425200
2007-03-29,1499724640
2007-03-30,1510425200
2007-04-02,1714073500
2007-04-03,1753305700
2007-04-04,1729953200
2007-04-05,1720612200
2007-04-09,1714073500
2007-04-10,1721546300
2007-04-11,1688852799
2007-04-12,1692589200
2007-04-13,1684182300
2007-04-16,1717809900
2007-04-17,1713139400
2007-04-18,1709403000
2007-04-19,1656159300
2007-04-20,1742096499
2007-04-23,1705666600
2007-04-24,1682314100
2007-04-25,1678577700
2007-04-26,1701930200
2007-04-27,1700062000
2007-04-30,1619729400
2007-05-01,1641213700
2007-05-02,1637477300
2007-05-03,1627202200
2007-05-04,1640279599
2007-05-07,1647752400
2007-05-08,1640279599
2007-05-09,1647752400
2007-05-10,1594508700
2007-05-11,1605717900
2007-05-14,1574892600
2007-05-15,1545001400
2007-05-16,1547803700
2007-05-17,1536594500
2007-05-18,1556210600
2007-05-21,1564617500
2007-05-22,1574892600
2007-05-23,1556210600
2007-05-24,1533792200
2007-05-25,1547803700
2007-05-29,1548737799
2007-05-30,1515110200
2007-05-31,1502966900
2007-06-01,1522583000
2007-06-04,1523517099
2007-06-05,1501098700
2007-06-06,1516044300
2007-06-07,1502032799
2007-06-08,1514176100
2007-06-11,1509505600
2007-06-12,1492691800
2007-06-13,1518846600
2007-06-14,1477746200
2007-06-15,1515110200
2007-06-18,1515110200
2007-06-19,1511373800
2007-06-20,1507637400
2007-06-21,1477746200
2007-06-22,1461866500
2007-06-25,1449723200
2007-06-26,1443184500
2007-06-27,1472141600
2007-06-28,1457196000
2007-06-29,1452525500
2007-07-02,1462552000
2007-07-03,1439233250
2007-07-05,1461619250
2007-07-06,1456022750
2007-07-09,1454157250
2007-07-10,1446695250
2007-07-11,1447628000
2007-07-12,1467215750
2007-07-13,1470014000
2007-07-16,1473745000
2007-07-17,1462552000
2007-07-18,1467215750
2007-07-19,1474677750
2007-07-20,1439233250
2007-07-23,1463484750
2007-07-24,1424309250
2007-07-25,1411250750
2007-07-26,1366478750
2007-07-27,1340361750
2007-07-30,1332899750
2007-07-31,1329168750
2007-08-01,1331034250
2007-08-02,1332899750
2007-08-03,1297455250
2007-08-06,1318908500
2007-08-07,1306782750
2007-08-08,1228431750
2007-08-09,1132358500
2007-08-10,1335698000
2007-08-13,1282531250
2007-08-14,1286262250
2007-08-15,1281598500
2007-08-16,1374873500
2007-08-17,1406587000
2007-08-20,1401923250
2007-08-21,1364613250
2007-08-22,1383268250
2007-08-23,1373940750
2007-08-24,1403788750
2007-08-27,1375806250
2007-08-28,1311446500
2007-08-29,1327303250
2007-08-30,1350622000
2007-08-31,1351554750
2007-09-04,1325437750
2007-09-05,1307715500
2007-09-06,1289993250
2007-09-07,1258279750
2007-09-10,1223768000
2007-09-11,1229364500
2007-09-12,1233095500
2007-09-13,1248019500
2007-09-14,1234028250
2007-09-17,1202314750
2007-09-18,1280665750
2007-09-19,1289993250
2007-09-20,1248019500
2007-09-21,1206045750
2007-09-24,1217238750
2007-09-25,1192054500
2007-09-26,1183659750
2007-09-27,1178063250
2007-09-28,1123031000
2007-10-01,1120921898
2007-10-02,1247887162
2007-10-03,1227028583
2007-10-04,1238818214
2007-10-05,1279628478
2007-10-08,1258769899
2007-10-09,1242445793
2007-10-10,1212518267
2007-10-11,1202542425
2007-10-12,1195287267
2007-10-15,1143594267
2007-10-16,1126363267
2007-10-17,1138152898
2007-10-18,1122735688
2007-10-19,1026604845
2007-10-22,1013908319
2007-10-23,1034766898
2007-10-24,1017535898
2007-10-25,987608371
2007-10-26,1008466950
2007-10-29,977632529
2007-10-30,978539424
2007-10-31,1004839371
2007-11-01,934101582
2007-11-02,959494634
2007-11-05,935008476
2007-11-06,966749792
2007-11-07,920498161
2007-11-08,917777476
2007-11-09,905987845
2007-11-12,931380897
2007-11-13,954960161
2007-11-14,909615424
2007-11-15,886943055
2007-11-16,878781003
2007-11-19,854294845
2007-11-20,831622476
2007-11-21,782650160
2007-11-23,790812213
2007-11-26,749095055
2007-11-27,727329581
2007-11-28,763605371
2007-11-29,755443318
2007-11-30,750908844
2007-12-03,750908844
2007-12-04,727329581
2007-12-05,726422686
2007-12-06,759070897
2007-12-07,745467476
2007-12-10,771767423
2007-12-11,751815739
2007-12-12,740933002
2007-12-13,748188160
2007-12-14,737305423
2007-12-17,730957160
2007-12-18,801694950
2007-12-19,754536423
2007-12-20,742746792
2007-12-21,781743265
2007-12-24,802601844
2007-12-26,838877634
2007-12-27,788998423
2007-12-28,778115686
2007-12-31,775395002
2008-01-02,785698560
2008-01-03,738501120
2008-01-04,729246720
2008-01-07,762562560
2008-01-08,723694080
2008-01-09,757935360
2008-01-10,753308160
2008-01-11,730172160
2008-01-14,744053759
2008-01-15,739426560
2008-01-16,783847680
2008-01-17,748680960
2008-01-18,747755520
2008-01-22,766264320
2008-01-23,818088960
2008-01-24,829194240
2008-01-25,819014400
2008-01-28,834746880
2008-01-29,840299520
2008-01-30,840299520
2008-01-31,856957440
2008-02-01,890273279
2008-02-04,866211840
2008-02-05,849553920
2008-02-06,828268799
2008-02-07,861584640
2008-02-08,814387200
2008-02-11,812536320
2008-02-12,825492480
2008-02-13,856032000
2008-02-14,820865279
2008-02-15,815312640
2008-02-19,811610880
2008-02-20,829194240
2008-02-21,782922240
2008-02-22,781996799
2008-02-25,794952960
2008-02-26,807909120
2008-02-27,839374080
2008-02-28,790325759
2008-02-29,786624000
2008-03-03,698707200
2008-03-04,658913280
2008-03-05,657062400
2008-03-06,632075520
2008-03-07,623746560
2008-03-10,590430720
2008-03-11,634851840
2008-03-12,651509760
2008-03-13,656136960
2008-03-14,644106240
2008-03-17,631150080
2008-03-18,665391360
2008-03-19,633000960
2008-03-20,672794880
2008-03-24,663540480
2008-03-25,673720320
2008-03-26,647808000
2008-03-27,643180800
2008-03-28,613566720
2008-03-31,583027200
2008-04-01,195962340
2008-04-02,198852640
2008-04-03,205211300
2008-04-04,202610030
2008-04-07,197696520
2008-04-08,200297790
2008-04-09,190470770
2008-04-10,200875850
2008-04-11,183245020
2008-04-14,187002410
2008-04-15,187002410
2008-04-16,196829430
2008-04-17,191915920
2008-04-18,195962340
2008-04-21,193939130
2008-04-22,185268230
2008-04-23,182088900
2008-04-24,187002410
2008-04-25,197118460
2008-04-28,198274580
2008-04-29,199719730
2008-04-30,199430700
2008-05-01,196251370
2008-05-02,199141670
2008-05-05,196829430
2008-05-06,195384280
2008-05-07,193072040
2008-05-08,185268230
2008-05-09,181799870
2008-05-12,184401140
2008-05-13,188447560
2008-05-14,188736590
2008-05-15,191048830
2008-05-16,193361070
2008-05-19,197407490
2008-05-20,196540400
2008-05-21,190181740
2008-05-22,203766150
2008-05-23,198852640
2008-05-27,201453910
2008-05-28,205789360
2008-05-29,203188090
2008-05-30,212437050
2008-06-02,196540400
2008-06-03,192204950
2008-06-04,191626890
2008-06-05,193072040
2008-06-06,185268230
2008-06-09,185268230
2008-06-10,186135320
2008-06-11,180065690
2008-06-12,183534050
2008-06-13,189892710
2008-06-16,194806220
2008-06-17,193072040
2008-06-18,195673310
2008-06-19,206078390
2008-06-20,204922270
2008-06-23,198274580
2008-06-24,196540400
2008-06-25,199719730
2008-06-26,192204950
2008-06-27,186424350
2008-06-30,184979200
2008-07-01,185859150
2008-07-02,181234350
2008-07-03,180945300
2008-07-07,180656250
2008-07-08,182101500
2008-07-09,172851900
2008-07-10,163602300
2008-07-11,161000850
2008-07-14,156376050
2008-07-15,158977500
2008-07-16,163891350
2008-07-17,163891350
2008-07-18,169961400
2008-07-21,166781850
2008-07-22,167070900
2008-07-23,166203750
2008-07-24,157821300
2008-07-25,158688450
2008-07-28,154641750
2008-07-29,164469450
2008-07-30,159844650
2008-07-31,159844650
2008-08-01,159555600
2008-08-04,161000850
2008-08-05,166492800
2008-08-06,156954150
2008-08-07,156376050
2008-08-08,161868000
2008-08-11,166492800
2008-08-12,168516150
2008-08-13,166781850
2008-08-14,175164300
2008-08-15,182679600
2008-08-18,179211000
2008-08-19,173140950
2008-08-20,175453350
2008-08-21,175453350
2008-08-22,182390550
2008-08-25,174875250
2008-08-26,166781850
2008-08-27,167649000
2008-08-28,171117600
2008-08-29,168516150
2008-09-02,171695700
2008-09-03,170828550
2008-09-04,167070900
2008-09-05,167070900
2008-09-08,172562850
2008-09-09,161000850
2008-09-10,159266550
2008-09-11,156376050
2008-09-12,155508900
2008-09-15,150306000
2008-09-16,151751250
2008-09-17,143079750
2008-09-18,150306000
2008-09-19,153196500
2008-09-22,145392150
2008-09-23,145103100
2008-09-24,147993600
2008-09-25,151462200
2008-09-26,156954150
2008-09-29,170539500
2008-09-30,152040300
2008-10-01,2334755617
2008-10-02,2212615484
2008-10-03,2175033905
2008-10-06,2005916798
2008-10-07,1902567455
2008-10-08,1879078968
2008-10-09,1864985875
2008-10-10,1879078968
2008-10-13,1949544429
2008-10-14,1827404296
2008-10-15,1550240148
2008-10-16,1606612517
2008-10-17,1503263174
2008-10-20,1705264163
2008-10-21,1484472384
2008-10-22,1460983897
2008-10-23,1404611528
2008-10-24,1484472384
2008-10-27,1334146067
2008-10-28,1559635543
2008-10-29,1583124030
2008-10-30,1620705609
2008-10-31,1700566466
2008-11-03,1592519425
2008-11-04,1714659558
2008-11-05,1545542451
2008-11-06,1724054953
2008-11-07,1874381270
2008-11-10,1686473373
2008-11-11,1606612517
2008-11-12,1550240148
2008-11-13,1822706598
2008-11-14,1700566466
2008-11-17,1662984886
2008-11-18,1742845742
2008-11-19,1531449358
2008-11-20,1357634554
2008-11-21,1493867779
2008-11-24,1667682584
2008-11-25,1794520414
2008-11-26,1897869757
2008-11-28,1888474362
2008-12-01,1691171071
2008-12-02,1855590480
2008-12-03,1832101993
2008-12-04,1780427322
2008-12-05,1822706598
2008-12-08,1940149034
2008-12-09,1893172060
2008-12-10,1954242126
2008-12-11,1949544429
2008-12-12,2010614495
2008-12-15,1940149034
2008-12-16,2142150023
2008-12-17,2268987853
2008-12-18,2184429300
2008-12-19,2217313182
2008-12-22,2231406274
2008-12-23,2123359233
2008-12-24,2146847720
2008-12-26,2231406274
2008-12-29,2137452326
2008-12-30,2254894761
2008-12-31,2320662525
2009-01-02,2341492630
2009-01-05,2200721530
2009-01-06,2308646040
2009-01-07,2247645230
2009-01-08,2228875750
2009-01-09,2397801070
2009-01-12,2393108700
2009-01-13,2435340030
2009-01-14,2299261300
2009-01-15,2416570550
2009-01-16,2580803500
2009-01-20,2613650090
2009-01-21,2538572170
2009-01-22,2524495060
2009-01-23,2515110320
2009-01-26,2482263730
2009-01-27,2468186620
2009-01-28,2501033210
2009-01-29,2397801070
2009-01-30,2364954480
2009-02-02,2402493440
2009-02-03,2519802690
2009-02-04,2515110320
2009-02-05,2505725580
2009-02-06,2580803500
2009-02-09,2552649280
2009-02-10,2425955290
2009-02-11,2425955290
2009-02-12,2491648470
2009-02-13,2486956100
2009-02-17,2388416330
2009-02-18,2393108700
2009-02-19,2350877370
2009-02-20,2280491820
2009-02-23,2191336790
2009-02-24,2360262110
2009-02-25,2369646850
2009-02-26,2294568930
2009-02-27,2125643610
2009-03-02,2125643610
2009-03-03,1952025920
2009-03-04,2027103840
2009-03-05,1891025110
2009-03-06,1923871699
2009-03-09,1820639560
2009-03-10,1891025110
2009-03-11,2022411469
2009-03-12,2271107080
2009-03-13,2219491010
2009-03-16,2224183380
2009-03-17,2369646850
2009-03-18,2515110320
2009-03-19,2458801880
2009-03-20,2374339220
2009-03-23,2529187430
2009-03-24,2407185810
2009-03-25,2472878990
2009-03-26,2562034020
2009-03-27,2407185810
2009-03-30,2336800260
2009-03-31,2360262110
2009-04-01,2346185000
2009-04-02,2355569740
2009-04-03,2379031590
2009-04-06,2454109510
2009-04-07,2383723960
2009-04-08,2458801880
2009-04-09,2613650090
2009-04-13,2580803500
2009-04-14,2486956100
2009-04-15,2421262920
2009-04-16,2519802690
2009-04-17,2684035640
2009-04-20,2533879800
2009-04-21,2557341650
2009-04-22,2580803500
2009-04-23,2515110320
2009-04-24,2580803500
2009-04-27,2515110320
2009-04-28,2496340840
2009-04-29,2566726390
2009-04-30,2346185000
2009-05-01,2210106270
2009-05-04,2397801070
2009-05-05,2360262110
2009-05-06,2336800260
2009-05-07,2120951239
2009-05-08,2158490200
2009-05-11,2120951239
2009-05-12,2055258060
2009-05-13,1970795400
2009-05-14,2036488580
2009-05-15,1989564880
2009-05-18,2059950429
2009-05-19,2139720719
2009-05-20,2041180949
2009-05-21,2059950429
2009-05-22,1970795400
2009-05-26,2074027540
2009-05-27,2041180949
2009-05-28,2008334360
2009-05-29,1970795400
2009-06-01,2055258060
2009-06-02,1942641179
2009-06-03,1900409850
2009-06-04,1900409850
2009-06-05,1891025110
2009-06-08,1923871699
2009-06-09,1947333550
2009-06-10,1876948000
2009-06-11,1862870890
2009-06-12,1867563260
2009-06-15,1839409040
2009-06-16,1839409040
2009-06-17,1891025110
2009-06-18,1830024300
2009-06-19,1820639560
2009-06-22,1759638750
2009-06-23,1736176900
2009-06-24,1726792160
2009-06-25,1740869270
2009-06-26,1703330310
2009-06-29,1881640370
2009-06-30,1876948000
2009-07-01,1923512880
2009-07-02,1942233200
2009-07-06,1862671840
2009-07-07,1843951520
2009-07-08,1829911280
2009-07-09,1928192960
2009-07-10,1960953520
2009-07-13,1965633600
2009-07-14,2063915280
2009-07-15,2031154720
2009-07-16,2077955520
2009-07-17,2063915280
2009-07-20,2087315680
2009-07-21,2194957520
2009-07-22,2124756320
2009-07-23,2091995760
2009-07-24,2068595360
2009-07-27,2054555119
2009-07-28,2152836800
2009-07-29,2120076240
2009-07-30,2124756320
2009-07-31,2143476640
2009-08-03,2283879040
2009-08-04,2246438400
2009-08-05,2223038000
2009-08-06,2372800560
2009-08-07,2461722080
2009-08-10,2368120480
2009-08-11,2517883040
2009-08-12,2508522880
2009-08-13,2555323680
2009-08-14,2517883040
2009-08-17,2485122480
2009-08-18,2494482640
2009-08-19,2466402160
2009-08-20,2517883040
2009-08-21,2560003760
2009-08-24,2494482640
2009-08-25,2471082240
2009-08-26,2466402160
2009-08-27,2466402160
2009-08-28,2433641600
2009-08-31,2358760320
2009-09-01,2321319680
2009-09-02,2344720080
2009-09-03,2396200960
2009-09-04,2382160720
2009-09-08,2400881040
2009-09-09,2363440400
2009-09-10,2354080240
2009-09-11,2354080240
2009-09-14,2344720080
2009-09-15,2368120480
2009-09-16,2377480640
2009-09-17,2372800560
2009-09-18,2400881040
2009-09-21,2419601360
2009-09-22,2457042000
2009-09-23,2438321680
2009-09-24,2349400160
2009-09-25,2330679840
2009-09-28,2302599360
2009-09-29,2269838800
2009-09-30,2213677840
2009-10-01,2133447900
2009-10-02,2138035960
2009-10-05,2188504620
2009-10-06,2216032980
2009-10-07,2188504620
2009-10-08,2183916560
2009-10-09,2220621040
2009-10-12,2202268800
2009-10-13,2160976260
2009-10-14,2147212079
2009-10-15,2115095660
2009-10-16,2119683720
2009-10-19,2115095660
