,LRCX
2013-11-27,8473944050
2013-11-29,8457713550
2013-12-02,8357084450
2013-12-03,8566457900
2013-12-04,8318131250
2013-12-05,8253209250
2013-12-06,8303523799
2013-12-09,8384676299
2013-12-10,8373314950
2013-12-11,8318131250
2013-12-12,8246717050
2013-12-13,8288916350
2013-12-16,8316508200
2013-12-17,8469074900
2013-12-18,8618395500
2013-12-19,8605411100
2013-12-20,8748239500
2013-12-23,8829392000
2013-12-24,8829392000
2013-12-26,8816407600
2013-12-27,8793684900
2013-12-30,8832236720
2013-12-31,8833859100
2014-01-02,8752740100
2014-01-03,8751117720
2014-01-06,8639173500
2014-01-07,8746250580
2014-01-08,8790054840
2014-01-09,8793299600
2014-01-10,8903621440
2014-01-13,8854950040
2014-01-14,9067481820
2014-01-15,9077216100
2014-01-16,8906866200
2014-01-17,8798166740
2014-01-21,8833859100
2014-01-22,8984740440
2014-01-23,8767341520
2014-01-24,8317942260
2014-01-27,8267648480
2014-01-28,8309830360
2014-01-29,8314697500
2014-01-30,8316319880
2014-01-31,8210865180
2014-02-03,7881522040
2014-02-04,8024291480
2014-02-05,8103788100
2014-02-06,8282249900
2014-02-07,8412040300
2014-02-10,8371480800
2014-02-11,8540208320
2014-02-12,8545075460
2014-02-13,8421774579
2014-02-14,8514250239
2014-02-18,8397438880
2014-02-19,8434753620
2014-02-20,8493159300
2014-02-21,8480180260
2014-02-24,8536963560
2014-02-25,8527229280
2014-02-26,8538585940
2014-02-27,8408795540
2014-02-28,8392571739
2014-03-03,8293606560
2014-03-04,8267648480
2014-03-05,8441243140
2014-03-06,8655397300
2014-03-07,8655397300
2014-03-10,8611593040
2014-03-11,8588879720
2014-03-12,8704068700
2014-03-13,8587257340
2014-03-14,8533718800
2014-03-17,8642418260
2014-03-18,8895509540
2014-03-19,8840348620
2014-03-20,9155090340
2014-03-21,9145356060
2014-03-24,9150223200
2014-03-25,9181048420
2014-03-26,8947425700
2014-03-27,8835481480
2014-03-28,8840348620
2014-03-31,8921825000
2014-04-01,9022398300
2014-04-02,9241388550
2014-04-03,9356561200
2014-04-04,9084040000
2014-04-07,8894248450
2014-04-08,8842339650
2014-04-09,9084040000
2014-04-10,8608750050
2014-04-11,8537375450
2014-04-14,8538997600
2014-04-15,8495199550
2014-04-16,8453023650
2014-04-17,8555219100
2014-04-21,8560085550
2014-04-22,8605505750
2014-04-23,8475733750
2014-04-24,9450645900
2014-04-25,9144059550
2014-04-28,9168391800
2014-04-29,9127838050
2014-04-30,9345206150
2014-05-01,9278698000
2014-05-02,9330606800
2014-05-05,9280320150
2014-05-06,9197590500
2014-05-07,9223544900
2014-05-08,9233277800
2014-05-09,9275453700
2014-05-12,9449023750
2014-05-13,9285186600
2014-05-14,9137570950
2014-05-15,9061329900
2014-05-16,9492821800
2014-05-19,9562574250
2014-05-20,9544730600
2014-05-21,9643681750
2014-05-22,9603128000
2014-05-23,9831851150
2014-05-27,10026509150
2014-05-28,10016776250
2014-05-29,10021642700
2014-05-30,10063818600
2014-06-02,10107616650
2014-06-03,10487199750
2014-06-04,10472600400
2014-06-05,10547219300
2014-06-06,10543975000
2014-06-09,10550463600
2014-06-10,10578040149
2014-06-11,10613727450
2014-06-12,10628326800
2014-06-13,10657525500
2014-06-16,10785675350
2014-06-17,10810007600
2014-06-18,10793786100
2014-06-19,10720789350
2014-06-20,10756476650
2014-06-23,10960867549
2014-06-24,10782431050
2014-06-25,10800274700
2014-06-26,10787297500
2014-06-27,10860294250
2014-06-30,10926672300
2014-07-01,11094824700
2014-07-02,11107759500
2014-07-03,11157881850
2014-07-07,11093207850
2014-07-08,11264593950
2014-07-09,11563711200
2014-07-10,11494186650
2014-07-11,11565328050
2014-07-14,11581496550
2014-07-15,11503887750
2014-07-16,11503887750
2014-07-17,11434363200
2014-07-18,11591197650
2014-07-21,11633235750
2014-07-22,11573412300
2014-07-23,11426278950
2014-07-24,11301781500
2014-07-25,11238724350
2014-07-28,11177284050
2014-07-29,11123928000
2014-07-30,10976794650
2014-07-31,11317950000
2014-08-01,11316333150
2014-08-04,11290463550
2014-08-05,11209621050
2014-08-06,11272678200
2014-08-07,10944457650
2014-08-08,11047936050
2014-08-11,11183751450
2014-08-12,11078656200
2014-08-13,11125544850
2014-08-14,11094824700
2014-08-15,11261360250
2014-08-18,11426278950
2014-08-19,11497420350
2014-08-20,11581496550
2014-08-21,11641320000
2014-08-22,11562094350
2014-08-25,11605749300
2014-08-26,11478018150
2014-08-27,11523289950
2014-08-28,11620300950
2014-08-29,11626768350
2014-09-02,11571795449
2014-09-03,11625151500
2014-09-04,11554010099
2014-09-05,11636469450
2014-09-08,11634852599
2014-09-09,11610599850
2014-09-10,11638086300
2014-09-11,11741564700
2014-09-12,11584730250
2014-09-15,11662339050
2014-09-16,11979241650
2014-09-17,12191049000
2014-09-18,12412557450
2014-09-19,12279975750
2014-09-22,12118290750
2014-09-23,12029364000
2014-09-24,12215301750
2014-09-25,12074635800
2014-09-26,12160328849
2014-09-29,11980227040
2014-09-30,11895825600
2014-10-01,11570959680
2014-10-02,11512037920
2014-10-03,11583699520
2014-10-06,11918120320
2014-10-07,11650583680
2014-10-08,11849643680
2014-10-09,11555034880
2014-10-10,10496035680
2014-10-13,10516737920
2014-10-14,10785867040
2014-10-15,11137805120
2014-10-16,11097993120
2014-10-17,11018369120
2014-10-20,11357567359
2014-10-21,11656953600
2014-10-22,11445153760
2014-10-23,12045518720
2014-10-24,12032778880
2014-10-27,11953154880
2014-10-28,12058258560
2014-10-29,12070998400
2014-10-30,12110810400
2014-10-31,12399049280
2014-11-03,12602886720
2014-11-04,12634736320
2014-11-05,12698435520
2014-11-06,12674548320
2014-11-07,12569444640
2014-11-10,12727100160
2014-11-11,12736655040
2014-11-12,12575814560
2014-11-13,12556704800
2014-11-14,12709582880
2014-11-17,12387901920
2014-11-18,12626773920
2014-11-19,12502560480
2014-11-20,12523262720
2014-11-21,12524855200
2014-11-24,12738247520
2014-11-25,12894310560
2014-11-26,13088593120
2014-11-28,13160254720
2014-12-01,13012154079
2014-12-02,13110887840
2014-12-03,13408681600
2014-12-04,13408681600
2014-12-05,13424606400
2014-12-08,13117257760
2014-12-09,13102925440
2014-12-10,12692065600
2014-12-11,12707990400
2014-12-12,12481858240
2014-12-15,12473895840
2014-12-16,12236616320
2014-12-17,12473895840
2014-12-18,12870423359
2014-12-19,12819464000
2014-12-22,12986674400
2014-12-23,12989859359
2014-12-24,12919790240
2014-12-26,12892718079
2014-12-29,12822704800
2014-12-30,12709820480
2014-12-31,12614425280
2015-01-02,12631914400
2015-01-05,12477692160
2015-01-06,12269412640
2015-01-07,12333009439
2015-01-08,12652583360
2015-01-09,12676432160
2015-01-12,12291671520
2015-01-13,12172427520
2015-01-14,12091341600
2015-01-15,12191506560
2015-01-16,12334599360
2015-01-20,12480872000
2015-01-21,12725719680
2015-01-22,12856093120
2015-01-23,12786136640
2015-01-26,12906970560
2015-01-27,12743208800
2015-01-28,12674842240
2015-01-29,12698691040
2015-01-30,12153348480
2015-02-02,12188326720
2015-02-03,12342548960
2015-02-04,12312340480
2015-02-05,12406145760
2015-02-06,12423634880
2015-02-09,12350498560
2015-02-10,12811575360
2015-02-11,12814755200
2015-02-12,12895841120
2015-02-13,13070732319
2015-02-17,13023034720
2015-02-18,13024624640
2015-02-19,13207465439
2015-02-20,13329889280
2015-02-23,13224954560
2015-02-24,13391896160
2015-02-25,13280601760
2015-02-26,13256752960
2015-02-27,13110480319
2015-03-02,13431644160
2015-03-03,13003955680
2015-03-04,12857683040
2015-03-05,12841783840
2015-03-06,12746388640
2015-03-09,12843373760
2015-03-10,12395016319
2015-03-11,12444303840
2015-03-12,12356858240
2015-03-13,12514260319
2015-03-16,12701870880
2015-03-17,12557188160
2015-03-18,12320290080
2015-03-19,12552418400
2015-03-20,12596936160
2015-03-23,12469742560
2015-03-24,12522209920
2015-03-25,11566668000
2015-03-26,11312280800
2015-03-27,11453783680
2015-03-30,11448612100
2015-03-31,11139361600
2015-04-01,11142533400
2015-04-02,11220242500
2015-04-06,11473986500
2015-04-07,11286850300
2015-04-08,11550109700
2015-04-09,11602444400
2015-04-10,11592929000
2015-04-13,11529493000
2015-04-14,11418480000
2015-04-15,11485087800
2015-04-16,11385176100
2015-04-17,11205969400
2015-04-20,11416894100
2015-04-21,12344645600
2015-04-22,12427112400
2015-04-23,12224117200
2015-04-24,12163853000
2015-04-27,12105174700
2015-04-28,12114690100
2015-04-29,12113104200
2015-04-30,11986232200
2015-05-01,12247905700
2015-05-04,12193985100
2015-05-05,11989404000
2015-05-06,11925968000
2015-05-07,11965615500
2015-05-08,12214601800
2015-05-11,12387464900
2015-05-12,12179712000
2015-05-13,12249491600
2015-05-14,12409667500
2015-05-15,12485790700
2015-05-18,12601561399
2015-05-19,12810900200
2015-05-20,12744292400
2015-05-21,12882265700
2015-05-22,12858477200
2015-05-26,12752221900
2015-05-27,13109049400
2015-05-28,13064644200
2015-05-29,13044027500
2015-06-01,13224820100
2015-06-02,13207375200
2015-06-03,13245436800
2015-06-04,13158212300
2015-06-05,13232749600
2015-06-08,13044027500
2015-06-09,13001208200
2015-06-10,13105877600
2015-06-11,13090018600
2015-06-12,12918741399
2015-06-15,12887023400
2015-06-16,13091604500
2015-06-17,13044027500
2015-06-18,13300943300
2015-06-19,13199445700
2015-06-22,13269225300
2015-06-23,13286670200
2015-06-24,13196273899
2015-06-25,13278740700
2015-06-26,13140767400
2015-06-29,12699830400
2015-06-30,12881935200
2015-07-01,13027619040
2015-07-02,13179636960
2015-07-06,12848681280
2015-07-07,12693496320
2015-07-08,12343538400
2015-07-09,12292865760
2015-07-10,12435382560
2015-07-13,12552563040
2015-07-14,12644407200
2015-07-15,12587400480
2015-07-16,12248527200
2015-07-17,12234275520
2015-07-20,12205772160
2015-07-21,12251694240
2015-07-22,12110760960
2015-07-23,12196271040
2015-07-24,11947658400
2015-07-27,11947658400
2015-07-28,12311868000
2015-07-29,12299199840
2015-07-30,12441716639
2015-07-31,12172518240
2015-08-03,11993580480
2015-08-04,11573947680
2015-08-05,11725965600
2015-08-06,11483687040
2015-08-07,11467851840
2015-08-10,11855814240
2015-08-11,11559696000
2015-08-12,11497938720
2015-08-13,11402927520
2015-08-14,11513773919
2015-08-17,11779805280
2015-08-18,11444099040
2015-08-19,11466268320
2015-08-20,11246159040
2015-08-21,11045052000
2015-08-24,10660256639
2015-08-25,10672924800
2015-08-26,11203404000
2015-08-27,11577114720
2015-08-28,11547027840
2015-08-31,11523275040
2015-09-01,11014965120
2015-09-02,11258827200
2015-09-03,11361756000
2015-09-04,11045052000
2015-09-08,11501105760
2015-09-09,11178067680
2015-09-10,11385508800
2015-09-11,11374424160
2015-09-14,11480520000
2015-09-15,11721215040
2015-09-16,11838395520
2015-09-17,11502689280
2015-09-18,11277829440
2015-09-21,10779020639
2015-09-22,10394225280
2015-09-23,10085438880
2015-09-24,10037933280
2015-09-25,9988844160
2015-09-28,9785850480
2015-09-29,9958532640
2015-09-30,10349839920
2015-10-01,10208842560
2015-10-02,10405288320
2015-10-05,10364098080
2015-10-06,10337166000
2015-10-07,10544701440
2015-10-08,10663519440
2015-10-09,10530443280
2015-10-12,10532027520
2015-10-13,10238943120
2015-10-14,10660350960
2015-10-15,10687283039
2015-10-16,10817190720
2015-10-19,10715799360
2015-10-20,11094432720
2015-10-21,11214834960
2015-10-22,11503166640
2015-10-23,11813677679
2015-10-26,11892889679
2015-10-27,11897642400
2015-10-28,11999033760
2015-10-29,12014876160
2015-10-30,12133694160
2015-11-02,12135278400
2015-11-03,12094088160
2015-11-04,12200232240
2015-11-05,12209737679
2015-11-06,12182805600
2015-11-09,12198648000
2015-11-10,12106762080
2015-11-11,12170131679
2015-11-12,11951506560
2015-11-13,11972101679
2015-11-16,12263601840
2015-11-17,12319050240
2015-11-18,12425194320
2015-11-19,12344398080
2015-11-20,12417273120
2015-11-23,12197063760
2015-11-24,12244590960
2015-11-25,12243006720
2015-11-27,12298455120
2015-11-30,12388756800
2015-12-01,12608966160
2015-12-02,12460047600
2015-12-03,12109930560
2015-12-04,12306376320
2015-12-07,12339645360
2015-12-08,12737289600
2015-12-09,12407767679
2015-12-10,12678672720
2015-12-11,12498069360
2015-12-14,12287365440
2015-12-15,12662830320
2015-12-16,12713526000
2015-12-17,12467968800
2015-12-18,12204984960
2015-12-21,12475890000
2015-12-22,12704020560
2015-12-23,12740458080
2015-12-24,12735705360
2015-12-28,12727891170
2015-12-29,12842399250
2015-12-30,12750156630
2015-12-31,12630877380
2016-01-04,12362101470
2016-01-05,12428897850
2016-01-06,11698908840
2016-01-07,11404686689
2016-01-08,11209068720
2016-01-11,11283817050
2016-01-12,11361746160
2016-01-13,10986414120
2016-01-14,11442856050
2016-01-15,10808290439
2016-01-19,10728770939
2016-01-20,11064343229
2016-01-21,10833736680
2016-01-22,10929160080
2016-01-25,10814652000
2016-01-26,10932340860
2016-01-27,10735132500
2016-01-28,11045258550
2016-01-29,11417409810
2016-02-01,11549412180
2016-02-02,11220201450
2016-02-03,11356974990
2016-02-04,11366517330
2016-02-05,10968919830
2016-02-08,10509297120
2016-02-09,10429777620
2016-02-10,10413873720
2016-02-11,10211894189
2016-02-12,10504525950
2016-02-16,10747855620
2016-02-17,11013450750
2016-02-18,10778073030
2016-02-19,11096151030
2016-02-22,11186803260
2016-02-23,11010269970
2016-02-24,11209068720
2016-02-25,11519194770
2016-02-26,11738668590
2016-02-29,11657558700
2016-03-01,12018577229
2016-03-02,11856357450
2016-03-03,11907249930
2016-03-04,11821368870
2016-03-07,11934286560
2016-03-08,11663920260
2016-03-09,11738668590
2016-03-10,11964503970
2016-03-11,12114000630
2016-03-14,12233279880
2016-03-15,12271449240
2016-03-16,12374824590
2016-03-17,12605431140
2016-03-18,12630877380
2016-03-21,12684950640
2016-03-22,12751747020
2016-03-23,12621335040
2016-03-24,12544996320
2016-03-28,12649880060
2016-03-29,13099092280
2016-03-30,13139057780
2016-03-31,13204601200
2016-04-01,13257355660
2016-04-04,13230179120
2016-04-05,13059126780
2016-04-06,13207798440
2016-04-07,12983991640
2016-04-08,12968005440
2016-04-11,13009569560
2016-04-12,13012766800
2016-04-13,13238172220
2016-04-14,13046337820
2016-04-15,13051133680
2016-04-18,13118275720
2016-04-19,13231777740
2016-04-20,13215791540
2016-04-21,12920046839
2016-04-22,12892870300
2016-04-25,12824129640
2016-04-26,12828925500
2016-04-27,12944026140
2016-04-28,12494813920
2016-04-29,12213456800
2016-05-02,12243830580
2016-05-03,12106349260
2016-05-04,11973663800
2016-05-05,11997643100
2016-05-06,11980058280
2016-05-09,11932099680
2016-05-10,12141518900
2016-05-11,12087165820
2016-05-12,11973663800
2016-05-13,11884141080
2016-05-16,11743462519
2016-05-17,11692306680
2016-05-18,11824992140
2016-05-19,11721081839
2016-05-20,12258218160
2016-05-23,12280598839
2016-05-24,12672260740
2016-05-25,12888074440
2016-05-26,12952019240
2016-05-27,13263750140
2016-05-31,13238172220
2016-06-01,13289328060
2016-06-02,13369259060
2016-06-03,13284532200
2016-06-06,13159839839
2016-06-07,13263750140
2016-06-08,13330892180
2016-06-09,13369259060
2016-06-10,13167832940
2016-06-13,13105486760
2016-06-14,13103888140
2016-06-15,13185417760
2016-06-16,13215791540
2016-06-17,13250961180
2016-06-20,13473169360
2016-06-21,13533916920
2016-06-22,13692180300
2016-06-23,13936769160
2016-06-24,13153445360
2016-06-27,12842135719
2016-06-28,13116773690
2016-06-29,13201895400
2016-06-30,13500624420
2016-07-01,13327168860
2016-07-05,13152107230
2016-07-06,13163349719
2016-07-07,13176198280
2016-07-08,13632322160
2016-07-11,13865202310
2016-07-12,14171961680
2016-07-13,14232992340
2016-07-14,14114143160
2016-07-15,14221749850
2016-07-18,14347023310
2016-07-19,14374326500
2016-07-20,14648964469
2016-07-21,14345417239
2016-07-22,14462660350
2016-07-25,14557418480
2016-07-26,14711601200
2016-07-27,14769419719
2016-07-28,14949299560
2016-07-29,14417690390
2016-08-01,14581509530
2016-08-02,14411266110
2016-08-03,14581509530
2016-08-04,14764601510
2016-08-05,14976602750
2016-08-08,14891481040
2016-08-09,14983027030
2016-08-10,14311689770
2016-08-11,14276356230
2016-08-12,14322932260
2016-08-15,14573479180
2016-08-16,14432145020
2016-08-17,14488357469
2016-08-18,14603994510
2016-08-19,14966966330
2016-08-22,14968572400
2016-08-23,15077785160
2016-08-24,14886662830
2016-08-25,15007118080
2016-08-26,15066542670
2016-08-29,15151664380
2016-08-30,14933238860
2016-08-31,14987845239
2016-09-01,15198240410
2016-09-02,15154876520
2016-09-06,15048875900
2016-09-07,15103482280
2016-09-08,15027996989
2016-09-09,14644146260
2016-09-12,14979814890
2016-09-13,14701964780
2016-09-14,14706782989
2016-09-15,14994269520
2016-09-16,14930026719
2016-09-19,14799935050
2016-09-20,14772631860
2016-09-21,14983027030
2016-09-22,14886662830
2016-09-23,14740510460
2016-09-26,14868659190
2016-09-27,15047584090
2016-09-28,15117527460
2016-09-29,15164698570
2016-09-30,15405433889
2016-10-03,15385914810
2016-10-04,15424952970
2016-10-05,15642916030
2016-10-06,16296805210
2016-10-07,16322830650
2016-10-10,16615616850
2016-10-11,16199209810
2016-10-12,16051190120
2016-10-13,15896664070
2016-10-14,15976366980
2016-10-17,15950341540
2016-10-18,16179690730
2016-10-19,16220355480
2016-10-20,15768163460
2016-10-21,15877144990
2016-10-24,16099987820
2016-10-25,15953594720
2016-10-26,15919436330
2016-10-27,15729125300
2016-10-28,15649422389
2016-10-31,15755150740
2016-11-01,15623396950
2016-11-02,15590865150
2016-11-03,15491643160
2016-11-04,15452605000
2016-11-07,16023538090
2016-11-08,16122760080
2016-11-09,15942208590
2016-11-10,15610384230
2016-11-11,15857625910
2016-11-14,16023538090
2016-11-15,16448078080
2016-11-16,16467597160
2016-11-17,16884004200
2016-11-18,17032023889
2016-11-21,17280892160
2016-11-22,17357341890
2016-11-23,17396380050
2016-11-25,17492348860
2016-11-28,17367101430
2016-11-29,17497228630
2016-11-30,17245107180
2016-12-01,16034924220
2016-12-02,16345602910
2016-12-05,16656281600
2016-12-06,16762009950
2016-12-07,17331316450
2016-12-08,17428911850
2016-12-09,16931175310
2016-12-12,16856352170
2016-12-13,16926295540
2016-12-14,16988105960
2016-12-15,17261373080
2016-12-16,16989732550
2016-12-19,17402886410
2016-12-20,17380114150
2016-12-21,17319930320
2016-12-22,17516747710
2016-12-23,17576931540
2016-12-27,17816374240
2016-12-28,17577798560
2016-12-29,17509167200
2016-12-30,17277127840
2017-01-03,17527142080
2017-01-04,17536946560
2017-01-05,17497728640
2017-01-06,17582700800
2017-01-09,17788594880
2017-01-10,17724865760
2017-01-11,17809837920
2017-01-12,17675843360
2017-01-13,18063120320
2017-01-17,17827812800
2017-01-18,18177505920
2017-01-19,18112142720
2017-01-20,18358888800
2017-01-23,18427520160
2017-01-24,18733093120
2017-01-25,19105663360
2017-01-26,18682436640
2017-01-27,19321361920
2017-01-30,18955328000
2017-01-31,18769042880
2017-02-01,19239657920
2017-02-02,19156319840
2017-02-03,19224951200
2017-02-06,19144881280
2017-02-07,19118736000
2017-02-08,18934084960
2017-02-09,18955328000
2017-02-10,18953693920
2017-02-13,18997814080
2017-02-14,18894867040
2017-02-15,18992911840
2017-02-16,18721654560
2017-02-17,18775579200
2017-02-21,19252730560
2017-02-22,19376920640
2017-02-23,19238023840
2017-02-24,19411236320
2017-02-27,19492940320
2017-02-28,19370384320
2017-03-01,19555035360
2017-03-02,19360579840
2017-03-03,19383456960
2017-03-06,19340970880
2017-03-07,19189001440
2017-03-08,19238023840
2017-03-09,19208610400
2017-03-10,19707004800
2017-03-13,20001139200
2017-03-14,19992968800
2017-03-15,20290371360
2017-03-16,20584505760
2017-03-17,20667843840
2017-03-20,20729938880
2017-03-21,20306712160
2017-03-22,20491363200
2017-03-23,20483192800
2017-03-24,20829617760
2017-03-27,20730821400
2017-03-28,20722710750
2017-03-29,20743798440
2017-03-30,20876813100
2017-03-31,20821660680
2017-04-03,20831393459
2017-04-04,20907633569
2017-04-05,20725955010
2017-04-06,20902767180
2017-04-07,20974140900
2017-04-10,20893034400
2017-04-11,20638359990
2017-04-12,20464792080
2017-04-13,20304201210
2017-04-17,20654581290
2017-04-18,20670802590
2017-04-19,22088544209
2017-04-20,22606003680
2017-04-21,22706575740
2017-04-24,23116974630
2017-04-25,23644166880
2017-04-26,23603613630
2017-04-27,23845311000
2017-04-28,23496553050
2017-05-01,24205423860
2017-05-02,24221645160
2017-05-03,24344927040
2017-05-04,24430899930
2017-05-05,24382236030
2017-05-08,24189202560
2017-05-09,24419545020
2017-05-10,24194068950
2017-05-11,24318972959
2017-05-12,24263820540
2017-05-15,24537960510
2017-05-16,24747215280
2017-05-17,23889108510
2017-05-18,24301129530
2017-05-19,24721261200
2017-05-22,24803989830
2017-05-23,24888340590
2017-05-24,24799123440
2017-05-25,24964580700
2017-05-26,25162480560
2017-05-30,25446353310
2017-05-31,25170591209
2017-06-01,25376601720
2017-06-02,25749691620
2017-06-05,26001121770
2017-06-06,26117915130
2017-06-07,26327169900
2017-06-08,26760278610
2017-06-09,25593967140
2017-06-12,25063530630
2017-06-13,25162480560
2017-06-14,24778035750
2017-06-15,24085386240
2017-06-16,24041588730
2017-06-19,24494163000
2017-06-20,24349793430
2017-06-21,24481185959
2017-06-22,24338438520
2017-06-23,24620689140
2017-06-26,24157387590
2017-06-27,23448831420
2017-06-28,23969304030
2017-06-29,23080771350
2017-06-30,22931601630
2017-07-03,22584619890
2017-07-05,23109956730
2017-07-06,23330468489
2017-07-07,24017946330
2017-07-10,24457348440
2017-07-11,24924314520
2017-07-12,25063755780
2017-07-13,25122126540
2017-07-14,25504779300
2017-07-17,25452894180
2017-07-18,25837168350
2017-07-19,26628416430
2017-07-20,26720836800
2017-07-21,26514917730
2017-07-24,26610580920
2017-07-25,26665708860
2017-07-26,27294815940
2017-07-27,26714351160
2017-07-28,26201985600
2017-07-31,25855003860
2017-08-01,25530721860
2017-08-02,24572468550
2017-08-03,24142794900
2017-08-04,24329257050
2017-08-07,25268053440
2017-08-08,25253460750
2017-08-09,25164283200
2017-08-10,24230351040
2017-08-11,25011870660
2017-08-14,25707455550
2017-08-15,25976609610
2017-08-16,26464654020
2017-08-17,25692862860
2017-08-18,26022009090
2017-08-21,25683134400
2017-08-22,26560317210
2017-08-23,26218199700
2017-08-24,25751233620
2017-08-25,25595578260
2017-08-28,26051194469
2017-08-29,26318727120
2017-08-30,26751643590
2017-08-31,26912163180
2017-09-01,27054847260
2017-09-05,26607338100
2017-09-06,26754886410
2017-09-07,27335351190
2017-09-08,26874870750
2017-09-11,27557484360
2017-09-12,27834745469
2017-09-13,27810424320
2017-09-14,27982293780
2017-09-15,28048771590
2017-09-18,28749220710
2017-09-19,28718413920
2017-09-20,28053635820
2017-09-21,27933651480
2017-09-22,28655178930
2017-09-25,27420342949
2017-09-26,27302714400
2017-09-27,28906007649
2017-09-28,29297565700
2017-09-29,29816420400
2017-10-02,29963053250
2017-10-03,29789027450
2017-10-04,29813197700
2017-10-05,29458700700
2017-10-06,29782582050
2017-10-09,29755189100
2017-10-10,29793861500
2017-10-11,30000114300
2017-10-12,30130633650
2017-10-13,30599536500
2017-10-16,30995928600
2017-10-17,31348814250
2017-10-18,32305956150
2017-10-19,32384912300
2017-10-20,33087460900
2017-10-23,33176085149
2017-10-24,33168028400
2017-10-25,32721684450
2017-10-26,33319495300
2017-10-27,33516080000
2017-10-30,33226037000
2017-10-31,33607926950
2017-11-01,32697514199
2017-11-02,33325940700
2017-11-03,33366224450
2017-11-06,33301770449
2017-11-07,33707830650
2017-11-08,34038157400
2017-11-09,33240539150
2017-11-10,33417787649
2017-11-13,33714276050
2017-11-14,33619206399
2017-11-15,33493521100
2017-11-16,34357204700
2017-11-17,33914083450
2017-11-20,34660138500
2017-11-21,35274062850
2017-11-22,34671417950
2017-11-24,34938902050
2017-11-27,33988205550
2017-11-28,34344313899
2017-11-29,31363316399
2017-11-30,30991094550
2017-12-01,30262764350
2017-12-04,29123539900
2017-12-05,29089701550
2017-12-06,29685901050
2017-12-07,30480296600
2017-12-08,30045232100
2017-12-11,29900210600
2017-12-12,29257281950
2017-12-13,29215386850
2017-12-14,29342683500
2017-12-15,30022673200
2017-12-18,30465794450
2017-12-19,29988834850
2017-12-20,30427122050
2017-12-21,29913101399
2017-12-22,30082293150
2017-12-26,29927889180
2017-12-27,30100009860
2017-12-28,30127614120
2017-12-29,29888918460
2018-01-02,30734907840
2018-01-03,31257765000
2018-01-04,31400657640
2018-01-05,31891039200
2018-01-08,32131358640
2018-01-09,32081021460
2018-01-10,31121367480
2018-01-11,30708927360
2018-01-12,30609876780
2018-01-16,30915147419
2018-01-17,33300480240
2018-01-18,33360560100
2018-01-19,33698306340
2018-01-22,33967853820
2018-01-23,34922636460
2018-01-24,34055537940
2018-01-25,32353816500
2018-01-26,32892911460
2018-01-29,31821216660
2018-01-30,31027188240
2018-01-31,31098634560
2018-02-01,30707303580
2018-02-02,29075404680
2018-02-05,27661092300
2018-02-06,28958492520
2018-02-07,27868936140
2018-02-08,26342582940
2018-02-09,26933638860
2018-02-12,28083275100
2018-02-13,28019947680
2018-02-14,29716797780
2018-02-15,30155218380
2018-02-16,30512449980
2018-02-20,31410400320
2018-02-21,30726788940
2018-02-22,30585520080
2018-02-23,31355191800
2018-02-26,32220666540
2018-02-27,31415271660
2018-02-28,31153843080
2018-03-01,30863186460
2018-03-02,31587392340
2018-03-05,32264508600
2018-03-06,33764881320
2018-03-07,34381917720
2018-03-08,34544295720
2018-03-09,36526931100
2018-03-12,37127729700
2018-03-13,36367800660
2018-03-14,36151837920
2018-03-15,36223284240
2018-03-16,36034925760
2018-03-19,35330205240
2018-03-20,35581891140
2018-03-21,36418137840
2018-03-22,34882041960
2018-03-23,32902654140
2018-03-26,34590503360
2018-03-27,32604799920
2018-03-28,31573328360
2018-03-29,32691694560
2018-04-02,31196784920
2018-04-03,31856540520
2018-04-04,32451929719
2018-04-05,31381838320
2018-04-06,30678635400
2018-04-09,31076097920
2018-04-10,32210555719
2018-04-11,32321587760
2018-04-12,33151914320
2018-04-13,32785025840
2018-04-16,32754451800
2018-04-17,34167294280
2018-04-18,32789853320
2018-04-19,30636797239
2018-04-20,30881389560
2018-04-23,30873343760
2018-04-24,29901411120
2018-04-25,30038189719
2018-04-26,30638406400
2018-04-27,30133130160
2018-04-30,29779114960
2018-05-01,30636797239
2018-05-02,30496800320
2018-05-03,30482317880
2018-05-04,31454250520
2018-05-07,31134027680
2018-05-08,31356091760
2018-05-09,32138143520
2018-05-10,32828473160
2018-05-11,32432619800
2018-05-14,32831691480
2018-05-15,32535606040
2018-05-16,33295129560
2018-05-17,32719050280
2018-05-18,31457468840
2018-05-21,32162280920
2018-05-22,32662729680
2018-05-23,32715831960
2018-05-24,32886402920
2018-05-25,32509859480
2018-05-29,32228256480
2018-05-30,32477676280
2018-05-31,31890332880
2018-06-01,32614454880
2018-06-04,32921804440
2018-06-05,32479285440
2018-06-06,32120442760
2018-06-07,30385768280
2018-06-08,30257035480
2018-06-11,29561878360
2018-06-12,30080027880
2018-06-13,29703484440
2018-06-14,29153151719
2018-06-15,28709023560
2018-06-18,28031567200
2018-06-19,27894788600
2018-06-20,28086278640
2018-06-21,28329261800
2018-06-22,28112025200
2018-06-25,26619074580
2018-06-26,27073595940
2018-06-27,26430728400
2018-06-28,26597282460
2018-06-29,26905485300
2018-07-02,26936616900
2018-07-03,26033800500
2018-07-05,26745157560
2018-07-06,27062699880
2018-07-09,27554579160
2018-07-10,27458071200
2018-07-11,26346673080
2018-07-12,26667328560
2018-07-13,26740487820
2018-07-16,26740487820
2018-07-17,27588823920
