,BBWI
2004-08-24,7631246540
2004-08-25,7678323939
2004-08-26,7706570380
2004-08-27,7687739419
2004-08-30,7617123320
2004-08-31,7640662020
2004-09-01,7706570380
2004-09-02,7876049020
2004-09-03,7913710939
2004-09-07,8073774099
2004-09-08,7989034779
2004-09-09,7894879980
2004-09-10,7993742520
2004-09-13,8017281220
2004-09-14,8083189580
2004-09-15,8163221160
2004-09-16,8309161099
2004-09-17,8299745620
2004-09-20,8295037880
2004-09-21,8365653980
2004-09-22,8229129520
2004-09-23,8313868840
2004-09-24,8337407540
2004-09-27,8332699800
2004-09-28,8327992060
2004-09-29,8492762960
2004-09-30,8483347480
2004-10-01,8309161099
2004-10-04,8403315900
2004-10-05,8210298560
2004-10-06,8327992060
2004-10-07,8676364820
2004-10-08,8671657080
2004-10-11,8746980920
2004-10-12,8822304760
2004-10-13,8775227360
2004-10-14,8742273180
2004-10-15,8770519620
2004-10-18,8977660180
2004-10-19,9001198880
2004-10-20,8977660180
2004-10-21,9081230460
2004-10-22,9085938200
2004-10-25,9010614360
2004-10-26,9114184640
2004-10-27,9118892380
2004-10-28,9363694860
2004-10-29,9429603220
2004-11-01,8678385210
2004-11-02,8549050109
2004-11-03,8674074040
2004-11-04,8928433070
2004-11-05,8915499560
2004-11-08,9333683050
2004-11-09,9269015500
2004-11-10,9320749540
2004-11-11,9269015500
2004-11-12,9506129850
2004-11-15,9700132500
2004-11-16,9549241550
2004-11-17,9445773470
2004-11-18,9428528790
2004-11-19,9234526140
2004-11-22,9368172410
2004-11-23,9131058060
2004-11-24,8975855940
2004-11-26,8984478280
2004-11-29,8781853290
2004-11-30,8518871920
2004-12-01,8574917130
2004-12-02,8342113950
2004-12-03,8393847989
2004-12-06,8424026180
2004-12-07,8294691079
2004-12-08,8307624590
2004-12-09,8230023530
2004-12-10,8139488960
2004-12-13,8277446400
2004-12-14,8467137880
2004-12-15,8411092670
2004-12-16,8359358630
2004-12-17,8367980970
2004-12-20,7755794829
2004-12-21,7898063440
2004-12-22,7889441100
2004-12-23,7984286840
2004-12-27,7932552799
2004-12-28,7811840040
2004-12-29,8005842690
2004-12-30,8018776200
2004-12-31,8023087370
2005-01-03,7859262910
2005-01-04,7794595359
2005-01-05,7885129930
2005-01-06,7777350680
2005-01-07,7837707060
2005-01-10,7777350680
2005-01-11,7734238980
2005-01-12,7794595359
2005-01-13,7686816109
2005-01-14,7859262910
2005-01-18,7967042160
2005-01-19,8031709710
2005-01-20,8023087370
2005-01-21,8001531519
2005-01-24,7954108650
2005-01-25,7962730989
2005-01-26,8027398540
2005-01-27,8014465030
2005-01-28,8096377260
2005-01-31,7976787000
2005-02-01,8080868250
2005-02-02,8089194750
2005-02-03,7993440000
2005-02-04,8180786249
2005-02-07,8214092250
2005-02-08,8214092250
2005-02-09,8159970000
2005-02-10,8089194750
2005-02-11,8159970000
2005-02-14,8168296500
2005-02-15,8176623000
2005-02-16,8164133250
2005-02-17,8126664000
2005-02-18,8064215250
2005-02-22,7910175000
2005-02-23,7985113500
2005-02-24,7843563000
2005-02-25,7885195500
2005-02-28,8001766500
2005-03-01,8218255499
2005-03-02,8239071750
2005-03-03,8114174249
2005-03-04,8230745250
2005-03-07,8247398249
2005-03-08,8280704250
2005-03-09,8388948749
2005-03-10,8443071000
2005-03-11,8438907750
2005-03-14,8455560749
2005-03-15,8384785500
2005-03-16,8401438500
2005-03-17,8309847000
2005-03-18,8197439250
2005-03-21,8122500750
2005-03-22,7943480999
2005-03-23,7930991250
2005-03-24,7864379250
2005-03-28,8001766500
2005-03-29,7951807500
2005-03-30,8118337500
2005-03-31,8176623000
2005-04-01,8114174249
2005-04-04,8276541000
2005-04-05,8297357250
2005-04-06,8293194000
2005-04-07,8030909250
2005-04-08,7930991250
2005-04-11,7860216000
2005-04-12,7914338250
2005-04-13,7851889500
2005-04-14,7756134750
2005-04-15,7581278250
2005-04-18,7597931250
2005-04-19,7656216750
2005-04-20,7402258500
2005-04-21,7506339750
2005-04-22,7393932000
2005-04-25,7448054250
2005-04-26,7368952500
2005-04-27,7443891000
2005-04-28,7364789250
2005-04-29,7298177250
2005-05-02,7133999999
2005-05-03,7216000000
2005-05-04,7207799999
2005-05-05,7195500000
2005-05-06,6945400000
2005-05-09,7027400000
2005-05-10,6912600000
2005-05-11,6789599999
2005-05-12,6699400000
2005-05-13,6773200000
2005-05-16,6777300000
2005-05-17,6777300000
2005-05-18,6892099999
2005-05-19,6928999999
2005-05-20,6924900000
2005-05-23,6941300000
2005-05-24,6851100000
2005-05-25,6777300000
2005-05-26,6769100000
2005-05-27,6777300000
2005-05-31,6818300000
2005-06-01,6888000000
2005-06-02,7154500000
2005-06-03,7035600000
2005-06-06,7039700000
2005-06-07,7158600000
2005-06-08,7064300000
2005-06-09,7142200000
2005-06-10,7158600000
2005-06-13,7187300000
2005-06-14,7240600000
2005-06-15,7273399999
2005-06-16,7216000000
2005-06-17,7232400000
2005-06-20,7211900000
2005-06-21,7125800000
2005-06-22,7162700000
2005-06-23,7068399999
2005-06-24,7031499999
2005-06-27,7043800000
2005-06-28,7154500000
2005-06-29,7109400000
2005-06-30,7101200000
2005-07-01,7084800000
2005-07-05,7359500000
2005-07-06,7285700000
2005-07-07,7445600000
2005-07-08,7585000000
2005-07-11,7564500000
2005-07-12,7519400000
2005-07-13,7466100000
2005-07-14,7490700000
2005-07-15,7425100000
2005-07-18,7593200000
2005-07-19,7753100000
2005-07-20,7748999999
2005-07-21,7699800000
2005-07-22,7855600000
2005-07-25,7802300000
2005-07-26,7798200000
2005-07-27,7929400000
2005-07-28,8118000000
2005-07-29,8081100000
2005-08-01,7887803040
2005-08-02,8076180449
2005-08-03,8108244690
2005-08-04,7887803040
2005-08-05,7859746830
2005-08-08,7811650469
2005-08-09,7871770920
2005-08-10,7911851219
2005-08-11,7843714710
2005-08-12,7855738800
2005-08-15,7839706679
2005-08-16,7567160640
2005-08-17,7543112460
2005-08-18,7162349610
2005-08-19,7178381730
2005-08-22,7150325520
2005-08-23,7106237190
2005-08-24,6925875840
2005-08-25,7086197040
2005-08-26,7026076590
2005-08-29,7078180980
2005-08-30,6977980230
2005-08-31,7122269310
2005-09-01,6805634940
2005-09-02,6737498429
2005-09-06,6913851750
2005-09-07,6921867810
2005-09-08,6825675090
2005-09-09,6813651000
2005-09-12,6805634940
2005-09-13,6705434190
2005-09-14,6673369949
2005-09-15,6613249500
2005-09-16,6589201320
2005-09-19,6521064810
2005-09-20,6380783760
2005-09-21,6256534830
2005-09-22,6529080870
2005-09-23,6537096929
2005-09-26,6585193290
2005-09-27,6541104960
2005-09-28,6501024660
2005-09-29,6593209350
2005-09-30,6621265560
2005-10-03,6573169199
2005-10-04,6460944360
2005-10-05,6468960420
2005-10-06,6428880120
2005-10-07,6456936330
2005-10-10,6400823910
2005-10-11,6380783760
2005-10-12,6236494680
2005-10-13,6260542860
2005-10-14,6368759670
2005-10-17,6284591040
2005-10-18,6280583010
2005-10-19,6316655280
2005-10-20,6216454530
2005-10-21,6200422410
2005-10-24,6312647250
2005-10-25,6284591040
2005-10-26,6300623160
2005-10-27,6096213630
2005-10-28,6260542860
2005-10-31,6401322912
2005-11-01,6440886094
2005-11-02,6520012459
2005-11-03,6579357233
2005-11-04,6614964097
2005-11-07,6702003098
2005-11-08,6563531960
2005-11-09,6824648964
2005-11-10,6860255828
2005-11-11,6828605282
2005-11-14,6868168464
2005-11-15,6650570961
2005-11-16,6765304190
2005-11-17,7006639603
2005-11-18,6923556920
2005-11-21,6955207465
2005-11-22,7176761287
2005-11-23,7081809649
2005-11-25,7184673923
2005-11-28,7192586560
2005-11-29,7137198104
2005-11-30,7117416513
2005-12-01,7398315108
2005-12-02,7247975015
2005-12-05,7327101380
2005-12-06,7354795608
2005-12-07,7295450834
2005-12-08,7275669243
2005-12-09,7307319789
2005-12-12,7240062379
2005-12-13,7299407152
2005-12-14,7469528837
2005-12-15,7402271427
2005-12-16,7323145062
2005-12-19,7323145062
2005-12-20,7240062379
2005-12-21,7200499196
2005-12-22,7149067059
2005-12-23,7168848650
2005-12-27,7085765967
2005-12-28,7164892332
2005-12-29,7172804969
2005-12-30,7149067059
2006-01-03,7133241786
2006-01-04,7054115421
2006-01-05,7255887652
2006-01-06,7303363471
2006-01-09,7350839289
2006-01-10,7331057698
2006-01-11,7501179383
2006-01-12,7366664562
2006-01-13,7303363471
2006-01-17,7089722286
2006-01-18,7208411833
2006-01-19,7212368151
2006-01-20,7156979696
2006-01-23,7160936014
2006-01-24,7358751926
2006-01-25,7453703564
2006-01-26,7437878291
2006-01-27,7362708244
2006-01-30,7504000000
2006-01-31,7652000000
2006-02-01,7508000000
2006-02-02,7568000000
2006-02-03,7488000000
2006-02-06,7472000000
2006-02-07,7452000000
2006-02-08,7536000000
2006-02-09,7620000000
2006-02-10,7628000000
2006-02-13,7708000000
2006-02-14,7700000000
2006-02-15,7772000000
2006-02-16,7704000000
2006-02-17,7616000000
2006-02-21,7536000000
2006-02-22,7568000000
2006-02-23,7788000000
2006-02-24,7740000000
2006-02-27,7723999999
2006-02-28,7656000000
2006-03-01,7692000000
2006-03-02,7536000000
2006-03-03,7512000000
2006-03-06,7416000000
2006-03-07,7440000000
2006-03-08,7572000000
2006-03-09,7484000000
2006-03-10,7612000000
2006-03-13,7692000000
2006-03-14,7752000000
2006-03-15,7720000000
2006-03-16,7792000000
2006-03-17,7836000000
2006-03-20,7880000000
2006-03-21,7840000000
2006-03-22,7880000000
2006-03-23,7972000000
2006-03-24,7976000000
2006-03-27,7928000000
2006-03-28,7848000000
2006-03-29,7892000000
2006-03-30,7888000000
2006-03-31,7908000000
2006-04-03,7864000000
2006-04-04,8059999999
2006-04-05,8080000000
2006-04-06,8080000000
2006-04-07,8000000000
2006-04-10,7940000000
2006-04-11,7788000000
2006-04-12,7892000000
2006-04-13,7940000000
2006-04-17,7904000000
2006-04-18,8120000000
2006-04-19,8056000000
2006-04-20,8128000000
2006-04-21,8020000000
2006-04-24,8031999999
2006-04-25,8052000000
2006-04-26,8116000000
2006-04-27,8259999999
2006-04-28,8292000000
2006-05-01,8046379301
2006-05-02,8042482750
2006-05-03,8038586198
2006-05-04,8295758611
2006-05-05,8393172404
2006-05-08,8474999991
2006-05-09,8408758611
2006-05-10,8521758611
2006-05-11,8334724129
2006-05-12,8120413784
2006-05-15,8260689646
2006-05-16,8128206887
2006-05-17,7968448267
2006-05-18,8404862060
2006-05-19,8778931025
2006-05-22,8821793094
2006-05-23,8720482749
2006-05-24,8502275853
2006-05-25,8490586197
2006-05-26,8451620680
2006-05-30,8377586198
2006-05-31,8556827577
2006-06-01,8704896542
2006-06-02,8603586197
2006-06-05,8361999991
2006-06-06,8276275853
2006-06-07,8295758611
2006-06-08,8436034473
2006-06-09,8416551715
2006-06-12,8065862060
2006-06-13,7925586198
2006-06-14,8030793094
2006-06-15,8213931025
2006-06-16,8128206887
2006-06-19,8081448267
2006-06-20,8112620681
2006-06-21,8065862060
2006-06-22,7976241370
2006-06-23,8030793094
2006-06-26,7980137922
2006-06-27,7855448267
2006-06-28,7874931026
2006-06-29,8046379301
2006-06-30,8061965508
2006-07-03,8030793094
2006-07-05,7925586198
2006-07-06,7991827577
2006-07-07,7964551715
2006-07-10,8077551715
2006-07-11,8015206888
2006-07-12,7800896543
2006-07-13,7648931026
2006-07-14,7539827578
2006-07-17,7602172405
2006-07-18,7489172405
2006-07-19,7765827577
2006-07-20,7703482750
2006-07-21,7535931026
2006-07-24,7769724129
2006-07-25,7859344819
2006-07-26,7769724129
2006-07-27,7660620681
2006-07-28,7878827577
2006-07-31,8037412020
2006-08-01,7950478360
2006-08-02,7824029400
2006-08-03,8242891580
2006-08-04,8278455350
2006-08-07,8369340540
2006-08-08,8211279340
2006-08-09,8159909449
2006-08-10,8341679830
2006-08-11,8238940050
2006-08-14,8373292070
2006-08-15,8562965510
2006-08-16,8677559880
2006-08-17,8400952780
2006-08-18,8317970650
2006-08-21,8191521690
2006-08-22,8227085460
2006-08-23,8144103330
2006-08-24,7978139070
2006-08-25,7914914590
2006-08-28,8069024260
2006-08-29,8061121199
2006-08-30,8045315080
2006-08-31,8219182400
2006-09-01,8294261469
2006-09-05,8353534420
2006-09-06,8238940050
2006-09-07,8171764040
2006-09-08,8242891580
2006-09-11,8412807370
2006-09-12,8606432340
2006-09-13,8657802230
2006-09-14,8693366000
2006-09-15,8638044580
2006-09-18,8578771630
2006-09-19,8610383870
2006-09-20,8606432340
2006-09-21,8464177260
2006-09-22,8645947640
2006-09-25,8768445070
2006-09-26,8886990970
2006-09-27,8614335400
2006-09-28,8622238460
2006-09-29,8460225730
2006-10-02,8547159390
2006-10-03,8831669550
2006-10-04,8942312390
2006-10-05,8902797090
2006-10-06,8902797090
2006-10-09,9068761350
2006-10-10,9076664410
2006-10-11,8962070040
2006-10-12,9135937360
2006-10-13,9191258780
2006-10-16,9207064900
2006-10-17,9207064900
2006-10-18,9242628670
2006-10-19,9112228180
2006-10-20,9131985830
2006-10-23,9337465390
2006-10-24,9345368450
2006-10-25,9222871020
2006-10-26,9440205170
2006-10-27,9337465390
2006-10-30,9431225525
2006-10-31,9435186561
2006-11-01,9225251679
2006-11-02,9498563129
2006-11-03,9510446235
2006-11-06,9684731797
2006-11-07,9882783572
2006-11-08,10148172951
2006-11-09,10112523631
2006-11-10,10278887122
2006-11-13,10132328809
2006-11-14,10247198838
2006-11-15,10175900199
2006-11-16,9985770495
2006-11-17,9862978395
2006-11-20,9819407004
2006-11-21,10005575673
2006-11-22,10053108099
2006-11-24,10049147063
2006-11-27,9954082211
2006-11-28,9823368040
2006-11-29,10013497744
2006-11-30,10148172951
2006-12-01,9791679756
2006-12-04,10045186028
2006-12-05,10053108099
2006-12-06,9997653602
2006-12-07,9890705643
2006-12-08,9847134253
2006-12-11,9752069401
2006-12-12,9795640791
2006-12-13,9902588750
2006-12-14,9954082211
2006-12-15,9752069401
2006-12-18,9680770762
2006-12-19,9633238336
2006-12-20,9625316265
2006-12-21,9375771028
2006-12-22,9518368306
2006-12-26,9284667212
2006-12-27,9383693099
2006-12-28,9387654135
2006-12-29,9268823070
2007-01-03,9470835880
2007-01-04,8757849490
2007-01-05,8749927419
2007-01-08,8583563928
2007-01-09,8710317064
2007-01-10,8627135319
2007-01-11,8971745407
2007-01-12,9165836147
2007-01-16,9015316798
2007-01-17,8880641591
2007-01-18,9078693366
2007-01-19,9090576472
2007-01-22,9058888188
2007-01-23,9050966117
2007-01-24,9062849224
2007-01-25,8900446768
2007-01-26,8844992271
2007-01-29,8825187094
2007-01-30,8900446768
2007-01-31,8947979194
2007-02-01,9118303721
2007-02-02,9146030969
2007-02-05,9429923084
2007-02-06,9613384622
2007-02-07,9654153853
2007-02-08,9572615391
2007-02-09,9393230776
2007-02-12,9323923083
2007-02-13,9491076930
2007-02-14,9588923084
2007-02-15,9658230776
2007-02-16,9629692314
2007-02-20,9735692315
2007-02-21,9711230776
2007-02-22,9780538468
2007-02-23,9727538468
2007-02-26,9458461545
2007-02-27,8981461545
2007-02-28,9116000006
2007-03-01,8871384622
2007-03-02,8679769237
2007-03-05,8259846160
2007-03-06,8451461544
2007-03-07,8500384621
2007-03-08,8663461545
2007-03-09,8594153852
2007-03-12,8696076929
2007-03-13,8488153852
2007-03-14,8386230775
2007-03-15,8451461544
2007-03-16,8471846160
2007-03-19,8557461544
2007-03-20,8696076929
2007-03-21,8708307698
2007-03-22,8634923083
2007-03-23,8810230775
2007-03-26,8826538468
2007-03-27,8757230775
2007-03-28,8716461545
2007-03-29,8667538468
2007-03-30,8590076929
2007-04-02,8712384621
2007-04-03,8716461545
2007-04-04,8647153852
2007-04-05,8822461545
2007-04-09,8851000006
2007-04-10,8948846160
2007-04-11,8936615391
2007-04-12,8675692314
2007-04-13,8504461544
2007-04-16,8504461544
2007-04-17,8537076929
2007-04-18,8720538468
2007-04-19,8793923083
2007-04-20,8851000006
2007-04-23,8777615391
2007-04-24,9511461545
2007-04-25,9658230776
2007-04-26,9495153853
2007-04-27,9376923084
2007-04-30,9087461545
2007-05-01,9018153852
2007-05-02,9075230776
2007-05-03,9254615391
2007-05-04,9401384622
2007-05-07,8890588232
2007-05-08,8715882350
2007-05-09,8789647056
2007-05-10,8805176467
2007-05-11,8684823526
2007-05-14,8603294115
2007-05-15,8215058821
2007-05-16,7993764703
2007-05-17,8024823526
2007-05-18,8226705879
2007-05-21,8211176468
2007-05-22,8152941174
2007-05-23,8304352938
2007-05-24,8176235291
2007-05-25,8238352938
2007-05-29,8149058821
2007-05-30,8203411762
2007-05-31,8238352938
2007-06-01,8451882350
2007-06-04,8451882350
2007-06-05,8347058821
2007-06-06,8281058821
2007-06-07,8168470585
2007-06-08,8284941173
2007-06-11,8304352938
2007-06-12,8102470585
2007-06-13,8261647056
2007-06-14,8230588232
2007-06-15,8230588232
2007-06-18,8296588232
2007-06-19,8378117644
2007-06-20,8533411762
2007-06-21,8533411762
2007-06-22,8630470585
2007-06-25,8482941173
2007-06-26,8424705879
2007-06-27,8704235291
2007-06-28,8762470585
2007-06-29,8614941173
2007-07-02,8944941173
2007-07-03,8933294114
2007-07-05,9014823526
2007-07-06,9100235291
2007-07-09,8863411762
2007-07-10,8692588232
2007-07-11,8642117644
2007-07-12,8645999997
2007-07-13,8618823526
2007-07-16,8560588232
2007-07-17,8545058820
2007-07-18,8486823526
2007-07-19,8552823526
2007-07-20,8471294115
2007-07-23,8405294115
2007-07-24,8215058821
2007-07-25,8098588232
2007-07-26,7702588232
2007-07-27,7562823527
2007-07-30,7659882350
2007-07-31,7578352938
2007-08-01,7446352938
2007-08-02,7457999997
2007-08-03,7159058821
2007-08-06,6835616460
2007-08-07,7059380040
2007-08-08,7167652740
2007-08-09,6965543700
2007-08-10,6785089200
2007-08-13,6846443730
2007-08-14,6680425590
2007-08-15,6326734770
2007-08-16,6272598420
2007-08-17,6435007469
2007-08-20,6550498349
2007-08-21,6445834740
2007-08-22,6492752909
2007-08-23,6911407349
2007-08-24,6842834640
2007-08-27,6702080130
2007-08-28,6478316550
2007-08-29,6709298310
2007-08-30,6622680150
2007-08-31,6756216480
2007-09-04,6850052820
2007-09-05,6691252860
2007-09-06,6554107440
2007-09-07,6265380240
2007-09-10,6146280270
2007-09-11,6366434760
2007-09-12,6344780219
2007-09-13,6525234719
2007-09-14,6705689219
2007-09-17,6575761980
2007-09-18,6875316450
2007-09-19,6846443730
2007-09-20,6514407450
2007-09-21,6738171030
2007-09-24,6723734670
2007-09-25,6665989230
2007-09-26,6629898330
2007-09-27,6676816500
2007-09-28,6676816500
2007-10-01,6698471040
2007-10-02,6644334690
2007-10-03,6611852880
2007-10-04,6525234719
2007-10-05,6601025610
2007-10-08,6496362000
2007-10-09,6268989330
2007-10-10,6297862050
2007-10-11,6406134750
2007-10-12,6445834740
2007-10-15,6489143820
2007-10-16,6366434760
2007-10-17,6373652940
2007-10-18,6402525659
2007-10-19,6240116610
2007-10-22,6323125680
2007-10-23,6348389310
2007-10-24,6301471140
2007-10-25,6297862050
2007-10-26,6341171130
2007-10-29,6438616560
2007-10-30,6424180200
2007-10-31,6420571110
2007-11-01,6250943880
2007-11-02,6250943880
2007-11-05,6052422960
2007-11-06,6164117040
2007-11-07,6048932519
2007-11-08,5560270920
2007-11-09,5263583520
2007-11-12,5354334960
2007-11-13,5630079720
2007-11-14,5382258480
2007-11-15,5190284280
2007-11-16,5183303400
2007-11-19,4949443920
2007-11-20,4945953480
2007-11-21,5064628440
2007-11-23,5301978360
2007-11-26,5033214480
2007-11-27,5057647560
2007-11-28,5427634200
2007-11-29,5452067280
2007-11-30,5664984120
2007-12-03,5626589280
2007-12-04,5678945880
2007-12-05,5616117960
2007-12-06,5734792920
2007-12-07,5870920080
2007-12-10,5783659080
2007-12-11,5623098840
2007-12-12,5637060599
2007-12-13,5493952560
2007-12-14,5274054840
2007-12-17,5333392320
2007-12-18,5329901880
2007-12-19,5214717360
2007-12-20,5116985040
2007-12-21,5179812960
2007-12-24,5371787160
2007-12-26,5242640880
2007-12-27,5235660000
2007-12-28,5319430560
2007-12-31,5340373200
2008-01-02,5127456360
2008-01-03,4872654240
2008-01-04,4659737400
2008-01-07,4541062440
2008-01-08,4439839680
2008-01-09,4425877920
2008-01-10,4516629360
2008-01-11,4247865480
2008-01-14,4349088240
2008-01-15,4296731640
2008-01-16,4464272760
2008-01-17,4460782320
2008-01-18,4495686720
2008-01-22,4680680040
2008-01-23,5008781400
2008-01-24,4942463040
2008-01-25,4816807200
2008-01-28,5050666680
2008-01-29,5165851200
2008-01-30,5110004160
2008-01-31,5382258480
2008-02-01,5455557720
2008-02-04,5050210000
2008-02-05,4924040000
2008-02-06,4920630000
2008-02-07,5087720000
2008-02-08,4985420000
2008-02-11,5019520000
2008-02-12,4961550000
2008-02-13,4971780000
2008-02-14,4763770000
2008-02-15,4838790000
2008-02-19,4774000000
2008-02-20,4893350000
2008-02-21,4739900000
2008-02-22,4849020000
2008-02-25,4975190000
2008-02-26,4961550000
2008-02-27,4913810000
2008-02-28,4368210000
2008-02-29,4204530000
2008-03-03,4221580000
2008-03-04,4228400000
2008-03-05,4235220000
2008-03-06,4085180000
2008-03-07,3999930000
2008-03-10,4085180000
2008-03-11,4296600000
2008-03-12,4381850000
2008-03-13,4412540000
2008-03-14,4412540000
2008-03-17,4347750000
2008-03-18,4572810000
2008-03-19,4467100000
2008-03-20,4726260000
2008-03-24,4889940000
2008-03-25,4797870000
2008-03-26,4712620000
2008-03-27,4681930000
2008-03-28,4630780000
2008-03-31,4712620000
2008-04-01,5016110000
2008-04-02,5111590000
2008-04-03,5094540000
2008-04-04,5012700000
2008-04-07,4927450000
2008-04-08,4770590000
2008-04-09,4695570000
2008-04-10,4811510000
2008-04-11,4770590000
2008-04-14,4845610000
2008-04-15,4958140000
2008-04-16,4927450000
2008-04-17,4917220000
2008-04-18,5050210000
2008-04-21,5101360000
2008-04-22,4947910000
2008-04-23,5070670000
2008-04-24,5193430000
2008-04-25,5340060000
2008-04-28,5285500000
2008-04-29,5319600000
2008-04-30,5104770000
2008-05-01,5224120000
2008-05-02,5142280000
2008-05-05,4884990000
2008-05-06,4949400000
2008-05-07,4827360000
2008-05-08,4912110000
2008-05-09,4918890000
2008-05-12,5152800000
2008-05-13,5200260000
2008-05-14,5200260000
2008-05-15,5329080000
2008-05-16,5261280000
2008-05-19,5305350000
2008-05-20,5129070000
2008-05-21,5017200000
2008-05-22,5166360000
2008-05-23,5098560000
2008-05-27,5207040000
2008-05-28,5315520000
2008-05-29,5315520000
2008-05-30,5312130000
2008-06-02,5152800000
2008-06-03,5240940000
2008-06-04,5186700000
2008-06-05,5169750000
2008-06-06,4868040000
2008-06-09,4881600000
2008-06-10,4854480000
2008-06-11,4698540000
2008-06-12,4854480000
2008-06-13,5115510000
2008-06-16,5217210000
2008-06-17,5173140000
2008-06-18,5091780000
2008-06-19,5200260000
2008-06-20,4990080000
2008-06-23,4939230000
2008-06-24,4786680000
2008-06-25,4813800000
2008-06-26,4671420000
2008-06-27,4607010000
2008-06-30,4617180000
2008-07-01,4729050000
2008-07-02,4576500000
2008-07-03,4630740000
2008-07-07,4613790000
2008-07-08,4644300000
2008-07-09,4427340000
2008-07-10,4213770000
2008-07-11,4108679999
2008-07-14,4152750000
2008-07-15,4084950000
2008-07-16,4332420000
2008-07-17,4491750000
2008-07-18,4488360000
2008-07-21,4434120000
2008-07-22,4630740000
2008-07-23,4766340000
2008-07-24,4495140000
2008-07-25,4484970000
2008-07-28,4369710000
2008-07-29,4579890000
2008-07-30,4569720000
2008-07-31,4518870000
2008-08-01,4413780000
2008-08-04,4350670000
2008-08-05,4576460000
2008-08-06,4600050000
2008-08-07,4657340000
2008-08-08,5048260000
2008-08-11,5125770000
2008-08-12,5108920000
2008-08-13,4957270000
2008-08-14,5055000000
2008-08-15,5095440000
2008-08-18,5014560000
2008-08-19,4940420000
2008-08-20,4896610000
2008-08-21,5523430000
2008-08-22,5685190000
2008-08-25,5580720000
2008-08-26,5543650000
2008-08-27,5509950000
2008-08-28,5661600000
2008-08-29,5664970000
2008-09-02,5749220000
2008-09-03,6008709999
2008-09-04,5638010000
2008-09-05,5638010000
2008-09-08,5904240000
2008-09-09,5759330000
2008-09-10,5739110000
2008-09-11,5766070000
2008-09-12,5641379999
2008-09-15,5459400000
2008-09-16,5543650000
2008-09-17,5139250000
2008-09-18,5267310000
2008-09-19,5297640000
2008-09-22,5024670000
2008-09-23,4980860000
2008-09-24,4970750000
2008-09-25,5085330000
2008-09-26,5115660000
2008-09-29,4684300000
2008-09-30,4718000000
2008-10-01,4718000000
2008-10-02,4384370000
2008-10-03,4327080000
2008-10-06,4343930000
2008-10-07,4023780000
2008-10-08,3845170000
2008-10-09,3525020000
2008-10-10,3477840000
2008-10-13,3555350000
2008-10-14,3518280000
2008-10-15,3349780000
2008-10-16,3501430000
2008-10-17,3380110000
2008-10-20,3444140000
2008-10-21,3312710000
2008-10-22,3204870000
2008-10-23,2965600000
2008-10-24,2864500000
2008-10-27,2773510000
2008-10-28,3380110000
2008-10-29,3275640000
2008-10-30,3177910000
2008-10-31,3262160000
2008-11-03,3078190000
2008-11-04,3184780000
2008-11-05,3003900000
2008-11-06,2719660000
2008-11-07,2690590000
2008-11-10,2577540000
2008-11-11,2448340000
2008-11-12,2264230000
2008-11-13,2503250000
2008-11-14,2351440000
2008-11-17,2309450000
2008-11-18,2173790000
2008-11-19,1979990000
2008-11-20,1860480000
2008-11-21,1996140000
2008-11-24,2154410000
2008-11-25,2235160000
2008-11-26,2322370000
2008-11-28,2432190000
2008-12-01,1976760000
2008-12-02,2105959999
2008-12-03,2283610000
2008-12-04,2270690000
2008-12-05,2438650000
2008-12-08,2496790000
2008-12-09,2464490000
2008-12-10,2386970000
2008-12-11,2280380000
2008-12-12,2254540000
2008-12-15,2202860000
2008-12-16,2219010000
2008-12-17,2438650000
2008-12-18,2428960000
2008-12-19,2451570000
2008-12-22,2432190000
2008-12-23,2406350000
2008-12-24,2419270000
2008-12-26,2480640000
2008-12-29,2480640000
2008-12-30,2584000000
2008-12-31,2622759999
2009-01-02,2800410000
2009-01-05,2861780000
2009-01-06,2865009999
2009-01-07,2793950000
2009-01-08,2609840000
2009-01-09,2500020000
2009-01-12,2361130000
2009-01-13,2283610000
2009-01-14,2196400000
2009-01-15,2254540000
2009-01-16,2290070000
2009-01-20,2147950000
2009-01-21,2241620000
2009-01-22,2231930000
2009-01-23,2231930000
2009-01-26,2251310000
2009-01-27,2296530000
2009-01-28,2390200000
2009-01-29,2202860000
2009-01-30,2067200000
2009-02-02,2060820000
2009-02-03,2070450000
2009-02-04,2038350000
2009-02-05,2179590000
2009-02-06,2295150000
2009-02-09,2269470000
2009-02-10,2137860000
2009-02-11,2160330000
2009-02-12,2192430000
2009-02-13,2112180000
2009-02-17,1996620000
2009-02-18,1980570000
2009-02-19,1983780000
2009-02-20,2035140000
2009-02-23,2115390000
2009-02-24,2263050000
2009-02-25,2314410000
2009-02-26,2009460000
2009-02-27,1996620000
2009-03-02,1842540000
2009-03-03,1739820000
2009-03-04,1823280000
2009-03-05,1659570000
2009-03-06,1624259999
2009-03-09,1656360000
2009-03-10,1858590000
2009-03-11,1970940000
2009-03-12,2031930000
2009-03-13,2134650000
2009-03-16,2070450000
2009-03-17,2157120000
2009-03-18,2218110000
2009-03-19,2179590000
2009-03-20,2089710000
2009-03-23,2272680000
2009-03-24,2349720000
2009-03-25,2307990000
2009-03-26,2490960000
2009-03-27,2365770000
2009-03-30,2256630000
2009-03-31,2256630000
2009-04-01,2378610000
2009-04-02,2558370000
2009-04-03,2645040000
2009-04-06,2529480000
2009-04-07,2471700000
2009-04-08,2487750000
2009-04-09,2770230000
