,BBWI
2013-11-26,15602355540
2013-11-27,15670669680
2013-11-29,15605325720
2013-12-02,15718192560
2013-12-03,15750864540
2013-12-04,15186530340
2013-12-05,14931094860
2013-12-06,15207321600
2013-12-09,14907333420
2013-12-10,14833078920
2013-12-11,14642987400
2013-12-12,14598434700
2013-12-13,14687540100
2013-12-16,14530120560
2013-12-17,14589524160
2013-12-18,14782585860
2013-12-19,14628136500
2013-12-20,14657838300
2013-12-23,14642987400
2013-12-24,14705361180
2013-12-26,14856840360
2013-12-27,14616255780
2013-12-30,14669719020
2013-12-31,14850900000
2014-01-02,14788526220
2014-01-03,14761794600
2014-01-06,14660808480
2014-01-07,14839019280
2014-01-08,14452895879
2014-01-09,13867770420
2014-01-10,13891531860
2014-01-13,13591543680
2014-01-14,13546990980
2014-01-15,13636096379
2014-01-16,13407392520
2014-01-17,13247002800
2014-01-21,13092553440
2014-01-22,13039090200
2014-01-23,12887611020
2014-01-24,12638115900
2014-01-27,12652966800
2014-01-28,12742072200
2014-01-29,12513368340
2014-01-30,12644056260
2014-01-31,12572771940
2014-02-03,12180830184
2014-02-04,12287471694
2014-02-05,12402999996
2014-02-06,12927320750
2014-02-07,13069509429
2014-02-10,13187999995
2014-02-11,13342037731
2014-02-12,13042849052
2014-02-13,13116905656
2014-02-14,13179113203
2014-02-18,13265018863
2014-02-19,12850301882
2014-02-20,12767358486
2014-02-21,12817716977
2014-02-24,12879924524
2014-02-25,13025075467
2014-02-26,13546433957
2014-02-27,13422018863
2014-02-28,13490150939
2014-03-03,13327226410
2014-03-04,13567169807
2014-03-05,13771566033
2014-03-06,13667886788
2014-03-07,13738981127
2014-03-10,13860433957
2014-03-11,13694547165
2014-03-12,13667886788
2014-03-13,13584943391
2014-03-14,13632339618
2014-03-17,13738981127
2014-03-18,13718245278
2014-03-19,13724169806
2014-03-20,13706396222
2014-03-21,14041132071
2014-03-24,13866358486
2014-03-25,13744905656
2014-03-26,13448679241
2014-03-27,13410169807
2014-03-28,13543471693
2014-03-31,13593830184
2014-04-01,13753792448
2014-04-02,14076679240
2014-04-03,14112226410
2014-04-04,13940415089
2014-04-07,13644188674
2014-04-08,13863396222
2014-04-09,14100377354
2014-04-10,13368698108
2014-04-11,12942132071
2014-04-14,12948056599
2014-04-15,12965830184
2014-04-16,13131716976
2014-04-17,12921396222
2014-04-21,12906584901
2014-04-22,13004339618
2014-04-23,12968792448
2014-04-24,12992490561
2014-04-25,12891773580
2014-04-28,12971754712
2014-04-29,13039886788
2014-04-30,12980641505
2014-05-01,12989528297
2014-05-02,13075433958
2014-05-05,13127649300
2014-05-06,12931403580
2014-05-07,12833280719
2014-05-08,13442831820
2014-05-09,13529061000
2014-05-12,13746120660
2014-05-13,13832349840
2014-05-14,13841270100
2014-05-15,13665838320
2014-05-16,13942366380
2014-05-19,13933446120
2014-05-20,13341735540
2014-05-21,13427964719
2014-05-22,13627183860
2014-05-23,13778828280
2014-05-27,13570688880
2014-05-28,13546901520
2014-05-29,13659891480
2014-05-30,13793695380
2014-06-02,13882897980
2014-06-03,13942366380
2014-06-04,14058329760
2014-06-05,14165372880
2014-06-06,14302150200
2014-06-09,14266469160
2014-06-10,14088063960
2014-06-11,13891818240
2014-06-12,13725306719
2014-06-13,13784775120
2014-06-16,13871004300
2014-06-17,13945339800
2014-06-18,13918579020
2014-06-19,13862084040
2014-06-20,13871004300
2014-06-23,13948313219
2014-06-24,13942366380
2014-06-25,13894791660
2014-06-26,13769908020
2014-06-27,14055356340
2014-06-30,14099957640
2014-07-01,14459741460
2014-07-02,14593545360
2014-07-03,14748163200
2014-07-07,14736269520
2014-07-08,14721402420
2014-07-09,14870073420
2014-07-10,14471635140
2014-07-11,14242681800
2014-07-14,14195107080
2014-07-15,14073196860
2014-07-16,13781801700
2014-07-17,13695572520
2014-07-18,13871004300
2014-07-21,13740173820
2014-07-22,13820456160
2014-07-23,13832349840
2014-07-24,13995887940
2014-07-25,13882897980
2014-07-28,13847216940
2014-07-29,13894791660
2014-07-30,14141585520
2014-07-31,13933446120
2014-08-01,13894791660
2014-08-04,13964379999
2014-08-05,13914570000
2014-08-06,14020050000
2014-08-07,14359930000
2014-08-08,14969370000
2014-08-11,14808220000
2014-08-12,14784780000
2014-08-13,14746690000
2014-08-14,14863890000
2014-08-15,14591400000
2014-08-18,14837520000
2014-08-19,14975230000
2014-08-20,14916629999
2014-08-21,15092430000
2014-08-22,15136379999
2014-08-25,15124660000
2014-08-26,15107080000
2014-08-27,15098290000
2014-08-28,15101220000
2014-08-29,15124660000
2014-09-02,15066060000
2014-09-03,15086570000
2014-09-04,15306320000
2014-09-05,15268230000
2014-09-08,15189120000
2014-09-09,15080710000
2014-09-10,15338550000
2014-09-11,15429379999
2014-09-12,15441100000
2014-09-15,15405940000
2014-09-16,15631550000
2014-09-17,15546580000
2014-09-18,15766330000
2014-09-19,15766330000
2014-09-22,15769260000
2014-09-23,15693080000
2014-09-24,16106210000
2014-09-25,16059330000
2014-09-26,16170670000
2014-09-29,16053470000
2014-09-30,15865950000
2014-10-01,15663780000
2014-10-02,15778050000
2014-10-03,15942129999
2014-10-06,15889390000
2014-10-07,15619830000
2014-10-08,16068120000
2014-10-09,15965570000
2014-10-10,15789770000
2014-10-13,15508490000
2014-10-14,15813210000
2014-10-15,15757540000
2014-10-16,15942129999
2014-10-17,15942129999
2014-10-20,16422650000
2014-10-21,16662910000
2014-10-22,16451950000
2014-10-23,16780110000
2014-10-24,16583800000
2014-10-27,16818200000
2014-10-28,16859220000
2014-10-29,16914890000
2014-10-30,17084830000
2014-10-31,17081900000
2014-11-03,17099520000
2014-11-04,17534600000
2014-11-05,17703960000
2014-11-06,18022240000
2014-11-07,17847040000
2014-11-10,18071880000
2014-11-11,18104000000
2014-11-12,18398920000
2014-11-13,18188680000
2014-11-14,18290880000
2014-11-17,18343440000
2014-11-18,18252920000
2014-11-19,18337600000
2014-11-20,18904080000
2014-11-21,18617920000
2014-11-24,18877800000
2014-11-25,18673400000
2014-11-26,18924520000
2014-11-28,19096800000
2014-12-01,19070520000
2014-12-02,19128920000
2014-12-03,19397560000
2014-12-04,19514360000
2014-12-05,19572760000
2014-12-08,19412160000
2014-12-09,19485160000
2014-12-10,19309960000
2014-12-11,19628240000
2014-12-12,19683720000
2014-12-15,19631160000
2014-12-16,19178560000
2014-12-17,19531880000
2014-12-18,19952360000
2014-12-19,19745040000
2014-12-22,19937760000
2014-12-23,20077920000
2014-12-24,20077920000
2014-12-26,20194720000
2014-12-29,20384520000
2014-12-30,20323200000
2014-12-31,20431240000
2015-01-02,20311520000
2015-01-05,20007840000
2015-01-06,19803439999
2015-01-07,20548040000
2015-01-08,20460439999
2015-01-09,20153840000
2015-01-12,20232680000
2015-01-13,19785920000
2015-01-14,19385880000
2015-01-15,19023800000
2015-01-16,19380040000
2015-01-20,19397560000
2015-01-21,19426760000
2015-01-22,19809280000
2015-01-23,20028280000
2015-01-26,20150920000
2015-01-27,20188880000
2015-01-28,20048720000
2015-01-29,20390360000
2015-01-30,19978640000
2015-02-02,20028280000
2015-02-03,20550960000
2015-02-04,20422480000
2015-02-05,21526240000
2015-02-06,21943800000
2015-02-09,21789040000
2015-02-10,22019720000
2015-02-11,22078120000
2015-02-12,22381800000
2015-02-13,22308800000
2015-02-17,21946720000
2015-02-18,21374400000
2015-02-19,21251760000
2015-02-20,21324760000
2015-02-23,21613840000
2015-02-24,21605080000
2015-02-25,21827000000
2015-02-26,21713120000
2015-02-27,21683920000
2015-03-02,21821160000
2015-03-03,21546680000
2015-03-04,21555439999
2015-03-05,21535000000
2015-03-06,21266360000
2015-03-09,21575880000
2015-03-10,21333520000
2015-03-11,21245920000
2015-03-12,21745240000
2015-03-13,21476600000
2015-03-16,21739400000
2015-03-17,21578800000
2015-03-18,21716040000
2015-03-19,21975920000
2015-03-20,22048920000
2015-03-23,22051840000
2015-03-24,22209520000
2015-03-25,21973000000
2015-03-26,21818240000
2015-03-27,22034320000
2015-03-30,22235800000
2015-03-31,22256240000
2015-04-01,21993439999
2015-04-02,22048920000
2015-04-06,22355520000
2015-04-07,22139439999
2015-04-08,22302960000
2015-04-09,22305880000
2015-04-10,22349680000
2015-04-13,22127760000
2015-04-14,22124840000
2015-04-15,22031400000
2015-04-16,21716040000
2015-04-17,21111600000
2015-04-20,21453240000
2015-04-21,21771520000
2015-04-22,21511640000
2015-04-23,21634280000
2015-04-24,21529160000
2015-04-27,21324760000
2015-04-28,21260520000
2015-04-29,21009400000
2015-04-30,21094080000
2015-05-01,21640120000
2015-05-04,21307020000
2015-05-05,21138240000
2015-05-06,21368130000
2015-05-07,20928720000
2015-05-08,21234270000
2015-05-11,21021840000
2015-05-12,20704650000
2015-05-13,20468940000
2015-05-14,20617350000
2015-05-15,20757030000
2015-05-18,20914170000
2015-05-19,20730840000
2015-05-20,20867610000
2015-05-21,20809410000
2015-05-22,20573700000
2015-05-26,20195400000
2015-05-27,20532960000
2015-05-28,20567880000
2015-05-29,20352540000
2015-06-01,20326350000
2015-06-02,20276880000
2015-06-03,20268150000
2015-06-04,20506770000
2015-06-05,20105190000
2015-06-08,19788000000
2015-06-09,19744350000
2015-06-10,19933500000
2015-06-11,19921860000
2015-06-12,19921860000
2015-06-15,19817100000
2015-06-16,19878210000
2015-06-17,19942230000
2015-06-18,20250690000
2015-06-19,20143020000
2015-06-22,20436930000
2015-06-23,20602800000
2015-06-24,20402010000
2015-06-25,20483490000
2015-06-26,20716290000
2015-06-29,20014980000
2015-06-30,20166300000
2015-07-01,20265240000
2015-07-02,20314710000
2015-07-06,20262330000
2015-07-07,20466030000
2015-07-08,20227410000
2015-07-09,19741440000
2015-07-10,19863660000
2015-07-13,19991700000
2015-07-14,19761810000
2015-07-15,19788000000
2015-07-16,19878210000
2015-07-17,19566840000
2015-07-20,19668690000
2015-07-21,19700700000
2015-07-22,19729800000
2015-07-23,19671600000
2015-07-24,19517369999
2015-07-27,19066320000
2015-07-28,19147800000
2015-07-29,19464990000
2015-07-30,19136160000
2015-07-31,18987750000
2015-08-03,19334040000
2015-08-04,19572660000
2015-08-05,19875300000
2015-08-06,19243830000
2015-08-07,19208910000
2015-08-10,19616310000
2015-08-11,19406790000
2015-08-12,19077960000
2015-08-13,18984840000
2015-08-14,19051770000
2015-08-17,19173990000
2015-08-18,19136160000
2015-08-19,19098330000
2015-08-20,19747260000
2015-08-21,18888810000
2015-08-24,18365010000
2015-08-25,18318450000
2015-08-26,19139070000
2015-08-27,19479540000
2015-08-28,19677420000
2015-08-31,19738530000
2015-09-01,19723980000
2015-09-02,20166300000
2015-09-03,21001470000
2015-09-04,21260460000
2015-09-08,21813360000
2015-09-09,21321570000
2015-09-10,21545640000
2015-09-11,21717330000
2015-09-14,21676590000
2015-09-15,21589290000
2015-09-16,21807540000
2015-09-17,21664950000
2015-09-18,21627119999
2015-09-21,21691140000
2015-09-22,21592200000
2015-09-23,21632940000
2015-09-24,21603840000
2015-09-25,21595110000
2015-09-28,21036390000
2015-09-29,21027660000
2015-09-30,21202260000
2015-10-01,21481619999
2015-10-02,21891930000
2015-10-05,22083990000
2015-10-06,21970500000
2015-10-07,22278960000
2015-10-08,22709640000
2015-10-09,22663080000
2015-10-12,22779480000
2015-10-13,22709640000
2015-10-14,22444830000
2015-10-15,22593240000
2015-10-16,22776570000
2015-10-19,22860960000
2015-10-20,22671810000
2015-10-21,22706730000
2015-10-22,22762020000
2015-10-23,22083990000
2015-10-26,22564140000
2015-10-27,22267320000
2015-10-28,22500119999
2015-10-29,22281869999
2015-10-30,22578690000
2015-11-02,22611300000
2015-11-03,23298600000
2015-11-04,23495800000
2015-11-05,23237700000
2015-11-06,22712799999
2015-11-09,21964600000
2015-11-10,22306800000
2015-11-11,21755800000
2015-11-12,21808000000
2015-11-13,21236700000
2015-11-16,21445500000
2015-11-17,21291800000
2015-11-18,21622400000
2015-11-19,21599200000
2015-11-20,22022600000
2015-11-23,22286500000
2015-11-24,22712799999
2015-11-25,22698300000
2015-11-27,22666400000
2015-11-30,22367700000
2015-12-01,22512700000
2015-12-02,22530100000
2015-12-03,22475000000
2015-12-04,23318900000
2015-12-07,23034700000
2015-12-08,23034700000
2015-12-09,22889700000
2015-12-10,22941900000
2015-12-11,22637400000
2015-12-14,22791100000
2015-12-15,22733100000
2015-12-16,23057900000
2015-12-17,22643200000
2015-12-18,22451800000
2015-12-21,22260400000
2015-12-22,22631600000
2015-12-23,22878100000
2015-12-24,22698300000
2015-12-28,22660600000
2015-12-29,22947700000
2015-12-30,22663500000
2015-12-31,22463400000
2016-01-04,22037100000
2016-01-05,22620000000
2016-01-06,22187900000
2016-01-07,22628700000
2016-01-08,21857300000
2016-01-11,21808000000
2016-01-12,22301000000
2016-01-13,21628200000
2016-01-14,22083500000
2016-01-15,21648500000
2016-01-19,21837000000
2016-01-20,21283100000
2016-01-21,21892100000
2016-01-22,22486600000
2016-01-25,22335800000
2016-01-26,22425700000
2016-01-27,22031300000
2016-01-28,22150200000
2016-01-29,22541700000
2016-02-01,22481280000
2016-02-02,22164480000
2016-02-03,22158720000
2016-02-04,20620800000
2016-02-05,19802880000
2016-02-08,18884159999
2016-02-09,19163520000
2016-02-10,19563840000
2016-02-11,19558080000
2016-02-12,19059840000
2016-02-16,19396800000
2016-02-17,19056960000
2016-02-18,19486080000
2016-02-19,19543680000
2016-02-22,19546560000
2016-02-23,19537920000
2016-02-24,19368000000
2016-02-25,19946880000
2016-02-26,19644480000
2016-02-29,19739520000
2016-03-01,20237760000
2016-03-02,20295360000
2016-03-03,20180159999
2016-03-04,20373120000
2016-03-07,19995840000
2016-03-08,20007360000
2016-03-09,19958400000
2016-03-10,20099520000
2016-03-11,20096640000
2016-03-14,20154240000
2016-03-15,20255040000
2016-03-16,20275200000
2016-03-17,20203200000
2016-03-18,20445120000
2016-03-21,20203200000
2016-03-22,19958400000
2016-03-23,19860480000
2016-03-24,19972800000
2016-03-28,20203200000
2016-03-29,20246400000
2016-03-30,20574720000
2016-03-31,20445120000
2016-04-01,20505600000
2016-04-04,20185920000
2016-04-05,19935360000
2016-04-06,20044800000
2016-04-07,19592640000
2016-04-08,18743040000
2016-04-11,18457920000
2016-04-12,18408960000
2016-04-13,18581760000
2016-04-14,18829440000
2016-04-15,19152000000
2016-04-18,18944640000
2016-04-19,18469440000
2016-04-20,18198720000
2016-04-21,17976960000
2016-04-22,17870400000
2016-04-25,18135360000
2016-04-26,18264960000
2016-04-27,18348480000
2016-04-28,18509760000
2016-04-29,18227520000
2016-05-02,18389800000
2016-05-03,18301140000
2016-05-04,18538519999
2016-05-05,16307720000
2016-05-06,16090360000
2016-05-09,16190460000
2016-05-10,15990259999
2016-05-11,15592720000
2016-05-12,15587000000
2016-05-13,15429700000
2016-05-16,15343900000
2016-05-17,15115100000
2016-05-18,14746160000
2016-05-19,14016860000
2016-05-20,14691820000
2016-05-23,14631759999
2016-05-24,14857700000
2016-05-25,15295280000
2016-05-26,15363920000
2016-05-27,15704259999
2016-05-31,15850120000
2016-06-01,15815800000
2016-06-02,16490759999
2016-06-03,16419259999
2016-06-06,16284840000
2016-06-07,16244800000
2016-06-08,16127540000
2016-06-09,15958800000
2016-06-10,15815800000
2016-06-13,15552680000
2016-06-14,15332460000
2016-06-15,15698540000
2016-06-16,15675660000
2016-06-17,15787200000
2016-06-20,15681380000
2016-06-21,15767180000
2016-06-22,15870140000
2016-06-23,15987400000
2016-06-24,15601300000
2016-06-27,15089360000
2016-06-28,15140840000
2016-06-29,15509780000
2016-06-30,15521220000
2016-07-01,15612740000
2016-07-05,15501200000
2016-07-06,15830100000
2016-07-07,15589860000
2016-07-08,15995980000
2016-07-11,16047460000
2016-07-12,16333460000
2016-07-13,16213340000
2016-07-14,16153280000
2016-07-15,16058900000
2016-07-18,16279120000
2016-07-19,16256240000
2016-07-20,16344900000
2016-07-21,16364920000
2016-07-22,16567980000
2016-07-25,17137120000
2016-07-26,17168580000
2016-07-27,17008420000
2016-07-28,17051320000
2016-07-29,17085640000
2016-08-01,17197180000
2016-08-02,16708120000
2016-08-03,16768180000
2016-08-04,16833960000
2016-08-05,17251520000
2016-08-08,17099940000
2016-08-09,16656640000
2016-08-10,16751020000
2016-08-11,17062759999
2016-08-12,17031300000
2016-08-15,17188600000
2016-08-16,17157140000
2016-08-17,17122820000
2016-08-18,18003700000
2016-08-19,17977960000
2016-08-22,18038020000
2016-08-23,17986540000
2016-08-24,17866420000
2016-08-25,17786340000
2016-08-26,17631900000
2016-08-29,17763460000
2016-08-30,17677660000
2016-08-31,17620460000
2016-09-01,17297280000
2016-09-02,17154280000
2016-09-06,16954080000
2016-09-07,17088500000
2016-09-08,16956940000
2016-09-09,16513640000
2016-09-12,16865420000
2016-09-13,16653780000
2016-09-14,16525080000
2016-09-15,16630900000
2016-09-16,16619460000
2016-09-19,16690960000
2016-09-20,16699540000
2016-09-21,16851120000
2016-09-22,17174300000
2016-09-23,17385940000
2016-09-26,16954080000
2016-09-27,16888300000
2016-09-28,16404960000
2016-09-29,16150420000
2016-09-30,16362060000
2016-10-03,16196180000
2016-10-04,16264820000
2016-10-05,16304860000
2016-10-06,16453580000
2016-10-07,16467880000
2016-10-10,16590860000
2016-10-11,16310580000
2016-10-12,16888300000
2016-10-13,16808220000
2016-10-14,16931200000
2016-10-17,16705259999
2016-10-18,16668080000
2016-10-19,16756740000
2016-10-20,16702400000
2016-10-21,16762460000
2016-10-24,16922620000
2016-10-25,16813940000
2016-10-26,16825380000
2016-10-27,16816800000
2016-10-28,17042740000
2016-10-31,16690960000
2016-11-01,15375360000
2016-11-02,15180880000
2016-11-03,15049320000
2016-11-04,15029300000
2016-11-07,15192320000
2016-11-08,15069340000
2016-11-09,15369640000
2016-11-10,15752880000
2016-11-11,15993120000
2016-11-14,16261960000
2016-11-15,15887300000
2016-11-16,15707120000
2016-11-17,16101800000
2016-11-18,16224780000
2016-11-21,16001700000
2016-11-22,16376360000
2016-11-23,16665220000
2016-11-25,16602300000
2016-11-28,16593720000
2016-11-29,16633759999
2016-11-30,16236220000
2016-12-01,16708120000
2016-12-02,16625180000
2016-12-05,16639480000
2016-12-06,16688100000
2016-12-07,17251520000
2016-12-08,17368780000
2016-12-09,17191460000
2016-12-12,16879720000
2016-12-13,16713840000
2016-12-14,16693820000
2016-12-15,16510780000
2016-12-16,16041740000
2016-12-19,15998840000
2016-12-20,16130400000
2016-12-21,15890160000
2016-12-22,15401100000
2016-12-23,15418259999
2016-12-27,15366780000
2016-12-28,15283840000
2016-12-29,15326740000
2016-12-30,15223780000
2017-01-03,15392520000
2017-01-04,15569840000
2017-01-05,14342900000
2017-01-06,14157000000
2017-01-09,14174160000
2017-01-10,14185600000
2017-01-11,14165580000
2017-01-12,14036880000
2017-01-13,14031160000
2017-01-17,14136980000
2017-01-18,14305720000
2017-01-19,14085500000
2017-01-20,14182740000
2017-01-23,14139840000
2017-01-24,14228500000
2017-01-25,14300000000
2017-01-26,14162720000
2017-01-27,13642200000
2017-01-30,13573560000
2017-01-31,13919620000
2017-02-01,13593580000
2017-02-02,13705120000
2017-02-03,13773759999
2017-02-06,13676520000
2017-02-07,13473460000
2017-02-08,13562120000
2017-02-09,13622180000
2017-02-10,13622180000
2017-02-13,13367640000
2017-02-14,13442000000
2017-02-15,13462020000
2017-02-16,13290420000
2017-02-17,13296140000
2017-02-21,13341900000
2017-02-22,13439140000
2017-02-23,11314160000
2017-02-24,11788920000
2017-02-27,12112100000
2017-02-28,12166440000
2017-03-01,12212200000
2017-03-02,12349480000
2017-03-03,12100660000
2017-03-06,11891880000
2017-03-07,11600160000
2017-03-08,11771759999
2017-03-09,11574420000
2017-03-10,11628759999
2017-03-13,11525800000
2017-03-14,11591580000
2017-03-15,11717420000
2017-03-16,11554400000
2017-03-17,11831820000
2017-03-20,11665940000
2017-03-21,11371360000
2017-03-22,11065340000
2017-03-23,11113960000
2017-03-24,10976680000
2017-03-27,11025300000
2017-03-28,11045320000
2017-03-29,11171160000
2017-03-30,10985259999
2017-03-31,10890880000
2017-04-03,10590580000
2017-04-04,10118680000
2017-04-05,9964240000
2017-04-06,11062480000
2017-04-07,10919480000
2017-04-10,10982400000
2017-04-11,11085360000
2017-04-12,11053900000
2017-04-13,10973820000
2017-04-17,11056759999
2017-04-18,11045320000
2017-04-19,11214060000
2017-04-20,11482900000
2017-04-21,11522940000
2017-04-24,11720280000
2017-04-25,11700259999
2017-04-26,12026300000
2017-04-27,12066340000
2017-04-28,12209340000
2017-05-01,12000560000
2017-05-02,12192180000
2017-05-03,12277980000
2017-05-04,11431420000
2017-05-05,11808940000
2017-05-08,12037740000
2017-05-09,12229360000
2017-05-10,12349480000
2017-05-11,11757460000
2017-05-12,11457160000
2017-05-15,11448580000
2017-05-16,11165440000
2017-05-17,11191180000
2017-05-18,11488620000
2017-05-19,11325600000
2017-05-22,11640200000
2017-05-23,11594440000
2017-05-24,11462880000
2017-05-25,11623040000
2017-05-26,11677380000
2017-05-30,11846120000
2017-05-31,11929060000
2017-06-01,12215060000
2017-06-02,12126400000
2017-06-05,11991980000
2017-06-06,11631620000
2017-06-07,11831820000
2017-06-08,11665940000
2017-06-09,12092080000
2017-06-12,12441000000
2017-06-13,12395240000
2017-06-14,12217920000
2017-06-15,12037740000
2017-06-16,11920480000
2017-06-19,11991980000
2017-06-20,12120680000
2017-06-21,11903320000
2017-06-22,12217920000
2017-06-23,12360920000
2017-06-26,12418120000
2017-06-27,12581140000
2017-06-28,12543960000
2017-06-29,12529660000
2017-06-30,12461020000
2017-07-03,12847120000
2017-07-05,12509640000
2017-07-06,10747880000
2017-07-07,10430420000
2017-07-10,10207340000
2017-07-11,10124400000
2017-07-12,10213060000
2017-07-13,10493340000
2017-07-14,10530520000
2017-07-17,10516220000
2017-07-18,10324600000
2017-07-19,10307440000
2017-07-20,10416120000
2017-07-21,10390380000
2017-07-24,10233080000
2017-07-25,10504780000
2017-07-26,10407540000
2017-07-27,10627759999
2017-07-28,10556259999
2017-07-31,10575000000
2017-08-01,10549619999
2017-08-02,10101240000
2017-08-03,9483660000
2017-08-04,9870000000
2017-08-07,9886920000
2017-08-08,9726180000
2017-08-09,9726180000
2017-08-10,9401880000
2017-08-11,9320100000
2017-08-14,9246780000
2017-08-15,8902740000
2017-08-16,9015540000
2017-08-17,8561520000
2017-08-18,8251320000
2017-08-21,8273880000
2017-08-22,8375400000
2017-08-23,8237220000
2017-08-24,8262600000
2017-08-25,8335920000
2017-08-28,8310540000
2017-08-29,8324640000
2017-08-30,8220300000
2017-08-31,8256960000
2017-09-01,8538960000
2017-09-05,8361300000
2017-09-06,8524860000
2017-09-07,8516400000
2017-09-08,8457180000
2017-09-11,8640480000
2017-09-12,8973240000
2017-09-13,9227040000
2017-09-14,9212940000
2017-09-15,9241140000
2017-09-18,9114240000
2017-09-19,8942220000
2017-09-20,8488200000
2017-09-21,8406420000
2017-09-22,9038100000
2017-09-25,9322920000
2017-09-26,9700800000
2017-09-27,9748740000
2017-09-28,9697980000
2017-09-29,9486480000
2017-10-02,9604920000
2017-10-03,9740280000
2017-10-04,9430080000
2017-10-05,9754380000
2017-10-06,9785400000
2017-10-09,9613380000
2017-10-10,9791040000
2017-10-11,9540060000
2017-10-12,9444180000
2017-10-13,9537240000
2017-10-16,9410340000
2017-10-17,9463920000
2017-10-18,9602100000
2017-10-19,9573900000
2017-10-20,9974340000
2017-10-23,10013820000
2017-10-24,10129440000
2017-10-25,10095600000
2017-10-26,10084320000
2017-10-27,10191480000
2017-10-30,9850982520
2017-10-31,9899355340
2017-11-01,10030246500
2017-11-02,10835511680
2017-11-03,10747302420
2017-11-06,10943639160
2017-11-07,10798520700
2017-11-08,10898111800
2017-11-09,11100139460
2017-11-10,11424521900
2017-11-13,11259485220
2017-11-14,11333467180
2017-11-15,11330621720
2017-11-16,11299321660
2017-11-17,11612322260
2017-11-20,11515576620
2017-11-21,11430212820
2017-11-22,11225339700
2017-11-24,11122903140
2017-11-27,11581022200
2017-11-28,12036295800
2017-11-29,12084668620
2017-11-30,12898470180
2017-12-01,12847251900
2017-12-04,13134643359
2017-12-05,12719206200
2017-12-06,12699287980
2017-12-07,12673678840
2017-12-08,13177325260
2017-12-11,13339516480
2017-12-12,13416343900
2017-12-13,13530162300
2017-12-14,13473253100
2017-12-15,13367971080
2017-12-18,14033808720
2017-12-19,13880153880
2017-12-20,13894381180
2017-12-21,13937063080
2017-12-22,14113481600
2017-12-26,14480545940
2017-12-27,14087872460
2017-12-28,14036654180
2017-12-29,13851699280
2018-01-02,13777717320
2018-01-03,13379352920
2018-01-04,11731831580
2018-01-05,11583867660
2018-01-08,11188348720
2018-01-09,10898111800
2018-01-10,11117212220
2018-01-11,11504194780
2018-01-12,11424521900
2018-01-16,11268021600
2018-01-17,11259485220
2018-01-18,11276557980
2018-01-19,11660695080
2018-01-22,11970850220
2018-01-23,12238323460
2018-01-24,12235478000
2018-01-25,12041986720
2018-01-26,12024913960
2018-01-29,11987922980
2018-01-30,11728986120
2018-01-31,11521267540
2018-02-01,11350539940
2018-02-02,10929411859
2018-02-05,10336040000
2018-02-06,10608480000
2018-02-07,11036600000
2018-02-08,10736360000
2018-02-09,10933740000
2018-02-12,10944860000
2018-02-13,10908720000
2018-02-14,11208960000
2018-02-15,11128340000
2018-02-16,10994900000
2018-02-20,10655740000
2018-02-21,10769720000
2018-02-22,10814200000
2018-02-23,10947640000
2018-02-26,10911500000
2018-02-27,10828100000
2018-02-28,11086640000
2018-03-01,9549300000
2018-03-02,9741120000
2018-03-05,10021900000
2018-03-06,10138660000
2018-03-07,9882900000
2018-03-08,9354700000
2018-03-09,9496480000
2018-03-12,9471460000
2018-03-13,9415860000
2018-03-14,9282420000
2018-03-15,9224040000
2018-03-16,9115620000
2018-03-19,8968280000
2018-03-20,8937700000
2018-03-21,8859860000
2018-03-22,8620780000
2018-03-23,8428960000
2018-03-26,8509580000
2018-03-27,8565180000
2018-03-28,8465100000
2018-03-29,8587420000
2018-04-02,8328880000
2018-04-03,8451200000
2018-04-04,8592980000
2018-04-05,8704180000
2018-04-06,8584640000
2018-04-09,8554060000
2018-04-10,8612440000
2018-04-11,8520700000
2018-04-12,8128720000
2018-04-13,8131500000
2018-04-16,8178760000
2018-04-17,8145400000
2018-04-18,8100920000
2018-04-19,8078680000
2018-04-20,7722840000
2018-04-23,7820140000
2018-04-24,7842380000
2018-04-25,7970260000
2018-04-26,7964700000
2018-04-27,7923000000
2018-04-30,7845160000
2018-05-01,7711720000
2018-05-02,7720060000
2018-05-03,7761760000
2018-05-04,7720060000
2018-05-07,7565250000
2018-05-08,7546000000
2018-05-09,7584500000
2018-05-10,7042750000
2018-05-11,7188500000
2018-05-14,7386500000
2018-05-15,7405750000
2018-05-16,7601000000
2018-05-17,7570750000
2018-05-18,7502000000
2018-05-21,7570750000
2018-05-22,7557000000
2018-05-23,7570750000
2018-05-24,7829250000
2018-05-25,7892500000
2018-05-29,7862250000
2018-05-30,8043750000
2018-05-31,7537750000
2018-06-01,7686250000
2018-06-04,7958500000
2018-06-05,8266500000
2018-06-06,8244500000
2018-06-07,8349000000
2018-06-08,8222500000
2018-06-11,8211500000
2018-06-12,8118000000
2018-06-13,8115250000
2018-06-14,7999750000
2018-06-15,8090500000
2018-06-18,8082250000
2018-06-19,7994250000
2018-06-20,8093250000
2018-06-21,8255500000
2018-06-22,8156500000
2018-06-25,8197750000
2018-06-26,8321500000
2018-06-27,8186750000
2018-06-28,8294000000
2018-06-29,8197750000
2018-07-02,7991500000
2018-07-03,8101500000
2018-07-05,7911750000
2018-07-06,8159250000
2018-07-09,8316000000
2018-07-10,8406750000
2018-07-11,8175750000
2018-07-12,7188500000
2018-07-13,7048250000
2018-07-16,7119750000
