,GLW
2013-11-26,24151119999
2013-11-27,24278380000
2013-11-29,24151119999
2013-12-02,24122840000
2013-12-03,23726920000
2013-12-04,23726920000
2013-12-05,23514820000
2013-12-06,24193540000
2013-12-09,24066280000
2013-12-10,24405640000
2013-12-11,23953160000
2013-12-12,24052140000
2013-12-13,23868320000
2013-12-16,24108700000
2013-12-17,24349080000
2013-12-18,24561180000
2013-12-19,24631880000
2013-12-20,24646020000
2013-12-23,24829840000
2013-12-24,24942960000
2013-12-26,25070220000
2013-12-27,25126780000
2013-12-30,25140920000
2013-12-31,24217380000
2014-01-02,24149430000
2014-01-03,24312510000
2014-01-06,24095070000
2014-01-07,24244560000
2014-01-08,24434820000
2014-01-09,24462000000
2014-01-10,24856110000
2014-01-13,24489180000
2014-01-14,25127909999
2014-01-15,25019190000
2014-01-16,25155090000
2014-01-17,25508430000
2014-01-21,25494840000
2014-01-22,25821000000
2014-01-23,25793820000
2014-01-24,24747390000
2014-01-27,24760980000
2014-01-28,23238900000
2014-01-29,23320440000
2014-01-30,23619420000
2014-01-31,23388390000
2014-02-03,23170950000
2014-02-04,23361210000
2014-02-05,23850450000
2014-02-06,24570719999
2014-02-07,24951240000
2014-02-10,25046370000
2014-02-11,25549200000
2014-02-12,25834590000
2014-02-13,25943310000
2014-02-14,25970490000
2014-02-18,25929719999
2014-02-19,25712280000
2014-02-20,25821000000
2014-02-21,25916130000
2014-02-24,26242290000
2014-02-25,26201520000
2014-02-26,26187930000
2014-02-27,26283060000
2014-02-28,26187930000
2014-03-03,25875360000
2014-03-04,26500500000
2014-03-05,26717940000
2014-03-06,26554860000
2014-03-07,26690760000
2014-03-10,26351010000
2014-03-11,26174340000
2014-03-12,26228700000
2014-03-13,26052030000
2014-03-14,25644330000
2014-03-17,25997670000
2014-03-18,26242290000
2014-03-19,25875360000
2014-03-20,26391780000
2014-03-21,26527680000
2014-03-24,26649990000
2014-03-25,27261540000
2014-03-26,27764370000
2014-03-27,27805140000
2014-03-28,28008990000
2014-03-31,27107640000
2014-04-01,27302940000
2014-04-02,27810720000
2014-04-03,28110180000
2014-04-04,27797700000
2014-04-07,27472200000
2014-04-08,27355020000
2014-04-09,27550320000
2014-04-10,27042540000
2014-04-11,26534760000
2014-04-14,26730060000
2014-04-15,26756100000
2014-04-16,26990460000
2014-04-17,27394080000
2014-04-21,27368040000
2014-04-22,27641460000
2014-04-23,27537300000
2014-04-24,27589380000
2014-04-25,27003479999
2014-04-28,27302940000
2014-04-29,27159720000
2014-04-30,27224820000
2014-05-01,27420120000
2014-05-02,27328979999
2014-05-05,27276900000
2014-05-06,26899320000
2014-05-07,27185760000
2014-05-08,27107640000
2014-05-09,27003479999
2014-05-12,27888840000
2014-05-13,27732600000
2014-05-14,27589380000
2014-05-15,27289920000
2014-05-16,27276900000
2014-05-19,27498240000
2014-05-20,27433140000
2014-05-21,27537300000
2014-05-22,27628440000
2014-05-23,27771659999
2014-05-27,27914880000
2014-05-28,27680520000
2014-05-29,27862800000
2014-05-30,27732600000
2014-06-02,27732600000
2014-06-03,27875820000
2014-06-04,27810720000
2014-06-05,28097159999
2014-06-06,28084140000
2014-06-09,27940920000
2014-06-10,28097159999
2014-06-11,27927900000
2014-06-12,27342000000
2014-06-13,27602400000
2014-06-16,27485220000
2014-06-17,27706560000
2014-06-18,27927900000
2014-06-19,28214340000
2014-06-20,28448700000
2014-06-23,28331520000
2014-06-24,28383600000
2014-06-25,28644000000
2014-06-26,28318500000
2014-06-27,28644000000
2014-06-30,28183800000
2014-07-01,28350719999
2014-07-02,28222320000
2014-07-03,28671719999
2014-07-07,28594680000
2014-07-08,28170960000
2014-07-09,28273680000
2014-07-10,27772920000
2014-07-11,27849960000
2014-07-14,28132440000
2014-07-15,28196640000
2014-07-16,28016880000
2014-07-17,27593159999
2014-07-18,28029719999
2014-07-21,28145280000
2014-07-22,28466280000
2014-07-23,28479120000
2014-07-24,28363560000
2014-07-25,28273680000
2014-07-28,28312200000
2014-07-29,25680000000
2014-07-30,25513080000
2014-07-31,25230600000
2014-08-01,25525920000
2014-08-04,25744200000
2014-08-05,25525920000
2014-08-06,25410360000
2014-08-07,25269120000
2014-08-08,25602960000
2014-08-11,25834080000
2014-08-12,25923960000
2014-08-13,26090880000
2014-08-14,26013840000
2014-08-15,25885440000
2014-08-18,26155080000
2014-08-19,26116560000
2014-08-20,26578800000
2014-08-21,26514600000
2014-08-22,26373360000
2014-08-25,26488920000
2014-08-26,26630159999
2014-08-27,26309159999
2014-08-28,26411880000
2014-08-29,26784240000
2014-09-02,26925480000
2014-09-03,26964000000
2014-09-04,27118080000
2014-09-05,27336360000
2014-09-08,27105240000
2014-09-09,26951159999
2014-09-10,26989680000
2014-09-11,26886960000
2014-09-12,26617320000
2014-09-15,26450400000
2014-09-16,26501760000
2014-09-17,26591640000
2014-09-18,26643000000
2014-09-19,26193600000
2014-09-22,25975320000
2014-09-23,25602960000
2014-09-24,25923960000
2014-09-25,25436040000
2014-09-26,25513080000
2014-09-29,25102200000
2014-09-30,24677840000
2014-10-01,23988800000
2014-10-02,23861200000
2014-10-03,24154680000
2014-10-06,24460920000
2014-10-07,23848440000
2014-10-08,24192960000
2014-10-09,23708079999
2014-10-10,23184920000
2014-10-13,22508640000
2014-10-14,22419320000
2014-10-15,22406560000
2014-10-16,22330000000
2014-10-17,22649000000
2014-10-20,23070079999
2014-10-21,23644280000
2014-10-22,23491160000
2014-10-23,23835680000
2014-10-24,23988800000
2014-10-27,24052600000
2014-10-28,25009600000
2014-10-29,25379640000
2014-10-30,25609320000
2014-10-31,26068680000
2014-11-03,26221800000
2014-11-04,26387680000
2014-11-05,26489760000
2014-11-06,26387680000
2014-11-07,26221800000
2014-11-10,26540800000
2014-11-11,26553560000
2014-11-12,26425960000
2014-11-13,25966600000
2014-11-14,26043160000
2014-11-17,25979360000
2014-11-18,26055920000
2014-11-19,26119720000
2014-11-20,26298360000
2014-11-21,26693920000
2014-11-24,26770480000
2014-11-25,26821520000
2014-11-26,26885320000
2014-11-28,26821520000
2014-12-01,26681160000
2014-12-02,26808760000
2014-12-03,27485040000
2014-12-04,27089480000
2014-12-05,27229840000
2014-12-08,26808760000
2014-12-09,27408480000
2014-12-10,26987400000
2014-12-11,27038440000
2014-12-12,26323880000
2014-12-15,26298360000
2014-12-16,26477000000
2014-12-17,27166040000
2014-12-18,28301680000
2014-12-19,28914160000
2014-12-22,28965200000
2014-12-23,29526640000
2014-12-24,29628720000
2014-12-26,29756320000
2014-12-29,29590440000
2014-12-30,29590440000
2014-12-31,29029380000
2015-01-02,29130660000
2015-01-05,28725540000
2015-01-06,28231800000
2015-01-07,28636920000
2015-01-08,29561100000
2015-01-09,29510460000
2015-01-12,29472480000
2015-01-13,29307900000
2015-01-14,29434500000
2015-01-15,29143320000
2015-01-16,29333220000
2015-01-20,29307900000
2015-01-21,29485140000
2015-01-22,30029520000
2015-01-23,30194100000
2015-01-26,30270060000
2015-01-27,31308180000
2015-01-28,30662520000
2015-01-29,30118140000
2015-01-30,30092820000
2015-02-02,30573900000
2015-02-03,30827100000
2015-02-04,30725820000
2015-02-05,30991680000
2015-02-06,30649860000
2015-02-09,30687839999
2015-02-10,31460100000
2015-02-11,31080300000
2015-02-12,31472760000
2015-02-13,31650000000
2015-02-17,31143600000
2015-02-18,31181580000
2015-02-19,31206900000
2015-02-20,31599360000
2015-02-23,31371480000
2015-02-24,31371480000
2015-02-25,31143600000
2015-02-26,30979020000
2015-02-27,30890400000
2015-03-02,31181580000
2015-03-03,31143600000
2015-03-04,31333500000
2015-03-05,31168920000
2015-03-06,30421980000
2015-03-09,30080160000
2015-03-10,29181300000
2015-03-11,28738200000
2015-03-12,29282580000
2015-03-13,29118000000
2015-03-16,30016860000
2015-03-17,29586420000
2015-03-18,30080160000
2015-03-19,29282580000
2015-03-20,29611740000
2015-03-23,29713020000
2015-03-24,29637060000
2015-03-25,28750860000
2015-03-26,28447020000
2015-03-27,28788839999
2015-03-30,29421839999
2015-03-31,28259280000
2015-04-01,27723500000
2015-04-02,27810720000
2015-04-06,27873020000
2015-04-07,27412000000
2015-04-08,27486760000
2015-04-09,27711039999
2015-04-10,27935320000
2015-04-13,27860560000
2015-04-14,27835640000
2015-04-15,27823179999
2015-04-16,28209440000
2015-04-17,27985160000
2015-04-20,28259280000
2015-04-21,28172060000
2015-04-22,27960240000
2015-04-23,28396340000
2015-04-24,28059920000
2015-04-27,27885480000
2015-04-28,27499220000
2015-04-29,26614560000
2015-04-30,26078780000
2015-05-01,26714240000
2015-05-04,26714240000
2015-05-05,25916800000
2015-05-06,26240760000
2015-05-07,26215840000
2015-05-08,26352900000
2015-05-11,26552260000
2015-05-12,26153539999
2015-05-13,26265679999
2015-05-14,26627020000
2015-05-15,26527340000
2015-05-18,26602100000
2015-05-19,26776539999
2015-05-20,26901140000
2015-05-21,27187720000
2015-05-22,26789000000
2015-05-26,26427660000
2015-05-27,26327980000
2015-05-28,26228300000
2015-05-29,26066320000
2015-06-01,26016480000
2015-06-02,25979100000
2015-06-03,25916800000
2015-06-04,25729900000
2015-06-05,25804660000
2015-06-08,25866960000
2015-06-09,25704980000
2015-06-10,26190920000
2015-06-11,25916800000
2015-06-12,25854500000
2015-06-15,25393480000
2015-06-16,26041400000
2015-06-17,26053860000
2015-06-18,26440120000
2015-06-19,26091240000
2015-06-22,26240760000
2015-06-23,26128620000
2015-06-24,25879420000
2015-06-25,25605300000
2015-06-26,25331179999
2015-06-29,24546200000
2015-06-30,23873300000
2015-07-01,23958000000
2015-07-02,23837000000
2015-07-06,23740200000
2015-07-07,23679700000
2015-07-08,23159400000
2015-07-09,23183600000
2015-07-10,23328800000
2015-07-13,23171500000
2015-07-14,23292500000
2015-07-15,23062600000
2015-07-16,23643400000
2015-07-17,23086799999
2015-07-20,22881100000
2015-07-21,22687500000
2015-07-22,22723800000
2015-07-23,22723800000
2015-07-24,22481799999
2015-07-27,22324500000
2015-07-28,22227700000
2015-07-29,22433400000
2015-07-30,22542300000
2015-07-31,22602800000
2015-08-03,22009900000
2015-08-04,22118800000
2015-08-05,22227700000
2015-08-06,22094600000
2015-08-07,21937300000
2015-08-10,22336600000
2015-08-11,21646900000
2015-08-12,21707400000
2015-08-13,21550100000
2015-08-14,21731600000
2015-08-17,21973600000
2015-08-18,21683200000
2015-08-19,21465400000
2015-08-20,20848300000
2015-08-21,20315900000
2015-08-24,19710900000
2015-08-25,19323700000
2015-08-26,19989200000
2015-08-27,20521600000
2015-08-28,20787800000
2015-08-31,20824100000
2015-09-01,20207000000
2015-09-02,20557900000
2015-09-03,20884600000
2015-09-04,20860400000
2015-09-08,21525900000
2015-09-09,21247600000
2015-09-10,21308100000
2015-09-11,21380700000
2015-09-14,21320200000
2015-09-15,21816300000
2015-09-16,22155100000
2015-09-17,21985700000
2015-09-18,21320200000
2015-09-21,21199200000
2015-09-22,20545800000
2015-09-23,20291700000
2015-09-24,20182800000
2015-09-25,20049700000
2015-09-28,19783500000
2015-09-29,20207000000
2015-09-30,19619520000
2015-10-01,19287179999
2015-10-02,19539300000
2015-10-05,20215440000
2015-10-06,20410260000
2015-10-07,20444640000
2015-10-08,20593620000
2015-10-09,20077920000
2015-10-12,19779960000
2015-10-13,19344480000
2015-10-14,19482000000
2015-10-15,19310100000
2015-10-16,19355940000
2015-10-19,19275720000
2015-10-20,19310100000
2015-10-21,19149660000
2015-10-22,20169600000
2015-10-23,20169600000
2015-10-26,19848720000
2015-10-27,20925960000
2015-10-28,21567720000
2015-10-29,21602100000
2015-10-30,21315600000
2015-11-02,21567720000
2015-11-03,21579179999
2015-11-04,21625020000
2015-11-05,21842760000
2015-11-06,21682320000
2015-11-09,21510420000
2015-11-10,21521880000
2015-11-11,21212460000
2015-11-12,20788440000
2015-11-13,20547780000
2015-11-16,21017640000
2015-11-17,21143700000
2015-11-18,21579179999
2015-11-19,21762540000
2015-11-20,21751080000
2015-11-23,21842760000
2015-11-24,21728160000
2015-11-25,21739620000
2015-11-27,21498960000
2015-11-30,21464580000
2015-12-01,21567720000
2015-12-02,21476040000
2015-12-03,20433179999
2015-12-04,20662380000
2015-12-07,20673840000
2015-12-08,20433179999
2015-12-09,20341500000
2015-12-10,20272740000
2015-12-11,21407280000
2015-12-14,20708220000
2015-12-15,20479020000
2015-12-16,21223920000
2015-12-17,20731140000
2015-12-18,20628000000
2015-12-21,20662380000
2015-12-22,20811360000
2015-12-23,21258300000
2015-12-24,21269760000
2015-12-28,20868660000
2015-12-29,21189540000
2015-12-30,21189540000
2015-12-31,19904888872
2016-01-04,19501999984
2016-01-05,19491111095
2016-01-06,19055555540
2016-01-07,18619999984
2016-01-08,18674444429
2016-01-11,18848666651
2016-01-12,18881333317
2016-01-13,18576444429
2016-01-14,18837777762
2016-01-15,18369555540
2016-01-19,18249777762
2016-01-20,18173555540
2016-01-21,18434888873
2016-01-22,18619999984
2016-01-25,18249777762
2016-01-26,19284222206
2016-01-27,19501999984
2016-01-28,19589111095
2016-01-29,20264222205
2016-02-01,20220666650
2016-02-02,19697999983
2016-02-03,20013777761
2016-02-04,20536444427
2016-02-05,19970222205
2016-02-08,19556444428
2016-02-09,20111777761
2016-02-10,19752444428
2016-02-11,19393111095
2016-02-12,20024666650
2016-02-16,20296888872
2016-02-17,20634444427
2016-02-18,20394888872
2016-02-19,20198888872
2016-02-22,20351333316
2016-02-23,19828666650
2016-02-24,19589111095
2016-02-25,19730666650
2016-02-26,19937555539
2016-02-29,19926666650
2016-03-01,20285999983
2016-03-02,20471111094
2016-03-03,20569111094
2016-03-04,20645333316
2016-03-07,21309555538
2016-03-08,20721555538
2016-03-09,20884888871
2016-03-10,20688888872
2016-03-11,21178888871
2016-03-14,21135333316
2016-03-15,21167999982
2016-03-16,21178888871
2016-03-17,21821333315
2016-03-18,21799555537
2016-03-21,21962888870
2016-03-22,22115333315
2016-03-23,21919333315
2016-03-24,22049999982
2016-03-28,22191555537
2016-03-29,22485555537
2016-03-30,22692444425
2016-03-31,22122510000
2016-04-01,22058970000
2016-04-04,22006020000
2016-04-05,21825990000
2016-04-06,22037790000
2016-04-07,21878940000
2016-04-08,21741270000
2016-04-11,21836580000
2016-04-12,22058970000
2016-04-13,22323720000
2016-04-14,21995430000
2016-04-15,22154280000
2016-04-18,22154280000
2016-04-19,22164870000
2016-04-20,22217820000
2016-04-21,22027200000
2016-04-22,22228410000
2016-04-25,22207230000
2016-04-26,20353980000
2016-04-27,20438700000
2016-04-28,20004510000
2016-04-29,19771530000
2016-05-02,19919790000
2016-05-03,19718580000
2016-05-04,19453830000
2016-05-05,19400880000
2016-05-06,19527960000
2016-05-09,19422060000
2016-05-10,19972740000
2016-05-11,19983330000
2016-05-12,19993920000
2016-05-13,19792710000
2016-05-16,20343390000
2016-05-17,20237490000
2016-05-18,20099820000
2016-05-19,20057460000
2016-05-20,20661090000
2016-05-23,20883480000
2016-05-24,21275310000
2016-05-25,21180000000
2016-05-26,21317670000
2016-05-27,21720090000
2016-05-31,22122510000
2016-06-01,21995430000
2016-06-02,22408440000
2016-06-03,22323720000
2016-06-06,22302540000
2016-06-07,22334310000
2016-06-08,22217820000
2016-06-09,22270770000
2016-06-10,21730680000
2016-06-13,21434160000
2016-06-14,21465930000
2016-06-15,21391800000
2016-06-16,21296490000
2016-06-17,21487110000
2016-06-20,21635370000
2016-06-21,21571830000
2016-06-22,21762450000
2016-06-23,22016610000
2016-06-24,20851710000
2016-06-27,20184540000
2016-06-28,20523420000
2016-06-29,20978790000
2016-06-30,20029440000
2016-07-01,19843620000
2016-07-05,19491540000
2016-07-06,19667580000
2016-07-07,19970760000
2016-07-08,20449980000
2016-07-11,20528220000
2016-07-12,20978100000
2016-07-13,20899860000
2016-07-14,20948760000
2016-07-15,20880300000
2016-07-18,20909640000
2016-07-19,20850960000
2016-07-20,21134580000
2016-07-21,21027000000
2016-07-22,21173700000
2016-07-25,21173700000
2016-07-26,21232380000
2016-07-27,21017220000
2016-07-28,21799620000
2016-07-29,21731160000
2016-08-01,21799620000
2016-08-02,21623580000
2016-08-03,21711600000
2016-08-04,21887640000
2016-08-05,22141920000
2016-08-08,22298400000
2016-08-09,22405980000
2016-08-10,22327740000
2016-08-11,22415760000
2016-08-12,22366860000
2016-08-15,22562460000
2016-08-16,22239720000
2016-08-17,22093020000
2016-08-18,22171260000
2016-08-19,22269060000
2016-08-22,22229940000
2016-08-23,22327740000
2016-08-24,22161480000
2016-08-25,22181040000
2016-08-26,22171260000
2016-08-29,22190820000
2016-08-30,22269060000
2016-08-31,22190820000
2016-09-01,22210380000
2016-09-02,22269060000
2016-09-06,22376640000
2016-09-07,22317960000
2016-09-08,22259280000
2016-09-09,21887640000
2016-09-12,21985440000
2016-09-13,21858300000
2016-09-14,21877860000
2016-09-15,22093020000
2016-09-16,22122360000
2016-09-19,22200600000
2016-09-20,22200600000
2016-09-21,22454880000
2016-09-22,22601580000
2016-09-23,22630920000
2016-09-26,22494000000
2016-09-27,22816740000
2016-09-28,23110140000
2016-09-29,23002560000
2016-09-30,22278300000
2016-10-03,22287720000
2016-10-04,22052220000
2016-10-05,22419600000
2016-10-06,22485540000
2016-10-07,22400760000
2016-10-10,22429020000
2016-10-11,22268880000
2016-10-12,22052220000
2016-10-13,21854400000
2016-10-14,22033380000
2016-10-17,22071060000
2016-10-18,22240620000
2016-10-19,22381920000
2016-10-20,22419600000
2016-10-21,22438440000
2016-10-24,22504380000
2016-10-25,21637740000
2016-10-26,21684840000
2016-10-27,21590640000
2016-10-28,21364560000
2016-10-31,21392820000
2016-11-01,21270360000
2016-11-02,21157320000
2016-11-03,21034860000
2016-11-04,21100800000
2016-11-07,21647160000
2016-11-08,21816720000
2016-11-09,21863820000
2016-11-10,21844980000
2016-11-11,22042800000
2016-11-14,22127580000
2016-11-15,22278300000
2016-11-16,22297140000
2016-11-17,22438440000
2016-11-18,22447860000
2016-11-21,22485540000
2016-11-22,22608000000
2016-11-23,22786980000
2016-11-25,22881180000
2016-11-28,22796400000
2016-11-29,22768140000
2016-11-30,22636260000
2016-12-01,22165260000
2016-12-02,22184100000
2016-12-05,22259460000
2016-12-06,22598580000
2016-12-07,23154360000
2016-12-08,23436960000
2016-12-09,23135520000
2016-12-12,22909440000
2016-12-13,23041320000
2016-12-14,22928280000
2016-12-15,22834080000
2016-12-16,22890600000
2016-12-19,22947120000
2016-12-20,23163780000
2016-12-21,23389860000
2016-12-22,23314500000
2016-12-23,23333340000
2016-12-27,23493480000
2016-12-28,23031900000
2016-12-29,23022480000
2016-12-30,22862340000
2017-01-03,22477500000
2017-01-04,22625500000
2017-01-05,22486750000
2017-01-06,22681000000
2017-01-09,22634750000
2017-01-10,22653250000
2017-01-11,22819750000
2017-01-12,22690250000
2017-01-13,22977000000
2017-01-17,22375750000
2017-01-18,22718000000
2017-01-19,22588500000
2017-01-20,22930750000
2017-01-23,22912250000
2017-01-24,24216500000
2017-01-25,24679000000
2017-01-26,24558750000
2017-01-27,24679000000
2017-01-30,24651250000
2017-01-31,24503250000
2017-02-01,24244250000
2017-02-02,24401500000
2017-02-03,24725250000
2017-02-06,24706750000
2017-02-07,24595750000
2017-02-08,24494000000
2017-02-09,24790000000
2017-02-10,24697500000
2017-02-13,24725250000
2017-02-14,25197000000
2017-02-15,25308000000
2017-02-16,25631750000
2017-02-17,25576250000
2017-02-21,25650250000
2017-02-22,25659500000
2017-02-23,25493000000
2017-02-24,25650250000
2017-02-27,25576250000
2017-02-28,25539250000
2017-03-01,26085000000
2017-03-02,25789000000
2017-03-03,25789000000
2017-03-06,25641000000
2017-03-07,25641000000
2017-03-08,25548500000
2017-03-09,25502250000
2017-03-10,25493000000
2017-03-13,25631750000
2017-03-14,24836250000
2017-03-15,25187750000
2017-03-16,25234000000
2017-03-17,25197000000
2017-03-20,25252500000
2017-03-21,24854750000
2017-03-22,25298750000
2017-03-23,25289500000
2017-03-24,25354250000
2017-03-27,25354250000
2017-03-28,25483750000
2017-03-29,25419000000
2017-03-30,25493000000
2017-03-31,24516000000
2017-04-03,24370720000
2017-04-04,24325320000
2017-04-05,24243600000
2017-04-06,24316240000
2017-04-07,24343480000
2017-04-10,24325320000
2017-04-11,24379800000
2017-04-12,24043840000
2017-04-13,23898560000
2017-04-17,24098320000
2017-04-18,24416120000
2017-04-19,24388880000
2017-04-20,24615880000
2017-04-21,24534160000
2017-04-24,24988160000
2017-04-25,25914320000
2017-04-26,25778120000
2017-04-27,26350160000
2017-04-28,26195800000
2017-05-01,26431880000
2017-05-02,26350160000
2017-05-03,26114080000
2017-05-04,26186720000
2017-05-05,26250280000
2017-05-08,26440960000
2017-05-09,26404640000
2017-05-10,26431880000
2017-05-11,26150400000
2017-05-12,26386480000
2017-05-15,26631640000
2017-05-16,26876800000
2017-05-17,26005120000
2017-05-18,26123160000
2017-05-19,26377400000
2017-05-22,26613480000
2017-05-23,26495440000
2017-05-24,26486360000
2017-05-25,26849560000
2017-05-26,26604400000
2017-05-30,26622560000
2017-05-31,26422800000
2017-06-01,26940360000
2017-06-02,26958520000
2017-06-05,26822320000
2017-06-06,26849560000
2017-06-07,26776920000
2017-06-08,26604400000
2017-06-09,26286600000
2017-06-12,26386480000
2017-06-13,26695200000
2017-06-14,26559000000
2017-06-15,26686120000
2017-06-16,26704280000
2017-06-19,27131040000
2017-06-20,26940360000
2017-06-21,27022080000
2017-06-22,26976680000
2017-06-23,27230920000
2017-06-26,27448840000
2017-06-27,27230920000
2017-06-28,27694000000
2017-06-29,27575960000
2017-06-30,26534150000
2017-07-03,26604790000
2017-07-05,26922670000
2017-07-06,26322230000
2017-07-07,26737240000
2017-07-10,26966820000
2017-07-11,26781390000
2017-07-12,27240550000
2017-07-13,27214060000
2017-07-14,27434810000
2017-07-17,27655560000
2017-07-18,27735030000
2017-07-19,28017590000
2017-07-20,27999930000
2017-07-21,28123550000
2017-07-24,28123550000
2017-07-25,28370790000
2017-07-26,26860860000
2017-07-27,26039670000
2017-07-28,25827750000
2017-07-31,25730620000
2017-08-01,26066160000
2017-08-02,26286910000
2017-08-03,25854240000
2017-08-04,25827750000
2017-08-07,25818920000
2017-08-08,25871900000
2017-08-09,25924880000
2017-08-10,25227310000
2017-08-11,25589340000
2017-08-14,25969030000
2017-08-15,25156670000
2017-08-16,25121350000
2017-08-17,24609210000
2017-08-18,24618040000
2017-08-21,24891770000
2017-08-22,25165500000
2017-08-23,25147840000
2017-08-24,25218480000
2017-08-25,25306780000
2017-08-28,25395080000
2017-08-29,25227310000
2017-08-30,25289120000
2017-08-31,25395080000
2017-09-01,25527530000
2017-09-05,25271460000
2017-09-06,25236140000
2017-09-07,25368590000
2017-09-08,25200820000
2017-09-11,25536360000
2017-09-12,25739450000
2017-09-13,25783600000
2017-09-14,25827750000
2017-09-15,25916050000
2017-09-18,26083820000
2017-09-19,26410530000
2017-09-20,26516490000
2017-09-21,26578300000
2017-09-22,26534150000
2017-09-25,26498830000
2017-09-26,26322230000
2017-09-27,26525320000
2017-09-28,26445850000
2017-09-29,26419360000
2017-10-02,24840516578
2017-10-03,24964060262
2017-10-04,25095840190
2017-10-05,25079367699
2017-10-06,24782862859
2017-10-09,24807571596
2017-10-10,24733445386
2017-10-11,24618137948
2017-10-12,24659319176
2017-10-13,24494594265
2017-10-16,24618137948
2017-10-17,24436940546
2017-10-18,24642846685
2017-10-19,24758154123
2017-10-20,24758154123
2017-10-23,24716972895
2017-10-24,26306568286
2017-10-25,25977118464
2017-10-26,26108898393
2017-10-27,25952409728
2017-10-30,25746503589
2017-10-31,25787684817
2017-11-01,26051244674
2017-11-02,26010063446
2017-11-03,26084189656
2017-11-06,26224205831
2017-11-07,26561891898
2017-11-08,26537183162
2017-11-09,26183024603
2017-11-10,26133607130
2017-11-13,26075953411
2017-11-14,26108898393
2017-11-15,25795921062
2017-11-16,26067717165
2017-11-17,26051244674
2017-11-20,26133607130
2017-11-21,26298332041
2017-11-22,26191260849
2017-11-24,26232442076
2017-11-27,26397166987
2017-11-28,26718380564
2017-11-29,26751325546
2017-11-30,26677199336
2017-12-01,26232442076
2017-12-04,26528946916
2017-12-05,26553655653
2017-12-06,26084189656
2017-12-07,26133607130
2017-12-08,26644254354
2017-12-11,26825451756
2017-12-12,26883105475
2017-12-13,26594836880
2017-12-14,26199497094
2017-12-15,26397166987
2017-12-18,26619545617
2017-12-19,26570128144
2017-12-20,26701908073
2017-12-21,26603073126
2017-12-22,26668963090
2017-12-26,26668963090
2017-12-27,26644254354
2017-12-28,26603073126
2017-12-29,26347749514
2018-01-02,27661759999
2018-01-03,28340160000
2018-01-04,28628480000
2018-01-05,28526720000
2018-01-08,28636960000
2018-01-09,28535200000
2018-01-10,28263840000
2018-01-11,28628480000
2018-01-12,29391679999
2018-01-16,29179679999
2018-01-17,29535840000
2018-01-18,29552800000
2018-01-19,29391679999
2018-01-22,29434080000
2018-01-23,29306880000
2018-01-24,28933759999
2018-01-25,28670880000
2018-01-26,29154240000
2018-01-29,29044000000
2018-01-30,27415840000
2018-01-31,26474560000
2018-02-01,26873120000
2018-02-02,26525440000
2018-02-05,25253440000
2018-02-06,25270400000
2018-02-07,25287360000
2018-02-08,24125600000
2018-02-09,24396960000
2018-02-12,24973600000
2018-02-13,24795520000
2018-02-14,25032960000
2018-02-15,25049920000
2018-02-16,24990560000
2018-02-20,25143200000
2018-02-21,24812480000
2018-02-22,24770080000
2018-02-23,24846400000
2018-02-26,25295840000
2018-02-27,24871840000
2018-02-28,24659840000
2018-03-01,24083200000
2018-03-02,24422400000
2018-03-05,24490240000
2018-03-06,24761600000
2018-03-07,24880320000
2018-03-08,24871840000
2018-03-09,25380640000
2018-03-12,25304320000
2018-03-13,25304320000
2018-03-14,25049920000
2018-03-15,25041440000
2018-03-16,25016000000
2018-03-19,24498720000
2018-03-20,24812480000
2018-03-21,24905760000
2018-03-22,24218880000
2018-03-23,23557440000
2018-03-26,24006880000
2018-03-27,23523520000
2018-03-28,23192800000
2018-03-29,23642240000
2018-04-02,22137570000
2018-04-03,22407840000
2018-04-04,22432410000
2018-04-05,22489740000
2018-04-06,21744450000
2018-04-09,21875490000
2018-04-10,22391460000
2018-04-11,22448790000
2018-04-12,22579830000
2018-04-13,22456980000
2018-04-16,22514310000
2018-04-17,22727250000
2018-04-18,22825530000
2018-04-19,22620780000
2018-04-20,22563450000
2018-04-23,22522500000
2018-04-24,21891870000
2018-04-25,22162140000
2018-04-26,22031100000
2018-04-27,22301370000
2018-04-30,22129380000
2018-05-01,21965580000
2018-05-02,21867300000
2018-05-03,21760830000
2018-05-04,22178520000
2018-05-07,22080240000
2018-05-08,21949200000
2018-05-09,22178520000
2018-05-10,22407840000
2018-05-11,22932000000
2018-05-14,22989330000
2018-05-15,22702680000
2018-05-16,23030280000
2018-05-17,22792770000
2018-05-18,22678110000
2018-05-21,22735440000
2018-05-22,22637160000
2018-05-23,22743630000
2018-05-24,22383270000
2018-05-25,22162140000
2018-05-29,21900060000
2018-05-30,21580650000
2018-05-31,22252230000
2018-06-01,22891050000
2018-06-04,23030280000
2018-06-05,23398830000
2018-06-06,23677290000
2018-06-07,23595390000
2018-06-08,23546250000
2018-06-11,23619960000
2018-06-12,23423400000
2018-06-13,23423400000
2018-06-14,23660910000
2018-06-15,23824710000
2018-06-18,23644530000
2018-06-19,23243220000
2018-06-20,23251410000
2018-06-21,23169510000
2018-06-22,23333310000
2018-06-25,22710870000
2018-06-26,22686300000
2018-06-27,22522500000
2018-06-28,22104810000
2018-06-29,22530690000
2018-07-02,22306550000
2018-07-03,22016750000
2018-07-05,22507800000
2018-07-06,22644650000
2018-07-09,23345000000
2018-07-10,23304750000
2018-07-11,22749300000
2018-07-12,23079350000
2018-07-13,23184000000
2018-07-16,23023000000
