,GLW
2004-08-24,14647530000
2004-08-25,14353740000
2004-08-26,13822120000
2004-08-27,14283790000
2004-08-30,14017980000
2004-08-31,14157879999
2004-09-01,14325760000
2004-09-02,14493640000
2004-09-03,14115910000
2004-09-07,14073940000
2004-09-08,14199850000
2004-09-09,15514910000
2004-09-10,15556879999
2004-09-13,15752740000
2004-09-14,15528900000
2004-09-15,15333040000
2004-09-16,15710770000
2004-09-17,15766730000
2004-09-20,15794709999
2004-09-21,16074510000
2004-09-22,15948600000
2004-09-23,16018549999
2004-09-24,16018549999
2004-09-27,15500920000
2004-09-28,15193140000
2004-09-29,15542890000
2004-09-30,15556320000
2004-10-01,16188120000
2004-10-04,16454880000
2004-10-05,15991560000
2004-10-06,15935400000
2004-10-07,14742000000
2004-10-08,14391000000
2004-10-11,14854320000
2004-10-12,14517360000
2004-10-13,14559479999
2004-10-14,14461200000
2004-10-15,14643720000
2004-10-18,14391000000
2004-10-19,14334840000
2004-10-20,14657760000
2004-10-21,15064920000
2004-10-22,15078960000
2004-10-25,15107040000
2004-10-26,15247440000
2004-10-27,15977520000
2004-10-28,15935400000
2004-10-29,16075799999
2004-11-01,16384680000
2004-11-02,16497000000
2004-11-03,16974360000
2004-11-04,17114760000
2004-11-05,17381520000
2004-11-08,17086680000
2004-11-09,16637400000
2004-11-10,16468920000
2004-11-11,16876080000
2004-11-12,17184960000
2004-11-15,17156880000
2004-11-16,17255160000
2004-11-17,17830800000
2004-11-18,18041400000
2004-11-19,17493840000
2004-11-22,17634240000
2004-11-23,17578080000
2004-11-24,17830800000
2004-11-26,17550000000
2004-11-29,17774640000
2004-11-30,17662320000
2004-12-01,18027360000
2004-12-02,16567200000
2004-12-03,16693560000
2004-12-06,16398720000
2004-12-07,16061760000
2004-12-08,15654600000
2004-12-09,15626520000
2004-12-10,15766920000
2004-12-13,15570360000
2004-12-14,15963479999
2004-12-15,16202159999
2004-12-16,16314479999
2004-12-17,16188120000
2004-12-20,16314479999
2004-12-21,16567200000
2004-12-22,16679520000
2004-12-23,16581240000
2004-12-27,16665479999
2004-12-28,16426799999
2004-12-29,16286400000
2004-12-30,16511040000
2004-12-31,16347222223
2005-01-03,16263888890
2005-01-04,16013888890
2005-01-05,15833333334
2005-01-06,16305555556
2005-01-07,16500000001
2005-01-10,16513888890
2005-01-11,16333333334
2005-01-12,16402777779
2005-01-13,16486111112
2005-01-14,16347222223
2005-01-18,16986111112
2005-01-19,16569444445
2005-01-20,16194444445
2005-01-21,16000000001
2005-01-24,15625000001
2005-01-25,15986111112
2005-01-26,15208333334
2005-01-27,14930555556
2005-01-28,14916666667
2005-01-31,15194444445
2005-02-01,15180555556
2005-02-02,15416666667
2005-02-03,15347222223
2005-02-04,15722222223
2005-02-07,16333333334
2005-02-08,16791666668
2005-02-09,16222222223
2005-02-10,16333333334
2005-02-11,16555555556
2005-02-14,16458333334
2005-02-15,16347222223
2005-02-16,16444444445
2005-02-17,16277777779
2005-02-18,16208333334
2005-02-22,15944444445
2005-02-23,15694444445
2005-02-24,15972222223
2005-02-25,16222222223
2005-02-28,15930555556
2005-03-01,16055555556
2005-03-02,15944444445
2005-03-03,16277777779
2005-03-04,15666666667
2005-03-07,15861111112
2005-03-08,15708333334
2005-03-09,15763888890
2005-03-10,15805555556
2005-03-11,15694444445
2005-03-14,15944444445
2005-03-15,15750000001
2005-03-16,15513888890
2005-03-17,15722222223
2005-03-18,15416666667
2005-03-21,15027777778
2005-03-22,15236111112
2005-03-23,15027777778
2005-03-24,15083333334
2005-03-28,15277777779
2005-03-29,15069444445
2005-03-30,15000000001
2005-03-31,16004940000
2005-04-01,16019320000
2005-04-04,16177500000
2005-04-05,16177500000
2005-04-06,16910880000
2005-04-07,17342280000
2005-04-08,17227240000
2005-04-11,17025920000
2005-04-12,17112200000
2005-04-13,16680800000
2005-04-14,16378820000
2005-04-15,15961800000
2005-04-18,16623280000
2005-04-19,16810220000
2005-04-20,17716160000
2005-04-21,17716160000
2005-04-22,17716160000
2005-04-25,18118800000
2005-04-26,18061280000
2005-04-27,19513660000
2005-04-28,19844400000
2005-04-29,19772500000
2005-05-02,19858780000
2005-05-03,19901920000
2005-05-04,19686220000
2005-05-05,19858780000
2005-05-06,21224880000
2005-05-09,21915120000
2005-05-10,21368680000
2005-05-11,22274620000
2005-05-12,21843220000
2005-05-13,21728180000
2005-05-16,21613140000
2005-05-17,21196120000
2005-05-18,20951660000
2005-05-19,21311160000
2005-05-20,21138600000
2005-05-23,20908520000
2005-05-24,20922900000
2005-05-25,21354300000
2005-05-26,21943880000
2005-05-27,22289000000
2005-05-31,22547840000
2005-06-01,23353119999
2005-06-02,22993620000
2005-06-03,23108660000
2005-06-06,22936100000
2005-06-07,22375280000
2005-06-08,22792300000
2005-06-09,22950480000
2005-06-10,22950480000
2005-06-13,22993620000
2005-06-14,23496920000
2005-06-15,23698240000
2005-06-16,24115260000
2005-06-17,23899560000
2005-06-20,23942699999
2005-06-21,23712619999
2005-06-22,24158400000
2005-06-23,23712619999
2005-06-24,23870800000
2005-06-27,23338740000
2005-06-28,23913940000
2005-06-29,24215920000
2005-06-30,24730560000
2005-07-01,25132320000
2005-07-05,25013280000
2005-07-06,24552000000
2005-07-07,24685920000
2005-07-08,25221600000
2005-07-11,25593600000
2005-07-12,25935840000
2005-07-13,25861440000
2005-07-14,25459680000
2005-07-15,25727520000
2005-07-18,26040000000
2005-07-19,27051840000
2005-07-20,27066720000
2005-07-21,27022080000
2005-07-22,26307840000
2005-07-25,26471520000
2005-07-26,27081600000
2005-07-27,28524960000
2005-07-28,27900000000
2005-07-29,28346400000
2005-08-01,28733280000
2005-08-02,29254080000
2005-08-03,29893920000
2005-08-04,29521920000
2005-08-05,29164800000
2005-08-08,28896960000
2005-08-09,29745119999
2005-08-10,29149920000
2005-08-11,29060640000
2005-08-12,28777920000
2005-08-15,28792800000
2005-08-16,28063680000
2005-08-17,28242240000
2005-08-18,27513119999
2005-08-19,28152960000
2005-08-22,28316640000
2005-08-23,28629119999
2005-08-24,28688640000
2005-08-25,28658880000
2005-08-26,28569600000
2005-08-29,28524960000
2005-08-30,29670720000
2005-08-31,29700480000
2005-09-01,29462400000
2005-09-02,29521920000
2005-09-06,29849280000
2005-09-07,29804640000
2005-09-08,30980160000
2005-09-09,30950400000
2005-09-12,31545600000
2005-09-13,32349119999
2005-09-14,30965280000
2005-09-15,29120160000
2005-09-16,30132000000
2005-09-19,29998080000
2005-09-20,29893920000
2005-09-21,29447520000
2005-09-22,27900000000
2005-09-23,28376160000
2005-09-26,28048800000
2005-09-27,27557760000
2005-09-28,26977440000
2005-09-29,27825600000
2005-09-30,29222411766
2005-10-03,29358470590
2005-10-04,29101470590
2005-10-05,27997882355
2005-10-06,28118823531
2005-10-07,28028117649
2005-10-10,27589705884
2005-10-11,26894294119
2005-10-12,26516352943
2005-10-13,26758235296
2005-10-14,27468764708
2005-10-17,27378058825
2005-10-18,27362941178
2005-10-19,27786235296
2005-10-20,27589705884
2005-10-21,28058352943
2005-10-24,28345588237
2005-10-25,28043235296
2005-10-26,27151294119
2005-10-27,28784000002
2005-10-28,28784000002
2005-10-31,30371352943
2005-11-01,30144588237
2005-11-02,30809764708
2005-11-03,30945823531
2005-11-04,30673705884
2005-11-07,30159705884
2005-11-08,29161941178
2005-11-09,29585235296
2005-11-10,29766647061
2005-11-11,30401588237
2005-11-14,30310882355
2005-11-15,30326000002
2005-11-16,30824882355
2005-11-17,31520294120
2005-11-18,31671470590
2005-11-21,31595882355
2005-11-22,31777294120
2005-11-23,31777294120
2005-11-25,31641235296
2005-11-28,30794647061
2005-11-29,30688823531
2005-11-30,30613235296
2005-12-01,30824882355
2005-12-02,31520294120
2005-12-05,32155235296
2005-12-06,32140117649
2005-12-07,31671470590
2005-12-08,31928470590
2005-12-09,31988941178
2005-12-12,32336647061
2005-12-13,32094764708
2005-12-14,32155235296
2005-12-15,31913352943
2005-12-16,31731941178
2005-12-19,30310882355
2005-12-20,29978294119
2005-12-21,29812000002
2005-12-22,29872470590
2005-12-23,30431823531
2005-12-27,30250411767
2005-12-28,30401588237
2005-12-29,30084117649
2005-12-30,29721294119
2006-01-03,30310882355
2006-01-04,31520294120
2006-01-05,31021411767
2006-01-06,32034294120
2006-01-09,34090294120
2006-01-10,35269470590
2006-01-11,37718529414
2006-01-12,36070705885
2006-01-13,37491764708
2006-01-17,36796352944
2006-01-18,38156941179
2006-01-19,37582470591
2006-01-20,36100941179
2006-01-23,35843941179
2006-01-24,36660294120
2006-01-25,38383705885
2006-01-26,37960411767
2006-01-27,37612705885
2006-01-30,37703411767
2006-01-31,36811470591
2006-02-01,37869705885
2006-02-02,36599823532
2006-02-03,37053352944
2006-02-06,36297470591
2006-02-07,36448647061
2006-02-08,36448647061
2006-02-09,35828823532
2006-02-10,35466000002
2006-02-13,35753235296
2006-02-14,36554470591
2006-02-15,36977764708
2006-02-16,37718529414
2006-02-17,36705647061
2006-02-21,36010235296
2006-02-22,37748764708
2006-02-23,37189411767
2006-02-24,37340588238
2006-02-27,37658058826
2006-02-28,36902176473
2006-03-01,39925705885
2006-03-02,39698941179
2006-03-03,40273411767
2006-03-06,40379235297
2006-03-07,39290764708
2006-03-08,38187176473
2006-03-09,37658058826
2006-03-10,38187176473
2006-03-13,38293000002
2006-03-14,39245411767
2006-03-15,40742058826
2006-03-16,41588647062
2006-03-17,40621117650
2006-03-20,42299176473
2006-03-21,41240941179
2006-03-22,41089764709
2006-03-23,41694470591
2006-03-24,41830529415
2006-03-27,41830529415
2006-03-28,40787411767
2006-03-29,41482823532
2006-03-30,41104882356
2006-03-31,41929939405
2006-04-03,42880060617
2006-04-04,41945515162
2006-04-05,41182303041
2006-04-06,41042121223
2006-04-07,40839636374
2006-04-10,40232181829
2006-04-11,40761757586
2006-04-12,41665151526
2006-04-13,42257030314
2006-04-17,41135575768
2006-04-18,42241454556
2006-04-19,42817757587
2006-04-20,43565393951
2006-04-21,45309878800
2006-04-24,44827030315
2006-04-25,42989090920
2006-04-26,44235151527
2006-04-27,44001515163
2006-04-28,43035818193
2006-05-01,42895636375
2006-05-02,43300606072
2006-05-03,43783454557
2006-05-04,44297454557
2006-05-05,43985939405
2006-05-08,43425212133
2006-05-09,43580969708
2006-05-10,42334909102
2006-05-11,40092000010
2006-05-12,38923818192
2006-05-15,38363090919
2006-05-16,38331939404
2006-05-17,37880242434
2006-05-18,37194909101
2006-05-19,38160606071
2006-05-22,36275939403
2006-05-23,35730787888
2006-05-24,36213636373
2006-05-25,38254060616
2006-05-26,38581151525
2006-05-30,37070303040
2006-05-31,37771212131
2006-06-01,38939393950
2006-06-02,38845939404
2006-06-05,37771212131
2006-06-06,37459696979
2006-06-07,34188787888
2006-06-08,33861696978
2006-06-09,34687212130
2006-06-12,32522181827
2006-06-13,32709090918
2006-06-14,33378848493
2006-06-15,35419272736
2006-06-16,34469151524
2006-06-19,33690363645
2006-06-20,33410000009
2006-06-21,33924000009
2006-06-22,33534606069
2006-06-23,33581333342
2006-06-26,34578181827
2006-06-27,34064181827
2006-06-28,34874121221
2006-06-29,37194909101
2006-06-30,37840071421
2006-07-03,38309357135
2006-07-05,36760714279
2006-07-06,36353999993
2006-07-07,34648928565
2006-07-10,32803071422
2006-07-11,32959499993
2006-07-12,33131571422
2006-07-13,32302499994
2006-07-14,34351714279
2006-07-17,34023214279
2006-07-18,34304785708
2006-07-19,35431071422
2006-07-20,35477999993
2006-07-21,34257857136
2006-07-24,34148357136
2006-07-25,33866785708
2006-07-26,28970571423
2006-07-27,28595142851
2006-07-28,29924785708
2006-07-31,29830928565
2006-08-01,28469999994
2006-08-02,28157142852
2006-08-03,28892357137
2006-08-04,28595142851
2006-08-07,28986214280
2006-08-08,28172785709
2006-08-09,27875571423
2006-08-10,28767214280
2006-08-11,29643214280
2006-08-14,29909142851
2006-08-15,31395214279
2006-08-16,32568428565
2006-08-17,32818714279
2006-08-18,32834357136
2006-08-21,32584071422
2006-08-22,32146071422
2006-08-23,32521499994
2006-08-24,33287999993
2006-08-25,34101428565
2006-08-28,33772928565
2006-08-29,34429928565
2006-08-30,35431071422
2006-08-31,34774071422
2006-09-01,34414285708
2006-09-05,34993071422
2006-09-06,34273499993
2006-09-07,33460071422
2006-09-08,34007571422
2006-09-11,33944999993
2006-09-12,35305928564
2006-09-13,35180785707
2006-09-14,35822142850
2006-09-15,36088071421
2006-09-18,35665714279
2006-09-19,36385285707
2006-09-20,38090357135
2006-09-21,36901499993
2006-09-22,37339499993
2006-09-25,37183071421
2006-09-26,38043428564
2006-09-27,38168571421
2006-09-28,38684785707
2006-09-29,38184214278
2006-10-02,36723333325
2006-10-03,36784666658
2006-10-04,37244666658
2006-10-05,38195333325
2006-10-06,37704666658
2006-10-09,37535999991
2006-10-10,37857999991
2006-10-11,38195333325
2006-10-12,38394666658
2006-10-13,38639999991
2006-10-16,38333333325
2006-10-17,37949999991
2006-10-18,37443999991
2006-10-19,36416666658
2006-10-20,35665333325
2006-10-23,35864666658
2006-10-24,35481333325
2006-10-25,32353333326
2006-10-26,32521999992
2006-10-27,31571333326
2006-10-30,31739999993
2006-10-31,31325999993
2006-11-01,31111333326
2006-11-02,31141999993
2006-11-03,31448666659
2006-11-06,31586666659
2006-11-07,32307333326
2006-11-08,31709333326
2006-11-09,30865999993
2006-11-10,30850666659
2006-11-13,31724666659
2006-11-14,32675333326
2006-11-15,32813333326
2006-11-16,33135333326
2006-11-17,32521999992
2006-11-20,32092666659
2006-11-21,32199999993
2006-11-22,33027999992
2006-11-24,32767333326
2006-11-27,32184666659
2006-11-28,32092666659
2006-11-29,32951333326
2006-11-30,33058666659
2006-12-01,32230666659
2006-12-04,32184666659
2006-12-05,33641333326
2006-12-06,33564666659
2006-12-07,32276666659
2006-12-08,31739999993
2006-12-11,31157333326
2006-12-12,30283333326
2006-12-13,29991999993
2006-12-14,30375333326
2006-12-15,29884666660
2006-12-18,29991999993
2006-12-19,29041333327
2006-12-20,29439999993
2006-12-21,29363333326
2006-12-22,28995333327
2006-12-26,28811333327
2006-12-27,29148666660
2006-12-28,28841999993
2006-12-29,28688666660
2007-01-03,29352142854
2007-01-04,30426571425
2007-01-05,29647999997
2007-01-08,29025142854
2007-01-09,28744857140
2007-01-10,29523428568
2007-01-11,30239714282
2007-01-12,31189571425
2007-01-16,31220714282
2007-01-17,30286428568
2007-01-18,30130714282
2007-01-19,30099571425
2007-01-22,29585714283
2007-01-23,29336571425
2007-01-24,32544285711
2007-01-25,32949142854
2007-01-26,33011428568
2007-01-29,32575428568
2007-01-30,32201714282
2007-01-31,32450857139
2007-02-01,32481999997
2007-02-02,32840142854
2007-02-05,33260571425
2007-02-06,34833285711
2007-02-07,34864428568
2007-02-08,35020142853
2007-02-09,33618714282
2007-02-12,33634285711
2007-02-13,34132571425
2007-02-14,34630857139
2007-02-15,34334999996
2007-02-16,33821142854
2007-02-20,33836714282
2007-02-21,34101428568
2007-02-22,33898999996
2007-02-23,33649857139
2007-02-26,33509714282
2007-02-27,31734571425
2007-02-28,32123857139
2007-03-01,32326285711
2007-03-02,31609999997
2007-03-05,31360857139
2007-03-06,32123857139
2007-03-07,32684428568
2007-03-08,33058142854
2007-03-09,33276142854
2007-03-12,33898999996
2007-03-13,33198285711
2007-03-14,33634285711
2007-03-15,33852285711
2007-03-16,33898999996
2007-03-19,34957857139
2007-03-20,35720857139
2007-03-21,36001142853
2007-03-22,35720857139
2007-03-23,35798714282
2007-03-26,35658571425
2007-03-27,35938857139
2007-03-28,35689714282
2007-03-29,35549571425
2007-03-30,35409428568
2007-04-02,35838967745
2007-04-03,36343741939
2007-04-04,36469935487
2007-04-05,37211322584
2007-04-09,37100903229
2007-04-10,37495258068
2007-04-11,37400612907
2007-04-12,37589903229
2007-04-13,37447935487
2007-04-16,37873838713
2007-04-17,37369064519
2007-04-18,37274419358
2007-04-19,37164000003
2007-04-20,37037806455
2007-04-23,36785419358
2007-04-24,37432161294
2007-04-25,39403935487
2007-04-26,39293516133
2007-04-27,38489032262
2007-04-30,37416387100
2007-05-01,37164000003
2007-05-02,37574129036
2007-05-03,37810741939
2007-05-04,37794967745
2007-05-07,37637225810
2007-05-08,37432161294
2007-05-09,37369064519
2007-05-10,36738096777
2007-05-11,37432161294
2007-05-14,36816967745
2007-05-15,36801193552
2007-05-16,37589903229
2007-05-17,37369064519
2007-05-18,37731870971
2007-05-21,38678322584
2007-05-22,38820290326
2007-05-23,38804516133
2007-05-24,37826516132
2007-05-25,38110451616
2007-05-29,38173548391
2007-05-30,39230419358
2007-05-31,39435483875
2007-06-01,40460806455
2007-06-04,40965580649
2007-06-05,40602774197
2007-06-06,40492354842
2007-06-07,39672096778
2007-06-08,40366161294
2007-06-11,40918258068
2007-06-12,39908709681
2007-06-13,41012903230
2007-06-14,41044451617
2007-06-15,41549225810
2007-06-18,41359935488
2007-06-19,40981354842
2007-06-20,40381935488
2007-06-21,40523903229
2007-06-22,40208419358
2007-06-25,40476580649
2007-06-26,40050677423
2007-06-27,40318838713
2007-06-28,40539677423
2007-06-29,40303064520
2007-07-02,40753641024
2007-07-03,40975128203
2007-07-05,40627076921
2007-07-06,40848564101
2007-07-09,41449743588
2007-07-10,40959307690
2007-07-11,41196615383
2007-07-12,43063435896
2007-07-13,42794487178
2007-07-16,42588820511
2007-07-17,42414794870
2007-07-18,42288230767
2007-07-19,42541358972
2007-07-20,41971820511
2007-07-23,42256589742
2007-07-24,41433923075
2007-07-25,39092487178
2007-07-26,38570410255
2007-07-27,37241487178
2007-07-30,38491307691
2007-07-31,37716102562
2007-08-01,38317282050
2007-08-02,38095794870
2007-08-03,37241487178
2007-08-06,36956717947
2007-08-07,36671948716
2007-08-08,38016692306
2007-08-09,37320589742
2007-08-10,37099102562
2007-08-13,37462974357
2007-08-14,36909256409
2007-08-15,36276435896
2007-08-16,35532871793
2007-08-17,36387179486
2007-08-20,37336410255
2007-08-21,36956717947
2007-08-22,37336410255
2007-08-23,37004179485
2007-08-24,37921769229
2007-08-27,37320589742
2007-08-28,36292256409
2007-08-29,37478794870
2007-08-30,36703589742
2007-08-31,36972538460
2007-09-04,38206538460
2007-09-05,38174897434
2007-09-06,39836051280
2007-09-07,39092487178
2007-09-10,39408897434
2007-09-11,39836051280
2007-09-12,39614564101
2007-09-13,38095794870
2007-09-14,37542076921
2007-09-17,37035820511
2007-09-18,38000871793
2007-09-19,38000871793
2007-09-20,37731923075
2007-09-21,37921769229
2007-09-24,38079974357
2007-09-25,38111615383
2007-09-26,38222358973
2007-09-27,39393076921
2007-09-28,38997564101
2007-10-01,38634188575
2007-10-02,39142330553
2007-10-03,38926755169
2007-10-04,38788170993
2007-10-05,40050826817
2007-10-08,39819853191
2007-10-09,40481977587
2007-10-10,40481977587
2007-10-11,40327995169
2007-10-12,40158614510
2007-10-15,39465693630
2007-10-16,38926755169
2007-10-17,39203923520
2007-10-18,39265516488
2007-10-19,37987462421
2007-10-22,37972064180
2007-10-23,38095250114
2007-10-24,35723920883
2007-10-25,35569938465
2007-10-26,36370647037
2007-10-29,36632417147
2007-10-30,36355248795
2007-10-31,37371532751
2007-11-01,36647815388
2007-11-02,36817196048
2007-11-05,36062682201
2007-11-06,37248346817
2007-11-07,35985690993
2007-11-08,33799140663
2007-11-09,32813653190
2007-11-12,33029228575
2007-11-13,36247461103
2007-11-14,36201266377
2007-11-15,36262859344
2007-11-16,35939496267
2007-11-19,34954008795
2007-11-20,34538256267
2007-11-21,34184096707
2007-11-23,35462150773
2007-11-26,35308168355
2007-11-27,36540027696
2007-11-28,37032771432
2007-11-29,37463922202
2007-11-30,37402329235
2007-12-03,37864276487
2007-12-04,37571709894
2007-12-05,38372418465
2007-12-06,38711179784
2007-12-07,38372418465
2007-12-10,38957551652
2007-12-11,38033657147
2007-12-12,38310825498
2007-12-13,38033657147
2007-12-14,37248346817
2007-12-17,35939496267
2007-12-18,35631531432
2007-12-19,36031885718
2007-12-20,36432240004
2007-12-21,37001974949
2007-12-24,36955780224
2007-12-26,37587108136
2007-12-27,36847992531
2007-12-28,37125160883
2007-12-31,37568340000
2008-01-02,36597420000
2008-01-03,36221580000
2008-01-04,35141040000
2008-01-07,34702560000
2008-01-08,33950880000
2008-01-09,35125380000
2008-01-10,35924040000
2008-01-11,35375940000
2008-01-14,36409500000
2008-01-15,36237240000
2008-01-16,34859160000
2008-01-17,34718220000
2008-01-18,34765200000
2008-01-22,34044839999
2008-01-23,33434100000
2008-01-24,34765200000
2008-01-25,35031420000
2008-01-28,36174600000
2008-01-29,37067220000
2008-01-30,37521360000
2008-01-31,37834560000
2008-02-01,38539260000
2008-02-04,38460960000
2008-02-05,36174600000
2008-02-06,35798760000
2008-02-07,36785340000
2008-02-08,36847980000
2008-02-11,36973260000
2008-02-12,36503460000
2008-02-13,37865880000
2008-02-14,37035900000
2008-02-15,36143280000
2008-02-19,35861400000
2008-02-20,36926280000
2008-02-21,36675720000
2008-02-22,37035900000
2008-02-25,37865880000
2008-02-26,37928520000
2008-02-27,37724940000
2008-02-28,37333440000
2008-02-29,36378180000
2008-03-03,36268560000
2008-03-04,36190260000
2008-03-05,36769680000
2008-03-06,36268560000
2008-03-07,35751780000
2008-03-10,35955360000
2008-03-11,37490040000
2008-03-12,36832320000
2008-03-13,37098540000
2008-03-14,36472140000
2008-03-17,36362520000
2008-03-18,38194740000
2008-03-19,37098540000
2008-03-20,37537020000
2008-03-24,38554920000
2008-03-25,39369240000
2008-03-26,37959840000
2008-03-27,37850220000
2008-03-28,37771920000
2008-03-31,37718760000
2008-04-01,39146550000
2008-04-02,39225000000
2008-04-03,40056570000
2008-04-04,40103640000
2008-04-07,40527270000
2008-04-08,40966590000
2008-04-09,39695700000
2008-04-10,39805530000
2008-04-11,39005340000
2008-04-14,39193620000
2008-04-15,38597400000
2008-04-16,40229160000
2008-04-17,39852600000
2008-04-18,40323300000
2008-04-21,40370370000
2008-04-22,40370370000
2008-04-23,39460350000
2008-04-24,39915360000
2008-04-25,40668480000
2008-04-28,40291920000
2008-04-29,41625570000
2008-04-30,41907990000
2008-05-01,42410070000
2008-05-02,42363000000
2008-05-05,42425760000
2008-05-06,42566970000
2008-05-07,41076420000
2008-05-08,41704020000
2008-05-09,40919520000
2008-05-12,40935210000
2008-05-13,40448820000
2008-05-14,40652790000
2008-05-15,42441450000
2008-05-16,42927840000
2008-05-19,43571130000
2008-05-20,42708180000
2008-05-21,41907990000
2008-05-22,42504210000
2008-05-23,42441450000
2008-05-27,42786630000
2008-05-28,43194570000
2008-05-29,43053360000
2008-05-30,42896460000
2008-06-02,42159030000
2008-06-03,42002130000
2008-06-04,41798160000
2008-06-05,42566970000
2008-06-06,41656950000
2008-06-09,42064890000
2008-06-10,41358840000
2008-06-11,41625570000
2008-06-12,42033510000
2008-06-13,43147500000
2008-06-16,42472830000
2008-06-17,41813850000
2008-06-18,41092110000
2008-06-19,40213470000
2008-06-20,39632940000
2008-06-23,39852600000
2008-06-24,39005340000
2008-06-25,39601560000
2008-06-26,38095320000
2008-06-27,36793050000
2008-06-30,35911900000
2008-07-01,35210800000
2008-07-02,34649920000
2008-07-03,34883620000
2008-07-07,34618760000
2008-07-08,33185400000
2008-07-09,31627400000
2008-07-10,31409280000
2008-07-11,31596240000
2008-07-14,30879560000
2008-07-15,30895139999
2008-07-16,31253479999
2008-07-17,32219440000
2008-07-18,31471600000
2008-07-21,31970160000
2008-07-22,31315800000
2008-07-23,31346960000
2008-07-24,30973040000
2008-07-25,31939000000
2008-07-28,32406400000
2008-07-29,33216560000
2008-07-30,31892260000
2008-07-31,31175580000
2008-08-01,31689720000
2008-08-04,31315800000
2008-08-05,31845520000
2008-08-06,31752040000
2008-08-07,30863979999
2008-08-08,32219440000
2008-08-11,33621639999
2008-08-12,33403520000
2008-08-13,32608940000
2008-08-14,32390820000
2008-08-15,33029600000
2008-08-18,33310040000
2008-08-19,32827060000
2008-08-20,32827060000
2008-08-21,33247720000
2008-08-22,33434680000
2008-08-25,32858220000
2008-08-26,32624520000
2008-08-27,32686840000
2008-08-28,32359660000
2008-08-29,32001320000
2008-09-02,30381000000
2008-09-03,26563900000
2008-09-04,25862800000
2008-09-05,26003020000
2008-09-08,25831639999
2008-09-09,24928000000
2008-09-10,25270760000
2008-09-11,25255180000
2008-09-12,25675840000
2008-09-15,23884140000
2008-09-16,23962040000
2008-09-17,22606580000
2008-09-18,24818940000
2008-09-19,26626220000
2008-09-22,25037060000
2008-09-23,25192860000
2008-09-24,25800479999
2008-09-25,26003020000
2008-09-26,25130540000
2008-09-29,23105140000
2008-09-30,24210720000
2008-10-01,23684400000
2008-10-02,22724640000
2008-10-03,22925880000
2008-10-06,21594600000
2008-10-07,19675080000
2008-10-08,17925840000
2008-10-09,19040400000
2008-10-10,19148760000
2008-10-13,21857760000
2008-10-14,20882520000
2008-10-15,18993960000
2008-10-16,18730800000
2008-10-17,18947520000
2008-10-20,18591480000
2008-10-21,17492400000
2008-10-22,16981560000
2008-10-23,17198280000
2008-10-24,16486200000
2008-10-27,15712200000
2008-10-28,17678160000
2008-10-29,16269480000
2008-10-30,15619320000
2008-10-31,16764840000
2008-11-03,17275680000
2008-11-04,18173520000
2008-11-05,17167320000
2008-11-06,15480000000
2008-11-07,16114680000
2008-11-10,15402599999
2008-11-11,15449040000
2008-11-12,14179680000
2008-11-13,14736960000
2008-11-14,13792680000
2008-11-17,13947480000
2008-11-18,12987720000
2008-11-19,13049640000
2008-11-20,12105360000
2008-11-21,12445919999
2008-11-24,13854599999
2008-11-25,14055840000
2008-11-26,14535720000
2008-11-28,13947480000
2008-12-01,13127040000
2008-12-02,13281840000
2008-12-03,13421160000
2008-12-04,12910320000
2008-12-05,13219919999
2008-12-08,13916520000
2008-12-09,13606919999
2008-12-10,13653360000
2008-12-11,12879360000
2008-12-12,13080599999
2008-12-15,13127040000
2008-12-16,14164200000
2008-12-17,14226120000
2008-12-18,13730759999
2008-12-19,13606919999
2008-12-22,13560480000
2008-12-23,13436640000
2008-12-24,13560480000
2008-12-26,13715280000
2008-12-29,13483080000
2008-12-30,13947480000
2008-12-31,14752439999
2009-01-02,15557400000
2009-01-05,16377840000
2009-01-06,17879400000
2009-01-07,17244720000
2009-01-08,17213760000
2009-01-09,16563599999
2009-01-12,15418080000
2009-01-13,14922720000
2009-01-14,14226120000
2009-01-15,14891759999
2009-01-16,15015599999
2009-01-20,14133240000
2009-01-21,14736960000
2009-01-22,14706000000
2009-01-23,15480000000
2009-01-26,15402599999
2009-01-27,15464520000
2009-01-28,16826759999
2009-01-29,16223040000
2009-01-30,15650280000
2009-02-02,15867000000
2009-02-03,15975360000
2009-02-04,16641000000
2009-02-05,16981560000
2009-02-06,18158040000
2009-02-09,18436680000
2009-02-10,17306640000
2009-02-11,17291160000
2009-02-12,17585280000
2009-02-13,17894880000
2009-02-17,16702919999
2009-02-18,16641000000
2009-02-19,15758640000
2009-02-20,15185880000
2009-02-23,14644080000
2009-02-24,15696720000
2009-02-25,16114680000
2009-02-26,16207560000
2009-02-27,16331400000
2009-03-02,14644080000
2009-03-03,15077520000
2009-03-04,16223040000
2009-03-05,15619320000
2009-03-06,15696720000
2009-03-09,15464520000
2009-03-10,17337600000
2009-03-11,17631720000
2009-03-12,18343800000
2009-03-13,18127080000
2009-03-16,17600760000
2009-03-17,19210680000
2009-03-18,19350000000
2009-03-19,20031120000
2009-03-20,19241640000
2009-03-23,20093040000
2009-03-24,20387160000
2009-03-25,20928960000
2009-03-26,22028040000
2009-03-27,20990880000
2009-03-30,19922760000
2009-03-31,20568500000
2009-04-01,21932500000
2009-04-02,23622000000
2009-04-03,24738000000
2009-04-06,24366000000
2009-04-07,22382000000
2009-04-08,23126000000
2009-04-09,23405000000
