,GNW
2022-12-12,2513302000
2022-12-13,2533170000
2022-12-14,2533170000
2022-12-15,2508335000
2022-12-16,2533170000
2022-12-19,2523236000
2022-12-20,2577873000
2022-12-21,2627543000
2022-12-22,2587807000
2022-12-23,2617609000
2022-12-27,2617609000
2022-12-28,2592774000
2022-12-29,2627543000
2022-12-30,2627543000
2023-01-03,2574729000
2023-01-04,2564883000
2023-01-05,2589498000
2023-01-06,2574729000
2023-01-09,2495961000
2023-01-10,2550114000
2023-01-11,2594421000
2023-01-12,2599344000
2023-01-13,2628882000
2023-01-17,2619036000
2023-01-18,2599344000
2023-01-19,2619036000
2023-01-20,2663343000
2023-01-23,2673189000
2023-01-24,2678112000
2023-01-25,2702727000
2023-01-26,2727342000
2023-01-27,2702727000
2023-01-30,2638728000
2023-01-31,2717496000
2023-02-01,2815956000
2023-02-02,2811033000
2023-02-03,2830725000
2023-02-06,2801187000
2023-02-07,2683035000
2023-02-08,2776572000
2023-02-09,2766726000
2023-02-10,2914416000
2023-02-13,2988261000
2023-02-14,3071952000
2023-02-15,3150720000
2023-02-16,3057183000
2023-02-17,3071952000
2023-02-21,2998107000
2023-02-22,2953800000
2023-02-23,3037491000
2023-02-24,3081798000
2023-02-27,3071952000
2023-02-28,3067029000
2023-03-01,2988261000
2023-03-02,3057183000
2023-03-03,3071952000
2023-03-06,3027645000
2023-03-07,2963646000
2023-03-08,3017799000
2023-03-09,2914416000
2023-03-10,2820879000
2023-03-13,2569806000
2023-03-14,2604267000
2023-03-15,2466423000
2023-03-16,2476269000
2023-03-17,2382732000
2023-03-20,2446731000
2023-03-21,2495961000
2023-03-22,2431962000
2023-03-23,2343348000
2023-03-24,2338425000
2023-03-27,2446731000
2023-03-28,2441808000
2023-03-29,2466423000
2023-03-30,2451654000
2023-03-31,2375464000
2023-04-03,2408588000
2023-04-04,2389660000
2023-04-05,2441712000
2023-04-06,2550548000
2023-04-10,2630992000
2023-04-11,2735096000
2023-04-12,2777684000
2023-04-13,2801344000
2023-04-14,2905448000
2023-04-17,2924376000
2023-04-18,2924376000
2023-04-19,2933840000
2023-04-20,2862860000
2023-04-21,2834468000
2023-04-24,2829736000
2023-04-25,2725632000
2023-04-26,2602600000
2023-04-27,2626260000
2023-04-28,2749292000
2023-05-01,2720900000
2023-05-02,2588404000
2023-05-03,2588404000
2023-05-04,2238236000
2023-05-05,2356536000
2023-05-08,2474836000
2023-05-09,2484300000
2023-05-10,2489032000
2023-05-11,2484300000
2023-05-12,2512692000
2023-05-15,2593136000
2023-05-16,2574208000
2023-05-17,2616796000
2023-05-18,2697240000
2023-05-19,2664116000
2023-05-22,2597868000
2023-05-23,2602600000
2023-05-24,2593136000
2023-05-25,2678312000
2023-05-26,2683044000
2023-05-30,2678312000
2023-05-31,2531620000
2023-06-01,2555280000
2023-06-02,2673580000
2023-06-05,2545816000
2023-06-06,2626260000
2023-06-07,2758756000
2023-06-08,2763488000
2023-06-09,2697240000
2023-06-12,2597868000
2023-06-13,2597868000
2023-06-14,2479568000
2023-06-15,2507960000
2023-06-16,2399124000
2023-06-20,2413320000
2023-06-21,2389660000
2023-06-22,2351804000
2023-06-23,2347072000
2023-06-26,2318680000
2023-06-27,2370732000
2023-06-28,2318680000
2023-06-29,2342340000
2023-06-30,2302500000
2023-07-03,2413020000
2023-07-05,2445255000
2023-07-06,2459070000
2023-07-07,2564985000
2023-07-10,2583405000
2023-07-11,2592615000
2023-07-12,2588010000
2023-07-13,2620245000
2023-07-14,2541960000
2023-07-17,2588010000
2023-07-18,2601825000
2023-07-19,2601825000
2023-07-20,2624850000
2023-07-21,2597220000
2023-07-24,2601825000
2023-07-25,2620245000
2023-07-26,2647875000
2023-07-27,2601825000
2023-07-28,2624850000
2023-07-31,2698530000
2023-08-01,2758395000
2023-08-02,2772210000
2023-08-03,2758395000
2023-08-04,2836680000
2023-08-07,2855100000
2023-08-08,2859705000
2023-08-09,2878125000
2023-08-10,2786025000
2023-08-11,2767605000
2023-08-14,2758395000
2023-08-15,2684715000
2023-08-16,2675505000
2023-08-17,2647875000
2023-08-18,2666295000
2023-08-21,2611035000
2023-08-22,2601825000
2023-08-23,2615640000
2023-08-24,2666295000
2023-08-25,2643270000
2023-08-28,2657085000
2023-08-29,2661690000
2023-08-30,2638665000
2023-08-31,2666295000
2023-09-01,2689320000
2023-09-05,2532750000
2023-09-06,2578800000
2023-09-07,2555775000
2023-09-08,2537355000
2023-09-11,2588010000
2023-09-12,2657085000
2023-09-13,2689320000
2023-09-14,2703135000
2023-09-15,2666295000
2023-09-18,2744580000
2023-09-19,2753790000
2023-09-20,2689320000
2023-09-21,2703135000
2023-09-22,2726160000
2023-09-25,2781420000
2023-09-26,2675505000
2023-09-27,2693925000
2023-09-28,2739975000
2023-09-29,2698530000
2023-10-02,2669436000
2023-10-03,2561580000
2023-10-04,2642472000
2023-10-05,2651460000
2023-10-06,2606520000
2023-10-09,2628990000
2023-10-10,2597532000
2023-10-11,2705388000
2023-10-12,2759316000
2023-10-13,2700894000
2023-10-16,2759316000
2023-10-17,2754822000
2023-10-18,2732352000
2023-10-19,2624496000
2023-10-20,2602026000
2023-10-23,2597532000
2023-10-24,2646966000
2023-10-25,2664942000
2023-10-26,2678424000
2023-10-27,2611014000
2023-10-30,2664942000
2023-10-31,2691906000
2023-11-01,2714376000
2023-11-02,2736846000
2023-11-03,2786280000
2023-11-06,2763810000
2023-11-07,2736846000
2023-11-08,2696400000
2023-11-09,2476194000
2023-11-10,2471700000
2023-11-13,2521134000
2023-11-14,2637978000
2023-11-15,2620002000
2023-11-16,2593038000
2023-11-17,2597532000
2023-11-20,2642472000
2023-11-21,2602026000
2023-11-22,2651460000
2023-11-24,2646966000
2023-11-27,2660448000
2023-11-28,2615508000
2023-11-29,2570568000
2023-11-30,2646966000
2023-12-01,2709882000
2023-12-04,2786280000
2023-12-05,2759316000
2023-12-06,2705388000
2023-12-07,2745834000
2023-12-08,2808750000
2023-12-11,2826726000
2023-12-12,2867172000
2023-12-13,2858184000
2023-12-14,2871666000
2023-12-15,2826726000
2023-12-18,2903124000
2023-12-19,2975028000
2023-12-20,2984016000
2023-12-21,3064908000
2023-12-22,3060414000
2023-12-26,3078390000
2023-12-27,3078390000
2023-12-28,3046932000
2023-12-29,3001992000
2024-01-02,2954810000
2024-01-03,2950380000
2024-01-04,2941520000
2024-01-05,2976960000
2024-01-08,2999110000
2024-01-09,2861780000
2024-01-10,2852920000
2024-01-11,2777610000
2024-01-12,2755460000
2024-01-16,2644710000
2024-01-17,2671290000
2024-01-18,2693440000
2024-01-19,2733310000
2024-01-22,2821910000
2024-01-23,2764320000
2024-01-24,2795330000
2024-01-25,2795330000
2024-01-26,2817480000
2024-01-29,2773180000
2024-01-30,2799760000
2024-01-31,2733310000
2024-02-01,2724450000
2024-02-02,2689010000
2024-02-05,2697870000
2024-02-06,2728880000
2024-02-07,2697870000
2024-02-08,2697870000
2024-02-09,2746600000
2024-02-12,2768750000
2024-02-13,2666860000
2024-02-14,2733310000
2024-02-15,2782040000
2024-02-16,2715590000
2024-02-20,2706730000
2024-02-21,2684580000
2024-02-22,2631420000
2024-02-23,2720020000
2024-02-26,2706730000
2024-02-27,2759890000
2024-02-28,2751030000
2024-02-29,2724450000
2024-03-01,2715590000
2024-03-04,2728880000
2024-03-05,2746600000
2024-03-06,2795330000
2024-03-07,2737740000
2024-03-08,2751030000
2024-03-11,2808620000
2024-03-12,2790900000
2024-03-13,2808620000
2024-03-14,2751030000
2024-03-15,2790900000
2024-03-18,2759890000
2024-03-19,2773180000
2024-03-20,2870640000
2024-03-21,2830770000
2024-03-22,2782040000
2024-03-25,2808620000
2024-03-26,2777610000
2024-03-27,2835200000
2024-03-28,2848490000
2024-04-01,2808620000
2024-04-02,2808620000
2024-04-03,2844060000
2024-04-04,2808620000
2024-04-05,2813050000
2024-04-08,2773180000
2024-04-09,2746600000
2024-04-10,2666860000
2024-04-11,2635850000
2024-04-12,2618130000
2024-04-15,2595980000
2024-04-16,2573830000
2024-04-17,2564970000
2024-04-18,2604840000
2024-04-19,2653570000
2024-04-22,2662430000
2024-04-23,2702300000
2024-04-24,2658000000
2024-04-25,2662430000
2024-04-26,2653570000
2024-04-29,2697870000
2024-04-30,2626990000
2024-05-01,2689010000
2024-05-02,2861780000
2024-05-03,2875070000
2024-05-06,2950380000
2024-05-07,2928230000
2024-05-08,2932660000
2024-05-09,2932660000
2024-05-10,2932660000
2024-05-13,2901650000
2024-05-14,2892790000
2024-05-15,2888360000
2024-05-16,2919370000
2024-05-17,2959240000
2024-05-20,2883930000
2024-05-21,2892790000
2024-05-22,2835200000
2024-05-23,2790900000
2024-05-24,2777610000
2024-05-28,2759890000
2024-05-29,2755460000
2024-05-30,2808620000
2024-05-31,2786470000
2024-06-03,2782040000
2024-06-04,2795330000
2024-06-05,2786470000
2024-06-06,2782040000
2024-06-07,2768750000
2024-06-10,2737740000
2024-06-11,2675720000
2024-06-12,2697870000
2024-06-13,2658000000
2024-06-14,2631420000
2024-06-17,2644710000
2024-06-18,2662430000
2024-06-20,2684580000
2024-06-21,2684580000
2024-06-24,2706730000
2024-06-25,2697870000
2024-06-26,2697870000
2024-06-27,2697870000
2024-06-28,2675720000
2024-07-01,2684580000
2024-07-02,2711160000
2024-07-03,2671290000
2024-07-05,2653570000
2024-07-08,2649140000
2024-07-09,2635850000
2024-07-10,2666860000
2024-07-11,2733310000
2024-07-12,2742170000
2024-07-15,2786470000
2024-07-16,2830770000
2024-07-17,2861780000
2024-07-18,2835200000
2024-07-19,2861780000
2024-07-22,2932660000
2024-07-23,2976960000
2024-07-24,2959240000
2024-07-25,2990250000
2024-07-26,3007970000
2024-07-29,2941336000
2024-07-30,2971884000
2024-07-31,2954428000
2024-08-01,2875876000
2024-08-02,2753684000
2024-08-05,2688224000
2024-08-06,2784232000
2024-08-07,2744956000
2024-08-08,2744956000
2024-08-09,2797324000
