,GNW
2009-01-13,1126320000
2009-01-14,1013687999
2009-01-15,892392000
2009-01-16,1031016000
2009-01-20,853404000
2009-01-21,1018020000
2009-01-22,979031999
2009-01-23,1057008000
2009-01-26,1074336000
2009-01-27,1057008000
2009-01-28,1221624000
2009-01-29,1108992000
2009-01-30,1005023999
2009-02-02,1052676000
2009-02-03,1035348000
2009-02-04,979031999
2009-02-05,1013687999
2009-02-06,1005023999
2009-02-09,1160976000
2009-02-10,974700000
2009-02-11,1078668000
2009-02-12,1065672000
2009-02-13,1009356000
2009-02-17,888059999
2009-02-18,840408000
2009-02-19,688788000
2009-02-20,636804000
2009-02-23,541500000
2009-02-24,654132000
2009-02-25,610812000
2009-02-26,580488000
2009-02-27,524172000
2009-03-02,472188000
2009-03-03,428868000
2009-03-04,433200000
2009-03-05,394212000
2009-03-06,363888000
2009-03-09,394212000
2009-03-10,558828000
2009-03-11,541500000
2009-03-12,606480000
2009-03-13,654132000
2009-03-16,623808000
2009-03-17,710448000
2009-03-18,831744000
2009-03-19,775428000
2009-03-20,771096000
2009-03-23,901056000
2009-03-24,870731999
2009-03-25,914052000
2009-03-26,901056000
2009-03-27,896723999
2009-03-30,753768000
2009-03-31,823080000
2009-04-01,866400000
2009-04-02,896723999
2009-04-03,875064000
2009-04-06,927048000
2009-04-07,905387999
2009-04-08,1009356000
2009-04-09,1191300000
2009-04-13,979031999
2009-04-14,883728000
2009-04-15,983364000
2009-04-16,1009356000
2009-04-17,996359999
2009-04-20,849072000
2009-04-21,953040000
2009-04-22,896723999
2009-04-23,935712000
2009-04-24,931380000
2009-04-27,931380000
2009-04-28,940044000
2009-04-29,961704000
2009-04-30,1022352000
2009-05-01,1057008000
2009-05-04,1212960000
2009-05-05,1412232000
2009-05-06,1650492000
2009-05-07,1988388000
2009-05-08,2287296000
2009-05-11,2287296000
2009-05-12,2269968000
2009-05-13,1797780000
2009-05-14,2161668000
2009-05-15,2023044000
2009-05-18,2252640000
2009-05-19,2373936000
2009-05-20,2239644000
2009-05-21,2153004000
2009-05-22,2122680000
2009-05-26,2178996000
2009-05-27,2044704000
2009-05-28,2243976000
2009-05-29,2564544000
2009-06-01,2859120000
2009-06-02,2867784000
2009-06-03,2651184000
2009-06-04,2811468000
2009-06-05,2889444000
2009-06-08,2785476000
2009-06-09,2755152000
2009-06-10,2733492000
2009-06-11,2993412000
2009-06-12,2915436000
2009-06-15,2742156000
2009-06-16,2724828000
2009-06-17,2508228000
2009-06-18,2599200000
2009-06-19,2945760000
2009-06-22,2642520000
2009-06-23,2685840000
2009-06-24,2846124000
2009-06-25,2898108000
2009-06-26,2954424000
2009-06-29,3075720000
2009-06-30,3137811000
2009-07-01,3070476000
2009-07-02,2778691000
2009-07-06,2855004000
2009-07-07,2720334000
2009-07-08,2388148000
2009-07-09,2527307000
2009-07-10,2401615000
2009-07-13,2558730000
2009-07-14,2491395000
2009-07-15,2765224000
2009-07-16,2859493000
2009-07-17,2801136000
2009-07-20,2828070000
2009-07-21,2747268000
2009-07-22,2881938000
2009-07-23,3092921000
2009-07-24,3092921000
2009-07-27,3142300000
2009-07-28,3101899000
2009-07-29,2989674000
2009-07-30,3191679000
2009-07-31,3097410000
2009-08-03,3137811000
2009-08-04,3200657000
2009-08-05,3546310000
2009-08-06,3689958000
2009-08-07,3909919000
2009-08-10,3968276000
2009-08-11,3627112000
2009-08-12,3842584000
2009-08-13,3927875000
2009-08-14,3716891999
2009-08-17,3393684000
2009-08-18,3478975000
2009-08-19,3501420000
2009-08-20,3577733000
2009-08-21,3775249000
2009-08-24,3788716000
2009-08-25,3941341999
2009-08-26,3936853000
2009-08-27,4309440000
2009-08-28,4462066000
2009-08-31,4740384000
2009-09-01,4084990000
2009-09-02,3995210000
2009-09-03,4102946000
2009-09-04,4120902000
2009-09-08,4233127000
2009-09-09,4641626000
2009-09-10,4830164000
2009-09-11,5009724000
2009-09-14,5112971000
2009-09-15,5409245000
2009-09-16,5898546000
2009-09-17,5799788000
2009-09-18,5853656000
2009-09-21,5938947000
2009-09-22,5988326000
2009-09-23,5745920000
2009-09-24,5413734000
2009-09-25,5328443000
2009-09-28,5781832000
2009-09-29,5584316000
2009-09-30,5841160000
2009-10-01,5376800000
2009-10-02,5533216000
2009-10-05,5704296000
2009-10-06,5904704000
2009-10-07,5914480000
2009-10-08,5875376000
2009-10-09,5797168000
2009-10-12,5762952000
2009-10-13,5401240000
2009-10-14,5924256000
2009-10-15,5865600000
2009-10-16,5489224000
2009-10-19,5503888000
2009-10-20,5327920000
2009-10-21,5269264000
2009-10-22,5396352000
2009-10-23,5083520000
2009-10-26,4672928000
2009-10-27,4594720000
2009-10-28,4247671999
2009-10-29,4975984000
2009-10-30,5191056000
2009-11-02,4971096000
2009-11-03,5313256000
2009-11-04,4922216000
2009-11-05,5210608000
2009-11-06,5186168000
2009-11-09,5381688000
2009-11-10,5489224000
2009-11-11,5670080000
2009-11-12,5459896000
2009-11-13,5508776000
2009-11-16,5630976000
2009-11-17,5665192000
2009-11-18,5743400000
2009-11-19,5440344000
2009-11-20,5381688000
2009-11-23,5401240000
2009-11-24,5401240000
2009-11-25,5420792000
2009-11-27,5220384000
2009-11-30,5264376000
2009-12-01,5474560000
2009-12-02,5640752000
2009-12-03,5523440000
2009-12-04,5665192000
2009-12-07,5503888000
2009-12-08,5386576000
2009-12-09,5303480000
2009-12-10,5235048000
2009-12-11,5269264000
2009-12-14,5626088000
2009-12-15,5420792000
2009-12-16,5528328000
2009-12-17,5430568000
2009-12-18,5503888000
2009-12-21,5679856000
2009-12-22,5855824000
2009-12-23,5758064000
2009-12-24,5816720000
2009-12-28,5821608000
2009-12-29,5836272000
2009-12-30,5674968000
2009-12-31,5547880000
2010-01-04,5890040000
2010-01-05,6222424000
2010-01-06,6364176000
2010-01-07,6549920000
2010-01-08,6403280000
2010-01-11,6432608000
2010-01-12,6344624000
2010-01-13,6457048000
2010-01-14,6652568000
2010-01-15,6545032000
2010-01-19,6603688000
2010-01-20,6520592000
2010-01-21,6305520000
2010-01-22,6066008000
2010-01-25,6295744000
2010-01-26,6378840000
2010-01-27,6535256000
2010-01-28,6662344000
2010-01-29,6764992000
2010-02-01,7009392000
2010-02-02,7332000000
2010-02-03,7185360000
2010-02-04,6642792000
2010-02-05,6769880000
2010-02-08,6603688000
2010-02-09,6843200000
2010-02-10,6931184000
2010-02-11,7019168000
2010-02-12,7126704000
2010-02-16,7253792000
2010-02-17,7263568000
2010-02-18,7463976000
2010-02-19,7503080000
2010-02-22,7703488000
2010-02-23,7459088000
2010-02-24,7708376000
2010-02-25,7791472000
2010-02-26,7791472000
2010-03-01,7771920000
2010-03-02,7874568000
2010-03-03,7708376000
2010-03-04,7830576000
2010-03-05,8011432000
2010-03-08,7952776000
2010-03-09,8001656000
2010-03-10,8065200000
2010-03-11,8104303999
2010-03-12,7996768000
2010-03-15,7801248000
2010-03-16,8094527999
2010-03-17,8016319999
2010-03-18,8016319999
2010-03-19,7713264000
2010-03-22,7938111999
2010-03-23,8084752000
2010-03-24,8426911999
2010-03-25,8255832000
2010-03-26,8568664000
2010-03-29,8602880000
2010-03-30,8529560000
2010-03-31,8970094000
2010-04-01,9023895000
2010-04-05,9146170000
2010-04-06,9043459000
2010-04-07,8901620000
2010-04-08,8955421000
2010-04-09,8955421000
2010-04-12,8945639000
2010-04-13,8896729000
2010-04-14,9185298000
2010-04-15,9175516000
2010-04-16,8852710000
2010-04-19,8970094000
2010-04-20,9048350000
2010-04-21,9072805000
2010-04-22,9136388000
2010-04-23,9273336000
2010-04-26,9209753000
2010-04-27,8456539000
2010-04-28,8510339999
2010-04-29,8847819000
2010-04-30,8079932000
2010-05-03,8246226000
2010-05-04,7820709000
2010-05-05,7605505000
2010-05-06,7233789000
2010-05-07,7106623000
2010-05-10,8006567000
2010-05-11,8045695000
2010-05-12,8133732999
2010-05-13,7967439000
2010-05-14,7625069000
2010-05-17,7493012000
2010-05-18,7302263000
2010-05-19,7297372000
2010-05-20,6764253000
2010-05-21,7096841000
2010-05-24,7028367000
2010-05-25,7194661000
2010-05-26,7238680000
2010-05-27,7820709000
2010-05-28,7625069000
2010-06-01,7297372000
2010-06-02,7659306000
2010-06-03,7649524000
2010-06-04,7179988000
2010-06-07,6832727000
2010-06-08,7043040000
2010-06-09,6896310000
2010-06-10,7400083000
2010-06-11,7512576000
2010-06-14,7493012000
2010-06-15,7791363000
2010-06-16,7493012000
2010-06-17,7302263000
2010-06-18,7473448000
2010-06-21,7390301000
2010-06-22,7155533000
2010-06-23,7067495000
2010-06-24,6832727000
2010-06-25,6852291000
2010-06-28,6754471000
2010-06-29,6475684000
2010-06-30,6397765000
2010-07-01,6294970000
2010-07-02,6197070000
2010-07-06,6309655000
2010-07-07,6759995000
2010-07-08,6828525000
2010-07-09,7141805000
2010-07-12,7078170000
2010-07-13,7210335000
2010-07-14,7102645000
2010-07-15,7029220000
2010-07-16,6588670000
2010-07-19,6804050000
2010-07-20,7078170000
2010-07-21,6818735000
2010-07-22,7342500000
2010-07-23,7469770000
2010-07-26,7611725000
2010-07-27,7660675000
2010-07-28,7616620000
2010-07-29,7729205000
2010-07-30,6647410000
2010-08-02,6691465000
2010-08-03,6490770000
2010-08-04,6280285000
2010-08-05,6480980000
2010-08-06,6387975000
2010-08-09,6451610000
2010-08-10,6422240000
2010-08-11,6055115000
2010-08-12,5820155000
2010-08-13,5825050000
2010-08-16,5888685000
2010-08-17,5859315000
2010-08-18,5922950000
2010-08-19,5648830000
2010-08-20,5560720000
2010-08-23,5438345000
2010-08-24,5183805000
2010-08-25,5188700000
2010-08-26,5247440000
2010-08-27,5453030000
2010-08-30,5183805000
2010-08-31,5306180000
2010-09-01,5492190000
2010-09-02,5555825000
2010-09-03,5888685000
2010-09-07,5565615000
2010-09-08,5771205000
2010-09-09,5908265000
2010-09-10,5927845000
2010-09-13,6157910000
2010-09-14,6055115000
2010-09-15,6050220000
2010-09-16,6099170000
2010-09-17,6074695000
2010-09-20,6319445000
2010-09-21,6255810000
2010-09-22,6060010000
2010-09-23,5869105000
2010-09-24,6113855000
2010-09-27,6035535000
2010-09-28,6074695000
2010-09-29,6001270000
2010-09-30,5986578000
2010-10-01,6015972000
2010-10-04,5903295000
2010-10-05,6074760000
2010-10-06,6074760000
2010-10-07,6015972000
2010-10-08,6280518000
2010-10-11,6256023000
2010-10-12,6305013000
2010-10-13,6349104000
2010-10-14,6402993000
2010-10-15,6427488000
2010-10-18,6491175000
2010-10-19,6545064000
2010-10-20,6594054000
2010-10-21,6559761000
2010-10-22,6554862000
2010-10-25,6618549000
2010-10-26,6584256000
2010-10-27,6466680000
2010-10-28,6162942000
2010-10-29,5550567000
2010-11-01,5673042000
2010-11-02,5726931000
2010-11-03,5707335000
2010-11-04,6001275000
2010-11-05,6089457000
2010-11-08,5859204000
2010-11-09,5780820000
2010-11-10,5908194000
2010-11-11,5839608000
2010-11-12,5663244000
2010-11-15,5648547000
2010-11-16,5594658000
2010-11-17,5614254000
2010-11-18,5653446000
2010-11-19,5673042000
2010-11-22,5575062000
2010-11-23,5530971000
2010-11-24,5756325000
2010-11-26,5682840000
2010-11-29,5707335000
2010-11-30,5712234000
2010-12-01,5888598000
2010-12-02,6113952000
2010-12-03,6148245000
2010-12-06,6079659000
2010-12-07,6211932000
2010-12-08,6398094000
2010-12-09,6368700000
2010-12-10,6393195000
2010-12-13,6422589000
2010-12-14,6383397000
2010-12-15,6256023000
2010-12-16,6270720000
2010-12-17,6290316000
2010-12-20,6300114000
2010-12-21,6378498000
2010-12-22,6569559000
2010-12-23,6520569000
2010-12-27,6515670000
2010-12-28,6461781000
2010-12-29,6437286000
2010-12-30,6398094000
2010-12-31,6439914000
2011-01-03,6616350000
2011-01-04,6611449000
2011-01-05,6635954000
2011-01-06,6964321000
2011-01-07,6920212000
2011-01-10,6802588000
2011-01-11,6974123000
2011-01-12,7013331000
2011-01-13,6979024000
2011-01-14,7013331000
2011-01-18,6934915000
2011-01-19,6586944000
2011-01-20,6523231000
2011-01-21,6670261000
2011-01-24,6689865000
2011-01-25,6763380000
2011-01-26,6748677000
2011-01-27,6920212000
2011-01-28,6787885000
2011-01-31,6650657000
2011-02-01,6831994000
2011-02-02,6253676000
2011-02-03,6287983000
2011-02-04,6327191000
2011-02-07,6371300000
2011-02-08,6351696000
2011-02-09,6248775000
2011-02-10,6381102000
2011-02-11,6660459000
2011-02-14,6577142000
2011-02-15,6704568000
2011-02-16,6724172000
2011-02-17,6738875000
2011-02-18,6856499000
2011-02-22,6528132000
2011-02-23,6420310000
2011-02-24,6410508000
2011-02-25,6518330000
2011-02-28,6484023000
2011-03-01,6273280000
2011-03-02,6273280000
2011-03-03,6356597000
2011-03-04,6307587000
2011-03-07,6248775000
2011-03-08,6376201000
2011-03-09,6341894000
2011-03-10,6180161000
2011-03-11,6371300000
2011-03-14,6180161000
2011-03-15,6185062000
2011-03-16,6087042000
2011-03-17,6101745000
2011-03-18,6253676000
2011-03-21,6356597000
2011-03-22,6327191000
2011-03-23,6366399000
2011-03-24,6351696000
2011-03-25,6405607000
2011-03-28,6361498000
2011-03-29,6493825000
2011-03-30,6616350000
2011-03-31,6603476000
2011-04-01,6642724000
2011-04-04,6554416000
2011-04-05,6475920000
2011-04-06,6515168000
2011-04-07,6529886000
2011-04-08,6372894000
2011-04-11,6250244000
2011-04-12,6220808000
2011-04-13,6157030000
2011-04-14,6014756000
2011-04-15,6014756000
2011-04-18,5862670000
2011-04-19,5808704000
2011-04-20,5906824000
2011-04-21,5897012000
2011-04-25,5882294000
2011-04-26,6034380000
2011-04-27,5985320000
2011-04-28,6009850000
2011-04-29,5980414000
2011-05-02,6142312000
2011-05-03,5975508000
2011-05-04,5921542000
2011-05-05,5705678000
2011-05-06,5627182000
2011-05-09,5612464000
2011-05-10,5519250000
2011-05-11,5617370000
2011-05-12,5651712000
2011-05-13,5504532000
2011-05-16,5499626000
2011-05-17,5494720000
2011-05-18,5514344000
2011-05-19,5578122000
2011-05-20,5455472000
2011-05-23,5372070000
2011-05-24,5401506000
2011-05-25,5372070000
2011-05-26,5430942000
2011-05-27,5440754000
2011-05-31,5450566000
2011-06-01,5215078000
2011-06-02,5421130000
2011-06-03,5264138000
2011-06-06,5121864000
2011-06-07,5195454000
2011-06-08,5131676000
2011-06-09,5136582000
2011-06-10,4955060000
2011-06-13,5023744000
2011-06-14,5072804000
2011-06-15,4852034000
2011-06-16,4866752000
2011-06-17,5004120000
2011-06-20,5004120000
2011-06-21,5112052000
2011-06-22,5092428000
2011-06-23,4955060000
2011-06-24,4881470000
2011-06-27,4896188000
2011-06-28,4901094000
2011-06-29,5004120000
2011-06-30,5045424000
2011-07-01,5182848000
2011-07-05,5045424000
2011-07-06,5133768000
2011-07-07,5241744000
2011-07-08,5143584000
2011-07-11,4814748000
2011-07-12,4765668000
2011-07-13,4804932000
2011-07-14,4785300000
2011-07-15,4814748000
2011-07-18,4446648000
2011-07-19,4662600000
2011-07-20,4647876000
2011-07-21,4029468000
2011-07-22,4382844000
2011-07-25,4157076000
2011-07-26,4122720000
2011-07-27,3901860000
2011-07-28,3838056000
2011-07-29,4083456000
2011-08-01,3946031999
2011-08-02,3730080000
2011-08-03,3842964000
2011-08-04,3445416000
2011-08-05,3327624000
2011-08-08,2763204000
2011-08-09,3160752000
2011-08-10,2836824000
2011-08-11,3146028000
2011-08-12,3141120000
2011-08-15,3273636000
2011-08-16,3165660000
2011-08-17,3278544000
2011-08-18,3101856000
2011-08-19,3067500000
2011-08-22,3023328000
2011-08-23,3013512000
2011-08-24,3214740000
2011-08-25,3096948000
2011-08-26,3195108000
2011-08-29,3450324000
2011-08-30,3391428000
2011-08-31,3401244000
2011-09-01,3249096000
2011-09-02,3136212000
2011-09-06,2964432000
2011-09-07,3200016000
2011-09-08,2998788000
2011-09-09,2856456000
2011-09-12,2856456000
2011-09-13,2876088000
2011-09-14,2920260000
2011-09-15,3008604000
2011-09-16,3023328000
2011-09-19,2890812000
2011-09-20,2802468000
2011-09-21,2625780000
2011-09-22,2414736000
2011-09-23,2498172000
2011-09-26,2615964000
2011-09-27,2753388000
2011-09-28,2731302000
2011-09-29,2944800000
2011-09-30,2817766000
2011-10-03,2596861000
2011-10-04,2611588000
2011-10-05,2621406000
2011-10-06,2704859000
2011-10-07,2518317000
2011-10-10,2675405000
2011-10-11,2758858000
2011-10-12,2891401000
2011-10-13,2729404000
2011-10-14,2881583000
2011-10-17,2744131000
2011-10-18,2989581000
2011-10-19,2847220000
2011-10-20,2876674000
2011-10-21,2945400000
2011-10-24,3117215000
2011-10-25,2812857000
2011-10-26,3019035000
2011-10-27,3352847000
2011-10-28,3362665000
2011-10-31,3131942000
2011-11-01,2866856000
2011-11-02,3028853000
2011-11-03,3023944000
2011-11-04,3529571000
2011-11-07,3426482000
2011-11-08,3514844000
2011-11-09,3220304000
2011-11-10,3215395000
2011-11-11,3411755000
2011-11-14,3303757000
2011-11-15,3239940000
2011-11-16,3097579000
2011-11-17,2994490000
2011-11-18,2989581000
2011-11-21,2837402000
2011-11-22,2793221000
2011-11-23,2626315000
2011-11-25,2645951000
2011-11-28,2979763000
2011-11-29,3014126000
2011-11-30,3235031000
2011-12-01,3210486000
2011-12-02,3176123000
2011-12-05,3293939000
2011-12-06,3303757000
2011-12-07,3401937000
2011-12-08,3210486000
2011-12-09,3313575000
2011-12-12,3156487000
2011-12-13,3087761000
2011-12-14,3053398000
2011-12-15,3073034000
2011-12-16,3073034000
2011-12-19,2822675000
2011-12-20,2945400000
2011-12-21,2945400000
2011-12-22,3112306000
2011-12-23,3171214000
2011-12-27,3136851000
2011-12-28,3087761000
2011-12-29,3166305000
2011-12-30,3215395000
2012-01-03,3359808000
2012-01-04,3315600000
2012-01-05,3418752000
2012-01-06,3325424000
2012-01-09,3325424000
2012-01-10,3571024000
2012-01-11,3831360000
2012-01-12,3792064000
2012-01-13,3688912000
2012-01-17,3698736000
2012-01-18,3841184000
2012-01-19,4013104000
2012-01-20,4047488000
2012-01-23,4037664000
2012-01-24,4047488000
2012-01-25,3959072000
2012-01-26,3831360000
2012-01-27,3846096000
2012-01-30,3757680000
2012-01-31,3787152000
2012-02-01,3924688000
2012-02-02,3949247999
2012-02-03,4504304000
2012-02-06,4391328000
2012-02-07,4396240000
2012-02-08,4371680000
2012-02-09,4376592000
2012-02-10,4290631999
2012-02-13,4440448000
2012-02-14,4361856000
2012-02-15,4332384000
2012-02-16,4435536000
2012-02-17,4528864000
2012-02-21,4686048000
2012-02-22,4519040000
2012-02-23,4587808000
2012-02-24,4489568000
2012-02-27,4435536000
2012-02-28,4401152000
2012-02-29,4465008000
2012-03-01,4469920000
2012-03-02,4401152000
2012-03-05,4376592000
2012-03-06,4207127999
2012-03-07,4263616000
2012-03-08,4376592000
2012-03-09,4371680000
2012-03-12,4327472000
2012-03-13,4440448000
2012-03-14,4371680000
2012-03-15,4577984000
2012-03-16,4494480000
2012-03-19,4494480000
2012-03-20,4460096000
2012-03-21,4361856000
2012-03-22,4293088000
2012-03-23,4278352000
2012-03-26,4322560000
2012-03-27,4293088000
2012-03-28,4248880000
2012-03-29,4150639999
2012-03-30,4086784000
2012-04-02,4118770000
2012-04-03,4015555000
2012-04-04,3941830000
2012-04-05,3956575000
2012-04-09,3779635000
2012-04-10,3592865000
2012-04-11,3705910000
2012-04-12,3858275000
2012-04-13,3759975000
2012-04-16,3745230000
2012-04-17,3784550000
2012-04-18,2885105000
2012-04-19,2968660000
2012-04-20,2978490000
2012-04-23,2978490000
2012-04-24,2968660000
2012-04-25,2885105000
2012-04-26,2924425000
2012-04-27,2944085000
2012-04-30,2953915000
2012-05-01,3022725000
2012-05-02,3017810000
2012-05-03,2865445000
2012-05-04,2850700000
2012-05-07,2850700000
2012-05-08,2860530000
2012-05-09,2757315000
2012-05-10,2786805000
2012-05-11,2875275000
2012-05-14,2816295000
2012-05-15,2703250000
2012-05-16,2511565000
2012-05-17,2447670000
2012-05-18,2398520000
2012-05-21,2506650000
2012-05-22,2580375000
2012-05-23,2575460000
2012-05-24,2580375000
2012-05-25,2550885000
2012-05-29,2673760000
2012-05-30,2595120000
2012-05-31,2575460000
2012-06-01,2521395000
2012-06-04,2482075000
2012-06-05,2506650000
2012-06-06,2673760000
2012-06-07,2649185000
2012-06-08,2644270000
2012-06-11,2496820000
2012-06-12,2545970000
2012-06-13,2516480000
2012-06-14,2541055000
2012-06-15,2639355000
2012-06-18,2570545000
2012-06-19,2693420000
2012-06-20,2693420000
2012-06-21,2531225000
2012-06-22,2541055000
2012-06-25,2403435000
2012-06-26,2428010000
2012-06-27,2413265000
2012-06-28,2668845000
2012-06-29,2781890000
2012-07-02,2807607000
2012-07-03,2896113000
2012-07-05,2758437000
2012-07-06,2733852000
2012-07-09,2660097000
2012-07-10,2561757000
2012-07-11,2571591000
2012-07-12,2497836000
2012-07-13,2615844000
2012-07-16,2610927000
2012-07-17,2606010000
2012-07-18,2517504000
2012-07-19,2488002000
2012-07-20,2355243000
2012-07-23,2374911000
2012-07-24,2355243000
2012-07-25,2296239000
2012-07-26,2345409000
2012-07-27,2492919000
2012-07-30,2507670000
2012-07-31,2478168000
2012-08-01,2202816000
2012-08-02,2025804000
2012-08-03,2124144000
2012-08-06,2158563000
2012-08-07,2212650000
2012-08-08,2266737000
2012-08-09,2360160000
2012-08-10,2379828000
2012-08-13,2374911000
2012-08-14,2404413000
2012-08-15,2453583000
2012-08-16,2542089000
2012-08-17,2581425000
2012-08-20,2625678000
2012-08-21,2679765000
2012-08-22,2645346000
2012-08-23,2576508000
2012-08-24,2660097000
2012-08-27,2586342000
2012-08-28,2591259000
2012-08-29,2625678000
2012-08-30,2561757000
2012-08-31,2601093000
2012-09-04,2581425000
2012-09-05,2542089000
2012-09-06,2677306500
2012-09-07,2778105000
2012-09-10,2812524000
2012-09-11,2832192000
2012-09-12,2807607000
2012-09-13,2896113000
2012-09-14,3009204000
2012-09-17,2950200000
2012-09-18,2886279000
2012-09-19,2896113000
2012-09-20,2866611000
2012-09-21,2783022000
2012-09-24,2728935000
2012-09-25,2542089000
2012-09-26,2571591000
2012-09-27,2571591000
2012-09-28,2571591000
2012-10-01,2523447000
2012-10-02,2538204000
2012-10-03,2538204000
2012-10-04,2562799000
2012-10-05,2651341000
2012-10-08,2666098000
2012-10-09,2675936000
2012-10-10,2690693000
2012-10-11,2700531000
2012-10-12,2690693000
2012-10-15,2710369000
2012-10-16,2803830000
2012-10-17,2848101000
2012-10-18,2857939000
2012-10-19,2769397000
2012-10-22,2808749000
2012-10-23,2700531000
2012-10-24,2661179000
2012-10-25,2774316000
2012-10-26,2695612000
2012-10-31,2931724000
2012-11-01,3059618000
2012-11-02,2980914000
2012-11-05,2941562000
2012-11-06,2951400000
2012-11-07,2779235000
2012-11-08,2734964000
2012-11-09,2759559000
2012-11-12,2725126000
2012-11-13,2656260000
2012-11-14,2602151000
2012-11-15,2602151000
2012-11-16,2646422000
2012-11-19,2739883000
2012-11-20,2754640000
2012-11-21,2784154000
2012-11-23,2779235000
2012-11-26,2744802000
2012-11-27,2764478000
2012-11-28,2877615000
2012-11-29,2887453000
2012-11-30,2926805000
2012-12-03,2897291000
2012-12-04,2946481000
2012-12-05,2990752000
2012-12-06,3153079000
2012-12-07,3251459000
2012-12-10,3305568000
2012-12-11,3394110000
2012-12-12,3428543000
2012-12-13,3423624000
2012-12-14,3423624000
2012-12-17,3502328000
2012-12-18,3610546000
2012-12-19,3600708000
2012-12-20,3615465000
2012-12-21,3467895000
2012-12-24,3487571000
2012-12-26,3590870000
2012-12-27,3566275000
2012-12-28,3551518000
2012-12-31,3698675000
2013-01-02,3890750000
2013-01-03,4004025000
2013-01-04,4077899999
2013-01-07,4102525000
2013-01-08,3959699999
2013-01-09,4008950000
2013-01-10,4053275000
2013-01-11,3994174999
2013-01-14,3944925000
2013-01-15,4004025000
2013-01-16,4358625000
2013-01-17,4373400000
2013-01-18,4506375000
2013-01-22,4639350000
2013-01-23,4595025000
2013-01-24,4585175000
2013-01-25,4654125000
2013-01-28,4555625000
2013-01-29,4531000000
2013-01-30,4471900000
2013-01-31,4516225000
2013-02-01,4580250000
2013-02-04,4506375000
2013-02-05,4516225000
2013-02-06,4383250000
2013-02-07,4373400000
2013-02-08,4334000000
2013-02-11,4447275000
2013-02-12,4501450000
2013-02-13,4501450000
2013-02-14,4506375000
2013-02-15,4462050000
2013-02-19,4486675000
2013-02-20,4274900000
2013-02-21,4210875000
2013-02-22,4343850000
2013-02-25,4102525000
2013-02-26,4068050000
2013-02-27,4205949999
2013-02-28,4205949999
2013-03-01,4196100000
2013-03-04,4476825000
2013-03-05,4624575000
2013-03-06,4732925000
2013-03-07,4752625000
2013-03-08,4846200000
2013-03-11,5171250000
2013-03-12,5151550000
2013-03-13,5176175000
2013-03-14,5171250000
2013-03-15,5166325000
2013-03-18,5141700000
2013-03-19,4974250000
2013-03-20,5038275000
2013-03-21,4929925000
2013-03-22,4993950000
2013-03-25,4998875000
2013-03-26,5033350000
2013-03-27,5018575000
2013-03-28,4925000000
2013-04-01,4869858000
2013-04-02,4830386000
2013-04-03,4657696000
2013-04-04,4682366000
2013-04-05,4667564000
2013-04-08,4800782000
2013-04-09,4820518000
2013-04-10,4904396000
2013-04-11,4929066000
2013-04-12,4884660000
2013-04-15,4623158000
2013-04-16,4790914000
2013-04-17,4588620000
2013-04-18,4489940000
2013-04-19,4623158000
2013-04-22,4593554000
2013-04-23,4761310000
2013-04-24,4884660000
2013-04-25,4929066000
2013-04-26,4869858000
2013-04-29,4904396000
2013-04-30,4948802000
2013-05-01,5067218000
2013-05-02,5096822000
2013-05-03,5165898000
2013-05-06,5254710000
2013-05-07,5373126000
2013-05-08,5269512000
2013-05-09,5156030000
2013-05-10,5151096000
2013-05-13,5254710000
2013-05-14,5427400000
2013-05-15,5395329000
2013-05-16,5234974000
2013-05-17,5299116000
2013-05-20,5318852000
2013-05-21,5318852000
2013-05-22,5170832000
2013-05-23,5180700000
2013-05-24,5106690000
2013-05-28,5264578000
2013-05-29,5279380000
2013-05-30,5437268000
2013-05-31,5333654000
2013-06-03,5353390000
2013-06-04,5249776000
2013-06-05,5106690000
2013-06-06,5215238000
2013-06-07,5387928000
2013-06-10,5496476000
2013-06-11,5368192000
2013-06-12,5279380000
2013-06-13,5457004000
2013-06-14,5427400000
2013-06-17,5526080000
2013-06-18,5619826000
2013-06-19,5560618000
2013-06-20,5402730000
2013-06-21,5417532000
2013-06-24,5234974000
2013-06-25,5368192000
2013-06-26,5506344000
2013-06-27,5619826000
2013-06-28,5629694000
2013-07-01,5888480000
2013-07-02,5918120000
2013-07-03,5873660000
2013-07-05,6086080000
2013-07-08,6061380000
2013-07-09,6125600000
2013-07-10,6115720000
2013-07-11,6125600000
2013-07-12,6293560000
2013-07-15,6333080000
2013-07-16,6313320000
2013-07-17,6318260000
2013-07-18,6486220000
2013-07-19,6505980000
2013-07-22,6594900000
2013-07-23,6619600000
2013-07-24,6575140000
2013-07-25,6604780000
2013-07-26,6555380000
2013-07-29,6560320000
2013-07-30,6599840000
2013-07-31,6417060000
2013-08-01,6496100000
2013-08-02,6565260000
2013-08-05,6446700000
2013-08-06,6347900000
2013-08-07,6313320000
2013-08-08,6362720000
2013-08-09,6313320000
2013-08-12,6224400000
2013-08-13,6323200000
2013-08-14,6263920000
2013-08-15,6115720000
2013-08-16,6219460000
2013-08-19,5937880000
2013-08-20,5992220000
2013-08-21,5937880000
2013-08-22,6061380000
2013-08-23,6066320000
2013-08-26,5997160000
2013-08-27,5740280000
2013-08-28,5784740000
2013-08-29,5873660000
2013-08-30,5829200000
2013-09-03,5903300000
2013-09-04,6016920000
2013-09-05,6066320000
