,SNA
2004-08-24,1839476000
2004-08-25,1841207000
2004-08-26,1848131000
2004-08-27,1848708000
2004-08-30,1827936000
2004-08-31,1833129000
2004-09-01,1840053000
2004-09-02,1846977000
2004-09-03,1846977000
2004-09-07,1871211000
2004-09-08,1861979000
2004-09-09,1857940000
2004-09-10,1863133000
2004-09-13,1891983000
2004-09-14,1854478000
2004-09-15,1854478000
2004-09-16,1858517000
2004-09-17,1867748999
2004-09-20,1857362999
2004-09-21,1866018000
2004-09-22,1867172000
2004-09-23,1848708000
2004-09-24,1841784000
2004-09-27,1827936000
2004-09-28,1605791000
2004-09-29,1572902000
2004-09-30,1590212000
2004-10-01,1657144000
2004-10-04,1670415000
2004-10-05,1668099000
2004-10-06,1673310000
2004-10-07,1664046000
2004-10-08,1655361000
2004-10-11,1665204000
2004-10-12,1684311000
2004-10-13,1679100000
2004-10-14,1649571000
2004-10-15,1662888000
2004-10-18,1656519000
2004-10-19,1671573000
2004-10-20,1640307000
2004-10-21,1652466000
2004-10-22,1647834000
2004-10-25,1645518000
2004-10-26,1668099000
2004-10-27,1694154000
2004-10-28,1694154000
2004-10-29,1701102000
2004-11-01,1725420000
2004-11-02,1750317000
2004-11-03,1735263000
2004-11-04,1722525000
2004-11-05,1748001000
2004-11-08,1765371000
2004-11-09,1780425000
2004-11-10,1782741000
2004-11-11,1777530000
2004-11-12,1765950000
2004-11-15,1768845000
2004-11-16,1800690000
2004-11-17,1771740000
2004-11-18,1775214000
2004-11-19,1774056000
2004-11-22,1786215000
2004-11-23,1789689000
2004-11-24,1811691000
2004-11-26,1811112000
2004-11-29,1809954000
2004-11-30,1830219000
2004-12-01,1850484000
2004-12-02,1864380000
2004-12-03,1883487000
2004-12-06,1867854000
2004-12-07,1858590000
2004-12-08,1904331000
2004-12-09,1903752000
2004-12-10,1921122000
2004-12-13,1925175000
2004-12-14,1968600000
2004-12-15,1984233000
2004-12-16,1969179000
2004-12-17,1963388999
2004-12-20,1965705000
2004-12-21,1964547000
2004-12-22,1933860000
2004-12-23,1954125000
2004-12-27,1965705000
2004-12-28,1982496000
2004-12-29,1981338000
2004-12-30,1988865000
2004-12-31,1989444000
2005-01-03,1983654000
2005-01-04,1942544999
2005-01-05,1922280000
2005-01-06,1924016999
2005-01-07,1928649000
2005-01-10,1928649000
2005-01-11,1914753000
2005-01-12,1950650999
2005-01-13,1922859000
2005-01-14,1945440000
2005-01-18,1982496000
2005-01-19,1945440000
2005-01-20,1911279000
2005-01-21,1944282000
2005-01-24,1892172000
2005-01-25,1903172999
2005-01-26,1901436000
2005-01-27,1908963000
2005-01-28,1914753000
2005-01-31,1917069000
2005-02-01,1925318000
2005-02-02,1918960000
2005-02-03,1938612000
2005-02-04,2022422000
2005-02-07,2034560000
2005-02-08,2033404000
2005-02-09,2014330000
2005-02-10,2020688000
2005-02-11,2010284000
2005-02-14,1990054000
2005-02-15,1970402000
2005-02-16,1962888000
2005-02-17,1953062000
2005-02-18,1950750000
2005-02-22,1921850000
2005-02-23,1918381999
2005-02-24,1924739999
2005-02-25,1907400000
2005-02-28,1913180000
2005-03-01,1913758000
2005-03-02,1915492000
2005-03-03,1913758000
2005-03-04,1926474000
2005-03-07,1914914000
2005-03-08,1904510000
2005-03-09,1879078000
2005-03-10,1878500000
2005-03-11,1870985999
2005-03-14,1890060000
2005-03-15,1885435999
2005-03-16,1860581999
2005-03-17,1840352000
2005-03-18,1833994000
2005-03-21,1820700000
2005-03-22,1824746000
2005-03-23,1815498000
2005-03-24,1811452000
2005-03-28,1823012000
2005-03-29,1801048000
2005-03-30,1839196000
2005-03-31,1837462000
2005-04-01,1819544000
2005-04-04,1827936000
2005-04-05,1848708000
2005-04-06,1849284999
2005-04-07,1844669000
2005-04-08,1838322000
2005-04-11,1840630000
2005-04-12,1857362999
2005-04-13,1842938000
2005-04-14,1789277000
2005-04-15,1771390000
2005-04-18,1804279000
2005-04-19,1829090000
2005-04-20,1815242000
2005-04-21,1921409999
2005-04-22,1890252000
2005-04-25,1904100000
2005-04-26,1902369000
2005-04-27,1915640000
2005-04-28,1892559999
2005-04-29,1913909000
2005-05-02,1900061000
2005-05-03,1906408000
2005-05-04,1930065000
2005-05-05,1935258000
2005-05-06,1939297000
2005-05-09,1937566000
2005-05-10,1932950000
2005-05-11,1936989000
2005-05-12,1927180000
2005-05-13,1918525000
2005-05-16,1931795999
2005-05-17,1943912999
2005-05-18,1952568000
2005-05-19,1957761000
2005-05-20,1959492000
2005-05-23,1976225000
2005-05-24,1957761000
2005-05-25,1963531000
2005-05-26,1960645999
2005-05-27,1986611000
2005-05-31,1991227000
2005-06-01,1986611000
2005-06-02,1964684999
2005-06-03,1949683000
2005-06-06,1939297000
2005-06-07,1946798000
2005-06-08,1949683000
2005-06-09,1950837000
2005-06-10,1953145000
2005-06-13,1958337999
2005-06-14,1956030000
2005-06-15,1979109999
2005-06-16,1984880000
2005-06-17,2012576000
2005-06-20,1983726000
2005-06-21,2002190000
2005-06-22,2006806000
2005-06-23,1979109999
2005-06-24,1976802000
2005-06-27,1960069000
2005-06-28,1992958000
2005-06-29,1974494000
2005-06-30,1979109999
2005-07-01,1977956000
2005-07-05,2002182000
2005-07-06,1990022999
2005-07-07,1999866000
2005-07-08,2014341000
2005-07-11,2006235000
2005-07-12,2009130000
2005-07-13,2018394000
2005-07-14,2031711000
2005-07-15,2014919999
2005-07-18,2012604000
2005-07-19,2013183000
2005-07-20,2029394999
2005-07-21,2032290000
2005-07-22,2046186000
2005-07-25,2056029000
2005-07-26,2054291999
2005-07-27,2012604000
2005-07-28,2161407000
2005-07-29,2123772000
2005-08-01,2116824000
2005-08-02,2125509000
2005-08-03,2116824000
2005-08-04,2100033000
2005-08-05,2072819999
2005-08-08,2074557000
2005-08-09,2077452000
2005-08-10,2070504000
2005-08-11,2071662000
2005-08-12,2074557000
2005-08-15,2084979000
2005-08-16,2058344999
2005-08-17,2046765000
2005-08-18,2056608000
2005-08-19,2039816999
2005-08-22,2044449000
2005-08-23,2037500999
2005-08-24,2018394000
2005-08-25,2050818000
2005-08-26,2049660000
2005-08-29,2056029000
2005-08-30,2043869999
2005-08-31,2055450000
2005-09-01,2072819999
2005-09-02,2061240000
2005-09-06,2088453000
2005-09-07,2087294999
2005-09-08,2077452000
2005-09-09,2095980000
2005-09-12,2087874000
2005-09-13,2073978000
2005-09-14,2028816000
2005-09-15,2026500000
2005-09-16,2042133000
2005-09-19,2052555000
2005-09-20,1991760000
2005-09-21,1966863000
2005-09-22,1991760000
2005-09-23,2005656000
2005-09-26,2013183000
2005-09-27,2014919999
2005-09-28,2022447000
2005-09-29,2049660000
2005-09-30,2091347999
2005-10-03,2081956000
2005-10-04,2080800000
2005-10-05,2076176000
2005-10-06,2076754000
2005-10-07,2072130000
2005-10-10,2046697999
2005-10-11,2054789999
2005-10-12,2049010000
2005-10-13,2065772000
2005-10-14,2095828000
2005-10-17,2113168000
2005-10-18,2102764000
2005-10-19,2153050000
2005-10-20,2147270000
2005-10-21,2155362000
2005-10-24,2159408000
2005-10-25,2117214000
2005-10-26,2036872000
2005-10-27,2023000000
2005-10-28,2074442000
2005-10-31,2081956000
2005-11-01,2080222000
2005-11-02,2095828000
2005-11-03,2079066000
2005-11-04,2056524000
2005-11-07,2080800000
2005-11-08,2081956000
2005-11-09,2078488000
2005-11-10,2072130000
2005-11-11,2131085999
2005-11-14,2114324000
2005-11-15,2113168000
2005-11-16,2114324000
2005-11-17,2153050000
2005-11-18,2154784000
2005-11-21,2167500000
2005-11-22,2172124000
2005-11-23,2184262000
2005-11-25,2179638000
2005-11-28,2149582000
2005-11-29,2156518000
2005-11-30,2159986000
2005-12-01,2183106000
2005-12-02,2213162000
2005-12-05,2208538000
2005-12-06,2216630000
2005-12-07,2184840000
2005-12-08,2187152000
2005-12-09,2204492000
2005-12-12,2207960000
2005-12-13,2207960000
2005-12-14,2201602000
2005-12-15,2188308000
2005-12-16,2227612000
2005-12-19,2195244000
2005-12-20,2185996000
2005-12-21,2189464000
2005-12-22,2209116000
2005-12-23,2202180000
2005-12-27,2183106000
2005-12-28,2188886000
2005-12-29,2178482000
2005-12-30,2170968000
2006-01-03,2242446000
2006-01-04,2263398000
2006-01-05,2270964000
2006-01-06,2275038000
2006-01-09,2312286000
2006-01-10,2309376000
2006-01-11,2286096000
2006-01-12,2265726000
2006-01-13,2259324000
2006-01-17,2252340000
2006-01-18,2252922000
2006-01-19,2250594000
2006-01-20,2226732000
2006-01-23,2246520000
2006-01-24,2273292000
2006-01-25,2263980000
2006-01-26,2253504000
2006-01-27,2313450000
2006-01-30,2325090000
2006-01-31,2335566000
2006-02-01,2273874000
2006-02-02,2237790000
2006-02-03,2212182000
2006-02-06,2234880000
2006-02-07,2191230000
2006-02-08,2186574000
2006-02-09,2176098000
2006-02-10,2191812000
2006-02-13,2227896000
2006-02-14,2268054000
2006-02-15,2256996000
2006-02-16,2290170000
2006-02-17,2279694000
2006-02-21,2277948000
2006-02-22,2298318000
2006-02-23,2277366000
2006-02-24,2297736000
2006-02-27,2295990000
2006-02-28,2265144000
2006-03-01,2252340000
2006-03-02,2241282000
2006-03-03,2244774000
2006-03-06,2231970000
2006-03-07,2209854000
2006-03-08,2210436000
2006-03-09,2215092000
2006-03-10,2202870000
2006-03-13,2203452000
2006-03-14,2226732000
2006-03-15,2243028000
2006-03-16,2262234000
2006-03-17,2284350000
2006-03-20,2289588000
2006-03-21,2281440000
2006-03-22,2286096000
2006-03-23,2281440000
2006-03-24,2259906000
2006-03-27,2249430000
2006-03-28,2240700000
2006-03-29,2263398000
2006-03-30,2237208000
2006-03-31,2218584000
2006-04-03,2236626000
2006-04-04,2234880000
2006-04-05,2247684000
2006-04-06,2211600000
2006-04-07,2191812000
2006-04-10,2202870000
2006-04-11,2197632000
2006-04-12,2194140000
2006-04-13,2188320000
2006-04-17,2178426000
2006-04-18,2209854000
2006-04-19,2223822000
2006-04-20,2227314000
2006-04-21,2212182000
2006-04-24,2196468000
2006-04-25,2184246000
2006-04-26,2185410000
2006-04-27,2180754000
2006-04-28,2415300000
2006-05-01,2365830000
2006-05-02,2360592000
2006-05-03,2394930000
2006-05-04,2373978000
2006-05-05,2412390000
2006-05-08,2405406000
2006-05-09,2396094000
2006-05-10,2401914000
2006-05-11,2363502000
2006-05-12,2317524000
2006-05-15,2340804000
2006-05-16,2328000000
2006-05-17,2293080000
2006-05-18,2275620000
2006-05-19,2295408000
2006-05-22,2337312000
2006-05-23,2351862000
2006-05-24,2350116000
2006-05-25,2360592000
2006-05-26,2397258000
2006-05-30,2368158000
2006-05-31,2437416000
2006-06-01,2439744000
2006-06-02,2443818000
2006-06-05,2390274000
2006-06-06,2374560000
2006-06-07,2355936000
2006-06-08,2359428000
2006-06-09,2345460000
2006-06-12,2309958000
2006-06-13,2292498000
2006-06-14,2295990000
2006-06-15,2329164000
2006-06-16,2273292000
2006-06-19,2269800000
2006-06-20,2251176000
2006-06-21,2276784000
2006-06-22,2269800000
2006-06-23,2270382000
2006-06-26,2316360000
2006-06-27,2279112000
2006-06-28,2287842000
2006-06-29,2329746000
2006-06-30,2352444000
2006-07-03,2348370000
2006-07-05,2325672000
2006-07-06,2319852000
2006-07-07,2283768000
2006-07-10,2316360000
2006-07-11,2308212000
2006-07-12,2287842000
2006-07-13,2240700000
2006-07-14,2218002000
2006-07-17,2204616000
2006-07-18,2199378000
2006-07-19,2205780000
2006-07-20,2172024000
2006-07-21,2117898000
2006-07-24,2169114000
2006-07-25,2174934000
2006-07-26,2345460000
2006-07-27,2386200000
2006-07-28,2460696000
2006-07-31,2444982000
2006-08-01,2438580000
2006-08-02,2430432000
2006-08-03,2443818000
2006-08-04,2444400000
2006-08-07,2433342000
2006-08-08,2443818000
2006-08-09,2398422000
2006-08-10,2437998000
2006-08-11,2448474000
2006-08-14,2434506000
2006-08-15,2499108000
2006-08-16,2490378000
2006-08-17,2472336000
2006-08-18,2477574000
2006-08-21,2453130000
2006-08-22,2474082000
2006-08-23,2497944000
2006-08-24,2461278000
2006-08-25,2463606000
2006-08-28,2492124000
2006-08-29,2524716000
2006-08-30,2532282000
2006-08-31,2543340000
2006-09-01,2548578000
2006-09-05,2530536000
2006-09-06,2511330000
2006-09-07,2513658000
2006-09-08,2523552000
2006-09-11,2530536000
2006-09-12,2575350000
2006-09-13,2584662000
2006-09-14,2595138000
2006-09-15,2597466000
2006-09-18,2569530000
2006-09-19,2563710000
2006-09-20,2578260000
2006-09-21,2537520000
2006-09-22,2519478000
2006-09-25,2563128000
2006-09-26,2581170000
2006-09-27,2577096000
2006-09-28,2564874000
2006-09-29,2592810000
2006-10-02,2614732000
2006-10-03,2597738000
2006-10-04,2625280000
2006-10-05,2637000000
2006-10-06,2634070000
2006-10-09,2642274000
2006-10-10,2667472000
2006-10-11,2655752000
2006-10-12,2646962000
2006-10-13,2648720000
2006-10-16,2666886000
2006-10-17,2666886000
2006-10-18,2637586000
2006-10-19,2635828000
2006-10-20,2607700000
2006-10-23,2760646000
2006-10-24,2801080000
2006-10-25,2797564000
2006-10-26,2805182000
2006-10-27,2762990000
2006-10-30,2768850000
2006-10-31,2755958000
2006-11-01,2736620000
2006-11-02,2739550000
2006-11-03,2725486000
2006-11-06,2739550000
2006-11-07,2763576000
2006-11-08,2780570000
2006-11-09,2725486000
2006-11-10,2740136000
2006-11-13,2726658000
2006-11-14,2765334000
2006-11-15,2767092000
2006-11-16,2786430000
2006-11-17,2768850000
2006-11-20,2729002000
2006-11-21,2794634000
2006-11-22,2808112000
2006-11-24,2797564000
2006-11-27,2754200000
2006-11-28,2763576000
2006-11-29,2782914000
2006-11-30,2783500000
2006-12-01,2772952000
2006-12-04,2798150000
2006-12-05,2802838000
2006-12-06,2808112000
2006-12-07,2795806000
2006-12-08,2798736000
2006-12-11,2795220000
2006-12-12,2800494000
2006-12-13,2817488000
2006-12-14,2830966000
2006-12-15,2768850000
2006-12-18,2758302000
2006-12-19,2777054000
2006-12-20,2772952000
2006-12-21,2765920000
2006-12-22,2772952000
2006-12-26,2799322000
2006-12-27,2816902000
2006-12-28,2822176000
2006-12-29,2791704000
2007-01-03,2784288000
2007-01-04,2779050000
2007-01-05,2733654000
2007-01-08,2726670000
2007-01-09,2754606000
2007-01-10,2755188000
2007-01-11,2777304000
2007-01-12,2777304000
2007-01-16,2791272000
2007-01-17,2777886000
2007-01-18,2770902000
2007-01-19,2778468000
2007-01-22,2756352000
2007-01-23,2795928000
2007-01-24,2813970000
2007-01-25,2786616000
2007-01-26,2774394000
2007-01-29,2775558000
2007-01-30,2787780000
2007-01-31,2805822000
2007-02-01,2961216000
2007-02-02,2939682000
2007-02-05,2891376000
2007-02-06,2902434000
2007-02-07,2908836000
2007-02-08,2911746000
2007-02-09,2893122000
2007-02-12,2866350000
2007-02-13,2864022000
2007-02-14,2877990000
2007-02-15,2922804000
2007-02-16,2904180000
2007-02-20,2936772000
2007-02-21,2963544000
2007-02-22,2953650000
2007-02-23,2957142000
2007-02-26,2997882000
2007-02-27,2924550000
2007-02-28,2913492000
2007-03-01,2889630000
2007-03-02,2858202000
2007-03-05,2824446000
2007-03-06,2852382000
2007-03-07,2852382000
2007-03-08,2861694000
2007-03-09,2858784000
2007-03-12,2886720000
2007-03-13,2854710000
2007-03-14,2832594000
2007-03-15,2819208000
2007-03-16,2780214000
2007-03-19,2813388000
2007-03-20,2830266000
2007-03-21,2872170000
2007-03-22,2869842000
2007-03-23,2897196000
2007-03-26,2847726000
2007-03-27,2801748000
2007-03-28,2795928000
2007-03-29,2802912000
2007-03-30,2799420000
2007-04-02,2791705000
2007-04-03,2814364000
2007-04-04,2827727000
2007-04-05,2821917000
2007-04-09,2809135000
2007-04-10,2792286000
2007-04-11,2762074000
2007-04-12,2773694000
2007-04-13,2774856000
2007-04-16,2787057000
2007-04-17,2780085000
2007-04-18,2785314000
2007-04-19,2777761000
2007-04-20,2795191000
2007-04-23,2834699000
2007-04-24,3265220000
2007-04-25,3217578000
2007-04-26,3212349000
2007-04-27,3214092000
2007-04-30,3166450000
2007-05-01,3189690000
2007-05-02,3215835000
2007-05-03,3218740000
2007-05-04,3200148000
2007-05-07,3194338000
2007-05-08,3175746000
2007-05-09,3227455000
2007-05-10,3172260000
2007-05-11,3192595000
2007-05-14,3168774000
2007-05-15,3122294000
2007-05-16,3115903000
2007-05-17,3082786000
2007-05-18,3050250000
2007-05-21,3073490000
2007-05-22,3108350000
2007-05-23,3072909000
2007-05-24,3022943000
2007-05-25,3057803000
2007-05-29,3054317000
2007-05-30,3112417000
2007-05-31,3141467000
2007-06-01,3150182000
2007-06-04,3121132000
2007-06-05,3151344000
2007-06-06,3128685000
2007-06-07,3068261000
2007-06-08,3098473000
2007-06-11,3071747000
2007-06-12,3022362000
2007-06-13,3078138000
2007-06-14,3082205000
2007-06-15,3085691000
2007-06-18,3077557000
2007-06-19,3046764000
2007-06-20,3001446000
2007-06-21,3033982000
2007-06-22,2996798000
2007-06-25,2973558000
2007-06-26,2944508000
2007-06-27,2992150000
2007-06-28,2992731000
2007-06-29,2934631000
2007-07-02,2970396000
2007-07-03,3002131000
2007-07-05,2966934000
2007-07-06,2977320000
2007-07-09,2959433000
2007-07-10,2871729000
2007-07-11,2894232000
2007-07-12,2949047000
2007-07-13,2942700000
2007-07-16,2912696000
2007-07-17,2904041000
2007-07-18,2901733000
2007-07-19,2926544000
2007-07-20,2888462000
2007-07-23,2898271000
2007-07-24,2884423000
2007-07-25,3208697000
2007-07-26,3110607000
2007-07-27,3004439000
2007-07-30,3033866000
2007-07-31,3019441000
2007-08-01,3071371000
2007-08-02,3135995000
2007-08-03,3025788000
2007-08-06,3121570000
2007-08-07,3069063000
2007-08-08,3047137000
2007-08-09,2688243000
2007-08-10,2913850000
2007-08-13,3029827000
2007-08-14,2835378000
2007-08-15,2773639000
2007-08-16,2759214000
2007-08-17,2764984000
2007-08-20,2797296000
2007-08-21,2794411000
2007-08-22,2833647000
2007-08-23,2850957000
2007-08-24,2887885000
2007-08-27,2841725000
2007-08-28,2741327000
2007-08-29,2799604000
2007-08-30,2779986000
2007-08-31,2826146000
2007-09-04,2819799000
2007-09-05,2785179000
2007-09-06,2778832000
2007-09-07,2728633000
2007-09-10,2677280000
2007-09-11,2712477000
2007-09-12,2706707000
2007-09-13,2692859000
2007-09-14,2682473000
2007-09-17,2659393000
2007-09-18,2796719000
2007-09-19,2829031000
2007-09-20,2831339000
2007-09-21,2834801000
2007-09-24,2789795000
2007-09-25,2795565000
2007-09-26,2794988000
2007-09-27,2835378000
2007-09-28,2858458000
2007-10-01,2908800000
2007-10-02,2919168000
2007-10-03,2918016000
2007-10-04,2857536000
2007-10-05,2875392000
2007-10-08,2851200000
2007-10-09,2824128000
2007-10-10,2803392000
2007-10-11,2794176000
2007-10-12,2760768000
2007-10-15,2739456000
2007-10-16,2734272000
2007-10-17,2742912000
2007-10-18,2707200000
2007-10-19,2648448000
2007-10-22,2676096000
2007-10-23,2723904000
2007-10-24,2908800000
2007-10-25,2870208000
2007-10-26,2878272000
2007-10-29,2874816000
2007-10-30,2848320000
2007-10-31,2870784000
2007-11-01,2825280000
2007-11-02,2890368000
2007-11-05,2879424000
2007-11-06,2843712000
2007-11-07,2781504000
2007-11-08,2794752000
2007-11-09,2738304000
2007-11-12,2713536000
2007-11-13,2781504000
2007-11-14,2771712000
2007-11-15,2742912000
2007-11-16,2715264000
2007-11-19,2693952000
2007-11-20,2684736000
2007-11-21,2655360000
2007-11-23,2711232000
2007-11-26,2721024000
2007-11-27,2740032000
2007-11-28,2771136000
2007-11-29,2822400000
2007-11-30,2815488000
2007-12-03,2772288000
2007-12-04,2745216000
2007-12-05,2758464000
2007-12-06,2818944000
2007-12-07,2813184000
2007-12-10,2819520000
2007-12-11,2727936000
2007-12-12,2726784000
2007-12-13,2779776000
2007-12-14,2676672000
2007-12-17,2568384000
2007-12-18,2666880000
2007-12-19,2681280000
2007-12-20,2669760000
2007-12-21,2733696000
2007-12-24,2798208000
2007-12-26,2768832000
2007-12-27,2765376000
2007-12-28,2772288000
2007-12-31,2773800000
2008-01-02,2699050000
2008-01-03,2662825000
2008-01-04,2585200000
2008-01-07,2576575000
2008-01-08,2511025000
2008-01-09,2516200000
2008-01-10,2481700000
2008-01-11,2423625000
2008-01-14,2459275000
2008-01-15,2415575000
2008-01-16,2395450000
2008-01-17,2301150000
2008-01-18,2287350000
2008-01-22,2290800000
2008-01-23,2378775000
2008-01-24,2413850000
2008-01-25,2402350000
2008-01-28,2427650000
2008-01-29,2485150000
2008-01-30,2520800000
2008-01-31,2824400000
2008-02-01,2945725000
2008-02-04,2945150000
2008-02-05,2853150000
2008-02-06,2864075000
2008-02-07,2843950000
2008-02-08,2816350000
2008-02-11,2875000000
2008-02-12,2876725000
2008-02-13,2975625000
2008-02-14,2899725000
2008-02-15,2904900000
2008-02-19,2868100000
2008-02-20,2925600000
2008-02-21,2930200000
2008-02-22,2929625000
2008-02-25,2996900000
2008-02-26,3048075000
2008-02-27,3004375000
2008-02-28,2989425000
2008-02-29,2870400000
2008-03-03,2866375000
2008-03-04,2838775000
2008-03-05,2843375000
2008-03-06,2765175000
2008-03-07,2783000000
2008-03-10,2716875000
2008-03-11,2766325000
2008-03-12,2751950000
2008-03-13,2772650000
2008-03-14,2723775000
2008-03-17,2682375000
2008-03-18,2796800000
2008-03-19,2783575000
2008-03-20,2833600000
2008-03-24,2869825000
2008-03-25,2919850000
2008-03-26,2845675000
2008-03-27,2781275000
2008-03-28,2816925000
2008-03-31,2928960000
2008-04-01,3128832000
2008-04-02,3127680000
2008-04-03,3146688000
2008-04-04,3115008000
2008-04-07,3056832000
2008-04-08,3020544000
2008-04-09,2952576000
2008-04-10,2994048000
2008-04-11,2912832000
2008-04-14,2941632000
2008-04-15,2979648000
2008-04-16,3147264000
2008-04-17,3101760000
2008-04-18,3168576000
2008-04-21,3184128000
2008-04-22,3059712000
2008-04-23,3158784000
2008-04-24,3287232000
2008-04-25,3444480000
2008-04-28,3476160000
2008-04-29,3476160000
2008-04-30,3416256000
2008-05-01,3408192000
2008-05-02,3397824000
2008-05-05,3447936000
2008-05-06,3470976000
2008-05-07,3438144000
2008-05-08,3439296000
2008-05-09,3367296000
2008-05-12,3414528000
2008-05-13,3485376000
2008-05-14,3533184000
2008-05-15,3516480000
2008-05-16,3500928000
2008-05-19,3508416000
2008-05-20,3482496000
2008-05-21,3438144000
2008-05-22,3469248000
2008-05-23,3431232000
2008-05-27,3460608000
2008-05-28,3517056000
2008-05-29,3528576000
2008-05-30,3566592000
2008-06-02,3519936000
2008-06-03,3498624000
2008-06-04,3480192000
2008-06-05,3562560000
2008-06-06,3477888000
2008-06-09,3449664000
2008-06-10,3451392000
2008-06-11,3342528000
2008-06-12,3371328000
2008-06-13,3386880000
2008-06-16,3358080000
2008-06-17,3299328000
2008-06-18,3126528000
2008-06-19,3216384000
2008-06-20,3153024000
2008-06-23,3138048000
2008-06-24,3069504000
2008-06-25,3101184000
2008-06-26,2964096000
2008-06-27,2980224000
2008-06-30,2990575000
2008-07-01,2954350000
2008-07-02,2920425000
2008-07-03,2885350000
2008-07-07,2890525000
2008-07-08,2962400000
2008-07-09,2893400000
2008-07-10,2931925000
2008-07-11,2930200000
2008-07-14,2902025000
2008-07-15,2875000000
2008-07-16,2895700000
2008-07-17,2963550000
2008-07-18,2948600000
2008-07-21,2933075000
2008-07-22,2981375000
2008-07-23,3003225000
2008-07-24,3263700000
2008-07-25,3236100000
2008-07-28,3239550000
2008-07-29,3269450000
2008-07-30,3284400000
2008-07-31,3236675000
2008-08-01,3212525000
2008-08-04,3216550000
2008-08-05,3433900000
2008-08-06,3329825000
2008-08-07,3275200000
2008-08-08,3412050000
2008-08-11,3434475000
2008-08-12,3352250000
2008-08-13,3336725000
2008-08-14,3409175000
2008-08-15,3410325000
2008-08-18,3366625000
2008-08-19,3345925000
2008-08-20,3302225000
2008-08-21,3264275000
2008-08-22,3302800000
2008-08-25,3229200000
2008-08-26,3209650000
2008-08-27,3220000000
2008-08-28,3276925000
2008-08-29,3278650000
2008-09-02,3291875000
2008-09-03,3378700000
2008-09-04,3357425000
2008-09-05,3335000000
2008-09-08,3348800000
2008-09-09,3339025000
2008-09-10,3319475000
2008-09-11,3319475000
2008-09-12,3310275000
2008-09-15,3192975000
2008-09-16,3171700000
2008-09-17,3036000000
2008-09-18,3136050000
2008-09-19,3360300000
2008-09-22,3294750000
2008-09-23,3304525000
2008-09-24,3251625000
2008-09-25,3266000000
2008-09-26,3161925000
2008-09-29,2954350000
2008-09-30,3027950000
2008-10-01,3013000000
2008-10-02,2934800000
2008-10-03,2790475000
2008-10-06,2661100000
2008-10-07,2529425000
2008-10-08,2496650000
2008-10-09,2309775000
2008-10-10,2317250000
2008-10-13,2508150000
2008-10-14,2446625000
2008-10-15,2242500000
2008-10-16,2293675000
2008-10-17,2236750000
2008-10-20,2385675000
2008-10-21,2253425000
2008-10-22,2118875000
2008-10-23,2185000000
2008-10-24,1996400000
2008-10-27,1991225000
2008-10-28,2065400000
2008-10-29,2034925000
2008-10-30,2067125000
2008-10-31,2124625000
2008-11-03,2128650000
2008-11-04,2252850000
2008-11-05,2117150000
2008-11-06,2007900000
2008-11-07,2024575000
2008-11-10,1987775000
2008-11-11,1926250000
2008-11-12,1820450000
2008-11-13,1960750000
2008-11-14,1858975000
2008-11-17,1807800000
2008-11-18,1843450000
2008-11-19,1800900000
2008-11-20,1645650000
2008-11-21,1746275000
2008-11-24,1812975000
2008-11-25,1850924999
2008-11-26,1933725000
2008-11-28,2072874999
2008-12-01,1899225000
2008-12-02,1986050000
2008-12-03,2042975000
2008-12-04,1990075000
2008-12-05,2070000000
2008-12-08,2238475000
2008-12-09,2214900000
2008-12-10,2227550000
2008-12-11,2145325000
2008-12-12,2131525000
2008-12-15,2064824999
2008-12-16,2210300000
2008-12-17,2236750000
2008-12-18,2204550000
2008-12-19,2209725000
2008-12-22,2125200000
2008-12-23,2115425000
2008-12-24,2134399999
2008-12-26,2154525000
2008-12-29,2144175000
2008-12-30,2212600000
2008-12-31,2264350000
2009-01-02,2363250000
2009-01-05,2361525000
2009-01-06,2357500000
2009-01-07,2328750000
2009-01-08,2298850000
2009-01-09,2232725000
2009-01-12,2139000000
2009-01-13,2108525000
2009-01-14,2028600000
2009-01-15,2035500000
2009-01-16,2059075000
2009-01-20,1893475000
2009-01-21,1949250000
2009-01-22,1902100000
2009-01-23,1852650000
2009-01-26,1855525000
2009-01-27,1877949999
2009-01-28,1944075000
2009-01-29,1789400000
2009-01-30,1735350000
2009-02-02,1699125000
2009-02-03,1794000000
2009-02-04,1745700000
2009-02-05,1730750000
2009-02-06,1818150000
2009-02-09,1795150000
2009-02-10,1709475000
2009-02-11,1707175000
2009-02-12,1656575000
2009-02-13,1636450000
2009-02-17,1553650000
2009-02-18,1547900000
2009-02-19,1511675000
2009-02-20,1467975000
2009-02-23,1397250000
2009-02-24,1438075000
2009-02-25,1405875000
2009-02-26,1393800000
2009-02-27,1356425000
2009-03-02,1285125000
2009-03-03,1263850000
2009-03-04,1277075000
2009-03-05,1187950000
2009-03-06,1237400000
2009-03-09,1194275000
2009-03-10,1332275000
2009-03-11,1318475000
2009-03-12,1372525000
2009-03-13,1393800000
2009-03-16,1398975000
2009-03-17,1458775000
2009-03-18,1522600000
2009-03-19,1511100000
2009-03-20,1452450000
2009-03-23,1582400000
2009-03-24,1543300000
2009-03-25,1549050000
2009-03-26,1675550000
2009-03-27,1561700000
2009-03-30,1448425000
2009-03-31,1443250000
2009-04-01,1497300000
2009-04-02,1575500000
2009-04-03,1618625000
2009-04-06,1615600000
2009-04-07,1545783000
2009-04-08,1587327000
2009-04-09,1684263000
