,SNA
2013-11-26,6178935000
2013-11-27,6160924000
2013-11-29,6167315000
2013-12-02,6116187000
2013-12-03,6123740000
2013-12-04,6072612000
2013-12-05,6044143000
2013-12-06,6156276000
2013-12-09,6170801000
2013-12-10,6134779000
2013-12-11,6009864000
2013-12-12,5995339000
2013-12-13,6030199000
2013-12-16,6081908000
2013-12-17,6099919000
2013-12-18,6241683000
2013-12-19,6189974000
2013-12-20,6210309000
2013-12-23,6270733000
2013-12-24,6303850000
2013-12-26,6325928000
2013-12-27,6290487000
2013-12-30,6328668000
2013-12-31,6374064000
2014-01-02,6317610000
2014-01-03,6329832000
2014-01-06,6264066000
2014-01-07,6278616000
2014-01-08,6271632000
2014-01-09,6256500000
2014-01-10,6258246000
2014-01-13,6168618000
2014-01-14,6280362000
2014-01-15,6284436000
2014-01-16,6279780000
2014-01-17,6266394000
2014-01-21,6168618000
2014-01-22,6139518000
2014-01-23,6041742000
2014-01-24,5820582000
2014-01-27,5786244000
2014-01-28,5839206000
2014-01-29,5824074000
2014-01-30,5862486000
2014-01-31,5828730000
2014-02-03,5658786000
2014-02-04,5708256000
2014-02-05,5677992000
2014-02-06,6118566000
2014-02-07,6324012000
2014-02-10,6268140000
2014-02-11,6352530000
2014-02-12,6344382000
2014-02-13,6368826000
2014-02-14,6376974000
2014-02-18,6367662000
2014-02-19,6310626000
2014-02-20,6343218000
2014-02-21,6330414000
2014-02-24,6359514000
2014-02-25,6315864000
2014-02-26,6383376000
2014-02-27,6465438000
2014-02-28,6528294000
2014-03-03,6492210000
2014-03-04,6570780000
2014-03-05,6567870000
2014-03-06,6601044000
2014-03-07,6645276000
2014-03-10,6587658000
2014-03-11,6553320000
2014-03-12,6515490000
2014-03-13,6411894000
2014-03-14,6463692000
2014-03-17,6499776000
2014-03-18,6563214000
2014-03-19,6524802000
2014-03-20,6544590000
2014-03-21,6546336000
2014-03-24,6431100000
2014-03-25,6575436000
2014-03-26,6462528000
2014-03-27,6424698000
2014-03-28,6530040000
2014-03-31,6593188000
2014-04-01,6620495000
2014-04-02,6596674000
2014-04-03,6611780000
2014-04-04,6495580000
2014-04-07,6384028000
2014-04-08,6410173000
2014-04-09,6520563000
2014-04-10,6391581000
2014-04-11,6353816000
2014-04-14,6384609000
2014-04-15,6421793000
2014-04-16,6539736000
2014-04-17,6736114000
2014-04-21,6761097000
2014-04-22,6797700000
2014-04-23,6792471000
2014-04-24,6801186000
2014-04-25,6708807000
2014-04-28,6686148000
2014-04-29,6681500000
2014-04-30,6739600000
2014-05-01,6740181000
2014-05-02,6702997000
2014-05-05,6740181000
2014-05-06,6697187000
2014-05-07,6725656000
2014-05-08,6698349000
2014-05-09,6669299000
2014-05-12,6779108000
2014-05-13,6757030000
2014-05-14,6712293000
2014-05-15,6621076000
2014-05-16,6679176000
2014-05-19,6711712000
2014-05-20,6579825000
2014-05-21,6698930000
2014-05-22,6672785000
2014-05-23,6729723000
2014-05-27,6758192000
2014-05-28,6783175000
2014-05-29,6797700000
2014-05-30,6813387000
2014-06-02,6845923000
2014-06-03,6797119000
2014-06-04,6755868000
2014-06-05,6786080000
2014-06-06,6870325000
2014-06-09,6886593000
2014-06-10,6887174000
2014-06-11,6846504000
2014-06-12,6777946000
2014-06-13,6787242000
2014-06-16,6773298000
2014-06-17,6842437000
2014-06-18,6893565000
2014-06-19,6898794000
2014-06-20,6940626000
2014-06-23,6871487000
2014-06-24,6811644000
2014-06-25,6862191000
2014-06-26,6871487000
2014-06-27,6893565000
2014-06-30,6886012000
2014-07-01,6950503000
2014-07-02,6931911000
2014-07-03,6992916000
2014-07-07,6937721000
2014-07-08,6900537000
2014-07-09,6924358000
2014-07-10,6846504000
2014-07-11,6865677000
2014-07-14,6923777000
2014-07-15,6883107000
2014-07-16,6916224000
2014-07-17,7196847000
2014-07-18,7182903000
2014-07-21,7142233000
2014-07-22,7184065000
2014-07-23,7163730000
2014-07-24,7177093000
2014-07-25,7243327000
2014-07-28,7223573000
2014-07-29,7181741000
2014-07-30,7148624000
2014-07-31,6983620000
2014-08-01,6957475000
2014-08-04,7041139000
2014-08-05,6939464000
2014-08-06,6911576000
2014-08-07,6923777000
2014-08-08,7044044000
2014-08-11,7073675000
2014-08-12,7104468000
2014-08-13,7180579000
2014-08-14,7236355000
2014-08-15,7195685000
2014-08-18,7264243000
2014-08-19,7288645000
2014-08-20,7340354000
2014-08-21,7320600000
2014-08-22,7262500000
2014-08-25,7311885000
2014-08-26,7263662000
2014-08-27,7259595000
2014-08-28,7275863000
2014-08-29,7259595000
2014-09-02,7287483000
2014-09-03,7325248000
2014-09-04,7321181000
2014-09-05,7379281000
2014-09-08,7299103000
2014-09-09,7261919000
2014-09-10,7279349000
2014-09-11,7275282000
2014-09-12,7304913000
2014-09-15,7283416000
2014-09-16,7311304000
2014-09-17,7261919000
2014-09-18,7281673000
2014-09-19,7195685000
2014-09-22,7135842000
2014-09-23,7083552000
2014-09-24,7141652000
2014-09-25,7008603000
2014-09-26,7073675000
2014-09-29,7052178000
2014-09-30,7034748000
2014-10-01,6886593000
2014-10-02,6880202000
2014-10-03,7024290000
2014-10-06,7023128000
2014-10-07,6870325000
2014-10-08,6978391000
2014-10-09,6844180000
2014-10-10,6726818000
2014-10-13,6581568000
2014-10-14,6664070000
2014-10-15,6654774000
2014-10-16,7079485000
2014-10-17,7108535000
2014-10-20,7225316000
2014-10-21,7424599000
2014-10-22,7300265000
2014-10-23,7415303000
2014-10-24,7450744000
2014-10-27,7433895000
2014-10-28,7563458000
2014-10-29,7519301999
2014-10-30,7582050000
2014-10-31,7677333999
2014-11-03,7705222000
2014-11-04,7716261000
2014-11-05,7805735000
2014-11-06,7878360000
2014-11-07,7850472000
2014-11-10,7887655999
2014-11-11,7884751000
2014-11-12,7903924000
2014-11-13,7877198000
2014-11-14,7863254000
2014-11-17,7837108999
2014-11-18,7902762000
2014-11-19,7888818000
2014-11-20,7918449000
2014-11-21,7885332000
2014-11-24,7930650000
2014-11-25,7885912999
2014-11-26,7906248000
2014-11-28,7862673000
2014-12-01,7754607000
2014-12-02,7862673000
2014-12-03,7989330999
2014-12-04,7933555000
2014-12-05,7946337000
2014-12-08,7896951999
2014-12-09,7917287000
2014-12-10,7823746000
2014-12-11,7826069999
2014-12-12,7706965000
2014-12-15,7702317000
2014-12-16,7699993000
2014-12-17,7798762999
2014-12-18,7956794999
2014-12-19,7957376000
2014-12-22,8014894999
2014-12-23,8081129000
2014-12-24,8081129000
2014-12-26,8096235000
2014-12-29,8074157000
2014-12-30,8029419999
2014-12-31,7944594000
2015-01-02,7918449000
2015-01-05,7776104000
2015-01-06,7752283000
2015-01-07,7801087000
2015-01-08,7978873000
2015-01-09,7885912999
2015-01-12,7785400000
2015-01-13,7777847000
2015-01-14,7831299000
2015-01-15,7740082000
2015-01-16,7701736000
2015-01-20,7712775000
2015-01-21,7773780000
2015-01-22,7836528000
2015-01-23,7805154000
2015-01-26,7837690000
2015-01-27,7736015000
2015-01-28,7670362000
2015-01-29,7857444000
2015-01-30,7710451000
2015-02-02,7640150000
2015-02-03,7738339000
2015-02-04,7637244999
2015-02-05,8114826999
2015-02-06,8191519000
2015-02-09,8186290000
2015-02-10,8261819999
2015-02-11,8294937000
2015-02-12,8406489000
2015-02-13,8447740000
2015-02-17,8449483000
2015-02-18,8447158999
2015-02-19,8455874000
2015-02-20,8486086000
2015-02-23,8471561000
2015-02-24,8528499000
2015-02-25,8603448000
2015-02-26,8552901000
2015-02-27,8554062999
2015-03-02,8615649000
2015-03-03,8594152000
2015-03-04,8566844999
2015-03-05,8560454000
2015-03-06,8444254000
2015-03-09,8501773000
2015-03-10,8334444999
2015-03-11,8261819999
2015-03-12,8386735000
2015-03-13,8279250000
2015-03-16,8379762999
2015-03-17,8367562000
2015-03-18,8480857000
2015-03-19,8388478000
2015-03-20,8348389000
2015-03-23,8320501000
2015-03-24,8294937000
2015-03-25,8225217000
2015-03-26,8261819999
2015-03-27,8369886000
2015-03-30,8504097000
2015-03-31,8544186000
2015-04-01,8554062999
2015-04-02,8587180000
2015-04-06,8707447000
2015-04-07,8619135000
2015-04-08,8626107000
2015-04-09,8577303000
2015-04-10,8619716000
2015-04-13,8555805999
2015-04-14,8540119000
2015-04-15,8604029000
2015-04-16,8606353000
2015-04-17,8491896000
2015-04-20,8634241000
2015-04-21,8624945000
2015-04-22,8669101000
2015-04-23,8873032000
2015-04-24,8943333000
2015-04-27,8892786000
2015-04-28,8806798000
2015-04-29,8739983000
2015-04-30,8688855000
2015-05-01,8816094000
2015-05-04,8872451000
2015-05-05,8794597000
2015-05-06,8886395000
2015-05-07,8938685000
2015-05-08,9033388000
2015-05-11,9028740000
2015-05-12,9034550000
2015-05-13,9086840000
2015-05-14,9155979000
2015-05-15,9133320000
2015-05-18,9076963000
2015-05-19,9128091000
2015-05-20,9097298000
2015-05-21,9164694000
2015-05-22,9144359000
2015-05-26,9053142000
2015-05-27,9151331000
2015-05-28,9110661000
2015-05-29,9028740000
2015-06-01,9010148000
2015-06-02,9063600000
2015-06-03,9102527000
2015-06-04,9013053000
2015-06-05,9062438000
2015-06-08,8992718000
2015-06-09,8989813000
2015-06-10,9172828000
2015-06-11,9178638000
2015-06-12,9114147000
2015-06-15,9088002000
2015-06-16,9159465000
2015-06-17,9179219000
2015-06-18,9289028000
2015-06-19,9294838000
2015-06-22,9347709000
2015-06-23,9325631000
2015-06-24,9329117000
2015-06-25,9323307000
2015-06-26,9423239000
2015-06-29,9210012000
2015-06-30,9252425000
2015-07-01,9383150000
2015-07-02,9341899000
2015-07-06,9291352000
2015-07-07,9344804000
2015-07-08,9287285000
2015-07-09,9264045000
2015-07-10,9346547000
2015-07-13,9447060000
2015-07-14,9490635000
2015-07-15,9447060000
2015-07-16,9394189000
2015-07-17,9446479000
2015-07-20,9526657000
2015-07-21,9444155000
2015-07-22,9419753000
2015-07-23,9416267000
2015-07-24,9280894000
2015-07-27,9126929000
2015-07-28,9361653000
2015-07-29,9541182000
2015-07-30,9550478000
2015-07-31,9574880000
2015-08-03,9505741000
2015-08-04,9620198000
2015-08-05,9725359000
2015-08-06,9637628000
2015-08-07,9648667000
2015-08-10,9732331000
2015-08-11,9594634000
2015-08-12,9592891000
2015-08-13,9675393000
2015-08-14,9764867000
2015-08-17,9848531000
2015-08-18,9876419000
2015-08-19,9846788000
2015-08-20,9684689000
2015-08-21,9349452000
2015-08-24,8962506000
2015-08-25,8800988000
2015-08-26,9045589000
2015-08-27,9298905000
2015-08-28,9289609000
2015-08-31,9282637000
2015-09-01,8972964000
2015-09-02,9029902000
2015-09-03,9145521000
2015-09-04,8970640000
2015-09-08,9280894000
2015-09-09,9160046000
2015-09-10,9158884000
2015-09-11,9171666000
2015-09-14,9175152000
2015-09-15,9211174000
2015-09-16,9243129000
2015-09-17,9246615000
2015-09-18,9039198000
2015-09-21,9121119000
2015-09-22,9022349000
2015-09-23,8934037000
2015-09-24,8852697000
2015-09-25,8931713000
2015-09-28,8752184000
2015-09-29,8651090000
2015-09-30,8769614000
2015-10-01,8692341000
2015-10-02,8791111000
2015-10-05,9015958000
2015-10-06,8980517000
2015-10-07,9139130000
2015-10-08,9395932000
2015-10-09,9405809000
2015-10-12,9505160000
2015-10-13,9399999000
2015-10-14,9234995000
2015-10-15,9330860000
2015-10-16,9294257000
2015-10-19,9283218000
2015-10-20,9257654000
2015-10-21,9300648000
2015-10-22,9534791000
2015-10-23,9528400000
2015-10-26,9433116000
2015-10-27,9348290000
2015-10-28,9576623000
2015-10-29,9574880000
2015-10-30,9638209000
2015-11-02,9692823000
2015-11-03,9749180000
2015-11-04,9819481000
2015-11-05,9845045000
2015-11-06,9886877000
2015-11-09,9838073000
2015-11-10,9896173000
2015-11-11,9865961000
2015-11-12,9692823000
2015-11-13,9637628000
2015-11-16,9638790000
2015-11-17,9545830000
2015-11-18,9738141000
2015-11-19,9808442000
2015-11-20,9798565000
2015-11-23,9737560000
2015-11-24,9831682000
2015-11-25,9928709000
2015-11-27,9979256000
2015-11-30,10002496000
2015-12-01,10078607000
2015-12-02,9992619000
2015-12-03,9906050000
2015-12-04,10098942000
2015-12-07,10114629000
2015-12-08,9918832000
2015-12-09,9843883000
2015-12-10,9858989000
2015-12-11,9710253000
2015-12-14,9780554000
2015-12-15,9806118000
2015-12-16,9950206000
2015-12-17,9903145000
2015-12-18,9684689000
2015-12-21,9788107000
2015-12-22,9893849000
2015-12-23,10014116000
2015-12-24,9985066000
2015-12-28,9999010000
2015-12-29,10104171000
2015-12-30,10017602000
2015-12-31,9960083000
2016-01-04,9791593000
2016-01-05,9780554000
2016-01-06,9748599000
2016-01-07,9542344000
2016-01-08,9442412000
2016-01-11,9473205000
2016-01-12,9576623000
2016-01-13,9383731000
2016-01-14,9474948000
2016-01-15,9139130000
2016-01-19,9058952000
2016-01-20,8878261000
2016-01-21,8744631000
2016-01-22,8895110000
2016-01-25,8914283000
2016-01-26,9241386000
2016-01-27,9185610000
2016-01-28,9135063000
2016-01-29,9386636000
2016-02-01,9359910000
2016-02-02,8979355000
2016-02-03,8897434000
2016-02-04,8433215000
2016-02-05,8128190000
2016-02-08,7867321000
2016-02-09,7888818000
2016-02-10,8213016000
2016-02-11,8019543000
2016-02-12,8134580999
2016-02-16,8243228000
2016-02-17,8334444999
2016-02-18,8418690000
2016-02-19,8437282000
2016-02-22,8563358999
2016-02-23,8397774000
2016-02-24,8468075000
2016-02-25,8397774000
2016-02-26,8554062999
2016-02-29,8405326999
2016-03-01,8746955000
2016-03-02,8762061000
2016-03-03,8951467000
2016-03-04,8949724000
2016-03-07,8939847000
2016-03-08,8828876000
2016-03-09,8794597000
2016-03-10,8735916000
2016-03-11,8877680000
2016-03-14,8953210000
2016-03-15,9003757000
2016-03-16,9058371000
2016-03-17,9063600000
2016-03-18,9024673000
2016-03-21,9180962000
2016-03-22,9114147000
2016-03-23,9052561000
2016-03-24,9170504000
2016-03-28,9185610000
2016-03-29,9225118000
2016-03-30,9211174000
2016-03-31,9121119000
2016-04-01,9251844000
2016-04-04,8999690000
2016-04-05,8927646000
2016-04-06,9105432000
2016-04-07,9022349000
2016-04-08,9168180000
2016-04-11,9073477000
2016-04-12,9075801000
2016-04-13,9267531000
2016-04-14,9337251000
2016-04-15,9344804000
2016-04-18,9362234000
2016-04-19,9388960000
2016-04-20,9373273000
2016-04-21,9307620000
2016-04-22,9333765000
2016-04-25,9393027000
2016-04-26,9399418000
2016-04-27,9451708000
2016-04-28,9360491000
2016-04-29,9254168000
2016-05-02,9263464000
2016-05-03,9092650000
2016-05-04,9162951000
2016-05-05,9205945000
2016-05-06,9298905000
2016-05-09,9263464000
2016-05-10,9449384000
2016-05-11,9462166000
2016-05-12,9487149000
2016-05-13,9389541000
2016-05-16,9516780000
2016-05-17,9530724000
2016-05-18,9487730000
2016-05-19,9395932000
2016-05-20,9423820000
2016-05-23,9422077000
2016-05-24,9551059000
2016-05-25,9451127000
2016-05-26,9452289000
2016-05-27,9444155000
2016-05-31,9401742000
2016-06-01,9495864000
2016-06-02,9429049000
2016-06-03,9243710000
2016-06-06,9237900000
2016-06-07,9266950000
2016-06-08,9275665000
2016-06-09,9316335000
2016-06-10,9057790000
2016-06-13,8942171000
2016-06-14,8918931000
2016-06-15,8892205000
2016-06-16,8917769000
2016-06-17,8887557000
2016-06-20,8959020000
2016-06-21,8977612000
2016-06-22,8852116000
2016-06-23,9041522000
2016-06-24,8722553000
2016-06-27,8600543000
2016-06-28,8788206000
2016-06-29,8959601000
2016-06-30,9169342000
2016-07-01,9179800000
2016-07-05,8992320000
2016-07-06,9067720000
2016-07-07,9120500000
2016-07-08,9289280000
2016-07-11,9361200000
2016-07-12,9436600000
2016-07-13,9419200000
2016-07-14,9436600000
2016-07-15,9419780000
2016-07-18,9355980000
2016-07-19,9284060000
2016-07-20,9373960000
2016-07-21,9050320000
2016-07-22,9180240000
2016-07-25,9172700000
2016-07-26,9151820000
2016-07-27,9045100000
2016-07-28,9016100000
2016-07-29,9115860000
2016-08-01,9110640000
2016-08-02,8948820000
2016-08-03,8949400000
2016-08-04,8899520000
2016-08-05,9071200000
2016-08-08,8997540000
2016-08-09,9052060000
2016-08-10,9036980000
2016-08-11,9094400000
2016-08-12,8904160000
2016-08-15,8911120000
2016-08-16,8817160000
2016-08-17,8864720000
2016-08-18,8903580000
2016-08-19,8927360000
2016-08-22,8885600000
2016-08-23,8975500000
2016-08-24,8991160000
2016-08-25,9009720000
2016-08-26,8937800000
2016-08-29,8997540000
2016-08-30,8965060000
2016-08-31,8890820000
2016-09-01,8885020000
2016-09-02,8913440000
2016-09-06,8860660000
2016-09-07,8776560000
2016-09-08,8774240000
2016-09-09,8556160000
2016-09-12,8571240000
2016-09-13,8512079999
2016-09-14,8541079999
2016-09-15,8613000000
2016-09-16,8583420000
2016-09-19,8662880000
2016-09-20,8669840000
2016-09-21,8694200000
2016-09-22,8862400000
2016-09-23,8803820000
2016-09-26,8756840000
2016-09-27,8754520000
2016-09-28,8751620000
2016-09-29,8653600000
2016-09-30,8813680000
2016-10-03,8738860000
2016-10-04,8724940000
2016-10-05,8767860000
2016-10-06,8868780000
2016-10-07,8716820000
2016-10-10,8658240000
2016-10-11,8508599999
2016-10-12,8548040000
2016-10-13,8466260000
2016-10-14,8545140000
2016-10-17,8651860000
2016-10-18,8674480000
2016-10-19,8648380000
2016-10-20,9225480000
2016-10-21,9197060000
2016-10-24,9263760000
2016-10-25,9092080000
2016-10-26,8988840000
2016-10-27,8916340000
2016-10-28,8886180000
2016-10-31,8937800000
2016-11-01,8821800000
2016-11-02,8836880000
2016-11-03,8859500000
2016-11-04,8925040000
2016-11-07,9150080000
2016-11-08,9168060000
2016-11-09,9304940000
2016-11-10,9665120000
2016-11-11,9655260000
2016-11-14,9721380000
2016-11-15,9773580000
2016-11-16,9663380000
2016-11-17,9717900000
2016-11-18,9730660000
2016-11-21,9775900000
2016-11-22,9905240000
2016-11-23,9812440000
2016-11-25,9893640000
2016-11-28,9766040000
2016-11-29,9732980000
2016-11-30,9697600000
2016-12-01,9703980000
2016-12-02,9701660000
2016-12-05,9803740000
2016-12-06,9837380000
2016-12-07,10028200000
2016-12-08,10046180000
2016-12-09,10219600000
2016-12-12,10143620000
2016-12-13,10051980000
2016-12-14,9952800000
2016-12-15,10116360000
2016-12-16,9974840000
2016-12-19,9993400000
2016-12-20,10115780000
2016-12-21,10069960000
2016-12-22,10024720000
2016-12-23,10057780000
2016-12-27,10090840000
2016-12-28,9960920000
2016-12-29,9984700000
2016-12-30,9933660000
2017-01-03,9909585000
2017-01-04,10003383000
2017-01-05,9941430000
2017-01-06,10027701000
2017-01-09,10074021000
2017-01-10,10206033000
2017-01-11,10272039000
2017-01-12,10275513000
2017-01-13,10255827000
2017-01-17,10098918000
2017-01-18,10144080000
2017-01-19,10124973000
2017-01-20,10123236000
2017-01-23,10054335000
2017-01-24,10270302000
2017-01-25,10364679000
2017-01-26,10423158000
2017-01-27,10457319000
2017-01-30,10507692000
2017-01-31,10510587000
2017-02-01,10439370000
2017-02-02,9668142000
2017-02-03,9830262000
2017-02-06,9718515000
2017-02-07,9658878000
2017-02-08,9646719000
2017-02-09,9767730000
2017-02-10,9836631000
2017-02-13,9950694000
2017-02-14,10012068000
2017-02-15,10152765000
2017-02-16,10034649000
2017-02-17,9991803000
2017-02-21,9981381000
2017-02-22,9900321000
2017-02-23,9902637000
2017-02-24,9921744000
2017-02-27,9906690000
2017-02-28,9823893000
2017-03-01,10008015000
2017-03-02,9905532000
2017-03-03,9871371000
2017-03-06,9785679000
2017-03-07,9753834000
2017-03-08,9785679000
2017-03-09,9746886000
2017-03-10,9833736000
2017-03-13,9887004000
2017-03-14,9811155000
2017-03-15,9973275000
2017-03-16,10010331000
2017-03-17,10009752000
2017-03-20,9943746000
2017-03-21,9816945000
2017-03-22,9679722000
2017-03-23,9632244000
2017-03-24,9583608000
2017-03-27,9548289000
2017-03-28,9712725000
2017-03-29,9684933000
2017-03-30,9745149000
2017-03-31,9765993000
2017-04-03,9665316000
2017-04-04,9521972000
2017-04-05,9429492000
2017-04-06,9502898000
2017-04-07,9501164000
2017-04-10,9500586000
2017-04-11,9547982000
2017-04-12,9400014000
2017-04-13,9328342000
2017-04-17,9450878000
2017-04-18,9439318000
2017-04-19,9465906000
2017-04-20,10006914000
2017-04-21,10127138000
2017-04-24,10130028000
2017-04-25,10109220000
2017-04-26,9839294000
2017-04-27,9844496000
2017-04-28,9683234000
2017-05-01,9680922000
2017-05-02,9759530000
2017-05-03,9666472000
2017-05-04,9812128000
2017-05-05,9852010000
2017-05-08,9854900000
2017-05-09,9865882000
2017-05-10,9874552000
2017-05-11,9902296000
2017-05-12,9826000000
2017-05-15,9879176000
2017-05-16,9865304000
2017-05-17,9489026000
2017-05-18,9497696000
2017-05-19,9578038000
2017-05-22,9473420000
2017-05-23,9433538000
2017-05-24,9373426000
2017-05-25,9259560000
2017-05-26,9289038000
2017-05-30,9227770000
2017-05-31,9343948000
2017-06-01,9446832000
2017-06-02,9406950000
2017-06-05,9424868000
2017-06-06,9385564000
2017-06-07,9299442000
2017-06-08,9067664000
2017-06-09,9104078000
2017-06-12,9101766000
2017-06-13,9118528000
2017-06-14,9075756000
2017-06-15,9026048000
2017-06-16,9130088000
2017-06-19,9111592000
2017-06-20,9039342000
2017-06-21,8857272000
2017-06-22,8945706000
2017-06-23,8928366000
2017-06-26,9019690000
2017-06-27,8953220000
2017-06-28,9012176000
2017-06-29,9046278000
2017-06-30,9132400000
2017-07-03,9085076000
2017-07-05,8978112000
2017-07-06,8827104000
2017-07-07,8922628000
2017-07-10,8816808000
2017-07-11,8779056000
2017-07-12,8748168000
2017-07-13,8824816000
2017-07-14,8908328000
2017-07-17,9095944000
2017-07-18,8962668000
2017-07-19,9021012000
2017-07-20,8599448000
2017-07-21,8580000000
2017-07-24,8437571999
2017-07-25,8576568000
2017-07-26,8582288000
2017-07-27,8859136000
2017-07-28,8718996000
2017-07-31,8820240000
2017-08-01,8749312000
2017-08-02,8751028000
2017-08-03,8743020000
2017-08-04,8737872000
2017-08-07,8863140000
2017-08-08,8821956000
2017-08-09,8877440000
2017-08-10,8738444000
2017-08-11,8720712000
2017-08-14,8795072000
2017-08-15,8666944000
2017-08-16,8666944000
2017-08-17,8512504000
2017-08-18,8463312000
2017-08-21,8105239999
2017-08-22,8122400000
2017-08-23,8094371999
2017-08-24,8169876000
2017-08-25,8288852000
2017-08-28,8280271999
2017-08-29,8334039999
2017-08-30,8359780000
2017-08-31,8441004000
2017-09-01,8351771999
2017-09-05,8275123999
2017-09-06,8334039999
2017-09-07,8370648000
2017-09-08,8408400000
2017-09-11,8420412000
2017-09-12,8543964000
2017-09-13,8521084000
2017-09-14,8408971999
2017-09-15,8388952000
2017-09-18,8388952000
2017-09-19,8396960000
2017-09-20,8526232000
2017-09-21,8498776000
2017-09-22,8541104000
2017-09-25,8526232000
2017-09-26,8558836000
2017-09-27,8582860000
2017-09-28,8430707999
2017-09-29,8523371999
2017-10-02,8385930000
2017-10-03,8541855000
2017-10-04,8586648000
2017-10-05,8425053000
2017-10-06,8463609000
2017-10-09,8558298000
2017-10-10,8519175000
2017-10-11,8558298000
2017-10-12,8596287000
2017-10-13,8618967000
2017-10-16,8619534000
2017-10-17,8632575000
2017-10-18,8704584000
2017-10-19,8855973000
2017-10-20,9078804000
2017-10-23,9193905000
2017-10-24,9203544000
2017-10-25,9067464000
2017-10-26,9041949000
2017-10-27,8984115000
2017-10-30,8907003000
2017-10-31,8946126000
2017-11-01,8979012000
2017-11-02,8986950000
2017-11-03,8971074000
2017-11-06,9023805000
2017-11-07,8989785000
2017-11-08,8920611000
2017-11-09,8891127000
2017-11-10,8837829000
2017-11-13,8849169000
2017-11-14,8883756000
2017-11-15,8884323000
2017-11-16,8905869000
2017-11-17,8903034000
2017-11-20,9039114000
2017-11-21,9135504000
2017-11-22,9149679000
2017-11-24,9054990000
2017-11-27,9145143000
2017-11-28,9302769000
2017-11-29,9481374000
2017-11-30,9606681000
2017-12-01,9539775000
2017-12-04,9827244000
2017-12-05,9705339000
2017-12-06,9560754000
2017-12-07,9691731000
2017-12-08,9763173000
2017-12-11,9714411000
2017-12-12,9683226000
2017-12-13,9654876000
2017-12-14,9383850000
2017-12-15,9536940000
2017-12-18,9787554000
2017-12-19,9772245000
2017-12-20,9919098000
2017-12-21,9953685000
2017-12-22,9905490000
2017-12-26,9912294000
2017-12-27,9945747000
2017-12-28,9972396000
2017-12-29,9882810000
2018-01-02,10029663000
2018-01-03,9933273000
2018-01-04,9988839000
2018-01-05,10118115000
2018-01-08,10289349000
2018-01-09,10135692000
2018-01-10,10228113000
2018-01-11,10419192000
2018-01-12,10409553000
2018-01-16,10243989000
2018-01-17,10272339000
2018-01-18,10192392000
2018-01-19,10364193000
2018-01-22,10358523000
2018-01-23,10387440000
2018-01-24,10363059000
2018-01-25,10264401000
2018-01-26,10333575000
2018-01-29,10087497000
2018-01-30,9802863000
2018-01-31,9713277000
2018-02-01,9632196000
2018-02-02,9519363000
2018-02-05,9315243000
2018-02-06,9472869000
2018-02-07,9447921000
2018-02-08,8886024000
2018-02-09,9004527000
2018-02-12,9029475000
2018-02-13,8938188000
2018-02-14,9017001000
2018-02-15,9138906000
2018-02-16,9121896000
2018-02-20,9125298000
2018-02-21,8963136000
2018-02-22,9060093000
2018-02-23,9084474000
2018-02-26,9081072000
2018-02-27,8973909000
2018-02-28,9027774000
2018-03-01,8687574000
2018-03-02,8711955000
2018-03-05,8848035000
2018-03-06,9011898000
2018-03-07,9012465000
2018-03-08,8775459000
2018-03-09,8696646000
2018-03-12,8588349000
2018-03-13,8614998000
2018-03-14,8630307000
2018-03-15,8626338000
2018-03-16,8669430000
2018-03-19,8472681000
2018-03-20,8549793000
2018-03-21,8601390000
2018-03-22,8414847000
2018-03-23,8292941999
2018-03-26,8439795000
2018-03-27,8299746000
2018-03-28,8347374000
2018-03-29,8365518000
2018-04-02,8207892000
2018-04-03,8347763999
2018-04-04,8491584000
2018-04-05,8438004000
2018-04-06,8232144000
2018-04-09,8200560000
2018-04-10,8286287999
2018-04-11,8154876000
2018-04-12,8202816000
2018-04-13,8209584000
2018-04-16,8294184000
2018-04-17,8146416000
2018-04-18,8101295999
2018-04-19,8606076000
2018-04-20,8281776000
2018-04-23,8312795999
2018-04-24,8243987999
2018-04-25,8254704000
2018-04-26,8338176000
2018-04-27,8303771999
2018-04-30,8192100000
2018-05-01,8184204000
2018-05-02,8188716000
2018-05-03,8072532000
2018-05-04,8219171999
2018-05-07,8268240000
2018-05-08,8341560000
2018-05-09,8349456000
2018-05-10,8333100000
2018-05-11,8402471999
2018-05-14,8437440000
2018-05-15,8434056000
2018-05-16,8502863999
2018-05-17,8563212000
2018-05-18,8478612000
2018-05-21,8716056000
2018-05-22,8620176000
2018-05-23,8526552000
2018-05-24,8559263999
2018-05-25,8529371999
2018-05-29,8423904000
2018-05-30,8477484000
2018-05-31,8337048000
2018-06-01,8506248000
2018-06-04,8628072000
2018-06-05,8642172000
2018-06-06,8765688000
2018-06-07,8820396000
2018-06-08,8851416000
2018-06-11,8904996000
2018-06-12,8942220000
2018-06-13,8938836000
2018-06-14,8994672000
2018-06-15,9089988000
2018-06-18,8986776000
2018-06-19,8955192000
2018-06-20,9033024000
2018-06-21,8953500000
2018-06-22,9005388000
2018-06-25,9002568000
2018-06-26,9040920000
2018-06-27,9130596000
2018-06-28,9136800000
2018-06-29,9064608000
2018-07-02,9021360271
2018-07-03,9006169954
2018-07-05,9218834387
2018-07-06,9190704171
2018-07-09,9315039726
2018-07-10,9357235050
2018-07-11,9188453754
2018-07-12,9232336891
2018-07-13,9297598992
2018-07-16,9219396991
