,PNC
2004-08-24,14797459999
2004-08-25,15002590000
2004-08-26,15098130000
2004-08-27,15086890000
2004-08-30,14954820000
2004-08-31,15081270000
2004-09-01,15033500000
2004-09-02,15134660000
2004-09-03,15075650000
2004-09-07,15207720000
2004-09-08,15075650000
2004-09-09,14937959999
2004-09-10,14884570000
2004-09-13,14954820000
2004-09-14,14971680000
2004-09-15,14929530000
2004-09-16,15067220000
2004-09-17,15072840000
2004-09-20,14968870000
2004-09-21,15140280000
2004-09-22,14867709999
2004-09-23,14752500000
2004-09-24,14977300000
2004-09-27,14878950000
2004-09-28,14985730000
2004-09-29,15033500000
2004-09-30,15202100000
2004-10-01,15401610000
2004-10-04,15662940000
2004-10-05,15440950000
2004-10-06,15483100000
2004-10-07,15320120000
2004-10-08,15227390000
2004-10-11,15221770000
2004-10-12,15148709999
2004-10-13,14952010000
2004-10-14,14752500000
2004-10-15,14890190000
2004-10-18,14895810000
2004-10-19,14668200000
2004-10-20,14634480000
2004-10-21,14648530000
2004-10-22,14440590000
2004-10-25,14449020000
2004-10-26,14583900000
2004-10-27,14777790000
2004-10-28,14732830000
2004-10-29,14696300000
2004-11-01,14805890000
2004-11-02,14915480000
2004-11-03,15053170000
2004-11-04,15401610000
2004-11-05,15336980000
2004-11-08,15061600000
2004-11-09,15089700000
2004-11-10,15266730000
2004-11-11,15457810000
2004-11-12,15651700000
2004-11-15,15567400000
2004-11-16,15370700000
2004-11-17,15455000000
2004-11-18,15336980000
2004-11-19,15174000000
2004-11-22,15292020000
2004-11-23,15230200000
2004-11-24,15266730000
2004-11-26,15283590000
2004-11-29,15308880000
2004-11-30,15286400000
2004-12-01,15615170000
2004-12-02,15603930000
2004-12-03,15699470000
2004-12-06,15651700000
2004-12-07,15376320000
2004-12-08,15407230000
2004-12-09,15511200000
2004-12-10,15491530000
2004-12-13,15626410000
2004-12-14,15550540000
2004-12-15,15643270000
2004-12-16,15648890000
2004-12-17,15471860000
2004-12-20,15547730000
2004-12-21,15882120000
2004-12-22,15876500000
2004-12-23,15879310000
2004-12-27,15879310000
2004-12-28,16070390000
2004-12-29,15997330000
2004-12-30,16047910000
2004-12-31,16140640000
2005-01-03,15896170000
2005-01-04,15783770000
2005-01-05,15643270000
2005-01-06,15750050000
2005-01-07,15654510000
2005-01-10,15730380000
2005-01-11,15778150000
2005-01-12,15547730000
2005-01-13,15356650000
2005-01-14,15356650000
2005-01-18,15547730000
2005-01-19,15455000000
2005-01-20,15356650000
2005-01-21,14850850000
2005-01-24,15016640000
2005-01-25,14929530000
2005-01-26,14937959999
2005-01-27,14878950000
2005-01-28,14842420000
2005-01-31,15137470000
2005-02-01,15174000000
2005-02-02,15033500000
2005-02-03,15072840000
2005-02-04,15230200000
2005-02-07,15336980000
2005-02-08,15137470000
2005-02-09,14971680000
2005-02-10,14935150000
2005-02-11,14808700000
2005-02-14,14752500000
2005-02-15,14760930000
2005-02-16,14710350000
2005-02-17,14710350000
2005-02-18,14648530000
2005-02-22,14485550000
2005-02-23,14513650000
2005-02-24,14713160000
2005-02-25,14853660000
2005-02-28,14791840000
2005-03-01,14946390000
2005-03-02,14904240000
2005-03-03,15013830000
2005-03-04,15280780000
2005-03-07,15328550000
2005-03-08,15370700000
2005-03-09,15280780000
2005-03-10,15233010000
2005-03-11,14988540000
2005-03-14,15019450000
2005-03-15,14808700000
2005-03-16,14687870000
2005-03-17,14791840000
2005-03-18,14696300000
2005-03-21,14595140000
2005-03-22,14502410000
2005-03-23,14328190000
2005-03-24,14162400000
2005-03-28,14375959999
2005-03-29,14277610000
2005-03-30,14519270000
2005-03-31,14671800000
2005-04-01,14623350000
2005-04-04,14700300000
2005-04-05,14668950000
2005-04-06,14905500000
2005-04-07,14805750000
2005-04-08,14592000000
2005-04-11,14560650000
2005-04-12,14634750000
2005-04-13,14634750000
2005-04-14,14386800000
2005-04-15,14073300000
2005-04-18,14278500000
2005-04-19,14355450000
2005-04-20,14210100000
2005-04-21,14763000000
2005-04-22,14763000000
2005-04-25,14985300000
2005-04-26,14948250000
2005-04-27,15019500000
2005-04-28,15082200000
2005-04-29,15170550000
2005-05-02,15264600000
2005-05-03,15375750000
2005-05-04,15498300000
2005-05-05,15466950000
2005-05-06,15370050000
2005-05-09,15506849999
2005-05-10,15549600000
2005-05-11,15515400000
2005-05-12,15452700000
2005-05-13,15278850000
2005-05-16,15578099999
2005-05-17,15689250000
2005-05-18,15868800000
2005-05-19,15820350000
2005-05-20,15791849999
2005-05-23,15754800000
2005-05-24,15763350000
2005-05-25,15643650000
2005-05-26,15675000000
2005-05-27,15686400000
2005-05-31,15575250000
2005-06-01,15649349999
2005-06-02,15675000000
2005-06-03,15623700000
2005-06-06,15572400000
2005-06-07,15603750000
2005-06-08,15592350000
2005-06-09,15609450000
2005-06-10,15615150000
2005-06-13,15640800000
2005-06-14,15657900000
2005-06-15,15706350000
2005-06-16,15640800000
2005-06-17,15675000000
2005-06-20,15700650000
2005-06-21,15618000000
2005-06-22,15751950000
2005-06-23,15521100000
2005-06-24,15492600000
2005-06-27,15452700000
2005-06-28,15575250000
2005-06-29,15626550000
2005-06-30,15738940000
2005-07-01,15779400000
2005-07-05,15897890000
2005-07-06,15744720000
2005-07-07,15712930000
2005-07-08,15863210000
2005-07-11,15868989999
2005-07-12,16039500000
2005-07-13,15990370000
2005-07-14,16233130000
2005-07-15,16117530000
2005-07-18,15883440000
2005-07-19,15866100000
2005-07-20,16290930000
2005-07-21,16027940000
2005-07-22,16068400000
2005-07-25,15970140000
2005-07-26,15915230000
2005-07-27,15866100000
2005-07-28,15981700000
2005-07-29,15842980000
2005-08-01,15871880000
2005-08-02,15915230000
2005-08-03,16025050000
2005-08-04,15892110000
2005-08-05,15750500000
2005-08-08,15799630000
2005-08-09,15880550000
2005-08-10,15952800000
2005-08-11,16030830000
2005-08-12,16184000000
2005-08-15,16565480000
2005-08-16,16308270000
2005-08-17,16340060000
2005-08-18,16345840000
2005-08-19,16380520000
2005-08-22,16420980000
2005-08-23,16279370000
2005-08-24,16059730000
2005-08-25,16108860000
2005-08-26,15883440000
2005-08-29,16042390000
2005-08-30,16001930000
2005-08-31,16250470000
2005-09-01,16360290000
2005-09-02,16314050000
2005-09-06,16392080000
2005-09-07,16415200000
2005-09-08,16285150000
2005-09-09,16328500000
2005-09-12,16305380000
2005-09-13,16371850000
2005-09-14,16374739999
2005-09-15,16230239999
2005-09-16,16750440000
2005-09-19,16689750000
2005-09-20,16522130000
2005-09-21,16418090000
2005-09-22,16527910000
2005-09-23,16617500000
2005-09-26,16406530000
2005-09-27,16608830000
2005-09-28,16470110000
2005-09-29,16897830000
2005-09-30,16767780000
2005-10-03,16617500000
2005-10-04,16314050000
2005-10-05,16267810000
2005-10-06,16412310000
2005-10-07,16383410000
2005-10-10,16250470000
2005-10-11,16100190000
2005-10-12,16036610000
2005-10-13,15941239999
2005-10-14,16244690000
2005-10-17,16218680000
2005-10-18,16215790000
2005-10-19,16574150000
2005-10-20,16657960000
2005-10-21,16860260000
2005-10-24,17065450000
2005-10-25,16871820000
2005-10-26,16918060000
2005-10-27,16874710000
2005-10-28,17250410000
2005-10-31,17545190000
2005-11-01,17409360000
2005-11-02,17550970000
2005-11-03,17600100000
2005-11-04,17709920000
2005-11-07,17805290000
2005-11-08,17747490000
2005-11-09,17744600000
2005-11-10,18004700000
2005-11-11,18056720000
2005-11-14,18137640000
2005-11-15,18007590000
2005-11-16,17978690000
2005-11-17,18204110000
2005-11-18,18365950000
2005-11-21,18666510000
2005-11-22,18626050000
2005-11-23,18732979999
2005-11-25,18637610000
2005-11-28,18785000000
2005-11-29,18689630000
2005-11-30,18429530000
2005-12-01,18576920000
2005-12-02,18643390000
2005-12-05,18501780000
2005-12-06,18562470000
2005-12-07,18227230000
2005-12-08,18290810000
2005-12-09,18452650000
2005-12-12,18285030000
2005-12-13,18496000000
2005-12-14,18501780000
2005-12-15,18394850000
2005-12-16,18464210000
2005-12-19,18342830000
2005-12-20,18319710000
2005-12-21,18426640000
2005-12-22,18565360000
2005-12-23,18467100000
2005-12-27,18250350000
2005-12-28,18204110000
2005-12-29,17998920000
2005-12-30,17868870000
2006-01-03,18559520000
2006-01-04,18676320000
2006-01-05,18685080000
2006-01-06,18836920000
2006-01-09,18825240000
2006-01-10,18828160000
2006-01-11,18828160000
2006-01-12,18591640000
2006-01-13,18620840000
2006-01-17,18223720000
2006-01-18,18547840000
2006-01-19,18591640000
2006-01-20,19272000000
2006-01-23,18880720000
2006-01-24,19126000000
2006-01-25,19117240000
2006-01-26,19455960000
2006-01-27,19307040000
2006-01-30,19041320000
2006-01-31,18939120000
2006-02-01,19006280000
2006-02-02,18790200000
2006-02-03,18682160000
2006-02-06,18469000000
2006-02-07,18466080000
2006-02-08,18708439999
2006-02-09,18667560000
2006-02-10,18857360000
2006-02-13,19444280000
2006-02-14,19555240000
2006-02-15,20168439999
2006-02-16,20501320000
2006-02-17,20215160000
2006-02-21,20191800000
2006-02-22,20778720000
2006-02-23,20650240000
2006-02-24,20702800000
2006-02-27,20726160000
2006-02-28,20542200000
2006-03-01,20705720000
2006-03-02,20623960000
2006-03-03,20583080000
2006-03-06,20396200000
2006-03-07,20393280000
2006-03-08,20448760000
2006-03-09,20320280000
2006-03-10,20434160000
2006-03-13,20469200000
2006-03-14,20638560000
2006-03-15,20407880000
2006-03-16,20296920000
2006-03-17,20367000000
2006-03-20,20454600000
2006-03-21,20276480000
2006-03-22,20480880000
2006-03-23,20375760000
2006-03-24,20378680000
2006-03-27,20358240000
2006-03-28,20051640000
2006-03-29,20002000000
2006-03-30,19561080000
2006-03-31,19721830000
2006-04-03,19715970000
2006-04-04,19821450000
2006-04-05,19868330000
2006-04-06,19862470000
2006-04-07,19683740000
2006-04-10,19642720000
2006-04-11,19358509999
2006-04-12,19361440000
2006-04-13,19294050000
2006-04-17,19390740000
2006-04-18,19976740000
2006-04-19,20170120000
2006-04-20,20369360000
2006-04-21,20419170000
2006-04-24,20389870000
2006-04-25,20313690000
2006-04-26,20510000000
2006-04-27,20688730000
2006-04-28,20940710000
2006-05-01,20533440000
2006-05-02,20624270000
2006-05-03,20594970000
2006-05-04,20770770000
2006-05-05,20978800000
2006-05-08,20811790000
2006-05-09,20844020000
2006-05-10,20835230000
2006-05-11,20413310000
2006-05-12,20149610000
2006-05-15,20381080000
2006-05-16,20386940000
2006-05-17,20137890000
2006-05-18,19906420000
2006-05-19,20058780000
2006-05-22,20008970000
2006-05-23,20044130000
2006-05-24,20120310000
2006-05-25,20290250000
2006-05-26,20202350000
2006-05-30,19965020000
2006-05-31,20190630000
2006-06-01,20389870000
2006-06-02,20266810000
2006-06-05,19812660000
2006-06-06,19780430000
2006-06-07,19903490000
2006-06-08,20263880000
2006-06-09,20258020000
2006-06-12,20187700000
2006-06-13,19979670000
2006-06-14,19598770000
2006-06-15,20381080000
2006-06-16,20296110000
2006-06-19,20093940000
2006-06-20,20058780000
2006-06-21,20093940000
2006-06-22,20132030000
2006-06-23,19959160000
2006-06-26,20000180000
2006-06-27,19912280000
2006-06-28,20181840000
2006-06-29,20688730000
2006-06-30,20419470000
2006-07-03,20588250000
2006-07-05,20343810000
2006-07-06,20326350000
2006-07-07,20244869999
2006-07-10,20463119999
2006-07-11,20588250000
2006-07-12,20233230000
2006-07-13,20192490000
2006-07-14,20588250000
2006-07-17,20626080000
2006-07-18,20652270000
2006-07-19,20509680000
2006-07-20,20311800000
2006-07-21,19962600000
2006-07-24,19974240000
2006-07-25,20046990000
2006-07-26,20064450000
2006-07-27,20119740000
2006-07-28,20649360000
2006-07-31,20614440000
2006-08-01,20544600000
2006-08-02,20335080000
2006-08-03,20582430000
2006-08-04,20855970000
2006-08-07,20861790000
2006-08-08,20698830000
2006-08-09,20547510000
2006-08-10,20614440000
2006-08-11,20492220000
2006-08-14,20556240000
2006-08-15,20809410000
2006-08-16,20794860000
2006-08-17,20710470000
2006-08-18,20736660000
2006-08-21,20640630000
2006-08-22,20596980000
2006-08-23,20521320000
2006-08-24,20512590000
2006-08-25,20241960000
2006-08-28,20451480000
2006-08-29,20512590000
2006-08-30,20532960000
2006-08-31,20599890000
2006-09-01,20661000000
2006-09-05,20675550000
2006-09-06,20661000000
2006-09-07,20375820000
2006-09-08,20870520000
2006-09-11,20803590000
2006-09-12,21013110000
2006-09-13,21152790000
2006-09-14,20908350000
2006-09-15,21199350000
2006-09-18,21097500000
2006-09-19,20952000000
2006-09-20,21280830000
2006-09-21,21176070000
2006-09-22,21222630000
2006-09-25,21336119999
2006-09-26,21228450000
2006-09-27,21161520000
2006-09-28,21155700000
2006-09-29,21080040000
2006-10-02,22286880000
2006-10-03,22419320000
2006-10-04,22619520000
2006-10-05,22736559999
2006-10-06,22668800000
2006-10-09,21683200000
2006-10-10,21640080000
2006-10-11,21714000000
2006-10-12,21590800000
2006-10-13,21381360000
2006-10-16,21261240000
2006-10-17,21233520000
2006-10-18,21298200000
2006-10-19,21329000000
2006-10-20,21141120000
2006-10-23,21113400000
2006-10-24,21094920000
2006-10-25,21082600000
2006-10-26,21261240000
2006-10-27,20965559999
2006-10-30,21107240000
2006-10-31,21569240000
2006-11-01,21353640000
2006-11-02,21199640000
2006-11-03,21175000000
2006-11-06,21329000000
2006-11-07,21387520000
2006-11-08,21415240000
2006-11-09,21282800000
2006-11-10,21242760000
2006-11-13,21356720000
2006-11-14,21421400000
2006-11-15,21406000000
2006-11-16,21409080000
2006-11-17,21381360000
2006-11-20,21319760000
2006-11-21,21304360000
2006-11-22,21344400000
2006-11-24,21436800000
2006-11-27,21273559999
2006-11-28,21436800000
2006-11-29,21778679999
2006-11-30,21772520000
2006-12-01,21861840000
2006-12-04,22031240000
2006-12-05,22009679999
2006-12-06,22012760000
2006-12-07,22139040000
2006-12-08,22120559999
2006-12-11,22271480000
2006-12-12,22391600000
2006-12-13,22431640000
2006-12-14,22625679999
2006-12-15,22647240000
2006-12-18,22872080000
2006-12-19,22585640000
2006-12-20,22933679999
2006-12-21,22881320000
2006-12-22,22813559999
2006-12-26,22939840000
2006-12-27,23093840000
2006-12-28,23016840000
2006-12-29,22804320000
2007-01-03,23146200000
2007-01-04,23087679999
2007-01-05,22822800000
2007-01-08,23081520000
2007-01-09,23133880000
2007-01-10,23090760000
2007-01-11,23093840000
2007-01-12,23047640000
2007-01-16,23026080000
2007-01-17,22995280000
2007-01-18,23053800000
2007-01-19,23044559999
2007-01-22,22767360000
2007-01-23,22527120000
2007-01-24,22699600000
2007-01-25,22376200000
2007-01-26,22453200000
2007-01-29,22453200000
2007-01-30,22631840000
2007-01-31,22721160000
2007-02-01,22690360000
2007-02-02,22782760000
2007-02-05,22859760000
2007-02-06,22881320000
2007-02-07,23029160000
2007-02-08,22976800000
2007-02-09,22986040000
2007-02-12,23059960000
2007-02-13,23334080000
2007-02-14,23306360000
2007-02-15,23287880000
2007-02-16,23294040000
2007-02-20,23478840000
2007-02-21,23361800000
2007-02-22,23315600000
2007-02-23,23254000000
2007-02-26,23303280000
2007-02-27,22591800000
2007-02-28,22573320000
2007-03-01,22511720000
2007-03-02,22561000000
2007-03-05,22083600000
2007-03-06,22339240000
2007-03-07,22058960000
2007-03-08,22185240000
2007-03-09,22099000000
2007-03-12,22185240000
2007-03-13,21529200000
2007-03-14,21476840000
2007-03-15,21633920000
2007-03-16,21590800000
2007-03-19,21880320000
2007-03-20,21975800000
2007-03-21,22342320000
2007-03-22,22253000000
2007-03-23,22243760000
2007-03-26,22231440000
2007-03-27,22363880000
2007-03-28,22003520000
2007-03-29,22222200000
2007-03-30,22166760000
2007-04-02,24210180000
2007-04-03,24576120000
2007-04-04,24665040000
2007-04-05,24887340000
2007-04-09,24832620000
2007-04-10,24924960000
2007-04-11,24634260000
2007-04-12,24316199999
2007-04-13,24928380000
2007-04-16,25178040000
2007-04-17,25263540000
2007-04-18,25766280000
2007-04-19,25862040000
2007-04-20,25940699999
2007-04-23,25574760000
2007-04-24,25499520000
2007-04-25,25595280000
2007-04-26,25567920000
2007-04-27,25509780000
2007-04-30,25342199999
2007-05-01,25441380000
2007-05-02,25451640000
2007-05-03,25643160000
2007-05-04,25608960000
2007-05-07,25745760000
2007-05-08,25732080000
2007-05-09,25742340000
2007-05-10,25359300000
2007-05-11,25561080000
2007-05-14,25342199999
2007-05-15,25468740000
2007-05-16,25591860000
2007-05-17,25530300000
2007-05-18,25619220000
2007-05-21,25523460000
2007-05-22,25362720000
2007-05-23,25328520000
2007-05-24,25099380000
2007-05-25,25205400000
2007-05-29,25137000000
2007-05-30,25349040000
2007-05-31,25239600000
2007-06-01,25229340000
2007-06-04,25249860000
2007-06-05,24812100000
2007-06-06,24569280000
2007-06-07,24391439999
2007-06-08,24767640000
2007-06-11,24952319999
2007-06-12,24791580000
2007-06-13,25294319999
2007-06-14,25273800000
2007-06-15,25390080000
2007-06-18,25496100000
2007-06-19,25550819999
2007-06-20,25102800000
2007-06-21,25000199999
2007-06-22,24613740000
2007-06-25,24425640000
2007-06-26,24377760000
2007-06-27,24627420000
2007-06-28,24682140000
2007-06-29,24480360000
2007-07-02,24651550000
2007-07-03,24789720000
2007-07-05,24601000000
2007-07-06,24597630000
2007-07-09,24402170000
2007-07-10,24088760000
2007-07-11,23994400000
2007-07-12,24766130000
2007-07-13,24745910000
2007-07-16,24779610000
2007-07-17,24894190000
2007-07-18,24671769999
2007-07-19,24051690000
2007-07-20,24028100000
2007-07-23,23879820000
2007-07-24,23145160000
2007-07-25,23057540000
2007-07-26,22228519999
2007-07-27,22423980000
2007-07-30,22976660000
2007-07-31,22461050000
2007-08-01,22737390000
2007-08-02,22764350000
2007-08-03,21598330000
2007-08-06,23017100000
2007-08-07,23108089999
2007-08-08,24210080000
2007-08-09,23879820000
2007-08-10,23795570000
2007-08-13,23185600000
2007-08-14,22771089999
2007-08-15,22882300000
2007-08-16,24149420000
2007-08-17,24442610000
2007-08-20,24388690000
2007-08-21,24503269999
2007-08-22,24601000000
2007-08-23,24361730000
2007-08-24,24439240000
2007-08-27,23903410000
2007-08-28,23256370000
2007-08-29,23832640000
2007-08-30,23458570000
2007-08-31,23714690000
2007-09-04,23721430000
2007-09-05,23209190000
2007-09-06,23428240000
2007-09-07,23033949999
2007-09-10,22936220000
2007-09-11,23279960000
2007-09-12,23064280000
2007-09-13,23239519999
2007-09-14,23327140000
2007-09-17,23303550000
2007-09-18,24290960000
2007-09-19,24253890000
2007-09-20,23785460000
2007-09-21,23677620000
2007-09-24,23472050000
2007-09-25,23438350000
2007-09-26,23101350000
2007-09-27,23188970000
2007-09-28,22949699999
2007-10-01,23320400000
2007-10-02,23397910000
2007-10-03,23552930000
2007-10-04,23900040000
2007-10-05,24199970000
2007-10-08,24135940000
2007-10-09,24122460000
2007-10-10,23745019999
2007-10-11,23377690000
2007-10-12,23610220000
2007-10-15,23071019999
2007-10-16,22319510000
2007-10-17,22669990000
2007-10-18,23593370000
2007-10-19,23094610000
2007-10-22,23084500000
2007-10-23,23269850000
2007-10-24,23350730000
2007-10-25,23495640000
2007-10-26,24301070000
2007-10-29,24199970000
2007-10-30,24102240000
2007-10-31,24317920000
2007-11-01,23522600000
2007-11-02,23347360000
2007-11-05,23114830000
2007-11-06,23728170000
2007-11-07,22659880000
2007-11-08,22700320000
2007-11-09,23172120000
2007-11-12,23815790000
2007-11-13,24678510000
2007-11-14,24098870000
2007-11-15,23424870000
2007-11-16,23478790000
2007-11-19,23253000000
2007-11-20,23313660000
2007-11-21,22865449999
2007-11-23,23536080000
2007-11-26,22535190000
2007-11-27,23323769999
2007-11-28,24796460000
2007-11-29,24378580000
2007-11-30,24671769999
2007-12-03,24553820000
2007-12-04,24257260000
2007-12-05,24587519999
2007-12-06,24900930000
2007-12-07,24331400000
2007-12-10,24894190000
2007-12-11,23846120000
2007-12-12,23000250000
2007-12-13,22430720000
2007-12-14,21840970000
2007-12-17,21797160000
2007-12-18,21669100000
2007-12-19,21871300000
2007-12-20,21739870000
2007-12-21,22167860000
2007-12-24,22417240000
2007-12-26,22457680000
2007-12-27,22063390000
2007-12-28,22127420000
2007-12-31,22255350000
2008-01-02,21943470000
2008-01-03,21696000000
2008-01-04,21204450000
2008-01-07,21516330000
2008-01-08,20841720000
2008-01-09,21051900000
2008-01-10,21201060000
2008-01-11,21194280000
2008-01-14,20950200000
2008-01-15,20184060000
2008-01-16,20675610000
2008-01-17,19197570000
2008-01-18,19448430000
2008-01-22,19394190000
2008-01-23,20340000000
2008-01-24,21011220000
2008-01-25,20563740000
2008-01-28,20916300000
2008-01-29,21706170000
2008-01-30,21421410000
2008-01-31,22238399999
2008-02-01,22516380000
2008-02-04,21821430000
2008-02-05,21431580000
2008-02-06,21550230000
2008-02-07,21858720000
2008-02-08,21455310000
2008-02-11,21143430000
2008-02-12,21604470000
2008-02-13,21550230000
2008-02-14,21275640000
2008-02-15,21546840000
2008-02-19,21150210000
2008-02-20,21367170000
2008-02-21,20960370000
2008-02-22,21346830000
2008-02-25,21438360000
2008-02-26,21482430000
2008-02-27,21560400000
2008-02-28,21289200000
2008-02-29,20824770000
2008-03-03,20363730000
2008-03-04,20543400000
2008-03-05,20343390000
2008-03-06,19712850000
2008-03-07,20109480000
2008-03-10,19760310000
2008-03-11,21370560000
2008-03-12,21156990000
2008-03-13,20990880000
2008-03-14,20468820000
2008-03-17,20882400000
2008-03-18,21797700000
2008-03-19,21526500000
2008-03-20,22885890000
2008-03-24,23326590000
2008-03-25,22994370000
2008-03-26,22540110000
2008-03-27,22977420000
2008-03-28,22309590000
2008-03-31,22556079999
2008-04-01,23911440000
2008-04-02,23763520000
2008-04-03,23564000000
2008-04-04,23299120000
2008-04-07,23419520000
2008-04-08,23006720000
2008-04-09,22745280000
2008-04-10,22256800000
2008-04-11,22098560000
2008-04-14,21266080000
2008-04-15,21548160000
2008-04-16,22494160000
2008-04-17,22755600000
2008-04-18,22876000000
2008-04-21,22459760000
2008-04-22,22611120000
2008-04-23,22765920000
2008-04-24,23581200000
2008-04-25,24276079999
2008-04-28,23932079999
2008-04-29,23646560000
2008-04-30,23856399999
2008-05-01,24678560000
2008-05-02,24303600000
2008-05-05,24107520000
2008-05-06,24296720000
2008-05-07,23660320000
2008-05-08,23371360000
2008-05-09,23051440000
2008-05-12,23412640000
2008-05-13,23226880000
2008-05-14,23381680000
2008-05-15,23870160000
2008-05-16,23378239999
2008-05-19,23130560000
2008-05-20,22882880000
2008-05-21,22607680000
2008-05-22,22941360000
2008-05-23,22480399999
2008-05-27,22679920000
2008-05-28,22353120000
2008-05-29,22507920000
2008-05-30,22102000000
2008-06-02,21802720000
2008-06-03,21782080000
2008-06-04,21358960000
2008-06-05,21682320000
2008-06-06,20977120000
2008-06-09,20591840000
2008-06-10,20736320000
2008-06-11,20110240000
2008-06-12,20547120000
2008-06-13,20471440000
2008-06-16,20812000000
2008-06-17,20000160000
2008-06-18,19728400000
2008-06-19,19900400000
2008-06-20,19903840000
2008-06-23,19453200000
2008-06-24,20234080000
2008-06-25,20185920000
2008-06-26,19876320000
2008-06-27,19952000000
2008-06-30,19699500000
2008-07-01,19868550000
2008-07-02,19675350000
2008-07-03,19213050000
2008-07-07,18778350000
2008-07-08,20151450000
2008-07-09,19095750000
2008-07-10,19288950000
2008-07-11,19520100000
2008-07-14,17957250000
2008-07-15,17205150000
2008-07-16,19978950000
2008-07-17,22683750000
2008-07-18,22418100000
2008-07-21,21973050000
2008-07-22,24212100000
2008-07-23,24032700000
2008-07-24,23439300000
2008-07-25,23401350000
2008-07-28,22825200000
2008-07-29,24591600000
2008-07-30,24826199999
2008-07-31,24595050000
2008-08-01,24774450000
2008-08-04,24715800000
2008-08-05,25402350000
2008-08-06,25281600000
2008-08-07,23939550000
2008-08-08,24722700000
2008-08-11,25222950000
2008-08-12,24332850000
2008-08-13,24177600000
2008-08-14,24315600000
2008-08-15,24753750000
2008-08-18,24143100000
2008-08-19,23708400000
2008-08-20,24074100000
2008-08-21,24232800000
2008-08-22,24826199999
2008-08-25,23822250000
2008-08-26,23946450000
2008-08-27,24232800000
2008-08-28,24829650000
2008-08-29,24822750000
2008-09-02,25336800000
2008-09-03,25571400000
2008-09-04,25098750000
2008-09-05,25630050000
2008-09-08,26489100000
2008-09-09,25133249999
2008-09-10,24446700000
2008-09-11,25191900000
2008-09-12,25174650000
2008-09-15,24294900000
2008-09-16,26489100000
2008-09-17,24826199999
2008-09-18,27255000000
2008-09-19,28017449999
2008-09-22,26081999999
2008-09-23,24729600000
2008-09-24,25119450000
2008-09-25,24943500000
2008-09-26,26047500000
2008-09-29,23460000000
2008-09-30,25995600000
2008-10-01,26935200000
2008-10-02,27032640000
2008-10-03,25804200000
2008-10-06,26239200000
2008-10-07,24116400000
2008-10-08,23577000000
2008-10-09,20827800000
2008-10-10,23664000000
2008-10-13,23785799999
2008-10-14,21937920000
2008-10-15,21402000000
2008-10-16,21367200000
2008-10-17,20163120000
2008-10-20,20761680000
2008-10-21,20528520000
2008-10-22,19355760000
2008-10-23,19794240000
2008-10-24,20490240000
2008-10-27,20403240000
2008-10-28,22773120000
2008-10-29,21861360000
2008-10-30,22435560000
2008-10-31,23201160000
2008-11-03,23792760000
2008-11-04,25275240000
2008-11-05,23782320000
2008-11-06,23573520000
2008-11-07,23427359999
2008-11-10,23235960000
2008-11-11,22282440000
2008-11-12,21457680000
2008-11-13,23009760000
2008-11-14,21694320000
2008-11-17,20598120000
2008-11-18,19296600000
2008-11-19,17340840000
2008-11-20,15579960000
2008-11-21,15204120000
2008-11-24,16895399999
2008-11-25,18155160000
2008-11-26,18238680000
2008-11-28,18363960000
2008-12-01,15405960000
2008-12-02,15054480000
2008-12-03,16349039999
2008-12-04,16641360000
2008-12-05,18263040000
2008-12-08,19401000000
2008-12-09,18137760000
2008-12-10,18336120000
2008-12-11,16234200000
2008-12-12,17107679999
2008-12-15,16008000000
2008-12-16,17121600000
2008-12-17,16001039999
2008-12-18,15472080000
2008-12-19,15447720000
2008-12-22,14852640000
2008-12-23,14967480000
2008-12-24,15155399999
2008-12-26,15214560000
2008-12-29,15204120000
2008-12-30,16070640000
2008-12-31,21707000000
2009-01-02,21525370000
2009-01-05,21308300000
2009-01-06,21547520000
2009-01-07,21401330000
2009-01-08,21684850000
2009-01-09,20976050000
2009-01-12,20373570000
2009-01-13,20386860000
2009-01-14,19235060000
2009-01-15,18450950000
2009-01-16,16630220000
2009-01-20,9746000000
2009-01-21,13360880000
2009-01-22,13121660000
2009-01-23,13409610000
2009-01-26,13498210000
2009-01-27,14242450000
2009-01-28,16541620000
2009-01-29,15159460000
2009-01-30,14406360000
2009-02-02,14255740000
2009-02-03,13223550000
2009-02-04,12771690000
2009-02-05,13214690000
2009-02-06,14428510000
2009-02-09,14844930000
2009-02-10,13214690000
2009-02-11,14592419999
2009-02-12,13764010000
2009-02-13,12492600000
2009-02-17,11726210000
2009-02-18,11340800000
2009-02-19,10676300000
2009-02-20,10290890000
2009-02-23,10902230000
2009-02-24,12625500000
2009-02-25,12979900000
2009-02-26,13174820000
2009-02-27,12111620000
2009-03-02,11571160000
2009-03-03,10995260000
2009-03-04,10304180000
2009-03-05,8860000000
2009-03-06,8199930000
2009-03-09,8735960000
2009-03-10,10946530000
2009-03-11,10986400000
2009-03-12,12647650000
2009-03-13,12470450000
2009-03-16,12102760000
2009-03-17,12629930000
2009-03-18,13941210000
2009-03-19,12700810000
2009-03-20,11925560000
2009-03-23,14499389999
2009-03-24,14317760000
2009-03-25,14348770000
2009-03-26,13932350000
2009-03-27,13431760000
2009-03-30,11836960000
2009-03-31,13209790000
2009-04-01,13755500000
2009-04-02,14540240000
2009-04-03,16145799999
2009-04-06,15248310000
2009-04-07,14328270000
2009-04-08,14422980000
2009-04-09,17354480000
