,AIG
2013-11-25,72670619771
2013-11-26,72072327520
2013-11-27,72451732362
2013-11-29,72597657301
2013-12-02,72539287326
2013-12-03,70992482969
2013-12-04,71415665293
2013-12-05,70321228248
2013-12-06,72305807423
2013-12-09,72320399917
2013-12-10,71940995074
2013-12-11,71065445439
2013-12-12,72116105002
2013-12-13,72568472313
2013-12-16,73371059480
2013-12-17,72028550038
2013-12-18,73327281998
2013-12-19,73487799431
2013-12-20,74465496524
2013-12-23,74771938897
2013-12-24,74830308873
2013-12-26,74421719043
2013-12-27,74684383933
2013-12-30,74582236476
2013-12-31,74494681512
2014-01-02,73998536719
2014-01-03,74304979091
2014-01-06,73721279334
2014-01-07,74728161415
2014-01-08,75603711051
2014-01-09,76041485869
2014-01-10,76202003302
2014-01-13,75092973763
2014-01-14,75530748581
2014-01-15,76041485869
2014-01-16,75151343739
2014-01-17,74261201609
2014-01-21,73808834297
2014-01-22,73385651973
2014-01-23,71809662629
2014-01-24,69839675948
2014-01-27,69007903794
2014-01-28,70715225584
2014-01-29,69971008394
2014-01-30,71328110329
2014-01-31,69985600888
2014-02-03,68409611543
2014-02-04,69489456094
2014-02-05,69518641082
2014-02-06,69635381033
2014-02-07,71517812750
2014-02-10,71328110329
2014-02-11,71503220257
2014-02-12,71561590232
2014-02-13,72364177398
2014-02-14,71474035269
2014-02-18,73210542046
2014-02-19,71868032605
2014-02-20,71824255123
2014-02-21,71474035269
2014-02-24,72159882483
2014-02-25,71517812750
2014-02-26,71094630426
2014-02-27,71955587568
2014-02-28,72626842289
2014-03-03,72159882483
2014-03-04,73327281998
2014-03-05,74261201609
2014-03-06,74801123885
2014-03-07,74786531391
2014-03-10,74450904030
2014-03-11,73735871828
2014-03-12,72860322192
2014-03-13,71123815414
2014-03-14,70904928005
2014-03-17,71386480305
2014-03-18,72612249795
2014-03-19,72568472313
2014-03-20,73516984419
2014-03-21,72991654637
2014-03-24,72539287326
2014-03-25,73268912022
2014-03-26,72524694832
2014-03-27,72101512508
2014-03-28,72787359722
2014-03-31,72134279521
2014-04-01,72076583636
2014-04-02,72927597932
2014-04-03,73317045152
2014-04-04,72913173961
2014-04-07,71586168618
2014-04-08,72177551434
2014-04-09,73706492372
2014-04-10,72206399376
2014-04-11,71254417283
2014-04-14,71499624792
2014-04-15,71889072012
2014-04-16,72682390423
2014-04-17,73302621181
2014-04-21,73288197209
2014-04-22,73562252661
2014-04-23,74485386812
2014-04-24,75711424356
2014-04-25,74442114898
2014-04-28,75163313454
2014-04-29,76172991431
2014-04-30,76634558507
2014-05-01,76360503056
2014-05-02,75509488760
2014-05-05,76043175691
2014-05-06,72898749989
2014-05-07,74514234754
2014-05-08,75538336703
2014-05-09,75408520963
2014-05-12,76995157785
2014-05-13,77831748109
2014-05-14,77009581756
2014-05-15,76245111287
2014-05-16,75725848327
2014-05-19,76028751720
2014-05-20,75711424356
2014-05-21,77182669409
2014-05-22,77225941322
2014-05-23,77312485149
2014-05-27,77528844716
2014-05-28,77139397496
2014-05-29,78149075473
2014-05-30,77990411791
2014-06-02,78264467242
2014-06-03,78740458289
2014-06-04,79144329480
2014-06-05,79259721249
2014-06-06,79750136267
2014-06-09,79432808902
2014-06-10,79346265076
2014-06-11,79014513740
2014-06-12,78495250780
2014-06-13,78899121971
2014-06-16,79302993162
2014-06-17,79649168469
2014-06-18,80182855400
2014-06-19,80341519082
2014-06-20,80168431429
2014-06-23,80370367024
2014-06-24,79706864353
2014-06-25,79173177422
2014-06-26,79173177422
2014-06-27,78769306231
2014-06-30,77462106864
2014-07-01,78597498684
2014-07-02,78412997513
2014-07-03,78966501025
2014-07-07,78498151899
2014-07-08,77958840785
2014-07-09,78157534354
2014-07-10,77320182887
2014-07-11,77376952478
2014-07-14,78200111547
2014-07-15,78129149558
2014-07-16,78114957160
2014-07-17,77632415637
2014-07-18,78342035524
2014-07-21,78214303945
2014-07-22,77632415637
2014-07-23,78086572365
2014-07-24,78299458331
2014-07-25,76866026159
2014-07-28,76567985807
2014-07-29,75716441942
2014-07-30,75290670010
2014-07-31,73772083452
2014-08-01,73871430236
2014-08-04,74737166498
2014-08-05,74084316202
2014-08-06,74510088135
2014-08-07,73885622634
2014-08-08,74439126146
2014-08-11,75077784044
2014-08-12,75716441942
2014-08-13,75971905102
2014-08-14,76724102182
2014-08-15,76624755398
2014-08-18,77320182887
2014-08-19,77518876455
2014-08-20,77873686399
2014-08-21,78881346638
2014-08-22,78526536695
2014-08-25,79321310968
2014-08-26,79590966525
2014-08-27,79704505707
2014-08-28,79094232605
2014-08-29,79562581730
2014-09-02,79193579389
2014-09-03,78881346638
2014-09-04,78384612718
2014-09-05,78114957160
2014-09-08,78512344297
2014-09-09,78171726751
2014-09-10,78554921490
2014-09-11,78668460672
2014-09-12,78327843127
2014-09-15,78625883479
2014-09-16,78938116229
2014-09-17,79264541377
2014-09-18,79945776469
2014-09-19,78398805115
2014-09-22,77958840785
2014-09-23,77362760080
2014-09-24,78043995172
2014-09-25,76866026159
2014-09-26,77376952478
2014-09-29,76880218557
2014-09-30,73788710293
2014-10-01,72340801502
2014-10-02,71862718410
2014-10-03,72873522661
2014-10-06,72081270681
2014-10-07,69677195706
2014-10-08,71043147396
2014-10-09,68871284209
2014-10-10,68242946432
2014-10-13,68038053678
2014-10-14,68393201118
2014-10-15,67874139476
2014-10-16,67478013486
2014-10-17,69335707784
2014-10-20,69677195706
2014-10-21,71234380633
2014-10-22,70578723822
2014-10-23,70510426237
2014-10-24,71248040150
2014-10-27,70674340440
2014-10-28,72176887299
2014-10-29,71521230488
2014-10-30,72299822951
2014-10-31,73174032033
2014-11-03,73488200922
2014-11-04,72941820246
2014-11-05,73460881888
2014-11-06,73638455607
2014-11-07,73802369810
2014-11-10,74253133868
2014-11-11,74253133868
2014-11-12,74239474351
2014-11-13,74444367105
2014-11-14,73624796091
2014-11-17,73788710293
2014-11-18,73611136574
2014-11-19,73788710293
2014-11-20,74376069520
2014-11-21,74567302757
2014-11-24,75263938119
2014-11-25,74690238409
2014-11-26,74594621790
2014-11-28,74854152612
2014-12-01,74348750486
2014-12-02,75100023916
2014-12-03,74990747781
2014-12-04,75359554737
2014-12-05,75578107007
2014-12-08,76069849616
2014-12-09,75933254447
2014-12-10,74908790679
2014-12-11,75373214254
2014-12-12,73829688844
2014-12-15,73051096381
2014-12-16,72231525367
2014-12-17,73788710293
2014-12-18,75141002466
2014-12-19,76192785268
2014-12-22,76670868359
2014-12-23,77094313383
2014-12-24,76875761113
2014-12-26,77066994349
2014-12-29,77162610968
2014-12-30,77189930001
2014-12-31,76506954156
2015-01-02,76643549325
2015-01-05,75127342950
2015-01-06,74061900631
2015-01-07,74417048071
2015-01-08,74089219665
2015-01-09,72832544110
2015-01-12,71521230488
2015-01-13,70851914160
2015-01-14,70182597832
2015-01-15,68843965176
2015-01-16,69813790875
2015-01-20,69185453098
2015-01-21,69431324402
2015-01-22,71411954353
2015-01-23,70360171551
2015-01-26,69950386044
2015-01-27,68939581794
2015-01-28,67218482664
2015-01-29,67286780249
2015-01-30,66754059090
2015-02-02,68925922277
2015-02-03,70114300247
2015-02-04,70360171551
2015-02-05,70510426237
2015-02-06,71166083049
2015-02-09,71220721116
2015-02-10,71589528072
2015-02-11,71370975802
2015-02-12,71644166140
2015-02-13,73706753192
2015-02-17,75113683433
2015-02-18,74731216959
2015-02-19,75100023916
2015-02-20,75427852321
2015-02-23,74539983723
2015-02-24,75181981017
2015-02-25,74854152612
2015-02-26,75031726331
2015-02-27,75578107007
2015-03-02,76015211548
2015-03-03,75919594930
2015-03-04,75646404592
2015-03-05,75960573480
2015-03-06,76493294640
2015-03-09,76643549325
2015-03-10,74335090969
2015-03-11,74744876476
2015-03-12,75946913964
2015-03-13,75537128457
2015-03-16,76397678021
2015-03-17,76220104302
2015-03-18,77066994349
2015-03-19,76015211548
2015-03-20,76411337538
2015-03-23,76261082852
2015-03-24,75632745075
2015-03-25,74471686138
2015-03-26,73993603047
2015-03-27,73802369810
2015-03-30,74690238409
2015-03-31,72824532083
2015-04-01,72851115230
2015-04-02,73289737161
2015-04-06,73661901223
2015-04-07,73077071982
2015-04-08,73701775944
2015-04-09,74818268132
2015-04-10,75217015341
2015-04-13,76373382250
2015-04-14,76426548545
2015-04-15,77449999716
2015-04-16,77303792406
2015-04-17,76333507529
2015-04-20,76439840118
2015-04-21,75283473210
2015-04-22,75203723768
2015-04-23,75429680520
2015-04-24,75748678288
2015-04-27,75761969862
2015-04-28,75496138388
2015-04-29,75296764783
2015-04-30,74818268132
2015-05-01,76745546312
2015-05-04,77356958701
2015-05-05,77091127228
2015-05-06,77290500832
2015-05-07,78380409873
2015-05-08,79310820029
2015-05-11,78686116067
2015-05-12,78101286826
2015-05-13,78074703678
2015-05-14,78380409873
2015-05-15,77569623879
2015-05-18,78274077283
2015-05-19,78965239114
2015-05-20,79696275665
2015-05-21,80041856580
2015-05-22,79589943076
2015-05-26,78725990788
2015-05-27,78938655966
2015-05-28,79018405408
2015-05-29,77901913221
2015-06-01,77994954236
2015-06-02,79324111602
2015-06-03,81224806636
2015-06-04,80560227953
2015-06-05,80414020643
2015-06-08,79297528455
2015-06-09,79736150386
2015-06-10,81982426334
2015-06-11,82394465118
2015-06-12,82261549381
2015-06-15,83165376390
2015-06-16,82381173544
2015-06-17,82221674660
2015-06-18,82793212328
2015-06-19,82181799939
2015-06-22,83178667964
2015-06-23,84162244415
2015-06-24,83630581468
2015-06-25,82979294359
2015-06-26,83378041569
2015-06-29,81862802171
2015-06-30,77820928339
2015-07-01,78488108734
2015-07-02,78148224382
2015-07-06,77858693267
2015-07-07,78311872404
2015-07-08,76990099923
2015-07-09,77745398483
2015-07-10,78827993087
2015-07-13,79784704596
2015-07-14,80023882474
2015-07-15,80602944704
2015-07-16,80766592725
2015-07-17,80628121322
2015-07-20,80615533013
2015-07-21,80565179776
2015-07-22,81244948480
2015-07-23,80741416106
2015-07-24,80112000639
2015-07-27,79608468266
2015-07-28,80137177258
2015-07-29,81244948480
2015-07-30,81232360171
2015-07-31,80716239488
2015-08-03,80754004416
2015-08-04,78475520425
2015-08-05,79255995604
2015-08-06,79331525460
2015-08-07,79797292906
2015-08-10,80552591466
2015-08-11,79696586431
2015-08-12,79633644884
2015-08-13,79608468266
2015-08-14,80879887509
2015-08-17,80942829056
2015-08-18,80200118805
2015-08-19,79205642367
2015-08-20,77682456937
2015-08-21,75189971687
2015-08-24,71677833381
2015-08-25,71300184101
2015-08-26,74472438055
2015-08-27,76927158376
2015-08-28,76788686974
2015-08-31,75957858557
2015-09-01,73931140753
2015-09-02,74396908199
2015-09-03,74837499026
2015-09-04,73112900646
2015-09-08,74573144530
2015-09-09,73679374567
2015-09-10,73289136977
2015-09-11,73427608380
2015-09-14,73012194172
2015-09-15,73830434279
2015-09-16,74145142012
2015-09-17,73553491473
2015-09-18,72735251366
2015-09-21,73049959100
2015-09-22,72105835899
2015-09-23,71879246331
2015-09-24,71627480144
2015-09-25,72433131942
2015-09-28,70066529786
2015-09-29,70142059642
2015-09-30,65715083440
2015-10-01,65830738286
2015-10-02,66143006370
2015-10-05,67403644190
2015-10-06,66709715115
2015-10-07,66871631899
2015-10-08,67357382252
2015-10-09,67299554829
2015-10-12,67866263574
2015-10-13,67877829058
2015-10-14,67114507075
2015-10-15,68456103288
2015-10-16,69392907540
2015-10-19,69392907540
2015-10-20,69705175623
2015-10-21,69658913685
2015-10-22,70260318884
2015-10-23,70873289567
2015-10-26,70734503752
2015-10-27,70456932122
2015-10-28,73891881045
2015-10-29,73429261661
2015-10-30,72931945824
2015-11-02,73718398776
2015-11-03,70503194060
2015-11-04,70318146307
2015-11-05,71706004458
2015-11-06,71625046065
2015-11-09,70792331175
2015-11-10,70954247959
2015-11-11,70167795007
2015-11-12,68675847495
2015-11-13,68594889103
2015-11-16,70156229522
2015-11-17,70549455999
2015-11-18,71659742519
2015-11-19,71682873488
2015-11-20,71948879634
2015-11-23,72584981286
2015-11-24,73001338732
2015-11-25,73036035185
2015-11-27,73649005869
2015-11-30,73533351023
2015-12-01,74157887191
2015-12-02,73440827146
2015-12-03,72122361903
2015-12-04,74007535891
2015-12-07,72631243225
2015-12-08,72573415802
2015-12-09,71914183180
2015-12-10,70526325029
2015-12-11,68768371372
2015-12-14,67565560974
2015-12-15,69323514632
2015-12-16,70468497606
2015-12-17,69543258839
2015-12-18,68930288156
2015-12-21,69358211086
2015-12-22,70237187915
2015-12-23,71023640867
2015-12-24,71359039920
2015-12-28,71243385074
2015-12-29,72330540625
2015-12-30,72295844172
2015-12-31,70233251890
2016-01-04,68487904014
2016-01-05,68725905997
2016-01-06,67717230925
2016-01-07,66096550754
2016-01-08,65110542538
2016-01-11,65382544805
2016-01-12,65688547354
2016-01-13,64226535172
2016-01-14,64940541122
2016-01-15,63569196361
2016-01-19,63648530356
2016-01-20,62390519873
2016-01-21,62685188995
2016-01-22,63863865483
2016-01-25,62741856134
2016-01-26,63365194662
2016-01-27,61812515057
2016-01-28,62005183329
2016-01-29,64011200044
2016-02-01,63795864917
2016-02-02,62707855851
2016-02-03,61551846218
2016-02-04,61223176813
2016-02-05,60486504008
2016-02-08,59273827237
2016-02-09,59217160098
2016-02-10,59443828653
2016-02-11,57256477094
2016-02-12,60067167181
2016-02-16,59001824970
2016-02-17,59693164064
2016-02-18,58843156981
2016-02-19,58401153298
2016-02-22,59047158681
2016-02-23,57868482193
2016-02-24,57709814204
2016-02-25,58219818454
2016-02-26,57902482476
2016-02-29,56893807405
2016-03-01,58797823270
2016-03-02,58741156131
2016-03-03,59239826953
2016-03-04,59273827237
2016-03-07,59681830636
2016-03-08,58854490409
2016-03-09,58469153865
2016-03-10,58412486726
2016-03-11,59942499475
2016-03-14,59919832619
2016-03-15,60089834036
2016-03-16,59965166331
2016-03-17,60271168880
2016-03-18,60871840552
2016-03-21,60713172563
2016-03-22,60883173980
2016-03-23,60565838002
2016-03-24,60044500325
2016-03-28,60531837719
2016-03-29,60509170864
2016-03-30,61789848202
2016-03-31,60189427454
2016-04-01,61124841313
2016-04-04,60579183228
2016-04-05,59777399921
2016-04-06,60256242729
2016-04-07,59142654802
2016-04-08,59198334199
2016-04-11,59476731181
2016-04-12,59899894593
2016-04-13,61403238294
2016-04-14,61536868846
2016-04-15,61191656588
2016-04-18,61559140604
2016-04-19,62049119292
2016-04-20,62494554463
2016-04-21,61826401707
2016-04-22,62572505618
2016-04-25,62305244515
2016-04-26,62973397271
2016-04-27,63062484306
2016-04-28,62171613964
2016-04-29,62160478085
2016-05-02,63017940788
2016-05-03,62294108636
2016-05-04,61080297795
2016-05-05,61035754278
2016-05-06,61291879502
2016-05-09,61525732966
2016-05-10,62750679686
2016-05-11,62316380394
2016-05-12,62683864410
2016-05-13,61982304016
2016-05-16,61559140604
2016-05-17,61692771155
2016-05-18,63151571340
2016-05-19,62761815565
2016-05-20,63441104201
2016-05-23,63363153046
2016-05-24,64254023387
2016-05-25,64643779162
2016-05-26,64309702784
2016-05-27,64944447902
2016-05-31,64454469214
2016-06-01,64298566904
2016-06-02,64409925697
2016-06-03,63764044700
2016-06-06,63797452337
2016-06-07,63541327114
2016-06-08,63385424804
2016-06-09,62472282704
2016-06-10,61236200105
2016-06-13,60579183228
2016-06-14,60122612178
2016-06-15,59654905249
2016-06-16,59721720525
2016-06-17,59487867060
2016-06-20,59833079317
2016-06-21,59899894593
2016-06-22,59777399921
2016-06-23,60924395486
2016-06-24,56481179657
2016-06-27,54331954958
2016-06-28,55478950523
2016-06-29,57305234723
2016-06-30,56660839727
2016-07-01,56639413810
2016-07-05,54861062629
2016-07-06,54914627423
2016-07-07,55514553123
2016-07-08,56789395234
2016-07-11,57089358084
2016-07-12,57699996743
2016-07-13,57646431948
2016-07-14,58278496524
2016-07-15,58321348360
2016-07-18,58449903867
2016-07-19,58342774278
2016-07-20,58460616826
2016-07-21,58160653976
2016-07-22,58514181621
2016-07-25,58557033456
2016-07-26,58589172333
2016-07-27,58514181621
2016-07-28,58696301922
2016-07-29,58321348360
2016-08-01,58074950305
2016-08-02,57999959592
2016-08-03,62242291325
2016-08-04,61717356338
2016-08-05,63313587217
2016-08-08,63624263025
2016-08-09,63495707518
2016-08-10,63206457628
2016-08-11,63399290888
2016-08-12,63045763244
2016-08-15,63442142724
2016-08-16,63538559354
2016-08-17,63238596504
2016-08-18,63185031710
2016-08-19,63056476203
2016-08-22,63195744669
2016-08-23,63227883545
2016-08-24,63110040997
2016-08-25,63142179874
2016-08-26,63227883545
2016-08-29,63667114861
2016-08-30,63892086998
2016-08-31,64095633218
2016-09-01,63645688943
2016-09-02,64127772095
2016-09-06,63688540779
2016-09-07,63602837108
2016-09-08,63249309463
2016-09-09,62852929983
2016-09-12,63195744669
2016-09-13,62381559791
2016-09-14,62220865407
2016-09-15,62767226312
2016-09-16,62028032146
2016-09-19,61963754393
2016-09-20,61963754393
2016-09-21,62231578366
2016-09-22,63195744669
2016-09-23,62917207737
2016-09-26,62402985709
2016-09-27,62681522640
2016-09-28,63742105574
2016-09-29,62563680092
2016-09-30,58199321599
2016-10-03,57787395157
2016-10-04,57944319516
2016-10-05,58748556855
2016-10-06,58797595717
2016-10-07,58905481214
2016-10-10,59278176566
2016-10-11,58709325765
2016-10-12,59278176566
2016-10-13,58444515910
2016-10-14,58709325765
2016-10-17,59131059980
2016-10-18,59327215429
2016-10-19,59542986422
2016-10-20,58915288987
2016-10-21,58846634580
2016-10-24,59160483297
2016-10-25,59386062063
2016-10-26,59935297319
2016-10-27,60239338265
2016-10-28,60102029451
2016-10-31,60513955893
2016-11-01,59513563105
2016-11-02,59386062063
2016-11-03,57032196680
2016-11-04,56276998203
2016-11-07,58140474965
2016-11-08,58356245958
2016-11-09,59758757415
2016-11-10,61994929530
2016-11-11,62102815026
2016-11-14,63211093311
2016-11-15,63358209897
2016-11-16,62867821276
2016-11-17,62995322317
2016-11-18,62681473600
2016-11-21,62691281372
2016-11-22,62769743552
2016-11-23,63093400042
2016-11-25,63201285538
2016-11-28,62093007254
2016-11-29,62063583937
2016-11-30,62112622799
2016-12-01,62877629048
2016-12-02,62524549241
2016-12-05,62985514545
2016-12-06,62965899000
2016-12-07,63672058615
2016-12-08,64554758134
2016-12-09,64564565906
2016-12-12,64358602685
2016-12-13,65035338983
2016-12-14,64741105810
2016-12-15,64917645714
2016-12-16,65025531210
2016-12-19,65260917749
2016-12-20,65319764383
2016-12-21,65378611018
2016-12-22,64956876803
2016-12-23,65133416707
2016-12-27,65417842108
2016-12-28,64613604768
2016-12-29,64240909416
2016-12-30,64054561740
2017-01-03,63868214064
2017-01-04,64701874720
2017-01-05,64338987140
2017-01-06,65525727604
2017-01-09,65103993390
2017-01-10,65908230729
2017-01-11,65663036418
2017-01-12,64976492348
2017-01-13,65074570073
2017-01-17,64790144672
2017-01-18,64966684576
2017-01-19,65015723438
2017-01-20,65260917749
2017-01-23,64231101644
2017-01-24,64240909416
2017-01-25,64456680409
2017-01-26,64750913582
2017-01-27,63956484016
2017-01-30,63642635298
2017-01-31,63024745635
2017-02-01,63034553407
2017-02-02,62887436821
2017-02-03,63691674160
2017-02-06,63652443070
2017-02-07,63632827525
2017-02-08,63662250843
2017-02-09,64064369512
2017-02-10,64348794913
2017-02-13,64868606852
2017-02-14,65604189784
2017-02-15,59680295236
2017-02-16,61072998921
2017-02-17,61298577687
2017-02-21,62191084978
2017-02-22,62603011420
2017-02-23,62789359096
2017-02-24,62406855972
2017-02-27,62769743552
2017-02-28,62691281372
2017-03-01,63387633215
2017-03-02,62671665827
2017-03-03,62985514545
2017-03-06,62553972558
2017-03-07,62230316068
2017-03-08,62220508295
2017-03-09,61994929530
2017-03-10,61867428488
2017-03-13,61965506212
2017-03-14,61671273039
2017-03-15,62014545074
2017-03-16,61700696357
2017-03-17,61220115508
2017-03-20,61171076645
2017-03-21,60572802527
2017-03-22,60062798361
2017-03-23,60160876085
2017-03-24,59709718553
2017-03-27,59758757415
2017-03-28,60670880251
2017-03-29,60582610300
2017-03-30,61367232094
2017-03-31,57794640174
2017-04-03,57202159480
2017-04-04,57563202403
2017-04-05,57044781796
2017-04-06,57248447034
2017-04-07,56785571492
2017-04-10,56915176644
2017-04-11,56276408396
2017-04-12,55702442724
2017-04-13,55128477052
2017-04-17,55480262464
2017-04-18,55082189498
2017-04-19,54600798934
2017-04-20,55239567182
2017-04-21,54739661596
2017-04-24,55258082203
2017-04-25,55609867615
2017-04-26,55693185213
2017-04-27,56609678786
2017-04-28,56387498526
2017-05-01,57035524285
2017-05-02,56961464198
2017-05-03,56970721709
2017-05-04,58016820434
2017-05-05,58053850477
2017-05-08,57322507121
2017-05-09,57229932012
2017-05-10,56813344025
2017-05-11,57202159480
2017-05-12,56461558613
2017-05-15,57229932012
2017-05-16,57470627294
2017-05-17,56989236731
2017-05-18,56831859046
2017-05-19,56655966340
2017-05-22,56822601535
2017-05-23,57553944892
2017-05-24,57952017858
2017-05-25,58433408422
2017-05-26,58831481388
2017-05-30,59340644484
2017-05-31,58905541474
2017-06-01,59155494267
2017-06-02,59470249636
2017-06-05,59090691691
2017-06-06,58609301128
2017-06-07,58470438465
2017-06-08,58933314007
2017-06-09,59414704571
2017-06-12,59081434180
2017-06-13,59460992125
2017-06-14,59479507147
2017-06-15,59072176670
2017-06-16,59053661648
2017-06-19,59201781821
2017-06-20,58683361214
2017-06-21,58525983530
2017-06-22,58368605846
2017-06-23,58340833313
2017-06-26,58488953487
2017-06-27,58701876236
2017-06-28,59099949202
2017-06-29,58785193834
2017-06-30,56809863590
2017-07-03,57509537214
2017-07-05,57046117022
2017-07-06,57318717135
2017-07-07,57564057237
2017-07-10,57309630465
2017-07-11,57164243738
2017-07-12,57418670510
2017-07-13,58272817531
2017-07-14,58254644190
2017-07-17,58200124168
2017-07-18,58036564100
2017-07-19,58327337554
2017-07-20,58363684236
2017-07-21,58336424224
2017-07-24,58636284349
2017-07-25,59326871302
2017-07-26,59236004598
2017-07-27,59217831257
2017-07-28,59308697961
2017-07-31,59472258029
2017-08-01,59499518041
2017-08-02,59881158199
2017-08-03,60026544926
2017-08-04,59136051223
2017-08-07,59045184519
2017-08-08,58672631031
2017-08-09,58163777486
2017-08-10,57246023772
2017-08-11,56927990306
2017-08-14,57136983726
2017-08-15,57273283783
2017-08-16,57218763760
2017-08-17,56037496603
2017-08-18,55737636478
2017-08-21,55692203126
2017-08-22,55628596433
2017-08-23,55219696263
2017-08-24,54729016060
2017-08-25,55228782934
2017-08-28,55119742889
2017-08-29,54710842719
2017-08-30,54701756048
2017-08-31,54956182821
2017-09-01,55156089570
2017-09-05,54201989174
2017-09-06,54038429106
2017-09-07,52948028653
2017-09-08,54320115890
2017-09-11,55219696263
2017-09-12,55610423092
2017-09-13,55192436252
2017-09-14,54347375901
2017-09-15,54174729163
2017-09-18,53965735743
2017-09-19,54056602447
2017-09-20,54629062685
2017-09-21,54974356162
2017-09-22,55165176241
2017-09-25,55437776354
2017-09-26,54947096150
2017-09-27,55655856445
2017-09-28,55401429672
2017-09-29,55783069831
2017-10-02,56165885790
2017-10-03,55957056923
2017-10-04,55911659343
2017-10-05,56274839982
2017-10-06,56529066429
2017-10-09,56093249662
2017-10-10,56093249662
2017-10-11,56147726758
2017-10-12,56792372392
2017-10-13,57346222866
2017-10-16,58090743176
2017-10-17,57772960117
2017-10-18,57600449313
2017-10-19,59080410416
2017-10-20,58898820097
2017-10-23,58980535741
2017-10-24,59134887512
2017-10-25,59107648964
2017-10-26,58880661065
2017-10-27,58608275586
2017-10-30,58817104453
2017-10-31,58662752682
2017-11-01,58708150262
2017-11-02,58998694773
2017-11-03,56292999014
2017-11-06,56737895296
2017-11-07,56411032721
2017-11-08,55993374986
2017-11-09,56510907397
2017-11-10,56347476109
2017-11-13,56292999014
2017-11-14,55802705151
2017-11-15,55512160640
2017-11-16,54531572915
2017-11-17,54531572915
2017-11-20,54195630824
2017-11-21,54141153729
2017-11-22,53777973090
2017-11-24,53596382770
2017-11-27,53351235839
2017-11-28,54313664532
2017-11-29,54749481299
2017-11-30,54440777756
2017-12-01,54368141628
2017-12-04,53805211638
2017-12-05,54050358569
2017-12-06,54504334367
2017-12-07,54068517601
2017-12-08,54032199537
2017-12-11,54286425984
2017-12-12,54413539208
2017-12-13,53541905675
2017-12-14,52761067301
2017-12-15,53923245345
2017-12-18,54095756149
2017-12-19,54277346468
2017-12-20,54477095820
2017-12-21,54549731947
2017-12-22,53850609218
2017-12-26,53959563409
2017-12-27,54059438085
2017-12-28,54477095820
2017-12-29,54095756149
2018-01-02,54023120021
2018-01-03,54622368075
2018-01-04,54840276458
2018-01-05,55067264358
2018-01-08,54704083719
2018-01-09,55049105326
2018-01-10,55385047417
2018-01-11,55521240156
2018-01-12,55357808869
2018-01-16,55439524512
2018-01-17,55766387087
2018-01-18,55866261763
2018-01-19,55884420795
2018-01-22,55385047417
2018-01-23,56601702556
2018-01-24,58399446719
2018-01-25,58835263485
2018-01-26,58726309293
2018-01-29,58344969623
2018-01-30,57518733669
2018-01-31,58036266080
2018-02-01,58263253979
2018-02-02,57237268674
2018-02-05,55049105326
2018-02-06,54713163235
2018-02-07,54903833070
2018-02-08,52915419073
2018-02-09,54676845171
2018-02-12,54122994697
2018-02-13,53959563409
2018-02-14,53941404377
2018-02-15,53777973090
2018-02-16,53995881473
2018-02-20,54513413883
2018-02-21,54640527107
2018-02-22,54440777756
2018-02-23,54540652431
2018-02-26,53578223738
2018-02-27,52870021493
2018-02-28,52061944571
2018-03-01,51272026682
2018-03-02,51308344746
2018-03-05,52316171019
2018-03-06,52688431173
2018-03-07,52034706024
2018-03-08,51090436363
2018-03-09,51362821842
2018-03-12,51399139906
2018-03-13,50790812336
2018-03-14,49873781223
2018-03-15,49628634292
2018-03-16,49301771717
2018-03-19,49437964456
2018-03-20,50509347341
2018-03-21,50700017176
2018-03-22,49764827031
2018-03-23,48493694795
2018-03-26,49220056073
2018-03-27,48829636886
2018-03-28,49501521068
2018-03-29,49410725908
2018-04-02,47978806722
2018-04-03,48529768170
2018-04-04,48972343759
2018-04-05,49270404870
2018-04-06,48412350156
2018-04-09,48141385510
2018-04-10,48340092917
2018-04-11,48195578439
2018-04-12,48312996453
2018-04-13,48403318001
2018-04-16,49026536688
2018-04-17,49008472378
2018-04-18,49189115476
2018-04-19,49839430627
2018-04-20,50065234499
2018-04-23,49839430627
2018-04-24,49758141233
2018-04-25,50038138035
2018-04-26,50164588203
2018-04-27,50805871200
2018-04-30,50580067328
2018-05-01,50860064129
2018-05-02,49532337361
2018-05-03,46913012446
2018-05-04,47725906385
2018-05-07,48123321200
2018-05-08,47942678103
2018-05-09,47707842076
2018-05-10,47644616992
2018-05-11,47734938540
2018-05-14,47798163624
2018-05-15,48078160426
2018-05-16,48511703860
2018-05-17,49487176587
2018-05-18,49812334163
2018-05-21,49938784331
2018-05-22,49785237698
2018-05-23,48900086520
2018-05-24,48511703860
2018-05-25,48141385510
2018-05-29,47129784163
2018-05-30,47933645948
2018-05-31,47680745611
2018-06-01,48132353355
2018-06-04,48574928944
2018-06-05,48629121873
2018-06-06,48719443422
2018-06-07,48656218338
2018-06-08,49785237698
2018-06-11,49794269853
2018-06-12,49279437025
2018-06-13,49405887193
2018-06-14,49496208742
2018-06-15,49866527092
2018-06-18,50173620358
2018-06-19,50128459584
2018-06-20,49866527092
2018-06-21,48999440224
2018-06-22,49189115476
2018-06-25,48972343759
2018-06-26,48448478776
2018-06-27,47762035005
2018-06-28,48078160426
2018-06-29,47888485173
2018-07-02,47517664185
2018-07-03,47793722579
2018-07-05,48016350316
2018-07-06,48417080242
2018-07-09,49476788270
2018-07-10,49387737176
2018-07-11,48586277322
2018-07-12,48354744476
2018-07-13,48301313819
