,WELL
2014-02-10,16533606540
2014-02-11,16548086840
2014-02-12,16458308980
2014-02-13,16504645940
2014-02-14,16466997160
2014-02-18,16495957760
2014-02-19,16603111980
2014-02-20,16385907480
2014-02-21,16443828680
2014-02-24,16805836180
2014-02-25,16698681959
2014-02-26,16771083459
2014-02-27,16834796780
2014-02-28,17011456440
2014-03-03,17046209160
2014-03-04,17263413660
2014-03-05,17338711220
2014-03-06,17101234300
2014-03-07,16881133740
2014-03-10,16823212540
2014-03-11,17046209160
2014-03-12,17176531860
2014-03-13,16982495840
2014-03-14,17066481580
2014-03-17,16970911600
2014-03-18,16910094340
2014-03-19,16559671080
2014-03-20,16522022300
2014-03-21,16863757380
2014-03-24,16788459820
2014-03-25,16921678580
2014-03-26,16820316480
2014-03-27,17023040680
2014-03-28,17124402780
2014-03-31,17656857600
2014-04-01,17621306880
2014-04-02,17736846720
2014-04-03,17624269440
2014-04-04,17905712640
2014-04-07,18130867200
2014-04-08,18397497600
2014-04-09,18347134080
2014-04-10,18270107520
2014-04-11,18299733120
2014-04-14,18276032640
2014-04-15,18581176320
2014-04-16,18613764480
2014-04-17,18350096640
2014-04-21,18421198080
2014-04-22,18305658240
2014-04-23,18287882880
2014-04-24,18474524160
2014-04-25,18421198080
2014-04-28,18696716160
2014-04-29,18652277760
2014-04-30,18690791040
2014-05-01,18738192000
2014-05-02,18693753600
2014-05-05,18824106240
2014-05-06,18770780160
2014-05-07,18850769280
2014-05-08,19052223360
2014-05-09,19075923840
2014-05-12,19052223360
2014-05-13,18960384000
2014-05-14,18951496320
2014-05-15,19123324800
2014-05-16,19327741440
2014-05-19,19084811520
2014-05-20,19200351360
2014-05-21,18951496320
2014-05-22,18853731840
2014-05-23,19111474560
2014-05-27,19087774080
2014-05-28,18471561600
2014-05-29,18566363520
2014-05-30,18732266880
2014-06-02,18803368320
2014-06-03,18871507200
2014-06-04,18815218560
2014-06-05,19179613440
2014-06-06,18984084480
2014-06-09,18767817600
2014-06-10,18625614720
2014-06-11,18661165440
2014-06-12,18649315200
2014-06-13,18714491520
2014-06-16,18598951680
2014-06-17,18403422720
2014-06-18,18394535040
2014-06-19,18673015680
2014-06-20,18785592960
2014-06-23,18815218560
2014-06-24,18767817600
2014-06-25,18601914240
2014-06-26,18634502400
2014-06-27,18554513280
2014-06-30,19497702390
2014-07-01,19619038020
2014-07-02,19395033780
2014-07-03,19264364640
2014-07-07,19382589100
2014-07-08,19444812500
2014-07-09,19494591220
2014-07-10,19566148130
2014-07-11,19544369940
2014-07-14,19594148660
2014-07-15,19656372060
2014-07-16,19774596520
2014-07-17,19815041730
2014-07-18,20001711930
2014-07-21,19992378420
2014-07-22,20026601290
2014-07-23,20088824689
2014-07-24,20129269900
2014-07-25,20060824160
2014-07-28,20144825750
2014-07-29,20023490120
2014-07-30,19920821510
2014-07-31,19796374710
2014-08-01,20091935860
2014-08-04,20129269900
2014-08-05,19967489060
2014-08-06,19942599700
2014-08-07,19628371530
2014-08-08,19631482700
2014-08-11,19665705570
2014-08-12,19759040670
2014-08-13,20207049150
2014-08-14,20437275730
2014-08-15,20319051270
2014-08-18,20434164560
2014-08-19,20496387960
2014-08-20,20645724120
2014-08-21,20648835290
2014-08-22,20574167210
2014-08-25,20567944870
2014-08-26,20742170390
2014-08-27,20829283150
2014-08-28,20866617189
2014-08-29,21025286860
2014-09-02,20925729420
2014-09-03,21025286860
2014-09-04,21009731010
2014-09-05,21255513439
2014-09-08,21109288450
2014-09-09,20913284740
2014-09-10,20602167740
2014-09-11,20686169330
2014-09-12,19678150250
2014-09-15,19783930030
2014-09-16,19867931620
2014-09-17,19836819920
2014-09-18,19566148130
2014-09-19,19768374180
2014-09-22,19640816210
2014-09-23,19510147070
2014-09-24,19538147600
2014-09-25,19491480050
2014-09-26,19634593870
2014-09-29,19516369410
2014-09-30,21003346980
2014-10-01,21111108260
2014-10-02,20979774200
2014-10-03,21141416120
2014-10-06,21299690500
2014-10-07,21380511460
2014-10-08,21831761820
2014-10-09,21872172300
2014-10-10,22387405920
2014-10-13,22421081320
2014-10-14,22703954680
2014-10-15,22784775640
2014-10-16,22747732700
2014-10-17,22562518000
2014-10-20,22916109700
2014-10-21,22963255260
2014-10-22,22986828040
2014-10-23,23175410279
2014-10-24,23188880440
2014-10-27,23387565300
2014-10-28,23471753800
2014-10-29,23306744339
2014-10-30,23599720320
2014-10-31,23946576940
2014-11-03,24010560200
2014-11-04,24323741420
2014-11-05,24101483779
2014-11-06,23626660640
2014-11-07,23781567480
2014-11-10,23956679560
2014-11-11,23855653360
2014-11-12,23815242880
2014-11-13,23993722500
2014-11-14,23966782180
2014-11-17,24303536180
2014-11-18,24391092220
2014-11-19,24098116240
2014-11-20,24138526720
2014-11-21,24488750880
2014-11-24,24343946660
2014-11-25,24391092220
2014-11-26,24572939380
2014-11-28,24805299640
2014-12-01,25091540540
2014-12-02,25179096580
2014-12-03,25216139520
2014-12-04,25337370960
2014-12-05,24916428460
2014-12-08,25179096580
2014-12-09,25441764700
2014-12-10,25630346940
2014-12-11,25717902980
2014-12-12,25680860040
2014-12-15,25303695560
2014-12-16,25081437920
2014-12-17,25711167899
2014-12-18,25680860040
2014-12-19,25761681000
2014-12-22,26260076920
2014-12-23,25822296720
2014-12-24,25626979399
2014-12-26,25859339660
2014-12-29,25802091480
2014-12-30,25835766880
2014-12-31,25482175180
2015-01-02,25913220300
2015-01-05,26233136600
2015-01-06,26606933540
2015-01-07,26852763960
2015-01-08,26741635140
2015-01-09,26768575460
2015-01-12,27172680260
2015-01-13,27233295980
2015-01-14,27580152600
2015-01-15,28007830180
2015-01-16,28391729740
2015-01-20,28075180980
2015-01-21,27758632220
2015-01-22,27947214460
2015-01-23,28028035420
2015-01-26,27977522320
2015-01-27,27957317080
2015-01-28,27964052160
2015-01-29,28199779960
2015-01-30,27596990300
2015-02-02,27596990300
2015-02-03,27533007040
2015-02-04,27182782880
2015-02-05,27489229020
2015-02-06,26014246500
2015-02-09,25953630779
2015-02-10,26098435000
2015-02-11,26010878960
2015-02-12,26081597300
2015-02-13,25970468480
2015-02-17,25919955380
2015-02-18,26303854940
2015-02-19,25667389880
2015-02-20,26283649700
2015-02-23,26499172260
2015-02-24,25761681000
2015-02-25,26142213020
2015-02-26,25616876779
2015-02-27,25967100940
2015-03-02,26058024520
2015-03-03,26122007779
2015-03-04,25835766880
2015-03-05,25822296720
2015-03-06,24791829480
2015-03-09,25051130060
2015-03-10,25232977220
2015-03-11,24997249420
2015-03-12,25357576200
2015-03-13,25263285080
2015-03-16,25323900800
2015-03-17,25142053640
2015-03-18,25919955380
2015-03-19,25855972120
2015-03-20,26647344020
2015-03-23,26738267600
2015-03-24,26633873860
2015-03-25,26243239220
2015-03-26,26064759600
2015-03-27,26192726120
2015-03-30,26505907339
2015-03-31,27106866640
2015-04-01,27050802800
2015-04-02,27271554170
2015-04-06,27835696560
2015-04-07,27373169880
2015-04-08,27415217760
2015-04-09,26872099310
2015-04-10,26696899810
2015-04-13,26451620510
2015-04-14,26693395820
2015-04-15,26430596570
2015-04-16,26500676370
2015-04-17,26371028740
2015-04-20,26367524750
2015-04-21,26360516770
2015-04-22,26434100560
2015-04-23,26567252179
2015-04-24,26581268140
2015-04-27,26532212280
2015-04-28,26497172380
2015-04-29,25915510039
2015-04-30,25235735980
2015-05-01,25319831740
2015-05-04,25274279870
2015-05-05,24958920770
2015-05-06,24804745210
2015-05-07,25043016530
2015-05-08,25284791840
2015-05-11,24787225260
2015-05-12,24853801070
2015-05-13,24559465910
2015-05-14,24930888850
2015-05-15,25372391590
2015-05-18,25169160170
2015-05-19,25078056429
2015-05-20,25078056429
2015-05-21,24962424760
2015-05-22,24829273140
2015-05-26,24731161420
2015-05-27,24920376880
2015-05-28,24818761170
2015-05-29,24619033740
2015-06-01,24927384860
2015-06-02,24713641470
2015-06-03,24279146710
2015-06-04,24394778380
2015-06-05,23760556190
2015-06-08,23960283620
2015-06-09,23760556190
2015-06-10,23935755690
2015-06-11,23977803570
2015-06-12,23813116039
2015-06-15,23658940480
2015-06-16,23827132000
2015-06-17,23907723770
2015-06-18,24135483120
2015-06-19,24086427260
2015-06-22,23669452450
2015-06-23,23487244970
2015-06-24,23308541480
2015-06-25,23119326020
2015-06-26,23259485620
2015-06-29,23042238240
2015-06-30,23086336950
2015-07-01,23339607749
2015-07-02,23297395950
2015-07-06,23427548999
2015-07-07,24025549500
2015-07-08,24166255500
2015-07-09,24039620100
2015-07-10,24183843750
2015-07-13,24081831899
2015-07-14,23965749450
2015-07-15,23754690450
2015-07-16,23754690450
2015-07-17,23673784500
2015-07-20,23684337450
2015-07-21,23603431499
2015-07-22,23800419900
2015-07-23,23578807950
2015-07-24,23856702299
2015-07-27,24162737850
2015-07-28,24148667250
2015-07-29,24380832150
2015-07-30,24204949650
2015-07-31,24401938050
2015-08-03,24563749950
2015-08-04,24345655649
2015-08-05,24113490750
2015-08-06,24092384850
2015-08-07,23920020000
2015-08-10,23698408050
2015-08-11,23853184650
2015-08-12,23990373000
2015-08-13,23867255249
2015-08-14,23895396450
2015-08-17,24394902749
2015-08-18,24387867450
2015-08-19,24292890900
2015-08-20,24401938050
2015-08-21,24067761300
2015-08-24,23132066400
2015-08-25,22263206850
2015-08-26,22660701300
2015-08-27,22977289799
2015-08-28,22892866200
2015-08-31,22284312750
2015-09-01,21946618350
2015-09-02,22238583300
2015-09-03,22111947900
2015-09-04,21605406300
2015-09-08,22013453700
2015-09-09,21777771150
2015-09-10,21756665250
2015-09-11,22094359650
2015-09-14,22284312750
2015-09-15,22442607000
2015-09-16,22681807200
2015-09-17,23279807700
2015-09-18,23694890400
2015-09-21,23825043450
2015-09-22,23758208100
2015-09-23,23976302400
2015-09-24,23888361150
2015-09-25,23796902250
2015-09-28,23255184150
2015-09-29,23684337450
2015-09-30,24045746720
2015-10-01,24038645200
2015-10-02,24226835480
2015-10-05,24574809959
2015-10-06,24535751599
2015-10-07,24720391120
2015-10-08,24734594160
2015-10-09,24592563760
2015-10-12,24517997800
2015-10-13,24493142480
2015-10-14,24031543680
2015-10-15,24272995360
2015-10-16,24606766800
2015-10-19,24905030640
2015-10-20,24748797200
2015-10-21,25050611800
2015-10-22,25178439160
2015-10-23,24315604480
2015-10-26,24084805080
2015-10-27,24170023319
2015-10-28,23726178319
2015-10-29,23772338200
2015-10-30,23033780120
2015-11-02,23385305360
2015-11-03,23008924800
2015-11-04,22998272520
2015-11-05,23051533920
2015-11-06,21666737520
2015-11-09,20953034760
2015-11-10,21091514400
2015-11-11,20953034760
2015-11-12,21087963640
2015-11-13,20668973960
2015-11-16,20995643880
2015-11-17,20896222600
2015-11-18,21151877320
2015-11-19,21499851800
2015-11-20,21897536920
2015-11-23,22103481000
2015-11-24,22110582520
2015-11-25,22178046960
2015-11-27,22437252440
2015-11-30,22437252440
2015-12-01,23012475560
2015-12-02,22529572200
2015-12-03,22266815960
2015-12-04,22600587400
2015-12-07,22778125400
2015-12-08,22859792880
2015-12-09,22785226920
2015-12-10,22302323560
2015-12-11,22444353960
2015-12-14,22561529040
2015-12-15,22941460360
2015-12-16,23520234240
2015-12-17,23438566760
2015-12-18,23168709000
2015-12-21,23243274959
2015-12-22,23491828160
2015-12-23,23800744280
2015-12-24,23800744280
2015-12-28,23974731520
2015-12-29,24326256760
2015-12-30,24258792319
2015-12-31,24155820280
2016-01-04,24283647640
2016-01-05,24887276840
2016-01-06,24834015440
2016-01-07,24123863440
2016-01-08,24177124840
2016-01-11,24340459800
2016-01-12,24155820280
2016-01-13,23640960080
2016-01-14,23573495640
2016-01-15,23548640319
2016-01-19,24063500520
2016-01-20,22905952760
2016-01-21,23250376480
2016-01-22,24056399000
2016-01-25,23701323000
2016-01-26,23435016000
2016-01-27,21872681600
2016-01-28,21457242680
2016-01-29,22092828720
2016-02-01,22309425080
2016-02-02,21947247560
2016-02-03,22604138160
2016-02-04,22614790440
2016-02-05,22412397120
2016-02-08,21510504080
2016-02-09,19791936240
2016-02-10,19781283960
2016-02-11,19060479680
2016-02-12,19316134400
2016-02-16,19870052960
2016-02-17,20072446280
2016-02-18,20835859680
2016-02-19,21020499200
2016-02-22,21421735080
2016-02-23,21542460920
2016-02-24,21851377040
2016-02-25,22252612920
2016-02-26,22547326000
2016-02-29,22646747280
2016-03-01,23427914480
2016-03-02,23765236680
2016-03-03,23431465240
2016-03-04,23502480440
2016-03-07,23743932120
2016-03-08,23385305360
2016-03-09,23612554000
2016-03-10,23126099880
2016-03-11,23630307800
2016-03-14,23623206280
2016-03-15,23346247000
2016-03-16,23630307800
2016-03-17,23992485319
2016-03-18,23839802640
2016-03-21,23733279840
2016-03-22,23697772240
2016-03-23,23747482880
2016-03-24,23775888959
2016-03-28,24020891400
2016-03-29,24642274400
2016-03-30,24457634880
2016-03-31,24729833640
2016-04-01,24665637360
2016-04-04,24822561599
2016-04-05,24754798860
2016-04-06,24633539219
2016-04-07,24526545420
2016-04-08,24712001340
2016-04-11,24804729300
2016-04-12,24922422480
2016-04-13,24836827440
2016-04-14,24847526820
2016-04-15,24897457260
2016-04-18,25193473440
2016-04-19,25439559180
2016-04-20,24615706920
2016-04-21,23759756520
2016-04-22,24348222420
2016-04-25,24715567800
2016-04-26,24751232400
2016-04-27,24893890800
2016-04-28,24843960360
2016-04-29,24758365320
2016-05-02,25065080880
2016-05-03,25625015099
2016-05-04,26527329480
2016-05-05,26295509580
2016-05-06,26238446219
2016-05-09,26641456200
2016-05-10,26045857380
2016-05-11,25343264760
2016-05-12,25710610140
2016-05-13,25596483420
2016-05-16,25906765440
2016-05-17,25539420060
2016-05-18,24736966560
2016-05-19,24394586400
2016-05-20,24448083300
2016-05-23,24366054719
2016-05-24,24498013740
2016-05-25,24469482060
2016-05-26,24583608780
2016-05-27,24704868420
2016-05-31,24576475860
2016-06-01,24605007540
2016-06-02,24776197620
2016-06-03,25435992719
2016-06-06,24901023719
2016-06-07,25218438659
2016-06-08,25610749260
2016-06-09,25732008900
2016-06-10,25728442440
2016-06-13,25931730659
2016-06-14,26003059860
2016-06-15,26213481000
2016-06-16,26345440020
2016-06-17,26480965500
2016-06-20,26138585340
2016-06-21,26188515780
2016-06-22,25810471020
2016-06-23,26049423840
2016-06-24,25853268540
2016-06-27,26163550560
2016-06-28,26641456200
2016-06-29,26933905920
2016-06-30,27339850440
2016-07-01,27350618400
2016-07-05,27530084400
2016-07-06,27418815480
2016-07-07,26862470880
2016-07-08,27142437840
2016-07-11,27350618400
2016-07-12,27286010640
2016-07-13,27619817400
2016-07-14,27339850440
2016-07-15,27458298000
2016-07-18,27705961080
2016-07-19,27838765920
2016-07-20,27856712520
2016-07-21,28018231920
2016-07-22,28265895000
2016-07-25,28265895000
2016-07-26,27914141640
2016-07-27,27766979520
2016-07-28,28129500840
2016-07-29,28474075560
2016-08-01,28574576520
2016-08-02,27924909600
2016-08-03,27802872719
2016-08-04,27892605719
2016-08-05,27415226160
2016-08-08,27655710600
2016-08-09,28090018320
2016-08-10,28319734800
2016-08-11,27906963000
2016-08-12,28125911520
2016-08-15,27906963000
2016-08-16,27519316440
2016-08-17,27637764000
2016-08-18,27598281480
2016-08-19,27372154320
2016-08-22,27508548480
2016-08-23,27605460120
2016-08-24,27382922280
2016-08-25,27637764000
2016-08-26,27199866960
2016-08-29,27623406719
2016-08-30,27637764000
2016-08-31,27548031000
2016-09-01,27433172760
2016-09-02,27530084400
2016-09-06,27967981440
2016-09-07,28064893080
2016-09-08,27774158160
2016-09-09,26471235000
2016-09-12,26837345640
2016-09-13,26234339880
2016-09-14,26395859280
2016-09-15,26420984520
2016-09-16,26270233080
2016-09-19,26291769000
2016-09-20,26266643760
2016-09-21,26683004880
2016-09-22,27311135880
2016-09-23,27422404800
2016-09-26,27565977600
2016-09-27,27106544640
2016-09-28,27440351400
2016-09-29,27210634920
2016-09-30,27073319760
2016-10-03,26718473520
2016-10-04,26026885440
2016-10-05,25483753440
2016-10-06,25465649040
2016-10-07,25179599520
2016-10-10,25270121520
2016-10-11,24889929120
2016-10-12,25027522560
2016-10-13,25306330320
2016-10-14,25139769840
2016-10-17,25103561040
2016-10-18,25465649040
2016-10-19,25559791920
2016-10-20,25664797440
2016-10-21,25527204000
2016-10-24,25657555680
2016-10-25,25697385360
2016-10-26,25233912720
2016-10-27,24766819200
2016-10-28,24784923600
2016-10-31,24813890640
2016-11-01,24408352080
2016-11-02,24335934479
2016-11-03,23890566240
2016-11-04,23586412320
2016-11-07,23984709120
2016-11-08,23524857360
2016-11-09,22721022000
2016-11-10,22090988880
2016-11-11,22275653760
2016-11-14,23072247360
2016-11-15,22724642880
2016-11-16,22815164880
2016-11-17,22442214240
2016-11-18,22626879120
2016-11-21,22395142800
2016-11-22,22601532960
2016-11-23,22514631840
2016-11-25,22681192320
2016-11-28,22956379200
2016-11-29,23242428720
2016-11-30,22731884640
2016-12-01,22235824080
2016-12-02,22731884640
2016-12-05,22688434080
2016-12-06,23010692400
2016-12-07,23633483760
2016-12-08,23756593680
2016-12-09,23778318960
2016-12-12,24093335520
2016-12-13,24111439920
2016-12-14,23351055120
2016-12-15,22934653920
2016-12-16,23600895840
2016-12-19,24035401440
2016-12-20,24064368479
2016-12-21,23647967280
2016-12-22,23658829920
2016-12-23,23720384880
2016-12-27,23847115680
2016-12-28,23680555200
2016-12-29,23814527760
2016-12-30,24234549840
2017-01-03,23988874780
2017-01-04,24173767120
2017-01-05,24713942780
2017-01-06,24815452300
2017-01-09,24797325600
2017-01-10,24043254879
2017-01-11,24072257600
2017-01-12,24235397899
2017-01-13,24166516440
2017-01-17,24398538200
2017-01-18,24318780720
2017-01-19,24072257600
2017-01-20,24202769840
2017-01-23,24536301120
2017-01-24,24398538200
2017-01-25,24057756240
2017-01-26,23977998760
2017-01-27,23905491960
2017-01-30,24050505560
2017-01-31,24036004200
2017-02-01,23662594180
2017-02-02,24050505560
2017-02-03,23720599620
2017-02-06,23988874780
2017-02-07,23880114580
2017-02-08,23938120020
2017-02-09,23706098260
2017-02-10,23880114580
2017-02-13,24032378860
2017-02-14,23749602340
2017-02-15,23774979720
2017-02-16,23956246720
2017-02-17,23898241280
2017-02-21,24268025960
2017-02-22,24543551800
2017-02-23,24960465899
2017-02-24,25399132040
2017-02-27,25391881360
2017-02-28,25515142920
2017-03-01,25188862320
2017-03-02,25359253300
2017-03-03,25221490379
2017-03-06,24848080360
2017-03-07,24829953660
2017-03-08,24297028680
2017-03-09,23854737200
2017-03-10,23988874780
2017-03-13,23927244000
2017-03-14,23945370700
2017-03-15,24376786160
2017-03-16,24394912860
2017-03-17,24391287520
2017-03-20,24572554520
2017-03-21,24587055879
2017-03-22,24891584440
2017-03-23,25232366399
2017-03-24,25257743780
2017-03-27,25424509420
2017-03-28,25598525740
2017-03-29,25714536620
2017-03-30,25660156520
2017-03-31,25957229679
2017-04-03,26078182600
2017-04-04,25869263920
2017-04-05,26133161200
2017-04-06,26235787920
2017-04-07,26485024240
2017-04-10,26715934360
2017-04-11,26679281960
2017-04-12,26730595320
2017-04-13,26701273399
2017-04-17,26899196360
2017-04-18,27210741760
2017-04-19,27075127880
2017-04-20,27148432679
2017-04-21,27005488320
2017-04-24,26572990000
2017-04-25,26635299080
2017-04-26,26327418920
2017-04-27,26448371840
2017-04-28,26184474560
2017-05-01,26096508800
2017-05-02,25931573000
2017-05-03,25587040440
2017-05-04,25605366640
2017-05-05,25583375200
2017-05-08,25554053280
2017-05-09,25301151720
2017-05-10,25660345240
2017-05-11,26206466000
2017-05-12,26334749399
2017-05-15,26265109840
2017-05-16,26243118399
2017-05-17,26485024240
2017-05-18,26730595320
2017-05-19,26844217760
2017-05-22,26902861600
2017-05-23,26847883000
2017-05-24,26950509720
2017-05-25,26814895840
2017-05-26,26583985720
2017-05-30,26572990000
2017-05-31,26587650960
2017-06-01,26741591039
2017-06-02,27045805960
2017-06-05,26928518280
2017-06-06,26767247720
2017-06-07,26822226320
2017-06-08,26719599600
2017-06-09,26921187800
2017-06-12,27137436960
2017-06-13,27174089360
2017-06-14,27284046560
2017-06-15,27368347080
2017-06-16,27709214399
2017-06-19,27947455000
2017-06-20,28193026080
2017-06-21,28277326600
2017-06-22,28401944760
2017-06-23,28379953320
2017-06-26,28464253840
2017-06-27,28039086000
2017-06-28,28050081720
2017-06-29,27306038000
2017-06-30,27626311649
2017-07-03,27962182640
2017-07-05,27714893010
2017-07-06,26969333229
2017-07-07,26906588100
2017-07-10,26770025170
2017-07-11,26799552290
2017-07-12,27205550189
2017-07-13,27054223700
2017-07-14,27220313750
2017-07-17,27257222649
2017-07-18,27331040450
2017-07-19,27360567570
2017-07-20,27201859300
2017-07-21,27286749770
2017-07-24,26998860350
2017-07-25,26947187890
2017-07-26,27050532810
2017-07-27,26865988310
2017-07-28,26969333229
2017-07-31,27087441710
2017-08-01,26692516479
2017-08-02,26733116270
2017-08-03,26965642340
2017-08-04,26511662870
2017-08-07,26544880880
2017-08-08,26552262660
2017-08-09,26293900360
2017-08-10,26057683399
2017-08-11,25983865600
2017-08-14,26482135750
2017-08-15,26293900360
2017-08-16,26574408000
2017-08-17,26242227899
2017-08-18,26076137850
2017-08-21,26567026220
2017-08-22,26179482770
2017-08-23,26419390620
2017-08-24,26356645490
2017-08-25,26544880880
2017-08-28,26293900360
2017-08-29,26548571770
2017-08-30,26762643390
2017-08-31,27024696580
2017-09-01,27190786630
2017-09-05,27334731340
2017-09-06,27190786630
2017-09-07,27308895110
2017-09-08,27559875630
2017-09-11,27814547040
2017-09-12,27438076260
2017-09-13,27349494899
2017-09-14,27478676050
2017-09-15,27522966729
2017-09-18,27427003590
2017-09-19,27102205270
2017-09-20,27017314800
2017-09-21,26648225800
2017-09-22,26190555439
2017-09-25,26319736590
2017-09-26,26504281090
2017-09-27,25803011990
2017-09-28,26050301620
2017-09-29,25939574920
2017-10-02,25767231750
2017-10-03,25726478400
2017-10-04,25426385550
2017-10-05,25385632200
2017-10-06,25322649749
2017-10-09,25285601250
2017-10-10,25196684850
2017-10-11,25170750900
2017-10-12,25196684850
2017-10-13,25267077000
2017-10-16,25218913949
2017-10-17,25263372150
2017-10-18,25307830350
2017-10-19,25259667300
2017-10-20,25255962450
2017-10-23,25004032650
2017-10-24,24766922249
2017-10-25,24526107000
2017-10-26,24363093600
2017-10-27,24881772600
2017-10-30,24900296849
2017-10-31,24807675599
2017-11-01,24829904700
2017-11-02,25089244200
2017-11-03,25248552750
2017-11-06,25192980000
2017-11-07,25411566150
2017-11-08,25470843750
2017-11-09,25296715800
2017-11-10,25237438200
2017-11-13,25311535199
2017-11-14,25226323650
2017-11-15,25096653900
2017-11-16,25170750900
2017-11-17,25178160599
2017-11-20,25167046050
2017-11-21,25300420650
2017-11-22,25255962450
2017-11-24,25289306100
2017-11-27,24996622950
2017-11-28,24866953200
2017-11-29,24926230800
2017-11-30,24992918099
2017-12-01,25178160599
2017-12-04,24870658050
2017-12-05,24496468200
2017-12-06,24559450650
2017-12-07,24522402150
2017-12-08,24570565199
2017-12-11,24422371200
2017-12-12,24496468200
2017-12-13,24603908850
2017-12-14,24559450650
2017-12-15,24800265900
2017-12-18,24948459900
2017-12-19,23888872800
2017-12-20,23585075100
2017-12-21,23518387800
2017-12-22,23488749000
2017-12-26,23522092650
2017-12-27,23440585950
2017-12-28,23607304200
2017-12-29,23625828450
2018-01-02,23782406780
2018-01-03,23823263640
2018-01-04,23310695760
2018-01-05,23165839620
2018-01-08,23247553340
2018-01-09,22794413620
2018-01-10,22549272460
2018-01-11,22348702420
2018-01-12,21973562160
2018-01-16,22010704760
2018-01-17,22326416860
2018-01-18,22021847540
2018-01-19,22021847540
2018-01-22,22036704580
2018-01-23,22404416320
2018-01-24,22486130040
2018-01-25,22597557840
2018-01-26,22504701340
2018-01-29,22107275520
2018-01-30,21739563780
2018-01-31,22274417220
2018-02-01,21557565040
2018-02-02,21709849700
2018-02-05,20996711780
2018-02-06,21249281460
2018-02-07,21004140300
2018-02-08,20305859420
2018-02-09,20606714480
2018-02-12,20157289020
2018-02-13,20458144080
2018-02-14,20112717900
2018-02-15,20491572420
2018-02-16,20721856540
2018-02-20,20354144800
2018-02-21,20053289740
2018-02-22,19960433240
2018-02-23,20209288660
2018-02-26,20205574400
2018-02-27,19395865720
2018-02-28,19499865000
2018-03-01,19555578900
2018-03-02,19659578180
2018-03-05,20083003820
2018-03-06,19633578360
2018-03-07,20045861220
2018-03-08,19897290820
2018-03-09,19893576560
2018-03-12,20328144980
2018-03-13,19967861760
2018-03-14,19882433780
2018-03-15,19964147500
2018-03-16,20057004000
2018-03-19,19778434500
2018-03-20,19741291900
2018-03-21,19481293700
2018-03-22,19592721500
2018-03-23,19325294780
2018-03-26,19366151640
2018-03-27,19789577280
2018-03-28,20376430360
2018-03-29,20216717180
2018-04-02,20057410800
2018-04-03,19975650000
2018-04-04,20499662400
2018-04-05,20339857200
2018-04-06,20443916400
2018-04-09,20250663600
2018-04-10,20068560000
2018-04-11,20064843600
2018-04-12,19525965600
2018-04-13,19559413200
2018-04-16,19525965600
2018-04-17,19838143200
2018-04-18,19637457600
2018-04-19,19295548800
2018-04-20,19020535200
2018-04-23,18834715200
2018-04-24,18961072800
2018-04-25,18775252800
2018-04-26,18585716400
2018-04-27,19652323200
2018-04-30,19860441600
2018-05-01,20388170400
2018-05-02,20458782000
2018-05-03,20622303600
2018-05-04,20878735200
2018-05-07,20704064400
2018-05-08,20492229600
2018-05-09,20581423200
2018-05-10,20863869600
2018-05-11,20904750000
2018-05-14,20629736400
2018-05-15,20380737600
2018-05-16,20380737600
2018-05-17,20042545200
2018-05-18,20168902800
2018-05-21,20507095200
2018-05-22,20692915200
2018-05-23,21101719200
2018-05-24,20904750000
2018-05-25,21135166800
2018-05-29,21194629200
2018-05-30,21384165600
2018-05-31,21425046000
2018-06-01,21562552800
2018-06-04,21469642800
2018-06-05,21335852400
2018-06-06,21380449200
2018-06-07,21402747600
2018-06-08,21551403600
2018-06-11,21666612000
2018-06-12,21670328400
2018-06-13,21120301200
2018-06-14,21421329600
2018-06-15,21369300000
2018-06-18,21183480000
2018-06-19,21261524400
2018-06-20,21696343200
2018-06-21,21852432000
2018-06-22,21945342000
2018-06-25,22038252000
2018-06-26,22090281600
2018-06-27,22264952400
2018-06-28,23175470400
2018-06-29,23298111600
2018-07-02,23157267840
2018-07-03,23463146700
2018-07-05,23810058090
2018-07-06,24022681200
2018-07-09,23582514060
2018-07-10,23593704750
2018-07-11,23534021070
2018-07-12,23560132680
2018-07-13,23381081640
2018-07-16,23347509570
2018-07-17,23179649220
2018-07-18,23052821400
2018-07-19,23414653710
2018-07-20,23683230270
2018-07-23,23772755790
2018-07-24,23589974520
2018-07-25,23862281310
2018-07-26,23989109130
2018-07-27,23056551630
2018-07-30,23015519100
2018-07-31,23351239800
2018-08-01,23485528080
2018-08-02,23563862910
2018-08-03,23992839359
2018-08-06,23642197740
2018-08-07,23810058090
2018-08-08,23683230270
2018-08-09,23672039580
2018-08-10,23552672220
2018-08-13,23631007050
2018-08-14,23866011540
2018-08-15,24373322820
2018-08-16,24500150640
2018-08-17,24880634100
2018-08-20,24854522490
2018-08-21,24764996970
2018-08-22,24716503980
2018-08-23,24585945930
2018-08-24,24597136620
2018-08-27,24585945930
2018-08-28,24921666630
2018-08-29,24873173640
2018-08-30,24835871340
2018-08-31,24884364329
2018-09-04,24705313290
2018-09-05,25093257210
2018-09-06,25164131579
2018-09-07,24764996970
2018-09-10,24940317780
2018-09-11,24936587549
2018-09-12,24869443410
2018-09-13,25048494450
2018-09-14,24772457430
2018-09-17,24921666630
2018-09-18,24783648120
2018-09-19,24429276269
2018-09-20,24459118109
2018-09-21,24433006500
2018-09-24,23858551080
2018-09-25,24078634650
