,VMC
2013-11-26,7473553560
2013-11-27,7446173130
2013-11-29,7349689710
2013-12-02,7374462480
2013-12-03,7237560330
2013-12-04,7099354350
2013-12-05,7121519460
2013-12-06,7291017360
2013-12-09,7250598630
2013-12-10,7165849680
2013-12-11,7027643700
2013-12-12,7094139030
2013-12-13,7318397790
2013-12-16,7394019930
2013-12-17,7365335670
2013-12-18,7528314420
2013-12-19,7452692280
2013-12-20,7476161220
2013-12-23,7521795270
2013-12-24,7560910170
2013-12-26,7597417410
2013-12-27,7645659120
2013-12-30,7756484670
2013-12-31,7772730200
2014-01-02,7675930800
2014-01-03,7664157900
2014-01-06,7594828600
2014-01-07,7696860400
2014-01-08,7763573500
2014-01-09,7825054200
2014-01-10,7772730200
2014-01-13,7673314600
2014-01-14,7745260100
2014-01-15,7806740800
2014-01-16,7836827100
2014-01-17,7802816500
2014-01-21,7845983800
2014-01-22,7796276000
2014-01-23,8019961100
2014-01-24,7792351700
2014-01-27,7592212400
2014-01-28,8055279800
2014-01-29,8144230600
2014-01-30,8068360800
2014-01-31,8074901300
2014-02-03,7724330500
2014-02-04,7832902800
2014-02-05,7873453900
2014-02-06,8588984600
2014-02-07,8471255600
2014-02-10,8526195800
2014-02-11,8573287400
2014-02-12,8552357799
2014-02-13,8633460000
2014-02-14,8676627300
2014-02-18,8691016400
2014-02-19,8492185200
2014-02-20,8541893000
2014-02-21,8598141300
2014-02-24,8506574300
2014-02-25,8574595500
2014-02-26,8759037600
2014-02-27,8885923300
2014-02-28,8885923300
2014-03-03,8942171600
2014-03-04,9027198100
2014-03-05,8921242000
2014-03-06,8893771900
2014-03-07,9006268500
2014-03-10,8913393400
2014-03-11,8827058800
2014-03-12,8755113300
2014-03-13,8605989900
2014-03-14,8663546300
2014-03-17,8728951300
2014-03-18,8816594000
2014-03-19,8790432000
2014-03-20,8765578100
2014-03-21,8647849100
2014-03-24,8518347200
2014-03-25,8621687100
2014-03-26,8451634100
2014-03-27,8517039100
2014-03-28,8684475900
2014-03-31,8714851050
2014-04-01,8718785520
2014-04-02,8619112280
2014-04-03,8700424660
2014-04-04,8699113170
2014-04-07,8402716429
2014-04-08,8388290040
2014-04-09,8539111390
2014-04-10,8501078179
2014-04-11,8356814280
2014-04-14,8335830440
2014-04-15,8347633850
2014-04-16,8508947119
2014-04-17,8491897750
2014-04-21,8553537780
2014-04-22,8473536890
2014-04-23,8447307090
2014-04-24,8557472250
2014-04-25,8402716429
2014-04-28,8116811610
2014-04-29,8393536000
2014-04-30,8463044970
2014-05-01,8495832220
2014-05-02,8544357350
2014-05-05,8525996490
2014-05-06,8304354680
2014-05-07,8161402270
2014-05-08,8013203900
2014-05-09,7858448080
2014-05-12,8149598860
2014-05-13,8086647340
2014-05-14,7984351120
2014-05-15,7834841260
2014-05-16,7925334070
2014-05-19,7945006420
2014-05-20,7812545930
2014-05-21,7760086330
2014-05-22,7857136590
2014-05-23,8025007310
2014-05-27,8045991150
2014-05-28,8053860090
2014-05-29,7990908570
2014-05-30,7996154530
2014-06-02,8035499230
2014-06-03,7998777510
2014-06-04,8036810720
2014-06-05,8236157200
2014-06-06,8331895970
2014-06-09,8314846600
2014-06-10,8512881590
2014-06-11,8405339410
2014-06-12,8385667060
2014-06-13,8491897750
2014-06-16,8464356460
2014-06-17,8373863650
2014-06-18,8549603310
2014-06-19,8525996490
2014-06-20,8556160759
2014-06-23,8524685000
2014-06-24,8375175140
2014-06-25,8327961500
2014-06-26,8266321470
2014-06-27,8380421100
2014-06-30,8402058750
2014-07-01,8475865070
2014-07-02,8373063410
2014-07-03,8482454920
2014-07-07,8400740780
2014-07-08,8474547100
2014-07-09,8556261240
2014-07-10,8500906500
2014-07-11,8587892520
2014-07-14,8483772890
2014-07-15,8461367400
2014-07-16,8489044770
2014-07-17,8301893030
2014-07-18,8441597850
2014-07-21,8377017320
2014-07-22,8510132289
2014-07-23,8677514480
2014-07-24,8692012150
2014-07-25,8593164400
2014-07-28,8499588529
2014-07-29,8626113650
2014-07-30,8611615980
2014-07-31,8320344610
2014-08-01,8348021980
2014-08-04,8338796190
2014-08-05,8204363250
2014-08-06,8225450770
2014-08-07,8105515500
2014-08-08,8167460090
2014-08-11,8130556930
2014-08-12,8155598360
2014-08-13,8175367910
2014-08-14,8176685880
2014-08-15,8101561590
2014-08-18,8299257090
2014-08-19,8303211000
2014-08-20,8268943780
2014-08-21,8313754760
2014-08-22,8259717990
2014-08-25,8234676560
2014-08-26,8392832960
2014-08-27,8358565740
2014-08-28,8332206340
2014-08-29,8353293860
2014-09-02,8270261750
2014-09-03,8178003850
2014-09-04,8175367910
2014-09-05,8266307840
2014-09-08,8228086710
2014-09-09,8131874900
2014-09-10,8180639790
2014-09-11,8324298520
2014-09-12,8253128140
2014-09-15,8213589040
2014-09-16,8264989870
2014-09-17,8342750100
2014-09-18,8229404680
2014-09-19,8204363250
2014-09-22,8134510840
2014-09-23,8130556930
2014-09-24,8254446110
2014-09-25,8084427980
2014-09-26,8083110010
2014-09-29,7989534140
2014-09-30,7954515870
2014-10-01,7778864100
2014-10-02,7763015820
2014-10-03,7813202040
2014-10-06,7727357190
2014-10-07,7564912320
2014-10-08,7658681310
2014-10-09,7571515770
2014-10-10,7464539880
2014-10-13,7300774320
2014-10-14,7360205370
2014-10-15,7432843320
2014-10-16,7497557130
2014-10-17,7803957210
2014-10-20,7852822740
2014-10-21,7957157250
2014-10-22,7838295150
2014-10-23,7955836560
2014-10-24,8089226250
2014-10-27,7893764130
2014-10-28,7992815880
2014-10-29,7844898600
2014-10-30,7962440010
2014-10-31,8149977990
2014-11-03,8241105600
2014-11-04,8386381500
2014-11-05,8474867730
2014-11-06,8554109129
2014-11-07,8599012590
2014-11-10,8639953980
2014-11-11,8630709150
2014-11-12,8645236740
2014-11-13,8661085020
2014-11-14,8757495390
2014-11-17,8716554000
2014-11-18,8861829900
2014-11-19,8937109230
2014-11-20,8982012690
2014-11-21,9061254090
2014-11-24,9061254090
2014-11-25,8926543710
2014-11-26,8864471280
2014-11-28,8729760900
2014-12-01,8518450500
2014-12-02,8638633290
2014-12-03,8857867830
2014-12-04,8904091980
2014-12-05,8805040230
2014-12-08,8617502250
2014-12-09,8720516070
2014-12-10,8341478040
2014-12-11,8326950450
2014-12-12,8239784910
2014-12-15,8123564190
2014-12-16,8204126280
2014-12-17,8451095310
2014-12-18,8641274670
2014-12-19,8819567820
2014-12-22,8728440210
2014-12-23,8754854010
2014-12-24,8752212630
2014-12-26,8762778150
2014-12-29,8828812650
2014-12-30,8770702290
2014-12-31,8607578221
2015-01-02,8771270185
2015-01-05,8529006079
2015-01-06,8509363043
2015-01-07,8670435935
2015-01-08,8941509827
2015-01-09,8942819363
2015-01-12,8937581220
2015-01-13,8821032542
2015-01-14,8870794899
2015-01-15,8671745471
2015-01-16,8759484364
2015-01-20,8772579721
2015-01-21,8902223756
2015-01-22,9156273684
2015-01-23,9132702041
2015-01-26,9234845826
2015-01-27,9196869291
2015-01-28,9170678577
2015-01-29,9342227755
2015-01-30,9233536291
2015-02-02,9355323112
2015-02-03,9405085469
2015-02-04,9359251719
2015-02-05,9691873789
2015-02-06,9851637146
2015-02-09,9974733503
2015-02-10,10182949680
2015-02-11,10214378538
2015-02-12,10399023073
2015-02-13,10459261715
2015-02-17,10575810393
2015-02-18,10616406000
2015-02-19,10641287179
2015-02-20,10604620179
2015-02-23,10505095465
2015-02-24,10571881786
2015-02-25,10787955178
2015-02-26,10789264714
2015-02-27,10869146393
2015-03-02,11065576749
2015-03-03,11100934213
2015-03-04,11078672106
2015-03-05,11127124927
2015-03-06,11098315142
2015-03-09,11045933713
2015-03-10,10794502857
2015-03-11,10900575250
2015-03-12,11144148892
2015-03-13,11079981642
2015-03-16,11145458427
2015-03-17,11144148892
2015-03-18,11231887784
2015-03-19,11026290678
2015-03-20,11006647642
2015-03-23,11040695571
2015-03-24,11149387034
2015-03-25,10992242749
2015-03-26,11001409499
2015-03-27,11022362071
2015-03-30,11182125427
2015-03-31,11220582900
2015-04-01,11209934660
2015-04-02,11221913930
2015-04-06,11243210410
2015-04-07,11078162690
2015-04-08,11074169600
2015-04-09,11019597370
2015-04-10,11092804020
2015-04-13,11051542090
2015-04-14,11080824750
2015-04-15,11155362430
2015-04-16,11014273250
2015-04-17,10905128790
2015-04-20,10883832310
2015-04-21,10830591110
2015-04-22,10769363730
2015-04-23,10958369990
2015-04-24,11110107410
2015-04-27,11063521360
2015-04-28,11059528270
2015-04-29,11056866210
2015-04-30,11382968560
2015-05-01,11756987990
2015-05-04,11726374300
2015-05-05,11380306500
2015-05-06,11626547050
2015-05-07,11912718500
2015-05-08,12041828410
2015-05-11,12150972870
2015-05-12,12009883690
2015-05-13,12095069610
2015-05-14,12341310160
2015-05-15,12244144970
2015-05-18,12269434540
2015-05-19,12290731020
2015-05-20,12237489820
2015-05-21,12225510550
2015-05-22,12189572740
2015-05-26,12016538840
2015-05-27,12108379910
2015-05-28,12045821500
2015-05-29,11969952790
2015-06-01,11922035710
2015-06-02,12005890600
2015-06-03,11864801420
2015-06-04,11795587860
2015-06-05,11862139360
2015-06-08,11786270650
2015-06-09,11723712240
2015-06-10,11928690860
2015-06-11,11907394380
2015-06-12,11831525670
2015-06-15,11683781340
2015-06-16,11685112370
2015-06-17,11642519410
2015-06-18,11830194640
2015-06-19,11884766870
2015-06-22,11957973520
2015-06-23,11868794510
2015-06-24,11678457220
2015-06-25,11524057740
2015-06-26,11510747440
2015-06-29,11200617450
2015-06-30,11202472820
2015-07-01,11388001680
2015-07-02,11394675380
2015-07-06,11458742900
2015-07-07,11538827300
2015-07-08,11397344860
2015-07-09,11468086080
2015-07-10,12060710640
2015-07-13,12070053820
2015-07-14,12011325260
2015-07-15,11883190220
2015-07-16,12106091800
2015-07-17,12235561580
2015-07-20,12550560220
2015-07-21,12479819000
2015-07-22,12531873860
2015-07-23,12264925860
2015-07-24,11984630460
2015-07-27,11777745760
2015-07-28,11899207100
2015-07-29,12162150880
2015-07-30,12212871000
2015-07-31,12148803480
2015-08-03,11967278840
2015-08-04,12820177700
2015-08-05,13004371820
2015-08-06,12720072200
2015-08-07,12614627740
2015-08-10,12810834520
2015-08-11,12844203020
2015-08-12,12981681240
2015-08-13,12932295860
2015-08-14,13049752980
2015-08-17,13188565940
2015-08-18,13220599700
2015-08-19,12920283200
2015-08-20,12465136860
2015-08-21,12234226840
2015-08-24,11791093160
2015-08-25,11480098740
2015-08-26,11669631820
2015-08-27,12227553140
2015-08-28,12335667080
2015-08-31,12495835880
2015-09-01,12268930080
2015-09-02,12760114400
2015-09-03,13004371820
2015-09-04,12721406940
2015-09-08,13148523740
2015-09-09,13165875360
2015-09-10,13113820500
2015-09-11,13231277620
2015-09-14,13326044160
2015-09-15,13359412660
2015-09-16,13518246720
2015-09-17,13507568800
2015-09-18,13207252300
2015-09-21,13324709420
2015-09-22,12981681240
2015-09-23,12507848540
2015-09-24,12323654420
2015-09-25,12282277480
2015-09-28,11566856840
2015-09-29,11365311100
2015-09-30,11916406400
2015-10-01,12414704560
2015-10-02,12772731120
2015-10-05,12747348640
2015-10-06,12418712320
2015-10-07,12617764400
2015-10-08,12756700080
2015-10-09,12677880800
2015-10-12,12584366400
2015-10-13,12158207920
2015-10-14,12008584880
2015-10-15,12222332080
2015-10-16,12212980640
2015-10-19,11945796640
2015-10-20,11913734560
2015-10-21,11769455200
2015-10-22,12465469520
2015-10-23,12624444000
2015-10-26,12290464000
2015-10-27,12237027200
2015-10-28,12659177920
2015-10-29,12669865280
2015-10-30,12902315360
2015-11-02,12915674560
2015-11-03,12663185680
2015-11-04,12963767680
2015-11-05,13571611280
2015-11-06,13646422800
2015-11-09,13443362960
2015-11-10,13371223280
2015-11-11,13571611280
2015-11-12,13228279840
2015-11-13,13249654560
2015-11-16,13582298640
2015-11-17,13568939440
2015-11-18,13771999280
2015-11-19,13993762000
2015-11-20,14120674400
2015-11-23,14096627840
2015-11-24,13991090160
2015-11-25,13810740960
2015-11-27,13892232080
2015-11-30,13715890640
2015-12-01,13856162240
2015-12-02,13767991520
2015-12-03,13173507120
2015-12-04,13297747680
2015-12-07,13082664560
2015-12-08,13132093600
2015-12-09,12653834240
2015-12-10,12775402960
2015-12-11,12595053760
2015-12-14,12649826480
2015-12-15,12764715600
2015-12-16,13031899600
2015-12-17,12651162400
2015-12-18,12536273280
2015-12-21,12743340880
2015-12-22,12756700080
2015-12-23,12938385200
2015-12-24,12934377440
2015-12-28,12800785440
2015-12-29,12899643520
2015-12-30,12770059280
2015-12-31,12708980370
2016-01-04,12367736820
2016-01-05,12385133550
2016-01-06,12097418400
2016-01-07,11816394300
2016-01-08,11542061250
2016-01-11,11489871060
2016-01-12,11603618910
2016-01-13,11180744550
2016-01-14,11416269510
2016-01-15,11219552640
2016-01-19,11042908920
2016-01-20,10919793600
2016-01-21,11005439040
2016-01-22,11424298770
2016-01-25,11092422690
2016-01-26,11271742830
2016-01-27,11195464860
2016-01-28,11139260040
2016-01-29,11803012200
2016-02-01,11651794470
2016-02-02,11633059530
2016-02-03,11778924420
2016-02-04,12548395170
2016-02-05,12530998440
2016-02-08,11939509620
2016-02-09,12179049210
2016-02-10,12456058680
2016-02-11,12042551790
2016-02-12,12314208420
2016-02-16,12480146460
2016-02-17,12758494140
2016-02-18,12595232520
2016-02-19,12696936480
2016-02-22,12853507050
2016-02-23,12643408080
2016-02-24,13027474350
2016-02-25,13111781580
2016-02-26,13212147330
2016-02-29,13185383130
2016-03-01,13598890020
2016-03-02,13681859040
2016-03-03,13744754910
2016-03-04,13617624960
2016-03-07,13786239420
2016-03-08,13667138730
2016-03-09,13724681760
2016-03-10,13813003620
2016-03-11,13934780730
2016-03-14,13883928750
2016-03-15,13853149920
2016-03-16,13861179180
2016-03-17,14009720490
2016-03-18,14107409820
2016-03-21,14039161110
2016-03-22,14044513950
2016-03-23,13997676600
2016-03-24,14065925310
2016-03-28,14130159390
2016-03-29,14175658530
2016-03-30,14116777290
2016-03-31,14085043830
2016-04-01,14303850990
2016-04-04,14142414000
2016-04-05,14083709640
2016-04-06,14230470540
2016-04-07,14122401150
2016-04-08,14409252000
2016-04-11,14214460260
2016-04-12,14214460260
2016-04-13,14246480820
2016-04-14,14219797020
2016-04-15,14275833000
2016-04-18,14419925520
2016-04-19,14383902390
2016-04-20,14503979490
2016-04-21,14403915240
2016-04-22,14527994910
2016-04-25,14550676140
2016-04-26,14570688990
2016-04-27,14788161960
2016-04-28,14499976920
2016-04-29,14359886970
2016-05-02,14550676140
2016-05-03,15173742870
2016-05-04,14977616940
2016-05-05,15276475500
2016-05-06,15267136170
2016-05-09,15419233830
2016-05-10,15688740210
2016-05-11,15373871370
2016-05-12,15492614280
2016-05-13,15428573160
2016-05-16,15495282660
2016-05-17,15429907350
2016-05-18,15411228690
2016-05-19,15195089910
2016-05-20,15443249250
2016-05-23,15686071830
2016-05-24,15894205470
2016-05-25,16019619330
2016-05-26,15911549940
2016-05-27,15759452280
2016-05-31,15576668250
2016-06-01,15612691380
2016-06-02,15411228690
2016-06-03,15436578300
2016-06-06,15528637410
2016-06-07,15619362330
2016-06-08,15791472840
2016-06-09,15587341770
2016-06-10,15408560310
2016-06-13,15247123320
2016-06-14,15232447230
2016-06-15,15153730020
2016-06-16,15220439520
2016-06-17,15208431810
2016-06-20,15372537180
2016-06-21,15501953610
2016-06-22,15448586010
2016-06-23,15882197760
2016-06-24,15823493400
2016-06-27,15188418960
2016-06-28,15423236400
2016-06-29,15830164350
2016-06-30,16010166840
2016-07-01,15946317720
2016-07-05,15917053540
2016-07-06,16177770780
2016-07-07,16203044390
2016-07-08,16442478590
2016-07-11,16491695620
2016-07-12,16716497730
2016-07-13,16736450580
2016-07-14,16591459870
2016-07-15,16600771200
2016-07-18,16626044810
2016-07-19,16575497590
2016-07-20,16692554310
2016-07-21,16683242980
2016-07-22,16813601600
2016-07-25,16643337280
2016-07-26,16542242840
2016-07-27,16715167540
2016-07-28,16885431860
2016-07-29,16491695620
2016-08-01,15471439890
2016-08-02,15504694640
2016-08-03,15644364590
2016-08-04,15656336300
2016-08-05,15826600620
2016-08-08,15994204560
2016-08-09,15905081830
2016-08-10,16167129260
2016-08-11,16108600900
2016-08-12,15818619480
2016-08-15,15931685630
2016-08-16,15698902380
2016-08-17,15644364590
2016-08-18,15709543900
2016-08-19,15523317300
2016-08-22,15817289290
2016-08-23,15889119550
2016-08-24,15992874370
2016-08-25,15637713640
2016-08-26,15440845520
2016-08-29,15543270150
2016-08-30,15460798370
2016-08-31,15146873530
2016-09-01,14948675220
2016-09-02,15228015120
2016-09-06,15025826240
2016-09-07,15024496050
2016-09-08,14816986410
2016-09-09,14348759530
2016-09-12,14912760090
2016-09-13,14617457910
2016-09-14,14512372900
2016-09-15,14598835250
2016-09-16,14411278460
2016-09-19,14306193450
2016-09-20,14246334900
2016-09-21,14626769240
2016-09-22,15012524340
2016-09-23,14904778950
2016-09-26,15089675360
2016-09-27,15180128280
2016-09-28,15371675640
2016-09-29,15282552910
2016-09-30,15077299830
2016-10-03,14675609700
2016-10-04,14694169640
2016-10-05,14496638850
2016-10-06,14752500880
2016-10-07,14114834370
2016-10-10,14215588330
2016-10-11,14146651410
2016-10-12,14239451110
2016-10-13,14419747670
2016-10-14,14552318670
2016-10-17,14926168890
2016-10-18,14797575020
2016-10-19,14639815530
2016-10-20,14601369940
2016-10-21,14785643630
2016-10-24,14910260370
2016-10-25,14692843930
2016-10-26,14874466200
2016-10-27,14826740640
2016-10-28,14923517470
2016-10-31,15007037200
2016-11-01,15325207600
2016-11-02,14922191760
2016-11-03,15129002520
2016-11-04,15477664250
2016-11-07,15696406400
2016-11-08,15872725830
2016-11-09,17439715050
2016-11-10,18034958840
2016-11-11,17788376780
2016-11-14,17870570800
2016-11-15,17852010860
2016-11-16,17272675590
2016-11-17,17218321480
2016-11-18,16995602199
2016-11-21,16979693680
2016-11-22,16969088000
2016-11-23,17189155860
2016-11-25,17508651970
2016-11-28,16517020890
2016-11-29,16721180230
2016-11-30,16657546150
2016-12-01,16637660500
2016-12-02,16844471260
2016-12-05,16902802500
2016-12-06,17026093530
2016-12-07,17223624320
2016-12-08,17114916100
2016-12-09,17036699209
2016-12-12,16578003550
2016-12-13,16628380530
2016-12-14,16534255120
2016-12-15,16429524030
2016-12-16,16365889950
2016-12-19,16462666780
2016-12-20,16697317450
2016-12-21,16729134490
2016-12-22,16612472010
2016-12-23,16649591890
2016-12-27,16908105340
2016-12-28,16816631350
2016-12-29,16869659750
2016-12-30,16591260650
2017-01-03,16531751040
2017-01-04,16949554440
2017-01-05,16903131840
2017-01-06,16420336800
2017-01-09,16277089920
2017-01-10,16395135960
2017-01-11,16377893280
2017-01-12,16253215440
2017-01-13,16499918400
2017-01-17,16401767760
2017-01-18,16884562800
2017-01-19,16751926800
2017-01-20,17225437320
2017-01-23,17180341080
2017-01-24,17554374600
2017-01-25,17942998080
2017-01-26,17939019000
2017-01-27,17820972960
2017-01-30,17339504280
2017-01-31,17021177880
2017-02-01,17019851520
2017-02-02,16978734359
2017-02-03,17094127680
2017-02-06,16988018880
2017-02-07,16155064800
2017-02-08,15954784440
2017-02-09,15982638000
2017-02-10,16261173600
2017-02-13,16242604560
2017-02-14,16279742640
2017-02-15,16328817960
2017-02-16,15969374400
2017-02-17,15827453880
2017-02-21,16091399520
2017-02-22,15934889040
2017-02-23,15432198600
2017-02-24,15627173520
2017-02-27,15995901600
2017-02-28,15997227960
2017-03-01,16497265680
2017-03-02,16091399520
2017-03-03,16111294920
2017-03-06,15945499920
2017-03-07,15700123320
2017-03-08,15798273960
2017-03-09,15505148400
2017-03-10,15750525000
2017-03-13,15861939240
2017-03-14,15643089840
2017-03-15,15761135880
2017-03-16,15437504040
2017-03-17,15448114920
2017-03-20,15259771800
2017-03-21,15133767600
2017-03-22,15292930800
2017-03-23,15304868040
2017-03-24,14953382640
2017-03-27,14921550000
2017-03-28,15200085600
2017-03-29,15672269760
2017-03-30,15609930840
2017-03-31,15953118240
2017-04-03,15804815680
2017-04-04,15790250250
2017-04-05,15653864860
2017-04-06,15803491550
2017-04-07,16417887870
2017-04-10,16066993420
2017-04-11,16047131470
2017-04-12,15616789220
2017-04-13,15529396640
2017-04-17,15649892470
2017-04-18,15479079700
2017-04-19,15546610330
2017-04-20,15867049790
2017-04-21,16018000610
2017-04-24,16157034260
2017-04-25,16081558850
2017-04-26,15986221490
2017-04-27,16260316400
2017-04-28,16006083440
2017-05-01,16333143550
2017-05-02,17008449849
2017-05-03,16894574670
2017-05-04,16993884420
2017-05-05,16914436620
2017-05-08,16772754710
2017-05-09,16698603430
2017-05-10,17297110190
2017-05-11,17086573519
2017-05-12,16981967250
2017-05-15,17307703230
2017-05-16,16992560290
2017-05-17,16538383700
2017-05-18,16691982780
2017-05-19,16677417350
2017-05-22,16807182090
2017-05-23,16770106450
2017-05-24,16567514560
2017-05-25,16915760750
2017-05-26,16740975590
2017-05-30,16558245650
2017-05-31,16505280450
2017-06-01,16793940790
2017-06-02,16718465380
2017-06-05,16672120830
2017-06-06,16572811080
2017-06-07,16778051230
2017-06-08,16993884420
2017-06-09,17257386290
2017-06-12,17201772830
2017-06-13,17512943380
2017-06-14,17109083730
2017-06-15,17033608319
2017-06-16,17131593940
2017-06-19,17245469120
2017-06-20,17152780019
2017-06-21,16971374209
2017-06-22,17126297420
2017-06-23,17508970990
2017-06-26,17674487240
2017-06-27,17396419940
2017-06-28,17240172600
2017-06-29,16817775130
2017-06-30,16783073120
2017-07-03,16844015760
2017-07-05,17222920000
2017-07-06,17150053799
2017-07-07,16980474279
2017-07-10,16682385280
2017-07-11,16572423560
2017-07-12,16714181440
2017-07-13,16604219720
2017-07-14,16555200640
2017-07-17,16518105120
2017-07-18,16299506520
2017-07-19,16622767480
2017-07-20,16600245200
2017-07-21,16718155960
2017-07-24,16759226000
2017-07-25,16838716400
2017-07-26,16646614600
2017-07-27,16433315360
2017-07-28,16428016000
2017-07-31,16311430080
2017-08-01,15792092800
2017-08-02,16311430080
2017-08-03,15917952600
2017-08-04,16141850560
2017-08-07,16006716880
2017-08-08,15684780760
2017-08-09,15617213920
2017-08-10,15197239640
2017-08-11,15129672800
2017-08-14,15258182280
2017-08-15,15448959240
2017-08-16,15380067560
2017-08-17,15117749240
2017-08-18,15099201480
2017-08-21,14913723880
2017-08-22,15256857440
2017-08-23,15186640920
2017-08-24,15148220560
2017-08-25,14987914920
2017-08-28,15360194960
2017-08-29,15434386000
2017-08-30,16144500240
2017-08-31,16065009840
2017-09-01,16057060800
2017-09-05,15651659760
2017-09-06,15772220200
2017-09-07,15862309320
2017-09-08,16099455680
2017-09-11,15500628000
2017-09-12,15633112000
2017-09-13,15503277680
2017-09-14,15174717360
2017-09-15,14998513640
2017-09-18,15313825560
2017-09-19,15259507120
2017-09-20,15659608800
2017-09-21,15500628000
2017-09-22,15456908280
2017-09-25,15332373320
2017-09-26,15353570760
2017-09-27,15743073720
2017-09-28,15781494080
2017-09-29,15845086400
2017-10-02,15760484670
2017-10-03,15863849490
2017-10-04,15715428210
2017-10-05,16018896720
2017-10-06,15935409750
2017-10-09,15927458610
2017-10-10,15771086190
2017-10-11,15541828320
2017-10-12,15609413010
2017-10-13,15409309320
2017-10-16,15548454270
2017-10-17,15506048190
2017-10-18,15496771860
2017-10-19,15907580760
2017-10-20,16115635590
2017-10-23,16045400520
2017-10-24,16400551440
2017-10-25,16211049270
2017-10-26,16301162190
2017-10-27,16226951550
2017-10-30,16163342430
2017-10-31,16134188250
2017-11-01,16037449380
2017-11-02,16468136130
2017-11-03,16754377170
2017-11-06,16513192590
2017-11-07,16254780540
2017-11-08,16419104100
2017-11-09,16522468920
2017-11-10,16444282710
2017-11-13,16431030810
2017-11-14,16421754480
2017-11-15,16109009640
2017-11-16,16412478150
2017-11-17,16305137760
2017-11-20,16415128530
2017-11-21,16265382060
2017-11-22,16279959150
2017-11-24,16209724080
2017-11-27,15853247970
2017-11-28,16122261540
2017-11-29,16546322340
2017-11-30,16651012350
2017-12-01,16062627990
2017-12-04,16598004750
2017-12-05,16261406490
2017-12-06,16049376090
2017-12-07,16548972720
2017-12-08,16681491720
2017-12-11,16289235480
2017-12-12,16102383690
2017-12-13,16314414090
2017-12-14,15934084560
2017-12-15,16010945580
2017-12-18,16208398890
2017-12-19,15804215940
2017-12-20,15767110620
2017-12-21,16279959150
2017-12-22,16462835370
2017-12-26,16792807680
2017-12-27,16893522120
2017-12-28,16909424400
2017-12-29,17011464030
2018-01-02,17497830300
2018-01-03,17818940100
2018-01-04,17698192200
2018-01-05,17501811000
2018-01-08,17772498600
2018-01-09,17799036600
2018-01-10,17568156000
2018-01-11,17937034200
2018-01-12,17776479300
2018-01-16,17739326100
2018-01-17,17857420200
2018-01-18,17934380400
2018-01-19,17917130700
2018-01-22,17647770000
2018-01-23,17897227200
2018-01-24,17978168100
2018-01-25,18382872600
2018-01-26,18723885900
2018-01-29,18433294800
2018-01-30,18554042700
2018-01-31,17966226000
2018-02-01,17810978700
2018-02-02,17382390000
2018-02-05,16612788000
2018-02-06,16822438200
2018-02-07,17016165600
2018-02-08,16117854300
2018-02-09,16586250000
2018-02-12,16872860400
2018-02-13,17166105300
2018-02-14,17199277800
2018-02-15,17710134300
2018-02-16,16794573300
2018-02-20,16515924300
2018-02-21,16193487600
2018-02-22,16204102800
2018-02-23,16147046100
2018-02-26,16155007500
2018-02-27,15772860300
2018-02-28,15621593700
2018-03-01,15534018300
2018-03-02,15622920600
2018-03-05,15621593700
2018-03-06,15844512900
2018-03-07,15802052100
2018-03-08,15813994200
2018-03-09,16082028000
2018-03-12,16054163100
2018-03-13,16144392300
2018-03-14,15979856700
2018-03-15,15646804800
2018-03-16,15540652800
2018-03-19,15246081000
2018-03-20,15145236600
2018-03-21,15234138900
2018-03-22,15073584000
2018-03-23,15338964000
2018-03-26,15484923000
2018-03-27,15223523700
2018-03-28,14768397000
2018-03-29,15149217300
2018-04-02,14864728880
2018-04-03,14926974270
2018-04-04,15152117170
2018-04-05,15493804630
2018-04-06,15039545720
2018-04-09,14953461670
2018-04-10,15375935700
2018-04-11,15230255000
2018-04-12,15215686930
2018-04-13,14940217970
2018-04-16,15195821380
2018-04-17,15597105490
2018-04-18,15677892060
2018-04-19,15273959210
2018-04-20,15064708750
2018-04-23,15071330600
2018-04-24,14748184320
2018-04-25,14848836440
2018-04-26,14689912040
2018-04-27,14885918800
2018-04-30,14791888530
2018-05-01,14802483490
2018-05-02,15052789420
2018-05-03,16183801400
2018-05-04,16250019900
2018-05-07,16346698910
2018-05-08,16783741010
2018-05-09,16827445220
2018-05-10,16646006530
2018-05-11,16868500690
2018-05-14,16798309080
2018-05-15,16864527580
2018-05-16,16981072140
2018-05-17,16692359480
2018-05-18,17110860399
2018-05-21,17155888979
2018-05-22,16978423399
2018-05-23,17122779729
2018-05-24,16940016670
2018-05-25,16864527580
2018-05-29,16848635140
2018-05-30,16922799860
2018-05-31,16917502380
2018-06-01,17126752840
2018-06-04,17151915869
2018-06-05,17059209970
2018-06-06,17247270510
2018-06-07,17289650350
2018-06-08,17222107480
2018-06-11,17251243620
2018-06-12,17345273890
2018-06-13,17377058770
2018-06-14,17463142820
2018-06-15,17493603330
2018-06-18,17554524350
2018-06-19,17370436920
2018-06-20,17645905880
2018-06-21,17198268820
2018-06-22,17424736090
2018-06-25,17008883910
2018-06-26,16920151120
2018-06-27,16995640210
2018-06-28,16826120850
2018-06-29,17092319220
2018-07-02,16842910240
2018-07-03,17015019840
2018-07-05,17135496560
2018-07-06,17269212480
2018-07-09,17118285600
2018-07-10,16860121200
2018-07-11,16834966720
2018-07-12,16852177680
2018-07-13,16702574720
2018-07-16,16272300720
