,VMC
2004-08-24,4878070180
2004-08-25,4900620620
2004-08-26,4882170260
2004-08-27,4869870020
2004-08-30,4839119420
2004-08-31,4886270340
2004-09-01,4920096000
2004-09-02,4999022540
2004-09-03,5003122620
2004-09-07,5086149240
2004-09-08,4966221900
2004-09-09,4951871620
2004-09-10,4926246120
2004-09-13,4988772340
2004-09-14,4977497120
2004-09-15,4944696480
2004-09-16,5027723100
2004-09-17,5009272740
2004-09-20,5002097600
2004-09-21,5078974100
2004-09-22,5048223500
2004-09-23,4999022540
2004-09-24,4989797360
2004-09-27,5044123420
2004-09-28,5004147640
2004-09-29,5067698880
2004-09-30,5222476900
2004-10-01,5321739500
2004-10-04,5209540350
2004-10-05,5221892550
2004-10-06,5266154600
2004-10-07,5206452300
2004-10-08,5214687100
2004-10-11,5242479550
2004-10-12,5022198650
2004-10-13,5000582300
2004-10-14,4932645200
2004-10-15,4954261550
2004-10-18,4937791950
2004-10-19,4834856950
2004-10-20,4864708100
2004-10-21,4892500550
2004-10-22,4906911450
2004-10-25,4925439750
2004-10-26,5001611650
2004-10-27,5059255250
2004-10-28,5048961750
2004-10-29,5124104300
2004-11-01,5135427150
2004-11-02,5118957550
2004-11-03,5146750000
2004-11-04,5168366350
2004-11-05,5184835950
2004-11-08,5176601150
2004-11-09,5168366350
2004-11-10,5166307650
2004-11-11,5173513100
2004-11-12,5198217500
2004-11-15,5309387300
2004-11-16,5311446000
2004-11-17,5399970100
2004-11-18,5411292950
2004-11-19,5349531950
2004-11-22,5311446000
2004-11-23,5307328600
2004-11-24,5368060250
2004-11-26,5347473250
2004-11-29,5343355850
2004-11-30,5337179750
2004-12-01,5447320200
2004-12-02,5412322300
2004-12-03,5397911400
2004-12-06,5439085400
2004-12-07,5332033000
2004-12-08,5524521450
2004-12-09,5578047650
2004-12-10,5656278250
2004-12-13,5573930250
2004-12-14,5520404050
2004-12-15,5636720600
2004-12-16,5590399850
2004-12-17,5514227950
2004-12-20,5564666100
2004-12-21,5557460650
2004-12-22,5549225850
2004-12-23,5616133600
2004-12-27,5563636750
2004-12-28,5622309700
2004-12-29,5623339050
2004-12-30,5633632550
2004-12-31,5621280350
2005-01-03,5478200700
2005-01-04,5416439700
2005-01-05,5397911400
2005-01-06,5413351650
2005-01-07,5441144100
2005-01-10,5461731100
2005-01-11,5482318100
2005-01-12,5498787700
2005-01-13,5509081200
2005-01-14,5608928150
2005-01-18,5643926050
2005-01-19,5654219550
2005-01-20,5613045550
2005-01-21,5615104250
2005-01-24,5606869450
2005-01-25,5642896700
2005-01-26,5668630450
2005-01-27,5689217450
2005-01-28,5760242600
2005-01-31,5813768800
2005-02-01,5728332750
2005-02-02,5811710100
2005-02-03,5840531900
2005-02-04,5917733150
2005-02-07,5917733150
2005-02-08,5918762500
2005-02-09,5894058100
2005-02-10,5862148250
2005-02-11,5888911350
2005-02-14,5865236300
2005-02-15,5826121000
2005-02-16,5875529800
2005-02-17,5877588500
2005-02-18,5880676550
2005-02-22,5721127300
2005-02-23,5776712200
2005-02-24,5921850550
2005-02-25,6023756200
2005-02-28,5955819100
2005-03-01,5906410300
2005-03-02,5982582200
2005-03-03,5995963750
2005-03-04,6140072750
2005-03-07,6059783450
2005-03-08,6052578000
2005-03-09,5980523500
2005-03-10,5906410300
2005-03-11,5930085350
2005-03-14,5920821200
2005-03-15,5880676550
2005-03-16,5825091650
2005-03-17,5815827500
2005-03-18,5772594800
2005-03-21,5763330650
2005-03-22,5817886200
2005-03-23,5776712200
2005-03-24,5790093750
2005-03-28,5869353700
2005-03-29,5740684950
2005-03-30,5766418700
2005-03-31,5849796050
2005-04-01,5870689190
2005-04-04,5831830770
2005-04-05,5854327750
2005-04-06,5853305160
2005-04-07,5864553650
2005-04-08,5854327750
2005-04-11,5860463290
2005-04-12,5814446740
2005-04-13,5762294650
2005-04-14,5699916660
2005-04-15,5501534200
2005-04-18,5523008590
2005-04-19,5517895640
2005-04-20,5424839950
2005-04-21,5486195350
2005-04-22,5427907720
2005-04-25,5491308300
2005-04-26,5430975490
2005-04-27,5388026710
2005-04-28,5434043260
2005-04-29,5423817360
2005-05-02,5663103420
2005-05-03,5661058240
2005-05-04,5724458820
2005-05-05,5720368460
2005-05-06,5777633500
2005-05-09,5797062710
2005-05-10,5742865440
2005-05-11,5715255510
2005-05-12,5580273630
2005-05-13,5609928740
2005-05-16,5746955800
2005-05-17,5853305160
2005-05-18,5951473800
2005-05-19,5940225310
2005-05-20,5966812650
2005-05-23,6102817120
2005-05-24,6140652950
2005-05-25,6035326180
2005-05-26,6144743310
2005-05-27,6174398420
2005-05-31,6128381870
2005-06-01,6169285470
2005-06-02,6182579140
2005-06-03,6146788490
2005-06-06,6230640870
2005-06-07,6326764330
2005-06-08,6244957130
2005-06-09,6342103180
2005-06-10,6336990230
2005-06-13,6347216130
2005-06-14,6403458580
2005-06-15,6488333550
2005-06-16,6616157300
2005-06-17,6718416300
2005-06-20,6642744639
2005-06-21,6571163340
2005-06-22,6539463050
2005-06-23,6461746210
2005-06-24,6480152830
2005-06-27,6527191970
2005-06-28,6577298879
2005-06-29,6595705500
2005-06-30,6645812409
2005-07-01,6631359200
2005-07-05,6693774400
2005-07-06,6728563200
2005-07-07,6693774400
2005-07-08,6832929600
2005-07-11,6908646400
2005-07-12,6822697600
2005-07-13,6798140800
2005-07-14,6797117600
2005-07-15,6811442399
2005-07-18,6820651200
2005-07-19,6831906400
2005-07-20,7133750400
2005-07-21,7074404800
2005-07-22,7095891999
2005-07-25,7089752800
2005-07-26,7218676000
2005-07-27,7163423200
2005-07-28,7377271999
2005-07-29,7186956799
2005-08-01,7384434400
2005-08-02,7368063200
2005-08-03,7295416000
2005-08-04,7237093600
2005-08-05,7109193600
2005-08-08,7113286400
2005-08-09,7201281600
2005-08-10,7155237600
2005-08-11,7206397600
2005-08-12,7135796799
2005-08-15,7123518400
2005-08-16,7044731999
2005-08-17,7048824800
2005-08-18,6936272800
2005-08-19,6920924800
2005-08-22,6903530400
2005-08-23,6855440000
2005-08-24,6778700000
2005-08-25,6773584000
2005-08-26,6718331200
2005-08-29,6728563200
2005-08-30,6688658400
2005-08-31,7351691999
2005-09-01,7182864000
2005-09-02,7162400000
2005-09-06,7251418400
2005-09-07,7266766400
2005-09-08,7153191200
2005-09-09,7238116799
2005-09-12,7234024000
2005-09-13,7150121600
2005-09-14,7157284000
2005-09-15,7206397600
2005-09-16,7285184000
2005-09-19,7190026400
2005-09-20,7041662399
2005-09-21,7116356000
2005-09-22,7288253600
2005-09-23,7271882399
2005-09-26,7315880000
2005-09-27,7508241600
2005-09-28,7454011999
2005-09-29,7559401600
2005-09-30,7593167199
2005-10-03,7620836080
2005-10-04,7371467120
2005-10-05,7157291360
2005-10-06,6995402639
2005-10-07,7031601360
2005-10-10,6902894800
2005-10-11,6908927919
2005-10-12,6813403520
2005-10-13,6824464240
2005-10-14,6879767840
2005-10-17,6926021760
2005-10-18,6862674000
2005-10-19,6975292240
2005-10-20,6740000560
2005-10-21,6772177199
2005-10-24,6938088000
2005-10-25,6768155120
2005-10-26,6813403520
2005-10-27,6571073199
2005-10-28,6398123760
2005-10-31,6535880000
2005-11-01,6636432000
2005-11-02,6862674000
2005-11-03,6807370400
2005-11-04,6751061280
2005-11-07,6747039199
2005-11-08,6530852400
2005-11-09,6403151360
2005-11-10,6587161520
2005-11-11,6548951760
2005-11-14,6560012479
2005-11-15,6529846880
2005-11-16,6581128400
2005-11-17,6744022639
2005-11-18,6780221360
2005-11-21,6705812880
2005-11-22,6825469760
2005-11-23,6751061280
2005-11-25,6808375919
2005-11-28,6683691440
2005-11-29,6724917760
2005-11-30,6706818400
2005-12-01,6944121120
2005-12-02,6990375040
2005-12-05,6839547040
2005-12-06,6912950000
2005-12-07,6880773360
2005-12-08,6892839600
2005-12-09,6903900320
2005-12-12,6919988639
2005-12-13,6975292240
2005-12-14,7387555440
2005-12-15,7144219600
2005-12-16,7063778000
2005-12-19,6926021760
2005-12-20,6902894800
2005-12-21,7001435760
2005-12-22,7016518560
2005-12-23,6988364000
2005-12-27,6969259120
2005-12-28,6868707120
2005-12-29,6873734720
2005-12-30,6812398000
2006-01-03,6904905840
2006-01-04,6826475280
2006-01-05,6898872720
2006-01-06,7038640000
2006-01-09,7018529600
2006-01-10,7099976720
2006-01-11,7027579280
2006-01-12,6865690560
2006-01-13,6852618800
2006-01-17,6840552560
2006-01-18,6963226000
2006-01-19,6980319840
2006-01-20,6817425600
2006-01-23,6917977600
2006-01-24,6973281199
2006-01-25,6971270160
2006-01-26,7254826800
2006-01-27,7239744000
2006-01-30,7290020000
2006-01-31,7227677760
2006-02-01,7768647520
2006-02-02,7669101040
2006-02-03,7491124000
2006-02-06,8086391840
2006-02-07,7816912479
2006-02-08,7719377040
2006-02-09,7938580400
2006-02-10,7820934560
2006-02-13,7704294240
2006-02-14,7852105680
2006-02-15,7917464479
2006-02-16,7928525199
2006-02-17,7827973199
2006-02-21,7776691680
2006-02-22,7870205040
2006-02-23,7996900560
2006-02-24,8027066160
2006-02-27,8054215199
2006-02-28,7943608000
2006-03-01,8049187600
2006-03-02,8037121360
2006-03-03,7970757040
2006-03-06,7873221600
2006-03-07,7757586800
2006-03-08,7767642000
2006-03-09,7784735840
2006-03-10,7789763440
2006-03-13,7834006320
2006-03-14,7984834320
2006-03-15,8546920000
2006-03-16,8577085600
2006-03-17,8709814240
2006-03-20,8633394720
2006-03-21,8587140800
2006-03-22,8665571360
2006-03-23,8727913600
2006-03-24,8690709360
2006-03-27,8674621040
2006-03-28,8656521680
2006-03-29,8715847360
2006-03-30,8824443520
2006-03-31,8712830800
2006-04-03,8836344100
2006-04-04,8987477700
2006-04-05,9272841800
2006-04-06,9139605600
2006-04-07,8840321300
2006-04-10,8916882400
2006-04-11,8700125000
2006-04-12,8745862800
2006-04-13,9043158500
2006-04-17,9036198400
2006-04-18,9295710700
2006-04-19,9285767700
2006-04-20,9265881700
2006-04-21,9272841800
2006-04-24,9142588500
2006-04-25,9153525800
2006-04-26,8699130700
2006-04-27,8527116800
2006-04-28,8447572799
2006-05-01,8521151000
2006-05-02,8604672200
2006-05-03,8537059800
2006-05-04,8631518300
2006-05-05,8735919800
2006-05-08,8756800100
2006-05-09,8625552500
2006-05-10,8694159200
2006-05-11,8619586700
2006-05-12,8345159900
2006-05-15,8196014900
2006-05-16,8276553199
2006-05-17,7954400000
2006-05-18,7939485499
2006-05-19,7953405699
2006-05-22,7762500099
2006-05-23,7780397500
2006-05-24,7669035900
2006-05-25,7873861700
2006-05-26,7948434200
2006-05-30,7729688199
2006-05-31,7760511500
2006-06-01,8054824300
2006-06-02,8142322700
2006-06-05,7829118199
2006-06-06,7697870600
2006-06-07,7563640099
2006-06-08,7448301300
2006-06-09,7422449500
2006-06-12,7272310200
2006-06-13,7064501500
2006-06-14,7105267799
2006-06-15,7309099300
2006-06-16,7203703500
2006-06-19,7241486900
2006-06-20,7246458400
2006-06-21,7476141700
2006-06-22,7479124600
2006-06-23,7579548900
2006-06-26,7614349400
2006-06-27,7506965000
2006-06-28,7460232900
2006-06-29,7735654000
2006-06-30,7755540000
2006-07-03,7534133760
2006-07-05,7376215559
2006-07-06,7419284160
2006-07-07,7268065520
2006-07-10,7166615040
2006-07-11,7113018559
2006-07-12,6955100360
2006-07-13,6716787440
2006-07-14,6596195360
2006-07-17,6582796240
2006-07-18,6508144000
2006-07-19,6761770200
2006-07-20,6517714799
2006-07-21,6412436000
2006-07-24,6718701600
2006-07-25,6754113559
2006-07-26,6653620160
2006-07-27,6513886480
2006-07-28,6578010840
2006-07-31,6409564760
2006-08-01,6743585679
2006-08-02,6833551200
2006-08-03,6940744160
2006-08-04,7082392000
2006-08-07,7226911080
2006-08-08,7024010120
2006-08-09,6799096320
2006-08-10,6856521120
2006-08-11,6842164919
2006-08-14,6878533960
2006-08-15,7047937120
2006-08-16,7214469040
2006-08-17,7203941160
2006-08-18,7311134120
2006-08-21,7218297360
2006-08-22,7335061120
2006-08-23,7266151360
2006-08-24,7288164200
2006-08-25,7303477480
2006-08-28,7426940799
2006-08-29,7405885040
2006-08-30,7422155400
2006-08-31,7523605880
2006-09-01,7591558559
2006-09-05,7531262520
2006-09-06,7406842120
2006-09-07,7356116880
2006-09-08,7440339919
2006-09-11,7369516000
2006-09-12,7468095240
2006-09-13,7524562960
2006-09-14,7505421360
2006-09-15,7439382840
2006-09-18,7388657600
2006-09-19,7247966840
2006-09-20,7281464640
2006-09-21,7201069919
2006-09-22,7236481880
2006-09-25,7256580559
2006-09-26,7353245640
2006-09-27,7455653200
2006-09-28,7608786000
2006-09-29,7489151000
2006-10-02,7451967600
2006-10-03,7380588600
2006-10-04,7539525840
2006-10-05,7606146240
2006-10-06,7630890960
2006-10-09,7618518600
2006-10-10,7751759400
2006-10-11,7741290480
2006-10-12,7929731039
2006-10-13,7868820960
2006-10-16,7901179440
2006-10-17,7829800440
2006-10-18,7874531279
2006-10-19,8013482400
2006-10-20,7559511960
2006-10-23,7545236160
2006-10-24,7648021920
2006-10-25,7628987520
2006-10-26,7636601279
2006-10-27,7657539119
2006-10-30,7540477560
2006-10-31,7754614560
2006-11-01,7732725000
2006-11-02,7755566279
2006-11-03,7709883720
2006-11-06,7851690000
2006-11-07,7818379800
2006-11-08,8093426880
2006-11-09,8298998400
2006-11-10,8333260320
2006-11-13,8436997800
2006-11-14,8527411199
2006-11-15,8592128160
2006-11-16,8614969440
2006-11-17,8587369560
2006-11-20,8447466720
2006-11-21,8468404560
2006-11-22,8460790800
2006-11-24,8443659840
2006-11-27,8270446800
2006-11-28,8247605520
2006-11-29,8339922360
2006-11-30,8443659840
2006-12-01,8361811920
2006-12-04,8475066600
2006-12-05,8517894000
2006-12-06,8594983320
2006-12-07,8603548800
2006-12-08,8637810720
2006-12-11,8682541560
2006-12-12,8580707520
2006-12-13,8680638120
2006-12-14,8675879520
2006-12-15,8641617600
2006-12-18,8653989960
2006-12-19,8708238000
2006-12-20,8594031600
2006-12-21,8514087119
2006-12-22,8418915119
2006-12-26,8527411199
2006-12-27,8656845120
2006-12-28,8622583200
2006-12-29,8553107640
2007-01-03,8560721400
2007-01-04,8535976680
2007-01-05,8399880720
2007-01-08,8456983920
2007-01-09,8541687000
2007-01-10,8572142039
2007-01-11,8722513800
2007-01-12,8862416640
2007-01-16,9005174640
2007-01-17,9113670720
2007-01-18,9094636320
2007-01-19,9211697880
2007-01-22,9136512000
2007-01-23,9526717200
2007-01-24,9683751000
2007-01-25,9589530720
2007-01-26,9579061800
2007-01-29,9573351480
2007-01-30,9622840920
2007-01-31,9692316480
2007-02-01,9822702120
2007-02-02,9805571160
2007-02-05,10033983960
2007-02-06,10175790240
2007-02-07,10192921200
2007-02-08,10392782400
2007-02-09,10391830680
2007-02-12,10294755240
2007-02-13,10603112520
2007-02-14,10640229600
2007-02-15,10688767320
2007-02-16,10641181320
2007-02-20,10577416080
2007-02-21,11610032280
2007-02-22,11373054000
2007-02-23,11405412480
2007-02-26,11395895280
2007-02-27,10897194000
2007-02-28,11101813800
2007-03-01,11253137280
2007-03-02,11143689480
2007-03-05,10798215120
2007-03-06,10929552480
2007-03-07,11150351520
2007-03-08,11413977960
2007-03-09,11290254360
2007-03-12,11354971320
2007-03-13,11040903720
2007-03-14,10979041920
2007-03-15,11159868720
2007-03-16,10943828280
2007-03-19,10990462560
2007-03-20,11174144520
2007-03-21,11400653880
2007-03-22,11383522920
2007-03-23,11334985200
2007-03-26,11275026840
2007-03-27,11134172280
2007-03-28,11044710600
2007-03-29,11122751640
2007-03-30,11085634560
2007-04-02,11083224880
2007-04-03,11356577960
2007-04-04,11280115560
2007-04-05,11322169880
2007-04-09,11289673360
2007-04-10,11367091540
2007-04-11,11100428920
2007-04-12,11087048000
2007-04-13,10927432740
2007-04-16,11172112420
2007-04-17,10997204680
2007-04-18,10852881900
2007-04-19,10871997500
2007-04-20,11181670220
2007-04-23,11258132620
2007-04-24,11226591880
2007-04-25,11447377060
2007-04-26,11616550120
2007-04-27,11675808480
2007-04-30,11820131260
2007-05-01,11017276060
2007-05-02,11152996820
2007-05-03,11336506580
2007-05-04,11322169880
2007-05-07,11348931720
2007-05-08,11304965840
2007-05-09,11172112420
2007-05-10,10878687960
2007-05-11,10978089080
2007-05-14,10681797280
2007-05-15,10737232520
2007-05-16,10968531280
2007-05-17,10956106140
2007-05-18,10936034760
2007-05-21,11070799740
2007-05-22,11227547660
2007-05-23,11217989860
2007-05-24,11154908380
2007-05-25,11214166740
2007-05-29,11287761800
2007-05-30,11490387160
2007-05-31,11439730820
2007-06-01,11615594340
2007-06-04,11599346080
2007-06-05,11491342940
2007-06-06,11241884360
2007-06-07,10872953280
2007-06-08,11136748560
2007-06-11,11168289300
2007-06-12,10999116240
2007-06-13,11261955740
2007-06-14,11374737780
2007-06-15,11566849560
2007-06-18,11563026440
2007-06-19,11372826220
2007-06-20,11179758660
2007-06-21,11421571000
2007-06-22,11285850240
2007-06-25,11109986720
2007-06-26,10876776400
2007-06-27,11083224880
2007-06-28,10983823760
2007-06-29,10947504120
2007-07-02,11039558640
2007-07-03,11012745000
2007-07-05,10895914140
2007-07-06,11069245170
2007-07-09,10834625820
2007-07-10,10518607920
2007-07-11,10593303060
2007-07-12,11020406040
2007-07-13,10957202460
2007-07-16,10637354040
2007-07-17,10654591380
2007-07-18,10765676460
2007-07-19,10172903490
2007-07-20,9879868710
2007-07-23,9873165300
2007-07-24,9679724040
2007-07-25,9601198380
2007-07-26,9249748170
2007-07-27,9148239390
2007-07-30,9108976560
2007-07-31,9166434360
2007-08-01,9250705800
2007-08-02,9267943140
2007-08-03,8978738880
2007-08-06,9168349620
2007-08-07,9144408870
2007-08-08,9463299660
2007-08-09,9351256950
2007-08-10,9207612450
2007-08-13,9095569740
2007-08-14,8678043060
2007-08-15,8476940760
2007-08-16,8322762330
2007-08-17,8471194979
2007-08-20,8443423710
2007-08-21,8347660710
2007-08-22,8696238030
2007-08-23,8510457810
2007-08-24,8770933170
2007-08-27,8706771960
2007-08-28,8364898049
2007-08-29,8612924220
2007-08-30,8493220470
2007-08-31,8619627630
2007-09-04,8587068210
2007-09-05,8369686200
2007-09-06,8360109900
2007-09-07,8106337950
2007-09-10,7928218770
2007-09-11,8199228060
2007-09-12,8213592510
2007-09-13,8283499500
2007-09-14,8154219450
2007-09-17,7874591490
2007-09-18,8220295920
2007-09-19,8131236330
2007-09-20,8041219110
2007-09-21,8314143659
2007-09-24,8237533260
2007-09-25,8117829510
2007-09-26,8143685520
2007-09-27,8543974860
2007-09-28,8537271450
2007-10-01,9957222600
2007-10-02,10294019000
2007-10-03,10304883400
2007-10-04,10178856360
2007-10-05,10324439320
2007-10-08,10225573280
2007-10-09,10103892000
2007-10-10,9995248000
2007-10-11,9840973520
2007-10-12,10030014080
2007-10-15,10057175080
2007-10-16,9786651520
2007-10-17,9764922720
2007-10-18,9478102560
2007-10-19,9278197600
2007-10-22,9298839960
2007-10-23,9266246760
2007-10-24,9373804320
2007-10-25,9402051760
2007-10-26,9583487240
2007-10-29,9621512640
2007-10-30,9367285680
2007-10-31,9290148440
2007-11-01,8983772360
2007-11-02,8997896080
2007-11-05,8746928440
2007-11-06,9208665440
2007-11-07,8687174240
2007-11-08,8641543760
2007-11-09,8767570800
2007-11-12,8797991120
2007-11-13,9106540080
2007-11-14,9048958760
2007-11-15,9051131640
2007-11-16,8992463880
2007-11-19,8779521640
2007-11-20,8897943600
2007-11-21,8833843640
2007-11-23,8877301240
2007-11-26,8743669120
2007-11-27,8909894440
2007-11-28,9398792440
2007-11-29,9480275440
2007-11-30,9647587200
2007-12-03,9522646600
2007-12-04,9085897720
2007-12-05,9146738360
2007-12-06,9591092320
2007-12-07,9555239800
2007-12-10,9687785480
2007-12-11,9216270520
2007-12-12,9213011200
2007-12-13,9172812920
2007-12-14,8846880920
2007-12-17,8708903040
2007-12-18,8836016520
2007-12-19,8802336880
2007-12-20,8742582680
2007-12-21,8851226680
2007-12-24,8831670760
2007-12-26,8767570800
2007-12-27,8536159079
2007-12-28,8412304920
2007-12-31,8592653960
2008-01-02,8302574480
2008-01-03,8074422079
2008-01-04,7714810440
2008-01-07,7714810440
2008-01-08,7333470000
2008-01-09,7427990280
2008-01-10,7359544559
2008-01-11,7456237719
2008-01-14,7736539239
2008-01-15,7590956280
2008-01-16,7735452800
2008-01-17,7256332760
2008-01-18,7177022640
2008-01-22,7188973480
2008-01-23,7496436000
2008-01-24,7713724000
2008-01-25,7652883360
2008-01-28,7995111960
2008-01-29,8186325399
2008-01-30,8053779719
2008-01-31,8501393000
2008-02-01,8416650680
2008-02-04,8196103360
2008-02-05,7552930880
2008-02-06,7589869840
2008-02-07,7680044360
2008-02-08,7622463040
2008-02-11,7544239360
2008-02-12,7426903840
2008-02-13,7655056239
2008-02-14,7283493760
2008-02-15,7240036160
2008-02-19,7224826000
2008-02-20,7469275000
2008-02-21,7400829280
2008-02-22,7416039440
2008-02-25,7589869840
2008-02-26,7771305320
2008-02-27,7757181600
2008-02-28,7797379880
2008-02-29,7615944399
2008-03-03,7740885000
2008-03-04,7725674840
2008-03-05,7659402000
2008-03-06,7267197160
2008-03-07,7112922680
2008-03-10,6860868600
2008-03-11,7153120960
2008-03-12,7160726040
2008-03-13,7160726040
2008-03-14,7093366760
2008-03-17,6977117680
2008-03-18,7310654760
2008-03-19,6999932920
2008-03-20,7154207399
2008-03-24,7651796920
2008-03-25,7447546200
2008-03-26,7245468360
2008-03-27,7269370040
2008-03-28,7190059920
2008-03-31,7298820800
2008-04-01,7835240160
2008-04-02,7663761840
2008-04-03,7723119720
2008-04-04,7764890080
2008-04-07,7711028300
2008-04-08,7740707240
2008-04-09,7649471980
2008-04-10,7753897880
2008-04-11,7779179940
2008-04-14,7496680400
2008-04-15,7583518779
2008-04-16,7715425180
2008-04-17,7879208960
2008-04-18,7945162160
2008-04-21,7868216760
2008-04-22,7582419560
2008-04-23,7324102859
2008-04-24,7352682580
2008-04-25,7404345920
2008-04-28,7545046080
2008-04-29,7536252320
2008-04-30,7564832039
2008-05-01,7512069480
2008-05-02,7557137500
2008-05-05,7418635779
2008-05-06,7160319080
2008-05-07,7118548720
2008-05-08,7161418300
2008-05-09,7287828600
2008-05-12,7750600220
2008-05-13,7930872300
2008-05-14,7982535640
2008-05-15,8230959359
2008-05-16,8515657340
2008-05-19,9122426780
2008-05-20,8969635200
2008-05-21,8572816779
2008-05-22,8293614900
2008-05-23,8172700699
2008-05-27,8350774340
2008-05-28,8427719740
2008-05-29,8361766539
2008-05-30,8456299460
2008-06-02,8491474500
2008-06-03,8126533460
2008-06-04,8066076359
2008-06-05,8189189000
2008-06-06,7798965900
2008-06-09,7842934699
2008-06-10,7915483220
2008-06-11,7545046080
2008-06-12,7564832039
2008-06-13,7625289140
2008-06-16,7632983680
2008-06-17,7469199900
2008-06-18,7298820800
2008-06-19,7270241080
2008-06-20,7026214240
2008-06-23,6966856360
2008-06-24,6904200820
2008-06-25,6952566500
2008-06-26,6650281000
2008-06-27,6652479440
2008-06-30,6582614920
2008-07-01,6402027960
2008-07-02,6209328460
2008-07-03,6220339860
2008-07-07,6017730100
2008-07-08,6258879760
2008-07-09,6106922440
2008-07-10,5820626040
2008-07-11,5543138760
2008-07-14,5632331100
2008-07-15,5994606160
2008-07-16,6606840000
2008-07-17,7094645020
2008-07-18,6929474020
2008-07-21,6698234620
2008-07-22,6995542420
2008-07-23,7211365859
2008-07-24,6776415560
2008-07-25,6787426960
2008-07-28,6585918340
2008-07-29,6854596500
2008-07-30,7212467000
2008-07-31,7068217660
2008-08-01,7060509680
2008-08-04,6921766040
2008-08-05,7542809000
2008-08-06,7531797600
2008-08-07,7509774800
2008-08-08,7524089620
2008-08-11,7576944340
2008-08-12,7556022680
2008-08-13,7647417300
2008-08-14,8148436000
2008-08-15,8225515800
2008-08-18,7998680960
2008-08-19,7873151000
2008-08-20,8192481600
2008-08-21,8214504399
2008-08-22,8235426060
2008-08-25,7829105399
2008-08-26,7878656700
2008-08-27,8197987300
2008-08-28,8454552920
2008-08-29,8240931760
2008-09-02,8298191040
2008-09-03,8472171160
2008-09-04,8205695280
2008-09-05,8281673939
2008-09-08,8588892000
2008-09-09,8074659620
2008-09-10,8053737960
2008-09-11,8114300660
2008-09-12,8276168240
2008-09-15,8058142520
2008-09-16,7979961580
2008-09-17,8036119720
2008-09-18,8754063000
2008-09-19,9139462000
2008-09-22,8387383380
2008-09-23,8809120000
2008-09-24,8693500300
2008-09-25,8792602900
2008-09-26,8657162680
2008-09-29,8120907500
2008-09-30,8224874500
2008-10-01,7860551200
2008-10-02,7617669000
2008-10-03,7109824400
2008-10-06,6759853230
2008-10-07,6605291830
2008-10-08,6819469770
2008-10-09,6212264270
2008-10-10,6016854500
2008-10-13,6276296850
2008-10-14,6141607630
2008-10-15,5681235460
2008-10-16,5747476060
2008-10-17,6149335700
2008-10-20,6217784320
2008-10-21,5900933450
2008-10-22,5541026190
2008-10-23,5591810650
2008-10-24,5352240480
2008-10-27,4887452270
2008-10-28,5245151510
2008-10-29,5361072560
2008-10-30,5503489850
2008-10-31,5992566280
2008-11-03,6063222920
2008-11-04,6514763010
2008-11-05,6215576300
2008-11-06,6035622670
2008-11-07,6348057500
2008-11-10,6410986070
2008-11-11,5978214150
2008-11-12,5862293100
2008-11-13,6293961010
2008-11-14,5878853250
2008-11-17,5576354510
2008-11-18,5577458520
2008-11-19,4987917180
2008-11-20,4533065060
2008-11-21,4477864560
2008-11-24,5238527450
2008-11-25,5980422170
2008-11-26,6794077540
2008-11-28,6621851980
2008-12-01,6260840710
2008-12-02,6792973530
2008-12-03,7020399590
2008-12-04,7089952220
2008-12-05,7369266750
2008-12-08,8169674000
2008-12-09,7692741680
2008-12-10,7720341930
2008-12-11,7112032420
2008-12-12,7490707849
2008-12-15,7253345700
2008-12-16,7821910849
2008-12-17,7484083790
2008-12-18,7330626400
2008-12-19,7415635170
2008-12-22,7441027400
2008-12-23,7348290560
2008-12-24,7267697830
2008-12-26,7468627650
2008-12-29,7433299330
2008-12-30,7670661480
2008-12-31,7695408840
2009-01-02,7713104519
2009-01-05,7736330100
2009-01-06,7417807859
2009-01-07,7078272000
2009-01-08,6967674000
2009-01-09,6767491620
2009-01-12,6322887660
2009-01-13,6434591640
2009-01-14,6171368400
2009-01-15,6274224540
2009-01-16,6488784660
2009-01-20,5953490340
2009-01-21,5942430540
2009-01-22,5787593340
2009-01-23,5881601640
2009-01-26,5594046840
2009-01-27,5813030880
2009-01-28,5912569080
2009-01-29,5625014280
2009-01-30,5470177080
2009-02-02,5337459480
2009-02-03,5620590360
2009-02-04,5689161120
2009-02-05,5648239860
2009-02-06,5692479060
2009-02-09,5451375420
2009-02-10,5235709320
2009-02-11,4970274120
2009-02-12,5250087060
2009-02-13,5057646540
2009-02-17,4879583760
2009-02-18,4734700380
2009-02-19,4506868500
2009-02-20,4473689100
2009-02-23,4384104720
2009-02-24,4637374140
2009-02-25,4677189420
2009-02-26,4765667820
2009-02-27,4579863180
2009-03-02,4493596740
2009-03-03,4367515020
2009-03-04,4370832960
2009-03-05,4088808060
2009-03-06,3961620360
2009-03-09,3821160899
2009-03-10,4020237300
2009-03-11,4083278160
2009-03-12,4119775500
2009-03-13,4381892760
2009-03-16,4409542260
2009-03-17,4551107700
2009-03-18,4491384780
2009-03-19,4398482460
2009-03-20,4280142600
2009-03-23,4499126640
2009-03-24,4550001720
2009-03-25,4836450540
2009-03-26,5094143880
2009-03-27,4909445220
2009-03-30,4905021300
2009-03-31,5025896330
2009-04-01,5215402920
2009-04-02,5379944570
2009-04-03,5480939100
2009-04-06,5277815270
2009-04-07,4955540590
2009-04-08,4994122770
2009-04-09,5340227620
