,DG
2014-07-07,17496086215
2014-07-08,17380940514
2014-07-09,17432453065
2014-07-10,17380940514
2014-07-11,17208221963
2014-07-14,17162769713
2014-07-15,16950659211
2014-07-16,16838543661
2014-07-17,16487046258
2014-07-18,16802181860
2014-07-21,16765820060
2014-07-22,16702186910
2014-07-23,16914297411
2014-07-24,16980960712
2014-07-25,16850664261
2014-07-28,16835513511
2014-07-29,16999141612
2014-07-30,17235493313
2014-07-31,16735518560
2014-08-01,16902771711
2014-08-04,16945202911
2014-08-05,17514993315
2014-08-06,17445284915
2014-08-07,17481654515
2014-08-08,17593794116
2014-08-11,17411946114
2014-08-12,17333145314
2014-08-13,17278590914
2014-08-14,17542270515
2014-08-15,17414976914
2014-08-18,19439551328
2014-08-19,19272857327
2014-08-20,19324380927
2014-08-21,19278918927
2014-08-22,19300134527
2014-08-25,19366812127
2014-08-26,19251641727
2014-08-27,19306196127
2014-08-28,19457736128
2014-08-29,19394089327
2014-09-02,19506228928
2014-09-03,19542598528
2014-09-04,19542598528
2014-09-05,19097070926
2014-09-08,19212241326
2014-09-09,19221333726
2014-09-10,19306196127
2014-09-11,19327411727
2014-09-12,19375904527
2014-09-15,19236487726
2014-09-16,19354688927
2014-09-17,19275888127
2014-09-18,19094040126
2014-09-19,19124348126
2014-09-22,18781867723
2014-09-23,18781867723
2014-09-24,18875822524
2014-09-25,18548496122
2014-09-26,18636389322
2014-09-29,18587896522
2014-09-30,18521218922
2014-10-01,18269662520
2014-10-02,18506064922
2014-10-03,18915222924
2014-10-06,18739436523
2014-10-07,18503034122
2014-10-08,18672758923
2014-10-09,18375740521
2014-10-10,18166615319
2014-10-13,17721087716
2014-10-14,17733210917
2014-10-15,17784734517
2014-10-16,17812011717
2014-10-17,18169646119
2014-10-20,18645481723
2014-10-21,18848545324
2014-10-22,18536372922
2014-10-23,18869760924
2014-10-24,18866730124
2014-10-27,18824298924
2014-10-28,18994023725
2014-10-29,18781867723
2014-10-30,18927346124
2014-10-31,18995778485
2014-11-03,19126114926
2014-11-04,19398912128
2014-11-05,19192798686
2014-11-06,19401943208
2014-11-07,19523186408
2014-11-10,19538341808
2014-11-11,19865698451
2014-11-12,19671709329
2014-11-13,19653522849
2014-11-14,19595932329
2014-11-17,19792952530
2014-11-18,20056656492
2014-11-19,20035438932
2014-11-20,20171837533
2014-11-21,20444634734
2014-11-24,20232459133
2014-11-25,19817201170
2014-11-26,19977848411
2014-11-28,20229428053
2014-12-01,20102122692
2014-12-02,20390075294
2014-12-03,20214272653
2014-12-04,20547691455
2014-12-05,20674996816
2014-12-08,20765929217
2014-12-09,20975073738
2014-12-10,20881110257
2014-12-11,20959918338
2014-12-12,21156938539
2014-12-15,21293337140
2014-12-16,20559815775
2014-12-17,21526730302
2014-12-18,21608569462
2014-12-19,20781084617
2014-12-22,20811395417
2014-12-23,21081161539
2014-12-24,21175125019
2014-12-26,21035695338
2014-12-29,21472170861
2014-12-30,21550978942
2014-12-31,21429735741
2015-01-02,21453984381
2015-01-05,21314554700
2015-01-06,21044788578
2015-01-07,21299399300
2015-01-08,21069037219
2015-01-09,20647717096
2015-01-12,20341578014
2015-01-13,20550722535
2015-01-14,20505256335
2015-01-15,19965724091
2015-01-16,20499194175
2015-01-20,20411292854
2015-01-21,20371888814
2015-01-22,21147845299
2015-01-23,21066006139
2015-01-26,20865954857
2015-01-27,20505256335
2015-01-28,20344609094
2015-01-29,20581033335
2015-01-30,20198606254
2015-02-02,20183546154
2015-02-03,20635349157
2015-02-04,20725709757
2015-02-05,20629325116
2015-02-06,20532940476
2015-02-09,20370291395
2015-02-10,20427519775
2015-02-11,20394387555
2015-02-12,20358243315
2015-02-13,20728721777
2015-02-17,20951611259
2015-02-18,21180524780
2015-02-19,21294981541
2015-02-20,21593171523
2015-02-23,21526907082
2015-02-24,21665460003
2015-02-25,21831121104
2015-02-26,21743772524
2015-02-27,21873289385
2015-03-02,22014854326
2015-03-03,21581123443
2015-03-04,21671484043
2015-03-05,21599195563
2015-03-06,21481726782
2015-03-09,21611243643
2015-03-10,21394378202
2015-03-11,21520883042
2015-03-12,22373284708
2015-03-13,22379308748
2015-03-16,22710630950
2015-03-17,22505813589
2015-03-18,22707618930
2015-03-19,22563041969
2015-03-20,22825087711
2015-03-23,22725691050
2015-03-24,22743763171
2015-03-25,22340152488
2015-03-26,22523885709
2015-03-27,22587138129
2015-03-30,22566053989
2015-03-31,22704606910
2015-04-01,22650390550
2015-04-02,22758823271
2015-04-06,22686534790
2015-04-07,22270876027
2015-04-08,22915448312
2015-04-09,22791955491
2015-04-10,22912436292
2015-04-13,22638342470
2015-04-14,22677498730
2015-04-15,22442561169
2015-04-16,22722679030
2015-04-17,22415452988
2015-04-20,22674486710
2015-04-21,22894364172
2015-04-22,22840147811
2015-04-23,22966652652
2015-04-24,23075085373
2015-04-27,22951592552
2015-04-28,22689546810
2015-04-29,22243767847
2015-04-30,21900397565
2015-05-01,21723536276
2015-05-04,21850678247
2015-05-05,21679184426
2015-05-06,21738320227
2015-05-07,21951209108
2015-05-08,22131573299
2015-05-11,22128616509
2015-05-12,22116789349
2015-05-13,21803369607
2015-05-14,21720579486
2015-05-15,22090178239
2015-05-18,22025128858
2015-05-19,21829980717
2015-05-20,21549085665
2015-05-21,21670314056
2015-05-22,21750147387
2015-05-26,21569783195
2015-05-27,21566826405
2015-05-28,21617091836
2015-05-29,21463338755
2015-06-01,21528388135
2015-06-02,22170011569
2015-06-03,22471604152
2015-06-04,22338548601
2015-06-05,22323764651
2015-06-08,22276456010
2015-06-09,22447949831
2015-06-10,22829375744
2015-06-11,23042264625
2015-06-12,23006783145
2015-06-15,22853030064
2015-06-16,22991999195
2015-06-17,23003826355
2015-06-18,23157579436
2015-06-19,23187147336
2015-06-22,23246283137
2015-06-23,23184190546
2015-06-24,23175320176
2015-06-25,23272894247
2015-06-26,23521264609
2015-06-29,23027480675
2015-06-30,22986085615
2015-07-01,23264023877
2015-07-02,23317246097
2015-07-06,23296548567
2015-07-07,23462128808
2015-07-08,23184190546
2015-07-09,23119141166
2015-07-10,23497610288
2015-07-13,23707542380
2015-07-14,23524221399
2015-07-15,23494653498
2015-07-16,23737110280
2015-07-17,23784418920
2015-07-20,24003221382
2015-07-21,23704585590
2015-07-22,23775548550
2015-07-23,23601097939
2015-07-24,23479869548
2015-07-27,23326116467
2015-07-28,23269937457
2015-07-29,23379338688
2015-07-30,23686844850
2015-07-31,23471013850
2015-08-03,23342517569
2015-08-04,23365880530
2015-08-05,23561545321
2015-08-06,23141012038
2015-08-07,22886939846
2015-08-10,23000834277
2015-08-11,22986232427
2015-08-12,22848975036
2015-08-13,23126410188
2015-08-14,23138091668
2015-08-17,23187737958
2015-08-18,23389243490
2015-08-19,23503137920
2015-08-20,23427208300
2015-08-21,22478088043
2015-08-24,21806402939
2015-08-25,21531888157
2015-08-26,22402158423
2015-08-27,21689588138
2015-08-28,21856049229
2015-08-31,21753836278
2015-09-01,20974097483
2015-09-02,21099673394
2015-09-03,21073390064
2015-09-04,21190204865
2015-09-08,21333302996
2015-09-09,21020823403
2015-09-10,20413386439
2015-09-11,20547723460
2015-09-14,20179756838
2015-09-15,20460112360
2015-09-16,20737547512
2015-09-17,20848521572
2015-09-18,20506838280
2015-09-21,20690821591
2015-09-22,20790114172
2015-09-23,20953654893
2015-09-24,21125956724
2015-09-25,20968256743
2015-09-28,20576927160
2015-09-29,20538962350
2015-09-30,21155160424
2015-10-01,20863123422
2015-10-02,20828078982
2015-10-05,20778432692
2015-10-06,20068782777
2015-10-07,19697895784
2015-10-08,19332849532
2015-10-09,19633647644
2015-10-12,20010375377
2015-10-13,19849755025
2015-10-14,19014529200
2015-10-15,19388336562
2015-10-16,19610284684
2015-10-19,19589842094
2015-10-20,19575240244
2015-10-21,19727099485
2015-10-22,19551877283
2015-10-23,19201432881
2015-10-26,19262760651
2015-10-27,19081697710
2015-10-28,19706656894
2015-10-29,19651169864
2015-10-30,19544935905
2015-11-02,19824684877
2015-11-03,19767004677
2015-11-04,19547819915
2015-11-05,19677600366
2015-11-06,19559355955
2015-11-09,19314215103
2015-11-10,19046002172
2015-11-11,18068322775
2015-11-12,18270203476
2015-11-13,17309828140
2015-11-16,17603997162
2015-11-17,18102930895
2015-11-18,18212523276
2015-11-19,18056786735
2015-11-20,18474968188
2015-11-23,18547068438
2015-11-24,18919105731
2015-11-25,18795093300
2015-11-27,18748949140
2015-11-30,18864309540
2015-12-01,18953713851
2015-12-02,18847005480
2015-12-03,19645876256
2015-12-04,19934277258
2015-12-07,20072709739
2015-12-08,20537035352
2015-12-09,20476471142
2015-12-10,20516847282
2015-12-11,20289010490
2015-12-14,20479355152
2015-12-15,20464935101
2015-12-16,20715843973
2015-12-17,20632207683
2015-12-18,20632207683
2015-12-21,20637975703
2015-12-22,20782176204
2015-12-23,20799480264
2015-12-24,20828320364
2015-12-28,20761988133
2015-12-29,20963868835
2015-12-30,20793712244
2015-12-31,20727380013
2016-01-04,20883116554
2016-01-05,21004244975
2016-01-06,20969636855
2016-01-07,20718727983
2016-01-08,20609135602
2016-01-11,20084245779
2016-01-12,20398602871
2016-01-13,19749700616
2016-01-14,19723744526
2016-01-15,19865061017
2016-01-19,20286126480
2016-01-20,20254402370
2016-01-21,20421674951
2016-01-22,20724496003
2016-01-25,20816784324
2016-01-26,21252269837
2016-01-27,21353210188
2016-01-28,21168633546
2016-01-29,21458603310
2016-02-01,21827396252
2016-02-02,21824537392
2016-02-03,21470038750
2016-02-04,20829654105
2016-02-05,20486590903
2016-02-08,19929113199
2016-02-09,19874794859
2016-02-10,19917677759
2016-02-11,19654662637
2016-02-12,20143527700
2016-02-16,20881113586
2016-02-17,21232753368
2016-02-18,20755323745
2016-02-19,20583792144
2016-02-22,20806783225
2016-02-23,21187011608
2016-02-24,21464321030
2016-02-25,21804525372
2016-02-26,21733053872
2016-02-29,21227035648
2016-03-01,21598687451
2016-03-02,21381414089
2016-03-03,21447167870
2016-03-04,21407143829
2016-03-07,21321378029
2016-03-08,21224176788
2016-03-09,21501486210
2016-03-10,23794291946
2016-03-11,24303169030
2016-03-14,24531877831
2016-03-15,24311745610
2016-03-16,24205967789
2016-03-17,24054448208
2016-03-18,24025859608
2016-03-21,24191673489
2016-03-22,23985835567
2016-03-23,24160226029
2016-03-24,24000129867
2016-03-28,24609067052
2016-03-29,24637655652
2016-03-30,24626220212
2016-03-31,24471841771
2016-04-01,24960706834
2016-04-04,24634796792
2016-04-05,24203108929
2016-04-06,24185955769
2016-04-07,23934376087
2016-04-08,23531276824
2016-04-11,23519841384
2016-04-12,23828598266
2016-04-13,23811445106
2016-04-14,23645631225
2016-04-15,23671360965
2016-04-18,23940093807
2016-04-19,23868622306
2016-04-20,23597030605
2016-04-21,23719961585
2016-04-22,23282556002
2016-04-25,23442652164
2016-04-26,23528417964
2016-04-27,23639913505
2016-04-28,23145330721
2016-04-29,23191178463
2016-05-02,23358225165
2016-05-03,23479971065
2016-05-04,23782920168
2016-05-05,23392200765
2016-05-06,23576235266
2016-05-09,24088700570
2016-05-10,23873521768
2016-05-11,23528103166
2016-05-12,23695149867
2016-05-13,23086420363
2016-05-16,23465814565
2016-05-17,22981662262
2016-05-18,22568292459
2016-05-19,23216660164
2016-05-20,23109070763
2016-05-23,22995818762
2016-05-24,23618704766
2016-05-25,23819727068
2016-05-26,24918271476
2016-05-27,25447724579
2016-05-31,25453387179
2016-06-01,25691216381
2016-06-02,25736517181
2016-06-03,25991334183
2016-06-06,25728023281
2016-06-07,25640252981
2016-06-08,25730854581
2016-06-09,25960189883
2016-06-10,25889407382
2016-06-13,25691216381
2016-06-14,25645915581
2016-06-15,25617602580
2016-06-16,25711035481
2016-06-17,25495856680
2016-06-20,25759167581
2016-06-21,25895069982
2016-06-22,26030972383
2016-06-23,25957358583
2016-06-24,26084767084
2016-06-27,26475486487
2016-06-28,26302777185
2016-06-29,26557594187
2016-06-30,26614220188
2016-07-01,26466992586
2016-07-05,26500968187
2016-07-06,26758616489
2016-07-07,26551931587
2016-07-08,26704821788
2016-07-11,26682171388
2016-07-12,26342415386
2016-07-13,26169706084
2016-07-14,26226332085
2016-07-15,25965852483
2016-07-18,26280126785
2016-07-19,26373559686
2016-07-20,26563256787
2016-07-21,26625545388
2016-07-22,26939819690
2016-07-25,27174817591
2016-07-26,27381502493
2016-07-27,26917169290
2016-07-28,26917169290
2016-07-29,26568980529
2016-08-01,26378280648
2016-08-02,26125883746
2016-08-03,26296952757
2016-08-04,26114666106
2016-08-05,26465217358
2016-08-08,26078208775
2016-08-09,25811789824
2016-08-10,26086622006
2016-08-11,26002489705
2016-08-12,26055773495
2016-08-15,25837029514
2016-08-16,25096665268
2016-08-17,25497695901
2016-08-18,25713635473
2016-08-19,25478065031
2016-08-22,25464042981
2016-08-23,25657547272
2016-08-24,25741679573
2016-08-25,21204144161
2016-08-26,21173295651
2016-08-29,21731373244
2016-08-30,21215361801
2016-08-31,20587173956
2016-09-01,20690937127
2016-09-02,20561934266
2016-09-06,20191752144
2016-09-07,20121641893
2016-09-08,19818765611
2016-09-09,19793525921
2016-09-12,20127250713
2016-09-13,19737437720
2016-09-14,20054336053
2016-09-15,20340385875
2016-09-16,20166512453
2016-09-19,20144077173
2016-09-20,20113228663
2016-09-21,20242231524
2016-09-22,20160903633
2016-09-23,20216991834
2016-09-26,20104815433
2016-09-27,20079575743
2016-09-28,19771090641
2016-09-29,19440170258
2016-09-30,19628065729
2016-10-03,19546737839
2016-10-04,19084010186
2016-10-05,18781133903
2016-10-06,19364451188
2016-10-07,19535520199
2016-10-10,19465409948
2016-10-11,19266296837
2016-10-12,19367255598
2016-10-13,19448583488
2016-10-14,19344820317
2016-10-17,19207404226
2016-10-18,19263492427
2016-10-19,19266296837
2016-10-20,19064379315
2016-10-21,19050357265
2016-10-24,19145707206
2016-10-25,19117663106
2016-10-26,19145707206
2016-10-27,18915745584
2016-10-28,18875781496
2016-10-31,19082934498
2016-11-01,19071886338
2016-11-02,19223798539
2016-11-03,18928260257
2016-11-04,18928260257
2016-11-07,19270753219
2016-11-08,19256943019
2016-11-09,19748586143
2016-11-10,20544053668
2016-11-11,20632438949
2016-11-14,21173798793
2016-11-15,21226277553
2016-11-16,21168274713
2016-11-17,21242849793
2016-11-18,21231801633
2016-11-21,21195895113
2016-11-22,21902977358
2016-11-23,22016220999
2016-11-25,22112892400
2016-11-28,21726206797
2016-11-29,21629535396
2016-11-30,21356093434
2016-12-01,20295470066
2016-12-02,20593770389
2016-12-05,21093699632
2016-12-06,20905880911
2016-12-07,21295328554
2016-12-08,21245611833
2016-12-09,21322948954
2016-12-12,21049506992
2016-12-13,20980455991
2016-12-14,20961121711
2016-12-15,21298090594
2016-12-16,21295328554
2016-12-19,20977693951
2016-12-20,21342283234
2016-12-21,21386475874
2016-12-22,20538529588
2016-12-23,20477764708
2016-12-27,20585484269
2016-12-28,20444620228
2016-12-29,20475002668
2016-12-30,20458430428
2017-01-03,20491574908
2017-01-04,21002552312
2017-01-05,20582722229
2017-01-06,20259563546
2017-01-09,20364521067
2017-01-10,20508147148
2017-01-11,20278897826
2017-01-12,20325852507
2017-01-13,20187750506
2017-01-17,20530243468
2017-01-18,20008217904
2017-01-19,19613246182
2017-01-20,19610484142
2017-01-23,19461333980
2017-01-24,19817637143
2017-01-25,19875639983
2017-01-26,19801064903
2017-01-27,19419903380
2017-01-30,19886688144
2017-01-31,20389379427
2017-02-01,20270611706
2017-02-02,20300994147
2017-02-03,20090973026
2017-02-06,19849244064
2017-02-07,19997577745
2017-02-08,20621128590
2017-02-09,21346315475
2017-02-10,21093598833
2017-02-13,20882085992
2017-02-14,21189741034
2017-02-15,21255667114
2017-02-16,20882085992
2017-02-17,21335327795
2017-02-21,21387519275
2017-02-22,21255667114
2017-02-23,20854616791
2017-02-24,21247426354
2017-02-27,21093598833
2017-02-28,20058009986
2017-03-01,20148658346
2017-03-02,20346436588
2017-03-03,20085479186
2017-03-06,19893194784
2017-03-07,19602021262
2017-03-08,19923410905
2017-03-09,20225572107
2017-03-10,20022300025
2017-03-13,19939892425
2017-03-14,20003071585
2017-03-15,20000324665
2017-03-16,20107454546
2017-03-17,19868472504
2017-03-20,19667947343
2017-03-21,19231187060
2017-03-22,19415230701
2017-03-23,18926278937
2017-03-24,19085600298
2017-03-27,18945507377
2017-03-28,18830136737
2017-03-29,19417977621
2017-03-30,19464675261
2017-03-31,19154273299
2017-04-03,18904303577
2017-04-04,18775198336
2017-04-05,18816402137
2017-04-06,19104828739
2017-04-07,19044396498
2017-04-10,19107575659
2017-04-11,18994951938
2017-04-12,18942760457
2017-04-13,18882328217
2017-04-17,18986711178
2017-04-18,18972976578
2017-04-19,19038902658
2017-04-20,19412483781
2017-04-21,19426218381
2017-04-24,19618502782
2017-04-25,19654212743
2017-04-26,19942639345
2017-04-27,20112948386
2017-04-28,19972855465
2017-05-01,19791558744
2017-05-02,20264028987
2017-05-03,20324461227
2017-05-04,20154152186
2017-05-05,20149057947
2017-05-08,20168216247
2017-05-09,20168216247
2017-05-10,20228428047
2017-05-11,19722101544
2017-05-12,19590730343
2017-05-15,19629046943
2017-05-16,19415568741
2017-05-17,19341672441
2017-05-18,19467569842
2017-05-19,19691995643
2017-05-22,19828840644
2017-05-23,19352620041
2017-05-24,19215775040
2017-05-25,19834314444
2017-05-26,19793260944
2017-05-30,19984843946
2017-05-31,20086109246
2017-06-01,21399821256
2017-06-02,21596878057
2017-06-05,21432664056
2017-06-06,20619804750
2017-06-07,20272218448
2017-06-08,20168216247
2017-06-09,20586961950
2017-06-12,20556856050
2017-06-13,20721070051
2017-06-14,20707385551
2017-06-15,19793260944
2017-06-16,19191142940
2017-06-19,19623573143
2017-06-20,19541466142
2017-06-21,19631783843
2017-06-22,19453885342
2017-06-23,19089877639
2017-06-26,19270513040
2017-06-27,19374515241
2017-06-28,19563361342
2017-06-29,19388199741
2017-06-30,19730312244
2017-07-03,19686521843
2017-07-05,19497675742
2017-07-06,19166510840
2017-07-07,19221248840
2017-07-10,19018718238
2017-07-11,18895557738
2017-07-12,19073456239
2017-07-13,19317040341
2017-07-14,19470306742
2017-07-17,19670100443
2017-07-18,19377252141
2017-07-19,19538729242
2017-07-20,19527781642
2017-07-21,19760418144
2017-07-24,19700206343
2017-07-25,20135373447
2017-07-26,20417274149
2017-07-27,20559592950
2017-07-28,20458327649
2017-07-31,20570540550
2017-08-01,20669068951
2017-08-02,20447380049
2017-08-03,20387168248
2017-08-04,20385800489
2017-08-07,20807894942
2017-08-08,20884144263
2017-08-09,21009411004
2017-08-10,20581870171
2017-08-11,20557361460
2017-08-14,20851465983
2017-08-15,20053571307
2017-08-16,20287765649
2017-08-17,20225132278
2017-08-18,20102588727
2017-08-21,20344952639
2017-08-22,20821510892
2017-08-23,20786109422
2017-08-24,20611825261
2017-08-25,21151016885
2017-08-28,21069321184
2017-08-29,20938608063
2017-08-30,20895037023
2017-08-31,19759466785
2017-09-01,19754020405
2017-09-05,20249640988
2017-09-06,20502897660
2017-09-07,20802448562
2017-09-08,20576423791
2017-09-11,20688074581
2017-09-12,20957670393
2017-09-13,21197311115
2017-09-14,21031196524
2017-09-15,21131954555
2017-09-18,21044812474
2017-09-19,20965839963
2017-09-20,21118338605
2017-09-21,20905929783
2017-09-22,21148293695
2017-09-25,21605789618
2017-09-26,21603066428
2017-09-27,21766457829
2017-09-28,21790966540
2017-09-29,22071455112
2017-10-02,22302926263
2017-10-03,22166766762
2017-10-04,22136811672
2017-10-05,22188552282
2017-10-06,21875385430
2017-10-09,21562218578
2017-10-10,22041500021
2017-10-11,22477210425
2017-10-12,22379175584
2017-10-13,22485379995
2017-10-16,22362836444
2017-10-17,22357390064
2017-10-18,22548013365
2017-10-19,22577968455
2017-10-20,22768591757
2017-10-23,22853010647
2017-10-24,22902028068
2017-10-25,22866626597
2017-10-26,22975554198
2017-10-27,22673280106
2017-10-30,22120472532
2017-10-31,22014268121
2017-11-01,22120472532
2017-11-02,22469040855
2017-11-03,22129870513
2017-11-06,21808207561
2017-11-07,21802801461
2017-11-08,21813613661
2017-11-09,22140682713
2017-11-10,22746165918
2017-11-13,22583982917
2017-11-14,22502891416
2017-11-15,22246101664
2017-11-16,22951597719
2017-11-17,23111077671
2017-11-20,23500316873
2017-11-21,23421928423
2017-11-22,23578705324
2017-11-24,23321915572
2017-11-27,23340836922
2017-11-28,23713857825
2017-11-29,23970647577
2017-11-30,23808464576
2017-12-01,23781434075
2017-12-04,24535585031
2017-12-05,24427463030
2017-12-06,24557209431
2017-12-07,25238378036
2017-12-08,25241081086
2017-12-11,25232971936
2017-12-12,24659925332
2017-12-13,24770750383
2017-12-14,24540991131
2017-12-15,24578833831
2017-12-18,25016727935
2017-12-19,24895090684
2017-12-20,24795077833
2017-12-21,24770750383
2017-12-22,25114037735
2017-12-26,24997806584
2017-12-27,25035649285
2017-12-28,25024837085
2017-12-29,25141068236
2018-01-02,25424888488
2018-01-03,25405967137
2018-01-04,25703302640
2018-01-05,25873594791
2018-01-08,25449215938
2018-01-09,25476246438
2018-01-10,25619508089
2018-01-11,26541248146
2018-01-12,26787225698
2018-01-16,26608824396
2018-01-17,27165652701
2018-01-18,27308914352
2018-01-19,27565704103
2018-01-22,27644092554
2018-01-23,27887367056
2018-01-24,27757620655
2018-01-25,28044143957
2018-01-26,28463116710
2018-01-29,28473928910
2018-01-30,28173890358
2018-01-31,27873851806
2018-02-01,27646795604
2018-02-02,26676470678
2018-02-05,25699978791
2018-02-06,26182859395
2018-02-07,26257974155
2018-02-08,25512191890
2018-02-09,26359915616
2018-02-12,25509509220
2018-02-13,25984341813
2018-02-14,25933371083
2018-02-15,26410886346
2018-02-16,26217734105
2018-02-20,25367327709
2018-02-21,25557797280
2018-02-22,25780458892
2018-02-23,26075552594
2018-02-26,26169446045
2018-02-27,25624864031
2018-02-28,25375375719
2018-03-01,25568527960
2018-03-02,25292212948
2018-03-05,25064185996
2018-03-06,25066868666
2018-03-07,23980387308
2018-03-08,23084375522
2018-03-09,23323133153
2018-03-12,23771139047
2018-03-13,24017944689
2018-03-14,23929416578
2018-03-15,25066868666
2018-03-16,25600720000
2018-03-19,25227828868
2018-03-20,25058820656
2018-03-21,24943465845
2018-03-22,24613497433
2018-03-23,24160126200
2018-03-26,24854937735
2018-03-27,24795918994
2018-03-28,24932735165
2018-03-29,25096378037
2018-04-02,25064185996
2018-04-03,25031993956
2018-04-04,25485365190
2018-04-05,25860938992
2018-04-06,25477317179
2018-04-09,25673152091
2018-04-10,25871669672
2018-04-11,25826064282
2018-04-12,25992389823
2018-04-13,25828746952
2018-04-16,26040677884
2018-04-17,26791825489
2018-04-18,26874988260
2018-04-19,26558433198
2018-04-20,25844842972
2018-04-23,26024581864
2018-04-24,25973611133
2018-04-25,26088965944
2018-04-26,26566481208
2018-04-27,26386742316
2018-04-30,25895813703
2018-05-01,25898496373
2018-05-02,25860938992
2018-05-03,25834112292
2018-05-04,25459966541
2018-05-07,25046958188
2018-05-08,25014983347
2018-05-09,24919058827
2018-05-10,24764513765
2018-05-11,24945704527
2018-05-14,24972350227
2018-05-15,25046958188
2018-05-16,25633163592
2018-05-17,25758398383
2018-05-18,25774385803
2018-05-21,25902285164
2018-05-22,25689119562
2018-05-23,25654480152
2018-05-24,25822348063
2018-05-25,25745075533
2018-05-29,25643821872
2018-05-30,25718429833
2018-05-31,23309658534
2018-06-01,23783951998
2018-06-04,24247587182
2018-06-05,25094920448
2018-06-06,25214826099
2018-06-07,24998995927
2018-06-08,25286769489
2018-06-11,25558555631
2018-06-12,25761062953
2018-06-13,25774385803
2018-06-14,25667803002
2018-06-15,25934260004
2018-06-18,26096798775
2018-06-19,25960905704
2018-06-20,26115450766
2018-06-21,26293976957
2018-06-22,26685668750
2018-06-25,26765605850
2018-06-26,26573756809
2018-06-27,26291312387
2018-06-28,26413882608
2018-06-29,26272660397
2018-07-02,26128773616
2018-07-03,26139431896
2018-07-05,26144761036
2018-07-06,26280654107
2018-07-09,26216704426
2018-07-10,26648364770
2018-07-11,26384572338
2018-07-12,26259337547
2018-07-13,26512471699
2018-07-16,26413882608
2018-07-17,26485825998
2018-07-18,26403224328
2018-07-19,26432534598
2018-07-20,26158083886
2018-07-23,26307299807
2018-07-24,26269995827
2018-07-25,26312628947
2018-07-26,26421876318
2018-07-27,25960905704
2018-07-30,26150090176
2018-07-31,26152754746
2018-08-01,25753069243
2018-08-02,26187394156
2018-08-03,25980852896
2018-08-06,26097228497
2018-08-07,26692331001
2018-08-08,26919792403
2018-08-09,27237180405
2018-08-10,27065261904
2018-08-13,27102290504
2018-08-14,27797899210
2018-08-15,27541343908
2018-08-16,27739711409
2018-08-17,28136446412
2018-08-20,28440609915
2018-08-21,28459124215
2018-08-22,28371842514
2018-08-23,28586079416
2018-08-24,28567565116
2018-08-27,28350683314
2018-08-28,28258111813
2018-08-29,28221083213
2018-08-30,27946013611
2018-08-31,28493507915
2018-09-04,29046292019
2018-09-05,29374259622
2018-09-06,29390129022
2018-09-07,29310782021
2018-09-10,29477410722
2018-09-11,29398063722
2018-09-12,29279043221
2018-09-13,28969589919
2018-09-14,28805606117
2018-09-17,28366552714
2018-09-18,28869083718
2018-09-19,28916691918
2018-09-20,28977524619
2018-09-21,28633687616
2018-09-24,28377132314
2018-09-25,28649557016
2018-09-26,28966945019
2018-09-27,28874373518
2018-09-28,28908757218
2018-10-01,28966945019
2018-10-02,28424740514
2018-10-03,27750291009
2018-10-04,27628625608
2018-10-05,27443482607
2018-10-08,27864021710
2018-10-09,27797899210
2018-10-10,27924854411
2018-10-11,26967400603
2018-10-12,27707972609
2018-10-15,28139091312
2018-10-16,29345165721
2018-10-17,29033067519
2018-10-18,28808251017
2018-10-19,28974879719
2018-10-22,29099190020
2018-10-23,29197051320
2018-10-24,29353100421
2018-10-25,29368969822
2018-10-26,28519956915
2018-10-29,29072741019
2018-10-30,29741900724
2018-10-31,29458896422
2018-11-01,29934978426
2018-11-02,29309065184
2018-11-05,29824038948
2018-11-06,29902461348
2018-11-07,30307643751
2018-11-08,30723282475
2018-11-09,30349469032
2018-11-12,30260590311
2018-11-13,30150798950
2018-11-14,29878934628
2018-11-15,29220186463
2018-11-16,29126079582
2018-11-19,28888198301
2018-11-20,27523648530
2018-11-21,27500121810
2018-11-23,27672651091
2018-11-26,28151027735
2018-11-27,28132729175
2018-11-28,28848987100
2018-11-29,28987533341
2018-11-30,29013674141
2018-12-03,29199273823
2018-12-04,27212573008
2018-12-06,27887005653
2018-12-07,26846601805
2018-12-10,27615141331
2018-12-11,27855636693
2018-12-12,27680493331
2018-12-13,27751073492
2018-12-14,27442612049
2018-12-17,26956393166
2018-12-18,27277925008
2018-12-19,26930252366
2018-12-20,26229678920
2018-12-21,26072834119
2018-12-24,25840180997
2018-12-26,27696177811
2018-12-27,27829495892
2018-12-28,27988954774
2018-12-31,28252976856
2019-01-02,28156255895
2019-01-03,28190238935
2019-01-04,28433348377
2019-01-07,29523419745
2019-01-08,29664580066
2019-01-09,30192624231
2019-01-10,30459260393
2019-01-11,30339012712
2019-01-14,29565245026
2019-01-15,29322135584
2019-01-16,29332591904
2019-01-17,29348276384
2019-01-18,29677650467
2019-01-22,29512963425
2019-01-23,29693334947
2019-01-24,29735160227
2019-01-25,29852793828
2019-01-28,29831881188
2019-01-29,30009638629
2019-01-30,30135114470
2019-01-31,30174325670
2019-02-01,29797776070
2019-02-04,30212209673
2019-02-05,30056797072
2019-02-06,30137093582
2019-02-07,30401295004
2019-02-08,30129322952
2019-02-11,30370212484
2019-02-12,30567068446
2019-02-13,30797597137
2019-02-14,30699169157
2019-02-15,30823499238
2019-02-19,30862352388
2019-02-20,30820909027
2019-02-21,30683627896
