,EBAY
2013-11-25,26728800000
2013-11-26,26573400000
2013-11-27,26871250000
2013-11-29,27531700000
2013-12-02,27984950000
2013-12-03,28308700000
2013-12-04,27842500000
2013-12-05,28023800000
2013-12-06,28347550000
2013-12-09,28179200000
2013-12-10,28295750000
2013-12-11,27997900000
2013-12-12,27997900000
2013-12-13,28101500000
2013-12-16,28943250000
2013-12-17,28658350000
2013-12-18,28956200000
2013-12-19,29098650000
2013-12-20,29746150000
2013-12-23,30134650000
2013-12-24,30069900000
2013-12-26,29461250000
2013-12-27,29526000000
2013-12-30,29435350000
2013-12-31,29462840000
2014-01-02,28965200000
2014-01-03,28607920000
2014-01-06,27804040000
2014-01-07,28391000000
2014-01-08,28123040000
2014-01-09,27969920000
2014-01-10,28008200000
2014-01-13,28212360000
2014-01-14,28442040000
2014-01-15,28888640000
2014-01-16,28863120000
2014-01-17,28569640000
2014-01-21,29080040000
2014-01-22,29220400000
2014-01-23,29501120000
2014-01-24,29194880000
2014-01-27,28403760000
2014-01-28,28544120000
2014-01-29,28033720000
2014-01-30,28556880000
2014-01-31,28569640000
2014-02-03,28135800000
2014-02-04,28416520000
2014-02-05,28748280000
2014-02-06,29194880000
2014-02-07,29309720000
2014-02-10,28875880000
2014-02-11,29169360000
2014-02-12,29450079999
2014-02-13,29488360000
2014-02-14,29411800000
2014-02-18,29615960000
2014-02-19,29399040000
2014-02-20,29513880000
2014-02-21,29322480000
2014-02-24,30241200000
2014-02-25,30151880000
2014-02-26,30789880000
2014-02-27,31325800000
2014-02-28,31568239999
2014-03-03,31313040000
2014-03-04,31721360000
2014-03-05,31606520000
2014-03-06,31848960000
2014-03-07,31721360000
2014-03-10,31262000000
2014-03-11,30904720000
2014-03-12,31134400000
2014-03-13,30445360000
2014-03-14,30470880000
2014-03-17,30840920000
2014-03-18,31057840000
2014-03-19,30777120000
2014-03-20,30675040000
2014-03-21,30585720000
2014-03-24,30368800000
2014-03-25,30253960000
2014-03-26,29858400000
2014-03-27,29628720000
2014-03-28,29641480000
2014-03-31,29248500000
2014-04-01,29676220000
2014-04-02,29361720000
2014-04-03,28896260000
2014-04-04,28594340000
2014-04-07,28040820000
2014-04-08,29009480000
2014-04-09,29588160000
2014-04-10,28632080000
2014-04-11,28305000000
2014-04-14,28581760000
2014-04-15,28544020000
2014-04-16,28959160000
2014-04-17,29110120000
2014-04-21,29084960000
2014-04-22,29374300000
2014-04-23,29084960000
2014-04-24,29034639999
2014-04-25,28443380000
2014-04-28,28405639999
2014-04-29,28871100000
2014-04-30,27436980000
2014-05-01,27374080000
2014-05-02,27537620000
2014-05-05,27537620000
2014-05-06,26971520000
2014-05-07,26770240000
2014-05-08,26619280000
2014-05-09,26757660000
2014-05-12,27172800000
2014-05-13,27311180000
2014-05-14,27348919999
2014-05-15,27197960000
2014-05-16,27499880000
2014-05-19,27701160000
2014-05-20,27512460000
2014-05-21,27474720000
2014-05-22,27273440000
2014-05-23,27537620000
2014-05-27,27411820000
2014-05-28,26682180000
2014-05-29,26543800000
2014-05-30,26858300000
2014-06-02,26732500000
2014-06-03,26694760000
2014-06-04,26707340000
2014-06-05,26782820000
2014-06-06,26317360000
2014-06-09,26254460000
2014-06-10,25549980000
2014-06-11,25851900000
2014-06-12,25713520000
2014-06-13,25965120000
2014-06-16,25939960000
2014-06-17,25977700000
2014-06-18,26292200000
2014-06-19,26267040000
2014-06-20,26128660000
2014-06-23,26153820000
2014-06-24,25864480000
2014-06-25,26116080000
2014-06-26,26191560000
2014-06-27,26518639999
2014-06-30,26168940000
2014-07-01,26392500000
2014-07-02,26429760000
2014-07-03,26628480000
2014-07-07,26529120000
2014-07-08,26231040000
2014-07-09,26628480000
2014-07-10,26305560000
2014-07-11,26926560000
2014-07-14,26740260000
2014-07-15,26566380000
2014-07-16,26504280000
2014-07-17,26678160000
2014-07-18,26914140000
2014-07-21,27025920000
2014-07-22,27212220000
2014-07-23,27522720000
2014-07-24,27820800000
2014-07-25,27572400000
2014-07-28,27671760000
2014-07-29,27808380000
2014-07-30,27820800000
2014-07-31,27609660000
2014-08-01,27460620000
2014-08-04,27733859999
2014-08-05,27845640000
2014-08-06,27945000000
2014-08-07,27994680000
2014-08-08,28280340000
2014-08-11,28168560000
2014-08-12,27932579999
2014-08-13,27671760000
2014-08-14,27671760000
2014-08-15,27522720000
2014-08-18,27758700000
2014-08-19,28094040000
2014-08-20,27907740000
2014-08-21,29211840000
2014-08-22,29013120000
2014-08-25,29000700000
2014-08-26,29398140000
2014-08-27,29236680000
2014-08-28,28975859999
2014-08-29,29013120000
2014-09-02,28690200000
2014-09-03,28516320000
2014-09-04,28454220000
2014-09-05,28180980000
2014-09-08,28342440000
2014-09-09,27559980000
2014-09-10,26715420000
2014-09-11,26491859999
2014-09-12,27286740000
2014-09-15,26640900000
2014-09-16,26976240000
2014-09-17,27150120000
2014-09-18,27547560000
2014-09-19,27386100000
2014-09-22,27423359999
2014-09-23,27572400000
2014-09-24,27671760000
2014-09-25,27261900000
2014-09-26,27671760000
2014-09-29,27522720000
2014-09-30,29310899999
2014-10-01,28708200000
2014-10-02,28400700000
2014-10-03,28179300000
2014-10-06,27724200000
2014-10-07,27416700000
2014-10-08,28216200000
2014-10-09,27367500000
2014-10-10,26850899999
2014-10-13,26125199999
2014-10-14,26186700000
2014-10-15,26002200000
2014-10-16,24784500000
2014-10-17,24821400000
2014-10-20,25473300000
2014-10-21,26334300000
2014-10-22,25953000000
2014-10-23,26297400000
2014-10-24,26469600000
2014-10-27,26494200000
2014-10-28,26506500000
2014-10-29,26568000000
2014-10-30,26691000000
2014-10-31,27183000000
2014-11-03,27281400000
2014-11-04,27576600000
2014-11-05,27736500000
2014-11-06,27576600000
2014-11-07,27699600000
2014-11-10,27896400000
2014-11-11,28056300000
2014-11-12,27982500000
2014-11-13,28142400000
2014-11-14,28142400000
2014-11-17,28376100000
2014-11-18,28671300000
2014-11-19,28437600000
2014-11-20,28228500000
2014-11-21,28167000000
2014-11-24,28154700000
2014-11-25,28167000000
2014-11-26,28253100000
2014-11-28,28413000000
2014-12-01,28400700000
2014-12-02,28486800000
2014-12-03,28376100000
2014-12-04,28302300000
2014-12-05,28376100000
2014-12-08,28548300000
2014-12-09,28683600000
2014-12-10,28609800000
2014-12-11,29397000000
2014-12-12,28868100000
2014-12-15,28695899999
2014-12-16,28954200000
2014-12-17,29200199999
2014-12-18,29778300000
2014-12-19,29581500000
2014-12-22,29679900000
2014-12-23,29618399999
2014-12-24,29556900000
2014-12-26,29532300000
2014-12-29,29520000000
2014-12-30,29618399999
2014-12-31,28721920000
2015-01-02,28770560000
2015-01-05,28527360000
2015-01-06,28162560000
2015-01-07,28113920000
2015-01-08,28867840000
2015-01-09,28466560000
2015-01-12,28247680000
2015-01-13,28211200000
2015-01-14,27651840000
2015-01-15,27128960000
2015-01-16,27457279999
2015-01-20,27469440000
2015-01-21,27323520000
2015-01-22,29244800000
2015-01-23,29050240000
2015-01-26,28685440000
2015-01-27,27992320000
2015-01-28,27554560000
2015-01-29,27615360000
2015-01-30,27128960000
2015-02-02,27493760000
2015-02-03,27761279999
2015-02-04,27493760000
2015-02-05,27785600000
2015-02-06,27895040000
2015-02-09,27809920000
2015-02-10,28284160000
2015-02-11,28223360000
2015-02-12,28016640000
2015-02-13,28904320000
2015-02-17,28867840000
2015-02-18,29123200000
2015-02-19,29500160000
2015-02-20,29694720000
2015-02-23,29719040000
2015-02-24,29889279999
2015-02-25,29864960000
2015-02-26,29962240000
2015-02-27,29633920000
2015-03-02,29877120000
2015-03-03,29816320000
2015-03-04,29840640000
2015-03-05,30241920000
2015-03-06,30643200000
2015-03-09,31117440000
2015-03-10,30302720000
2015-03-11,30545920000
2015-03-12,30400000000
2015-03-13,30229760000
2015-03-16,30485120000
2015-03-17,30448640000
2015-03-18,29901440000
2015-03-19,29621760000
2015-03-20,29646080000
2015-03-23,29998720000
2015-03-24,30460800000
2015-03-25,29719040000
2015-03-26,29439360000
2015-03-27,29500160000
2015-03-30,29646080000
2015-03-31,29548760000
2015-04-01,29256680000
2015-04-02,29147150000
2015-04-06,29098470000
2015-04-07,29232340000
2015-04-08,29256680000
2015-04-09,29195830000
2015-04-10,29366210000
2015-04-13,29159320000
2015-04-14,29171490000
2015-04-15,29208000000
2015-04-16,29208000000
2015-04-17,28575160000
2015-04-20,28721200000
2015-04-21,28891580000
2015-04-22,29061960000
2015-04-23,30169430000
2015-04-24,30327640000
2015-04-27,30266790000
2015-04-28,30461510000
2015-04-29,30157260000
2015-04-30,29840840000
2015-05-01,30376320000
2015-05-04,30278960000
2015-05-05,29670460000
2015-05-06,29451400000
2015-05-07,29682630000
2015-05-08,30132920000
2015-05-11,29877350000
2015-05-12,29865180000
2015-05-13,30120750000
2015-05-14,30777930000
2015-05-15,30425000000
2015-05-18,30461510000
2015-05-19,30351980000
2015-05-20,30291130000
2015-05-21,30595380000
2015-05-22,30583210000
2015-05-26,30084240000
2015-05-27,30412830000
2015-05-28,31021330000
2015-05-29,31435109999
2015-06-01,32043609999
2015-06-02,31751530000
2015-06-03,31763700000
2015-06-04,32007100000
2015-06-05,32384370000
2015-06-08,31167370000
2015-06-09,30948310000
2015-06-10,30972650000
2015-06-11,30960480000
2015-06-12,30741420000
2015-06-15,30729250000
2015-06-16,30996990000
2015-06-17,31009160000
2015-06-18,31082180000
2015-06-19,31337750000
2015-06-22,31629830000
2015-06-23,31715020000
2015-06-24,31556810000
2015-06-25,31544640000
2015-06-26,31264730000
2015-06-29,30412830000
2015-06-30,30673500000
2015-07-01,30770300000
2015-07-02,31496300000
2015-07-06,31447900000
2015-07-07,31568900000
2015-07-08,31060700000
2015-07-09,31460000000
2015-07-10,31762500000
2015-07-13,32319100000
2015-07-14,32379600000
2015-07-15,32307000000
2015-07-16,33408100000
2015-07-17,33759000000
2015-07-20,34569700000
2015-07-21,34606000000
2015-07-22,34424500000
2015-07-23,34400300000
2015-07-24,34158300000
2015-07-27,33880000000
2015-07-28,34279299999
2015-07-29,34787500000
2015-07-30,34327700000
2015-07-31,34025200000
2015-08-03,34279299999
2015-08-04,34376100000
2015-08-05,34557600000
2015-08-06,34073600000
2015-08-07,34545500000
2015-08-10,34678600000
2015-08-11,34049400000
2015-08-12,33892100000
2015-08-13,33867900000
2015-08-14,34194600000
2015-08-17,34230900000
2015-08-18,33601700000
2015-08-19,33190300000
2015-08-20,32089200000
2015-08-21,31181700000
2015-08-24,30165300000
2015-08-25,30528300000
2015-08-26,31665700000
2015-08-27,32791000000
2015-08-28,32972500000
2015-08-31,32803100000
2015-09-01,32040800000
2015-09-02,32512700000
2015-09-03,32718400000
2015-09-04,32040800000
2015-09-08,31895600000
2015-09-09,31702000000
2015-09-10,31641500000
2015-09-11,31847200000
2015-09-14,31157500000
2015-09-15,31435800000
2015-09-16,32355400000
2015-09-17,31786700000
2015-09-18,31484200000
2015-09-21,31363200000
2015-09-22,30988100000
2015-09-23,30963900000
2015-09-24,30988100000
2015-09-25,30649299999
2015-09-28,29209400000
2015-09-29,29136799999
2015-09-30,29108040000
2015-10-01,29667810000
2015-10-02,30406230000
2015-10-05,30656340000
2015-10-06,30584880000
2015-10-07,30584880000
2015-10-08,28762650000
2015-10-09,28941300000
2015-10-12,29250960000
2015-10-13,29322420000
2015-10-14,28584000000
2015-10-15,29191410000
2015-10-16,29239050000
2015-10-19,29250960000
2015-10-20,29084220000
2015-10-21,28834110000
2015-10-22,32847779999
2015-10-23,33538560000
2015-10-26,33550470000
2015-10-27,33788670000
2015-10-28,33645750000
2015-10-29,33562380000
2015-10-30,33228900000
2015-11-02,33943500000
2015-11-03,34419900000
2015-11-04,34896300000
2015-11-05,34896300000
2015-11-06,35015400000
2015-11-09,34753380000
2015-11-10,34705740000
2015-11-11,34479450000
2015-11-12,34014960000
2015-11-13,33574290000
2015-11-16,33919680000
2015-11-17,33883950000
2015-11-18,34241250000
2015-11-19,34265070000
2015-11-20,34610460000
2015-11-23,34348440000
2015-11-24,34539000000
2015-11-25,34539000000
2015-11-27,34658100000
2015-11-30,35241690000
2015-12-01,34598550000
2015-12-02,34503270000
2015-12-03,34050690000
2015-12-04,34955850000
2015-12-07,34598550000
2015-12-08,34288890000
2015-12-09,33752940000
2015-12-10,34026870000
2015-12-11,33312270000
2015-12-14,33395640000
2015-12-15,33717210000
2015-12-16,34026870000
2015-12-17,33407550000
2015-12-18,32704860000
2015-12-21,32859690000
2015-12-22,33216990000
2015-12-23,33085980000
2015-12-24,32943060000
2015-12-28,32919240000
2015-12-29,33240810000
2015-12-30,33050250000
2015-12-31,31849320000
2016-01-04,30632370000
2016-01-05,30273080000
2016-01-06,30609190000
2016-01-07,29774710000
2016-01-08,29844250000
2016-01-11,30249900000
2016-01-12,30377390000
2016-01-13,29450190000
2016-01-14,29971740000
2016-01-15,29276340000
2016-01-19,29867430000
2016-01-20,29925380000
2016-01-21,30238310000
2016-01-22,30632370000
2016-01-25,30296260000
2016-01-26,30887350000
2016-01-27,30620780000
2016-01-28,26807670000
2016-01-29,27190140000
2016-02-01,27746460000
2016-02-02,26993110000
2016-02-03,27236500000
2016-02-04,27224910000
2016-02-05,26888800000
2016-02-08,26054320000
2016-02-09,25509590000
2016-02-10,25868880000
2016-02-11,25590719999
2016-02-12,26065910000
2016-02-16,26599050000
2016-02-17,26911980000
2016-02-18,27271270000
2016-02-19,27595790000
2016-02-22,28094160000
2016-02-23,27375580000
2016-02-24,27769640000
2016-02-25,28024620000
2016-02-26,28024620000
2016-02-29,27584200000
2016-03-01,28105750000
2016-03-02,27491480000
2016-03-03,27746460000
2016-03-04,28291190000
2016-03-07,28117340000
2016-03-08,27897130000
2016-03-09,27758050000
2016-03-10,27456710000
2016-03-11,27839180000
2016-03-14,28140520000
2016-03-15,27329219999
2016-03-16,27445120000
2016-03-17,27537840000
2016-03-18,27549430000
2016-03-21,28210060000
2016-03-22,27966670000
2016-03-23,28013030000
2016-03-24,28198469999
2016-03-28,27955080000
2016-03-29,27931900000
2016-03-30,27862360000
2016-03-31,27295840000
2016-04-01,27318720000
2016-04-04,27490320000
2016-04-05,27902160000
2016-04-06,29091920000
2016-04-07,27570400000
2016-04-08,27536080000
2016-04-11,27524640000
2016-04-12,27936480000
2016-04-13,28691519999
2016-04-14,28840240000
2016-04-15,28851680000
2016-04-18,28954640000
2016-04-19,27799200000
2016-04-20,28211040000
2016-04-21,28245360000
2016-04-22,27913600000
2016-04-25,27707680000
2016-04-26,28016560000
2016-04-27,28908880000
2016-04-28,28165280000
2016-04-29,27947920000
2016-05-02,27753440000
2016-05-03,27433120000
2016-05-04,27227200000
2016-05-05,27238640000
2016-05-06,27250080000
2016-05-09,27478880000
2016-05-10,27639040000
2016-05-11,27158560000
2016-05-12,26975519999
2016-05-13,27204320000
2016-05-16,27227200000
2016-05-17,26620880000
2016-05-18,27101360000
2016-05-19,26792480000
2016-05-20,27055600000
2016-05-23,26838240000
2016-05-24,27513200000
2016-05-25,27501760000
2016-05-26,27593280000
2016-05-27,27867840000
2016-05-31,27982240000
2016-06-01,27536080000
2016-06-02,27742000000
2016-06-03,27433120000
2016-06-06,27444560000
2016-06-07,27776320000
2016-06-08,27719120000
2016-06-09,27833519999
2016-06-10,27536080000
2016-06-13,27330160000
2016-06-14,27318720000
2016-06-15,27410240000
2016-06-16,27284400000
2016-06-17,27215760000
2016-06-20,28108080000
2016-06-21,28256800000
2016-06-22,27844960000
2016-06-23,28428400000
2016-06-24,26460720000
2016-06-27,25991680000
2016-06-28,26300560000
2016-06-29,26666640000
2016-06-30,26359660000
2016-07-01,26776280000
2016-07-05,26753760000
2016-07-06,26832579999
2016-07-07,26945180000
2016-07-08,27710860000
2016-07-11,27992360000
2016-07-12,28296380000
2016-07-13,28285120000
2016-07-14,29366079999
2016-07-15,29658840000
2016-07-18,29827740000
2016-07-19,29839000000
2016-07-20,30390740000
2016-07-21,33701180000
2016-07-22,34331740000
2016-07-25,34545680000
2016-07-26,35356400000
2016-07-27,35255060000
2016-07-28,35097420000
2016-07-29,35086160000
2016-08-01,35187500000
2016-08-02,34669540000
2016-08-03,34849700000
2016-08-04,34973560000
2016-08-05,35345140000
2016-08-08,35074900000
2016-08-09,35029860000
2016-08-10,35041120000
2016-08-11,35131200000
2016-08-12,34782140000
2016-08-15,34962300000
2016-08-16,34714580000
2016-08-17,34466860000
2016-08-18,34365520000
2016-08-19,34489380000
2016-08-22,34478120000
2016-08-23,34534420000
2016-08-24,35187500000
2016-08-25,35288840000
2016-08-26,35255060000
2016-08-29,35356400000
2016-08-30,35773020000
2016-08-31,36212159999
2016-09-01,36178380000
2016-09-02,36347280000
2016-09-06,36493659999
2016-09-07,36606260000
2016-09-08,36820200000
2016-09-09,35908140000
2016-09-12,36583740000
2016-09-13,35930660000
2016-09-14,35806800000
2016-09-15,36009480000
2016-09-16,35773020000
2016-09-19,35547820000
2016-09-20,35311360000
2016-09-21,35998220000
2016-09-22,36347280000
2016-09-23,36110820000
2016-09-26,35660420000
2016-09-27,35964440000
2016-09-28,35863100000
2016-09-29,36369800000
2016-09-30,36387400000
2016-10-03,36000300000
2016-10-04,36011360000
2016-10-05,35557900000
2016-10-06,35535780000
2016-10-07,34971720000
2016-10-10,35336700000
2016-10-11,34794760000
2016-10-12,34839000000
2016-10-13,34850060000
2016-10-14,35270340000
2016-10-17,35181860000
2016-10-18,34993840000
2016-10-19,35967120000
2016-10-20,32096120000
2016-10-21,32140360000
2016-10-24,32317320000
2016-10-25,32129300000
2016-10-26,31874920000
2016-10-27,31863860000
2016-10-28,31631600000
2016-10-31,31532060000
2016-11-01,31388280000
2016-11-02,31255560000
2016-11-03,31034360000
2016-11-04,30912700000
2016-11-07,31233440000
2016-11-08,31001180000
2016-11-09,31288740000
2016-11-10,31144960000
2016-11-11,31675840000
2016-11-14,30846340000
2016-11-15,31509940000
2016-11-16,31332980000
2016-11-17,31930220000
2016-11-18,31731140000
2016-11-21,32074000000
2016-11-22,32140360000
2016-11-23,31963400000
2016-11-25,32018700000
2016-11-28,31598420000
2016-11-29,31532060000
2016-11-30,30757860000
2016-12-01,30293340000
2016-12-02,31432520000
2016-12-05,31355100000
2016-12-06,31200260000
2016-12-07,31974460000
2016-12-08,32538520000
2016-12-09,33146820000
2016-12-12,33412260000
2016-12-13,32980920000
2016-12-14,32980920000
2016-12-15,32881380000
2016-12-16,32748660000
2016-12-19,32494280000
2016-12-20,32361560000
2016-12-21,32472160000
2016-12-22,32671240000
2016-12-23,32947740000
2016-12-27,33445440000
2016-12-28,33191060000
2016-12-29,33157880000
2016-12-30,32837140000
2017-01-03,32316720000
2017-01-04,32230080000
2017-01-05,32500830000
2017-01-06,33627150000
2017-01-09,33302250000
2017-01-10,32760750000
2017-01-11,32934030000
2017-01-12,32869050000
2017-01-13,32804070000
2017-01-17,32804070000
2017-01-18,32912370000
2017-01-19,33269760000
2017-01-20,33183120000
2017-01-23,32782410000
2017-01-24,32479170000
2017-01-25,32739090000
2017-01-26,34374420000
2017-01-27,35208330000
2017-01-30,34840110000
2017-01-31,34471890000
2017-02-01,34850940000
2017-02-02,34623510000
2017-02-03,34731810000
2017-02-06,34688490000
2017-02-07,35121690000
2017-02-08,36009750000
2017-02-09,35868960000
2017-02-10,36421290000
2017-02-13,36594570000
2017-02-14,36421290000
2017-02-15,36832830000
2017-02-16,36323820000
2017-02-17,36562080000
2017-02-21,36735360000
2017-02-22,36627060000
2017-02-23,36388800000
2017-02-24,36886980000
2017-02-27,37125240000
2017-02-28,36713700000
2017-03-01,37114410000
2017-03-02,36724530000
2017-03-03,36540420000
2017-03-06,36432120000
2017-03-07,36248010000
2017-03-08,36085560000
2017-03-09,35933940000
2017-03-10,35879790000
2017-03-13,35533230000
2017-03-14,35587380000
2017-03-15,35619870000
2017-03-16,35847300000
2017-03-17,36497100000
2017-03-20,36616230000
2017-03-21,35944770000
2017-03-22,36312990000
2017-03-23,36302160000
2017-03-24,36172200000
2017-03-27,36204690000
2017-03-28,36312990000
2017-03-29,36442950000
2017-03-30,36497100000
2017-03-31,36121320000
2017-04-03,36325760000
2017-04-04,36734640000
2017-04-05,36379560000
2017-04-06,36756160000
2017-04-07,36487160000
2017-04-10,36648560000
2017-04-11,36573240000
2017-04-12,36874520000
2017-04-13,36939080000
2017-04-17,37057440000
2017-04-18,36605520000
2017-04-19,36422600000
2017-04-20,35002280000
2017-04-21,34625680000
2017-04-24,34485800000
2017-04-25,35303560000
2017-04-26,35518760000
2017-04-27,35572560000
2017-04-28,35949160000
2017-05-01,35841560000
2017-05-02,36056760000
2017-05-03,35787760000
2017-05-04,36056760000
2017-05-05,36046000000
2017-05-08,35766240000
2017-05-09,36282720000
2017-05-10,36454880000
2017-05-11,36713120000
2017-05-12,36659320000
2017-05-15,36777680000
2017-05-16,37455560000
2017-05-17,36132080000
2017-05-18,36293480000
2017-05-19,36401080000
2017-05-22,36433360000
2017-05-23,37240360000
2017-05-24,37466320000
2017-05-25,37896720000
2017-05-26,37552400000
2017-05-30,37251120000
2017-05-31,36906800000
2017-06-01,37434040000
2017-06-02,38004320000
2017-06-05,38251800000
2017-06-06,38165720000
2017-06-07,38488520000
2017-06-08,38886640000
2017-06-09,37595440000
2017-06-12,36745400000
2017-06-13,37078960000
2017-06-14,37122000000
2017-06-15,36680840000
2017-06-16,36540960000
2017-06-19,37552400000
2017-06-20,37584680000
2017-06-21,37616960000
2017-06-22,37789120000
2017-06-23,38273320000
2017-06-26,37756840000
2017-06-27,37563160000
2017-06-28,37993560000
2017-06-29,37132760000
2017-06-30,37085040000
2017-07-03,36745200000
2017-07-05,36872640000
2017-07-06,36139860000
2017-07-07,36352260000
2017-07-10,37212480000
2017-07-11,37371780000
2017-07-12,38263860000
2017-07-13,38763000000
2017-07-14,39378960000
2017-07-17,39347100000
2017-07-18,39081600000
2017-07-19,39378960000
2017-07-20,39485160000
2017-07-21,38879820000
2017-07-24,38635560000
2017-07-25,38571840000
2017-07-26,39336480000
2017-07-27,38412540000
2017-07-28,38168280000
2017-07-31,37945260000
2017-08-01,38136420000
2017-08-02,38125800000
2017-08-03,37924020000
2017-08-04,37828440000
2017-08-07,38348820000
2017-08-08,38614320000
2017-08-09,38316960000
2017-08-10,37159380000
2017-08-11,37223100000
2017-08-14,37382400000
2017-08-15,37435500000
2017-08-16,37552320000
2017-08-17,37010700000
2017-08-18,36936360000
2017-08-21,36362880000
2017-08-22,36968220000
2017-08-23,37053180000
2017-08-24,37042560000
2017-08-25,36830160000
2017-08-28,36968220000
2017-08-29,37382400000
2017-08-30,37902780000
2017-08-31,38370060000
2017-09-01,38603700000
2017-09-05,38327580000
2017-09-06,39039120000
2017-09-07,40366620000
2017-09-08,40132980000
2017-09-11,40451580000
2017-09-12,40547160000
2017-09-13,40642740000
2017-09-14,40685220000
2017-09-15,40780800000
2017-09-18,40770180000
2017-09-19,40982580000
2017-09-20,40929480000
2017-09-21,40621500000
2017-09-22,40663980000
2017-09-25,40122360000
2017-09-26,40196700000
2017-09-27,40409100000
2017-09-28,40069260000
2017-09-29,40844520000
2017-10-02,40085550000
2017-10-03,40064850000
2017-10-04,40013100000
2017-10-05,40354650000
2017-10-06,40168350000
2017-10-09,40354650000
2017-10-10,40199400000
2017-10-11,39650850000
2017-10-12,39423150000
2017-10-13,39692250000
2017-10-16,39091950000
2017-10-17,38802150000
2017-10-18,39298950000
2017-10-19,38595150000
2017-10-20,38926350000
2017-10-23,38119050000
2017-10-24,38025900000
2017-10-25,37963800000
2017-10-26,38191500000
2017-10-27,38088000000
2017-10-30,38295000000
2017-10-31,38957400000
2017-11-01,38853900000
2017-11-02,38709000000
2017-11-03,38812500000
2017-11-06,38677950000
2017-11-07,38719350000
2017-11-08,38305350000
2017-11-09,36939150000
2017-11-10,37228950000
2017-11-13,37104750000
2017-11-14,36452700000
2017-11-15,36535500000
2017-11-16,36866700000
2017-11-17,36825300000
2017-11-20,36773550000
2017-11-21,37218600000
2017-11-22,37197900000
2017-11-24,37094400000
2017-11-27,37249650000
2017-11-28,36742500000
2017-11-29,35583300000
2017-11-30,35883450000
2017-12-01,36432000000
2017-12-04,36949500000
2017-12-05,38098350000
2017-12-06,38119050000
2017-12-07,38139750000
2017-12-08,38967750000
2017-12-11,38833200000
2017-12-12,38750400000
2017-12-13,38709000000
2017-12-14,38916000000
2017-12-15,39712950000
2017-12-18,39516300000
2017-12-19,39123000000
2017-12-20,39257550000
2017-12-21,39133350000
2017-12-22,39081600000
2017-12-26,39267900000
2017-12-27,38926350000
2017-12-28,39247200000
2017-12-29,39060900000
2018-01-02,38440600000
2018-01-03,39612200000
2018-01-04,38955700000
2018-01-05,40086900000
2018-01-08,40198000000
2018-01-09,39925300000
2018-01-10,38077000000
2018-01-11,38188100000
2018-01-12,38400200000
2018-01-16,38056800000
2018-01-17,38369900000
2018-01-18,39127400000
2018-01-19,38814300000
2018-01-22,39975800000
2018-01-23,40167700000
2018-01-24,40218200000
2018-01-25,40420200000
2018-01-26,41298900000
2018-01-29,41208000000
2018-01-30,40804000000
2018-01-31,40985800000
2018-02-01,46651900000
2018-02-02,44743000000
2018-02-05,42793700000
2018-02-06,43217900000
2018-02-07,42753300000
2018-02-08,41430200000
2018-02-09,42076600000
2018-02-12,42743200000
2018-02-13,42571500000
2018-02-14,42864400000
2018-02-15,43440100000
2018-02-16,43773400000
2018-02-20,43823900000
2018-02-21,43551200000
2018-02-22,43258300000
2018-02-23,44116800000
2018-02-26,44268300000
2018-02-27,43581500000
2018-02-28,43288600000
2018-03-01,42692700000
2018-03-02,43379500000
2018-03-05,43621900000
2018-03-06,43571400000
2018-03-07,44369300000
2018-03-08,44116800000
2018-03-09,44248100000
2018-03-12,44339000000
2018-03-13,43248200000
2018-03-14,43258300000
2018-03-15,43015900000
2018-03-16,42884600000
2018-03-19,42510900000
2018-03-20,42379600000
2018-03-21,42086700000
2018-03-22,40985800000
2018-03-23,40107100000
2018-03-26,41420100000
2018-03-27,40622200000
2018-03-28,40511100000
2018-03-29,40642400000
2018-04-02,39045120000
2018-04-03,39293120000
2018-04-04,39471680000
2018-04-05,39709760000
2018-04-06,38777280000
2018-04-09,38568960000
2018-04-10,39273280000
2018-04-11,39511360000
2018-04-12,40205760000
2018-04-13,39580800000
2018-04-16,39868480000
2018-04-17,40285120000
2018-04-18,41416000000
2018-04-19,41773120000
2018-04-20,41862400000
2018-04-23,41267200000
2018-04-24,40850560000
2018-04-25,40642240000
2018-04-26,38370560000
2018-04-27,37924160000
2018-04-30,37576960000
2018-05-01,37527360000
2018-05-02,36882560000
2018-05-03,37338880000
2018-05-04,37696000000
2018-05-07,37497600000
2018-05-08,37795200000
2018-05-09,37924160000
2018-05-10,38192000000
2018-05-11,37953920000
2018-05-14,38082880000
2018-05-15,37775360000
2018-05-16,38043200000
2018-05-17,38092800000
2018-05-18,38013440000
2018-05-21,37983680000
2018-05-22,37467840000
2018-05-23,37735680000
2018-05-24,37487680000
2018-05-25,37636480000
2018-05-29,37229760000
2018-05-30,37547200000
2018-05-31,37418240000
2018-06-01,38033280000
2018-06-04,38757440000
2018-06-05,39719680000
2018-06-06,39630400000
2018-06-07,40126400000
2018-06-08,39967680000
2018-06-11,40166080000
2018-06-12,40126400000
2018-06-13,39015360000
2018-06-14,38688000000
2018-06-15,38578880000
2018-06-18,38549120000
2018-06-19,38866560000
2018-06-20,38945920000
2018-06-21,37705920000
2018-06-22,37785280000
2018-06-25,36813120000
2018-06-26,36773440000
2018-06-27,36009600000
2018-06-28,35850880000
2018-06-29,35969920000
2018-07-02,35716580000
2018-07-03,35687360000
2018-07-05,36067220000
2018-07-06,36417860000
2018-07-09,36924340000
2018-07-10,36076960000
2018-07-11,36018520000
2018-07-12,36573700000
2018-07-13,36632140000
