,RRC
2005-01-07,1536542834
2005-01-10,1589105557
2005-01-11,1573214501
2005-01-12,1631889168
2005-01-13,1666116057
2005-01-14,1688119057
2005-01-18,1735792223
2005-01-19,1763907168
2005-01-20,1721123557
2005-01-21,1710122057
2005-01-24,1704010112
2005-01-25,1710122057
2005-01-26,1761462390
2005-01-27,1793244501
2005-01-28,1766351946
2005-01-31,1807913168
2005-02-01,1822581834
2005-02-02,1827471390
2005-02-03,1850696779
2005-02-04,1832360946
2005-02-07,1825026612
2005-02-08,1883701279
2005-02-09,1887368446
2005-02-10,1910593835
2005-02-11,1946043112
2005-02-14,1932596835
2005-02-15,1897147557
2005-02-16,1975380446
2005-02-17,1942375946
2005-02-18,1954599835
2005-02-22,1985159557
2005-02-23,1976602835
2005-02-24,2018164057
2005-02-25,2079283501
2005-02-28,2057280501
2005-03-01,1955822224
2005-03-02,1993716279
2005-03-03,2013274501
2005-03-04,2032832724
2005-03-07,2008384946
2005-03-08,1969268501
2005-03-09,1931374446
2005-03-10,1871477390
2005-03-11,1925262501
2005-03-14,1938708779
2005-03-15,1920372946
2005-03-16,1937486390
2005-03-17,1990049112
2005-03-18,2062170057
2005-03-21,2035277501
2005-03-22,2020608835
2005-03-23,1921595335
2005-03-24,1948487890
2005-03-28,1930152057
2005-03-29,1861698279
2005-03-30,1861698279
2005-03-31,1873676501
2005-04-01,1945879835
2005-04-04,1966337446
2005-04-05,1979574724
2005-04-06,2062608557
2005-04-07,2085472946
2005-04-08,2046964501
2005-04-11,2006049279
2005-04-12,1960320501
2005-04-13,1880896835
2005-04-14,1904964612
2005-04-15,1825540946
2005-04-18,1868862946
2005-04-19,1933845946
2005-04-20,1886913779
2005-04-21,1957913724
2005-04-22,1962727279
2005-04-25,1967540835
2005-04-26,1944676446
2005-04-27,1880896835
2005-04-28,1852015501
2005-04-29,1817117223
2005-05-02,1839981612
2005-05-03,1782218946
2005-05-04,1811100279
2005-05-05,1861642612
2005-05-06,1849608723
2005-05-09,1871269723
2005-05-10,1827947723
2005-05-11,1852015501
2005-05-12,1741303723
2005-05-13,1684744446
2005-05-16,1649846168
2005-05-17,1741303723
2005-05-18,1743710501
2005-05-19,1771388446
2005-05-20,1736490168
2005-05-23,1779812168
2005-05-24,1841185001
2005-05-25,1817117223
2005-05-26,1820727390
2005-05-27,1832761279
2005-05-31,1853218890
2005-06-01,1968744224
2005-06-02,1973557779
2005-06-03,2006049279
2005-06-06,1989201835
2005-06-07,1966337446
2005-06-08,1986795057
2005-06-09,2001235724
2005-06-10,2045761113
2005-06-13,2057795001
2005-06-14,2065015335
2005-06-15,2098710224
2005-06-16,2104727168
2005-06-17,2133608501
2005-06-20,2126388168
2005-06-21,2078252613
2005-06-22,2126388168
2005-06-23,2104727168
2005-06-24,2160083057
2005-06-27,2228676224
2005-06-28,2203405057
2005-06-29,2179337279
2005-06-30,2327597096
2005-07-01,2467798148
2005-07-05,2515829990
2005-07-06,2493761306
2005-07-07,2530109727
2005-07-08,2545687622
2005-07-11,2574247095
2005-07-12,2624875253
2005-07-13,2639154990
2005-07-14,2657329200
2005-07-15,2611893674
2005-07-18,2548283938
2005-07-19,2620980779
2005-07-20,2626173411
2005-07-21,2584632358
2005-07-22,2674205253
2005-07-25,2658627358
2005-07-26,2656031042
2005-07-27,2661223674
2005-07-28,2648242095
2005-07-29,2643049464
2005-08-01,2652136569
2005-08-02,2704062884
2005-08-03,2670310779
2005-08-04,2724833411
2005-08-05,2685888674
2005-08-08,2755989200
2005-08-09,2731324200
2005-08-10,2898786568
2005-08-11,2974079725
2005-08-12,2966290778
2005-08-15,2878016042
2005-08-16,2797530252
2005-08-17,2672907095
2005-08-18,2654732885
2005-08-19,2730026042
2005-08-22,2754691042
2005-08-23,2766374463
2005-08-24,2841667621
2005-08-25,2844263936
2005-08-26,2774163410
2005-08-29,2846860252
2005-08-30,2961098147
2005-08-31,3014322620
2005-09-01,3114280778
2005-09-02,3016918936
2005-09-06,2994850252
2005-09-07,3024707883
2005-09-08,3028602357
2005-09-09,3101299199
2005-09-12,3027304199
2005-09-13,2998744725
2005-09-14,3001341041
2005-09-15,3015620778
2005-09-16,2994850252
2005-09-19,3173996041
2005-09-20,3127262357
2005-09-21,3151927356
2005-09-22,3120771567
2005-09-23,3044180252
2005-09-26,3210344461
2005-09-27,3311600777
2005-09-28,3385595777
2005-09-29,3376508671
2005-09-30,3316030326
2005-10-03,3424245768
2005-10-04,3459029302
2005-10-05,3201373488
2005-10-06,3005555070
2005-10-07,3021014419
2005-10-10,2884456837
2005-10-11,3041626884
2005-10-12,3005555070
2005-10-13,2856114698
2005-10-14,2920528651
2005-10-17,3023590977
2005-10-18,2847096744
2005-10-19,2912798977
2005-10-20,2714404000
2005-10-21,2772376558
2005-10-24,2915375535
2005-10-25,3000401954
2005-10-26,3004266791
2005-10-27,2937276279
2005-10-28,2961753581
2005-10-31,3064815907
2005-11-01,3058374512
2005-11-02,3117635349
2005-11-03,3193643814
2005-11-04,3049356558
2005-11-07,3005555070
2005-11-08,3027455814
2005-11-09,3046780000
2005-11-10,2853538140
2005-11-11,2903781023
2005-11-14,2961753581
2005-11-15,2972059814
2005-11-16,3124076744
2005-11-17,3106040837
2005-11-18,3126653302
2005-11-21,3206526605
2005-11-22,3286399907
2005-11-23,3268364000
2005-11-25,3300570977
2005-11-28,3089293209
2005-11-29,3151130605
2005-11-30,3198796930
2005-12-01,3301859256
2005-12-02,3265787442
2005-12-05,3362408372
2005-12-06,3401056744
2005-12-07,3388173954
2005-12-08,3520866698
2005-12-09,3443569954
2005-12-12,3455164465
2005-12-13,3568533023
2005-12-14,3608469675
2005-12-15,3608469675
2005-12-16,3518290140
2005-12-19,3526019814
2005-12-20,3541479163
2005-12-21,3555650233
2005-12-22,3504119070
2005-12-23,3447434791
2005-12-27,3337931070
2005-12-28,3406209861
2005-12-29,3339219349
2005-12-30,3393327070
2006-01-03,3568379064
2006-01-04,3691381971
2006-01-05,3554136622
2006-01-06,3586505808
2006-01-09,3577442436
2006-01-10,3668076157
2006-01-11,3722456390
2006-01-12,3723751157
2006-01-13,3717277320
2006-01-17,3802731971
2006-01-18,3705624413
2006-01-19,3855817436
2006-01-20,3819563948
2006-01-23,3758709878
2006-01-24,3741877901
2006-01-25,3657718018
2006-01-26,3591684878
2006-01-27,3673255227
2006-01-30,3789784296
2006-01-31,3867470343
2006-02-01,3778131389
2006-02-02,3659012785
2006-02-03,3612401157
2006-02-06,3649949413
2006-02-07,3381932553
2006-02-08,3367690111
2006-02-09,3177359297
2006-02-10,3111326158
2006-02-13,3018102902
2006-02-14,3142400576
2006-02-15,3139811042
2006-02-16,3234329065
2006-02-17,3249866274
2006-02-21,3359921506
2006-02-22,3221381390
2006-02-23,3176064530
2006-02-24,3214907553
2006-02-27,3148874414
2006-02-28,3098378483
2006-03-01,3223970925
2006-03-02,3260224413
2006-03-03,3300362204
2006-03-06,3103557553
2006-03-07,2990912786
2006-03-08,3020692437
2006-03-09,3002565693
2006-03-10,3033640111
2006-03-13,3147579646
2006-03-14,3277056390
2006-03-15,3284824995
2006-03-16,3379343018
2006-03-17,3340499995
2006-03-20,3247276739
2006-03-21,3225265693
2006-03-22,3308130809
2006-03-23,3389701157
2006-03-24,3442786622
2006-03-27,3484219181
2006-03-28,3572263366
2006-03-29,3604632552
2006-03-30,3639591273
2006-03-31,3590214602
2006-04-03,3619136141
2006-04-04,3617821525
2006-04-05,3640169987
2006-04-06,3661203833
2006-04-07,3559978449
2006-04-10,3665147679
2006-04-11,3595473064
2006-04-12,3548146910
2006-04-13,3565236910
2006-04-17,3653316141
2006-04-18,3782148448
2006-04-19,3929385370
2006-04-20,3870227678
2006-04-21,3916239217
2006-04-24,3866283832
2006-04-25,3775575371
2006-04-26,3707215371
2006-04-27,3578383064
2006-04-28,3487674603
2006-05-01,3600731525
2006-05-02,3648057679
2006-05-03,3586270756
2006-05-04,3603360756
2006-05-05,3628338448
2006-05-08,3608619218
2006-05-09,3582326910
2006-05-10,3588899987
2006-05-11,3709844602
2006-05-12,3582326910
2006-05-15,3452179987
2006-05-16,3423258449
2006-05-17,3390393065
2006-05-18,3268133834
2006-05-19,3310201526
2006-05-22,3247099988
2006-05-23,3269448450
2006-05-24,3198459219
2006-05-25,3291796911
2006-05-26,3333864603
2006-05-30,3297055373
2006-05-31,3404853834
2006-06-01,3487674603
2006-06-02,3492933064
2006-06-05,3394336911
2006-06-06,3325976911
2006-06-07,3155076912
2006-06-08,3181369219
2006-06-09,3103806912
2006-06-12,2997323066
2006-06-13,2890839220
2006-06-14,3006525374
2006-06-15,3183998450
2006-06-16,3139301527
2006-06-19,2993379220
2006-06-20,2984176912
2006-06-21,3103806912
2006-06-22,3095919219
2006-06-23,3312830757
2006-06-26,3337808449
2006-06-27,3352269219
2006-06-28,3408797680
2006-06-29,3490303833
2006-06-30,3724567770
2006-07-03,3808127400
2006-07-05,3684842700
2006-07-06,3642377970
2006-07-07,3608132220
2006-07-10,3547859700
2006-07-11,3525942420
2006-07-12,3486217350
2006-07-13,3425944830
2006-07-14,3447862110
2006-07-17,3287592000
2006-07-18,3323207580
2006-07-19,3445122450
2006-07-20,3367042140
2006-07-21,3339645540
2006-07-24,3428684490
2006-07-25,3550599360
2006-07-26,3690322020
2006-07-27,3604022730
2006-07-28,3664295250
2006-07-31,3850592130
2006-08-01,3879358560
2006-08-02,3972507000
2006-08-03,3917713800
2006-08-04,3864290430
2006-08-07,3904015500
2006-08-08,3877988730
2006-08-09,3904015500
2006-08-10,3891687030
2006-08-11,3801278250
2006-08-14,3665665080
2006-08-15,3683472870
2006-08-16,3699910830
2006-08-17,3657446100
2006-08-18,3690322020
2006-08-21,3714978960
2006-08-22,3708129810
2006-08-23,3657446100
2006-08-24,3804017910
2006-08-25,3877988730
2006-08-28,3873879240
2006-08-29,3901275840
2006-08-30,3836893830
2006-08-31,3832784340
2006-09-01,3924562950
2006-09-05,3956069040
2006-09-06,3793059270
2006-09-07,3773881650
2006-09-08,3623200350
2006-09-11,3446492280
2006-09-12,3443752620
2006-09-13,3486217350
2006-09-14,3354713670
2006-09-15,3380740440
2006-09-18,3475258710
2006-09-19,3479368200
2006-09-20,3349234350
2006-09-21,3353343840
2006-09-22,3294441150
2006-09-25,3275263530
2006-09-26,3350604180
2006-09-27,3458820750
2006-09-28,3479368200
2006-09-29,3457450920
2006-10-02,3390814120
2006-10-03,3215902100
2006-10-04,3305424000
2006-10-05,3386682340
2006-10-06,3361891660
2006-10-09,3381173300
2006-10-10,3494108620
2006-10-11,3397700420
2006-10-12,3439018220
2006-10-13,3524408340
2006-10-16,3686925020
2006-10-17,3646984480
2006-10-18,3607043940
2006-10-19,3722733780
2006-10-20,3597403120
2006-10-23,3546444500
2006-10-24,3678661460
2006-10-25,3806746640
2006-10-26,3831537320
2006-10-27,3762674320
2006-10-30,3715847480
2006-10-31,3739260900
2006-11-01,3642852700
2006-11-02,3622193800
2006-11-03,3718602000
2006-11-06,3751656240
2006-11-07,3711715700
2006-11-08,3790219520
2006-11-09,3907286620
2006-11-10,3803992120
2006-11-13,3787465000
2006-11-14,3779201440
2006-11-15,3923813740
2006-11-16,3759919800
2006-11-17,3808123900
2006-11-20,3765428840
2006-11-21,3861837040
2006-11-22,3856328000
2006-11-24,3852196220
2006-11-27,3897645800
2006-11-28,3995431260
2006-11-29,4160702460
2006-11-30,4281901340
2006-12-01,4301182980
2006-12-04,4207529300
2006-12-05,4288787640
2006-12-06,4273637780
2006-12-07,4241960800
2006-12-08,4162079720
2006-12-11,4138666300
2006-12-12,4118007400
2006-12-13,4164834240
2006-12-14,4200643000
2006-12-15,4134534520
2006-12-18,3929322780
2006-12-19,4049144400
2006-12-20,3904532100
2006-12-21,3828782800
2006-12-22,3806746640
2006-12-26,3737883640
2006-12-27,3824651020
2006-12-28,3838423620
2006-12-29,3781955960
2007-01-03,3564393802
2007-01-04,3545074594
2007-01-05,3625111311
2007-01-08,3632011028
2007-01-09,3676169217
2007-01-10,3630631085
2007-01-11,3649950293
2007-01-12,3763105651
2007-01-16,3757585878
2007-01-17,3830722878
2007-01-18,3822443218
2007-01-19,3967337275
2007-01-22,3960437558
2007-01-23,4168809011
2007-01-24,4254365502
2007-01-25,4168809011
2007-01-26,4254365502
2007-01-29,4210207313
2007-01-30,4241946011
2007-01-31,4235046294
2007-02-01,4277824540
2007-02-02,4272304766
2007-02-05,4201927653
2007-02-06,4200547709
2007-02-07,4128790652
2007-02-08,4168809011
2007-02-09,4222626804
2007-02-12,4120510992
2007-02-13,4185368332
2007-02-14,4215727087
2007-02-15,4190888105
2007-02-16,4247465785
2007-02-20,4254365502
2007-02-21,4335782162
2007-02-22,4429618314
2007-02-23,4447557578
2007-02-26,4519314635
2007-02-27,4406159276
2007-02-28,4406159276
2007-03-01,4424098540
2007-03-02,4320602785
2007-03-05,4106711558
2007-03-06,4174328785
2007-03-07,4212967200
2007-03-08,4200547709
2007-03-09,4189508162
2007-03-12,4142590086
2007-03-13,4079112690
2007-03-14,4164669181
2007-03-15,4142590086
2007-03-16,4178468615
2007-03-19,4302663521
2007-03-20,4382700238
2007-03-21,4457217182
2007-03-22,4535873955
2007-03-23,4495855597
2007-03-26,4538633842
2007-03-27,4533114069
2007-03-28,4556573106
2007-03-29,4585551918
2007-03-30,4609010956
2007-04-02,4962831945
2007-04-03,4981801899
2007-04-04,5012445672
2007-04-05,5035793308
2007-04-09,5095621626
2007-04-10,5205063672
2007-04-11,5207982126
2007-04-12,5348067944
2007-04-13,5301372671
2007-04-16,5264891990
2007-04-17,5294076535
2007-04-18,5314505717
2007-04-19,5295535762
2007-04-20,5324720308
2007-04-23,5457509989
2007-04-24,5423947762
2007-04-25,5362660217
2007-04-26,5460428444
2007-04-27,5510042171
2007-04-30,5333475671
2007-05-01,5343690262
2007-05-02,5407896262
2007-05-03,5477939171
2007-05-04,5562574353
2007-05-07,5584462762
2007-05-08,5523175216
2007-05-09,5447295398
2007-05-10,5286780399
2007-05-11,5419570080
2007-05-14,5450213853
2007-05-15,5330557217
2007-05-16,5326179535
2007-05-17,5415192398
2007-05-18,5555278216
2007-05-21,5653046443
2007-05-22,5578625853
2007-05-23,5547982080
2007-05-24,5399140899
2007-05-25,5511501398
2007-05-29,5511501398
2007-05-30,5682230989
2007-05-31,5653046443
2007-06-01,5689527125
2007-06-04,5984291034
2007-06-05,5909870443
2007-06-06,5721630125
2007-06-07,5546522853
2007-06-08,5543604398
2007-06-11,5553818989
2007-06-12,5588840444
2007-06-13,5761029261
2007-06-14,5990127943
2007-06-15,6023690170
2007-06-18,5944891897
2007-06-19,5880685898
2007-06-20,5673475625
2007-06-21,5734763171
2007-06-22,5634076489
2007-06-25,5495449898
2007-06-26,5308668808
2007-06-27,5403518580
2007-06-28,5372874808
2007-06-29,5458969217
2007-07-02,5523740460
2007-07-03,5642957880
2007-07-05,5706246140
2007-07-06,5663563360
2007-07-09,5697415220
2007-07-10,5675337920
2007-07-11,5662091540
2007-07-12,5606162380
2007-07-13,5613521480
2007-07-16,5492832240
2007-07-17,5722436160
2007-07-18,5916716400
2007-07-19,5954983720
2007-07-20,5803386260
2007-07-23,5651788800
2007-07-24,5355952980
2007-07-25,5375086640
2007-07-26,5373614820
2007-07-27,5329460220
2007-07-30,5534043200
2007-07-31,5466339480
2007-08-01,5464867660
2007-08-02,5441318540
2007-08-03,5254397400
2007-08-06,5294136540
2007-08-07,5610577840
2007-08-08,5710661600
2007-08-09,5818104460
2007-08-10,5722436160
2007-08-13,5597331460
2007-08-14,5425128520
2007-08-15,5280890160
2007-08-16,5185221860
2007-08-17,5254397400
2007-08-20,5230848280
2007-08-21,5194052780
2007-08-22,5210242800
2007-08-23,5194052780
2007-08-24,5380973920
2007-08-27,5316213840
2007-08-28,5139595440
2007-08-29,5297080180
2007-08-30,5291192900
2007-08-31,5344178420
2007-09-04,5575254160
2007-09-05,5741569820
2007-09-06,5782780780
2007-09-07,5666507000
2007-09-10,5614993300
2007-09-11,5769534400
2007-09-12,5934378240
2007-09-13,5857843600
2007-09-14,5904941840
2007-09-17,5924075500
2007-09-18,6007969240
2007-09-19,6024159260
2007-09-20,6040349280
2007-09-21,6133073940
2007-09-24,6015328340
2007-09-25,5906413660
2007-09-26,5946152800
2007-09-27,5997666500
2007-09-28,5984420119
2007-10-01,7221000000
2007-10-02,7400220000
2007-10-03,7342800000
2007-10-04,7469820000
2007-10-05,7678620000
2007-10-08,7530720000
2007-10-09,7638600000
2007-10-10,7704720000
2007-10-11,7743000000
2007-10-12,7682100000
2007-10-15,7676880000
2007-10-16,7579440000
2007-10-17,7560300000
2007-10-18,7911780000
2007-10-19,7636860000
2007-10-22,7525500000
2007-10-23,7506360000
2007-10-24,7619460000
2007-10-25,7702980000
2007-10-26,7859580000
2007-10-29,7760400000
2007-10-30,7492440000
2007-10-31,7817820000
2007-11-01,7685580000
2007-11-02,7638600000
2007-11-05,7586400000
2007-11-06,7682100000
2007-11-07,7391519999
2007-11-08,7302780000
2007-11-09,7158360000
2007-11-12,6782519999
2007-11-13,6947820000
2007-11-14,6972180000
2007-11-15,6815580000
2007-11-16,6899100000
2007-11-19,6960000000
2007-11-20,6881699999
2007-11-21,6665940000
2007-11-23,6742500000
2007-11-26,6665940000
2007-11-27,6594600000
2007-11-28,6777300000
2007-11-29,7031339999
2007-11-30,7078320000
2007-12-03,6993060000
2007-12-04,6977400000
2007-12-05,7170540000
2007-12-06,7428060000
2007-12-07,7522019999
2007-12-10,7974420000
2007-12-11,7876980000
2007-12-12,8202360000
2007-12-13,8136240000
2007-12-14,7953540000
2007-12-17,7786500000
2007-12-18,8211060000
2007-12-19,8473800000
2007-12-20,8682600000
2007-12-21,8781780000
2007-12-24,8920980000
2007-12-26,8961000000
2007-12-27,8905320000
2007-12-28,8983620000
2007-12-31,7588029120
2008-01-02,7787480820
2008-01-03,7824416320
2008-01-04,7577687180
2008-01-07,7624964620
2008-01-08,7387100000
2008-01-09,7413693560
2008-01-10,7434377440
2008-01-11,7814074380
2008-01-14,8289803620
2008-01-15,7707700140
2008-01-16,7429945180
2008-01-17,7039906300
2008-01-18,7178783780
2008-01-22,6932054640
2008-01-23,6834544920
2008-01-24,7180261200
2008-01-25,7084228900
2008-01-28,7237880580
2008-01-29,7181738620
2008-01-30,7697358200
2008-01-31,7715087240
2008-02-01,7840667940
2008-02-04,8071145460
2008-02-05,7819984060
2008-02-06,7902719580
2008-02-07,8217410040
2008-02-08,8402087540
2008-02-11,8806900620
2008-02-12,8657681200
2008-02-13,8799513520
2008-02-14,8749281240
2008-02-15,8509939200
2008-02-19,8944300680
2008-02-20,9471739620
2008-02-21,9078745900
2008-02-22,9266378240
2008-02-25,9560384820
2008-02-26,9626868720
2008-02-27,9140797540
2008-02-28,9455488000
2008-02-29,9038855560
2008-03-03,9279675020
2008-03-04,8885203880
2008-03-05,9034423300
2008-03-06,8861565160
2008-03-07,8650294100
2008-03-10,8455274660
2008-03-11,9055107180
2008-03-12,8907365180
2008-03-13,9353546020
2008-03-14,9238307260
2008-03-17,8834971600
2008-03-18,9247171780
2008-03-19,8663590880
2008-03-20,8741894140
2008-03-24,9052152340
2008-03-25,9196939500
2008-03-26,9501288020
2008-03-27,9223533060
2008-03-28,9245694360
2008-03-31,9540121320
2008-04-01,9669427929
2008-04-02,9846848625
2008-04-03,9885941321
2008-04-04,10072383408
2008-04-07,10149065235
2008-04-08,10329493061
2008-04-09,9968637408
2008-04-10,10122001061
2008-04-11,9964126712
2008-04-14,10051333495
2008-04-15,10385124974
2008-04-16,10574574192
2008-04-17,10428728365
2008-04-18,10765526975
2008-04-21,10875287236
2008-04-22,10825669584
2008-04-23,10607652627
2008-04-24,9959616017
2008-04-25,10433239061
2008-04-28,10287393235
2008-04-29,9839330799
2008-04-30,9980665930
2008-05-01,9916012625
2008-05-02,10162597321
2008-05-05,10464813931
2008-05-06,10687341583
2008-05-07,10449778279
2008-05-08,10634716801
2008-05-09,10475338887
2008-05-12,10454288974
2008-05-13,10651256018
2008-05-14,10272357583
2008-05-15,10288896800
2008-05-16,10464813931
2008-05-19,10836194540
2008-05-20,11276739150
2008-05-21,10974522540
2008-05-22,10541495757
2008-05-23,10332500191
2008-05-27,10155079495
2008-05-28,10340018017
2008-05-29,9786706016
2008-05-30,9887444886
2008-06-02,9833316538
2008-06-03,9807755930
2008-06-04,9767159669
2008-06-05,10583595583
2008-06-06,10218229235
2008-06-09,10219732800
2008-06-10,9891955582
2008-06-11,9935558973
2008-06-12,9628831668
2008-06-13,9517567842
2008-06-16,9765656103
2008-06-17,10073886974
2008-06-18,9998708713
2008-06-19,9323607929
2008-06-20,9412318277
2008-06-23,9931048278
2008-06-24,9646874451
2008-06-25,9394275494
2008-06-26,9555156973
2008-06-27,9740095495
2008-06-30,10012218100
2008-07-01,10253586800
2008-07-02,10148178950
2008-07-03,9721964600
2008-07-07,9341579750
2008-07-08,9323247950
2008-07-09,9013135000
2008-07-10,9558506050
2008-07-11,9650165050
2008-07-14,10021384000
2008-07-15,9700577500
2008-07-16,9408796350
2008-07-17,8732047400
2008-07-18,9046743300
2008-07-21,9307971450
2008-07-22,8893978300
2008-07-23,8267641800
2008-07-24,7884201650
2008-07-25,7960584150
2008-07-28,8018634850
2008-07-29,7673385949
2008-07-30,8006413649
2008-07-31,7418268400
2008-08-01,7487012650
2008-08-04,6507789000
2008-08-05,6553618500
2008-08-06,6675830500
2008-08-07,6468070100
2008-08-08,6385577000
2008-08-11,6446683000
2008-08-12,6654443400
2008-08-13,6906505650
2008-08-14,6749157700
2008-08-15,6608613900
2008-08-18,6413074699
2008-08-19,6694162300
2008-08-20,7010385850
2008-08-21,7167733800
2008-08-22,6946224550
2008-08-25,6773600100
2008-08-26,7187593250
2008-08-27,7262448100
2008-08-28,7157040250
2008-08-29,7091351300
2008-09-02,6533759050
2008-09-03,6400853500
2008-09-04,6755268300
2008-09-05,6769017150
2008-09-08,6515427250
2008-09-09,5797431750
2008-09-10,6335164550
2008-09-11,6477236000
2008-09-12,6723187650
2008-09-15,6351968700
2008-09-16,6649860450
2008-09-17,6947752199
2008-09-18,7560339850
2008-09-19,7957528850
2008-09-22,7661164750
2008-09-23,7613807600
2008-09-24,7318971149
2008-09-25,7366328300
2008-09-26,7276196950
2008-09-29,6080047000
2008-09-30,6559238610
2008-10-01,6392465340
2008-10-02,5384175570
2008-10-03,5225052450
2008-10-06,4547249160
2008-10-07,4290204120
2008-10-08,4688011920
2008-10-09,4452387300
2008-10-10,4109660580
2008-10-13,4928226630
2008-10-14,5147020920
2008-10-15,4371295710
2008-10-16,4964947350
2008-10-17,5079699600
2008-10-20,5777393280
2008-10-21,5416306200
2008-10-22,4986367770
2008-10-23,4992487890
2008-10-24,5283193590
2008-10-27,4868555460
2008-10-28,5137840740
2008-10-29,5740672560
2008-10-30,6140010390
2008-10-31,6459786660
2008-11-03,6042088470
2008-11-04,6309843720
2008-11-05,6169080960
2008-11-06,5731492380
2008-11-07,6149190570
2008-11-10,6179791170
2008-11-11,6068098979
2008-11-12,5592259650
2008-11-13,6207331710
2008-11-14,6214981860
2008-11-17,6248642520
2008-11-18,6390935310
2008-11-19,5895205590
2008-11-20,4851725130
2008-11-21,5446906800
2008-11-24,6019138020
2008-11-25,6048208590
2008-11-26,6508747620
2008-11-28,6345034410
2008-12-01,5632040430
2008-12-02,5667231120
2008-12-03,5879905290
2008-12-04,4842544950
2008-12-05,4773693600
2008-12-08,5171501400
2008-12-09,5267893290
2008-12-10,5942636520
2008-12-11,5656520910
2008-12-12,5531058450
2008-12-15,5257183080
2008-12-16,5359695090
2008-12-17,5344394790
2008-12-18,5059809210
2008-12-19,5254123020
2008-12-22,4888445850
2008-12-23,4862435340
2008-12-24,4781343750
2008-12-26,4897626030
2008-12-29,5029208610
2008-12-30,5182211610
2008-12-31,5286396410
2009-01-02,5699900520
2009-01-05,6004264140
2009-01-06,5951999680
2009-01-07,5663007960
2009-01-08,5816726960
2009-01-09,5663007960
2009-01-12,5347884010
2009-01-13,5507751770
2009-01-14,5232594760
2009-01-15,5112693940
2009-01-16,5105007990
2009-01-20,4831388170
2009-01-21,5370941860
2009-01-22,5146512119
2009-01-23,5418594750
2009-01-26,5460098880
2009-01-27,5498528630
2009-01-28,5693751760
2009-01-29,5599983170
2009-01-30,5509288960
2009-02-02,5443189789
2009-02-03,5606131930
2009-02-04,5738330270
2009-02-05,6001189760
2009-02-06,6084198020
2009-02-09,6168743470
2009-02-10,5790594730
2009-02-11,5739867460
2009-02-12,5873602990
2009-02-13,5936627780
2009-02-17,5464710450
2009-02-18,5246429470
2009-02-19,5343272440
2009-02-20,5098859230
2009-02-23,4792958420
2009-02-24,5077338570
2009-02-25,5473933590
2009-02-26,5481619539
2009-02-27,5467784830
2009-03-02,5054280720
2009-03-03,5417057560
2009-03-04,5739867460
2009-03-05,5613817880
2009-03-06,5684528619
2009-03-09,5518512100
2009-03-10,5888974890
2009-03-11,5712198039
2009-03-12,5913569930
2009-03-13,5965834390
2009-03-16,6136462480
2009-03-17,6305553380
2009-03-18,6328611230
2009-03-19,6529983119
2009-03-20,6307090570
2009-03-23,7048016150
2009-03-24,6822049220
2009-03-25,6755950050
2009-03-26,6900445910
2009-03-27,6562264110
2009-03-30,6400859160
2009-03-31,6354651239
2009-04-01,6343844010
2009-04-02,6800835450
2009-04-03,6964487790
2009-04-06,6769957650
2009-04-07,6438021300
2009-04-08,6493601340
2009-04-09,6595498080
2009-04-13,6532198590
2009-04-14,6450372420
2009-04-15,6380897370
2009-04-16,6316053989
2009-04-17,6573883620
2009-04-20,6166296660
2009-04-21,6214157250
2009-04-22,6098365500
2009-04-23,6181735560
2009-04-24,6464267430
2009-04-27,6140050530
2009-04-28,6350019570
2009-04-29,6578515290
2009-04-30,6170928330
2009-05-01,6404055719
2009-05-04,6816274350
2009-05-05,6610936980
2009-05-06,6885749400
2009-05-07,6793116000
2009-05-08,7084911210
2009-05-11,6842520480
2009-05-12,6879573840
2009-05-13,6390160710
2009-05-14,6422582400
2009-05-15,6164752770
2009-05-18,6400967940
2009-05-19,6481250219
2009-05-20,6422582400
2009-05-21,6328405110
2009-05-22,6475074660
2009-05-26,6678868140
2009-05-27,6759150420
2009-05-28,6995365590
2009-05-29,7072560090
2009-06-01,7393689210
2009-06-02,7381338090
2009-06-03,6915083310
2009-06-04,7137403469
2009-06-05,6983014469
2009-06-08,6995365590
2009-06-09,7050945630
2009-06-10,7024699500
2009-06-11,7379794200
2009-06-12,7226949090
2009-06-15,7155930150
2009-06-16,7007716710
2009-06-17,6975295020
2009-06-18,6978382800
2009-06-19,6871854390
2009-06-22,6399424050
2009-06-23,6311422320
2009-06-24,6357739020
2009-06-25,6467355210
2009-06-26,6475074660
2009-06-29,6459635760
2009-06-30,6404180729
2009-07-01,6359331360
2009-07-02,6096421260
2009-07-06,5740719360
2009-07-07,5632462260
2009-07-08,5632462260
2009-07-09,5838150750
2009-07-10,5831964630
2009-07-13,5873720939
2009-07-14,6121165740
2009-07-15,6329947290
2009-07-16,6585124740
2009-07-17,6733591620
2009-07-20,6869686260
2009-07-21,6937733580
2009-07-22,6925361340
2009-07-23,7127956770
2009-07-24,7214562450
2009-07-27,7191364500
2009-07-28,7097026170
2009-07-29,6957838470
2009-07-30,7127956770
2009-07-31,7177445729
2009-08-03,7404785640
2009-08-04,7435716240
2009-08-05,7268691000
2009-08-06,7209922860
2009-08-07,7169713080
2009-08-10,7248586110
2009-08-11,7089293520
2009-08-12,7152701250
2009-08-13,7479019080
2009-08-14,7485205200
2009-08-17,7395506460
2009-08-18,7557892110
2009-08-19,7703265930
2009-08-20,7723370820
2009-08-21,7986280920
2009-08-24,8086805370
2009-08-25,7927512780
