,RRC
2023-08-02,7539399120
2023-08-03,7843485000
2023-08-04,7908646260
2023-08-07,8051035680
2023-08-08,8065515960
2023-08-09,8094476520
2023-08-10,7853138520
2023-08-11,7831418100
2023-08-14,7792804020
2023-08-15,7705922340
2023-08-16,7640761080
2023-08-17,7800044160
2023-08-18,7751776559
2023-08-21,7807284300
2023-08-22,7655241360
2023-08-23,7454930820
2023-08-24,7517678700
2023-08-25,7532158980
2023-08-28,7621454040
2023-08-29,7672135020
2023-08-30,7691442060
2023-08-31,7814524440
2023-09-01,8051035680
2023-09-05,7792804020
2023-09-06,7766256840
2023-09-07,7759016700
2023-09-08,7841071620
2023-09-11,7703508960
2023-09-12,7964154000
2023-09-13,7918299780
2023-09-14,8026901879
2023-09-15,7730056140
2023-09-18,7594906860
2023-09-19,7578013200
2023-09-20,7336675200
2023-09-21,7235313240
2023-09-22,7266687180
2023-09-25,7430797020
2023-09-26,7450104060
2023-09-27,7754189940
2023-09-28,7913473020
2023-09-29,7821764579
2023-10-02,7270076520
2023-10-03,7408599660
2023-10-04,7205591610
2023-10-05,7482637890
2023-10-06,7888653990
2023-10-09,8251680149
2023-10-10,8156146950
2023-10-11,8215855200
2023-10-12,8323330050
2023-10-13,8356766670
2023-10-16,8373484980
2023-10-17,8461853190
2023-10-18,8380649970
2023-10-19,8297058420
2023-10-20,8215855200
2023-10-23,8282728440
2023-10-24,8234961839
2023-10-25,8175253589
2023-10-26,8354378339
2023-10-27,8289893430
2023-10-30,8263621800
2023-10-31,8559774720
2023-11-01,8762782770
2023-11-02,8920412550
2023-11-03,8891752590
2023-11-06,8437969890
2023-11-07,8125098660
2023-11-08,7902983970
2023-11-09,7907760630
2023-11-10,7862382360
2023-11-13,7953138899
2023-11-14,8091662040
2023-11-15,8237350170
2023-11-16,7993740510
2023-11-17,8053448760
2023-11-20,7993740510
2023-11-21,7874324010
2023-11-22,7986575519
2023-11-24,7991352180
2023-11-27,7919702279
2023-11-28,7747742519
2023-11-29,7668927630
2023-11-30,7762072500
2023-12-01,7817004089
2023-12-04,7578171090
2023-12-05,7482637890
2023-12-06,7064680140
2023-12-07,7024078530
2023-12-08,7093340100
2023-12-11,7117223400
2023-12-12,6945263640
2023-12-13,7086175110
2023-12-14,7260523200
2023-12-15,7145883360
2023-12-18,7253358210
2023-12-19,7279629840
2023-12-20,7081398450
2023-12-21,7284406500
2023-12-22,7317843120
2023-12-26,7372774710
2023-12-27,7391881350
2023-12-28,7363221390
2023-12-29,7270076520
2024-01-02,7407554000
2024-01-03,7453249950
2024-01-04,7284896450
2024-01-05,7417174200
2024-01-08,7417174200
2024-01-09,7407554000
2024-01-10,7340212600
2024-01-11,7224770200
2024-01-12,7421984300
2024-01-16,7142998500
2024-01-17,7094897500
2024-01-18,7058821750
2024-01-19,7142998500
2024-01-22,7068441950
2024-01-23,7070847000
2024-01-24,7162238900
2024-01-25,7162238900
2024-01-26,7188694450
2024-01-29,7114137900
2024-01-30,7234390400
2024-01-31,6984265200
2024-02-01,6974645000
2024-02-02,6926544000
2024-02-05,6775025850
2024-02-06,6753380400
2024-02-07,6710089500
2024-02-08,6844772300
2024-02-09,6731734950
2024-02-12,6909708650
2024-02-13,6847177350
2024-02-14,6938569250
2024-02-15,7246415650
2024-02-16,7395528750
2024-02-20,7340212600
2024-02-21,7907804400
2024-02-22,7643248900
2024-02-23,7494135800
2024-02-26,7554262050
2024-02-27,7537426700
2024-02-28,7549451950
2024-02-29,7604768100
2024-03-01,7729830700
2024-03-04,7777931700
2024-03-05,7895779150
2024-03-06,7881348850
2024-03-07,7902994300
2024-03-08,7963120550
2024-03-11,7859703400
2024-03-12,7828437749
2024-03-13,7804387250
2024-03-14,7732235750
2024-03-15,7705780200
2024-03-18,7729830700
2024-03-19,7866918550
2024-03-20,7907804400
2024-03-21,7948690249
2024-03-22,7987171050
2024-03-25,8042487199
2024-03-26,7960715500
2024-03-27,8261346750
2024-03-28,8280587150
2024-04-01,8371979050
2024-04-02,8417675000
2024-04-03,8451345700
2024-04-04,8451345700
2024-04-05,8424890150
2024-04-08,8622104250
2024-04-09,8706281000
2024-04-10,8737546650
2024-04-11,8665395150
2024-04-12,8660585050
2024-04-15,8429700249
2024-04-16,8405649750
2024-04-17,8350333600
2024-04-18,8364763900
2024-04-19,8482611350
2024-04-22,8684635550
2024-04-23,8797672900
2024-04-24,9083873850
2024-04-25,9055013250
2024-04-26,8973241550
2024-04-29,8987671850
2024-04-30,8636534550
2024-05-01,8309447749
2024-05-02,8415269950
2024-05-03,8588433550
2024-05-06,8934760750
2024-05-07,8999697100
2024-05-08,8891469850
2024-05-09,8877039550
2024-05-10,8545142650
2024-05-13,8535522450
2024-05-14,8785647650
2024-05-15,8843368850
2024-05-16,8877039550
2024-05-17,9086278900
2024-05-20,9343619250
2024-05-21,9033367800
2024-05-22,8951596100
2024-05-23,8643749700
2024-05-24,8605268900
2024-05-28,8867419350
2024-05-29,8689445650
2024-05-30,8812103200
2024-05-31,8877039550
2024-06-03,8855394100
2024-06-04,8581218400
2024-06-05,8797672900
2024-06-06,8749571900
2024-06-07,8730331500
2024-06-10,9006912250
2024-06-11,9071848600
2024-06-12,8908305200
2024-06-13,8739951700
2024-06-14,8477801250
2024-06-17,8246916450
2024-06-18,8234891200
2024-06-20,8191600300
2024-06-21,8049702350
2024-06-24,8374384100
2024-06-25,8287802300
2024-06-26,8068942749
2024-06-27,8061727600
2024-06-28,8064132650
2024-07-01,8037677100
2024-07-02,8213245750
2024-07-03,8280587150
2024-07-05,8092993250
2024-07-08,8167549800
2024-07-09,8035272049
2024-07-10,8054512450
2024-07-11,8198815450
2024-07-12,8374384100
2024-07-15,8379194200
2024-07-16,8311852800
2024-07-17,8061727600
2024-07-18,7878943799
2024-07-19,7893374100
2024-07-22,8106622499
2024-07-23,7978826250
2024-07-24,7665363750
2024-07-25,7614727500
2024-07-26,7662952500
2024-07-29,7568913750
2024-07-30,7568913750
2024-07-31,7530333750
2024-08-01,7484520000
2024-08-02,6975746250
2024-08-05,6833482500
2024-08-06,6862417500
2024-08-07,6920287500
2024-08-08,7144533750
2024-08-09,7190347500
