,JBL
2013-11-27,4168954320
2013-11-29,4150525740
2013-12-02,4064155859
2013-12-03,4047947860
2013-12-04,4037817860
2013-12-05,4153299856
2013-12-06,4137091857
2013-12-09,4165455856
2013-12-10,4029713860
2013-12-11,3924361864
2013-12-12,3869659866
2013-12-13,3863581866
2013-12-16,3987167862
2013-12-17,3995271861
2013-12-18,3174741890
2013-12-19,3294275886
2013-12-20,3265911887
2013-12-23,3334795884
2013-12-24,3357081884
2013-12-26,3393549882
2013-12-27,3446225880
2013-12-30,3462433880
2013-12-31,3533343877
2014-01-02,3446225880
2014-01-03,3482693879
2014-01-06,3434069881
2014-01-07,3367211883
2014-01-08,3456355880
2014-01-09,3464459880
2014-01-10,3448251880
2014-01-13,3361133883
2014-01-14,3624513874
2014-01-15,3600201875
2014-01-16,3563733876
2014-01-17,3648825873
2014-01-21,3691371872
2014-01-22,3750125870
2014-01-23,3760255870
2014-01-24,3638695874
2014-01-27,3660981873
2014-01-28,3656929873
2014-01-29,3604253875
2014-01-30,3699475872
2014-01-31,3640721874
2014-02-03,3545499877
2014-02-04,3551577877
2014-02-05,3519161878
2014-02-06,3602227875
2014-02-07,3648825873
2014-02-10,3699475872
2014-02-11,3784567869
2014-02-12,3778489869
2014-02-13,3746073870
2014-02-14,3746073870
2014-02-18,3742021870
2014-02-19,3766333869
2014-02-20,3786593869
2014-02-21,3744047870
2014-02-24,3786593869
2014-02-25,3835217867
2014-02-26,3916257864
2014-02-27,3879789865
2014-02-28,3739168080
2014-03-03,3698766479
2014-03-04,3799770479
2014-03-05,3745228320
2014-03-06,3712907040
2014-03-07,3714927120
2014-03-10,3700786560
2014-03-11,3656344800
2014-03-12,3654324720
2014-03-13,3591702240
2014-03-14,3581601840
2014-03-17,3636144000
2014-03-18,3716947199
2014-03-19,3688666080
2014-03-20,3583621919
2014-03-21,3579581760
2014-03-24,3591702240
2014-03-25,3587662080
2014-03-26,3523019520
2014-03-27,3561401040
2014-03-28,3587662080
2014-03-31,3636144000
2014-04-01,3658364880
2014-04-02,3751288560
2014-04-03,3743208240
2014-04-04,3725027520
2014-04-07,3611903040
2014-04-08,3617963280
2014-04-09,3690686160
2014-04-10,3535140000
2014-04-11,3480597840
2014-04-14,3516959280
2014-04-15,3504838800
2014-04-16,3551300639
2014-04-17,3555340800
2014-04-21,3541200240
2014-04-22,3593722320
2014-04-23,3593722320
2014-04-24,3636144000
2014-04-25,3563421120
2014-04-28,3529079760
2014-04-29,3482617919
2014-04-30,3486658080
2014-05-01,3529079760
2014-05-02,3555340800
2014-05-05,3549280560
2014-05-06,3541200240
2014-05-07,3543220320
2014-05-08,3557360880
2014-05-09,3539180160
2014-05-12,3672505440
2014-05-13,3650284560
2014-05-14,3605842800
2014-05-15,3595742400
2014-05-16,3587662080
2014-05-19,3642204240
2014-05-20,3609882960
2014-05-21,3636144000
2014-05-22,3658364880
2014-05-23,3737148000
2014-05-27,3789670080
2014-05-28,3777549600
2014-05-29,3826031520
2014-05-30,3801790560
2014-06-02,3713493750
2014-06-03,3701610570
2014-06-04,3715474280
2014-06-05,3812520250
2014-06-06,3858072440
2014-06-09,3897683040
2014-06-10,3933332580
2014-06-11,3915507810
2014-06-12,3899663570
2014-06-13,3919468870
2014-06-16,3913527280
2014-06-17,3955118410
2014-06-18,3980865300
2014-06-19,4085833390
2014-06-20,4056125440
2014-06-23,4105638690
2014-06-24,4109599750
2014-06-25,4131385580
2014-06-26,4129405050
2014-06-27,4141288230
2014-06-30,4139307699
2014-07-01,4149210350
2014-07-02,4157132469
2014-07-03,4169015650
2014-07-07,4176937770
2014-07-08,4109599750
2014-07-09,4111580280
2014-07-10,4083852860
2014-07-11,4103658160
2014-07-14,4083852860
2014-07-15,4095736040
2014-07-16,4075930739
2014-07-17,4048203320
2014-07-18,4119502400
2014-07-21,4149210350
2014-07-22,4182879360
2014-07-23,4159113000
2014-07-24,4117521870
2014-07-25,4113560810
2014-07-28,4087813920
2014-07-29,4056125440
2014-07-30,4083852860
2014-07-31,3953137880
2014-08-01,3970962650
2014-08-04,4004631660
2014-08-05,3965021060
2014-08-06,3970962650
2014-08-07,3883819330
2014-08-08,3945215760
2014-08-11,4024436960
2014-08-12,3982845830
2014-08-13,4018495370
2014-08-14,4032359080
2014-08-15,4069989150
2014-08-18,4157132469
2014-08-19,4184859890
2014-08-20,4226451020
2014-08-21,4256158969
2014-08-22,4240314730
2014-08-25,4295769570
2014-08-26,4262100560
2014-08-27,4246256320
2014-08-28,4246256320
2014-08-29,4273983739
2014-09-02,4171903119
2014-09-03,4164163040
2014-09-04,4156422960
2014-09-05,4139007780
2014-09-08,4142877820
2014-09-09,4104177420
2014-09-10,4166098060
2014-09-11,4231888740
2014-09-12,4160293000
2014-09-15,4150617900
2014-09-16,4169968100
2014-09-17,4187383280
2014-09-18,4179643200
2014-09-19,4129332680
2014-09-22,4071282080
2014-09-23,4038386740
2014-09-24,4034516700
2014-09-25,3945505780
2014-09-26,3986141200
2014-09-29,3949375820
2014-09-30,3902935340
2014-10-01,3825534540
2014-10-02,3841014700
2014-10-03,3866169960
2014-10-06,3860364900
2014-10-07,3771353979
2014-10-08,3835209640
2014-10-09,3752003780
2014-10-10,3521736400
2014-10-13,3531411500
2014-10-14,3633967560
2014-10-15,3579787000
2014-10-16,3577851979
2014-10-17,3577851979
2014-10-20,3603007240
2014-10-21,3711368360
2014-10-22,3649447720
2014-10-23,3736523619
2014-10-24,3759743860
2014-10-27,3728783540
2014-10-28,3891325220
2014-10-29,3879715100
2014-10-30,3941635740
2014-10-31,4053866900
2014-11-03,4119657580
2014-11-04,4034516700
2014-11-05,4079022159
2014-11-06,4080957180
2014-11-07,4088697260
2014-11-10,4069347060
2014-11-11,4084827220
2014-11-12,4131267700
2014-11-13,3970661040
2014-11-14,4007426420
2014-11-17,4028711640
2014-11-18,4075152119
2014-11-19,3980336140
2014-11-20,3972596060
2014-11-21,3990011240
2014-11-24,4049996860
2014-11-25,4048061840
2014-11-26,4055801920
2014-11-28,4015166500
2014-12-01,3919610250
2014-12-02,3989292210
2014-12-03,4041553680
2014-12-04,3998970260
2014-12-05,4008648310
2014-12-08,3919610250
2014-12-09,3952515620
2014-12-10,3877026830
2014-12-11,3890576100
2014-12-12,3776375110
2014-12-15,3809280480
2014-12-16,3811216090
2014-12-17,3884769270
2014-12-18,4057038560
2014-12-19,4149947840
2014-12-22,4182853210
2014-12-23,4202209310
2014-12-24,4235114680
2014-12-26,4322217130
2014-12-29,4271891270
2014-12-30,4269955659
2014-12-31,4225436629
2015-01-02,4184788820
2015-01-05,4117042470
2015-01-06,4068652220
2015-01-07,4146076620
2015-01-08,4254470780
2015-01-09,4209951750
2015-01-12,4157690280
2015-01-13,4138334180
2015-01-14,4089943930
2015-01-15,3991227820
2015-01-16,4078330270
2015-01-20,3995099040
2015-01-21,3985420990
2015-01-22,4041553680
2015-01-23,4024133190
2015-01-26,4045424899
2015-01-27,3962193670
2015-01-28,3931223909
2015-01-29,4055102950
2015-01-30,3989292210
2015-02-02,4000905870
2015-02-03,4095750760
2015-02-04,4060909780
2015-02-05,4113171250
2015-02-06,4111235639
2015-02-09,4120913690
2015-02-10,4173175159
2015-02-11,4196402480
2015-02-12,4258342000
2015-02-13,4310603470
2015-02-17,4302861030
2015-02-18,4312539080
2015-02-19,4300925420
2015-02-20,4333830790
2015-02-23,4318345910
2015-02-24,4372542990
2015-02-25,4298989810
2015-02-26,4281569320
2015-02-27,4252535170
2015-03-02,4321405500
2015-03-03,4263270000
2015-03-04,4280710650
2015-03-05,4243891499
2015-03-06,4212885899
2015-03-09,4218699450
2015-03-10,4123744800
2015-03-11,4164439649
2015-03-12,4203196650
2015-03-13,4210948050
2015-03-16,4305902700
2015-03-17,4387292400
2015-03-18,4389230250
2015-03-19,4524879750
2015-03-20,4583015250
2015-03-23,4534569000
2015-03-24,4565574600
2015-03-25,4412484450
2015-03-26,4431862950
2015-03-27,4437676500
2015-03-30,4552009650
2015-03-31,4530693300
2015-04-01,4486122750
2015-04-02,4484184900
2015-04-06,4513252650
2015-04-07,4505501250
2015-04-08,4637275050
2015-04-09,4629523650
2015-04-10,4633399350
2015-04-13,4584953100
2015-04-14,4631461500
2015-04-15,4641150750
2015-04-16,4571388150
2015-04-17,4470619950
2015-04-20,4522941900
2015-04-21,4548133950
2015-04-22,4604331600
2015-04-23,4637275050
2015-04-24,4590766650
2015-04-27,4583015250
2015-04-28,4521004050
2015-04-29,4486122750
2015-04-30,4364038200
2015-05-01,4449303600
2015-05-04,4519066200
2015-05-05,4453179300
2015-05-06,4435738650
2015-05-07,4491936300
2015-05-08,4530693300
2015-05-11,4544258250
2015-05-12,4534569000
2015-05-13,4565574600
2015-05-14,4697348400
2015-05-15,4710913350
2015-05-18,4811681550
2015-05-19,4753546050
2015-05-20,4790365200
2015-05-21,4739981100
2015-05-22,4761297450
2015-05-26,4714789050
2015-05-27,4778738100
2015-05-28,4769048850
2015-05-29,4761297450
2015-06-01,4684720640
2015-06-02,4647878880
2015-06-03,4671147360
2015-06-04,4649817920
2015-06-05,4698293920
2015-06-08,4622671360
2015-06-09,4595524800
2015-06-10,4653696000
2015-06-11,4690537760
2015-06-12,4680842560
2015-06-15,4669208320
2015-06-16,4768099360
2015-06-17,4717684320
2015-06-18,4366718080
2015-06-19,4382230400
2015-06-22,4397742720
2015-06-23,4382230400
2015-06-24,4320181120
2015-06-25,4273644160
2015-06-26,4262009920
2015-06-29,4143728480
2015-06-30,4128216160
2015-07-01,4095252480
2015-07-02,4091374400
2015-07-06,4021568959
2015-07-07,4021568959
2015-07-08,3930434080
2015-07-09,3922677920
2015-07-10,3976971040
2015-07-13,3947885440
2015-07-14,3975032000
2015-07-15,3862567680
2015-07-16,3920738880
2015-07-17,3880019040
2015-07-20,3841238239
2015-07-21,3874201920
2015-07-22,3804396480
2015-07-23,3798579360
2015-07-24,3777249920
2015-07-27,3759798560
2015-07-28,3829604000
2015-07-29,3870323840
2015-07-30,3911043680
2015-07-31,3926556000
2015-08-03,3874201920
2015-08-04,3827664959
2015-08-05,3922677920
2015-08-06,3856750560
2015-08-07,3819908800
2015-08-10,3907165599
2015-08-11,3817969760
2015-08-12,3800518400
2015-08-13,3781128000
2015-08-14,3833482080
2015-08-17,3860628640
2015-08-18,3798579360
2015-08-19,3790823200
2015-08-20,3711322560
2015-08-21,3604675360
2015-08-24,3457308319
2015-08-25,3424344640
2015-08-26,3598858239
2015-08-27,3744286239
2015-08-28,3775310880
2015-08-31,3683369250
2015-09-01,3555831400
2015-09-02,3567252699
2015-09-03,3685272800
2015-09-04,3618648550
2015-09-08,3738572200
2015-09-09,3689079900
2015-09-10,3730958000
2015-09-11,3763318350
2015-09-14,3751897050
2015-09-15,3828039050
2015-09-16,3898470400
2015-09-17,3850881650
2015-09-18,3809003550
2015-09-21,3810907100
2015-09-22,3673851500
2015-09-23,3633876950
2015-09-24,3711922500
2015-09-25,4164967400
2015-09-28,4121185749
2015-09-29,4195424200
2015-09-30,4258241350
2015-10-01,4216363249
2015-10-02,4172581600
2015-10-05,4282987500
2015-10-06,4222073900
2015-10-07,4319154950
2015-10-08,4279180400
2015-10-09,4286794600
2015-10-12,4334383350
2015-10-13,4298215900
2015-10-14,4357225950
2015-10-15,4416236000
2015-10-16,4389586300
2015-10-19,4353418850
2015-10-20,4406718250
2015-10-21,4303926550
2015-10-22,4370550800
2015-10-23,4402911150
2015-10-26,4284891050
2015-10-27,4315347850
2015-10-28,4387682750
2015-10-29,4343901100
2015-10-30,4374357900
2015-11-02,4381972100
2015-11-03,4612301650
2015-11-04,4557098700
2015-11-05,4557098700
2015-11-06,4614205200
2015-11-09,4578037750
2015-11-10,4560905800
2015-11-11,4606591000
2015-11-12,4515220600
2015-11-13,4471438950
2015-11-16,4551388050
2015-11-17,4564712900
2015-11-18,4713189800
2015-11-19,4688443650
2015-11-20,4798849550
2015-11-23,4838824100
2015-11-24,4844534750
2015-11-25,4817885050
2015-11-27,4850245400
2015-11-30,4886589630
2015-12-01,4936238450
2015-12-02,4810206830
2015-12-03,4787291990
2015-12-04,4951515010
2015-12-07,4896137480
2015-12-08,4901866190
2015-12-09,4628797680
2015-12-10,4663169940
2015-12-11,4552414880
2015-12-14,4573420150
2015-12-15,4577239290
2015-12-16,4565781870
2015-12-17,4514223480
2015-12-18,4491308640
2015-12-21,4512313910
2015-12-22,4514223480
2015-12-23,4560053160
2015-12-24,4563872300
2015-12-28,4523771330
2015-12-29,4565781870
2015-12-30,4497037350
2015-12-31,4447388530
2016-01-04,4405377990
2016-01-05,4315628200
2016-01-06,4069293669
2016-01-07,3880246240
2016-01-08,3788586880
2016-01-11,3786677309
2016-01-12,3780948600
2016-01-13,3752305049
2016-01-14,3786677309
2016-01-15,3685470100
2016-01-19,3616725580
2016-01-20,3557528910
2016-01-21,3551800200
2016-01-22,3672103110
2016-01-25,3612906440
2016-01-26,3729390210
2016-01-27,3601449020
2016-01-28,3609087299
2016-01-29,3801953870
2016-02-01,3794315590
2016-02-02,3664464830
2016-02-03,3729390210
2016-02-04,3815320860
2016-02-05,3801953870
2016-02-08,3754214620
2016-02-09,3679741390
2016-02-10,3719842360
2016-02-11,3555619340
2016-02-12,3639640419
2016-02-16,3878336669
2016-02-17,3864969679
2016-02-18,3918437640
2016-02-19,3952809900
2016-02-22,4010097000
2016-02-23,3960448179
2016-02-24,4004368290
2016-02-25,4008187429
2016-02-26,3979543880
2016-02-29,3986645100
2016-03-01,4084160160
2016-03-02,4114753120
2016-03-03,4168290800
2016-03-04,4154906380
2016-03-07,4196971700
2016-03-08,4015326000
2016-03-09,4059303380
2016-03-10,4053567200
2016-03-11,4152994320
2016-03-14,4130049600
2016-03-15,4093720460
2016-03-16,4198883760
2016-03-17,3753373780
2016-03-18,3745725540
2016-03-21,3751461720
2016-03-22,3768670260
2016-03-23,3650122540
2016-03-24,3621441640
2016-03-28,3619529580
2016-03-29,3736165240
2016-03-30,3686451680
2016-03-31,3684539620
2016-04-01,3671155200
2016-04-04,3627177820
2016-04-05,3558343660
2016-04-06,3527750700
2016-04-07,3478037140
2016-04-08,3435971820
2016-04-11,3462740660
2016-04-12,3418763280
2016-04-13,3531574820
2016-04-14,3441708000
2016-04-15,3418763280
2016-04-18,3470388899
2016-04-19,3453180359
2016-04-20,3466564780
2016-04-21,3416851220
2016-04-22,3434059760
2016-04-25,3409202979
2016-04-26,3453180359
2016-04-27,3441708000
2016-04-28,3367137660
2016-04-29,3319336160
2016-05-02,3305951740
2016-05-03,3315512040
2016-05-04,3288743200
2016-05-05,3267710540
2016-05-06,3258150240
2016-05-09,3279182899
2016-05-10,3311687920
2016-05-11,3292567320
2016-05-12,3252414060
2016-05-13,3227557280
2016-05-16,3288743200
2016-05-17,3302127620
2016-05-18,3290655260
2016-05-19,3286831140
2016-05-20,3361401479
2016-05-23,3430235640
2016-05-24,3495245680
2016-05-25,3537311000
2016-05-26,3581288380
2016-05-27,3638650180
2016-05-31,3608772119
2016-06-01,3669296599
2016-06-02,3707124400
2016-06-03,3674970770
2016-06-06,3709015790
2016-06-07,3631468800
2016-06-08,3620120460
2016-06-09,3612554900
2016-06-10,3567161540
2016-06-13,3516094010
2016-06-14,3497180109
2016-06-15,3485831770
2016-06-16,3552030420
2016-06-17,3584184050
2016-06-20,3625794630
2016-06-21,3559595980
2016-06-22,3650382700
2016-06-23,3763866099
2016-06-24,3504745670
2016-06-27,3277778869
2016-06-28,3325063619
2016-06-29,3366674200
2016-06-30,3493397330
2016-07-01,3521768180
2016-07-05,3429090070
2016-07-06,3417741730
2016-07-07,3438547020
2016-07-08,3548247640
2016-07-11,3574727099
2016-07-12,3642817140
2016-07-13,3654165480
2016-07-14,3676862160
2016-07-15,3890589230
2016-07-18,3886806450
2016-07-19,3881132280
2016-07-20,3905720349
2016-07-21,3858435599
2016-07-22,3852761430
2016-07-25,3843304480
2016-07-26,3845195869
2016-07-27,3884915060
2016-07-28,3873566720
2016-07-29,3848978650
2016-08-01,3864109770
2016-08-02,3784671390
2016-08-03,3801693900
2016-08-04,3845195869
2016-08-05,3918960080
2016-08-08,3935982589
2016-08-09,3900046180
2016-08-10,3909503130
2016-08-11,3953005099
2016-08-12,3941656760
2016-08-15,3979484560
2016-08-16,3932199810
2016-08-17,3915177300
2016-08-18,3973810390
2016-08-19,3987050119
2016-08-22,3958679270
2016-08-23,3979484560
2016-08-24,3958679270
2016-08-25,3987050119
2016-08-26,3987050119
2016-08-29,4002181240
2016-08-30,4005964020
2016-08-31,3926337480
2016-09-01,3944866680
2016-09-02,3968954640
2016-09-06,3996748440
2016-09-07,4035659760
2016-09-08,3998601359
2016-09-09,3833691480
2016-09-12,3878161560
2016-09-13,3848514840
2016-09-14,3970807560
2016-09-15,4156099560
2016-09-16,4165364160
2016-09-19,4287656880
2016-09-20,4291362720
2016-09-21,4396979160
2016-09-22,4150540799
2016-09-23,4056041880
2016-09-26,4035659760
2016-09-27,4061600640
2016-09-28,4076424000
2016-09-29,4030101000
2016-09-30,4043071440
2016-10-03,4004160120
2016-10-04,4028248079
2016-10-05,4061600640
2016-10-06,4080129840
2016-10-07,4035659760
2016-10-10,4046777280
2016-10-11,4002307200
2016-10-12,3980072160
2016-10-13,3948572520
2016-10-14,3939307920
2016-10-17,3955984200
2016-10-18,4030101000
2016-10-19,4063453560
2016-10-20,4026395160
2016-10-21,4017130560
2016-10-24,4048630200
2016-10-25,4035659760
2016-10-26,4017130560
2016-10-27,3989336760
2016-10-28,3968954640
2016-10-31,3954131280
2016-11-01,3900396600
2016-11-02,3839250240
2016-11-03,3802191840
2016-11-04,3789221400
2016-11-07,3909661200
2016-11-08,3948572520
2016-11-09,3996748440
2016-11-10,3944866680
2016-11-11,4011571799
2016-11-14,4020836400
2016-11-15,3968954640
2016-11-16,3826279799
2016-11-17,3822573960
2016-11-18,3781809720
2016-11-21,3785515560
2016-11-22,3965248799
2016-11-23,4024542240
2016-11-25,4006013040
2016-11-28,3963395880
2016-11-29,3922631640
2016-11-30,3862666799
2016-12-01,3773177120
2016-12-02,3743956000
2016-12-05,3833445679
2016-12-06,3924761679
2016-12-07,3891887920
2016-12-08,3941198559
2016-12-09,3948503840
2016-12-12,3924761679
2016-12-13,3950330160
2016-12-14,3926588000
2016-12-15,3939372240
2016-12-16,4410562800
2016-12-19,4426999680
2016-12-20,4454394480
2016-12-21,4419694400
2016-12-22,4395952240
2016-12-23,4403257520
2016-12-27,4412389120
2016-12-28,4341162640
2016-12-29,4346641600
2016-12-30,4322899440
2017-01-03,4379515360
2017-01-04,4374036400
2017-01-05,4286373040
2017-01-06,4262630880
2017-01-09,4246194000
2017-01-10,4262630880
2017-01-11,4242541360
2017-01-12,4271762480
2017-01-13,4306462560
2017-01-17,4198709679
2017-01-18,4242541360
2017-01-19,4213320240
2017-01-20,4237062400
2017-01-23,4240715040
2017-01-24,4306462560
2017-01-25,4355773200
2017-01-26,4350294240
2017-01-27,4361252160
2017-01-30,4342988960
2017-01-31,4379515360
2017-02-01,4428826000
2017-02-02,4423347040
2017-02-03,4454394480
2017-02-06,4448915520
2017-02-07,4447089200
2017-02-08,4461699760
2017-02-09,4554842080
2017-02-10,4646158080
2017-02-13,4646158080
2017-02-14,4595021120
2017-02-15,4697295040
2017-02-16,4742953040
2017-02-17,4731995120
2017-02-21,4784958400
2017-02-22,4801395280
2017-02-23,4774000480
2017-02-24,4790437360
2017-02-27,4803221600
2017-02-28,4606559346
2017-03-01,4676984988
2017-03-02,4651703988
2017-03-03,4687819703
2017-03-06,4700460203
2017-03-07,4743799060
2017-03-08,4761856917
2017-03-09,4740187488
2017-03-10,4754633774
2017-03-13,4776303202
2017-03-14,4821447845
2017-03-15,4872009845
2017-03-16,5103150416
2017-03-17,5200662844
2017-03-20,5224138059
2017-03-21,5128431416
2017-03-22,5209691773
2017-03-23,5195245487
2017-03-24,5189828130
2017-03-27,5197051273
2017-03-28,5227749630
2017-03-29,5225943844
2017-03-30,5247613273
2017-03-31,5222332273
2017-04-03,5178993416
2017-04-04,5162741344
2017-04-05,5056199988
2017-04-06,5211497559
2017-04-07,5186216559
2017-04-10,5180799201
2017-04-11,5209691773
2017-04-12,5166352916
2017-04-13,5099538845
2017-04-17,5169964487
2017-04-18,5175381844
2017-04-19,5236778559
2017-04-20,5303592630
2017-04-21,5227749630
2017-04-24,5330679415
2017-04-25,5316233130
2017-04-26,5292757916
2017-04-27,5323456273
2017-04-28,5240390130
2017-05-01,5262059558
2017-05-02,5274700058
2017-05-03,5206080201
2017-05-04,5225943844
2017-05-05,5227749630
2017-05-08,5253030630
2017-05-09,5197051273
2017-05-10,5245807487
2017-05-11,5253030630
2017-05-12,5227749630
2017-05-15,5276505844
2017-05-16,5390270344
2017-05-17,5296369487
2017-05-18,5097733059
2017-05-19,5160935559
2017-05-22,5244001701
2017-05-23,5238584344
2017-05-24,5309009987
2017-05-25,5392076130
2017-05-26,5294563701
2017-05-30,5408328201
2017-05-31,5346614240
2017-06-01,5478850020
2017-06-02,5514589420
2017-06-05,5528885180
2017-06-06,5562837610
2017-06-07,5536033060
2017-06-08,5621807620
2017-06-09,5546754880
2017-06-12,5511015480
2017-06-13,5512802450
2017-06-14,5473489110
2017-06-15,5260839680
2017-06-16,5085716620
2017-06-19,5207230580
2017-06-20,5117882080
2017-06-21,5200082700
2017-06-22,5246543920
2017-06-23,5376992730
2017-06-26,5403797280
2017-06-27,5216165430
2017-06-28,5319809690
2017-06-29,5189360880
2017-06-30,5216165430
2017-07-03,5278709380
2017-07-05,5226887250
2017-07-06,5155408450
2017-07-07,5234035130
2017-07-10,5262626650
2017-07-11,5300153020
2017-07-12,5364483940
2017-07-13,5396649400
2017-07-14,5448471530
2017-07-17,5450258500
2017-07-18,5459193350
2017-07-19,5489571840
2017-07-20,5477063050
2017-07-21,5493145780
2017-07-24,5525311240
2017-07-25,5557476700
2017-07-26,5552115790
2017-07-27,5575346400
2017-07-28,5462767290
2017-07-31,5450258500
2017-08-01,5435962740
2017-08-02,5573559430
2017-08-03,5484210930
2017-08-04,5489571840
2017-08-07,5544967910
2017-08-08,5498506690
2017-08-09,5435962740
2017-08-10,5253691800
2017-08-11,5221526340
2017-08-14,5293005140
2017-08-15,5287644230
2017-08-16,5375205760
2017-08-17,5267987560
2017-08-18,5301939990
2017-08-21,5276922410
2017-08-22,5375205760
2017-08-23,5378779700
2017-08-24,5412732130
2017-08-25,5414519100
2017-08-28,5434175770
2017-08-29,5469915170
2017-08-30,5525311240
2017-08-31,5546943600
2017-09-01,5545174240
2017-09-05,5462014320
2017-09-06,5384162480
2017-09-07,5371776960
2017-09-08,5385931840
2017-09-11,5529250000
2017-09-12,5509787040
2017-09-13,5488554720
2017-09-14,5433704560
2017-09-15,5435473920
2017-09-18,5442551360
2017-09-19,5562867840
2017-09-20,5380623760
2017-09-21,5265615360
2017-09-22,5208995840
2017-09-25,5003750080
2017-09-26,4922359520
2017-09-27,5097526160
2017-09-28,5293925120
2017-09-29,5051522800
2017-10-02,5182455440
2017-10-03,5228458800
2017-10-04,5276231520
2017-10-05,5267384720
2017-10-06,5270923440
2017-10-09,5216073280
2017-10-10,5055061520
2017-10-11,5024982400
2017-10-12,5003750080
2017-10-13,4996672640
2017-10-16,5062138960
2017-10-17,5106372960
2017-10-18,5129374640
2017-10-19,4927667600
2017-10-20,4947130560
2017-10-23,4957746720
2017-10-24,5009058160
2017-10-25,5009058160
2017-10-26,4940053120
2017-10-27,5032059840
2017-10-30,4936514400
2017-10-31,5003750080
2017-11-01,5028521120
2017-11-02,5040906640
2017-11-03,4957746720
2017-11-06,5035598560
2017-11-07,4894049760
2017-11-08,5000211360
2017-11-09,5010827520
2017-11-10,5062138960
2017-11-13,5070985760
2017-11-14,5076293840
2017-11-15,5056830880
2017-11-16,5148837600
2017-11-17,5170069920
2017-11-20,5230228160
2017-11-21,5267384720
2017-11-22,5267384720
2017-11-24,5269154080
2017-11-27,5198379680
2017-11-28,5138221440
2017-11-29,5046214720
2017-11-30,5038219750
2017-12-01,4991068300
2017-12-04,5019009900
2017-12-05,4922960650
2017-12-06,4812940600
2017-12-07,4840882200
2017-12-08,4868823800
2017-12-11,4959634000
2017-12-12,4963126700
2017-12-13,4982336550
2017-12-14,4793730750
2017-12-15,4867077450
2017-12-18,4708159600
2017-12-19,4671486250
2017-12-20,4697681500
2017-12-21,4706413250
2017-12-22,4662754500
2017-12-26,4582422400
2017-12-27,4582422400
2017-12-28,4582422400
2017-12-29,4584168750
2018-01-02,4662754500
2018-01-03,4723876750
2018-01-04,4769281850
2018-01-05,4748325650
2018-01-08,4729115800
2018-01-09,4702920550
2018-01-10,4701174200
2018-01-11,4791984400
2018-01-12,4830404100
2018-01-16,4804208850
2018-01-17,4968365750
2018-01-18,4884540950
2018-01-19,4783252650
2018-01-22,4648783700
2018-01-23,4730862150
2018-01-24,4690696100
2018-01-25,4678471650
2018-01-26,4633066550
2018-01-29,4533524600
2018-01-30,4516061100
2018-01-31,4440968050
2018-02-01,4547495400
2018-02-02,4414772800
2018-02-05,4257601300
2018-02-06,4346665150
2018-02-07,4400802000
2018-02-08,4353650550
2018-02-09,4442714400
2018-02-12,4510822050
2018-02-13,4486373150
2018-02-14,4563212550
2018-02-15,4620842100
2018-02-16,4605124950
2018-02-20,4606871300
2018-02-21,4601632250
2018-02-22,4598139550
2018-02-23,4647037350
2018-02-26,4746579300
2018-02-27,4767535500
2018-02-28,4619224260
2018-03-01,4525441560
2018-03-02,4603878000
2018-03-05,4617519120
2018-03-06,4684019580
2018-03-07,4697660700
2018-03-08,4747109760
2018-03-09,4806789660
2018-03-12,4827251340
2018-03-13,4820430780
2018-03-14,4808494800
2018-03-15,4857943860
2018-03-16,5349024180
2018-03-19,5291049420
2018-03-20,5246715780
2018-03-21,5214318120
2018-03-22,4987534500
2018-03-23,4874995260
2018-03-26,4900572360
2018-03-27,4883520960
2018-03-28,4815315360
2018-03-29,4898867220
2018-04-02,4767571440
2018-04-03,4834071900
2018-04-04,4856238720
2018-04-05,4871584980
2018-04-06,4765866300
2018-04-09,4757340600
2018-04-10,4871584980
2018-04-11,4900572360
2018-04-12,4973893380
2018-04-13,4984124220
2018-04-16,4980713940
2018-04-17,5016521880
2018-04-18,5006291040
2018-04-19,4837482180
2018-04-20,4764161160
2018-04-23,4648211640
2018-04-24,4627749960
2018-04-25,4590236880
2018-04-26,4627749960
2018-04-27,4547608380
2018-04-30,4535672400
2018-05-01,4551018660
2018-05-02,4605583140
2018-05-03,4626044820
2018-05-04,4678904160
2018-05-07,4675493880
2018-05-08,4675493880
2018-05-09,4677199020
2018-05-10,4709596680
2018-05-11,4707891540
2018-05-14,4740289200
2018-05-15,4735173780
2018-05-16,4796558820
2018-05-17,4793148540
2018-05-18,4762456020
2018-05-21,4799969100
2018-05-22,4817020500
2018-05-23,4796558820
2018-05-24,4764161160
2018-05-25,4810199940
2018-05-29,4864764420
2018-05-30,4859649000
2018-05-31,4698740438
2018-06-01,4765200699
2018-06-04,4808399868
2018-06-05,4838306986
2018-06-06,4884829168
2018-06-07,4894798207
2018-06-08,4859906571
2018-06-11,4904767247
2018-06-12,4952950936
2018-06-13,4914736286
2018-06-14,4928028338
2018-06-15,4607357579
2018-06-18,4484406097
2018-06-19,4452837473
2018-06-20,4506005682
2018-06-21,4507667188
2018-06-22,4702063451
2018-06-25,4572465943
2018-06-26,4623972645
2018-06-27,4594065527
2018-06-28,4570804436
2018-06-29,4595727034
2018-07-02,4594065527
2018-07-03,4550866358
2018-07-05,4612342099
2018-07-06,4688771399
2018-07-09,4788461790
2018-07-10,4826676440
2018-07-11,4728647555
2018-07-12,4776831245
2018-07-13,4763539192
2018-07-16,4770185218
2018-07-17,4793446310
