,JBL
2004-08-24,4062442200
2004-08-25,4128808830
2004-08-26,4181097690
2004-08-27,4253497649
2004-08-30,4199197680
2004-08-31,4156264210
2004-09-01,4150220200
2004-09-02,4222748320
2004-09-03,4128058829
2004-09-07,4146190859
2004-09-08,4101868120
2004-09-09,4289232430
2004-09-10,4387951260
2004-09-13,4591432930
2004-09-14,4474582070
2004-09-15,4202601620
2004-09-16,4184469590
2004-09-17,4299305780
2004-09-20,4410112630
2004-09-21,4468538060
2004-09-22,4782826580
2004-09-23,4674034400
2004-09-24,4569271560
2004-09-27,4524948820
2004-09-28,4516890140
2004-09-29,4645829020
2004-09-30,4633741000
2004-10-01,4845281350
2004-10-04,4946014850
2004-10-05,4875501400
2004-10-06,4931912160
2004-10-07,4833193330
2004-10-08,4706269120
2004-10-11,4736489170
2004-10-12,4621652980
2004-10-13,4766709220
2004-10-14,4694181100
2004-10-15,4732459830
2004-10-18,4776782570
2004-10-19,4839237340
2004-10-20,4837222670
2004-10-21,4913780130
2004-10-22,4754621200
2004-10-25,4768723890
2004-10-26,4716342470
2004-10-27,4964146880
2004-10-28,4929897490
2004-10-29,4897662770
2004-11-01,5016528300
2004-11-02,5076968400
2004-11-03,5044733680
2004-11-04,5016528300
2004-11-05,5123305810
2004-11-08,5129349820
2004-11-09,5127335150
2004-11-10,5085027080
2004-11-11,5185760580
2004-11-12,5147481850
2004-11-15,5145467180
2004-11-16,5054807030
2004-11-17,5207921950
2004-11-18,5177701900
2004-11-19,5036675000
2004-11-22,5002425610
2004-11-23,5026601650
2004-11-24,5010484290
2004-11-26,5034660330
2004-11-29,4984293580
2004-11-30,5060365800
2004-12-01,5221909800
2004-12-02,5189601000
2004-12-03,5219890500
2004-12-06,5270373000
2004-12-07,5280469500
2004-12-08,5280469500
2004-12-09,5349125700
2004-12-10,5365280100
2004-12-13,5328932700
2004-12-14,5395569600
2004-12-15,5361241500
2004-12-16,5278450200
2004-12-17,5191620300
2004-12-20,5203736100
2004-12-21,5118925500
2004-12-22,5074500900
2004-12-23,5100751800
2004-12-27,5064404400
2004-12-28,5104790400
2004-12-29,5118925500
2004-12-30,5124983400
2004-12-31,5165369400
2005-01-03,4981613100
2005-01-04,4860455100
2005-01-05,4759490100
2005-01-06,4696891800
2005-01-07,4644390000
2005-01-10,4696891800
2005-01-11,4608042600
2005-01-12,4634293500
2005-01-13,4674679500
2005-01-14,4680737400
2005-01-18,4751412900
2005-01-19,4543425000
2005-01-20,4492942500
2005-01-21,4503039000
2005-01-24,4464672300
2005-01-25,4404093300
2005-01-26,4601984700
2005-01-27,4706988300
2005-01-28,4678718100
2005-01-31,4759490100
2005-02-01,4741316400
2005-02-02,4704969000
2005-02-03,4622177700
2005-02-04,4787760300
2005-02-07,4793818200
2005-02-08,4989690300
2005-02-09,4912956900
2005-02-10,4941227100
2005-02-11,5032095600
2005-02-14,5048250000
2005-02-15,5070462300
2005-02-16,5009883300
2005-02-17,4929111300
2005-02-18,4995748200
2005-02-22,4947285000
2005-02-23,4979593800
2005-02-24,5110848300
2005-02-25,5185562400
2005-02-28,5210542860
2005-03-01,5372675660
2005-03-02,5330115800
2005-03-03,5279449300
2005-03-04,5281475960
2005-03-07,5396995580
2005-03-08,5342275760
2005-03-09,5366595680
2005-03-10,5394968920
2005-03-11,5285529280
2005-03-14,5370649000
2005-03-15,5342275760
2005-03-16,5317955840
2005-03-17,5273369320
2005-03-18,5589528280
2005-03-21,5700994580
2005-03-22,5628034820
2005-03-23,5577368320
2005-03-24,5662488040
2005-03-28,5654381400
2005-03-29,5607768220
2005-03-30,5735447800
2005-03-31,5780034320
2005-04-01,5707074560
2005-04-04,5711127880
2005-04-05,5755714400
2005-04-06,5780034320
2005-04-07,5810434220
2005-04-08,5871234020
2005-04-11,5836780800
2005-04-12,5820567520
2005-04-13,5658434720
2005-04-14,5565208360
2005-04-15,5352409060
2005-04-18,5445635420
2005-04-19,5504408560
2005-04-20,5447662080
2005-04-21,5571288340
2005-04-22,5512515200
2005-04-25,5534808460
2005-04-26,5512515200
2005-04-27,5506435220
2005-04-28,5394968920
2005-04-29,5593581600
2005-05-02,5565208360
2005-05-03,5532781800
2005-05-04,5599661580
2005-05-05,5524675160
2005-05-06,5623981500
2005-05-09,5765847700
2005-05-10,5674648000
2005-05-11,5727341160
2005-05-12,5755714400
2005-05-13,5796247600
2005-05-16,5893527280
2005-05-17,5855020740
2005-05-18,5968513700
2005-05-19,5990806960
2005-05-20,5966487040
2005-05-23,5966487040
2005-05-24,5891500620
2005-05-25,5855020740
2005-05-26,5934060480
2005-05-27,5952300420
2005-05-31,5961195430
2005-06-01,6008101860
2005-06-02,6114151180
2005-06-03,5975471300
2005-06-06,5979550120
2005-06-07,5955077200
2005-06-08,5999944220
2005-06-09,5979550120
2005-06-10,5924486050
2005-06-13,5975471300
2005-06-14,5969353070
2005-06-15,5897973720
2005-06-16,5842909650
2005-06-17,5906131360
2005-06-20,5844949060
2005-06-21,5800082040
2005-06-22,6407826220
2005-06-23,6383353300
2005-06-24,6352762150
2005-06-27,6330328640
2005-06-28,6375195660
2005-06-29,6342565100
2005-06-30,6267106930
2005-07-01,6254870470
2005-07-05,6399668580
2005-07-06,6469008520
2005-07-07,6464929700
2005-07-08,6513875540
2005-07-11,6530190820
2005-07-12,6544466690
2005-07-13,6607688400
2005-07-14,6589333710
2005-07-15,6542427280
2005-07-18,6501639080
2005-07-19,6607688400
2005-07-20,6679067750
2005-07-21,6626043090
2005-07-22,6505717900
2005-07-25,6511836130
2005-07-26,6544466690
2005-07-27,6393550350
2005-07-28,6424141500
2005-07-29,6360919790
2005-08-01,6367038020
2005-08-02,6346643920
2005-08-03,6348683330
2005-08-04,6271185750
2005-08-05,6203885220
2005-08-08,6195727580
2005-08-09,6177372890
2005-08-10,6091717670
2005-08-11,6108032950
2005-08-12,6038693010
2005-08-15,6110072360
2005-08-16,6036653600
2005-08-17,6055008290
2005-08-18,5953037790
2005-08-19,6004023040
2005-08-22,6022377730
2005-08-23,6110072360
2005-08-24,6071323570
2005-08-25,6048890060
2005-08-26,5983628940
2005-08-29,6073362980
2005-08-30,5965274250
2005-08-31,6026338560
2005-09-01,6005868660
2005-09-02,5981304780
2005-09-06,6083654280
2005-09-07,6126641070
2005-09-08,6048855450
2005-09-09,6036573510
2005-09-12,5960834880
2005-09-13,6001774680
2005-09-14,5991539730
2005-09-15,5987445750
2005-09-16,6005868660
2005-09-19,5948552940
2005-09-20,5960834880
2005-09-21,5944458960
2005-09-22,5962881870
2005-09-23,6079560300
2005-09-26,6216708630
2005-09-27,6089795250
2005-09-28,6100030200
2005-09-29,6163486890
2005-09-30,6329293080
2005-10-03,6366138900
2005-10-04,6202379700
2005-10-05,6186003780
2005-10-06,6196238730
2005-10-07,6208520670
2005-10-10,6138923010
2005-10-11,6097983210
2005-10-12,6005868660
2005-10-13,6069325350
2005-10-14,6077513310
2005-10-17,6061137390
2005-10-18,6087748260
2005-10-19,6200332710
2005-10-20,6206473680
2005-10-21,6183956790
2005-10-24,6206473680
2005-10-25,6151204950
2005-10-26,6071372340
2005-10-27,5952646920
2005-10-28,6034526520
2005-10-31,6110265150
2005-11-01,6079560300
2005-11-02,6177815820
2005-11-03,6212614650
2005-11-04,6259695420
2005-11-07,6208520670
2005-11-08,6280165320
2005-11-09,6304729200
2005-11-10,6480770340
2005-11-11,6431642580
2005-11-14,6488958300
2005-11-15,6511475190
2005-11-16,6529898100
2005-11-17,6546274020
2005-11-18,6583119839
2005-11-21,6638388570
2005-11-22,6679328370
2005-11-23,6826711650
2005-11-25,6851275530
2005-11-28,6689563320
2005-11-29,6746879040
2005-11-30,6876440639
2005-12-01,7102748620
2005-12-02,7127663260
2005-12-05,7150501680
2005-12-06,7100672400
2005-12-07,7098596180
2005-12-08,7069529099
2005-12-09,7135968139
2005-12-12,7295837080
2005-12-13,7262617559
2005-12-14,7281303540
2005-12-15,7252236460
2005-12-16,7293760860
2005-12-19,7229398040
2005-12-20,7171263880
2005-12-21,7690318880
2005-12-22,7953998820
2005-12-23,7760910360
2005-12-27,7719385960
2005-12-28,7777520120
2005-12-29,7738071940
2005-12-30,7700699980
2006-01-03,7711081080
2006-01-04,7868873800
2006-01-05,7854340260
2006-01-06,8003828099
2006-01-09,7989294559
2006-01-10,7945693940
2006-01-11,7841882940
2006-01-12,7837730500
2006-01-13,7870950019
2006-01-17,7821120740
2006-01-18,7978913460
2006-01-19,8157468380
2006-01-20,7983065900
2006-01-23,8024590300
2006-01-24,8242593400
2006-01-25,8302803780
2006-01-26,8400386120
2006-01-27,8551950180
2006-01-30,8419072099
2006-01-31,8387928800
2006-02-01,8271660480
2006-02-02,8136706180
2006-02-03,7968532360
2006-02-06,7985142120
2006-02-07,7993447000
2006-02-08,8049504940
2006-02-09,7976837240
2006-02-10,8051581160
2006-02-13,8059886040
2006-02-14,8159544599
2006-02-15,8194840340
2006-02-16,8294498900
2006-02-17,8313184880
2006-02-21,8132553740
2006-02-22,8072343360
2006-02-23,7864721360
2006-02-24,7939465280
2006-02-27,7964379920
2006-02-28,7965191850
2006-03-01,8059890299
2006-03-02,8091456450
2006-03-03,8057785890
2006-03-06,7984131539
2006-03-07,7996758000
2006-03-08,7996758000
2006-03-09,7899955140
2006-03-10,7798943460
2006-03-13,7944147750
2006-03-14,8009384460
2006-03-15,7954669799
2006-03-16,7853658120
2006-03-17,7994653590
2006-03-20,7996758000
2006-03-21,8038846200
2006-03-22,8047263840
2006-03-23,8996352750
2006-03-24,8990039520
2006-03-27,9114199710
2006-03-28,8878505790
2006-03-29,8926907220
2006-03-30,8958473370
2006-03-31,9019501260
2006-04-03,8996352750
2006-04-04,8901654300
2006-04-05,8977413060
2006-04-06,9078424740
2006-04-07,8996352750
2006-04-10,8853252870
2006-04-11,8762763240
2006-04-12,8889027840
2006-04-13,8884819020
2006-04-17,8722779450
2006-04-18,8644916280
2006-04-19,8228243100
2006-04-20,8333463600
2006-04-21,8228243100
2006-04-24,8312419500
2006-04-25,8080934400
2006-04-26,8238765150
2006-04-27,8367134160
2006-04-28,8205094590
2006-05-01,8118813780
2006-05-02,8078829990
2006-05-03,8581783980
2006-05-04,8522860500
2006-05-05,8449206150
2006-05-08,8369238570
2006-05-09,8238765150
2006-05-10,8040950610
2006-05-11,7836822840
2006-05-12,7632695070
2006-05-15,7586398049
2006-05-16,7546414260
2006-05-17,7335973260
2006-05-18,7239170400
2006-05-19,7264423320
2006-05-22,7167620460
2006-05-23,7154994000
2006-05-24,7274945370
2006-05-25,7302302700
2006-05-26,7453820220
2006-05-30,7256005679
2006-05-31,7071141140
2006-06-01,7237664280
2006-06-02,7320925849
2006-06-05,7146279630
2006-06-06,7239695050
2006-06-07,7093479610
2006-06-08,7042710360
2006-06-09,6912741080
2006-06-12,6583756340
2006-06-13,5139878870
2006-06-14,5227201980
2006-06-15,5442463600
2006-06-16,5332802020
2006-06-19,5267817380
2006-06-20,5326709710
2006-06-21,5174401960
2006-06-22,5034278830
2006-06-23,5076925000
2006-06-26,5024124980
2006-06-27,4973355730
2006-06-28,4918524940
2006-06-29,5227201980
2006-06-30,5198771200
2006-07-03,5243448140
2006-07-05,5166278880
2006-07-06,5113478860
2006-07-07,5011940360
2006-07-10,5034278830
2006-07-11,5113478860
2006-07-12,5024124980
2006-07-13,5005848050
2006-07-14,4833232600
2006-07-17,4819017210
2006-07-18,4599694050
2006-07-19,4754032570
2006-07-20,4640309450
2006-07-21,4481909390
2006-07-24,4644370990
2006-07-25,4622032520
2006-07-26,4701232550
2006-07-27,4579386350
2006-07-28,4650463300
2006-07-31,4691078700
2006-08-01,4573294040
2006-08-02,4701232550
2006-08-03,4784494120
2006-08-04,4804801820
2006-08-07,4790586430
2006-08-08,4772309500
2006-08-09,4867755690
2006-08-10,4841355680
2006-08-11,4810894130
2006-08-14,4875878770
2006-08-15,5139878870
2006-08-16,5479017460
2006-08-17,5456678990
2006-08-18,5554155950
2006-08-21,5527755940
2006-08-22,5615079050
2006-08-23,5416063590
2006-08-24,5399817430
2006-08-25,5460740530
2006-08-28,5446525140
2006-08-29,5529786710
2006-08-30,5525725170
2006-08-31,5448555910
2006-09-01,5544002100
2006-09-05,5501355930
2006-09-06,5347017410
2006-09-07,5332802020
2006-09-08,5373417420
2006-09-11,5422155900
2006-09-12,5491202080
2006-09-13,5513540550
2006-09-14,5523694400
2006-09-15,5485109770
2006-09-18,5428248210
2006-09-19,5330771250
2006-09-20,5637417520
2006-09-21,5604925200
2006-09-22,5629294440
2006-09-25,5858771450
2006-09-26,5663817530
2006-09-27,5881109920
2006-09-28,5842525290
2006-09-29,5801909890
2006-10-02,5866894530
2006-10-03,5962340720
2006-10-04,6183694650
2006-10-05,6228371590
2006-10-06,6254771600
2006-10-09,6305540850
2006-10-10,6291325460
2006-10-11,6291325460
2006-10-12,6204002350
2006-10-13,6199940810
2006-10-16,6232433130
2006-10-17,6055756140
2006-10-18,6061848450
2006-10-19,6047633060
2006-10-20,6011079200
2006-10-23,5883140690
2006-10-24,5905479160
2006-10-25,5952186870
2006-10-26,5980617650
2006-10-27,5830340670
2006-10-30,5822217590
2006-10-31,5830340670
2006-11-01,5891263770
2006-11-02,5799879120
2006-11-03,5826279130
2006-11-06,5899386850
2006-11-07,5970463800
2006-11-08,5974525340
2006-11-09,6051694600
2006-11-10,6051694600
2006-11-13,6092310000
2006-11-14,6169479260
2006-11-15,5913602240
2006-11-16,5913602240
2006-11-17,5838463750
2006-11-20,5887202230
2006-11-21,5899386850
2006-11-22,5919694550
2006-11-24,5921725320
2006-11-27,5702402160
2006-11-28,5736925250
2006-11-29,5810032970
2006-11-30,5767771720
2006-12-01,5832852360
2006-12-04,5920304470
2006-12-05,5934540860
2006-12-06,5851156290
2006-12-07,5863358910
2006-12-08,5782008110
2006-12-11,5647779290
2006-12-12,5596935040
2006-12-13,5607103890
2006-12-14,5590833730
2006-12-15,5552192100
2006-12-18,5546090790
2006-12-19,5499314080
2006-12-20,5401693120
2006-12-21,4905453240
2006-12-22,4911554550
2006-12-26,4935959790
2006-12-27,4948162410
2006-12-28,4946128640
2006-12-29,4992905350
2007-01-03,5080357460
2007-01-04,5131201710
2007-01-05,5090526310
2007-01-08,5092560080
2007-01-09,5011209280
2007-01-10,4978668960
2007-01-11,4972567650
2007-01-12,5068154840
2007-01-16,5100695160
2007-01-17,5045783370
2007-01-18,4976635190
2007-01-19,4923757170
2007-01-22,4876980460
2007-01-23,4915622090
2007-01-24,4940027330
2007-01-25,4964432570
2007-01-26,5005107970
2007-01-29,4870879150
2007-01-30,4844440140
2007-01-31,4879014230
2007-02-01,4929858480
2007-02-02,4976635190
2007-02-05,4976635190
2007-02-06,5037648290
2007-02-07,5188147270
2007-02-08,5226788900
2007-02-09,5261362990
2007-02-12,5304072160
2007-02-13,5293903310
2007-02-14,5367119030
2007-02-15,5468807530
2007-02-16,5387456730
2007-02-20,5356950180
2007-02-21,5458638680
2007-02-22,5562360950
2007-02-23,5621340280
2007-02-26,5582698650
2007-02-27,5430165900
2007-02-28,5443612160
2007-03-01,5402866560
2007-03-02,5368232800
2007-03-05,5388605600
2007-03-06,5400829280
2007-03-07,5276555200
2007-03-08,5406941120
2007-03-09,5356009120
2007-03-12,5284704320
2007-03-13,5199138560
2007-03-14,5337673600
2007-03-15,5358046400
2007-03-16,5315263520
2007-03-19,5284704320
2007-03-20,5254145120
2007-03-21,5296928000
2007-03-22,5078939040
2007-03-23,4534985280
2007-03-26,4502388800
2007-03-27,4530910720
2007-03-28,4490165120
2007-03-29,4357741920
2007-03-30,4361816480
2007-04-02,4349592800
2007-04-03,4376077440
2007-04-04,4357741920
2007-04-05,4345518240
2007-04-09,4329220000
2007-04-10,4349592800
2007-04-11,4372002880
2007-04-12,4386263840
2007-04-13,4451456800
2007-04-16,4557395360
2007-04-17,4506463360
2007-04-18,4545171680
2007-04-19,4583880000
2007-04-20,4647035680
2007-04-23,4685744000
2007-04-24,4716303200
2007-04-25,4759086080
2007-04-26,4873173760
2007-04-27,4807980800
2007-04-30,4746862400
2007-05-01,4771309760
2007-05-02,4836502720
2007-05-03,4930217600
2007-05-04,4862987360
2007-05-07,4826316320
2007-05-08,4903732960
2007-05-09,4879285600
2007-05-10,4714265920
2007-05-11,4767235200
2007-05-14,4716303200
2007-05-15,4653147520
2007-05-16,4644998400
2007-05-17,4579805440
2007-05-18,4598140960
2007-05-21,4606290080
2007-05-22,4722415040
2007-05-23,4779458880
2007-05-24,4683706720
2007-05-25,4710191360
2007-05-29,4657222080
2007-05-30,4693893120
2007-05-31,4706927000
2007-06-01,4627113890
2007-06-04,4553440250
2007-06-05,4424511380
2007-06-06,4297629000
2007-06-07,4185072050
2007-06-08,4201443970
2007-06-11,4170746620
2007-06-12,4107305430
2007-06-13,4133909800
2007-06-14,4150281720
2007-06-15,4211676419
2007-06-18,4160514169
2007-06-19,4125723840
2007-06-20,4221908870
2007-06-21,4338558800
2007-06-22,4733531370
2007-06-25,4680322630
2007-06-26,4639392830
2007-06-27,4641439320
2007-06-28,4608695480
2007-06-29,4516603430
2007-07-02,4535021840
2007-07-03,4577998130
2007-07-05,4545254290
2007-07-06,4565719190
2007-07-09,4547300780
2007-07-10,4770368190
2007-07-11,4876785670
2007-07-12,4911576000
2007-07-13,5077341690
2007-07-16,5052783810
2007-07-17,5081434670
2007-07-18,5017993480
2007-07-19,5060969770
2007-07-20,5007761030
2007-07-23,4936133880
2007-07-24,4831762890
2007-07-25,4827669910
2007-07-26,4731484880
2007-07-27,4643485810
2007-07-30,4721252430
2007-07-31,4610741970
2007-08-01,4635299850
2007-08-02,4641439320
2007-08-03,4479766610
2007-08-06,4508417470
2007-08-07,4367209660
2007-08-08,4688508590
2007-08-09,4799019050
2007-08-10,4927947920
2007-08-13,4893157590
2007-08-14,4815390970
2007-08-15,4760135740
2007-08-16,4653718260
2007-08-17,4588230580
2007-08-20,4592323560
2007-08-21,4489999060
2007-08-22,4461348200
2007-08-23,4404046480
2007-08-24,4434743830
2007-08-27,4365163170
2007-08-28,4371302640
2007-08-29,4502278000
2007-08-30,4459301710
2007-08-31,4543207800
2007-09-04,4616881440
2007-09-05,4465441180
2007-09-06,4555486740
2007-09-07,4567765680
2007-09-10,4606648990
2007-09-11,4684415610
2007-09-12,4672136670
2007-09-13,4708973490
2007-09-14,4786740110
2007-09-17,4866553220
2007-09-18,4966831230
2007-09-19,5040504870
2007-09-20,5181712680
2007-09-21,5063016260
2007-09-24,5089620630
2007-09-25,5157154800
2007-09-26,4999575070
2007-09-27,5013900500
2007-09-28,4674183160
2007-10-01,4741717330
2007-10-02,4745810310
2007-10-03,4719205940
2007-10-04,4618927930
2007-10-05,4620974420
2007-10-08,4555486740
2007-10-09,4508417470
2007-10-10,4455208730
2007-10-11,4442929790
2007-10-12,4479766610
2007-10-15,4455208730
2007-10-16,4416325420
2007-10-17,4481813100
2007-10-18,4444976280
2007-10-19,4373349130
2007-10-22,4365163170
2007-10-23,4412232440
2007-10-24,4303768470
2007-10-25,4195304500
2007-10-26,4226001849
2007-10-29,4256699200
2007-10-30,4416325420
2007-10-31,4447022770
2007-11-01,4273071120
2007-11-02,4242373770
2007-11-05,4309907940
2007-11-06,4381535090
2007-11-07,4291489530
2007-11-08,4052050200
2007-11-09,3919028349
2007-11-12,3831029280
2007-11-13,3919028349
2007-11-14,3788052990
2007-11-15,3726658290
2007-11-16,3644798689
2007-11-19,3624333790
2007-11-20,3481079490
2007-11-21,3519962800
2007-11-23,3550660150
2007-11-26,3479033000
2007-11-27,3489265450
2007-11-28,3513823330
2007-11-29,3515869820
2007-11-30,3476139900
2007-12-03,3353090700
2007-12-04,3344887419
2007-12-05,3504851380
2007-12-06,3535613679
2007-12-07,3660713700
2007-12-10,3771457980
2007-12-11,3535613679
2007-12-12,3601239919
2007-12-13,3586884179
2007-12-14,3484343179
2007-12-17,3545867780
2007-12-18,3543816960
2007-12-19,3695577640
2007-12-20,3777610440
2007-12-21,2959333260
2007-12-24,3012654580
2007-12-26,3082382460
2007-12-27,3072128360
2007-12-28,3113144760
2007-12-31,3131602140
2008-01-02,3029061140
2008-01-03,2944977520
2008-01-04,2780911920
2008-01-07,2881402100
2008-01-08,2850639800
2008-01-09,2965485720
2008-01-10,3090585740
2008-01-11,2963434900
2008-01-14,2928570960
2008-01-15,2957282440
2008-01-16,2998298840
2008-01-17,2883452920
2008-01-18,2858843080
2008-01-22,2700929940
2008-01-23,2620947960
2008-01-24,2754251260
2008-01-25,2694777480
2008-01-28,2711184040
2008-01-29,2694777480
2008-01-30,2705031580
2008-01-31,2717336500
2008-02-01,2852690620
2008-02-04,2869097180
2008-02-05,2727590600
2008-02-06,2862944720
2008-02-07,2811674220
2008-02-08,2780911920
2008-02-11,2944977520
2008-02-12,2897808660
2008-02-13,3006502120
2008-02-14,2930621780
2008-02-15,2953180800
2008-02-19,2947028340
2008-02-20,2951129980
2008-02-21,2899859480
2008-02-22,2932672600
2008-02-25,2996248020
2008-02-26,3016756220
2008-02-27,3041366060
2008-02-28,2805521760
2008-02-29,2654581960
2008-03-03,2586779170
2008-03-04,2594997690
2008-03-05,2671019000
2008-03-06,2541577310
2008-03-07,2490211560
2008-03-10,2494320820
2008-03-11,2613489360
2008-03-12,2564178240
2008-03-13,2617598620
2008-03-14,2555959720
2008-03-17,2547741200
2008-03-18,2594997690
2008-03-19,2512812490
2008-03-20,2379261540
2008-03-24,2338168940
2008-03-25,2338168940
2008-03-26,1908751269
2008-03-27,1855330889
2008-03-28,1892314230
2008-03-31,1943679980
2008-04-01,2029974440
2008-04-02,1988881840
2008-04-03,1997100360
2008-04-04,2050520740
2008-04-07,2075176300
2008-04-08,2023810550
2008-04-09,2025865180
2008-04-10,2062848519
2008-04-11,2013537400
2008-04-14,2044356849
2008-04-15,2066957780
2008-04-16,2112159639
2008-04-17,2151197610
2008-04-18,2194344840
2008-04-21,2214891140
2008-04-22,2128596680
2008-04-23,2122432790
2008-04-24,2214891140
2008-04-25,2233382810
2008-04-28,2229273550
2008-04-29,2270366150
2008-04-30,2235437440
2008-05-01,2286803190
2008-05-02,2288857820
2008-05-05,2286803190
2008-05-06,2276530040
2008-05-07,2239546700
2008-05-08,2264202260
2008-05-09,2241601330
2008-05-12,2342278200
2008-05-13,2319677270
2008-05-14,2348442090
2008-05-15,2399807840
2008-05-16,2393643950
2008-05-19,2430627290
2008-05-20,2432681920
2008-05-21,2350496720
2008-05-22,2389534690
2008-05-23,2329950420
2008-05-27,2334059680
2008-05-28,2383370800
2008-05-29,2518976380
2008-05-30,2613489360
2008-06-02,2853801720
2008-06-03,2923808400
2008-06-04,2925867420
2008-06-05,2989697040
2008-06-06,2897041140
2008-06-09,2915572320
2008-06-10,2903218200
2008-06-11,2804385240
2008-06-12,2932044480
2008-06-13,2985579000
2008-06-16,3037054500
2008-06-17,3012346260
2008-06-18,3113238240
2008-06-19,3115297260
2008-06-20,3078234900
2008-06-23,2932044480
2008-06-24,2950575660
2008-06-25,3411796140
2008-06-26,3323258280
2008-06-27,3339730440
2008-06-30,3378851820
2008-07-01,3395323979
2008-07-02,3323258280
2008-07-03,3354143580
2008-07-07,3325317299
2008-07-08,3393264960
2008-07-09,3277959840
2008-07-10,3107061180
2008-07-11,3080293920
2008-07-14,3078234900
2008-07-15,3098825100
2008-07-16,3230602380
2008-07-17,3292372980
2008-07-18,3292372980
2008-07-21,3249133560
2008-07-22,3335612400
2008-07-23,3428268299
2008-07-24,3343848479
2008-07-25,3236779440
2008-07-28,3195599040
2008-07-29,3345907500
2008-07-30,3368556720
2008-07-31,3347966520
2008-08-01,3426209280
2008-08-04,3339730440
2008-08-05,3415914180
2008-08-06,3529160280
2008-08-07,3533278320
2008-08-08,3763888560
2008-08-11,3706236000
2008-08-12,3576517740
2008-08-13,3644465400
2008-08-14,3790655820
2008-08-15,3809187000
2008-08-18,3730944240
2008-08-19,3677409720
2008-08-20,3582694799
2008-08-21,3508570080
2008-08-22,3564163619
2008-08-25,3496215960
2008-08-26,3422091240
2008-08-27,3498274979
2008-08-28,3597107940
2008-08-29,3471507720
2008-09-02,3333537649
2008-09-03,3217947490
2008-09-04,2904202770
2008-09-05,2747330410
2008-09-08,2811317820
2008-09-09,2565688730
2008-09-10,2644124910
2008-09-11,2621419700
2008-09-12,2627612030
2008-09-15,2532662970
2008-09-16,2514085980
2008-09-17,2297354430
2008-09-18,2328316080
2008-09-19,2320059640
2008-09-22,2245751680
2008-09-23,2216854140
2008-09-24,2231302910
2008-09-25,2206533590
2008-09-26,2268456890
2008-09-29,1882468319
2008-09-30,1969160939
2008-10-01,1892788870
2008-10-02,1758621720
2008-10-03,1779262819
2008-10-06,1709083079
2008-10-07,1595557030
2008-10-08,1554274830
2008-10-09,1415979460
2008-10-10,1310709850
2008-10-13,1601749360
2008-10-14,1562531270
2008-10-15,1453133440
2008-10-16,1531569620
2008-10-17,1525377290
2008-10-20,1589364700
2008-10-21,1500607970
2008-10-22,1661608550
2008-10-23,1636839230
2008-10-24,1597621140
2008-10-27,1614134020
2008-10-28,1839122010
2008-10-29,1709083079
2008-10-30,1793711590
2008-10-31,1735916510
2008-11-03,1783391040
2008-11-04,1888660650
2008-11-05,1758621720
2008-11-06,1653352110
2008-11-07,1711147189
2008-11-10,1605877580
2008-11-11,1506800300
2008-11-12,1279748200
2008-11-13,1502672080
2008-11-14,1306581630
2008-11-17,1250850660
2008-11-18,1269427650
2008-11-19,1087785970
2008-11-20,1081593640
2008-11-21,1112555290
2008-11-24,1221953120
2008-11-25,1211632570
2008-11-26,1345799720
2008-11-28,1358184380
2008-12-01,1281608200
2008-12-02,1267138430
2008-12-03,1287809530
2008-12-04,1269205540
2008-12-05,1310547740
2008-12-08,1358091270
2008-12-09,1428373010
2008-12-10,1407701910
2008-12-11,1285742420
2008-12-12,1364292600
2008-12-15,1306413520
2008-12-16,1389097920
2008-12-17,1428373010
2008-12-18,1335353060
2008-12-19,1306413520
2008-12-22,1308480630
2008-12-23,1250601550
2008-12-24,1236131780
2008-12-26,1306413520
2008-12-29,1279541090
2008-12-30,1341554390
2008-12-31,1395299250
2009-01-02,1465580990
2009-01-05,1502788970
2009-01-06,1568936490
2009-01-07,1513124520
2009-01-08,1446977000
2009-01-09,1442842780
2009-01-12,1370493930
2009-01-13,1356024160
2009-01-14,1254735770
2009-01-15,1263004210
2009-01-16,1223729120
2009-01-20,1128642060
2009-01-21,1316749070
2009-01-22,1252668660
2009-01-23,1260937100
2009-01-26,1194789580
2009-01-27,1265071320
2009-01-28,1314681960
2009-01-29,1258869990
2009-01-30,1203058020
2009-02-02,1221662010
2009-02-03,1229930450
2009-02-04,1252668660
2009-02-05,1267138430
2009-02-06,1343621500
2009-02-09,1333285950
2009-02-10,1221662010
2009-02-11,1246467330
2009-02-12,1231997560
2009-02-13,1260937100
2009-02-17,1180319810
2009-02-18,1163782930
2009-02-19,1105903850
2009-02-20,1072830090
2009-02-23,1021152340
2009-02-24,1025286560
2009-02-25,909528400
2009-02-26,932266610
2009-02-27,855783539
2009-03-02,791465800
2009-03-03,805969100
2009-03-04,870198000
2009-03-05,741740200
2009-03-06,675439400
2009-03-09,654720400
2009-03-10,660936100
2009-03-11,671295600
2009-03-12,733452600
2009-03-13,834975700
2009-03-16,828760000
2009-03-17,863982300
2009-03-18,882629400
2009-03-19,882629400
2009-03-20,822544300
2009-03-23,892988899
2009-03-24,789393900
2009-03-25,1077388000
2009-03-26,1207917700
2009-03-27,1178911100
2009-03-30,1133329300
2009-03-31,1151976400
2009-04-01,1201702000
2009-04-02,1305297000
2009-04-03,1305297000
2009-04-06,1259715200
2009-04-07,1156120200
2009-04-08,1245211900
2009-04-09,1373669700
2009-04-13,1371597800
