,OKE
2023-04-03,29166398000
2023-04-04,29157432000
2023-04-05,29583316999
2023-04-06,29448827000
2023-04-10,29619180999
2023-04-11,29780569000
2023-04-12,29699875000
2023-04-13,29932991000
2023-04-14,30049549000
2023-04-17,29771603000
2023-04-18,29919541999
2023-04-19,29744704999
2023-04-20,29610215000
2023-04-21,29722290000
2023-04-24,30031616999
2023-04-25,29386065000
2023-04-26,29013976000
2023-04-27,29273990000
2023-04-28,29323303000
2023-05-01,29314337000
2023-05-02,28126342000
2023-05-03,28162206000
2023-05-04,28077029000
2023-05-05,28919833000
2023-05-08,28476016000
2023-05-09,28628438000
2023-05-10,28337043000
2023-05-11,28166689000
2023-05-12,28565676000
2023-05-15,25978985000
2023-05-16,25364814000
2023-05-17,25642760000
2023-05-18,26171754000
2023-05-19,26234516000
2023-05-22,26041747000
2023-05-23,26243482000
2023-05-24,26243482000
2023-05-25,25808631000
2023-05-26,25687590000
2023-05-30,25718971000
2023-05-31,25400678000
2023-06-01,25512753000
2023-06-02,26333142000
2023-06-05,26324176000
2023-06-06,26588673000
2023-06-07,27090769000
2023-06-08,27216293000
2023-06-09,26826272000
2023-06-12,26808340000
2023-06-13,27023524000
2023-06-14,27090769000
2023-06-15,27395613000
2023-06-16,27323885000
2023-06-20,26593156000
2023-06-21,26485564000
2023-06-22,26086577000
2023-06-23,25862427000
2023-06-26,26270380000
2023-06-27,26673850000
2023-06-28,27131116000
2023-06-29,27565967000
2023-06-30,28224556000
2023-07-03,28535520000
2023-07-05,28165107000
2023-07-06,27867862000
2023-07-07,28430341000
2023-07-10,28535520000
2023-07-11,28965382000
2023-07-12,29436401000
2023-07-13,29870835999
2023-07-14,29143729000
2023-07-17,28997393000
2023-07-18,29413535999
2023-07-19,29619321000
2023-07-20,30149789000
2023-07-21,30405876999
2023-07-24,30753425000
2023-07-25,30886042000
2023-07-26,30913479999
2023-07-27,30611662000
2023-07-28,30739706000
2023-07-31,30657392000
2023-08-01,30456179999
2023-08-02,29962296000
2023-08-03,30163507999
2023-08-04,29838825000
2023-08-07,29815960000
2023-08-08,29335795000
2023-08-09,29427254999
2023-08-10,29793095000
2023-08-11,30291551999
2023-08-14,30158935000
2023-08-15,29921139000
2023-08-16,29834251999
2023-08-17,29879982000
2023-08-18,29998879999
2023-08-21,29843398000
2023-08-22,29660478000
2023-08-23,29587310000
2023-08-24,29440973999
2023-08-25,29701635000
2023-08-28,29898273999
2023-08-29,29838825000
2023-08-30,29921139000
2023-08-31,29815960000
2023-09-01,29976015000
2023-09-05,30026318000
2023-09-06,29107145000
2023-09-07,29408963000
2023-09-08,29619321000
2023-09-11,29509569000
2023-09-12,30328135999
2023-09-13,30639100000
2023-09-14,31338769000
2023-09-15,30886042000
2023-09-18,31183287000
2023-09-19,30995794000
2023-09-20,30643673000
2023-09-21,30177226999
2023-09-22,30268687000
2023-09-25,30428742000
2023-09-26,29486704000
2023-09-27,29500423000
2023-09-28,29674197000
2023-09-29,29006539000
2023-10-02,36083290000
2023-10-03,36159132000
2023-10-04,35791590000
2023-10-05,36427496000
2023-10-06,37045900000
2023-10-09,38475230000
2023-10-10,39006124000
2023-10-11,39356164000
2023-10-12,39729540000
2023-10-13,40324608000
2023-10-16,40878837999
2023-10-17,40552134000
2023-10-18,40044576000
2023-10-19,40377114000
2023-10-20,39426172000
2023-10-23,38936116000
2023-10-24,38854440000
2023-10-25,38661918000
2023-10-26,38691087999
2023-10-27,38177696000
2023-10-30,38276874000
2023-10-31,38037680000
2023-11-01,37652636000
2023-11-02,38883610000
2023-11-03,38994456000
2023-11-06,38667752000
2023-11-07,37745980000
2023-11-08,37121742000
2023-11-09,37238422000
2023-11-10,37547624000
2023-11-13,37722644000
2023-11-14,38346882000
2023-11-15,38574408000
2023-11-16,38224368000
2023-11-17,38871942000
2023-11-20,39023626000
2023-11-21,39035294000
2023-11-22,38889444000
2023-11-24,39274487999
2023-11-27,39210314000
2023-11-28,39081966000
2023-11-29,39315326000
2023-11-30,40167090000
2023-12-01,40762158000
2023-12-04,40960514000
2023-12-05,40417952000
2023-12-06,39945398000
2023-12-07,39245318000
2023-12-08,39811216000
2023-12-11,39221982000
2023-12-12,38539404000
2023-12-13,39268654000
2023-12-14,40027074000
2023-12-15,39630362000
2023-12-18,39817050000
2023-12-19,40336276000
2023-12-20,39933730000
2023-12-21,40563802000
2023-12-22,40931344000
2023-12-26,41503076000
2023-12-27,41409732000
2023-12-28,41141368000
2023-12-29,40966348000
2024-01-02,41489884000
2024-01-03,41910508000
2024-01-04,41402254000
2024-01-05,41822878000
2024-01-08,41635934000
2024-01-09,41121838000
2024-01-10,41396412000
2024-01-11,40964104000
2024-01-12,41273730000
2024-01-16,40660320000
2024-01-17,40344852000
2024-01-18,41624250000
2024-01-19,40917368000
2024-01-22,40531796000
2024-01-23,40298116000
2024-01-24,40228012000
2024-01-25,41063418000
2024-01-26,41151048000
2024-01-29,40689530000
2024-01-30,40794686000
2024-01-31,39871650000
2024-02-01,40006016000
2024-02-02,39895018000
2024-02-05,39778178000
2024-02-06,39690548000
2024-02-07,40041068000
2024-02-08,40292274000
2024-02-09,40333168000
2024-02-12,41028366000
2024-02-13,40590216000
2024-02-14,40374062000
2024-02-15,41513252000
2024-02-16,42056558000
2024-02-20,41881298000
2024-02-21,42839386000
2024-02-22,43067224000
2024-02-23,42629074000
2024-02-26,42594022000
2024-02-27,43446954000
2024-02-28,43446954000
2024-02-29,43885104000
2024-03-01,43890946000
2024-03-04,44726352000
2024-03-05,45287184000
2024-03-06,45328078000
2024-03-07,45240448000
2024-03-08,45076872000
2024-03-11,45152818000
2024-03-12,45363130000
2024-03-13,45053504000
2024-03-14,45047662000
2024-03-15,44983400000
2024-03-18,45444918000
2024-03-19,45795438000
2024-03-20,46110906000
2024-03-21,46426374000
2024-03-22,46169326000
2024-03-25,46338743999
2024-03-26,45959014000
2024-03-27,46502320000
2024-03-28,46835314000
2024-04-01,46566582000
2024-04-02,46736000000
2024-04-03,46823630000
2024-04-04,46280324000
2024-04-05,46531530000
2024-04-08,46724316000
2024-04-09,46660054000
2024-04-10,46186852000
2024-04-11,46350428000
2024-04-12,45976540000
2024-04-15,45479970000
2024-04-16,45030136000
2024-04-17,45380656000
2024-04-18,45497496000
2024-04-19,46519846000
2024-04-22,46683422000
2024-04-23,46940470000
2024-04-24,47290990000
2024-04-25,47542196000
2024-04-26,47355252000
2024-04-29,47565564000
2024-04-30,46221904000
2024-05-01,44936664000
2024-05-02,44954190000
2024-05-03,45117766000
2024-05-06,45608493999
2024-05-07,45783754000
2024-05-08,46233588000
2024-05-09,46753526000
2024-05-10,46776893999
2024-05-13,47086520000
2024-05-14,47717456000
2024-05-15,47676562000
2024-05-16,48044608000
2024-05-17,48272446000
2024-05-20,48319182000
2024-05-21,48494442000
2024-05-22,47705772000
2024-05-23,46846998000
2024-05-24,47232570000
2024-05-28,47296832000
2024-05-29,46496478000
2024-05-30,46700948000
2024-05-31,47320200000
2024-06-03,46467268000
2024-06-04,46175168000
2024-06-05,46245272000
2024-06-06,46122590000
2024-06-07,45947330000
2024-06-10,46747684000
2024-06-11,46525688000
2024-06-12,46846998000
2024-06-13,46011592000
2024-06-14,45626020000
2024-06-17,46181010000
2024-06-18,46771052000
2024-06-20,47349410000
2024-06-21,46665896000
2024-06-24,47255938000
2024-06-25,47331884000
2024-06-26,47045626000
2024-06-27,47174150000
2024-06-28,47641510000
2024-07-01,47740824000
2024-07-02,48097186000
2024-07-03,48371760000
2024-07-05,48050450000
2024-07-08,47904400000
2024-07-09,48149764000
2024-07-10,48091343999
2024-07-11,48430180000
2024-07-12,49458372000
2024-07-15,49470056000
2024-07-16,49692052000
2024-07-17,49873154000
2024-07-18,48745648000
2024-07-19,48763174000
2024-07-22,49324006000
2024-07-23,48622966000
2024-07-24,47997872000
2024-07-25,47553880000
2024-07-26,47916084000
2024-07-29,48021240000
2024-07-30,48365918000
2024-07-31,48681386000
2024-08-01,47939452000
2024-08-02,46835314000
2024-08-05,46107969892
2024-08-06,48124271999
2024-08-07,48556876000
2024-08-08,49883918000
2024-08-09,49691000000
