,OKE
2004-09-22,2237350360
2004-09-23,2270282840
2004-09-24,2286749080
2004-09-27,2292923920
2004-09-28,2338206080
2004-09-29,2338206080
2004-09-30,2352490600
2004-10-01,2373144600
2004-10-04,2354556000
2004-10-05,2358686800
2004-10-06,2395864000
2004-10-07,2375210000
2004-10-08,2395864000
2004-10-11,2391733200
2004-10-12,2389667800
2004-10-13,2358686800
2004-10-14,2377275400
2004-10-15,2377275400
2004-10-18,2350425200
2004-10-19,2319444200
2004-10-20,2340098200
2004-10-21,2375210000
2004-10-22,2375210000
2004-10-25,2391733200
2004-10-26,2424779600
2004-10-27,2424779600
2004-10-28,2404125600
2004-10-29,2424779600
2004-11-01,2428910400
2004-11-02,2362817600
2004-11-03,2443368200
2004-11-04,2501199400
2004-11-05,2445433600
2004-11-08,2470218400
2004-11-09,2476414600
2004-11-10,2482610800
2004-11-11,2501199400
2004-11-12,2556965200
2004-11-15,2517722600
2004-11-16,2519788000
2004-11-17,2513591800
2004-11-18,2499134000
2004-11-19,2474349200
2004-11-22,2513591800
2004-11-23,2556965200
2004-11-24,2571423000
2004-11-26,2565226800
2004-11-29,2538376600
2004-11-30,2523918800
2004-12-01,2513591800
2004-12-02,2453695200
2004-12-03,2499134000
2004-12-06,2513591800
2004-12-07,2476414600
2004-12-08,2453695200
2004-12-09,2482610800
2004-12-10,2490872400
2004-12-13,2542507400
2004-12-14,2559030600
2004-12-15,2590011600
2004-12-16,2573488400
2004-12-17,2569357600
2004-12-20,2575553800
2004-12-21,2612731000
2004-12-22,2579684600
2004-12-23,2577619200
2004-12-27,2536311200
2004-12-28,2556965200
2004-12-29,2556965200
2004-12-30,2571423000
2004-12-31,2579210080
2005-01-03,2529450400
2005-01-04,2485910680
2005-01-05,2469324120
2005-01-06,2473470760
2005-01-07,2467250800
2005-01-10,2471397440
2005-01-11,2458957520
2005-01-12,2461030840
2005-01-13,2469324120
2005-01-14,2508717200
2005-01-18,2517010480
2005-01-19,2539817000
2005-01-20,2535670360
2005-01-21,2558476880
2005-01-24,2479690720
2005-01-25,2504570560
2005-01-26,2514937160
2005-01-27,2512863840
2005-01-28,2487984000
2005-01-31,2514937160
2005-02-01,2539817000
2005-02-02,2579210080
2005-02-03,2591650000
2005-02-04,2631043080
2005-02-07,2614456520
2005-02-08,2618603160
2005-02-09,2597869960
2005-02-10,2620676480
2005-02-11,2616529840
2005-02-14,2643483000
2005-02-15,2660069560
2005-02-16,2689096040
2005-02-17,2649702960
2005-02-18,2626896440
2005-02-22,2587503360
2005-02-23,2599943280
2005-02-24,2616529840
2005-02-25,2660069560
2005-02-28,2660069560
2005-03-01,2697389320
2005-03-02,2707755920
2005-03-03,2703609280
2005-03-04,2772028840
2005-03-07,2801055320
2005-03-08,2807275280
2005-03-09,2749222320
2005-03-10,2784468760
2005-03-11,2776175480
2005-03-14,2798982000
2005-03-15,2769955520
2005-03-16,2745075680
2005-03-17,2765808880
2005-03-18,2772028840
2005-03-21,2767882200
2005-03-22,2745075680
2005-03-23,2718122520
2005-03-24,2747149000
2005-03-28,2763735560
2005-03-29,2740929040
2005-03-30,2755442280
2005-03-31,2728838140
2005-04-01,2749066740
2005-04-04,2757158180
2005-04-05,2773341060
2005-04-06,2775363920
2005-04-07,2765249620
2005-04-08,2712655260
2005-04-11,2728838140
2005-04-12,2736929580
2005-04-13,2660060900
2005-04-14,2613535120
2005-04-15,2538689300
2005-04-18,2550826460
2005-04-19,2599375100
2005-04-20,2554872180
2005-04-21,2589260800
2005-04-22,2633763720
2005-04-25,2658038040
2005-04-26,2617580840
2005-04-27,2589260800
2005-04-28,2540712160
2005-04-29,2554872180
2005-05-02,2613535120
2005-05-03,2589260800
2005-05-04,2597352240
2005-05-05,2631740860
2005-05-06,2649946600
2005-05-09,2615557980
2005-05-10,2658038040
2005-05-11,2666129480
2005-05-12,2653992320
2005-05-13,2577123640
2005-05-16,2617580840
2005-05-17,2666129480
2005-05-18,2680289500
2005-05-19,2666129480
2005-05-20,2656015180
2005-05-23,2676243780
2005-05-24,2676243780
2005-05-25,2666129480
2005-05-26,2664106620
2005-05-27,2694449520
2005-05-31,2730861000
2005-06-01,2722769560
2005-06-02,2720746700
2005-06-03,2708609540
2005-06-06,2761203900
2005-06-07,2753112460
2005-06-08,2753112460
2005-06-09,2783455360
2005-06-10,2805706820
2005-06-13,2823912560
2005-06-14,2815821120
2005-06-15,2825935420
2005-06-16,2817843980
2005-06-17,2827958280
2005-06-20,2832004000
2005-06-21,2799638240
2005-06-22,2815821120
2005-06-23,2840095440
2005-06-24,2807729680
2005-06-27,2864369760
2005-06-28,2880552640
2005-06-29,2840095440
2005-06-30,2854970520
2005-07-01,2896926000
2005-07-05,2890932360
2005-07-06,2830995960
2005-07-07,2862962040
2005-07-08,2908913280
2005-07-11,2950868760
2005-07-12,2928892080
2005-07-13,2978839080
2005-07-14,2916904800
2005-07-15,2922898440
2005-07-18,2952866640
2005-07-19,2994822120
2005-07-20,2998817880
2005-07-21,2962856040
2005-07-22,2992824240
2005-07-25,3006809400
2005-07-26,3048764880
2005-07-27,3012803040
2005-07-28,3060752160
2005-07-29,3056756400
2005-08-01,3038775480
2005-08-02,3124684320
2005-08-03,3072739440
2005-08-04,3038775480
2005-08-05,2970847560
2005-08-08,2910911160
2005-08-09,2908913280
2005-08-10,2904917520
2005-08-11,2908913280
2005-08-12,2914906920
2005-08-15,2912909040
2005-08-16,2840985360
2005-08-17,2866957800
2005-08-18,2876947200
2005-08-19,2898923880
2005-08-22,2906915400
2005-08-23,2898923880
2005-08-24,2900921760
2005-08-25,2908913280
2005-08-26,2882940840
2005-08-29,2920900560
2005-08-30,2916904800
2005-08-31,2972845440
2005-09-01,2956862400
2005-09-02,2920900560
2005-09-06,2900921760
2005-09-07,2930889960
2005-09-08,2934885720
2005-09-09,2990826360
2005-09-12,2964853920
2005-09-13,2956862400
2005-09-14,2942877240
2005-09-15,2938881480
2005-09-16,2954864520
2005-09-19,2982834840
2005-09-20,2986830600
2005-09-21,2968849680
2005-09-22,2870953560
2005-09-23,2888934480
2005-09-26,2868955680
2005-09-27,2842983240
2005-09-28,2876947200
2005-09-29,2978839080
2005-09-30,3190718540
2005-10-03,3252861480
2005-10-04,3201432840
2005-10-05,3062146940
2005-10-06,3015004020
2005-10-07,3042861200
2005-10-10,2976432540
2005-10-11,2931432480
2005-10-12,2884289560
2005-10-13,2766432260
2005-10-14,2800718020
2005-10-17,2802860880
2005-10-18,2747146520
2005-10-19,2725717920
2005-10-20,2667860700
2005-10-21,2670003560
2005-10-24,2674289280
2005-10-25,2695717880
2005-10-26,2674289280
2005-10-27,2607860620
2005-10-28,2667860700
2005-10-31,2695717880
2005-11-01,2622860640
2005-11-02,2610003480
2005-11-03,2682860720
2005-11-04,2650717820
2005-11-07,2607860620
2005-11-08,2616432060
2005-11-09,2575717720
2005-11-10,2513574780
2005-11-11,2524289080
2005-11-14,2560717700
2005-11-15,2528574800
2005-11-16,2532860520
2005-11-17,2539289100
2005-11-18,2584289160
2005-11-21,2588574880
2005-11-22,2614289200
2005-11-23,2631432080
2005-11-25,2629289220
2005-11-28,2567146280
2005-11-29,2582146300
2005-11-30,2573574860
2005-12-01,2601432040
2005-12-02,2597146320
2005-12-05,2580003440
2005-12-06,2580003440
2005-12-07,2592860600
2005-12-08,2616432060
2005-12-09,2567146280
2005-12-12,2584289160
2005-12-13,2605717760
2005-12-14,2635717800
2005-12-15,2640003520
2005-12-16,2584289160
2005-12-19,2569289140
2005-12-20,2569289140
2005-12-21,2545717680
2005-12-22,2530717660
2005-12-23,2560717700
2005-12-27,2500717620
2005-12-28,2515717640
2005-12-29,2502860480
2005-12-30,2498574760
2006-01-03,2562860560
2006-01-04,2592860600
2006-01-05,2614289200
2006-01-06,2614289200
2006-01-09,2629289220
2006-01-10,2627146360
2006-01-11,2667860700
2006-01-12,2659289260
2006-01-13,2674289280
2006-01-17,2685003580
2006-01-18,2753575100
2006-01-19,2723575060
2006-01-20,2702146460
2006-01-23,2710717900
2006-01-24,2665717840
2006-01-25,2659289260
2006-01-26,2652860680
2006-01-27,2629289220
2006-01-30,2629289220
2006-01-31,2650717820
2006-02-01,2603574900
2006-02-02,2567146280
2006-02-03,2524289080
2006-02-06,2522146220
2006-02-07,2507146200
2006-02-08,2494289040
2006-02-09,2494289040
2006-02-10,2494289040
2006-02-13,2494289040
2006-02-14,2492146180
2006-02-15,2828575200
2006-02-16,2811432320
2006-02-17,2847860940
2006-02-21,2884289560
2006-02-22,2961432520
2006-02-23,2955003940
2006-02-24,2935718200
2006-02-27,2931432480
2006-02-28,2869289540
2006-03-01,2886432420
2006-03-02,2860718100
2006-03-03,2811432320
2006-03-06,2762146540
2006-03-07,2772860840
2006-03-08,2755717960
2006-03-09,2719289340
2006-03-10,2742860800
2006-03-13,2760003680
2006-03-14,2809289460
2006-03-15,2847860940
2006-03-16,2856432380
2006-03-17,2856432380
2006-03-20,2847860940
2006-03-21,2826432340
2006-03-22,2841432360
2006-03-23,2845718080
2006-03-24,2886432420
2006-03-27,2927146760
2006-03-28,2976432540
2006-03-29,3023575460
2006-03-30,3034289760
2006-03-31,3316025520
2006-04-03,3398221620
2006-04-04,3428751600
2006-04-05,3463978500
2006-04-06,3428751600
2006-04-07,3407615460
2006-04-10,3365343180
2006-04-11,3339510120
2006-04-12,3320722440
2006-04-13,3313677060
2006-04-17,3337161660
2006-04-18,3365343180
2006-04-19,3409963920
2006-04-20,3391176240
2006-04-21,3431100060
2006-04-24,3428751600
2006-04-25,3400570080
2006-04-26,3372388560
2006-04-27,3353600880
2006-04-28,3393524700
2006-05-01,3360646260
2006-05-02,3377085480
2006-05-03,3355949340
2006-05-04,3355949340
2006-05-05,3353600880
2006-05-08,3344207040
2006-05-09,3316025520
2006-05-10,3414660840
2006-05-11,3344207040
2006-05-12,3276101700
2006-05-15,3273753240
2006-05-16,3240874800
2006-05-17,3205647900
2006-05-18,3179814840
2006-05-19,3203299440
2006-05-22,3186860220
2006-05-23,3114057960
2006-05-24,3184511760
2006-05-25,3245571720
2006-05-26,3271404780
2006-05-30,3308980140
2006-05-31,3452236200
2006-06-01,3492160020
2006-06-02,3576704580
2006-06-05,3517993080
2006-06-06,3503902320
2006-06-07,3456933120
2006-06-08,3485114640
2006-06-09,3513296160
2006-06-12,3438145440
2006-06-13,3348903960
2006-06-14,3327767820
2006-06-15,3449887740
2006-06-16,3447539280
2006-06-19,3370040100
2006-06-20,3379433940
2006-06-21,3409963920
2006-06-22,3362994720
2006-06-23,3419357760
2006-06-26,3452236200
2006-06-27,3452236200
2006-06-28,3473372340
2006-06-29,3517993080
2006-06-30,3373360000
2006-07-03,3452600000
2006-07-05,3377888000
2006-07-06,3287328000
2006-07-07,3355248000
2006-07-10,3556744000
2006-07-11,3590704000
2006-07-12,3554480000
2006-07-13,3509200000
2006-07-14,3543160000
2006-07-17,3565800000
2006-07-18,3617872000
2006-07-19,3633720000
2006-07-20,3604288000
2006-07-21,3597496000
2006-07-24,3688056000
2006-07-25,3692583999
2006-07-26,3740128000
2006-07-27,3660888000
2006-07-28,3733335999
2006-07-31,3688056000
2006-08-01,3722016000
2006-08-02,3722016000
2006-08-03,3742392000
2006-08-04,3722016000
2006-08-07,3717488000
2006-08-08,3798992000
2006-08-09,3821632000
2006-08-10,3882759999
2006-08-11,3848800000
2006-08-14,3846535999
2006-08-15,3853328000
2006-08-16,3855592000
2006-08-17,3837480000
2006-08-18,3846535999
2006-08-21,3798992000
2006-08-22,3826159999
2006-08-23,3740128000
2006-08-24,3719752000
2006-08-25,3749183999
2006-08-28,3758240000
2006-08-29,3783144000
2006-08-30,3749183999
2006-08-31,3792200000
2006-09-01,3828424000
2006-09-05,3869176000
2006-09-06,3808048000
2006-09-07,3819368000
2006-09-08,3826159999
2006-09-11,3819368000
2006-09-12,3796728000
2006-09-13,3798992000
2006-09-14,3774088000
2006-09-15,3694848000
2006-09-18,3692583999
2006-09-19,3663152000
2006-09-20,3665416000
2006-09-21,3656359999
2006-09-22,3672207999
2006-09-25,3749183999
2006-09-26,3728807999
2006-09-27,3751448000
2006-09-28,3737864000
2006-09-29,3744656000
2006-10-02,3691404359
2006-10-03,3706840339
2006-10-04,3728891740
2006-10-05,3739917440
2006-10-06,3737712300
2006-10-09,3726686599
2006-10-10,3739917440
2006-10-11,3784020240
2006-10-12,3799456220
2006-10-13,3812687060
2006-10-16,3836943599
2006-10-17,3872225839
2006-10-18,3914123500
2006-10-19,3947200599
2006-10-20,3956021160
2006-10-23,3958226300
2006-10-24,4000123960
2006-10-25,4026585640
2006-10-26,4039816480
2006-10-27,4024380500
2006-10-30,4048637040
2006-10-31,4017765079
2006-11-01,4015559940
2006-11-02,3984687980
2006-11-03,4011149660
2006-11-06,3989098260
2006-11-07,4008944520
2006-11-08,4024380500
2006-11-09,4030995920
2006-11-10,4035406200
2006-11-13,4024380500
2006-11-14,4042021619
2006-11-15,4050842180
2006-11-16,4006739380
2006-11-17,4004534240
2006-11-20,3993508540
2006-11-21,4000123960
2006-11-22,4004534240
2006-11-24,4053047320
2006-11-27,4004534240
2006-11-28,4077303859
2006-11-29,4136842640
2006-11-30,4174330020
2006-12-01,4216227680
2006-12-04,4266945900
2006-12-05,4271356180
2006-12-06,4233868800
2006-12-07,4202996839
2006-12-08,4211817400
2006-12-11,4185355720
2006-12-12,4165509460
2006-12-13,4172124880
2006-12-14,4194176280
2006-12-15,4198586560
2006-12-18,4150073480
2006-12-19,4169919740
2006-12-20,4178740300
2006-12-21,4152278619
2006-12-22,4163304320
2006-12-26,4189766000
2006-12-27,4225048240
2006-12-28,4200791700
2006-12-29,4163304320
2007-01-03,4181940960
2007-01-04,4139811120
2007-01-05,4062203520
2007-01-08,4042247280
2007-01-09,4057768800
2007-01-10,4026725760
2007-01-11,4028943120
2007-01-12,4042247280
2007-01-16,4044464639
2007-01-17,4068855600
2007-01-18,4068855600
2007-01-19,4093246560
2007-01-22,4099898639
2007-01-23,4161984720
2007-01-24,4199679840
2007-01-25,4159767360
2007-01-26,4164202080
2007-01-29,4153115280
2007-01-30,4179723600
2007-01-31,4164202080
2007-02-01,4184158320
2007-02-02,4179723600
2007-02-05,4190810399
2007-02-06,4201897200
2007-02-07,4232940240
2007-02-08,4248461760
2007-02-09,4224070800
2007-02-12,4197462480
2007-02-13,4226288159
2007-02-14,4226288159
2007-02-15,4193027760
2007-02-16,4188593040
2007-02-20,4184158320
2007-02-21,4193027760
2007-02-22,4175288879
2007-02-23,4146463200
2007-02-26,4148680560
2007-02-27,4084377120
2007-02-28,4044464639
2007-03-01,4093246560
2007-03-02,4051116720
2007-03-05,3893684159
2007-03-06,3966857040
2007-03-07,4117637520
2007-03-08,4166419440
2007-03-09,4179723600
2007-03-12,4272852720
2007-03-13,4295026320
2007-03-14,4326069360
2007-03-15,4374851280
2007-03-16,4346025600
2007-03-19,4443589440
2007-03-20,4408111680
2007-03-21,4465763040
2007-03-22,4452458880
2007-03-23,4476849840
2007-03-26,4436937360
2007-03-27,4459110960
2007-03-28,4441372080
2007-03-29,4423633200
2007-03-30,4368199200
2007-04-02,4397461140
2007-04-03,4326498580
2007-04-04,4390808400
2007-04-05,4408549040
2007-04-09,4437377580
2007-04-10,4459553380
2007-04-11,4397461140
2007-04-12,4412984200
2007-04-13,4408549040
2007-04-16,4386373240
2007-04-17,4428507260
2007-04-18,4475076440
2007-04-19,4477294020
2007-04-20,4497252240
2007-04-23,4506122560
2007-04-24,4550474160
2007-04-25,4577085120
2007-04-26,4557126900
2007-04-27,4659135580
2007-04-30,4699052020
2007-05-01,4725662980
2007-05-02,4734533300
2007-05-03,4725662980
2007-05-04,4778884900
2007-05-07,4809931020
2007-05-08,4838759560
2007-05-09,4880893580
2007-05-10,4860935360
2007-05-11,4878676000
2007-05-14,4911939700
2007-05-15,4887546320
2007-05-16,4887546320
2007-05-17,4889763900
2007-05-18,4940768240
2007-05-21,5040559340
2007-05-22,5144785600
2007-05-23,5149220760
2007-05-24,5071605460
2007-05-25,5058299980
2007-05-29,5169178980
2007-05-30,5260099760
2007-05-31,5251229440
2007-06-01,5286710720
2007-06-04,5297798620
2007-06-05,5182484460
2007-06-06,5047212080
2007-06-07,4838759560
2007-06-08,4847629880
2007-06-11,4860935360
2007-06-12,4785537640
2007-06-13,4812148600
2007-06-14,4903069380
2007-06-15,4971814360
2007-06-18,4927462760
2007-06-19,4849847460
2007-06-20,4869805680
2007-06-21,4858717780
2007-06-22,4781102480
2007-06-25,4829889240
2007-06-26,4716792660
2007-06-27,4787755220
2007-06-28,4847629880
2007-06-29,4894199060
2007-07-02,4699621680
2007-07-03,4728708640
2007-07-05,4770261440
2007-07-06,4712087520
2007-07-09,4818047160
2007-07-10,4809736600
2007-07-11,4857522320
2007-07-12,4882454000
2007-07-13,4894919840
2007-07-16,4828435360
2007-07-17,4836745920
2007-07-18,4874143440
2007-07-19,4969714880
2007-07-20,4988413640
2007-07-23,4967637240
2007-07-24,4838823560
2007-07-25,4888686920
2007-07-26,4722475720
2007-07-27,4637292480
2007-07-30,4664301800
2007-07-31,4616516080
2007-08-01,4714165160
2007-08-02,4412907360
2007-08-03,4371354560
2007-08-06,4344345240
2007-08-07,4325646480
2007-08-08,4292404240
2007-08-09,3970370040
2007-08-10,4082562599
2007-08-13,4246696160
2007-08-14,4192677520
2007-08-15,4107494280
2007-08-16,4026466320
2007-08-17,4126193040
2007-08-20,4178134040
2007-08-21,4119960119
2007-08-22,4221764480
2007-08-23,4271627839
2007-08-24,4304870080
2007-08-27,4234230320
2007-08-28,4207221000
2007-08-29,4263317280
2007-08-30,4211376280
2007-08-31,4261239640
2007-09-04,4302792440
2007-09-05,4261239640
2007-09-06,4259162000
2007-09-07,4232152680
2007-09-10,4200988080
2007-09-11,4246696160
2007-09-12,4300714800
2007-09-13,4325646480
2007-09-14,4219686839
2007-09-17,4198910440
2007-09-18,4234230320
2007-09-19,4238385599
2007-09-20,4273705480
2007-09-21,4269550200
2007-09-24,4217609200
2007-09-25,4157357640
2007-09-26,4267472560
2007-09-27,4300714800
2007-09-28,4311103000
2007-10-01,4407512400
2007-10-02,4405437300
2007-10-03,4336959000
2007-10-04,4349409600
2007-10-05,4386761400
2007-10-08,4341109200
2007-10-09,4378461000
2007-10-10,4330733700
2007-10-11,4355634900
2007-10-12,4388836500
2007-10-15,4341109200
2007-10-16,4287156600
2007-10-17,4297532100
2007-10-18,4388836500
2007-10-19,4343184300
2007-10-22,4303757400
2007-10-23,4318283100
2007-10-24,4403362200
2007-10-25,4484291100
2007-10-26,4515417600
2007-10-29,4527868200
2007-10-30,4498816800
2007-10-31,4536168600
2007-11-01,4641998700
2007-11-02,4727077800
2007-11-05,4691801100
2007-11-06,4648224000
2007-11-07,4565220000
2007-11-08,4615022400
2007-11-09,4544469000
2007-11-12,4422038100
2007-11-13,4434488700
2007-11-14,4397136900
2007-11-15,4374310800
2007-11-16,4449014400
2007-11-19,4392986700
2007-11-20,4401287100
2007-11-21,4330733700
2007-11-23,4341109200
2007-11-26,4324508400
2007-11-27,4268480700
2007-11-28,4264330500
2007-11-29,4233203999
2007-11-30,4224903600
2007-12-03,4285081499
2007-12-04,4324508400
2007-12-05,4253955000
2007-12-06,4247729700
2007-12-07,4208302800
2007-12-10,4162650599
2007-12-11,4071346200
2007-12-12,4137749400
2007-12-13,4212453000
2007-12-14,4110773099
2007-12-17,4069271100
2007-12-18,4065120900
2007-12-19,4023618900
2007-12-20,4031919300
2007-12-21,4085871900
2007-12-24,4116998400
2007-12-26,4081721700
2007-12-27,4098322500
2007-12-28,4112848200
2007-12-31,4083464000
2008-01-02,4079297199
2008-01-03,4102214600
2008-01-04,4043879400
2008-01-07,4020962000
2008-01-08,4006378200
2008-01-09,4408474400
2008-01-10,4468893000
2008-01-11,4387640400
2008-01-14,4487643600
2008-01-15,4460559400
2008-01-16,4460559400
2008-01-17,4339722200
2008-01-18,4295970800
2008-01-22,4214718200
2008-01-23,4185550600
2008-01-24,4181383800
2008-01-25,4123048600
2008-01-28,4139715800
2008-01-29,4154299600
2008-01-30,4150132800
2008-01-31,4285553800
2008-02-01,4358472800
2008-02-04,4454309200
2008-02-05,4306387800
2008-02-06,4220968400
2008-02-07,4250135999
2008-02-08,4279303600
2008-02-11,4314721400
2008-02-12,4273053400
2008-02-13,4314721400
2008-02-14,4291804000
2008-02-15,4285553800
2008-02-19,4337638800
2008-02-20,4391807200
2008-02-21,4304304400
2008-02-22,4345972400
2008-02-25,4458476000
2008-02-26,4431391800
2008-02-27,4381390200
2008-02-28,4400140800
2008-02-29,4248052600
2008-03-03,4314721400
2008-03-04,4314721400
2008-03-05,4370973200
2008-03-06,4320971600
2008-03-07,4310554600
2008-03-10,4208468000
2008-03-11,4248052600
2008-03-12,4352222600
2008-03-13,4402224200
2008-03-14,4293887400
2008-03-17,4160549800
2008-03-18,4260553000
2008-03-19,4108464800
2008-03-20,4048046200
2008-03-24,4081380600
2008-03-25,4108464800
2008-03-26,4120965200
2008-03-27,4093880999
2008-03-28,4012628400
2008-03-31,4077607200
2008-04-01,4167339600
2008-04-02,4184034000
2008-04-03,4198641600
2008-04-04,4202815200
2008-04-07,4227856800
2008-04-08,4282113600
2008-04-09,4350978000
2008-04-10,4267506000
2008-04-11,4204901999
2008-04-14,4296721200
2008-04-15,4357238400
2008-04-16,4476186000
2008-04-17,4461578400
2008-04-18,4474099200
2008-04-21,4446970800
2008-04-22,4438623600
2008-04-23,4511661600
2008-04-24,4474099200
2008-04-25,4482446400
2008-04-28,4449057600
2008-04-29,4396887600
2008-04-30,4394800800
2008-05-01,4342630800
2008-05-02,4361412000
2008-05-05,4467838800
2008-05-06,4469925600
2008-05-07,4505401200
2008-05-08,4482446400
2008-05-09,4461578400
2008-05-12,4505401200
2008-05-13,4547137200
2008-05-14,4557571200
2008-05-15,4542963600
2008-05-16,4609741200
2008-05-19,4588873200
2008-05-20,4624348800
2008-05-21,4593046800
2008-05-22,4588873200
2008-05-23,4536703200
2008-05-27,4597220400
2008-05-28,4590960000
2008-05-29,4611828000
2008-05-30,4572178800
2008-06-02,4578439200
2008-06-03,4559658000
2008-06-04,4522095600
2008-06-05,4578439200
2008-06-06,4553397600
2008-06-09,4584699600
2008-06-10,4555484400
2008-06-11,4563831600
2008-06-12,4515835200
2008-06-13,4478272800
2008-06-16,4486620000
2008-06-17,4542963600
2008-06-18,4528356000
2008-06-19,4451144400
2008-06-20,4432363200
2008-06-23,4492880400
2008-06-24,4440710400
2008-06-25,4465752000
2008-06-26,4394800800
2008-06-27,4359325200
2008-06-30,4466110960
2008-07-01,4507889360
2008-07-02,4535045320
2008-07-03,4355398200
2008-07-07,4288552760
2008-07-08,4217529480
2008-07-09,4242596519
2008-07-10,4309441960
2008-07-11,4351220360
2008-07-14,4311530880
2008-07-15,4209173799
2008-07-16,4188284600
2008-07-17,4140239440
2008-07-18,4175751079
2008-07-21,4246774359
2008-07-22,4182017840
2008-07-23,4156950799
2008-07-24,4133972680
2008-07-25,4106816720
2008-07-28,4129794840
2008-07-29,4092194280
2008-07-30,4200818120
2008-07-31,4159039720
2008-08-01,4113083480
2008-08-04,4077571840
2008-08-05,4142328359
2008-08-06,4248863280
2008-08-07,4023259920
2008-08-08,3991926120
2008-08-11,3948058799
2008-08-12,3929258519
2008-08-13,4019082079
2008-08-14,3935525280
2008-08-15,3854057400
2008-08-18,3879124440
2008-08-19,3945969880
2008-08-20,3981481519
2008-08-21,4004459640
2008-08-22,4014904240
2008-08-25,3960592320
2008-08-26,3983570440
2008-08-27,3989837200
2008-08-28,3998192880
2008-08-29,3996103960
2008-09-02,3941792040
2008-09-03,3952236640
2008-09-04,3908369320
2008-09-05,3858235240
2008-09-08,3841523880
2008-09-09,3647254320
2008-09-10,3770500600
2008-09-11,3672321359
2008-09-12,3747522480
2008-09-15,3517741280
2008-09-16,3528185880
2008-09-17,3390317160
2008-09-18,3336005240
2008-09-19,3484318560
2008-09-22,3394495000
2008-09-23,3373605799
2008-09-24,3333916320
2008-09-25,3338094160
2008-09-26,3315116040
2008-09-29,3056089960
2008-09-30,3148112280
2008-10-01,3143931520
2008-10-02,2995514540
2008-10-03,3058225940
2008-10-06,2815741860
2008-10-07,2658963360
2008-10-08,2554444360
2008-10-09,2282694960
2008-10-10,2119645320
2008-10-13,2757211220
2008-10-14,2698680580
2008-10-15,2401846620
2008-10-16,2483371440
2008-10-17,2554444360
2008-10-20,2859639840
2008-10-21,2767663120
2008-10-22,2667324880
2008-10-23,2583709680
2008-10-24,2498004100
2008-10-27,2360039020
2008-10-28,2715403620
2008-10-29,2663144120
2008-10-30,2897266680
2008-10-31,2918170480
2008-11-03,2853368700
2008-11-04,2817832240
2008-11-05,2836645660
2008-11-06,2654782600
2008-11-07,2738397800
2008-11-10,2638059560
2008-11-11,2579528920
2008-11-12,2403937000
2008-11-13,2592071200
2008-11-14,2460377260
2008-11-17,2454106120
2008-11-18,2502184860
2008-11-19,2458286880
2008-11-20,2165633680
2008-11-21,2370490920
2008-11-24,2504275240
2008-11-25,2531450180
2008-11-26,2631788420
2008-11-28,2684047920
2008-12-01,2366310160
2008-12-02,2470829160
2008-12-03,2525179040
2008-12-04,2330773700
2008-12-05,2416479280
2008-12-08,2531450180
2008-12-09,2468738780
2008-12-10,2615065380
2008-12-11,2546082840
2008-12-12,2510546380
2008-12-15,2491732960
2008-12-16,2635969180
2008-12-17,2612975000
2008-12-18,2541902080
2008-12-19,2514727140
2008-12-22,2527269420
2008-12-23,2475009920
2008-12-24,2504275240
2008-12-26,2541902080
2008-12-29,2535630940
2008-12-30,2604613480
2008-12-31,2681631000
2009-01-02,2818341600
2009-01-05,2835167520
2009-01-06,2862509640
2009-01-07,2769967080
2009-01-08,2788896240
2009-01-09,2708973120
2009-01-12,2683734240
2009-01-13,2706869880
2009-01-14,2584881960
2009-01-15,2597501400
2009-01-16,2631153240
2009-01-20,2538610680
2009-01-21,2669011560
2009-01-22,2664805080
2009-01-23,2708973120
2009-01-26,2812031880
2009-01-27,2862509640
2009-01-28,2833064280
2009-01-29,2761554120
2009-01-30,2690043960
2009-02-02,2711076360
2009-02-03,2727902280
2009-02-04,2654288880
2009-02-05,2666908320
2009-02-06,2582778720
2009-02-09,2582778720
2009-02-10,2498649120
2009-02-11,2544920400
2009-02-12,2572262520
2009-02-13,2570159280
2009-02-17,2427138960
2009-02-18,2351422320
2009-02-19,2326183440
2009-02-20,2239950600
2009-02-23,2128478879
2009-02-24,2040142799
2009-02-25,2111652959
2009-02-26,2088517320
2009-02-27,2056968719
2009-03-02,1884503040
2009-03-03,1836128520
2009-03-04,1865573879
2009-03-05,1773031320
2009-03-06,1743585959
2009-03-09,1674179040
2009-03-10,1728863280
2009-03-11,1739379480
2009-03-12,1798270200
2009-03-13,1848747959
2009-03-16,1882399799
2009-03-17,1966529400
2009-03-18,2014903920
2009-03-19,2086414080
2009-03-20,2038039560
2009-03-23,2155821000
2009-03-24,2105343240
2009-03-25,2151614520
2009-03-26,2174750160
2009-03-27,2109549719
2009-03-30,2050659000
2009-03-31,2084310840
2009-04-01,2127767000
2009-04-02,2207821600
2009-04-03,2222568500
2009-04-06,2197288100
2009-04-07,2163580900
2009-04-08,2180434500
2009-04-09,2233102000
2009-04-13,2252062300
2009-04-14,2230995300
2009-04-15,2241528800
2009-04-16,2298409700
2009-04-17,2332116900
2009-04-20,2262595800
2009-04-21,2317370000
2009-04-22,2304729800
2009-04-23,2302623100
2009-04-24,2344757100
2009-04-27,2384784400
2009-04-28,2338437000
2009-04-29,2426918400
2009-04-30,2414278200
2009-05-01,2437451900
2009-05-04,2568067300
2009-05-05,2525933300
2009-05-06,2587027600
2009-05-07,2502759600
2009-05-08,2584920900
