,AZO
2004-08-24,6014194950
2004-08-25,6001441190
2004-08-26,6053253340
2004-08-27,6007020960
2004-08-30,5956803030
2004-08-31,5903396660
2004-09-01,5879483360
2004-09-02,6010209400
2004-09-03,6033325590
2004-09-07,6018977610
2004-09-08,6105862600
2004-09-09,5973542340
2004-09-10,6016586280
2004-09-13,6089920400
2004-09-14,6140138330
2004-09-15,6052456230
2004-09-16,6069992650
2004-09-17,6062021550
2004-09-20,6018977610
2004-09-21,6026151600
2004-09-22,5959194360
2004-09-23,5956803030
2004-09-24,6036514030
2004-09-27,6029340040
2004-09-28,6050064900
2004-09-29,6042890910
2004-09-30,6157674750
2004-10-01,6141732550
2004-10-04,6140935440
2004-10-05,6157674750
2004-10-06,6157674750
2004-10-07,6121804800
2004-10-08,6145718100
2004-10-11,6137747000
2004-10-12,6170428510
2004-10-13,6109051040
2004-10-14,6085934850
2004-10-15,6238979970
2004-10-18,6337024500
2004-10-19,6289995010
2004-10-20,6423909490
2004-10-21,6425503710
2004-10-22,6376880000
2004-10-25,6384851100
2004-10-26,6497243610
2004-10-27,6543475990
2004-10-28,6511591590
2004-10-29,6521156910
2004-11-01,6525142460
2004-11-02,6520359800
2004-11-03,6649491620
2004-11-04,6753115920
2004-11-05,6841595130
2004-11-08,6802536740
2004-11-09,6718043080
2004-11-10,6749927480
2004-11-11,6753115920
2004-11-12,6785797430
2004-11-15,6891813059
2004-11-16,6832826920
2004-11-17,6951596309
2004-11-18,6942828100
2004-11-19,6879059300
2004-11-22,6901327200
2004-11-23,6896545680
2004-11-24,6889373400
2004-11-26,6925234800
2004-11-29,6833589000
2004-11-30,6821635200
2004-12-01,6937188600
2004-12-02,7010505240
2004-12-03,6864668880
2004-12-06,6776210760
2004-12-07,6747521640
2004-12-08,6763460040
2004-12-09,7020865200
2004-12-10,7071868080
2004-12-13,6955517760
2004-12-14,7052742000
2004-12-15,7042382040
2004-12-16,7067086560
2004-12-17,7112511000
2004-12-20,7077446520
2004-12-21,7140403200
2004-12-22,7259144280
2004-12-23,7182639960
2004-12-27,7114901760
2004-12-28,7157935439
2004-12-29,7204156800
2004-12-30,7227267480
2004-12-31,7276676520
2005-01-03,7232049000
2005-01-04,7148372400
2005-01-05,7195390680
2005-01-06,7136418600
2005-01-07,7150763160
2005-01-10,7231252080
2005-01-11,7204953720
2005-01-12,7204953720
2005-01-13,7204953720
2005-01-14,7227267480
2005-01-18,7271895000
2005-01-19,7265519640
2005-01-20,7193796840
2005-01-21,7174670760
2005-01-24,7096572600
2005-01-25,7141997040
2005-01-26,7166701560
2005-01-27,7148372400
2005-01-28,7056726600
2005-01-31,7112511000
2005-02-01,7152357000
2005-02-02,7299787200
2005-02-03,7439248200
2005-02-04,7646447400
2005-02-07,7593053760
2005-02-08,7572333840
2005-02-09,7481484960
2005-02-10,7530894000
2005-02-11,7565161560
2005-02-14,7459495000
2005-02-15,7470487940
2005-02-16,7465776680
2005-02-17,7533304740
2005-02-18,7458709790
2005-02-22,7307164260
2005-02-23,7417093659
2005-02-24,7519170960
2005-02-25,7607899690
2005-02-28,7608684900
2005-03-01,7642448930
2005-03-02,7720969930
2005-03-03,7724110770
2005-03-04,7726466400
2005-03-07,7773579000
2005-03-08,7771223370
2005-03-09,7618892630
2005-03-10,7699769260
2005-03-11,7718614300
2005-03-14,6733175750
2005-03-15,6693915250
2005-03-16,6831327000
2005-03-17,6849386830
2005-03-18,6793636920
2005-03-21,6692344830
2005-03-22,6671144159
2005-03-23,6684492730
2005-03-24,6688418780
2005-03-28,6673499790
2005-03-29,6580059800
2005-03-30,6664862480
2005-03-31,6729249700
2005-04-01,6676640630
2005-04-04,6700982140
2005-04-05,6847031200
2005-04-06,6795992550
2005-04-07,6823474900
2005-04-08,6697056090
2005-04-11,6711975080
2005-04-12,6714330710
2005-04-13,6642091390
2005-04-14,6594978790
2005-04-15,6499968380
2005-04-18,6535302830
2005-04-19,6554147870
2005-04-20,6495257120
2005-04-21,6522739469
2005-04-22,6465419140
2005-04-25,6529806360
2005-04-26,6517243000
2005-04-27,6620105510
2005-04-28,6492901490
2005-04-29,6517243000
2005-05-02,6582415430
2005-05-03,6620105510
2005-05-04,6709619450
2005-05-05,6701767350
2005-05-06,6656225170
2005-05-09,6536785800
2005-05-10,6480110680
2005-05-11,6473983640
2005-05-12,6421137920
2005-05-13,6335359360
2005-05-16,6356804000
2005-05-17,6452539000
2005-05-18,6715235840
2005-05-19,6884495320
2005-05-20,6803312040
2005-05-23,6793355600
2005-05-24,6679239479
2005-05-25,6647838400
2005-05-26,6771145080
2005-05-27,6943468080
2005-05-31,6932745760
2005-06-01,6978698560
2005-06-02,7044564240
2005-06-03,7027714880
2005-06-06,7016226680
2005-06-07,7058350080
2005-06-08,6999377320
2005-06-09,7045330120
2005-06-10,7006270240
2005-06-13,7016226680
2005-06-14,7231438960
2005-06-15,7219950760
2005-06-16,7290411720
2005-06-17,7199272000
2005-06-20,7259776520
2005-06-21,7232204840
2005-06-22,7139533360
2005-06-23,7020056080
2005-06-24,6952658640
2005-06-27,7001674960
2005-06-28,7165573280
2005-06-29,7205399040
2005-06-30,7081326479
2005-07-01,7137235720
2005-07-05,7278923520
2005-07-06,7283518800
2005-07-07,7332535120
2005-07-08,7421377200
2005-07-11,7438992440
2005-07-12,7476520560
2005-07-13,7507155760
2005-07-14,7511751040
2005-07-15,7513282800
2005-07-18,7536259200
2005-07-19,7566894400
2005-07-20,7609017800
2005-07-21,7533195680
2005-07-22,7592934320
2005-07-25,7515580440
2005-07-26,7475754680
2005-07-27,7494135800
2005-07-28,7611315440
2005-07-29,7462734720
2005-08-01,7497199320
2005-08-02,7563830880
2005-08-03,7949834400
2005-08-04,7804317200
2005-08-05,7696328120
2005-08-08,7643482400
2005-08-09,7711645720
2005-08-10,7673351720
2005-08-11,7587573159
2005-08-12,7531663920
2005-08-15,7594466080
2005-08-16,7513282800
2005-08-17,7524005120
2005-08-18,7527834520
2005-08-19,7324876320
2005-08-22,7281221159
2005-08-23,7329471600
2005-08-24,7351682120
2005-08-25,7422908960
2005-08-26,7310324600
2005-08-29,7304197560
2005-08-30,7191613200
2005-08-31,7237566000
2005-09-01,7152553320
2005-09-02,7095878200
2005-09-06,7274328240
2005-09-07,7375424400
2005-09-08,7254415360
2005-09-09,7311090479
2005-09-12,7419079560
2005-09-13,7217653120
2005-09-14,7165573280
2005-09-15,7145660400
2005-09-16,7124215760
2005-09-19,7008567880
2005-09-20,6913598760
2005-09-21,6594992680
2005-09-22,6794887360
2005-09-23,6744339280
2005-09-26,6758891000
2005-09-27,6721362880
2005-09-28,6643243120
2005-09-29,6651667800
2005-09-30,6375951000
2005-10-03,6324637040
2005-10-04,6339188760
2005-10-05,6231199680
2005-10-06,6294001840
2005-10-07,6304724159
2005-10-10,6230433800
2005-10-11,6294001840
2005-10-12,6189842159
2005-10-13,6238092600
2005-10-14,6280216000
2005-10-17,6294767720
2005-10-18,6145421120
2005-10-19,6211286800
2005-10-20,6048920240
2005-10-21,6004499200
2005-10-24,6088746000
2005-10-25,6047388479
2005-10-26,6088746000
2005-10-27,5955482880
2005-10-28,6106361240
2005-10-31,6195969200
2005-11-01,6165334000
2005-11-02,6532190520
2005-11-03,6624862000
2005-11-04,6589631520
2005-11-07,6712938200
2005-11-08,6617969080
2005-11-09,6559762200
2005-11-10,6604183240
2005-11-11,6643243120
2005-11-14,6591929159
2005-11-15,6533722280
2005-11-16,6577377440
2005-11-17,6740509880
2005-11-18,6747402800
2005-11-21,6850668480
2005-11-22,6796919680
2005-11-23,6803830240
2005-11-25,6829168960
2005-11-28,6756992000
2005-11-29,6756992000
2005-11-30,6838383040
2005-12-01,6868328800
2005-12-02,6836847360
2005-12-05,6676368800
2005-12-06,7121716000
2005-12-07,7229981440
2005-12-08,7219999520
2005-12-09,7239195520
2005-12-12,7137072800
2005-12-13,7104823520
2005-12-14,7260695040
2005-12-15,7127858720
2005-12-16,7076413440
2005-12-19,7062592320
2005-12-20,7111734080
2005-12-21,7079484800
2005-12-22,7071806400
2005-12-23,7096377280
2005-12-27,7031878720
2005-12-28,7064128000
2005-12-29,7094073760
2005-12-30,7044932000
2006-01-03,7122483840
2006-01-04,7056449600
2006-01-05,7062592320
2006-01-06,6988111840
2006-01-09,7099448639
2006-01-10,7099448639
2006-01-11,7166250720
2006-01-12,7365889120
2006-01-13,7354371520
2006-01-17,7289105120
2006-01-18,7319050879
2006-01-19,7322890080
2006-01-20,7277587520
2006-01-23,7254552320
2006-01-24,7334407680
2006-01-25,7296783520
2006-01-26,7290640800
2006-01-27,7357442879
2006-01-30,7411191680
2006-01-31,7505636000
2006-02-01,7494886240
2006-02-02,7451119360
2006-02-03,7463404800
2006-02-06,7401977600
2006-02-07,7457262080
2006-02-08,7469547520
2006-02-09,7542492320
2006-02-10,7528671200
2006-02-13,7470963780
2006-02-14,7608359070
2006-02-15,7571922750
2006-02-16,7543077330
2006-02-17,7537763700
2006-02-21,7452745620
2006-02-22,7515750090
2006-02-23,7510436460
2006-02-24,7546872780
2006-02-27,7508159190
2006-02-28,7338882120
2006-03-01,7612913610
2006-03-02,7414791120
2006-03-03,7272841290
2006-03-06,7241718600
2006-03-07,7281950370
2006-03-08,7277395830
2006-03-09,7226536800
2006-03-10,7350268470
2006-03-13,7381391160
2006-03-14,7402645680
2006-03-15,7407959310
2006-03-16,7422382020
2006-03-17,7379872980
2006-03-20,7387463879
2006-03-21,7348750290
2006-03-22,7382150250
2006-03-23,7455781980
2006-03-24,7458818340
2006-03-27,7503604650
2006-03-28,7497531930
2006-03-29,7508918280
2006-03-30,7551427320
2006-03-31,7567368210
2006-04-03,7557500040
2006-04-04,7581790920
2006-04-05,7671363540
2006-04-06,7656181740
2006-04-07,7552945500
2006-04-10,7517268270
2006-04-11,7300927620
2006-04-12,7294854900
2006-04-13,7274359470
2006-04-17,7270564020
2006-04-18,7335086670
2006-04-19,7300168530
2006-04-20,7305482160
2006-04-21,7225777710
2006-04-24,7155182340
2006-04-25,7089900600
2006-04-26,7052705190
2006-04-27,7153664160
2006-04-28,7105841490
2006-05-01,7068646080
2006-05-02,6992737080
2006-05-03,6984387090
2006-05-04,6938841690
2006-05-05,7036764300
2006-05-08,6679575540
2006-05-09,6653275200
2006-05-10,6649721100
2006-05-11,6576506640
2006-05-12,6493340700
2006-05-15,6450691500
2006-05-16,6400934100
2006-05-17,6393825900
2006-05-18,6416572140
2006-05-19,6432921000
2006-05-22,6290046180
2006-05-23,6248107800
2006-05-24,6408042300
2006-05-25,6317768160
2006-05-26,6320611440
2006-05-30,6347622600
2006-05-31,6449269860
2006-06-01,6516797760
2006-06-02,6518219400
2006-06-05,6380320320
2006-06-06,6376055400
2006-06-07,6430077720
2006-06-08,6610626000
2006-06-09,6606361080
2006-06-12,6476281020
2006-06-13,6478413480
2006-06-14,6567976800
2006-06-15,6610626000
2006-06-16,6577928280
2006-06-19,6558025320
2006-06-20,6618445020
2006-06-21,6689527020
2006-06-22,6671045700
2006-06-23,6647588640
2006-06-26,6610626000
2006-06-27,6578639100
2006-06-28,6558736140
2006-06-29,6383163600
2006-06-30,6269432400
2006-07-03,6324165540
2006-07-05,6204036960
2006-07-06,6142906440
2006-07-07,6132954960
2006-07-10,6108787080
2006-07-11,6098835600
2006-07-12,6041970000
2006-07-13,6059740500
2006-07-14,6000742440
2006-07-17,6076089360
2006-07-18,6018512940
2006-07-19,6137930700
2006-07-20,6044813280
2006-07-21,6041970000
2006-07-24,6144328080
2006-07-25,6288624540
2006-07-26,6223229100
2006-07-27,6140063160
2006-07-28,6194796300
2006-07-31,6245975340
2006-08-01,6194796300
2006-08-02,6244553700
2006-08-03,6304973400
2006-08-04,6327008820
2006-08-07,6329141280
2006-08-08,6236023860
2006-08-09,6135798239
2006-08-10,6274408140
2006-08-11,6302840940
2006-08-14,6162809400
2006-08-15,6227494020
2006-08-16,6263745840
2006-08-17,6268721580
2006-08-18,6351176700
2006-08-21,6287202900
2006-08-22,6265167480
2006-08-23,6279383880
2006-08-24,6141484800
2006-08-25,6199061220
2006-08-28,6265878300
2006-08-29,6282227160
2006-08-30,6409463940
2006-08-31,6418704600
2006-09-01,6486232500
2006-09-05,6582904020
2006-09-06,6487654140
2006-09-07,6406620660
2006-09-08,6432210180
2006-09-11,6704454239
2006-09-12,6806101500
2006-09-13,6813209700
2006-09-14,6796150020
2006-09-15,6796150020
2006-09-18,6688816200
2006-09-19,7013660940
2006-09-20,7199184960
2006-09-21,7120994760
2006-09-22,7155114120
2006-09-25,7352722080
2006-09-26,7403190300
2006-09-27,7490621160
2006-09-28,7406033580
2006-09-29,7342770600
2006-10-02,7403190300
2006-10-03,7509813300
2006-10-04,7677566820
2006-10-05,7695337320
2006-10-06,7639893360
2006-10-09,7715951100
2006-10-10,7750070460
2006-10-11,7700313060
2006-10-12,7786322280
2006-10-13,7731589140
2006-10-16,7745094720
2006-10-17,7854561000
2006-10-18,7934172840
2006-10-19,7987484340
2006-10-20,7976822040
2006-10-23,8103348000
2006-10-24,8051458140
2006-10-25,7767130140
2006-10-26,7951232520
2006-10-27,7882993800
2006-10-30,7920667260
2006-10-31,7961184000
2006-11-01,7816176720
2006-11-02,7813333440
2006-11-03,7769262600
2006-11-06,7938437760
2006-11-07,7928486280
2006-11-08,8045060760
2006-11-09,8023025340
2006-11-10,8041506660
2006-11-13,8003122380
2006-11-14,8106191280
2006-11-15,8096239800
2006-11-16,8154527040
2006-11-17,8159502780
2006-11-20,8070206760
2006-11-21,8071616280
2006-11-22,8100511440
2006-11-24,8099101920
2006-11-27,8011711680
2006-11-28,7975768920
2006-11-29,7971540360
2006-11-30,8006778360
2006-12-01,7990568880
2006-12-04,8067387720
2006-12-05,8407082040
2006-12-06,8415539160
2006-12-07,8291501400
2006-12-08,8297139480
2006-12-11,8301368040
2006-12-12,8252034840
2006-12-13,8245692000
2006-12-14,8280930000
2006-12-15,8244987240
2006-12-18,8190720720
2006-12-19,8273882400
2006-12-20,8249215800
2006-12-21,8217501600
2006-12-22,8210454000
2006-12-26,8218911120
2006-12-27,8230892040
2006-12-28,8204111160
2006-12-29,8144206560
2007-01-03,8359158360
2007-01-04,8428929600
2007-01-05,8374663080
2007-01-08,8376072600
2007-01-09,8570586360
2007-01-10,8514910319
2007-01-11,8799633360
2007-01-12,8782014360
2007-01-16,8720700240
2007-01-17,8708014560
2007-01-18,8729862120
2007-01-19,8815842840
2007-01-22,8789061960
2007-01-23,8805976200
2007-01-24,8846147520
2007-01-25,8770033440
2007-01-26,8791881000
2007-01-29,8775671520
2007-01-30,8696033640
2007-01-31,8853899880
2007-02-01,8932128240
2007-02-02,8939880600
2007-02-05,8908871160
2007-02-06,8982166200
2007-02-07,8975118600
2007-02-08,8923671120
2007-02-09,8848966560
2007-02-12,8760291400
2007-02-13,8819753520
2007-02-14,8835656180
2007-02-15,8814913580
2007-02-16,8768588440
2007-02-20,8847410320
2007-02-21,8868844340
2007-02-22,8976705860
2007-02-23,9057602000
2007-02-26,9085950220
2007-02-27,8573608000
2007-02-28,8674555320
2007-03-01,8628921600
2007-03-02,8471969260
2007-03-05,8405592940
2007-03-06,8552865400
2007-03-07,8689075140
2007-03-08,8733326020
2007-03-09,8800393760
2007-03-12,8804542280
2007-03-13,8682852360
2007-03-14,8595733440
2007-03-15,8646898520
2007-03-16,8615093200
2007-03-19,8643441420
2007-03-20,8744388740
2007-03-21,8809382220
2007-03-22,8857090200
2007-03-23,8923466520
2007-03-26,8920700840
2007-03-27,8897192560
2007-03-28,8817679260
2007-03-29,8828050560
2007-03-30,8859855880
2007-04-02,8917935160
2007-04-03,8942826280
2007-04-04,8945591960
2007-04-05,8962877460
2007-04-09,9000905560
2007-04-10,9017499640
2007-04-11,9017499640
2007-04-12,9045156440
2007-04-13,9030636620
2007-04-16,9164080680
2007-04-17,9121904060
2007-04-18,9102544300
2007-04-19,9127435420
2007-04-20,9246359660
2007-04-23,9272633620
2007-04-24,9235296940
2007-04-25,9368049580
2007-04-26,9256730960
2007-04-27,9209022980
2007-04-30,9198651680
2007-05-01,9230457000
2007-05-02,9175834820
2007-05-03,9194503160
2007-05-04,9147486600
2007-05-07,8594584600
2007-05-08,8590693300
2007-05-09,8761910500
2007-05-10,8669167850
2007-05-11,8742454000
2007-05-14,8670464950
2007-05-15,8448012299
2007-05-16,8539457849
2007-05-17,8615986750
2007-05-18,8723646050
2007-05-21,8689921450
2007-05-22,8567994050
2007-05-23,8193132150
2007-05-24,8172378550
2007-05-25,8238530650
2007-05-29,8275498000
2007-05-30,8338407350
2007-05-31,8342298650
2007-06-01,8436986950
2007-06-04,8547240449
2007-06-05,8571885349
2007-06-06,8541403499
2007-06-07,8524541200
2007-06-08,8540106400
2007-06-11,8717809100
2007-06-12,8704189550
2007-06-13,8933127700
2007-06-14,8859841550
2007-06-15,8910428450
2007-06-18,9034950050
2007-06-19,9027816000
2007-06-20,8931830600
2007-06-21,8885135000
2007-06-22,8890971950
2007-06-25,8887729200
2007-06-26,8820280000
2007-06-27,8897457450
2007-06-28,8879946600
2007-06-29,8860490100
2007-07-02,8935721900
2007-07-03,8980471850
2007-07-05,9086185500
2007-07-06,9074511600
2007-07-09,8980471850
2007-07-10,8752830800
2007-07-11,8787852500
2007-07-12,8732725750
2007-07-13,8812497400
2007-07-16,8765153250
2007-07-17,8794338000
2007-07-18,8718457650
2007-07-19,8798229300
2007-07-20,8672410600
2007-07-23,8665276550
2007-07-24,8516110050
2007-07-25,8369537750
2007-07-26,8251501650
2007-07-27,8265769750
2007-07-30,8391588449
2007-07-31,8224262550
2007-08-01,8191835050
2007-08-02,8293657400
2007-08-03,7914904200
2007-08-06,8066016350
2007-08-07,8025157700
2007-08-08,7930469400
2007-08-09,7567929950
2007-08-10,7515397400
2007-08-13,7705422550
2007-08-14,7502426400
2007-08-15,7404495350
2007-08-16,7338991800
2007-08-17,7663915350
2007-08-20,7701531250
2007-08-21,7769629000
2007-08-22,7961599800
2007-08-23,7827998500
2007-08-24,7994027300
2007-08-27,7853940500
2007-08-28,7497238000
2007-08-29,7870154250
2007-08-30,7797516650
2007-08-31,7866262950
2007-09-04,7715799350
2007-09-05,7430437350
2007-09-06,7438219950
2007-09-07,7230683950
2007-09-10,7165180400
2007-09-11,7189176750
2007-09-12,7027687800
2007-09-13,7076977600
2007-09-14,7127564500
2007-09-17,7044550100
2007-09-18,7336397600
2007-09-19,7428491700
2007-09-20,7395415650
2007-09-21,7387633050
2007-09-24,7482969900
2007-09-25,7377256250
2007-09-26,7423951850
2007-09-27,7486861200
2007-09-28,7532259700
2007-10-01,7556904600
2007-10-02,7737850050
2007-10-03,7902581750
2007-10-04,7815027500
2007-10-05,8080284450
2007-10-08,8001161350
2007-10-09,7975219350
2007-10-10,7997270050
2007-10-11,7999215700
2007-10-12,8022563500
2007-10-15,7921389700
2007-10-16,7846806450
2007-10-17,7847455000
2007-10-18,7866262950
2007-10-19,7696342850
2007-10-22,7792976800
2007-10-23,7760549300
2007-10-24,7912958550
2007-10-25,7944737500
2007-10-26,7982353400
2007-10-29,8016078000
2007-10-30,8018672200
2007-10-31,8068610550
2007-11-01,7890259300
2007-11-02,7857183250
2007-11-05,7709962400
2007-11-06,7859128900
2007-11-07,7712556600
2007-11-08,7631487850
2007-11-09,7372716400
2007-11-12,7433031550
2007-11-13,7636676250
2007-11-14,7442111250
2007-11-15,7391524350
2007-11-16,7240412200
2007-11-19,6852884430
2007-11-20,6699306000
2007-11-21,6662017410
2007-11-23,6777675240
2007-11-26,6536879430
2007-11-27,6638001030
2007-11-28,6874372770
2007-11-29,6912925380
2007-11-30,7055127630
2007-12-03,6817491870
2007-12-04,8140288800
2007-12-05,7977230220
2007-12-06,8101736190
2007-12-07,8207913870
2007-12-10,8353276169
2007-12-11,8058127500
2007-12-12,7848932190
2007-12-13,7620776580
2007-12-14,7588544070
2007-12-17,7577167890
2007-12-18,7603080300
2007-12-19,7773723000
2007-12-20,7767402900
2007-12-21,7735170390
2007-12-24,7838188020
2007-12-26,7691561700
2007-12-27,7601816280
2007-12-28,7511438850
2007-12-31,7578431910
2008-01-02,7344588210
2008-01-03,7187217720
2008-01-04,6988766580
2008-01-07,7119592650
2008-01-08,6849724380
2008-01-09,6821915940
2008-01-10,6933781710
2008-01-11,6704994090
2008-01-14,6764403030
2008-01-15,6577328070
2008-01-16,6771355140
2008-01-17,6565319880
2008-01-18,6703098060
2008-01-22,6983710500
2008-01-23,7241570580
2008-01-24,7226402340
2008-01-25,7080408030
2008-01-28,7500694680
2008-01-29,7484894430
2008-01-30,7337004090
2008-01-31,7625200650
2008-02-01,7684609590
2008-02-04,7432437600
2008-02-05,7255474800
2008-02-06,7204914000
2008-02-07,7369236600
2008-02-08,7307299620
2008-02-11,7436038830
2008-02-12,7351301250
2008-02-13,7351933620
2008-02-14,7153369440
2008-02-15,7184987940
2008-02-19,7169178690
2008-02-20,7403787960
2008-02-21,7186885050
2008-02-22,7291858470
2008-02-25,7422126690
2008-02-26,7900198410
2008-02-27,7730723250
2008-02-28,7571366010
2008-02-29,7277313960
2008-03-03,7444259640
2008-03-04,7384816860
2008-03-05,7415170620
2008-03-06,7188149790
2008-03-07,7135030710
2008-03-10,6970614510
2008-03-11,7262137080
2008-03-12,7055352090
2008-03-13,7283637660
2008-03-14,7184355570
2008-03-17,7010453820
2008-03-18,7201429560
2008-03-19,7126177530
2008-03-20,7375963680
2008-03-24,7572630750
2008-03-25,7580851560
2008-03-26,7456907040
2008-03-27,7282372920
2008-03-28,7161590250
2008-03-31,7198267710
2008-04-01,7559983350
2008-04-02,7475245770
2008-04-03,7448053860
2008-04-04,7397464260
2008-04-07,7320315120
2008-04-08,7331697780
2008-04-09,7236842280
2008-04-10,7374066570
2008-04-11,7396199520
2008-04-14,7406949810
2008-04-15,7480937100
2008-04-16,7617529020
2008-04-17,7674442320
2008-04-18,7741473540
2008-04-21,7730723250
2008-04-22,7558086240
2008-04-23,7537218030
2008-04-24,7682030760
2008-04-25,7831902450
2008-04-28,7819255050
2008-04-29,7927390320
2008-04-30,7635867750
2008-05-01,7964700150
2008-05-02,7835064300
2008-05-05,7165226250
2008-05-06,7267878250
2008-05-07,7243381750
2008-05-08,7159977000
2008-05-09,7141313000
2008-05-12,7335535250
2008-05-13,7388027750
2008-05-14,7397359750
2008-05-15,7486013750
2008-05-16,7419523250
2008-05-19,7453935000
2008-05-20,7406691750
2008-05-21,7329702750
2008-05-22,7491263000
2008-05-23,7423606000
2008-05-27,7420689750
2008-05-28,7408441500
2008-05-29,7452185250
2008-05-30,7381612000
2008-06-02,7430021750
2008-06-03,7430021750
2008-06-04,7334368750
2008-06-05,7354199250
2008-06-06,7100485500
2008-06-09,7083571250
2008-06-10,7074239250
2008-06-11,6890515500
2008-06-12,6899847500
2008-06-13,6971004000
2008-06-16,7020580250
2008-06-17,7018247250
2008-06-18,6868352000
2008-06-19,6930176500
2008-06-20,6707375000
2008-06-23,6545814750
2008-06-24,6526567500
2008-06-25,6521901500
2008-06-26,6688127750
2008-06-27,7006582250
2008-06-30,7057908250
2008-07-01,7097569250
2008-07-02,6908596250
2008-07-03,7009498500
2008-07-07,6964588250
2008-07-08,7131397750
2008-07-09,7076572250
2008-07-10,7007748750
2008-07-11,6863686000
2008-07-14,6854354000
2008-07-15,6715540500
2008-07-16,6994917250
2008-07-17,7284792500
2008-07-18,7349533250
2008-07-21,7262629000
2008-07-22,7478431500
2008-07-23,7616078500
2008-07-24,7523925000
2008-07-25,7458017750
2008-07-28,7390360750
2008-07-29,7642324750
2008-07-30,7655156250
2008-07-31,7599164250
2008-08-01,7659822250
2008-08-04,7609662750
2008-08-05,7935116250
2008-08-06,7815550000
2008-08-07,7811467250
2008-08-08,8069263750
2008-08-11,8104842000
2008-08-12,7967778250
2008-08-13,7833047500
2008-08-14,7935699500
2008-08-15,8083261750
2008-08-18,8002773250
2008-08-19,7867459249
2008-08-20,7883790249
2008-08-21,7835380500
2008-08-22,7974194000
2008-08-25,7783471249
2008-08-26,7952030500
2008-08-27,8008022500
2008-08-28,8091427249
2008-08-29,8003939749
2008-09-02,8066930750
2008-09-03,8231407250
2008-09-04,8071013500
2008-09-05,8059931750
2008-09-08,8164333499
2008-09-09,7874458249
2008-09-10,7990525000
2008-09-11,8038351500
2008-09-12,8078012500
2008-09-15,7925201000
2008-09-16,7793969750
2008-09-17,7476681750
2008-09-18,7496512250
2008-09-19,7628326750
2008-09-22,7527424500
2008-09-23,7417190250
2008-09-24,7347783500
2008-09-25,7510510250
2008-09-26,7544338750
2008-09-29,7264378750
2008-09-30,7193805500
2008-10-01,7119732750
2008-10-02,6823441750
2008-10-03,6847355000
2008-10-06,6946507500
2008-10-07,6311348250
2008-10-08,6237858750
2008-10-09,5761926750
2008-10-10,5815002500
2008-10-13,6255356250
2008-10-14,6328262500
2008-10-15,5897240750
2008-10-16,6156787000
2008-10-17,6217445000
2008-10-20,6336428000
2008-10-21,6353925500
2008-10-22,6180117000
2008-10-23,6152704250
2008-10-24,5989977500
2008-10-27,6000476000
2008-10-28,6660715000
2008-10-29,6984418750
2008-10-30,7121482500
2008-10-31,7424189250
2008-11-03,7041577250
2008-11-04,7165226250
2008-11-05,6882933250
2008-11-06,6838023000
2008-11-07,6937175500
2008-11-10,6777365000
2008-11-11,6524234500
2008-11-12,6020306500
2008-11-13,6572061000
2008-11-14,6168452000
2008-11-17,6100211750
2008-11-18,6250107000
2008-11-19,5497131250
2008-11-20,5196174250
2008-11-21,5389813250
2008-11-24,5601965040
2008-11-25,5830293720
2008-11-26,6146788920
2008-11-28,6172786740
2008-12-01,5711042850
2008-12-02,6124182120
2008-12-03,6544668600
2008-12-04,6464414460
2008-12-05,6865685160
2008-12-08,6584230500
2008-12-09,7036931670
2008-12-10,7269216540
2008-12-11,7124533020
2008-12-12,7324603200
2008-12-15,7291823340
2008-12-16,7545019500
2008-12-17,7588537590
2008-12-18,7673313090
2008-12-19,7438767540
2008-12-22,7269781710
2008-12-23,7330820070
2008-12-24,7345514490
2008-12-26,7473242909
2008-12-29,7499240730
2008-12-30,7756958250
2008-12-31,7882425990
2009-01-02,7944594690
2009-01-05,7784086409
2009-01-06,7867166399
2009-01-07,7654662480
2009-01-08,7678399620
2009-01-09,7520152020
2009-01-12,7277694090
2009-01-13,7299735720
2009-01-14,7181050020
2009-01-15,7420116930
2009-01-16,7494719370
2009-01-20,7289562659
2009-01-21,7518456510
2009-01-22,7521282360
2009-01-23,7525238550
2009-01-26,7494719370
2009-01-27,7566495960
2009-01-28,7758088590
2009-01-29,7686312000
2009-01-30,7510544129
2009-02-02,7590233100
2009-02-03,7860384360
2009-02-04,7742829000
2009-02-05,7904467620
2009-02-06,8136187320
2009-02-09,8051411820
2009-02-10,7885251840
2009-02-11,7847950620
2009-02-12,7898815919
2009-02-13,7725873899
2009-02-17,7199854480
2009-02-18,7274727720
2009-02-19,7792282160
2009-02-20,8000506279
2009-02-23,7754025760
2009-02-24,7958424240
2009-02-25,7863329760
2009-02-26,7710304160
2009-02-27,7773153959
2009-03-02,7652919560
2009-03-03,8249172880
2009-03-04,8432257080
2009-03-05,8331697399
2009-03-06,8348639519
2009-03-09,8197800000
2009-03-10,8616434320
2009-03-11,8662888520
2009-03-12,8798972000
2009-03-13,8772192520
2009-03-16,8662342000
2009-03-17,8823565400
2009-03-18,8870566120
2009-03-19,8789134640
2009-03-20,8745959560
2009-03-23,8674365440
2009-03-24,8637748600
2009-03-25,8864007880
2009-03-26,9083162400
2009-03-27,8973311880
2009-03-30,8930136800
2009-03-31,8887508240
2009-04-01,9117046640
2009-04-02,8648132480
2009-04-03,8760715600
2009-04-06,8792413760
2009-04-07,8496746440
2009-04-08,8699505360
2009-04-09,8838321440
