,NBR
2004-08-24,6291555800
2004-08-25,6439153910
2004-08-26,6577806680
2004-08-27,6562897780
2004-08-30,6463008150
2004-08-31,6574824900
2004-09-01,6691114320
2004-09-02,6641914950
2004-09-03,6746277250
2004-09-07,6723913900
2004-09-08,6734350130
2004-09-09,6801440180
2004-09-10,6729877460
2004-09-13,6791003950
2004-09-14,6843185100
2004-09-15,6820821750
2004-09-16,6831257980
2004-09-17,6856603110
2004-09-20,6798458400
2004-09-21,6899838920
2004-09-22,6873002900
2004-09-23,6850639550
2004-09-24,7022091900
2004-09-27,7037000800
2004-09-28,7081727500
2004-09-29,7022091900
2004-09-30,7093314100
2004-10-01,7258100700
2004-10-04,7205668600
2004-10-05,7196680240
2004-10-06,7413898940
2004-10-07,7392926100
2004-10-08,7430377600
2004-10-11,7335999820
2004-10-12,7190688000
2004-10-13,7048372300
2004-10-14,7198178300
2004-10-15,7198178300
2004-10-18,7183197700
2004-10-19,7150240380
2004-10-20,7368957140
2004-10-21,7485805820
2004-10-22,7460338800
2004-10-25,7437867900
2004-10-26,7718005120
2004-10-27,7452848500
2004-10-28,7285065780
2004-10-29,7358470720
2004-11-01,7267089060
2004-11-02,7123275300
2004-11-03,7347984300
2004-11-04,7318023100
2004-11-05,7321019220
2004-11-08,6962982880
2004-11-09,7045376180
2004-11-10,7205668600
2004-11-11,7225143380
2004-11-12,7406408640
2004-11-15,7108294700
2004-11-16,7153236500
2004-11-17,7325513400
2004-11-18,7541234040
2004-11-19,7700028400
2004-11-22,7768939160
2004-11-23,7884289780
2004-11-24,8037091900
2004-11-26,7902266500
2004-11-29,7842344100
2004-11-30,7789912000
2004-12-01,7535241800
2004-12-02,7433373720
2004-12-03,7535241800
2004-12-06,7437867900
2004-12-07,7297050260
2004-12-08,7355474600
2004-12-09,7490300000
2004-12-10,7425883420
2004-12-13,7475319400
2004-12-14,7620631220
2004-12-15,7767441100
2004-12-16,7770437220
2004-12-17,7968181140
2004-12-20,7849834400
2004-12-21,7951702480
2004-12-22,7762946920
2004-12-23,7789912000
2004-12-27,7655086600
2004-12-28,7602654500
2004-12-29,7765943040
2004-12-30,7667071080
2004-12-31,7804542850
2005-01-03,7446955100
2005-01-04,7408913850
2005-01-05,7329788050
2005-01-06,7300876700
2005-01-07,7151755000
2005-01-10,7182188000
2005-01-11,7288703500
2005-01-12,7376959200
2005-01-13,7512386050
2005-01-14,7553470600
2005-01-18,7547384000
2005-01-19,7547384000
2005-01-20,7440868500
2005-01-21,7478909750
2005-01-24,7448476750
2005-01-25,7558035550
2005-01-26,7637161350
2005-01-27,7704113950
2005-01-28,7559557200
2005-01-31,7669116000
2005-02-01,7606728350
2005-02-02,7789326350
2005-02-03,7850192350
2005-02-04,7965837750
2005-02-07,7784761400
2005-02-08,7833454200
2005-02-09,7841062450
2005-02-10,8148435750
2005-02-11,8396464700
2005-02-14,8254951250
2005-02-15,8191041950
2005-02-16,8454287400
2005-02-17,8422332750
2005-02-18,8703838000
2005-02-22,8618625600
2005-02-23,8711446250
2005-02-24,8772312250
2005-02-25,8921433950
2005-02-28,8734271000
2005-03-01,8559281250
2005-03-02,8734271000
2005-03-03,8900130850
2005-03-04,9065990700
2005-03-07,8886436000
2005-03-08,8816440100
2005-03-09,8627755500
2005-03-10,8448200800
2005-03-11,8524283300
2005-03-14,8647536950
2005-03-15,8671883350
2005-03-16,8699273050
2005-03-17,8635363750
2005-03-18,8810353500
2005-03-21,8889479300
2005-03-22,8892522600
2005-03-23,8646015300
2005-03-24,8805788550
2005-03-28,8919912300
2005-03-29,8635363750
2005-03-30,8719054500
2005-03-31,9311001600
2005-04-01,9495206400
2005-04-04,9470016000
2005-04-05,9422784000
2005-04-06,9531417600
2005-04-07,9304704000
2005-04-08,9158284800
2005-04-11,9257472000
2005-04-12,9062246400
2005-04-13,8788300800
2005-04-14,8827660800
2005-04-15,8692262400
2005-04-18,8778854400
2005-04-19,8989824000
2005-04-20,9037056000
2005-04-21,9259046400
2005-04-22,9285811200
2005-04-25,9345638400
2005-04-26,9103180800
2005-04-27,8731622400
2005-04-28,8487590400
2005-04-29,8481292800
2005-05-02,8671795200
2005-05-03,8495462400
2005-05-04,8708006400
2005-05-05,8786726400
2005-05-06,8764684800
2005-05-09,8901657600
2005-05-10,8629286400
2005-05-11,8700134400
2005-05-12,8303385600
2005-05-13,8205772800
2005-05-16,8139648000
2005-05-17,8208921600
2005-05-18,8068800000
2005-05-19,8186880000
2005-05-20,8215219200
2005-05-23,8377382400
2005-05-24,8345894400
2005-05-25,8501760000
2005-05-26,8533248000
2005-05-27,8632435200
2005-05-31,8676518400
2005-06-01,8936294400
2005-06-02,9011865600
2005-06-03,9052800000
2005-06-06,9005568000
2005-06-07,8953612800
2005-06-08,8996121600
2005-06-09,9320448000
2005-06-10,9367680000
2005-06-13,9410188800
2005-06-14,9454272000
2005-06-15,9435379200
2005-06-16,9547161600
2005-06-17,9540864000
2005-06-20,9399168000
2005-06-21,9282662400
2005-06-22,9386572800
2005-06-23,9525120000
2005-06-24,9564480000
2005-06-27,9649497600
2005-06-28,9375552000
2005-06-29,9383424000
2005-06-30,9530039890
2005-07-01,9539472460
2005-07-05,9882189170
2005-07-06,9767426235
2005-07-07,9791007660
2005-07-08,9762709950
2005-07-11,9855463555
2005-07-12,10003240485
2005-07-13,9896338025
2005-07-14,9646374920
2005-07-15,9622793495
2005-07-18,9574058550
2005-07-19,9860179840
2005-07-20,9932496210
2005-07-21,9746989000
2005-07-22,10306654820
2005-07-25,10372682810
2005-07-26,10272068730
2005-07-27,10515743455
2005-07-28,10426134040
2005-07-29,10289361775
2005-08-01,10385259570
2005-08-02,10672952955
2005-08-03,10454431750
2005-08-04,10422989850
2005-08-05,10352245575
2005-08-08,10485873650
2005-08-09,10380543285
2005-08-10,10556617925
2005-08-11,10578627255
2005-08-12,10540896975
2005-08-15,10345957195
2005-08-16,10132152275
2005-08-17,9868040315
2005-08-18,9896338025
2005-08-19,10122719705
2005-08-22,9940356685
2005-08-23,9901054310
2005-08-24,10147873225
2005-08-25,10212329120
2005-08-26,10064552190
2005-08-29,10152589510
2005-08-30,10218617500
2005-08-31,10533036500
2005-09-01,10690246000
2005-09-02,10550329545
2005-09-06,10665092480
2005-09-07,10690246000
2005-09-08,10639938960
2005-09-09,10935492820
2005-09-12,10721687900
2005-09-13,10666664575
2005-09-14,10699678570
2005-09-15,10792432175
2005-09-16,10962218435
2005-09-19,11334804950
2005-09-20,11350525900
2005-09-21,11275065340
2005-09-22,11080125560
2005-09-23,10866320640
2005-09-26,11135148885
2005-09-27,11213753635
2005-09-28,11322228190
2005-09-29,11473149310
2005-09-30,11241035850
2005-10-03,11169048150
2005-10-04,10831018950
2005-10-05,10375618500
2005-10-06,10133051250
2005-10-07,10291111200
2005-10-10,10158090450
2005-10-11,10222253400
2005-10-12,10073583150
2005-10-13,9749638500
2005-10-14,9915523200
2005-10-17,10042284150
2005-10-18,9671391000
2005-10-19,9846665400
2005-10-20,9510201150
2005-10-21,9633832200
2005-10-24,9921783000
2005-10-25,10508639250
2005-10-26,10574367150
2005-10-27,10482035100
2005-10-28,10759031250
2005-10-31,10740251850
2005-11-01,10926480900
2005-11-02,11190957450
2005-11-03,11106450150
2005-11-04,10798155000
2005-11-07,10646354850
2005-11-08,10759031250
2005-11-09,10680783750
2005-11-10,10139311050
2005-11-11,10120531650
2005-11-14,10228513200
2005-11-15,10280156550
2005-11-16,10569672300
2005-11-17,10771550850
2005-11-18,10744946700
2005-11-21,11079846000
2005-11-22,11118969750
2005-11-23,11203477050
2005-11-25,11215996650
2005-11-28,10696433250
2005-11-29,10713647700
2005-11-30,10956214950
2005-12-01,11291114250
2005-12-02,11222256450
2005-12-05,11206606950
2005-12-06,11205042000
2005-12-07,11381881350
2005-12-08,11890490100
2005-12-09,11939003550
2005-12-12,12126797550
2005-12-13,12114277950
2005-12-14,12342760650
2005-12-15,12200350200
2005-12-16,11879535450
2005-12-19,12015686100
2005-12-20,12284857500
2005-12-21,12201915150
2005-12-22,12278597700
2005-12-23,12181570800
2005-12-27,11791898250
2005-12-28,11973432450
2005-12-29,11791898250
2005-12-30,11854496250
2006-01-03,12277032750
2006-01-04,12425703000
2006-01-05,12089238750
2006-01-06,12308331750
2006-01-09,12190960500
2006-01-10,12397533900
2006-01-11,12402228750
2006-01-12,12147141900
2006-01-13,12195655350
2006-01-17,12430397850
2006-01-18,12247298700
2006-01-19,12546204150
2006-01-20,12538379400
2006-01-23,12748082700
2006-01-24,12627581550
2006-01-25,12190960500
2006-01-26,12247298700
2006-01-27,12485171100
2006-01-30,12881103450
2006-01-31,12715218750
2006-02-01,12258253350
2006-02-02,12200350200
2006-02-03,12200350200
2006-02-06,12707394000
2006-02-07,11754339450
2006-02-08,11917094250
2006-02-09,11497687650
2006-02-10,11439784500
2006-02-13,11353712250
2006-02-14,10985949000
2006-02-15,10735557000
2006-02-16,10821629250
2006-02-17,10619750700
2006-02-21,10829454000
2006-02-22,10723037400
2006-02-23,10701128100
2006-02-24,10585321800
2006-02-27,10316150400
2006-02-28,10320845250
2006-03-01,10463255700
2006-03-02,10516464000
2006-03-03,10671394050
2006-03-06,10239467850
2006-03-07,10054803750
2006-03-08,10000030500
2006-03-09,10051673850
2006-03-10,10000030500
2006-03-13,10250422500
2006-03-14,10579062000
2006-03-15,10469515500
2006-03-16,10550892900
2006-03-17,10313020500
2006-03-20,9990640800
2006-03-21,10057933650
2006-03-22,10108012050
2006-03-23,10416307200
2006-03-24,10582191900
2006-03-27,10688608500
2006-03-28,10928045850
2006-03-29,11064196500
2006-03-30,11546201100
2006-03-31,10537256010
2006-04-03,10434209360
2006-04-04,10599084000
2006-04-05,10743349310
2006-04-06,10783095875
2006-04-07,10525479250
2006-04-10,10635886375
2006-04-11,10575530480
2006-04-12,10563753720
2006-04-13,10702130650
2006-04-17,11071626495
2006-04-18,11261526750
2006-04-19,11346908260
2006-04-20,11105484680
2006-04-21,11367517590
2006-04-24,11182033620
2006-04-25,11031879930
2006-04-26,11005382220
2006-04-27,10778679590
2006-04-28,10990661270
2006-05-01,11285080270
2006-05-02,11638383070
2006-05-03,11335131500
2006-05-04,11364573400
2006-05-05,11579499270
2006-05-08,11367517590
2006-05-09,11452899100
2006-05-10,11782648380
2006-05-11,11438178150
2006-05-12,10881726240
2006-05-15,10575530480
2006-05-16,10534311820
2006-05-17,10378269750
2006-05-18,10204562540
2006-05-19,10466595450
2006-05-22,10484260590
2006-05-23,10390046510
2006-05-24,10248725390
2006-05-25,10596139810
2006-05-26,10525479250
2006-05-30,10339995280
2006-05-31,10572586290
2006-06-01,10540200200
2006-06-02,10604972380
2006-06-05,10263446340
2006-06-06,10169232260
2006-06-07,9642222250
2006-06-08,9686385100
2006-06-09,9659887390
2006-06-12,9156430900
2006-06-13,8844346760
2006-06-14,9112268050
2006-06-15,9539175600
2006-06-16,9548008170
2006-06-19,9277142690
2006-06-20,9124044810
2006-06-21,9362524200
2006-06-22,9394910290
2006-06-23,9530343030
2006-06-26,9598059400
2006-06-27,9512677890
2006-06-28,9603947780
2006-06-29,9877757450
2006-06-30,9378515870
2006-07-03,9492312600
2006-07-05,9409046700
2006-07-06,9278596790
2006-07-07,9026023560
2006-07-10,9100962870
2006-07-11,9175902180
2006-07-12,9150922410
2006-07-13,8867818350
2006-07-14,8851165170
2006-07-17,8473693090
2006-07-18,8434835670
2006-07-19,8648551480
2006-07-20,8329365530
2006-07-21,8157282670
2006-07-24,8506999450
2006-07-25,8956635310
2006-07-26,9461781770
2006-07-27,9325780800
2006-07-28,9436802000
2006-07-31,9803171960
2006-08-01,9828151730
2006-08-02,9769865600
2006-08-03,9500639190
2006-08-04,9372964810
2006-08-07,9436802000
2006-08-08,9395169050
2006-08-09,9350760570
2006-08-10,9461781770
2006-08-11,9395169050
2006-08-14,9089860750
2006-08-15,9209208540
2006-08-16,9350760570
2006-08-17,9173126650
2006-08-18,9389617990
2006-08-21,9464557300
2006-08-22,9281372320
2006-08-23,9156473470
2006-08-24,9311903150
2006-08-25,9497863660
2006-08-28,9242514900
2006-08-29,9300801030
2006-08-30,9145371350
2006-08-31,9125942640
2006-09-01,9325780800
2006-09-05,9211984070
2006-09-06,8970512960
2006-09-07,8934431070
2006-09-08,8773450330
2006-09-11,8401529310
2006-09-12,8321038940
2006-09-13,8487570740
2006-09-14,8273854930
2006-09-15,8343243180
2006-09-18,8634673830
2006-09-19,8526428160
2006-09-20,8232221980
2006-09-21,8282181520
2006-09-22,8026832760
2006-09-25,8046261470
2006-09-26,8268303870
2006-09-27,8215568800
2006-09-28,8160058200
2006-09-29,8257201750
2006-10-02,7924046130
2006-10-03,7642523070
2006-10-04,7739124120
2006-10-05,7888165740
2006-10-06,7874365590
2006-10-09,7750164240
2006-10-10,8324250480
2006-10-11,8161408710
2006-10-12,8448451830
2006-10-13,8445691800
2006-10-16,8580933270
2006-10-17,8365650930
2006-10-18,8238689550
2006-10-19,8506412460
2006-10-20,8456731920
2006-10-23,8453971890
2006-10-24,8652694050
2006-10-25,8619573690
2006-10-26,8782415460
2006-10-27,8564373090
2006-10-30,8423611560
2006-10-31,8522972640
2006-11-01,8492612310
2006-11-02,8478812160
2006-11-03,8647173990
2006-11-06,8663734170
2006-11-07,8663734170
2006-11-08,8837616060
2006-11-09,8931457080
2006-11-10,8798975640
2006-11-13,8614053630
2006-11-14,8556093000
2006-11-15,8688574440
2006-11-16,8362890900
2006-11-17,8434651680
2006-11-20,8807255730
2006-11-21,9039098250
2006-11-22,9052898400
2006-11-24,9022538070
2006-11-27,8873496450
2006-11-28,9005977890
2006-11-29,9345461580
2006-11-30,9317861280
2006-12-01,9541423710
2006-12-04,9290260980
2006-12-05,9135699300
2006-12-06,9259900650
2006-12-07,9193659930
2006-12-08,9141219360
2006-12-11,9017018010
2006-12-12,8983897650
2006-12-13,8928697050
2006-12-14,9014257980
2006-12-15,8953537320
2006-12-18,8760335220
2006-12-19,8798975640
2006-12-20,8732734920
2006-12-21,8522972640
2006-12-22,8476052130
2006-12-26,8343570690
2006-12-27,8426371590
2006-12-28,8343570690
2006-12-29,8219369340
2007-01-03,7768223100
2007-01-04,7809764400
2007-01-05,7906694100
2007-01-08,7962082500
2007-01-09,7901155260
2007-01-10,7878999900
2007-01-11,7831919760
2007-01-12,8106092340
2007-01-16,8039626260
2007-01-17,8067320460
2007-01-18,8011932060
2007-01-19,8183636100
2007-01-22,8236255080
2007-01-23,8380264920
2007-01-24,8322107100
2007-01-25,8106092340
2007-01-26,8125478280
2007-01-29,8070089880
2007-01-30,8302721160
2007-01-31,8385803760
2007-02-01,8363648400
2007-02-02,8737520100
2007-02-05,8543660700
2007-02-06,8540891280
2007-02-07,8338723620
2007-02-08,8286104640
2007-02-09,8280565800
2007-02-12,8125478280
2007-02-13,8269488120
2007-02-14,8266718700
2007-02-15,8363648400
2007-02-16,8297182320
2007-02-20,8308260000
2007-02-21,8468886360
2007-02-22,8468886360
2007-02-23,8485502880
2007-02-26,8587971420
2007-02-27,8327645940
2007-02-28,8297182320
2007-03-01,8214099720
2007-03-02,8078398140
2007-03-05,7978699020
2007-03-06,8155941900
2007-03-07,8236255080
2007-03-08,8222407980
2007-03-09,8250102180
2007-03-12,8239024500
2007-03-13,8067320460
2007-03-14,8158711320
2007-03-15,8153172480
2007-03-16,8108861760
2007-03-19,8366417820
2007-03-20,8191944360
2007-03-21,8349801300
2007-03-22,8452269840
2007-03-23,8510427660
2007-03-26,8587971420
2007-03-27,8585202000
2007-03-28,8432883900
2007-03-29,8288874060
2007-03-30,8216869140
2007-04-02,8377590000
2007-04-03,8346872170
2007-04-04,8360834820
2007-04-05,8492083730
2007-04-09,8419477950
2007-04-10,8614955050
2007-04-11,8673598180
2007-04-12,8913755760
2007-04-13,8958436240
2007-04-16,8975191420
2007-04-17,8843942510
2007-04-18,8841149980
2007-04-19,8765751670
2007-04-20,8871867810
2007-04-23,8863490220
2007-04-24,8891415520
2007-04-25,9145535750
2007-04-26,9103647800
2007-04-27,9142743220
2007-04-30,8969606360
2007-05-01,8930510940
2007-05-02,8933303470
2007-05-03,9137158160
2007-05-04,9357768030
2007-05-07,9324257670
2007-05-08,9472261760
2007-05-09,9564415250
2007-05-10,9371730680
2007-05-11,9572792840
2007-05-14,9581170430
2007-05-15,9528112360
2007-05-16,9745929700
2007-05-17,9949784390
2007-05-18,10075448240
2007-05-21,10036352820
2007-05-22,9941406800
2007-05-23,9874386080
2007-05-24,9625850910
2007-05-25,9768269940
2007-05-29,9639813560
2007-05-30,9810157890
2007-05-31,9757099820
2007-06-01,9821328010
2007-06-04,10011220050
2007-06-05,9913481500
2007-06-06,9754307290
2007-06-07,9497394530
2007-06-08,9550452600
2007-06-11,9662153800
2007-06-12,9410826100
2007-06-13,9542075010
2007-06-14,9678908980
2007-06-15,9832498130
2007-06-18,9879971140
2007-06-19,9927444150
2007-06-20,9740344640
2007-06-21,9734759580
2007-06-22,9798987770
2007-06-25,9556037660
2007-06-26,9410826100
2007-06-27,9544867540
2007-06-28,9318672610
2007-06-29,9321465140
2007-07-02,9343069200
2007-07-03,9343069200
2007-07-05,9155367360
2007-07-06,9186184080
2007-07-09,9188985600
2007-07-10,9018092880
2007-07-11,8939650320
2007-07-12,8973268560
2007-07-13,9099336960
2007-07-16,8858406240
2007-07-17,8819184960
2007-07-18,8990077680
2007-07-19,9107741520
2007-07-20,9079726320
2007-07-23,9102138480
2007-07-24,8838795600
2007-07-25,8718330240
2007-07-26,8491407120
2007-07-27,8312109840
2007-07-30,8317712880
2007-07-31,8191644480
2007-08-01,8163629280
2007-08-02,8090789760
2007-08-03,7791027120
2007-08-06,7869469680
2007-08-07,8079583680
2007-08-08,8387750880
2007-08-09,8334522000
2007-08-10,8491407120
2007-08-13,8292499200
2007-08-14,8059973040
2007-08-15,7886278800
2007-08-16,7791027120
2007-08-17,8009545680
2007-08-20,8118804960
2007-08-21,8006744160
2007-08-22,7992736560
2007-08-23,8096392800
2007-08-24,8502613200
2007-08-27,8258880960
2007-08-28,8169232320
2007-08-29,8368140240
2007-08-30,8236468800
2007-08-31,8289697680
2007-09-04,8471796480
2007-09-05,8432575200
2007-09-06,8488605600
2007-09-07,8516620800
2007-09-10,8446582800
2007-09-11,8522223840
2007-09-12,8693116560
2007-09-13,8676307440
2007-09-14,8788368240
2007-09-17,8665101360
2007-09-18,8835994080
2007-09-19,8749146960
2007-09-20,8763154560
2007-09-21,8872413840
2007-09-24,8833192560
2007-09-25,8673505920
2007-09-26,8513819280
2007-09-27,8676307440
2007-09-28,8620277040
2007-10-01,8641189920
2007-10-02,8507949600
2007-10-03,8399691840
2007-10-04,8433001920
2007-10-05,8202607200
2007-10-08,8111004480
2007-10-09,8077694400
2007-10-10,8324744160
2007-10-11,8363605920
2007-10-12,8438553600
2007-10-15,8396916000
2007-10-16,8366381760
2007-10-17,8244244800
2007-10-18,8274779040
2007-10-19,7980540000
2007-10-22,7875058080
2007-10-23,7925023200
2007-10-24,7919471520
2007-10-25,7789007040
2007-10-26,7650215040
2007-10-29,7636335840
2007-10-30,7444802880
2007-10-31,7794558720
2007-11-01,7766800320
2007-11-02,8088797760
2007-11-05,8180400480
2007-11-06,8197055520
2007-11-07,7900040640
2007-11-08,7908368160
2007-11-09,7747369440
2007-11-12,7544733120
2007-11-13,7750145280
2007-11-14,7658542560
2007-11-15,7583594880
2007-11-16,7711283520
2007-11-19,7516974720
2007-11-20,7650215040
2007-11-21,7500319680
2007-11-23,7636335840
2007-11-26,7439251200
2007-11-27,7380958560
2007-11-28,7414268640
2007-11-29,7486440480
2007-11-30,7467009600
2007-12-03,7444802880
2007-12-04,7333769280
2007-12-05,7386510240
2007-12-06,7569715680
2007-12-07,7639111680
2007-12-10,7766800320
2007-12-11,7652990880
2007-12-12,7883385600
2007-12-13,7908368160
2007-12-14,7719611040
2007-12-17,7589146560
2007-12-18,7680749280
2007-12-19,7689076800
2007-12-20,7761248640
2007-12-21,7833420480
2007-12-24,7861178880
2007-12-26,7886161440
2007-12-27,7739041920
2007-12-28,7664094240
2007-12-31,7603025760
2008-01-02,7844523840
2008-01-03,7780679520
2008-01-04,7530853920
2008-01-07,7419820320
2008-01-08,7275476640
2008-01-09,7383734400
2008-01-10,7555836480
2008-01-11,7572491520
2008-01-14,7830644640
2008-01-15,7625232480
2008-01-16,7450354560
2008-01-17,7219959840
2008-01-18,7095047040
2008-01-22,6972910080
2008-01-23,7147788000
2008-01-24,7394837760
2008-01-25,7269924960
2008-01-28,7478112960
2008-01-29,7522526400
2008-01-30,7433699520
2008-01-31,7533629760
2008-02-01,7752921120
2008-02-04,8194279680
2008-02-05,7716835200
2008-02-06,8036056800
2008-02-07,8327520000
2008-02-08,8327520000
2008-02-11,8754999360
2008-02-12,8516277120
2008-02-13,8746671840
2008-02-14,8585673120
2008-02-15,8521828800
2008-02-19,8741120160
2008-02-20,8710585920
2008-02-21,8482967040
2008-02-22,8577345600
2008-02-25,8688379200
2008-02-26,8891015520
2008-02-27,8793861120
2008-02-28,9013152480
2008-02-29,8752223520
2008-03-03,8566242240
2008-03-04,8480191200
2008-03-05,8813292000
2008-03-06,8757775200
2008-03-07,8774430240
2008-03-10,8563466400
2008-03-11,8952084000
2008-03-12,8841050400
2008-03-13,8904894720
2008-03-14,8918773920
2008-03-17,8666172480
2008-03-18,8813292000
2008-03-19,8494070400
2008-03-20,8430226080
2008-03-24,8702258400
2008-03-25,9076996800
2008-03-26,9201909600
2008-03-27,9282408960
2008-03-28,9268529760
2008-03-31,9378570630
2008-04-01,9428560050
2008-04-02,9536870460
2008-04-03,9692393100
2008-04-04,9809035080
2008-04-07,9620186160
2008-04-08,9747936900
2008-04-09,9828475410
2008-04-10,9695170290
2008-04-11,9556310790
2008-04-14,9795149130
2008-04-15,9850692930
2008-04-16,9928454250
2008-04-17,10108971600
2008-04-18,10475560680
2008-04-21,10475560680
2008-04-22,10525550100
2008-04-23,10714399020
2008-04-24,10475560680
2008-04-25,10642192080
2008-04-28,10658855220
2008-04-29,10358918700
2008-04-30,10425571260
2008-05-01,10381136220
2008-05-02,10728284970
2008-05-05,10822709430
2008-05-06,10872698850
2008-05-07,10778274390
2008-05-08,10978232070
2008-05-09,11014335540
2008-05-12,10719953400
2008-05-13,10972677690
2008-05-14,10908802320
2008-05-15,11128200330
2008-05-16,11422582470
2008-05-19,11517006930
2008-05-20,11683638330
2008-05-21,11539224450
2008-05-22,11500343790
2008-05-23,11497566600
2008-05-27,11469794700
2008-05-28,11641980480
2008-05-29,11369815860
2008-05-30,11675306760
2008-06-02,11675306760
2008-06-03,11422582470
2008-06-04,11572550730
2008-06-05,12175200960
2008-06-06,12011346750
2008-06-09,12477914670
2008-06-10,12191864100
2008-06-11,12441811200
2008-06-12,12352941120
2008-06-13,12350163930
2008-06-16,12641768880
2008-06-17,13052793000
2008-06-18,13061124570
2008-06-19,12950036970
2008-06-20,13086119280
2008-06-23,13822074630
2008-06-24,13586013480
2008-06-25,13624894140
2008-06-26,13399941750
2008-06-27,13722095790
2008-06-30,13753532790
2008-07-01,13731182950
2008-07-02,13720008030
2008-07-03,13608258830
2008-07-07,13060687750
2008-07-08,12739408800
2008-07-09,12515910400
2008-07-10,12932176170
2008-07-11,12733821340
2008-07-14,12859539190
2008-07-15,12264474700
2008-07-16,12166694150
2008-07-17,11663822750
2008-07-18,11878939960
2008-07-21,12211393830
2008-07-22,11708522430
2008-07-23,10954215330
2008-07-24,10694398440
2008-07-25,11071551990
2008-07-28,10825703750
2008-07-29,10336801000
2008-07-30,10641317570
2008-07-31,10185939580
2008-08-01,10258576560
2008-08-04,9582493900
2008-08-05,9291945980
2008-08-06,9501475730
2008-08-07,9258421220
2008-08-08,9250040030
2008-08-11,9210927810
2008-08-12,9152259480
2008-08-13,9638368500
2008-08-14,9476332160
2008-08-15,9171815590
2008-08-18,9051685200
2008-08-19,9476332160
2008-08-20,9803198570
2008-08-21,10071396650
2008-08-22,9786436190
2008-08-25,9873041820
2008-08-26,10244607910
2008-08-27,10381500680
2008-08-28,10068602920
2008-08-29,9945678800
2008-09-02,9233277650
2008-09-03,9107559800
2008-09-04,8925967350
2008-09-05,8772312200
2008-09-08,8487351740
2008-09-09,7830825190
2008-09-10,7906255900
2008-09-11,7774950590
2008-09-12,8073879700
2008-09-15,7241348160
2008-09-16,7288841570
2008-09-17,6869782070
2008-09-18,7311191410
2008-09-19,7830825190
2008-09-22,8006830180
2008-09-23,7252523080
2008-09-24,7350303630
2008-09-25,7448084180
2008-09-26,7305603950
2008-09-29,6498215980
2008-09-30,7054802160
2008-10-01,6794352000
2008-10-02,6199846200
2008-10-03,6001677600
2008-10-06,5517580020
2008-10-07,5033482440
2008-10-08,4976862840
2008-10-09,4577694660
2008-10-10,3963372000
2008-10-13,4538060940
2008-10-14,4761708360
2008-10-15,4045470420
2008-10-16,4223822160
2008-10-17,4390849980
2008-10-20,4688102880
2008-10-21,4506920160
2008-10-22,4048301400
2008-10-23,3861456720
2008-10-24,3634978320
2008-10-27,3501922260
2008-10-28,3462288540
2008-10-29,3830315940
2008-10-30,4237977060
2008-10-31,4068118260
2008-11-03,4204005300
2008-11-04,4883440500
2008-11-05,4741891500
2008-11-06,4223822160
2008-11-07,4280441760
2008-11-10,4546553880
2008-11-11,4288934700
2008-11-12,3889766520
2008-11-13,4317244500
2008-11-14,3852963780
2008-11-17,3895428480
2008-11-18,3988850820
2008-11-19,3649133220
2008-11-20,2893261560
2008-11-21,3354711300
2008-11-24,3790682220
2008-11-25,3785020260
2008-11-26,4246470000
2008-11-28,4104921000
2008-12-01,3442471680
2008-12-02,3425485800
2008-12-03,3490598340
2008-12-04,3097092120
2008-12-05,3099923100
2008-12-08,3433978740
2008-12-09,3567034800
2008-12-10,3651964200
2008-12-11,3425485800
2008-12-12,3448133640
2008-12-15,3552879900
2008-12-16,3691597920
2008-12-17,3677443020
2008-12-18,3091430160
2008-12-19,3179190540
2008-12-22,3071613300
2008-12-23,2983852920
2008-12-24,2938557240
2008-12-26,3071613300
2008-12-29,3173528580
2008-12-30,3269781900
2008-12-31,3388683060
2009-01-02,3756710460
2009-01-05,3654795180
2009-01-06,3770865360
2009-01-07,3620823420
2009-01-08,3705752820
2009-01-09,3428316780
2009-01-12,3278274840
2009-01-13,3351880320
2009-01-14,3051796440
2009-01-15,3184852500
2009-01-16,3196176420
2009-01-20,2975359980
2009-01-21,3323570520
2009-01-22,3068782320
2009-01-23,3306584640
2009-01-26,3394345020
2009-01-27,3383021100
2009-01-28,3388683060
2009-01-29,3150880740
2009-01-30,3099923100
2009-02-02,2958374100
2009-02-03,3057458400
2009-02-04,3088599180
2009-02-05,3215993280
2009-02-06,3349049340
2009-02-09,3374528160
2009-02-10,3074444280
2009-02-11,3065951340
2009-02-12,3116908980
2009-02-13,3153711720
2009-02-17,2873444700
2009-02-18,2743219620
2009-02-19,2788515300
2009-02-20,2695092960
2009-02-23,2587515720
2009-02-24,2692261980
2009-02-25,2794177260
2009-02-26,2830980000
2009-02-27,2748881580
2009-03-02,2406333000
2009-03-03,2423318880
2009-03-04,2584684740
2009-03-05,2448797700
2009-03-06,2428980840
2009-03-09,2482769460
2009-03-10,2598839640
2009-03-11,2576191800
2009-03-12,2678107080
2009-03-13,2513910240
2009-03-16,2612994540
2009-03-17,2703585900
2009-03-18,2822487060
2009-03-19,3114078000
2009-03-20,2924402340
2009-03-23,3252796020
2009-03-24,3116908980
2009-03-25,3125401920
2009-03-26,3128232900
2009-03-27,3026317620
2009-03-30,2811163140
2009-03-31,2828708460
2009-04-01,2902328500
2009-04-02,3120357080
2009-04-03,3409174160
2009-04-06,3253439460
2009-04-07,3185482500
2009-04-08,3290249480
2009-04-09,3522435760
