,ULTA
2012-08-08,5493270520
2012-08-09,5528821560
2012-08-10,5418359400
2012-08-13,5339639240
2012-08-14,5468511760
2012-08-15,5453275600
2012-08-16,5730700680
2012-08-17,5831005400
2012-08-20,5770695600
2012-08-21,5839893160
2012-08-22,5834179600
2012-08-23,5853859640
2012-08-24,5901472640
2012-08-27,5947815960
2012-08-28,6021457400
2012-08-29,5988445720
2012-08-30,5944006920
2012-08-31,5967496000
2012-09-04,5978923120
2012-09-05,5898933280
2012-09-06,6047485840
2012-09-07,6446165360
2012-09-10,6360461960
2012-09-11,6306500560
2012-09-12,6278567600
2012-09-13,6358557440
2012-09-14,6403631080
2012-09-17,6326815440
2012-09-18,6206830680
2012-09-19,6256348200
2012-09-20,6253174000
2012-09-21,6216353280
2012-09-24,6249364960
2012-09-25,6163661560
2012-09-26,6124936320
2012-09-27,6136363440
2012-09-28,6113826620
2012-10-01,6145886040
2012-10-02,6113509200
2012-10-03,6192229360
2012-10-04,6282059220
2012-10-05,6333798680
2012-10-08,6232224280
2012-10-09,6078593000
2012-10-10,6116048560
2012-10-11,6072244600
2012-10-12,6044946480
2012-10-15,6050025200
2012-10-16,6221432000
2012-10-17,6116048560
2012-10-18,6065896200
2012-10-19,6017013520
2012-10-22,6031614840
2012-10-23,5970035360
2012-10-24,5912899760
2012-10-25,5857668680
2012-10-26,5866556440
2012-10-31,5885593980
2012-11-01,5982633820
2012-11-02,5902192900
2012-11-05,5916876560
2012-11-06,6004978520
2012-11-07,5940498100
2012-11-08,5808983580
2012-11-09,5639802280
2012-11-12,5568299240
2012-11-13,5711305320
2012-11-14,5574045020
2012-11-15,5549785060
2012-11-16,5592559200
2012-11-19,5683425518
2012-11-20,5678107480
2012-11-21,5778977840
2012-11-23,5886232400
2012-11-26,5932837060
2012-11-27,5952628080
2012-11-28,6013277980
2012-11-29,5946882300
2012-11-30,6402075760
2012-12-03,6441657800
2012-12-04,6408459960
2012-12-05,6396329980
2012-12-06,6481878260
2012-12-07,6412290480
2012-12-10,6354194260
2012-12-11,6194589260
2012-12-12,6090526800
2012-12-13,6017108500
2012-12-14,6064990000
2012-12-17,6207996080
2012-12-18,6251408640
2012-12-19,6150538280
2012-12-20,6155007220
2012-12-21,6207357660
2012-12-24,6199058200
2012-12-26,6110956240
2012-12-27,6156922480
2012-12-28,6163945100
2012-12-31,6273114920
2013-01-02,6481878260
2013-01-03,6511245580
2013-01-04,6246939700
2013-01-07,6149261440
2013-01-08,6070735780
2013-01-09,6015193240
2013-01-10,6021577440
2013-01-11,5962204380
2013-01-14,6064351580
2013-01-15,6039453200
2013-01-16,6064351580
2013-01-17,6107125720
2013-01-18,6019662180
2013-01-22,6139685140
2013-01-23,6201611880
2013-01-24,6257154420
2013-01-25,6409736800
2013-01-28,6290990680
2013-01-29,6269922820
2013-01-30,6246301280
2013-01-31,6245024440
2013-02-01,6227148680
2013-02-04,6216295540
2013-02-05,6353555840
2013-02-06,6362493720
2013-02-07,6317804320
2013-02-08,6340787440
2013-02-11,6332487980
2013-02-12,6301843820
2013-02-13,6351640580
2013-02-14,5605327600
2013-02-15,5615542320
2013-02-19,5469982560
2013-02-20,5565107140
2013-02-21,5597028140
2013-02-22,5621288100
2013-02-25,5622564940
2013-02-26,5503180400
2013-02-27,5620011260
2013-02-28,5653847520
2013-03-01,5667892760
2013-03-04,5732373180
2013-03-05,5853034560
2013-03-06,5816644620
2013-03-07,5740034220
2013-03-08,5732373180
2013-03-11,5734288440
2013-03-12,5566383980
2013-03-13,5585536580
2013-03-14,5641589856
2013-03-15,4733245880
2013-03-18,4721754320
2013-03-19,4782404220
2013-03-20,4940093960
2013-03-21,4876890380
2013-03-22,4949031840
2013-03-25,4929879240
2013-03-26,5062670600
2013-03-27,5138004160
2013-03-28,5189716180
2013-04-01,5215252980
2013-04-02,5265688160
2013-04-03,5235044000
2013-04-04,5409971080
2013-04-05,5365920100
2013-04-08,5365281680
2013-04-09,5396564260
2013-04-10,5468067300
2013-04-11,5627033880
2013-04-12,5598304980
2013-04-15,5475089920
2013-04-16,5531590090
2013-04-17,5392669898
2013-04-18,5296970740
2013-04-19,5343575400
2013-04-22,5416355280
2013-04-23,5519779320
2013-04-24,5504457240
2013-04-25,5467428880
2013-04-26,5489773580
2013-04-29,5536378240
2013-04-30,5595751300
2013-05-01,5526163520
2013-05-02,5704921120
2013-05-03,5757271560
2013-05-06,5816554080
2013-05-07,5771231940
2013-05-08,5839534320
2013-05-09,5706121260
2013-05-10,5884218120
2013-05-13,5935923660
2013-05-14,5969117340
2013-05-15,5975500740
2013-05-16,5942307060
2013-05-17,5998480980
2013-05-20,6055931580
2013-05-21,6056569920
2013-05-22,6004226040
2013-05-23,5950605480
2013-05-24,5880388080
2013-05-28,5878473060
2013-05-29,5851662780
2013-05-30,5836980960
2013-05-31,5793573840
2013-06-03,5728463160
2013-06-04,5560579740
2013-06-05,5495469060
2013-06-06,5546536260
2013-06-07,5467382100
2013-06-10,5527386060
2013-06-11,5370354420
2013-06-12,6168917760
2013-06-13,6192536340
2013-06-14,6137000760
2013-06-17,6129340680
2013-06-18,6166364400
2013-06-19,6066783360
2013-06-20,5962095600
2013-06-21,6009971100
2013-06-24,6203388120
2013-06-25,6248710260
2013-06-26,6301054140
2013-06-27,6335524500
2013-06-28,6391060080
2013-07-01,6320204340
2013-07-02,6222538320
2013-07-03,6297862440
2013-07-05,6398081820
2013-07-08,6393613440
2013-07-09,6351483000
2013-07-10,6338077860
2013-07-11,6429998820
2013-07-12,6419785380
2013-07-15,6348929640
2013-07-16,6315735960
2013-07-17,6200196420
2013-07-18,6242965200
2013-07-19,6216793260
2013-07-22,6298500780
2013-07-23,6121680600
2013-07-24,6004226040
2013-07-25,6084018540
2013-07-26,6362973120
2013-07-29,6312544260
2013-07-30,6413401980
2013-07-31,6440850600
2013-08-01,6488726100
2013-08-02,6604903980
2013-08-05,6558565180
2013-08-06,6630954110
2013-08-07,6545112370
2013-08-08,6792387830
2013-08-09,6777653800
2013-08-12,6744342080
2013-08-13,6755232450
2013-08-14,6630313500
2013-08-15,6355491810
2013-08-16,6317055210
2013-08-19,6361897910
2013-08-20,6500269670
2013-08-21,6503472720
2013-08-22,6536784440
2013-08-23,6646328750
2013-08-26,6673874980
2013-08-27,6425958910
2013-08-28,6412506100
2013-08-29,6469520390
2013-08-30,6357413640
2013-09-03,6312570940
2013-09-04,6269009460
2013-09-05,6277978000
2013-09-06,6229291640
2013-09-09,6492582350
2013-09-10,6641203870
2013-09-11,6544471760
2013-09-12,6416349760
2013-09-13,7529089330
2013-09-16,7581619350
2013-09-17,7503464930
2013-09-18,7686679390
2013-09-19,7607243750
2013-09-20,7535495430
2013-09-23,7502183710
2013-09-24,7504746150
2013-09-25,7481043580
2013-09-26,7515636520
2013-09-27,7630305710
2013-09-30,7652727060
2013-10-01,7798786140
2013-10-02,7778286620
2013-10-03,7946126440
2013-10-04,7938439120
2013-10-07,7910892890
2013-10-08,7686679390
2013-10-09,7599556430
2013-10-10,7675148410
2013-10-11,7600068918
2013-10-14,7573291420
2013-10-15,7549588850
2013-10-16,7788792624
2013-10-17,7923705090
2013-10-18,8085138810
2013-10-21,8071045390
2013-10-22,8078732710
2013-10-23,8056951970
2013-10-24,8217745080
2013-10-25,8169058720
2013-10-28,8154324690
2013-10-29,8218385689
2013-10-30,8235682160
2013-10-31,8254259850
2013-11-01,8240166430
2013-11-04,8395122399
2013-11-05,8446508000
2013-11-06,8440727120
2013-11-07,8147186880
2013-11-08,8214630480
2013-11-11,8239038640
2013-11-12,8319970960
2013-11-13,8376495120
2013-11-14,8378422080
2013-11-15,8429936143
2013-11-18,8348875359
2013-11-19,8188937680
2013-11-20,8080385600
2013-11-21,8164529520
2013-11-22,8221696000
2013-11-25,8295562800
2013-11-26,8278862479
2013-11-27,8251885040
2013-11-29,8153610080
2013-12-02,8152967760
2013-12-03,8029642320
2013-12-04,7931367360
2013-12-05,7579376000
2013-12-06,6022392320
2013-12-09,5794368720
2013-12-10,6062858480
2013-12-11,5987064720
2013-12-12,5860527680
2013-12-13,5906774720
2013-12-16,5856673760
2013-12-17,5885578160
2013-12-18,6014684480
2013-12-19,6001838080
2013-12-20,6114244080
2013-12-23,5996699520
2013-12-24,6064785440
2013-12-26,6089835920
2013-12-27,6007618960
2013-12-30,6061573840
2013-12-31,6199672640
2014-01-02,6160491120
2014-01-03,6096901440
2014-01-06,5967795120
2014-01-07,6067354720
2014-01-08,6048727440
2014-01-09,5927971280
2014-01-10,5930540560
2014-01-13,5709582480
2014-01-14,5701232320
2014-01-15,5516886480
2014-01-16,5315198000
2014-01-17,5367225920
2014-01-21,5198295760
2014-01-22,5335109920
2014-01-23,5435311840
2014-01-24,5393561040
2014-01-27,5338321520
2014-01-28,5411546000
2014-01-29,5302351600
2014-01-30,5522025040
2014-01-31,5505324720
2014-02-03,5394432890
2014-02-04,5366795500
2014-02-05,5515908860
2014-02-06,5677876820
2014-02-07,5675948630
2014-02-10,5638027560
2014-02-11,5556400850
2014-02-12,5554472660
2014-02-13,5530048920
2014-02-14,5508838830
2014-02-18,5639955750
2014-02-19,5627743880
2014-02-20,5537118950
2014-02-21,5526192540
2014-02-24,5620031120
2014-02-25,5706799670
2014-02-26,5798710060
2014-02-27,5888692260
2014-02-28,5764645370
2014-03-03,5683018660
2014-03-04,5724153380
2014-03-05,5688160500
2014-03-06,5611032900
2014-03-07,5611032900
2014-03-10,5761431720
2014-03-11,5880979500
2014-03-12,5873909470
2014-03-13,5753076230
2014-03-14,6122645980
2014-03-17,6196559930
2014-03-18,6339888720
2014-03-19,6508926710
2014-03-20,6703673900
2014-03-21,6481289320
2014-03-24,6508283980
2014-03-25,6449152820
2014-03-26,6519210390
2014-03-27,6346958750
2014-03-28,6291683970
2014-03-31,6262761120
2014-04-01,6361741540
2014-04-02,6434370030
2014-04-03,6412517210
2014-04-04,6175992570
2014-04-07,6025593750
2014-04-08,6161852510
2014-04-09,6239622840
2014-04-10,6096294050
2014-04-11,5852056650
2014-04-14,5792925490
2014-04-15,5811564660
2014-04-16,5798710060
2014-04-17,5642526670
2014-04-21,5758218070
2014-04-22,5746648930
2014-04-23,5670164060
2014-04-24,5760788990
2014-04-25,5663094030
2014-04-28,5564756340
2014-04-29,5527478000
2014-04-30,5637384830
2014-05-01,5525549810
2014-05-02,5663736760
2014-05-05,5697460460
2014-05-06,5633754950
2014-05-07,5456151710
2014-05-08,5525005140
2014-05-09,5654346630
2014-05-12,5783688120
2014-05-13,5695529990
2014-05-14,5608015350
2014-05-15,5582919240
2014-05-16,5654346630
2014-05-19,5577127830
2014-05-20,5490900170
2014-05-21,5458082180
2014-05-22,5468378020
2014-05-23,5497335070
2014-05-27,5612519780
2014-05-28,5495404600
2014-05-29,5471595470
2014-05-30,5463230100
2014-06-02,5585493200
2014-06-03,5583562730
2014-06-04,5600293470
2014-06-05,5529509570
2014-06-06,5550101250
2014-06-09,5496048090
2014-06-10,5489613190
2014-06-11,6248931390
2014-06-12,6113155000
2014-06-13,6120233390
2014-06-16,6080980500
2014-06-17,6089989360
2014-06-18,6106076610
2014-06-19,6115085470
2014-06-20,6113155000
2014-06-23,6091919830
2014-06-24,6041084120
2014-06-25,5959360890
2014-06-26,5876994170
2014-06-27,5925899410
2014-06-30,5882142090
2014-07-01,6010840090
2014-07-02,6080980500
2014-07-03,6205174070
2014-07-07,6177504000
2014-07-08,6107363590
2014-07-09,6075832580
2014-07-10,5964508810
2014-07-11,5896942360
2014-07-14,5887933500
2014-07-15,5839671750
2014-07-16,5743791740
2014-07-17,5775322750
2014-07-18,5819723560
2014-07-21,5985743980
2014-07-22,5925899410
2014-07-23,5932977800
2014-07-24,5993465860
2014-07-25,5961291360
2014-07-28,5938769210
2014-07-29,5936195250
2014-07-30,6057171370
2014-07-31,5941343170
2014-08-01,5988317940
2014-08-04,6094037400
2014-08-05,6140419080
2014-08-06,6094681590
2014-08-07,6050232480
2014-08-08,6119805000
2014-08-11,6138486510
2014-08-12,5989034430
2014-08-13,5955536550
2014-08-14,6037992870
2014-08-15,6006427560
2014-08-18,6089528070
2014-08-19,6161033160
2014-08-20,6280208310
2014-08-21,6184224000
2014-08-22,6262170990
2014-08-25,6274410600
2014-08-26,6295024680
2014-08-27,6322080660
2014-08-28,6307264290
2014-08-29,6268612890
2014-09-02,6336252840
2014-09-03,6387788040
2014-09-04,6415488210
2014-09-05,6406469550
2014-09-08,6320148090
2014-09-09,6247998810
2014-09-10,6234470820
2014-09-11,6279564120
2014-09-12,7401098910
2014-09-15,7370177790
2014-09-16,7482266850
2014-09-17,7633651500
2014-09-18,7627209600
2014-09-19,7754759220
2014-09-22,7660707480
2014-09-23,7475824950
2014-09-24,7756691790
2014-09-25,7656520245
2014-09-26,7643314350
2014-09-29,7622056080
2014-09-30,7612393230
2014-10-01,7461652770
2014-10-02,7428154890
2014-10-03,7485487800
2014-10-06,7472604000
2014-10-07,7306402980
2014-10-08,7399810530
2014-10-09,7393368630
2014-10-10,7357938180
2014-10-13,7290298230
2014-10-14,7212351240
2014-10-15,7104127320
2014-10-16,7334103150
2014-10-17,7509322830
2014-10-20,7721905530
2014-10-21,7663928430
2014-10-22,7576318590
2014-10-23,7591134960
2014-10-24,7559569650
2014-10-27,7583404680
2014-10-28,7792766430
2014-10-29,7830773640
2014-10-30,7766354640
2014-10-31,7782459390
2014-11-03,7710213000
2014-11-04,7723073000
2014-11-05,7629838000
2014-11-06,7849744000
2014-11-07,7828525000
2014-11-10,7978344000
2014-11-11,7856174000
2014-11-12,8040072000
2014-11-13,7968056000
2014-11-14,7957125000
2014-11-17,7986060000
2014-11-18,8029784000
2014-11-19,8182818000
2014-11-20,8168672000
2014-11-21,8190534000
2014-11-24,8151311000
2014-11-25,8082510000
2014-11-26,8088940000
2014-11-28,8133307000
2014-12-01,8002778000
2014-12-02,7844600000
2014-12-03,8016924000
2014-12-04,8085082000
2014-12-05,8342925000
2014-12-08,8165457000
2014-12-09,8200179000
2014-12-10,8052289000
2014-12-11,8322992000
2014-12-12,8273480999
2014-12-15,8252262000
2014-12-16,8184104000
2014-12-17,8414298000
2014-12-18,8339709999
2014-12-19,8308846000
2014-12-22,8264479000
2014-12-23,8266408000
2014-12-24,8241974000
2014-12-26,8219469000
2014-12-29,8279589499
2014-12-30,8279911000
2014-12-31,8220112000
2015-01-02,8155812000
2015-01-05,8175745000
2015-01-06,8162885000
2015-01-07,8396294000
2015-01-08,8503032000
2015-01-09,8459951000
2015-01-12,8348712000
2015-01-13,8282483000
2015-01-14,8278625000
2015-01-15,8174780500
2015-01-16,8340996000
2015-01-20,8176388000
2015-01-21,8252583500
2015-01-22,8523608000
2015-01-23,8702362000
2015-01-26,8749944000
2015-01-27,8734512000
2015-01-28,8607198000
2015-01-29,8641920000
2015-01-30,8483742000
2015-02-02,8405012800
2015-02-03,8590493000
2015-02-04,8471760000
2015-02-05,8537865400
2015-02-06,8552626799
2015-02-09,8662374600
2015-02-10,8792660000
2015-02-11,8721420200
2015-02-12,8732972600
2015-02-13,8770838800
2015-02-17,8722703800
2015-02-18,8767950700
2015-02-19,8787525600
2015-02-20,8856840000
2015-02-23,8808705000
2015-02-24,8881870200
2015-02-25,8905616800
2015-02-26,9023066200
2015-02-27,9033976800
2015-03-02,9217531600
2015-03-03,9115485400
2015-03-04,8979423800
2015-03-05,9040394800
2015-03-06,8894706200
2015-03-09,9046812800
2015-03-10,9015364600
2015-03-11,9110992800
2015-03-12,9294547600
2015-03-13,9633418000
2015-03-16,9638552400
2015-03-17,9656522800
2015-03-18,9690538200
2015-03-19,9773651300
2015-03-20,9756643600
2015-03-23,9831092400
2015-03-24,9868958600
2015-03-25,9728404400
2015-03-26,9627320900
2015-03-27,9704016000
2015-03-30,9728404400
2015-03-31,9681553000
2015-04-01,9689896400
2015-04-02,9712359400
2015-04-06,9836868600
2015-04-07,9720061000
2015-04-08,9766270600
2015-04-09,9742524000
2015-04-10,9734822400
2015-04-13,9755360000
2015-04-14,9850988200
2015-04-15,9855480800
2015-04-16,9893988800
2015-04-17,9758569000
2015-04-20,9729046200
2015-04-21,9817614600
2015-04-22,9879869200
2015-04-23,10075618200
2015-04-24,10081394400
2015-04-27,10006303800
2015-04-28,9913884600
2015-04-29,9744449400
2015-04-30,9696956200
2015-05-01,9901048600
2015-05-04,9859784950
2015-05-05,9835431890
2015-05-06,9743787480
2015-05-07,9859144080
2015-05-08,9887983230
2015-05-11,9886701490
2015-05-12,9817487530
2015-05-13,9749555310
2015-05-14,9602155210
2015-05-15,9677137000
2015-05-18,9709821370
2015-05-19,9750196180
2015-05-20,9666242210
2015-05-21,9757245750
2015-05-22,9692517880
2015-05-26,9623303920
2015-05-27,9919385860
2015-05-28,10014875490
2015-05-29,9780957940
2015-06-01,9861066690
2015-06-02,9891828450
2015-06-03,10014234620
2015-06-04,9991163300
2015-06-05,10015516360
2015-06-08,9849531030
2015-06-09,9854657990
2015-06-10,9932203260
2015-06-11,9957197190
2015-06-12,9953992840
2015-06-15,9905927590
2015-06-16,9965528500
2015-06-17,9973218940
2015-06-18,10028333760
2015-06-19,9916181510
2015-06-22,9977705030
2015-06-23,10020643320
2015-06-24,9971296330
2015-06-25,9923231080
2015-06-26,10124464260
2015-06-29,9848890160
2015-06-30,9898237150
2015-07-01,9960401540
2015-07-02,10012312010
2015-07-06,10076399010
2015-07-07,10216749540
2015-07-08,10160993850
2015-07-09,10248152170
2015-07-10,10453230570
2015-07-13,10699324650
2015-07-14,10702529000
2015-07-15,10782637750
2015-07-16,10723036840
2015-07-17,10696761170
2015-07-20,10762770780
2015-07-21,10689070730
2015-07-22,10928115240
2015-07-23,10844802140
2015-07-24,10865309980
2015-07-27,10663435930
2015-07-28,10639082870
2015-07-29,10669844630
2015-07-30,10690993340
2015-07-31,10640364610
2015-08-03,10557778140
2015-08-04,10545001740
2015-08-05,10668932820
2015-08-06,10527753600
2015-08-07,10579498020
2015-08-10,10755173520
2015-08-11,10764755820
2015-08-12,10664461080
2015-08-13,10813944960
2015-08-14,10926377280
2015-08-17,10948735980
2015-08-18,11072028240
2015-08-19,11027310840
2015-08-20,10942986600
2015-08-21,10385296740
2015-08-24,10139351040
2015-08-25,9790555320
2015-08-26,10096550100
2015-08-27,10236451680
2015-08-28,10157238000
2015-08-31,10099105380
2015-09-01,9822496320
2015-09-02,10125935820
2015-09-03,10152766260
2015-09-04,10074191400
2015-09-08,10515616020
2015-09-09,10438318800
2015-09-10,10529670060
2015-09-11,10544362920
2015-09-14,10412766000
2015-09-15,10480480920
2015-09-16,10522643040
2015-09-17,10741119480
2015-09-18,10682986860
2015-09-21,10776254580
2015-09-22,10590357960
2015-09-23,10738564200
2015-09-24,10732814820
2015-09-25,10805640300
2015-09-28,10499645520
2015-09-29,10330358220
2015-09-30,10435124700
2015-10-01,10578220380
2015-10-02,10589080320
2015-10-05,10734731280
2015-10-06,10598662620
2015-10-07,10543724100
2015-10-08,10472815080
2015-10-09,10591635600
2015-10-12,10608883740
2015-10-13,10467065700
2015-10-14,10173847320
2015-10-15,10288834920
2015-10-16,10611439020
2015-10-19,10755173520
2015-10-20,10809473220
2015-10-21,10746230040
2015-10-22,10733453640
2015-10-23,10598662620
2015-10-26,10808834400
2015-10-27,10801807380
2015-10-28,11049030720
2015-10-29,11070750600
2015-10-30,11112912720
2015-11-02,10995482960
2015-11-03,11007575700
2015-11-04,10827457520
2015-11-05,10980844380
2015-11-06,10987845440
2015-11-09,10919107760
2015-11-10,11079495680
2015-11-11,10863735740
2015-11-12,10779086560
2015-11-13,9877859200
2015-11-16,10150264080
2015-11-17,10355204200
2015-11-18,10500953540
2015-11-19,10469767000
2015-11-20,10852279460
2015-11-23,10873282640
2015-11-24,10872646180
2015-11-25,10826821060
2015-11-27,10882193080
2015-11-30,10628882000
2015-12-01,10554416180
2015-12-02,10407393920
2015-12-03,10386390740
2015-12-04,11715955680
2015-12-07,11726139040
2015-12-08,11779601680
2015-12-09,11714682760
2015-12-10,11654219060
2015-12-11,11613485620
2015-12-14,11808878840
2015-12-15,11801241320
2015-12-16,11918986420
2015-12-17,11801877780
2015-12-18,11770691240
2015-12-21,11869342540
2015-12-22,11845793520
2015-12-23,11855340420
2015-12-24,11770054780
2015-12-28,11759871420
2015-12-29,11794240260
2015-12-30,11813334060
2015-12-31,11774510000
2016-01-04,11571479260
2016-01-05,11626214820
2016-01-06,11660583660
2016-01-07,11645945080
2016-01-08,11594391820
2016-01-11,11583572000
2016-01-12,11813970520
2016-01-13,11398362140
2016-01-14,11321350480
2016-01-15,10848460700
2016-01-19,11157780260
2016-01-20,11090951960
2016-01-21,11233519000
2016-01-22,11439095580
2016-01-25,11180056360
2016-01-26,11400907980
2016-01-27,11069948780
2016-01-28,11096043640
2016-01-29,11530745820
2016-02-01,11381507670
2016-02-02,11158377930
2016-02-03,10933357260
2016-02-04,10644675280
2016-02-05,10066681010
2016-02-08,9791235540
2016-02-09,9579451380
2016-02-10,9696689040
2016-02-11,9663282610
2016-02-12,9989783190
2016-02-16,10023189620
2016-02-17,10016886520
2016-02-18,9741441050
2016-02-19,9459062170
2016-02-22,9849854370
2016-02-23,10032644270
2016-02-24,10132233250
2016-02-25,10352841750
2016-02-26,10384357250
2016-02-29,10412090890
2016-03-01,10615050710
2016-03-02,10609377920
2016-03-03,10676190780
2016-03-04,10650348070
2016-03-07,10377423840
2016-03-08,10271531760
2016-03-09,10022559310
2016-03-10,10298635090
2016-03-11,12078000220
2016-03-14,11977150620
2016-03-15,11841633970
2016-03-16,11977150620
2016-03-17,11850458310
2016-03-18,12063503090
2016-03-21,12124012850
2016-03-22,12079891150
2016-03-23,12074848670
2016-03-24,12086824560
2016-03-28,12096279210
2016-03-29,12188304470
2016-03-30,12234947410
2016-03-31,12211625940
2016-04-01,12239359580
2016-04-04,12172546720
2016-04-05,12212256250
2016-04-06,12270244770
2016-04-07,12235577720
2016-04-08,12638345810
2016-04-11,12738565100
2016-04-12,12854542140
2016-04-13,13073890020
2016-04-14,12963585770
2016-04-15,12862105860
2016-04-18,13041744210
2016-04-19,12860845240
2016-04-20,12884797020
2016-04-21,12975561660
2016-04-22,12945937090
2016-04-25,13070738470
2016-04-26,13118642030
2016-04-27,13395348120
2016-04-28,13046786690
2016-04-29,13128096680
2016-05-02,13164732000
2016-05-03,13114127250
2016-05-04,13117875750
2016-05-05,12882969750
2016-05-06,13037283000
2016-05-09,13023538500
2016-05-10,13011668250
2016-05-11,12673053750
2016-05-12,12959189250
2016-05-13,12819870000
2016-05-16,13002921750
2016-05-17,12772389000
2016-05-18,12897963750
2016-05-19,12987927750
2016-05-20,13024163250
2016-05-23,12871099500
2016-05-24,12906710250
2016-05-25,13212213000
2016-05-26,13350282750
2016-05-27,14566046250
2016-05-31,14557299750
2016-06-01,14786583000
2016-06-02,14810323500
2016-06-03,14779710750
2016-06-06,14790331500
2016-06-07,14942770500
2016-06-08,14954016000
2016-06-09,14994624750
2016-06-10,14992750500
2016-06-13,14865926250
2016-06-14,14861553000
2016-06-15,14883419250
2016-06-16,14982754500
2016-06-17,14871549000
2016-06-20,15006495000
2016-06-21,15023363250
2016-06-22,14883419250
2016-06-23,15123948000
2016-06-24,14941521000
2016-06-27,14684124000
2016-06-28,14757219750
2016-06-29,15035233500
2016-06-30,15221409000
2016-07-01,15227656500
2016-07-05,15288882000
2016-07-06,15479430750
2016-07-07,15449442750
2016-07-08,15669979500
2016-07-11,15761817750
2016-07-12,15821793750
2016-07-13,15626871750
2016-07-14,15937997250
2016-07-15,15981729750
2016-07-18,15999222749
2016-07-19,16050452250
2016-07-20,15981105000
2016-07-21,15925502250
2016-07-22,16156035000
2016-07-25,16215386250
2016-07-26,16182274499
2016-07-27,16101681750
2016-07-28,16273488000
2016-07-29,16319094749
2016-08-01,16252011470
2016-08-02,16028099580
2016-08-03,16148475610
2016-08-04,16258872280
2016-08-05,16363031850
2016-08-08,16299413429
2016-08-09,16335588610
2016-08-10,16409186389
2016-08-11,16587567450
2016-08-12,16640582800
2016-08-15,16651185870
2016-08-16,16584448899
2016-08-17,16577588090
2016-08-18,16939339889
2016-08-19,17123958050
2016-08-22,16883829700
2016-08-23,17207535190
2016-08-24,17088406580
2016-08-25,16930607950
2016-08-26,15895249350
2016-08-29,15847847390
2016-08-30,15279023870
2016-08-31,15418734910
2016-09-01,15313327920
2016-09-02,15371956660
2016-09-06,15570296440
2016-09-07,15389420540
2016-09-08,15191704470
2016-09-09,14889828830
2016-09-12,15118106690
2016-09-13,14766957960
2016-09-14,14798767170
2016-09-15,14531819290
2016-09-16,14581716090
2016-09-19,14629118050
2016-09-20,14544917200
2016-09-21,14952823540
2016-09-22,14867998980
2016-09-23,14782550710
2016-09-26,14832447510
2016-09-27,15197317860
2016-09-28,14981514200
2016-09-29,14789411520
2016-09-30,14843050580
2016-10-03,14819349600
2016-10-04,14878602050
2016-10-05,14694607600
2016-10-06,15066962470
2016-10-07,14911034970
2016-10-10,14991493560
2016-10-11,14760720860
2016-10-12,14904797870
2016-10-13,16599417940
2016-10-14,16387980250
2016-10-17,16136625120
2016-10-18,15969470840
2016-10-19,15995042950
2016-10-20,15869053530
2016-10-21,15739945560
2016-10-24,15733084750
2016-10-25,15405013290
2016-10-26,15338276320
2016-10-27,14960308060
2016-10-28,15113117010
2016-10-31,15135991340
2016-11-01,14939436180
2016-11-02,14884077290
2016-11-03,14406373610
2016-11-04,14192402170
2016-11-07,14467330590
2016-11-08,14469818630
2016-11-09,14700584340
2016-11-10,14717378610
2016-11-11,14857952870
2016-11-14,14953742410
2016-11-15,15206278470
2016-11-16,15340010620
2016-11-17,15620537130
2016-11-18,15555848090
2016-11-21,15612451000
2016-11-22,16072116390
2016-11-23,16297906019
2016-11-25,16397427620
2016-11-28,16271781600
2016-11-29,16197762410
2016-11-30,16141159500
2016-12-01,16011159410
2016-12-02,15761111390
2016-12-05,16022977600
2016-12-06,15812738220
2016-12-07,15795321940
2016-12-08,15754891290
2016-12-09,15621159140
2016-12-12,15650393610
2016-12-13,15862499020
2016-12-14,15732498930
2016-12-15,15966374690
2016-12-16,16304748130
2016-12-19,16170393970
2016-12-20,16227618890
2016-12-21,16355752950
2016-12-22,16004939310
2016-12-23,15976948860
2016-12-27,16093264730
2016-12-28,15907905750
2016-12-29,16006805339
2016-12-30,15857522940
2017-01-03,15965752680
2017-01-04,16229484920
2017-01-05,16429772140
2017-01-06,16377523300
2017-01-09,16221398790
2017-01-10,16327762500
2017-01-11,16305992149
2017-01-12,16231350950
2017-01-13,16259341399
2017-01-17,16362595060
2017-01-18,16514365500
2017-01-19,16552930120
2017-01-20,16559150220
2017-01-23,16546710019
2017-01-24,16720250810
2017-01-25,16919294010
2017-01-26,16944796420
2017-01-27,16883839440
2017-01-30,16778448180
2017-01-31,16908860279
2017-02-01,16738703540
2017-02-02,16813845750
2017-02-03,16895198060
2017-02-06,16958541079
2017-02-07,16921901490
2017-02-08,16942394820
2017-02-09,16945499870
2017-02-10,16757333839
2017-02-13,16650520120
2017-02-14,16857937459
2017-02-15,16993317640
2017-02-16,16897061089
2017-02-17,17087090149
2017-02-21,17218123260
2017-02-22,17213776190
2017-02-23,17052934600
2017-02-24,17160369329
2017-02-27,17120624690
2017-02-28,16980276430
2017-03-01,17067217829
2017-03-02,17229922450
2017-03-03,17273393150
2017-03-06,17114414589
2017-03-07,16762301920
2017-03-08,17106962470
2017-03-09,17001390769
2017-03-10,17786968420
2017-03-13,17817397910
2017-03-14,17722383380
2017-03-15,17871425780
2017-03-16,17780758320
2017-03-17,17935389810
2017-03-20,17742876710
2017-03-21,17467769280
2017-03-22,17590729260
2017-03-23,17464043220
2017-03-24,17483294530
2017-03-27,17396974140
2017-03-28,17565888860
