,JBHT
2004-11-08,3333592496
2004-11-09,3338341203
2004-11-10,3306683155
2004-11-11,3305100252
2004-11-12,3294019936
2004-11-15,3194297083
2004-11-16,3153141620
2004-11-17,3222789327
2004-11-18,3203794498
2004-11-19,3096157133
2004-11-22,3123066474
2004-11-23,3191131278
2004-11-24,3194297083
2004-11-26,3180050961
2004-11-29,3187965473
2004-11-30,3181633864
2004-12-01,3265527692
2004-12-02,3233869644
2004-12-03,3213291912
2004-12-06,3173719352
2004-12-07,3118317767
2004-12-08,3213291912
2004-12-09,3183216766
2004-12-10,3115151962
2004-12-13,3107237450
2004-12-14,3208543205
2004-12-15,3289271228
2004-12-16,3351004423
2004-12-17,3419069227
2004-12-20,3468139202
2004-12-21,3498214348
2004-12-22,3509294665
2004-12-23,3526706591
2004-12-27,3436481153
2004-12-28,3561530445
2004-12-29,3555198835
2004-12-30,3534621103
2004-12-31,3604590720
2005-01-03,3543523200
2005-01-04,3459957120
2005-01-05,3381212160
2005-01-06,3426209280
2005-01-07,3361927680
2005-01-10,3414960000
2005-01-11,3365141760
2005-01-12,3326572800
2005-01-13,3270326400
2005-01-14,3392461440
2005-01-18,3411745920
2005-01-19,3353892480
2005-01-20,3324965760
2005-01-21,3353892480
2005-01-24,3374784000
2005-01-25,3466385280
2005-01-26,3512989440
2005-01-27,3472813440
2005-01-28,3448707840
2005-01-31,3545130240
2005-02-01,3567628800
2005-02-02,3641552640
2005-02-03,3551558400
2005-02-04,3615840000
2005-02-07,3578878080
2005-02-08,3622268160
2005-02-09,3569235840
2005-02-10,3574056959
2005-02-11,3641552640
2005-02-14,3627089280
2005-02-15,3652801920
2005-02-16,3652801920
2005-02-17,3627089280
2005-02-18,3569235840
2005-02-22,3498526080
2005-02-23,3586913280
2005-02-24,3672086400
2005-02-25,3675300480
2005-02-28,3792614400
2005-03-01,3776544000
2005-03-02,3799042560
2005-03-03,3755652480
2005-03-04,3776544000
2005-03-07,3900286080
2005-03-08,3889036800
2005-03-09,3879394560
2005-03-10,3863324160
2005-03-11,3898679040
2005-03-14,3953318400
2005-03-15,3948497280
2005-03-16,3864931200
2005-03-17,3925998720
2005-03-18,3810291840
2005-03-21,3821541120
2005-03-22,3725118720
2005-03-23,3667265280
2005-03-24,3712262400
2005-03-28,3562807680
2005-03-29,3472813440
2005-03-30,3543523200
2005-03-31,3467091430
2005-04-01,3460755950
2005-04-04,3408488240
2005-04-05,3441749510
2005-04-06,3433830160
2005-04-07,3397401150
2005-04-08,3322959260
2005-04-11,3398985020
2005-04-12,3460755950
2005-04-13,3345133440
2005-04-14,3207336750
2005-04-15,3150317430
2005-04-18,3246933500
2005-04-19,3335630220
2005-04-20,3273859290
2005-04-21,3384730190
2005-04-22,3289697990
2005-04-25,3308704430
2005-04-26,3199417400
2005-04-27,3175659350
2005-04-28,3056869100
2005-04-29,3096465850
2005-05-02,3170907740
2005-05-03,3110720680
2005-05-04,3166156129
2005-05-05,3223175450
2005-05-06,3273859290
2005-05-09,3315039910
2005-05-10,3277027030
2005-05-11,3242181890
2005-05-12,3074291670
2005-05-13,3020440090
2005-05-16,3124975510
2005-05-17,3218423840
2005-05-18,3288114120
2005-05-19,3300785080
2005-05-20,3246933500
2005-05-23,3305536690
2005-05-24,3341965700
2005-05-25,3296033470
2005-05-26,3294449600
2005-05-27,3294449600
2005-05-31,3180410959
2005-06-01,3213672230
2005-06-02,3232678670
2005-06-03,3251685110
2005-06-06,3239014150
2005-06-07,3148733560
2005-06-08,2976091730
2005-06-09,3012520740
2005-06-10,3009353000
2005-06-13,2980843340
2005-06-14,2982427209
2005-06-15,3044198140
2005-06-16,3093298110
2005-06-17,3143981950
2005-06-20,3120223900
2005-06-21,3156652910
2005-06-22,3104385200
2005-06-23,2998265910
2005-06-24,2980843340
2005-06-27,2988762690
2005-06-28,3069540060
2005-06-29,3052117490
2005-06-30,3013533300
2005-07-01,3063680500
2005-07-05,3127931600
2005-07-06,3118529000
2005-07-07,3154572300
2005-07-08,3221957600
2005-07-11,3232927300
2005-07-12,3234494400
2005-07-13,3210987899
2005-07-14,3289342899
2005-07-15,3135767100
2005-07-18,3049576600
2005-07-19,2971221600
2005-07-20,3167109100
2005-07-21,3127931600
2005-07-22,3134200000
2005-07-25,3024503000
2005-07-26,3011966200
2005-07-27,2994728100
2005-07-28,3127931600
2005-07-29,3076217300
2005-08-01,3112260600
2005-08-02,3142035500
2005-08-03,3102858000
2005-08-04,3033905600
2005-08-05,3024503000
2005-08-08,3005697800
2005-08-09,2983758400
2005-08-10,2966520300
2005-08-11,3022935900
2005-08-12,3040174000
2005-08-15,2980624200
2005-08-16,2914806000
2005-08-17,2950849299
2005-08-18,2925775700
2005-08-19,2932044100
2005-08-22,2880329800
2005-08-23,2783169600
2005-08-24,2784736700
2005-08-25,2842719400
2005-08-26,2853689100
2005-08-29,2830182600
2005-08-30,2812944500
2005-08-31,2831749700
2005-09-01,2911671799
2005-09-02,2889732400
2005-09-06,2938312500
2005-09-07,2922641500
2005-09-08,2886598200
2005-09-09,2822347100
2005-09-12,2867793000
2005-09-13,2817645800
2005-09-14,2869360100
2005-09-15,2874061400
2005-09-16,2935178300
2005-09-19,2886598200
2005-09-20,2845853600
2005-09-21,2767498600
2005-09-22,2828615500
2005-09-23,2925775700
2005-09-26,2894433700
2005-09-27,2902269200
2005-09-28,2850554900
2005-09-29,2950849299
2005-09-30,2928490500
2005-10-03,2908464000
2005-10-04,2889978000
2005-10-05,2828358000
2005-10-06,2899221000
2005-10-07,3008596500
2005-10-10,2997813000
2005-10-11,3054811499
2005-10-12,2939273999
2005-10-13,2905383000
2005-10-14,2936193000
2005-10-17,2925409499
2005-10-18,2893059000
2005-10-19,2916166500
2005-10-20,2873032500
2005-10-21,2917707000
2005-10-24,3031704000
2005-10-25,2997813000
2005-10-26,2928490500
2005-10-27,2877654000
2005-10-28,2942355000
2005-10-31,2990110500
2005-11-01,3037866000
2005-11-02,3242752500
2005-11-03,3282805500
2005-11-04,3219645000
2005-11-07,3319777500
2005-11-08,3364452000
2005-11-09,3406045500
2005-11-10,3532366500
2005-11-11,3516961499
2005-11-14,3456882000
2005-11-15,3532366500
2005-11-16,3486151500
2005-11-17,3527745000
2005-11-18,3580121999
2005-11-21,3567798000
2005-11-22,3674092500
2005-11-23,3649444500
2005-11-25,3660228000
2005-11-28,3540069000
2005-11-29,3547771500
2005-11-30,3449179500
2005-12-01,3469206000
2005-12-02,3475368000
2005-12-05,3406045500
2005-12-06,3430693500
2005-12-07,3395262000
2005-12-08,3352128000
2005-12-09,3386019000
2005-12-12,3384478500
2005-12-13,3399883500
2005-12-14,3544690500
2005-12-15,3532366500
2005-12-16,3577041000
2005-12-19,3510799500
2005-12-20,3478448999
2005-12-21,3587824500
2005-12-22,3578581500
2005-12-23,3590905500
2005-12-27,3543150000
2005-12-28,3516961499
2005-12-29,3513880500
2005-12-30,3487692000
2006-01-03,3501556500
2006-01-04,3490773000
2006-01-05,3481530000
2006-01-06,3476908500
2006-01-09,3498475500
2006-01-10,3495394500
2006-01-11,3535447500
2006-01-12,3572419500
2006-01-13,3540069000
2006-01-17,3466125000
2006-01-18,3461503500
2006-01-19,3524664000
2006-01-20,3398343000
2006-01-23,3438396000
2006-01-24,3490773000
2006-01-25,3426071999
2006-01-26,3492313500
2006-01-27,3496935000
2006-01-30,3689497500
2006-01-31,3666390000
2006-02-01,3595527000
2006-02-02,3584743500
2006-02-03,3581662500
2006-02-06,3643282500
2006-02-07,3597067500
2006-02-08,3661768500
2006-02-09,3684876000
2006-02-10,3788089500
2006-02-13,3803494500
2006-02-14,3922113000
2006-02-15,3965246999
2006-02-16,3838926000
2006-02-17,3829683000
2006-02-21,3788089500
2006-02-22,3792711000
2006-02-23,3781927500
2006-02-24,3681795000
2006-02-27,3724929000
2006-02-28,3644823000
2006-03-01,3692578500
2006-03-02,3647904000
2006-03-03,3669471000
2006-03-06,3558555000
2006-03-07,3538528500
2006-03-08,3524664000
2006-03-09,3603229500
2006-03-10,3677173500
2006-03-13,3641742000
2006-03-14,3612472500
2006-03-15,3627877500
2006-03-16,3520042500
2006-03-17,3484611000
2006-03-20,3541609499
2006-03-21,3573960000
2006-03-22,3547771500
2006-03-23,3395262000
2006-03-24,3404505000
2006-03-27,3404505000
2006-03-28,3426071999
2006-03-29,3389100000
2006-03-30,3342885000
2006-03-31,3245604120
2006-04-03,3314916000
2006-04-04,3346558380
2006-04-05,3418883820
2006-04-06,3442992300
2006-04-07,3414363480
2006-04-10,3382721100
2006-04-11,3271219380
2006-04-12,3263685480
2006-04-13,3239577000
2006-04-17,3447512640
2006-04-18,3471621120
2006-04-19,3450526200
2006-04-20,3572575380
2006-04-21,3524358420
2006-04-24,3613258440
2006-04-25,3661475400
2006-04-26,3611751660
2006-04-27,3590656739
2006-04-28,3590656739
2006-05-01,3626819460
2006-05-02,3637366920
2006-05-03,3694624560
2006-05-04,3830234760
2006-05-05,3875438160
2006-05-08,3875438160
2006-05-09,3893519520
2006-05-10,3825714420
2006-05-11,3798592380
2006-05-12,3766950000
2006-05-15,3813660180
2006-05-16,3714212700
2006-05-17,3613258440
2006-05-18,3688597440
2006-05-19,3675036420
2006-05-22,3679556760
2006-05-23,3605724540
2006-05-24,3620792340
2006-05-25,3684077100
2006-05-26,3709692360
2006-05-30,3575588940
2006-05-31,3687090660
2006-06-01,3771470340
2006-06-02,3756402540
2006-06-05,3614765220
2006-06-06,3646407600
2006-06-07,3625312680
2006-06-08,3669009300
2006-06-09,3685583880
2006-06-12,3592163520
2006-06-13,3539426220
2006-06-14,3513810960
2006-06-15,3611751660
2006-06-16,3620792340
2006-06-19,3556000800
2006-06-20,3589149960
2006-06-21,3688597440
2006-06-22,3687090660
2006-06-23,3813660180
2006-06-26,3754895760
2006-06-27,3682570320
2006-06-28,3634353360
2006-06-29,3754895760
2006-06-30,3618476420
2006-07-03,3708538860
2006-07-05,3707086240
2006-07-06,3644623580
2006-07-07,3635907860
2006-07-10,3624286900
2006-07-11,3672223360
2006-07-12,3673675980
2006-07-13,3463046080
2006-07-14,3484835380
2006-07-17,3348289100
2006-07-18,3313426220
2006-07-19,3227721640
2006-07-20,3044691520
2006-07-21,3111512040
2006-07-24,3168164220
2006-07-25,3149280160
2006-07-26,3024354840
2006-07-27,2979323620
2006-07-28,3024354840
2006-07-31,2988039340
2006-08-01,2958986940
2006-08-02,3019996980
2006-08-03,3073743920
2006-08-04,3063575580
2006-08-07,2999660300
2006-08-08,2943008120
2006-08-09,2839872100
2006-08-10,2845682580
2006-08-11,2783219920
2006-08-14,2819535420
2006-08-15,2960439560
2006-08-16,3044691520
2006-08-17,3040333660
2006-08-18,2988039340
2006-08-21,2906692620
2006-08-22,2895071660
2006-08-23,2842777340
2006-08-24,2805009220
2006-08-25,2819535420
2006-08-28,2879092840
2006-08-29,2892166420
2006-08-30,2854398300
2006-08-31,2854398300
2006-09-01,2858756160
2006-09-05,2805009220
2006-09-06,2770146340
2006-09-07,2805009220
2006-09-08,2775956820
2006-09-11,2802103980
2006-09-12,2943008120
2006-09-13,2966250040
2006-09-14,2911050480
2006-09-15,2826798520
2006-09-18,2844229959
2006-09-19,2861661400
2006-09-20,2887808560
2006-09-21,2868924500
2006-09-22,2847135200
2006-09-25,2834061620
2006-09-26,2912503100
2006-09-27,2944460740
2006-09-28,2961892180
2006-09-29,3017091740
2006-10-02,2905130080
2006-10-03,3022364660
2006-10-04,3085271019
2006-10-05,3088130400
2006-10-06,3092419470
2006-10-09,3135310170
2006-10-10,3175341490
2006-10-11,3179630560
2006-10-12,3238247850
2006-10-13,3161044590
2006-10-16,3229669710
2006-10-17,3116724200
2006-10-18,3059536600
2006-10-19,3102427300
2006-10-20,3072403810
2006-10-23,3076692880
2006-10-24,3121013269
2006-10-25,3118153890
2006-10-26,3093849160
2006-10-27,3059536600
2006-10-30,3131021100
2006-10-31,3093849160
2006-11-01,3058106910
2006-11-02,3012356830
2006-11-03,3002349000
2006-11-06,3108146060
2006-11-07,3092419470
2006-11-08,3121013269
2006-11-09,3082411640
2006-11-10,3193927460
2006-11-13,3193927460
2006-11-14,3209654050
2006-11-15,3193927460
2006-11-16,3216802500
2006-11-17,3172482110
2006-11-20,3122442960
2006-11-21,3092419470
2006-11-22,3100997610
2006-11-24,3100997610
2006-11-27,3121013269
2006-11-28,3106716370
2006-11-29,3108146060
2006-11-30,3126732030
2006-12-01,3073833500
2006-12-04,3036661560
2006-12-05,3068114740
2006-12-06,3065255360
2006-12-07,3153896140
2006-12-08,3166763350
2006-12-11,3138169550
2006-12-12,3080981950
2006-12-13,3003778690
2006-12-14,3045239700
2006-12-15,3072403810
2006-12-18,3042380320
2006-12-19,3029513110
2006-12-20,3028083420
2006-12-21,2996630240
2006-12-22,2968036440
2006-12-26,3002349000
2006-12-27,3028083420
2006-12-28,2996630240
2006-12-29,2969466130
2007-01-03,3205364980
2007-01-04,3309732350
2007-01-05,3241107230
2007-01-08,3256833820
2007-01-09,3349763670
2007-01-10,3316880800
2007-01-11,3282568240
2007-01-12,3375498090
2007-01-16,3408380960
2007-01-17,3414099720
2007-01-18,3414099720
2007-01-19,3432685690
2007-01-22,3481295150
2007-01-23,3438404450
2007-01-24,3454131040
2007-01-25,3369779330
2007-01-26,3338326150
2007-01-29,3415529410
2007-01-30,3509888950
2007-01-31,3592810970
2007-02-01,3617115700
2007-02-02,3579943760
2007-02-05,3534193680
2007-02-06,3585662519
2007-02-07,3629982910
2007-02-08,3649998570
2007-02-09,3627123530
2007-02-12,3688600200
2007-02-13,3810123850
2007-02-14,3795826950
2007-02-15,3845866100
2007-02-16,3820131680
2007-02-20,3904483390
2007-02-21,3940225640
2007-02-22,3983116340
2007-02-23,4013139830
2007-02-26,3877319280
2007-02-27,3752936250
2007-02-28,3797256640
2007-03-01,3772951910
2007-03-02,3690029890
2007-03-05,3618545390
2007-03-06,3638561050
2007-03-07,3725772140
2007-03-08,3700037720
2007-03-09,3780100360
2007-03-12,3802975400
2007-03-13,3671443920
2007-03-14,3614256320
2007-03-15,3678592370
2007-03-16,3644279810
2007-03-19,3687170510
2007-03-20,3765803460
2007-03-21,3787248810
2007-03-22,3914491220
2007-03-23,3933077190
2007-03-26,3921639670
2007-03-27,3818701990
2007-03-28,3778670670
2007-03-29,3757225320
2007-03-30,3751506560
2007-04-02,3824256000
2007-04-03,3831184000
2007-04-04,3847811200
2007-04-05,3869980800
2007-04-09,3915705600
2007-04-10,3896307200
2007-04-11,3871366400
2007-04-12,3947574400
2007-04-13,3857510400
2007-04-16,3989142400
2007-04-17,3973900800
2007-04-18,3933718400
2007-04-19,3878294400
2007-04-20,3907392000
2007-04-23,3917091200
2007-04-24,3883836800
2007-04-25,3942032000
2007-04-26,3892150400
2007-04-27,3833955200
2007-04-30,3749433600
2007-05-01,3750819200
2007-05-02,3772988800
2007-05-03,3980828800
2007-05-04,3911548800
2007-05-07,3928176000
2007-05-08,4014083200
2007-05-09,4022396800
2007-05-10,3939260800
2007-05-11,3978057600
2007-05-14,3924019200
2007-05-15,3948960000
2007-05-16,4023782400
2007-05-17,4005769600
2007-05-18,4022396800
2007-05-21,4039024000
2007-05-22,4047337600
2007-05-23,4014083200
2007-05-24,3930947200
2007-05-25,3975286400
2007-05-29,3996070400
2007-05-30,4041795200
2007-05-31,4037638400
2007-06-01,4062579200
2007-06-04,4036252800
2007-06-05,4084748800
2007-06-06,4018240000
2007-06-07,3942032000
2007-06-08,3979443200
2007-06-11,3972515200
2007-06-12,3875523200
2007-06-13,3948960000
2007-06-14,4070892800
2007-06-15,4093062400
2007-06-18,4041795200
2007-06-19,3998841600
2007-06-20,3921248000
2007-06-21,3947574400
2007-06-22,3889379200
2007-06-25,3936489600
2007-06-26,3896307200
2007-06-27,4070892800
2007-06-28,4119388800
2007-06-29,4062579200
2007-07-02,3963103320
2007-07-03,4015318120
2007-07-05,3981378500
2007-07-06,4007485900
2007-07-09,4003569790
2007-07-10,3931774440
2007-07-11,4029677190
2007-07-12,4118442350
2007-07-13,4131496050
2007-07-16,4044036260
2007-07-17,3968324800
2007-07-18,3882170380
2007-07-19,3897834820
2007-07-20,3882170380
2007-07-23,3768603190
2007-07-24,3696807840
2007-07-25,3688975620
2007-07-26,3613264160
2007-07-27,3615874900
2007-07-30,3662868220
2007-07-31,3645898410
2007-08-01,3661562850
2007-08-02,3641982300
2007-08-03,3465757350
2007-08-06,3508834560
2007-08-07,3645898410
2007-08-08,3784267630
2007-08-09,3622401750
2007-08-10,3580629910
2007-08-13,3683754140
2007-08-14,3575408430
2007-08-15,3519277520
2007-08-16,3541468810
2007-08-17,3695502470
2007-08-20,3747717270
2007-08-21,3734663570
2007-08-22,3807764290
2007-08-23,3767297820
2007-08-24,3789489110
2007-08-27,3777740780
2007-08-28,3653730630
2007-08-29,3709861540
2007-08-30,3685059510
2007-08-31,3755549490
2007-09-04,3755549490
2007-09-05,3653730630
2007-09-06,3644593040
2007-09-07,3521888260
2007-09-10,3477505680
2007-09-11,3575408430
2007-09-12,3533636590
2007-09-13,3538858070
2007-09-14,3613264160
2007-09-17,3544079550
2007-09-18,3747717270
2007-09-19,3666784330
2007-09-20,3504918450
2007-09-21,3439649950
2007-09-24,3365243860
2007-09-25,3418764030
2007-09-26,3392656630
2007-09-27,3407015700
2007-09-28,3433123100
2007-10-01,3318369340
2007-10-02,3358259580
2007-10-03,3279725670
2007-10-04,3208671180
2007-10-05,3374464990
2007-10-08,3274739390
2007-10-09,3334574750
2007-10-10,3357013010
2007-10-11,3376958130
2007-10-12,3485409720
2007-10-15,3405629240
2007-10-16,3353273300
2007-10-17,3364492430
2007-10-18,3335821320
2007-10-19,3379451270
2007-10-22,3421834650
2007-10-23,3561450490
2007-10-24,3481670010
2007-10-25,3481670010
2007-10-26,3476683730
2007-10-29,3449259190
2007-10-30,3379451270
2007-10-31,3455492040
2007-11-01,3360752720
2007-11-02,3363245860
2007-11-05,3360752720
2007-11-06,3373218420
2007-11-07,3247314850
2007-11-08,3277232530
2007-11-09,3253547700
2007-11-12,3226123160
2007-11-13,3347040450
2007-11-14,3325848760
2007-11-15,3299670790
2007-11-16,3213657460
2007-11-19,3158808380
2007-11-20,3116425000
2007-11-21,3035397950
2007-11-23,3030411670
2007-11-26,3007973410
2007-11-27,3056589640
2007-11-28,3244821710
2007-11-29,3184986350
2007-11-30,3277232530
2007-12-03,3224876590
2007-12-04,3242328570
2007-12-05,3323355620
2007-12-06,3428067500
2007-12-07,3502861700
2007-12-10,3577655900
2007-12-11,3481670010
2007-12-12,3469204310
2007-12-13,3568929910
2007-12-14,3398149820
2007-12-17,3425574360
2007-12-18,3415601800
2007-12-19,3373218420
2007-12-20,3456738610
2007-12-21,3439286630
2007-12-24,3506601410
2007-12-26,3510341120
2007-12-27,3454245470
2007-12-28,3504108270
2007-12-31,3434300350
2008-01-02,3244821710
2008-01-03,3122657850
2008-01-04,3022932250
2008-01-07,3143849540
2008-01-08,2966836600
2008-01-09,2956864040
2008-01-10,3132630410
2008-01-11,3061575920
2008-01-14,3181246640
2008-01-15,3113931860
2008-01-16,3194958910
2008-01-17,3116425000
2008-01-18,3189972630
2008-01-22,3204931470
2008-01-23,3482916580
2008-01-24,3462971460
2008-01-25,3459231750
2008-01-28,3477930300
2008-01-29,3547738220
2008-01-30,3677381500
2008-01-31,3876832700
2008-02-01,3851901300
2008-02-04,3765887970
2008-02-05,3760901690
2008-02-06,3711038890
2008-02-07,3762148260
2008-02-08,3724751160
2008-02-11,3763394830
2008-02-12,3782093380
2008-02-13,3701066330
2008-02-14,3719764880
2008-02-15,3673641790
2008-02-19,3673641790
2008-02-20,3618792710
2008-02-21,3558957350
2008-02-22,3563943630
2008-02-25,3613806430
2008-02-26,3658682950
2008-02-27,3573916190
2008-02-28,3485409720
2008-02-29,3411862090
2008-03-03,3512834260
2008-03-04,3525299960
2008-03-05,3616299570
2008-03-06,3519067110
2008-03-07,3565190200
2008-03-10,3360752720
2008-03-11,3671148650
2008-03-12,3567683340
2008-03-13,3646217250
2008-03-14,3688600630
2008-03-17,3627518700
2008-03-18,3834449320
2008-03-19,3600094160
2008-03-20,3826969900
2008-03-24,4053845640
2008-03-25,4067557910
2008-03-26,3976558300
2008-03-27,3895531250
2008-03-28,3870599850
2008-03-31,3930227210
2008-04-01,4139055700
2008-04-02,4069029380
2008-04-03,4077782670
2008-04-04,4036517160
2008-04-07,4000253530
2008-04-08,3972743190
2008-04-09,3732652950
2008-04-10,3758912820
2008-04-11,3683884620
2008-04-14,3645120050
2008-04-15,3831440080
2008-04-16,4051522800
2008-04-17,3868954180
2008-04-18,4087786429
2008-04-21,4067778910
2008-04-22,4002754469
2008-04-23,3992750710
2008-04-24,4119048179
2008-04-25,4175319330
2008-04-28,4244095179
2008-04-29,4306618680
2008-04-30,4247846590
2008-05-01,4375394530
2008-05-02,4337880430
2008-05-05,4295364450
2008-05-06,4456675080
2008-05-07,4241594240
2008-05-08,4270355050
2008-05-09,4231590480
2008-05-12,4307869150
2008-05-13,4325375730
2008-05-14,4444170380
2008-05-15,4506693880
2008-05-16,4420411450
2008-05-19,4441669440
2008-05-20,4310370090
2008-05-21,4106543480
2008-05-22,4219085780
2008-05-23,4154061340
2008-05-27,4287861630
2008-05-28,4489187300
2008-05-29,4447921790
2008-05-30,4356637480
2008-06-02,4241594240
2008-06-03,4230340010
2008-06-04,4360388890
2008-06-05,4487936830
2008-06-06,4284110219
2008-06-09,4274106460
2008-06-10,4341631840
2008-06-11,4176569800
2008-06-12,4177820269
2008-06-13,4241594240
2008-06-16,4270355050
2008-06-17,4251598000
2008-06-18,4140306170
2008-06-19,4345383250
2008-06-20,4317872910
2008-06-23,4207831550
2008-06-24,4166566040
2008-06-25,4269104580
2008-06-26,4096539719
2008-06-27,4126551000
2008-06-30,4155074560
2008-07-01,4136346760
2008-07-02,3967796560
2008-07-03,4028974040
2008-07-07,4031471080
2008-07-08,4213755000
2008-07-09,4167559760
2008-07-10,4140092319
2008-07-11,4055192959
2008-07-14,4058938519
2008-07-15,4121364519
2008-07-16,4509654240
2008-07-17,4587062480
2008-07-18,4584565440
2008-07-21,4480938280
2008-07-22,4753115640
2008-07-23,4775589000
2008-07-24,4558346520
2008-07-25,4538370200
2008-07-28,4504660160
2008-07-29,4688192600
2008-07-30,4627015120
2008-07-31,4617026960
2008-08-01,4538370200
2008-08-04,4522139440
2008-08-05,4855494280
2008-08-06,4850500200
2008-08-07,4740630440
2008-08-08,4987837400
2008-08-11,4894198400
2008-08-12,4829275360
2008-08-13,4795565320
2008-08-14,4849251680
2008-08-15,4926659920
2008-08-18,4823032760
2008-08-19,4604541760
2008-08-20,4492174960
2008-08-21,4393541880
2008-08-22,4603293240
2008-08-25,4444731200
2008-08-26,4434743040
2008-08-27,4389796320
2008-08-28,4545861320
2008-08-29,4550855400
2008-09-02,4582068400
2008-09-03,4641997360
2008-09-04,4638251800
2008-09-05,4630760680
2008-09-08,4679452960
2008-09-09,4573328760
2008-09-10,4604541760
2008-09-11,4710665960
2008-09-12,4736884880
2008-09-15,4821784240
2008-09-16,4728145240
2008-09-17,4434743040
2008-09-18,4545861320
2008-09-19,4535873160
2008-09-22,4348595160
2008-09-23,4263695800
2008-09-24,4207512400
2008-09-25,4186287560
2008-09-26,4228737239
2008-09-29,3901625000
2008-09-30,4206155019
2008-10-01,4203634100
2008-10-02,3654073540
2008-10-03,3632645720
2008-10-06,3553236740
2008-10-07,3365428200
2008-10-08,3526767080
2008-10-09,3279716920
2008-10-10,3491474200
2008-10-13,3623822500
2008-10-14,3974230380
2008-10-15,3780119540
2008-10-16,3836840240
2008-10-17,3604915600
2008-10-20,3763733560
2008-10-21,3558278580
2008-10-22,3323833020
2008-10-23,3220475300
2008-10-24,3118378040
2008-10-27,3075522400
2008-10-28,3270893700
2008-10-29,3429711660
2008-10-30,3519204320
2008-10-31,3583487780
2008-11-03,3611217900
2008-11-04,3681803660
2008-11-05,3401981540
2008-11-06,3233079900
2008-11-07,3349042220
2008-11-10,3330135320
2008-11-11,3194005640
2008-11-12,3095689760
2008-11-13,3396939700
2008-11-14,3114596660
2008-11-17,3012499400
2008-11-18,3047792280
2008-11-19,2789397980
2008-11-20,2803263040
2008-11-21,2998634340
2008-11-24,3161233680
2008-11-25,3163754600
2008-11-26,3245684500
2008-11-28,3404502460
2008-12-01,3081824700
2008-12-02,3172577820
2008-12-03,3288540140
2008-12-04,3283498300
2008-12-05,3331395780
2008-12-08,3574664560
2008-12-09,3141066320
2008-12-10,3229298520
2008-12-11,2902839380
2008-12-12,3012499400
2008-12-15,2965862380
2008-12-16,3086866540
2008-12-17,3206610240
2008-12-18,3067959640
2008-12-19,3114596660
2008-12-22,3124680340
2008-12-23,3099471140
2008-12-24,3136024480
2008-12-26,3151150000
2008-12-29,3109554820
2008-12-30,3199047480
2008-12-31,3312069060
2009-01-02,3368804160
2009-01-05,3276767220
2009-01-06,3352414020
2009-01-07,3238943820
2009-01-08,3252812400
2009-01-09,3076303200
2009-01-12,2927531160
2009-01-13,2859449040
2009-01-14,2791366920
2009-01-15,2892229320
2009-01-16,2744718060
2009-01-20,2525342340
2009-01-21,2608553820
2009-01-22,2594685240
2009-01-23,2555601060
2009-01-26,2550557940
2009-01-27,2690504520
2009-01-28,2859449040
2009-01-29,2838015780
2009-01-30,2807757060
2009-02-02,2769933660
2009-02-03,2947703640
2009-02-04,2935095840
2009-02-05,3077563980
2009-02-06,3260377080
2009-02-09,3254073180
2009-02-10,3075042420
2009-02-11,2945182080
2009-02-12,2909880240
2009-02-13,2816582520
2009-02-17,2753543520
2009-02-18,2752282740
2009-02-19,2713198560
2009-02-20,2713198560
2009-02-23,2651420340
2009-02-24,2777498340
2009-02-25,2682939840
2009-02-26,2598467580
2009-02-27,2569469640
2009-03-02,2385395760
2009-03-03,2395482000
2009-03-04,2513995320
2009-03-05,2418176040
2009-03-06,2348833140
2009-03-09,2343790020
2009-03-10,2448434760
2009-03-11,2598467580
2009-03-12,2671592820
2009-03-13,2740935720
2009-03-16,2825407980
2009-03-17,2937617400
2009-03-18,2954007540
2009-03-19,2916184140
2009-03-20,2766151320
2009-03-23,2965354560
2009-03-24,2916184140
2009-03-25,2936356620
2009-03-26,3221292900
2009-03-27,3122952060
2009-03-30,2999395620
2009-03-31,3039740580
2009-04-01,3009481860
2009-04-02,3264159420
2009-04-03,3338545440
2009-04-06,3272984880
2009-04-07,3104040360
2009-04-08,3188512620
2009-04-09,3399062880
2009-04-13,3365021820
2009-04-14,3448233300
2009-04-15,3415453020
2009-04-16,3491099820
2009-04-17,3474709680
2009-04-20,3289375020
2009-04-21,3420496140
2009-04-22,3520097760
2009-04-23,3494882160
2009-04-24,3528923220
2009-04-27,3390237420
2009-04-28,3385194300
2009-04-29,3479752800
2009-04-30,3545313360
2009-05-01,3462101880
2009-05-04,3639871860
2009-05-05,3525140880
2009-05-06,3691563840
2009-05-07,3590701440
2009-05-08,3566746620
2009-05-11,3492360600
2009-05-12,3400323660
2009-05-13,3235161480
2009-05-14,3370064940
2009-05-15,3391498200
2009-05-18,3499925280
2009-05-19,3539009460
2009-05-20,3502446840
2009-05-21,3363761040
2009-05-22,3330980760
2009-05-26,3591962220
2009-05-27,3573050520
2009-05-28,3667609020
2009-05-29,3876898500
2009-06-01,4030713660
2009-06-02,3955066860
2009-06-03,3997933380
2009-06-04,4026931320
2009-06-05,4031974440
2009-06-08,4043321460
2009-06-09,4150487760
2009-06-10,4139140740
2009-06-11,4100056560
2009-06-12,4043321460
2009-06-15,3928590480
2009-06-16,3878159280
2009-06-17,3929851260
2009-06-18,3973978560
2009-06-19,3960109980
2009-06-22,3772253760
2009-06-23,3730648020
2009-06-24,3792426240
2009-06-25,3900853320
