,JBHT
2023-05-19,17436733940
2023-05-22,17486443700
2023-05-23,17765025480
2023-05-24,17424306500
2023-05-25,17705995140
2023-05-26,17633501740
2023-05-30,17734992500
2023-05-31,17291747140
2023-06-01,17536153460
2023-06-02,17873765580
2023-06-05,17553759000
2023-06-06,17766061100
2023-06-07,18159596700
2023-06-08,17837518880
2023-06-09,17609682480
2023-06-12,17494728660
2023-06-13,17580685120
2023-06-14,18060177180
2023-06-15,18323224660
2023-06-16,18297334160
2023-06-20,18013574280
2023-06-21,18264194320
2023-06-22,18286977960
2023-06-23,18141991160
2023-06-26,18282835480
2023-06-27,18513778740
2023-06-28,18522063700
2023-06-29,18896958140
2023-06-30,18700761060
2023-07-03,18843317820
2023-07-05,18541675980
2023-07-06,18495190080
2023-07-07,18554072220
2023-07-10,18679067640
2023-07-11,19149091740
2023-07-12,19078846380
2023-07-13,19014799140
2023-07-14,18935256600
2023-07-17,18943520760
2023-07-18,19438337340
2023-07-19,20167649460
2023-07-20,19839149100
2023-07-21,20204838180
2023-07-24,20488918680
2023-07-25,20635607520
2023-07-26,20952744660
2023-07-27,20671763220
2023-07-28,21232693080
2023-07-31,21067409880
2023-08-01,21060178740
2023-08-02,21165546780
2023-08-03,21511608480
2023-08-04,21331863000
2023-08-07,21395910240
2023-08-08,21187240200
2023-08-09,21014725860
2023-08-10,20910390840
2023-08-11,20986834320
2023-08-14,20902126680
2023-08-15,20612881080
2023-08-16,19906295400
2023-08-17,19632545100
2023-08-18,19731715020
2023-08-21,19794729240
2023-08-22,19672832880
2023-08-23,19684196100
2023-08-24,19561266720
2023-08-25,19385653320
2023-08-28,19298879640
2023-08-29,19530276120
2023-08-30,19628413020
2023-08-31,19408379760
2023-09-01,19806092460
2023-09-05,19328837220
2023-09-06,19170785160
2023-09-07,19220370120
2023-09-08,19072648260
2023-09-11,19025129340
2023-09-12,18791666820
2023-09-13,19560233700
2023-09-14,19697625360
2023-09-15,20077776720
2023-09-18,20075710680
2023-09-19,19880469900
2023-09-20,20007531360
2023-09-21,19623247920
2023-09-22,19574695980
2023-09-25,19674898920
2023-09-26,19263756960
2023-09-27,19171818180
2023-09-28,19253426760
2023-09-29,19474493040
2023-10-02,19345497460
2023-10-03,19282533243
2023-10-04,19335175457
2023-10-05,19209247024
2023-10-06,19263953639
2023-10-09,19586000123
2023-10-10,19769731771
2023-10-11,19999912431
2023-10-12,19909078807
2023-10-13,19757345368
2023-10-16,20311636913
2023-10-17,20232157492
2023-10-18,18442322224
2023-10-19,18456773027
2023-10-20,18194594159
2023-10-23,17824034262
2023-10-24,17823002062
2023-10-25,17551533391
2023-10-26,17318256130
2023-10-27,17132460081
2023-10-30,17517470782
2023-10-31,17740426040
2023-11-01,17851903669
2023-11-02,17801325856
2023-11-03,18134726543
2023-11-06,18045957320
2023-11-07,18055247122
2023-11-08,18063504725
2023-11-09,17729071837
2023-11-10,17941705093
2023-11-13,17922093288
2023-11-14,18427871420
2023-11-15,18779851712
2023-11-16,18442322224
2023-11-17,18381422408
2023-11-20,18358714002
2023-11-21,18612635268
2023-11-22,18697275690
2023-11-24,18894425942
2023-11-27,18542445650
2023-11-28,18643601276
2023-11-29,18791205915
2023-11-30,19123574402
2023-12-01,19591161124
2023-12-04,19636577936
2023-12-05,19447685287
2023-12-06,19413622678
2023-12-07,19497230900
2023-12-08,19262921438
2023-12-11,19887402602
2023-12-12,19919400810
2023-12-13,20232157492
2023-12-14,20822576046
2023-12-15,20873153859
2023-12-18,20485046558
2023-12-19,20526334569
2023-12-20,20394212934
2023-12-21,20710066217
2023-12-22,20819479445
2023-12-26,20930957075
2023-12-27,20876250460
2023-12-28,20835994650
2023-12-29,20617168192
2024-01-02,20182778580
2024-01-03,19817301900
2024-01-04,19516867680
2024-01-05,19612882740
2024-01-08,19983521520
2024-01-09,19762583640
2024-01-10,19922608740
2024-01-11,19730578620
2024-01-12,19830723360
2024-01-16,19713027480
2024-01-17,19792523820
2024-01-18,20332479480
2024-01-19,20516250240
2024-01-22,21430974360
2024-01-23,21214166160
2024-01-24,21031427820
2024-01-25,21294694920
2024-01-26,21311213640
2024-01-29,21255462960
2024-01-30,21128475300
2024-01-31,20749577160
2024-02-01,20831138340
2024-02-02,21524924580
2024-02-05,21343218660
2024-02-06,21825358800
2024-02-07,22112371560
2024-02-08,22029777960
2024-02-09,22256910360
2024-02-12,22360152360
2024-02-13,22307498940
2024-02-14,22461329520
2024-02-15,22587284760
2024-02-16,21856331400
2024-02-20,20620524660
2024-02-21,20976709560
2024-02-22,21787159260
2024-02-23,21997772940
2024-02-26,21473303580
2024-02-27,21425812260
2024-02-28,21185258400
2024-02-29,21299857020
2024-03-01,20992195860
2024-03-04,20788809120
2024-03-05,20657691780
2024-03-06,20629816440
2024-03-07,20884824180
2024-03-08,20710345200
2024-03-11,20706215520
2024-03-12,20779517340
2024-03-13,20800165740
2024-03-14,20464629240
2024-03-15,20020688640
2024-03-18,19739870400
2024-03-19,19701670860
2024-03-20,20138384520
2024-03-21,20426429700
2024-03-22,20110509180
2024-03-25,19822464000
2024-03-26,19999007820
2024-03-27,20152838400
2024-03-28,20570968500
2024-04-01,20284988160
2024-04-02,20128060320
2024-04-03,20357257560
2024-04-04,20082633840
2024-04-05,20166259860
2024-04-08,20119800960
2024-04-09,20075406900
2024-04-10,19429111980
2024-04-11,19526159460
2024-04-12,19148293740
2024-04-15,19110094200
2024-04-16,18892253580
2024-04-17,17358077460
2024-04-18,16952336399
2024-04-19,17272386600
2024-04-22,17280645960
2024-04-23,17298197100
2024-04-24,16996730460
2024-04-25,16904845080
2024-04-26,16726236420
2024-04-29,16741722720
2024-04-30,16784051940
2024-05-01,16882131840
2024-05-02,16990535940
2024-05-03,17092745520
2024-05-06,17194955100
2024-05-07,17356012620
2024-05-08,17318845500
2024-05-09,17552172420
2024-05-10,17612052780
2024-05-13,17486097540
2024-05-14,17361174720
2024-05-15,17302326780
2024-05-16,17498486580
2024-05-17,17014281600
2024-05-20,16942012200
2024-05-21,16452645120
2024-05-22,16310171159
2024-05-23,16299846960
2024-05-24,16273004040
2024-05-28,16352500379
2024-05-29,15966375300
2024-05-30,16203831899
2024-05-31,16596151500
2024-06-03,16586859720
2024-06-04,16364889420
2024-06-05,16431996720
2024-06-06,16415478000
2024-06-07,16514590320
2024-06-10,16726236420
2024-06-11,16584794879
2024-06-12,16618864740
2024-06-13,16408251060
2024-06-14,16235836920
2024-06-17,16313268420
2024-06-18,16064455200
2024-06-20,16040709540
2024-06-21,16124335560
2024-06-24,16309138740
2024-06-25,16133627340
2024-06-26,16222415460
2024-06-27,16221383040
2024-06-28,16518720000
2024-07-01,16382440560
2024-07-02,16458839639
2024-07-03,16385537820
2024-07-05,16342176180
2024-07-08,16316365680
2024-07-09,16058260680
2024-07-10,16496006760
2024-07-11,16860451020
2024-07-12,17154690720
2024-07-15,17495624520
2024-07-16,18153696000
2024-07-17,16905629400
2024-07-18,16586908260
2024-07-19,16934510280
2024-07-22,16989177660
2024-07-23,17032498980
2024-07-24,16895314800
2024-07-25,17615273880
2024-07-26,17693664840
2024-07-29,17588455920
2024-07-30,17757615360
2024-07-31,17859729900
2024-08-01,17410013340
2024-08-02,16873654140
2024-08-05,16604443079
2024-08-06,16908723780
2024-08-07,16801451939
2024-08-08,16901503560
2024-08-09,16822081140
