,F
2023-03-06,51790200000
2023-03-07,51191700000
2023-03-08,51790200000
2023-03-09,49675500000
2023-03-10,48279000000
2023-03-13,47999700000
2023-03-14,47600700000
2023-03-15,46722900000
2023-03-16,47161800000
2023-03-17,45087000000
2023-03-20,44608200000
2023-03-21,46762800000
2023-03-22,45805200000
2023-03-23,45565800000
2023-03-24,45924900000
2023-03-27,45964800000
2023-03-28,46284000000
2023-03-29,48079500000
2023-03-30,49037100000
2023-03-31,50437800000
2023-04-03,50758040000
2023-04-04,50918160000
2023-04-05,49757290000
2023-04-06,49356990000
2023-04-10,50918160000
2023-04-11,51518610000
2023-04-12,50718010000
2023-04-13,49877380000
2023-04-14,50117560000
2023-04-17,50758040000
2023-04-18,50958190000
2023-04-19,48916660000
2023-04-20,47515610000
2023-04-21,47275430000
2023-04-24,48676480000
2023-04-25,47115310000
2023-04-26,46194620000
2023-04-27,46474830000
2023-04-28,47555640000
2023-05-01,48276180000
2023-05-02,47235400000
2023-05-03,47195370000
2023-05-04,46274680000
2023-05-05,47995970000
2023-05-08,48116060000
2023-05-09,47475580000
2023-05-10,47595670000
2023-05-11,47515610000
2023-05-12,46715010000
2023-05-15,46594920000
2023-05-16,45033750000
2023-05-17,46034500000
2023-05-18,46594920000
2023-05-19,46634950000
2023-05-22,46554890000
2023-05-23,46955190000
2023-05-24,45353990000
2023-05-25,45554140000
2023-05-26,48396270000
2023-05-30,50397770000
2023-05-31,48036000000
2023-06-01,48476330000
2023-06-02,49597170000
2023-06-05,50397770000
2023-06-06,51758790000
2023-06-07,54400770000
2023-06-08,54360740000
2023-06-09,55001220000
2023-06-12,55161340000
2023-06-13,56562390000
2023-06-14,56842600000
2023-06-15,57843350000
2023-06-16,57723260000
2023-06-20,56922660000
2023-06-21,56122060000
2023-06-22,56802570000
2023-06-23,56122060000
2023-06-26,56482330000
2023-06-27,57683230000
2023-06-28,59204370000
2023-06-29,59844850000
2023-06-30,60580520000
2023-07-03,61020960000
2023-07-05,61461400000
2023-07-06,59979920000
2023-07-07,59979920000
2023-07-10,60340280000
2023-07-11,60980920000
2023-07-12,60940880000
2023-07-13,60820760000
2023-07-14,59979920000
2023-07-17,56416360000
2023-07-18,56736680000
2023-07-19,56456400000
2023-07-20,56176120000
2023-07-21,55775720000
2023-07-24,55895840000
2023-07-25,54374320000
2023-07-26,54734680000
2023-07-27,54974920000
2023-07-28,53093040000
2023-07-31,52892840000
2023-08-01,53733680000
2023-08-02,52212160000
2023-08-03,52452400000
2023-08-04,51611560000
2023-08-07,51811760000
2023-08-08,51571520000
2023-08-09,50970920000
2023-08-10,48688640000
2023-08-11,48608560000
2023-08-14,48848800000
2023-08-15,47967920000
2023-08-16,47287240000
2023-08-17,47367320000
2023-08-18,47887840000
2023-08-21,47927880000
2023-08-22,47527480000
2023-08-23,47887840000
2023-08-24,47047000000
2023-08-25,47687640000
2023-08-28,47647600000
2023-08-29,48248200000
2023-08-30,48168120000
2023-08-31,48568520000
2023-09-01,48608560000
2023-09-05,48408360000
2023-09-06,48328280000
2023-09-07,47887840000
2023-09-08,49249200000
2023-09-11,48928880000
2023-09-12,49849800000
2023-09-13,50610560000
2023-09-14,50530480000
2023-09-15,50490440000
2023-09-18,49409360000
2023-09-19,50290240000
2023-09-20,49489440000
2023-09-21,48848800000
2023-09-22,49769720000
2023-09-25,50370320000
2023-09-26,49769720000
2023-09-27,49609560000
2023-09-28,50290240000
2023-09-29,49729680000
2023-10-02,49215380000
2023-10-03,48255860000
2023-10-04,47936020000
2023-10-05,47576200000
2023-10-06,47976000000
2023-10-09,48255860000
2023-10-10,48775600000
2023-10-11,48975500000
2023-10-12,47976000000
2023-10-13,47216380000
2023-10-16,47696140000
2023-10-17,48135920000
2023-10-18,46976500000
2023-10-19,46096940000
2023-10-20,46536720000
2023-10-23,45897040000
2023-10-24,45537220000
2023-10-25,46136920000
2023-10-26,45377300000
2023-10-27,39820080000
2023-10-30,39060460000
2023-10-31,38980500000
2023-11-01,39620180000
2023-11-02,40539720000
2023-11-03,42218880000
2023-11-06,41219380000
2023-11-07,40659660000
2023-11-08,40179900000
2023-11-09,38780600000
2023-11-10,39420280000
2023-11-13,39260360000
2023-11-14,41579200000
2023-11-15,41859060000
2023-11-16,40619680000
2023-11-17,41059460000
2023-11-20,41339320000
2023-11-21,40739620000
2023-11-22,41019480000
2023-11-24,41579200000
2023-11-27,41339320000
2023-11-28,41459260000
2023-11-29,42338820000
2023-11-30,41019480000
2023-12-01,42298840000
2023-12-04,42778600000
2023-12-05,42378800000
2023-12-06,42738620000
2023-12-07,43258360000
2023-12-08,44017980000
2023-12-11,44257860000
2023-12-12,44617680000
2023-12-13,44937520000
2023-12-14,48295840000
2023-12-15,48055960000
2023-12-18,47696140000
2023-12-19,48055960000
2023-12-20,47176400000
2023-12-21,49335320000
2023-12-22,49375300000
2023-12-26,49775100000
2023-12-27,49535220000
2023-12-28,49335320000
2023-12-29,48735620000
2024-01-02,48615680000
2024-01-03,46816580000
2024-01-04,46696640000
2024-01-05,47376300000
2024-01-08,47856060000
2024-01-09,47336320000
2024-01-10,47296340000
2024-01-11,46816580000
2024-01-12,45817080000
2024-01-16,45817080000
2024-01-17,45057460000
2024-01-18,43938020000
2024-01-19,44777600000
2024-01-22,44777600000
2024-01-23,45457260000
2024-01-24,44097940000
2024-01-25,45337320000
2024-01-26,45537220000
2024-01-29,46176900000
2024-01-30,47096440000
2024-01-31,46856560000
2024-02-01,48375800000
2024-02-02,48535720000
2024-02-05,46336820000
2024-02-06,48255860000
2024-02-07,51174400000
2024-02-08,51294340000
2024-02-09,50694640000
2024-02-12,51894040000
2024-02-13,50694640000
2024-02-14,50214880000
2024-02-15,50054960000
2024-02-16,49175400000
2024-02-20,48975500000
2024-02-21,48535720000
2024-02-22,48455760000
2024-02-23,48535720000
2024-02-26,47776100000
2024-02-27,47976000000
2024-02-28,49175400000
2024-02-29,49735120000
2024-03-01,49775100000
2024-03-04,50934520000
2024-03-05,50294840000
2024-03-06,49495240000
2024-03-07,49615180000
2024-03-08,48695640000
2024-03-11,48415780000
2024-03-12,48415780000
2024-03-13,49455260000
2024-03-14,48295840000
2024-03-15,48215880000
2024-03-18,48695640000
2024-03-19,49175400000
2024-03-20,51574200000
2024-03-21,51654160000
2024-03-22,51614180000
2024-03-25,51574200000
2024-03-26,49735120000
2024-03-27,52213880000
2024-03-28,53093440000
2024-04-01,53133420000
2024-04-02,53093440000
2024-04-03,54572700000
2024-04-04,52813580000
2024-04-05,53093440000
2024-04-08,53613180000
2024-04-09,54132920000
2024-04-10,52213880000
2024-04-11,52133920000
2024-04-12,50414780000
2024-04-15,48895540000
2024-04-16,48335820000
2024-04-17,48135920000
2024-04-18,48215880000
2024-04-19,48535720000
2024-04-22,51494240000
2024-04-23,51734120000
2024-04-24,51774100000
2024-04-25,52133920000
2024-04-26,51134420000
2024-04-29,50974500000
2024-04-30,48575700000
2024-05-01,48775600000
2024-05-02,49935020000
2024-05-03,49695140000
2024-05-06,49975000000
2024-05-07,48655660000
2024-05-08,48575700000
2024-05-09,48495740000
2024-05-10,47708210000
2024-05-13,49061070000
2024-05-14,49498760000
2024-05-15,48981490000
2024-05-16,49260020000
2024-05-17,48862120000
2024-05-20,48344850000
2024-05-21,48344850000
2024-05-22,47867370000
2024-05-23,48185690000
2024-05-24,48384640000
2024-05-28,46474720000
2024-05-29,45997240000
2024-05-30,46832830000
2024-05-31,48265270000
2024-06-03,48504010000
2024-06-04,47867370000
2024-06-05,48026530000
2024-06-06,48026530000
2024-06-07,48344850000
2024-06-10,49260020000
2024-06-11,48185690000
2024-06-12,48066320000
2024-06-13,47509260000
2024-06-14,46594090000
2024-06-17,47151150000
2024-06-18,46872620000
2024-06-20,47509260000
2024-06-21,47111360000
2024-06-24,48663170000
2024-06-25,48106110000
2024-06-26,48185690000
2024-06-27,48663170000
2024-06-28,49896660000
2024-07-01,50772040000
2024-07-02,51209730000
2024-07-03,51209730000
2024-07-05,51090360000
2024-07-08,51647420000
2024-07-09,51329100000
2024-07-10,52403430000
2024-07-11,53597130000
2024-07-12,55825370000
2024-07-15,56621170000
2024-07-16,57257810000
2024-07-17,57615920000
2024-07-18,57894450000
2024-07-19,55626420000
2024-07-22,56268200000
2024-07-23,55112550000
2024-07-24,54474950000
2024-07-25,44472600000
2024-07-26,44592150000
2024-07-29,43874850000
2024-07-30,43197400000
2024-07-31,43117700000
2024-08-01,42599650000
2024-08-02,39969550000
2024-08-05,38694350000
2024-08-06,38973300000
2024-08-07,38933450000
2024-08-08,40368050000
2024-08-09,40248500000
