,MU
2023-03-07,60782640000
2023-03-08,62237660000
2023-03-09,60826400000
2023-03-10,60093420000
2023-03-13,58966600000
2023-03-14,59371380000
2023-03-15,59218220000
2023-03-16,61887580000
2023-03-17,61986040000
2023-03-20,63058160000
2023-03-21,64141220000
2023-03-22,63637980000
2023-03-23,67105960000
2023-03-24,66909040000
2023-03-27,65410260000
2023-03-28,64852320000
2023-03-29,69512760000
2023-03-30,69020460000
2023-03-31,66011960000
2023-04-03,65213340000
2023-04-04,62653380000
2023-04-05,62379880000
2023-04-06,64064640000
2023-04-10,69217380000
2023-04-11,69545580000
2023-04-12,67784240000
2023-04-13,68922000000
2023-04-14,68517220000
2023-04-17,68418760000
2023-04-18,67751420000
2023-04-19,66351100000
2023-04-20,67237240000
2023-04-21,66876220000
2023-04-24,65103940000
2023-04-25,63605160000
2023-04-26,66755880000
2023-04-27,67718600000
2023-04-28,70409840000
2023-05-01,68210900000
2023-05-02,67718600000
2023-05-03,66635540000
2023-05-04,66197940000
2023-05-05,66985620000
2023-05-08,66591780000
2023-05-09,66657420000
2023-05-10,65629060000
2023-05-11,67401340000
2023-05-12,66646480000
2023-05-15,70716160000
2023-05-16,69720620000
2023-05-17,71022480000
2023-05-18,73921580000
2023-05-19,74577980000
2023-05-22,72455620000
2023-05-23,72214940000
2023-05-24,72783820000
2023-05-25,76153340000
2023-05-26,80879420000
2023-05-30,78428860000
2023-05-31,74610800000
2023-06-01,75653550000
2023-06-02,75741150000
2023-06-05,74208150000
2023-06-06,73956300000
2023-06-07,73430700000
2023-06-08,71525400000
2023-06-09,71645850000
2023-06-12,73857750000
2023-06-13,74317650000
2023-06-14,75686400000
2023-06-15,75357900000
2023-06-16,74087700000
2023-06-20,73255500000
2023-06-21,72051000000
2023-06-22,72543750000
2023-06-23,71481600000
2023-06-26,71667750000
2023-06-27,73135050000
2023-06-28,73441650000
2023-06-29,70441350000
2023-06-30,69105450000
2023-07-03,69970500000
2023-07-05,67955700000
2023-07-06,67046850000
2023-07-07,66411750000
2023-07-10,68415600000
2023-07-11,69642000000
2023-07-12,69850050000
2023-07-13,70660350000
2023-07-14,70167600000
2023-07-17,71350200000
2023-07-18,71109300000
2023-07-19,71131200000
2023-07-20,70835550000
2023-07-21,71886750000
2023-07-24,71700600000
2023-07-25,71919600000
2023-07-26,73781100000
2023-07-27,77821650000
2023-07-28,77964000000
2023-07-31,78172050000
2023-08-01,77482200000
2023-08-02,74646150000
2023-08-03,75752100000
2023-08-04,76551450000
2023-08-07,75971100000
2023-08-08,74076750000
2023-08-09,73036500000
2023-08-10,71656800000
2023-08-11,70485150000
2023-08-14,74766600000
2023-08-15,71536350000
2023-08-16,70320900000
2023-08-17,69598200000
2023-08-18,69631050000
2023-08-21,70036200000
2023-08-22,69433950000
2023-08-23,71383050000
2023-08-24,69740550000
2023-08-25,69773400000
2023-08-28,71514450000
2023-08-29,73014600000
2023-08-30,74558550000
2023-08-31,76934000000
2023-09-01,77429000000
2023-09-05,77319000000
2023-09-06,77451000000
2023-09-07,76857000000
2023-09-08,77198000000
2023-09-11,77033000000
2023-09-12,77341000000
2023-09-13,77935000000
2023-09-14,78969000000
2023-09-15,76868000000
2023-09-18,77550000000
2023-09-19,77781000000
2023-09-20,76648000000
2023-09-21,74690000000
2023-09-22,75768000000
2023-09-25,75438000000
2023-09-26,74734000000
2023-09-27,75031000000
2023-09-28,71720000000
2023-09-29,74833000000
2023-10-02,74756000000
2023-10-03,74613000000
2023-10-04,74921000000
2023-10-05,75955000000
2023-10-06,76956000000
2023-10-09,76428000000
2023-10-10,75977000000
2023-10-11,77231000000
2023-10-12,76725000000
2023-10-13,76131000000
2023-10-16,75988000000
2023-10-17,75900000000
2023-10-18,76054000000
2023-10-19,74283000000
2023-10-20,73942000000
2023-10-23,73568000000
2023-10-24,74877000000
2023-10-25,73150000000
2023-10-26,70983000000
2023-10-27,72215000000
2023-10-30,72677000000
2023-10-31,73557000000
2023-11-01,76340000000
2023-11-02,77484000000
2023-11-03,79838000000
2023-11-06,80212000000
2023-11-07,80080000000
2023-11-08,79508000000
2023-11-09,80927000000
2023-11-10,82896000000
2023-11-13,82258000000
2023-11-14,84887000000
2023-11-15,84854000000
2023-11-16,84337000000
2023-11-17,85316000000
2023-11-20,86482000000
2023-11-21,84381000000
2023-11-22,84810000000
2023-11-24,84557000000
2023-11-27,85261000000
2023-11-28,83732000000
2023-11-29,84359000000
2023-11-30,84036480000
2023-12-01,83826720000
2023-12-04,82016160000
2023-12-05,81353760000
2023-12-06,80735520000
2023-12-07,81309600000
2023-12-08,82755840000
2023-12-11,85880160000
2023-12-12,86288640000
2023-12-13,88088160000
2023-12-14,90737760000
2023-12-15,89876640000
2023-12-18,90042240000
2023-12-19,90715680000
2023-12-20,86873760000
2023-12-21,94369920000
2023-12-22,95484960000
2023-12-26,96114240000
2023-12-27,95672640000
2023-12-28,94944000000
2023-12-29,94215360000
2024-01-02,90903360000
2024-01-03,90815040000
2024-01-04,91311840000
2024-01-05,92128800000
2024-01-08,93784800000
2024-01-09,91996320000
2024-01-10,90947520000
2024-01-11,92062560000
2024-01-12,90958560000
2024-01-16,93409440000
2024-01-17,91941120000
2024-01-18,93641280000
2024-01-19,96611040000
2024-01-22,98520960000
2024-01-23,96633120000
2024-01-24,97240320000
2024-01-25,98476800000
2024-01-26,97207200000
2024-01-29,98333280000
2024-01-30,95120640000
2024-01-31,94668000000
2024-02-01,94513440000
2024-02-02,95473920000
2024-02-05,96025920000
2024-02-06,93398400000
2024-02-07,94027680000
2024-02-08,93707520000
2024-02-09,94458240000
2024-02-12,94612800000
2024-02-13,90009120000
2024-02-14,90340320000
2024-02-15,90119520000
2024-02-16,87768000000
2024-02-20,89103840000
2024-02-21,89964960000
2024-02-22,94844640000
2024-02-23,94944000000
2024-02-26,98763840000
2024-02-27,101402400000
2024-02-28,99039840000
2024-02-29,100033440000
2024-03-01,105045600000
2024-03-04,105730080000
2024-03-05,104294880000
2024-03-06,105498240000
2024-03-07,109273920000
2024-03-08,107772480000
2024-03-11,104339040000
2024-03-12,107551680000
2024-03-13,103952640000
2024-03-14,100938720000
2024-03-15,102948000000
2024-03-18,103533120000
2024-03-19,103776000000
2024-03-20,106260000000
2024-03-21,121274400000
2024-03-22,121671840000
2024-03-25,129311520000
2024-03-26,131155200000
2024-03-27,131652000000
2024-03-28,130150560000
2024-04-01,137227200000
2024-04-02,135516000000
2024-04-03,141323040000
2024-04-04,136995360000
2024-04-05,136432320000
2024-04-08,135736800000
2024-04-09,135383520000
2024-04-10,134908800000
2024-04-11,140771040000
2024-04-12,135262080000
2024-04-15,133992480000
2024-04-16,134434080000
2024-04-17,128428320000
2024-04-18,123570720000
2024-04-19,117874080000
2024-04-22,120468480000
2024-04-23,124155840000
2024-04-24,123405120000
2024-04-25,123184320000
2024-04-26,126783360000
2024-04-29,126253440000
2024-04-30,124707840000
2024-05-01,121108800000
2024-05-02,124012320000
2024-05-03,126628800000
2024-05-06,132623520000
2024-05-07,131607840000
2024-05-08,131729280000
2024-05-09,130062240000
2024-05-10,133848960000
2024-05-13,135792000000
2024-05-14,137790240000
2024-05-15,141102240000
2024-05-16,141190560000
2024-05-17,138320160000
2024-05-20,142416000000
2024-05-21,140760000000
2024-05-22,139413120000
2024-05-23,139402080000
2024-05-24,142956960000
2024-05-28,146467680000
2024-05-29,145264320000
2024-05-30,139424160000
2024-05-31,138000000000
2024-06-03,141499680000
2024-06-04,139810560000
2024-06-05,147615840000
2024-06-06,143597280000
2024-06-07,144557760000
2024-06-10,148841280000
2024-06-11,149117280000
2024-06-12,155388000000
2024-06-13,158026560000
2024-06-14,156061440000
2024-06-17,163204320000
2024-06-18,169408800000
2024-06-20,159185760000
2024-06-21,154052160000
2024-06-24,153884070000
2024-06-25,156219840000
2024-06-26,157592520000
2024-06-27,146378610000
2024-06-28,145603710000
2024-07-01,145592640000
2024-07-02,146777130000
2024-07-03,151459740000
2024-07-05,145681200000
2024-07-08,144673830000
2024-07-09,145171980000
2024-07-10,150983730000
2024-07-11,144164610000
2024-07-12,147839850000
2024-07-15,144873090000
2024-07-16,141131430000
2024-07-17,132286500000
2024-07-18,130017150000
2024-07-19,126485820000
2024-07-22,127614960000
2024-07-23,126474750000
2024-07-24,122079960000
2024-07-25,118947150000
2024-07-26,121116870000
2024-07-29,119389950000
2024-07-30,113533920000
2024-07-31,121570740000
2024-08-01,112371570000
2024-08-02,102618900000
2024-08-05,100094940000
2024-08-06,98523000000
2024-08-07,96087600000
2024-08-08,101921490000
2024-08-09,103039560000
