,MU
2004-08-25,8437842000
2004-08-26,8297562000
2004-08-27,8332632000
2004-08-30,8052072000
2004-08-31,8073114000
2004-09-01,8164296000
2004-09-02,7525900000
2004-09-03,7254580000
2004-09-07,7183519999
2004-09-08,7202900000
2004-09-09,7441920000
2004-09-10,7932880000
2004-09-13,7945800000
2004-09-14,8055620000
2004-09-15,7816600000
2004-09-16,7919960000
2004-09-17,8242960000
2004-09-20,8223580000
2004-09-21,8242960000
2004-09-22,7971640000
2004-09-23,8062080000
2004-09-24,8010400000
2004-09-27,7958720000
2004-09-28,7842440000
2004-09-29,7816600000
2004-09-30,7771380000
2004-10-01,7984560000
2004-10-04,8049160000
2004-10-05,8036240000
2004-10-06,8171900000
2004-10-07,8029780000
2004-10-08,7758460000
2004-10-11,7687400000
2004-10-12,7487140000
2004-10-13,7519440000
2004-10-14,7332100000
2004-10-15,7351480000
2004-10-18,7345019999
2004-10-19,7435460000
2004-10-20,7551740000
2004-10-21,7655100000
2004-10-22,7448380000
2004-10-25,7564660000
2004-10-26,7551740000
2004-10-27,7842440000
2004-10-28,7913500000
2004-10-29,7868280000
2004-11-01,7752000000
2004-11-02,7629260000
2004-11-03,7545280000
2004-11-04,7584040000
2004-11-05,7674480000
2004-11-08,7719700000
2004-11-09,7655100000
2004-11-10,7429000000
2004-11-11,7525900000
2004-11-12,7758460000
2004-11-15,7829519999
2004-11-16,7719700000
2004-11-17,8094380000
2004-11-18,7861820000
2004-11-19,7558200000
2004-11-22,7377320000
2004-11-23,7377320000
2004-11-24,7416080000
2004-11-26,7364400000
2004-11-29,7228740000
2004-11-30,7157680000
2004-12-01,7390240000
2004-12-02,7376940000
2004-12-03,7467533999
2004-12-06,7564599000
2004-12-07,7376940000
2004-12-08,7247520000
2004-12-09,7215165000
2004-12-10,7312230000
2004-12-13,7467533999
2004-12-14,7538715000
2004-12-15,7661664000
2004-12-16,7525773000
2004-12-17,7318701000
2004-12-20,7344585000
2004-12-21,7467533999
2004-12-22,7687548000
2004-12-23,7635780000
2004-12-27,7635780000
2004-12-28,7745787000
2004-12-29,7933446000
2004-12-30,7952858999
2004-12-31,7991685000
2005-01-03,7765200000
2005-01-04,7545186000
2005-01-05,7461063000
2005-01-06,7383411000
2005-01-07,7415766000
2005-01-10,7396353000
2005-01-11,7176339000
2005-01-12,7331643000
2005-01-13,7228107000
2005-01-14,7253991000
2005-01-18,7247520000
2005-01-19,7124571000
2005-01-20,7131042000
2005-01-21,6736311000
2005-01-24,6509826000
2005-01-25,6632775000
2005-01-26,6671601000
2005-01-27,6878673000
2005-01-28,6703956000
2005-01-31,6736311000
2005-02-01,6923970000
2005-02-02,7001622000
2005-02-03,7021035000
2005-02-04,7182810000
2005-02-07,7325172000
2005-02-08,7331643000
2005-02-09,7266933000
2005-02-10,7292817000
2005-02-11,7590483000
2005-02-14,7642251000
2005-02-15,7713432000
2005-02-16,7635780000
2005-02-17,7441650000
2005-02-18,7441650000
2005-02-22,7415766000
2005-02-23,7351056000
2005-02-24,7486947000
2005-02-25,7558128000
2005-02-28,7441650000
2005-03-01,7428708000
2005-03-02,7389882000
2005-03-03,7253358000
2005-03-04,6974632000
2005-03-07,7084826000
2005-03-08,6857956000
2005-03-09,6870920000
2005-03-10,6929258000
2005-03-11,6754244000
2005-03-14,6734798000
2005-03-15,6644050000
2005-03-16,6728316000
2005-03-17,6773690000
2005-03-18,6669977999
2005-03-21,6624604000
2005-03-22,6546820000
2005-03-23,6624604000
2005-03-24,6631086000
2005-03-28,6592194000
2005-03-29,6559783999
2005-03-30,6793136000
2005-03-31,6702388000
2005-04-01,6650532000
2005-04-04,6540338000
2005-04-05,6533856000
2005-04-06,6527374000
2005-04-07,6611640000
2005-04-08,6611640000
2005-04-11,6624604000
2005-04-12,6605158000
2005-04-13,6475518000
2005-04-14,6332914000
2005-04-15,6170864000
2005-04-18,6235683999
2005-04-19,6248648000
2005-04-20,6119008000
2005-04-21,6300504000
2005-04-22,6099562000
2005-04-25,6209756000
2005-04-26,6190310000
2005-04-27,6151418000
2005-04-28,6203274000
2005-04-29,6294022000
2005-05-02,6261612000
2005-05-03,6287540000
2005-05-04,6533856000
2005-05-05,6507927999
2005-05-06,6566266000
2005-05-09,6553302000
2005-05-10,6482000000
2005-05-11,6482000000
2005-05-12,6585712000
2005-05-13,6851474000
2005-05-16,6747762000
2005-05-17,6870920000
2005-05-18,6832027999
2005-05-19,6773690000
2005-05-20,6832027999
2005-05-23,6929258000
2005-05-24,7026488000
2005-05-25,6955186000
2005-05-26,7149646000
2005-05-27,7175574000
2005-05-31,7117236000
2005-06-01,7026488000
2005-06-02,7150455000
2005-06-03,7001622000
2005-06-06,6859260000
2005-06-07,6788079000
2005-06-08,6911028000
2005-06-09,7098687000
2005-06-10,7053390000
2005-06-13,7021035000
2005-06-14,6962796000
2005-06-15,7072803000
2005-06-16,7085745000
2005-06-17,7008093000
2005-06-20,6898086000
2005-06-21,6865731000
2005-06-22,6859260000
2005-06-23,7008093000
2005-06-24,6846318000
2005-06-27,6581007000
2005-06-28,6632775000
2005-06-29,6762195000
2005-06-30,6606891000
2005-07-01,6600420000
2005-07-05,6794550000
2005-07-06,7040448000
2005-07-07,7021035000
2005-07-08,7389882000
2005-07-11,7590483000
2005-07-12,7648722000
2005-07-13,7642251000
2005-07-14,7700490000
2005-07-15,7713432000
2005-07-18,7706961000
2005-07-19,7875207000
2005-07-20,7907562000
2005-07-21,7842851999
2005-07-22,7719903000
2005-07-25,7584012000
2005-07-26,7700490000
2005-07-27,7706961000
2005-07-28,7765200000
2005-07-29,7687548000
2005-08-01,7881678000
2005-08-02,7901091000
2005-08-03,7868736000
2005-08-04,7700490000
2005-08-05,7674606000
2005-08-08,7480476000
2005-08-09,7467533999
2005-08-10,7279875000
2005-08-11,7312230000
2005-08-12,7189281000
2005-08-15,7344585000
2005-08-16,7176339000
2005-08-17,7266933000
2005-08-18,7182810000
2005-08-19,7215165000
2005-08-22,7279875000
2005-08-23,7182810000
2005-08-24,7221636000
2005-08-25,7344585000
2005-08-26,7234578000
2005-08-29,7221636000
2005-08-30,7318701000
2005-08-31,7706961000
2005-09-01,7554161999
2005-09-02,7586667000
2005-09-06,7931220000
2005-09-07,7905216000
2005-09-08,8061240000
2005-09-09,8119749000
2005-09-12,8184759000
2005-09-13,8243268000
2005-09-14,8600823000
2005-09-15,8366786999
2005-09-16,8327781000
2005-09-19,8100246000
2005-09-20,8009232000
2005-09-21,7957224000
2005-09-22,7840206000
2005-09-23,7898715000
2005-09-26,7866210000
2005-09-27,7632174000
2005-09-28,7632174000
2005-09-29,7924719000
2005-09-30,8646330000
2005-10-03,8867364000
2005-10-04,8665833000
2005-10-05,8321280000
2005-10-06,8418795000
2005-10-07,8568318000
2005-10-10,8301777000
2005-10-11,8152253999
2005-10-12,8282274000
2005-10-13,8522811000
2005-10-14,8366786999
2005-10-17,8457801000
2005-10-18,8496807000
2005-10-19,8373288000
2005-10-20,8327781000
2005-10-21,8236767000
2005-10-24,8132751000
2005-10-25,8223765000
2005-10-26,8288775000
2005-10-27,8204261999
2005-10-28,8236767000
2005-10-31,8444799000
2005-11-01,8451300000
2005-11-02,8626827000
2005-11-03,9016887000
2005-11-04,9049392000
2005-11-07,9023388000
2005-11-08,8912871000
2005-11-09,8971380000
2005-11-10,8958378000
2005-11-11,8873865000
2005-11-14,8665833000
2005-11-15,8685336000
2005-11-16,8730843000
2005-11-17,8945376000
2005-11-18,9218418000
2005-11-21,9231420000
2005-11-22,9536967000
2005-11-23,9419949000
2005-11-25,9484959000
2005-11-28,9348438000
2005-11-29,9049392000
2005-11-30,9270426000
2005-12-01,9585135000
2005-12-02,9505755000
2005-12-05,9459450000
2005-12-06,9254385000
2005-12-07,9036090000
2005-12-08,8685495000
2005-12-09,8870715000
2005-12-12,9128700000
2005-12-13,9155160000
2005-12-14,8950095000
2005-12-15,8963325000
2005-12-16,9042705000
2005-12-19,9029475000
2005-12-20,9069165000
2005-12-21,9353610000
2005-12-22,9022860000
2005-12-23,9029475000
2005-12-27,8910405000
2005-12-28,8897175000
2005-12-29,8778105000
2005-12-30,8804565000
2006-01-03,8936865000
2006-01-04,9294075000
2006-01-05,9380070000
2006-01-06,9571905000
2006-01-09,9724050000
2006-01-10,9638055000
2006-01-11,9757125000
2006-01-12,9638055000
2006-01-13,9598365000
2006-01-17,9241155000
2006-01-18,9300690000
2006-01-19,9479295000
2006-01-20,9267615000
2006-01-23,9380070000
2006-01-24,9327150000
2006-01-25,9333765000
2006-01-26,9492525000
2006-01-27,9724050000
2006-01-30,9876195000
2006-01-31,9710820000
2006-02-01,9935730000
2006-02-02,9889425000
2006-02-03,9849735000
2006-02-06,10590615000
2006-02-07,10822140000
2006-02-08,10815525000
2006-02-09,10755990000
2006-02-10,10848600000
2006-02-13,10709685000
2006-02-14,11000745000
2006-02-15,11099970000
2006-02-16,11238884999
2006-02-17,11013975000
2006-02-21,10636919999
2006-02-22,10789065000
2006-02-23,10418625000
2006-02-24,10504620000
2006-02-27,10352475000
2006-02-28,10259865000
2006-03-01,10550925000
2006-03-02,11231310000
2006-03-03,11259654000
2006-03-06,11054160000
2006-03-07,10614828000
2006-03-08,10536882000
2006-03-09,10288872000
2006-03-10,10253442000
2006-03-13,10473108000
2006-03-14,10685688000
2006-03-15,10636086000
2006-03-16,10338474000
2006-03-17,10466022000
2006-03-20,10501452000
2006-03-21,10629000000
2006-03-22,10310130000
2006-03-23,10225098000
2006-03-24,10253442000
2006-03-27,10466022000
2006-03-28,10225098000
2006-03-29,10551054000
2006-03-30,10501452000
2006-03-31,10430592000
2006-04-03,10947870000
2006-04-04,11082504000
2006-04-05,11025816000
2006-04-06,11039988000
2006-04-07,10806150000
2006-04-10,10565226000
2006-04-11,10699860000
2006-04-12,10855752000
2006-04-13,10657344000
2006-04-17,10714032000
2006-04-18,11358858000
2006-04-19,11691900000
2006-04-20,11904480000
2006-04-21,11621039999
2006-04-24,11621039999
2006-04-25,11670642000
2006-04-26,11904480000
2006-04-27,12329639999
2006-04-28,12024942000
2006-05-01,11861963999
2006-05-02,11869050000
2006-05-03,11854878000
2006-05-04,12017856000
2006-05-05,12081630000
2006-05-08,12216263999
2006-05-09,12223350000
2006-05-10,11769846000
2006-05-11,11415546000
2006-05-12,11202966000
2006-05-15,11217138000
2006-05-16,11316342000
2006-05-17,11075418000
2006-05-18,10884096000
2006-05-19,11174622000
2006-05-22,11025816000
2006-05-23,10799064000
2006-05-24,10954956000
2006-05-25,11458062000
2006-05-26,11599782000
2006-05-30,11380116000
2006-05-31,11734416000
2006-06-01,12148087000
2006-06-02,11852846000
2006-06-05,11543203000
2006-06-06,11708826000
2006-06-07,11391982000
2006-06-08,11183153000
2006-06-09,11183153000
2006-06-12,10902314000
2006-06-13,10693485000
2006-06-14,10988726000
2006-06-15,11550404000
2006-06-16,11773635000
2006-06-19,11442389000
2006-06-20,11499997000
2006-06-21,11485595000
2006-06-22,11651218000
2006-06-23,11824042000
2006-06-26,12011268000
2006-06-27,11543203000
2006-06-28,11492796000
2006-06-29,10887912000
2006-06-30,10844706000
2006-07-03,11089540000
2006-07-05,10801500000
2006-07-06,11024731000
2006-07-07,10700686000
2006-07-10,10463053000
2006-07-11,10851907000
2006-07-12,10664681000
2006-07-13,10311832000
2006-07-14,10369440000
2006-07-17,10232621000
2006-07-18,10477455000
2006-07-19,10779897000
2006-07-20,10463053000
2006-07-21,10189415000
2006-07-24,10333435000
2006-07-25,10830304000
2006-07-26,11039133000
2006-07-27,11154349000
2006-07-28,11391982000
2006-07-31,11226359000
2006-08-01,11075138000
2006-08-02,11283967000
2006-08-03,11377580000
2006-08-04,11334374000
2006-08-07,11168751000
2006-08-08,11125545000
2006-08-09,11211957000
2006-08-10,11521600000
2006-08-11,11334374000
2006-08-14,11370379000
2006-08-15,11824042000
2006-08-16,12025670000
2006-08-17,11960861000
2006-08-18,11917655000
2006-08-21,11752032000
2006-08-22,11651218000
2006-08-23,11521600000
2006-08-24,11536002000
2006-08-25,11708826000
2006-08-28,11917655000
2006-08-29,12414523999
2006-08-30,12616152000
2006-08-31,13253760000
2006-09-01,13284440000
2006-09-05,13322790000
2006-09-06,12962299999
2006-09-07,12992980000
2006-09-08,13713960000
2006-09-11,14243190000
2006-09-12,14166490000
2006-09-13,13806000000
2006-09-14,13629590000
2006-09-15,13859690000
2006-09-18,13905710000
2006-09-19,13606579999
2006-09-20,13468519999
2006-09-21,13606579999
2006-09-22,13391820000
2006-09-25,13713960000
2006-09-26,13598910000
2006-09-27,13499200000
2006-09-28,13376480000
2006-09-29,13345799999
2006-10-02,13422500000
2006-10-03,13407160000
2006-10-04,13867359999
2006-10-05,13453180000
2006-10-06,11612380000
2006-10-09,11750440000
2006-10-10,11620050000
2006-10-11,11635390000
2006-10-12,11604710000
2006-10-13,11551020000
2006-10-16,11719760000
2006-10-17,11167520000
2006-10-18,11106160000
2006-10-19,11098490000
2006-10-20,10945090000
2006-10-23,11052470000
2006-10-24,10960430000
2006-10-25,11136840000
2006-10-26,11305580000
2006-10-27,10868390000
2006-10-30,11044800000
2006-10-31,11083150000
2006-11-01,10876060000
2006-11-02,10653630000
2006-11-03,10722660000
2006-11-06,10983440000
2006-11-07,10968100000
2006-11-08,10738000000
2006-11-09,10408190000
2006-11-10,10745670000
2006-11-13,10899070000
2006-11-14,11466650000
2006-11-15,11374610000
2006-11-16,11305580000
2006-11-17,11175190000
2006-11-20,11106160000
2006-11-21,11198200000
2006-11-22,11512670000
2006-11-24,11343930000
2006-11-27,11167520000
2006-11-28,11121500000
2006-11-29,11067810000
2006-11-30,11223020000
2006-12-01,11123089000
2006-12-04,11192272000
2006-12-05,11476691000
2006-12-06,11407508000
2006-12-07,11223020000
2006-12-08,11253768000
2006-12-11,10930914000
2006-12-12,10692617000
2006-12-13,10531190000
2006-12-14,10608060000
2006-12-15,10531190000
2006-12-18,10400511000
2006-12-19,10262145000
2006-12-20,10354389000
2006-12-21,10369763000
2006-12-22,10715678000
2006-12-26,10738739000
2006-12-27,10830983000
2006-12-28,10777174000
2006-12-29,10731052000
2007-01-03,10784861000
2007-01-04,10600373000
2007-01-05,10438946000
2007-01-08,10561938000
2007-01-09,10508129000
2007-01-10,10815609000
2007-01-11,10669556000
2007-01-12,10938601000
2007-01-16,10700304000
2007-01-17,10515816000
2007-01-18,10185275000
2007-01-19,10200649000
2007-01-22,10046909000
2007-01-23,9939291000
2007-01-24,10169901000
2007-01-25,10062283000
2007-01-26,10146840000
2007-01-29,10016161000
2007-01-30,9985413000
2007-01-31,9954665000
2007-02-01,9877795000
2007-02-02,10116092000
2007-02-05,10085344000
2007-02-06,10008474000
2007-02-07,9970039000
2007-02-08,9916230000
2007-02-09,9654872000
2007-02-12,9431949000
2007-02-13,9385827000
2007-02-14,9654872000
2007-02-15,9616437000
2007-02-16,9470384000
2007-02-20,9301270000
2007-02-21,9201339000
2007-02-22,9347392000
2007-02-23,9516506000
2007-02-26,9485758000
2007-02-27,9147530000
2007-02-28,9116782000
2007-03-01,9131014000
2007-03-02,9107917000
2007-03-05,8984733000
2007-03-06,9015529000
2007-03-07,8807656000
2007-03-08,8722967000
2007-03-09,8792258000
2007-03-12,8776860000
2007-03-13,8669074000
2007-03-14,8923141000
2007-03-15,8900044000
2007-03-16,8807656000
2007-03-19,8676773000
2007-03-20,8676773000
2007-03-21,8930840000
2007-03-22,8946238000
2007-03-23,8923141000
2007-03-26,8938539000
2007-03-27,9246499000
2007-03-28,9246499000
2007-03-29,9115616000
2007-03-30,9300392000
2007-04-02,9338887000
2007-04-03,9415877000
2007-04-04,9292693000
2007-04-05,8861549000
2007-04-09,8607482000
2007-04-10,8638278000
2007-04-11,8699870000
2007-04-12,8815355000
2007-04-13,8669074000
2007-04-16,8522793000
2007-04-17,8430404999
2007-04-18,8545890000
2007-04-19,8568987000
2007-04-20,8615181000
2007-04-23,8630579000
2007-04-24,8923141000
2007-04-25,9061723000
2007-04-26,9215703000
2007-04-27,9000131000
2007-04-30,8830753000
2007-05-01,8738365000
2007-05-02,8815355000
2007-05-03,8769161000
2007-05-04,9169509000
2007-05-07,9208004000
2007-05-08,9131014000
2007-05-09,9515964000
2007-05-10,9338887000
2007-05-11,9485168000
2007-05-14,9462071000
2007-05-15,9292693000
2007-05-16,9346586000
2007-05-17,8853850000
2007-05-18,8830753000
2007-05-21,8815355000
2007-05-22,8761462000
2007-05-23,8876947000
2007-05-24,9092519000
2007-05-25,9215703000
2007-05-29,9208004000
2007-05-30,9161810000
2007-05-31,9377382000
2007-06-01,9700740000
2007-06-04,9677643000
2007-06-05,9585255000
2007-06-06,9423576000
2007-06-07,9200305000
2007-06-08,9508265000
2007-06-11,9231101000
2007-06-12,9208004000
2007-06-13,9192606000
2007-06-14,9415877000
2007-06-15,9685342000
2007-06-18,9662245000
2007-06-19,9577556000
2007-06-20,9793128000
2007-06-21,10193476000
2007-06-22,9877817000
2007-06-25,9739235000
2007-06-26,9585255000
2007-06-27,9746934000
2007-06-28,9554459000
2007-06-29,9646847000
2007-07-02,9608352000
2007-07-03,9770031000
2007-07-05,9854720000
2007-07-06,10355155000
2007-07-09,10332058000
2007-07-10,10424446000
2007-07-11,10655416000
2007-07-12,10578426000
2007-07-13,10578426000
2007-07-16,10763202000
2007-07-17,10663115000
2007-07-18,10516834000
2007-07-19,10470640000
2007-07-20,10324359000
2007-07-23,10347456000
2007-07-24,10047195000
2007-07-25,10070292000
2007-07-26,9346586000
2007-07-27,9138713000
2007-07-30,9254198000
2007-07-31,9138713000
2007-08-01,9315790000
2007-08-02,9100218000
2007-08-03,8961636000
2007-08-06,8953937000
2007-08-07,8923141000
2007-08-08,9292693000
2007-08-09,9623750000
2007-08-10,9400479000
2007-08-13,9215703000
2007-08-14,8869248000
2007-08-15,8515094000
2007-08-16,8160940000
2007-08-17,8461201000
2007-08-20,8453502000
2007-08-21,8746064000
2007-08-22,8815355000
2007-08-23,8561287999
2007-08-24,8484298000
2007-08-27,8645977000
2007-08-28,8468900000
2007-08-29,8653676000
2007-08-30,8630579000
2007-08-31,8815355000
2007-09-04,8930840000
2007-09-05,8746064000
2007-09-06,8853850000
2007-09-07,8776860000
2007-09-10,8961636000
2007-09-11,8953937000
2007-09-12,8661375000
2007-09-13,8684472000
2007-09-14,8468900000
2007-09-17,8422706000
2007-09-18,8599783000
2007-09-19,8422706000
2007-09-20,8299521999
2007-09-21,8261027000
2007-09-24,8114745999
2007-09-25,8014659000
2007-09-26,8276425000
2007-09-27,8746064000
2007-09-28,8545890000
2007-10-01,8738365000
2007-10-02,9077121000
2007-10-03,8268726000
2007-10-04,8168639000
2007-10-05,8314920000
2007-10-08,8276425000
2007-10-09,8191736000
2007-10-10,8245629000
2007-10-11,8130144000
2007-10-12,8097231000
2007-10-15,8074074000
2007-10-16,8050917000
2007-10-17,8004602999
2007-10-18,8128106999
2007-10-19,7780752000
2007-10-22,7711281000
2007-10-23,7711281000
2007-10-24,7549181999
2007-10-25,7279017000
2007-10-26,7533744000
2007-10-29,7711281000
2007-10-30,7989165000
2007-10-31,8112669000
2007-11-01,7966008000
2007-11-02,8081793000
2007-11-05,7827066000
2007-11-06,7657248000
2007-11-07,7325331000
2007-11-08,7201827000
2007-11-09,7441116000
2007-11-12,7194108000
2007-11-13,7271298000
2007-11-14,7217265000
2007-11-15,7132356000
2007-11-16,7062885000
2007-11-19,6823596000
2007-11-20,6584306999
2007-11-21,6236952000
2007-11-23,6460802999
2007-11-26,6190638000
2007-11-27,6128886000
2007-11-28,6530274000
2007-11-29,6356852000
2007-11-30,6426368000
2007-12-03,6410920000
2007-12-04,6642640000
2007-12-05,6912979999
2007-12-06,7152424000
2007-12-07,6974771999
2007-12-10,6936152000
2007-12-11,6642640000
2007-12-12,6681260000
2007-12-13,6542228000
2007-12-14,6464987999
2007-12-17,6094236000
2007-12-18,6024720000
2007-12-19,6055616000
2007-12-20,6117408000
2007-12-21,5816172000
2007-12-24,5831620000
2007-12-26,5793000000
2007-12-27,5684864000
2007-12-28,5615348000
2007-12-31,5599900000
2008-01-02,5437696000
2008-01-03,5368180000
2008-01-04,4943360000
2008-01-07,4935636000
2008-01-08,4773432000
2008-01-09,4788880000
2008-01-10,4788880000
2008-01-11,4703916000
2008-01-14,4827500000
2008-01-15,4441300000
2008-01-16,4580332000
2008-01-17,4680744000
2008-01-18,4974256000
2008-01-22,4858396000
2008-01-23,5175080000
2008-01-24,5399076000
2008-01-25,5043772000
2008-01-28,5097840000
2008-01-29,5306388000
2008-01-30,5375904000
2008-01-31,5399076000
2008-02-01,6032444000
2008-02-04,6032444000
2008-02-05,6055616000
2008-02-06,5399076000
2008-02-07,5499488000
2008-02-08,5167356000
2008-02-11,5275492000
2008-02-12,5422248000
2008-02-13,5708036000
2008-02-14,5538108000
2008-02-15,5507212000
2008-02-19,5808448000
2008-02-20,6032444000
2008-02-21,5700312000
2008-02-22,5823896000
2008-02-25,6001548000
2008-02-26,5962928000
2008-02-27,6071064000
2008-02-28,5850096000
2008-02-29,5811456000
2008-03-03,5540976000
2008-03-04,5394144000
2008-03-05,5432784000
2008-03-06,5208672000
2008-03-07,5316864000
2008-03-10,4953648000
2008-03-11,5301408000
2008-03-12,5023200000
2008-03-13,5015472000
2008-03-14,4744992000
2008-03-17,4652256000
2008-03-18,4629072000
2008-03-19,4482240000
2008-03-20,4621344000
2008-03-24,4513152000
2008-03-25,4474512000
2008-03-26,4250400000
2008-03-27,4265855999
2008-03-28,4219488000
2008-03-31,4613616000
2008-04-01,4636800000
2008-04-02,4938192000
2008-04-03,5247312000
2008-04-04,5224128000
2008-04-07,5170032000
2008-04-08,5054112000
2008-04-09,5231856000
2008-04-10,5401872000
2008-04-11,5332320000
2008-04-14,5200944000
2008-04-15,5224128000
2008-04-16,5556432000
2008-04-17,5571888000
2008-04-18,5718720000
2008-04-21,5718720000
2008-04-22,5741904000
2008-04-23,5865552000
2008-04-24,5958288000
2008-04-25,5935104000
2008-04-28,6081936000
2008-04-29,6074208000
2008-04-30,5966016000
2008-05-01,6259680000
2008-05-02,6367872000
2008-05-05,6391056000
2008-05-06,6406511999
2008-05-07,6329232000
2008-05-08,6352416000
2008-05-09,6468335999
2008-05-12,6429696000
2008-05-13,6437424000
2008-05-14,6599711999
2008-05-15,6831552000
2008-05-16,6831552000
2008-05-19,6769728000
2008-05-20,6344688000
2008-05-21,6460608000
2008-05-22,6306048000
2008-05-23,6344688000
2008-05-27,6290592000
2008-05-28,6391056000
2008-05-29,6251952000
2008-05-30,6236496000
2008-06-02,6336959999
2008-06-03,6306048000
2008-06-04,6499248000
2008-06-05,6591983999
2008-06-06,6406511999
2008-06-09,6197856000
2008-06-10,6027840000
2008-06-11,5672352000
2008-06-12,5672352000
2008-06-13,5919648000
2008-06-16,5973744000
2008-06-17,5741904000
2008-06-18,5525520000
2008-06-19,5749632000
2008-06-20,5587344000
2008-06-23,5417328000
2008-06-24,5718720000
2008-06-25,5819184000
2008-06-26,5401872000
2008-06-27,4714080000
2008-06-30,4636800000
2008-07-01,4474512000
2008-07-02,4567248000
2008-07-03,4459056000
2008-07-07,4234944000
2008-07-08,4265855999
2008-07-09,4219488000
2008-07-10,4219488000
2008-07-11,4204032000
2008-07-14,4080384000
2008-07-15,4080384000
2008-07-16,4258128000
2008-07-17,4211760000
2008-07-18,4404960000
2008-07-21,4374048000
2008-07-22,3964464000
2008-07-23,3964464000
2008-07-24,3794448000
2008-07-25,3840816000
2008-07-28,3539424000
2008-07-29,3616704000
2008-07-30,3670800000
2008-07-31,3732624000
2008-08-01,3608976000
2008-08-04,3670800000
2008-08-05,3655344000
2008-08-06,3848544000
2008-08-07,3941279999
2008-08-08,4072655999
2008-08-11,4165391999
2008-08-12,4072655999
2008-08-13,3941279999
2008-08-14,4149936000
2008-08-15,4165391999
2008-08-18,3933552000
2008-08-19,3786720000
2008-08-20,3632160000
2008-08-21,3616704000
2008-08-22,3624432000
2008-08-25,3469872000
2008-08-26,3276672000
2008-08-27,3292128000
2008-08-28,3315312000
2008-08-29,3276672000
2008-09-02,3261216000
2008-09-03,3338496000
2008-09-04,3222576000
2008-09-05,3369408000
2008-09-08,3408048000
2008-09-09,3408048000
2008-09-10,3794448000
2008-09-11,3802176000
2008-09-12,3964464000
2008-09-15,3353952000
2008-09-16,3091200000
2008-09-17,3013920000
2008-09-18,3292128000
2008-09-19,3740352000
2008-09-22,3346224000
2008-09-23,3160752000
2008-09-24,3369408000
2008-09-25,3608976000
2008-09-26,3593520000
2008-09-29,3114384000
2008-09-30,3129840000
2008-10-01,3323040000
2008-10-02,3462144000
2008-10-03,3431232000
2008-10-06,3137567999
2008-10-07,3021648000
2008-10-08,2992671000
2008-10-09,3000404000
2008-10-10,2745215000
2008-10-13,3255593000
2008-10-14,3487583000
2008-10-15,3139597999
2008-10-16,3131865000
2008-10-17,3185996000
2008-10-20,3441185000
2008-10-21,3456651000
2008-10-22,3356122000
2008-10-23,3031336000
2008-10-24,2745215000
2008-10-27,2621487000
2008-10-28,2892142000
2008-10-29,3000404000
2008-10-30,3425719000
2008-10-31,3642243000
2008-11-03,3619044000
2008-11-04,3851034000
2008-11-05,3711840000
2008-11-06,3387054000
2008-11-07,3464384000
2008-11-10,3085467000
2008-11-11,2884409000
2008-11-12,2397230000
2008-11-13,2397230000
2008-11-14,2126575000
2008-11-17,1987380999
2008-11-18,1902318000
2008-11-19,1600730999
2008-11-20,1306877000
2008-11-21,1446071000
2008-11-24,1623930000
2008-11-25,1747657999
2008-11-26,1848187000
2008-11-28,2118842000
2008-12-01,1732192000
2008-12-02,1616197000
2008-12-03,1538867000
2008-12-04,1400759000
2008-12-05,1578756000
2008-12-08,1609712000
2008-12-09,1702580000
2008-12-10,1601972999
2008-12-11,1431715000
2008-12-12,1601972999
2008-12-15,1470410000
2008-12-16,1571016999
2008-12-17,1679363000
2008-12-18,2019879000
2008-12-19,2313961000
2008-12-22,2019879000
2008-12-23,1826404000
2008-12-24,2004401000
2008-12-26,2004401000
2008-12-29,1826404000
2008-12-30,1888316000
2008-12-31,2043096000
2009-01-02,2197876000
2009-01-05,2569348000
2009-01-06,2685433000
2009-01-07,2538392000
2009-01-08,2638999000
2009-01-09,2546131000
2009-01-12,2445524000
2009-01-13,2437785000
2009-01-14,2267527000
2009-01-15,2313961000
2009-01-16,2631260000
2009-01-20,2383612000
2009-01-21,2662216000
2009-01-22,2515175000
2009-01-23,2755084000
2009-01-26,2631260000
2009-01-27,2700911000
2009-01-28,2909864000
2009-01-29,2762823000
2009-01-30,2878908000
2009-02-02,2786040000
2009-02-03,2909864000
2009-02-04,3018210000
2009-02-05,3149773000
2009-02-06,3157512000
2009-02-09,3343248000
2009-02-10,3111077999
2009-02-11,3002732000
2009-02-12,3049166000
2009-02-13,2886647000
2009-02-17,2553870000
2009-02-18,2476480000
2009-02-19,2321700000
2009-02-20,2174659000
2009-02-23,2174659000
2009-02-24,2491958000
2009-02-25,2491958000
2009-02-26,2546131000
2009-02-27,2491958000
2009-03-02,2329439000
2009-03-03,2391351000
2009-03-04,2476480000
2009-03-05,2561895000
2009-03-06,2366703000
2009-03-09,2098314000
2009-03-10,2342304000
2009-03-11,2602560000
2009-03-12,2846550000
2009-03-13,2960412000
2009-03-16,2968545000
2009-03-17,2992944000
2009-03-18,3066141000
2009-03-19,2984811000
2009-03-20,2789619000
2009-03-23,3098673000
2009-03-24,3009210000
2009-03-25,3017343000
2009-03-26,3432126000
2009-03-27,3391461000
2009-03-30,3155604000
2009-03-31,3301997999
2009-04-01,3399594000
2009-04-02,3765579000
2009-04-03,3659850000
2009-04-06,3676115999
2009-04-07,3505322999
2009-04-08,3480924000
2009-04-09,3619185000
2009-04-13,3570386999
