,IEX
2023-05-11,15721020000
2023-05-12,15760332000
2023-05-15,15716483999
2023-05-16,15324120000
2023-05-17,15482124000
2023-05-18,15519924000
2023-05-19,15497244000
2023-05-22,15776208000
2023-05-23,15466248000
2023-05-24,15132096000
2023-05-25,15255324000
2023-05-26,15383088000
2023-05-30,15330924000
2023-05-31,15056496000
2023-06-01,15219792000
2023-06-02,15807960000
2023-06-05,15527483999
2023-06-06,15538824000
2023-06-07,15739164000
2023-06-08,15682464000
2023-06-09,15638616000
2023-06-12,15649200000
2023-06-13,15787548000
2023-06-14,15714216000
2023-06-15,15906240000
2023-06-16,15857100000
2023-06-20,15508583999
2023-06-21,15624252000
2023-06-22,15393672000
2023-06-23,15349824000
2023-06-26,15568308000
2023-06-27,15932700000
2023-06-28,15874488000
2023-06-29,16142868000
2023-06-30,16273656000
2023-07-03,16089948000
2023-07-05,15941772000
2023-07-06,15885072000
2023-07-07,15874488000
2023-07-10,16402932000
2023-07-11,16364376000
2023-07-12,16296336000
2023-07-13,16074072000
2023-07-14,15845004000
2023-07-17,15921360000
2023-07-18,15864660000
2023-07-19,15965208000
2023-07-20,16005276000
2023-07-21,16075583999
2023-07-24,16242660000
2023-07-25,15912288000
2023-07-26,16025688000
2023-07-27,16542792000
2023-07-28,16801344000
2023-07-31,17071236000
2023-08-01,16772616000
2023-08-02,16587396000
2023-08-03,16787736000
2023-08-04,16699283999
2023-08-07,16922304000
2023-08-08,16926840000
2023-08-09,16845948000
2023-08-10,16743888000
2023-08-11,16889796000
2023-08-14,16839144000
2023-08-15,16676604000
2023-08-16,16588152000
2023-08-17,16548840000
2023-08-18,16588152000
2023-08-21,16724232000
2023-08-22,16754472000
2023-08-23,16910208000
2023-08-24,16835364000
2023-08-25,17096183999
2023-08-28,17156664000
2023-08-29,17216388000
2023-08-30,17291988000
2023-08-31,17115840000
2023-09-01,17257968000
2023-09-05,16842168000
2023-09-06,16846704000
2023-09-07,16518600000
2023-09-08,16336404000
2023-09-11,16254000000
2023-09-12,16170840000
2023-09-13,16270632000
2023-09-14,16352280000
2023-09-15,16196544000
2023-09-18,16054416000
2023-09-19,15944796000
2023-09-20,15871464000
2023-09-21,15633324000
2023-09-22,15659028000
2023-09-25,15705144000
2023-09-26,15408036000
2023-09-27,15682464000
2023-09-28,15804936000
2023-09-29,15726312000
2023-10-02,15632568000
2023-10-03,15644664000
2023-10-04,15758064000
2023-10-05,15508583999
2023-10-06,15572088000
2023-10-09,15736140000
2023-10-10,15746724000
2023-10-11,15802668000
2023-10-12,15544872000
2023-10-13,15168383999
2023-10-16,15320340000
2023-10-17,15361164000
2023-10-18,14887908000
2023-10-19,14787360000
2023-10-20,14570388000
2023-10-23,14577948000
2023-10-24,14571144000
2023-10-25,14137200000
2023-10-26,14606676000
2023-10-27,14433552000
2023-10-30,14404068000
2023-10-31,14470596000
2023-11-01,14240016000
2023-11-02,14635404000
2023-11-03,14754852000
2023-11-06,14627844000
2023-11-07,14483448000
2023-11-08,14540148000
2023-11-09,14382900000
2023-11-10,14494032000
2023-11-13,14537124000
2023-11-14,14974092000
2023-11-15,15050448000
2023-11-16,14937804000
2023-11-17,14969556000
2023-11-20,14796432000
2023-11-21,15013404000
2023-11-22,14912100000
2023-11-24,15060276000
2023-11-27,15014160000
2023-11-28,14863716000
2023-11-29,14991480000
2023-11-30,15247008000
2023-12-01,15349824000
2023-12-04,15437520000
2023-12-05,15240204000
2023-12-06,15467004000
2023-12-07,15543360000
2023-12-08,15485904000
2023-12-11,15715728000
2023-12-12,15691536000
2023-12-13,15788304000
2023-12-14,16248708000
2023-12-15,15978060000
2023-12-18,16021908000
2023-12-19,16136064000
2023-12-20,16039296000
2023-12-21,16186716000
2023-12-22,16207128000
2023-12-26,16237368000
2023-12-27,16313724000
2023-12-28,16409736000
2023-12-29,16413516000
2024-01-02,16279285000
2024-01-03,16069596000
2024-01-04,15986326000
2024-01-05,15986326000
2024-01-08,15959074000
2024-01-09,15895486000
2024-01-10,15868234000
2024-01-11,15789506000
2024-01-12,15663087000
2024-01-16,15576789000
2024-01-17,15521528000
2024-01-18,15543481000
2024-01-19,15672928000
2024-01-22,15703208000
2024-01-23,15837954000
2024-01-24,15570733000
2024-01-25,15728946000
2024-01-26,15832655000
2024-01-29,16059755000
2024-01-30,16174819000
2024-01-31,16010550000
2024-02-01,16667626000
2024-02-02,16708504000
2024-02-05,16519254000
2024-02-06,16569972999
2024-02-07,16837194000
2024-02-08,17095331000
2024-02-09,17274740000
2024-02-12,17181629000
2024-02-13,16977239000
2024-02-14,17185414000
2024-02-15,17235376000
2024-02-16,17219479000
2024-02-20,17437495000
2024-02-21,17670651000
2024-02-22,17799341000
2024-02-23,17944685000
2024-02-26,17869742000
2024-02-27,17868985000
2024-02-28,17916676000
2024-02-29,17857630000
2024-03-01,18127879000
2024-03-04,17987834000
2024-03-05,17815238000
2024-03-06,17947713000
2024-03-07,18071861000
2024-03-08,18061263000
2024-03-11,18096842000
2024-03-12,18225532000
2024-03-13,18229317000
2024-03-14,18270195000
2024-03-15,18165729000
2024-03-18,18210392000
2024-03-19,18170271000
2024-03-20,18235373000
2024-03-21,18612359000
2024-03-22,18460959000
2024-03-25,18317129000
2024-03-26,18326213000
2024-03-27,18553313000
2024-03-28,18472314000
2024-04-01,18233859000
2024-04-02,18136206000
2024-04-03,18114253000
2024-04-04,17925003000
2024-04-05,18121066000
2024-04-08,18083973000
2024-04-09,18287606000
2024-04-10,17894723000
2024-04-11,17884125000
2024-04-12,17613119000
2024-04-15,17448093000
2024-04-16,17354225000
2024-04-17,17171031000
2024-04-18,17115770000
2024-04-19,17186928000
2024-04-22,17402673000
2024-04-23,17582839000
2024-04-24,17005247999
2024-04-25,16902296000
2024-04-26,16703962000
2024-04-29,16947716000
2024-04-30,16688822000
2024-05-01,16758466000
2024-05-02,16701691000
2024-05-03,16685794000
2024-05-06,16816755000
2024-05-07,16786475000
2024-05-08,16810699000
2024-05-09,16861418000
2024-05-10,17120312000
2024-05-13,17064294000
2024-05-14,17006762000
2024-05-15,16971940000
2024-05-16,16823568000
2024-05-17,16830381000
2024-05-20,16638103000
2024-05-21,16435984000
2024-05-22,16501843000
2024-05-23,16316378000
2024-05-24,16286855000
2024-05-28,15990868000
2024-05-29,15693367000
2024-05-30,15533640000
2024-05-31,15794047999
2024-06-03,15602527000
2024-06-04,15601770000
2024-06-05,15710778000
2024-06-06,15397380000
2024-06-07,15275503000
2024-06-10,15360287000
2024-06-11,15432959000
2024-06-12,15578303000
2024-06-13,15361044000
2024-06-14,15006011000
2024-06-17,15161953000
2024-06-18,15317895000
2024-06-20,15379969000
2024-06-21,15344390000
2024-06-24,15480650000
2024-06-25,15139243000
2024-06-26,15073384000
2024-06-27,15151355000
2024-06-28,15230840000
2024-07-01,14828872999
2024-07-02,14868237000
2024-07-03,14772097999
2024-07-05,14738033000
2024-07-08,14809947999
2024-07-09,14779668000
2024-07-10,15021908000
2024-07-11,15403436000
2024-07-12,15477622000
2024-07-15,15646433000
2024-07-16,15958317000
2024-07-17,15934850000
2024-07-18,15609340000
2024-07-19,15364829000
2024-07-22,15535154000
2024-07-23,15435230000
2024-07-24,15042347000
2024-07-25,15373156000
2024-07-26,15629022000
2024-07-29,15610854000
2024-07-30,15750899000
2024-07-31,15781936000
2024-08-01,14859153000
2024-08-02,14694884000
2024-08-05,14550297000
2024-08-06,14543484000
2024-08-07,14425392000
2024-08-08,14750902000
2024-08-09,14711538000
