,ALL
2004-08-24,33179274000
2004-08-25,33642981000
2004-08-26,33331535999
2004-08-27,33006249000
2004-08-30,32833224000
2004-08-31,32674041000
2004-09-01,31954257000
2004-09-02,32300307000
2004-09-03,32542542000
2004-09-07,33158510999
2004-09-08,32902434000
2004-09-09,32182650000
2004-09-10,32473332000
2004-09-13,32964723000
2004-09-14,33033932999
2004-09-15,33020091000
2004-09-16,33276168000
2004-09-17,33802164000
2004-09-20,33490719000
2004-09-21,33968268000
2004-09-22,33573771000
2004-09-23,33497640000
2004-09-24,33393825000
2004-09-27,32812460999
2004-09-28,33082379999
2004-09-29,33165432000
2004-09-30,32522823000
2004-10-01,32848119000
2004-10-04,32942997000
2004-10-05,32732909999
2004-10-06,32868450000
2004-10-07,32604147000
2004-10-08,32461830000
2004-10-11,32427945000
2004-10-12,32427945000
2004-10-13,32285628000
2004-10-14,32116203000
2004-10-15,32116203000
2004-10-18,32570262000
2004-10-19,31499495999
2004-10-20,31404618000
2004-10-21,31912893000
2004-10-22,31736691000
2004-10-25,31648590000
2004-10-26,32265297000
2004-10-27,32414391000
2004-10-28,32326290000
2004-10-29,32590593000
2004-11-01,32529600000
2004-11-02,32610924000
2004-11-03,32604147000
2004-11-04,32909112000
2004-11-05,32760018000
2004-11-08,32699025000
2004-11-09,32699025000
2004-11-10,33600366000
2004-11-11,34237404000
2004-11-12,34386498000
2004-11-15,34162856999
2004-11-16,34115418000
2004-11-17,34210295999
2004-11-18,34325505000
2004-11-19,34074756000
2004-11-22,34637247000
2004-11-23,34494930000
2004-11-24,34522038000
2004-11-26,34562700000
2004-11-29,34196742000
2004-11-30,34223850000
2004-12-01,34854111000
2004-12-02,34698240000
2004-12-03,34799895000
2004-12-06,34542369000
2004-12-07,34427160000
2004-12-08,34725348000
2004-12-09,34474599000
2004-12-10,34400052000
2004-12-13,34339059000
2004-12-14,34244181000
2004-12-15,34799895000
2004-12-16,34257734999
2004-12-17,33918884999
2004-12-20,34047648000
2004-12-21,34257734999
2004-12-22,34732125000
2004-12-23,34583031000
2004-12-27,34461045000
2004-12-28,34779564000
2004-12-29,34874442000
2004-12-30,35077752000
2004-12-31,35050644000
2005-01-03,34711794000
2005-01-04,34596585000
2005-01-05,34325505000
2005-01-06,34623693000
2005-01-07,34583031000
2005-01-10,34793118000
2005-01-11,34630470000
2005-01-12,34766010000
2005-01-13,34915104000
2005-01-14,34894773000
2005-01-18,34955766000
2005-01-19,34339059000
2005-01-20,33993431999
2005-01-21,34034094000
2005-01-24,34006986000
2005-01-25,33851115000
2005-01-26,34352613000
2005-01-27,34061202000
2005-01-28,33661359000
2005-01-31,34183188000
2005-02-01,34515261000
2005-02-02,34630470000
2005-02-03,34515261000
2005-02-04,35477595000
2005-02-07,35375940000
2005-02-08,35538588000
2005-02-09,35342055000
2005-02-10,35423379000
2005-02-11,35870661000
2005-02-14,36006201000
2005-02-15,36046863000
2005-02-16,36290835000
2005-02-17,36250173000
2005-02-18,35985870000
2005-02-22,35335278000
2005-02-23,35457264000
2005-02-24,36168849000
2005-02-25,36392490000
2005-02-28,36378936000
2005-03-01,36480591000
2005-03-02,36514476000
2005-03-03,36270504000
2005-03-04,36555138000
2005-03-07,36860103000
2005-03-08,36954981000
2005-03-09,36595800000
2005-03-10,36961758000
2005-03-11,36873657000
2005-03-14,37002420000
2005-03-15,37104075000
2005-03-16,36731340000
2005-03-17,36426375000
2005-03-18,35931654000
2005-03-21,35999424000
2005-03-22,35782560000
2005-03-23,35884215000
2005-03-24,35755452000
2005-03-28,35999424000
2005-03-29,36182403000
2005-03-30,36467037000
2005-03-31,36030990000
2005-04-01,35591100000
2005-04-04,36437555000
2005-04-05,36410895000
2005-04-06,36470880000
2005-04-07,36504205000
2005-04-08,36124300000
2005-04-11,36004330000
2005-04-12,36524200000
2005-04-13,36324250000
2005-04-14,36064315000
2005-04-15,35531115000
2005-04-18,35137880000
2005-04-19,35451135000
2005-04-20,35691075000
2005-04-21,35851035000
2005-04-22,36370905000
2005-04-25,36450885000
2005-04-26,36410895000
2005-04-27,36617510000
2005-04-28,36490875000
2005-04-29,37430640000
2005-05-02,37244020000
2005-05-03,37443970000
2005-05-04,38203780000
2005-05-05,38303755000
2005-05-06,38323750000
2005-05-09,38230440000
2005-05-10,37743895000
2005-05-11,37683910000
2005-05-12,37850535000
2005-05-13,37537280000
2005-05-16,37703905000
2005-05-17,38217110000
2005-05-18,38250435000
2005-05-19,38090475000
2005-05-20,38057150000
2005-05-23,38490375000
2005-05-24,38830290000
2005-05-25,38676995000
2005-05-26,38943595000
2005-05-27,38843620000
2005-05-31,38790300000
2005-06-01,38983585000
2005-06-02,39336830000
2005-06-03,39063565000
2005-06-06,39483460000
2005-06-07,39290175000
2005-06-08,39323500000
2005-06-09,39610095000
2005-06-10,39450135000
2005-06-13,39023575000
2005-06-14,39536780000
2005-06-15,39676745000
2005-06-16,39896690000
2005-06-17,40116635000
2005-06-20,40109970000
2005-06-21,40229940000
2005-06-22,40216610000
2005-06-23,39676745000
2005-06-24,39863365000
2005-06-27,40156625000
2005-06-28,39810045000
2005-06-29,40116635000
2005-06-30,39124300000
2005-07-01,39189780000
2005-07-05,39975540000
2005-07-06,39536824000
2005-07-07,39549920000
2005-07-08,39399316000
2005-07-11,39700524000
2005-07-12,40178528000
2005-07-13,39955896000
2005-07-14,40368420000
2005-07-15,40767848000
2005-07-18,40558312000
2005-07-19,40813684000
2005-07-20,40597600000
2005-07-21,40073760000
2005-07-22,39988636000
2005-07-25,40113048000
2005-07-26,40551764000
2005-07-27,40532120000
2005-07-28,40505928000
2005-07-29,40113048000
2005-08-01,39811840000
2005-08-02,40171980000
2005-08-03,39818388000
2005-08-04,39451700000
2005-08-05,38685584000
2005-08-08,38593912000
2005-08-09,38489144000
2005-08-10,38004592000
2005-08-11,38122456000
2005-08-12,38030784000
2005-08-15,38377828000
2005-08-16,37834344000
2005-08-17,38201032000
2005-08-18,38220676000
2005-08-19,38292704000
2005-08-22,38541528000
2005-08-23,38574268000
2005-08-24,38070072000
2005-08-25,38443308000
2005-08-26,38155196000
2005-08-29,37441464000
2005-08-30,37087872000
2005-08-31,36806308000
2005-09-01,36531292000
2005-09-02,36361044000
2005-09-06,36603320000
2005-09-07,36793212000
2005-09-08,35738984000
2005-09-09,35529448000
2005-09-12,35411584000
2005-09-13,34979416000
2005-09-14,35051444000
2005-09-15,35516352000
2005-09-16,36099124000
2005-09-19,34979416000
2005-09-20,34776428000
2005-09-21,33938284000
2005-09-22,34010312000
2005-09-23,35706244000
2005-09-26,35405036000
2005-09-27,35719340000
2005-09-28,36079480000
2005-09-29,36511648000
2005-09-30,35562528000
2005-10-03,35298816000
2005-10-04,35138016000
2005-10-05,34668480000
2005-10-06,34623456000
2005-10-07,34797120000
2005-10-10,34636320000
2005-10-11,34591296000
2005-10-12,34411200000
2005-10-13,34617024000
2005-10-14,34822848000
2005-10-17,34803552000
2005-10-18,34334016000
2005-10-19,34990080000
2005-10-20,34102464000
2005-10-21,34218240000
2005-10-24,33928800000
2005-10-25,33388511999
2005-10-26,33607200000
2005-10-27,33491424000
2005-10-28,33890208000
2005-10-31,33954528000
2005-11-01,34501248000
2005-11-02,35466048000
2005-11-03,35466048000
2005-11-04,35472480000
2005-11-07,35839104000
2005-11-08,35761920000
2005-11-09,35916288000
2005-11-10,36662400000
2005-11-11,36578784000
2005-11-14,36893952000
2005-11-15,36250752000
2005-11-16,36315072000
2005-11-17,36508032000
2005-11-18,36887520000
2005-11-21,36540192000
2005-11-22,36739584000
2005-11-23,36926112000
2005-11-25,36971136000
2005-11-28,36527328000
2005-11-29,36700992000
2005-11-30,36083520000
2005-12-01,36192864000
2005-12-02,35916288000
2005-12-05,35498208000
2005-12-06,35485344000
2005-12-07,35459616000
2005-12-08,35517504000
2005-12-09,35556096000
2005-12-12,35240928000
2005-12-13,35382432000
2005-12-14,35575392000
2005-12-15,35221632000
2005-12-16,34919328000
2005-12-19,34835712000
2005-12-20,35022240000
2005-12-21,35144448000
2005-12-22,35330976000
2005-12-23,35221632000
2005-12-27,35086560000
2005-12-28,35047968000
2005-12-29,34925760000
2005-12-30,34777824000
2006-01-03,35202336000
2006-01-04,35163744000
2006-01-05,35260224000
2006-01-06,35273088000
2006-01-09,35150880000
2006-01-10,35851968000
2006-01-11,35729760000
2006-01-12,35247360000
2006-01-13,35170176000
2006-01-17,34977216000
2006-01-18,34398336000
2006-01-19,33999552000
2006-01-20,33581472000
2006-01-23,33671520000
2006-01-24,32983296000
2006-01-25,32520192000
2006-01-26,33768000000
2006-01-27,33465696000
2006-01-30,33568608000
2006-01-31,33478560000
2006-02-01,33510720000
2006-02-02,33510720000
2006-02-03,33452832000
2006-02-06,33858048000
2006-02-07,33491424000
2006-02-08,33536448000
2006-02-09,33825888000
2006-02-10,34038144000
2006-02-13,33858048000
2006-02-14,34507680000
2006-02-15,34674912000
2006-02-16,34835712000
2006-02-17,34925760000
2006-02-21,34610592000
2006-02-22,35183040000
2006-02-23,35047968000
2006-02-24,35311680000
2006-02-27,35343840000
2006-02-28,35234496000
2006-03-01,35215200000
2006-03-02,35150880000
2006-03-03,35080128000
2006-03-06,34893600000
2006-03-07,34893600000
2006-03-08,34957920000
2006-03-09,34983648000
2006-03-10,35092992000
2006-03-13,35086560000
2006-03-14,35234496000
2006-03-15,35279520000
2006-03-16,35028672000
2006-03-17,35260224000
2006-03-20,35086560000
2006-03-21,34475520000
2006-03-22,34462656000
2006-03-23,34353311999
2006-03-24,34237535999
2006-03-27,33787296000
2006-03-28,33478560000
2006-03-29,33703680000
2006-03-30,33536448000
2006-03-31,33042951000
2006-04-03,33207817000
2006-04-04,33144407000
2006-04-05,32966859000
2006-04-06,32846380000
2006-04-07,32478602000
2006-04-10,32396169000
2006-04-11,32022050000
2006-04-12,32060096000
2006-04-13,32085460000
2006-04-17,31971322000
2006-04-18,32941495000
2006-04-19,34761362000
2006-04-20,35148163000
2006-04-21,35287665000
2006-04-24,35287665000
2006-04-25,35274983000
2006-04-26,35395462000
2006-04-27,35477895000
2006-04-28,35820309000
2006-05-01,35782263000
2006-05-02,36010539000
2006-05-03,35966152000
2006-05-04,36067608000
2006-05-05,36061267000
2006-05-08,36530501000
2006-05-09,36359294000
2006-05-10,36352953000
2006-05-11,36340271000
2006-05-12,35750558000
2006-05-15,36207110000
2006-05-16,36359294000
2006-05-17,35623738000
2006-05-18,35896401000
2006-05-19,35756899000
2006-05-22,35623738000
2006-05-23,35205232000
2006-05-24,35103776000
2006-05-25,35274983000
2006-05-26,34881841000
2006-05-30,34647224000
2006-05-31,34881841000
2006-06-01,35034025000
2006-06-02,34945251000
2006-06-05,34393584000
2006-06-06,34374561000
2006-06-07,34469676000
2006-06-08,34653565000
2006-06-09,34469676000
2006-06-12,33987760000
2006-06-13,33499503000
2006-06-14,33829235000
2006-06-15,34177990000
2006-06-16,33930691000
2006-06-19,33797530000
2006-06-20,33696074000
2006-06-21,33841917000
2006-06-22,33632664000
2006-06-23,33550230999
2006-06-26,33994101000
2006-06-27,34051170000
2006-06-28,34209695000
2006-06-29,34666247000
2006-06-30,34425170000
2006-07-03,34613870000
2006-07-05,34469200000
2006-07-06,34481780000
2006-07-07,34613870000
2006-07-10,34903210000
2006-07-11,34959820000
2006-07-12,34701930000
2006-07-13,34525810000
2006-07-14,34425170000
2006-07-17,34639030000
2006-07-18,34865470000
2006-07-19,35318350000
2006-07-20,35959930000
2006-07-21,35632850000
2006-07-24,35978800000
2006-07-25,36161210000
2006-07-26,36079440000
2006-07-27,35790100000
2006-07-28,35865580000
2006-07-31,35739780000
2006-08-01,35066750000
2006-08-02,34834020000
2006-08-03,34997560000
2006-08-04,34991270000
2006-08-07,35148520000
2006-08-08,35129650000
2006-08-09,34733380000
2006-08-10,35003850000
2006-08-11,35010140000
2006-08-14,35488180000
2006-08-15,36079440000
2006-08-16,36060570000
2006-08-17,36305880000
2006-08-18,36431680000
2006-08-21,36645540000
2006-08-22,36318460000
2006-08-23,36192660000
2006-08-24,36110890000
2006-08-25,35853000000
2006-08-28,36123470000
2006-08-29,36148630000
2006-08-30,36255560000
2006-08-31,36444260000
2006-09-01,36714730000
2006-09-05,36683280000
2006-09-06,36488290000
2006-09-07,36387650000
2006-09-08,37148740000
2006-09-11,37331150000
2006-09-12,37526140000
2006-09-13,37651940000
2006-09-14,37733710000
2006-09-15,37815480000
2006-09-18,38136270000
2006-09-19,37746290000
2006-09-20,38255780000
2006-09-21,38148850000
2006-09-22,38161430000
2006-09-25,38878490000
2006-09-26,39293630000
2006-09-27,39029450000
2006-09-28,39526360000
2006-09-29,39457170000
2006-10-02,38654856000
2006-10-03,39401184000
2006-10-04,39561552000
2006-10-05,39462864000
2006-10-06,38950920000
2006-10-09,38895408000
2006-10-10,38506824000
2006-10-11,38438976000
2006-10-12,38673360000
2006-10-13,38815224000
2006-10-16,39018768000
2006-10-17,39160632000
2006-10-18,39043440000
2006-10-19,38019552000
2006-10-20,37766664000
2006-10-23,37840680000
2006-10-24,38081232000
2006-10-25,38062728000
2006-10-26,38216928000
2006-10-27,38081232000
2006-10-30,37994880000
2006-10-31,37846848000
2006-11-01,37649472000
2006-11-02,37717320000
2006-11-03,37920864000
2006-11-06,38401968000
2006-11-07,38617848000
2006-11-08,38605512000
2006-11-09,38543832000
2006-11-10,38895408000
2006-11-13,38870736000
2006-11-14,39111288000
2006-11-15,39407352000
2006-11-16,39647904000
2006-11-17,39771264000
2006-11-20,39913127999
2006-11-21,39937800000
2006-11-22,39950136000
2006-11-24,40036488000
2006-11-27,39808272000
2006-11-28,39271656000
2006-11-29,39024936000
2006-11-30,39154464000
2006-12-01,39037272000
2006-12-04,39246984000
2006-12-05,39475200000
2006-12-06,39604727999
2006-12-07,39265488000
2006-12-08,39364176000
2006-12-11,39598560000
2006-12-12,40061160000
2006-12-13,39802104000
2006-12-14,40017984000
2006-12-15,40221527999
2006-12-18,40412736000
2006-12-19,40560768000
2006-12-20,40622448000
2006-12-21,40277040000
2006-12-22,40320216000
2006-12-26,40517592000
2006-12-27,40659456000
2006-12-28,40659456000
2006-12-29,40159848000
2007-01-03,40264704000
2007-01-04,40314048000
2007-01-05,40203024000
2007-01-08,40258536000
2007-01-09,40048824000
2007-01-10,39943968000
2007-01-11,39543048000
2007-01-12,39845280000
2007-01-16,39752760000
2007-01-17,39783600000
2007-01-18,39641736000
2007-01-19,39308664000
2007-01-22,38895408000
2007-01-23,39080448000
2007-01-24,39296328000
2007-01-25,38932416000
2007-01-26,39148296000
2007-01-29,39185304000
2007-01-30,39475200000
2007-01-31,37106688000
2007-02-01,37624800000
2007-02-02,37741992000
2007-02-05,37735824000
2007-02-06,38038056000
2007-02-07,37957872000
2007-02-08,37951704000
2007-02-09,37674144000
2007-02-12,37563120000
2007-02-13,37748160000
2007-02-14,38167584000
2007-02-15,38408136000
2007-02-16,38352624000
2007-02-20,38389632000
2007-02-21,38136744000
2007-02-22,38247768000
2007-02-23,37797504000
2007-02-26,37896192000
2007-02-27,37125192000
2007-02-28,37075848000
2007-03-01,36964824000
2007-03-02,36761280000
2007-03-05,36452880000
2007-03-06,36779784000
2007-03-07,36348024000
2007-03-08,36755112000
2007-03-09,37069680000
2007-03-12,37088184000
2007-03-13,36471384000
2007-03-14,36576240000
2007-03-15,36785952000
2007-03-16,36822960000
2007-03-19,37125192000
2007-03-20,37378080000
2007-03-21,37526112000
2007-03-22,37526112000
2007-03-23,37489104000
2007-03-26,37482936000
2007-03-27,37267056000
2007-03-28,36921648000
2007-03-29,37106688000
2007-03-30,37045008000
2007-04-02,35992278000
2007-04-03,36010401000
2007-04-04,36246000000
2007-04-05,36439312000
2007-04-09,36463476000
2007-04-10,36650747000
2007-04-11,36783649000
2007-04-12,36844059000
2007-04-13,37049453000
2007-04-16,37194437000
2007-04-17,37031330000
2007-04-18,37013207000
2007-04-19,36928633000
2007-04-20,37750209000
2007-04-23,37532733000
2007-04-24,37550856000
2007-04-25,38227448000
2007-04-26,38245571000
2007-04-27,37834783000
2007-04-30,37647512000
2007-05-01,37732086000
2007-05-02,37967685000
2007-05-03,38070382000
2007-05-04,37961644000
2007-05-07,38263694000
2007-05-08,38227448000
2007-05-09,38342227000
2007-05-10,38179120000
2007-05-11,38330145000
2007-05-14,37973726000
2007-05-15,37852906000
2007-05-16,37889152000
2007-05-17,37750209000
2007-05-18,37907275000
2007-05-21,37822701000
2007-05-22,37405872000
2007-05-23,37556897000
2007-05-24,37158191000
2007-05-25,37091740000
2007-05-29,37212560000
2007-05-30,37266929000
2007-05-31,37152150000
2007-06-01,37200478000
2007-06-04,37260888000
2007-06-05,37055494000
2007-06-06,36989043000
2007-06-07,36578255000
2007-06-08,36759485000
2007-06-11,36928633000
2007-06-12,36638665000
2007-06-13,37146109000
2007-06-14,37164232000
2007-06-15,37079658000
2007-06-18,37224642000
2007-06-19,37556897000
2007-06-20,36928633000
2007-06-21,37206519000
2007-06-22,36958838000
2007-06-25,36922592000
2007-06-26,36831977000
2007-06-27,36602419000
2007-06-28,37091740000
2007-06-29,37158191000
2007-07-02,35877114000
2007-07-03,36080499000
2007-07-05,35923602000
2007-07-06,35906169000
2007-07-09,35830626000
2007-07-10,35406423000
2007-07-11,35418045000
2007-07-12,35696973000
2007-07-13,35476155000
2007-07-16,35307636000
2007-07-17,35110062000
2007-07-18,35191416000
2007-07-19,34348821000
2007-07-20,33337707000
2007-07-23,33430683000
2007-07-24,32425380000
2007-07-25,32541600000
2007-07-26,32012799000
2007-07-27,31088850000
2007-07-30,31600218000
2007-07-31,30885465000
2007-08-01,31106283000
2007-08-02,31251558000
2007-08-03,29990571000
2007-08-06,31536297000
2007-08-07,31536297000
2007-08-08,31454943000
2007-08-09,29734887000
2007-08-10,30269499000
2007-08-13,30391530000
2007-08-14,30432207000
2007-08-15,30612348000
2007-08-16,31884957000
2007-08-17,32779850999
2007-08-20,32158074000
2007-08-21,32018610000
2007-08-22,32797284000
2007-08-23,32535789000
2007-08-24,33041346000
2007-08-27,32704308000
2007-08-28,31791981000
2007-08-29,31919823000
2007-08-30,31513053000
2007-08-31,31815225000
2007-09-04,32140641000
2007-09-05,31838469000
2007-09-06,31728060000
2007-09-07,31321290000
2007-09-10,31036550999
2007-09-11,31431699000
2007-09-12,31652517000
2007-09-13,31850091000
2007-09-14,31821036000
2007-09-17,31733871000
2007-09-18,32495112000
2007-09-19,32768229000
2007-09-20,32471868000
2007-09-21,32471868000
2007-09-24,32192940000
2007-09-25,32169696000
2007-09-26,32367270000
2007-09-27,32739174000
2007-09-28,33233109000
2007-10-01,32611815000
2007-10-02,32583870000
2007-10-03,32561514000
2007-10-04,32667705000
2007-10-05,32885676000
2007-10-08,32650938000
2007-10-09,32880087000
2007-10-10,32706828000
2007-10-11,32589459000
2007-10-12,32868909000
2007-10-15,32734773000
2007-10-16,32147928000
2007-10-17,32181462000
2007-10-18,31046895000
2007-10-19,30454461000
2007-10-22,30432105000
2007-10-23,29822904000
2007-10-24,29627289000
2007-10-25,29258415000
2007-10-26,29303127000
2007-10-29,29107512000
2007-10-30,28883952000
2007-10-31,29286360000
2007-11-01,28772172000
2007-11-02,28643625000
2007-11-05,28352997000
2007-11-06,28660392000
2007-11-07,28408887000
2007-11-08,29336661000
2007-11-09,29694357000
2007-11-12,29722302000
2007-11-13,30549474000
2007-11-14,30158244000
2007-11-15,29739069000
2007-11-16,29420496000
2007-11-19,28615680000
2007-11-20,28414476000
2007-11-21,27509058000
2007-11-23,27995301000
2007-11-26,27609660000
2007-11-27,28380942000
2007-11-28,28951020000
2007-11-29,28654803000
2007-11-30,28570968000
2007-12-03,28671570000
2007-12-04,28336230000
2007-12-05,28945431000
2007-12-06,29549043000
2007-12-07,29319894000
2007-12-10,30275613000
2007-12-11,29353428000
2007-12-12,29208114000
2007-12-13,29252826000
2007-12-14,28828062000
2007-12-17,28733049000
2007-12-18,28716282000
2007-12-19,28135026000
2007-12-20,27961767000
2007-12-21,29001321000
2007-12-24,29537865000
2007-12-26,29515509000
2007-12-27,29079567000
2007-12-28,29168991000
2007-12-31,29191347000
2008-01-02,28587735000
2008-01-03,28520667000
2008-01-04,28548612000
2008-01-07,28570968000
2008-01-08,28224450000
2008-01-09,28621269000
2008-01-10,28951020000
2008-01-11,28777761000
2008-01-14,29174580000
2008-01-15,28598913000
2008-01-16,28464777000
2008-01-17,27710262000
2008-01-18,27084294000
2008-01-22,27453168000
2008-01-23,28671570000
2008-01-24,29101923000
2008-01-25,28196505000
2008-01-28,29437263000
2008-01-29,29202525000
2008-01-30,27101061000
2008-01-31,27509058000
2008-02-01,27620838000
2008-02-04,27196074000
2008-02-05,26586873000
2008-02-06,26290656000
2008-02-07,26642763000
2008-02-08,26027973000
2008-02-11,25552908000
2008-02-12,25765290000
2008-02-13,26268300000
2008-02-14,26033562000
2008-02-15,25810002000
2008-02-19,26083863000
2008-02-20,26335368000
2008-02-21,26184465000
2008-02-22,26625996000
2008-02-25,26927802000
2008-02-26,27285498000
2008-02-27,27682317000
2008-02-28,27151362000
2008-02-29,26676297000
2008-03-03,26737776000
2008-03-04,26799255000
2008-03-05,26687475000
2008-03-06,26106219000
2008-03-07,26285067000
2008-03-10,26273889000
2008-03-11,27112239000
2008-03-12,26106219000
2008-03-13,26268300000
2008-03-14,25564086000
2008-03-17,25692633000
2008-03-18,26793666000
2008-03-19,26000028000
2008-03-20,26922213000
2008-03-24,26832789000
2008-03-25,26922213000
2008-03-26,26609229000
2008-03-27,26866323000
2008-03-28,26586873000
2008-03-31,26413776000
2008-04-01,27359088000
2008-04-02,27386568000
2008-04-03,27029328000
2008-04-04,26919408000
2008-04-07,27183216000
2008-04-08,26765520000
2008-04-09,26611632000
2008-04-10,26705064000
2008-04-11,26490720000
2008-04-14,26298360000
2008-04-15,26683080000
2008-04-16,27183216000
2008-04-17,27408552000
2008-04-18,27573432000
2008-04-21,27249168000
2008-04-22,26957880000
2008-04-23,26727048000
2008-04-24,27441528000
2008-04-25,27485496000
2008-04-28,27567936000
2008-04-29,27842736000
2008-04-30,27677856000
2008-05-01,28381344000
2008-05-02,28518744000
2008-05-05,28101048000
2008-05-06,28101048000
2008-05-07,27331608000
2008-05-08,27183216000
2008-05-09,27139248000
2008-05-12,27309624000
2008-05-13,27309624000
2008-05-14,27595416000
2008-05-15,27771288000
2008-05-16,27518472000
2008-05-19,27518472000
2008-05-20,27359088000
2008-05-21,27188712000
2008-05-22,27589920000
2008-05-23,27436032000
2008-05-27,27688848000
2008-05-28,27721824000
2008-05-29,28156008000
2008-05-30,27996624000
2008-06-02,28002120000
2008-06-03,27798768000
2008-06-04,27683352000
2008-06-05,28106544000
2008-06-06,27496488000
2008-06-09,27556944000
2008-06-10,27584424000
2008-06-11,27100776000
2008-06-12,27359088000
2008-06-13,27419544000
2008-06-16,27397560000
2008-06-17,27139248000
2008-06-18,26820480000
2008-06-19,26738040000
2008-06-20,26320344000
2008-06-23,26138976000
2008-06-24,26084016000
2008-06-25,26133480000
2008-06-26,25677312000
2008-06-27,25567392000
2008-06-30,24623159000
2008-07-01,24985026000
2008-07-02,25238873000
2008-07-03,25384700000
2008-07-07,24968823000
2008-07-08,25438710000
2008-07-09,24747382000
2008-07-10,24250490000
2008-07-11,23845415000
2008-07-14,23510553000
2008-07-15,23137884000
2008-07-16,24207282000
2008-07-17,24293698000
2008-07-18,24353109000
2008-07-21,23942633000
2008-07-22,24633961000
2008-07-23,24936417000
2008-07-24,24488134000
2008-07-25,24617758000
2008-07-28,24212683000
2008-07-29,24844600000
2008-07-30,25163259000
2008-07-31,24963422000
2008-08-01,24822996000
2008-08-04,24822996000
2008-08-05,25417106000
2008-08-06,25201066000
2008-08-07,24682570000
2008-08-08,25217269000
2008-08-11,25147056000
2008-08-12,24795991000
2008-08-13,24488134000
2008-08-14,24617758000
2008-08-15,24947219000
2008-08-18,24623159000
2008-08-19,24358510000
2008-08-20,24477332000
2008-08-21,24331505000
2008-08-22,24920214000
2008-08-25,24498936000
2008-08-26,24347708000
2008-08-27,24266693000
2008-08-28,24628560000
2008-08-29,24374713000
2008-09-02,24412520000
2008-09-03,24596154000
2008-09-04,24083059000
2008-09-05,24347708000
2008-09-08,25103848000
2008-09-09,24407119000
2008-09-10,24579951000
2008-09-11,24725778000
2008-09-12,24428723000
2008-09-15,23969638000
2008-09-16,24623159000
2008-09-17,23143285000
2008-09-18,24925615000
2008-09-19,25676354000
2008-09-22,23910227000
2008-09-23,24196480000
2008-09-24,24126267000
2008-09-25,24509738000
2008-09-26,25022833000
2008-09-29,23278310000
2008-09-30,24831008000
2008-10-01,23689600000
2008-10-02,22672024000
2008-10-03,22871232000
2008-10-06,22666640000
2008-10-07,20464584000
2008-10-08,16130464000
2008-10-09,14806000000
2008-10-10,14515264000
2008-10-13,17352632000
2008-10-14,17697208000
2008-10-15,15888184000
2008-10-16,15705128000
2008-10-17,17002672000
2008-10-20,16873456000
2008-10-21,17201880000
2008-10-22,15199032000
2008-10-23,14316056000
2008-10-24,13745352000
2008-10-27,13142344000
2008-10-28,13529992000
2008-10-29,13556912000
2008-10-30,13309248000
2008-10-31,14208376000
2008-11-03,15295944000
2008-11-04,15882800000
2008-11-05,14956752000
2008-11-06,13998400000
2008-11-07,14477576000
2008-11-10,13809960000
2008-11-11,13853032000
2008-11-12,12959288000
2008-11-13,15769736000
2008-11-14,14574488000
2008-11-17,13535376000
2008-11-18,13460000000
2008-11-19,10714160000
2008-11-20,9745040000
2008-11-21,11586368000
2008-11-24,13169264000
2008-11-25,13110040000
2008-11-26,12932368000
2008-11-28,13696896000
2008-12-01,11634824000
2008-12-02,12765464000
2008-12-03,12679320000
2008-12-04,12980824000
2008-12-05,14552952000
2008-12-08,14601408000
2008-12-09,14229912000
2008-12-10,14482960000
2008-12-11,14143768000
2008-12-12,14622944000
2008-12-15,13847648000
2008-12-16,16168152000
2008-12-17,16049704000
2008-12-18,16119696000
2008-12-19,17153424000
2008-12-22,15968944000
2008-12-23,15898952000
2008-12-24,15861264000
2008-12-26,16604256000
2008-12-29,16491192000
2008-12-30,17180344000
2008-12-31,17654364000
2009-01-02,17923814000
2009-01-05,17551973000
2009-01-06,17212466000
2009-01-07,16215501000
2009-01-08,16652010000
2009-01-09,16199334000
2009-01-12,16064609000
2009-01-13,15962218000
2009-01-14,15164646000
2009-01-15,15207758000
2009-01-16,15504153000
2009-01-20,14027567000
2009-01-21,15164646000
2009-01-22,14237738000
2009-01-23,14350907000
2009-01-26,13984455000
2009-01-27,14668858000
2009-01-28,15972996000
2009-01-29,12664150000
2009-01-30,11677963000
2009-02-02,11263010000
2009-02-03,11791132000
2009-02-04,11645629000
2009-02-05,11629462000
2009-02-06,12233030000
2009-02-09,12028248000
2009-02-10,11069006000
2009-02-11,11731853000
2009-02-12,11602517000
2009-02-13,11440847000
2009-02-17,10314546000
2009-02-18,10637886000
2009-02-19,9743312000
2009-02-20,9937316000
2009-02-23,9155911000
2009-02-24,10045096000
2009-02-25,9468473000
2009-02-26,9953483000
2009-02-27,9069687000
2009-03-02,8800237000
2009-03-03,8385284000
2009-03-04,8708624000
2009-03-05,7733215000
2009-03-06,7840995000
2009-03-09,7609268000
2009-03-10,8406840000
2009-03-11,8315227000
2009-03-12,8961907000
2009-03-13,9064298000
2009-03-16,8988852000
2009-03-17,9667866000
2009-03-18,10589385000
2009-03-19,10104375000
2009-03-20,10018151000
2009-03-23,11424680000
2009-03-24,10745666000
2009-03-25,10778000000
2009-03-26,10982782000
2009-03-27,10993560000
2009-03-30,9985817000
2009-03-31,10337170000
2009-04-01,10828388000
2009-04-02,11357392000
2009-04-03,11476148000
2009-04-06,11087492000
2009-04-07,10936348000
2009-04-08,11584108000
2009-04-09,12431594000
