,ALL
2013-11-26,24324336000
2013-11-27,24275232000
2013-11-29,24226128000
2013-12-02,24065424000
2013-12-03,23886864000
2013-12-04,23913648000
2013-12-05,23837760000
2013-12-06,24248448000
2013-12-09,24154704000
2013-12-10,24007392000
2013-12-11,23690448000
2013-12-12,23565456000
2013-12-13,23574384000
2013-12-16,23583312000
2013-12-17,23293152000
2013-12-18,23543136000
2013-12-19,23770800000
2013-12-20,24002928000
2013-12-23,23971680000
2013-12-24,24092208000
2013-12-26,24002928000
2013-12-27,23949360000
2013-12-30,24208272000
2013-12-31,24346656000
2014-01-02,23904720000
2014-01-03,23806512000
2014-01-06,23712768000
2014-01-07,23815440000
2014-01-08,23891328000
2014-01-09,24029712000
2014-01-10,24145776000
2014-01-13,23864544000
2014-01-14,24101136000
2014-01-15,24056496000
2014-01-16,23739552000
2014-01-17,23614560000
2014-01-21,23516352000
2014-01-22,23395824000
2014-01-23,23052096000
2014-01-24,22596768000
2014-01-27,22632480000
2014-01-28,23110128000
2014-01-29,23096736000
2014-01-30,23346720000
2014-01-31,22855680000
2014-02-03,22302144000
2014-02-04,22275360000
2014-02-05,22119120000
2014-02-06,23373504000
2014-02-07,23552064000
2014-02-10,23252976000
2014-02-11,23574384000
2014-02-12,23449392000
2014-02-13,23525280000
2014-02-14,23641344000
2014-02-18,23293152000
2014-02-19,23119056000
2014-02-20,23869008000
2014-02-21,24043104000
2014-02-24,24043104000
2014-02-25,23949360000
2014-02-26,24038640000
2014-02-27,24208272000
2014-02-28,24221664000
2014-03-03,24127920000
2014-03-04,24485040000
2014-03-05,24583248000
2014-03-06,24627888000
2014-03-07,24868944000
2014-03-10,24909120000
2014-03-11,24824304000
2014-03-12,24770736000
2014-03-13,24601104000
2014-03-14,24610032000
2014-03-17,24784128000
2014-03-18,24761808000
2014-03-19,24690384000
2014-03-20,24801984000
2014-03-21,25025184000
2014-03-24,25078752000
2014-03-25,24998400000
2014-03-26,24864480000
2014-03-27,24837696000
2014-03-28,24909120000
2014-03-31,24572694000
2014-04-01,24533607000
2014-04-02,24385945000
2014-04-03,24577037000
2014-04-04,24498863000
2014-04-07,24212225000
2014-04-08,24273027000
2014-04-09,24377259000
2014-04-10,24107993000
2014-04-11,24012447000
2014-04-14,23973360000
2014-04-15,24129708000
2014-04-16,24316457000
2014-04-17,24220911000
2014-04-21,24220911000
2014-04-22,24329486000
2014-04-23,24403317000
2014-04-24,24494520000
2014-04-25,24368573000
2014-04-28,24685612000
2014-04-29,24707327000
2014-04-30,24733385000
2014-05-01,24881047000
2014-05-02,24833274000
2014-05-05,24807216000
2014-05-06,24568351000
2014-05-07,25111226000
2014-05-08,25180714000
2014-05-09,25245859000
2014-05-12,25341405000
2014-05-13,25363120000
2014-05-14,25228487000
2014-05-15,24998308000
2014-05-16,25076482000
2014-05-19,25276260000
2014-05-20,25224144000
2014-05-21,25371806000
2014-05-22,25341405000
2014-05-23,25354434000
2014-05-27,25389178000
2014-05-28,25267574000
2014-05-29,25319690000
2014-05-30,25302318000
2014-06-02,25480381000
2014-06-03,25441294000
2014-06-04,25458666000
2014-06-05,25671473000
2014-06-06,25762676000
2014-06-09,25693188000
2014-06-10,25701874000
2014-06-11,25658444000
2014-06-12,25497753000
2014-06-13,25628043000
2014-06-16,25541183000
2014-06-17,25714903000
2014-06-18,25693188000
2014-06-19,25545526000
2014-06-20,25545526000
2014-06-23,25710560000
2014-06-24,25588956000
2014-06-25,25497753000
2014-06-26,25428265000
2014-06-27,25489067000
2014-06-30,24926640000
2014-07-01,25096440000
2014-07-02,25045500000
2014-07-03,25032765000
2014-07-07,24845985000
2014-07-08,24824760000
2014-07-09,24824760000
2014-07-10,24650715000
2014-07-11,24705900000
2014-07-14,24739860000
2014-07-15,24816270000
2014-07-16,24688920000
2014-07-17,24544590000
2014-07-18,24646470000
2014-07-21,24625245000
2014-07-22,24659205000
2014-07-23,24761085000
2014-07-24,24829005000
2014-07-25,24595530000
2014-07-28,24595530000
2014-07-29,24217725000
2014-07-30,24149805000
2014-07-31,24812025000
2014-08-01,24680430000
2014-08-04,25028520000
2014-08-05,24981825000
2014-08-06,25291710000
2014-08-07,25177095000
2014-08-08,25329915000
2014-08-11,25283220000
2014-08-12,25533675000
2014-08-13,25516695000
2014-08-14,25801110000
2014-08-15,25762905000
2014-08-18,26013360000
2014-08-19,25932705000
2014-08-20,26064300000
2014-08-21,26110995000
2014-08-22,25987890000
2014-08-25,26280795000
2014-08-26,26259570000
2014-08-27,26119485000
2014-08-28,25958175000
2014-08-29,26102505000
2014-09-02,26246835000
2014-09-03,26166180000
2014-09-04,26051565000
2014-09-05,26043075000
2014-09-08,26060055000
2014-09-09,25826580000
2014-09-10,25847805000
2014-09-11,25983645000
2014-09-12,25894500000
2014-09-15,26157690000
2014-09-16,26195895000
2014-09-17,26212875000
2014-09-18,26454840000
2014-09-19,26403900000
2014-09-22,26251080000
2014-09-23,26026095000
2014-09-24,26183160000
2014-09-25,25932705000
2014-09-26,26068545000
2014-09-29,26017605000
2014-09-30,25787674000
2014-10-01,25552362000
2014-10-02,25691028000
2014-10-03,25938946000
2014-10-06,25892724000
2014-10-07,25590180000
2014-10-08,25901128000
2014-10-09,25636402000
2014-10-10,25699432000
2014-10-13,25657412000
2014-10-14,25892724000
2014-10-15,25451514000
2014-10-16,25153172000
2014-10-17,25480928000
2014-10-20,25569170000
2014-10-21,26065006000
2014-10-22,25972562000
2014-10-23,26052400000
2014-10-24,26291914000
2014-10-27,26527226000
2014-10-28,26569246000
2014-10-29,26464196000
2014-10-30,26854982000
2014-10-31,27249969999
2014-11-03,27195344000
2014-11-04,27266778000
2014-11-05,27623947999
2014-11-06,27787825999
2014-11-07,27838250000
2014-11-10,28052552000
2014-11-11,27997925999
2014-11-12,28224834000
2014-11-13,28119784000
2014-11-14,27976916000
2014-11-17,28010532000
2014-11-18,28065158000
2014-11-19,28308874000
2014-11-20,28275258000
2014-11-21,28321480000
2014-11-24,28539984000
2014-11-25,28397116000
2014-11-26,28371904000
2014-11-28,28636630000
2014-12-01,28409722000
2014-12-02,28619822000
2014-12-03,28603013999
2014-12-04,28737478000
2014-12-05,28859336000
2014-12-08,29052628000
2014-12-09,28922366000
2014-12-10,28804710000
2014-12-11,29019012000
2014-12-12,28329884000
2014-12-15,28308874000
2014-12-16,28241641999
2014-12-17,28666044000
2014-12-18,29325758000
2014-12-19,29367778000
2014-12-22,29598888000
2014-12-23,29729150000
2014-12-24,29703938000
2014-12-26,29804786000
2014-12-29,29834200000
2014-12-30,29808988000
2014-12-31,29209950000
2015-01-02,29155896000
2015-01-05,28577934000
2015-01-06,28557144000
2015-01-07,29026998000
2015-01-08,29584170000
2015-01-09,29280636000
2015-01-12,28981260000
2015-01-13,29155896000
2015-01-14,28868994000
2015-01-15,28785834000
2015-01-16,29455272000
2015-01-20,29255688000
2015-01-21,29230740000
2015-01-22,29916810000
2015-01-23,29700594000
2015-01-26,29825334000
2015-01-27,29704752000
2015-01-28,29239055999
2015-01-29,29542590000
2015-01-30,29018682000
2015-02-02,29484378000
2015-02-03,29950074000
2015-02-04,30178764000
2015-02-05,30062340000
2015-02-06,29492694000
2015-02-09,29118474000
2015-02-10,29126790000
2015-02-11,29596644000
2015-02-12,29758805999
2015-02-13,29713067999
2015-02-17,29634066000
2015-02-18,29401217999
2015-02-19,29592486000
2015-02-20,29771279999
2015-02-23,29629908000
2015-02-24,29800386000
2015-02-25,29571696000
2015-02-26,29650698000
2015-02-27,29355479999
2015-03-02,29513484000
2015-03-03,29309741999
2015-03-04,28898100000
2015-03-05,28923048000
2015-03-06,28748412000
2015-03-09,28935522000
2015-03-10,28436562000
2015-03-11,28727622000
2015-03-12,29272320000
2015-03-13,28923048000
2015-03-16,29309741999
2015-03-17,29097684000
2015-03-18,29363796000
2015-03-19,29355479999
2015-03-20,29713067999
2015-03-23,29891862000
2015-03-24,29663172000
2015-03-25,29334690000
2015-03-26,29189160000
2015-03-27,29126790000
2015-03-30,29501010000
2015-03-31,28966190000
2015-04-01,29015030000
2015-04-02,29080150000
2015-04-06,29352840000
2015-04-07,29088290000
2015-04-08,29133060000
2015-04-09,29263300000
2015-04-10,29316210000
2015-04-13,29295860000
2015-04-14,29100500000
2015-04-15,29279580000
2015-04-16,29320280000
2015-04-17,28844090000
2015-04-20,29039449999
2015-04-21,28823739999
2015-04-22,28848160000
2015-04-23,28819670000
2015-04-24,28876650000
2015-04-27,28616170000
2015-04-28,28770830000
2015-04-29,28591750000
2015-04-30,28351620000
2015-05-01,28469650000
2015-05-04,28416739999
2015-05-05,28490000000
2015-05-06,27395170000
2015-05-07,27562040000
2015-05-08,27378890000
2015-05-11,27216090000
2015-05-12,27232370000
2015-05-13,27264929999
2015-05-14,27529480000
2015-05-15,27513199999
2015-05-18,27712630000
2015-05-19,27981250000
2015-05-20,27973110000
2015-05-21,27716699999
2015-05-22,27513199999
2015-05-26,27423660000
2015-05-27,27517270000
2015-05-28,27594600000
2015-05-29,27399239999
2015-06-01,27236440000
2015-06-02,27321910000
2015-06-03,27562040000
2015-06-04,27289350000
2015-06-05,27057360000
2015-06-08,26788739999
2015-06-09,26743969999
2015-06-10,27232370000
2015-06-11,27468429999
2015-06-12,27419590000
2015-06-15,27134690000
2015-06-16,27403310000
2015-06-17,27342260000
2015-06-18,27818449999
2015-06-19,27045150000
2015-06-22,26975960000
2015-06-23,27008520000
2015-06-24,26841650000
2015-06-25,26467210000
2015-06-26,26792810000
2015-06-29,26324760000
2015-06-30,25753390000
2015-07-01,25999529999
2015-07-02,25801029999
2015-07-06,25729570000
2015-07-07,26098779999
2015-07-08,25773240000
2015-07-09,25967770000
2015-07-10,26277430000
2015-07-13,26698250000
2015-07-14,26833230000
2015-07-15,27019820000
2015-07-16,26988060000
2015-07-17,26833230000
2015-07-20,26880869999
2015-07-21,26876900000
2015-07-22,27142890000
2015-07-23,27138920000
2015-07-24,27123039999
2015-07-27,27154800000
2015-07-28,27226260000
2015-07-29,27408880000
2015-07-30,27456520000
2015-07-31,27373150000
2015-08-03,27543860000
2015-08-04,24748980000
2015-08-05,24812500000
2015-08-06,24602090000
2015-08-07,24828380000
2015-08-10,25050700000
2015-08-11,25197590000
2015-08-12,25253170000
2015-08-13,25205530000
2015-08-14,25352420000
2015-08-17,25348450000
2015-08-18,25237290000
2015-08-19,25273020000
2015-08-20,24891900000
2015-08-21,24316250000
2015-08-24,23180830000
2015-08-25,22625030000
2015-08-26,22787800000
2015-08-27,23319780000
2015-08-28,23276110000
2015-08-31,23137160000
2015-09-01,22684580000
2015-09-02,22998210000
2015-09-03,23018060000
2015-09-04,22644880000
2015-09-08,23105400000
2015-09-09,22767950000
2015-09-10,22894990000
2015-09-11,23081580000
2015-09-14,23121280000
2015-09-15,23415060000
2015-09-16,23502400000
2015-09-17,23419030000
2015-09-18,22855290000
2015-09-21,23248320000
2015-09-22,23065700000
2015-09-23,23228470000
2015-09-24,23260230000
2015-09-25,23419030000
2015-09-28,22922780000
2015-09-29,23168920000
2015-09-30,22422400000
2015-10-01,22318450000
2015-10-02,22772750000
2015-10-05,23061500000
2015-10-06,23053800000
2015-10-07,23115400000
2015-10-08,23531200000
2015-10-09,23269400000
2015-10-12,23450350000
2015-10-13,23346400000
2015-10-14,23046100000
2015-10-15,23712150000
2015-10-16,23562000000
2015-10-19,23712150000
2015-10-20,23654400000
2015-10-21,23350250000
2015-10-22,23696750000
2015-10-23,23746800000
2015-10-26,23800700000
2015-10-27,23211650000
2015-10-28,23989350000
2015-10-29,24174150000
2015-10-30,23823800000
2015-11-02,23793000000
2015-11-03,24316600000
2015-11-04,24212650000
2015-11-05,24466750000
2015-11-06,24666949999
2015-11-09,24455200000
2015-11-10,24378200000
2015-11-11,24301200000
2015-11-12,24081750000
2015-11-13,24027850000
2015-11-16,24301200000
2015-11-17,24143350000
2015-11-18,24447500000
2015-11-19,24397450000
2015-11-20,24385900000
2015-11-23,24297350000
2015-11-24,24231900000
2015-11-25,24035550000
2015-11-27,24193400000
2015-11-30,24162600000
2015-12-01,24447500000
2015-12-02,24212650000
2015-12-03,24166450000
2015-12-04,24828649999
2015-12-07,24790150000
2015-12-08,24586100000
2015-12-09,24216500000
2015-12-10,24054800000
2015-12-11,23665950000
2015-12-14,23635150000
2015-12-15,24139500000
2015-12-16,24401300000
2015-12-17,24012450000
2015-12-18,23612050000
2015-12-21,23600500000
2015-12-22,24062500000
2015-12-23,24212650000
2015-12-24,24308900000
2015-12-28,24116400000
2015-12-29,24328150000
2015-12-30,24181850000
2015-12-31,23476229000
2016-01-04,22939327000
2016-01-05,22886393000
2016-01-06,22629285000
2016-01-07,22096164000
2016-01-08,22016763000
2016-01-11,21937362000
2016-01-12,22175565000
2016-01-13,21895771000
2016-01-14,22088602000
2016-01-15,21978953000
2016-01-19,22096164000
2016-01-20,21926019000
2016-01-21,21986515000
2016-01-22,22130193000
2016-01-25,21816370000
2016-01-26,21997858000
2016-01-27,22084821000
2016-01-28,22391082000
2016-01-29,22912860000
2016-02-01,22886393000
2016-02-02,22674657000
2016-02-03,22549884000
2016-02-04,23461105000
2016-02-05,23960197000
2016-02-08,23945073000
2016-02-09,23824081000
2016-02-10,23812738000
2016-02-11,23563192000
2016-02-12,24164371000
2016-02-16,24413916999
2016-02-17,24584062000
2016-02-18,24311830000
2016-02-19,24198400000
2016-02-22,24364764000
2016-02-23,24096313000
2016-02-24,24179495000
2016-02-25,24353421000
2016-02-26,24319391999
2016-02-29,23994226000
2016-03-01,24504661000
2016-03-02,24731521000
2016-03-03,24693711000
2016-03-04,24720178000
2016-03-07,24587843000
2016-03-08,24417698000
2016-03-09,24398793000
2016-03-10,24296706000
2016-03-11,24773112000
2016-03-14,24557595000
2016-03-15,24924352000
2016-03-16,25060468000
2016-03-17,25408320000
2016-03-18,25419663000
2016-03-21,25272204000
2016-03-22,25302452000
2016-03-23,25204146000
2016-03-24,25026439000
2016-03-28,25264641999
2016-03-29,25393196000
2016-03-30,25604932000
2016-03-31,25169432000
2016-04-01,25490728000
2016-04-04,25270304000
2016-04-05,24919120000
2016-04-06,25042408000
2016-04-07,24762208000
2016-04-08,24971424000
2016-04-11,24952744000
2016-04-12,25109655999
2016-04-13,25229208000
2016-04-14,24907912000
2016-04-15,24881759999
2016-04-18,25143280000
2016-04-19,25229208000
2016-04-20,25001312000
2016-04-21,24452120000
2016-04-22,24560463999
2016-04-25,24511896000
2016-04-26,24609032000
2016-04-27,24474536000
2016-04-28,24265320000
2016-04-29,24302680000
2016-05-02,24418496000
2016-05-03,24437176000
2016-05-04,24388608000
2016-05-05,25356232000
2016-05-06,25068559999
2016-05-09,25109655999
2016-05-10,25397328000
2016-05-11,25161959999
2016-05-12,25232944000
2016-05-13,25173168000
2016-05-16,25236680000
2016-05-17,25068559999
2016-05-18,25165696000
2016-05-19,24971424000
2016-05-20,25087240000
2016-05-23,24986368000
2016-05-24,25195584000
2016-05-25,25135808000
2016-05-26,25221736000
2016-05-27,25285248000
2016-05-31,25221736000
2016-06-01,25195584000
2016-06-02,25195584000
2016-06-03,25191848000
2016-06-06,25262832000
2016-06-07,25191848000
2016-06-08,25285248000
2016-06-09,25326344000
2016-06-10,25203055999
2016-06-13,24986368000
2016-06-14,24915384000
2016-06-15,24609032000
2016-06-16,24833192000
2016-06-17,24814512000
2016-06-20,24870551999
2016-06-21,24956480000
2016-06-22,25038672000
2016-06-23,25352496000
2016-06-24,24754736000
2016-06-27,24680016000
2016-06-28,25303928000
2016-06-29,25580392000
2016-06-30,25986425000
2016-07-01,25841540000
2016-07-05,25748665000
2016-07-06,25804389999
2016-07-07,25611210000
2016-07-08,25878690000
2016-07-11,25982710000
2016-07-12,25856399999
2016-07-13,25737520000
2016-07-14,25748665000
2016-07-15,25815535000
2016-07-18,25763524999
2016-07-19,25678080000
2016-07-20,25670649999
2016-07-21,25592635000
2016-07-22,25707800000
2016-07-25,25715230000
2016-07-26,25648360000
2016-07-27,25581490000
2016-07-28,25696655000
2016-07-29,25384595000
2016-08-01,25406885000
2016-08-02,25302865000
2016-08-03,25496045000
2016-08-04,25492330000
2016-08-05,25574060000
2016-08-08,25696655000
2016-08-09,25770955000
2016-08-10,25789530000
2016-08-11,25674365000
2016-08-12,25681795000
2016-08-15,25778385000
2016-08-16,25614925000
2016-08-17,25678080000
2016-08-18,25796960000
2016-08-19,25696655000
2016-08-22,25585205000
2016-08-23,25395740000
2016-08-24,25358590000
2016-08-25,25462610000
2016-08-26,25380879999
2016-08-29,25536910000
2016-08-30,25696655000
2016-08-31,25618639999
2016-09-01,25507190000
2016-09-02,25614925000
2016-09-06,25748665000
2016-09-07,25796960000
2016-09-08,25715230000
2016-09-09,25247139999
2016-09-12,25440320000
2016-09-13,25232280000
2016-09-14,25035385000
2016-09-15,25195129999
2016-09-16,25042815000
2016-09-19,25061389999
2016-09-20,25213705000
2016-09-21,25507190000
2016-09-22,25611210000
2016-09-23,25444035000
2016-09-26,25406885000
2016-09-27,25626070000
2016-09-28,25670649999
2016-09-29,25499760000
2016-09-30,25458240000
2016-10-03,25171200000
2016-10-04,24965120000
2016-10-05,24954080000
2016-10-06,24939360000
2016-10-07,25182240000
2016-10-10,25204320000
2016-10-11,25097600000
2016-10-12,25406720000
2016-10-13,25425120000
2016-10-14,25513440000
2016-10-17,25517120000
2016-10-18,25498720000
2016-10-19,25550240000
2016-10-20,25108640000
2016-10-21,24858400000
2016-10-24,24920960000
2016-10-25,24880480000
2016-10-26,25001920000
2016-10-27,24873120000
2016-10-28,24851040000
2016-10-31,24987200000
2016-11-01,24733279999
2016-11-02,24781120000
2016-11-03,25057120000
2016-11-04,24552960000
2016-11-07,24604480000
2016-11-08,24869440000
2016-11-09,25086560000
2016-11-10,25557600000
2016-11-11,25627520000
2016-11-14,26013920000
2016-11-15,26238400000
2016-11-16,26024960000
2016-11-17,26415040000
2016-11-18,26503360000
2016-11-21,26562240000
2016-11-22,26632160000
2016-11-23,26643200000
2016-11-25,26635840000
2016-11-28,26510720000
2016-11-29,25623840000
2016-11-30,25730560000
2016-12-01,25888799999
2016-12-02,25984480000
2016-12-05,25892480000
2016-12-06,26109600000
2016-12-07,26367200000
2016-12-08,26374560000
2016-12-09,26668960000
2016-12-12,26797759999
2016-12-13,26838240000
2016-12-14,26720480000
2016-12-15,27062720000
2016-12-16,27272480000
2016-12-19,27368160000
2016-12-20,27408640000
2016-12-21,27393920000
2016-12-22,27408640000
2016-12-23,27445440000
2016-12-27,27419680000
2016-12-28,27360799999
2016-12-29,27335040000
2016-12-30,27276160000
2017-01-03,27123969000
2017-01-04,27197109000
2017-01-05,27072771000
2017-01-06,27116655000
2017-01-09,26729013000
2017-01-10,26970375000
2017-01-11,27039858000
2017-01-12,26944776000
2017-01-13,27021573000
2017-01-17,27006944999
2017-01-18,27251964000
2017-01-19,27142254000
2017-01-20,27259278000
2017-01-23,27116655000
2017-01-24,27233679000
2017-01-25,27570123000
2017-01-26,27723717000
2017-01-27,27643263000
2017-01-30,27650577000
2017-01-31,27504296999
2017-02-01,27515268000
2017-02-02,28305180000
2017-02-03,28334436000
2017-02-06,28553856000
2017-02-07,28568484000
2017-02-08,28520943000
2017-02-09,28652594999
2017-02-10,28846416000
2017-02-13,29113377000
2017-02-14,29182860000
2017-02-15,29515646999
2017-02-16,29548560000
2017-02-17,29416908000
2017-02-21,29482734000
2017-02-22,29468106000
2017-02-23,29457135000
2017-02-24,29588787000
2017-02-27,29746038000
2017-02-28,30045912000
2017-03-01,30239733000
2017-03-02,29895975000
2017-03-03,29936202000
2017-03-06,29746038000
2017-03-07,29789921999
2017-03-08,29669241000
2017-03-09,29830148999
2017-03-10,30005685000
2017-03-13,30023969999
2017-03-14,30053226000
2017-03-15,30214134000
2017-03-16,30312873000
2017-03-17,30298244999
2017-03-20,30122709000
2017-03-21,29874033000
2017-03-22,29760666000
2017-03-23,29716782000
2017-03-24,29618043000
2017-03-27,29654613000
2017-03-28,29947173000
2017-03-29,29764323000
2017-03-30,29855748000
2017-03-31,29629764000
2017-04-03,29567951999
2017-04-04,29680668000
2017-04-05,29604312000
2017-04-06,29611584000
2017-04-07,29491596000
2017-04-10,29582496000
2017-04-11,29513412000
2017-04-12,29440692000
2017-04-13,29298888000
2017-04-17,29633400000
2017-04-18,29200716000
2017-04-19,28997100000
2017-04-20,29142540000
2017-04-21,28989828000
2017-04-24,29415240000
2017-04-25,29531592000
2017-04-26,29742480000
2017-04-27,29807928000
2017-04-28,29557044000
2017-05-01,29633400000
2017-05-02,29753388000
2017-05-03,30880548000
2017-05-04,31113251999
2017-05-05,31069620000
2017-05-08,30822372000
2017-05-09,30604212000
2017-05-10,30647844000
2017-05-11,30509676000
2017-05-12,30589668000
2017-05-15,30735108000
2017-05-16,30662388000
2017-05-17,30673296000
2017-05-18,30804192000
2017-05-19,30589668000
2017-05-22,30829644000
2017-05-23,31051440000
2017-05-24,31200516000
2017-05-25,31371408000
2017-05-26,31451400000
2017-05-30,31269600000
2017-05-31,31393224000
2017-06-01,31611384000
2017-06-02,31513212000
2017-06-05,31491396000
2017-06-06,31204151999
2017-06-07,31222332000
2017-06-08,31473216000
2017-06-09,31767732000
2017-06-12,31967712000
2017-06-13,31985892000
2017-06-14,32294951999
2017-06-15,32647644000
2017-06-16,32658551999
2017-06-19,32509476000
2017-06-20,32454936000
2017-06-21,32447664000
2017-06-22,32109516000
2017-06-23,32025888000
2017-06-26,32149512000
2017-06-27,32058612000
2017-06-28,32207688000
2017-06-29,32044068000
2017-06-30,31953372000
2017-07-03,32022019000
2017-07-05,32087053000
2017-07-06,32054536000
2017-07-07,32224347000
2017-07-10,32101504999
2017-07-11,31772722000
2017-07-12,31866660000
2017-07-13,32011179999
2017-07-14,32173765000
2017-07-17,31971437000
2017-07-18,32112344000
2017-07-19,32246025000
2017-07-20,32235186000
2017-07-21,32213508000
2017-07-24,32433901000
2017-07-25,32592872999
2017-07-26,32300220000
2017-07-27,32401384000
2017-07-28,32697650000
2017-07-31,32878300000
2017-08-01,32878300000
2017-08-02,34020008000
2017-08-03,33936909000
2017-08-04,34041686000
2017-08-07,34048912000
2017-08-08,34038072999
2017-08-09,34215110000
2017-08-10,34020008000
2017-08-11,33944135000
2017-08-14,34113946000
2017-08-15,34099494000
2017-08-16,34099494000
2017-08-17,33720129000
2017-08-18,33571996000
2017-08-21,33499736000
2017-08-22,33879101000
2017-08-23,33665934000
2017-08-24,33073402000
2017-08-25,33246826000
2017-08-28,32751845000
2017-08-29,32813265999
2017-08-30,32542290999
2017-08-31,32697650000
2017-09-01,32437514000
2017-09-05,31248837000
2017-09-06,31613750000
2017-09-07,31234385000
2017-09-08,32376093000
2017-09-11,32961399000
2017-09-12,33192631000
2017-09-13,32856622000
2017-09-14,32697650000
2017-09-15,32834944000
2017-09-18,32690424000
2017-09-19,32928882000
2017-09-20,33015594000
2017-09-21,32759071000
2017-09-22,32708489000
2017-09-25,32892752000
2017-09-26,32780749000
2017-09-27,32838557000
2017-09-28,32983077000
2017-09-29,33207083000
2017-10-02,33025850000
2017-10-03,32925749999
2017-10-04,33197450000
2017-10-05,33315425000
2017-10-06,33351175000
2017-10-09,33319000000
2017-10-10,33365475000
2017-10-11,33279675000
2017-10-12,33083050000
2017-10-13,33011550000
2017-10-16,33054449999
2017-10-17,32679075000
2017-10-18,32621875000
2017-10-19,33150975000
2017-10-20,33236775000
2017-10-23,33236775000
2017-10-24,33476300000
2017-10-25,33347600000
2017-10-26,33590699999
2017-10-27,33508475000
2017-10-30,33630024999
2017-10-31,33554950000
2017-11-01,33694375000
2017-11-02,34981375000
2017-11-03,34977800000
2017-11-06,35424675000
2017-11-07,35456850000
2017-11-08,35424675000
2017-11-09,35374625000
2017-11-10,35435400000
2017-11-13,35549800000
2017-11-14,35728550000
2017-11-15,35885850000
2017-11-16,35596275000
2017-11-17,35810775000
2017-11-20,35864400000
2017-11-21,35642750000
2017-11-22,35499750000
2017-11-24,35421100000
2017-11-27,35539075000
2017-11-28,36068175000
2017-11-29,36450700000
2017-11-30,36700950000
2017-12-01,36858250000
2017-12-04,37044150000
2017-12-05,36765300000
2017-12-06,36697375000
2017-12-07,36504325000
2017-12-08,36643750000
2017-12-11,36597275000
2017-12-12,37015550000
2017-12-13,36936900000
2017-12-14,36697375000
2017-12-15,37169275000
2017-12-18,37237200000
2017-12-19,37315850000
2017-12-20,37330150000
2017-12-21,37255075000
2017-12-22,37219325000
2017-12-26,37301550000
2017-12-27,37394500000
2017-12-28,37505325000
2017-12-29,37433825000
2018-01-02,36089872000
2018-01-03,36111118000
2018-01-04,35693280000
2018-01-05,36072167000
2018-01-08,35902199000
2018-01-09,35742854000
2018-01-10,35562263000
2018-01-11,35686198000
2018-01-12,36157151000
2018-01-16,36164233000
2018-01-17,36805154000
2018-01-18,36826400000
2018-01-19,36720170000
2018-01-22,36978663000
2018-01-23,35852625000
2018-01-24,35363967000
2018-01-25,35668493000
2018-01-26,35597673000
2018-01-29,34715964000
2018-01-30,34861145000
2018-01-31,34974457000
2018-02-01,34956752000
2018-02-02,34680554000
2018-02-05,33646582000
2018-02-06,34206059999
2018-02-07,34301667000
2018-02-08,31890246000
2018-02-09,32184149000
2018-02-12,32127493000
2018-02-13,32623233000
2018-02-14,33650123000
2018-02-15,33469532000
2018-02-16,33653664000
2018-02-20,33161465000
2018-02-21,33076481000
2018-02-22,32860480000
2018-02-23,33416417000
2018-02-26,33905075000
2018-02-27,33288941000
2018-02-28,32669266000
2018-03-01,32598446000
2018-03-02,32439101000
2018-03-05,32892349000
2018-03-06,33083563000
2018-03-07,33069399000
2018-03-08,33402253000
2018-03-09,34004223000
2018-03-12,33586384999
2018-03-13,34138781000
2018-03-14,34138781000
2018-03-15,34280421000
2018-03-16,34535373000
2018-03-19,34269798000
2018-03-20,34485799000
2018-03-21,34291044000
2018-03-22,33515565000
2018-03-23,32665725000
2018-03-26,33469532000
2018-03-27,33069399000
2018-03-28,33501401000
2018-03-29,33568680000
2018-04-02,32720040000
2018-04-03,33215904000
2018-04-04,33708276000
2018-04-05,33917796000
2018-04-06,33488280000
2018-04-09,33446376000
2018-04-10,33914304000
2018-04-11,33593040000
2018-04-12,33785100000
2018-04-13,33648912000
2018-04-16,34057476000
2018-04-17,34134300000
2018-04-18,34148268000
2018-04-19,34214616000
2018-04-20,34329852000
2018-04-23,34434612000
2018-04-24,34008588000
2018-04-25,34043508000
2018-04-26,34057476000
2018-04-27,34287948000
2018-04-30,34158743999
2018-05-01,34291440000
2018-05-02,32845752000
2018-05-03,32842260000
2018-05-04,33006384000
2018-05-07,33194952000
2018-05-08,33421931999
2018-05-09,33666372000
2018-05-10,33558119999
2018-05-11,33655896000
2018-05-14,33334631999
2018-05-15,33474312000
2018-05-16,33390504000
2018-05-17,33174000000
2018-05-18,33146064000
2018-05-21,33387012000
2018-05-22,33481296000
2018-05-23,33380028000
2018-05-24,33355584000
2018-05-25,33331140000
2018-05-29,32908608000
2018-05-30,32954004000
2018-05-31,32643216000
2018-06-01,32775912000
2018-06-04,32912100000
2018-06-05,32720040000
2018-06-06,32479092000
2018-06-07,32545440000
2018-06-08,32723531999
2018-06-11,32692104000
2018-06-12,32650200000
2018-06-13,32569884000
2018-06-14,32405760000
2018-06-15,32758452000
2018-06-18,32472108000
2018-06-19,32643216000
2018-06-20,32189256000
2018-06-21,32206716000
2018-06-22,32210208000
2018-06-25,31997196000
2018-06-26,32203224000
2018-06-27,31536252000
2018-06-28,31899419999
2018-06-29,31871484000
2018-07-02,31717820000
2018-07-03,31797400000
2018-07-05,31811240000
2018-07-06,31887360000
2018-07-09,32385599999
2018-07-10,32302560000
2018-07-11,32119180000
2018-07-12,32143400000
2018-07-13,32119180000
2018-07-16,32337159999
