,FCPT
2020-07-07,1648832555
2020-07-08,1613327978
2020-07-09,1576403218
2020-07-10,1644572006
2020-07-13,1617588528
2020-07-14,1623979351
2020-07-15,1675816034
2020-07-16,1658063745
2020-07-17,1672265576
2020-07-20,1619718802
2020-07-21,1629660084
2020-07-22,1672265576
2020-07-23,1650252738
2020-07-24,1621849077
2020-07-27,1660194020
2020-07-28,1689307773
2020-07-29,1734043540
2020-07-30,1727652716
2020-07-31,1789430680
2020-08-03,1743984822
2020-08-04,1758186653
2020-08-05,1770258209
2020-08-06,1772388483
2020-08-07,1800082053
2020-08-10,1797951779
2020-08-11,1781619673
2020-08-12,1823515074
2020-08-13,1762447202
2020-08-14,1761737110
2020-08-17,1794401321
2020-08-18,1784460040
2020-08-19,1748245371
2020-08-20,1768838026
2020-08-21,1763867385
2020-08-24,1783039856
2020-08-25,1792981138
2020-08-26,1801502236
2020-08-27,1819254525
2020-08-28,1802922420
2020-08-31,1792981138
2020-09-01,1807893060
2020-09-02,1849788461
2020-09-03,1864700384
2020-09-04,1841977454
2020-09-08,1851918736
2020-09-09,1875351757
2020-09-10,1866120567
2020-09-11,1810733427
2020-09-14,1861860017
2020-09-15,1865410475
2020-09-16,1878902214
2020-09-17,1865410475
2020-09-18,1810733427
2020-09-21,1717001343
2020-09-22,1770968300
2020-09-23,1708480245
2020-09-24,1733333449
2020-09-25,1793691230
2020-09-28,1855469194
2020-09-29,1820674708
2020-09-30,1817124250
2020-10-01,1865410475
2020-10-02,1925058164
2020-10-05,1979735213
2020-10-06,1992516861
2020-10-07,1971214115
2020-10-08,2011689332
2020-10-09,1990386586
2020-10-12,1989676495
2020-10-13,1963403108
2020-10-14,1935709538
2020-10-15,1934999446
2020-10-16,1904465510
2020-10-19,1893814137
2020-10-20,1918667341
2020-10-21,1917957249
2020-10-22,1934289354
2020-10-23,1934999446
2020-10-26,1893814137
2020-10-27,1871801299
2020-10-28,1807893060
2020-10-29,1810733427
2020-10-30,1799371962
2020-11-02,1819964617
2020-11-03,1834876539
2020-11-04,1846948095
2020-11-05,1836296722
2020-11-06,1786590314
2020-11-09,1932159080
2020-11-10,2046483818
2020-11-11,2032992079
2020-11-12,2005298508
2020-11-13,2046483818
2020-11-16,2104711324
2020-11-17,2072047113
2020-11-18,2006008600
2020-11-19,2003168234
2020-11-20,2003168234
2020-11-23,2023050797
2020-11-24,2059265466
2020-11-25,2037252628
2020-11-27,2003168234
2020-11-30,1988966403
2020-12-01,2014529698
2020-12-02,2027311346
2020-12-03,2023760889
2020-12-04,2015239790
2020-12-07,2012399424
2020-12-08,2055715008
2020-12-09,2067786564
2020-12-10,2056425099
2020-12-11,2059975557
2020-12-14,2073467296
2020-12-15,2116072789
2020-12-16,2115362697
2020-12-17,2126724162
2020-12-18,2020920522
2020-12-21,2030151712
2020-12-22,2081988395
2020-12-23,2077017754
2020-12-24,2102581049
2020-12-28,2135955352
2020-12-29,2121043429
2020-12-30,2133825077
2020-12-31,2261623535
2021-01-04,2162102984
2021-01-05,2137032921
2021-01-06,2131715029
2021-01-07,2094489784
2021-01-08,2103606171
2021-01-11,2105885267
2021-01-12,2092210687
2021-01-13,2108164364
2021-01-14,2108164364
2021-01-15,2103606171
2021-01-19,2097528580
2021-01-20,2109683761
2021-01-21,2083854000
2021-01-22,2073977915
2021-01-25,2066380926
2021-01-26,2065621227
2021-01-27,1966860374
2021-01-28,2052706346
2021-01-29,2002566221
2021-02-01,2079295807
2021-02-02,2080815204
2021-02-03,2096768881
2021-02-04,2099807676
2021-02-05,2104365869
2021-02-08,2103606171
2021-02-09,2106644966
2021-02-10,2118040449
2021-02-11,2110443460
2021-02-12,2106644966
2021-02-16,2087652494
2021-02-17,2119559847
2021-02-18,2029155681
2021-02-19,2077776409
2021-02-22,2112722557
2021-02-23,2110443460
2021-02-24,2116521051
2021-02-25,2096768881
2021-02-26,2058024238
2021-03-01,2069419721
2021-03-02,2059543636
2021-03-03,2067140625
2021-03-04,2022318391
2021-03-05,2085373398
2021-03-08,2064861528
2021-03-09,2050427250
2021-03-10,2071698818
2021-03-11,2111962858
2021-03-12,2172738768
2021-03-15,2222119194
2021-03-16,2183374552
2021-03-17,2179576058
2021-03-18,2112722557
2021-03-19,2084613699
2021-03-22,2079295807
2021-03-23,2067900324
2021-03-24,2045109358
2021-03-25,2089171892
2021-03-26,2146149307
2021-03-29,2113482256
2021-03-30,2083854000
2021-03-31,2084011448
2021-04-01,2151703791
2021-04-05,2141816145
2021-04-06,2155506732
2021-04-07,2140294969
2021-04-08,2137252617
2021-04-09,2143337322
2021-04-12,2149422027
2021-04-13,2155506732
2021-04-14,2134970852
2021-04-15,2179845551
2021-04-16,2169957906
2021-04-19,2177563787
2021-04-20,2191254373
2021-04-21,2201902607
2021-04-22,2235368484
2021-04-23,2233086720
2021-04-26,2248298482
2021-04-27,2273397890
2021-04-28,2161591437
2021-04-29,2173760846
2021-04-30,2195817902
2021-05-03,2189733197
2021-05-04,2188972609
2021-05-05,2109871444
2021-05-06,2111392621
2021-05-07,2099223211
2021-05-10,2096180858
2021-05-11,2032291456
2021-05-12,1959274997
2021-05-13,2025446163
2021-05-14,2076405567
2021-05-17,2072602627
2021-05-18,2069560274
2021-05-19,2084772036
2021-05-20,2096941446
2021-05-21,2092377918
2021-05-24,2115195561
2021-05-25,2101504975
2021-05-26,2143337322
2021-05-27,2114434973
2021-05-28,2111392621
2021-06-01,2157027908
2021-06-02,2174521435
2021-06-03,2144097910
2021-06-04,2144097910
2021-06-07,2185169668
2021-06-08,2202663195
2021-06-09,2206466136
2021-06-10,2202663195
2021-06-11,2176803199
2021-06-14,2202663195
2021-06-15,2189733197
2021-06-16,2181366728
2021-06-17,2191254373
2021-06-18,2173000258
2021-06-21,2208747900
2021-06-22,2207987312
2021-06-23,2207987312
2021-06-24,2199620843
2021-06-25,2135731440
2021-06-28,2125843795
2021-06-29,2096180858
2021-06-30,2105279452
2021-07-01,2117479550
2021-07-02,2125104612
2021-07-06,2162467413
2021-07-07,2153317339
2021-07-08,2140354734
2021-07-09,2196780189
2021-07-12,2222705398
2021-07-13,2180767560
2021-07-14,2184580091
2021-07-15,2186867609
2021-07-16,2194492670
2021-07-19,2141117241
2021-07-20,2212792818
2021-07-21,2207455275
2021-07-22,2191442646
2021-07-23,2218130361
2021-07-26,2206692769
2021-07-27,2212792818
2021-07-28,2191442646
2021-07-29,2204405250
2021-07-30,2189155127
2021-08-02,2187630115
2021-08-03,2177717535
2021-08-04,2152554833
2021-08-05,2218892867
2021-08-06,2187630115
2021-08-09,2157129870
2021-08-10,2097654391
2021-08-11,2099941909
2021-08-12,2085454292
2021-08-13,2087741811
2021-08-16,2077066725
2021-08-17,2074779206
2021-08-18,2080879256
2021-08-19,2083166774
2021-08-20,2106041958
2021-08-23,2087741811
2021-08-24,2070204170
2021-08-25,2093079354
2021-08-26,2093841860
2021-08-27,2134254685
2021-08-30,2163992425
2021-08-31,2181530066
2021-09-01,2193730164
2021-09-02,2192205152
2021-09-03,2211267806
2021-09-07,2145692277
2021-09-08,2143404759
2021-09-09,2077066725
2021-09-10,2033603875
2021-09-13,2062579108
2021-09-14,2071729182
2021-09-15,2081641762
2021-09-16,2098416897
2021-09-17,2080879256
2021-09-20,2083929280
2021-09-21,2074016700
2021-09-22,2097654391
2021-09-23,2090791835
2021-09-24,2093841860
2021-09-27,2067154145
2021-09-28,2081641762
2021-09-29,2101466921
2021-09-30,2048091492
2021-10-01,2082404268
2021-10-04,2067916651
2021-10-05,2086216799
2021-10-06,2086216799
2021-10-07,2074779206
2021-10-08,2074016700
2021-10-11,2113667020
2021-10-12,2131967167
2021-10-13,2169329968
2021-10-14,2186867609
2021-10-15,2192967658
2021-10-18,2180767560
2021-10-19,2173905005
2021-10-20,2215080336
2021-10-21,2213555324
2021-10-22,2215842842
2021-10-25,2233380484
2021-10-26,2264643235
2021-10-27,2244055570
2021-10-28,2229567953
2021-10-29,2211267806
2021-11-01,2217367855
2021-11-02,2200592720
2021-11-03,2207455275
2021-11-04,2197542695
2021-11-05,2254730655
2021-11-08,2245580582
2021-11-09,2232617977
2021-11-10,2204405250
2021-11-11,2196780189
2021-11-12,2166279943
2021-11-15,2180767560
2021-11-16,2165517437
2021-11-17,2138829722
2021-11-18,2148742302
2021-11-19,2153317339
2021-11-22,2153317339
2021-11-23,2147217290
2021-11-24,2161704906
2021-11-26,2074016700
2021-11-29,2074016700
2021-11-30,2060291590
2021-12-01,2032078863
2021-12-02,2095366872
2021-12-03,2086979305
2021-12-06,2155604857
2021-12-07,2139592228
2021-12-08,2203642744
2021-12-09,2160179894
2021-12-10,2144929771
2021-12-13,2162467413
2021-12-14,2146454784
2021-12-15,2171617486
2021-12-16,2150267314
2021-12-17,2148742302
2021-12-20,2115192032
2021-12-21,2173142499
2021-12-22,2190680140
2021-12-23,2186105103
2021-12-27,2228805447
2021-12-28,2227280434
2021-12-29,2263880729
2021-12-30,2269218272
2021-12-31,2358539067
2022-01-03,2349717602
2022-01-04,2368162484
2022-01-05,2318441497
2022-01-06,2312025886
2022-01-07,2283155635
2022-01-10,2263908802
2022-01-11,2259899045
2022-01-12,2242256114
2022-01-13,2269522462
2022-01-14,2249473677
2022-01-18,2228622940
2022-01-19,2197346836
2022-01-20,2162060974
2022-01-21,2166872682
2022-01-24,2164466828
2022-01-25,2182109759
2022-01-26,2141210238
2022-01-27,2114745841
2022-01-28,2164466828
2022-01-31,2170882439
2022-02-01,2166070731
2022-02-02,2162862925
2022-02-03,2122765355
2022-02-04,2101914619
2022-02-07,2082667785
2022-02-08,2069836563
2022-02-09,2096300959
2022-02-10,2052995584
2022-02-11,2073044369
2022-02-14,2081063883
2022-02-15,2095499008
2022-02-16,2111538036
2022-02-17,2117953647
2022-02-18,2105924376
2022-02-22,2096300959
2022-02-23,2093093154
2022-02-24,2107528279
2022-02-25,2142814140
2022-02-28,2115547793
2022-03-01,2085875591
2022-03-02,2119557550
2022-03-03,2146021946
2022-03-04,2187723419
2022-03-07,2120359501
2022-03-08,2116349744
2022-03-09,2121963404
2022-03-10,2159655120
2022-03-11,2165268780
2022-03-14,2133190724
2022-03-15,2134794626
2022-03-16,2129180967
2022-03-17,2121161453
2022-03-18,2133992675
2022-03-21,2117151696
2022-03-22,2125171210
2022-03-23,2101112668
2022-03-24,2111538036
2022-03-25,2128379015
2022-03-28,2130784869
2022-03-29,2186119516
2022-03-30,2146823897
2022-03-31,2171171500
2022-04-01,2223363122
2022-04-04,2209713006
2022-04-05,2202486473
2022-04-06,2224166070
2022-04-07,2223363122
2022-04-08,2237013239
2022-04-11,2259495784
2022-04-12,2278766537
2022-04-13,2310081511
2022-04-14,2329352264
2022-04-18,2347820068
2022-04-19,2369499666
2022-04-20,2386361574
2022-04-21,2395996951
2022-04-22,2387164522
2022-04-25,2366287873
2022-04-26,2306066770
2022-04-27,2255481044
2022-04-28,2319716887
2022-04-29,2204895317
2022-05-02,2131024098
2022-05-03,2171974448
2022-05-04,2212924798
2022-05-05,2164747915
2022-05-06,2131024098
2022-05-09,2065985306
2022-05-10,2036276229
2022-05-11,2029852645
2022-05-12,2082044267
2022-05-13,2128615254
2022-05-16,2143871266
2022-05-17,2184821616
2022-05-18,2126206409
2022-05-19,2100512072
2022-05-20,2119782825
2022-05-23,2113359241
2022-05-24,2144674214
2022-05-25,2174383292
2022-05-26,2174383292
2022-05-27,2215333642
2022-05-31,2213727746
2022-06-01,2203289421
2022-06-02,2228180811
2022-06-03,2204092369
2022-06-06,2209713006
2022-06-07,2229786707
2022-06-08,2192048149
2022-06-09,2152703695
2022-06-10,2140659474
2022-06-13,2022626112
2022-06-14,1979266918
2022-06-15,2054744034
2022-06-16,2037079177
2022-06-17,2064379410
2022-06-21,2073211839
2022-06-22,2091679644
2022-06-23,2138250630
2022-06-24,2172777396
2022-06-27,2180806876
2022-06-28,2174383292
2022-06-29,2143871266
2022-06-30,2177321458
2022-07-01,2230546691
2022-07-05,2229727842
2022-07-06,2212531997
2022-07-07,2223995893
2022-07-08,2240372888
2022-07-11,2248561386
2022-07-12,2223995893
2022-07-13,2212531997
2022-07-14,2247742536
2022-07-15,2286228474
2022-07-18,2252655634
2022-07-19,2290322722
2022-07-20,2283771924
2022-07-21,2282134225
2022-07-22,2303424318
2022-07-25,2323076712
2022-07-26,2346823354
2022-07-27,2347642204
2022-07-28,2395135489
2022-07-29,2393497790
2022-08-01,2356649551
2022-08-02,2336178308
2022-08-03,2307518567
2022-08-04,2329627510
2022-08-05,2341910256
2022-08-08,2368113448
2022-08-09,2373026546
2022-08-10,2388584691
2022-08-11,2373845396
2022-08-12,2382852743
2022-08-15,2385309292
2022-08-16,2361562650
2022-08-17,2350098753
2022-08-18,2340272556
2022-08-19,2332084059
2022-08-22,2306699717
2022-08-23,2296054670
2022-08-24,2289503873
2022-08-25,2311612816
2022-08-26,2279677676
2022-08-29,2267394930
2022-08-30,2226452443
2022-08-31,2201886950
2022-09-01,2187147655
2022-09-02,2160944463
2022-09-06,2169132961
2022-09-07,2196973852
2022-09-08,2179778007
2022-09-09,2180596857
2022-09-12,2216626246
2022-09-13,2159306764
2022-09-14,2149480567
2022-09-15,2152755966
2022-09-16,2191241904
2022-09-19,2201068101
2022-09-20,2166676412
2022-09-21,2202705800
2022-09-22,2117545427
2022-09-23,2109356930
2022-09-26,2052856298
2022-09-27,1998812215
2022-09-28,2048762049
2022-09-29,1938217334
2022-09-30,2030536950
2022-10-03,2018785186
2022-10-04,2055719302
2022-10-05,2016266951
2022-10-06,1973456953
2022-10-07,1936522838
2022-10-10,1913858721
2022-10-11,1976814600
2022-10-12,1991084599
2022-10-13,2006194010
2022-10-14,1953311072
2022-10-17,2000318128
2022-10-18,2038091656
2022-10-19,2000318128
2022-10-20,1983529894
2022-10-21,1990245188
2022-10-24,2003675775
2022-10-25,2054040478
2022-10-26,2049843420
2022-10-27,2088456359
2022-10-28,2130426945
2022-10-31,2150572826
2022-11-01,2158127532
2022-11-02,2147215179
2022-11-03,2179952236
2022-11-04,2225280469
2022-11-07,2226959293
2022-11-08,2229477528
2022-11-09,2213528705
2022-11-10,2296630465
2022-11-11,2259696350
2022-11-14,2270608702
2022-11-15,2265572232
2022-11-16,2244586939
2022-11-17,2244586939
2022-11-18,2274805761
2022-11-21,2281521054
2022-11-22,2264732820
2022-11-23,2247105174
2022-11-25,2276484584
2022-11-28,2232835175
2022-11-29,2239550468
2022-11-30,2278163408
2022-12-01,2259696350
2022-12-02,2263893408
2022-12-05,2253820468
2022-12-06,2257178115
2022-12-07,2249623409
2022-12-08,2246265762
2022-12-09,2259696350
2022-12-12,2260535761
2022-12-13,2263893408
2022-12-14,2264732820
2022-12-15,2246265762
2022-12-16,2189185765
2022-12-19,2184149295
2022-12-20,2222762234
2022-12-21,2236192822
2022-12-22,2225280469
2022-12-23,2246265762
2022-12-27,2222762234
2022-12-28,2181631060
2022-12-29,2172397531
2022-12-30,2176594589
2023-01-03,2248840372
2023-01-04,2290898837
2023-01-05,2266865428
2023-01-06,2298623861
2023-01-09,2332957302
2023-01-10,2344115670
2023-01-11,2386174135
2023-01-12,2435957624
2023-01-13,2423082584
2023-01-17,2442824312
2023-01-18,2399907511
2023-01-19,2415357560
2023-01-20,2423940920
2023-01-23,2421365912
2023-01-24,2424799256
2023-01-25,2432524280
2023-01-26,2448832665
2023-01-27,2450549337
2023-01-30,2429949272
2023-01-31,2468574393
2023-02-01,2454841017
2023-02-02,2490891130
2023-02-03,2476299417
2023-02-06,2481449433
2023-02-07,2479732761
2023-02-08,2476299417
2023-02-09,2442824312
2023-02-10,2454841017
2023-02-13,2463424377
2023-02-14,2421365912
2023-02-15,2441965976
2023-02-16,2477157753
2023-02-17,2441107640
2023-02-21,2422224248
2023-02-22,2392182487
2023-02-23,2407632536
2023-02-24,2375874103
2023-02-27,2363857399
2023-02-28,2330382294
2023-03-01,2323515606
2023-03-02,2344974006
2023-03-03,2373299095
2023-03-06,2350124022
2023-03-07,2308923893
2023-03-08,2319223926
2023-03-09,2301198869
2023-03-10,2231673652
2023-03-13,2266865428
2023-03-14,2312357237
2023-03-15,2306348885
2023-03-16,2308923893
2023-03-17,2282315477
2023-03-20,2308065557
2023-03-21,2276307125
2023-03-22,2169015122
2023-03-23,2172448466
2023-03-24,2235965332
2023-03-27,2250557044
2023-03-28,2265148756
2023-03-29,2285748821
2023-03-30,2266865428
2023-03-31,2346659758
2023-04-03,2335302134
2023-04-04,2325691837
2023-04-05,2300355600
2023-04-06,2300355600
2023-04-10,2310839560
2023-04-11,2310839560
2023-04-12,2303850253
2023-04-13,2295987283
2023-04-14,2252304116
2023-04-17,2288997977
2023-04-18,2254051443
2023-04-19,2250556789
2023-04-20,2242693819
2023-04-21,2247935799
2023-04-24,2219978572
2023-04-25,2211241938
2023-04-26,2168432434
2023-04-27,2209494612
2023-04-28,2228715205
2023-05-01,2218231245
2023-05-02,2185032038
2023-05-03,2219978572
2023-05-04,2261040749
2023-05-05,2284629660
2023-05-08,2275019363
2023-05-09,2253177779
2023-05-10,2269777383
2023-05-11,2259293423
2023-05-12,2258419759
2023-05-15,2264535403
2023-05-16,2231336195
2023-05-17,2258419759
2023-05-18,2254051443
2023-05-19,2245314809
2023-05-22,2254925106
2023-05-23,2259293423
2023-05-24,2249683126
2023-05-25,2221725899
2023-05-26,2235704512
2023-05-30,2227841542
2023-05-31,2245314809
2023-06-01,2252304116
2023-06-02,2293366293
2023-06-05,2271524710
2023-06-06,2282882333
2023-06-07,2329186491
2023-06-08,2302976590
2023-06-09,2300355600
2023-06-12,2302102927
2023-06-13,2308218570
2023-06-14,2302976590
2023-06-15,2304723917
2023-06-16,2323070847
2023-06-20,2259293423
2023-06-21,2230462532
2023-06-22,2221725899
2023-06-23,2180663721
2023-06-26,2228715205
2023-06-27,2243567482
2023-06-28,2244441146
2023-06-29,2226094215
2023-06-30,2295318269
2023-07-03,2316102647
2023-07-05,2310680635
2023-07-06,2292607263
2023-07-07,2289896257
2023-07-10,2293510932
2023-07-11,2333272351
2023-07-12,2353153060
2023-07-13,2341405368
2023-07-14,2346827380
2023-07-17,2373033769
2023-07-18,2383877793
2023-07-19,2401951165
2023-07-20,2423639212
2023-07-21,2439905247
2023-07-24,2477859328
2023-07-25,2459785956
2023-07-26,2487799683
2023-07-27,2419120868
2023-07-28,2366708089
2023-07-31,2376648444
2023-08-01,2359478740
2023-08-02,2298932943
2023-08-03,2298029275
2023-08-04,2312487972
2023-08-07,2351345723
2023-08-08,2331465013
2023-08-09,2339598031
2023-08-10,2342309037
2023-08-11,2345020042
2023-08-14,2309776967
2023-08-15,2277244897
2023-08-16,2251942176
2023-08-17,2243809158
2023-08-18,2244712827
2023-08-21,2216699100
2023-08-22,2232965135
2023-08-23,2270919216
2023-08-24,2238387146
2023-08-25,2233868803
2023-08-28,2263689868
2023-08-29,2269111879
2023-08-30,2280859571
2023-08-31,2273630222
2023-09-01,2269111879
2023-09-05,2213988094
2023-09-06,2205855077
2023-09-07,2214891763
2023-09-08,2227543123
2023-09-11,2230254129
2023-09-12,2223928449
2023-09-13,2197722059
2023-09-14,2226639455
2023-09-15,2191396379
2023-09-18,2183263361
2023-09-19,2184167030
2023-09-20,2180552355
2023-09-21,2129043245
2023-09-22,2107355198
2023-09-25,2090185494
2023-09-26,2037772715
2023-09-27,1998914965
2023-09-28,1990781947
2023-09-29,2005240645
2023-10-02,1994806743
2023-10-03,1981236629
2023-10-04,2001139463
2023-10-05,1991188046
2023-10-06,1982141303
2023-10-09,2004758160
2023-10-10,2003853485
2023-10-11,2028279690
2023-10-12,1971285212
2023-10-13,1949573030
2023-10-16,1968571189
2023-10-17,1982141303
2023-10-18,1947763681
2023-10-19,1910672037
2023-10-20,1899815946
2023-10-23,1879913112
2023-10-24,1899815946
2023-10-25,1868152346
2023-10-26,1896197248
2023-10-27,1864533649
2023-10-30,1881722460
2023-10-31,1926956173
2023-11-01,1983950652
2023-11-02,2020137622
2023-11-03,2019232948
2023-11-06,1996616091
2023-11-07,1968571189
2023-11-08,1992997394
2023-11-09,1974903909
2023-11-10,1978522606
2023-11-13,1973094561
2023-11-14,2076227426
2023-11-15,2056324592
2023-11-16,2047277850
2023-11-17,2045468501
2023-11-20,2064466661
2023-11-21,2058133941
2023-11-22,2065371335
2023-11-24,2076227426
2023-11-27,2076227426
2023-11-28,2087988192
2023-11-29,2067180684
2023-11-30,2079846123
2023-12-01,2151315390
2023-12-04,2209214542
2023-12-05,2203786497
2023-12-06,2243592164
2023-12-07,2275255763
2023-12-08,2191121057
2023-12-11,2201977148
2023-12-12,2196549103
2023-12-13,2261685650
2023-12-14,2291539900
2023-12-15,2259876301
2023-12-18,2253543581
2023-12-19,2259876301
2023-12-20,2277969786
2023-12-21,2279779135
2023-12-22,2291539900
2023-12-26,2316870779
2023-12-27,2325917522
2023-12-28,2307824037
2023-12-29,2288825877
2024-01-02,2347101365
2024-01-03,2290235290
2024-01-04,2296655654
2024-01-05,2294821264
2024-01-08,2323254301
2024-01-09,2324171496
2024-01-10,2313165159
2024-01-11,2311330770
2024-01-12,2309496380
2024-01-16,2258133474
2024-01-17,2222362879
2024-01-18,2204018984
2024-01-19,2214108126
2024-01-22,2227866047
2024-01-23,2209522152
2024-01-24,2153573273
2024-01-25,2178337531
2024-01-26,2170082778
2024-01-29,2199433010
2024-01-30,2173751557
2024-01-31,2147152909
2024-02-01,2203101789
2024-02-02,2153573273
2024-02-05,2104961951
2024-02-06,2119637067
2024-02-07,2099458782
2024-02-08,2104044756
2024-02-09,2118719872
2024-02-12,2121471456
2024-02-13,2102210367
2024-02-14,2105879146
2024-02-15,2156324857
2024-02-16,2159993636
2024-02-20,2181089115
2024-02-21,2187509478
2024-02-22,2177420336
2024-02-23,2168248389
2024-02-26,2141649741
2024-02-27,2142566936
2024-02-28,2162745220
2024-02-29,2217776905
2024-03-01,2262719448
2024-03-04,2321419912
2024-03-05,2217776905
2024-03-06,2218694100
2024-03-07,2212273737
2024-03-08,2226948853
2024-03-11,2236120800
2024-03-12,2222362879
2024-03-13,2197598621
2024-03-14,2179254726
2024-03-15,2251713111
2024-03-18,2245292748
2024-03-19,2243458358
2024-03-20,2242541163
2024-03-21,2248961527
2024-03-22,2212273737
2024-03-25,2193012647
2024-03-26,2209522152
2024-03-27,2225114463
2024-03-28,2244375553
2024-04-01,2238872384
2024-04-02,2179254726
2024-04-03,2157242052
2024-04-04,2155407662
2024-04-05,2166413999
2024-04-08,2180171920
2024-04-09,2227866047
2024-04-10,2138898157
2024-04-11,2157242052
2024-04-12,2140732546
2024-04-15,2132477793
2024-04-16,2085700861
2024-04-17,2070108550
2024-04-18,2078363303
2024-04-19,2112299509
2024-04-22,2135229378
2024-04-23,2169165583
2024-04-24,2165496804
2024-04-25,2153573273
2024-04-26,2149904494
2024-04-29,2172834362
2024-04-30,2150821688
2024-05-01,2160910831
2024-05-02,2209522152
2024-05-03,2214108126
2024-05-06,2198515815
2024-05-07,2209522152
2024-05-08,2206770568
2024-05-09,2222362879
2024-05-10,2252630306
2024-05-13,2259967864
2024-05-14,2288400901
2024-05-15,2310413575
2024-05-16,2292986875
2024-05-17,2297572848
2024-05-20,2281063343
2024-05-21,2278311759
2024-05-22,2256299085
2024-05-23,2205853373
2024-05-24,2211356542
2024-05-28,2193012647
2024-05-29,2179254726
2024-05-30,2211356542
2024-05-31,2238872384
2024-06-03,2275560174
2024-06-04,2286566511
2024-06-05,2270057006
2024-06-06,2265471032
2024-06-07,2215942516
2024-06-10,2191178257
2024-06-11,2204936179
2024-06-12,2227866047
2024-06-13,2233369216
2024-06-14,2236120800
2024-06-17,2237955190
2024-06-18,2237955190
2024-06-20,2241623969
2024-06-21,2249878721
2024-06-24,2251713111
2024-06-25,2228783242
2024-06-26,2244375553
2024-06-27,2256299085
2024-06-28,2262719448
2024-07-01,2241623969
2024-07-02,2261802253
2024-07-03,2261802253
2024-07-05,2270974201
2024-07-08,2257216279
2024-07-09,2268222616
2024-07-10,2311330770
2024-07-11,2361776481
2024-07-12,2366362455
2024-07-15,2385623544
2024-07-16,2439738035
2024-07-17,2482846188
2024-07-18,2479177409
2024-07-19,2462667903
2024-07-22,2478260214
2024-07-23,2488349356
2024-07-24,2456247540
2024-07-25,2477343019
2024-07-26,2522285562
2024-07-29,2506351957
2024-07-30,2532976208
2024-07-31,2491662714
2024-08-01,2502679646
2024-08-02,2518286966
2024-08-05,2483400016
2024-08-06,2499007336
2024-08-07,2457693842
2024-08-08,2462284230
2024-08-09,2475137317
