,KBH
2004-09-22,6768373600
2004-09-23,6728276600
2004-09-24,6697802880
2004-09-27,6859794760
2004-09-28,6713841680
2004-09-29,6651290360
2004-09-30,6776393000
2004-10-01,6776393000
2004-10-04,6487694600
2004-10-05,6391461800
2004-10-06,6540622640
2004-10-07,6306456160
2004-10-08,6312871680
2004-10-11,6266359160
2004-10-12,6386650160
2004-10-13,6205411720
2004-10-14,6215035000
2004-10-15,6255132000
2004-10-18,6215035000
2004-10-19,6134841000
2004-10-20,6102763400
2004-10-21,6179749640
2004-10-22,6134841000
2004-10-25,6327306600
2004-10-26,6559869200
2004-10-27,6558265320
2004-10-28,6598362320
2004-10-29,6596758440
2004-11-01,6709030040
2004-11-02,6821301640
2004-11-03,6838944320
2004-11-04,6797243440
2004-11-05,6757146440
2004-11-08,6779600760
2004-11-09,6928761600
2004-11-10,6887060720
2004-11-11,6861398640
2004-11-12,7174155239
2004-11-15,7244725960
2004-11-16,7134058239
2004-11-17,7140473760
2004-11-18,7159720320
2004-11-19,7000936200
2004-11-22,7092357360
2004-11-23,7186986280
2004-11-24,7326523840
2004-11-26,7331335480
2004-11-29,7082734079
2004-11-30,7049052600
2004-12-01,7243122079
2004-12-02,7101980640
2004-12-03,7389075160
2004-12-06,7454834239
2004-12-07,7385867400
2004-12-08,7377848000
2004-12-09,7721078320
2004-12-10,8166956960
2004-12-13,8131671600
2004-12-14,8099594000
2004-12-15,8460467000
2004-12-16,8468486400
2004-12-17,8308098400
2004-12-20,8298475120
2004-12-21,8338572120
2004-12-22,8325741079
2004-12-23,8160541440
2004-12-27,8059497000
2004-12-28,8282436320
2004-12-29,8259982000
2004-12-30,8308098400
2004-12-31,8372253600
2005-01-03,8332156600
2005-01-04,7950433160
2005-01-05,7910336160
2005-01-06,8056289239
2005-01-07,7987322400
2005-01-10,8259982000
2005-01-11,8332156600
2005-01-12,8300079000
2005-01-13,8500564000
2005-01-14,8774827480
2005-01-18,8786054640
2005-01-19,8787658520
2005-01-20,8505375640
2005-01-21,8492544600
2005-01-24,8487732960
2005-01-25,8474901920
2005-01-26,8622458880
2005-01-27,8482921320
2005-01-28,8636893800
2005-01-31,8712276160
2005-02-01,8962481440
2005-02-02,8901534000
2005-02-03,8981728000
2005-02-04,9320146680
2005-02-07,9318542800
2005-02-08,9466099760
2005-02-09,9294484600
2005-02-10,9337789360
2005-02-11,9045883200
2005-02-14,9108434520
2005-02-15,9073149160
2005-02-16,9268822520
2005-02-17,9315335040
2005-02-18,9252783720
2005-02-22,9066733640
2005-02-23,9198251800
2005-02-24,9703474000
2005-02-25,10134917720
2005-02-28,5095896000
2005-03-01,5076296400
2005-03-02,5016680950
2005-03-03,4879483750
2005-03-04,5135095200
2005-03-07,5086096200
2005-03-08,4936649250
2005-03-09,4766786050
2005-03-10,4704720650
2005-03-11,4721053650
2005-03-14,4662254850
2005-03-15,4690837600
2005-03-16,4699004100
2005-03-17,4609172600
2005-03-18,4677771200
2005-03-21,4765152750
2005-03-22,4842734500
2005-03-23,4828851450
2005-03-24,4859067500
2005-03-28,4827218150
2005-03-29,4704720650
2005-03-30,4730036800
2005-03-31,4796185450
2005-04-01,4859067500
2005-04-04,4943999100
2005-04-05,4908066500
2005-04-06,4855800900
2005-04-07,4889283550
2005-04-08,4849267700
2005-04-11,4861517450
2005-04-12,5019130900
2005-04-13,4944815750
2005-04-14,4736570000
2005-04-15,4540574000
2005-04-18,4604272700
2005-04-19,4632855450
2005-04-20,4449925850
2005-04-21,4543023950
2005-04-22,4458909000
2005-04-25,4612439200
2005-04-26,4628772200
2005-04-27,4667154750
2005-04-28,4515257850
2005-04-29,4654905000
2005-05-02,4671238000
2005-05-03,4688387650
2005-05-04,4730036800
2005-05-05,4807618550
2005-05-06,4837834600
2005-05-09,4842734500
2005-05-10,4720237000
2005-05-11,4793735500
2005-05-12,4623872300
2005-05-13,4578956550
2005-05-16,4760252850
2005-05-17,4826401500
2005-05-18,5146528300
2005-05-19,5162044650
2005-05-20,5162861300
2005-05-23,5283725500
2005-05-24,5336807750
2005-05-25,5228193300
2005-05-26,5418472750
2005-05-27,5411122900
2005-05-31,5587921900
2005-06-01,5601986849
2005-06-02,5647491100
2005-06-03,5573856950
2005-06-06,5630116750
2005-06-07,5702096200
2005-06-08,5607778300
2005-06-09,5599504800
2005-06-10,5575511650
2005-06-13,5625980000
2005-06-14,5760838050
2005-06-15,5870875599
2005-06-16,5977603750
2005-06-17,6391278750
2005-06-20,6180304500
2005-06-21,6173685700
2005-06-22,6105015650
2005-06-23,6057029349
2005-06-24,5956920000
2005-06-27,6122390000
2005-06-28,6291996750
2005-06-29,6212571150
2005-06-30,6306889050
2005-07-01,6265521550
2005-07-05,6205125000
2005-07-06,6301097600
2005-07-07,6493042800
2005-07-08,6555094050
2005-07-11,6726355500
2005-07-12,6631210250
2005-07-13,6680023900
2005-07-14,6570813700
2005-07-15,6823155450
2005-07-18,6809090500
2005-07-19,6949740000
2005-07-20,6982834000
2005-07-21,6784270000
2005-07-22,6904235750
2005-07-25,6618800000
2005-07-26,6704844400
2005-07-27,6723873450
2005-07-28,6938157100
2005-07-29,6776823850
2005-08-01,6742902500
2005-08-02,6728010199
2005-08-03,6555094050
2005-08-04,6483114600
2005-08-05,6163757500
2005-08-08,5994150750
2005-08-09,6039655000
2005-08-10,6018971250
2005-08-11,6097569500
2005-08-12,6124044700
2005-08-15,6120735300
2005-08-16,6011525100
2005-08-17,5964366150
2005-08-18,5959402050
2005-08-19,5955265300
2005-08-22,5974294349
2005-08-23,5870875599
2005-08-24,5973467000
2005-08-25,5878321750
2005-08-26,5798896150
2005-08-29,5780694450
2005-08-30,5832817500
2005-08-31,6012500200
2005-09-01,5978467180
2005-09-02,5890143390
2005-09-06,6025465160
2005-09-07,6149442590
2005-09-08,6052205390
2005-09-09,6176182820
2005-09-12,6148632280
2005-09-13,6151063210
2005-09-14,6202923050
2005-09-15,6243438550
2005-09-16,6077325000
2005-09-19,5967933150
2005-09-20,5732943250
2005-09-21,5730512320
2005-09-22,5971984700
2005-09-23,5996294000
2005-09-26,5946865090
2005-09-27,5834232000
2005-09-28,5761304100
2005-09-29,5842335100
2005-09-30,5931469200
2005-10-03,5936331060
2005-10-04,5705392710
2005-10-05,5463110020
2005-10-06,5372355300
2005-10-07,5425025450
2005-10-10,5232981980
2005-10-11,5226499500
2005-10-12,5194087100
2005-10-13,5157623150
2005-10-14,5189225240
2005-10-17,5220827330
2005-10-18,5051472540
2005-10-19,5290513990
2005-10-20,5167346870
2005-10-21,5208672680
2005-10-24,5428266690
2005-10-25,5301858330
2005-10-26,5228930430
2005-10-27,4972872470
2005-10-28,5115487030
2005-10-31,5295375850
2005-11-01,5299427400
2005-11-02,5553864740
2005-11-03,5435559480
2005-11-04,5380458400
2005-11-07,5465540950
2005-11-08,5164915940
2005-11-09,5091177730
2005-11-10,5276738720
2005-11-11,5322116080
2005-11-14,5335891350
2005-11-15,5224878880
2005-11-16,5311582050
2005-11-17,5471213120
2005-11-18,5422594520
2005-11-21,5634085430
2005-11-22,5809922700
2005-11-23,5801009290
2005-11-25,5826128900
2005-11-28,5642188530
2005-11-29,5642998840
2005-11-30,5653532870
2005-12-01,5731322630
2005-12-02,5769407200
2005-12-05,5758873169
2005-12-06,5724840150
2005-12-07,5531986370
2005-12-08,5592759620
2005-12-09,5611396750
2005-12-12,5627602950
2005-12-13,5711875190
2005-12-14,5984139350
2005-12-15,5991432140
2005-12-16,6070842520
2005-12-19,5934710440
2005-12-20,5992242450
2005-12-21,5989001210
2005-12-22,6121892050
2005-12-23,6036809500
2005-12-27,6016551750
2005-12-28,5912021759
2005-12-29,5924986720
2005-12-30,5887712460
2006-01-03,6130805460
2006-01-04,6087048720
2006-01-05,6135667320
2006-01-06,6137287940
2006-01-09,6473566590
2006-01-10,6581337820
2006-01-11,6616991460
2006-01-12,6469515040
2006-01-13,6432240780
2006-01-17,6350399470
2006-01-18,6382811870
2006-01-19,6310694280
2006-01-20,6217508630
2006-01-23,6075704380
2006-01-24,6127564220
2006-01-25,6055446630
2006-01-26,6093531200
2006-01-27,6182665300
2006-01-30,6280712810
2006-01-31,6174562200
2006-02-01,5993052759
2006-02-02,5829370140
2006-02-03,5822077350
2006-02-06,5703772090
2006-02-07,5469592500
2006-02-08,5574932800
2006-02-09,5593569930
2006-02-10,5446903820
2006-02-13,5343994450
2006-02-14,5430697620
2006-02-15,5449334750
2006-02-16,5533606990
2006-02-17,5470402810
2006-02-21,5503625520
2006-02-22,5681893720
2006-02-23,5671359690
2006-02-24,5612207060
2006-02-27,5514159550
2006-02-28,5330359660
2006-03-01,5291393880
2006-03-02,5322407460
2006-03-03,5206305340
2006-03-06,5092588880
2006-03-07,4975691540
2006-03-08,5037718700
2006-03-09,4944677960
2006-03-10,5028971280
2006-03-13,5036923480
2006-03-14,5284236900
2006-03-15,5178472640
2006-03-16,5307298280
2006-03-17,5350240160
2006-03-20,5209486220
2006-03-21,5109288500
2006-03-22,5136325980
2006-03-23,5393182039
2006-03-24,5423400400
2006-03-27,5407496000
2006-03-28,5325588340
2006-03-29,5307298280
2006-03-30,5215052760
2006-03-31,5167339560
2006-04-03,5151435160
2006-04-04,5167339560
2006-04-05,5379663300
2006-04-06,5387615500
2006-04-07,5383639400
2006-04-10,5383639400
2006-04-11,5339107080
2006-04-12,5192786600
2006-04-13,5141892520
2006-04-17,5085431900
2006-04-18,5352625820
2006-04-19,5280260800
2006-04-20,5250042440
2006-04-21,5212667100
2006-04-24,5081455800
2006-04-25,4986029400
2006-04-26,5029766500
2006-04-27,4931159220
2006-04-28,4896169540
2006-05-01,4823804520
2006-05-02,4731559000
2006-05-03,4747463400
2006-05-04,4675098380
2006-05-05,4881855580
2006-05-08,4810285780
2006-05-09,4726787680
2006-05-10,4841299360
2006-05-11,4726787680
2006-05-12,4596371600
2006-05-15,4496173880
2006-05-16,4449255900
2006-05-17,4322815920
2006-05-18,4324406360
2006-05-19,4277488380
2006-05-22,4186038080
2006-05-23,4218642100
2006-05-24,4201147260
2006-05-25,4192399840
2006-05-26,4224208640
2006-05-30,4102539980
2006-05-31,3979468800
2006-06-01,4046311440
2006-06-02,3971696400
2006-06-05,3816248400
2006-06-06,3561313680
2006-06-07,3531778560
2006-06-08,3489030360
2006-06-09,3477371760
2006-06-12,3367003680
2006-06-13,3284616240
2006-06-14,3356899560
2006-06-15,3505352400
2006-06-16,3534110280
2006-06-19,3482812440
2006-06-20,3426073920
2006-06-21,3558981960
2006-06-22,3503797920
2006-06-23,3524783400
2006-06-26,3667018320
2006-06-27,3537996480
2006-06-28,3497580000
2006-06-29,3646810080
2006-06-30,3563645400
2006-07-03,3595512240
2006-07-05,3526337880
2006-07-06,3575304000
2006-07-07,3556650240
2006-07-10,3506906880
2006-07-11,3419856000
2006-07-12,3295497600
2006-07-13,3238759080
2006-07-14,3102742080
2006-07-17,3058439400
2006-07-18,3034344960
2006-07-19,3156371640
2006-07-20,3033567720
2006-07-21,3040562880
2006-07-24,3133054440
2006-07-25,3291611400
2006-07-26,3292388640
2006-07-27,3225546000
2006-07-28,3357676800
2006-07-31,3304824480
2006-08-01,3272957640
2006-08-02,3346018200
2006-08-03,3555095760
2006-08-04,3575304000
2006-08-07,3635928720
2006-08-08,3454831800
2006-08-09,3293165880
2006-08-10,3263630760
2006-08-11,3195233640
2006-08-14,3128391000
2006-08-15,3251972160
2006-08-16,3408974640
2006-08-17,3418301519
2006-08-18,3450168360
2006-08-21,3343686480
2006-08-22,3356899560
2006-08-23,3150153720
2006-08-24,3200674320
2006-08-25,3182020560
2006-08-28,3241090800
2006-08-29,3265962480
2006-08-30,3297052080
2006-08-31,3292006880
2006-09-01,3265830960
2006-09-05,3212709239
2006-09-06,3109545320
2006-09-07,3110315200
2006-09-08,3106465800
2006-09-11,3164976680
2006-09-12,3381312960
2006-09-13,3352827400
2006-09-14,3402869600
2006-09-15,3518351600
2006-09-18,3553766079
2006-09-19,3485246760
2006-09-20,3416727440
2006-09-21,3314333400
2006-09-22,3406719000
2006-09-25,3512192560
2006-09-26,3553766079
2006-09-27,3492945560
2006-09-28,3475238320
2006-09-29,3372074400
2006-10-02,3393631040
2006-10-03,3338969560
2006-10-04,3388241880
2006-10-05,3372844280
2006-10-06,3355906920
2006-10-09,3448292520
2006-10-10,3522201000
2006-10-11,3522201000
2006-10-12,3651540840
2006-10-13,3435974440
2006-10-16,3396710560
2006-10-17,3337429800
2006-10-18,3325111720
2006-10-19,3374384040
2006-10-20,3374384040
2006-10-23,3326651480
2006-10-24,3412108160
2006-10-25,3511422680
2006-10-26,3564544400
2006-10-27,3503723880
2006-10-30,3491405800
2006-10-31,3459840720
2006-11-01,3439823840
2006-11-02,3417497320
2006-11-03,3352057520
2006-11-06,3352827400
2006-11-07,3314333400
2006-11-08,3292006880
2006-11-09,3227336960
2006-11-10,3373614160
2006-11-13,3447522640
2006-11-14,3661549280
2006-11-15,3710821600
2006-11-16,3757784280
2006-11-17,3777801160
2006-11-20,3726989079
2006-11-21,3756244520
2006-11-22,3846320480
2006-11-24,3839391560
2006-11-27,3739307160
2006-11-28,3712361360
2006-11-29,3780110800
2006-11-30,3979509720
2006-12-01,4006455520
2006-12-04,3958722960
2006-12-05,4016463960
2006-12-06,4118088120
2006-12-07,4011844680
2006-12-08,3967961520
2006-12-11,3975660320
2006-12-12,3941015720
2006-12-13,3987208520
2006-12-14,3972580800
2006-12-15,3982589239
2006-12-18,3917919320
2006-12-19,3895592800
2006-12-20,3906371120
2006-12-21,3866337360
2006-12-22,3860178320
2006-12-26,3910220520
2006-12-27,3984898880
2006-12-28,3969501280
2006-12-29,3947944640
2007-01-03,3792428880
2007-01-04,3789349360
2007-01-05,3750855360
2007-01-08,3716980640
2007-01-09,3734687880
2007-01-10,3740846920
2007-01-11,3817834920
2007-01-12,3799357800
2007-01-16,3789349360
2007-01-17,3876345800
2007-01-18,3920998840
2007-01-19,3983359120
2007-01-22,3962572360
2007-01-23,4095761600
2007-01-24,4142724280
2007-01-25,4012614560
2007-01-26,3924848239
2007-01-29,3976430200
2007-01-30,3977969960
2007-01-31,4174289360
2007-02-01,4199695400
2007-02-02,4283612320
2007-02-05,4243578560
2007-02-06,4210473720
2007-02-07,4193536360
2007-02-08,4093451960
2007-02-09,4001066360
2007-02-12,3998756720
2007-02-13,4113468840
2007-02-14,4167360440
2007-02-15,4215093000
2007-02-16,4174289360
2007-02-20,4208164079
2007-02-21,4136565239
2007-02-22,4046489280
2007-02-23,3972580800
2007-02-26,4004915760
2007-02-27,3856328920
2007-02-28,3818862060
2007-03-01,3865894280
2007-03-02,3805754720
2007-03-05,3681620500
2007-03-06,3755638420
2007-03-07,3747157200
2007-03-08,3761806580
2007-03-09,3693956819
2007-03-12,3574448720
2007-03-13,3381693720
2007-03-14,3515851200
2007-03-15,3573677700
2007-03-16,3498888760
2007-03-19,3514309160
2007-03-20,3518935280
2007-03-21,3684704580
2007-03-22,3643069500
2007-03-23,3612999720
2007-03-26,3545920980
2007-03-27,3493491620
2007-03-28,3383235760
2007-03-29,3318470080
2007-03-30,3289942340
2007-04-02,3229031760
2007-04-03,3280690100
2007-04-04,3242139100
2007-04-05,3270666840
2007-04-09,3279148060
2007-04-10,3235199920
2007-04-11,3199733000
2007-04-12,3262185620
2007-04-13,3183541580
2007-04-16,3188167700
2007-04-17,3318470080
2007-04-18,3399427180
2007-04-19,3382464740
2007-04-20,3466505920
2007-04-23,3412534520
2007-04-24,3394030040
2007-04-25,3397885140
2007-04-26,3512767120
2007-04-27,3484239380
2007-04-30,3400969220
2007-05-01,3422557780
2007-05-02,3458024700
2007-05-03,3480384280
2007-05-04,3445688380
2007-05-07,3415618600
2007-05-08,3425641860
2007-05-09,3445688380
2007-05-10,3334661500
2007-05-11,3430267980
2007-05-14,3414076560
2007-05-15,3382464740
2007-05-16,3390174940
2007-05-17,3440291240
2007-05-18,3443375319
2007-05-21,3464192860
2007-05-22,3579074840
2007-05-23,3562883420
2007-05-24,3588327080
2007-05-25,3586785040
2007-05-29,3583700959
2007-05-30,3597579319
2007-05-31,3545690850
2007-06-01,3528692550
2007-06-04,3636090900
2007-06-05,3612911400
2007-06-06,3515557500
2007-06-07,3388070250
2007-06-08,3436747199
2007-06-11,3401977950
2007-06-12,3327030900
2007-06-13,3361027500
2007-06-14,3362572800
2007-06-15,3374162550
2007-06-18,3353301000
2007-06-19,3333212100
2007-06-20,3259037700
2007-06-21,3251311200
2007-06-22,3191817150
2007-06-25,3143140200
2007-06-26,3073601700
2007-06-27,3123823950
2007-06-28,3082100850
2007-06-29,3041923050
2007-07-02,3018743550
2007-07-03,2942251200
2007-07-05,2931434100
2007-07-06,3009471750
2007-07-09,2923707600
2007-07-10,2793902399
2007-07-11,2776904100
2007-07-12,2796220350
2007-07-13,2892028950
2007-07-16,2843352000
2007-07-17,2811673350
2007-07-18,2790811800
2007-07-19,2806264800
2007-07-20,2706592950
2007-07-23,2592240750
2007-07-24,2487933000
2007-07-25,2478661200
2007-07-26,2433847500
2007-07-27,2416849200
2007-07-30,2440801350
2007-07-31,2457799650
2007-08-01,2423030400
2007-08-02,2528110800
2007-08-03,2390579100
2007-08-06,2470162050
2007-08-07,2554380900
2007-08-08,2779222050
2007-08-09,2795447700
2007-08-10,2748316050
2007-08-13,2611557000
2007-08-14,2477888550
2007-08-15,2347310700
2007-08-16,2446209900
2007-08-17,2495659500
2007-08-20,2435392800
2007-08-21,2423030400
2007-08-22,2431529550
2007-08-23,2457027000
2007-08-24,2470934700
2007-08-27,2332630350
2007-08-28,2203597800
2007-08-29,2266182450
2007-08-30,2249184150
2007-08-31,2347193420
2007-09-04,2380459510
2007-09-05,2262867750
2007-09-06,2228054400
2007-09-07,2161522220
2007-09-10,2061723950
2007-09-11,2053987650
2007-09-12,2031552380
2007-09-13,2064818470
2007-09-14,2133671539
2007-09-17,2175447560
2007-09-18,2256678710
2007-09-19,2268283160
2007-09-20,2117425310
2007-09-21,2109689010
2007-09-24,1991323619
2007-09-25,1941037670
2007-09-26,1863674670
2007-09-27,1911639730
2007-09-28,1938716780
2007-10-01,2009117110
2007-10-02,2108141750
2007-10-03,2221865360
2007-10-04,2173900300
2007-10-05,2274472200
2007-10-08,2224959880
2007-10-09,2290718430
2007-10-10,2313153700
2007-10-11,2289944800
2007-10-12,2238885220
2007-10-15,2142955100
2007-10-16,2053214020
2007-10-17,2012985260
2007-10-18,1987455470
2007-10-19,1989002730
2007-10-22,2108141750
2007-10-23,2103499970
2007-10-24,2074102030
2007-10-25,2038515050
2007-10-26,2133671539
2007-10-29,2153012290
2007-10-30,2197109200
2007-10-31,2138313320
2007-11-01,2002154440
2007-11-02,1942584930
2007-11-05,1935622260
2007-11-06,2023042450
2007-11-07,1920149660
2007-11-08,1922470550
2007-11-09,1975851020
2007-11-12,1964246570
2007-11-13,2057855800
2007-11-14,2024589710
2007-11-15,1985908210
2007-11-16,1937943150
2007-11-19,1811841460
2007-11-20,1691155180
2007-11-21,1622302110
2007-11-23,1678003470
2007-11-26,1520182950
2007-11-27,1463707960
2007-11-28,1537202810
2007-11-29,1496974050
2007-11-30,1616113070
2007-12-03,1598319580
2007-12-04,1578978830
2007-12-05,1615339440
2007-12-06,1876052750
2007-12-07,1833503100
2007-12-10,1891525350
2007-12-11,1677229840
2007-12-12,1694249700
2007-12-13,1747630170
2007-12-14,1715911340
2007-12-17,1717458600
2007-12-18,1733704830
2007-12-19,1691928810
2007-12-20,1746082910
2007-12-21,1768518180
2007-12-24,1828861320
2007-12-26,1803331530
2007-12-27,1708948670
2007-12-28,1630812039
2007-12-31,1671040800
2008-01-02,1622302110
2008-01-03,1553449039
2008-01-04,1444367210
2008-01-07,1429668240
2008-01-08,1298151140
2008-01-09,1312850110
2008-01-10,1381703180
2008-01-11,1377835030
2008-01-14,1408780230
2008-01-15,1315171000
2008-01-16,1402591190
2008-01-17,1396402150
2008-01-18,1432762760
2008-01-22,1555769930
2008-01-23,1770065440
2008-01-24,1835050360
2008-01-25,1829634950
2008-01-28,1992870880
2008-01-29,2025363340
2008-01-30,1948000340
2008-01-31,2127482500
2008-02-01,2224186250
2008-02-04,2043156830
2008-02-05,1906997950
2008-02-06,1873731860
2008-02-07,1892298980
2008-02-08,1872958230
2008-02-11,1927112330
2008-02-12,1892298980
2008-02-13,1954963010
2008-02-14,1892298980
2008-02-15,1845107550
2008-02-19,1835050360
2008-02-20,1909318840
2008-02-21,1896940760
2008-02-22,1883015420
2008-02-25,1933301369
2008-02-26,2027684230
2008-02-27,2105820860
2008-02-28,1992097250
2008-02-29,1853665660
2008-03-03,1708037100
2008-03-04,1768457459
2008-03-05,1786273720
2008-03-06,1708037100
2008-03-07,1716557920
2008-03-10,1666207620
2008-03-11,1880777360
2008-03-12,1787048340
2008-03-13,1884650459
2008-03-14,1797118400
2008-03-17,1626702000
2008-03-18,1786273720
2008-03-19,1784724480
2008-03-20,1956690120
2008-03-24,2126331900
2008-03-25,2095347100
2008-03-26,1978379480
2008-03-27,1997744980
2008-03-28,1900917480
2008-03-31,1915635260
2008-04-01,2086051660
2008-04-02,2168936000
2008-04-03,2208441620
2008-04-04,2101544060
2008-04-07,2117811080
2008-04-08,2014786620
2008-04-09,1899368240
2008-04-10,1914860640
2008-04-11,1849792560
2008-04-14,1767682840
2008-04-15,1773879800
2008-04-16,1890847420
2008-04-17,1876904260
2008-04-18,1898593620
2008-04-21,1890072800
2008-04-22,1824230100
2008-04-23,1741345760
2008-04-24,1824230100
2008-04-25,1856764140
2008-04-28,1837398640
2008-04-29,1844370220
2008-04-30,1742895000
2008-05-01,1851341800
2008-05-02,1862961100
2008-05-05,1941972340
2008-05-06,1970633280
2008-05-07,1907114440
2008-05-08,1862186480
2008-05-09,1838173260
2008-05-12,1880777360
2008-05-13,1863735720
2008-05-14,1894720520
2008-05-15,2016335860
2008-05-16,1980703340
2008-05-19,1897044379
2008-05-20,1793245300
2008-05-21,1682474640
2008-05-22,1666982240
2008-05-23,1589520240
2008-05-27,1601914160
2008-05-28,1611984220
2008-05-29,1615857320
2008-05-30,1588745620
2008-06-02,1580774700
2008-06-03,1669198800
2008-06-04,1635070199
2008-06-05,1621884150
2008-06-06,1481491500
2008-06-09,1464427200
2008-06-10,1472183700
2008-06-11,1386086550
2008-06-12,1431074250
2008-06-13,1455119400
2008-06-16,1473735000
2008-06-17,1422542100
2008-06-18,1424869050
2008-06-19,1478388900
2008-06-20,1412458650
2008-06-23,1356611849
2008-06-24,1455895050
2008-06-25,1488472350
2008-06-26,1406253450
2008-06-27,1374451800
2008-06-30,1313175450
2008-07-01,1350406650
2008-07-02,1291457250
2008-07-03,1314726750
2008-07-07,1216994850
2008-07-08,1347304050
2008-07-09,1282149450
2008-07-10,1220097450
2008-07-11,1147186350
2008-07-14,1123916850
2008-07-15,1156494150
2008-07-16,1316278050
2008-07-17,1396170000
2008-07-18,1377554400
2008-07-21,1378330050
2008-07-22,1503985350
2008-07-23,1531133099
2008-07-24,1295335500
2008-07-25,1327912800
2008-07-28,1233283500
2008-07-29,1344201449
2008-07-30,1322483250
2008-07-31,1364368350
2008-08-01,1352733600
2008-08-04,1322483250
2008-08-05,1375227450
2008-08-06,1365919650
2008-08-07,1355060550
2008-08-08,1432625550
2008-08-11,1488472350
2008-08-12,1373676150
2008-08-13,1348855350
2008-08-14,1420990800
2008-08-15,1428747300
2008-08-18,1362817050
2008-08-19,1319380650
2008-08-20,1350406650
2008-08-21,1407804750
2008-08-22,1421766449
2008-08-25,1407029100
2008-08-26,1364368350
2008-08-27,1500882750
2008-08-28,1611025050
2008-08-29,1613352000
2008-09-02,1651956250
2008-09-03,1650408749
2008-09-04,1556011250
2008-09-05,1594698750
2008-09-08,1821407500
2008-09-09,1657372500
2008-09-10,1688322500
2008-09-11,1720819999
2008-09-12,1727010000
2008-09-15,1619458750
2008-09-16,1706118750
2008-09-17,1576902500
2008-09-18,1731652500
2008-09-19,1846941250
2008-09-22,1550595000
2008-09-23,1484826250
2008-09-24,1572260000
2008-09-25,1637255000
2008-09-26,1668205000
2008-09-29,1496432500
2008-09-30,1522740000
2008-10-01,1607078750
2008-10-02,1539762500
2008-10-03,1468577500
2008-10-06,1395071250
2008-10-07,1258117500
2008-10-08,1265081250
2008-10-09,1132770000
2008-10-10,1226393750
2008-10-13,1206276250
2008-10-14,1160625000
2008-10-15,1059263750
2008-10-16,1114200000
2008-10-17,1112652500
2008-10-20,1197765000
2008-10-21,1152113750
2008-10-22,1111878750
2008-10-23,1022897500
2008-10-24,1002780000
2008-10-27,947070000
2008-10-28,1027540000
2008-10-29,1142828750
2008-10-30,1210918750
2008-10-31,1291388750
2008-11-03,1251927500
2008-11-04,1349420000
2008-11-05,1244963750
2008-11-06,1209371250
2008-11-07,1142055000
2008-11-10,1059263750
2008-11-11,1060037500
2008-11-12,965640000
2008-11-13,979567500
2008-11-14,929273750
2008-11-17,920762500
2008-11-18,881301250
2008-11-19,756727500
2008-11-20,670841250
2008-11-21,620547500
2008-11-24,746668750
2008-11-25,808568750
2008-11-26,959450000
2008-11-28,899871250
2008-12-01,805473750
2008-12-02,895228750
2008-12-03,1002780000
2008-12-04,1041467500
2008-12-05,1098725000
2008-12-08,1121163750
2008-12-09,1059263750
2008-12-10,1084797500
2008-12-11,1048431250
2008-12-12,1105688750
2008-12-15,1034503749
2008-12-16,1155208750
2008-12-17,1195443750
2008-12-18,1147471250
2008-12-19,1155208750
2008-12-22,1107236250
2008-12-23,1076286250
2008-12-24,1053847499
2008-12-26,1051526250
2008-12-29,1012838750
2008-12-30,1039920000
2008-12-31,1053847499
2009-01-02,1071643750
2009-01-05,1137412500
2009-01-06,1183063750
2009-01-07,1100272500
2009-01-08,1127353750
2009-01-09,1096403750
2009-01-12,1020576250
2009-01-13,1065453750
2009-01-14,984210000
2009-01-15,958676250
2009-01-16,998911250
2009-01-20,912251249
2009-01-21,912251249
2009-01-22,870468750
2009-01-23,883622500
2009-01-26,891360000
2009-01-27,847256250
2009-01-28,960997500
2009-01-29,871242500
2009-01-30,825591250
2009-02-02,864278750
2009-02-03,950165000
2009-02-04,926952500
2009-02-05,953260000
2009-02-06,1082476250
2009-02-09,1044562500
2009-02-10,933916250
2009-02-11,948617500
2009-02-12,896776250
2009-02-13,909930000
2009-02-17,872790000
2009-02-18,822496250
2009-02-19,711850000
2009-02-20,718813749
2009-02-23,711076250
2009-02-24,786130000
2009-02-25,760596250
2009-02-26,738157499
2009-02-27,688637500
2009-03-02,650676930
2009-03-03,618638910
2009-03-04,635420730
2009-03-05,620927340
2009-03-06,630843870
2009-03-09,636946350
2009-03-10,736111650
2009-03-11,739925700
2009-03-12,827648850
2009-03-13,827648850
2009-03-16,775777770
2009-03-17,848244719
2009-03-18,936730680
2009-03-19,898590180
2009-03-20,858161250
2009-03-23,990127380
2009-03-24,981736469
2009-03-25,1020639780
2009-03-26,1080138960
2009-03-27,1148029050
2009-03-30,1048863750
2009-03-31,1005383580
2009-04-01,1033607550
2009-04-02,1109888550
2009-04-03,1125907560
2009-04-06,1101497640
2009-04-07,1029793500
2009-04-08,1030556310
2009-04-09,1126670370
2009-04-13,1131247230
2009-04-14,1087004250
2009-04-15,1201425750
2009-04-16,1241854680
2009-04-17,1331103450
2009-04-20,1206002610
2009-04-21,1306693530
2009-04-22,1334917500
2009-04-23,1326526590
2009-04-24,1402044780
2009-04-27,1382211720
2009-04-28,1382211720
2009-04-29,1428743130
2009-04-30,1378397670
2009-05-01,1332629070
2009-05-04,1487479500
2009-05-05,1459255530
2009-05-06,1376109240
2009-05-07,1227361290
2009-05-08,1305167910
2009-05-11,1247957160
2009-05-12,1209816660
2009-05-13,1167862110
2009-05-14,1206765420
2009-05-15,1186932360
