,KBH
2023-06-14,3988706250
2023-06-15,4039216500
2023-06-16,4070484750
2023-06-20,4092933750
2023-06-21,4169901750
2023-06-22,4133021250
2023-06-23,4170703500
2023-06-26,4100951250
2023-06-27,4189143750
2023-06-28,4140237000
2023-06-29,4114581000
2023-06-30,4145849250
2023-07-03,4143444000
2023-07-05,4052846250
2023-07-06,3874857750
2023-07-07,3866840249
2023-07-10,4077700500
2023-07-11,4105761750
2023-07-12,4246068000
2023-07-13,4246068000
2023-07-14,4372744500
2023-07-17,4359916500
2023-07-18,4390383000
2023-07-19,4387176000
2023-07-20,4159479000
2023-07-21,4220412000
2023-07-24,4248473250
2023-07-25,4337467500
2023-07-26,4317423750
2023-07-27,4253283750
2023-07-28,4353502500
2023-07-31,4327044750
2023-08-01,4399202250
2023-08-02,4358313000
2023-08-03,4268517000
2023-08-04,4353502500
2023-08-07,4390383000
2023-08-08,4395193500
2023-08-09,4331053500
2023-08-10,4227627749
2023-08-11,4201971749
2023-08-14,4274931000
2023-08-15,4311009750
2023-08-16,4127408999
2023-08-17,3886082250
2023-08-18,3934989000
2023-08-21,3893298000
2023-08-22,3933385500
2023-08-23,3956636250
2023-08-24,3893298000
2023-08-25,3841184249
2023-08-28,3842787750
2023-08-29,3960645000
2023-08-30,4076898750
2023-08-31,3961688800
2023-09-01,4038894940
2023-09-05,3826773020
2023-09-06,3899300000
2023-09-07,3955449920
2023-09-08,3927374960
2023-09-11,3956229779
2023-09-12,3866545880
2023-09-13,3815854980
2023-09-14,3892281259
2023-09-15,3726950940
2023-09-18,3765943940
2023-09-19,3775302259
2023-09-20,3748007160
2023-09-21,3587356000
2023-09-22,3602953200
2023-09-25,3613871240
2023-09-26,3546023420
2023-09-27,3567079640
2023-09-28,3643505920
2023-09-29,3609192080
2023-10-02,3577217820
2023-10-03,3442302040
2023-10-04,3478175600
2023-10-05,3439182600
2023-10-06,3450100640
2023-10-09,3475836020
2023-10-10,3534325520
2023-10-11,3564740060
2023-10-12,3368215340
2023-10-13,3420465960
2023-10-16,3423585400
2023-10-17,3478955460
2023-10-18,3386152120
2023-10-19,3316744580
2023-10-20,3299587660
2023-10-23,3369775060
2023-10-24,3361196600
2023-10-25,3303486960
2023-10-26,3364316040
2023-10-27,3365095900
2023-10-30,3379913240
2023-10-31,3446981200
2023-11-01,3624009420
2023-11-02,3810395960
2023-11-03,3991323480
2023-11-06,3950770759
2023-11-07,4021738020
2023-11-08,3985864460
2023-11-09,3925035380
2023-11-10,3986644320
2023-11-13,3963248520
2023-11-14,4238539100
2023-11-15,4184728759
2023-11-16,4207344700
2023-11-17,4201105820
2023-11-20,4166012120
2023-11-21,4135597580
2023-11-22,4134817720
2023-11-24,4138717020
2023-11-27,4112981640
2023-11-28,4066969900
2023-11-29,4087246259
2023-11-30,3954077400
2023-12-01,4088409780
2023-12-04,4151401800
2023-12-05,4131669360
2023-12-06,4212875940
2023-12-07,4288769940
2023-12-08,4299395100
2023-12-11,4256135520
2023-12-12,4218188520
2023-12-13,4392744720
2023-12-14,4766902140
2023-12-15,4602212160
2023-12-18,4580961840
2023-12-19,4713776340
2023-12-20,4655337960
2023-12-21,4707704820
2023-12-22,4711499520
2023-12-26,4764625320
2023-12-27,4786634580
2023-12-28,4777527300
2023-12-29,4740339240
2024-01-02,4708463760
2024-01-03,4577167140
2024-01-04,4621944600
2024-01-05,4654579020
2024-01-08,4763107440
2024-01-09,4746410760
2024-01-10,4796500800
2024-01-11,4737303480
2024-01-12,4601453220
2024-01-16,4570336680
2024-01-17,4555157880
2024-01-18,4638641280
2024-01-19,4654579020
2024-01-22,4779045180
2024-01-23,4504308900
2024-01-24,4432209600
2024-01-25,4535425440
2024-01-26,4515693000
2024-01-29,4602971100
2024-01-30,4582479720
2024-01-31,4522523460
2024-02-01,4615873080
2024-02-02,4547568480
2024-02-05,4477746000
2024-02-06,4510380420
2024-02-07,4551363180
2024-02-08,4603730040
2024-02-09,4621944600
2024-02-12,4816992180
2024-02-13,4585515480
2024-02-14,4681900860
2024-02-15,4786634580
2024-02-16,4650025380
2024-02-20,4681900860
2024-02-21,4706945880
2024-02-22,4761589560
2024-02-23,4830653100
2024-02-26,4813197480
2024-02-27,4834447800
2024-02-28,4854180240
2024-02-29,5041638420
2024-03-01,5179006560
2024-03-04,5150166840
2024-03-05,5122845000
2024-03-06,5191908540
2024-03-07,5302713780
2024-03-08,5270838300
2024-03-11,5244275400
2024-03-12,5264007840
2024-03-13,5325481980
2024-03-14,5076549660
2024-03-15,5153202600
2024-03-18,5089451640
2024-03-19,5178247620
2024-03-20,5304231660
2024-03-21,5207846280
2024-03-22,5191149600
2024-03-25,5191149600
2024-03-26,5174452920
2024-03-27,5279186640
2024-03-28,5379366720
2024-04-01,5302713780
2024-04-02,5138023800
2024-04-03,5174452920
2024-04-04,5040879480
2024-04-05,5112219840
2024-04-08,5043156300
2024-04-09,5087933760
2024-04-10,4838242500
2024-04-11,4918690140
2024-04-12,4864805400
2024-04-15,4791947160
2024-04-16,4692526020
2024-04-17,4623462480
2024-04-18,4584756540
2024-04-19,4631810820
2024-04-22,4757794860
2024-04-23,4979405340
2024-04-24,4917172260
2024-04-25,4877707380
2024-04-26,4978646400
2024-04-29,5018111280
2024-04-30,4914895440
2024-05-01,4981682160
2024-05-02,5017352340
2024-05-03,5219989320
2024-05-06,5314856820
2024-05-07,5294365440
2024-05-08,5264766780
2024-05-09,5333830320
2024-05-10,5323205160
2024-05-13,5320169400
2024-05-14,5354321700
2024-05-15,5641959960
2024-05-16,5522806380
2024-05-17,5544056700
2024-05-20,5559235500
2024-05-21,5411242200
2024-05-22,5295124380
2024-05-23,5251105860
2024-05-24,5350527000
2024-05-28,5254900560
2024-05-29,5156238360
2024-05-30,5306508480
2024-05-31,5358116400
2024-06-03,5385438240
2024-06-04,5224542960
2024-06-05,5322446220
2024-06-06,5304990600
2024-06-07,5172176100
2024-06-10,5260972079
2024-06-11,5125880760
2024-06-12,5260213140
2024-06-13,5272356180
2024-06-14,5191149600
2024-06-17,5259396560
2024-06-18,5147430120
2024-06-20,5294196940
2024-06-21,5336562620
2024-06-24,5426589690
2024-06-25,5245022490
2024-06-26,5206439459
2024-06-27,5258640030
2024-06-28,5309327540
2024-07-01,5102038320
2024-07-02,5024115730
2024-07-03,5038489800
2024-07-05,4984776170
2024-07-08,5035463680
2024-07-09,4943923550
2024-07-10,5060429170
2024-07-11,5582434870
2024-07-12,5759462890
2024-07-15,5795776330
2024-07-16,6213380890
2024-07-17,6106710160
2024-07-18,6044674700
2024-07-19,6052240000
2024-07-22,6094605680
2024-07-23,6177823980
2024-07-24,6034083280
2024-07-25,6162693380
2024-07-26,6336695280
2024-07-29,6432774590
2024-07-30,6488001280
2024-07-31,6512210240
2024-08-01,6274659820
2024-08-02,6134701770
2024-08-05,5908499300
2024-08-06,6071909780
2024-08-07,5849489959
2024-08-08,6030300630
2024-08-09,6065101010
