,SO
2004-08-25,22135989300
2004-08-26,22172956550
2004-08-27,22187743450
2004-08-30,22180350000
2004-08-31,22439120750
2004-09-01,22343005900
2004-09-02,22505661800
2004-09-03,22535235600
2004-09-07,22660924250
2004-09-08,22431727300
2004-09-09,22402153500
2004-09-10,22439120750
2004-09-13,22328219000
2004-09-14,22209923800
2004-09-15,22209923800
2004-09-16,22453907650
2004-09-17,22498268350
2004-09-20,22276464850
2004-09-21,22483481450
2004-09-22,22306038650
2004-09-23,22084235150
2004-09-24,22069448250
2004-09-27,22165563100
2004-09-28,22357792800
2004-09-29,22128595850
2004-09-30,22240123360
2004-10-01,22432999680
2004-10-04,22507182880
2004-10-05,22432999680
2004-10-06,22551692800
2004-10-07,22388489760
2004-10-08,22707477520
2004-10-11,22648130960
2004-10-12,22766824080
2004-10-13,22440418000
2004-10-14,22366234800
2004-10-15,22470091280
2004-10-18,22292051600
2004-10-19,22217868400
2004-10-20,22714895840
2004-10-21,23427054560
2004-10-22,23441891200
2004-10-25,23508656080
2004-10-26,23760878960
2004-10-27,23694114080
2004-10-28,23219341600
2004-10-29,23434472880
2004-11-01,23471564480
2004-11-02,23108066800
2004-11-03,23538329360
2004-11-04,24205978160
2004-11-05,24057611760
2004-11-08,24257906400
2004-11-09,24183723200
2004-11-10,24183723200
2004-11-11,24369181200
2004-11-12,24599149119
2004-11-15,24487874320
2004-11-16,24510129280
2004-11-17,24243069760
2004-11-18,24354344560
2004-11-19,24332089599
2004-11-22,24636240720
2004-11-23,24665914000
2004-11-24,24940391840
2004-11-26,25073921599
2004-11-29,24799443760
2004-11-30,24324671280
2004-12-01,24324671280
2004-12-02,23938918640
2004-12-03,24191141520
2004-12-06,24421109440
2004-12-07,24272743040
2004-12-08,24168886560
2004-12-09,24243069760
2004-12-10,24257906400
2004-12-13,24554639200
2004-12-14,24443364400
2004-12-15,24413691119
2004-12-16,24628822400
2004-12-17,24480456000
2004-12-20,24769770480
2004-12-21,24962646800
2004-12-22,25081339920
2004-12-23,25051666640
2004-12-27,24792025440
2004-12-28,24955228480
2004-12-29,24925555200
2004-12-30,25162941440
2004-12-31,24939718000
2005-01-03,24597466500
2005-01-04,24582586000
2005-01-05,24433781000
2005-01-06,24277535750
2005-01-07,24389139500
2005-01-10,24582586000
2005-01-11,24552825000
2005-01-12,24485862749
2005-01-13,24411460250
2005-01-14,24508183500
2005-01-18,24701630000
2005-01-19,24537944499
2005-01-20,24478422500
2005-01-21,24470982250
2005-01-24,24798353250
2005-01-25,24337057750
2005-01-26,24694189750
2005-01-27,24909956999
2005-01-28,24924837500
2005-01-31,25125724250
2005-02-01,25356372000
2005-02-02,25259648750
2005-02-03,24917397250
2005-02-04,25118284000
2005-02-07,25066202250
2005-02-08,25014120500
2005-02-09,24835554500
2005-02-10,24939718000
2005-02-11,24686749500
2005-02-14,24842994750
2005-02-15,24783472750
2005-02-16,24664428750
2005-02-17,24530504250
2005-02-18,24158491750
2005-02-22,23511190000
2005-02-23,23689756000
2005-02-24,23719517000
2005-02-25,24158491750
2005-02-28,23898083000
2005-03-01,24098969750
2005-03-02,24098969750
2005-03-03,23912963500
2005-03-04,24255215000
2005-03-07,24218013749
2005-03-08,24136171000
2005-03-09,23600473000
2005-03-10,23875762250
2005-03-11,23659995000
2005-03-14,24121290500
2005-03-15,23868322000
2005-03-16,23637674250
2005-03-17,23935284250
2005-03-18,23875762250
2005-03-21,23734397500
2005-03-22,23436787500
2005-03-23,23325183750
2005-03-24,23593032750
2005-03-28,23392146000
2005-03-29,23250781250
2005-03-30,23533510750
2005-03-31,23771376090
2005-04-01,23860994850
2005-04-04,23853526620
2005-04-05,24017827679
2005-04-06,23905804230
2005-04-07,24002891220
2005-04-08,23860994850
2005-04-11,24129851130
2005-04-12,24480857940
2005-04-13,24271747500
2005-04-14,24062637060
2005-04-15,23860994850
2005-04-18,23734034940
2005-04-19,24271747500
2005-04-20,24331493340
2005-04-21,24548072009
2005-04-22,24645159000
2005-04-25,24861737670
2005-04-26,24383770950
2005-04-27,24689968380
2005-04-28,24219469890
2005-04-29,24607817850
2005-05-02,24772118910
2005-05-03,24682500149
2005-05-04,24831864750
2005-05-05,24727309530
2005-05-06,24794523600
2005-05-09,24794523600
2005-05-10,24675031920
2005-05-11,24660095460
2005-05-12,24831864750
2005-05-13,25152998640
2005-05-16,25324767929
2005-05-17,25742988810
2005-05-18,25653370050
2005-05-19,25638433590
2005-05-20,25630965360
2005-05-23,25474132530
2005-05-24,25302363240
2005-05-25,25220212710
2005-05-26,25309831470
2005-05-27,25496537220
2005-05-31,25354640850
2005-06-01,25698179429
2005-06-02,25757925270
2005-06-03,25713115890
2005-06-06,25683242970
2005-06-07,25735520580
2005-06-08,25802734649
2005-06-09,25757925270
2005-06-10,25728052350
2005-06-13,25683242970
2005-06-14,25735520580
2005-06-15,25496537220
2005-06-16,25526410140
2005-06-17,25586155980
2005-06-20,25451727840
2005-06-21,25608560670
2005-06-22,25802734649
2005-06-23,25780329960
2005-06-24,25556283060
2005-06-27,25884885179
2005-06-28,26071590929
2005-06-29,25974503940
2005-06-30,25767229380
2005-07-01,26071947120
2005-07-05,26131404239
2005-07-06,25715204400
2005-07-07,25967897160
2005-07-08,26465850540
2005-07-11,26696246880
2005-07-12,26503011239
2005-07-13,26473282680
2005-07-14,26354368440
2005-07-15,26436121980
2005-07-18,26235454199
2005-07-19,26287479180
2005-07-20,26309775600
2005-07-21,25923304320
2005-07-22,26265182760
2005-07-25,26168564940
2005-07-26,26161132800
2005-07-27,26272614900
2005-07-28,26116539960
2005-07-29,26005057860
2005-08-01,25752365100
2005-08-02,26034786420
2005-08-03,26094243540
2005-08-04,25915872180
2005-08-05,25432783080
2005-08-08,25142929620
2005-08-09,25388190239
2005-08-10,25291572420
2005-08-11,25499672340
2005-08-12,25410486660
2005-08-15,25462511640
2005-08-16,25090904640
2005-08-17,24875372580
2005-08-18,24971990400
2005-08-19,25038879660
2005-08-22,25076040360
2005-08-23,25358461680
2005-08-24,25246979580
2005-08-25,25514536620
2005-08-26,25209818880
2005-08-29,25321300980
2005-08-30,25321300980
2005-08-31,25566561600
2005-09-01,25819254360
2005-09-02,26064514980
2005-09-06,26413825560
2005-09-07,26198293500
2005-09-08,26109107820
2005-09-09,26376664860
2005-09-12,26220589920
2005-09-13,26034786420
2005-09-14,26138836380
2005-09-15,26369232719
2005-09-16,26874618239
2005-09-19,26659086180
2005-09-20,26525307660
2005-09-21,26406393420
2005-09-22,26413825560
2005-09-23,26562468360
2005-09-26,26614493340
2005-09-27,26517875520
2005-09-28,26562468360
2005-09-29,26740839719
2005-09-30,26535278880
2005-10-03,26765310660
2005-10-04,26557540020
2005-10-05,25889705820
2005-10-06,25741298220
2005-10-07,25897126200
2005-10-10,25466744160
2005-10-11,25333177320
2005-10-12,25006680600
2005-10-13,24695024640
2005-10-14,24709865399
2005-10-17,25088304780
2005-10-18,24717285780
2005-10-19,24947317560
2005-10-20,24717285780
2005-10-21,25110565920
2005-10-24,25555788720
2005-10-25,25674514800
2005-10-26,25392540360
2005-10-27,25117986300
2005-10-28,25496425680
2005-10-31,25963909620
2005-11-01,25785820500
2005-11-02,25919387340
2005-11-03,25607731380
2005-11-04,25607731380
2005-11-07,25385119980
2005-11-08,25489005300
2005-11-09,25600311000
2005-11-10,25615151760
2005-11-11,25563209100
2005-11-14,25236712380
2005-11-15,25266393899
2005-11-16,25318336560
2005-11-17,25555788720
2005-11-18,25815502020
2005-11-21,25711616700
2005-11-22,25659674040
2005-11-23,25852603920
2005-11-25,25911966960
2005-11-28,25882285440
2005-11-29,26015852280
2005-11-30,25756138980
2005-12-01,25852603920
2005-12-02,26001011520
2005-12-05,25971330000
2005-12-06,25889705820
2005-12-07,25733877840
2005-12-08,25971330000
2005-12-09,26127157980
2005-12-12,25889705820
2005-12-13,26171680260
2005-12-14,26253304440
2005-12-15,26171680260
2005-12-16,26253304440
2005-12-19,26082635700
2005-12-20,26208782160
2005-12-21,25874865060
2005-12-22,26075215320
2005-12-23,26075215320
2005-12-27,26045533800
2005-12-28,25949068860
2005-12-29,25778400120
2005-12-30,25622572140
2006-01-03,26028778650
2006-01-04,25969403050
2006-01-05,25902605500
2006-01-06,26051044500
2006-01-09,25917449400
2006-01-10,25880339650
2006-01-11,25820964050
2006-01-12,25850651850
2006-01-13,25917449400
2006-01-17,26036200600
2006-01-18,26095576199
2006-01-19,26444407850
2006-01-20,26013934749
2006-01-23,26147529849
2006-01-24,26407298100
2006-01-25,26236593250
2006-01-26,26073310350
2006-01-27,26177217650
2006-01-30,26043622550
2006-01-31,25828385999
2006-02-01,25754166500
2006-02-02,25049081250
2006-02-03,24804156900
2006-02-06,24826422750
2006-02-07,24744781300
2006-02-08,24700249600
2006-02-09,24774469100
2006-02-10,24811578850
2006-02-13,24908064200
2006-02-14,24915486150
2006-02-15,24819000800
2006-02-16,25086190999
2006-02-17,25130722700
2006-02-21,25204942200
2006-02-22,25316271450
2006-02-23,25242051950
2006-02-24,25331115350
2006-02-27,25353381199
2006-02-28,25256895850
2006-03-01,25308849500
2006-03-02,25115878800
2006-03-03,25101034900
2006-03-06,24715093499
2006-03-07,24737359350
2006-03-08,24759625200
2006-03-09,24618608150
2006-03-10,24692827650
2006-03-13,24707671550
2006-03-14,24960017850
2006-03-15,25034237349
2006-03-16,25108456850
2006-03-17,25086190999
2006-03-20,24893220300
2006-03-21,24811578850
2006-03-22,24774469100
2006-03-23,24663139849
2006-03-24,24544388650
2006-03-27,24499856950
2006-03-28,24262354550
2006-03-29,24440481350
2006-03-30,24024852150
2006-03-31,24332216550
2006-04-03,24168863249
2006-04-04,24257965050
2006-04-05,24592096800
2006-04-06,24131737500
2006-04-07,23730779400
2006-04-10,23649102750
2006-04-11,23389222500
2006-04-12,23515450050
2006-04-13,23352096750
2006-04-17,23463474000
2006-04-18,23671378200
2006-04-19,23693653650
2006-04-20,23775330300
2006-04-21,23753054850
2006-04-24,24012935100
2006-04-25,23545150650
2006-04-26,23500599750
2006-04-27,23812456050
2006-04-28,23931258449
2006-05-01,23574851250
2006-05-02,23708503950
2006-05-03,23404072800
2006-05-04,23456048850
2006-05-05,23775330300
2006-05-08,23693653650
2006-05-09,23589701550
2006-05-10,23827306350
2006-05-11,23441198550
2006-05-12,23121917100
2006-05-15,23270420100
2006-05-16,23196168600
2006-05-17,22639282350
2006-05-18,22743234450
2006-05-19,23159042850
2006-05-22,23500599750
2006-05-23,23107066800
2006-05-24,23381797350
2006-05-25,23582276400
2006-05-26,24012935100
2006-05-30,23515450050
2006-05-31,23738204550
2006-06-01,23753054850
2006-06-02,24220839300
2006-06-05,24027785400
2006-06-06,24035210550
2006-06-07,24027785400
2006-06-08,24116887199
2006-06-09,24228264450
2006-06-12,24339641700
2006-06-13,24057486000
2006-06-14,23946108750
2006-06-15,24317366250
2006-06-16,24139162650
2006-06-19,24057486000
2006-06-20,23849581800
2006-06-21,23760480000
2006-06-22,23857006950
2006-06-23,23790180600
2006-06-26,23805030900
2006-06-27,23560000950
2006-06-28,23611977000
2006-06-29,23760480000
2006-06-30,23809432199
2006-07-03,23987724360
2006-07-05,24039726240
2006-07-06,24039726240
2006-07-07,24225447240
2006-07-10,24455741280
2006-07-11,24559745040
2006-07-12,24351737520
2006-07-13,24173445360
2006-07-14,24158587680
2006-07-17,24121443480
2006-07-18,24270020280
2006-07-19,24596889240
2006-07-20,24752894880
2006-07-21,24908900520
2006-07-24,24916329360
2006-07-25,25124336880
2006-07-26,25109479199
2006-07-27,25109479199
2006-07-28,25131765720
2006-07-31,25094621520
2006-08-01,25369488600
2006-08-02,25406632800
2006-08-03,24790039080
2006-08-04,25072335000
2006-08-07,24648891120
2006-08-08,24864327480
2006-08-09,24767752560
2006-08-10,24827183280
2006-08-11,24812325600
2006-08-14,24938615880
2006-08-15,25094621520
2006-08-16,24871756319
2006-08-17,24946044720
2006-08-18,25027761960
2006-08-21,25057477319
2006-08-22,25154052240
2006-08-23,24886614000
2006-08-24,25012904280
2006-08-25,24916329360
2006-08-28,25243198319
2006-08-29,25131765720
2006-08-30,25183767600
2006-08-31,25458634680
2006-09-01,25421490480
2006-09-05,25250627160
2006-09-06,25183767600
2006-09-07,25191196439
2006-09-08,25295200199
2006-09-11,25347202080
2006-09-12,25399203960
2006-09-13,25592353800
2006-09-14,25473492360
2006-09-15,25681499880
2006-09-18,25436348160
2006-09-19,25473492360
2006-09-20,25570067280
2006-09-21,25636926840
2006-09-22,25458634680
2006-09-25,25770645960
2006-09-26,25681499880
2006-09-27,25956366960
2006-09-28,25726072920
2006-09-29,25599782640
2006-10-02,25912703240
2006-10-03,26024363840
2006-10-04,26061584040
2006-10-05,26002031720
2006-10-06,25882927080
2006-10-09,25860594960
2006-10-10,25823374760
2006-10-11,26054140000
2006-10-12,26054140000
2006-10-13,26121136360
2006-10-16,26188132720
2006-10-17,26188132720
2006-10-18,26619887040
2006-10-19,26538002600
2006-10-20,26634775120
2006-10-23,26709215520
2006-10-24,26694327440
2006-10-25,26954868840
2006-10-26,26902760560
2006-10-27,26820876120
2006-10-30,26962312880
2006-10-31,27096305600
2006-11-01,27252630440
2006-11-02,26828320160
2006-11-03,26627331080
2006-11-06,26567778760
2006-11-07,26545446639
2006-11-08,26746435720
2006-11-09,26657107240
2006-11-10,26850652280
2006-11-13,26820876120
2006-11-14,26954868840
2006-11-15,26858096320
2006-11-16,26895316520
2006-11-17,26932536720
2006-11-20,26902760560
2006-11-21,26887872480
2006-11-22,26887872480
2006-11-24,26902760560
2006-11-27,26560334720
2006-11-28,26731547639
2006-11-29,26992089040
2006-11-30,26984645000
2006-12-01,27051641360
2006-12-04,27267518520
2006-12-05,27327070840
2006-12-06,27118637720
2006-12-07,27059085400
2006-12-08,27140969840
2006-12-11,27274962560
2006-12-12,27639720520
2006-12-13,27632276480
2006-12-14,27773713240
2006-12-15,27520615880
2006-12-18,27572724160
2006-12-19,27796045360
2006-12-20,27609944360
2006-12-21,27595056280
2006-12-22,27453619520
2006-12-26,27624832440
2006-12-27,27691828800
2006-12-28,27468507600
2006-12-29,27438731440
2007-01-03,27744577819
2007-01-04,27759583000
2007-01-05,27339437960
2007-01-08,27414463860
2007-01-09,27489489760
2007-01-10,27436971630
2007-01-11,27549510480
2007-01-12,27196888750
2007-01-16,27361945730
2007-01-17,27542007890
2007-01-18,27481987170
2007-01-19,27557013069
2007-01-22,27489489760
2007-01-23,27549510480
2007-01-24,27579520840
2007-01-25,27572018250
2007-01-26,27301925010
2007-01-29,27196888750
2007-01-30,27174380980
2007-01-31,27406961270
2007-02-01,27256909470
2007-02-02,27234401699
2007-02-05,27316930189
2007-02-06,27444474220
2007-02-07,27384453500
2007-02-08,27279417240
2007-02-09,27301925010
2007-02-12,27204391340
2007-02-13,27399458680
2007-02-14,27414463860
2007-02-15,27271914650
2007-02-16,27324432780
2007-02-20,27444474220
2007-02-21,27271914650
2007-02-22,27249406880
2007-02-23,27166878390
2007-02-26,27309427600
2007-02-27,26619189319
2007-02-28,26859272199
2007-03-01,26941800689
2007-03-02,26559168600
2007-03-05,26289075360
2007-03-06,26626691910
2007-03-07,26529158240
2007-03-08,26694215220
2007-03-09,26446629750
2007-03-12,26596681550
2007-03-13,26289075360
2007-03-14,26499147880
2007-03-15,26761738530
2007-03-16,26551666010
2007-03-19,26874277380
2007-03-20,27219396520
2007-03-21,27579520840
2007-03-22,27519500120
2007-03-23,27647044150
2007-03-26,27789593360
2007-03-27,27609531199
2007-03-28,27489489760
2007-03-29,27692059689
2007-03-30,27496992350
2007-04-02,28000479960
2007-04-03,28083545030
2007-04-04,28015582700
2007-04-05,28091096400
2007-04-09,28174161470
2007-04-10,28257226540
2007-04-11,28234572430
2007-04-12,28219469689
2007-04-13,28279880650
2007-04-16,28257226540
2007-04-17,28491319009
2007-04-18,28649897780
2007-04-19,28536627230
2007-04-20,28831130660
2007-04-23,28695206000
2007-04-24,28929298470
2007-04-25,29186045050
2007-04-26,29065223130
2007-04-27,28823579290
2007-04-30,28536627230
2007-05-01,28702757370
2007-05-02,28740514220
2007-05-03,28430908050
2007-05-04,28400702570
2007-05-07,28529075860
2007-05-08,28461113530
2007-05-09,28362945720
2007-05-10,27826798450
2007-05-11,27924966259
2007-05-14,27940069000
2007-05-15,28000479960
2007-05-16,28310086130
2007-05-17,28113750509
2007-05-18,28189264210
2007-05-21,28189264210
2007-05-22,28060890919
2007-05-23,27660668310
2007-05-24,27094315560
2007-05-25,26784709390
2007-05-29,26958390900
2007-05-30,27162277890
2007-05-31,27192483370
2007-06-01,27086764189
2007-06-04,27011250490
2007-06-05,26656336099
2007-06-06,26648784730
2007-06-07,25908750470
2007-06-08,26127740200
2007-06-11,26203253900
2007-06-12,25780377180
2007-06-13,26354281300
2007-06-14,26535514180
2007-06-15,26890428570
2007-06-18,26550616919
2007-06-19,26746952540
2007-06-20,26097534720
2007-06-21,26233459380
2007-06-22,25636901150
2007-06-25,25538733340
2007-06-26,25516079230
2007-06-27,25855890880
2007-06-28,25599144300
2007-06-29,25893647730
2007-07-02,26267789120
2007-07-03,26245039880
2007-07-05,26085795200
2007-07-06,25843136640
2007-07-09,26009964399
2007-07-10,25585311920
2007-07-11,25812804320
2007-07-12,26267789120
2007-07-13,26442199959
2007-07-16,26100961360
2007-07-17,26025130560
2007-07-18,26116127520
2007-07-19,26502864600
2007-07-20,25979632080
2007-07-23,26207124480
2007-07-24,25630810399
2007-07-25,26267789120
2007-07-26,25903801279
2007-07-27,25623227320
2007-07-30,25661142720
2007-07-31,25509481120
2007-08-01,26472532279
2007-08-02,26495281520
2007-08-03,25494314959
2007-08-06,26775855480
2007-08-07,27564495800
2007-08-08,27958815959
2007-08-09,28064979080
2007-08-10,27799571279
2007-08-13,26844103200
2007-08-14,26578695399
2007-08-15,26548363080
2007-08-16,26874435520
2007-08-17,27299088000
2007-08-20,27306671080
2007-08-21,27488665000
2007-08-22,27534163480
2007-08-23,27299088000
2007-08-24,27390084959
2007-08-27,26791021640
2007-08-28,26631776959
2007-08-29,27026097120
2007-08-30,26737940080
2007-08-31,26912350920
2007-09-04,27208091040
2007-09-05,26753106240
2007-09-06,27048846360
2007-09-07,26798604720
2007-09-10,26950266320
2007-09-11,27253589520
2007-09-12,27412834200
2007-09-13,27556912720
2007-09-14,27602411200
2007-09-17,27541746560
2007-09-18,28004314440
2007-09-19,28330386880
2007-09-20,28027063680
2007-09-21,28087728320
2007-09-24,27958815959
2007-09-25,27951232880
2007-09-26,28102894480
2007-09-27,28034646760
2007-09-28,27511414240
2007-10-01,28039716480
2007-10-02,27994098720
2007-10-03,28054922400
2007-10-04,28070128320
2007-10-05,27925672079
2007-10-08,27849642480
2007-10-09,28275408240
2007-10-10,27978892799
2007-10-11,27933275040
2007-10-12,27864848400
2007-10-15,27667171440
2007-10-16,27469494480
2007-10-17,27477097440
2007-10-18,27423876720
2007-10-19,26914478400
2007-10-22,27058934640
2007-10-23,27081743519
2007-10-24,27157773120
2007-10-25,27454288560
2007-10-26,27522715200
2007-10-29,27712789200
2007-10-30,27591141840
2007-10-31,27872451359
2007-11-01,27066537600
2007-11-02,27157773120
2007-11-05,27294626400
2007-11-06,27226199760
2007-11-07,26762419200
2007-11-08,27515112240
2007-11-09,27256611600
2007-11-12,27378258960
2007-11-13,27613950720
2007-11-14,27674774400
2007-11-15,28001701680
2007-11-16,28146157920
2007-11-19,28655556240
2007-11-20,29058513120
2007-11-21,28936865760
2007-11-23,28921659840
2007-11-26,28609938480
2007-11-27,28746791760
2007-11-28,28830424320
2007-11-29,28754394720
2007-11-30,28602335519
2007-12-03,28746791760
2007-12-04,29028101280
2007-12-05,29514690720
2007-12-06,29605926240
2007-12-07,29575514400
2007-12-10,29773191359
2007-12-11,29233381200
2007-12-12,29263793040
2007-12-13,29590720320
2007-12-14,29263793040
2007-12-17,28974880560
2007-12-18,29491881840
2007-12-19,29202969359
2007-12-20,29339822640
2007-12-21,29803603200
2007-12-24,29757985440
2007-12-26,29727573600
2007-12-27,29560308480
2007-12-28,29765588400
2007-12-31,29688312500
2008-01-02,29205637999
2008-01-03,29197976500
2008-01-04,29657666500
2008-01-07,30255263500
2008-01-08,30416155000
2008-01-09,31029075000
2008-01-10,30806891500
2008-01-11,30462124000
2008-01-14,30347201500
2008-01-15,30117356500
2008-01-16,30025418500
2008-01-17,29374191000
2008-01-18,28914501000
2008-01-22,28347550000
2008-01-23,28753609500
2008-01-24,28002782499
2008-01-25,27650353500
2008-01-28,27680999500
2008-01-29,27995121000
2008-01-30,27880198500
2008-01-31,27864875499
2008-02-01,28577394999
2008-02-04,28799578500
2008-02-05,28010444000
2008-02-06,27780599000
2008-02-07,27520108000
2008-02-08,27389862500
2008-02-11,27336232000
2008-02-12,27742291500
2008-02-13,27688661000
2008-02-14,27435831500
2008-02-15,27412847000
2008-02-19,27389862500
2008-02-20,27405185500
2008-02-21,26930172500
2008-02-22,27213648000
2008-02-25,27428169999
2008-02-26,27726968500
2008-02-27,27351555000
2008-02-28,26960818500
2008-02-29,26455159500
2008-03-03,26547097500
2008-03-04,26799926999
2008-03-05,26792265500
2008-03-06,26355560000
2008-03-07,26271283500
2008-03-10,26141037999
2008-03-11,26914849500
2008-03-12,26554758999
2008-03-13,26531774500
2008-03-14,26393867500
2008-03-17,27167679000
2008-03-18,27535431000
2008-03-19,27029772000
2008-03-20,27680999500
2008-03-24,27405185500
2008-03-25,27359216500
2008-03-26,27320908999
2008-03-27,27320908999
2008-03-28,27098725499
2008-03-31,27388434420
2008-04-01,27996040800
2008-04-02,28180630080
2008-04-03,28096026660
2008-04-04,28080644220
2008-04-07,27880672500
2008-04-08,27896054940
2008-04-09,28257542280
2008-04-10,27926819820
2008-04-11,27919128599
2008-04-14,27826833960
2008-04-15,28065261780
2008-04-16,28419057900
2008-04-17,28303689599
2008-04-18,28419057900
2008-04-21,28257542280
2008-04-22,28111409099
2008-04-23,28142173980
2008-04-24,28272924720
2008-04-25,28534426200
2008-04-28,28380601800
2008-04-29,28295998380
2008-04-30,28634412059
2008-05-01,28395984240
2008-05-02,28542117420
2008-05-05,28311380820
2008-05-06,28196012519
2008-05-07,27942202260
2008-05-08,27988349580
2008-05-09,27911437380
2008-05-12,28357528139
2008-05-13,28226777400
2008-05-14,28442131559
2008-05-15,28242159840
2008-05-16,28257542280
2008-05-19,28488278880
2008-05-20,28342145700
2008-05-21,28065261780
2008-05-22,28311380820
2008-05-23,27688392000
2008-05-27,27834525180
2008-05-28,27788377860
2008-05-29,27903746160
2008-05-30,27842216400
2008-06-02,27388434420
2008-06-03,27196153920
2008-06-04,27442272960
2008-06-05,27649935900
2008-06-06,26857740240
2008-06-09,27111550500
2008-06-10,27026947080
2008-06-11,26888505120
2008-06-12,26950034880
2008-06-13,26988490980
2008-06-16,27134624160
2008-06-17,27034638300
2008-06-18,26934652440
2008-06-19,26911578780
2008-06-20,26527017780
2008-06-23,26819284139
2008-06-24,26850049019
2008-06-25,27242301240
2008-06-26,26688533400
2008-06-27,26480870460
2008-06-30,26979960240
2008-07-01,27165389519
2008-07-02,27204020620
2008-07-03,27289009040
2008-07-07,27165389519
2008-07-08,27667593820
2008-07-09,28293417639
2008-07-10,28200703000
2008-07-11,27806665780
2008-07-14,27536248080
2008-07-15,27451259660
2008-07-16,27312187700
2008-07-17,26949055360
2008-07-18,26918150480
2008-07-21,27458985880
2008-07-22,27543974300
2008-07-23,27219473059
2008-07-24,27443533440
2008-07-25,27142210860
2008-07-28,27319913920
2008-07-29,27605784059
2008-07-30,27713951139
2008-07-31,27343092580
2008-08-01,26724994980
2008-08-04,27273556599
2008-08-05,27729403580
2008-08-06,27520795639
2008-08-07,27296735260
2008-08-08,28254786540
2008-08-11,29011956099
2008-08-12,28950146340
2008-08-13,28896062800
2008-08-14,28587014000
2008-08-15,28926967680
2008-08-18,29058313420
2008-08-19,28942420120
2008-08-20,28988777440
2008-08-21,29019682320
2008-08-22,29197385380
2008-08-25,28795621940
2008-08-26,29035134760
2008-08-27,29096944519
2008-08-28,29359636000
2008-08-29,28981051220
2008-09-02,28803348160
2008-09-03,29066039639
2008-09-04,28818800599
2008-09-05,28664276200
2008-09-08,29359636000
2008-09-09,29243742700
2008-09-10,29135575620
2008-09-11,29351909780
2008-09-12,29467803080
2008-09-15,29436898200
2008-09-16,30155436660
2008-09-17,29452350639
2008-09-18,30518569000
2008-09-19,29668684800
2008-09-22,29127849400
2008-09-23,28903789019
2008-09-24,29336457340
2008-09-25,29838661639
2008-09-26,29838661639
2008-09-29,28780169500
2008-09-30,29251435140
2008-10-01,29321284680
2008-10-02,29088452879
2008-10-03,28832337900
2008-10-06,28032948719
2008-10-07,27691462080
2008-10-08,27481913459
2008-10-09,26015073120
2008-10-10,25037179560
2008-10-13,27807877980
2008-10-14,26729090640
2008-10-15,25293294540
2008-10-16,26185816440
2008-10-17,25991789940
2008-10-20,27761311620
2008-10-21,27210276360
2008-10-22,26061639480
2008-10-23,28118320379
2008-10-24,26861028660
2008-10-27,25564931640
2008-10-28,27877727520
2008-10-29,27000727740
2008-10-30,27365497560
2008-10-31,26651480040
2008-11-03,27008488799
2008-11-04,27303409080
2008-11-05,26868789719
2008-11-06,26209099620
2008-11-07,27031771980
2008-11-10,26861028660
2008-11-11,26961922440
2008-11-12,26542825200
2008-11-13,27303409080
2008-11-14,27326692260
2008-11-17,27536240879
2008-11-18,27163710000
2008-11-19,26752373820
2008-11-20,26247904920
2008-11-21,27621612540
2008-11-24,27551763000
2008-11-25,27761311620
2008-11-26,28025187660
2008-11-28,28188169920
2008-12-01,27295648020
2008-12-02,27567285120
2008-12-03,28273541580
2008-12-04,27497435580
2008-12-05,28630550340
2008-12-08,28708160940
2008-12-09,28374435360
2008-12-10,28490851260
2008-12-11,28219214160
2008-12-12,28203692040
2008-12-15,27823400100
2008-12-16,28871143200
2008-12-17,28172647799
2008-12-18,28032948719
2008-12-19,27815639040
2008-12-22,28032948719
2008-12-23,27714745260
2008-12-24,27714745260
2008-12-26,27916532820
2008-12-29,28095037200
2008-12-30,28351152180
2008-12-31,28854746000
2009-01-02,29221279260
2009-01-05,28597392860
2009-01-06,27911117820
2009-01-07,27864326339
2009-01-08,27755146220
2009-01-09,27708354740
2009-01-12,27911117820
2009-01-13,27185849880
2009-01-14,26780323720
2009-01-15,27053274020
2009-01-16,27318425740
2009-01-20,27084468339
2009-01-21,27248238520
2009-01-22,27256037100
2009-01-23,27022079700
2009-01-26,27248238520
2009-01-27,27248238520
2009-01-28,26803719459
2009-01-29,26405991880
2009-01-30,26086250100
2009-02-02,25961472820
2009-02-03,26101847260
2009-02-04,26164235899
2009-02-05,26000465720
2009-02-06,26195430220
2009-02-09,25782105480
2009-02-10,25049038959
2009-02-11,25072434700
2009-02-12,24659109960
2009-02-13,24479742620
2009-02-17,23715481780
2009-02-18,23957237760
2009-02-19,24074216460
2009-02-20,23528315860
2009-02-23,23169581180
2009-02-24,24152202260
2009-02-25,24339368180
2009-02-26,23902647700
2009-02-27,23637495980
2009-03-02,23224171240
2009-03-03,22202557260
2009-03-04,22420917500
2009-03-05,21687850980
2009-03-06,21875016900
2009-03-09,20915791560
2009-03-10,21251130500
2009-03-11,21165346120
2009-03-12,20907992980
2009-03-13,21165346120
2009-03-16,21960801280
2009-03-17,22475507560
2009-03-18,23185178340
2009-03-19,23629697400
2009-03-20,23848057640
2009-03-23,24815081560
2009-03-24,23957237760
2009-03-25,23746676100
2009-03-26,23949439180
2009-03-27,23840259060
2009-03-30,23660891720
2009-03-31,24212703760
2009-04-01,24362945880
2009-04-02,24568540360
2009-04-03,24576447840
2009-04-06,24497373040
2009-04-07,24465743120
2009-04-08,24813672240
2009-04-09,24426205720
2009-04-13,24141536440
