,CTRA
2004-11-26,1554492480
2004-11-29,1558398240
2004-11-30,1574021280
2004-12-01,1546680960
2004-12-02,1452942720
2004-12-03,1499811840
2004-12-06,1484188800
2004-12-07,1417790880
2004-12-08,1449036960
2004-12-09,1437319680
2004-12-10,1417790880
2004-12-13,1452942720
2004-12-14,1480283040
2004-12-15,1484188800
2004-12-16,1456848480
2004-12-17,1484188800
2004-12-20,1476377280
2004-12-21,1484188800
2004-12-22,1449036960
2004-12-23,1445131200
2004-12-27,1413885120
2004-12-28,1437319680
2004-12-29,1433413920
2004-12-30,1421696640
2004-12-31,2157498720
2005-01-03,2093183040
2005-01-04,2058101760
2005-01-05,2034714240
2005-01-06,2063948640
2005-01-07,2028867360
2005-01-10,2046408000
2005-01-11,2052254879
2005-01-12,2081489280
2005-01-13,2081489280
2005-01-14,2104876800
2005-01-18,2169192480
2005-01-19,2122417440
2005-01-20,2128264320
2005-01-21,2169192480
2005-01-24,2192580000
2005-01-25,2210120640
2005-01-26,2268589440
2005-01-27,2286130080
2005-01-28,2245201920
2005-01-31,2291976960
2005-02-01,2397220800
2005-02-02,2438148960
2005-02-03,2420608320
2005-02-04,2438148960
2005-02-07,2397220800
2005-02-08,2403067680
2005-02-09,2426455200
2005-02-10,2502464640
2005-02-11,2543392800
2005-02-14,2560933440
2005-02-15,2531699040
2005-02-16,2572627200
2005-02-17,2520005280
2005-02-18,2584320960
2005-02-22,2596014720
2005-02-23,2636942880
2005-02-24,2631096000
2005-02-25,2718799200
2005-02-28,2730492960
2005-03-01,2707105440
2005-03-02,2718799200
2005-03-03,2742186720
2005-03-04,2783114880
2005-03-07,2748033600
2005-03-08,2765574240
2005-03-09,2718799200
2005-03-10,2578474080
2005-03-11,2613555360
2005-03-14,2584320960
2005-03-15,2537545920
2005-03-16,2560933440
2005-03-17,2619402240
2005-03-18,2666177280
2005-03-21,2648636640
2005-03-22,2660330400
2005-03-23,2531699040
2005-03-24,2566780320
2005-03-28,2619402240
2005-03-29,2584320960
2005-03-30,2590167840
2005-03-31,1800145599
2005-04-01,1839279200
2005-04-04,1847105920
2005-04-05,1835365840
2005-04-06,1866672719
2005-04-07,1839279200
2005-04-08,1780578800
2005-04-11,1772752080
2005-04-12,1706224960
2005-04-13,1620131039
2005-04-14,1631871120
2005-04-15,1577084080
2005-04-18,1584910800
2005-04-19,1631871120
2005-04-20,1580997440
2005-04-21,1643611200
2005-04-22,1627957760
2005-04-25,1639697840
2005-04-26,1596650880
2005-04-27,1569257360
2005-04-28,1514470320
2005-04-29,1440116480
2005-05-02,1447943200
2005-05-03,1451856560
2005-05-04,1467510000
2005-05-05,1475336720
2005-05-06,1490990160
2005-05-09,1514470320
2005-05-10,1479250080
2005-05-11,1487076800
2005-05-12,1397069520
2005-05-13,1385329440
2005-05-16,1385329440
2005-05-17,1494903520
2005-05-18,1463596640
2005-05-19,1502730240
2005-05-20,1459683280
2005-05-23,1494903520
2005-05-24,1502730240
2005-05-25,1506643600
2005-05-26,1510556960
2005-05-27,1534037120
2005-05-31,1534037120
2005-06-01,1631871120
2005-06-02,1639697840
2005-06-03,1655351280
2005-06-06,1635784480
2005-06-07,1616217680
2005-06-08,1631871120
2005-06-09,1682744800
2005-06-10,1698398240
2005-06-13,1733618480
2005-06-14,1721878400
2005-06-15,1729705120
2005-06-16,1753185280
2005-06-17,1764925360
2005-06-20,1764925360
2005-06-21,1714051680
2005-06-22,1725791760
2005-06-23,1706224960
2005-06-24,1714051680
2005-06-27,1717965039
2005-06-28,1686658159
2005-06-29,1710138320
2005-06-30,1699578720
2005-07-01,1793564640
2005-07-05,1840557600
2005-07-06,1820977200
2005-07-07,1840557600
2005-07-08,1867970159
2005-07-11,1903214880
2005-07-12,1922795280
2005-07-13,1899298799
2005-07-14,1840557600
2005-07-15,1813145040
2005-07-18,1766152080
2005-07-19,1828809360
2005-07-20,1832725440
2005-07-21,1832725440
2005-07-22,1911047040
2005-07-25,1907130960
2005-07-26,1918879200
2005-07-27,1911047040
2005-07-28,1911047040
2005-07-29,1985452560
2005-08-01,2001116880
2005-08-02,2083354560
2005-08-03,2059858080
2005-08-04,2087270640
2005-08-05,2067690240
2005-08-08,2083354560
2005-08-09,2052025920
2005-08-10,2114683200
2005-08-11,2146011840
2005-08-12,2130347520
2005-08-15,2091186720
2005-08-16,2020697280
2005-08-17,1950207840
2005-08-18,1934543520
2005-08-19,1993284720
2005-08-22,2028529440
2005-08-23,2024613360
2005-08-24,2052025920
2005-08-25,2044193760
2005-08-26,2001116880
2005-08-29,2028529440
2005-08-30,2075522400
2005-08-31,2114683200
2005-09-01,2153844000
2005-09-02,2095102799
2005-09-06,2149927920
2005-09-07,2134263600
2005-09-08,2208669120
2005-09-09,2243913840
2005-09-12,2255662080
2005-09-13,2228249520
2005-09-14,2224333440
2005-09-15,2239997760
2005-09-16,2255662080
2005-09-19,2318319360
2005-09-20,2290906800
2005-09-21,2310487200
2005-09-22,2310487200
2005-09-23,2259578160
2005-09-26,2330067600
2005-09-27,2322235440
2005-09-28,2388808800
2005-09-29,2486710800
2005-09-30,2464887920
2005-10-03,2515670080
2005-10-04,2449262640
2005-10-05,2304728800
2005-10-06,2168007600
2005-10-07,2214883440
2005-10-10,2168007600
2005-10-11,2320354080
2005-10-12,2230508720
2005-10-13,2144569680
2005-10-14,2257852960
2005-10-17,2300822480
2005-10-18,2191445520
2005-10-19,2250040320
2005-10-20,2101600160
2005-10-21,2117225440
2005-10-24,2265665600
2005-10-25,2363323600
2005-10-26,2343792000
2005-10-27,2246134000
2005-10-28,2265665600
2005-10-31,2234415040
2005-11-01,2214883440
2005-11-02,2238321360
2005-11-03,2289103520
2005-11-04,2195351840
2005-11-07,2101600160
2005-11-08,2101600160
2005-11-09,2089881199
2005-11-10,2003942160
2005-11-11,2011754800
2005-11-14,1988316880
2005-11-15,1976597919
2005-11-16,2078162240
2005-11-17,2058630639
2005-11-18,2058630639
2005-11-21,2097693840
2005-11-22,2168007600
2005-11-23,2132850720
2005-11-25,2144569680
2005-11-28,2027380080
2005-11-29,2035192720
2005-11-30,2062536960
2005-12-01,2144569680
2005-12-02,2164101280
2005-12-05,2164101280
2005-12-06,2187539200
2005-12-07,2152382320
2005-12-08,2238321360
2005-12-09,2199258160
2005-12-12,2242227680
2005-12-13,2293009840
2005-12-14,2339885680
2005-12-15,2296916160
2005-12-16,2273478240
2005-12-19,2265665600
2005-12-20,2320354080
2005-12-21,2339885680
2005-12-22,2328166720
2005-12-23,2304728800
2005-12-27,2195351840
2005-12-28,2238321360
2005-12-29,2191445520
2005-12-30,2203164480
2006-01-03,2317168000
2006-01-04,2367795200
2006-01-05,2286012800
2006-01-06,2336640000
2006-01-09,2371689600
2006-01-10,2406739200
2006-01-11,2453472000
2006-01-12,2418422400
2006-01-13,2430105600
2006-01-17,2461260800
2006-01-18,2430105600
2006-01-19,2531360000
2006-01-20,2527465600
2006-01-23,2511888000
2006-01-24,2504099200
2006-01-25,2391161600
2006-01-26,2402844800
2006-01-27,2426211200
2006-01-30,2457366400
2006-01-31,2511888000
2006-02-01,2437894400
2006-02-02,2371689600
2006-02-03,2363900800
2006-02-06,2418422400
2006-02-07,2309379200
2006-02-08,2286012800
2006-02-09,2153603200
2006-02-10,2161392000
2006-02-13,2102976000
2006-02-14,2169180800
2006-02-15,2192547200
2006-02-16,2262646400
2006-02-17,2262646400
2006-02-21,2293801600
2006-02-22,2258752000
2006-02-23,2282118400
2006-02-24,2317168000
2006-02-27,2247068800
2006-02-28,2204230400
2006-03-01,2282118400
2006-03-02,2367795200
2006-03-03,2418422400
2006-03-06,2270435200
2006-03-07,2219808000
2006-03-08,2196441600
2006-03-09,2149708800
2006-03-10,2165286400
2006-03-13,2219808000
2006-03-14,2282118400
2006-03-15,2301590400
2006-03-16,2340534400
2006-03-17,2313273600
2006-03-20,2219808000
2006-03-21,2204230400
2006-03-22,2258752000
2006-03-23,2313273600
2006-03-24,2332745600
2006-03-27,2340534400
2006-03-28,2371689600
2006-03-29,2414528000
2006-03-30,2414528000
2006-03-31,4671337440
2006-04-03,4796114400
2006-04-04,4749323040
2006-04-05,4764920160
2006-04-06,4928689920
2006-04-07,4803912960
2006-04-10,4944287040
2006-04-11,4819510080
2006-04-12,4780517280
2006-04-13,4819510080
2006-04-17,4944287040
2006-04-18,5131452480
2006-04-19,5186042400
2006-04-20,4983279840
2006-04-21,5162646720
2006-04-24,4975481280
2006-04-25,4897495680
2006-04-26,4788315840
2006-04-27,4725927360
2006-04-28,4803912960
2006-05-01,4874100000
2006-05-02,5014474080
2006-05-03,4991078400
2006-05-04,4991078400
2006-05-05,5139251040
2006-05-08,5186042400
2006-05-09,5264028000
2006-05-10,5310819360
2006-05-11,5131452480
2006-05-12,4874100000
2006-05-15,4694733120
2006-05-16,4702531680
2006-05-17,4554359040
2006-05-18,4429582080
2006-05-19,4476373440
2006-05-22,4304805120
2006-05-23,4211222400
2006-05-24,4102042560
2006-05-25,4242416640
2006-05-26,4312603680
2006-05-30,4180028160
2006-05-31,4273610880
2006-06-01,4320402240
2006-06-02,4406186400
2006-06-05,4234618080
2006-06-06,4203423839
2006-06-07,4047452640
2006-06-08,4070848320
2006-06-09,3899280000
2006-06-12,3813495839
2006-06-13,3743308800
2006-06-14,3875884320
2006-06-15,4047452640
2006-06-16,4125438240
2006-06-19,3922675680
2006-06-20,3922675680
2006-06-21,4055251200
2006-06-22,4055251200
2006-06-23,4289208000
2006-06-26,4359395040
2006-06-27,4320402240
2006-06-28,4374992160
2006-06-29,4538761920
2006-06-30,4730349360
2006-07-03,4738066080
2006-07-05,4691765760
2006-07-06,4630032000
2006-07-07,4545148080
2006-07-10,4568298240
2006-07-11,4653182160
2006-07-12,4583731680
2006-07-13,4491131040
2006-07-14,4529714640
2006-07-17,4367663520
2006-07-18,4367663520
2006-07-19,4467980880
2006-07-20,4352230080
2006-07-21,4259629439
2006-07-24,4521997920
2006-07-25,4799799840
2006-07-26,5039018160
2006-07-27,4869250320
2006-07-28,4961850960
2006-07-31,5085318480
2006-08-01,5177919120
2006-08-02,5285953200
2006-08-03,5255086320
2006-08-04,5247369600
2006-08-07,5316820080
2006-08-08,5301386640
2006-08-09,5293669920
2006-08-10,5255086320
2006-08-11,5231936160
2006-08-14,5116185360
2006-08-15,5262803040
2006-08-16,5185635840
2006-08-17,5054451600
2006-08-18,5170202400
2006-08-21,5201069280
2006-08-22,5216502720
2006-08-23,5093035200
2006-08-24,5208786000
2006-08-25,5293669920
2006-08-28,5224219440
2006-08-29,5162485680
2006-08-30,4946417520
2006-08-31,4923267360
2006-09-01,5031301440
2006-09-05,4969567680
2006-09-06,4799799840
2006-09-07,4822950000
2006-09-08,4622315280
2006-09-11,4452547440
2006-09-12,4375380240
2006-09-13,4429397280
2006-09-14,4305929760
2006-09-15,4344513360
2006-09-18,4545148080
2006-09-19,4498847760
2006-09-20,4344513360
2006-09-21,4421680560
2006-09-22,4344513360
2006-09-25,4336796640
2006-09-26,4444830720
2006-09-27,4537431360
2006-09-28,4591448400
2006-09-29,4622315280
2006-10-02,2243699286
2006-10-03,2143637225
2006-10-04,2135940144
2006-10-05,2197516796
2006-10-06,2220608041
2006-10-09,2232153664
2006-10-10,2282184694
2006-10-11,2289881776
2006-10-12,2347609888
2006-10-13,2389943836
2006-10-16,2470763193
2006-10-17,2428429244
2006-10-18,2401489459
2006-10-19,2470763193
2006-10-20,2455369030
2006-10-23,2459217571
2006-10-24,2559279632
2006-10-25,2547734009
2006-10-26,2520794224
2006-10-27,2543885468
2006-10-30,2505400060
2006-10-31,2543885468
2006-11-01,2470763193
2006-11-02,2493854438
2006-11-03,2601613580
2006-11-06,2624704825
2006-11-07,2582370876
2006-11-08,2628553366
2006-11-09,2640098988
2006-11-10,2601613580
2006-11-13,2674735856
2006-11-14,2693978560
2006-11-15,2763252294
2006-11-16,2747858131
2006-11-17,2832526028
2006-11-20,2878708518
2006-11-21,2890254140
2006-11-22,2890254140
2006-11-24,2882557059
2006-11-27,2836374569
2006-11-28,2855617273
2006-11-29,2971073497
2006-11-30,2990316201
2006-12-01,3024953068
2006-12-04,2986467660
2006-12-05,2994164742
2006-12-06,2986467660
2006-12-07,3109620966
2006-12-08,3082681180
2006-12-11,3121166588
2006-12-12,3125015129
2006-12-13,3132712211
2006-12-14,3159651996
2006-12-15,3125015129
2006-12-18,3036498691
2006-12-19,3125015129
2006-12-20,3094226803
2006-12-21,3024953068
2006-12-22,2978770579
2006-12-26,2951830793
2006-12-27,2951830793
2006-12-28,2947982252
2006-12-29,2917193926
2007-01-03,5569632000
2007-01-04,5476804800
2007-01-05,5530954000
2007-01-08,5616045600
2007-01-09,5546425200
2007-01-10,5422655600
2007-01-11,5430391200
2007-01-12,5693401600
2007-01-16,5616045600
2007-01-17,5677930400
2007-01-18,5616045600
2007-01-19,5786228800
2007-01-22,5824906800
2007-01-23,6056974800
2007-01-24,6118859600
2007-01-25,5925469600
2007-01-26,6026032400
2007-01-29,6018296800
2007-01-30,6173008800
2007-01-31,6273571600
2007-02-01,6312249600
2007-02-02,6273571600
2007-02-05,6381870000
2007-02-06,6319985200
2007-02-07,6250364800
2007-02-08,6381870000
2007-02-09,6366398800
2007-02-12,6203951200
2007-02-13,6381870000
2007-02-14,6343191999
2007-02-15,6350927600
2007-02-16,6497904000
2007-02-20,6544317600
2007-02-21,6737707600
2007-02-22,6822799200
2007-02-23,6822799200
2007-02-26,6768650000
2007-02-27,6559788800
2007-02-28,6544317600
2007-03-01,6582995600
2007-03-02,6405076799
2007-03-05,6296778400
2007-03-06,6319985200
2007-03-07,6497904000
2007-03-08,6474697199
2007-03-09,6482432800
2007-03-12,6474697199
2007-03-13,6350927600
2007-03-14,6451490400
2007-03-15,6466961600
2007-03-16,6436019200
2007-03-19,6567524400
2007-03-20,6544317600
2007-03-21,6637144800
2007-03-22,6791856799
2007-03-23,6737707600
2007-03-26,6706765200
2007-03-27,6652616000
2007-03-28,6668087199
2007-03-29,6621673600
2007-03-30,6513375200
2007-04-02,3380883520
2007-04-03,3349866240
2007-04-04,3369252040
2007-04-05,3369252040
2007-04-09,3357620560
2007-04-10,3442918080
2007-04-11,3435163760
2007-04-12,3485566840
2007-04-13,3450672400
2007-04-16,3431286600
2007-04-17,3365374880
2007-04-18,3404146479
2007-04-19,3357620560
2007-04-20,3439040919
2007-04-23,3489444000
2007-04-24,3481689680
2007-04-25,3559232880
2007-04-26,3566987199
2007-04-27,3574741520
2007-04-30,3532092760
2007-05-01,3582495840
2007-05-02,3644530400
2007-05-03,3640653240
2007-05-04,3644530400
2007-05-07,3644530400
2007-05-08,3644530400
2007-05-09,3586373000
2007-05-10,3547601400
2007-05-11,3601881639
2007-05-14,3621267440
2007-05-15,3609635960
2007-05-16,3632898919
2007-05-17,3687179160
2007-05-18,3725950760
2007-05-21,3741459400
2007-05-22,3803493960
2007-05-23,3772476680
2007-05-24,3706564960
2007-05-25,3768599520
2007-05-29,3725950760
2007-05-30,3795739639
2007-05-31,3780231000
2007-06-01,3737582240
2007-06-04,3826756919
2007-06-05,3857774199
2007-06-06,3764722360
2007-06-07,3667793360
2007-06-08,3660039040
2007-06-11,3636776080
2007-06-12,3772476680
2007-06-13,3962457520
2007-06-14,4047755040
2007-06-15,4055509360
2007-06-18,4059386520
2007-06-19,4005106280
2007-06-20,3877160000
2007-06-21,4001229120
2007-06-22,3892668639
2007-06-25,3776353840
2007-06-26,3629021760
2007-06-27,3660039040
2007-06-28,3551478560
2007-06-29,3574741520
2007-07-02,3618695040
2007-07-03,3649756800
2007-07-05,3665287680
2007-07-06,3638108639
2007-07-09,3684701280
2007-07-10,3649756800
2007-07-11,3688584000
2007-07-12,3641991360
2007-07-13,3673053120
2007-07-16,3607046879
2007-07-17,3610929600
2007-07-18,3630343200
2007-07-19,3727411200
2007-07-20,3607046879
2007-07-23,3568219680
2007-07-24,3393497280
2007-07-25,3412910879
2007-07-26,3292546560
2007-07-27,3265367520
2007-07-30,3335256480
2007-07-31,3319725600
2007-08-01,3350787360
2007-08-02,3350787360
2007-08-03,3222657600
2007-08-06,3187713120
2007-08-07,3183830399
2007-08-08,3179947680
2007-08-09,3094527840
2007-08-10,3067348800
2007-08-13,3172182240
2007-08-14,3230423040
2007-08-15,3211009440
2007-08-16,3141120480
2007-08-17,3199361280
2007-08-20,3168299520
2007-08-21,3152768639
2007-08-22,3164416800
2007-08-23,3234305760
2007-08-24,3265367520
2007-08-27,3187713120
2007-08-28,3063466080
2007-08-29,3176064960
2007-08-30,3110058720
2007-08-31,3238188480
2007-09-04,3308077440
2007-09-05,3296429280
2007-09-06,3308077440
2007-09-07,3218774879
2007-09-10,3226540320
2007-09-11,3343021920
2007-09-12,3455620800
2007-09-13,3451738080
2007-09-14,3463386240
2007-09-17,3428441760
2007-09-18,3490565280
2007-09-19,3537157920
2007-09-20,3572102399
2007-09-21,3544923360
2007-09-24,3459503520
2007-09-25,3393497280
2007-09-26,3397380000
2007-09-27,3393497280
2007-09-28,3412910879
2007-10-01,3482799840
2007-10-02,3517744320
2007-10-03,3455620800
2007-10-04,3509978879
2007-10-05,3614812320
2007-10-08,3525509760
2007-10-09,3595398720
2007-10-10,3552688800
2007-10-11,3587633280
2007-10-12,3614812320
2007-10-15,3711880320
2007-10-16,3676935840
2007-10-17,3715763040
2007-10-18,3801182879
2007-10-19,3641991360
2007-10-22,3564336960
2007-10-23,3568219680
2007-10-24,3591516000
2007-10-25,3603164159
2007-10-26,3669170399
2007-10-29,3746824800
2007-10-30,3688584000
2007-10-31,3851658240
2007-11-01,3812831040
2007-11-02,3836127360
2007-11-05,3805065600
2007-11-06,3801182879
2007-11-07,3673053120
2007-11-08,3680818560
2007-11-09,3575985120
2007-11-12,3374083680
2007-11-13,3420676320
2007-11-14,3412910879
2007-11-15,3412910879
2007-11-16,3424559040
2007-11-19,3315842879
2007-11-20,3401262720
2007-11-21,3300312000
2007-11-23,3405145440
2007-11-26,3343021920
2007-11-27,3265367520
2007-11-28,3284781120
2007-11-29,3304194720
2007-11-30,3343021920
2007-12-03,3311960159
2007-12-04,3261484800
2007-12-05,3377966399
2007-12-06,3541040639
2007-12-07,3572102399
2007-12-10,3676935840
2007-12-11,3556571520
2007-12-12,3641991360
2007-12-13,3583750560
2007-12-14,3614812320
2007-12-17,3595398720
2007-12-18,3684701280
2007-12-19,3742942080
2007-12-20,3785652000
2007-12-21,3828361920
2007-12-24,3855540960
2007-12-26,3933195360
2007-12-27,3874954560
2007-12-28,3968139840
2007-12-31,3943817760
2008-01-02,4053259679
2008-01-03,4115797919
2008-01-04,4045442400
2008-01-07,4033716480
2008-01-08,3963360960
2008-01-09,4080620160
2008-01-10,4111889280
2008-01-11,4100163360
2008-01-14,4260417600
2008-01-15,4127523840
2008-01-16,3978995520
2008-01-17,3764020320
2008-01-18,3822649919
2008-01-22,3717116640
2008-01-23,3701482080
2008-01-24,3795289440
2008-01-25,3689756160
2008-01-28,3791380799
2008-01-29,3760111679
2008-01-30,3744477120
2008-01-31,3779654880
2008-02-01,3830467200
2008-02-04,3896914080
2008-02-05,3748385760
2008-02-06,3681938880
2008-02-07,3744477120
2008-02-08,4010264640
2008-02-11,4162701600
2008-02-12,4197879360
2008-02-13,4252600320
2008-02-14,4498844640
2008-02-15,4506661920
2008-02-19,4678642080
2008-02-20,4823261760
2008-02-21,4745088960
2008-02-22,4772449440
2008-02-25,4940520960
2008-02-26,5018693760
2008-02-27,4834987680
2008-02-28,4999150560
2008-02-29,4862348160
2008-03-03,4936612320
2008-03-04,4893617280
2008-03-05,4983516000
2008-03-06,4920977760
2008-03-07,4831079040
2008-03-10,4737271680
2008-03-11,4784175360
2008-03-12,4717728480
2008-03-13,4975698720
2008-03-14,5218034400
2008-03-17,4788084000
2008-03-18,4987424640
2008-03-19,4569200160
2008-03-20,4459758240
2008-03-24,4631738400
2008-03-25,4803718560
2008-03-26,5014785120
2008-03-27,4971790080
2008-03-28,4948338240
2008-03-31,5006062280
2008-04-01,5069081160
2008-04-02,5281769880
2008-04-03,5277831200
2008-04-04,5399930280
2008-04-07,5482642560
2008-04-08,5612619000
2008-04-09,5715024680
2008-04-10,5655944480
2008-04-11,5671699200
2008-04-14,5703208640
2008-04-15,5848939800
2008-04-16,6041935120
2008-04-17,5931652080
2008-04-18,6030119080
2008-04-21,6037996440
2008-04-22,5845001120
2008-04-23,5667760520
2008-04-24,5537784080
2008-04-25,5715024680
2008-04-28,5616557680
2008-04-29,5514152000
2008-04-30,5608680320
2008-05-01,5439317080
2008-05-02,5695331280
2008-05-05,5758350160
2008-05-06,5935590760
2008-05-07,6014364360
2008-05-08,6136463440
2008-05-09,6037996440
2008-05-12,5963161520
2008-05-13,6140402120
2008-05-14,6140402120
2008-05-15,6104954000
2008-05-16,6179788920
2008-05-19,6101015320
2008-05-20,6254623840
2008-05-21,6061628520
2008-05-22,6022241720
2008-05-23,5923774720
2008-05-27,5833185080
2008-05-28,5833185080
2008-05-29,5711086000
2008-05-30,5931652080
2008-06-02,5971038880
2008-06-03,6041935120
2008-06-04,5817430360
2008-06-05,6553963520
2008-06-06,6699694680
2008-06-09,6991157000
2008-06-10,6628798439
2008-06-11,6794223000
2008-06-12,6475189920
2008-06-13,6542147480
2008-06-16,6813916400
2008-06-17,7002973040
2008-06-18,6719388079
2008-06-19,6609105040
2008-06-20,6439741800
2008-06-23,6652430520
2008-06-24,6404293680
2008-06-25,6313704040
2008-06-26,6364906880
2008-06-27,6420048400
2008-06-30,6998929720
2008-07-01,7089878599
2008-07-02,6841836200
2008-07-03,6556587440
2008-07-07,6358153520
2008-07-08,6213462120
2008-07-09,5944749520
2008-07-10,6300276960
2008-07-11,6221730200
2008-07-14,6258936560
2008-07-15,5924079320
2008-07-16,5795924080
2008-07-17,5291571200
2008-07-18,5332911600
2008-07-21,5585088040
2008-07-22,5171684040
2008-07-23,4853362960
2008-07-24,4778950240
2008-07-25,4683867320
2008-07-28,4716939640
2008-07-29,4559846120
2008-07-30,4890569320
2008-07-31,4547444000
2008-08-01,4638392880
2008-08-04,4179514440
2008-08-05,4233256960
2008-08-06,4423422800
2008-08-07,4291133520
2008-08-08,4204318680
2008-08-11,4167112320
2008-08-12,4320071800
2008-08-13,4514371680
2008-08-14,4386216440
2008-08-15,4406886640
2008-08-18,4282865440
2008-08-19,4514371680
2008-08-20,4650795000
2008-08-21,4696269440
2008-08-22,4411020680
2008-08-25,4377948360
2008-08-26,4584650360
2008-08-27,4716939640
2008-08-28,4597052480
2008-08-29,4592918440
2008-09-02,4220854840
2008-09-03,4063761320
2008-09-04,3964544360
2008-09-05,4051359200
2008-09-08,3985214560
2008-09-09,3580078640
2008-09-10,3795048720
2008-09-11,3873595479
2008-09-12,3989348600
2008-09-15,3617285000
2008-09-16,3741306200
2008-09-17,3753708320
2008-09-18,3914935880
2008-09-19,4258061200
2008-09-22,4291133520
2008-09-23,4183648479
2008-09-24,4121637880
2008-09-25,4196050600
2008-09-26,4018286880
2008-09-29,3472593600
2008-09-30,3737172159
2008-10-01,3497397840
2008-10-02,3096395960
2008-10-03,2997179000
2008-10-06,2910364160
2008-10-07,2596177120
2008-10-08,2484558040
2008-10-09,2331598560
2008-10-10,2203443320
2008-10-13,2778074880
2008-10-14,2951704560
2008-10-15,2414279360
2008-10-16,2645785600
2008-10-17,2699528120
2008-10-20,2984776880
2008-10-21,2922766280
2008-10-22,2608579240
2008-10-23,2629249440
2008-10-24,2629249440
2008-10-27,2484558040
2008-10-28,2835951440
2008-10-29,2939302440
2008-10-30,2993044960
2008-10-31,2902096080
2008-11-03,2740868520
2008-11-04,2939302440
2008-11-05,2790477000
2008-11-06,2745002560
2008-11-07,2988910920
2008-11-10,3017849200
2008-11-11,2910364160
2008-11-12,2633383480
2008-11-13,2955838600
2008-11-14,2740868520
2008-11-17,2724332360
2008-11-18,2761538720
2008-11-19,2649919640
2008-11-20,2236515640
2008-11-21,2513496320
2008-11-24,2794611040
2008-11-25,2856621640
2008-11-26,3179076760
2008-11-28,3096395960
2008-12-01,2728466400
2008-12-02,2711930240
2008-12-03,2699528120
2008-12-04,2290258160
2008-12-05,2302660280
2008-12-08,2620981360
2008-12-09,2670589840
2008-12-10,2877291840
2008-12-11,2753270640
2008-12-12,2769806800
2008-12-15,2732600440
2008-12-16,2844219520
2008-12-17,2778074880
2008-12-18,2620981360
2008-12-19,2674723880
2008-12-22,2455619760
2008-12-23,2434949560
2008-12-24,2406011280
2008-12-26,2472155920
2008-12-29,2571372880
2008-12-30,2654053680
2008-12-31,2691546000
2009-01-02,2844757080
2009-01-05,3035235720
2009-01-06,3064221600
2009-01-07,2844757080
2009-01-08,2882024640
2009-01-09,2737095240
2009-01-12,2650137600
2009-01-13,2695686840
2009-01-14,2534194080
2009-01-15,2583884160
2009-01-16,2592165840
2009-01-20,2368560480
2009-01-21,2621151720
2009-01-22,2583884160
2009-01-23,2757799440
2009-01-26,2865461280
2009-01-27,2869602120
2009-01-28,2989686480
2009-01-29,2956559760
2009-01-30,2844757080
2009-02-02,2741236080
2009-02-03,2786785320
2009-02-04,2836475400
2009-02-05,2964841440
2009-02-06,3068362440
2009-02-09,3184305960
2009-02-10,3064221600
2009-02-11,2939996400
2009-02-12,2952418920
2009-02-13,2691546000
2009-02-17,2467940640
2009-02-18,2310588720
2009-02-19,2298166200
2009-02-20,2219490240
2009-02-23,2095265039
2009-02-24,2169800160
2009-02-25,2140814280
2009-02-26,2124250920
2009-02-27,2107687560
2009-03-02,1879941360
2009-03-03,2024870759
2009-03-04,2149095960
2009-03-05,2103546720
2009-03-06,2136673440
2009-03-09,2157377640
2009-03-10,2273321160
2009-03-11,2240194440
2009-03-12,2393405520
2009-03-13,2335433760
2009-03-16,2368560480
2009-03-17,2525912400
2009-03-18,2534194080
2009-03-19,2737095240
2009-03-20,2604588360
2009-03-23,2848897920
2009-03-24,2882024640
2009-03-25,2819912040
2009-03-26,2745376920
2009-03-27,2608729200
2009-03-30,2480363160
2009-03-31,2441758400
2009-04-01,2528816000
2009-04-02,2657329600
2009-04-03,2823153600
2009-04-06,2823153600
2009-04-07,2719513600
2009-04-08,2802425600
2009-04-09,2955812800
2009-04-13,2897774400
2009-04-14,2893628800
2009-04-15,2860464000
2009-04-16,2930939200
2009-04-17,3017996800
2009-04-20,2731950400
2009-04-21,2802425600
2009-04-22,2760969600
2009-04-23,2877046400
2009-04-24,2943376000
2009-04-27,2914356800
2009-04-28,2984832000
2009-04-29,3237713600
2009-04-30,3129928000
2009-05-01,3316480000
2009-05-04,3540342399
2009-05-05,3444993600
2009-05-06,3548633600
2009-05-07,3370372800
2009-05-08,3581798400
2009-05-11,3432556799
2009-05-12,3362081600
2009-05-13,3196257600
2009-05-14,3262587200
2009-05-15,3196257600
2009-05-18,3399391999
2009-05-19,3370372800
2009-05-20,3308188800
2009-05-21,3125782400
2009-05-22,3096763200
2009-05-26,3254296000
2009-05-27,3295752000
2009-05-28,3544488000
2009-05-29,3639836799
2009-06-01,3822243200
2009-06-02,3780787199
2009-06-03,3519614400
2009-06-04,3718603200
2009-06-05,3689584000
2009-06-08,3635691200
2009-06-09,3735185600
2009-06-10,3801515200
2009-06-11,3751768000
2009-06-12,3689584000
2009-06-15,3590089600
2009-06-16,3395246400
2009-06-17,3370372800
2009-06-18,3316480000
2009-06-19,3299897600
2009-06-22,3059452800
2009-06-23,3038724800
2009-06-24,3076035200
2009-06-25,3187966400
2009-06-26,3179675200
2009-06-29,3171384000
2009-06-30,3175744080
2009-07-01,3266953440
2009-07-02,3146722920
2009-07-06,2989179480
2009-07-07,2910407760
2009-07-08,2902116000
2009-07-09,3055513560
2009-07-10,3055513560
2009-07-13,3134285280
2009-07-14,3242078160
2009-07-15,3366454559
