,CPT
2004-08-24,1899737850
2004-08-25,1883587050
2004-08-26,1889643600
2004-08-27,1874704110
2004-08-30,1889643600
2004-08-31,1900949160
2004-09-01,1891258680
2004-09-02,1892469990
2004-09-03,1913869800
2004-09-07,1928001750
2004-09-08,1927597980
2004-09-09,1875511650
2004-09-10,1867436250
2004-09-13,1839172350
2004-09-14,1808889600
2004-09-15,1837153500
2004-09-16,1858553310
2004-09-17,1861379700
2004-09-20,1839979890
2004-09-21,1847247750
2004-09-22,1826655480
2004-09-23,1833115800
2004-09-24,1829078100
2004-09-27,1829078100
2004-09-28,1829885640
2004-09-29,1831500720
2004-09-30,2079831600
2004-10-01,2121248160
2004-10-04,2111344200
2004-10-05,2028060899
2004-10-06,2037064500
2004-10-07,2030761980
2004-10-08,2030761980
2004-10-11,2009153340
2004-10-12,2039315399
2004-10-13,2025810000
2004-10-14,2039765580
2004-10-15,2066326200
2004-10-18,2095587899
2004-10-19,2088835200
2004-10-20,2071278180
2004-10-21,2075779980
2004-10-22,2055521879
2004-10-25,2022208560
2004-10-26,2029861620
2004-10-27,2064975660
2004-10-28,2057772780
2004-10-29,2043817200
2004-11-01,2065425840
2004-11-02,2075329800
2004-11-03,2070828000
2004-11-04,2086584300
2004-11-05,1992946860
2004-11-08,1989795600
2004-11-09,2022658740
2004-11-10,2072178540
2004-11-11,2095587899
2004-11-12,2138805180
2004-11-15,2180671920
2004-11-16,2178871200
2004-11-17,2149609500
2004-11-18,2154111300
2004-11-19,2138355000
2004-11-22,2143306980
2004-11-23,2165365800
2004-11-24,2193727140
2004-11-26,2182022460
2004-11-29,2181122100
2004-11-30,2207232540
2004-12-01,2225239740
2004-12-02,2215785960
2004-12-03,2241896400
2004-12-06,2254501440
2004-12-07,2235593880
2004-12-08,2234243340
2004-12-09,2237394600
2004-12-10,2263955220
2004-12-13,2241896400
2004-12-14,2256302160
2004-12-15,2263054860
2004-12-16,2228391000
2004-12-17,2251800360
2004-12-20,2249549460
2004-12-21,2277910800
2004-12-22,2278360980
2004-12-23,2277910800
2004-12-27,2266656300
2004-12-28,2279261340
2004-12-29,2289165300
2004-12-30,2277910800
2004-12-31,2340900000
2005-01-03,2327130000
2005-01-04,2278476000
2005-01-05,2200905000
2005-01-06,2204577000
2005-01-07,2203200000
2005-01-10,2203659000
2005-01-11,2187135000
2005-01-12,2181168000
2005-01-13,2197692000
2005-01-14,2196315000
2005-01-18,2211462000
2005-01-19,2212380000
2005-01-20,2193561000
2005-01-21,2198610000
2005-01-24,2180250000
2005-01-25,2130218999
2005-01-26,2119203000
2005-01-27,2081565000
2005-01-28,2086614000
2005-01-31,2079729000
2005-02-01,2099466000
2005-02-02,2089827000
2005-02-03,2115990000
2005-02-04,2120580000
2005-02-07,2104974000
2005-02-08,2085696000
2005-02-09,2104056000
2005-02-10,2115990000
2005-02-11,2142153000
2005-02-14,2135268000
2005-02-15,2154546000
2005-02-16,2162349000
2005-02-17,2164185000
2005-02-18,2151333000
2005-02-22,2127924000
2005-02-23,2149038000
2005-02-24,2117826000
2005-02-25,2163726000
2005-02-28,2129760000
2005-03-01,2119203000
2005-03-02,2152710000
2005-03-03,2184840000
2005-03-04,2241756000
2005-03-07,2265624000
2005-03-08,2253690000
2005-03-09,2183463000
2005-03-10,2212839000
2005-03-11,2188053000
2005-03-14,2199069000
2005-03-15,2206413000
2005-03-16,2166480000
2005-03-17,2183004000
2005-03-18,2152710000
2005-03-21,2139858000
2005-03-22,2129760000
2005-03-23,2137563000
2005-03-24,2165562000
2005-03-28,2170611000
2005-03-29,2135727000
2005-03-30,2160054000
2005-03-31,2533647190
2005-04-01,2520178940
2005-04-04,2519101480
2005-04-05,2520717670
2005-04-06,2547654170
2005-04-07,2578361780
2005-04-08,2583749080
2005-04-11,2577284320
2005-04-12,2588597650
2005-04-13,2590213840
2005-04-14,2585904000
2005-04-15,2595062410
2005-04-18,2599910980
2005-04-19,2614995420
2005-04-20,2600988440
2005-04-21,2615534150
2005-04-22,2646780490
2005-04-25,2707118250
2005-04-26,2705502060
2005-04-27,2719509040
2005-04-28,2695266190
2005-04-29,2747523000
2005-05-02,2710889360
2005-05-03,2699037300
2005-05-04,2709811900
2005-05-05,2704424600
2005-05-06,2693650000
2005-05-09,2727589990
2005-05-10,2767456010
2005-05-11,2759375060
2005-05-12,2724896340
2005-05-13,2714121740
2005-05-16,2744290620
2005-05-17,2742135700
2005-05-18,2764762360
2005-05-19,2805167110
2005-05-20,2800318540
2005-05-23,2800318540
2005-05-24,2760991250
2005-05-25,2723280150
2005-05-26,2744829350
2005-05-27,2758297600
2005-05-31,2780385530
2005-06-01,2810015680
2005-06-02,2801396000
2005-06-03,2801396000
2005-06-06,2817557900
2005-06-07,2875740740
2005-06-08,2900522320
2005-06-09,2901599780
2005-06-10,2933384850
2005-06-13,2963015000
2005-06-14,2981870550
2005-06-15,2992645150
2005-06-16,2991567690
2005-06-17,2995338800
2005-06-20,2995338800
2005-06-21,2963015000
2005-06-22,2961937540
2005-06-23,2962476270
2005-06-24,2941465800
2005-06-27,2929075010
2005-06-28,2895673750
2005-06-29,2894057560
2005-06-30,2903467500
2005-07-01,2896985340
2005-07-05,2916972000
2005-07-06,2906168400
2005-07-07,2925614880
2005-07-08,2970990000
2005-07-11,3010963320
2005-07-12,3017445480
2005-07-13,2992597200
2005-07-14,2932637220
2005-07-15,2916431820
2005-07-18,2898605880
2005-07-19,2903467500
2005-07-20,2903467500
2005-07-21,2885101380
2005-07-22,2895364800
2005-07-25,2908869300
2005-07-26,2916972000
2005-07-27,2916972000
2005-07-28,2957485500
2005-07-29,2986115040
2005-08-01,2987195400
2005-08-02,3030949980
2005-08-03,2999619540
2005-08-04,2935878300
2005-08-05,2807855640
2005-08-08,2696038380
2005-08-09,2716565220
2005-08-10,2765181420
2005-08-11,2766261780
2005-08-12,2736551880
2005-08-15,2751136740
2005-08-16,2768422500
2005-08-17,2754918000
2005-08-18,2738712600
2005-08-19,2722507200
2005-08-22,2721967020
2005-08-23,2733310800
2005-08-24,2765721600
2005-08-25,2779766280
2005-08-26,2749516200
2005-08-29,2736011700
2005-08-30,2737632240
2005-08-31,2825141400
2005-09-01,2889963000
2005-09-02,2902387140
2005-09-06,2995298100
2005-09-07,2995838280
2005-09-08,3006101700
2005-09-09,3016365120
2005-09-12,3022307100
2005-09-13,3017445480
2005-09-14,3024467820
2005-09-15,3037972320
2005-09-16,3030409800
2005-09-19,3038512500
2005-09-20,3030409800
2005-09-21,3005021340
2005-09-22,2994217740
2005-09-23,2984494500
2005-09-26,2997999000
2005-09-27,2995298100
2005-09-28,2940199740
2005-09-29,2977472160
2005-09-30,3017078500
2005-10-03,3036560980
2005-10-04,2967831120
2005-10-05,2923454360
2005-10-06,2905595420
2005-10-07,2945642740
2005-10-10,2873665800
2005-10-11,2929948520
2005-10-12,2876371700
2005-10-13,2852018600
2005-10-14,2941313300
2005-10-17,2948348640
2005-10-18,2915877840
2005-10-19,2946725100
2005-10-20,2907760140
2005-10-21,2954842800
2005-10-24,3039266880
2005-10-25,3018160860
2005-10-26,2998137200
2005-10-27,2975407640
2005-10-28,3030608000
2005-10-31,3049549300
2005-11-01,3012749060
2005-11-02,3057667000
2005-11-03,3054419920
2005-11-04,3040349240
2005-11-07,3055502280
2005-11-08,3057667000
2005-11-09,3094467240
2005-11-10,3176726600
2005-11-11,3185385480
2005-11-14,3175644240
2005-11-15,3169691260
2005-11-16,3156161760
2005-11-17,3205950320
2005-11-18,3256821240
2005-11-21,3247080000
2005-11-22,3249244720
2005-11-23,3244374100
2005-11-25,3237879940
2005-11-28,3197291440
2005-11-29,3189714920
2005-11-30,3192962000
2005-12-01,3217315100
2005-12-02,3197291440
2005-12-05,3184844300
2005-12-06,3170232440
2005-12-07,3140467540
2005-12-08,3176726600
2005-12-09,3168608900
2005-12-12,3171855980
2005-12-13,3184844300
2005-12-14,3195667900
2005-12-15,3140467540
2005-12-16,3134514560
2005-12-19,3126938040
2005-12-20,3124773320
2005-12-21,3148044060
2005-12-22,3141549900
2005-12-23,3148585240
2005-12-27,3152373500
2005-12-28,3149667600
2005-12-29,3130185120
2005-12-30,3134514560
2006-01-03,3170536000
2006-01-04,3200395500
2006-01-05,3238398500
2006-01-06,3308975500
2006-01-09,3383352800
2006-01-10,3402897200
2006-01-11,3392039200
2006-01-12,3402354300
2006-01-13,3363265500
2006-01-17,3398554000
2006-01-18,3365980000
2006-01-19,3441443100
2006-01-20,3431128000
2006-01-23,3428413500
2006-01-24,3452844000
2006-01-25,3458273000
2006-01-26,3501705000
2006-01-27,3538079300
2006-01-30,3515277500
2006-01-31,3534278999
2006-02-01,3604856000
2006-02-02,3572282000
2006-02-03,3553280500
2006-02-06,3555995000
2006-02-07,3528850000
2006-02-08,3488675400
2006-02-09,3490304100
2006-02-10,3501705000
2006-02-13,3504419500
2006-02-14,3516363300
2006-02-15,3539708000
2006-02-16,3577711000
2006-02-17,3589654800
2006-02-21,3585854500
2006-02-22,3648288000
2006-02-23,3615713999
2006-02-24,3610285000
2006-02-27,3607570500
2006-02-28,3574996499
2006-03-01,3536450600
2006-03-02,3522878100
2006-03-03,3504962400
2006-03-06,3564138500
2006-03-07,3528850000
2006-03-08,3517992000
2006-03-09,3539708000
2006-03-10,3576625199
2006-03-13,3558709500
2006-03-14,3591826400
2006-03-15,3637430000
2006-03-16,3672718500
2006-03-17,3727008500
2006-03-20,3731894599
2006-03-21,3724293999
2006-03-22,3759582500
2006-03-23,3796499700
2006-03-24,3808443500
2006-03-27,3827445000
2006-03-28,3946883000
2006-03-29,3946883000
2006-03-30,3886621100
2006-03-31,3999207300
2006-04-03,3890970599
2006-04-04,3888195300
2006-04-05,3857111939
2006-04-06,3824918460
2006-04-07,3794945220
2006-04-10,3741104400
2006-04-11,3730003200
2006-04-12,3733333560
2006-04-13,3658400460
2006-04-17,3635643000
2006-04-18,3700585020
2006-04-19,3785509200
2006-04-20,3793280040
2006-04-21,3829914000
2006-04-24,3807711599
2006-04-25,3818812800
2006-04-26,3805491360
2006-04-27,3818812800
2006-04-28,3814927380
2006-05-01,3802716060
2006-05-02,3768857400
2006-05-03,3715016580
2006-05-04,3769412460
2006-05-05,3909842640
2006-05-08,3947586720
2006-05-09,3957577800
2006-05-10,3982555500
2006-05-11,3924829259
2006-05-12,3867658080
2006-05-15,3952582259
2006-05-16,3933155160
2006-05-17,3888195300
2006-05-18,3888195300
2006-05-19,3907067340
2006-05-22,3859332180
2006-05-23,3868768200
2006-05-24,3881534580
2006-05-25,3959798040
2006-05-26,3954247439
2006-05-30,3948141779
2006-05-31,3963128400
2006-06-01,4029735599
2006-06-02,3918723599
2006-06-05,3930934919
2006-06-06,3913173000
2006-06-07,3966458759
2006-06-08,3959242980
2006-06-09,3985330800
2006-06-12,3932600099
2006-06-13,3903181919
2006-06-14,3875428919
2006-06-15,3911507820
2006-06-16,3946476599
2006-06-19,3918723599
2006-06-20,3924829259
2006-06-21,3962018279
2006-06-22,3946476599
2006-06-23,3925384320
2006-06-26,3952027200
2006-06-27,3961463220
2006-06-28,3932600099
2006-06-29,4029735599
2006-06-30,4291495400
2006-07-03,4390103520
2006-07-05,4394187880
2006-07-06,4409941840
2006-07-07,4383101760
2006-07-10,4390687000
2006-07-11,4439115840
2006-07-12,4456620240
2006-07-13,4397688760
2006-07-14,4327087680
2006-07-17,4251235280
2006-07-18,4314834600
2006-07-19,4396521800
2006-07-20,4351010360
2006-07-21,4247734400
2006-07-24,4326504200
2006-07-25,4337590320
2006-07-26,4397105280
2006-07-27,4389520040
2006-07-28,4450785440
2006-07-31,4460704600
2006-08-01,4419861000
2006-08-02,4403523560
2006-08-03,4467706360
2006-08-04,4516135200
2006-08-07,4409941840
2006-08-08,4316001560
2006-08-09,4311917200
2006-08-10,4306082400
2006-08-11,4273991000
2006-08-14,4303748480
2006-08-15,4348676440
2006-08-16,4347509480
2006-08-17,4316001560
2006-08-18,4326504200
2006-08-21,4373766080
2006-08-22,4395354840
2006-08-23,4315418080
2006-08-24,4355094720
2006-08-25,4367931280
2006-08-28,4433281040
2006-08-29,4442033240
2006-08-30,4473541160
2006-08-31,4527221320
2006-09-01,4492796000
2006-09-05,4484043800
2006-09-06,4449035000
2006-09-07,4400022680
2006-09-08,4440866280
2006-09-11,4449035000
2006-09-12,4512050840
2006-09-13,4550560520
2006-09-14,4494546440
2006-09-15,4505632560
2006-09-18,4446117600
2006-09-19,4495129920
2006-09-20,4456036760
2006-09-21,4398272240
2006-09-22,4440282800
2006-09-25,4396521800
2006-09-26,4401773120
2006-09-27,4434448000
2006-09-28,4406440960
2006-09-29,4435031480
2006-10-02,4445198550
2006-10-03,4481438170
2006-10-04,4513586220
2006-10-05,4532290540
2006-10-06,4486114250
2006-10-09,4543980740
2006-10-10,4544565250
2006-10-11,4535797600
2006-10-12,4605938800
2006-10-13,4683678630
2006-10-16,4719333740
2006-10-17,4698875890
2006-10-18,4732777470
2006-10-19,4716995700
2006-10-20,4681925100
2006-10-23,4731608450
2006-10-24,4710566090
2006-10-25,4725763350
2006-10-26,4708228050
2006-10-27,4667896860
2006-10-30,4699460400
2006-10-31,4718164720
2006-11-01,4704136480
2006-11-02,4575544280
2006-11-03,4444029530
2006-11-06,4456888750
2006-11-07,4413050500
2006-11-08,4389670100
2006-11-09,4369212250
2006-11-10,4343493810
2006-11-13,4302578110
2006-11-14,4348169890
2006-11-15,4304916150
2006-11-16,4345831850
2006-11-17,4331219100
2006-11-20,4458057770
2006-11-21,4559178000
2006-11-22,4559762510
2006-11-24,4594248600
2006-11-27,4467994440
2006-11-28,4484945230
2006-11-29,4591910560
2006-11-30,4660298230
2006-12-01,4662051760
2006-12-04,4676080000
2006-12-05,4628150180
2006-12-06,4577297810
2006-12-07,4546903290
2006-12-08,4542227210
2006-12-11,4529952500
2006-12-12,4490790330
2006-12-13,4445783060
2006-12-14,4432923840
2006-12-15,4390839120
2006-12-18,4369212250
2006-12-19,4287380849
2006-12-20,4286796340
2006-12-21,4221915730
2006-12-22,4173401400
2006-12-26,4227176319
2006-12-27,4235359459
2006-12-28,4253479270
2006-12-29,4316606350
2007-01-03,4312169160
2007-01-04,4283350790
2007-01-05,4218068360
2007-01-08,4181016170
2007-01-09,4345104440
2007-01-10,4400976790
2007-01-11,4510368970
2007-01-12,4520367180
2007-01-16,4550361810
2007-01-17,4528012870
2007-01-18,4541539860
2007-01-19,4596824080
2007-01-22,4550361810
2007-01-23,4561536280
2007-01-24,4628583100
2007-01-25,4661518380
2007-01-26,4637405050
2007-01-29,4622113670
2007-01-30,4606234160
2007-01-31,4610939200
2007-02-01,4584473350
2007-02-02,4579180180
2007-02-05,4554478720
2007-02-06,4587414000
2007-02-07,4630347490
2007-02-08,4599176600
2007-02-09,4469199870
2007-02-12,4477433690
2007-02-13,4542127990
2007-02-14,4495077590
2007-02-15,4520367180
2007-02-16,4537422950
2007-02-20,4559771890
2007-02-21,4530953520
2007-02-22,4473316780
2007-02-23,4391566710
2007-02-26,4381568500
2007-02-27,4219832750
2007-02-28,4233359740
2007-03-01,4188073729
2007-03-02,4163960400
2007-03-05,4004577170
2007-03-06,4078681549
2007-03-07,4100442360
2007-03-08,4178075520
2007-03-09,4235124130
2007-03-12,4296289650
2007-03-13,4186897470
2007-03-14,4198071939
2007-03-15,4234536000
2007-03-16,4190426250
2007-03-19,4258061200
2007-03-20,4310992900
2007-03-21,4359807690
2007-03-22,4367453380
2007-03-23,4369805900
2007-03-26,4248651119
2007-03-27,4169253570
2007-03-28,4062213909
2007-03-29,4091032280
2007-03-30,4135142030
2007-04-02,4177351420
2007-04-03,4232711780
2007-04-04,4210921000
2007-04-05,4233889660
2007-04-09,4236834360
2007-04-10,4248613160
2007-04-11,4162627920
2007-04-12,4169106260
2007-04-13,4189719160
2007-04-16,4208565239
2007-04-17,4228589200
2007-04-18,4200909020
2007-04-19,4199142200
2007-04-20,4208565239
2007-04-23,4253913620
2007-04-24,4209154180
2007-04-25,4204442660
2007-04-26,4178529300
2007-04-27,4130825160
2007-04-30,4101967100
2007-05-01,4028938540
2007-05-02,4004792000
2007-05-03,4017159739
2007-05-04,4003614120
2007-05-07,4016570800
2007-05-08,4017748680
2007-05-09,4070753280
2007-05-10,4080176320
2007-05-11,4243312700
2007-05-14,4252735739
2007-05-15,4259803020
2007-05-16,4180296120
2007-05-17,4137303500
2007-05-18,4064863880
2007-05-21,4093721940
2007-05-22,4122580000
2007-05-23,4098433460
2007-05-24,4046017800
2007-05-25,4086654660
2007-05-29,4316930200
2007-05-30,4435896080
2007-05-31,4396437100
2007-06-01,4384658300
2007-06-04,4405271200
2007-06-05,4372290560
2007-06-06,4387603000
2007-06-07,4269815000
2007-06-08,4301617760
2007-06-11,4226233440
2007-06-12,4133769860
2007-06-13,4232122840
2007-06-14,4169695200
2007-06-15,4196197500
2007-06-18,4095488760
2007-06-19,4145548660
2007-06-20,4039539460
2007-06-21,4042484160
2007-06-22,4076642680
2007-06-25,4018926559
2007-06-26,3977111820
2007-06-27,3986534860
2007-06-28,3990068500
2007-06-29,3944131180
2007-07-02,3915281660
2007-07-03,3944318160
2007-07-05,3991938019
2007-07-06,3987292180
2007-07-09,3937930130
2007-07-10,3847336250
2007-07-11,3868823260
2007-07-12,3932703560
2007-07-13,3953609840
2007-07-16,3937349400
2007-07-17,3883922239
2007-07-18,3822945590
2007-07-19,3824107049
2007-07-20,3727125140
2007-07-23,3643500020
2007-07-24,3536645700
2007-07-25,3476249780
2007-07-26,3342681880
2007-07-27,3232923910
2007-07-30,3231762450
2007-07-31,3191692080
2007-08-01,3252088000
2007-08-02,3278801580
2007-08-03,3257895300
2007-08-06,3417596050
2007-08-07,3479153430
2007-08-08,3646403670
2007-08-09,3639434910
2007-08-10,3542453000
2007-08-13,3532580590
2007-08-14,3415853860
2007-08-15,3443728900
2007-08-16,3469861750
2007-08-17,3602268190
2007-08-20,3706218860
2007-08-21,3678924550
2007-08-22,3656276080
2007-08-23,3657437540
2007-08-24,3608075490
2007-08-27,3558132710
2007-08-28,3460570070
2007-08-29,3540130080
2007-08-30,3541872270
2007-08-31,3570908770
2007-09-04,3588330670
2007-09-05,3487283650
2007-09-06,3534903510
2007-09-07,3471603940
2007-09-10,3435017950
2007-09-11,3482057080
2007-09-12,3468700290
2007-09-13,3543614460
2007-09-14,3528515480
2007-09-17,3523288910
2007-09-18,3599364540
2007-09-19,3731770980
2007-09-20,3643500020
2007-09-21,3617367170
2007-09-24,3680086010
2007-09-25,3682989660
2007-09-26,3688216230
2007-09-27,3728286600
2007-09-28,3731190250
2007-10-01,3506767000
2007-10-02,3591962749
2007-10-03,3552937600
2007-10-04,3595260650
2007-10-05,3672761299
2007-10-08,3629888600
2007-10-09,3605703999
2007-10-10,3606253650
2007-10-11,3625491399
2007-10-12,3524355800
2007-10-15,3450702700
2007-10-16,3404532100
2007-10-17,3334726550
2007-10-18,3313290200
2007-10-19,3181923850
2007-10-22,3218750400
2007-10-23,3305045450
2007-10-24,3292403500
2007-10-25,3269318200
2007-10-26,3259424500
2007-10-29,3241286050
2007-10-30,3251729400
2007-10-31,3427067750
2007-11-01,3297900000
2007-11-02,3096178450
2007-11-05,2990645650
2007-11-06,2921939400
2007-11-07,2899403750
2007-11-08,2847187000
2007-11-09,2931833100
2007-11-12,2912045700
2007-11-13,3021426050
2007-11-14,2958765950
2007-11-15,2957117000
2007-11-16,2908747800
2007-11-19,2801566050
2007-11-20,2724065400
2007-11-21,2688887800
2007-11-23,2736707350
2007-11-26,2573461300
2007-11-27,2685589900
2007-11-28,2802115700
2007-11-29,2860928250
2007-11-30,2891708650
2007-12-03,2837842950
2007-12-04,2750448600
2007-12-05,2814208000
2007-12-06,2888410750
2007-12-07,2832346450
2007-12-10,2898304450
2007-12-11,2758693350
2007-12-12,2708125550
2007-12-13,2681192700
2007-12-14,2615234700
2007-12-17,2516297700
2007-12-18,2533886500
2007-12-19,2563567600
2007-12-20,2527840350
2007-12-21,2599294850
2007-12-24,2722966100
2007-12-26,2680643050
2007-12-27,2638320000
2007-12-28,2605341000
2007-12-31,2646564750
2008-01-02,2553124250
2008-01-03,2405268400
2008-01-04,2338211100
2008-01-07,2395924350
2008-01-08,2318423700
2008-01-09,2389328550
2008-01-10,2422307550
2008-01-11,2450889350
2008-01-14,2445942500
2008-01-15,2348104800
2008-01-16,2388229250
2008-01-17,2390977500
2008-01-18,2379984500
2008-01-22,2509152250
2008-01-23,2774083550
2008-01-24,2624578750
2008-01-25,2633922800
2008-01-28,2752647200
2008-01-29,2721866800
2008-01-30,2639419300
2008-01-31,2707575900
2008-02-01,2760891950
2008-02-04,2692735350
2008-02-05,2616883650
2008-02-06,2605341000
2008-02-07,2666352150
2008-02-08,2573461300
2008-02-11,2527840350
2008-02-12,2624578750
2008-02-13,2622929800
2008-02-14,2585553600
2008-02-15,2572362000
2008-02-19,2545429150
2008-02-20,2595447300
2008-02-21,2596546600
2008-02-22,2677894800
2008-02-25,2751547900
2008-02-26,2736157700
2008-02-27,2735608050
2008-02-28,2690536750
2008-02-29,2610287850
2008-03-03,2651511600
2008-03-04,2656458450
2008-03-05,2710324150
2008-03-06,2627327000
2008-03-07,2692735350
2008-03-10,2661954950
2008-03-11,2831796800
2008-03-12,2756494750
2008-03-13,2815307300
2008-03-14,2809810800
2008-03-17,2805413600
2008-03-18,2901052700
2008-03-19,2914244300
2008-03-20,2962613500
2008-03-24,2998890400
2008-03-25,3003837250
2008-03-26,2911496050
2008-03-27,2827399600
2008-03-28,2743852800
2008-03-31,2778620200
2008-04-01,2907034520
2008-04-02,2941352140
2008-04-03,3060910300
2008-04-04,3008326850
2008-04-07,3063677850
2008-04-08,2972902210
2008-04-09,2871609880
2008-04-10,2916444190
2008-04-11,2868842330
2008-04-14,2820133450
2008-04-15,2828989610
2008-04-16,2934156510
2008-04-17,2955743400
2008-04-18,2950208300
2008-04-21,2894857300
2008-04-22,2855004580
2008-04-23,2872716900
2008-04-24,2976223270
2008-04-25,2970688170
2008-04-28,2957957440
2008-04-29,2943012670
2008-04-30,2928621410
2008-05-01,2933603000
2008-05-02,2908141540
2008-05-05,2835078220
2008-05-06,2816812390
2008-05-07,2735999930
2008-05-08,2720501650
2008-05-09,2726590260
2008-05-12,2812384310
2008-05-13,2837292260
2008-05-14,2857772130
2008-05-15,2913676640
2008-05-16,2906481010
2008-05-19,2895964320
2008-05-20,2842273850
2008-05-21,2728250790
2008-05-22,2752051720
2008-05-23,2723269200
2008-05-27,2755926290
2008-05-28,2748177150
2008-05-29,2759800860
2008-05-30,2726590260
2008-06-02,2701682310
2008-06-03,2726590260
2008-06-04,2760354370
2008-06-05,2808509740
2008-06-06,2696700720
2008-06-09,2600389980
2008-06-10,2613674220
2008-06-11,2565518850
2008-06-12,2614781240
2008-06-13,2675667340
2008-06-16,2734892910
2008-06-17,2661276080
2008-06-18,2632493560
2008-06-19,2700021780
2008-06-20,2627511970
2008-06-23,2552788120
2008-06-24,2602604020
2008-06-25,2625851440
2008-06-26,2473636190
2008-06-27,2439872080
2008-06-30,2450543420
2008-07-01,2454972780
2008-07-02,2386871370
2008-07-03,2343685110
2008-07-07,2313786930
2008-07-08,2497605370
2008-07-09,2329289690
2008-07-10,2390747060
2008-07-11,2399052110
2008-07-14,2361402550
2008-07-15,2317108950
2008-07-16,2452204430
2008-07-17,2491515000
2008-07-18,2488746650
2008-07-21,2531932910
2008-07-22,2685853170
2008-07-23,2840327100
2008-07-24,2629378830
2008-07-25,2682531150
2008-07-28,2603910010
2008-07-29,2743434850
2008-07-30,2715197680
2008-07-31,2722949060
2008-08-01,2676994450
2008-08-04,2636022870
2008-08-05,2763920640
2008-08-06,2798801850
2008-08-07,2672011420
2008-08-08,2760598620
2008-08-11,2896247770
2008-08-12,2880191340
2008-08-13,2823717000
2008-08-14,2827039020
2008-08-15,2786067440
2008-08-18,2734576130
2008-08-19,2666474720
2008-08-20,2672011420
2008-08-21,2638237550
2008-08-22,2726824750
2008-08-25,2620520110
2008-08-26,2624949470
2008-08-27,2650971960
2008-08-28,2758937610
2008-08-29,2702463270
2008-09-02,2705785290
2008-09-03,2762259630
2008-09-04,2673118760
2008-09-05,2636022870
2008-09-08,2767796330
2008-09-09,2678655460
2008-09-10,2700802260
2008-09-11,2700248590
2008-09-12,2751739900
2008-09-15,2537469610
2008-09-16,2634915530
2008-09-17,2535254930
2008-09-18,2814858280
2008-09-19,3037987290
2008-09-22,2707999970
2008-09-23,2719073370
2008-09-24,2643220580
2008-09-25,2643774250
2008-09-26,2629932500
2008-09-29,2454419110
2008-09-30,2540827440
2008-10-01,2490409800
2008-10-02,2449964880
2008-10-03,2365750800
2008-10-06,2353561920
2008-10-07,2271564000
2008-10-08,2234443320
2008-10-09,1969058160
2008-10-10,2410074000
2008-10-13,2280982680
2008-10-14,2080974240
2008-10-15,1800630000
2008-10-16,1889830440
2008-10-17,1874317320
2008-10-20,1900911240
2008-10-21,1833318360
2008-10-22,1704781080
2008-10-23,1700902800
2008-10-24,1601175600
2008-10-27,1471530240
2008-10-28,1722510360
2008-10-29,1716969960
2008-10-30,1736361360
2008-10-31,1867668840
2008-11-03,1851601680
2008-11-04,1949666759
2008-11-05,1752982560
2008-11-06,1695916440
2008-11-07,1844399160
2008-11-10,1685389680
2008-11-11,1613918520
2008-11-12,1520839800
2008-11-13,1677633120
2008-11-14,1476516600
2008-11-17,1419450480
2008-11-18,1366816680
2008-11-19,1200604680
2008-11-20,1050459840
2008-11-21,1061540640
2008-11-24,1249360200
2008-11-25,1375127280
2008-11-26,1484273160
2008-11-28,1466543880
2008-12-01,1242711720
2008-12-02,1378451520
2008-12-03,1462111560
2008-12-04,1405599480
2008-12-05,1609486200
2008-12-08,1771265880
2008-12-09,1617796800
2008-12-10,1692038160
2008-12-11,1406707560
2008-12-12,1583446320
2008-12-15,1494799920
2008-12-16,1648823040
2008-12-17,1767941640
2008-12-18,1689267960
2008-12-19,1777914360
2008-12-22,1726942680
2008-12-23,1669322520
2008-12-24,1690376040
2008-12-26,1706997240
2008-12-29,1577905920
2008-12-30,1669876560
2008-12-31,1740999680
2009-01-02,1656005120
2009-01-05,1634339840
2009-01-06,1701557760
2009-01-07,1697113600
2009-01-08,1689336320
2009-01-09,1610452480
2009-01-12,1523791360
2009-01-13,1546567680
2009-01-14,1463239680
2009-01-15,1506014720
2009-01-16,1572677120
2009-01-20,1384355840
2009-01-21,1546012160
2009-01-22,1462128640
2009-01-23,1526568960
2009-01-26,1505459200
2009-01-27,1522680320
2009-01-28,1669893120
2009-01-29,1512680960
2009-01-30,1464350720
2009-02-02,1491571200
2009-02-03,1441018880
2009-02-04,1394910720
2009-02-05,1305472000
2009-02-06,1365468160
2009-02-09,1371578880
2009-02-10,1307138560
2009-02-11,1347136000
2009-02-12,1309916160
2009-02-13,1234365440
2009-02-17,1167147520
2009-02-18,1177146880
2009-02-19,1093818880
2009-02-20,1162703360
2009-02-23,1074375680
2009-02-24,1173813760
2009-02-25,1146593280
2009-02-26,1054376960
2009-02-27,1043822080
2009-03-02,975493119
2009-03-03,988270080
2009-03-04,1029378560
2009-03-05,981603840
2009-03-06,979937280
2009-03-09,1013824000
2009-03-10,1162703360
2009-03-11,1190479360
2009-03-12,1322693120
2009-03-13,1294361600
2009-03-16,1181591040
2009-03-17,1278807040
2009-03-18,1311027200
2009-03-19,1256030720
2009-03-20,1152148480
2009-03-23,1371023360
2009-03-24,1216033280
2009-03-25,1251031040
2009-03-26,1337136640
2009-03-27,1220477440
2009-03-30,1118261760
2009-03-31,1327148420
2009-04-01,1335143290
2009-04-02,1456911310
2009-04-03,1579909310
2009-04-06,1519025300
2009-04-07,1385572470
2009-04-08,1429851750
2009-04-09,1667237890
