,AMAT
2013-11-26,21129120000
2013-11-27,20924100000
2013-11-29,20863800000
2013-12-02,20634660000
2013-12-03,20646720000
2013-12-04,20031660000
2013-12-05,19899000000
2013-12-06,20296979999
2013-12-09,20296979999
2013-12-10,20296979999
2013-12-11,20296979999
2013-12-12,20164320000
2013-12-13,20140200000
2013-12-16,20091960000
2013-12-17,20260800000
2013-12-18,20538180000
2013-12-19,20357280000
2013-12-20,20731140000
2013-12-23,21117060000
2013-12-24,20972340000
2013-12-26,21032640000
2013-12-27,21020580000
2013-12-30,21092940000
2013-12-31,21322080000
2014-01-02,21165300000
2014-01-03,21117060000
2014-01-06,20851740000
2014-01-07,20948220000
2014-01-08,21008520000
2014-01-09,20984400000
2014-01-10,21068820000
2014-01-13,20887920000
2014-01-14,21261780000
2014-01-15,21623580000
2014-01-16,21261780000
2014-01-17,21165300000
2014-01-21,21237660000
2014-01-22,21297960000
2014-01-23,21141180000
2014-01-24,20707020000
2014-01-27,20331520000
2014-01-28,20368000000
2014-01-29,20343680000
2014-01-30,20404480000
2014-01-31,20453120000
2014-02-03,20380160000
2014-02-04,20404480000
2014-02-05,20538240000
2014-02-06,20732800000
2014-02-07,20890880000
2014-02-10,20976000000
2014-02-11,21620480000
2014-02-12,21778560000
2014-02-13,22945920000
2014-02-14,23055360000
2014-02-18,22921600000
2014-02-19,22800000000
2014-02-20,23091840000
2014-02-21,23225600000
2014-02-24,23189120000
2014-02-25,23128320000
2014-02-26,23225600000
2014-02-27,23116160000
2014-02-28,23055360000
2014-03-03,22751360000
2014-03-04,22909440000
2014-03-05,23310720000
2014-03-06,23566080000
2014-03-07,23882240000
2014-03-10,23566080000
2014-03-11,23262080000
2014-03-12,23724160000
2014-03-13,22958080000
2014-03-14,22763520000
2014-03-17,23079680000
2014-03-18,23553920000
2014-03-19,23675520000
2014-03-20,24551040000
2014-03-21,24526720000
2014-03-24,24441600000
2014-03-25,24757760000
2014-03-26,24149760000
2014-03-27,23943040000
2014-03-28,24538880000
2014-03-31,24830720000
2014-04-01,25073920000
2014-04-02,25280640000
2014-04-03,25341440000
2014-04-04,24624000000
2014-04-07,24356480000
2014-04-08,24137600000
2014-04-09,24307840000
2014-04-10,23213440000
2014-04-11,23249920000
2014-04-14,23128320000
2014-04-15,22933760000
2014-04-16,23006720000
2014-04-17,23091840000
2014-04-21,23274240000
2014-04-22,23541760000
2014-04-23,23408000000
2014-04-24,23553920000
2014-04-25,22641920000
2014-04-28,22740060000
2014-04-29,23227260000
2014-04-30,23215080000
2014-05-01,22995840000
2014-05-02,23093280000
2014-05-05,23105460000
2014-05-06,22971480000
2014-05-07,23129820000
2014-05-08,23531760000
2014-05-09,23519580000
2014-05-12,23714460000
2014-05-13,23275980000
2014-05-14,23081100000
2014-05-15,22764420000
2014-05-16,24615780000
2014-05-19,24506160000
2014-05-20,24201660000
2014-05-21,24360000000
2014-05-22,24226020000
2014-05-23,24408720000
2014-05-27,25066439999
2014-05-28,25017720000
2014-05-29,24701040000
2014-05-30,24591420000
2014-06-02,24993360000
2014-06-03,26089560000
2014-06-04,26260080000
2014-06-05,26528040000
2014-06-06,26576760000
2014-06-09,26686380000
2014-06-10,26662020000
2014-06-11,26662020000
2014-06-12,26491500000
2014-06-13,27246660000
2014-06-16,27222300000
2014-06-17,27392820000
2014-06-18,27246660000
2014-06-19,27356280000
2014-06-20,27709500000
2014-06-23,27892200000
2014-06-24,27697320000
2014-06-25,27514620000
2014-06-26,27307560000
2014-06-27,27283200000
2014-06-30,27465900000
2014-07-01,27599880000
2014-07-02,27758220000
2014-07-03,27782580000
2014-07-07,27965280000
2014-07-08,27697320000
2014-07-09,28342860000
2014-07-10,27855660000
2014-07-11,27831300000
2014-07-14,28087080000
2014-07-15,27880020000
2014-07-16,27831300000
2014-07-17,27733860000
2014-07-18,28014000000
2014-07-21,27904380000
2014-07-22,27429360000
2014-07-23,26674200000
2014-07-24,26503680000
2014-07-25,25858140000
2014-07-28,26059200000
2014-07-29,25851800000
2014-07-30,25961600000
2014-07-31,25571200000
2014-08-01,25729800000
2014-08-04,25778600000
2014-08-05,25424800000
2014-08-06,25803000000
2014-08-07,25241800000
2014-08-08,25412599999
2014-08-11,25729800000
2014-08-12,25510200000
2014-08-13,25583400000
2014-08-14,25803000000
2014-08-15,27425600000
2014-08-18,26962000000
2014-08-19,26901000000
2014-08-20,26718000000
2014-08-21,27084000000
2014-08-22,27047400000
2014-08-25,26986400000
2014-08-26,27120600000
2014-08-27,27608600000
2014-08-28,27816000000
2014-08-29,28194200000
2014-09-02,27974600000
2014-09-03,27938000000
2014-09-04,27498800000
2014-09-05,27767200000
2014-09-08,27657400000
2014-09-09,27401200000
2014-09-10,27291400000
2014-09-11,27974600000
2014-09-12,27206000000
2014-09-15,26901000000
2014-09-16,27291400000
2014-09-17,27389000000
2014-09-18,27572000000
2014-09-19,27511000000
2014-09-22,26766800000
2014-09-23,26388600000
2014-09-24,26791200000
2014-09-25,26242200000
2014-09-26,26522800000
2014-09-29,26535000000
2014-09-30,26364200000
2014-10-01,25571200000
2014-10-02,25046600000
2014-10-03,25302800000
2014-10-06,25132000000
2014-10-07,24851400000
2014-10-08,25803000000
2014-10-09,25461400000
2014-10-10,24192599999
2014-10-13,23082400000
2014-10-14,23594800000
2014-10-15,23704600000
2014-10-16,24241400000
2014-10-17,24253600000
2014-10-20,24485400000
2014-10-21,25351600000
2014-10-22,24997800000
2014-10-23,25498000000
2014-10-24,25607800000
2014-10-27,25752960000
2014-10-28,26010000000
2014-10-29,26291520000
2014-10-30,26120160000
2014-10-31,27038160000
2014-11-03,27185040000
2014-11-04,27025919999
2014-11-05,27674640000
2014-11-06,27650160000
2014-11-07,27454320000
2014-11-10,27699120000
2014-11-11,27588960000
2014-11-12,27527759999
2014-11-13,27686880000
2014-11-14,27931680000
2014-11-17,27515520000
2014-11-18,27760320000
2014-11-19,27650160000
2014-11-20,27699120000
2014-11-21,27980640000
2014-11-24,28445759999
2014-11-25,28433520000
2014-11-26,29216880000
2014-11-28,29437200000
2014-12-01,29057759999
2014-12-02,29216880000
2014-12-03,30098160000
2014-12-04,29865600000
2014-12-05,30648960000
2014-12-08,29669759999
2014-12-09,29890080000
2014-12-10,29106720000
2014-12-11,29118960000
2014-12-12,28959840000
2014-12-15,28629360000
2014-12-16,29192400000
2014-12-17,29939040000
2014-12-18,30612240000
2014-12-19,30465360000
2014-12-22,31089600000
2014-12-23,31089600000
2014-12-24,30906000000
2014-12-26,30832560000
2014-12-29,30979440000
2014-12-30,30869280000
2014-12-31,30502080000
2015-01-02,30551040000
2015-01-05,29571840000
2015-01-06,28458000000
2015-01-07,28727280000
2015-01-08,29645280000
2015-01-09,29669759999
2015-01-12,28959840000
2015-01-13,28555919999
2015-01-14,28176480000
2015-01-15,28555919999
2015-01-16,28727280000
2015-01-20,28923120000
2015-01-21,29767680000
2015-01-22,30134880000
2015-01-23,29510640000
2015-01-26,29815199999
2015-01-27,28991100000
2015-01-28,28757400000
2015-01-29,29052600000
2015-01-30,28093200000
2015-02-02,28117800000
2015-02-03,28843500000
2015-02-04,29052600000
2015-02-05,29470800000
2015-02-06,29815199999
2015-02-09,28917300000
2015-02-10,29864400000
2015-02-11,29839800000
2015-02-12,29692200000
2015-02-13,29667600000
2015-02-17,29679900000
2015-02-18,29643000000
2015-02-19,30663900000
2015-02-20,30909900000
2015-02-23,30639300000
2015-02-24,31192800000
2015-02-25,30873000000
2015-02-26,30639300000
2015-02-27,30811500000
2015-03-02,31524900000
2015-03-03,30122699999
2015-03-04,29852100000
2015-03-05,29741400000
2015-03-06,29409300000
2015-03-09,29630700000
2015-03-10,28917300000
2015-03-11,28855800000
2015-03-12,29237100000
2015-03-13,29815199999
2015-03-16,30221100000
2015-03-17,29778300000
2015-03-18,29975100000
2015-03-19,29618399999
2015-03-20,29667600000
2015-03-23,29483100000
2015-03-24,29397000000
2015-03-25,27834900000
2015-03-26,27552000000
2015-03-27,28080899999
2015-03-30,28007100000
2015-03-31,27748800000
2015-04-01,27539700000
2015-04-02,27392100000
2015-04-06,27256800000
2015-04-07,27047699999
2015-04-08,27527400000
2015-04-09,27687300000
2015-04-10,27675000000
2015-04-13,27465899999
2015-04-14,27306000000
2015-04-15,27736500000
2015-04-16,26912400000
2015-04-17,26432699999
2015-04-20,26764800000
2015-04-21,27416700000
2015-04-22,27441300000
2015-04-23,27269100000
2015-04-24,26814000000
2015-04-27,24383370000
2015-04-28,24468840000
2015-04-29,24432210000
2015-04-30,24163590000
2015-05-01,24395580000
2015-05-04,24273480000
2015-05-05,23638560000
2015-05-06,23748450000
2015-05-07,23882760000
2015-05-08,24041490000
2015-05-11,24322320000
2015-05-12,24285690000
2015-05-13,24334530000
2015-05-14,24249060000
2015-05-15,24664200000
2015-05-18,24651990000
2015-05-19,24407789999
2015-05-20,24310110000
2015-05-21,24603150000
2015-05-22,24590940000
2015-05-26,24407789999
2015-05-27,24835140000
2015-05-28,24859560000
2015-05-29,24578730000
2015-06-01,24798510000
2015-06-02,24883980000
2015-06-03,24859560000
2015-06-04,24493260000
2015-06-05,24603150000
2015-06-08,24261270000
2015-06-09,24310110000
2015-06-10,24468840000
2015-06-11,24151380000
2015-06-12,23956020000
2015-06-15,24065910000
2015-06-16,24200220000
2015-06-17,23858340000
2015-06-18,24224640000
2015-06-19,24078120000
2015-06-22,24249060000
2015-06-23,24371160000
2015-06-24,24542100000
2015-06-25,24493260000
2015-06-26,24151380000
2015-06-29,23455410000
2015-06-30,23467620000
2015-07-01,23821710000
2015-07-02,23943810000
2015-07-06,23528670000
2015-07-07,23406570000
2015-07-08,22649550000
2015-07-09,22612920000
2015-07-10,22918170000
2015-07-13,23577510000
2015-07-14,23064690000
2015-07-15,22673970000
2015-07-16,21819270000
2015-07-17,21697170000
2015-07-20,21697170000
2015-07-21,21770429999
2015-07-22,21355289999
2015-07-23,21636120000
2015-07-24,21208770000
2015-07-27,20543160000
2015-07-28,20826840000
2015-07-29,20744100000
2015-07-30,20767740000
2015-07-31,20519520000
2015-08-03,20283120000
2015-08-04,19893059999
2015-08-05,20129460000
2015-08-06,19916700000
2015-08-07,20070360000
2015-08-10,20803200000
2015-08-11,20495880000
2015-08-12,20448600000
2015-08-13,20153100000
2015-08-14,19668480000
2015-08-17,20129460000
2015-08-18,19538460000
2015-08-19,19432080000
2015-08-20,18888360000
2015-08-21,18297360000
2015-08-24,17848200000
2015-08-25,17540880000
2015-08-26,18013680000
2015-08-27,18841080000
2015-08-28,18900180000
2015-08-31,19018380000
2015-09-01,18309180000
2015-09-02,18533760000
2015-09-03,18628320000
2015-09-04,18190980000
2015-09-08,18592860000
2015-09-09,18273720000
2015-09-10,18391920000
2015-09-11,18321000000
2015-09-14,18439200000
2015-09-15,18817440000
2015-09-16,19112940000
2015-09-17,18935640000
2015-09-18,18829260000
2015-09-21,18486480000
2015-09-22,17848200000
2015-09-23,17269020000
2015-09-24,17363580000
2015-09-25,17257200000
2015-09-28,16985340000
2015-09-29,17198100000
2015-09-30,17363580000
2015-10-01,17339940000
2015-10-02,17659080000
2015-10-05,17848200000
2015-10-06,18013680000
2015-10-07,18190980000
2015-10-08,18521940000
2015-10-09,18498300000
2015-10-12,18439200000
2015-10-13,17895480000
2015-10-14,18250080000
2015-10-15,18581040000
2015-10-16,18711060000
2015-10-19,18687420000
2015-10-20,19136580000
2015-10-21,18994740000
2015-10-22,19160220000
2015-10-23,19432080000
2015-10-26,18714179999
2015-10-27,18645420000
2015-10-28,18954840000
2015-10-29,19184040000
2015-10-30,19218420000
2015-11-02,19355940000
2015-11-03,19482000000
2015-11-04,19333020000
2015-11-05,19264260000
2015-11-06,19539300000
2015-11-09,19264260000
2015-11-10,19206960000
2015-11-11,19241340000
2015-11-12,18943380000
2015-11-13,19757040000
2015-11-16,20330040000
2015-11-17,20421720000
2015-11-18,20776980000
2015-11-19,20857200000
2015-11-20,20834280000
2015-11-23,20776980000
2015-11-24,21063480000
2015-11-25,21143700000
2015-11-27,21338520000
2015-11-30,21510420000
2015-12-01,21980280000
2015-12-02,21922980000
2015-12-03,21498960000
2015-12-04,21808380000
2015-12-07,21670860000
2015-12-08,21716700000
2015-12-09,21808380000
2015-12-10,21487500000
2015-12-11,20994720000
2015-12-14,20685300000
2015-12-15,21155160000
2015-12-16,21201000000
2015-12-17,20696760000
2015-12-18,20742600000
2015-12-21,21223920000
2015-12-22,21498960000
2015-12-23,21877140000
2015-12-24,21900060000
2015-12-28,21774000000
2015-12-29,22071960000
2015-12-30,21728160000
2015-12-31,21395820000
2016-01-04,21166620000
2016-01-05,21189540000
2016-01-06,20318580000
2016-01-07,19722660000
2016-01-08,19241340000
2016-01-11,19115280000
2016-01-12,19195500000
2016-01-13,18565200000
2016-01-14,19264260000
2016-01-15,18427679999
2016-01-19,18851700000
2016-01-20,18760020000
2016-01-21,19264260000
2016-01-22,19539300000
2016-01-25,19378860000
2016-01-26,19883100000
2016-01-27,19585140000
2016-01-28,19115280000
2016-01-29,20226900000
2016-02-01,19644450000
2016-02-02,18976650000
2016-02-03,19243770000
2016-02-04,19566540000
2016-02-05,18709530000
2016-02-08,18019470000
2016-02-09,17919300000
2016-02-10,17796870000
2016-02-11,17407320000
2016-02-12,17874780000
2016-02-16,18609360000
2016-02-17,19076820000
2016-02-18,19110210000
2016-02-19,20456940000
2016-02-22,20690670000
2016-02-23,20601630000
2016-02-24,20801970000
2016-02-25,21024570000
2016-02-26,21147000000
2016-02-29,21002310000
2016-03-01,21558810000
2016-03-02,21692370000
2016-03-03,21647850000
2016-03-04,21581070000
2016-03-07,21636720000
2016-03-08,20902140000
2016-03-09,21336210000
2016-03-10,21781410000
2016-03-11,22304520000
2016-03-14,22159830000
2016-03-15,22148700000
2016-03-16,22315650000
2016-03-17,22571640000
2016-03-18,22805370000
2016-03-21,23072490000
2016-03-22,23128140000
2016-03-23,22571640000
2016-03-24,22426950000
2016-03-28,22482600000
2016-03-29,22916670000
2016-03-30,23417520000
2016-03-31,23573340000
2016-04-01,23840460000
2016-04-04,23562210000
2016-04-05,23317350000
2016-04-06,23439780000
2016-04-07,23150400000
2016-04-08,23139270000
2016-04-11,23306220000
2016-04-12,23295090000
2016-04-13,23718030000
2016-04-14,23907240000
2016-04-15,23896110000
2016-04-18,23996280000
2016-04-19,23595600000
2016-04-20,23528820000
2016-04-21,23317350000
2016-04-22,23484300000
2016-04-25,23306220000
2016-04-26,23673510000
2016-04-27,23840460000
2016-04-28,23161530000
2016-04-29,22783110000
2016-05-02,21995730000
2016-05-03,21768300000
2016-05-04,21497550000
2016-05-05,21497550000
2016-05-06,21519210000
2016-05-09,21540870000
2016-05-10,21638340000
2016-05-11,21670830000
2016-05-12,21259290000
2016-05-13,21237630000
2016-05-16,21497550000
2016-05-17,21270120000
2016-05-18,21573360000
2016-05-19,21562530000
2016-05-20,24540780000
2016-05-23,24800700000
2016-05-24,25439670000
2016-05-25,25623780000
2016-05-26,25699590000
2016-05-27,26468520000
2016-05-31,26446860000
2016-06-01,26403540000
2016-06-02,26555160000
2016-06-03,26414370000
2016-06-06,26176110000
2016-06-07,26176110000
2016-06-08,26241090000
2016-06-09,26446860000
2016-06-10,26067810000
2016-06-13,25927020000
2016-06-14,25710420000
2016-06-15,25667100000
2016-06-16,25656270000
2016-06-17,25374690000
2016-06-20,25591290000
2016-06-21,25807890000
2016-06-22,25959510000
2016-06-23,26555160000
2016-06-24,25158090000
2016-06-27,24140070000
2016-06-28,24844020000
2016-06-29,25515480000
2016-06-30,25959510000
2016-07-01,25872870000
2016-07-05,25818720000
2016-07-06,25992000000
2016-07-07,26306070000
2016-07-08,26999190000
2016-07-11,27237450000
2016-07-12,27519030000
2016-07-13,28060530000
2016-07-14,28266300000
2016-07-15,28526220000
2016-07-18,28807800000
2016-07-19,28580370000
2016-07-20,28861950000
2016-07-21,28407090000
2016-07-22,28558710000
2016-07-25,28688670000
2016-07-26,29035230000
2016-07-27,29132700000
2016-07-28,28829460000
2016-07-29,28472070000
2016-08-01,28397870000
2016-08-02,28073570000
2016-08-03,28322200000
2016-08-04,28505970000
2016-08-05,28981610000
2016-08-08,29003230000
2016-08-09,28959990000
2016-08-10,28549210000
2016-08-11,28992420000
2016-08-12,29381580000
2016-08-15,29695070000
2016-08-16,29424820000
2016-08-17,29500490000
2016-08-18,29922080000
2016-08-19,32040840000
2016-08-22,31511150000
2016-08-23,32375950000
2016-08-24,32105700000
2016-08-25,32051650000
2016-08-26,32397570000
2016-08-29,32484050000
2016-08-30,32419190000
2016-08-31,32257040000
2016-09-01,32743490000
2016-09-02,32451620000
2016-09-06,32408380000
2016-09-07,32332710000
2016-09-08,32202990000
2016-09-09,31197660000
2016-09-12,31986790000
2016-09-13,31759780000
2016-09-14,31813830000
2016-09-15,32592150000
2016-09-16,32484050000
2016-09-19,32754300000
2016-09-20,32851590000
2016-09-21,33046170000
2016-09-22,32743490000
2016-09-23,32062460000
2016-09-26,31727350000
2016-09-27,32040840000
2016-09-28,32148940000
2016-09-29,31975980000
2016-09-30,32592150000
2016-10-03,32343520000
2016-10-04,32008410000
2016-10-05,32365140000
2016-10-06,32311090000
2016-10-07,32159750000
2016-10-10,31759780000
2016-10-11,30959840000
2016-10-12,30959840000
2016-10-13,30116660000
2016-10-14,30343670000
2016-10-17,30051800000
2016-10-18,30289620000
2016-10-19,30613920000
2016-10-20,30678780000
2016-10-21,30732830000
2016-10-24,31511150000
2016-10-25,31197660000
2016-10-26,31186850000
2016-10-27,31197660000
2016-10-28,30981460000
2016-10-31,31348240000
2016-11-01,31154200000
2016-11-02,30820020000
2016-11-03,30475060000
2016-11-04,30421160000
2016-11-07,31617740000
2016-11-08,31811780000
2016-11-09,31402140000
2016-11-10,30378040000
2016-11-11,31067960000
2016-11-14,31251220000
2016-11-15,31919580000
2016-11-16,32361560000
2016-11-17,33126940000
2016-11-18,33137720000
2016-11-21,33795300000
2016-11-22,34140260000
2016-11-23,34366640000
2016-11-25,34366640000
2016-11-28,34323520000
2016-11-29,34668480000
2016-11-30,34711600000
2016-12-01,32447800000
2016-12-02,33892320000
2016-12-05,33989340000
2016-12-06,34075580000
2016-12-07,35045780000
2016-12-08,35261380000
2016-12-09,34873300000
2016-12-12,34496000000
2016-12-13,34528340000
2016-12-14,34646920000
2016-12-15,35638680000
2016-12-16,35045780000
2016-12-19,34970320000
2016-12-20,35153580000
2016-12-21,35121240000
2016-12-22,35584780000
2016-12-23,35466200000
2016-12-27,35929740000
2016-12-28,35466200000
2016-12-29,35207480000
2016-12-30,34787060000
2017-01-03,34431320000
2017-01-04,34754720000
2017-01-05,34603800000
2017-01-06,34539120000
2017-01-09,35336840000
2017-01-10,35714140000
2017-01-11,36080660000
2017-01-12,35908180000
2017-01-13,36425620000
2017-01-17,35897400000
2017-01-18,36317820000
2017-01-19,36382500000
2017-01-20,36479520000
2017-01-23,36382500000
2017-01-24,36684340000
2017-01-25,37104760000
2017-01-26,36630440000
2017-01-27,37773120000
2017-01-30,37018520000
2017-01-31,36921500000
2017-02-01,37762340000
2017-02-02,37665320000
2017-02-03,38064180000
2017-02-06,37924040000
2017-02-07,38312120000
2017-02-08,38376800000
2017-02-09,38171980000
2017-02-10,38074960000
2017-02-13,38225880000
2017-02-14,37977940000
2017-02-15,38258220000
2017-02-16,37924040000
2017-02-17,38452260000
2017-02-21,39433240000
2017-02-22,39357780000
2017-02-23,38980480000
2017-02-24,39131400000
2017-02-27,39271540000
2017-02-28,39045160000
2017-03-01,39724300000
2017-03-02,39336220000
2017-03-03,39745860000
2017-03-06,39735080000
2017-03-07,39853660000
2017-03-08,40090820000
2017-03-09,40295640000
2017-03-10,41093360000
2017-03-13,41438320000
2017-03-14,41255060000
2017-03-15,41955760000
2017-03-16,42095900000
2017-03-17,42343840000
2017-03-20,42656460000
2017-03-21,41589240000
2017-03-22,41847960000
2017-03-23,41880300000
2017-03-24,42009660000
2017-03-27,41891080000
2017-03-28,41847960000
2017-03-29,41901860000
2017-03-30,41923420000
2017-03-31,41934200000
2017-04-03,41923420000
2017-04-04,42042000000
2017-04-05,41373640000
2017-04-06,41589240000
2017-04-07,41966540000
2017-04-10,41891080000
2017-04-11,41179600000
2017-04-12,40716060000
2017-04-13,40446560000
2017-04-17,40985560000
2017-04-18,41017900000
2017-04-19,42311500000
2017-04-20,43001420000
2017-04-21,42893620000
2017-04-24,43594320000
2017-04-25,43971620000
2017-04-26,43885380000
2017-04-27,44553740000
2017-04-28,43777580000
2017-05-01,44660700000
2017-05-02,44671410000
2017-05-03,44500050000
2017-05-04,44575020000
2017-05-05,44799930000
2017-05-08,44489340000
2017-05-09,45024840000
2017-05-10,45913770000
2017-05-11,46567080000
2017-05-12,46524240000
2017-05-15,47466720000
2017-05-16,48269970000
2017-05-17,45795960000
2017-05-18,47027610000
2017-05-19,47209680000
2017-05-22,47905830000
2017-05-23,48098610000
2017-05-24,47798730000
2017-05-25,48216420000
2017-05-26,48730500000
2017-05-30,48794760000
2017-05-31,49137480000
2017-06-01,49266000000
2017-06-02,50122800000
2017-06-05,50037120000
2017-06-06,49876470000
2017-06-07,50615460000
2017-06-08,50797530000
2017-06-09,47916540000
2017-06-12,47488140000
2017-06-13,48034350000
2017-06-14,47102580000
2017-06-15,46224360000
2017-06-16,46170810000
2017-06-19,47434590000
2017-06-20,46438560000
2017-06-21,46717020000
2017-06-22,46417140000
2017-06-23,47220390000
2017-06-26,46320750000
2017-06-27,44864190000
2017-06-28,45720990000
2017-06-29,44382240000
2017-06-30,44243010000
2017-07-03,43921710000
2017-07-05,45110520000
2017-07-06,45099810000
2017-07-07,46631340000
2017-07-10,47348910000
2017-07-11,48623400000
2017-07-12,48494880000
2017-07-13,48516300000
2017-07-14,49394520000
2017-07-17,49426650000
2017-07-18,49930020000
2017-07-19,50529780000
2017-07-20,50604750000
2017-07-21,50133510000
2017-07-24,50101380000
2017-07-25,49694400000
2017-07-26,50818950000
2017-07-27,49308840000
2017-07-28,48462750000
2017-07-31,47145840000
2017-08-01,46922400000
2017-08-02,45464720000
2017-08-03,45432800000
2017-08-04,45560480000
2017-08-07,46773440000
2017-08-08,46709600000
2017-08-09,46613840000
2017-08-10,44719920000
2017-08-11,45837120000
2017-08-14,46581920000
2017-08-15,46688320000
2017-08-16,47305440000
2017-08-17,45879680000
2017-08-18,47135200000
2017-08-21,46081840000
2017-08-22,47294800000
2017-08-23,46837280000
2017-08-24,46518080000
2017-08-25,46081840000
2017-08-28,46422320000
2017-08-29,46837280000
2017-08-30,48380080000
2017-08-31,48007680000
2017-09-01,47986400000
2017-09-05,47326720000
2017-09-06,47592720000
2017-09-07,48114080000
2017-09-08,47188400000
2017-09-11,48497120000
2017-09-12,48571600000
2017-09-13,49071680000
2017-09-14,50061200000
2017-09-15,50156960000
2017-09-18,51125200000
2017-09-19,51348640000
2017-09-20,50305920000
2017-09-21,50167600000
2017-09-22,50827280000
2017-09-25,49295120000
2017-09-26,48858880000
2017-09-27,51965760000
2017-09-28,53859680000
2017-09-29,55423760000
2017-10-02,55413120000
2017-10-03,55157760000
2017-10-04,54902400000
2017-10-05,54721520000
2017-10-06,55753600000
2017-10-09,56062160000
2017-10-10,55955760000
2017-10-11,56636720000
2017-10-12,56721840000
2017-10-13,57392160000
2017-10-16,58562560000
2017-10-17,58658320000
2017-10-18,58881760000
2017-10-19,58871120000
2017-10-20,59679760000
2017-10-23,59977680000
2017-10-24,59988320000
2017-10-25,58839200000
2017-10-26,59509520000
2017-10-27,60318160000
2017-10-30,59030400000
2017-10-31,59590080000
2017-11-01,58829760000
2017-11-02,59410560000
2017-11-03,59716800000
2017-11-06,59484480000
2017-11-07,59632320000
2017-11-08,60107520000
2017-11-09,58586880000
2017-11-10,59516160000
2017-11-13,60223680000
2017-11-14,59579520000
2017-11-15,58893120000
2017-11-16,61079040000
2017-11-17,59653440000
2017-11-20,60846720000
2017-11-21,62092800000
2017-11-22,60910080000
2017-11-24,61152960000
2017-11-27,60128640000
2017-11-28,60540480000
2017-11-29,55872960000
2017-11-30,55725120000
2017-12-01,54816960000
2017-12-04,52557120000
2017-12-05,52884480000
2017-12-06,53866560000
2017-12-07,55228800000
2017-12-08,54310080000
2017-12-11,54510720000
2017-12-12,53296320000
2017-12-13,53602560000
2017-12-14,54183360000
2017-12-15,55482240000
2017-12-18,56390400000
2017-12-19,55925760000
2017-12-20,56274240000
2017-12-21,54795840000
2017-12-22,54975360000
2017-12-26,53908800000
2017-12-27,54574080000
2017-12-28,54616320000
2017-12-29,53982720000
2018-01-02,56010240000
2018-01-03,57002880000
2018-01-04,57330240000
2018-01-05,57657600000
2018-01-08,59051520000
2018-01-09,57932160000
2018-01-10,56284800000
2018-01-11,56179200000
2018-01-12,56443200000
2018-01-16,57552000000
2018-01-17,60551040000
2018-01-18,60614400000
2018-01-19,60614400000
2018-01-22,60677760000
2018-01-23,61026240000
2018-01-24,60065280000
2018-01-25,58882560000
2018-01-26,60318720000
2018-01-29,56934570000
2018-01-30,54928020000
2018-01-31,55185270000
2018-02-01,54825120000
2018-02-02,52149720000
2018-02-05,49710990000
2018-02-06,51707250000
2018-02-07,50102010000
2018-02-08,47076750000
2018-02-09,49474320000
2018-02-12,50935500000
2018-02-13,50986950000
2018-02-14,53466840000
2018-02-15,55555710000
2018-02-16,56625870000
2018-02-20,58303140000
2018-02-21,57757770000
2018-02-22,57696030000
2018-02-23,58663290000
2018-02-26,60515490000
2018-02-27,59311560000
2018-02-28,59260110000
2018-03-01,58725030000
2018-03-02,59712870000
2018-03-05,59301270000
2018-03-06,61729710000
2018-03-07,61143180000
2018-03-08,61091730000
2018-03-09,63396690000
2018-03-12,62738130000
2018-03-13,61421010000
2018-03-14,61976670000
2018-03-15,62028120000
2018-03-16,61163760000
2018-03-19,60196500000
2018-03-20,60947670000
2018-03-21,62542620000
2018-03-22,60669840000
2018-03-23,56986020000
2018-03-26,60165630000
2018-03-27,57047760000
2018-03-28,55627740000
2018-03-29,57222690000
2018-04-02,54423810000
2018-04-03,55545420000
2018-04-04,57171240000
2018-04-05,55864410000
2018-04-06,53857860000
2018-04-09,54557580000
2018-04-10,56389200000
2018-04-11,56543550000
2018-04-12,58066470000
2018-04-13,57696030000
2018-04-16,58519230000
2018-04-17,59537940000
2018-04-18,56317170000
2018-04-19,52674510000
2018-04-20,52571610000
2018-04-23,51635220000
2018-04-24,50132880000
2018-04-25,50565060000
2018-04-26,51954210000
2018-04-27,50832600000
2018-04-30,49371980000
2018-05-01,50604540000
2018-05-02,50226820000
2018-05-03,50405740000
2018-05-04,52244640000
2018-05-07,52274460000
2018-05-08,53129300000
2018-05-09,53805220000
2018-05-10,55196820000
2018-05-11,54510960000
2018-05-14,54928440000
2018-05-15,53765460000
2018-05-16,54838980000
2018-05-17,53636240000
2018-05-18,49212940000
2018-05-21,49700000000
2018-05-22,49948500000
2018-05-23,50037960000
2018-05-24,50465380000
2018-05-25,50544900000
2018-05-29,51707880000
2018-05-30,51280460000
2018-05-31,50475320000
2018-06-01,51926560000
2018-06-04,51976260000
2018-06-05,52592540000
2018-06-06,52214820000
2018-06-07,50942500000
2018-06-08,50843100000
2018-06-11,49590660000
2018-06-12,50554840000
2018-06-13,50674120000
2018-06-14,49391860000
2018-06-15,49014140000
2018-06-18,48030080000
2018-06-19,48258700000
2018-06-20,48288520000
2018-06-21,48696060000
2018-06-22,47672240000
2018-06-25,46429740000
2018-06-26,46389980000
2018-06-27,44978500000
2018-06-28,45018260000
2018-06-29,45912860000
2018-07-02,45405920000
2018-07-03,44531200000
2018-07-05,45167360000
2018-07-06,45853220000
2018-07-09,46240880000
2018-07-10,46459560000
2018-07-11,44928800000
2018-07-12,45405920000
2018-07-13,45853220000
2018-07-16,46032140000
