,AMAT
2004-08-24,26891767530
2004-08-25,27448847460
2004-08-26,26976173580
2004-08-27,27617659560
2004-08-30,26993054790
2004-08-31,26824242690
2004-09-01,27094342050
2004-09-02,27567015929
2004-09-03,26503499700
2004-09-07,26486618490
2004-09-08,26655430590
2004-09-09,27668303190
2004-09-10,28529244899
2004-09-13,28731819420
2004-09-14,29069443619
2004-09-15,28309789170
2004-09-16,28326670380
2004-09-17,28529244899
2004-09-20,29694048390
2004-09-21,29761573230
2004-09-22,28883750310
2004-09-23,28968156360
2004-09-24,28107214649
2004-09-27,27702065610
2004-09-28,27364441410
2004-09-29,27651421980
2004-09-30,27837115289
2004-10-01,29204493300
2004-10-04,28968156360
2004-10-05,29255136929
2004-10-06,29103206039
2004-10-07,28968156360
2004-10-08,27364441410
2004-10-11,27499491090
2004-10-12,27280035360
2004-10-13,27668303190
2004-10-14,26503499700
2004-10-15,26503499700
2004-10-18,26773599060
2004-10-19,26824242690
2004-10-20,27212510520
2004-10-21,27651421980
2004-10-22,26942411160
2004-10-25,26807361480
2004-10-26,26486618490
2004-10-27,27246272940
2004-10-28,27347560200
2004-10-29,27178748100
2004-11-01,26746009290
2004-11-02,27180903750
2004-11-03,26963456520
2004-11-04,27164177039
2004-11-05,27231083880
2004-11-08,27415077690
2004-11-09,27381624270
2004-11-10,26695829160
2004-11-11,26896549679
2004-11-12,27047090070
2004-11-15,28067419380
2004-11-16,28033965960
2004-11-17,29004115140
2004-11-18,29522643149
2004-11-19,28418680289
2004-11-22,28602674100
2004-11-23,28268139899
2004-11-24,28368500160
2004-11-26,28418680289
2004-11-29,28335046740
2004-11-30,27833245440
2004-12-01,29639730120
2004-12-02,29271742500
2004-12-03,29924084190
2004-12-06,29873904060
2004-12-07,29372102759
2004-12-08,28887028170
2004-12-09,28686307649
2004-12-10,28485587130
2004-12-13,28703034360
2004-12-14,29137928820
2004-12-15,29204835660
2004-12-16,28552493970
2004-12-17,28167779640
2004-12-20,28033965960
2004-12-21,28201233060
2004-12-22,28418680289
2004-12-23,28485587130
2004-12-27,28117599509
2004-12-28,28301593320
2004-12-29,28485587130
2004-12-30,28502313840
2004-12-31,28602674100
2005-01-03,28134326220
2005-01-04,27599071500
2005-01-05,27130723620
2005-01-06,26930003100
2005-01-07,27013636649
2005-01-10,27047090070
2005-01-11,27013636649
2005-01-12,27649251630
2005-01-13,27180903750
2005-01-14,27649251630
2005-01-18,27649251630
2005-01-19,26779462710
2005-01-20,26612195610
2005-01-21,26076940890
2005-01-24,25374419070
2005-01-25,26177301150
2005-01-26,26963456520
2005-01-27,27565618080
2005-01-28,26829642840
2005-01-31,26403285600
2005-02-01,27233577599
2005-02-02,27001095840
2005-02-03,26835037440
2005-02-04,27881205360
2005-02-07,27764964480
2005-02-08,28014052080
2005-02-09,27416241840
2005-02-10,27665329440
2005-02-11,28462409760
2005-02-14,28445803920
2005-02-15,29043614159
2005-02-16,29060220000
2005-02-17,28777920719
2005-02-18,28894161599
2005-02-22,28993796640
2005-02-23,28645074000
2005-02-24,29193066719
2005-02-25,29757665280
2005-02-28,28977190800
2005-03-01,29342519280
2005-03-02,28595256480
2005-03-03,28395986400
2005-03-04,28030657920
2005-03-07,28479015599
2005-03-08,27931022880
2005-03-09,27665329440
2005-03-10,27947628719
2005-03-11,27233577599
2005-03-14,27449453520
2005-03-15,26901460800
2005-03-16,26619161520
2005-03-17,26851643280
2005-03-18,26552738160
2005-03-21,26585949840
2005-03-22,26253833040
2005-03-23,26918066640
2005-03-24,27615511920
2005-03-28,27316606800
2005-03-29,27084125039
2005-03-30,27632117760
2005-03-31,26984490000
2005-04-01,26585949840
2005-04-04,26652373200
2005-04-05,26602555680
2005-04-06,26569344000
2005-04-07,26818431599
2005-04-08,26685584880
2005-04-11,26569344000
2005-04-12,26436497280
2005-04-13,25656022800
2005-04-14,25340511840
2005-04-15,24078468000
2005-04-18,24676278240
2005-04-19,24908760000
2005-04-20,24510219840
2005-04-21,25124635920
2005-04-22,24842336640
2005-04-25,24892154160
2005-04-26,24908760000
2005-04-27,24792519120
2005-04-28,24709489920
2005-04-29,24692884080
2005-05-02,24593896600
2005-05-03,24610205550
2005-05-04,25132091950
2005-05-05,25229945650
2005-05-06,25490888850
2005-05-09,25572433600
2005-05-10,25784449950
2005-05-11,25686596250
2005-05-12,25588742550
2005-05-13,26355263200
2005-05-16,26208482650
2005-05-17,26159555800
2005-05-18,25996466300
2005-05-19,25637669400
2005-05-20,25849685750
2005-05-23,26143246850
2005-05-24,26877149600
2005-05-25,26746677999
2005-05-26,27219637550
2005-05-27,27154401749
2005-05-31,26779295900
2005-06-01,27105474900
2005-06-02,27496889700
2005-06-03,27513198650
2005-06-06,27431653900
2005-06-07,27040239099
2005-06-08,27545816550
2005-06-09,28377572999
2005-06-10,27969849249
2005-06-13,27692597100
2005-06-14,27562125499
2005-06-15,27529507600
2005-06-16,27513198650
2005-06-17,27562125499
2005-06-20,27187019650
2005-06-21,27219637550
2005-06-22,27545816550
2005-06-23,27578434450
2005-06-24,26828222750
2005-06-27,26469425850
2005-06-28,26599897449
2005-06-29,26420499000
2005-06-30,26387881100
2005-07-01,26322645300
2005-07-05,26534661650
2005-07-06,26290027400
2005-07-07,26648824300
2005-07-08,27170710700
2005-07-11,28051394000
2005-07-12,27888304500
2005-07-13,27937231350
2005-07-14,28361264050
2005-07-15,28296028250
2005-07-18,28084011900
2005-07-19,28850532550
2005-07-20,29992159050
2005-07-21,29665980050
2005-07-22,29845378500
2005-07-25,29649671100
2005-07-26,29780142700
2005-07-27,29535508450
2005-07-28,29812760600
2005-07-29,30138939600
2005-08-01,30014485439
2005-08-02,30573965979
2005-08-03,30294225710
2005-08-04,29537281450
2005-08-05,29372728350
2005-08-08,29010711530
2005-08-09,29257541180
2005-08-10,28632239399
2005-08-11,29273996490
2005-08-12,28665150020
2005-08-15,29027166840
2005-08-16,28253767270
2005-08-17,29981574820
2005-08-18,29817021720
2005-08-19,29899298270
2005-08-22,30475234120
2005-08-23,30261315090
2005-08-24,29652468620
2005-08-25,29603102689
2005-08-26,29553736760
2005-08-29,29817021720
2005-08-30,29784111100
2005-08-31,30146127920
2005-09-01,29175264630
2005-09-02,29125898700
2005-09-06,29257541180
2005-09-07,28977800910
2005-09-08,29241085870
2005-09-09,29570192070
2005-09-12,29257541180
2005-09-13,29767655790
2005-09-14,29339817729
2005-09-15,29652468620
2005-09-16,29487915520
2005-09-19,28747426570
2005-09-20,28105669479
2005-09-21,27677831420
2005-09-22,27809473899
2005-09-23,27875295140
2005-09-26,27760107970
2005-09-27,27447457080
2005-09-28,27513278320
2005-09-29,27809473899
2005-09-30,27908205760
2005-10-03,27941116380
2005-10-04,27842384520
2005-10-05,27414546460
2005-10-06,27431001770
2005-10-07,27776563280
2005-10-10,27727197350
2005-10-11,27694286729
2005-10-12,27891750450
2005-10-13,28566418160
2005-10-14,28517052229
2005-10-17,28582873470
2005-10-18,28352499130
2005-10-19,28138580100
2005-10-20,27974027000
2005-10-21,27858839830
2005-10-24,28056303550
2005-10-25,28286677890
2005-10-26,27858839830
2005-10-27,27496823010
2005-10-28,26920887160
2005-10-31,26147533600
2005-11-01,25620107800
2005-11-02,26195481400
2005-11-03,26994611400
2005-11-04,26930681000
2005-11-07,27362211200
2005-11-08,27953567399
2005-11-09,28640819200
2005-11-10,28656801800
2005-11-11,28704749600
2005-11-14,28640819200
2005-11-15,28353132399
2005-11-16,28401080200
2005-11-17,27713828400
2005-11-18,27554002399
2005-11-21,27825706600
2005-11-22,28033480400
2005-11-23,28688767000
2005-11-25,29248158000
2005-11-28,28928506000
2005-11-29,29024401600
2005-11-30,28944488600
2005-12-01,29791566400
2005-12-02,30095235799
2005-12-05,29631740400
2005-12-06,30287027000
2005-12-07,30350957399
2005-12-08,29935409800
2005-12-09,30047288000
2005-12-12,30542748600
2005-12-13,30686592000
2005-12-14,30350957399
2005-12-15,30398905200
2005-12-16,30255061800
2005-12-19,29455931800
2005-12-20,29248158000
2005-12-21,29008418999
2005-12-22,29296105799
2005-12-23,29407983999
2005-12-27,29072349400
2005-12-28,29104314600
2005-12-29,28864575599
2005-12-30,28672784400
2006-01-03,29296105799
2006-01-04,29551827399
2006-01-05,29887462000
2006-01-06,30958296200
2006-01-09,31198035200
2006-01-10,31629565400
2006-01-11,33004068999
2006-01-12,33275773200
2006-01-13,32204938999
2006-01-17,31581617600
2006-01-18,31549652399
2006-01-19,31949217399
2006-01-20,30478818200
2006-01-23,30334974800
2006-01-24,30334974800
2006-01-25,30318992200
2006-01-26,31533669800
2006-01-27,31565635000
2006-01-30,30868809839
2006-01-31,30033239400
2006-02-01,30474672839
2006-02-02,29733695280
2006-02-03,29449916640
2006-02-06,30080535839
2006-02-07,30742686000
2006-02-08,31688614800
2006-02-09,31657083839
2006-02-10,31467898080
2006-02-13,31310243280
2006-02-14,31940862480
2006-02-15,32256172080
2006-02-16,31467898080
2006-02-17,31089526560
2006-02-21,30411610920
2006-02-22,30317018040
2006-02-23,30049004879
2006-02-24,29639102400
2006-02-27,29008483199
2006-02-28,28882359360
2006-03-01,29717929800
2006-03-02,29985942960
2006-03-03,29355323760
2006-03-06,29260730879
2006-03-07,28898124839
2006-03-08,28188678240
2006-03-09,27904899600
2006-03-10,28046788920
2006-03-13,28267505640
2006-03-14,28945421280
2006-03-15,29276496360
2006-03-16,27904899600
2006-03-17,27573824519
2006-03-20,27573824519
2006-03-21,27605355480
2006-03-22,27857603160
2006-03-23,27747244800
2006-03-24,28283271120
2006-03-27,28141381800
2006-03-28,27447700680
2006-03-29,27731479320
2006-03-30,28015257960
2006-03-31,27605355480
2006-04-03,28062554400
2006-04-04,27999492480
2006-04-05,28787766480
2006-04-06,29055779640
2006-04-07,28440925920
2006-04-10,27889134120
2006-04-11,27605355480
2006-04-12,27463466160
2006-04-13,28551284280
2006-04-17,27826072199
2006-04-18,28598580720
2006-04-19,28898124839
2006-04-20,29292261839
2006-04-21,28472456879
2006-04-24,28204443720
2006-04-25,28157147280
2006-04-26,28235974680
2006-04-27,28913890320
2006-04-28,28299036600
2006-05-01,27324109280
2006-05-02,27432661360
2006-05-03,28006436639
2006-05-04,28766301200
2006-05-05,29541673200
2006-05-08,29324569040
2006-05-09,28859345840
2006-05-10,28208033360
2006-05-11,28083973840
2006-05-12,28052958960
2006-05-15,27525706000
2006-05-16,27680780400
2006-05-17,26254095920
2006-05-18,26021484320
2006-05-19,26362648000
2006-05-22,26161051280
2006-05-23,25215097440
2006-05-24,26052499200
2006-05-25,25943947120
2006-05-26,26223081040
2006-05-30,25912932240
2006-05-31,26223081040
2006-06-01,26610767040
2006-06-02,26424677760
2006-06-05,25757857840
2006-06-06,25602783440
2006-06-07,25385679280
2006-06-08,25757857840
2006-06-09,25540753680
2006-06-12,25168575120
2006-06-13,25029008160
2006-06-14,25494231360
2006-06-15,26099021519
2006-06-16,25277127200
2006-06-19,25292634639
2006-06-20,25509738800
2006-06-21,25974962000
2006-06-22,25664813200
2006-06-23,25013500720
2006-06-26,25153067680
2006-06-27,24718859360
2006-06-28,24920456080
2006-06-29,25664813200
2006-06-30,25246112320
2006-07-03,25633798320
2006-07-05,25137560240
2006-07-06,25401186720
2006-07-07,24935963519
2006-07-10,24486247760
2006-07-11,25029008160
2006-07-12,24315665920
2006-07-13,23974502240
2006-07-14,23912472480
2006-07-17,23974502240
2006-07-18,24021024560
2006-07-19,24579292400
2006-07-20,23121593040
2006-07-21,22888981440
2006-07-24,23462756720
2006-07-25,23400726960
2006-07-26,23338697200
2006-07-27,23416234400
2006-07-28,24176098960
2006-07-31,24449102640
2006-08-01,23999214330
2006-08-02,24185375010
2006-08-03,24371535690
2006-08-04,24045754500
2006-08-07,23890620600
2006-08-08,23657919750
2006-08-09,23456245680
2006-08-10,23937160770
2006-08-11,23533812630
2006-08-14,23890620600
2006-08-15,24340508910
2006-08-16,24371535690
2006-08-17,24526669590
2006-08-18,24464616030
2006-08-21,24216401790
2006-08-22,24185375010
2006-08-23,24681803490
2006-08-24,24976557900
2006-08-25,25023098070
2006-08-28,25333365869
2006-08-29,25891847910
2006-08-30,26295196050
2006-08-31,26217629099
2006-09-01,26124548760
2006-09-05,26078008589
2006-09-06,25488499770
2006-09-07,25457472990
2006-09-08,25643633670
2006-09-11,25488499770
2006-09-12,27055352160
2006-09-13,26900218260
2006-09-14,26807137920
2006-09-15,26683030800
2006-09-18,27582807420
2006-09-19,27070865550
2006-09-20,26791624530
2006-09-21,26279682660
2006-09-22,26124548760
2006-09-25,26915731650
2006-09-26,27241512839
2006-09-27,27210486060
2006-09-28,27505240470
2006-09-29,27505240470
2006-10-02,27319079790
2006-10-03,27427673520
2006-10-04,28063722510
2006-10-05,28048209119
2006-10-06,28389503700
2006-10-09,28653231330
2006-10-10,28823878619
2006-10-11,28885932180
2006-10-12,29010039300
2006-10-13,29506467780
2006-10-16,29444414220
2006-10-17,28979012520
2006-10-18,27644860980
2006-10-19,26915731650
2006-10-20,26760597750
2006-10-23,27008811990
2006-10-24,26434816560
2006-10-25,26714057580
2006-10-26,27427673520
2006-10-27,26776111140
2006-10-30,24198218500
2006-10-31,24254006900
2006-11-01,24058747500
2006-11-02,23849541000
2006-11-03,23821646799
2006-11-06,24114535900
2006-11-07,24825838000
2006-11-08,24895573500
2006-11-09,24295848200
2006-11-10,24574790200
2006-11-13,25244251000
2006-11-14,25802135000
2006-11-15,26011341499
2006-11-16,25076885800
2006-11-17,25272145200
2006-11-20,25439510399
2006-11-21,25397669100
2006-11-22,25648716900
2006-11-24,25830029200
2006-11-27,25076885800
2006-11-28,25286092300
2006-11-29,25313986499
2006-11-30,25118727100
2006-12-01,24728208300
2006-12-04,25565034299
2006-12-05,25871870500
2006-12-06,25913711799
2006-12-07,25704505300
2006-12-08,25760293700
2006-12-11,25662663999
2006-12-12,25425563300
2006-12-13,25021097400
2006-12-14,25383722000
2006-12-15,25286092300
2006-12-18,25523193000
2006-12-19,25313986499
2006-12-20,25537140100
2006-12-21,25104780000
2006-12-22,25327933600
2006-12-26,25997394400
2006-12-27,25913711799
2006-12-28,25871870500
2006-12-29,25732399500
2007-01-03,25690558200
2007-01-04,26220548000
2007-01-05,26039235700
2007-01-08,26346071900
2007-01-09,26848167500
2007-01-10,27252633400
2007-01-11,27238686300
2007-01-12,27196845000
2007-01-16,27168950800
2007-01-17,27057373999
2007-01-18,25453457500
2007-01-19,25397669100
2007-01-22,25048991600
2007-01-23,24351636600
2007-01-24,24546896000
2007-01-25,24379530800
2007-01-26,24797943800
2007-01-29,24496848360
2007-01-30,24747242040
2007-01-31,24663777480
2007-02-01,24955903440
2007-02-02,25206297120
2007-02-05,25220207880
2007-02-06,25248029399
2007-02-07,25387137000
2007-02-08,25470601560
2007-02-09,24997635720
2007-02-12,24886349640
2007-02-13,25289761680
2007-02-14,26277425640
2007-02-15,26555640840
2007-02-16,26458265520
2007-02-20,26096585760
2007-02-21,26388711720
2007-02-22,26708659200
2007-02-23,26694748440
2007-02-26,26555640840
2007-02-27,25679262960
2007-02-28,25832281320
2007-03-01,25665352200
2007-03-02,25011546480
2007-03-05,24747242040
2007-03-06,25289761680
2007-03-07,25317583200
2007-03-08,25651441440
2007-03-09,25498423079
2007-03-12,25832281320
2007-03-13,25512333840
2007-03-14,25581887640
2007-03-15,25818370560
2007-03-16,25720995239
2007-03-19,25693173720
2007-03-20,25734906000
2007-03-21,26263514880
2007-03-22,26166139560
2007-03-23,26138318040
2007-03-26,26263514880
2007-03-27,26207871840
2007-03-28,25943567399
2007-03-29,25734906000
2007-03-30,25484512320
2007-04-02,25540155360
2007-04-03,25526244600
2007-04-04,25943567399
2007-04-05,25985299680
2007-04-09,25943567399
2007-04-10,27000785160
2007-04-11,26750391480
2007-04-12,26917320600
2007-04-13,26541730079
2007-04-16,26764302239
2007-04-17,26931231360
2007-04-18,27376375680
2007-04-19,27251178840
2007-04-20,27098160480
2007-04-23,26666926920
2007-04-24,27112071239
2007-04-25,27112071239
2007-04-26,26847766800
2007-04-27,26847766800
2007-04-30,26629675180
2007-05-01,26906778980
2007-05-02,26976054930
2007-05-03,27017620500
2007-05-04,27364000250
2007-05-07,27419421010
2007-05-08,26934489360
2007-05-09,27280869110
2007-05-10,26574254420
2007-05-11,27391710630
2007-05-14,28375429120
2007-05-15,27405565820
2007-05-16,26560399230
2007-05-17,26241729860
2007-05-18,26117033150
2007-05-21,26186309099
2007-05-22,26560399230
2007-05-23,26560399230
2007-05-24,26366426570
2007-05-25,26643530370
2007-05-29,26615819990
2007-05-30,26227874670
2007-05-31,26463412900
2007-06-01,26795937460
2007-06-04,26671240750
2007-06-05,26407992140
2007-06-06,26366426570
2007-06-07,25493549599
2007-06-08,26033902010
2007-06-11,25798363780
2007-06-12,25632101500
2007-06-13,26491123280
2007-06-14,26906778980
2007-06-15,27502552150
2007-06-18,27474841769
2007-06-19,27405565820
2007-06-20,27197737970
2007-06-21,27932063040
2007-06-22,28056759750
2007-06-25,27544117720
2007-06-26,27336289870
2007-06-27,28195311650
2007-06-28,27668814430
2007-06-29,27530262530
2007-07-02,27945918230
2007-07-03,28001338990
2007-07-05,27779655950
2007-07-06,27696524809
2007-07-09,27945918230
2007-07-10,27488696960
2007-07-11,27724235190
2007-07-12,28749519250
2007-07-13,28375429120
2007-07-16,28569401780
2007-07-17,30204314200
2007-07-18,30010341540
2007-07-19,30176603820
2007-07-20,29733237740
2007-07-23,29705527360
2007-07-24,29525409890
2007-07-25,30135038250
2007-07-26,29927210400
2007-07-27,29871789640
2007-07-30,30975203700
2007-07-31,31003337400
2007-08-01,31580078250
2007-08-02,31397209200
2007-08-03,31242473850
2007-08-06,32142752250
2007-08-07,31805147850
2007-08-08,32297487600
2007-08-09,31495677150
2007-08-10,30736067250
2007-08-13,30581331899
2007-08-14,29877989399
2007-08-15,28640106600
2007-08-16,28597906049
2007-08-17,29259048000
2007-08-20,29455983900
2007-08-21,29315315400
2007-08-22,28935510450
2007-08-23,29118379500
2007-08-24,29343449100
2007-08-27,28963644150
2007-08-28,28330635900
2007-08-29,29132446350
2007-08-30,29470050750
2007-08-31,30046791600
2007-09-04,30637599300
2007-09-05,29962390500
2007-09-06,30004591049
2007-09-07,29244981150
2007-09-10,29413783350
2007-09-11,29568518700
2007-09-12,28907376750
2007-09-13,28921443600
2007-09-14,28597906049
2007-09-17,28569772350
2007-09-18,29666986650
2007-09-19,29681053500
2007-09-20,29568518700
2007-09-21,29962390500
2007-09-24,29596652400
2007-09-25,29554451850
2007-09-26,29090245800
2007-09-27,29118379500
2007-09-28,29118379500
2007-10-01,30004591049
2007-10-02,30412529700
2007-10-03,29273114850
2007-10-04,29048045249
2007-10-05,29723254050
2007-10-08,29413783350
2007-10-09,29062112100
2007-10-10,28400970150
2007-10-11,28302502200
2007-10-12,29596652400
2007-10-15,29230914300
2007-10-16,29329382250
2007-10-17,30412529700
2007-10-18,29357515950
2007-10-19,28274368500
2007-10-22,28780775100
2007-10-23,28865176200
2007-10-24,28302502200
2007-10-25,27233421600
2007-10-26,26530079100
2007-10-29,26012517650
2007-10-30,26286766650
2007-10-31,26629577900
2007-11-01,25751981100
2007-11-02,25875393150
2007-11-05,25368032500
2007-11-06,25217195550
2007-11-07,24558997950
2007-11-08,24558997950
2007-11-09,25655993950
2007-11-12,25107495950
2007-11-13,25518869450
2007-11-14,25793118450
2007-11-15,25875393150
2007-11-16,25436594750
2007-11-19,25093783500
2007-11-20,24956659000
2007-11-21,24682410000
2007-11-23,25134920849
2007-11-26,24435585900
2007-11-27,24915521650
2007-11-28,25751981100
2007-11-29,25669706400
2007-11-30,25820543349
2007-12-03,24956659000
2007-12-04,24805822050
2007-12-05,25683418850
2007-12-06,25587431700
2007-12-07,25080071050
2007-12-10,25560006800
2007-12-11,24833246950
2007-12-12,25203483100
2007-12-13,24778397150
2007-12-14,24367023650
2007-12-17,24092774650
2007-12-18,24284748950
2007-12-19,24120199550
2007-12-20,24641272650
2007-12-21,24600135300
2007-12-24,24888096749
2007-12-26,24942946550
2007-12-27,24353311200
2007-12-28,24504148150
2007-12-31,24353311200
2008-01-02,23873375450
2008-01-03,23448289500
2008-01-04,22995778650
2008-01-07,22940928850
2008-01-08,22392430849
2008-01-09,22817516800
2008-01-10,22488417999
2008-01-11,22488417999
2008-01-14,23091765800
2008-01-15,23242602750
2008-01-16,23887087900
2008-01-17,24037924850
2008-01-18,24709834900
2008-01-22,24682410000
2008-01-23,24819534500
2008-01-24,24627560200
2008-01-25,23887087900
2008-01-28,24352854750
2008-01-29,23986544400
2008-01-30,24312153600
2008-01-31,24312153600
2008-02-01,25614590400
2008-02-04,25071908400
2008-02-05,24556360500
2008-02-06,23715203400
2008-02-07,23945843249
2008-02-08,24325720650
2008-02-11,25085475449
2008-02-12,24515659350
2008-02-13,27011996550
2008-02-14,26035168950
2008-02-15,25831663200
2008-02-19,25071908400
2008-02-20,26374345200
2008-02-21,26157272400
2008-02-22,26699954400
2008-02-25,26659253249
2008-02-26,26930594250
2008-02-27,27269770500
2008-02-28,26903460149
2008-02-29,26008034850
2008-03-03,25614590400
2008-03-04,27568245600
2008-03-05,27812452500
2008-03-06,27310471650
2008-03-07,27256203450
2008-03-10,27568245600
2008-03-11,28409402700
2008-03-12,28463670900
2008-03-13,28572207300
2008-03-14,27920988899
2008-03-17,28043092350
2008-03-18,29209858650
2008-03-19,28043092350
2008-03-20,28626475500
2008-03-24,28368701550
2008-03-25,28029525300
2008-03-26,27581812649
2008-03-27,27106965900
2008-03-28,26482881600
2008-03-31,26469314550
2008-04-01,27269770500
2008-04-02,27934555950
2008-04-03,28287299250
2008-04-04,28341567450
2008-04-07,27391873950
2008-04-08,26455747500
2008-04-09,26699954400
2008-04-10,27378306900
2008-04-11,25926632550
2008-04-14,25628157450
2008-04-15,25451785800
2008-04-16,26238674700
2008-04-17,26008034850
2008-04-18,25953766650
2008-04-21,25777395000
2008-04-22,24963371999
2008-04-23,25506054000
2008-04-24,26130138300
2008-04-25,25913065500
2008-04-28,25646488739
2008-04-29,25659994000
2008-04-30,25200815160
2008-05-01,26348762260
2008-05-02,26605362200
2008-05-05,26281235960
2008-05-06,26186699140
2008-05-07,26011130760
2008-05-08,26348762260
2008-05-09,26051646540
2008-05-12,26834951620
2008-05-13,26821446360
2008-05-14,26875467399
2008-05-15,26524330640
2008-05-16,26429793820
2008-05-19,26335257000
2008-05-20,25768036079
2008-05-21,25511436140
2008-05-22,25889583420
2008-05-23,25551951920
2008-05-27,26416288560
2008-05-28,26389278040
2008-05-29,26510825380
2008-05-30,26753920060
2008-06-02,26267730700
2008-06-03,25592467700
2008-06-04,25984120239
2008-06-05,26065151800
2008-06-06,25511436140
2008-06-09,25565457180
2008-06-10,25619478220
2008-06-11,25295351980
2008-06-12,26146183360
2008-06-13,27132067340
2008-06-16,28077435540
2008-06-17,27618256700
2008-06-18,27483204100
2008-06-19,27685783000
2008-06-20,27145572600
2008-06-23,26672888500
2008-06-24,26983509480
2008-06-25,27834340860
2008-06-26,26200204399
2008-06-27,26051646540
2008-06-30,25781541340
2008-07-01,26038141280
2008-07-02,25389888800
2008-07-03,25254836200
2008-07-07,25470920360
2008-07-08,25443909840
2008-07-09,24106889100
2008-07-10,24768646840
2008-07-11,24187920660
2008-07-14,23998847020
2008-07-15,24404004820
2008-07-16,24741636320
2008-07-17,25214320420
2008-07-18,24687615280
2008-07-21,24052868060
2008-07-22,23485647140
2008-07-23,23728741820
2008-07-24,22904920960
2008-07-25,22972447260
2008-07-28,22614739200
2008-07-29,23020992000
2008-07-30,23305368960
2008-07-31,23454328320
2008-08-01,23738705280
2008-08-04,24199125120
2008-08-05,24469960320
2008-08-06,24307459200
2008-08-07,25025172480
2008-08-08,25444967040
2008-08-11,25079339520
2008-08-12,25011630720
2008-08-13,26176222079
2008-08-14,25891845120
2008-08-15,26135596800
2008-08-18,25444967040
2008-08-19,24957463680
2008-08-20,24998088960
2008-08-21,24862671360
2008-08-22,25038714239
2008-08-25,24537669120
2008-08-26,24632461440
2008-08-27,24794962560
2008-08-28,25052256000
2008-08-29,24266833920
2008-09-02,24104332800
2008-09-03,23169951360
2008-09-04,22682448000
2008-09-05,23237660160
2008-09-08,23494953600
2008-09-09,22885574399
2008-09-10,22167861120
2008-09-11,22506405120
2008-09-12,21978276480
2008-09-15,22127235840
2008-09-16,22398071040
2008-09-17,21260563200
2008-09-18,21572023680
2008-09-19,21531398400
2008-09-22,20976186240
2008-09-23,21070978560
2008-09-24,21179312640
2008-09-25,21693899520
2008-09-26,21599107200
2008-09-29,19811594880
2008-09-30,20488682880
2008-10-01,20258472960
2008-10-02,19324091520
2008-10-03,19215757440
2008-10-06,18335543040
2008-10-07,16724073600
2008-10-08,16886574720
2008-10-09,17333452800
2008-10-10,17198035200
2008-10-13,18132416640
2008-10-14,17265744000
2008-10-15,15586565760
2008-10-16,16967825280
2008-10-17,16236570240
2008-10-20,17279285760
2008-10-21,16548030720
2008-10-22,15762608640
2008-10-23,15383439360
2008-10-24,15437606400
2008-10-27,15020219900
2008-10-28,16535534120
2008-10-29,15924091540
2008-10-30,16057013840
2008-10-31,17160268930
2008-11-03,17226730080
2008-11-04,17691958130
2008-11-05,16562118580
2008-11-06,14475238470
2008-11-07,15020219900
2008-11-10,14235978330
2008-11-11,14156224950
2008-11-12,13225768850
2008-11-13,15113265509
2008-11-14,13597951290
2008-11-17,13292230000
2008-11-18,12627618500
2008-11-19,11192057660
2008-11-20,10819875220
2008-11-21,11099012050
2008-11-24,11750331320
2008-11-25,11577532330
2008-11-26,12933339790
2008-11-28,12733956340
2008-12-01,11803500240
2008-12-02,11949714770
2008-12-03,12375066130
2008-12-04,12654202960
2008-12-05,13292230000
2008-12-08,13305522230
2008-12-09,13704289130
2008-12-10,13757458050
2008-12-11,13371983380
2008-12-12,13890380350
2008-12-15,13544782370
2008-12-16,14289147250
2008-12-17,14182809410
2008-12-18,13425152300
2008-12-19,13465028990
2008-12-22,13491613450
2008-12-23,12920047560
2008-12-24,13066262090
2008-12-26,12880170870
2008-12-29,13026385400
2008-12-30,13491613450
2008-12-31,13465028990
2009-01-02,14182809410
2009-01-05,14182809410
2009-01-06,15392402340
2009-01-07,14089763800
2009-01-08,14275855020
2009-01-09,13784042509
2009-01-12,13292230000
2009-01-13,13544782370
2009-01-14,12933339790
2009-01-15,12893463100
2009-01-16,13531490140
2009-01-20,12494696200
2009-01-21,12521280660
2009-01-22,12162390450
2009-01-23,12906755330
2009-01-26,13090896070
2009-01-27,13423828320
2009-01-28,13823347020
2009-01-29,12784598400
2009-01-30,12478300729
2009-02-02,12531569890
2009-02-03,12757963820
2009-02-04,13090896070
2009-02-05,13623587670
2009-02-06,13916568050
2009-02-09,13583635800
2009-02-10,12904454010
2009-02-11,13010992330
2009-02-12,12544887180
2009-02-13,12664742790
2009-02-17,11466186690
2009-02-18,11439552110
2009-02-19,11106619860
2009-02-20,11665946040
2009-02-23,11146571729
2009-02-24,11639311460
2009-02-25,12584839050
2009-02-26,13104213360
2009-02-27,12265224090
2009-03-02,11785801650
2009-03-03,11785801650
2009-03-04,12385079700
2009-03-05,12038830159
2009-03-06,11586042300
2009-03-09,11426234820
2009-03-10,12278541380
2009-03-11,12784598400
2009-03-12,13503732060
2009-03-13,14103010110
2009-03-16,13889933470
2009-03-17,14249500300
2009-03-18,14449259650
2009-03-19,14249500300
2009-03-20,13596953090
2009-03-23,14728922740
2009-03-24,14103010110
2009-03-25,14635701710
2009-03-26,15474690979
2009-03-27,14955316670
2009-03-30,14196231140
2009-03-31,14316086750
2009-04-01,14329404040
2009-04-02,15234979760
2009-04-03,15727719490
2009-04-06,15394787240
2009-04-07,14049740950
2009-04-08,14316086750
2009-04-09,15248297050
