,BIIB
2004-08-24,19768581850
2004-08-25,20029707910
2004-08-26,19962752510
2004-08-27,20240617420
2004-08-30,19627975510
2004-08-31,19862319410
2004-09-01,20086620000
2004-09-02,20495047940
2004-09-03,20243965190
2004-09-07,20387919300
2004-09-08,20270747350
2004-09-09,20541916720
2004-09-10,20786303930
2004-09-13,20839868250
2004-09-14,20859954870
2004-09-15,20555307800
2004-09-16,20438135850
2004-09-17,20662436440
2004-09-20,20602176580
2004-09-21,20595481040
2004-09-22,19942665890
2004-09-23,19855623870
2004-09-24,19976143590
2004-09-27,19845580560
2004-09-28,20089967770
2004-09-29,20327659440
2004-09-30,20509016430
2004-10-01,21078990730
2004-10-04,20934820760
2004-10-05,20747064520
2004-10-06,20887881700
2004-10-07,20167031850
2004-10-08,19764697050
2004-10-11,20203912540
2004-10-12,20056389780
2004-10-13,19409301310
2004-10-14,19070669520
2004-10-15,19452887580
2004-10-18,19446182000
2004-10-19,19131019740
2004-10-20,19469651530
2004-10-21,19536707330
2004-10-22,19037141620
2004-10-25,18708568200
2004-10-26,19003613720
2004-10-27,19620527080
2004-10-28,19985981190
2004-10-29,19499826640
2004-11-01,19328834350
2004-11-02,19137725320
2004-11-03,20213970910
2004-11-04,20083212100
2004-11-05,20405079940
2004-11-08,20250851600
2004-11-09,20284379500
2004-11-10,19996039560
2004-11-11,20156973480
2004-11-12,19794872160
2004-11-15,19697641250
2004-11-16,19550118490
2004-11-17,19131019740
2004-11-18,19285248080
2004-11-19,18554339860
2004-11-22,19157842060
2004-11-23,19255072970
2004-11-24,19643996610
2004-11-26,19590351970
2004-11-29,19747933100
2004-11-30,19674171720
2004-12-01,20304496240
2004-12-02,20753770100
2004-12-03,20639775240
2004-12-06,20582777810
2004-12-07,20609600130
2004-12-08,21635553870
2004-12-09,22168647480
2004-12-10,21970832870
2004-12-13,22225644910
2004-12-14,22192117010
2004-12-15,21762959890
2004-12-16,22091533310
2004-12-17,21726079200
2004-12-20,22074769360
2004-12-21,22101591680
2004-12-22,22007713560
2004-12-23,22232350490
2004-12-27,21977538450
2004-12-28,22752032940
2004-12-29,22772149680
2004-12-30,22534101589
2004-12-31,22332934190
2005-01-03,22225644910
2005-01-04,21712668040
2005-01-05,21739490360
2005-01-06,21856838010
2005-01-07,22158589110
2005-01-10,22403342779
2005-01-11,22061358200
2005-01-12,22500573690
2005-01-13,21749548730
2005-01-14,22322875820
2005-01-18,22731916200
2005-01-19,22440223470
2005-01-20,21736137570
2005-01-21,21736137570
2005-01-24,21122577000
2005-01-25,21149399320
2005-01-26,21280158130
2005-01-27,21353919510
2005-01-28,20854353800
2005-01-31,21779723839
2005-02-01,21699256880
2005-02-02,21960774500
2005-02-03,21799840580
2005-02-04,22446929050
2005-02-07,22178705850
2005-02-08,22205528170
2005-02-09,21803193370
2005-02-10,22101591680
2005-02-11,22363109300
2005-02-14,22460340210
2005-02-15,22477104160
2005-02-16,22560923910
2005-02-17,22654802029
2005-02-18,22453634630
2005-02-22,21907129860
2005-02-23,21987596820
2005-02-24,22356403720
2005-02-25,22557571120
2005-02-28,12958533350
2005-03-01,13833611540
2005-03-02,13706205520
2005-03-03,13186523070
2005-03-04,12583020870
2005-03-07,12603137610
2005-03-08,12857949650
2005-03-09,13179817490
2005-03-10,12945122190
2005-03-11,12750660370
2005-03-14,13213345389
2005-03-15,12764071530
2005-03-16,12469026010
2005-03-17,12794246639
2005-03-18,12827774540
2005-03-21,12831127330
2005-03-22,12774129900
2005-03-23,12774129900
2005-03-24,13008825200
2005-03-28,12774129900
2005-03-29,12636665510
2005-03-30,12857949650
2005-03-31,11479026790
2005-04-01,11555531460
2005-04-04,11512289690
2005-04-05,11565510330
2005-04-06,11775066600
2005-04-07,12150937370
2005-04-08,12001254320
2005-04-11,11891486750
2005-04-12,12207484300
2005-04-13,12124327050
2005-04-14,11987949160
2005-04-15,11904791910
2005-04-18,11884834169
2005-04-19,11798350630
2005-04-20,11575489200
2005-04-21,11781719180
2005-04-22,11768414020
2005-04-25,11758435150
2005-04-26,12044496090
2005-04-27,11921423360
2005-04-28,11967991419
2005-04-29,12054474960
2005-05-02,12413714280
2005-05-03,12546765880
2005-05-04,12879394880
2005-05-05,12812869080
2005-05-06,12789585050
2005-05-09,12872742300
2005-05-10,12942594389
2005-05-11,12896026330
2005-05-12,13085624860
2005-05-13,12939268100
2005-05-16,12822847950
2005-05-17,12856110850
2005-05-18,13059014540
2005-05-19,13288528550
2005-05-20,12992488740
2005-05-23,13009120190
2005-05-24,12756322150
2005-05-25,12636575710
2005-05-26,13085624860
2005-05-27,13185413560
2005-05-31,13005793900
2005-06-01,13228655330
2005-06-02,12663186030
2005-06-03,12107695600
2005-06-06,11765087730
2005-06-07,11665299030
2005-06-08,11093177150
2005-06-09,11685256770
2005-06-10,11645341290
2005-06-13,11572162910
2005-06-14,11562184040
2005-06-15,11651993870
2005-06-16,12057801250
2005-06-17,11954686260
2005-06-20,11775066600
2005-06-21,11725172250
2005-06-22,11605425810
2005-06-23,11372585510
2005-06-24,11335996320
2005-06-27,11306059710
2005-06-28,11429132440
2005-06-29,11602099520
2005-06-30,11593665200
2005-07-01,11469146880
2005-07-05,11472512240
2005-07-06,11660972400
2005-07-07,11697991360
2005-07-08,11923470480
2005-07-11,12222987520
2005-07-12,12229718240
2005-07-13,12243179680
2005-07-14,12707599360
2005-07-15,12727791520
2005-07-18,12822021600
2005-07-19,12869136640
2005-07-20,13212403360
2005-07-21,13077788960
2005-07-22,12943174560
2005-07-25,12956636000
2005-07-26,13064327520
2005-07-27,13286441279
2005-07-28,13427786400
2005-07-29,13222499440
2005-08-01,13602785120
2005-08-02,13744130240
2005-08-03,13693649840
2005-08-04,13286441279
2005-08-05,12828752320
2005-08-08,12929713120
2005-08-09,13878744640
2005-08-10,13888840720
2005-08-11,14043647279
2005-08-12,13993166880
2005-08-15,14036916560
2005-08-16,13824898880
2005-08-17,13646534799
2005-08-18,13663361600
2005-08-19,13542208640
2005-08-22,13518651120
2005-08-23,13410959600
2005-08-24,13417690320
2005-08-25,13771053120
2005-08-26,13814802799
2005-08-29,13794610640
2005-08-30,13764322400
2005-08-31,14181627040
2005-09-01,14403740799
2005-09-02,14275857120
2005-09-06,14272491759
2005-09-07,14292683920
2005-09-08,14282587840
2005-09-09,14087396960
2005-09-12,14094127680
2005-09-13,13898936799
2005-09-14,13686919120
2005-09-15,13609515840
2005-09-16,13878744640
2005-09-19,13559035440
2005-09-20,13538843279
2005-09-21,13266249120
2005-09-22,13094615759
2005-09-23,12976828160
2005-09-26,12943174560
2005-09-27,12805194799
2005-09-28,12838848400
2005-09-29,12990289600
2005-09-30,13409500439
2005-10-03,13558947760
2005-10-04,13674429780
2005-10-05,13198915580
2005-10-06,12648677720
2005-10-07,12808314630
2005-10-10,12743780560
2005-10-11,12421110210
2005-10-12,12207128820
2005-10-13,12587540180
2005-10-14,12913607060
2005-10-17,13120795390
2005-10-18,13127588450
2005-10-19,13338173310
2005-10-20,13249863530
2005-10-21,13277035770
2005-10-24,13467241450
2005-10-25,13728774260
2005-10-26,13589516530
2005-10-27,13025692550
2005-10-28,13073243970
2005-10-31,13800101390
2005-11-01,13684619370
2005-11-02,13980117479
2005-11-03,14058237670
2005-11-04,14258632939
2005-11-07,14211081520
2005-11-08,14577906760
2005-11-09,14479407390
2005-11-10,14937938939
2005-11-11,15253816229
2005-11-14,14856422220
2005-11-15,14880197930
2005-11-16,14849629160
2005-11-17,15219850930
2005-11-18,15396470490
2005-11-21,15325143360
2005-11-22,15202868280
2005-11-23,15226643990
2005-11-25,15111161970
2005-11-28,14747733260
2005-11-29,14615268590
2005-11-30,14540544930
2005-12-01,14747733260
2005-12-02,14757922850
2005-12-05,14520165750
2005-12-06,14387701080
2005-12-07,14530355340
2005-12-08,15260609290
2005-12-09,15172299510
2005-12-12,15202868280
2005-12-13,15325143360
2005-12-14,15209661340
2005-12-15,15321746830
2005-12-16,15389677430
2005-12-19,14975300770
2005-12-20,14873404870
2005-12-21,15077196670
2005-12-22,15444021910
2005-12-23,15461004560
2005-12-27,15257212760
2005-12-28,15345522540
2005-12-29,15168902979
2005-12-30,15379487840
2006-01-03,15875381220
2006-01-04,16055397310
2006-01-05,16004449360
2006-01-06,16024828540
2006-01-09,16150500149
2006-01-10,16289757880
2006-01-11,16143707090
2006-01-12,15984070180
2006-01-13,15695365130
2006-01-17,15756502670
2006-01-18,15596865760
2006-01-19,15641020649
2006-01-20,15260609290
2006-01-23,15230040520
2006-01-24,15087386260
2006-01-25,14812267330
2006-01-26,15067007080
2006-01-27,15362505189
2006-01-30,15192678689
2006-01-31,15199471750
2006-02-01,15376091310
2006-02-02,15335332950
2006-02-03,15257212760
2006-02-06,15026248720
2006-02-07,15145127270
2006-02-08,15124748090
2006-02-09,15026248720
2006-02-10,15036438310
2006-02-13,14846232630
2006-02-14,15073800140
2006-02-15,15528935160
2006-02-16,16075776490
2006-02-17,15984070180
2006-02-21,15658003300
2006-02-22,16072379960
2006-02-23,16473170500
2006-02-24,16839995740
2006-02-27,17016615300
2006-02-28,16048604250
2006-03-01,15946708350
2006-03-02,15746313080
2006-03-03,15454211500
2006-03-06,15457608030
2006-03-07,15457607350
2006-03-08,15457607350
2006-03-09,16147103620
2006-03-10,16228620340
2006-03-13,16276171760
2006-03-14,16629410880
2006-03-15,16721117189
2006-03-16,16676962300
2006-03-17,16707531070
2006-03-20,16727910250
2006-03-21,16408636430
2006-03-22,16337309300
2006-03-23,15783674910
2006-03-24,15780278380
2006-03-27,16024828540
2006-03-28,15576486580
2006-03-29,16038414660
2006-03-30,16031621600
2006-03-31,16125862500
2006-04-03,15865657500
2006-04-04,15776640000
2006-04-05,15530130000
2006-04-06,15406875000
2006-04-07,15191178750
2006-04-10,15321281250
2006-04-11,15170636250
2006-04-12,15341823750
2006-04-13,15420570000
2006-04-17,15406875000
2006-04-18,15701317500
2006-04-19,15574638750
2006-04-20,15348671250
2006-04-21,15160365000
2006-04-24,15321281250
2006-04-25,15091890000
2006-04-26,15088466250
2006-04-27,15393180000
2006-04-28,15355518750
2006-05-01,15554096250
2006-05-02,15715012500
2006-05-03,15780063750
2006-05-04,16016302500
2006-05-05,16064235000
2006-05-08,15804029999
2006-05-09,16098472500
2006-05-10,16047116250
2006-05-11,15978641250
2006-05-12,15735555000
2006-05-15,16139557500
2006-05-16,16074506250
2006-05-17,15718436249
2006-05-18,15526706250
2006-05-19,15643113750
2006-05-22,15423993749
2006-05-23,15153517500
2006-05-24,15550672500
2006-05-25,16088201250
2006-05-26,16091625000
2006-05-30,15499316250
2006-05-31,15964946250
2006-06-01,16475085000
2006-06-02,16334711250
2006-06-05,15540401250
2006-06-06,15807453750
2006-06-07,15999183749
2006-06-08,15872505000
2006-06-09,15749250000
2006-06-12,15636266250
2006-06-13,15543825000
2006-06-14,15982065000
2006-06-15,16057387500
2006-06-16,15841691250
2006-06-19,15506163750
2006-06-20,15417146250
2006-06-21,15605452500
2006-06-22,15365790000
2006-06-23,15403451250
2006-06-26,15406875000
2006-06-27,15081618749
2006-06-28,15400027499
2006-06-29,16081353750
2006-06-30,15657132720
2006-07-03,15897127630
2006-07-05,15643611880
2006-07-06,15900507840
2006-07-07,15434038859
2006-07-10,15646992090
2006-07-11,15552346210
2006-07-12,15400236760
2006-07-13,15281929410
2006-07-14,14616028040
2006-07-17,14190121579
2006-07-18,13899423520
2006-07-19,14200262210
2006-07-20,13990689190
2006-07-21,13767595329
2006-07-24,13926465200
2006-07-25,14044772549
2006-07-26,13848720370
2006-07-27,13970407930
2006-07-28,14142798640
2006-07-31,14213783049
2006-08-01,13869001630
2006-08-02,14254345570
2006-08-03,14416595650
2006-08-04,14328710190
2006-08-07,14186741370
2006-08-08,14105616329
2006-08-09,14149559060
2006-08-10,14054913180
2006-08-11,14010970450
2006-08-14,14139418430
2006-08-15,14294908090
2006-08-16,14561944680
2006-08-17,14643069720
2006-08-18,14504481109
2006-08-21,14534903000
2006-08-22,14494340480
2006-08-23,14534903000
2006-08-24,14791798960
2006-08-25,14967569880
2006-08-28,15123059540
2006-08-29,14984470930
2006-08-30,15109538700
2006-08-31,14940528200
2006-09-01,14957429250
2006-09-05,15062215760
2006-09-06,14619408250
2006-09-07,14703913500
2006-09-08,14866163579
2006-09-11,14876304210
2006-09-12,14828981270
2006-09-13,14761377070
2006-09-14,14666731190
2006-09-15,14839121900
2006-09-18,14727574970
2006-09-19,14595746780
2006-09-20,14757996859
2006-09-21,14757996859
2006-09-22,14950668829
2006-09-25,15112918910
2006-09-26,15102778280
2006-09-27,15075736600
2006-09-28,15123059540
2006-09-29,15102778280
2006-10-02,15055314400
2006-10-03,15273112800
2006-10-04,15715515800
2006-10-05,15548763900
2006-10-06,15538554599
2006-10-09,15511329800
2006-10-10,15313950000
2006-10-11,15385415100
2006-10-12,15545360800
2006-10-13,15599810400
2006-10-16,15504523600
2006-10-17,15463686400
2006-10-18,15637244500
2006-10-19,15627035200
2006-10-20,15317353100
2006-10-23,15412639900
2006-10-24,15283322099
2006-10-25,15293531400
2006-10-26,15113167099
2006-10-27,14980446200
2006-10-30,14943012099
2006-10-31,16198756000
2006-11-01,16256608700
2006-11-02,16236190100
2006-11-03,16171531200
2006-11-06,16474407099
2006-11-07,16607127999
2006-11-08,16559484599
2006-11-09,16018391700
2006-11-10,16164725000
2006-11-13,16426763700
2006-11-14,16443779200
2006-11-15,16664980700
2006-11-16,16998484500
2006-11-17,17284344900
2006-11-20,17447693700
2006-11-21,17355810000
2006-11-22,17689313800
2006-11-24,17529368100
2006-11-27,17386437900
2006-11-28,17366019300
2006-11-29,17529368100
2006-11-30,17786302150
2006-12-01,17750569600
2006-12-04,17621251800
2006-12-05,17525965000
2006-12-06,17658685900
2006-12-07,17478321600
2006-12-08,17243507700
2006-12-11,17471515400
2006-12-12,17267329400
2006-12-13,17073352700
2006-12-14,17376228600
2006-12-15,17478321600
2006-12-18,17093771299
2006-12-19,16852151200
2006-12-20,16790895400
2006-12-21,16899794599
2006-12-22,16685399300
2006-12-26,16664980700
2006-12-27,16729639599
2006-12-28,16790895400
2006-12-29,16739848900
2007-01-03,16787492300
2007-01-04,16930422500
2007-01-05,16933825600
2007-01-08,17022306200
2007-01-09,16845345000
2007-01-10,16770476800
2007-01-11,17165236400
2007-01-12,17345600700
2007-01-16,17628058000
2007-01-17,17662089000
2007-01-18,17532771200
2007-01-19,17641670400
2007-01-22,17076755800
2007-01-23,16719430300
2007-01-24,16603724900
2007-01-25,16263414900
2007-01-26,16171531200
2007-01-29,16225980800
2007-01-30,16351895499
2007-01-31,16450585400
2007-02-01,16807910900
2007-02-02,16777282999
2007-02-05,16685399300
2007-02-06,16654771400
2007-02-07,16784089200
2007-02-08,16892988400
2007-02-09,16845345000
2007-02-12,16780686100
2007-02-13,16733042700
2007-02-14,17182251900
2007-02-15,16334880000
2007-02-16,16419957500
2007-02-20,16062632000
2007-02-21,16001376200
2007-02-22,16055825800
2007-02-23,15960539000
2007-02-26,16096662999
2007-02-27,15613422800
2007-02-28,15378608900
2007-03-01,15167616700
2007-03-02,14857934599
2007-03-05,14772857099
2007-03-06,15034895800
2007-03-07,14898771800
2007-03-08,14677570300
2007-03-09,14735422999
2007-03-12,14960027600
2007-03-13,14687779599
2007-03-14,15011074100
2007-03-15,15007671000
2007-03-16,14820500499
2007-03-19,15109764000
2007-03-20,15215260100
2007-03-21,15589601100
2007-03-22,15494314300
2007-03-23,15620229000
2007-03-26,15531748400
2007-03-27,15361593400
2007-03-28,15259500400
2007-03-29,15068926800
2007-03-30,15102957800
2007-04-02,15079357650
2007-04-03,15249515150
2007-04-04,15283546649
2007-04-05,15320981300
2007-04-09,15106582850
2007-04-10,15116792300
2007-04-11,14864959200
2007-04-12,15337997050
2007-04-13,15508154550
2007-04-16,15470719900
2007-04-17,15525170300
2007-04-18,15583023850
2007-04-19,15606845900
2007-04-20,15872291600
2007-04-23,16627790900
2007-04-24,16430408200
2007-04-25,16335120000
2007-04-26,16372554650
2007-04-27,16331716850
2007-04-30,16066271150
2007-05-01,16185381400
2007-05-02,16341926300
2007-05-03,16090093200
2007-05-04,15964176649
2007-05-07,16137737300
2007-05-08,16120721550
2007-05-09,16079883750
2007-05-10,15664699450
2007-05-11,15872291600
2007-05-14,15858679000
2007-05-15,15790616000
2007-05-16,16059464850
2007-05-17,15807631750
2007-05-18,15783809700
2007-05-21,15960773500
2007-05-22,15998208150
2007-05-23,16379360950
2007-05-24,16304491649
2007-05-25,16835383050
2007-05-29,16746901150
2007-05-30,17747427250
2007-05-31,17771249300
2007-06-01,17795071350
2007-06-04,17781458750
2007-06-05,17703186300
2007-06-06,17669154800
2007-06-07,17328839800
2007-06-08,17519416200
2007-06-11,17471772100
2007-06-12,17379887050
2007-06-13,17522819350
2007-06-14,17427531150
2007-06-15,17468368950
2007-06-18,17570463450
2007-06-19,17645332750
2007-06-20,17478578400
2007-06-21,17696380000
2007-06-22,17553447700
2007-06-25,17614704400
2007-06-26,17818893400
2007-06-27,18230674550
2007-06-28,18223868250
2007-06-29,18206852500
2007-07-02,15548829980
2007-07-03,15762658900
2007-07-05,15733763100
2007-07-06,15748211000
2007-07-09,15829119240
2007-07-10,15751100580
2007-07-11,15849346300
2007-07-12,16037169000
2007-07-13,16158531360
2007-07-16,15990935720
2007-07-17,15823340080
2007-07-18,15944702440
2007-07-19,15898469160
2007-07-20,15875352520
2007-07-23,15820450500
2007-07-24,16250969024
2007-07-25,17051411580
2007-07-26,16814466020
2007-07-27,16473495580
2007-07-30,16016941940
2007-07-31,16337685320
2007-08-01,16074733540
2007-08-02,16323237420
2007-08-03,16369470700
2007-08-06,16395476920
2007-08-07,16840472240
2007-08-08,17016736620
2007-08-09,16797128540
2007-08-10,16716220300
2007-08-13,16999399140
2007-08-14,17178553100
2007-08-15,16892484680
2007-08-16,17077417800
2007-08-17,17395271600
2007-08-20,17325921680
2007-08-21,17221896800
2007-08-22,17210338480
2007-08-23,17328811260
2007-08-24,18172568620
2007-08-27,18184126940
2007-08-28,17938512640
2007-08-29,18163899880
2007-08-30,18663797220
2007-08-31,18441299560
2007-09-04,18363280900
2007-09-05,18166789460
2007-09-06,19224375740
2007-09-07,19007657240
2007-09-10,18845840760
2007-09-11,18926749000
2007-09-12,18698472180
2007-09-13,18897853200
2007-09-14,18903632360
2007-09-17,18637791000
2007-09-18,19302394400
2007-09-19,19493106680
2007-09-20,19389081800
2007-09-21,19472879620
2007-09-24,19779175100
2007-09-25,19649144000
2007-09-26,19692487700
2007-09-27,19201259100
2007-09-28,19166584140
2007-10-01,20121857740
2007-10-02,19446587860
2007-10-03,19354774850
2007-10-04,19511745480
2007-10-05,20030015112
2007-10-08,19671677820
2007-10-09,19914538040
2007-10-10,19964887110
2007-10-11,19878997520
2007-10-12,20563152530
2007-10-15,24437069210
2007-10-16,23483398590
2007-10-17,23474513460
2007-10-18,23489322010
2007-10-19,23758837620
2007-10-22,23726258810
2007-10-23,23376777030
2007-10-24,22722239120
2007-10-25,22597847300
2007-10-26,22722239120
2007-10-29,22159514219
2007-10-30,21854458090
2007-10-31,22046969240
2007-11-01,21581980770
2007-11-02,21910730580
2007-11-05,21774491920
2007-11-06,21750798240
2007-11-07,21066643230
2007-11-08,22209863290
2007-11-09,21410201590
2007-11-12,20696429480
2007-11-13,20977791930
2007-11-14,20734931710
2007-11-15,20708276320
2007-11-16,20743816840
2007-11-19,20806012750
2007-11-20,20794165910
2007-11-21,20326215730
2007-11-23,20586846210
2007-11-26,20139628000
2007-11-27,20657927250
2007-11-28,20814897880
2007-11-29,21552363670
2007-11-30,21952194520
2007-12-03,21863343219
2007-12-04,21487206050
2007-12-05,21916654000
2007-12-06,21895922030
2007-12-07,22195054740
2007-12-10,21907768870
2007-12-11,22328302072
2007-12-12,22473455480
2007-12-13,17151262609
2007-12-14,17411893090
2007-12-17,16458222470
2007-12-18,16582614290
2007-12-19,16437490500
2007-12-20,16869900160
2007-12-21,17080181570
2007-12-24,17299348110
2007-12-26,17574787140
2007-12-27,17275654430
2007-12-28,17130530640
2007-12-31,16858053320
2008-01-02,16547073770
2008-01-03,16674427300
2008-01-04,16354562620
2008-01-07,17539246620
2008-01-08,16576690870
2008-01-09,17296386400
2008-01-10,17527399780
2008-01-11,17480012420
2008-01-14,17764336580
2008-01-15,17565902010
2008-01-16,17767298290
2008-01-17,18081239550
2008-01-18,17743604610
2008-01-22,16828436220
2008-01-23,17542208330
2008-01-24,17216420230
2008-01-25,17450395320
2008-01-28,17216420230
2008-01-29,18081239550
2008-01-30,17770260000
2008-01-31,18051622450
2008-02-01,18291520960
2008-02-04,18744662590
2008-02-05,17924268920
2008-02-06,17924268920
2008-02-07,18238210180
2008-02-08,18214516500
2008-02-11,18048660740
2008-02-12,17936115760
2008-02-13,18729854040
2008-02-14,18620270770
2008-02-15,18421836200
2008-02-19,17968694570
2008-02-20,18137512040
2008-02-21,17832455910
2008-02-22,17870958140
2008-02-25,18155282300
2008-02-26,18223401630
2008-02-27,17808762230
2008-02-28,17942039180
2008-02-29,17284539560
2008-03-03,17426701640
2008-03-04,17515552940
2008-03-05,17678476607
2008-03-06,16772163730
2008-03-07,16644810200
2008-03-10,16212400540
2008-03-11,17083143280
2008-03-12,17586633980
2008-03-13,17903536950
2008-03-14,17867996430
2008-03-17,17385237700
2008-03-18,17761374870
2008-03-19,17296386400
2008-03-20,17474089000
2008-03-24,18202669660
2008-03-25,18122703490
2008-03-26,18655811290
2008-03-27,18498840660
2008-03-28,17986464830
2008-03-31,17912061640
2008-04-01,18585687560
2008-04-02,18266295960
2008-04-03,18275006640
2008-04-04,18585687560
2008-04-07,18521809240
2008-04-08,18907982720
2008-04-09,18783129640
2008-04-10,19288349080
2008-04-11,18646662320
2008-04-14,18501484320
2008-04-15,18852815080
2008-04-16,19131556840
2008-04-17,19111231919
2008-04-18,18873140000
2008-04-21,18844104400
2008-04-22,18762804720
2008-04-23,18730865560
2008-04-24,18486966520
2008-04-25,18907982720
2008-04-28,18777322520
2008-04-29,17807533480
2008-04-30,17621705640
2008-05-01,18097889480
2008-05-02,18092082360
2008-05-05,18295331560
2008-05-06,18333077840
2008-05-07,18007879120
2008-05-08,18205321200
2008-05-09,18022396920
2008-05-12,18306945800
2008-05-13,18094985920
2008-05-14,18103696600
2008-05-15,18263392400
2008-05-16,18437606000
2008-05-19,18219839000
2008-05-20,18309849360
2008-05-21,17891736720
2008-05-22,18025300480
2008-05-23,17717523120
2008-05-27,18019493360
2008-05-28,18330174280
2008-05-29,18504387880
2008-05-30,18219839000
2008-06-02,17830761960
2008-06-03,17917868760
2008-06-04,18074661000
2008-06-05,18748286919
2008-06-06,18124021520
2008-06-09,17793015680
2008-06-10,17549116640
2008-06-11,17101968400
2008-06-12,17009054480
2008-06-13,17392324400
2008-06-16,17299410480
2008-06-17,16942272600
2008-06-18,16985826000
2008-06-19,17180364520
2008-06-20,16843551560
2008-06-23,16413824680
2008-06-24,16794191040
2008-06-25,16875490720
2008-06-26,16358657040
2008-06-27,16561906240
2008-06-30,16286793120
2008-07-01,17292150720
2008-07-02,17006570880
2008-07-03,16959945600
2008-07-07,17155188960
2008-07-08,18341219520
2008-07-09,17784630240
2008-07-10,17758403520
2008-07-11,18125577600
2008-07-14,17781716160
2008-07-15,18498579840
2008-07-16,18527720640
2008-07-17,18358704000
2008-07-18,18839527200
2008-07-21,19480624800
2008-07-22,20771562240
2008-07-23,20800703040
2008-07-24,20771562240
2008-07-25,20252856000
2008-07-28,20249941920
2008-07-29,20544264000
2008-07-30,20768648160
2008-07-31,20328622080
2008-08-01,14573314080
2008-08-04,14494633920
2008-08-05,14719018080
2008-08-06,14634509760
2008-08-07,14535431040
2008-08-08,14541259200
2008-08-11,14791870080
2008-08-12,15214411680
2008-08-13,15290177760
2008-08-14,15657351840
2008-08-15,15925447200
2008-08-18,15861337440
2008-08-19,15823454400
2008-08-20,15765172800
2008-08-21,15491249279
2008-08-22,15263951040
2008-08-25,15584499840
2008-08-26,15179442720
2008-08-27,14888034720
2008-08-28,14957972640
2008-08-29,14841409440
2008-09-02,14669478720
2008-09-03,14619939360
2008-09-04,14034209279
2008-09-05,14159514720
2008-09-08,13841880000
2008-09-09,13616038800
2008-09-10,13783598400
2008-09-11,14124545760
2008-09-12,14191569600
2008-09-15,13576698720
2008-09-16,14127459840
2008-09-17,13221180960
2008-09-18,13736973120
2008-09-19,14564571840
2008-09-22,14016724800
2008-09-23,13734059040
2008-09-24,13614581760
2008-09-25,14229452640
2008-09-26,14503376160
2008-09-29,14246937120
2008-09-30,14468583870
2008-10-01,14267191770
2008-10-02,14293085040
2008-10-03,14529001500
2008-10-06,14209651170
2008-10-07,13378189500
2008-10-08,13323525930
2008-10-09,12877586280
2008-10-10,12307934340
2008-10-13,13559442390
2008-10-14,13001298570
2008-10-15,12215869380
2008-10-16,12653177940
2008-10-17,13076101350
2008-10-20,13663015470
2008-10-21,12656054970
2008-10-22,11715266160
2008-10-23,11908027170
2008-10-24,11916658260
2008-10-27,11580045750
2008-10-28,12184222050
2008-10-29,12066263820
2008-10-30,11594430900
2008-10-31,12241762650
2008-11-03,13323525930
2008-11-04,13568073479
2008-11-05,12900602520
2008-11-06,12831553800
2008-11-07,13335034050
2008-11-10,13441484160
2008-11-11,13464500400
2008-11-12,12733734780
2008-11-13,13435730100
2008-11-14,12520834560
2008-11-17,12408630390
2008-11-18,12601391400
2008-11-19,11813085180
2008-11-20,11441948310
2008-11-21,11404546920
2008-11-24,11692249920
2008-11-25,11715266160
2008-11-26,12083526000
2008-11-28,12172713930
2008-12-01,11226171060
2008-12-02,11919535290
2008-12-03,12118050360
2008-12-04,11997215100
2008-12-05,12730857750
2008-12-08,13858653510
2008-12-09,13406959800
2008-12-10,13824129150
2008-12-11,13565196450
2008-12-12,13522041000
2008-12-15,13286124540
2008-12-16,14131971360
2008-12-17,13709047950
2008-12-18,13812621030
2008-12-19,13450115250
2008-12-22,13596843780
2008-12-23,13536426150
2008-12-24,13579581600
2008-12-26,13611228930
2008-12-29,13389697620
2008-12-30,13717679040
2008-12-31,13703293890
2009-01-02,13950718470
2009-01-05,13648630320
2009-01-06,13369558410
2009-01-07,13467377430
2009-01-08,13795358850
2009-01-09,13881669750
2009-01-12,13939210350
2009-01-13,14278699890
2009-01-14,13835637270
2009-01-15,14180880870
2009-01-16,14687238150
2009-01-20,14255683650
2009-01-21,15009465510
2009-01-22,14638328640
2009-01-23,13642876260
2009-01-26,13956472530
2009-01-27,14175126810
2009-01-28,14330486430
2009-01-29,14178003840
2009-01-30,13996750950
2009-02-02,14416797330
2009-02-03,15092899380
2009-02-04,15176333250
2009-02-05,15328815840
2009-02-06,15098653440
2009-02-09,15006588479
2009-02-10,14635451610
2009-02-11,14684361120
2009-02-12,15136054830
2009-02-13,15081391260
2009-02-17,14704500330
2009-02-18,14632574580
2009-02-19,14603804280
2009-02-20,14609558340
2009-02-23,14206774140
2009-02-24,14284453950
2009-02-25,14543386650
2009-02-26,13720556070
2009-02-27,13245846120
2009-03-02,12658932000
2009-03-03,12834430830
2009-03-04,13291878600
2009-03-05,12555358920
2009-03-06,12725103690
2009-03-09,12610022490
2009-03-10,13136518979
2009-03-11,13260231270
2009-03-12,14062922640
2009-03-13,13953595500
2009-03-16,13688908740
2009-03-17,14278699890
2009-03-18,14402412180
2009-03-19,14563525860
2009-03-20,14376518910
2009-03-23,14816704500
2009-03-24,14629697550
2009-03-25,14822458560
2009-03-26,15150439979
2009-03-27,15041112840
2009-03-30,15115915620
2009-03-31,15129198300
2009-04-01,14973346200
2009-04-02,15065703000
2009-04-03,14523106800
2009-04-06,14323962450
2009-04-07,15033955350
2009-04-08,15481308600
2009-04-09,15285050400
