,BIIB
2013-11-26,68333043600
2013-11-27,69427033890
2013-11-29,68751264510
2013-12-02,69665679720
2013-12-03,67992796080
2013-12-04,67534407060
2013-12-05,67321752360
2013-12-06,68734724700
2013-12-09,67619468940
2013-12-10,67395000090
2013-12-11,65696125320
2013-12-12,65655957210
2013-12-13,65053435560
2013-12-16,64647028800
2013-12-17,64153197330
2013-12-18,66310461120
2013-12-19,65500010429
2013-12-20,66948425219
2013-12-23,66539655630
2013-12-24,66312823949
2013-12-26,66475859219
2013-12-27,65490559110
2013-12-30,66057638310
2013-12-31,66198735592
2014-01-02,66378219380
2014-01-03,65684436399
2014-01-06,65109046420
2014-01-07,64765114755
2014-01-08,68670307860
2014-01-09,68608743500
2014-01-10,70872417660
2014-01-13,67169084620
2014-01-14,70436731420
2014-01-15,70259141920
2014-01-16,69615084000
2014-01-17,70439099280
2014-01-21,73522053000
2014-01-22,73531524440
2014-01-23,74578118560
2014-01-24,71888229600
2014-01-27,70533813680
2014-01-28,72373640900
2014-01-29,72328651560
2014-01-30,75364248080
2014-01-31,74028775040
2014-02-03,71128146540
2014-02-04,72972709480
2014-02-05,71019224980
2014-02-06,71274953860
2014-02-07,74715454440
2014-02-10,75288476560
2014-02-11,75728898520
2014-02-12,76491349440
2014-02-13,77812615320
2014-02-14,77734475940
2014-02-18,79318574280
2014-02-19,77772361700
2014-02-20,79349356460
2014-02-21,82190788460
2014-02-24,81840345180
2014-02-25,81998991800
2014-02-26,81267323060
2014-02-27,81421233960
2014-02-28,80668254480
2014-03-03,80123646680
2014-03-04,81253115900
2014-03-05,80270454000
2014-03-06,80670622340
2014-03-07,77843397500
2014-03-10,80033668000
2014-03-11,79557728140
2014-03-12,80400686300
2014-03-13,78624791300
2014-03-14,78728977140
2014-03-17,81833241600
2014-03-18,83334464840
2014-03-19,82877467860
2014-03-20,82174213440
2014-03-21,75423444580
2014-03-24,74019303600
2014-03-25,73825139080
2014-03-26,72439940980
2014-03-27,73346831360
2014-03-28,69643498320
2014-03-31,72387500070
2014-04-01,73315211190
2014-04-02,73293911700
2014-04-03,71438489460
2014-04-04,68222242803
2014-04-07,69623299590
2014-04-08,67666113120
2014-04-09,71159229480
2014-04-10,68004538350
2014-04-11,64845114000
2014-04-14,66151482719
2014-04-15,67564348890
2014-04-16,68981948280
2014-04-17,68759486940
2014-04-21,70520244780
2014-04-22,72465598200
2014-04-23,72595761750
2014-04-24,69777129240
2014-04-25,67640080410
2014-04-28,67003462320
2014-04-29,68830485240
2014-04-30,67950106320
2014-05-01,67862541750
2014-05-02,66740768610
2014-05-05,68645889660
2014-05-06,67670846340
2014-05-07,67211724000
2014-05-08,66965596559
2014-05-09,67838875649
2014-05-12,71126096940
2014-05-13,70016156850
2014-05-14,70169986500
2014-05-15,68520459329
2014-05-16,68944082520
2014-05-19,68809185750
2014-05-20,68581991190
2014-05-21,69899009655
2014-05-22,70924935090
2014-05-23,70929668310
2014-05-27,73310477970
2014-05-28,73083283410
2014-05-29,75696020850
2014-05-30,75582423570
2014-06-02,75310263420
2014-06-03,74988404460
2014-06-04,75537457980
2014-06-05,75762285930
2014-06-06,75151700550
2014-06-09,75296063760
2014-06-10,74652345840
2014-06-11,73535305920
2014-06-12,73312844580
2014-06-13,73360176780
2014-06-16,72884488170
2014-06-17,72131906190
2014-06-18,73319944410
2014-06-19,73833498780
2014-06-20,75634488990
2014-06-23,74183757060
2014-06-24,74365986030
2014-06-25,74491416360
2014-06-26,75407294430
2014-06-27,75288963930
2014-06-30,74481582270
2014-07-01,76709108580
2014-07-02,78187827000
2014-07-03,78223259550
2014-07-07,76931152560
2014-07-08,75020157030
2014-07-09,75622510380
2014-07-10,75381569040
2014-07-11,76113841740
2014-07-14,75530385750
2014-07-15,73699704000
2014-07-16,71748551580
2014-07-17,70697385930
2014-07-18,71833589700
2014-07-21,71455642500
2014-07-22,71732016390
2014-07-23,79746859200
2014-07-24,79555523430
2014-07-25,79238992650
2014-07-28,79461036630
2014-07-29,80722435410
2014-07-30,81381480840
2014-07-31,78988602630
2014-08-01,77911453110
2014-08-04,77136661350
2014-08-05,76824854910
2014-08-06,76817532183
2014-08-07,75731170200
2014-08-08,76546118850
2014-08-11,75669753780
2014-08-12,76761076320
2014-08-13,79047656880
2014-08-14,79607491170
2014-08-15,80897235990
2014-08-18,81400378200
2014-08-19,81693287280
2014-08-20,80923219860
2014-08-21,79994887050
2014-08-22,80306693490
2014-08-25,80951565900
2014-08-26,81020068830
2014-08-27,81107469120
2014-08-28,80606689080
2014-08-29,81031879680
2014-09-02,80946841560
2014-09-03,81286994040
2014-09-04,79092538110
2014-09-05,78064994160
2014-09-08,78261054270
2014-09-09,77202802110
2014-09-10,78442941360
2014-09-11,77268942870
2014-09-12,76390215630
2014-09-15,75617786040
2014-09-16,77214612960
2014-09-17,77379964860
2014-09-18,77949247830
2014-09-19,77772085080
2014-09-22,77894917920
2014-09-23,78480736080
2014-09-24,81801947100
2014-09-25,78754747800
2014-09-26,78787818180
2014-09-29,77989404720
2014-09-30,77899469610
2014-10-01,76178103500
2014-10-02,75316243040
2014-10-03,77023480290
2014-10-06,76547808670
2014-10-07,74393157520
2014-10-08,76434777790
2014-10-09,75163180390
2014-10-10,74209482340
2014-10-13,71054036940
2014-10-14,71016359980
2014-10-15,71984186890
2014-10-16,71289517940
2014-10-17,72224377510
2014-10-20,73331138210
2014-10-21,76948126370
2014-10-22,72780112670
2014-10-23,74426124860
2014-10-24,75747173270
2014-10-27,75349210380
2014-10-28,74890022430
2014-10-29,74190643860
2014-10-30,75589401000
2014-10-31,75608239480
2014-11-03,75648271250
2014-11-04,75839010860
2014-11-05,75247953550
2014-11-06,76171039070
2014-11-07,75530530750
2014-11-10,77207155470
2014-11-11,76434777790
2014-11-12,75594110620
2014-11-13,74878248380
2014-11-14,71922961830
2014-11-17,71214164020
2014-11-18,71953574360
2014-11-19,71494386410
2014-11-20,70432367100
2014-11-21,71480257550
2014-11-24,72231441940
2014-11-25,71915897400
2014-11-26,71802866520
2014-11-28,72455148890
2014-12-01,72631759640
2014-12-02,77301347870
2014-12-03,81791970540
2014-12-04,80341407580
2014-12-05,80268408470
2014-12-08,81017238050
2014-12-09,81855550410
2014-12-10,80908916790
2014-12-11,80612210730
2014-12-12,81120849690
2014-12-15,79074519800
2014-12-16,76561937530
2014-12-17,78389270090
2014-12-18,83289629700
2014-12-19,84930932270
2014-12-22,82957601490
2014-12-23,79065100560
2014-12-24,80271940685
2014-12-26,80628694400
2014-12-29,80871239830
2014-12-30,80579243390
2014-12-31,79769052750
2015-01-02,80370639950
2015-01-05,79132216300
2015-01-06,78641076750
2015-01-07,83009633800
2015-01-08,82306998750
2015-01-09,80448188300
2015-01-12,81740660800
2015-01-13,82892136300
2015-01-14,81954506250
2015-01-15,79870100600
2015-01-16,82894486250
2015-01-20,85368983600
2015-01-21,85027065875
2015-01-22,83105981750
2015-01-23,84017762350
2015-01-26,85171587800
2015-01-27,84102360550
2015-01-28,82525544100
2015-01-29,83011983750
2015-01-30,91450654200
2015-02-02,91648050000
2015-02-03,92562180550
2015-02-04,91911244400
2015-02-05,94418641050
2015-02-06,94467990000
2015-02-09,93264815600
2015-02-10,92853574350
2015-02-11,91648050000
2015-02-12,92143889450
2015-02-13,92038141700
2015-02-17,93506860450
2015-02-18,94261194400
2015-02-19,95579516350
2015-02-20,95889709750
2015-02-23,96014257100
2015-02-24,95147125550
2015-02-25,96098855300
2015-02-26,96371449500
2015-02-27,96251602050
2015-03-02,97708571050
2015-03-03,97003586050
2015-03-04,97318479350
2015-03-05,100016221950
2015-03-06,98140961850
2015-03-09,97642772450
2015-03-10,97334929000
2015-03-11,95903809450
2015-03-12,95793361800
2015-03-13,97135183250
2015-03-16,99008093400
2015-03-17,100136069400
2015-03-18,100561410350
2015-03-19,101905581750
2015-03-20,111852920100
2015-03-23,108974231350
2015-03-24,106384586450
2015-03-25,101430891850
2015-03-26,100796405350
2015-03-27,101017300650
2015-03-30,101428541900
2015-03-31,99353072000
2015-04-01,97369493000
2015-04-02,97047132000
2015-04-06,97277726000
2015-04-07,98376577000
2015-04-08,100087208000
2015-04-09,100386039000
2015-04-10,100155445000
2015-04-13,99616608000
2015-04-14,99666021000
2015-04-15,101404888000
2015-04-16,100861345000
2015-04-17,98694232000
2015-04-20,99513076000
2015-04-21,99322483000
2015-04-22,99666021000
2015-04-23,101244884000
2015-04-24,94522363000
2015-04-27,91595231000
2015-04-28,88162204000
2015-04-29,90303434000
2015-04-30,87985729000
2015-05-01,90877566000
2015-05-04,90877566000
2015-05-05,90778740000
2015-05-06,90251668000
2015-05-07,90188137000
2015-05-08,93750579000
2015-05-11,93392923000
2015-05-12,93014090000
2015-05-13,91776412000
2015-05-14,92790555000
2015-05-15,92058772000
2015-05-18,93042326000
2015-05-19,92983501000
2015-05-20,94355300000
2015-05-21,94390595000
2015-05-22,93809404000
2015-05-26,92444664000
2015-05-27,94807076000
2015-05-28,94143530000
2015-05-29,93411747000
2015-06-01,92555255000
2015-06-02,91206986000
2015-06-03,91174044000
2015-06-04,90435202000
2015-06-05,91263458000
2015-06-08,90912861000
2015-06-09,89884600000
2015-06-10,91414050000
2015-06-11,92599962000
2015-06-12,91477581000
2015-06-15,91362284000
2015-06-16,91362284000
2015-06-17,91969358000
2015-06-18,94484715000
2015-06-19,96720065000
2015-06-22,98254221000
2015-06-23,97945978000
2015-06-24,96625945000
2015-06-25,96776537000
2015-06-26,96174169000
2015-06-29,93228213000
2015-06-30,93794868000
2015-07-01,94136202000
2015-07-02,93873816000
2015-07-06,93955086000
2015-07-07,94751532000
2015-07-08,92341296000
2015-07-09,92715138000
2015-07-10,90147006000
2015-07-13,90843606000
2015-07-14,92926440000
2015-07-15,93007710000
2015-07-16,93746106000
2015-07-17,93962052000
2015-07-20,94953546000
2015-07-21,95085900000
2015-07-22,90962028000
2015-07-23,89408610000
2015-07-24,69666966000
2015-07-27,71849646000
2015-07-28,74287746000
2015-07-29,72757548000
2015-07-30,73607400000
2015-07-31,74020716000
2015-08-03,75321036000
2015-08-04,76714236000
2015-08-05,77882202000
2015-08-06,73514520000
2015-08-07,71749800000
2015-08-10,73129068000
2015-08-11,73108170000
2015-08-12,73544706000
2015-08-13,72889902000
2015-08-14,72588042000
2015-08-17,73393776000
2015-08-18,72476586000
2015-08-19,73333404000
2015-08-20,71958780000
2015-08-21,68647608000
2015-08-24,64632870000
2015-08-25,65421189000
2015-08-26,69253650000
2015-08-27,70702578000
2015-08-28,70516818000
2015-08-31,69033060000
2015-09-01,67918500000
2015-09-02,70637562000
2015-09-03,70038486000
2015-09-04,70184772000
2015-09-08,71689428000
2015-09-09,70468056000
2015-09-10,72590364000
2015-09-11,73228914000
2015-09-14,73428606000
2015-09-15,74271492000
2015-09-16,74201832000
2015-09-17,75534660000
2015-09-18,73066374000
2015-09-21,69000552000
2015-09-22,69441732000
2015-09-23,69274548000
2015-09-24,68036922000
2015-09-25,66128238000
2015-09-28,63223415999
2015-09-29,64605006000
2015-09-30,64314924000
2015-10-01,63320920000
2015-10-02,63993140000
2015-10-05,63155620000
2015-10-06,60828196000
2015-10-07,61544496000
2015-10-08,61685552000
2015-10-09,59322864000
2015-10-12,58333268000
2015-10-13,56431216000
2015-10-14,56596516000
2015-10-15,59157564000
2015-10-16,60030348000
2015-10-19,60173607999
2015-10-20,58584524000
2015-10-21,60905335999
2015-10-22,61013332000
2015-10-23,61048596000
2015-10-26,60521840000
2015-10-27,64054852000
2015-10-28,64729276000
2015-10-29,64735888000
2015-10-30,64028404000
2015-11-02,66798832000
2015-11-03,65930456000
2015-11-04,65364028000
2015-11-05,64583811999
2015-11-06,65095140000
2015-11-09,64665359999
2015-11-10,65507288000
2015-11-11,64773356000
2015-11-12,64209132000
2015-11-13,62778735999
2015-11-16,62490011999
2015-11-17,61599596000
2015-11-18,64352392000
2015-11-19,63792576000
2015-11-20,63951264000
2015-11-23,64852700000
2015-11-24,63728659999
2015-11-25,64422920000
2015-11-27,64623483999
2015-11-30,63223944000
2015-12-01,63924816000
2015-12-02,62805183999
2015-12-03,60706976000
2015-12-04,62692780000
2015-12-07,62071252000
2015-12-08,63576583999
2015-12-09,62728044000
2015-12-10,63889552000
2015-12-11,62474583999
2015-12-14,62238756000
2015-12-15,63719844000
2015-12-16,65963516000
2015-12-17,65496268000
2015-12-18,64658748000
2015-12-21,65582224000
2015-12-22,66289707999
2015-12-23,66161876000
2015-12-24,66624716000
2015-12-28,66966335999
2015-12-29,68251268000
2015-12-30,67958135999
2015-12-31,67060015000
2016-01-04,64492318000
2016-01-05,64947630000
2016-01-06,64286552000
2016-01-07,62169789000
2016-01-08,61421150999
2016-01-11,60972406000
2016-01-12,61000863000
2016-01-13,58501025000
2016-01-14,61416773000
2016-01-15,59831937000
2016-01-19,59070165000
2016-01-20,58960715000
2016-01-21,57369312000
2016-01-22,58866588000
2016-01-25,57373690000
2016-01-26,56885543000
2016-01-27,59816614000
2016-01-28,58218643999
2016-01-29,59772834000
2016-02-01,59858205000
2016-02-02,58240534000
2016-02-03,59197127000
2016-02-04,59818802999
2016-02-05,57758954000
2016-02-08,54893553000
2016-02-09,54722811000
2016-02-10,55206580000
2016-02-11,53654579000
2016-02-12,54116458000
2016-02-16,56152227999
2016-02-17,58146407000
2016-02-18,56706045000
2016-02-19,57220459999
2016-02-22,58190187000
2016-02-23,56692911000
2016-02-24,56305458000
2016-02-25,57428415000
2016-02-26,57896861000
2016-02-29,56787038000
2016-03-01,59300009999
2016-03-02,59904174000
2016-03-03,58805296000
2016-03-04,57776466000
2016-03-07,58997927999
2016-03-08,57194191999
2016-03-09,55963974000
2016-03-10,55156233000
2016-03-11,56857086000
2016-03-14,56425852999
2016-03-15,54797237000
2016-03-16,54908876000
2016-03-17,53917259000
2016-03-18,54895742000
2016-03-21,56049345000
2016-03-22,56787038000
2016-03-23,55872036000
2016-03-24,55751641000
2016-03-28,55110264000
2016-03-29,55749452000
2016-03-30,55640002000
2016-03-31,57036112000
2016-04-01,57084314000
2016-04-04,57844591000
2016-04-05,58197342000
2016-04-06,61253787000
2016-04-07,59823064000
2016-04-08,59338853000
2016-04-11,58103129000
2016-04-12,58633351000
2016-04-13,59536043000
2016-04-14,59279696000
2016-04-15,58828350000
2016-04-18,59796772000
2016-04-19,59376100000
2016-04-20,58256499000
2016-04-21,61260360000
2016-04-22,61939570000
2016-04-25,62410635000
2016-04-26,61720470000
2016-04-27,61361146000
2016-04-28,61584628000
2016-04-29,60250309000
2016-05-02,59965479000
2016-05-03,59969860999
2016-05-04,57649592000
2016-05-05,57978242000
2016-05-06,57756951000
2016-05-09,59194247000
2016-05-10,59873456999
2016-05-11,58554475000
2016-05-12,57559760999
2016-05-13,57410772999
2016-05-16,58337566000
2016-05-17,57737231999
2016-05-18,57905939000
2016-05-19,56685552000
2016-05-20,57767906000
2016-05-23,58028635000
2016-05-24,59801154000
2016-05-25,61282270000
2016-05-26,61786200000
2016-05-27,61959289000
2016-05-31,63479843000
2016-06-01,62842262000
2016-06-02,63479843000
2016-06-03,63589393000
2016-06-06,63503943999
2016-06-07,55401626000
2016-06-08,55688647000
2016-06-09,54875786000
2016-06-10,53927083000
2016-06-13,53537085000
2016-06-14,52956470000
2016-06-15,52345181000
2016-06-16,53063829000
2016-06-17,52191811000
2016-06-20,52012149000
2016-06-21,51050300000
2016-06-22,51400860000
2016-06-23,52281642000
2016-06-24,50178282000
2016-06-27,49209860000
2016-06-28,50068732000
2016-06-29,52345181000
2016-06-30,52934398000
2016-07-01,53643634000
2016-07-05,52980367000
2016-07-06,54173372000
2016-07-07,54127403000
2016-07-08,55009570000
2016-07-11,55281006000
2016-07-12,55460504000
2016-07-13,54985491000
2016-07-14,55353243000
2016-07-15,56979670000
2016-07-18,57242350000
2016-07-19,56874598000
2016-07-20,57441549000
2016-07-21,61828305000
2016-07-22,62995041999
2016-07-25,62900915000
2016-07-26,62833056000
2016-07-27,63119815000
2016-07-28,63268666999
2016-07-29,63465677000
2016-08-01,66070587000
2016-08-02,72261079000
2016-08-03,70341326000
2016-08-04,68857184000
2016-08-05,69163644000
2016-08-08,68657984999
2016-08-09,68826538000
2016-08-10,67611643000
2016-08-11,68841861000
2016-08-12,68721466000
2016-08-15,68601071000
2016-08-16,68607638000
2016-08-17,68695198000
2016-08-18,68598882000
2016-08-19,69349709000
2016-08-22,69349709000
2016-08-23,69647413000
2016-08-24,67712337000
2016-08-25,67169465000
2016-08-26,67458413000
2016-08-29,67011857000
2016-08-30,67390554000
2016-08-31,66902407000
2016-09-01,66989966999
2016-09-02,68644850999
2016-09-06,68005663000
2016-09-07,68362470000
2016-09-08,67362097000
2016-09-09,64816290000
2016-09-12,66252274000
2016-09-13,65103049000
2016-09-14,65624031000
2016-09-15,66287298000
2016-09-16,66657239000
2016-09-19,66436150000
2016-09-20,67213245000
2016-09-21,68296800000
2016-09-22,68911909000
2016-09-23,68423762000
2016-09-26,67819598000
2016-09-27,68850617000
2016-09-28,67979395000
2016-09-29,66935241999
2016-09-30,67802297999
2016-10-03,67490393999
2016-10-04,67466568000
2016-10-05,67081020000
2016-10-06,66277434000
2016-10-07,66190793999
2016-10-10,65974193999
2016-10-11,64611780000
2016-10-12,63221208000
2016-10-13,63769206000
2016-10-14,62922300000
2016-10-17,63175722000
2016-10-18,63907830000
2016-10-19,63927324000
2016-10-20,64906356000
2016-10-21,62954789999
2016-10-24,62982947999
2016-10-25,61947600000
2016-10-26,64213235999
2016-10-27,63006774000
2016-10-28,61436424000
2016-10-31,60686988000
2016-11-01,61202496000
2016-11-02,60054516000
2016-11-03,59237934000
2016-11-04,59998200000
2016-11-07,64031292000
2016-11-08,64026960000
2016-11-09,69281676000
2016-11-10,70265040000
2016-11-11,69134388000
2016-11-14,69634734000
2016-11-15,69870828000
2016-11-16,68802990000
2016-11-17,69160380000
2016-11-18,68662200000
2016-11-21,68948112000
2016-11-22,68902626000
2016-11-23,66264438000
2016-11-25,66106320000
2016-11-28,65798747999
2016-11-29,65579981999
2016-11-30,63695562000
2016-12-01,64065947999
2016-12-02,64371354000
2016-12-05,62861652000
2016-12-06,63065256000
2016-12-07,61795980000
2016-12-08,62714364000
2016-12-09,62330981999
2016-12-12,62053734000
2016-12-13,62246508000
2016-12-14,62001750000
2016-12-15,62157702000
2016-12-16,62034239999
2016-12-19,60381581999
2016-12-20,61858793999
2016-12-21,61321626000
2016-12-22,61312962000
2016-12-23,62278997999
2016-12-27,63056592000
2016-12-28,62651550000
2016-12-29,62170697999
2016-12-30,61423428000
2017-01-03,62892675999
2017-01-04,63397180000
2017-01-05,63293692000
2017-01-06,63602000000
2017-01-09,64468711999
2017-01-10,64203524000
2017-01-11,61900916000
2017-01-12,62043211999
2017-01-13,61392100000
2017-01-17,61016956000
2017-01-18,61146316000
2017-01-19,60443460000
2017-01-20,60510296000
2017-01-23,59509911999
2017-01-24,59035592000
2017-01-25,58910544000
2017-01-26,60128684000
2017-01-27,59982075999
2017-01-30,59518536000
2017-01-31,59772944000
2017-02-01,60732364000
2017-02-02,56967988000
2017-02-03,57062852000
2017-02-06,57114596000
2017-02-07,57373316000
2017-02-08,57940344000
2017-02-09,58306864000
2017-02-10,59238256000
2017-02-13,60132996000
2017-02-14,61476184000
2017-02-15,63093184000
2017-02-16,62552028000
2017-02-17,62295464000
2017-02-21,61855639999
2017-02-22,62013028000
2017-02-23,61392100000
2017-02-24,61474028000
2017-02-27,62767628000
2017-02-28,62222160000
2017-03-01,63226856000
2017-03-02,63298003999
2017-03-03,64216460000
2017-03-06,63744296000
2017-03-07,62761160000
2017-03-08,63405803999
2017-03-09,63183736000
2017-03-10,63006944000
2017-03-13,63160020000
2017-03-14,63056532000
2017-03-15,63093184000
2017-03-16,60143775999
2017-03-17,59525003999
2017-03-20,59246880000
2017-03-21,59460324000
2017-03-22,59908772000
2017-03-23,59378396000
2017-03-24,59251192000
2017-03-27,59339588000
2017-03-28,59098116000
2017-03-29,57895067999
2017-03-30,58009336000
2017-03-31,57937698000
2017-04-03,57783011000
2017-04-04,58111456000
2017-04-05,57306236000
2017-04-06,57412186000
2017-04-07,56943887000
2017-04-10,57064670000
2017-04-11,56926934999
2017-04-12,56984148000
2017-04-13,57611372000
2017-04-17,58071195000
2017-04-18,57458804000
2017-04-19,57624086000
2017-04-20,57734273999
2017-04-21,57835986000
2017-04-24,58666634000
2017-04-25,60791991000
2017-04-26,59327762000
2017-04-27,58605183000
2017-04-28,57469398999
2017-05-01,57431256999
2017-05-02,57496945999
2017-05-03,57501184000
2017-05-04,56916340000
2017-05-05,55549584999
2017-05-08,55182998000
2017-05-09,55365231999
2017-05-10,54653248000
2017-05-11,53854385000
2017-05-12,54000596000
2017-05-15,54782506999
2017-05-16,54593916000
2017-05-17,53258946000
2017-05-18,53570439000
2017-05-19,52994071000
2017-05-22,52983476000
2017-05-23,52572390000
2017-05-24,53680627000
2017-05-25,53604343000
2017-05-26,53144520000
2017-05-30,52241826000
2017-05-31,52502463000
2017-06-01,53479322000
2017-06-02,54384134999
2017-06-05,54776150000
2017-06-06,54492204000
2017-06-07,54125617000
2017-06-08,54494323000
2017-06-09,55070691000
2017-06-12,55541109000
2017-06-13,55394898000
2017-06-14,53689103000
2017-06-15,54038738000
2017-06-16,53343706000
2017-06-19,55208426000
2017-06-20,56365400000
2017-06-21,59035340000
2017-06-22,59452783000
2017-06-23,59399808000
2017-06-26,59291739000
2017-06-27,57477875000
2017-06-28,58196216000
2017-06-29,57611372000
2017-06-30,57365504000
2017-07-03,57610727999
2017-07-05,58707893999
2017-07-06,57492343999
2017-07-07,57908802000
2017-07-10,57834812000
2017-07-11,57450064000
2017-07-12,58151912000
2017-07-13,58845304000
2017-07-14,59363234000
2017-07-17,59752209999
2017-07-18,59741640000
2017-07-19,59604230000
2017-07-20,59496416000
2017-07-21,59809288000
2017-07-24,60185580000
2017-07-25,59817743999
2017-07-26,62491954000
2017-07-27,60872630000
2017-07-28,60764816000
2017-07-31,61219325999
2017-08-01,61549109999
2017-08-02,60883200000
2017-08-03,60479425999
2017-08-04,60940277999
2017-08-07,61519514000
2017-08-08,61149564000
2017-08-09,61039636000
2017-08-10,59435109999
2017-08-11,59969952000
2017-08-14,60470970000
2017-08-15,60866288000
2017-08-16,62168512000
2017-08-17,60126388000
2017-08-18,59566177999
2017-08-21,59857909999
2017-08-22,60612608000
2017-08-23,59750096000
2017-08-24,60344130000
2017-08-25,60261684000
2017-08-28,61792220000
2017-08-29,62062812000
2017-08-30,64212750000
2017-08-31,66920784000
2017-09-01,67861514000
2017-09-05,66766462000
2017-09-06,67089904000
2017-09-07,68472459999
2017-09-08,68986162000
2017-09-11,69030556000
2017-09-12,69696466000
2017-09-13,68504170000
2017-09-14,68421724000
2017-09-15,67914364000
2017-09-18,67263252000
2017-09-19,67210402000
2017-09-20,67436600000
2017-09-21,66597341999
2017-09-22,67322443999
2017-09-25,67121614000
2017-09-26,67026484000
2017-09-27,66125920000
2017-09-28,65534000000
2017-09-29,66193568000
2017-10-02,66869955000
2017-10-03,67127985000
2017-10-04,66605580000
2017-10-05,69105510000
2017-10-06,69262020000
2017-10-09,69585615000
2017-10-10,70393545000
2017-10-11,70469685000
2017-10-12,70495065000
2017-10-13,71410860000
2017-10-16,70996320000
2017-10-17,72855405000
2017-10-18,72878670000
2017-10-19,72421830000
2017-10-20,71508150000
2017-10-23,69488325000
2017-10-24,66776895000
2017-10-25,66546360000
2017-10-26,65065860000
2017-10-27,65087010000
2017-10-30,66791700000
2017-10-31,65916090000
2017-11-01,66776895000
2017-11-02,65438099999
2017-11-03,66440610000
2017-11-06,66721905000
2017-11-07,66320055000
2017-11-08,66110670000
2017-11-09,65556539999
2017-11-10,65658060000
2017-11-13,66772664999
2017-11-14,65499435000
2017-11-15,65624219999
2017-11-16,66406770000
2017-11-17,66404655000
2017-11-20,65450789999
2017-11-21,65366190000
2017-11-22,65522700000
2017-11-24,65347155000
2017-11-27,65930895000
2017-11-28,67075110000
2017-11-29,67671539999
2017-11-30,68138955000
2017-12-01,67542525000
2017-12-04,67130099999
2017-12-05,67652505000
2017-12-06,66550590000
2017-12-07,67589055000
2017-12-08,68900355000
2017-12-11,69378345000
2017-12-12,69319125000
2017-12-13,69945165000
2017-12-14,68430825000
2017-12-15,69359310000
2017-12-18,68938425000
2017-12-19,69164730000
2017-12-20,70528905000
2017-12-21,68212979999
2017-12-22,67574250000
2017-12-26,67633469999
2017-12-27,67694805000
2017-12-28,67749795000
2017-12-29,67377555000
2018-01-02,70643538000
2018-01-03,71844290000
2018-01-04,71873886000
2018-01-05,72402386000
2018-01-08,69688010000
2018-01-09,71106504000
2018-01-10,71182608000
2018-01-11,70410998000
2018-01-12,71019830000
2018-01-16,71632890000
2018-01-17,72905518000
2018-01-18,72814616000
2018-01-19,72385474000
2018-01-22,73491096000
2018-01-23,73302950000
2018-01-24,73250100000
2018-01-25,74780636000
2018-01-26,77776174000
2018-01-29,75782672000
2018-01-30,74537526000
2018-01-31,73527034000
2018-02-01,73144400000
2018-02-02,72685662000
2018-02-05,69404734000
2018-02-06,70366604000
2018-02-07,69104546000
2018-02-08,65912406000
2018-02-09,66967291999
2018-02-12,66935582000
2018-02-13,67011686000
2018-02-14,62591312000
2018-02-15,63288932000
2018-02-16,61701318000
2018-02-20,60766930000
2018-02-21,60481540000
2018-02-22,60208834000
2018-02-23,61893691999
2018-02-26,61308114000
2018-02-27,61327140000
2018-02-28,61092486000
2018-03-01,59688790000
2018-03-02,60663343999
2018-03-05,60661230000
2018-03-06,60456172000
2018-03-07,60151756000
2018-03-08,60183466000
2018-03-09,60481540000
2018-03-12,59170859999
2018-03-13,59876936000
2018-03-14,60401208000
2018-03-15,60608380000
2018-03-16,60802868000
2018-03-19,58847418000
2018-03-20,59124352000
2018-03-21,58619106000
2018-03-22,57477546000
2018-03-23,54991482000
2018-03-26,56697480000
2018-03-27,56054824000
2018-03-28,57462748000
2018-03-29,57885548000
2018-04-02,55272919000
2018-04-03,55188008000
2018-04-04,56414039999
2018-04-05,54877358000
2018-04-06,53359314999
2018-04-09,53332392000
2018-04-10,54900138999
2018-04-11,55086529000
2018-04-12,55386824000
2018-04-13,54962269000
2018-04-16,54490081000
2018-04-17,54829725000
2018-04-18,55509012999
2018-04-19,55092742000
2018-04-20,54471442000
2018-04-23,53701030000
2018-04-24,54291264999
2018-04-25,55803095000
2018-04-26,56716406000
2018-04-27,57325280000
2018-04-30,56662560000
2018-05-01,56871731000
2018-05-02,56772323000
2018-05-03,55179724000
2018-05-04,55987413999
2018-05-07,55854870000
2018-05-08,55861083000
2018-05-09,56751612999
2018-05-10,56745400000
2018-05-11,58482969000
2018-05-14,58472613999
2018-05-15,57172026000
2018-05-16,58300721000
2018-05-17,58106047000
2018-05-18,58070839999
2018-05-21,57505457000
2018-05-22,57923799000
2018-05-23,58764625000
2018-05-24,58901311000
2018-05-25,59274090999
2018-05-29,59456338999
2018-05-30,60970239999
2018-05-31,60879115999
2018-06-01,61527338999
2018-06-04,61904261000
2018-06-05,61848344000
2018-06-06,62906625000
2018-06-07,63242127000
2018-06-08,62811359000
2018-06-11,63513428000
2018-06-12,63411949000
2018-06-13,63561061000
2018-06-14,63306328000
2018-06-15,63171712999
2018-06-18,59876752000
2018-06-19,60481484000
2018-06-20,61479706000
2018-06-21,61579113999
2018-06-22,61309884000
2018-06-25,60512549000
2018-06-26,60456632000
2018-06-27,59630303000
2018-06-28,59800125000
2018-06-29,60108704000
2018-07-02,59568078000
2018-07-03,59112914000
2018-07-05,60180334000
2018-07-06,71996472000
2018-07-09,71295600000
2018-07-10,69446748000
2018-07-11,69301740000
2018-07-12,70018724000
2018-07-13,70183872000
2018-07-16,71100242000
