,IPGP
2011-11-15,2212294660
2011-11-16,2213721640
2011-11-17,2075304580
2011-11-18,2048191960
2011-11-21,1971610700
2011-11-22,1945925059
2011-11-23,1866489840
2011-11-25,1853647020
2011-11-28,1903591320
2011-11-29,1809886299
2011-11-30,1823204780
2011-12-01,1929752620
2011-12-02,1934984880
2011-12-05,1938314500
2011-12-06,1890748500
2011-12-07,1805129700
2011-12-08,1683836400
2011-12-09,1800848760
2011-12-12,1795616500
2011-12-13,1749001820
2011-12-14,1664810000
2011-12-15,1672896220
2011-12-16,1685739040
2011-12-19,1625330220
2011-12-20,1693349600
2011-12-21,1612487400
2011-12-22,1691446960
2011-12-23,1693825260
2011-12-27,1681458100
2011-12-28,1632940780
2011-12-29,1647210580
2011-12-30,1611060419
2012-01-03,1711597180
2012-01-04,1740664780
2012-01-05,1839494620
2012-01-06,1877766960
2012-01-09,1909741320
2012-01-10,2297793780
2012-01-11,2268241720
2012-01-12,2295855940
2012-01-13,2401468220
2012-01-17,2456212200
2012-01-18,2519192000
2012-01-19,2596221140
2012-01-20,2573935980
2012-01-23,2518707540
2012-01-24,2596221140
2012-01-25,2529365660
2012-01-26,2579749500
2012-01-27,2565700160
2012-01-30,2497391300
2012-01-31,2557464340
2012-02-01,2609301560
2012-02-02,2592829920
2012-02-03,2628195500
2012-02-06,2653387420
2012-02-07,2628195500
2012-02-08,2648542820
2012-02-09,2596705600
2012-02-10,2685846240
2012-02-13,2880599160
2012-02-14,2841357900
2012-02-15,2810352460
2012-02-16,2927591780
2012-02-17,2845718040
2012-02-21,2760937540
2012-02-22,2755608480
2012-02-23,2715882760
2012-02-24,2737199000
2012-02-27,2770142280
2012-02-28,2569575840
2012-02-29,2549712980
2012-03-01,2654840800
2012-03-02,2627711040
2012-03-05,2552619740
2012-03-06,2463479100
2012-03-07,2498360220
2012-03-08,2591376540
2012-03-09,2554073120
2012-03-12,2609301560
2012-03-13,2664530000
2012-03-14,2643213760
2012-03-15,2705709100
2012-03-16,2687299620
2012-03-19,2634977940
2012-03-20,2628195500
2012-03-21,2605425880
2012-03-22,2558433260
2012-03-23,2556010960
2012-03-26,2659685400
2012-03-27,2613177240
2012-03-28,2519192000
2012-03-29,2512409560
2012-03-30,2521614300
2012-04-02,2741678530
2012-04-03,2744227980
2012-04-04,2639700530
2012-04-05,2662645580
2012-04-09,2519876380
2012-04-10,2359261030
2012-04-11,2501010450
2012-04-12,2534663190
2012-04-13,2471436830
2012-04-16,2437784090
2012-04-17,2517836820
2012-04-18,2512737920
2012-04-19,2554548900
2012-04-20,2556078570
2012-04-23,2435744530
2012-04-24,2373537950
2012-04-25,2450531340
2012-04-26,2434724750
2012-04-27,2499480780
2012-04-30,2467867600
2012-05-01,2813063130
2012-05-02,2740148860
2012-05-03,2623384050
2012-05-04,2540271980
2012-05-07,2510188470
2012-05-08,2525485170
2012-05-09,2476535730
2012-05-10,2362320370
2012-05-11,2384245640
2012-05-14,2258302810
2012-05-15,2265441270
2012-05-16,2201705020
2012-05-17,2116043500
2012-05-18,2119102840
2012-05-21,2208843480
2012-05-22,2222610510
2012-05-23,2258302810
2012-05-24,2173151180
2012-05-25,2184368760
2012-05-29,2331217080
2012-05-30,2232808310
2012-05-31,2182329200
2012-06-01,2023753410
2012-06-04,2018654510
2012-06-05,2163463270
2012-06-06,2232298420
2012-06-07,2281757750
2012-06-08,2267480830
2012-06-11,2146636900
2012-06-12,2218021500
2012-06-13,2168562170
2012-06-14,2156324810
2012-06-15,2209353370
2012-06-18,2190487440
2012-06-19,2244025890
2012-06-20,2292465440
2012-06-21,2190487440
2012-06-22,2165502830
2012-06-25,2093608340
2012-06-26,2154285250
2012-06-27,2229239080
2012-06-28,2201705020
2012-06-29,2222610510
2012-07-02,2206577100
2012-07-03,2314377000
2012-07-05,2323573200
2012-07-06,2236720200
2012-07-09,2170303200
2012-07-10,2125344000
2012-07-11,2031338400
2012-07-12,2086004700
2012-07-13,2126365799
2012-07-16,2102353500
2012-07-17,2120235000
2012-07-18,2194826400
2012-07-19,2259199800
2012-07-20,2259199800
2012-07-23,2246938200
2012-07-24,2253579900
2012-07-25,2304669900
2012-07-26,2395610100
2012-07-27,2552967300
2012-07-30,2470201500
2012-07-31,2647994700
2012-08-01,2762947200
2012-08-02,2799732000
2012-08-03,2924391600
2012-08-06,3093499500
2012-08-07,3199255800
2012-08-08,3091455900
2012-08-09,3087879600
2012-08-10,3054160200
2012-08-13,3100141200
2012-08-14,3063867300
2012-08-15,3116490000
2012-08-16,3173199900
2012-08-17,3189548700
2012-08-20,3159916500
2012-08-21,3149187600
2012-08-22,3154296600
2012-08-23,3144589500
2012-08-24,3162471000
2012-08-27,3205897500
2012-08-28,3196701300
2012-08-29,3198744900
2012-08-30,3167069100
2012-08-31,3141524100
2012-09-04,3150720300
2012-09-05,3113424600
2012-09-06,3186994200
2012-09-07,3241660500
2012-09-10,3230931600
2012-09-11,3252900300
2012-09-12,3299903100
2012-09-13,3289685100
2012-09-14,3340264200
2012-09-17,3248302200
2012-09-18,3287641499
2012-09-19,3181885200
2012-09-20,2973438000
2012-09-21,3014820900
2012-09-24,3010733700
2012-09-25,2914173600
2012-09-26,2891694000
2012-09-27,2948403900
2012-09-28,2927457000
2012-10-01,2939336100
2012-10-02,2905092400
2012-10-03,2851938000
2012-10-04,2887715000
2012-10-05,2884648400
2012-10-08,2857560100
2012-10-09,2798272500
2012-10-10,2781406200
2012-10-11,2820249800
2012-10-12,2835582800
2012-10-15,2834049500
2012-10-16,3033378500
2012-10-17,3091240131
2012-10-18,3028267500
2012-10-19,2959780100
2012-10-22,3022645400
2012-10-23,3100843700
2012-10-24,3042578300
2012-10-25,3005779100
2012-10-26,3081933000
2012-10-31,2716496500
2012-11-01,2915825500
2012-11-02,2809992023
2012-11-05,2836093900
2012-11-06,2868293200
2012-11-07,2759428900
2012-11-08,2742562600
2012-11-09,2824849700
2012-11-12,2867782100
2012-11-13,2903048000
2012-11-14,2856537900
2012-11-15,2836605000
2012-11-16,2860626700
2012-11-19,2935247300
2012-11-20,2908159000
2012-11-21,2954669100
2012-11-23,2993512700
2012-11-26,3057911300
2012-11-27,3078856178
2012-11-28,3073755400
2012-11-29,3091132800
2012-11-30,3020601000
2012-12-03,3046145778
2012-12-04,3096243800
2012-12-05,3058933500
2012-12-06,3098257534
2012-12-07,3046156000
2012-12-10,3109532400
2012-12-11,3120265500
2012-12-12,3109021300
2012-12-13,3114643400
2012-12-14,3087555100
2012-12-17,3193352800
2012-12-18,3275128800
2012-12-19,3349238300
2012-12-20,3356904800
2012-12-21,3316527900
2012-12-24,3310905800
2012-12-26,3299661600
2012-12-27,3313461300
2012-12-28,3313972400
2012-12-31,3426276550
2013-01-02,3502872980
2013-01-03,3481282040
2013-01-04,3309582660
2013-01-07,3316779640
2013-01-08,3366130360
2013-01-09,3363560010
2013-01-10,3350708260
2013-01-11,3404685610
2013-01-14,3545026719
2013-01-15,3521893570
2013-01-16,3526520199
2013-01-17,3501844840
2013-01-18,3426276550
2013-01-22,3463289590
2013-01-23,3437072020
2013-01-24,3471514710
2013-01-25,3546568929
2013-01-28,3498246350
2013-01-29,3378468040
2013-01-30,3376925830
2013-01-31,3366130360
2013-02-01,3411882590
2013-02-04,3393890140
2013-02-05,3473570989
2013-02-06,3464317730
2013-02-07,3443754929
2013-02-08,3455578540
2013-02-11,3457120750
2013-02-12,3472542850
2013-02-13,3484880530
2013-02-14,3571758360
2013-02-15,3226303320
2013-02-19,3193402840
2013-02-20,3120918970
2013-02-21,3022731600
2013-02-22,3031727825
2013-02-25,2958472850
2013-02-26,2947163310
2013-02-27,3012450200
2013-02-28,3047921030
2013-03-01,3090074770
2013-03-04,3095729540
2013-03-05,3110123500
2013-03-06,3060258710
2013-03-07,3126059670
2013-03-08,3113721990
2013-03-11,3165643060
2013-03-12,3200085750
2013-03-13,3222190760
2013-03-14,3258175660
2013-03-15,3258175660
2013-03-18,3280280670
2013-03-19,3261260080
2013-03-20,3279869414
2013-03-21,3337856510
2013-03-22,3355334890
2013-03-25,3371271060
2013-03-26,3381038390
2013-03-27,3407770030
2013-03-28,3413938870
2013-04-01,3346573860
2013-04-02,3302831160
2013-04-03,3314667420
2013-04-04,3257029980
2013-04-05,3205567980
2013-04-08,3195790200
2013-04-09,3219462720
2013-04-10,3267837000
2013-04-11,3337310699
2013-04-12,3325474440
2013-04-15,3150503640
2013-04-16,3321872100
2013-04-17,3186835812
2013-04-18,3156164460
2013-04-19,3205567980
2013-04-22,3206082600
2013-04-23,3179836980
2013-04-24,3211228800
2013-04-25,3191673240
2013-04-26,3179836980
2013-04-29,3168000720
2013-04-30,3271439340
2013-05-01,2993544540
2013-05-02,2973474360
2013-05-03,3009497760
2013-05-06,3068164440
2013-05-07,3078971460
2013-05-08,3089263860
2013-05-09,3142269720
2013-05-10,3141240480
2013-05-13,3146386680
2013-05-14,3138152760
2013-05-15,3071766780
2013-05-16,3112936380
2013-05-17,3179322360
2013-05-20,3044491920
2013-05-21,3070737540
2013-05-22,2926129320
2013-05-23,2865404160
2013-05-24,2883930480
2013-05-28,2887532820
2013-05-29,2928187800
2013-05-30,3033684900
2013-05-31,3051696600
2013-06-03,3078971460
2013-06-04,3087720000
2013-06-05,3050152740
2013-06-06,3198363300
2013-06-07,3314152800
2013-06-10,3350176199
2013-06-11,3284819460
2013-06-12,3190129380
2013-06-13,3237989040
2013-06-14,3193217100
2013-06-17,3200421780
2013-06-18,3249310680
2013-06-19,3190129380
2013-06-20,3096983160
2013-06-21,3063532860
2013-06-24,3023289576
2013-06-25,3060445140
2013-06-26,3052725840
2013-06-27,3090293100
2013-06-28,3125287260
2013-07-01,3125231550
2013-07-02,3051593700
2013-07-03,3058288050
2013-07-05,3146344500
2013-07-08,3039749850
2013-07-09,3145726560
2013-07-10,3089700000
2013-07-11,3001128600
2013-07-12,3013487400
2013-07-15,3004218300
2013-07-16,2966626950
2013-07-17,2979500700
2013-07-18,3018636900
2013-07-19,3069102000
2013-07-22,3112872750
2013-07-23,3127291350
2013-07-24,3139135200
2013-07-25,3154068750
2013-07-26,3120597000
2013-07-29,3159218250
2013-07-30,3187540500
2013-07-31,3136045500
2013-08-01,3161793000
2013-08-02,3160248150
2013-08-05,3130381050
2013-08-06,3010397700
2013-08-07,2963022300
2013-08-08,2966112000
2013-08-09,2964567150
2013-08-12,2989799700
2013-08-13,2973321300
2013-08-14,2961992400
2013-08-15,2870331300
2013-08-16,2853337950
2013-08-19,2818321350
2013-08-20,2865696750
2013-08-21,2869301400
2013-08-22,2918221650
2013-08-23,2916676800
2013-08-26,2892989100
2013-08-27,2830165200
2013-08-28,2825015700
2013-08-29,2803902750
2013-08-30,2768371200
2013-09-03,2808537300
2013-09-04,2908952550
2013-09-05,3042839550
2013-09-06,3045414300
2013-09-09,3097424250
2013-09-10,3159733200
2013-09-11,3143769750
2013-09-12,3142224900
2013-09-13,3143769750
2013-09-16,3067042200
2013-09-17,3076826250
2013-09-18,3074766450
2013-09-19,3069102000
2013-09-20,2985165150
2013-09-23,2938304700
2013-09-24,2921311350
2013-09-25,2951178450
2013-09-26,3000613650
2013-09-27,2952208350
2013-09-30,2911041000
2013-10-01,2965800600
2013-10-02,3014877600
2013-10-03,3047423400
2013-10-04,3171407400
2013-10-07,3122330400
2013-10-08,3093917400
2013-10-09,3112515000
2013-10-10,3157459200
2013-10-11,3178123200
2013-10-14,3187422000
2013-10-15,3171924000
2013-10-16,3181739400
2013-10-17,3230299800
2013-10-18,3232882800
2013-10-21,3264912000
2013-10-22,3317605200
2013-10-23,3257163000
2013-10-24,3224100600
2013-10-25,3288159000
2013-10-28,3320188200
2013-10-29,3350667600
2013-10-30,3348084600
2013-10-31,3423508200
2013-11-01,3104766000
2013-11-04,3111998400
2013-11-05,3254580000
2013-11-06,3254580000
2013-11-07,3201886800
2013-11-08,3347568000
2013-11-11,3500998200
2013-11-12,3599668800
2013-11-13,3586237200
2013-11-14,3513913200
2013-11-15,3526311600
2013-11-18,3649262400
2013-11-19,3684391199
2013-11-20,3681808200
2013-11-21,3710737800
2013-11-22,3753615600
2013-11-25,3879665999
2013-11-26,3778929000
2013-11-27,3706605000
2013-11-29,3746383200
2013-12-02,3692140200
2013-12-03,3690590400
2013-12-04,3633247800
2013-12-05,3708154800
2013-12-06,3695239800
2013-12-09,3679741800
2013-12-10,3760848000
2013-12-11,3700405800
2013-12-12,3693173399
2013-12-13,3752065800
2013-12-16,3839887800
2013-12-17,3913245000
2013-12-18,3914278200
2013-12-19,3964388399
2013-12-20,4006233000
2013-12-23,4037745600
2013-12-24,4015531800
2013-12-26,3918410999
2013-12-27,3938558399
2013-12-30,3975237000
2013-12-31,4033391700
2014-01-02,3958035200
2014-01-03,3903466700
2014-01-06,3867607400
2014-01-07,3850457300
2014-01-08,3832267799
2014-01-09,3793290299
2014-01-10,3854614900
2014-01-13,3709618600
2014-01-14,3769903800
2014-01-15,3860331600
2014-01-16,3850976999
2014-01-17,3861371000
2014-01-21,3788353150
2014-01-22,3836945100
2014-01-23,3811999499
2014-01-24,3574496600
2014-01-27,3661806199
2014-01-28,3803684300
2014-01-29,3642057600
2014-01-30,3478871800
2014-01-31,3475233900
2014-02-03,3341151300
2014-02-04,3410791100
2014-02-05,3562023800
2014-02-06,3599961900
2014-02-07,3554228300
2014-02-10,3537597899
2014-02-11,3518888699
2014-02-12,3498100700
2014-02-13,3526684200
2014-02-14,3524085700
2014-02-18,3581772400
2014-02-19,3606198300
2014-02-20,3558905600
2014-02-21,3474714200
2014-02-24,3506935600
2014-02-25,3530841800
2014-02-26,3543314600
2014-02-27,3612954400
2014-02-28,3729886900
2014-03-03,3735083900
2014-03-04,3794329700
2014-03-05,3810960100
2014-03-06,3788613000
2014-03-07,3793810000
2014-03-10,3762628000
2014-03-11,3641537899
2014-03-12,3590607300
2014-03-13,3525125100
2014-03-14,3500179499
2014-03-17,3473155100
2014-03-18,3572937500
2014-03-19,3610355900
2014-03-20,3598922500
2014-03-21,3603599800
2014-03-24,3573457200
2014-03-25,3577614800
2014-03-26,3564622300
2014-03-27,3524605399
2014-03-28,3588008800
2014-03-31,3700993440
2014-04-01,3800443319
2014-04-02,3875421240
2014-04-03,3901975920
2014-04-04,3866049000
2014-04-07,3876462600
2014-04-08,3863445600
2014-04-09,3897289799
2014-04-10,3811898279
2014-04-11,3851990640
2014-04-14,3871255799
2014-04-15,3842097720
2014-04-16,3874379880
2014-04-17,3891041640
2014-04-21,3800964000
2014-04-22,3792633120
2014-04-23,3758268240
2014-04-24,3690579840
2014-04-25,3538020600
2014-04-28,3551037600
2014-04-29,3350575799
2014-04-30,3365154840
2014-05-01,3304755960
2014-05-02,3301111200
2014-05-05,3346410360
2014-05-06,3266746320
2014-05-07,3291218280
2014-05-08,3276118560
2014-05-09,3209471520
2014-05-12,3277680600
2014-05-13,3279763320
2014-05-14,3215199000
2014-05-15,3208430160
2014-05-16,3236026200
2014-05-19,3304235280
2014-05-20,3251125920
2014-05-21,3270911760
2014-05-22,3238629600
2014-05-23,3246960480
2014-05-27,3300069840
2014-05-28,3278201280
2014-05-29,3279242640
2014-05-30,3285490800
2014-06-02,3287573520
2014-06-03,3301111200
2014-06-04,3357865319
2014-06-05,3387544080
2014-06-06,3431281200
2014-06-09,3483869880
2014-06-10,3503135040
2014-06-11,3513548640
2014-06-12,3522400200
2014-06-13,3519276120
2014-06-16,3501573000
2014-06-17,3540624000
2014-06-18,3604146960
2014-06-19,3569261400
2014-06-20,3578633640
2014-06-23,3553641000
2014-06-24,3515110680
2014-06-25,3539061960
2014-06-26,3518234759
2014-06-27,3529169040
2014-06-30,3583654400
2014-07-01,3585217040
2014-07-02,3548234560
2014-07-03,3568028000
2014-07-07,3514898240
2014-07-08,3446142080
2014-07-09,3422181600
2014-07-10,3378427680
2014-07-11,3351341920
2014-07-14,3354988080
2014-07-15,3371135360
2014-07-16,3340403440
2014-07-17,3260708800
2014-07-18,3253416480
2014-07-21,3240915360
2014-07-22,3237790080
2014-07-23,3265917600
2014-07-24,3276335200
2014-07-25,3273730800
2014-07-28,3278939600
2014-07-29,3706582080
2014-07-30,3551359840
2014-07-31,3508126799
2014-08-01,3511252080
2014-08-04,3516981760
2014-08-05,3510731200
2014-08-06,3527920240
2014-08-07,3493542159
2014-08-08,3476353119
2014-08-11,3551880720
2014-08-12,3526357600
2014-08-13,3543546640
2014-08-14,3590946720
2014-08-15,3573757680
2014-08-18,3611781920
2014-08-19,3683142479
2014-08-20,3741481040
2014-08-21,3709186479
2014-08-22,3665432560
2014-08-25,3682100720
2014-08-26,3687830400
2014-08-27,3610219280
2014-08-28,3590946720
2014-08-29,3577403840
2014-09-02,3557089520
2014-09-03,3595634640
2014-09-04,3593551119
2014-09-05,3538337840
2014-09-08,3536254320
2014-09-09,3492500400
2014-09-10,3511772960
2014-09-11,3584175280
2014-09-12,3604489600
2014-09-15,3576882960
2014-09-16,3522190560
2014-09-17,3511772960
2014-09-18,3550838960
2014-09-19,3599280799
2014-09-22,3547713680
2014-09-23,3498750960
2014-09-24,3522190560
2014-09-25,3486770720
2014-09-26,3536775200
2014-09-29,3524274080
2014-09-30,3587083340
2014-10-01,3529715040
2014-10-02,3575088150
2014-10-03,3611073719
2014-10-06,3616810549
2014-10-07,3486949580
2014-10-08,3472868270
2014-10-09,3352916370
2014-10-10,3237658240
2014-10-13,3229313760
2014-10-14,3229313760
2014-10-15,3265299330
2014-10-16,3311715500
2014-10-17,3376385219
2014-10-20,3407677020
2014-10-21,3514590670
2014-10-22,3434796580
2014-10-23,3483820400
2014-10-24,3481212750
2014-10-27,3460351549
2014-10-28,3620982790
2014-10-29,3665312840
2014-10-30,3752929879
2014-10-31,3828551730
2014-11-03,3871317190
2014-11-04,3833245500
2014-11-05,3821250310
2014-11-06,3836896209
2014-11-07,3798302990
2014-11-10,3830116320
2014-11-11,3812905830
2014-11-12,3802475230
2014-11-13,3753972940
2014-11-14,3746149990
2014-11-17,3687217100
2014-11-18,3692953930
2014-11-19,3710685950
2014-11-20,3787350860
2014-11-21,3815513480
2014-11-24,3771704959
2014-11-25,3789436980
2014-11-26,3804561350
2014-11-28,3759709770
2014-12-01,3724767260
2014-12-02,3755016000
2014-12-03,3968843299
2014-12-04,3997527450
2014-12-05,3992312150
2014-12-08,3971972480
2014-12-09,3981360020
2014-12-10,3838982330
2014-12-11,3860365060
2014-12-12,3918254890
2014-12-15,3807169000
2014-12-16,3708078299
2014-12-17,3715901250
2014-12-18,3831680910
2014-12-19,3916690299
2014-12-22,3997527450
2014-12-23,3903130520
2014-12-24,3918776420
2014-12-26,3927642430
2014-12-29,3972494010
2014-12-30,3956326580
2014-12-31,3932251120
2015-01-02,3882914280
2015-01-05,3857721000
2015-01-06,3845649220
2015-01-07,3841975200
2015-01-08,3860870160
2015-01-09,3791588639
2015-01-12,3729655160
2015-01-13,3735953480
2015-01-14,3727555720
2015-01-15,3752224139
2015-01-16,3829903420
2015-01-20,3864019320
2015-01-21,3886063440
2015-01-22,3897872790
2015-01-23,3936450000
2015-01-26,3981587960
2015-01-27,3856146420
2015-01-28,3874516519
2015-01-29,3918604760
2015-01-30,3917555040
2015-02-02,3986311700
2015-02-03,4067140139
2015-02-04,4144819420
2015-02-05,4151380170
2015-02-06,4298603400
2015-02-09,4473906640
2015-02-10,4550536200
2015-02-11,4574154900
2015-02-12,4576516770
2015-02-13,4579928360
2015-02-17,4690673820
2015-02-18,4624541460
2015-02-19,4634513800
2015-02-20,4895894080
2015-02-23,5070672460
2015-02-24,5071984610
2015-02-25,5125257900
2015-02-26,5165672120
2015-02-27,5033407400
2015-03-02,5047578620
2015-03-03,5143103140
2015-03-04,5109512100
2015-03-05,5134180520
2015-03-06,5028158800
2015-03-09,5085893400
2015-03-10,5066998440
2015-03-11,5152550620
2015-03-12,5207660920
2015-03-13,5143103140
2015-03-16,5220257560
2015-03-17,5207136060
2015-03-18,5223406720
2015-03-19,5244925980
2015-03-20,5248600000
2015-03-23,5042854880
2015-03-24,5016611880
2015-03-25,4828187140
2015-03-26,4800894420
2015-03-27,4832386020
2015-03-30,5028683660
2015-03-31,4881303900
2015-04-01,4841284580
2015-04-02,4826014050
2015-04-06,4869719360
2015-04-07,4931854620
2015-04-08,4962395680
2015-04-09,5056651710
2015-04-10,5187767640
2015-04-13,5226470535
2015-04-14,5094038180
2015-04-15,5226207250
2015-04-16,5159332860
2015-04-17,5001888430
2015-04-20,5087456055
2015-04-21,5062443980
2015-04-22,5139323200
2015-04-23,5083506780
2015-04-24,4976086500
2015-04-27,4978192780
2015-04-28,4887359455
2015-04-29,4870245930
2015-04-30,4664357060
2015-05-01,4771777340
2015-05-04,4867613080
2015-05-05,4811270090
2015-05-06,4838651730
2015-05-07,4894468150
2015-05-08,4958709690
2015-05-11,4940279740
2015-05-12,4940279740
2015-05-13,5010313550
2015-05-14,5091931900
2015-05-15,5002941570
2015-05-18,5125105810
2015-05-19,5134584070
2015-05-20,5074555090
2015-05-21,5100883590
2015-05-22,5080873930
2015-05-26,4998202440
2015-05-27,5081400500
2015-05-28,5021371520
2015-05-29,4993989880
2015-06-01,5076661370
2015-06-02,5090878760
2015-06-03,5160912570
2015-06-04,5138796630
2015-06-05,5189347350
2015-06-08,4989250750
2015-06-09,4948178290
2015-06-10,5040854610
2015-06-11,4978192780
2015-06-12,4888939165
2015-06-15,4836018880
2015-06-16,4820748350
2015-06-17,4802318400
2015-06-18,4818642070
2015-06-19,4891835300
2015-06-22,4913424670
2015-06-23,4961869110
2015-06-24,4723859470
2015-06-25,4522183160
2015-06-26,4430033410
2015-06-29,4331564820
2015-06-30,4486593125
2015-07-01,4459465500
2015-07-02,4367811000
2015-07-06,4371498250
2015-07-07,4443663000
2015-07-08,4285111249
2015-07-09,4372025000
2015-07-10,4405737000
2015-07-13,4401523000
2015-07-14,4476321500
2015-07-15,4415745250
2015-07-16,4483696000
2015-07-17,4303020750
2015-07-20,4234543250
2015-07-21,4227695500
2015-07-22,4246658500
2015-07-23,4287745000
2015-07-24,4225061749
2015-07-27,4206625500
2015-07-28,4725474250
2015-07-29,4914577500
2015-07-30,4875598000
2015-07-31,4857688500
2015-08-03,4864009500
2015-08-04,4872437500
2015-08-05,4934594000
2015-08-06,5001491250
2015-08-07,4959351250
2015-08-10,5005178500
2015-08-11,4956190750
2015-08-12,4829770750
2015-08-13,4806593750
2015-08-14,4839779000
2015-08-17,4846626750
2015-08-18,4807647250
2015-08-19,4826610250
2015-08-20,4614330000
2015-08-21,4434181500
2015-08-24,4309341750
2015-08-25,4298280000
2015-08-26,4465259750
2015-08-27,4520041750
2015-08-28,4523729000
2015-08-31,4446823500
2015-09-01,4297226500
2015-09-02,4415745250
2015-09-03,4342000250
2015-09-04,4265621500
2015-09-08,4386774000
2015-09-09,4370971500
2015-09-10,4345160750
2015-09-11,4431021000
2015-09-14,4350428250
2015-09-15,4289852000
2015-09-16,4318296500
2015-09-17,4318296500
2015-09-18,4348848000
2015-09-21,4297226500
2015-09-22,4247712000
2015-09-23,4200831250
2015-09-24,4084946250
2015-09-25,3983810249
2015-09-28,3810509500
2015-09-29,3926921250
2015-09-30,4004682580
2015-10-01,4064776540
2015-10-02,4074792200
2015-10-05,4168623120
2015-10-06,4174421660
2015-10-07,4297772420
2015-10-08,4315695180
2015-10-09,4301462400
2015-10-12,4240314160
2015-10-13,4021551060
2015-10-14,3994666920
2015-10-15,4133304740
2015-10-16,4064776540
2015-10-19,3968309920
2015-10-20,3955658560
2015-10-21,3854447680
2015-10-22,3958294260
2015-10-23,4070047939
2015-10-26,3958821399
2015-10-27,4186545880
2015-10-28,4422177460
2015-10-29,4253492660
2015-10-30,4355230680
2015-11-02,4551853900
2015-11-03,4538148260
2015-11-04,4591389400
2015-11-05,4569776660
2015-11-06,4649374800
2015-11-09,4693654560
2015-11-10,4691018860
2015-11-11,4786431200
2015-11-12,4571358080
2015-11-13,4510736980
2015-11-16,4529186880
2015-11-17,4549745340
2015-11-18,4681530340
2015-11-19,4718430140
2015-11-20,4785376920
2015-11-23,4734771480
2015-11-24,4738988600
2015-11-25,4731608640
2015-11-27,4838090920
2015-11-30,4806989660
2015-12-01,4856013680
2015-12-02,4933503260
2015-12-03,4852850840
2015-12-04,4857067960
2015-12-07,4838618060
2015-12-08,4843362320
2015-12-09,4726864380
2015-12-10,4696290260
2015-12-11,4654119060
2015-12-14,4652010500
2015-12-15,4761128480
2015-12-16,4772198420
2015-12-17,4750585680
2015-12-18,4668351840
2015-12-21,4700507380
2015-12-22,4720538700
2015-12-23,4818059600
2015-12-24,4821222440
2015-12-28,4819113880
2015-12-29,4838618060
2015-12-30,4763237040
2015-12-31,4716385680
2016-01-04,4540764320
2016-01-05,4411164220
2016-01-06,4281035140
2016-01-07,4131333799
2016-01-08,4221260400
2016-01-11,4203804060
2016-01-12,4391591960
2016-01-13,4303252300
2016-01-14,4387889100
2016-01-15,4286853920
2016-01-19,4285795960
2016-01-20,4223376320
2016-01-21,4219144480
2016-01-22,4310658020
2016-01-25,4228137140
2016-01-26,4279448200
2016-01-27,4203804060
2016-01-28,4096950100
2016-01-29,4275745340
2016-02-01,4276274320
2016-02-02,4228666120
2016-02-03,4281035140
2016-02-04,4354034380
2016-02-05,4248767359
2016-02-08,4303781280
2016-02-09,4340809880
2016-02-10,4315947820
2016-02-11,4312773940
2016-02-12,4023950859
2016-02-16,4204862019
2016-02-17,4376251540
2016-02-18,4332346200
2016-02-19,4316476800
2016-02-22,4336049060
2016-02-23,4333933140
2016-02-24,4361440100
2016-02-25,4393707880
2016-02-26,4423859740
2016-02-29,4361969080
2016-03-01,4448192820
2016-03-02,4493156120
2016-03-03,4566684340
2016-03-04,4676183200
2016-03-07,4738073860
2016-03-08,4695226480
2016-03-09,4734371000
2016-03-10,4716385680
2016-03-11,4810544120
2016-03-14,4815833920
2016-03-15,4709508940
2016-03-16,4811073100
2016-03-17,4917398080
2016-03-18,5008911620
2016-03-21,4956542600
2016-03-22,4951781780
2016-03-23,4902057660
2016-03-24,4999918960
2016-03-28,5047527160
2016-03-29,5131634980
2016-03-30,5096193320
2016-03-31,5098485200
2016-04-01,5093709350
2016-04-04,5041705650
2016-04-05,5005090800
2016-04-06,5015173150
2016-04-07,4982272850
2016-04-08,4988640650
2016-04-11,4976966350
2016-04-12,5000314950
2016-04-13,5230086400
2016-04-14,5192410250
2016-04-15,5101669100
2016-04-18,5166408400
2016-04-19,5177552050
2016-04-20,5252373700
2016-04-21,5200900650
2016-04-22,5277314250
2016-04-25,5229555750
2016-04-26,5360626300
2016-04-27,5449244850
2016-04-28,4588530550
2016-04-29,4599143550
2016-05-02,4594898350
2016-05-03,4540772050
2016-05-04,4489299000
2016-05-05,4451092200
2016-05-06,4445255050
2016-05-09,4485584450
2016-05-10,4551385050
2016-05-11,4482931200
2016-05-12,4414477350
2016-05-13,4358759100
2016-05-16,4395373950
2016-05-17,4288182650
2016-05-18,4330634650
2016-05-19,4304102150
2016-05-20,4370964050
2016-05-23,4399619150
2016-05-24,4493013550
2016-05-25,4521138000
2016-05-26,4535465550
2016-05-27,4589591850
2016-05-31,4583754700
2016-06-01,4662821550
2016-06-02,4669189350
2016-06-03,4659637650
2016-06-06,4642126200
2016-06-07,4628859950
2016-06-08,4621961500
2016-06-09,4581101450
2016-06-10,4494074850
2016-06-13,4441540500
2016-06-14,4503095900
2016-06-15,4486115100
2016-06-16,4463297150
2016-06-17,4434111400
2016-06-20,4538649450
2016-06-21,4459582600
2016-06-22,4424029050
2016-06-23,4487176400
2016-06-24,4249445200
2016-06-27,4059472500
2016-06-28,4124742450
2016-06-29,4223973999
2016-06-30,4245680000
2016-07-01,4242495740
2016-07-05,4149090780
2016-07-06,4131046640
