,DXC
2004-08-24,3531625018
2004-08-25,3592167060
2004-08-26,3630976154
2004-08-27,3631752470
2004-08-30,3582852828
2004-08-31,3597600180
2004-09-01,3599152813
2004-09-02,3626318882
2004-09-03,3610019209
2004-09-07,3662023335
2004-09-08,3644171030
2004-09-09,3652709415
2004-09-10,3714027461
2004-09-13,3731103294
2004-09-14,3773017184
2004-09-15,3721013058
2004-09-16,3702384593
2004-09-17,3687637553
2004-09-20,3700056113
2004-09-21,3774569816
2004-09-22,3688413400
2004-09-23,3685308760
2004-09-24,3672889731
2004-09-27,3637185590
2004-09-28,3634857110
2004-09-29,3646499823
2004-09-30,3655813743
2004-10-01,4556304782
2004-10-04,4662835125
2004-10-05,4660007336
2004-10-06,4689232315
2004-10-07,4655293532
2004-10-08,4608155869
2004-10-11,4632667424
2004-10-12,4605327701
2004-10-13,4521423276
2004-10-14,4430919222
2004-10-15,4467686553
2004-10-18,4510110222
2004-10-19,4523308532
2004-10-20,4544991728
2004-10-21,4630781978
2004-10-22,4487484114
2004-10-25,4530850505
2004-10-26,4546877553
2004-10-27,4690175038
2004-10-28,4685461613
2004-10-29,4682633065
2004-11-01,4665663674
2004-11-02,4713743680
2004-11-03,4732598707
2004-11-04,4796705761
2004-11-05,4713743680
2004-11-08,4727884903
2004-11-09,4725999647
2004-11-10,5056904110
2004-11-11,5161549387
2004-11-12,5212457941
2004-11-15,5175690610
2004-11-16,5118182996
2004-11-17,5146465441
2004-11-18,5083301300
2004-11-19,4991854713
2004-11-22,5036163637
2004-11-23,5000339219
2004-11-24,5056904110
2004-11-26,5039934719
2004-11-29,5016366077
2004-11-30,5100271071
2004-12-01,5253938887
2004-12-02,5199259631
2004-12-03,5285049501
2004-12-06,5439660420
2004-12-07,5324645001
2004-12-08,5321816833
2004-12-09,5299190724
2004-12-10,5257709779
2004-12-13,5397236751
2004-12-14,5389694779
2004-12-15,5354813083
2004-12-16,5360469420
2004-12-17,5298247812
2004-12-20,5297305279
2004-12-21,5287878050
2004-12-22,5278450252
2004-12-23,5293534387
2004-12-27,5239797664
2004-12-28,5288820393
2004-12-29,5303904529
2004-12-30,5322759556
2004-12-31,5314274670
2005-01-03,5239797664
2005-01-04,5143637273
2005-01-05,5121011354
2005-01-06,5084244023
2005-01-07,5092728908
2005-01-10,5075759327
2005-01-11,5042762887
2005-01-12,5071045333
2005-01-13,4970171517
2005-01-14,5058789746
2005-01-18,5152122158
2005-01-19,5041820354
2005-01-20,4940003625
2005-01-21,4855155908
2005-01-24,4808018815
2005-01-25,4776908201
2005-01-26,4789163598
2005-01-27,4778793457
2005-01-28,4745797207
2005-01-31,4857041734
2005-02-01,4871182957
2005-02-02,4840072342
2005-02-03,4837243984
2005-02-04,4919263342
2005-02-07,4942831794
2005-02-08,4902293571
2005-02-09,4664720761
2005-02-10,4521423276
2005-02-11,4573274363
2005-02-14,4475228147
2005-02-15,4464858385
2005-02-16,4402636776
2005-02-17,4360213108
2005-02-18,4299877135
2005-02-22,4242369331
2005-02-23,4235770081
2005-02-24,4323445776
2005-02-25,4312133102
2005-02-28,4358327282
2005-03-01,4430919222
2005-03-02,4344186059
2005-03-03,4373411797
2005-03-04,4416777999
2005-03-07,4397922782
2005-03-08,4256510553
2005-03-09,4185804439
2005-03-10,4280079575
2005-03-11,4292335162
2005-03-14,4349842776
2005-03-15,4290449716
2005-03-16,4210315804
2005-03-17,4224457026
2005-03-18,4238598249
2005-03-21,4310247276
2005-03-22,4289506993
2005-03-23,4260281635
2005-03-24,4273479945
2005-03-28,4270651776
2005-03-29,4230113743
2005-03-30,4307419108
2005-03-31,4322503243
2005-04-01,4182521401
2005-04-04,4230405822
2005-04-05,4223039002
2005-04-06,4263556789
2005-04-07,4278290614
2005-04-08,4200938729
2005-04-11,4371296412
2005-04-12,4366692451
2005-04-13,4294865912
2005-04-14,4258031813
2005-04-15,4048076802
2005-04-18,3968883258
2005-04-19,4029659475
2005-04-20,3947703628
2005-04-21,4074781408
2005-04-22,4005717357
2005-04-25,4050839290
2005-04-26,3981775239
2005-04-27,4011242703
2005-04-28,3965199941
2005-04-29,4003875884
2005-05-02,4024134499
2005-05-03,4050839290
2005-05-04,4075702422
2005-05-05,4044393300
2005-05-06,4052680763
2005-05-09,4094119194
2005-05-10,4050839290
2005-05-11,4046234773
2005-05-12,3989142059
2005-05-13,4016767679
2005-05-16,3990063074
2005-05-17,4017688694
2005-05-18,4053601778
2005-05-19,4129111634
2005-05-20,4132795136
2005-05-23,4079385740
2005-05-24,4215671997
2005-05-25,4286578077
2005-05-26,4331699825
2005-05-27,4272765267
2005-05-31,4264477433
2005-06-01,4285657433
2005-06-02,4318808030
2005-06-03,4211989051
2005-06-06,4208305548
2005-06-07,4190809236
2005-06-08,4170550435
2005-06-09,4170550435
2005-06-10,4133716151
2005-06-13,4135557624
2005-06-14,4082148227
2005-06-15,4011242703
2005-06-16,4021371640
2005-06-17,4075702422
2005-06-20,4033342977
2005-06-21,4035184821
2005-06-22,4033342977
2005-06-23,4039788968
2005-06-24,3981775239
2005-06-27,3974408234
2005-06-28,4028739016
2005-06-29,4011242703
2005-06-30,4024134499
2005-07-01,4065567229
2005-07-05,4070158037
2005-07-06,4060058481
2005-07-07,4077503403
2005-07-08,4093111706
2005-07-11,4086684649
2005-07-12,4150037096
2005-07-13,4150037096
2005-07-14,4180336132
2005-07-15,4188599623
2005-07-18,4188599623
2005-07-19,4270314747
2005-07-20,4220734909
2005-07-21,4224407222
2005-07-22,4227161966
2005-07-25,4163809519
2005-07-26,4166563893
2005-07-27,4177581758
2005-07-28,4220734909
2005-07-29,4203289617
2005-08-01,4202371862
2005-08-02,4232670713
2005-08-03,4282250921
2005-08-04,4300613968
2005-08-05,4128919675
2005-08-08,4093111706
2005-08-09,4070158037
2005-08-10,4038022751
2005-08-11,4062812855
2005-08-12,4063731164
2005-08-15,4071076346
2005-08-16,4049040616
2005-08-17,4090357332
2005-08-18,4094948140
2005-08-19,4061894545
2005-08-22,4037104811
2005-08-23,4049040616
2005-08-24,4039859185
2005-08-25,4037104811
2005-08-26,4021496138
2005-08-29,4063731164
2005-08-30,4043531868
2005-08-31,4090357332
2005-09-01,4105966005
2005-09-02,4084848585
2005-09-06,4136264857
2005-09-07,4136264857
2005-09-08,4119738244
2005-09-09,4131674049
2005-09-12,4177581758
2005-09-13,4143610223
2005-09-14,4097702514
2005-09-15,4105047881
2005-09-16,4147282722
2005-09-19,4182172566
2005-09-20,4223489282
2005-09-21,4177581758
2005-09-22,4157382462
2005-09-23,4128001366
2005-09-26,4105047881
2005-09-27,4164727644
2005-09-28,4223489282
2005-09-29,4280414302
2005-09-30,4343766749
2005-10-03,4329378739
2005-10-04,4313766034
2005-10-05,4198046379
2005-10-06,4180596906
2005-10-07,4247640569
2005-10-10,4209985735
2005-10-11,4157636393
2005-10-12,4169575934
2005-10-13,4197128180
2005-10-14,4126410428
2005-10-17,4107124004
2005-10-18,4121818326
2005-10-19,4128247565
2005-10-20,4107124004
2005-10-21,4164983831
2005-10-24,4629698294
2005-10-25,4473569208
2005-10-26,4592043644
2005-10-27,4504795173
2005-10-28,4569083501
2005-10-31,4706844915
2005-11-01,5326770819
2005-11-02,5166049076
2005-11-03,4913487130
2005-11-04,4977775457
2005-11-07,4884097747
2005-11-08,4801441009
2005-11-09,4810625029
2005-11-10,4921752582
2005-11-11,4853790350
2005-11-14,5051248360
2005-11-15,4964917533
2005-11-16,4935528705
2005-11-17,4963999334
2005-11-18,5037472237
2005-11-21,4443261811
2005-11-22,4479998078
2005-11-23,4405606792
2005-11-25,4463466804
2005-11-28,4504795173
2005-11-29,4504795173
2005-11-30,4613167020
2005-12-01,4628780280
2005-12-02,4547960124
2005-12-05,4534184001
2005-12-06,4533265433
2005-12-07,4534184001
2005-12-08,4509387276
2005-12-09,4547960124
2005-12-12,4492855632
2005-12-13,4509387276
2005-12-14,4558062528
2005-12-15,4573675788
2005-12-16,4517652728
2005-12-19,4509387276
2005-12-20,4468058537
2005-12-21,4503876605
2005-12-22,4534184001
2005-12-23,4553470795
2005-12-27,4630616862
2005-12-28,4648985088
2005-12-29,4637964116
2005-12-30,4650822225
2006-01-03,4704899650
2006-01-04,4670892950
2006-01-05,5037615490
2006-01-06,5070703480
2006-01-09,5027505795
2006-01-10,5080813730
2006-01-11,5107467975
2006-01-12,5075299250
2006-01-13,4942028765
2006-01-17,4848280015
2006-01-18,4908021880
2006-01-19,4879529475
2006-01-20,4646077050
2006-01-23,4618503910
2006-01-24,4595525985
2006-01-25,4541298970
2006-01-26,4668135710
2006-01-27,4669054420
2006-01-30,4687436760
2006-01-31,4659863620
2006-02-01,4714090635
2006-02-02,4715009900
2006-02-03,4635047720
2006-02-06,4608393660
2006-02-07,4533027250
2006-02-08,4737987455
2006-02-09,4620341885
2006-02-10,4718686405
2006-02-13,4784862015
2006-02-14,4806920305
2006-02-15,4888720460
2006-02-16,4907102615
2006-02-17,4936514285
2006-02-21,4980631235
2006-02-22,4999932655
2006-02-23,4906183905
2006-02-24,4943866740
2006-02-27,5027505795
2006-02-28,4994417805
2006-03-01,5023828920
2006-03-02,5018314440
2006-03-03,4988903325
2006-03-06,5036696780
2006-03-07,4957653680
2006-03-08,4958572945
2006-03-09,4906183905
2006-03-10,5133202770
2006-03-13,5146989340
2006-03-14,5229708760
2006-03-15,5283017065
2006-03-16,5192944265
2006-03-17,5229708760
2006-03-20,5249929075
2006-03-21,5181915305
2006-03-22,5215002925
2006-03-23,5178238800
2006-03-24,5199378380
2006-03-27,5236142505
2006-03-28,5089085820
2006-03-29,5112063190
2006-03-30,5114820430
2006-03-31,5105629630
2006-04-03,5327815608
2006-04-04,5561238607
2006-04-05,5552868893
2006-04-06,5524039959
2006-04-07,5418952896
2006-04-10,5383613955
2006-04-11,5364084683
2006-04-12,5405933444
2006-04-13,5403143227
2006-04-17,5453361890
2006-04-18,5498930627
2006-04-19,5444991988
2006-04-20,5537989545
2006-04-21,5474751244
2006-04-24,5453361890
2006-04-25,5439412303
2006-04-26,5459871709
2006-04-27,5489630591
2006-04-28,5444991988
2006-05-01,5423602634
2006-05-02,5467311476
2006-05-03,5431972535
2006-05-04,5444991988
2006-05-05,5452431755
2006-05-08,5536129276
2006-05-09,5453361890
2006-05-10,5462661552
2006-05-11,5395703460
2006-05-12,5376174188
2006-05-15,5363154174
2006-05-16,5335255000
2006-05-17,5276666810
2006-05-18,5205988741
2006-05-19,5184599387
2006-05-22,5147400551
2006-05-23,5086022519
2006-05-24,5059983240
2006-05-25,5224588440
2006-05-26,5249697771
2006-05-30,5174370152
2006-05-31,5231098073
2006-06-01,5247837502
2006-06-02,5282246870
2006-06-05,5217148486
2006-06-06,5254347322
2006-06-07,5283177005
2006-06-08,5285036712
2006-06-09,5239467975
2006-06-12,5121361647
2006-06-13,5021854270
2006-06-14,5105551791
2006-06-15,5203198899
2006-06-16,5139031024
2006-06-19,5159490430
2006-06-20,5146470978
2006-06-21,5197619214
2006-06-22,5110201903
2006-06-23,5120431512
2006-06-26,5143680761
2006-06-27,5079512886
2006-06-28,5143680761
2006-06-29,5196689266
2006-06-30,4515949165
2006-07-03,4329334112
2006-07-05,4508048745
2006-07-06,4490946672
2006-07-07,4492657155
2006-07-10,4505483537
2006-07-11,4554223861
2006-07-12,4580731351
2006-07-13,4531991372
2006-07-14,4510613953
2006-07-17,4333609630
2006-07-18,4431090449
2006-07-19,4492657155
2006-07-20,4398596785
2006-07-21,4381495229
2006-07-24,4404582442
2006-07-25,4478975531
2006-07-26,4440496382
2006-07-27,4416553583
2006-07-28,4476410323
2006-07-31,4479830772
2006-08-01,4403727201
2006-08-02,4334464872
2006-08-03,4370378812
2006-08-04,4303681347
2006-08-07,4197649836
2006-08-08,4072806458
2006-08-09,4060835144
2006-08-10,4048008761
2006-08-11,4032617171
2006-08-14,4008674544
2006-08-15,4005254439
2006-08-16,4078791942
2006-08-17,4023211237
2006-08-18,4024921204
2006-08-21,3986442056
2006-08-22,3994992920
2006-08-23,4053139177
2006-08-24,4009529613
2006-08-25,3984731745
2006-08-28,4021500927
2006-08-29,4022355996
2006-08-30,4019790788
2006-08-31,4051429210
2006-09-01,4026631686
2006-09-05,4042878346
2006-09-06,3985587331
2006-09-07,3970195396
2006-09-08,4071096319
2006-09-11,4051429210
2006-09-12,4106155190
2006-09-13,4119836642
2006-09-14,4125822299
2006-09-15,4142924200
2006-09-18,4189954213
2006-09-19,4160025929
2006-09-20,4145489580
2006-09-21,4061690385
2006-09-22,4056559626
2006-09-25,4077081976
2006-09-26,4104445052
2006-09-27,4108720398
2006-09-28,4198505421
2006-09-29,4200215388
2006-10-02,4159922206
2006-10-03,4145397990
2006-10-04,4169320178
2006-10-05,4152233097
2006-10-06,4141126090
2006-10-09,4101824996
2006-10-10,4074485425
2006-10-11,4152233097
2006-10-12,4158213515
2006-10-13,4214601691
2006-10-16,4333358977
2006-10-17,4408543612
2006-10-18,4408543612
2006-10-19,4353009438
2006-10-20,4376077625
2006-10-23,4392310533
2006-10-24,4372660071
2006-10-25,4437592218
2006-10-26,4497397775
2006-10-27,4508504782
2006-10-30,4542679460
2006-10-31,4515339718
2006-11-01,4517902754
2006-11-02,4534135834
2006-11-03,4229126252
2006-11-06,4254757303
2006-11-07,4337630876
2006-11-08,4348737539
2006-11-09,4357281509
2006-11-10,4334213494
2006-11-13,4420504621
2006-11-14,4393165050
2006-11-15,4340193912
2006-11-16,4422213656
2006-11-17,4417087239
2006-11-20,4429048591
2006-11-21,4428194074
2006-11-22,4467495168
2006-11-24,4418796102
2006-11-27,4407689095
2006-11-28,4379495007
2006-11-29,4452970780
2006-11-30,4459805715
2006-12-01,4444427153
2006-12-04,4498252293
2006-12-05,4508504782
2006-12-06,4529863934
2006-12-07,4544387979
2006-12-08,4575145447
2006-12-11,4564892958
2006-12-12,4554640468
2006-12-13,4559766885
2006-12-14,4608465952
2006-12-15,4578563001
2006-12-18,4530718280
2006-12-19,4545242497
2006-12-20,4540970769
2006-12-21,4583689418
2006-12-22,4577708484
2006-12-26,4585397937
2006-12-27,4607611434
2006-12-28,4558912368
2006-12-29,4559766885
2007-01-03,4421427943
2007-01-04,4409509989
2007-01-05,4412064032
2007-01-08,4439304188
2007-01-09,4417171433
2007-01-10,4397592550
2007-01-11,4386526344
2007-01-12,4360988656
2007-01-16,4372054862
2007-01-17,4427386577
2007-01-18,4436750487
2007-01-19,4408659099
2007-01-22,4359286017
2007-01-23,4371203457
2007-01-24,4390782511
2007-01-25,4447816522
2007-01-26,4481015654
2007-01-29,4455477966
2007-01-30,4462288176
2007-01-31,4465693109
2007-02-01,4524429930
2007-02-02,4585720451
2007-02-05,4544008984
2007-02-06,4532091031
2007-02-07,4656374882
2007-02-08,4634241956
2007-02-09,4601042995
2007-02-12,4561033824
2007-02-13,4628283150
2007-02-14,4612960606
2007-02-15,4627431746
2007-02-16,4655523477
2007-02-20,4643606038
2007-02-21,4630837193
2007-02-22,4629985789
2007-02-23,4595084361
2007-02-26,4567843863
2007-02-27,4469098215
2007-02-28,4505702452
2007-03-01,4439304188
2007-03-02,4408659099
2007-03-05,4375459967
2007-03-06,4390782511
2007-03-07,4369501161
2007-03-08,4388228811
2007-03-09,4405253994
2007-03-12,4378864900
2007-03-13,4343963473
2007-03-14,4352475978
2007-03-15,4361840060
2007-03-16,4310764683
2007-03-19,4334599562
2007-03-20,4436750487
2007-03-21,4464841876
2007-03-22,4490379564
2007-03-23,4461437114
2007-03-26,4448668269
2007-03-27,4440155421
2007-03-28,4426535343
2007-03-29,4452924265
2007-03-30,4437601721
2007-04-02,4480082807
2007-04-03,4660256390
2007-04-04,4656791088
2007-04-05,4660256390
2007-04-09,4638600648
2007-04-10,4577965440
2007-04-11,4647263119
2007-04-12,4684510369
2007-04-13,4659389672
2007-04-16,4650727550
2007-04-17,4686242933
2007-04-18,4703567004
2007-04-19,4726088767
2007-04-20,4746878141
2007-04-23,4752941505
2007-04-24,4795386272
2007-04-25,4848225727
2007-04-26,4836098302
2007-04-27,4882874218
2007-04-30,4810978128
2007-05-01,4869880947
2007-05-02,4837831040
2007-05-03,4812710692
2007-05-04,4821372815
2007-05-07,4823105030
2007-05-08,4754673895
2007-05-09,4823971400
2007-05-10,4749476725
2007-05-11,4888071387
2007-05-14,4843894404
2007-05-15,4861218998
2007-05-16,4982489240
2007-05-17,4926185355
2007-05-18,4966031538
2007-05-21,4942643405
2007-05-22,5001546398
2007-05-23,4855155111
2007-05-24,4832633871
2007-05-25,4893268905
2007-05-29,4847359358
2007-05-30,4909727130
2007-05-31,4798851226
2007-06-01,4855155111
2007-06-04,4879409439
2007-06-05,4933981457
2007-06-06,4817907861
2007-06-07,4798851226
2007-06-08,4849091573
2007-06-11,4816175297
2007-06-12,4741680623
2007-06-13,4853422896
2007-06-14,4751209290
2007-06-15,4777195832
2007-06-18,4784125216
2007-06-19,4955636851
2007-06-20,4972094902
2007-06-21,4992883927
2007-06-22,4985088173
2007-06-25,5089900364
2007-06-26,5042258427
2007-06-27,5141873449
2007-06-28,5136676280
2007-06-29,5123683009
2007-07-02,5072767526
2007-07-03,5047947333
2007-07-05,5105290722
2007-07-06,5107002768
2007-07-09,5247365935
2007-07-10,5096732213
2007-07-11,5118128830
2007-07-12,5173760862
2007-07-13,5148940324
2007-07-16,5156643327
2007-07-17,5270474598
2007-07-18,5273897830
2007-07-19,5288447812
2007-07-20,5253357063
2007-07-23,5255924616
2007-07-24,5228536870
2007-07-25,5215698762
2007-07-26,4951233424
2007-07-27,4839969533
2007-07-30,4797175781
2007-07-31,4765508437
2007-08-01,4827131425
2007-08-02,4825419895
2007-08-03,4617442612
2007-08-06,4616586589
2007-08-07,4590054349
2007-08-08,4534422490
2007-08-09,4272525221
2007-08-10,4518160806
2007-08-13,4935827419
2007-08-14,4760373331
2007-08-15,4620010164
2007-08-16,4600324904
2007-08-17,4691047340
2007-08-20,4727850135
2007-08-21,4676497703
2007-08-22,4772355588
2007-08-23,4940962868
2007-08-24,4930692313
2007-08-27,4837401980
2007-08-28,4716723557
2007-08-29,4767220483
2007-08-30,4760373331
2007-08-31,4788617100
2007-09-04,4927268909
2007-09-05,4846816685
2007-09-06,4844249132
2007-09-07,4736409161
2007-09-10,4673930150
2007-09-11,4762940884
2007-09-12,4736409161
2007-09-13,4666227147
2007-09-14,4626001121
2007-09-17,4614018691
2007-09-18,4659380168
2007-09-19,4762940884
2007-09-20,4758661457
2007-09-21,4752670328
2007-09-24,4691047340
2007-09-25,4807446337
2007-09-26,4829698977
2007-09-27,4789473123
2007-09-28,4784337673
2007-10-01,4845418763
2007-10-02,4722413308
2007-10-03,4729062238
2007-10-04,4680857203
2007-10-05,4713270925
2007-10-08,4708284018
2007-10-09,4686675373
2007-10-10,4783916203
2007-10-11,4825471806
2007-10-12,4918556992
2007-10-15,4899441632
2007-10-16,4823809782
2007-10-17,4792227323
2007-10-18,4796382967
2007-10-19,4733217882
2007-10-22,4728230975
2007-10-23,4725737689
2007-10-24,4698310874
2007-10-25,4679195180
2007-10-26,4726568952
2007-10-29,4730724261
2007-10-30,4766462532
2007-10-31,4852898621
2007-11-01,4711608902
2007-11-02,4678363917
2007-11-05,4588603280
2007-11-06,4645950196
2007-11-07,4473909113
2007-11-08,4465597658
2007-11-09,4418223886
2007-11-12,4342592036
2007-11-13,4458117466
2007-11-14,4391628334
2007-11-15,4312671935
2007-11-16,4321814319
2007-11-19,4281920739
2007-11-20,4308516626
2007-11-21,4249507017
2007-11-23,4265298163
2007-11-26,4187173028
2007-11-27,4267791449
2007-11-28,4339267990
2007-11-29,4372512472
2007-11-30,4389965808
2007-12-03,4360045707
2007-12-04,4300205171
2007-12-05,4423210793
2007-12-06,4458117466
2007-12-07,4457286537
2007-12-10,4472246588
2007-12-11,4377499044
2007-12-12,4370850114
2007-12-13,4365863542
2007-12-14,4282751834
2007-12-17,4224573321
2007-12-18,4272778356
2007-12-19,4209613271
2007-12-20,4220417677
2007-12-21,4310178649
2007-12-24,4331787797
2007-12-26,4206288889
2007-12-27,4123176847
2007-12-28,4142292876
2007-12-31,4111541680
2008-01-02,3943655572
2008-01-03,3755822842
2008-01-04,3660244369
2008-01-07,3636972864
2008-01-08,3502331740
2008-01-09,3376002072
2008-01-10,3444984489
2008-01-11,3418388937
2008-01-14,3380157715
2008-01-15,3250503164
2008-01-16,3262138666
2008-01-17,3231387302
2008-01-18,3267956500
2008-01-22,3208947059
2008-01-23,3198973580
2008-01-24,3257983356
2008-01-25,3295383650
2008-01-28,3315330272
2008-01-29,3380157715
2008-01-30,3376832832
2008-01-31,3517291791
2008-02-01,3502331740
2008-02-04,3498176431
2008-02-05,3709280165
2008-02-06,3596248189
2008-02-07,3621181718
2008-02-08,3629492671
2008-02-11,3692657756
2008-02-12,3671879871
2008-02-13,3732551336
2008-02-14,3695151042
2008-02-15,3732551336
2008-02-19,3734213694
2008-02-20,3774938536
2008-02-21,3717591285
2008-02-22,3755822842
2008-02-25,3798210042
2008-02-26,3824805594
2008-02-27,3868854985
2008-02-28,3710111427
2008-02-29,3611208239
2008-03-03,3592923640
2008-03-04,3630324268
2008-03-05,3632817554
2008-03-06,3569652469
2008-03-07,3449971396
2008-03-10,3428362416
2008-03-11,3495683145
2008-03-12,3469918018
2008-03-13,3407584196
2008-03-14,3418388937
2008-03-17,3312836986
2008-03-18,3394286503
2008-03-19,3351068543
2008-03-20,3391792883
2008-03-24,3528096532
2008-03-25,3456620326
2008-03-26,3431686797
2008-03-27,3388468836
2008-03-28,3390962122
2008-03-31,3390130859
2008-04-01,3166711951
2008-04-02,3176476364
2008-04-03,3130658085
2008-04-04,3099862352
2008-04-07,3117138037
2008-04-08,3143427339
2008-04-09,3123147115
2008-04-10,3144178436
2008-04-11,3099862352
2008-04-14,3117889285
2008-04-15,3120893824
2008-04-16,3192250006
2008-04-17,3196756588
2008-04-18,3313931049
2008-04-21,3285388304
2008-04-22,3180982946
2008-04-23,3251588333
2008-04-24,3326700000
2008-04-25,3323695461
2008-04-28,3317686534
2008-04-29,3329704388
2008-04-30,3274121849
2008-05-01,3394300546
2008-05-02,3377775958
2008-05-05,3378527206
2008-05-06,3379278152
2008-05-07,3325197806
2008-05-08,3290646436
2008-05-09,3270366212
2008-05-12,3563301910
2008-05-13,3457394510
2008-05-14,3533257274
2008-05-15,3582080092
2008-05-16,3564804255
2008-05-19,3585835425
2008-05-20,3540768395
2008-05-21,3531754928
2008-05-22,3619635698
2008-05-23,3597853431
2008-05-27,3651182680
2008-05-28,3644422807
2008-05-29,3691743128
2008-05-30,3691743128
2008-06-02,3609871286
2008-06-03,3649680637
2008-06-04,3612875825
2008-06-05,3669209613
2008-06-06,3674467444
2008-06-09,3588840267
2008-06-10,3583582134
2008-06-11,3557293285
2008-06-12,3508470467
2008-06-13,3590342310
2008-06-16,3577573207
2008-06-17,3578324304
2008-06-18,3586586674
2008-06-19,3636911534
2008-06-20,3588840267
2008-06-23,3596351237
2008-06-24,3551284207
2008-06-25,3616631461
2008-06-26,3531003983
2008-06-27,3518986128
2008-06-30,3518235182
2008-07-01,3550176247
2008-07-02,3562962699
2008-07-03,3604331201
2008-07-07,3606587910
2008-07-08,3657734627
2008-07-09,3599818390
2008-07-10,3584775532
2008-07-11,3488499182
2008-07-14,3338820164
2008-07-15,3329042404
2008-07-16,3408018733
2008-07-17,3489251771
2008-07-18,3474208610
2008-07-21,3456908892
2008-07-22,3576501437
2008-07-23,3673529771
2008-07-24,3507303322
2008-07-25,3523098769
2008-07-28,3453900351
2008-07-29,3547167554
2008-07-30,3620126649
2008-07-31,3562962699
2008-08-01,3528363868
2008-08-04,3507303322
2008-08-05,3594553291
2008-08-06,3441113445
2008-08-07,3426070587
2008-08-08,3499029682
2008-08-11,3442618018
2008-08-12,3487747349
2008-08-13,3587783770
2008-08-14,3687068510
2008-08-15,3645700007
2008-08-18,3581014552
2008-08-19,3501286088
2008-08-20,3511064150
2008-08-21,3555441345
2008-08-22,3605835624
2008-08-25,3557697751
2008-08-26,3544911148
2008-08-27,3568227797
2008-08-28,3623135342
2008-08-29,3537389492
2008-09-02,3453148064
2008-09-03,3422309759
2008-09-04,3333555216
2008-09-05,3326033712
2008-09-08,3419301066
2008-09-09,3318512207
2008-09-10,3350102496
2008-09-11,3373419449
2008-09-12,3392975573
2008-09-15,3294443120
2008-09-16,3283160787
2008-09-17,3095873943
2008-09-18,3205688577
2008-09-19,3274135163
2008-09-22,3138746868
2008-09-23,3102643463
2008-09-24,3126712248
2008-09-25,3172593866
2008-09-26,3174850574
2008-09-29,2975529111
2008-09-30,3022914848
2008-10-01,3011897937
2008-10-02,2909544521
2008-10-03,2777839675
2008-10-06,2619041737
2008-10-07,2503141321
2008-10-08,2448954227
2008-10-09,2308971029
2008-10-10,2226937811
2008-10-13,2443686033
2008-10-14,2525719251
2008-10-15,2360147812
2008-10-16,2448201801
2008-10-17,2378962704
2008-10-20,2485078855
2008-10-21,2415087483
2008-10-22,2074160493
2008-10-23,2092222807
2008-10-24,2077923380
2008-10-27,2043303907
2008-10-28,2269835940
2008-10-29,2105769656
2008-10-30,2153183249
2008-10-31,2269835940
2008-11-03,2385736053
2008-11-04,2482068697
2008-11-05,2337569882
2008-11-06,2241237238
2008-11-07,2311981490
2008-11-10,2295424331
2008-11-11,2214896269
2008-11-12,2105016927
2008-11-13,2301445103
2008-11-14,2147162478
2008-11-17,2095233268
2008-11-18,2103511772
2008-11-19,1972559655
2008-11-20,1837092073
2008-11-21,1956755225
2008-11-24,2001158508
2008-11-25,2028251903
2008-11-26,2032767519
2008-11-28,2096738423
2008-12-01,1917619984
2008-12-02,2081686419
2008-12-03,2146409900
2008-12-04,2072655338
2008-12-05,2169740408
2008-12-08,2275104133
2008-12-09,2251021048
2008-12-10,2296929486
2008-12-11,2286393099
2008-12-12,2357889928
2008-12-15,2341332769
2008-12-16,2437665262
2008-12-17,2466263964
2008-12-18,2540018678
2008-12-19,2494862817
2008-12-22,2464006231
2008-12-23,2372189355
2008-12-24,2394767285
2008-12-26,2442180727
2008-12-29,2508409515
2008-12-30,2551307643
2008-12-31,2644629826
2009-01-02,2792139102
2009-01-05,2826758575
2009-01-06,2975020580
2009-01-07,2851594237
2009-01-08,2768808745
2009-01-09,2736446853
2009-01-12,2713868923
2009-01-13,2808696109
2009-01-14,2686775225
2009-01-15,2759024784
2009-01-16,2783107869
2009-01-20,2648392864
2009-01-21,2759024784
2009-01-22,2761282516
2009-01-23,2705590419
2009-01-26,2761282516
2009-01-27,2844820737
2009-01-28,2894492366
2009-01-29,2771066478
2009-01-30,2772571481
2009-02-02,2832779498
2009-02-03,2895245095
2009-02-04,2859872893
2009-02-05,2919328029
2009-02-06,3041249064
2009-02-09,3030712677
2009-02-10,2921585761
2009-02-11,3032217832
2009-02-12,2988567277
2009-02-13,2978783316
2009-02-17,2856862734
2009-02-18,2850841963
2009-02-19,2773324210
2009-02-20,2757519780
2009-02-23,2647640135
2009-02-24,2704084961
2009-02-25,2635598896
2009-02-26,2592700768
2009-02-27,2614525969
2009-03-02,2573132844
2009-03-03,2570875112
2009-03-04,2726662892
2009-03-05,2572380570
2009-03-06,2471532158
2009-03-09,2414334754
2009-03-10,2454974999
2009-03-11,2504646627
2009-03-12,2639361632
2009-03-13,2663444868
2009-03-16,2587432574
2009-03-17,2656671368
2009-03-18,2720642120
2009-03-19,2665702601
2009-03-20,2625814934
2009-03-23,2813964606
2009-03-24,2744725357
2009-03-25,2763540249
2009-03-26,2844820737
2009-03-27,2740962318
2009-03-30,2760529939
2009-03-31,2772571481
2009-04-01,2829271923
2009-04-02,2954247804
2009-04-03,3022758586
2009-04-06,2994149689
2009-04-07,2923380219
2009-04-08,2862397894
2009-04-09,2942202120
