,DXC
2013-11-26,3839640130
2013-11-27,3842556194
2013-11-29,3835995379
2013-12-02,3844743133
2013-12-03,3835995379
2013-12-04,3908166108
2013-12-05,3862968353
2013-12-06,3943158297
2013-12-09,3888483075
2013-12-10,3881922260
2013-12-11,3857136224
2013-12-12,3816312346
2013-12-13,3814125408
2013-12-16,3865155292
2013-12-17,3864426166
2013-12-18,3896502290
2013-12-19,3962112351
2013-12-20,3997833226
2013-12-23,4003665355
2013-12-24,4048133984
2013-12-26,4049592236
2013-12-27,4055424219
2013-12-30,4070003955
2013-12-31,4073649146
2014-01-02,4030910980
2014-01-03,4051939304
2014-01-06,4028735696
2014-01-07,4035261547
2014-01-08,4043962973
2014-01-09,4072242534
2014-01-10,4049038780
2014-01-13,3970001290
2014-01-14,4049764021
2014-01-15,4075142766
2014-01-16,4067891675
2014-01-17,4020759219
2014-01-21,4028010602
2014-01-22,4141128555
2014-01-23,4052664399
2014-01-24,3935195878
2014-01-27,3872110905
2014-01-28,3892414281
2014-01-29,3918518266
2014-01-30,3999731040
2014-01-31,4380416163
2014-02-03,4248445315
2014-02-04,4241919464
2014-02-05,4199137429
2014-02-06,4233218038
2014-02-07,4355037126
2014-02-10,4369539454
2014-02-11,4446401369
2014-02-12,4455828035
2014-02-13,4518187768
2014-02-14,4475406171
2014-02-18,4559519322
2014-02-19,4534865379
2014-02-20,4521088292
2014-02-21,4510211583
2014-02-24,4597225550
2014-02-25,4589974167
2014-02-26,4612452827
2014-02-27,4587798884
2014-02-28,4582723222
2014-03-03,4510211583
2014-03-04,4568220748
2014-03-05,4535590620
2014-03-06,4537765903
2014-03-07,4565320370
2014-03-10,4497884684
2014-03-11,4508761394
2014-03-12,4487732923
2014-03-13,4447851704
2014-03-14,4476131265
2014-03-17,4521813386
2014-03-18,4584173265
2014-03-19,4585623308
2014-03-20,4593599932
2014-03-21,4579822698
2014-03-24,4505861016
2014-03-25,4489908207
2014-03-26,4410145914
2014-03-27,4357937650
2014-03-28,4371714737
2014-03-31,4410145914
2014-04-01,4440662920
2014-04-02,4462324677
2014-04-03,4431998159
2014-04-04,4391562947
2014-04-07,4307081892
2014-04-08,4343906908
2014-04-09,4379287700
2014-04-10,4255093617
2014-04-11,4191552716
2014-04-14,4302749657
2014-04-15,4336686370
2014-04-16,4417556939
2014-04-17,4410336402
2014-04-21,4393729065
2014-04-22,4383620225
2014-04-23,4327299425
2014-04-24,4278921492
2014-04-25,4205993645
2014-04-28,4199495292
2014-04-29,4230543704
2014-04-30,4273145033
2014-05-01,4285420135
2014-05-02,4284698096
2014-05-05,4288308437
2014-05-06,4226211469
2014-05-07,4189386307
2014-05-08,4190830531
2014-05-09,4504926006
2014-05-12,4486152551
2014-05-13,4451493798
2014-05-14,4416112861
2014-05-15,4421167280
2014-05-16,4397339406
2014-05-19,4432720343
2014-05-20,4414668928
2014-05-21,4417556939
2014-05-22,4411780335
2014-05-23,4450771614
2014-05-27,4483986433
2014-05-28,4481098131
2014-05-29,4517201253
2014-05-30,4541029128
2014-06-02,4504204257
2014-06-03,4530920288
2014-06-04,4554748308
2014-06-05,4559802582
2014-06-06,4590851285
2014-06-09,4598793570
2014-06-10,4595183520
2014-06-11,4591573179
2014-06-12,4533808300
2014-06-13,4569189528
2014-06-16,4553303939
2014-06-17,4588685167
2014-06-18,4594461335
2014-06-19,4603848281
2014-06-20,4622621736
2014-06-23,4626232222
2014-06-24,4616123092
2014-06-25,4620455618
2014-06-26,4561968700
2014-06-27,4546083547
2014-06-30,4563413069
2014-07-01,4554285923
2014-07-02,4554997733
2014-07-03,4574216891
2014-07-07,4545032249
2014-07-08,4479543716
2014-07-09,4505881405
2014-07-10,4463883608
2014-07-11,4464595275
2014-07-14,4463171654
2014-07-15,4463883608
2014-07-16,4514423412
2014-07-17,4541473055
2014-07-18,4543608485
2014-07-21,4522965133
2014-07-22,4604114061
2014-07-23,4626892269
2014-07-24,4620485979
2014-07-25,4611944258
2014-07-28,4595571767
2014-07-29,4578488038
2014-07-30,4572793414
2014-07-31,4441104826
2014-08-01,4459612461
2014-08-04,4469577945
2014-08-05,4438969396
2014-08-06,4420461904
2014-08-07,4365650952
2014-08-08,4093020244
2014-08-11,4171321501
2014-08-12,4127899941
2014-08-13,4165626877
2014-08-14,4183422559
2014-08-15,4186981753
2014-08-18,4244639801
2014-08-19,4259588386
2014-08-20,4270977777
2014-08-21,4302298137
2014-08-22,4256741002
2014-08-25,4268842347
2014-08-26,4274536684
2014-08-27,4299450896
2014-08-28,4269554014
2014-08-29,4256029192
2014-09-02,4287349552
2014-09-03,4274536684
2014-09-04,4269554014
2014-09-05,4288773459
2014-09-08,4258164909
2014-09-09,4225420356
2014-09-10,4253181809
2014-09-11,4261012006
2014-09-12,4250334569
2014-09-15,4242504371
2014-09-16,4233962364
2014-09-17,4213319442
2014-09-18,4214031252
2014-09-19,4178439745
2014-09-22,4114375120
2014-09-23,4073800799
2014-09-24,4088749384
2014-09-25,4031091049
2014-09-26,4031091049
2014-09-29,4243928135
2014-09-30,4352838084
2014-10-01,4121653481
2014-10-02,4102090030
2014-10-03,4134230366
2014-10-06,4139820125
2014-10-07,4052482016
2014-10-08,4138422474
2014-10-09,4027328526
2014-10-10,3991694767
2014-10-13,3939990840
2014-10-14,3930907518
2014-10-15,3868723040
2014-10-16,3869421443
2014-10-17,3943484122
2014-10-20,3957458236
2014-10-21,4104884769
2014-10-22,4099295151
2014-10-23,4130736803
2014-10-24,4160781226
2014-10-27,4156588837
2014-10-28,4176152568
2014-10-29,4202004602
2014-10-30,4195017616
2014-10-31,4220170965
2014-11-03,4206196710
2014-11-04,4206895535
2014-11-05,4218773315
2014-11-06,4170562951
2014-11-07,4169165722
2014-11-10,4144012232
2014-11-11,4206196710
2014-11-12,4279560564
2014-11-13,4308906161
2014-11-14,4315194604
2014-11-17,4359212860
2014-11-18,4333360967
2014-11-19,4351527189
2014-11-20,4381571612
2014-11-21,4365501303
2014-11-24,4433275539
2014-11-25,4411615753
2014-11-26,4422096304
2014-11-28,4428384747
2014-12-01,4438166472
2014-12-02,4477992620
2014-12-03,4627515488
2014-12-04,4557644917
2014-12-05,4581400615
2014-12-08,4501748882
2014-12-09,4465416016
2014-12-10,4386462404
2014-12-11,4365501303
2014-12-12,4284451497
2014-12-15,4327072524
2014-12-16,4257202234
2014-12-17,4344540202
2014-12-18,4452140586
2014-12-19,4460525083
2014-12-22,4487774345
2014-12-23,4480088674
2014-12-24,4496857667
2014-12-26,4482185009
2014-12-29,4470306949
2014-12-30,4502447285
2014-12-31,4405327451
2015-01-02,4423166511
2015-01-05,4333654130
2015-01-06,4344843283
2015-01-07,4376312433
2015-01-08,4425963834
2015-01-09,4495895373
2015-01-12,4418970737
2015-01-13,4415474117
2015-01-14,4437152847
2015-01-15,4360927506
2015-01-16,4397991303
2015-01-20,4403585809
2015-01-21,4370717927
2015-01-22,4444845381
2015-01-23,4507084244
2015-01-26,4453936224
2015-01-27,4388200882
2015-01-28,4334353566
2015-01-29,4394494684
2015-01-30,4243442454
2015-02-02,4288198644
2015-02-03,4339248777
2015-02-04,4379809052
2015-02-05,4437152847
2015-02-06,4546945224
2015-02-09,4534357339
2015-02-10,4258128226
2015-02-11,4345542720
2015-02-12,4510580864
2015-02-13,4622471410
2015-02-17,4663730700
2015-02-18,4686808583
2015-02-19,4677717317
2015-02-20,4680514359
2015-02-23,5016885012
2015-02-24,4953946712
2015-02-25,4928771504
2015-02-26,4955344881
2015-02-27,4959541218
2015-03-02,4965135724
2015-03-03,4936463897
2015-03-04,4899399959
2015-03-05,4885413764
2015-03-06,4815482226
2015-03-09,4834363772
2015-03-10,4707088299
2015-03-11,4660933658
2015-03-12,4762334206
2015-03-13,4711284073
2015-03-16,4718277452
2015-03-17,4664430277
2015-03-18,4690305202
2015-03-19,4670024924
2015-03-20,4666528164
2015-03-23,4651143377
2015-03-24,4596596625
2015-03-25,4500790583
2015-03-26,4557435222
2015-03-27,4599394089
2015-03-30,4646947603
2015-03-31,4565127616
2015-04-01,4469594679
2015-04-02,4479872478
2015-04-06,4476446959
2015-04-07,4473020750
2015-04-08,4438760181
2015-04-09,4418889632
2015-04-10,4512077487
2015-04-13,4481242989
2015-04-14,4425741222
2015-04-15,4499743577
2015-04-16,4511392025
2015-04-17,4494947547
2015-04-20,4490835876
2015-04-21,4457946370
2015-04-22,4510706976
2015-04-23,4498373066
2015-04-24,4492206387
2015-04-27,4458631280
2015-04-28,4480558078
2015-04-29,4440815740
2015-04-30,4416148472
2015-05-01,4469594679
2015-05-04,4497688018
2015-05-05,4450409042
2015-05-06,4411352029
2015-05-07,4425056312
2015-05-08,4475076310
2015-05-11,4467539120
2015-05-12,4402444603
2015-05-13,4420259592
2015-05-14,4610061648
2015-05-15,4645007266
2015-05-18,4677896772
2015-05-19,4636099427
2015-05-20,4745732448
2015-05-21,4727231860
2015-05-22,4692286242
2015-05-26,4623765517
2015-05-27,4742306378
2015-05-28,4751214217
2015-05-29,4700508480
2015-06-01,4655970664
2015-06-02,4675841213
2015-06-03,4718324159
2015-06-04,4639525635
2015-06-05,4638154986
2015-06-08,4594302219
2015-06-09,4551819273
2015-06-10,4623765517
2015-06-11,4753954687
2015-06-12,4642266106
2015-06-15,4536059844
2015-06-16,4586764891
2015-06-17,4612117208
2015-06-18,4640896146
2015-06-19,4639525635
2015-06-22,4618969487
2015-06-23,4612117208
2015-06-24,4569634400
2015-06-25,4546337643
2015-06-26,4574430981
2015-06-29,4505225346
2015-06-30,4497688018
2015-07-01,4529318638
2015-07-02,4541686530
2015-07-06,4541686530
2015-07-07,4555428295
2015-07-08,4481222047
2015-07-09,4499773609
2015-07-10,4585660260
2015-07-13,4628947053
2015-07-14,4626198894
2015-07-15,4665363241
2015-07-16,4658492221
2015-07-17,4637879436
2015-07-20,4633069500
2015-07-21,4569857410
2015-07-22,4578102303
2015-07-23,4572605431
2015-07-24,4497712386
2015-07-27,4437935115
2015-07-28,4454425454
2015-07-29,4468854569
2015-07-30,4465419059
2015-07-31,4495651162
2015-08-03,4483283685
2015-08-04,4475725175
2015-08-05,4494276737
2015-08-06,4365790367
2015-08-07,4463357836
2015-08-10,4490841780
2015-08-11,4411138660
2015-08-12,4587721483
2015-08-13,4557489518
2015-08-14,4635818212
2015-08-17,4651621062
2015-08-18,4655744061
2015-08-19,4570544208
2015-08-20,4483283685
2015-08-21,4340368061
2015-08-24,4156914079
2015-08-25,4116375721
2015-08-26,4257229984
2015-08-27,4303952011
2015-08-28,4326626296
2015-08-31,4259291207
2015-09-01,4130804837
2015-09-02,4200888362
2015-09-03,4233181550
2015-09-04,4163098025
2015-09-08,4268910387
2015-09-09,4210507542
2015-09-10,4257916782
2015-09-11,4273032833
2015-09-14,4224936381
2015-09-15,4289523172
2015-09-16,4311510244
2015-09-17,4273032833
2015-09-18,4183710810
2015-09-21,4219439647
2015-09-22,4184398023
2015-09-23,4183710810
2015-09-24,4156227281
2015-09-25,4212568765
2015-09-28,4113627285
2015-09-29,4109504839
2015-09-30,4217378424
2015-10-01,4236524869
2015-10-02,4304132609
2015-10-05,4364151928
2015-10-06,4355873373
2015-10-07,4384158460
2015-10-08,4437968377
2015-10-09,4460734474
2015-10-12,4484880145
2015-10-13,4462804043
2015-10-14,4437968377
2015-10-15,4422101539
2015-10-16,4437278659
2015-10-19,4442107793
2015-10-20,4466943182
2015-10-21,4473151890
2015-10-22,4546279316
2015-10-23,4574563570
2015-10-26,4578703264
2015-10-27,4557316880
2015-10-28,4624924621
2015-10-29,4565595714
2015-10-30,4593880524
2015-11-02,4649760009
2015-11-03,4655969273
2015-11-04,4698051490
2015-11-05,4622165334
2015-11-06,4673905680
2015-11-09,4651829579
2015-11-10,4624924621
2015-11-11,4629064315
2015-11-12,4579392982
2015-11-13,4470392603
2015-11-16,4744273263
2015-11-17,4861551920
2015-11-18,4865691059
2015-11-19,4831887119
2015-11-20,4814640429
2015-11-23,4825678411
2015-11-24,4798773453
2015-11-25,4791874610
2015-11-27,4733924999
2015-11-30,3763394273
2015-12-01,3763394273
2015-12-02,3708138407
2015-12-03,3612041872
2015-12-04,3676907127
2015-12-07,3697327879
2015-12-08,3658889070
2015-12-09,3664895182
2015-12-10,3678108127
2015-12-11,3578407758
2015-12-14,3594023537
2015-12-15,3640870735
2015-12-16,3768199245
2015-12-17,3769400384
2015-12-18,3785016163
2015-12-21,3873905726
2015-12-22,3870301893
2015-12-23,3968801262
2015-12-24,3984417041
2015-12-28,3971203817
2015-12-29,3982014901
2015-12-30,3978410929
2015-12-31,3925557758
2016-01-04,3778188067
2016-01-05,3707735212
2016-01-06,3670717715
2016-01-07,3620564746
2016-01-08,3522647177
2016-01-11,3531005775
2016-01-12,3559664673
2016-01-13,3441447079
2016-01-14,3517870441
2016-01-15,3470105978
2016-01-19,3448611631
2016-01-20,3489211818
2016-01-21,3440253033
2016-01-22,3625341207
2016-01-25,3557276443
2016-01-26,3614594240
2016-01-27,3626535253
2016-01-28,3673105945
2016-01-29,3829535220
2016-02-01,3790129355
2016-02-02,3738782479
2016-02-03,3735200203
2016-02-04,3810429380
2016-02-05,3760276411
2016-02-08,3665941117
2016-02-09,3677882405
2016-02-10,3310094151
2016-02-11,3230088238
2016-02-12,3298153139
2016-02-16,3300541093
2016-02-17,3345917602
2016-02-18,3287405759
2016-02-19,3277852838
2016-02-22,3317258703
2016-02-23,3305317691
2016-02-24,3318452749
2016-02-25,3329199991
2016-02-26,3406817813
2016-02-29,3440253033
2016-03-01,3552499983
2016-03-02,3608623596
2016-03-03,3674299991
2016-03-04,3643253139
2016-03-07,3665941117
2016-03-08,3585935342
2016-03-09,3619370562
2016-03-10,3594293940
2016-03-11,3649223507
2016-03-14,3657582381
2016-03-15,3689823556
2016-03-16,3688629372
2016-03-17,3772217699
2016-03-18,3754305767
2016-03-21,3771023377
2016-03-22,3773411745
2016-03-23,3779382389
2016-03-24,3804459012
2016-03-28,3864164763
2016-03-29,3997906059
2016-03-30,4063582316
2016-03-31,4106570457
2016-04-01,4120107824
2016-04-04,4051579427
2016-04-05,3992669418
2016-04-06,4027534636
2016-04-07,3963815363
2016-04-08,4005893921
2016-04-11,3981848991
2016-04-12,3991467102
2016-04-13,4005893921
2016-04-14,4020321157
2016-04-15,4019118980
2016-04-18,4016714348
2016-04-19,3975837689
2016-04-20,3984253623
2016-04-21,3977040144
2016-04-22,3996276227
2016-04-25,3969826665
2016-04-26,4001085074
2016-04-27,4035950153
2016-04-28,4005893921
2016-04-29,3983051446
2016-05-02,4029939129
2016-05-03,3973433474
2016-05-04,3931354639
2016-05-05,3973433474
2016-05-06,4032343761
2016-05-09,4037152608
2016-05-10,4100871741
2016-05-11,4058792905
2016-05-12,4053984059
2016-05-13,4067208839
2016-05-16,4134534643
2016-05-17,4088849415
2016-05-18,4109287536
2016-05-19,4140546223
2016-05-20,4209074203
2016-05-23,4207872026
2016-05-24,4286018118
2016-05-25,6089392022
2016-05-26,5793638690
2016-05-27,5919875058
2016-05-31,5915065933
2016-06-01,5889818827
2016-06-02,6062942043
2016-06-03,6114639129
2016-06-06,6207212039
2016-06-07,6216830289
2016-06-08,6302189859
2016-06-09,6311808109
2016-06-10,6209616949
2016-06-13,6198796661
2016-06-14,6214426074
2016-06-15,6212021164
2016-06-16,6131470302
2016-06-17,6047313325
2016-06-20,6147099714
2016-06-21,6147099714
2016-06-22,6131470302
2016-06-23,6228852893
2016-06-24,5948728835
2016-06-27,5634941737
2016-06-28,5721503623
2016-06-29,5834514932
2016-06-30,5969166678
2016-07-01,6008995064
2016-07-05,5946996320
2016-07-06,5955506114
2016-07-07,5932408603
2016-07-08,6022366915
2016-07-11,6032092013
2016-07-12,5977387759
2016-07-13,5919036049
2016-07-14,5954290248
2016-07-15,5909311092
2016-07-18,5911742121
2016-07-19,5861900205
2016-07-20,5902016602
2016-07-21,5805980086
2016-07-22,5830292900
2016-07-25,5830292900
2016-07-26,5849743517
2016-07-27,5841233723
2016-07-28,5798686298
2016-07-29,5814489880
2016-08-01,5815705183
2016-08-02,5785313744
2016-08-03,5791392369
2016-08-04,5833939935
2016-08-05,5898369708
2016-08-08,5837586829
2016-08-09,5805980086
2016-08-10,5694139566
2016-08-11,5717237077
2016-08-12,5675904815
2016-08-15,5756138170
2016-08-16,5685629772
2016-08-17,5560417121
2016-08-18,5562848290
2016-08-19,5596886623
2016-08-22,5686845638
2016-08-23,5756138170
2016-08-24,5689276666
2016-08-25,5708727283
2016-08-26,5605396417
2016-08-29,5666179156
2016-08-30,5689276666
2016-08-31,5718452802
2016-09-01,5790176504
2016-09-02,5966446374
2016-09-06,5835155660
2016-09-07,5803548495
2016-09-08,5725746731
2016-09-09,5643081645
2016-09-12,5736687554
2016-09-13,5571358084
2016-09-14,5628493928
2016-09-15,5891075779
2016-09-16,5943349426
2016-09-19,6052758355
2016-09-20,5994406645
2016-09-21,6243616644
2016-09-22,6305615248
2016-09-23,6269145184
2016-09-26,6267929880
2016-09-27,6333574957
2016-09-28,6430827900
2016-09-29,6351810270
2016-09-30,6346947510
2016-10-03,6321319833
2016-10-04,6270134889
2016-10-05,6292071032
2016-10-06,6304257997
2016-10-07,6195795331
2016-10-10,6225043709
2016-10-11,6154359705
2016-10-12,6273790866
2016-10-13,6451719207
2016-10-14,6604054723
2016-10-17,6562619520
2016-10-18,6666207739
2016-10-19,6771014429
2016-10-20,6758827886
2016-10-21,6762484004
2016-10-24,6850228717
2016-10-25,6805137537
2016-10-26,6751515369
2016-10-27,6639396725
2016-10-28,6685706235
2016-10-31,6635740607
2016-11-01,6491935516
2016-11-02,6489498292
2016-11-03,6517528340
2016-11-04,6783201253
2016-11-07,7017188986
2016-11-08,7026938727
2016-11-09,7140276264
2016-11-10,7190242315
2016-11-11,7424229907
2016-11-14,7376700940
2016-11-15,7455915369
2016-11-16,7485164170
2016-11-17,7598501707
2016-11-18,7580221541
2016-11-21,7527818267
2016-11-22,7385231928
2016-11-23,7514412408
2016-11-25,7502225442
2016-11-28,7424229907
2016-11-29,7518068384
2016-11-30,7388887905
2016-12-01,7225583754
2016-12-02,7210959705
2016-12-05,7264581732
2016-12-06,7249957684
2016-12-07,7442510073
2016-12-08,7543661209
2016-12-09,7405949177
2016-12-12,7397418893
2016-12-13,7430323108
2016-12-14,7390106235
2016-12-15,7479070405
2016-12-16,7340140607
2016-12-19,7424229907
2016-12-20,7511975184
2016-12-21,7440072849
2016-12-22,7393762776
2016-12-23,7419355036
2016-12-27,7444947297
2016-12-28,7265800626
2016-12-29,7279206485
2016-12-30,7241426696
2017-01-03,6983065737
2017-01-04,7248738790
2017-01-05,7230458624
2017-01-06,7303579852
2017-01-09,7288955663
2017-01-10,7379138727
2017-01-11,7403512094
2017-01-12,7390106235
2017-01-13,7591189613
2017-01-17,7525380479
2017-01-18,7580221541
2017-01-19,7588752389
2017-01-20,7615563543
2017-01-23,7157337537
2017-01-24,7349889926
2017-01-25,7446166050
2017-01-26,7447384944
2017-01-27,7552191493
2017-01-30,7470539981
2017-01-31,7595287285
2017-02-01,7265267912
2017-02-02,7346965704
2017-02-03,8163943622
2017-02-06,8330840539
2017-02-07,8250309859
2017-02-08,8259646749
2017-02-09,8286490309
2017-02-10,8265482306
2017-02-13,8215296519
2017-02-14,8186118737
2017-02-15,8193121404
2017-02-16,8267816528
2017-02-17,8235137412
2017-02-21,8293492977
2017-02-22,8254978304
2017-02-23,8140601395
2017-02-24,8064739160
2017-02-27,8001715149
2017-02-28,8001715149
2017-03-01,8237471634
2017-03-02,8173280512
2017-03-03,8152272509
2017-03-06,8013386263
2017-03-07,7970203144
2017-03-08,8005216483
2017-03-09,8053068047
2017-03-10,8060070715
2017-03-13,8030892932
2017-03-14,7999380927
2017-03-15,8097418277
2017-03-16,8028558710
2017-03-17,7770627110
2017-03-20,7790468002
2017-03-21,7589724857
2017-03-22,7683093761
2017-03-23,7847656456
2017-03-24,7917683135
2017-03-27,7958532031
2017-03-28,8077822298
2017-03-29,8504694332
2017-03-30,8321080882
2017-03-31,8070805223
2017-04-03,19286248500
2017-04-04,19697802000
2017-04-05,20376155700
2017-04-06,21196424400
2017-04-07,21534182100
2017-04-10,21204939300
2017-04-11,21082892400
2017-04-12,21607977900
2017-04-13,21715833300
2017-04-17,21854910000
2017-04-18,21397943700
2017-04-19,21358207500
2017-04-20,21426326700
2017-04-21,21661905599
2017-04-24,21483092700
2017-04-25,21607977900
2017-04-26,21610816200
2017-04-27,21537020400
2017-04-28,21383752200
2017-05-01,21684612000
2017-05-02,21849233400
2017-05-03,21931544100
2017-05-04,22013854800
2017-05-05,22249433700
2017-05-08,22255110300
2017-05-09,22422570000
2017-05-10,22595706300
2017-05-11,22541778600
2017-05-12,22598544600
2017-05-15,22856829900
2017-05-16,22873859700
2017-05-17,22360127400
2017-05-18,22172799600
2017-05-19,22158608099
2017-05-22,22274978400
2017-05-23,22215374100
2017-05-24,22124548500
2017-05-25,22320391200
2017-05-26,22326067800
2017-05-30,22235242200
2017-05-31,22002501600
2017-06-01,21894646200
2017-06-02,22022369700
2017-06-05,22067782500
2017-06-06,21818012100
2017-06-07,21789629100
2017-06-08,21613654500
2017-06-09,21315633000
2017-06-12,21443356500
2017-06-13,21551211900
2017-06-14,21227645700
2017-06-15,21031803000
2017-06-16,21241837200
2017-06-19,21772599300
2017-06-20,21548373600
2017-06-21,21690288600
2017-06-22,21775437600
2017-06-23,22269301800
2017-06-26,22379995500
2017-06-27,22002501600
2017-06-28,22252272000
2017-06-29,22292008200
2017-06-30,21855226400
2017-07-03,21635876500
2017-07-05,21718488800
2017-07-06,21795403700
2017-07-07,22066030200
2017-07-10,22177129500
2017-07-11,22142945100
2017-07-12,22413571600
2017-07-13,22379387200
2017-07-14,22365143700
2017-07-17,22279682700
2017-07-18,22214162600
2017-07-19,22422117700
2017-07-20,22402176800
2017-07-21,22772507800
2017-07-24,22860817500
2017-07-25,22806692200
2017-07-26,22806692200
2017-07-27,22356597600
2017-07-28,22342354100
2017-07-31,22328110600
2017-08-01,22598737100
2017-08-02,22251195700
2017-08-03,22345202800
2017-08-04,22424966400
2017-08-07,22467696900
2017-08-08,22074576300
2017-08-09,23638512600
2017-08-10,23151384900
2017-08-11,23373583500
2017-08-14,23994600100
2017-08-15,24313654500
2017-08-16,24438997300
2017-08-17,23809434600
2017-08-18,23741065800
2017-08-21,23721124900
2017-08-22,24359233700
2017-08-23,24233890899
2017-08-24,24222496100
2017-08-25,24179765600
2017-08-28,24154127300
2017-08-29,24128489000
2017-08-30,24051574100
2017-08-31,24213950000
2017-09-01,24188311700
2017-09-05,24054422800
2017-09-06,23931928700
2017-09-07,24023087100
2017-09-08,23977507900
2017-09-11,24285167500
2017-09-12,24473181700
2017-09-13,24316503200
2017-09-14,24327898000
2017-09-15,24233890899
2017-09-18,24171219500
2017-09-19,24148429900
2017-09-20,24182614300
2017-09-21,24168370800
2017-09-22,24359233700
2017-09-25,24091455899
2017-09-26,23934777400
2017-09-27,24105699400
2017-09-28,24154127300
2017-09-29,24464635600
2017-10-02,24357183000
2017-10-03,24288691800
2017-10-04,24399990000
2017-10-05,24479896400
2017-10-06,24953627200
2017-10-09,25230445800
2017-10-10,25139124200
2017-10-11,25013557000
2017-10-12,26026656000
2017-10-13,25980995200
2017-10-16,26109416200
2017-10-17,26286351800
2017-10-18,26132246599
2017-10-19,25978141400
2017-10-20,26223568200
2017-10-23,26109416200
2017-10-24,26086585800
2017-10-25,25863989400
2017-10-26,25949603400
2017-10-27,26229275800
2017-10-30,26020948400
2017-10-31,26117977600
2017-11-01,26112270000
2017-11-02,25881112200
2017-11-03,26098001000
2017-11-06,26546047600
2017-11-07,26406211400
2017-11-08,27610515000
2017-11-09,27005509400
2017-11-10,27379357200
2017-11-13,27624784000
2017-11-14,27327988800
2017-11-15,27393626200
2017-11-16,27773181599
2017-11-17,27653322000
2017-11-20,27941555800
2017-11-21,28258327600
2017-11-22,27907310200
2017-11-24,27898748800
2017-11-27,27835965200
2017-11-28,27967240000
2017-11-29,27259497600
2017-11-30,27436433200
2017-12-01,27276620400
2017-12-04,26603123600
2017-12-05,26503240600
2017-12-06,26648784400
2017-12-07,27011217000
2017-12-08,27376503400
2017-12-11,27330842600
2017-12-12,27051170200
2017-12-13,27096831000
2017-12-14,26882796000
2017-12-15,27182445000
2017-12-18,27370795800
2017-12-19,27091123400
2017-12-20,27219544400
2017-12-21,27487801599
2017-12-22,27365088200
2017-12-26,27367942000
2017-12-27,27034047400
2017-12-28,27102538600
2017-12-29,27082562000
2018-01-02,27150082000
2018-01-03,27664234000
2018-01-04,28329775200
2018-01-05,28743953200
2018-01-08,28721102000
2018-01-09,29029593200
2018-01-10,28915337200
2018-01-11,28875347600
2018-01-12,28932475600
2018-01-16,28866778400
2018-01-17,28738240400
2018-01-18,28701107200
2018-01-19,28843927200
2018-01-22,29052444400
2018-01-23,29120998000
2018-01-24,28903911600
2018-01-25,29095290400
2018-01-26,29278100000
2018-01-29,28598276800
2018-01-30,28278360000
2018-01-31,28435462000
2018-02-01,28418323600
2018-02-02,28246939600
2018-02-05,27447147600
2018-02-06,27404301600
2018-02-07,27444291200
2018-02-08,26256028800
2018-02-09,27704223600
2018-02-12,27964156000
2018-02-13,27775633600
2018-02-14,28603989600
2018-02-15,28875347600
2018-02-16,28798224799
2018-02-20,28755378800
2018-02-21,28815363200
2018-02-22,28881060400
2018-02-23,29700847200
2018-02-26,29889369600
2018-02-27,29460909600
2018-02-28,29289525600
2018-03-01,28829645200
2018-03-02,28878204000
2018-03-05,29135280000
2018-03-06,29092434000
2018-03-07,29249536000
2018-03-08,29469478800
2018-03-09,30483500800
2018-03-12,30300691200
2018-03-13,30289265600
2018-03-14,29803677600
2018-03-15,29832241600
2018-03-16,29852236400
2018-03-19,30206430000
2018-03-20,30652028400
2018-03-21,30386383200
2018-03-22,29432345600
2018-03-23,28963896000
2018-03-26,29689421600
2018-03-27,29126710800
2018-03-28,28735384000
2018-03-29,28715389200
2018-04-02,28296091200
2018-04-03,28480977200
2018-04-04,28859282400
2018-04-05,29049857200
2018-04-06,28375734400
2018-04-09,28455377600
2018-04-10,29163633200
2018-04-11,29149411200
2018-04-12,29581760000
2018-04-13,29320075200
2018-04-16,29584604400
2018-04-17,29669936400
2018-04-18,29721135600
2018-04-19,29598826400
2018-04-20,29442384400
2018-04-23,29581760000
2018-04-24,29297320000
2018-04-25,28961680799
2018-04-26,29470828400
2018-04-27,29433851200
2018-04-30,29314386400
2018-05-01,29234743200
2018-05-02,28919014800
2018-05-03,28788172400
2018-05-04,29015724400
2018-05-07,28830838400
2018-05-08,29220521200
2018-05-09,29422473600
2018-05-10,29658558800
2018-05-11,29752424000
2018-05-14,29177855200
2018-05-15,28691462800
2018-05-16,28660174400
2018-05-17,28418400400
2018-05-18,28509421200
2018-05-21,28719906800
2018-05-22,28270491600
2018-05-23,28466755200
2018-05-24,28358668000
2018-05-25,26797092400
2018-05-29,25596755600
2018-05-30,26359054800
2018-05-31,26199768400
2018-06-01,23722296000
2018-06-04,23975447600
2018-06-05,23875893600
2018-06-06,24106290000
2018-06-07,24006736000
2018-06-08,24330997600
2018-06-11,24148956000
2018-06-12,24089223600
2018-06-13,24029491200
2018-06-14,24020958000
2018-06-15,23853138400
2018-06-18,23793406000
2018-06-19,23625586400
2018-06-20,23415100799
2018-06-21,23062395200
2018-06-22,22996974000
2018-06-25,22422405200
2018-06-26,22328540000
2018-06-27,22359828400
2018-06-28,22749511200
2018-06-29,22928708400
2018-07-02,23072340000
2018-07-03,23072340000
2018-07-05,23409984000
2018-07-06,23508463500
2018-07-09,23696981400
2018-07-10,23913636300
2018-07-11,23649148500
2018-07-12,24096526800
2018-07-13,24240025500
2018-07-16,24119036400
