,EPAM
2016-10-27,3313341610
2016-10-28,3291026130
2016-10-31,3264653290
2016-11-01,3259581590
2016-11-02,3245380830
2016-11-03,3152568720
2016-11-04,3130760410
2016-11-07,3077000390
2016-11-08,3081057750
2016-11-09,3086129450
2016-11-10,3115545310
2016-11-11,3181477410
2016-11-14,3141918150
2016-11-15,3151554380
2016-11-16,3188070620
2016-11-17,3249438189
2016-11-18,3289504620
2016-11-21,3360508420
2016-11-22,3362537100
2016-11-23,3425426180
2016-11-25,3392967300
2016-11-28,3393981640
2016-11-29,3423904670
2016-11-30,3342250300
2016-12-01,3180463070
2016-12-02,3144961170
2016-12-05,3166262310
2016-12-06,3155611740
2016-12-07,3169305330
2016-12-08,3233208750
2016-12-09,3205821570
2016-12-12,3217486480
2016-12-13,3196692510
2016-12-14,3199735530
2016-12-15,3182998920
2016-12-16,3147497020
2016-12-19,3172348350
2016-12-20,3176405710
2016-12-21,3167783820
2016-12-22,3188070620
2016-12-23,3241323470
2016-12-27,3276318199
2016-12-28,3225601200
2016-12-29,3260088760
2016-12-30,3261610270
2017-01-03,3243986280
2017-01-04,3279656880
2017-01-05,3299530500
2017-01-06,3407561460
2017-01-09,3406032720
2017-01-10,3411638100
2017-01-11,3428963820
2017-01-12,3402465660
2017-01-13,3413676419
2017-01-17,3396860280
2017-01-18,3388197419
2017-01-19,3347940600
2017-01-20,3336729840
2017-01-23,3286281419
2017-01-24,3372400440
2017-01-25,3411638100
2017-01-26,3350488500
2017-01-27,3350998080
2017-01-30,3277618559
2017-01-31,3279656880
2017-02-01,3299020919
2017-02-02,3261312000
2017-02-03,3342844799
2017-02-06,3302587980
2017-02-07,3355074720
2017-02-08,3310231679
2017-02-09,3357622620
2017-02-10,3393802799
2017-02-13,3403994400
2017-02-14,3388707000
2017-02-15,3430492559
2017-02-16,3602221020
2017-02-17,3579289919
2017-02-21,3673562220
2017-02-22,3720953160
2017-02-23,3726048960
2017-02-24,3787708140
2017-02-27,3747960900
2017-02-28,3752037540
2017-03-01,3815735040
2017-03-02,3845290679
2017-03-03,3751527960
2017-03-06,3736240559
2017-03-07,3698531640
2017-03-08,3736240559
2017-03-09,3749489640
2017-03-10,3760190820
2017-03-13,3751527960
2017-03-14,3737769299
2017-03-15,3716366940
2017-03-16,3723501059
2017-03-17,3694455000
2017-03-20,3700060380
2017-03-21,3671014320
2017-03-22,3698022059
2017-03-23,3712799880
2017-03-24,3733692660
2017-03-27,3759681240
2017-03-28,3801466799
2017-03-29,3840704460
2017-03-30,3868731360
2017-03-31,3919412480
2017-04-03,3858171660
2017-04-04,3856095700
2017-04-05,3863361560
2017-04-06,3886197120
2017-04-07,3912146620
2017-04-10,3898652880
2017-04-11,3917336520
2017-04-12,3869070450
2017-04-13,3877374289
2017-04-17,3919412480
2017-04-18,3897095910
2017-04-19,3922007429
2017-04-20,3975463399
2017-04-21,3997260980
2017-04-24,4007121789
2017-04-25,3987400170
2017-04-26,4024767450
2017-04-27,4003488860
2017-04-28,3996223000
2017-05-01,4011792700
2017-05-02,4009197750
2017-05-03,4035147250
2017-05-04,4165932730
2017-05-05,4175793539
2017-05-08,4198110110
2017-05-09,4183578390
2017-05-10,4207451929
2017-05-11,4193958190
2017-05-12,4183578390
2017-05-15,4226654560
2017-05-16,4206932940
2017-05-17,4164894750
2017-05-18,4204856980
2017-05-19,4264540830
2017-05-22,4302946090
2017-05-23,4289971340
2017-05-24,4346541250
2017-05-25,4406225100
2017-05-26,4367300850
2017-05-30,4336680440
2017-05-31,4353288120
2017-06-01,4487187540
2017-06-02,4437883490
2017-06-05,4397921260
2017-06-06,4330452560
2017-06-07,4335642460
2017-06-08,4344984280
2017-06-09,4253642039
2017-06-12,4228730520
2017-06-13,4294123259
2017-06-14,4272325679
2017-06-15,4255199009
2017-06-16,4286857399
2017-06-19,4336680440
2017-06-20,4271287700
2017-06-21,4333566500
2017-06-22,4297756190
2017-06-23,4392212370
2017-06-26,4381313580
2017-06-27,4303984070
2017-06-28,4355364080
2017-06-29,4337199430
2017-06-30,4418509050
2017-07-03,4358082300
2017-07-05,4388032950
2017-07-06,4340742450
2017-07-07,4416932700
2017-07-10,4352827800
2017-07-11,4378574850
2017-07-12,4424814450
2017-07-13,4391711100
2017-07-14,4426916250
2017-07-17,4403271000
2017-07-18,4497852000
2017-07-19,4496275650
2017-07-20,4549346100
2017-07-21,4585076700
2017-07-24,4590331200
2017-07-25,4549346100
2017-07-26,4570364100
2017-07-27,4507835550
2017-07-28,4490495700
2017-07-31,4515191850
2017-08-01,4520971800
2017-08-02,4441103400
2017-08-03,4303435500
2017-08-04,4382778450
2017-08-07,4320775350
2017-08-08,4299757350
2017-08-09,4298706450
2017-08-10,4264026750
2017-08-11,4189412850
2017-08-14,4309215450
2017-08-15,4329182550
2017-08-16,4320775350
2017-08-17,4200972750
2017-08-18,4243008750
2017-08-21,4246686899
2017-08-22,4238279700
2017-08-23,4207803600
2017-08-24,4185734700
2017-08-25,4142122350
2017-08-28,4151580450
2017-08-29,4145275050
2017-08-30,4181531100
2017-08-31,4273484850
2017-09-01,4314469950
2017-09-05,4380151200
2017-09-06,4403271000
2017-09-07,4457917800
2017-09-08,4442154300
2017-09-11,4449510600
2017-09-12,4603467450
2017-09-13,4481563050
2017-09-14,4361760450
2017-09-15,4298181000
2017-09-18,4424289000
2017-09-19,4375422150
2017-09-20,4386456600
2017-09-21,4395389250
2017-09-22,4418509050
2017-09-25,4421136300
2017-09-26,4442154300
2017-09-27,4489444800
2017-09-28,4487343000
2017-09-29,4620281850
2017-10-02,4658639900
2017-10-03,4723681070
2017-10-04,4731612920
2017-10-05,4751178150
2017-10-06,4768628220
2017-10-09,4747476620
2017-10-10,4754879680
2017-10-11,4792423770
2017-10-12,4790837400
2017-10-13,4809873840
2017-10-16,4819920850
2017-10-17,4809345050
2017-10-18,4787664660
2017-10-19,4787664660
2017-10-20,4833669390
2017-10-23,4809345050
2017-10-24,4801413200
2017-10-25,4795596510
2017-10-26,4777088860
2017-10-27,4809345050
2017-10-30,4818334480
2017-10-31,4819920850
2017-11-01,4791366190
2017-11-02,5242952850
2017-11-03,5270449930
2017-11-06,5285256050
2017-11-07,5326501670
2017-11-08,5446008210
2017-11-09,5411636860
2017-11-10,5435961200
2017-11-13,5413223230
2017-11-14,5425914190
2017-11-15,5426971770
2017-11-16,5478793190
2017-11-17,5483552300
2017-11-20,5479850770
2017-11-21,5602530050
2017-11-22,5595655780
2017-11-24,5646419620
2017-11-27,5604116420
2017-11-28,5699298620
2017-11-29,5403705010
2017-11-30,5364045760
2017-12-01,5235549790
2017-12-04,5133493320
2017-12-05,5136666060
2017-12-06,5167335880
2017-12-07,5291601530
2017-12-08,5388898890
2017-12-11,5525855500
2017-12-12,5529557030
2017-12-13,5608875530
2017-12-14,5556525320
2017-12-15,5642189300
2017-12-18,5747947300
2017-12-19,5712518370
2017-12-20,5712518370
2017-12-21,5760109470
2017-12-22,5742659400
2017-12-26,5688722820
2017-12-27,5696125880
2017-12-28,5695068300
2017-12-29,5680790970
2018-01-02,5753763600
2018-01-03,5826481830
2018-01-04,5840282370
2018-01-05,5849836590
2018-01-08,5875845300
2018-01-09,5897076900
2018-01-10,5820643140
2018-01-11,5859921600
2018-01-12,5884868730
2018-01-16,5848775010
2018-01-17,5958117750
2018-01-18,6003765690
2018-01-19,6013850700
2018-01-22,5989965150
2018-01-23,6091346040
2018-01-24,6132216870
2018-01-25,6167249010
2018-01-26,6317462580
2018-01-29,6250052250
2018-01-30,6231474600
2018-01-31,6235720920
2018-02-01,6141240300
2018-02-02,6037736250
2018-02-05,5803127070
2018-02-06,5929985880
2018-02-07,5888053470
2018-02-08,5636459010
2018-02-09,5566394730
2018-02-12,5840282370
2018-02-13,5863106340
2018-02-14,5877437670
2018-02-15,5957056170
2018-02-16,6101431050
2018-02-20,6043044150
2018-02-21,6000050160
2018-02-22,6085507350
2018-02-23,6192196140
2018-02-26,6172556910
2018-02-27,6083384190
2018-02-28,6004296480
2018-03-01,5984126460
2018-03-02,6155571630
2018-03-05,6173087700
2018-03-06,6123193440
2018-03-07,6192196140
2018-03-08,6304723620
2018-03-09,6503239080
2018-03-12,6629567100
2018-03-13,6464491410
2018-03-14,6466614570
2018-03-15,6462368250
2018-03-16,6320116530
2018-03-19,6321708900
2018-03-20,6324362850
2018-03-21,6412473990
2018-03-22,6196973250
2018-03-23,5977756980
2018-03-26,6222451170
2018-03-27,6014381490
2018-03-28,5919900870
2018-03-29,6078607080
2018-04-02,6004607400
2018-04-03,6033506580
2018-04-04,6058659570
2018-04-05,6084347730
2018-04-06,5940922170
2018-04-09,5916839520
2018-04-10,5973567540
2018-04-11,6028154880
2018-04-12,6097726980
2018-04-13,6030295560
2018-04-16,6128231670
2018-04-17,6327314910
2018-04-18,6313400490
2018-04-19,6378156060
2018-04-20,6320892870
2018-04-23,6200479620
2018-04-24,6103613850
2018-04-25,6038323110
2018-04-26,6148032960
2018-04-27,6142681260
2018-04-30,6119668950
2018-05-01,6153384660
2018-05-02,6129837180
2018-05-03,6152314320
2018-05-04,6256137300
2018-05-07,6312330150
2018-05-08,6256137300
2018-05-09,6653233440
2018-05-10,6854992530
2018-05-11,6942225240
2018-05-14,6721200030
2018-05-15,6689089830
2018-05-16,6611490180
2018-05-17,6723340710
2018-05-18,6765083970
2018-05-21,6728692410
2018-05-22,6605603310
2018-05-23,6651627930
2018-05-24,6626474940
2018-05-25,6553691820
2018-05-29,6533355360
2018-05-30,6655374120
2018-05-31,6592224060
2018-06-01,6636108000
2018-06-04,6735649620
2018-06-05,6799334850
2018-06-06,6816995460
2018-06-07,6643600380
2018-06-08,6681597450
2018-06-11,6739930980
2018-06-12,6827698860
2018-06-13,6728692410
2018-06-14,6715848330
2018-06-15,6643065210
2018-06-18,6766154310
2018-06-19,6599181270
2018-06-20,6536566380
2018-06-21,6419364150
2018-06-22,6457361220
2018-06-25,6446657820
2018-06-26,6548875290
2018-06-27,6491076930
2018-06-28,6583661340
2018-06-29,6653768610
2018-07-02,6693265080
2018-07-03,6594177400
2018-07-05,6667416120
2018-07-06,6907057519
2018-07-09,7026608959
2018-07-10,6965756200
2018-07-11,6987297000
2018-07-12,7189242000
2018-07-13,7192473120
2018-07-16,7122465519
2018-07-17,7204320560
2018-07-18,7176856040
2018-07-19,7242016959
2018-07-20,7202705000
2018-07-23,7347566880
2018-07-24,7106309920
2018-07-25,7196242760
2018-07-26,7212398360
2018-07-27,7031455640
2018-07-30,6962525080
2018-07-31,7012068920
2018-08-01,7083153560
2018-08-02,6898979720
2018-08-03,6739039280
2018-08-06,6891440440
2018-08-07,7066459440
2018-08-08,7057304600
2018-08-09,7008837800
2018-08-10,7015300040
2018-08-13,6909211600
2018-08-14,7103617320
2018-08-15,7117080320
2018-08-16,7149930040
2018-08-17,7269481480
2018-08-20,7345412800
2018-08-21,7400341839
2018-08-22,7498891000
2018-08-23,7529048120
2018-08-24,7593132000
2018-08-27,7655061800
2018-08-28,7680372240
2018-08-29,7688450040
2018-08-30,7754688000
2018-08-31,7697066360
2018-09-04,7690065600
2018-09-05,7386878839
2018-09-06,7307177880
2018-09-07,7417035959
2018-09-10,7394956640
2018-09-11,7430498959
2018-09-12,7523662920
2018-09-13,7536048880
2018-09-14,7557051160
2018-09-17,7500506560
2018-09-18,7553281519
2018-09-19,7488659120
2018-09-20,7470349440
2018-09-21,7438038240
2018-09-24,7362645440
2018-09-25,7425113760
2018-09-26,7421344120
2018-09-27,7400341839
2018-09-28,7415420399
2018-10-01,7457898930
2018-10-02,7387118320
2018-10-03,7426020640
2018-10-04,7185042379
2018-10-05,7165591220
2018-10-08,6981345510
2018-10-09,6966757140
2018-10-10,6598265720
2018-10-11,6375658000
2018-10-12,6470212250
2018-10-15,6395649470
2018-10-16,6672288190
2018-10-17,6651216100
2018-10-18,6558823090
2018-10-19,6518299840
2018-10-22,6519380460
2018-10-23,6463188220
2018-10-24,6197896010
2018-10-25,6372956450
2018-10-26,6247064220
2018-10-29,6077947190
2018-10-30,6119010750
2018-10-31,6455083570
2018-11-01,6894355600
2018-11-02,6824115300
2018-11-05,6709569580
2018-11-06,6753875000
2018-11-07,6981345510
2018-11-08,7060230769
2018-11-09,7027812170
2018-11-12,6862477310
2018-11-13,6929475750
2018-11-14,6808986620
2018-11-15,6816550960
2018-11-16,6771164920
2018-11-19,6543154100
2018-11-20,6376198310
2018-11-21,6511816120
2018-11-23,6503711470
2018-11-26,6721996710
2018-11-27,6704166480
2018-11-28,6826276540
2018-11-29,6845727700
2018-11-30,7037537750
2018-12-03,7263387330
2018-12-04,7040779610
2018-12-06,6911105210
2018-12-07,6637708350
2018-12-10,6605289750
2018-12-11,6667965710
2018-12-12,6703626170
2018-12-13,6689037800
2018-12-14,6443196750
2018-12-17,6173041750
2018-12-18,6345400640
2018-12-19,6206000660
2018-12-20,5907749540
2018-12-21,5807792190
2018-12-24,5742414680
2018-12-26,6090374320
2018-12-27,6215726240
2018-12-28,6161695240
2018-12-31,6292977879
2019-01-02,6201303604
2019-01-03,6091185984
2019-01-04,6365123906
2019-01-07,6690594704
2019-01-08,6800712324
2019-01-09,6971042041
2019-01-10,7026372077
2019-01-11,7077904953
2019-01-14,7044815422
2019-01-15,7228163972
2019-01-16,7332314627
2019-01-17,7389272017
2019-01-18,7517832982
2019-01-22,7402290849
2019-01-23,7342078751
2019-01-24,7370286220
2019-01-25,7637714726
2019-01-28,7558516832
2019-01-29,7529766911
2019-01-30,7653988266
2019-01-31,7674601416
2019-02-01,7818351019
2019-02-04,7836794364
2019-02-05,7879105568
2019-02-06,7936605409
2019-02-07,7832997205
2019-02-08,7942029922
2019-02-11,8093916294
2019-02-12,8038586259
2019-02-13,8113986994
2019-02-14,8358632543
2019-02-15,8391179623
2019-02-19,8449221916
2019-02-20,8456273783
2019-02-21,8462240748
2019-02-22,8603820545
2019-02-25,8651013810
2019-02-26,8661862837
2019-02-27,8672169412
2019-02-28,8775777616
2019-03-01,8871791502
2019-03-04,8814834112
2019-03-05,8770353103
2019-03-06,8716650421
2019-03-07,8647759102
2019-03-08,8737806023
2019-03-11,8872876404
2019-03-12,8980281768
2019-03-13,9030729741
2019-03-14,9113182344
2019-03-15,9192922689
2019-03-18,9170139733
2019-03-19,9211908486
2019-03-20,9132710591
2019-03-21,9391459876
2019-03-22,8910305546
2019-03-25,9065446626
2019-03-26,9230351831
2019-03-27,8947734688
2019-03-28,9113182344
2019-03-29,9174479344
2019-04-01,9357183840
2019-04-02,9348434720
2019-04-03,9570443640
2019-04-04,9257115780
2019-04-05,9205714700
2019-04-08,9256022140
2019-04-09,9236883440
2019-04-10,9361558400
2019-04-11,9433191820
2019-04-12,9490607920
2019-04-15,9420614960
2019-04-16,9514668000
2019-04-17,9283363140
2019-04-18,9373588440
2019-04-22,9445221860
2019-04-23,9689103580
2019-04-24,9655747560
2019-04-25,9632234300
2019-04-26,9656294380
2019-04-29,9692931320
2019-04-30,9807763520
2019-05-01,9734489640
2019-05-02,9573724560
2019-05-03,9695665420
2019-05-06,9667230780
2019-05-07,9311797780
2019-05-08,9318906440
2019-05-09,9284456780
2019-05-10,9358277480
2019-05-13,8966207540
2019-05-14,9202980600
2019-05-15,9352809280
2019-05-16,9398742160
2019-05-17,9269692640
2019-05-20,9104006180
2019-05-21,9304142300
2019-05-22,9363198860
2019-05-23,9099631620
2019-05-24,9148845420
2019-05-28,9129159900
2019-05-29,9119317140
2019-05-30,9462173280
2019-05-31,9437566380
2019-06-03,8906057340
2019-06-04,9196418760
2019-06-05,9304689120
2019-06-06,9450143240
2019-06-07,9665043500
2019-06-10,9684729020
2019-06-11,9703320900
2019-06-12,9727380980
2019-06-13,9662309400
2019-06-14,9542009000
2019-06-17,9438113200
2019-06-18,9486233360
2019-06-19,9488967460
2019-06-20,9569350000
2019-06-21,9519042560
2019-06-24,9394914420
2019-06-25,9322734180
2019-06-26,9350075180
2019-06-27,9456158260
2019-06-28,9465454200
2019-07-01,9697432358
2019-07-02,9720480978
2019-07-03,9734749171
2019-07-05,9884016423
2019-07-08,10134258580
2019-07-09,10262672318
2019-07-10,10323037751
2019-07-11,10484378089
2019-07-12,10625962467
2019-07-15,10757120089
2019-07-16,10750534769
2019-07-17,10893765477
2019-07-18,10716510616
2019-07-19,10584255441
2019-07-22,10640779437
2019-07-23,10726388596
2019-07-24,10805961212
2019-07-25,10836143928
2019-07-26,11020532886
2019-07-29,10914618990
2019-07-30,10837241481
2019-07-31,10634742894
2019-08-01,10631999010
2019-08-02,10307672004
2019-08-05,9679322729
2019-08-06,9873040890
2019-08-07,9861516580
2019-08-08,10425658986
2019-08-09,10234684709
2019-08-12,10213831195
2019-08-13,10405354250
2019-08-14,10006393618
2019-08-15,10123831823
2019-08-16,10318098761
2019-08-19,10461878246
2019-08-20,10606206507
2019-08-21,10809253872
2019-08-22,10728583703
2019-08-23,10330171847
2019-08-26,10370232544
2019-08-27,10366391107
2019-08-28,10413037123
2019-08-29,10535414318
2019-08-30,10499743835
2019-09-03,10331818177
2019-09-04,10505780379
2019-09-05,10691266890
2019-09-06,10585352994
2019-09-09,10617730817
2019-09-10,9665603312
2019-09-11,10082673574
2019-09-12,10106819747
2019-09-13,9818712000
2019-09-16,9930113662
2019-09-17,10056881071
2019-09-18,10128222036
2019-09-19,10165538849
2019-09-20,10195721566
2019-09-23,10139197570
2019-09-24,9975662125
2019-09-25,10088161340
2019-09-26,10077734584
2019-09-27,9897735839
2019-09-30,10038903840
2019-10-01,9990449280
2019-10-02,9912261240
2019-10-03,10147926600
2019-10-04,10401762420
2019-10-07,10463431860
2019-10-08,10159489620
2019-10-09,10232171460
2019-10-10,10155635280
2019-10-11,10407819240
2019-10-14,10362668400
2019-10-15,10459026900
2019-10-16,10376433900
2019-10-17,10417730400
2019-10-18,10294391520
2019-10-21,10240430760
2019-10-22,9360540000
2019-10-23,9462404700
2019-10-24,9774606240
2019-10-25,9699171300
2019-10-28,9832421340
2019-10-29,9725050440
2019-10-30,9759739500
2019-10-31,9688709520
2019-11-01,9769100040
2019-11-04,9761391360
2019-11-05,9790574220
2019-11-06,9823611420
2019-11-07,10477747980
2019-11-08,10419382260
2019-11-11,10697445360
2019-11-12,10993678920
2019-11-13,11058652080
2019-11-14,11434725540
2019-11-15,11325702780
2019-11-18,11462807160
2019-11-19,11546501400
2019-11-20,11467762740
2019-11-21,11315791620
2019-11-22,11295969300
2019-11-25,11713889880
2019-11-26,11689662600
2019-11-27,11729857860
2019-11-29,11664884700
2019-12-02,11290463100
2019-12-03,11293216200
2019-12-04,11398384620
2019-12-05,11370303000
2019-12-06,11558064420
2019-12-09,11497496220
2019-12-10,11482078860
2019-12-11,11444086080
2019-12-12,11383517880
2019-12-13,11564121240
2019-12-16,11684156400
2019-12-17,11520071640
2019-12-18,11525577840
2019-12-19,11627442540
2019-12-20,11667637800
2019-12-23,11634600600
2019-12-24,11654422920
2019-12-26,11885683320
2019-12-27,11804742180
2019-12-30,11591101620
2019-12-31,11729689920
2020-01-02,11959130970
2020-01-03,12019393800
2020-01-06,11842475400
2020-01-07,11920430070
2020-01-08,12239436060
2020-01-09,12345034230
2020-01-10,12333423960
2020-01-13,12636396720
2020-01-14,12559547790
2020-01-15,12644689770
2020-01-16,12921124770
2020-01-17,12850357410
2020-01-21,12816079470
2020-01-22,12854780370
2020-01-23,12732596100
2020-01-24,12581662590
2020-01-27,12541303080
2020-01-28,12900115710
2020-01-29,12905644410
2020-01-30,12822161040
2020-01-31,12613176180
2020-02-03,12950979750
2020-02-04,13191478200
2020-02-05,12832112700
2020-02-06,12980281860
2020-02-07,12882976740
2020-02-10,13010689710
2020-02-11,12797281890
2020-02-12,12845934450
2020-02-13,12879106650
2020-02-14,13089197250
2020-02-18,13103019000
2020-02-19,13268880000
2020-02-20,13161070350
2020-02-21,12791200320
2020-02-24,12496520610
2020-02-25,11995067520
2020-02-26,12267632430
2020-02-27,12209581080
2020-02-28,12340058400
2020-03-02,12708822690
2020-03-03,12439575000
2020-03-04,13044967650
2020-03-05,12850910280
2020-03-06,12516976800
2020-03-09,11415106890
2020-03-10,12070257840
2020-03-11,11207227770
2020-03-12,9036107280
2020-03-13,10615104000
2020-03-16,8853107310
2020-03-17,10177230960
2020-03-18,9275499990
2020-03-19,9136729620
2020-03-20,9292086090
2020-03-23,9288768870
2020-03-24,9858224970
2020-03-25,9677989350
2020-03-26,10254079890
2020-03-27,9687388140
2020-03-30,10406119140
2020-03-31,10341447660
2020-04-01,9812288160
2020-04-02,9581686020
2020-04-03,8999610570
2020-04-06,10272935430
2020-04-07,10303570980
2020-04-08,10463989860
2020-04-09,10710745290
2020-04-13,10980895140
2020-04-14,11174734620
2020-04-15,11503927530
2020-04-16,11091740130
2020-04-17,11693867940
2020-04-20,11511168660
2020-04-21,10804879980
2020-04-22,11185317810
2020-04-23,11404779750
2020-04-24,11308974030
2020-04-27,11462151780
2020-04-28,11616443550
2020-04-29,12445274430
2020-04-30,12303793890
2020-05-01,12049797330
2020-05-04,12043113210
2020-05-05,12359494890
2020-05-06,12419651970
2020-05-07,12644684010
2020-05-08,12438033300
2020-05-11,12701499030
2020-05-12,12324403260
2020-05-13,11809726020
2020-05-14,11643180030
2020-05-15,12085445970
2020-05-18,12361722930
2020-05-19,12178466640
2020-05-20,12474795960
2020-05-21,12469225860
2020-05-22,12446388450
2020-05-26,12473124930
2020-05-27,12473124930
2020-05-28,12703727070
2020-05-29,12846878640
2020-06-01,13026235860
2020-06-02,12957723630
2020-06-03,12750515910
2020-06-04,12498747390
2020-06-05,13259623050
2020-06-08,13255723980
2020-06-09,13089735000
2020-06-10,13357099800
2020-06-11,12930987150
2020-06-12,13089735000
2020-06-15,13064669550
2020-06-16,13135966830
2020-06-17,13491339210
2020-06-18,13489668180
2020-06-19,14054476320
2020-06-22,13989306150
2020-06-23,14130229680
2020-06-24,13785997500
2020-06-25,13980393990
2020-06-26,13612210380
2020-06-29,13707459090
2020-06-30,14083326840
2020-07-01,14136416640
2020-07-02,13979941440
2020-07-06,14149828800
2020-07-07,14096739000
2020-07-08,14287303440
2020-07-09,14647196400
2020-07-10,14593547760
2020-07-13,14112945360
2020-07-14,14172741240
2020-07-15,14533751880
2020-07-16,14430366480
2020-07-17,14791935960
2020-07-20,15583812240
2020-07-21,15564811679
2020-07-22,15543016920
2020-07-23,15548046480
2020-07-24,15317804400
2020-07-27,15650314200
2020-07-28,15475956120
2020-07-29,15899556840
2020-07-30,16041502200
2020-07-31,16210830720
2020-08-03,16304157000
2020-08-04,16288509480
2020-08-05,16436043240
2020-08-06,16624372320
2020-08-07,16653432000
2020-08-10,16694227320
2020-08-11,16538310960
2020-08-12,17446984800
2020-08-13,17252508480
2020-08-14,17210595480
2020-08-17,17233507920
2020-08-18,16991530200
2020-08-19,16975323840
2020-08-20,16921116360
2020-08-21,17243567040
2020-08-24,17515722120
2020-08-25,17843761200
2020-08-26,18051090840
2020-08-27,18091327320
2020-08-28,18233831520
2020-08-31,18279656400
2020-09-01,18708845520
2020-09-02,18874262160
2020-09-03,18134358000
2020-09-04,17676109200
2020-09-08,17287715400
2020-09-09,17822525280
2020-09-10,17797377480
2020-09-11,17600665800
2020-09-14,18141064080
2020-09-15,18716669280
2020-09-16,18425513640
2020-09-17,18005824800
2020-09-18,17669961960
2020-09-21,17564341200
2020-09-22,17979559320
2020-09-23,17589489000
2020-09-24,17602342320
2020-09-25,18047737800
2020-09-28,18383600640
2020-09-29,18193595040
2020-09-30,18113701680
2020-10-01,18721077720
2020-10-02,18317654520
2020-10-05,18702027180
2020-10-06,18789435540
2020-10-07,19292593920
2020-10-08,18750213840
2020-10-09,18896454750
2020-10-12,19335177480
2020-10-13,19541371560
2020-10-14,19436593590
2020-10-15,19557060240
2020-10-16,19642787670
2020-10-19,19195099980
2020-10-20,19367675460
2020-10-21,19462928160
2020-10-22,18897015060
2020-10-23,18997310550
2020-10-26,18402821640
2020-10-27,18309810180
2020-10-28,17687305770
2020-10-29,17762947620
2020-10-30,17310777450
2020-11-02,17576924700
2020-11-03,17600457720
2020-11-04,18426354660
2020-11-05,19422025530
2020-11-06,19175489130
2020-11-09,17848114740
2020-11-10,17515290600
2020-11-11,18320456070
2020-11-12,18643194630
2020-11-13,18679614780
2020-11-16,18087927420
2020-11-17,18581000220
2020-11-18,18374245830
2020-11-19,18746851980
2020-11-20,19107131310
2020-11-23,18809046390
2020-11-24,17675539260
2020-11-25,17854278150
2020-11-27,18263304450
2020-11-30,18060472230
2020-12-01,18424113420
2020-12-02,18131071290
2020-12-03,17912550390
2020-12-04,18206152830
2020-12-07,18102495480
2020-12-08,18459973260
2020-12-09,17962417980
2020-12-10,18084565560
2020-12-11,17997157200
2020-12-14,18222401820
2020-12-15,18262183830
2020-12-16,18716595240
2020-12-17,19285870200
2020-12-18,19416422430
2020-12-21,19085839530
2020-12-22,19916779260
2020-12-23,19771098660
2020-12-24,19966086540
2020-12-28,19814242530
2020-12-29,19708904250
2020-12-30,20085992880
2020-12-31,20128519500
2021-01-04,19550530200
2021-01-05,19417969000
2021-01-06,18517002200
2021-01-07,19012421600
2021-01-08,19230922900
2021-01-11,19257322800
2021-01-12,18633274100
2021-01-13,18734941800
2021-01-14,19134310500
2021-01-15,19547721700
2021-01-19,19738699700
2021-01-20,20440263000
2021-01-21,20404314200
2021-01-22,20203787300
2021-01-25,19892605500
2021-01-26,19701627500
2021-01-27,19076455400
2021-01-28,19601644900
2021-01-29,19346633100
2021-02-01,20035839000
2021-02-02,20835138100
2021-02-03,20939052600
2021-02-04,20956465300
2021-02-05,21200243100
2021-02-08,21924836100
2021-02-09,22156818200
2021-02-10,21756326100
2021-02-11,22068631300
2021-02-12,22483165900
2021-02-16,22157941600
2021-02-17,22001789000
2021-02-18,21258098200
2021-02-19,21119920000
2021-02-22,20495871300
2021-02-23,20874457100
2021-02-24,20741334200
2021-02-25,20455990600
2021-02-26,20985673700
2021-03-01,21605790500
2021-03-02,21754079300
2021-03-03,21276634300
2021-03-04,20193115000
2021-03-05,20139753500
2021-03-08,19048370400
2021-03-09,19740946500
2021-03-10,19841490800
2021-03-11,20559343400
2021-03-12,20454305500
2021-03-15,20927256900
2021-03-16,20877265600
2021-03-17,21000839600
2021-03-18,20721674700
2021-03-19,21322132000
2021-03-22,21369876500
2021-03-23,20998031100
2021-03-24,20699206700
2021-03-25,20671121700
2021-03-26,21779355800
2021-03-29,21236753600
2021-03-30,21541756700
2021-03-31,22398307470
2021-04-01,22584635370
2021-04-05,23110870530
2021-04-06,23206857630
2021-04-07,23170156680
2021-04-08,23745514650
2021-04-09,23887236780
2021-04-12,23978142210
2021-04-13,24419118240
2021-04-14,24301675200
2021-04-15,25333254210
2021-04-16,25184756520
2021-04-19,25235573220
2021-04-20,25234443960
2021-04-21,25342288290
2021-04-22,25324784760
2021-04-23,25868523450
2021-04-26,25906918290
2021-04-27,25907482920
2021-04-28,25957734990
2021-04-29,25916517000
2021-04-30,25845938250
2021-05-03,25949265540
2021-05-04,25889414760
2021-05-05,26045252640
2021-05-06,25881509940
2021-05-07,25984272600
2021-05-10,25973544630
2021-05-11,25639283670
2021-05-12,24909217080
2021-05-13,25232750070
2021-05-14,25496432280
2021-05-17,25280743620
2021-05-18,25209600240
2021-05-19,25478364120
2021-05-20,26665216380
2021-05-21,26945272860
2021-05-24,27351806460
2021-05-25,27061022010
2021-05-26,26980279920
2021-05-27,26640937290
2021-05-28,26966728800
2021-06-01,27022627170
2021-06-02,27167737080
2021-06-03,26819360370
2021-06-04,27232104900
2021-06-07,27535311210
2021-06-08,27620005710
2021-06-09,27835129740
2021-06-10,28549386690
2021-06-11,28709176980
2021-06-14,28695061230
2021-06-15,28276670400
2021-06-16,28450011810
