,PG
2018-07-18,198965176000
2018-07-19,196494334000
2018-07-20,196369544000
2018-07-23,195945258000
2018-07-24,197143242000
2018-07-25,198341226000
2018-07-26,199888622000
2018-07-27,201111564000
2018-07-30,200163160000
2018-07-31,201860304000
2018-08-01,201286270000
2018-08-02,204655600000
2018-08-03,205479214000
2018-08-06,205953416000
2018-08-07,206252912000
2018-08-08,205529130000
2018-08-09,203158120000
2018-08-10,203232994000
2018-08-13,203457616000
2018-08-14,202933498000
2018-08-15,205404340000
2018-08-16,208873502000
2018-08-17,208873502000
2018-08-20,208748712000
2018-08-21,209397620000
2018-08-22,208124762000
2018-08-23,207750392000
2018-08-24,208049888000
2018-08-27,208249552000
2018-08-28,208349384000
2018-08-29,208374342000
2018-08-30,208174678000
2018-08-31,207026610000
2018-09-04,206402660000
2018-09-05,207875182000
2018-09-06,206277870000
2018-09-07,204430978000
2018-09-10,205604004000
2018-09-11,204680558000
2018-09-12,207425938000
2018-09-13,208274510000
2018-09-14,208673838000
2018-09-17,210271150000
2018-09-18,209647200000
2018-09-19,209647200000
2018-09-20,213041488000
2018-09-21,214189555999
2018-09-24,210321066000
2018-09-25,207450896000
2018-09-26,207800308000
2018-09-27,206801988000
2018-09-28,207725434000
2018-10-01,209149899000
2018-10-02,210874692000
2018-10-03,207550091000
2018-10-04,204775424000
2018-10-05,205350355000
2018-10-08,205975280000
2018-10-09,205475340000
2018-10-10,203575568000
2018-10-11,197151339000
2018-10-12,197626282000
2018-10-15,200300961000
2018-10-16,202500697000
2018-10-17,204625442000
2018-10-18,200575928000
2018-10-19,218223810000
2018-10-22,216474020000
2018-10-23,217873852000
2018-10-24,223623161999
2018-10-25,222473300000
2018-10-26,219623642000
2018-10-29,220573528000
2018-10-30,222948243000
2018-10-31,221673396000
2018-11-01,223948123000
2018-11-02,224498057000
2018-11-05,227972640000
2018-11-06,228747547000
2018-11-07,228197613000
2018-11-08,228372592000
2018-11-09,230997277000
2018-11-12,231722190000
2018-11-13,233646959000
2018-11-14,233696953000
2018-11-15,234546851000
2018-11-16,234521853999
2018-11-19,233197013000
2018-11-20,230222370000
2018-11-21,228497577000
2018-11-23,228822538000
2018-11-26,229822418000
2018-11-27,231772184000
2018-11-28,232497097000
2018-11-29,232022153999
2018-11-30,236246647000
2018-12-03,233272003999
2018-12-04,233247007000
2018-12-06,233846935000
2018-12-07,231097265000
2018-12-10,232547091000
2018-12-11,234746827000
2018-12-12,235046791000
2018-12-13,241196053000
2018-12-14,241571008000
2018-12-17,231897169000
2018-12-18,231197253000
2018-12-19,229372472000
2018-12-20,227422706000
2018-12-21,227397709000
2018-12-24,218373792000
2018-12-26,225197973000
2018-12-27,230022394000
2018-12-28,227922646000
2018-12-31,230636472000
2019-01-02,229030648000
2019-01-03,227424824000
2019-01-04,232066659000
2019-01-07,231138292000
2019-01-08,231991385999
2019-01-09,228202645000
2019-01-10,228754647000
2019-01-11,230260107000
2019-01-14,228704465000
2019-01-15,230862291000
2019-01-16,229256467000
2019-01-17,227424824000
2019-01-18,229381922000
2019-01-22,226923004000
2019-01-23,237963044000
2019-01-24,236608130000
2019-01-25,234851760000
2019-01-28,234651032000
2019-01-29,234701214000
2019-01-30,237160132000
2019-01-31,242052877000
2019-02-01,244561977000
2019-02-04,245967073000
2019-02-05,244486704000
2019-02-06,245691072000
2019-02-07,243733974000
2019-02-08,245164160999
2019-02-11,246569257000
2019-02-12,249053266000
2019-02-13,249003084000
2019-02-14,247045985999
2019-02-15,247096168000
2019-02-19,250884909000
2019-02-20,249103448000
2019-02-21,250357998000
2019-02-22,251537275000
2019-02-25,249831086999
2019-02-26,250483453000
2019-02-27,248175081000
2019-02-28,247271805000
2019-03-01,246995804000
2019-03-04,248074717000
2019-03-05,248626719000
2019-03-06,248225263000
2019-03-07,247271805000
2019-03-08,246920531000
2019-03-11,249856178000
2019-03-12,251035455000
2019-03-13,253870738000
2019-03-14,254222011999
2019-03-15,257032204000
2019-03-18,254698741000
2019-03-19,255677290000
2019-03-20,255225652000
2019-03-21,257157659000
2019-03-22,255075106000
2019-03-25,255827835999
2019-03-26,258487482000
2019-03-27,258186390000
2019-03-28,259817305000
2019-03-29,261071855000
2019-04-01,256215679212
2019-04-02,256487617891
2019-04-03,256339287702
2019-04-04,255696523551
2019-04-05,256240400910
2019-04-08,259503665060
2019-04-09,258737292419
2019-04-10,258712570721
2019-04-11,258959787702
2019-04-12,259726160343
2019-04-15,261382514117
2019-04-16,263088311286
2019-04-17,261679174494
2019-04-18,262173608456
2019-04-22,262074721664
2019-04-23,255029037702
2019-04-24,256339287702
2019-04-25,255325698080
2019-04-26,261703896192
2019-04-29,259033952796
2019-04-30,263236641475
2019-05-01,259404778268
2019-05-02,260962245249
2019-05-03,262247773550
2019-05-06,261258905626
2019-05-07,258836179211
2019-05-08,259750882041
2019-05-09,257698981098
2019-05-10,262074721664
2019-05-13,262321938645
2019-05-14,261061132041
2019-05-15,263780518833
2019-05-16,267266278267
2019-05-17,265634646191
2019-05-20,265337985814
2019-05-21,262964702796
2019-05-22,263829962229
2019-05-23,263928849022
2019-05-24,263755797135
2019-05-28,258242858457
2019-05-29,257575372608
2019-05-30,260393646192
2019-05-31,254410995250
2019-06-03,256611226381
2019-06-04,258786735815
2019-06-05,263854683928
2019-06-06,265461594305
2019-06-07,268897910342
2019-06-10,268774301851
2019-06-11,270405933927
2019-06-12,271147584870
2019-06-13,274188353738
2019-06-14,274905282983
2019-06-17,274386127322
2019-06-18,270949811285
2019-06-19,272976990530
2019-06-20,276240254681
2019-06-21,274905282983
2019-06-24,277698834869
2019-06-25,276190811284
2019-06-26,271271193361
2019-06-27,271394801851
2019-06-28,271073419776
2019-07-01,276666960000
2019-07-02,279145920000
2019-07-03,285656320000
2019-07-05,283327600000
2019-07-08,285581200000
2019-07-09,282726640000
2019-07-10,284830000000
2019-07-11,286407520000
2019-07-12,287934960000
2019-07-15,289161920000
2019-07-16,290188560000
2019-07-17,290313760000
2019-07-18,289061760000
2019-07-19,287985040000
2019-07-22,288711200000
2019-07-23,285080400000
2019-07-24,281950400000
2019-07-25,282376080000
2019-07-26,287283920000
2019-07-29,290464000000
2019-07-30,301506640000
2019-07-31,295572160000
2019-08-01,292291920000
2019-08-02,291565760000
2019-08-05,283152320000
2019-08-06,286157120000
2019-08-07,289262080000
2019-08-08,294069760000
2019-08-09,292417120000
2019-08-12,290539120000
2019-08-13,293594000000
2019-08-14,289938160000
2019-08-15,293944560000
2019-08-16,298426720000
2019-08-19,301080960000
2019-08-20,297725600000
2019-08-21,298476800000
2019-08-22,299027680000
2019-08-23,293769280000
2019-08-26,298777280000
2019-08-27,301857200000
2019-08-28,303985600000
2019-08-29,303434720000
2019-08-30,301055920000
2019-09-03,303885440000
2019-09-04,308517840000
2019-09-05,307391040000
2019-09-06,307666480000
2019-09-09,305913680000
2019-09-10,300179520000
2019-09-11,303660080000
2019-09-12,307416080000
2019-09-13,305788480000
2019-09-16,299854000000
2019-09-17,303384640000
2019-09-18,304010640000
2019-09-19,305237600000
2019-09-20,306088960000
2019-09-23,308542880000
2019-09-24,309519440000
2019-09-25,308042080000
2019-09-26,311272240000
2019-09-27,311923280000
2019-09-30,309333060000
2019-10-01,308014950000
2019-10-02,301125960000
2019-10-03,302767380000
2019-10-04,308388000000
2019-10-07,305503080000
2019-10-08,300752910000
2019-10-09,303364260000
2019-10-10,303264780000
2019-10-11,301150830000
2019-10-14,298564350000
2019-10-15,291476400000
2019-10-16,292297110000
2019-10-17,290058810000
2019-10-18,292147890000
2019-10-21,296151960000
2019-10-22,303861660000
2019-10-23,305901000000
2019-10-24,310352730000
2019-10-25,306522750000
2019-10-28,307094760000
2019-10-29,307393200000
2019-10-30,310725780000
2019-10-31,309656370000
2019-11-01,308064690000
2019-11-04,296127090000
2019-11-05,295704300000
2019-11-06,299235840000
2019-11-07,297494940000
2019-11-08,297693900000
2019-11-11,296773710000
2019-11-12,296624490000
2019-11-13,300056550000
2019-11-14,299683500000
2019-11-15,299782980000
2019-11-18,303140430000
2019-11-19,301971540000
2019-11-20,304135230000
2019-11-21,299285580000
2019-11-22,299161230000
2019-11-25,299708370000
2019-11-26,304060620000
2019-11-27,302817120000
2019-11-29,303563220000
2019-12-02,305204640000
2019-12-03,305776650000
2019-12-04,309706110000
2019-12-05,309929940000
2019-12-06,308860530000
2019-12-09,310551690000
2019-12-10,309059490000
2019-12-11,310029420000
2019-12-12,309805590000
2019-12-13,312043890000
2019-12-16,312267720000
2019-12-17,311645970000
2019-12-18,308412870000
2019-12-19,310676040000
2019-12-20,311770320000
2019-12-23,310626300000
2019-12-24,311422140000
2019-12-26,311422140000
2019-12-27,313585830000
2019-12-30,309556890000
2019-12-31,316811565201
2020-01-02,313032147809
2020-01-03,310926834766
2020-01-06,311358043462
2020-01-07,309430286940
2020-01-08,310749278244
2020-01-09,314148217375
2020-01-10,314452599983
2020-01-13,316760834766
2020-01-14,316278895635
2020-01-15,319500278244
2020-01-16,319779295635
2020-01-17,320641713026
2020-01-21,319830026070
2020-01-22,320388060853
2020-01-23,317039852157
2020-01-24,317420330418
2020-01-27,318815417374
2020-01-28,319677834766
2020-01-29,317217408679
2020-01-30,319474913027
2020-01-31,316101339114
2020-02-03,317344234766
2020-02-04,318739321722
2020-02-05,321656321722
2020-02-06,322493373896
2020-02-07,319804660853
2020-02-10,320032947809
2020-02-11,314934539114
2020-02-12,313133608679
2020-02-13,316963756505
2020-02-14,319956852157
2020-02-18,316735469548
2020-02-19,318181286940
2020-02-20,321072921722
2020-02-21,321377304331
2020-02-24,312753130418
2020-02-25,308009834766
2020-02-26,304788452158
2020-02-27,287895217376
2020-02-28,287210356506
2020-03-02,303266539114
2020-03-03,299740773897
2020-03-04,315796956505
2020-03-05,308517139114
2020-03-06,308593234766
2020-03-09,294388713028
2020-03-10,305777695636
2020-03-11,283050460855
2020-03-12,258319373899
2020-03-13,289341034767
2020-03-16,275212608681
2020-03-17,299918330419
2020-03-18,297914478245
2020-03-19,281122704333
2020-03-20,259815921725
2020-03-23,247818173900
2020-03-24,261946599986
2020-03-25,255985773899
2020-03-26,272371704333
2020-03-27,279448599985
2020-03-30,291699999985
2020-03-31,279999999950
2020-04-01,278294545404
2020-04-02,291199999948
2020-04-03,292930909038
2020-04-06,299879999946
2020-04-07,287050909039
2020-04-08,292981818129
2020-04-09,291861818129
2020-04-13,295145454492
2020-04-14,307898181763
2020-04-15,308559999944
2020-04-16,309272727217
2020-04-17,317392727216
2020-04-20,306981818127
2020-04-21,304639999945
2020-04-22,303927272673
2020-04-23,303927272673
2020-04-24,302349090855
2020-04-27,298963636310
2020-04-28,297538181765
2020-04-29,298021818128
2020-04-30,300032727219
2020-05-01,297359999946
2020-05-04,294687272674
2020-05-05,295298181765
2020-05-06,287890909039
2020-05-07,285523636312
2020-05-08,295145454492
2020-05-11,293516363583
2020-05-12,291581818129
2020-05-13,289978181766
2020-05-14,289698181766
2020-05-15,291734545402
2020-05-18,295807272674
2020-05-19,286210909039
2020-05-20,288349090857
2020-05-21,284123636312
2020-05-22,286618181767
2020-05-26,285167272676
2020-05-27,289901818130
2020-05-28,295425454492
2020-05-29,295069090856
2020-06-01,298454545401
2020-06-02,300516363582
2020-06-03,301712727218
2020-06-04,295399999947
2020-06-05,301203636309
2020-06-08,303036363582
2020-06-09,301229090855
2020-06-10,303494545400
2020-06-11,295934545401
2020-06-12,294305454492
2020-06-15,297029090856
2020-06-16,300694545400
2020-06-17,300185454491
2020-06-18,303621818127
2020-06-19,302705454491
2020-06-22,299727272673
2020-06-23,299676363582
2020-06-24,296341818128
2020-06-25,300083636310
2020-06-26,293312727220
2020-06-29,299498181764
2020-06-30,297262977000
2020-07-01,298282278000
2020-07-02,300519768000
2020-07-06,302384343000
2020-07-07,303851142000
2020-07-08,305516829000
2020-07-09,304497528000
2020-07-10,308002929000
2020-07-13,308400705000
2020-07-14,310986249000
2020-07-15,309519450000
2020-07-16,310165836000
2020-07-17,312328743000
2020-07-20,311359164000
2020-07-21,310936527000
2020-07-22,313596654000
2020-07-23,313646376000
2020-07-24,313149156000
2020-07-27,314044152000
2020-07-28,317922468000
2020-07-29,318991491000
2020-07-30,326723261999
2020-07-31,325977432000
2020-08-03,326400069000
2020-08-04,332615319000
2020-08-05,331745184000
2020-08-06,329930331000
2020-08-07,332018655000
2020-08-10,333386010000
2020-08-11,331223103000
2020-08-12,336767106000
2020-08-13,337562658000
2020-08-14,335872110000
2020-08-17,336866550000
2020-08-18,339377511000
2020-08-19,337537797000
2020-08-20,340222785000
2020-08-21,341689584000
2020-08-24,344349711000
2020-08-25,345717066000
2020-08-26,344051378999
2020-08-27,343603881000
2020-08-28,344996097000
2020-08-31,343902213000
2020-09-01,343529298000
2020-09-02,349321911000
2020-09-03,343728186000
2020-09-04,342982356000
2020-09-08,337960434000
2020-09-09,343454715000
2020-09-10,339849870000
2020-09-11,343429853999
2020-09-14,344648043000
2020-09-15,344648043000
2020-09-16,342335970000
2020-09-17,341888472000
2020-09-18,341515557000
2020-09-21,339874731000
2020-09-22,342982356000
2020-09-23,338880291000
2020-09-24,340396811999
2020-09-25,342137082000
2020-09-28,343106661000
2020-09-29,341242086000
2020-09-30,350109450929
2020-10-01,350739189491
2020-10-02,347917960733
2020-10-05,351117032628
2020-10-06,351671202563
2020-10-07,354416862693
2020-10-08,356809869229
2020-10-09,360008941124
2020-10-12,363963699293
2020-10-13,363258392104
2020-10-14,362830169881
2020-10-15,362301189489
2020-10-16,363711803868
2020-10-19,357464797333
2020-10-20,358900601255
2020-10-21,360840196026
2020-10-22,356306078379
2020-10-23,358648705830
2020-10-26,355928235242
2020-10-27,358598326745
2020-10-28,346759241779
2020-10-29,346532535897
2020-10-30,345348627400
2020-11-02,348875163348
2020-11-03,355726718902
2020-11-04,354265725438
2020-11-05,358648705830
2020-11-06,360789816941
2020-11-09,347590496681
2020-11-10,353308522824
2020-11-11,357867830013
2020-11-12,358069346353
2020-11-13,363434718901
2020-11-16,358774653542
2020-11-17,357389228706
2020-11-18,351897908445
2020-11-19,351469686223
2020-11-20,350890326746
2020-11-23,349530091452
2020-11-24,348396562040
2020-11-25,349328575112
2020-11-27,349152248315
2020-11-30,349807176419
2020-12-01,351066653543
2020-12-02,348522509753
2020-12-03,345953176420
2020-12-04,346280640472
2020-12-07,346809620864
2020-12-08,347741633936
2020-12-09,343610548969
2020-12-10,341343490146
2020-12-11,343862444394
2020-12-14,342199934590
2020-12-15,344215097989
2020-12-16,345776849622
2020-12-17,348245424786
2020-12-18,350235398641
2020-12-21,346406588184
2020-12-22,343963202564
2020-12-23,343434222172
2020-12-24,346910379034
2020-12-28,349328575112
2020-12-29,348673647008
2020-12-30,347036326746
2020-12-31,342159173999
2021-01-04,338913162000
2021-01-05,341077170000
2021-01-06,344667456000
2021-01-07,341446035000
2021-01-08,341298489000
2021-01-11,338986935000
2021-01-12,337019655000
2021-01-13,337536066000
2021-01-14,333945780000
2021-01-15,331437498000
2021-01-19,328535760000
2021-01-20,324429063000
2021-01-21,322166691000
2021-01-22,319683000000
2021-01-25,325191384000
2021-01-26,327281619000
2021-01-27,315699258000
2021-01-28,320568276000
2021-01-29,315281211000
2021-02-01,317150127000
2021-02-02,316707489000
2021-02-03,317100945000
2021-02-04,317297673000
2021-02-05,318625587000
2021-02-08,317641946999
2021-02-09,316412396999
2021-02-10,315305802000
2021-02-11,315576303000
2021-02-12,313830342000
2021-02-16,314568072000
2021-02-17,315895986000
2021-02-18,318527223000
2021-02-19,312600792000
2021-02-22,311272878000
2021-02-23,313584432000
2021-02-24,313928706000
2021-02-25,311272878000
2021-02-26,303772623000
2021-03-01,305641539000
2021-03-02,304682490000
2021-03-03,302862756000
2021-03-04,300379065000
2021-03-05,309797418000
2021-03-08,313068021000
2021-03-09,310289238000
2021-03-10,313141794000
2021-03-11,312084381000
2021-03-12,315109073999
2021-03-15,316141896000
2021-03-16,317076354000
2021-03-17,315797621999
2021-03-18,316486170000
2021-03-19,314789391000
2021-03-22,320125638000
2021-03-23,326076660000
2021-03-24,325978296000
2021-03-25,328240668000
2021-03-26,333085095000
2021-03-29,338298387000
2021-03-30,333085095000
2021-03-31,339275500028
2021-04-01,336394551751
2021-04-05,341830775890
2021-04-06,341956034511
2021-04-07,342557275890
2021-04-08,343859965545
2021-04-09,341630362097
2021-04-12,343008206924
2021-04-13,338473844855
2021-04-14,339701379338
2021-04-15,343809862097
2021-04-16,343834913821
2021-04-19,342231603476
2021-04-20,345087500028
2021-04-21,342832844855
2021-04-22,337271362096
2021-04-23,335542793131
2021-04-26,328828931061
2021-04-27,328628517268
2021-04-28,329179655199
2021-04-29,331960396579
2021-04-30,334240103475
2021-05-03,338198275890
2021-05-04,337045896579
2021-05-05,334340310372
2021-05-06,338549000027
2021-05-07,338574051752
2021-05-10,344887086235
2021-05-11,343183568993
2021-05-12,339551068993
2021-05-13,345012344856
2021-05-14,345738844856
2021-05-17,345037396580
2021-05-18,341505103476
2021-05-19,342206551752
2021-05-20,345713793132
2021-05-21,345713793132
2021-05-24,345613586235
2021-05-25,346791017270
2021-05-26,346014413821
2021-05-27,338148172441
2021-05-28,337822500027
2021-06-01,332887310372
2021-06-02,334340310372
2021-06-03,340327672441
2021-06-04,340578189683
2021-06-07,341755620717
2021-06-08,337797448303
2021-06-09,337672189683
2021-06-10,340177362097
2021-06-11,337847551752
2021-06-14,337972810372
2021-06-15,337321465545
2021-06-16,332636793130
2021-06-17,335668051751
2021-06-18,330757913820
2021-06-21,333363293130
2021-06-22,333488551751
2021-06-23,333012568993
2021-06-24,333238034510
2021-06-25,337997862096
2021-06-28,338999931062
2021-06-29,336695172441
2021-06-30,327623533000
2021-07-01,328376244000
2021-07-02,329978790000
2021-07-06,330173038000
2021-07-07,332649700000
2021-07-08,332601138000
2021-07-09,332722543000
2021-07-12,332989633999
2021-07-13,332576857000
2021-07-14,335029238000
2021-07-15,337894396000
2021-07-16,341172331000
2021-07-19,341002364000
2021-07-20,339181289000
2021-07-21,337991520000
2021-07-22,334592180000
2021-07-23,339424099000
2021-07-26,340613868000
2021-07-27,341997885000
2021-07-28,336923156000
2021-07-29,338671388000
2021-07-30,345348663000
2021-08-02,344498828000
2021-08-03,349524995000
2021-08-04,345834283000
2021-08-05,346004250000
2021-08-06,343357621000
2021-08-09,345227258000
2021-08-10,345445787000
2021-08-11,346295622000
2021-08-12,347096895000
2021-08-13,348772283999
2021-08-16,351200383999
2021-08-17,351783128000
2021-08-18,347946730000
2021-08-19,352050219000
2021-08-20,352293029000
2021-08-23,350496235000
2021-08-24,347655358000
2021-08-25,346417027000
2021-08-26,345810002000
2021-08-27,345542911000
2021-08-30,347048333000
2021-08-31,345737158999
2021-09-01,349257904000
2021-09-02,349524995000
2021-09-03,349767805000
2021-09-07,348456631000
2021-09-08,351103260000
2021-09-09,349622119000
2021-09-10,349962053000
2021-09-13,353725608000
2021-09-14,353118583000
2021-09-15,352365872000
2021-09-16,349913491000
2021-09-17,350471954000
2021-09-20,346951208999
2021-09-21,347485391000
2021-09-22,348675160000
2021-09-23,350107739000
2021-09-24,348553755000
2021-09-27,343964646000
2021-09-28,341366579000
2021-09-29,344838762000
2021-09-30,337393320000
2021-10-01,336862372000
2021-10-04,334955786000
2021-10-05,336259022000
2021-10-06,340747946000
2021-10-07,343475088000
2021-10-08,342051182000
2021-10-11,343475088000
2021-10-12,342968274000
2021-10-13,343764696000
2021-10-14,347650270000
2021-10-15,348543228000
2021-10-18,343523356000
2021-10-19,339468844000
2021-10-20,340796214000
2021-10-21,336259022000
2021-10-22,339879122000
2021-10-25,339927390000
2021-10-26,344754190000
2021-10-27,342292522000
2021-10-28,344343912000
2021-10-29,345092066000
2021-11-01,344247375999
2021-11-02,347674404000
2021-11-03,350063670000
2021-11-04,350715288000
2021-11-05,352452936000
2021-11-08,349822330000
2021-11-09,350884225999
2021-11-10,354335388000
2021-11-11,353321760000
2021-11-12,353707904000
2021-11-15,355735160000
2021-11-16,355228346000
2021-11-17,355011140000
2021-11-18,355059408000
2021-11-19,354335388000
2021-11-22,356700520000
2021-11-23,360658496000
2021-11-24,358776044000
2021-11-26,355904098000
2021-11-29,359644868000
2021-11-30,348929372000
2021-12-01,353321760000
2021-12-02,355397284000
2021-12-03,361720392000
2021-12-06,367198810000
2021-12-07,366233450000
2021-12-08,367874562000
2021-12-09,370022488000
2021-12-10,375187164000
2021-12-13,380520778000
2021-12-14,381920550000
2021-12-15,383392724000
2021-12-16,388822874000
2021-12-17,380013964000
2021-12-20,380979324000
2021-12-21,380737984000
2021-12-22,384502888000
2021-12-23,386385340000
2021-12-27,390898398000
2021-12-28,392998056000
2021-12-29,396256146000
2021-12-30,392829118000
2021-12-31,405501326449
2022-01-03,403815662541
2022-01-04,405228645523
2022-01-05,407063044481
2022-01-06,403642138316
2022-01-07,403419035740
2022-01-10,397915838865
2022-01-11,393305052295
2022-01-12,394172673424
2022-01-13,392387852816
2022-01-14,396155807432
2022-01-18,388520741499
2022-01-19,401584636782
2022-01-20,401584636782
2022-01-21,403121565638
2022-01-24,399849394524
2022-01-25,395486499704
2022-01-26,392040804364
2022-01-27,394470143525
2022-01-28,397866260515
2022-01-31,397742314639
2022-02-01,395982283207
2022-02-02,403071987288
2022-02-03,406889520255
2022-02-04,400419545551
2022-02-07,397420055363
2022-02-08,396527645059
2022-02-09,395635234755
2022-02-10,389611465203
2022-02-11,387430017794
2022-02-14,388545530674
2022-02-15,388743844075
2022-02-16,391693755913
2022-02-17,396180596608
2022-02-18,396378910008
2022-02-22,391495442512
2022-02-23,386611975015
2022-02-24,376200521469
2022-02-25,392263906940
2022-02-28,386438450789
2022-03-01,380042843611
2022-03-02,381232724016
2022-03-03,382645706997
2022-03-04,384579262656
2022-03-07,378877752381
2022-03-08,363880301439
2022-03-09,368788558111
2022-03-10,359294304044
2022-03-11,355030565925
2022-03-14,359566984970
2022-03-15,372506934377
2022-03-16,371242686447
2022-03-17,372407777677
2022-03-18,372209464276
2022-03-21,373622447257
2022-03-22,376497991570
2022-03-23,373870339009
2022-03-24,374514857561
2022-03-25,378852963206
2022-03-28,381455826592
2022-03-29,385372516260
2022-03-30,382720074523
2022-03-31,366597760000
2022-04-01,372091928000
2022-04-04,369668736000
2022-04-05,370964304000
2022-04-06,376266536000
2022-04-07,381136912000
2022-04-08,384111920000
2022-04-11,382648408000
2022-04-12,381496792000
2022-04-13,382576432000
2022-04-14,380441144000
2022-04-18,376818352000
2022-04-19,382456472000
2022-04-20,392629080000
2022-04-21,390133912000
2022-04-22,386871000000
2022-04-25,389989960000
2022-04-26,383368168000
2022-04-27,382336512000
2022-04-28,392053272000
2022-04-29,385191560000
2022-05-02,379985296000
2022-05-03,374779032000
2022-05-04,377538112000
2022-05-05,370580432000
2022-05-06,374275200000
2022-05-09,373339512000
2022-05-10,371372168000
2022-05-11,366141912000
2022-05-12,364654408000
2022-05-13,368565104000
2022-05-16,372163904000
2022-05-17,371108256000
2022-05-18,347979968000
2022-05-19,339966640000
2022-05-20,340182568000
2022-05-23,348003960000
2022-05-24,354193896000
2022-05-25,348387832000
2022-05-26,351434816000
2022-05-27,356809024000
2022-05-31,354793696000
2022-06-01,349419487999
2022-06-02,353186232000
2022-06-03,350019287999
2022-06-06,348651744000
2022-06-07,352538448000
2022-06-08,348147912000
2022-06-09,341862008000
2022-06-10,340566440000
2022-06-13,331449480000
2022-06-14,321108928000
2022-06-15,317917992000
2022-06-16,319861344000
2022-06-17,317558112000
2022-06-21,327178904000
2022-06-22,332289200000
2022-06-23,341406160000
2022-06-24,346324520000
2022-06-27,343685400000
2022-06-28,338095264000
2022-06-29,341166240000
2022-06-30,343011045000
2022-07-01,348545405000
2022-07-05,345181850000
2022-07-06,348402275000
2022-07-07,348283000000
2022-07-08,345945210000
2022-07-11,348378420000
2022-07-12,345301125000
2022-07-13,347567350000
2022-07-14,346541585000
2022-07-15,346064485000
2022-07-18,341866005000
2022-07-19,343607420000
2022-07-20,337667525000
2022-07-21,335806835000
2022-07-22,341174210000
2022-07-25,343488145000
2022-07-26,344156085000
2022-07-27,347424219999
2022-07-28,353197130000
2022-07-29,331369805000
2022-08-01,340887950000
2022-08-02,338621725000
2022-08-03,345611240000
2022-08-04,345062575000
2022-08-05,345229560000
2022-08-08,346541585000
2022-08-09,345730515000
2022-08-10,348998650000
2022-08-11,346517730000
2022-08-12,349881285000
2022-08-15,354389880000
2022-08-16,357658015000
2022-08-17,356012020000
2022-08-18,357276335000
2022-08-19,357180915000
2022-08-22,356226715000
2022-08-23,349356475000
2022-08-24,347853610000
2022-08-25,347567350000
2022-08-26,339432795000
2022-08-29,338001495000
2022-08-30,334399390000
2022-08-31,329055870000
2022-09-01,333111219999
2022-09-02,327195180000
2022-09-06,323545365000
2022-09-07,328435640000
2022-09-08,328865030000
2022-09-09,333874580000
2022-09-12,336594050000
2022-09-13,329628390000
2022-09-14,330415605000
2022-09-15,327863120000
2022-09-16,329866940000
2022-09-19,329175145000
2022-09-20,328006250000
2022-09-21,323783915000
2022-09-22,324928955000
2022-09-23,323426090000
2022-09-26,323736205000
2022-09-27,314838290000
2022-09-28,314838290000
2022-09-29,307013850000
2022-09-30,298694875000
2022-10-03,304041809000
2022-10-04,307803590000
2022-10-05,305674280000
2022-10-06,299239032000
2022-10-07,294010393000
2022-10-10,292803784000
2022-10-11,293915757000
2022-10-12,294388937000
2022-10-13,298836829000
2022-10-14,295926772000
2022-10-17,301273706000
2022-10-18,303710583000
2022-10-19,306526004000
2022-10-20,300445641000
2022-10-21,304207422000
2022-10-24,306076483000
2022-10-25,309601674000
2022-10-26,311778302000
2022-10-27,312014892000
2022-10-28,319916998000
2022-10-31,318615753000
2022-11-01,319112592000
2022-11-02,314522746000
2022-11-03,312369777000
2022-11-04,318071596000
2022-11-07,322945350000
2022-11-08,323678779000
2022-11-09,322898032000
2022-11-10,334017762000
2022-11-11,333520923000
2022-11-14,333544582000
2022-11-15,332385291000
2022-11-16,335342666000
2022-11-17,333284333000
2022-11-18,337306363000
2022-11-21,341588642000
2022-11-22,344522358000
2022-11-23,346486055000
2022-11-25,347124848000
2022-11-28,346840940000
2022-11-29,344191132000
2022-11-30,352897644000
2022-12-01,353110575000
2022-12-02,356328199000
2022-12-05,352732031000
2022-12-06,353181552000
2022-12-07,355452816000
2022-12-08,358007988000
2022-12-09,357061628000
2022-12-12,360728773000
2022-12-13,360184616000
2022-12-14,361604156000
2022-12-15,357511149000
2022-12-16,355925996000
2022-12-19,355831360000
2022-12-20,355973314000
2022-12-21,359238256000
2022-12-22,360066321000
2022-12-23,361083658000
2022-12-27,364230305000
2022-12-28,359522164000
2022-12-29,361012681000
2022-12-30,358575804000
2023-01-03,357568787000
2023-01-04,359125793000
2023-01-05,354667094000
2023-01-06,363112672000
2023-01-09,358677564000
2023-01-10,358323698999
2023-01-11,355422006000
2023-01-12,353416771000
2023-01-13,355941008000
2023-01-17,354903004000
2023-01-18,345395831000
2023-01-19,335983022000
2023-01-20,337280527000
2023-01-23,332751055000
2023-01-24,334567562000
2023-01-25,334331652000
2023-01-26,332986965000
2023-01-27,331618687000
2023-01-30,332656691000
2023-01-31,335888658000
2023-02-01,337799529000
2023-02-02,335393247000
2023-02-03,336431251000
2023-02-06,333576740000
2023-02-07,330321182000
2023-02-08,326900487000
2023-02-09,323314655000
2023-02-10,326169166000
2023-02-13,330439137000
2023-02-14,328575448000
2023-02-15,327820536000
2023-02-16,323526973999
2023-02-17,330297591000
2023-02-21,330061681000
2023-02-22,331453550000
2023-02-23,330391955000
2023-02-24,328528266000
2023-02-27,328245173999
2023-02-28,324517796000
2023-03-01,324753706000
2023-03-02,330108863000
2023-03-03,332515145000
2023-03-06,331099685000
