,PG
2004-08-25,140500710000
2004-08-26,141516990000
2004-08-27,142228386000
2004-08-30,141034257000
2004-08-31,142202979000
2004-09-01,142787340000
2004-09-02,143524143000
2004-09-03,143676585000
2004-09-07,143930655000
2004-09-08,144133911000
2004-09-09,142507863000
2004-09-10,142736526000
2004-09-13,142965189000
2004-09-14,143930655000
2004-09-15,143041410000
2004-09-16,142050537000
2004-09-17,142939782000
2004-09-20,138163266000
2004-09-21,139433616000
2004-09-22,137960010000
2004-09-23,137909196000
2004-09-24,137401056000
2004-09-27,136257741000
2004-09-28,136613439000
2004-09-29,138366522000
2004-09-30,148943652000
2004-10-01,150429786000
2004-10-04,149576635000
2004-10-05,149328946000
2004-10-06,149439030000
2004-10-07,147622644000
2004-10-08,147099745000
2004-10-11,147705207000
2004-10-12,147319913000
2004-10-13,145916342000
2004-10-14,145778737000
2004-10-15,147760249000
2004-10-18,147677686000
2004-10-19,145861300000
2004-10-20,147402476000
2004-10-21,147567602000
2004-10-22,145998905000
2004-10-25,144017393000
2004-10-26,146439241000
2004-10-27,142503738000
2004-10-28,141210251000
2004-10-29,140852478000
2004-11-01,140357100000
2004-11-02,140274537000
2004-11-03,142723906000
2004-11-04,146384199000
2004-11-05,147292392000
2004-11-08,146659409000
2004-11-09,145228317000
2004-11-10,145861300000
2004-11-11,148613400000
2004-11-12,150264660000
2004-11-15,149934408000
2004-11-16,149576635000
2004-11-17,149961929000
2004-11-18,150732517000
2004-11-19,149494072000
2004-11-22,149879366000
2004-11-23,148778526000
2004-11-24,148448274000
2004-11-26,147622644000
2004-11-29,148888610000
2004-11-30,147182308000
2004-12-01,150429786000
2004-12-02,153622222000
2004-12-03,152438819000
2004-12-06,149439030000
2004-12-07,148723484000
2004-12-08,151448063000
2004-12-09,155163398000
2004-12-10,155328524000
2004-12-13,155466129000
2004-12-14,155466129000
2004-12-15,154447852000
2004-12-16,154392810000
2004-12-17,152576424000
2004-12-20,152989239000
2004-12-21,154310247000
2004-12-22,153897432000
2004-12-23,152989239000
2004-12-27,152466340000
2004-12-28,152576424000
2004-12-29,152026004000
2004-12-30,152603945000
2004-12-31,138305880000
2005-01-03,138582090000
2005-01-04,136849500000
2005-01-05,138280770000
2005-01-06,138958740000
2005-01-07,140415120000
2005-01-10,141519960000
2005-01-11,141369300000
2005-01-12,141896610000
2005-01-13,139435830000
2005-01-14,140314680000
2005-01-18,140590890000
2005-01-19,142323480000
2005-01-20,142373700000
2005-01-21,139737150000
2005-01-24,138632310000
2005-01-25,139938030000
2005-01-26,139209840000
2005-01-27,138908520000
2005-01-28,135970650000
2005-01-31,133660529999
2005-02-01,132756570000
2005-02-02,134087400000
2005-02-03,133685640000
2005-02-04,132128820000
2005-02-07,131902830000
2005-02-08,130521779999
2005-02-09,129341610000
2005-02-10,129617820000
2005-02-11,130948650000
2005-02-14,132329700000
2005-02-15,134288279999
2005-02-16,133861410000
2005-02-17,133911630000
2005-02-18,134338500000
2005-02-22,131199750000
2005-02-23,134313390000
2005-02-24,135167130000
2005-02-25,136071090000
2005-02-28,133308990000
2005-03-01,134363610000
2005-03-02,134564490000
2005-03-03,134288279999
2005-03-04,135217350000
2005-03-07,134840700000
2005-03-08,133961850000
2005-03-09,133083000000
2005-03-10,133760970000
2005-03-11,131852610000
2005-03-14,133710750000
2005-03-15,132882120000
2005-03-16,132605910000
2005-03-17,132455250000
2005-03-18,134087400000
2005-03-21,132430140000
2005-03-22,130697550000
2005-03-23,132656130000
2005-03-24,132078600000
2005-03-28,131852610000
2005-03-29,130220460000
2005-03-30,133986960000
2005-03-31,128949000000
2005-04-01,128000130000
2005-04-04,131138700000
2005-04-05,131382000000
2005-04-06,131284680000
2005-04-07,133985310000
2005-04-08,132598500000
2005-04-11,134642220000
2005-04-12,135080160000
2005-04-13,134325930000
2005-04-14,133815000000
2005-04-15,133328400000
2005-04-18,132841800000
2005-04-19,132184890000
2005-04-20,129897870000
2005-04-21,131844270000
2005-04-22,131114370000
2005-04-25,130968390000
2005-04-26,129849210000
2005-04-27,130238490000
2005-04-28,131357670000
2005-04-29,131746950000
2005-05-02,133328400000
2005-05-03,133571700000
2005-05-04,134155620000
2005-05-05,133279740000
2005-05-06,133206750000
2005-05-09,133766340000
2005-05-10,133523040000
2005-05-11,134982840000
2005-05-12,134885520000
2005-05-13,133206750000
2005-05-16,134155620000
2005-05-17,135347790000
2005-05-18,137221200000
2005-05-19,137756460000
2005-05-20,137415840000
2005-05-23,137415840000
2005-05-24,136248000000
2005-05-25,135591090000
2005-05-26,135785730000
2005-05-27,135664080000
2005-05-31,134179950000
2005-06-01,136539960000
2005-06-02,136175010000
2005-06-03,134471910000
2005-06-06,134569230000
2005-06-07,134909850000
2005-06-08,134569230000
2005-06-09,134301600000
2005-06-10,133206750000
2005-06-13,132136230000
2005-06-14,132330870000
2005-06-15,132355200000
2005-06-16,131990250000
2005-06-17,132403860000
2005-06-20,131990250000
2005-06-21,132184890000
2005-06-22,132452520000
2005-06-23,130554779999
2005-06-24,128511060000
2005-06-27,128146110000
2005-06-28,129751890000
2005-06-29,130092510000
2005-06-30,130524600000
2005-07-01,130895760000
2005-07-05,130524600000
2005-07-06,129906000000
2005-07-07,129064703999
2005-07-08,131044224000
2005-07-11,133370160000
2005-07-12,133469136000
2005-07-13,135052752000
2005-07-14,135473400000
2005-07-15,134854800000
2005-07-18,135151728000
2005-07-19,135795072000
2005-07-20,136141488000
2005-07-21,136413672000
2005-07-22,136067256000
2005-07-25,135943536000
2005-07-26,136364184000
2005-07-27,137007528000
2005-07-28,138121008000
2005-07-29,137650872000
2005-08-01,136883808000
2005-08-02,136982784000
2005-08-03,136092000000
2005-08-04,134038248000
2005-08-05,133865040000
2005-08-08,134236200000
2005-08-09,133469136000
2005-08-10,132900024000
2005-08-11,132776303999
2005-08-12,132504120000
2005-08-15,134062992000
2005-08-16,132578352000
2005-08-17,132182448000
2005-08-18,134062992000
2005-08-19,134953776000
2005-08-22,136487903999
2005-08-23,137081760000
2005-08-24,135151728000
2005-08-25,136092000000
2005-08-26,135993024000
2005-08-29,137675616000
2005-08-30,137081760000
2005-08-31,137279711999
2005-09-01,137972544000
2005-09-02,138541656000
2005-09-06,139976808000
2005-09-07,139209744000
2005-09-08,138937560000
2005-09-09,140793360000
2005-09-12,139952064000
2005-09-13,137428176000
2005-09-14,136141488000
2005-09-15,137329200000
2005-09-16,138442680000
2005-09-19,137477664000
2005-09-20,138665376000
2005-09-21,138318960000
2005-09-22,140273736000
2005-09-23,140397456000
2005-09-26,140026296000
2005-09-27,141288240000
2005-09-28,142129536000
2005-09-29,143861616000
2005-09-30,196675842000
2005-10-03,196179687000
2005-10-04,192111216000
2005-10-05,188902747000
2005-10-06,185958894000
2005-10-07,185363508000
2005-10-10,184701968000
2005-10-11,185264277000
2005-10-12,185330431000
2005-10-13,185892740000
2005-10-14,185595047000
2005-10-17,184503506000
2005-10-18,183081195000
2005-10-19,184139659000
2005-10-20,182485809000
2005-10-21,181295037000
2005-10-24,182254270000
2005-10-25,183875043000
2005-10-26,181890423000
2005-10-27,181989654000
2005-10-28,184966584000
2005-10-31,185198123000
2005-11-01,182750425000
2005-11-02,184073505000
2005-11-03,185098892000
2005-11-04,184966584000
2005-11-07,183841966000
2005-11-08,184271967000
2005-11-09,185231200000
2005-11-10,186455049000
2005-11-11,186455049000
2005-11-14,184966584000
2005-11-15,185231200000
2005-11-16,187215820000
2005-11-17,189035055000
2005-11-18,190027365000
2005-11-21,190655828000
2005-11-22,189001978000
2005-11-23,188571977000
2005-11-25,189465056000
2005-11-28,188902747000
2005-11-29,190788136000
2005-11-30,189167363000
2005-12-01,190655828000
2005-12-02,189729672000
2005-12-05,189961211000
2005-12-06,189895057000
2005-12-07,188671208000
2005-12-08,188571977000
2005-12-09,189630441000
2005-12-12,188241207000
2005-12-13,193533527000
2005-12-14,197205074000
2005-12-15,195121223000
2005-12-16,192210447000
2005-12-19,193665835000
2005-12-20,192541217000
2005-12-21,193566604000
2005-12-22,194426606000
2005-12-23,194757376000
2005-12-27,193831220000
2005-12-28,193632758000
2005-12-29,193235834000
2005-12-30,191449676000
2006-01-03,192187088000
2006-01-04,192546744000
2006-01-05,191925520000
2006-01-06,191729344000
2006-01-09,193167968000
2006-01-10,192415960000
2006-01-11,193102576000
2006-01-12,190977336000
2006-01-13,192579440000
2006-01-17,191762040000
2006-01-18,191827432000
2006-01-19,191304296000
2006-01-20,189113664000
2006-01-23,188459744000
2006-01-24,189211752000
2006-01-25,191173512000
2006-01-26,192317872000
2006-01-27,195325904000
2006-01-30,193364144000
2006-01-31,193658408000
2006-02-01,195587472000
2006-02-02,195031640000
2006-02-03,195129728000
2006-02-06,195489384000
2006-02-07,193952672000
2006-02-08,194443112000
2006-02-09,194933552000
2006-02-10,195195120000
2006-02-13,194345024000
2006-02-14,195652864000
2006-02-15,196535656000
2006-02-16,198562808000
2006-02-17,199445600000
2006-02-21,199053248000
2006-02-22,202519024000
2006-02-23,201015008000
2006-02-24,201080400000
2006-02-27,200589960000
2006-02-28,195947128000
2006-03-01,196535656000
2006-03-02,194704680000
2006-03-03,195097032000
2006-03-06,195097032000
2006-03-07,197156880000
2006-03-08,199674472000
2006-03-09,200753440000
2006-03-10,203532600000
2006-03-13,202649808000
2006-03-14,196208696000
2006-03-15,195849040000
2006-03-16,194181544000
2006-03-17,193233360000
2006-03-20,193494928000
2006-03-21,193004488000
2006-03-22,194508504000
2006-03-23,191762040000
2006-03-24,192056304000
2006-03-27,190584984000
2006-03-28,188100088000
2006-03-29,188786704000
2006-03-30,188427048000
2006-03-31,184957722000
2006-04-03,185760072000
2006-04-04,186145200000
2006-04-05,184925628000
2006-04-06,184540500000
2006-04-07,183834432000
2006-04-10,183417210000
2006-04-11,181299006000
2006-04-12,181074348000
2006-04-13,181652040000
2006-04-17,179822682000
2006-04-18,180239904000
2006-04-19,179951058000
2006-04-20,180560844000
2006-04-21,180817596000
2006-04-24,181652040000
2006-04-25,183802338000
2006-04-26,186177294000
2006-04-27,187364772000
2006-04-28,186819174000
2006-05-01,185760072000
2006-05-02,186498234000
2006-05-03,180432468000
2006-05-04,179277084000
2006-05-05,178859862000
2006-05-08,180817596000
2006-05-09,181331100000
2006-05-10,180817596000
2006-05-11,178603110000
2006-05-12,176549094000
2006-05-15,178346358000
2006-05-16,179854776000
2006-05-17,177576102000
2006-05-18,176163966000
2006-05-19,173789010000
2006-05-22,174206232000
2006-05-23,174880206000
2006-05-24,175939308000
2006-05-25,177351444000
2006-05-26,176934222000
2006-05-30,174527172000
2006-05-31,174109950000
2006-06-01,174848112000
2006-06-02,173147130000
2006-06-05,170675892000
2006-06-06,171285678000
2006-06-07,170868456000
2006-06-08,175682556000
2006-06-09,174751830000
2006-06-12,174302514000
2006-06-13,173724822000
2006-06-14,175971402000
2006-06-15,176131872000
2006-06-16,176581188000
2006-06-19,176099778000
2006-06-20,178378452000
2006-06-21,179148708000
2006-06-22,179244990000
2006-06-23,178859862000
2006-06-26,179694306000
2006-06-27,178924050000
2006-06-28,178988238000
2006-06-29,182903706000
2006-06-30,178581640000
2006-07-03,180829970000
2006-07-05,179641567000
2006-07-06,181311755000
2006-07-07,181472350000
2006-07-10,183014062000
2006-07-11,183881275000
2006-07-12,181825659000
2006-07-13,181600826000
2006-07-14,178774354000
2006-07-17,179288258000
2006-07-18,179256139000
2006-07-19,181922016000
2006-07-20,181825659000
2006-07-21,180091233000
2006-07-24,182757110000
2006-07-25,182692872000
2006-07-26,182018373000
2006-07-27,181279636000
2006-07-28,182468039000
2006-07-31,180508780000
2006-08-01,179641567000
2006-08-02,187221651000
2006-08-03,190947455000
2006-08-04,190947455000
2006-08-07,190786860000
2006-08-08,191814668000
2006-08-09,191236526000
2006-08-10,193549094000
2006-08-11,193549094000
2006-08-14,191943144000
2006-08-15,194127236000
2006-08-16,194062998000
2006-08-17,193806046000
2006-08-18,193966641000
2006-08-21,195219282000
2006-08-22,196086495000
2006-08-23,195668948000
2006-08-24,196086495000
2006-08-25,195508353000
2006-08-28,195861662000
2006-08-29,196568280000
2006-08-30,198334825000
2006-08-31,198816610000
2006-09-01,198848729000
2006-09-05,197724564000
2006-09-06,197339136000
2006-09-07,197628207000
2006-09-08,196375566000
2006-09-11,198880848000
2006-09-12,198656015000
2006-09-13,194512664000
2006-09-14,195187163000
2006-09-15,195604710000
2006-09-18,194319950000
2006-09-19,195636829000
2006-09-20,197949397000
2006-09-21,198302706000
2006-09-22,198527539000
2006-09-25,200069251000
2006-09-26,200679512000
2006-09-27,201482487000
2006-09-28,199972894000
2006-09-29,199073562000
2006-10-02,196151868000
2006-10-03,196973910000
2006-10-04,200262078000
2006-10-05,200831184000
2006-10-06,199471653000
2006-10-09,198712845000
2006-10-10,198301824000
2006-10-11,197543016000
2006-10-12,197321697000
2006-10-13,196436421000
2006-10-16,196183485000
2006-10-17,196815825000
2006-10-18,197890803000
2006-10-19,197606250000
2006-10-20,198175356000
2006-10-23,200072376000
2006-10-24,198807696000
2006-10-25,199598121000
2006-10-26,200767950000
2006-10-27,200957652000
2006-10-30,201748077000
2006-10-31,200420163000
2006-11-01,199313568000
2006-11-02,200040759000
2006-11-03,200451780000
2006-11-06,200957652000
2006-11-07,202696587000
2006-11-08,202475268000
2006-11-09,201716460000
2006-11-10,201400290000
2006-11-13,199977525000
2006-11-14,199819440000
2006-11-15,199566504000
2006-11-16,200831184000
2006-11-17,201906162000
2006-11-20,201368673000
2006-11-21,200009142000
2006-11-22,201210588000
2006-11-24,200862801000
2006-11-27,198681228000
2006-11-28,199408419000
2006-11-29,199851057000
2006-11-30,198523143000
2006-12-01,198206973000
2006-12-04,200515014000
2006-12-05,200799567000
2006-12-06,201716460000
2006-12-07,201716460000
2006-12-08,202001013000
2006-12-11,201937779000
2006-12-12,201400290000
2006-12-13,200451780000
2006-12-14,200293695000
2006-12-15,202696587000
2006-12-18,202854672000
2006-12-19,203581863000
2006-12-20,203834799000
2006-12-21,202506885000
2006-12-22,201716460000
2006-12-26,202949523000
2006-12-27,203676714000
2006-12-28,203866416000
2006-12-29,203202459000
2007-01-03,203688240000
2007-01-04,202141800000
2007-01-05,200406000000
2007-01-08,200847840000
2007-01-09,200342880000
2007-01-10,202741439999
2007-01-11,204003840000
2007-01-12,205140000000
2007-01-16,205140000000
2007-01-17,206276160000
2007-01-18,206844240000
2007-01-19,208580040000
2007-01-22,207412320000
2007-01-23,207159840000
2007-01-24,206749560000
2007-01-25,204887520000
2007-01-26,204698160000
2007-01-29,204761280000
2007-01-30,203846040000
2007-01-31,204729720000
2007-02-01,206213040000
2007-02-02,206213040000
2007-02-05,205613400000
2007-02-06,203846040000
2007-02-07,203498880000
2007-02-08,203846040000
2007-02-09,203341080000
2007-02-12,202488960000
2007-02-13,204224759999
2007-02-14,204761280000
2007-02-15,205108439999
2007-02-16,205360919999
2007-02-20,204761280000
2007-02-21,204161640000
2007-02-22,204224759999
2007-02-23,204571919999
2007-02-26,203372640000
2007-02-27,193305000000
2007-02-28,200374440000
2007-03-01,200974080000
2007-03-02,199332960000
2007-03-05,198165240000
2007-03-06,198638640000
2007-03-07,195924480000
2007-03-08,196650360000
2007-03-09,196176960000
2007-03-12,195956040000
2007-03-13,193052520000
2007-03-14,193652160000
2007-03-15,195387960000
2007-03-16,194441160000
2007-03-19,195608880000
2007-03-20,196555680000
2007-03-21,198701760000
2007-03-22,201510600000
2007-03-23,201352800000
2007-03-26,201668400000
2007-03-27,199680120000
2007-03-28,198859560000
2007-03-29,199648560000
2007-03-30,199332960000
2007-04-02,196471152000
2007-04-03,196097040000
2007-04-04,196564680000
2007-04-05,196408800000
2007-04-09,197219376000
2007-04-10,197063496000
2007-04-11,196533504000
2007-04-12,198029952000
2007-04-13,197593488000
2007-04-16,198684648000
2007-04-17,199214640000
2007-04-18,198778176000
2007-04-19,198341712000
2007-04-20,198902880000
2007-04-23,198372888000
2007-04-24,198684648000
2007-04-25,198061128000
2007-04-26,196377624000
2007-04-27,196346448000
2007-04-30,200773440000
2007-05-01,196284096000
2007-05-02,194444712000
2007-05-03,193291200000
2007-05-04,194569416000
2007-05-07,193852368000
2007-05-08,192511800000
2007-05-09,193322376000
2007-05-10,191701224000
2007-05-11,192200040000
2007-05-14,192418272000
2007-05-15,193509432000
2007-05-16,197406432000
2007-05-17,197562312000
2007-05-18,197905248000
2007-05-21,197250552000
2007-05-22,196408800000
2007-05-23,196720560000
2007-05-24,196003512000
2007-05-25,196284096000
2007-05-29,198435240000
2007-05-30,199058760000
2007-05-31,198123480000
2007-06-01,197905248000
2007-06-04,197001144000
2007-06-05,197842896000
2007-06-06,197001144000
2007-06-07,194288832000
2007-06-08,196627032000
2007-06-11,196564680000
2007-06-12,193790016000
2007-06-13,194444712000
2007-06-14,194600592000
2007-06-15,195068232000
2007-06-18,192574152000
2007-06-19,192730032000
2007-06-20,193104144000
2007-06-21,192917088000
2007-06-22,190267128000
2007-06-25,190423008000
2007-06-26,190765944000
2007-06-27,191514168000
2007-06-28,191295936000
2007-06-29,190765944000
2007-07-02,192480624000
2007-07-03,192636504000
2007-07-05,192262392000
2007-07-06,191670048000
2007-07-09,191794752000
2007-07-10,190267128000
2007-07-11,191919456000
2007-07-12,196190568000
2007-07-13,195348816000
2007-07-16,196876440000
2007-07-17,195411168000
2007-07-18,195130584000
2007-07-19,195754104000
2007-07-20,193758840000
2007-07-23,197468784000
2007-07-24,196284096000
2007-07-25,196346448000
2007-07-26,195037056000
2007-07-27,195847632000
2007-07-30,197250552000
2007-07-31,192854736000
2007-08-01,196907616000
2007-08-02,197344080000
2007-08-03,196034688000
2007-08-06,202644000000
2007-08-07,203361048000
2007-08-08,203142816000
2007-08-09,202550472000
2007-08-10,203859864000
2007-08-13,200399328000
2007-08-14,198653472000
2007-08-15,197905248000
2007-08-16,199619928000
2007-08-17,203735159999
2007-08-20,202675176000
2007-08-21,200960495999
2007-08-22,201833423999
2007-08-23,202768704000
2007-08-24,205543368000
2007-08-27,203361048000
2007-08-28,201708720000
2007-08-29,203018112000
2007-08-30,202675176000
2007-08-31,203610456000
2007-09-04,204046920000
2007-09-05,204078095999
2007-09-06,206104536000
2007-09-07,204109272000
2007-09-10,205449840000
2007-09-11,208848023999
2007-09-12,209845656000
2007-09-13,210313295999
2007-09-14,211404456000
2007-09-17,211840920000
2007-09-18,214116768000
2007-09-19,214459704000
2007-09-20,215052048000
2007-09-21,216330264000
2007-09-24,217608480000
2007-09-25,217764359999
2007-09-26,219821976000
2007-09-27,218543759999
2007-09-28,219291984000
2007-10-01,220025548049
2007-10-02,219467028818
2007-10-03,218474105742
2007-10-04,219777317280
2007-10-05,219777317280
2007-10-08,219404971126
2007-10-09,220553038434
2007-10-10,221545961511
2007-10-11,222694028818
2007-10-12,222476826895
2007-10-15,220304807665
2007-10-16,219746288434
2007-10-17,219032624972
2007-10-18,219994519203
2007-10-19,219684230742
2007-10-22,220490980741
2007-10-23,221111557664
2007-10-24,221483903818
2007-10-25,221390817280
2007-10-26,222631971126
2007-10-29,222880201895
2007-10-30,213943894204
2007-10-31,215712538434
2007-11-01,212826855742
2007-11-02,215805624973
2007-11-05,217760442280
2007-11-06,218660278819
2007-11-07,215402249973
2007-11-08,219808346126
2007-11-09,218505134588
2007-11-12,219591144203
2007-11-13,222073451895
2007-11-14,221980365357
2007-11-15,222880201895
2007-11-16,227100124971
2007-11-19,225952057664
2007-11-20,227162182664
2007-11-21,224214442279
2007-11-23,226076173048
2007-11-26,223997240356
2007-11-27,226913951894
2007-11-28,229334201894
2007-11-29,230078894202
2007-11-30,229613461510
2007-12-03,228124076894
2007-12-04,227410413433
2007-12-05,229023913433
2007-12-06,230171980740
2007-12-07,229985807663
2007-12-10,230637413432
2007-12-11,229116999971
2007-12-12,231692394202
2007-12-13,230854615356
2007-12-14,229303173048
2007-12-17,227255269202
2007-12-18,226014115356
2007-12-19,226448519202
2007-12-20,227100124971
2007-12-21,229861692279
2007-12-24,229427288433
2007-12-26,229737576894
2007-12-27,229272144202
2007-12-28,230389182663
2007-12-31,225245218000
2008-01-02,221839849000
2008-01-03,221839849000
2008-01-04,220950158000
2008-01-07,222392070999
2008-01-08,222974972000
2008-01-09,222545466000
2008-01-10,222361392000
2008-01-11,215305222000
2008-01-14,215642691000
2008-01-15,213832630000
2008-01-16,211194236000
2008-01-17,208831952999
2008-01-18,206009485000
2008-01-22,199812327000
2008-01-23,203217695999
2008-01-24,202941585000
2008-01-25,200364549000
2008-01-28,200303191000
2008-01-29,198431772000
2008-01-30,199689611000
2008-01-31,200702018000
2008-02-01,202634795000
2008-02-04,202941585000
2008-02-05,199536216000
2008-02-06,200364549000
2008-02-07,201775783000
2008-02-08,199474858000
2008-02-11,202481400000
2008-02-12,206040164000
2008-02-13,205549300000
2008-02-14,204414177000
2008-02-15,203401770000
2008-02-19,203432449000
2008-02-20,203002943000
2008-02-21,202358683999
2008-02-22,203125658999
2008-02-25,204567572000
2008-02-26,207635472000
2008-02-27,206193558999
2008-02-28,205457263000
2008-02-29,203033622000
2008-03-03,203555164999
2008-03-04,202634795000
2008-03-05,204628930000
2008-03-06,204046029000
2008-03-07,201867820000
2008-03-10,201745104000
2008-03-11,204506214000
2008-03-12,205672016000
2008-03-13,206653744000
2008-03-14,204751645999
2008-03-17,205702695000
2008-03-18,210273866000
2008-03-19,208034299000
2008-03-20,212820223000
2008-03-24,214660963000
2008-03-25,213341766000
2008-03-26,213648556000
2008-03-27,212942939000
2008-03-28,213034976000
2008-03-31,211078867999
2008-04-01,214302136000
2008-04-02,212313952000
2008-04-03,212283828000
2008-04-04,212675439999
2008-04-07,212404324000
2008-04-08,212826060000
2008-04-09,211500603999
2008-04-10,211410232000
2008-04-11,210868000000
2008-04-14,211229488000
2008-04-15,211560852000
2008-04-16,208668948000
2008-04-17,203517744000
2008-04-18,202342908000
2008-04-21,204240720000
2008-04-22,203246628000
2008-04-23,202342908000
2008-04-24,201318692000
2008-04-25,200475220000
2008-04-28,199451003999
2008-04-29,198517160000
2008-04-30,201981420000
2008-05-01,201921172000
2008-05-02,201228320000
2008-05-05,200776460000
2008-05-06,200776460000
2008-05-07,198215920000
2008-05-08,198577408000
2008-05-09,196438603999
2008-05-12,196860339999
2008-05-13,198005052000
2008-05-14,197312200000
2008-05-15,199902864000
2008-05-16,201077700000
2008-05-19,201409064000
2008-05-20,198396664000
2008-05-21,196318108000
2008-05-22,197673688000
2008-05-23,196619348000
2008-05-27,196016867999
2008-05-28,195414388000
2008-05-29,197221828000
2008-05-30,198969020000
2008-06-02,196890464000
2008-06-03,197041084000
2008-06-04,200173980000
2008-06-05,200836708000
2008-06-06,196920588000
2008-06-09,199029267999
2008-06-10,200806584000
2008-06-11,199420880000
2008-06-12,200204103999
2008-06-13,200173980000
2008-06-16,198517160000
2008-06-17,198215920000
2008-06-18,195806000000
2008-06-19,195504760000
2008-06-20,190263184000
2008-06-23,189570332000
2008-06-24,189359464000
2008-06-25,191257276000
2008-06-26,187521900000
2008-06-27,182220076000
2008-06-30,183184044000
2008-07-01,186708552000
2008-07-02,188847356000
2008-07-03,191799508000
2008-07-07,189510084000
2008-07-08,191769384000
2008-07-09,192191120000
2008-07-10,193456328000
2008-07-11,191136780000
2008-07-14,192582732000
2008-07-15,193847939999
2008-07-16,192462236000
2008-07-17,192462236000
2008-07-18,191799508000
2008-07-21,191709136000
2008-07-22,193094839999
2008-07-23,194902280000
2008-07-24,194329924000
2008-07-25,194179303999
2008-07-28,192281492000
2008-07-29,197432696000
2008-07-30,200535467999
2008-07-31,197251952000
2008-08-01,195655380000
2008-08-04,198276167999
2008-08-05,204752828000
2008-08-06,204150348000
2008-08-07,203276752000
2008-08-08,209753412000
2008-08-11,209150932000
2008-08-12,211892216000
2008-08-13,209663039999
2008-08-14,209994403999
2008-08-15,215687839999
2008-08-18,214693748000
2008-08-19,213036928000
2008-08-20,211771720000
2008-08-21,210566760000
2008-08-22,215717964000
2008-08-25,211259612000
2008-08-26,210386016000
2008-08-27,211048744000
2008-08-28,213910524000
2008-08-29,210175148000
2008-09-02,212283828000
2008-09-03,215145608000
2008-09-04,212193456000
2008-09-05,213217672000
2008-09-08,218007388000
2008-09-09,216561436000
2008-09-10,218067636000
2008-09-11,220146192000
2008-09-12,220357060000
2008-09-15,217314536000
2008-09-16,216892800000
2008-09-17,213699656000
2008-09-18,214814244000
2008-09-19,211952464000
2008-09-22,204963696000
2008-09-23,202674272000
2008-09-24,207072375999
2008-09-25,206379524000
2008-09-26,207373616000
2008-09-29,201077700000
2008-09-30,206198772000
2008-10-01,210873676000
2008-10-02,211376672000
2008-10-03,210133976000
2008-10-06,202914504000
2008-10-07,196020500000
2008-10-08,195576679999
2008-10-09,180131744000
2008-10-10,176226128000
2008-10-13,187262452000
2008-10-14,189659079999
2008-10-15,176995416000
2008-10-16,182765076000
2008-10-17,182676312000
2008-10-20,189096908000
2008-10-21,186286048000
2008-10-22,173859088000
2008-10-23,179214516000
2008-10-24,174184556000
2008-10-27,169746356000
2008-10-28,187084924000
2008-10-29,180457212000
2008-10-30,186641104000
2008-10-31,190960952000
2008-11-03,190546720000
2008-11-04,195487915999
2008-11-05,188801028000
2008-11-06,187439980000
2008-11-07,190813012000
2008-11-10,192174060000
2008-11-11,188830616000
2008-11-12,183001780000
2008-11-13,192469940000
2008-11-14,186729868000
2008-11-17,184954588000
2008-11-18,190102900000
2008-11-19,184244476000
2008-11-20,175545604000
2008-11-21,186670692000
2008-11-24,191375184000
2008-11-25,186936984000
2008-11-26,186877808000
2008-11-28,190398779999
2008-12-01,178977812000
2008-12-02,181788672000
2008-12-03,186049344000
2008-12-04,181226500000
2008-12-05,185309644000
2008-12-08,184895412000
2008-12-09,176906652000
2008-12-10,174924256000
2008-12-11,173326504000
2008-12-12,174391672000
2008-12-15,175634368000
2008-12-16,182321256000
2008-12-17,179599160000
2008-12-18,178445228000
2008-12-19,178060584000
2008-12-22,178889048000
2008-12-23,177025004000
2008-12-24,178681932000
2008-12-26,179096164000
2008-12-29,178119760000
2008-12-30,180841856000
2008-12-31,180502036000
2009-01-02,183363440000
2009-01-05,182049530000
2009-01-06,181523966000
2009-01-07,178341384000
2009-01-08,176385118000
2009-01-09,174779228000
2009-01-12,175012812000
2009-01-13,173640506000
2009-01-14,168939628000
2009-01-15,167771708000
2009-01-16,168560054000
2009-01-20,167684114000
2009-01-21,168092886000
2009-01-22,166311808000
2009-01-23,163508800000
2009-01-26,164589126000
2009-01-27,165552660000
2009-01-28,169873964000
2009-01-29,169990756000
2009-01-30,159129100000
2009-02-02,154895390000
2009-02-03,157406418000
2009-02-04,153347896000
2009-02-05,155683736000
2009-02-06,157669200000
2009-02-09,154574212000
2009-02-10,150223710000
2009-02-11,149376968000
2009-02-12,149727344000
2009-02-13,149172582000
2009-02-17,146311178000
2009-02-18,148763810000
2009-02-19,149289374000
2009-02-20,146719950000
2009-02-23,142778220000
2009-02-24,145318446000
2009-02-25,145756416000
2009-02-26,142982606000
2009-02-27,140646766000
2009-03-02,136851026000
2009-03-03,136150274000
2009-03-04,138135738000
2009-03-05,132558920000
2009-03-06,133464058000
2009-03-09,128996764000
2009-03-10,131887366000
2009-03-11,131595386000
2009-03-12,133668444000
2009-03-13,137084610000
2009-03-16,139624836000
2009-03-17,140092004000
2009-03-18,140208796000
2009-03-19,135215938000
2009-03-20,133113682000
2009-03-23,139391252000
2009-03-24,137434986000
2009-03-25,140325588000
2009-03-26,142369448000
2009-03-27,141814686000
2009-03-30,138048144000
2009-03-31,137394493000
2009-04-01,140662317000
2009-04-02,144192734000
2009-04-03,144805451000
2009-04-06,144863805000
2009-04-07,142033636000
2009-04-08,141420919000
2009-04-09,143521663000
2009-04-13,140166308000
