,APTV
2016-07-08,13990906991
2016-07-11,14070731749
2016-07-12,14383558506
2016-07-13,14454753561
2016-07-14,14491429801
2016-07-15,14469855542
2016-07-18,14474170394
2016-07-19,14398660487
2016-07-20,14726589224
2016-07-21,14834460520
2016-07-22,14748163484
2016-07-25,14743848632
2016-07-26,14974693204
2016-07-27,14938016963
2016-07-28,14599301096
2016-07-29,14631662485
2016-08-01,14627347633
2016-08-02,14092306009
2016-08-03,13818312919
2016-08-04,13697497068
2016-08-05,14295104044
2016-08-08,14232538692
2016-08-09,14208702224
2016-08-10,14124191108
2016-08-11,14161029287
2016-08-12,13864156905
2016-08-15,14037513040
2016-08-16,13983339248
2016-08-17,14074351219
2016-08-18,14100354639
2016-08-19,14152361480
2016-08-22,14098187688
2016-08-23,14704934161
2016-08-24,14876123344
2016-08-25,14876123344
2016-08-26,15086317658
2016-08-29,15350685764
2016-08-30,15257506841
2016-08-31,15311680633
2016-09-01,15233670373
2016-09-02,15205500001
2016-09-06,15270508551
2016-09-07,15231503421
2016-09-08,15313847585
2016-09-09,14737438436
2016-09-12,14956300556
2016-09-13,14774276615
2016-09-14,14830617358
2016-09-15,14975803122
2016-09-16,15118821933
2016-09-19,15075482899
2016-09-20,14919462378
2016-09-21,15064648141
2016-09-22,15218501711
2016-09-23,15062481189
2016-09-26,14899959813
2016-09-27,14821949552
2016-09-28,15305179778
2016-09-29,15099319368
2016-09-30,15318427310
2016-10-03,15296948865
2016-10-04,15187408793
2016-10-05,15415080315
2016-10-06,15256139818
2016-10-07,15060685965
2016-10-10,15026320452
2016-10-11,14562386030
2016-10-12,14534464051
2016-10-13,14156443410
2016-10-14,14173626167
2016-10-17,14265983482
2016-10-18,13769831392
2016-10-19,13988911536
2016-10-20,13836414573
2016-10-21,13729022345
2016-10-24,13795605526
2016-10-25,13580821072
2016-10-26,13804196905
2016-10-27,13842858106
2016-10-28,13898702065
2016-10-31,13976024468
2016-11-01,14003946447
2016-11-02,14328270974
2016-11-03,14248800726
2016-11-04,14339010197
2016-11-07,14914632535
2016-11-08,15121690341
2016-11-09,14144636322
2016-11-10,14336596162
2016-11-11,14069146497
2016-11-14,14356007832
2016-11-15,14401301727
2016-11-16,14351694127
2016-11-17,14677378800
2016-11-18,14707574730
2016-11-21,14811103633
2016-11-22,14446595621
2016-11-23,14463850439
2016-11-25,14563065637
2016-11-28,14304243380
2016-11-29,13683069964
2016-11-30,13803853684
2016-12-01,14155420583
2016-12-02,13743461824
2016-12-05,13749932381
2016-12-06,14209341886
2016-12-07,15175611644
2016-12-08,15389140006
2016-12-09,15425806492
2016-12-12,14964240135
2016-12-13,15106592376
2016-12-14,14839142711
2016-12-15,14893064014
2016-12-16,14688163061
2016-12-19,14597575271
2016-12-20,14511301186
2016-12-21,14923259944
2016-12-22,14504830629
2016-12-23,14623457497
2016-12-27,14679535652
2016-12-28,14517771742
2016-12-29,14528556003
2016-12-30,14526399151
2017-01-03,14535524351
2017-01-04,15073558270
2017-01-05,14981016436
2017-01-06,14886322466
2017-01-09,14647435406
2017-01-10,15166100104
2017-01-11,15396378621
2017-01-12,15293076109
2017-01-13,15415747842
2017-01-17,15428660656
2017-01-18,15387770078
2017-01-19,15497528998
2017-01-20,15206990681
2017-01-23,15080014677
2017-01-24,15377009400
2017-01-25,15790219449
2017-01-26,15465246963
2017-01-27,15278011159
2017-01-30,15000385657
2017-01-31,15077862541
2017-02-01,15280163294
2017-02-02,15882761284
2017-02-03,15932455680
2017-02-06,15930295054
2017-02-07,16012398840
2017-02-08,15975668199
2017-02-09,15936776932
2017-02-10,16057771985
2017-02-13,16420757143
2017-02-14,16412114639
2017-02-15,16474772791
2017-02-16,16252228319
2017-02-17,16304083342
2017-02-21,16386187128
2017-02-22,16451005906
2017-02-23,16416435891
2017-02-24,16569840332
2017-02-27,16680032255
2017-02-28,16448845280
2017-03-01,16587125340
2017-03-02,16721084148
2017-03-03,16675711003
2017-03-06,16403472135
2017-03-07,16414275265
2017-03-08,16556876577
2017-03-09,16483415295
2017-03-10,16656265370
2017-03-13,17328220037
2017-03-14,17501070113
2017-03-15,17779790859
2017-03-16,17775469607
2017-03-17,17684723317
2017-03-20,17526997624
2017-03-21,16887452346
2017-03-22,17010608024
2017-03-23,16982519887
2017-03-24,17047338665
2017-03-27,17166173092
2017-03-28,17367111304
2017-03-29,17390878190
2017-03-30,17501070113
2017-03-31,17275240478
2017-04-03,16794478412
2017-04-04,16307277569
2017-04-05,16116260498
2017-04-06,16122699276
2017-04-07,16126991794
2017-04-10,16210695904
2017-04-11,16077627832
2017-04-12,15942413501
2017-04-13,15828661762
2017-04-17,16034702648
2017-04-18,15957437316
2017-04-19,16176355756
2017-04-20,16719359339
2017-04-21,16440345641
2017-04-24,17009104334
2017-04-25,17045590741
2017-04-26,17009104334
2017-04-27,17161488739
2017-04-28,17255924145
2017-05-01,17170073776
2017-05-02,16837403597
2017-05-03,18674601491
2017-05-04,18899958709
2017-05-05,18822693377
2017-05-08,18822693377
2017-05-09,19007884045
2017-05-10,18898061672
2017-05-11,18706410865
2017-05-12,18667650027
2017-05-15,18669803407
2017-05-16,18747325082
2017-05-17,18346796428
2017-05-18,18331722768
2017-05-19,18497533018
2017-05-22,18755938601
2017-05-23,18605202011
2017-05-24,18628889189
2017-05-25,18654729748
2017-05-26,18842073796
2017-05-30,18648269608
2017-05-31,18943282649
2017-06-01,19203841613
2017-06-02,19173694295
2017-06-05,18977736727
2017-06-06,19132780077
2017-06-07,18992810386
2017-06-08,18525526956
2017-06-09,18452312041
2017-06-12,18338182908
2017-06-13,18652576368
2017-06-14,18503993157
2017-06-15,18499686398
2017-06-16,18305882210
2017-06-19,18626735810
2017-06-20,18157299000
2017-06-21,18478152599
2017-06-22,18465232320
2017-06-23,18525526956
2017-06-26,18635349329
2017-06-27,18624582430
2017-06-28,18736558183
2017-06-29,18611662151
2017-06-30,18791793371
2017-07-03,18823952743
2017-07-05,18845392325
2017-07-06,18594549219
2017-07-07,19106955222
2017-07-10,19495011651
2017-07-11,19675104137
2017-07-12,19853052665
2017-07-13,19677248095
2017-07-14,19602209559
2017-07-17,19709407468
2017-07-18,19640800806
2017-07-19,19915227452
2017-07-20,19960250574
2017-07-21,19495011651
2017-07-24,19402821449
2017-07-25,19495011651
2017-07-26,19439268738
2017-07-27,19404965408
2017-07-28,19284903750
2017-07-31,19385669784
2017-08-01,19259176252
2017-08-02,19514307274
2017-08-03,19908795578
2017-08-04,19979546197
2017-08-07,20101751813
2017-08-08,20198529264
2017-08-09,19957660942
2017-08-10,19602810290
2017-08-11,19858732881
2017-08-14,20106053033
2017-08-15,20073793883
2017-08-16,20237240244
2017-08-17,19875937762
2017-08-18,19843678611
2017-08-21,19981317652
2017-08-22,20254445124
2017-08-23,20256595734
2017-08-24,20329716475
2017-08-25,20271650004
2017-08-28,20321114035
2017-08-29,20271650004
2017-08-30,20441548196
2017-08-31,20731880548
2017-09-01,20994254970
2017-09-05,20772742138
2017-09-06,20802850678
2017-09-07,20832959218
2017-09-08,20787796408
2017-09-11,20966297039
2017-09-12,21030815340
2017-09-13,21073827540
2017-09-14,21052321440
2017-09-15,21546961744
2017-09-18,21628684924
2017-09-19,21699655055
2017-09-20,21753420305
2017-09-21,21729763595
2017-09-22,22103969738
2017-09-25,22248060609
2017-09-26,22174939868
2017-09-27,21243725731
2017-09-28,21020062290
2017-09-29,21162002551
2017-10-02,21463035779
2017-10-03,21392172329
2017-10-04,21969816814
2017-10-05,21969816814
2017-10-06,21570404643
2017-10-09,21499541193
2017-10-10,21177434603
2017-10-11,21312719371
2017-10-12,21065770985
2017-10-13,20932633594
2017-10-16,21040002458
2017-10-17,20881096540
2017-10-18,20986318026
2017-10-19,20966991631
2017-10-20,20795201449
2017-10-23,20994907535
2017-10-24,21102276398
2017-10-25,20917601954
2017-10-26,21274066580
2017-10-27,21201055753
2017-10-30,21097981644
2017-10-31,21340635275
2017-11-01,21340635275
2017-11-02,21325603634
2017-11-03,20805938336
2017-11-06,20887538672
2017-11-07,20947665235
2017-11-08,20751671246
2017-11-09,20585830179
2017-11-10,20523370556
2017-11-13,20583676399
2017-11-14,21600260605
2017-11-15,21141505444
2017-11-16,17916262823
2017-11-17,21257809569
2017-11-20,21998709923
2017-11-21,18414539848
2017-11-22,21705795830
2017-11-24,21723026071
2017-11-27,21703642050
2017-11-28,18363990629
2017-11-29,18423585725
2017-11-30,18896577372
2017-12-01,18687165333
2017-12-04,22463926424
2017-12-05,23598598513
2017-12-06,22692084815
2017-12-07,22431561817
2017-12-08,22654867244
2017-12-11,22832979906
2017-12-12,22774495151
2017-12-13,22213573186
2017-12-14,22077994891
2017-12-15,22436878613
2017-12-18,22394344246
2017-12-19,22761203162
2017-12-20,22827663110
2017-12-21,22591065694
2017-12-22,22540556133
2017-12-26,22564481714
2017-12-27,22524605745
2017-12-28,22745252774
2017-12-29,22551189725
2018-01-02,22878565900
2018-01-03,23258502600
2018-01-04,23622497900
2018-01-05,24329233300
2018-01-08,24424881700
2018-01-09,24642747500
2018-01-10,24034317400
2018-01-11,24459421400
2018-01-12,24685257900
2018-01-16,24592266400
2018-01-17,24857956400
2018-01-18,24735739000
2018-01-19,24847328800
2018-01-22,24855299500
2018-01-23,24664002700
2018-01-24,24852642600
2018-01-25,24573668100
2018-01-26,25102391200
2018-01-29,25211324100
2018-01-30,25142244700
2018-01-31,25208667200
2018-02-01,25511553800
2018-02-02,25030654900
2018-02-05,24214986600
2018-02-06,24602894000
2018-02-07,24892496100
2018-02-08,23718146300
2018-02-09,23529506400
2018-02-12,24294693600
2018-02-13,24116681300
2018-02-14,24626806100
2018-02-15,24796847700
2018-02-16,24549756000
2018-02-20,24533814600
2018-02-21,24589609500
2018-02-22,24693228600
2018-02-23,24725111400
2018-02-26,25166156800
2018-02-27,24608207800
2018-02-28,24265467700
2018-03-01,23319611300
2018-03-02,23542790900
2018-03-05,23598585800
2018-03-06,23898815500
2018-03-07,23757999800
2018-03-08,23832393000
2018-03-09,24515216300
2018-03-12,24297350500
2018-03-13,24151221000
2018-03-14,23726117000
2018-03-15,23635782400
2018-03-16,23731430800
2018-03-19,23351494100
2018-03-20,23340866500
2018-03-21,23417916600
2018-03-22,22262165100
2018-03-23,21576684900
2018-03-26,22594277600
2018-03-27,22405637700
2018-03-28,22004445800
2018-03-29,22575679300
2018-04-02,21603199800
2018-04-03,21868009800
2018-04-04,22302298200
2018-04-05,22747179000
2018-04-06,22196374200
2018-04-09,22156652700
2018-04-10,22781604300
2018-04-11,22614774000
2018-04-12,22736586600
2018-04-13,22643903100
2018-04-16,23017285200
2018-04-17,23337705300
2018-04-18,23223837000
2018-04-19,22778956200
2018-04-20,22855751100
2018-04-23,22916657400
2018-04-24,22733938500
2018-04-25,22564460100
2018-04-26,23149690200
2018-04-27,22776308100
2018-04-30,22397629800
2018-05-01,22384389300
2018-05-02,23840844300
2018-05-03,24129487200
2018-05-04,24518757900
2018-05-07,24701476800
2018-05-08,24796808400
2018-05-09,24995415900
2018-05-10,25437648600
2018-05-11,25480018200
2018-05-14,25347613200
2018-05-15,25421760000
2018-05-16,25914306600
2018-05-17,26012286300
2018-05-18,25776605400
2018-05-21,25999045800
2018-05-22,25988453400
2018-05-23,25922250900
2018-05-24,25866640800
2018-05-25,25858696500
2018-05-29,25477370100
2018-05-30,25546220700
2018-05-31,25818975000
2018-06-01,26237374800
2018-06-04,26335354500
2018-06-05,26515425300
2018-06-06,26743161900
2018-06-07,26655774600
2018-06-08,26695496100
2018-06-11,26962954200
2018-06-12,27002675700
2018-06-13,26909992200
2018-06-14,27172154100
2018-06-15,27203931300
2018-06-18,27256893300
2018-06-19,26629293600
2018-06-20,26369779800
2018-06-21,25760716800
2018-06-22,25485314400
2018-06-25,25188727200
2018-06-26,25125172800
2018-06-27,24701476800
2018-06-28,24343983300
2018-06-29,24264540300
2018-07-02,24379204000
2018-07-03,24051149600
2018-07-05,24622599200
2018-07-06,24937425600
2018-07-09,25273416800
2018-07-10,25487710400
2018-07-11,24614662400
2018-07-12,24633181600
2018-07-13,24770752800
2018-07-16,24749588000
2018-07-17,25487710400
2018-07-18,25604116800
2018-07-19,25125263200
2018-07-20,24588206400
2018-07-23,24532648800
2018-07-24,24662283200
2018-07-25,25186112000
2018-07-26,24670220000
2018-07-27,24765461600
2018-07-30,24471800000
2018-07-31,25945399200
2018-08-01,25368658400
2018-08-02,25601471200
2018-08-03,26045932000
2018-08-06,25932171200
2018-08-07,26045932000
2018-08-08,25950690400
2018-08-09,25588243200
2018-08-10,25008856800
2018-08-13,24543231200
2018-08-14,24876576800
2018-08-15,24069668800
2018-08-16,24281316800
2018-08-17,24540585600
2018-08-20,24995628800
2018-08-21,24805145600
2018-08-22,24027339200
2018-08-23,23569650400
2018-08-24,23405623200
2018-08-27,24352748000
2018-08-28,24355393600
2018-08-29,24016756800
2018-08-30,23532612000
2018-08-31,23283925600
2018-09-04,23027302400
2018-09-05,22556385600
2018-09-06,22429396800
2018-09-07,22310344800
2018-09-10,22625171200
2018-09-11,22477017600
2018-09-12,22450561600
2018-09-13,22770679200
2018-09-14,22984972800
2018-09-17,22606652000
2018-09-18,22754805600
2018-09-19,23096088000
2018-09-20,23749551200
2018-09-21,23881831200
2018-09-24,23278634400
2018-09-25,22437333600
2018-09-26,22402940800
2018-09-27,22260078400
2018-09-28,22196584000
2018-10-01,22082874900
2018-10-02,22306093400
2018-10-03,22355989300
2018-10-04,21751986300
2018-10-05,20748816100
2018-10-08,20930017000
2018-10-09,20105421600
2018-10-10,19861194300
2018-10-11,19412131200
2018-10-12,19438392200
2018-10-15,19341226500
2018-10-16,19506670800
2018-10-17,19427887800
2018-10-18,19488288100
2018-10-19,19509296900
2018-10-22,19506670800
2018-10-23,20045021300
2018-10-24,19139016800
2018-10-25,19467279300
2018-10-26,19362235300
2018-10-29,20016134200
2018-10-30,19477783700
2018-10-31,20168448000
2018-11-01,20336518400
2018-11-02,20866990600
2018-11-05,19984621000
2018-11-06,20055525700
2018-11-07,20575493500
2018-11-08,20399544800
2018-11-09,19858568200
2018-11-12,19564445000
2018-11-13,19695750000
2018-11-14,19695750000
2018-11-15,19735141500
2018-11-16,19480409800
2018-11-19,18970946400
2018-11-20,18661066600
2018-11-21,19249313000
2018-11-23,19167903900
2018-11-26,19548688400
2018-11-27,18668944900
2018-11-28,19052355500
2018-11-29,18776615000
2018-11-30,18881659000
2018-12-03,19619593100
2018-12-04,18797623800
2018-12-06,18348560700
2018-12-07,17618504900
2018-12-10,17156311300
2018-12-11,17531843600
2018-12-12,17692035700
2018-12-13,17513460900
2018-12-14,17319129500
2018-12-17,16922588400
2018-12-18,16646847900
2018-12-19,16281820000
2018-12-20,16376359600
2018-12-21,16134758400
2018-12-24,15777608800
2018-12-26,16213541400
2018-12-27,16271315600
2018-12-28,16119001800
2018-12-31,15951555600
2019-01-02,15842742000
2019-01-03,15653613600
2019-01-04,16223589600
2019-01-07,16469715600
2019-01-08,17360950800
2019-01-09,18016423200
2019-01-10,18195188400
2019-01-11,17987924400
2019-01-14,18231459600
2019-01-15,18088965600
2019-01-16,18226278000
2019-01-17,18430951200
2019-01-18,18894704400
2019-01-22,18581217600
2019-01-23,18200370000
2019-01-24,18607125600
2019-01-25,18912840000
2019-01-28,18920612400
2019-01-29,18765164400
2019-01-30,19117513200
2019-01-31,20501000400
2019-02-01,20213421600
2019-02-04,20361097200
2019-02-05,20379232800
2019-02-06,20280782400
2019-02-07,19747077600
2019-02-08,19609765200
2019-02-11,19705624800
2019-02-12,19990612800
2019-02-13,20602041600
2019-02-14,20635722000
2019-02-15,20972526000
2019-02-19,21063204000
2019-02-20,21169426800
2019-02-21,21016569600
2019-02-22,21337828800
2019-02-25,21516594000
2019-02-26,21444051600
2019-02-27,21583954800
2019-02-28,21532138800
2019-03-01,21832671600
2019-03-04,21749766000
2019-03-05,21760129200
2019-03-06,21363736800
2019-03-07,21280831200
2019-03-08,21190153200
2019-03-11,21394826400
2019-03-12,21366327600
2019-03-13,21335238000
2019-03-14,21011388000
2019-03-15,21234196800
2019-03-18,20985480000
2019-03-19,21454414800
2019-03-20,20837804400
2019-03-21,20959572000
2019-03-22,20107198800
2019-03-25,20213421600
2019-03-26,20462138400
2019-03-27,20133106800
2019-03-28,20418094800
2019-03-29,20594269200
2019-04-01,21224711600
2019-04-02,21314668600
2019-04-03,21841559600
2019-04-04,22216808800
2019-04-05,22345318800
2019-04-08,22743699800
2019-04-09,22491820200
2019-04-10,22761691200
2019-04-11,22895341600
2019-04-12,23334845800
2019-04-15,23059834400
2019-04-16,23162642400
2019-04-17,23316854400
2019-04-18,23219186800
2019-04-22,23064974800
2019-04-23,23000719800
2019-04-24,22861929000
2019-04-25,21962359000
2019-04-26,22234800200
2019-04-29,22062596800
2019-04-30,22026614000
2019-05-01,21497152800
2019-05-02,20505055600
2019-05-03,20607863600
2019-05-06,20484494000
2019-05-07,20415098600
2019-05-08,20489634400
2019-05-09,20024428200
2019-05-10,19849654600
2019-05-13,18842136200
2019-05-14,19207104600
2019-05-15,19286780800
2019-05-16,18944944200
2019-05-17,18929523000
2019-05-20,18693064600
2019-05-21,18603107600
2019-05-22,17824337000
2019-05-23,17405394400
2019-05-24,17428526200
2019-05-28,17765222400
2019-05-29,17634142200
2019-05-30,17649563400
2019-05-31,16459560800
2019-06-03,17179216800
2019-06-04,18122480200
2019-06-05,18636520200
2019-06-06,18741898400
2019-06-07,18865268000
2019-06-10,19458984200
2019-06-11,19569502800
2019-06-12,19248227800
2019-06-13,19556651800
2019-06-14,19361316600
2019-06-17,19492396800
2019-06-18,19739136000
2019-06-19,19751987000
2019-06-20,20168359400
2019-06-21,20155508400
2019-06-24,20127236200
2019-06-25,20075832200
2019-06-26,20284018400
2019-06-27,20834041200
2019-06-28,20774926600
2019-07-01,20652881900
2019-07-02,20363726200
2019-07-03,20297194800
2019-07-05,20263929100
2019-07-08,19644675300
2019-07-09,19465552300
2019-07-10,19836592800
2019-07-11,19887770800
2019-07-12,20522378000
2019-07-15,20670794200
2019-07-16,20468641100
2019-07-17,20051540400
2019-07-18,20125748500
2019-07-19,20494230100
2019-07-22,20494230100
2019-07-23,21034158000
2019-07-24,21412875200
2019-07-25,20959949900
2019-07-26,21085336000
2019-07-29,21029040200
2019-07-30,20872947300
2019-07-31,22428758500
2019-08-01,21400080700
2019-08-02,21302842500
2019-08-05,20724531100
2019-08-06,21290048000
2019-08-07,21371932800
2019-08-08,21868359400
2019-08-09,21377050600
2019-08-12,21126278400
2019-08-13,21382168400
2019-08-14,20348372800
2019-08-15,20263929100
2019-08-16,20944596500
2019-08-19,21382168400
2019-08-20,21031599100
2019-08-21,21348902700
2019-08-22,21371932800
2019-08-23,20440493200
2019-08-26,20691265400
2019-08-27,20732207800
2019-08-28,21156985200
2019-08-29,21315637000
2019-08-30,21282371300
2019-09-03,20870388400
2019-09-04,21543379100
2019-09-05,22561821300
2019-09-06,22710237500
2019-09-09,23109425900
2019-09-10,23224576400
2019-09-11,23311579000
2019-09-12,23324373500
2019-09-13,23076160200
2019-09-16,22925185100
2019-09-17,22937979600
2019-09-18,22904713900
2019-09-19,22894478300
2019-09-20,22280342300
2019-09-23,22515761100
2019-09-24,22183104100
2019-09-25,22536232300
2019-09-26,22444111900
2019-09-27,22231723200
2019-09-30,22319200200
2019-10-01,21729434100
2019-10-02,20991588200
2019-10-03,21088606000
2019-10-04,21300513300
2019-10-07,21446040000
2019-10-08,20567773600
2019-10-09,20897123500
2019-10-10,21234132700
2019-10-11,22023040600
2019-10-14,22107292900
2019-10-15,22480045500
2019-10-16,22750674100
2019-10-17,22732802400
2019-10-18,22712377600
2019-10-21,22814501600
2019-10-22,23077470900
2019-10-23,22817054700
2019-10-24,22727696200
2019-10-25,22870669800
2019-10-28,23005984100
2019-10-29,23074917800
2019-10-30,23595750200
2019-10-31,22863010500
2019-11-01,23577878500
2019-11-04,24412742200
2019-11-05,24313171300
2019-11-06,24402529800
2019-11-07,24634861900
2019-11-08,24734432800
2019-11-11,24522525500
2019-11-12,24300405800
2019-11-13,23409373900
2019-11-14,23552347500
2019-11-15,23567666100
2019-11-18,23570219200
2019-11-19,23268953400
2019-11-20,22850245000
2019-11-21,22720036900
2019-11-22,23353205700
2019-11-25,24004246200
2019-11-26,24221259700
2019-11-27,24172750800
2019-11-29,23968502800
2019-12-02,24126795000
2019-12-03,23445117300
2019-12-04,23582984700
2019-12-05,23840847800
2019-12-06,23940418700
2019-12-09,23733617600
2019-12-10,23685108700
2019-12-11,23741276900
2019-12-12,24461251100
2019-12-13,23884250500
2019-12-16,24244237600
2019-12-17,24468910400
2019-12-18,24984636600
2019-12-19,24982083500
2019-12-20,24599118500
2019-12-23,24389764300
2019-12-24,24226365900
2019-12-26,24438273200
2019-12-27,24588906100
2019-12-30,24318277500
2019-12-31,24265784700
2020-01-02,24608168100
2020-01-03,24043491000
2020-01-06,23596348500
2020-01-07,23299956900
2020-01-08,23785425900
2020-01-09,23437932300
2020-01-10,22870700100
2020-01-13,22707173700
2020-01-14,22742945100
2020-01-15,22456773900
2020-01-16,23302512000
2020-01-17,23386830300
2020-01-21,23251410000
2020-01-22,23289736500
2020-01-23,23591238300
2020-01-24,23389385400
2020-01-27,22638186000
2020-01-28,22903916400
2020-01-29,22965238800
2020-01-30,22403116800
2020-01-31,21664692900
2020-02-03,22157827200
2020-02-04,23126210100
2020-02-05,23128765200
2020-02-06,22546202400
2020-02-07,22262586300
2020-02-10,22306023000
2020-02-11,23195197800
2020-02-12,23381720100
2020-02-13,23128765200
2020-02-14,22566643200
2020-02-18,22489990200
2020-02-19,23177312100
2020-02-20,23274405900
2020-02-21,23013785700
2020-02-24,21457729800
2020-02-25,20724416100
2020-02-26,20721861000
2020-02-27,19924669800
2020-02-28,19957886100
2020-03-02,20995256700
2020-03-03,20586440700
2020-03-04,21232881000
2020-03-05,20057535000
2020-03-06,19492857900
2020-03-09,17607194100
2020-03-10,18611348400
2020-03-11,17177937300
2020-03-12,15177294000
2020-03-13,16983749700
2020-03-16,13061671200
2020-03-17,12343688100
2020-03-18,8572360499
2020-03-19,10368595800
2020-03-20,11541386700
2020-03-23,11881215000
2020-03-24,12652855200
2020-03-25,12962022300
2020-03-26,14124592800
2020-03-27,13102552800
2020-03-30,12755059200
2020-03-31,12705397200
2020-04-01,11848737600
2020-04-02,11763587700
2020-04-03,11170118700
2020-04-06,12883437900
2020-04-07,13804605000
2020-04-08,15533406000
2020-04-09,16057206900
2020-04-13,15672742200
2020-04-14,16209444600
2020-04-15,15706286100
2020-04-16,15316660800
2020-04-17,16493277600
2020-04-20,15360525900
2020-04-21,15056050500
2020-04-22,15610815000
2020-04-23,15670161900
2020-04-24,16188802200
2020-04-27,16903545300
2020-04-28,17205440400
2020-04-29,18490429800
2020-04-30,17945986500
2020-05-01,16965472500
2020-05-04,16583588099
2020-05-05,16937089200
2020-05-06,16818395400
2020-05-07,16831296900
2020-05-08,17584744500
2020-05-11,17213181300
2020-05-12,16642935000
2020-05-13,15685643700
2020-05-14,16294594500
2020-05-15,16531982099
2020-05-18,18108545400
2020-05-19,18062100000
2020-05-20,18503331300
2020-05-21,18456885900
2020-05-22,18549776700
2020-05-26,19527710400
2020-05-27,20030868900
2020-05-28,18998748900
2020-05-29,19442560500
2020-06-01,19775419200
2020-06-02,20554669800
2020-06-03,21501639900
2020-06-04,21594530700
2020-06-05,22151875500
2020-06-08,22577625000
2020-06-09,19587057300
2020-06-10,21269412900
2020-06-11,18823288500
2020-06-12,19522549800
2020-06-15,19494166500
2020-06-16,19648984500
2020-06-17,19623181500
2020-06-18,19767678300
2020-06-19,20056671900
2020-06-22,20260515600
2020-06-23,20322442800
2020-06-24,19254198600
2020-06-25,19772838900
2020-06-26,19127763900
2020-06-29,19525130100
2020-06-30,21040737600
2020-07-01,20365662600
2020-07-02,20741004300
2020-07-06,21178452900
2020-07-07,20822013300
2020-07-08,20727502800
2020-07-09,20357561700
2020-07-10,20597888400
2020-07-13,20705900400
2020-07-14,21113645700
2020-07-15,22083053400
2020-07-16,22215368100
2020-07-17,22083053400
2020-07-20,22126258200
2020-07-21,22107356100
2020-07-22,22336881600
2020-07-23,22231569900
2020-07-24,22209967500
2020-07-27,22561006500
2020-07-28,22188365100
2020-07-29,22593410100
2020-07-30,21726613800
2020-07-31,20994832500
2020-08-03,21526791600
2020-08-04,21877830600
2020-08-05,22639315200
2020-08-06,22825635900
2020-08-07,22644715800
2020-08-10,23341393200
2020-08-11,23989465200
2020-08-12,24167685000
2020-08-13,23932758900
2020-08-14,23854450200
2020-08-17,23805844800
2020-08-18,23557417200
2020-08-19,23065962600
2020-08-20,22814834700
2020-08-21,22650116400
2020-08-24,23087565000
2020-08-25,23049760800
2020-08-26,23071363200
2020-08-27,23044360200
2020-08-28,23560117500
2020-08-31,23254983600
2020-09-01,23506111500
2020-09-02,24302700000
2020-09-03,23427802800
2020-09-04,23279286300
2020-09-08,22860739800
2020-09-09,23128069500
2020-09-10,22706822700
2020-09-11,22831036500
2020-09-14,23192876700
2020-09-15,23225280300
2020-09-16,22944449100
2020-09-17,22490798700
2020-09-18,24019168500
2020-09-21,22833736800
2020-09-22,22820235300
2020-09-23,22669018500
2020-09-24,22771629900
2020-09-25,23330592000
2020-09-28,24310800900
2020-09-29,24821157600
2020-09-30,24756350400
2020-10-01,25372018800
2020-10-02,25264006800
2020-10-05,26246916000
2020-10-06,25512434400
2020-10-07,26784275700
2020-10-08,26454839100
2020-10-09,26479141800
2020-10-12,26533147800
2020-10-13,25941782100
2020-10-14,25852672200
2020-10-15,26376530400
2020-10-16,26516946000
2020-10-19,26840982000
2020-10-20,27054305700
2020-10-21,26843682300
2020-10-22,27043504500
2020-10-23,27081308700
2020-10-26,26514245700
2020-10-27,26001188700
2020-10-28,25266707100
2020-10-29,26549349600
2020-10-30,26055194700
2020-11-02,26430536400
2020-11-03,27486353700
2020-11-04,26800477500
2020-11-05,28293743400
2020-11-06,28212734400
2020-11-09,28809500700
2020-11-10,29390065200
2020-11-11,29981430900
2020-11-12,29384664600
2020-11-13,29678997300
2020-11-16,30910334100
2020-11-17,30902233200
2020-11-18,31066951500
2020-11-19,31150660800
2020-11-20,30869829600
2020-11-23,31485498000
2020-11-24,32851849800
2020-11-25,31990454100
2020-11-27,32905855800
2020-11-30,32052561000
2020-12-01,33000366300
2020-12-02,32673630000
2020-12-03,32716834800
2020-12-04,33308200500
2020-12-07,33337903800
2020-12-08,33232592100
2020-12-09,33410811900
2020-12-10,33524224500
2020-12-11,33008467200
2020-12-14,32849149500
2020-12-15,33108378300
2020-12-16,33170485200
2020-12-17,33724046700
2020-12-18,33564729000
2020-12-21,33300099600
2020-12-22,33764551200
2020-12-23,34658350500
2020-12-24,34677252600
2020-12-28,34601644200
2020-12-29,34582742100
2020-12-30,35317223700
2020-12-31,35218689900
2021-01-04,35007848100
2021-01-05,36056650900
2021-01-06,37332514100
2021-01-07,39140888000
2021-01-08,39346323600
2021-01-11,39216574800
2021-01-12,40841137900
2021-01-13,39481478600
2021-01-14,38984108200
2021-01-15,38586752500
2021-01-19,38538096700
2021-01-20,39227387200
2021-01-21,38884093500
2021-01-22,37705541900
2021-01-25,37575793100
2021-01-26,36681067000
2021-01-27,34588867600
2021-01-28,36064760200
2021-01-29,36113416000
2021-02-01,37510918700
2021-02-02,38183990600
2021-02-03,38694876500
2021-02-04,38424566500
2021-02-05,39770710300
2021-02-08,40214018700
2021-02-09,40081566800
2021-02-10,40516765900
2021-02-11,41614224500
2021-02-12,42246749900
2021-02-16,41922377900
2021-02-17,42322436700
2021-02-18,40370798500
2021-02-19,41573678000
2021-02-22,42435966900
2021-02-23,40995214600
2021-02-24,41957518200
