,ILMN
2005-08-12,485601699
2005-08-15,498692900
2005-08-16,484783500
2005-08-17,484783500
2005-08-18,490920000
2005-08-19,489283600
2005-08-22,505238500
2005-08-23,499102000
2005-08-24,499102000
2005-08-25,502374800
2005-08-26,493783700
2005-08-29,493374600
2005-08-30,489692700
2005-08-31,499102000
2005-09-01,511784100
2005-09-02,514238700
2005-09-06,543284800
2005-09-07,555966900
2005-09-08,540830200
2005-09-09,550648600
2005-09-12,559239700
2005-09-13,546557600
2005-09-14,532239100
2005-09-15,533466399
2005-09-16,549421300
2005-09-19,529784500
2005-09-20,524875300
2005-09-21,503193000
2005-09-22,519966100
2005-09-23,527329900
2005-09-26,528557200
2005-09-27,517920600
2005-09-28,517920600
2005-09-29,520375200
2005-09-30,524057100
2005-10-03,586464000
2005-10-04,585570000
2005-10-05,577524000
2005-10-06,595851000
2005-10-07,623118000
2005-10-10,581100000
2005-10-11,585570000
2005-10-12,582441000
2005-10-13,607026000
2005-10-14,609708000
2005-10-17,620436000
2005-10-18,611943000
2005-10-19,614625000
2005-10-20,615966000
2005-10-21,625800000
2005-10-24,607920000
2005-10-25,657090000
2005-10-26,674970000
2005-10-27,662007000
2005-10-28,671394000
2005-10-31,695979000
2005-11-01,686592000
2005-11-02,700002000
2005-11-03,704472000
2005-11-04,686145000
2005-11-07,702237000
2005-11-08,716541000
2005-11-09,713412000
2005-11-10,710283000
2005-11-11,715647000
2005-11-14,716541000
2005-11-15,714753000
2005-11-16,716541000
2005-11-17,730398000
2005-11-18,737550000
2005-11-21,735315000
2005-11-22,745596000
2005-11-23,714753000
2005-11-25,705813000
2005-11-28,670053000
2005-11-29,681675000
2005-11-30,704025000
2005-12-01,689721000
2005-12-02,712071000
2005-12-05,700002000
2005-12-06,709389000
2005-12-07,708048000
2005-12-08,699108000
2005-12-09,695085000
2005-12-12,687039000
2005-12-13,691956000
2005-12-14,653067000
2005-12-15,658431000
2005-12-16,631611000
2005-12-19,622224000
2005-12-20,653067000
2005-12-21,663795000
2005-12-22,682569000
2005-12-23,687039000
2005-12-27,652620000
2005-12-28,649938000
2005-12-29,647703000
2005-12-30,630270000
2006-01-03,614244750
2006-01-04,634567500
2006-01-05,642033000
2006-01-06,682678500
2006-01-09,673139250
2006-01-10,693462000
2006-01-11,735351750
2006-01-12,793002000
2006-01-13,786780750
2006-01-17,799638000
2006-01-18,809177250
2006-01-19,819546000
2006-01-20,822864000
2006-01-23,830744250
2006-01-24,835721250
2006-01-25,826596750
2006-01-26,827426250
2006-01-27,847334250
2006-01-30,869730750
2006-01-31,889224000
2006-02-01,888809250
2006-02-02,916182750
2006-02-03,939823500
2006-02-06,916597500
2006-02-07,907887750
2006-02-08,865168500
2006-02-09,867242250
2006-02-10,878440500
2006-02-13,883832250
2006-02-14,920745000
2006-02-15,954754500
2006-02-16,1004109750
2006-02-17,1009501500
2006-02-21,999132750
2006-02-22,1031898000
2006-02-23,1028994750
2006-02-24,1039778250
2006-02-27,1045170000
2006-02-28,1054709250
2006-03-01,1078350000
2006-03-02,1084986000
2006-03-03,1072543500
2006-03-06,1060930499
2006-03-07,1014478500
2006-03-08,1036460249
2006-03-09,1036875000
2006-03-10,1051391250
2006-03-13,1059686250
2006-03-14,1088304000
2006-03-15,1086645000
2006-03-16,1058027250
2006-03-17,1051391250
2006-03-20,1038948750
2006-03-21,1039363500
2006-03-22,1070469750
2006-03-23,1073373000
2006-03-24,1113603750
2006-03-27,1116507000
2006-03-28,1121484000
2006-03-29,1144710000
2006-03-30,1098258000
2006-03-31,985031250
2006-04-03,1017684640
2006-04-04,1037272239
2006-04-05,1028131360
2006-04-06,961098239
2006-04-07,1129551600
2006-04-10,1123022400
2006-04-11,1085588320
2006-04-12,1089505840
2006-04-13,1078623840
2006-04-17,1090811680
2006-04-18,1120846000
2006-04-19,1295393280
2006-04-20,1275370400
2006-04-21,1343709360
2006-04-24,1329780400
2006-04-25,1284946560
2006-04-26,1335874320
2006-04-27,1358944160
2006-04-28,1376790640
2006-05-01,1323686480
2006-05-02,1328039280
2006-05-03,1301922480
2006-05-04,1289734640
2006-05-05,1325427600
2006-05-08,1286252400
2006-05-09,1258394480
2006-05-10,1284076000
2006-05-11,1236630480
2006-05-12,1169162080
2006-05-15,1214866480
2006-05-16,1219219280
2006-05-17,1172644320
2006-05-18,1127375200
2006-05-19,1161762320
2006-05-22,1143480560
2006-05-23,1137386640
2006-05-24,1135645520
2006-05-25,1186138000
2006-05-26,1238806880
2006-05-30,1192667200
2006-05-31,1189620240
2006-06-01,1213560640
2006-06-02,1209643120
2006-06-05,1143480560
2006-06-06,1158715360
2006-06-07,1164809280
2006-06-08,1157844800
2006-06-09,1160021200
2006-06-12,1156974240
2006-06-13,1044672000
2006-06-14,1076882720
2006-06-15,1140433600
2006-06-16,1109093440
2006-06-19,1085153040
2006-06-20,1092988080
2006-06-21,1160891760
2006-06-22,1277111520
2006-06-23,1305840000
2006-06-26,1288428800
2006-06-27,1261006160
2006-06-28,1231407120
2006-06-29,1261441440
2006-06-30,1291040480
2006-07-03,1411010640
2006-07-05,1413788220
2006-07-06,1465173450
2006-07-07,1386938280
2006-07-10,1321665150
2006-07-11,1336478910
2006-07-12,1340182350
2006-07-13,1356847830
2006-07-14,1331386680
2006-07-17,1311017760
2006-07-18,1336015980
2006-07-19,1717470300
2006-07-20,1690157430
2006-07-21,1680898830
2006-07-24,1749875399
2006-07-25,1776725340
2006-07-26,1842461399
2006-07-27,1769781389
2006-07-28,1803575280
2006-07-31,1769781389
2006-08-01,1717470300
2006-08-02,1701267750
2006-08-03,1735987500
2006-08-04,1712378070
2006-08-07,1708211700
2006-08-08,1687842780
2006-08-09,1651271310
2006-08-10,1622569649
2006-08-11,1577202510
2006-08-14,1578128370
2006-08-15,1593867990
2006-08-16,1523039700
2006-08-17,1472580330
2006-08-18,1582294740
2006-08-21,1619792070
2006-08-22,1654974750
2006-08-23,1454063130
2006-08-24,1535538810
2006-08-25,1489708740
2006-08-28,1494338040
2006-08-29,1527669000
2006-08-30,1573499070
2006-08-31,1559148240
2006-09-01,1583220600
2006-09-05,1616551560
2006-09-06,1548500850
2006-09-07,1535538810
2006-09-08,1514706960
2006-09-11,1516558680
2006-09-12,1539242250
2006-09-13,1602200730
2006-09-14,1617940350
2006-09-15,1658678190
2006-09-18,1651734240
2006-09-19,1634142899
2006-09-20,1594330920
2006-09-21,1602663660
2006-09-22,1554981870
2006-09-25,1562851680
2006-09-26,1608681750
2006-09-27,1697564310
2006-09-28,1555907730
2006-09-29,1529520720
2006-10-02,1667270000
2006-10-03,1690545999
2006-10-04,1745700000
2006-10-05,1769482000
2006-10-06,1768976000
2006-10-09,1785674000
2006-10-10,1742664000
2006-10-11,1710279999
2006-10-12,1756326000
2006-10-13,1796300000
2006-10-16,1815528000
2006-10-17,1853984000
2006-10-18,2215268000
2006-10-19,2167704000
2006-10-20,2206160000
2006-10-23,2190474000
2006-10-24,2262832000
2006-10-25,2269916000
2006-10-26,2311914000
2006-10-27,2242592000
2006-10-30,2247652000
2006-10-31,2224376000
2006-11-01,2166186000
2006-11-02,2136837999
2006-11-03,2147970000
2006-11-06,2217292000
2006-11-07,2250182000
2006-11-08,2239556000
2006-11-09,2197052000
2006-11-10,2228930000
2006-11-13,1968845999
2006-11-14,2007302000
2006-11-15,2046264000
2006-11-16,2041204000
2006-11-17,2040698000
2006-11-20,2024000000
2006-11-21,1979978000
2006-11-22,1980990000
2006-11-24,1978966000
2006-11-27,1915210000
2006-11-28,1971882000
2006-11-29,1937474000
2006-11-30,1945064000
2006-12-01,1933932000
2006-12-04,1960244000
2006-12-05,1974918000
2006-12-06,2067516000
2006-12-07,2029566000
2006-12-08,2061950000
2006-12-11,2085732000
2006-12-12,2046770000
2006-12-13,2021470000
2006-12-14,2043734000
2006-12-15,2021470000
2006-12-18,2021470000
2006-12-19,1992121999
2006-12-20,1971882000
2006-12-21,2008314000
2006-12-22,2017421999
2006-12-26,1996170000
2006-12-27,2021470000
2006-12-28,2008820000
2006-12-29,1989086000
2007-01-03,2051939019
2007-01-04,2088265980
2007-01-05,2062623420
2007-01-08,2059418099
2007-01-09,2109634780
2007-01-10,2100553040
2007-01-11,2113908540
2007-01-12,2109634780
2007-01-16,2071705160
2007-01-17,2077581580
2007-01-18,2078115800
2007-01-19,2110169000
2007-01-22,2166262100
2007-01-23,2189233560
2007-01-24,2187630900
2007-01-25,2141153760
2007-01-26,2095210840
2007-01-29,2105895240
2007-01-30,2110169000
2007-01-31,2182288700
2007-02-01,2220218320
2007-02-02,1985695740
2007-02-05,1879920179
2007-02-06,1900220540
2007-02-07,1942423920
2007-02-08,1879920179
2007-02-09,1820621760
2007-02-12,1866030460
2007-02-13,1986764179
2007-02-14,1988366840
2007-02-15,1970203360
2007-02-16,1966463820
2007-02-20,1980353540
2007-02-21,1952039880
2007-02-22,1926931540
2007-02-23,1913576040
2007-02-26,1883125500
2007-02-27,1797116080
2007-02-28,1794444980
2007-03-01,1741557200
2007-03-02,1698819600
2007-03-05,1591120848
2007-03-06,1666766400
2007-03-07,1711106660
2007-03-08,1686532540
2007-03-09,1695614280
2007-03-12,1672108600
2007-03-13,1541758920
2007-03-14,1578085880
2007-03-15,1560990840
2007-03-16,1556182860
2007-03-19,1569538360
2007-03-20,1582893860
2007-03-21,1618686600
2007-03-22,1617618160
2007-03-23,1601591560
2007-03-26,1578620100
2007-03-27,1564196160
2007-03-28,1573812120
2007-03-29,1569004140
2007-03-30,1565264600
2007-04-02,1571930940
2007-04-03,1586451000
2007-04-04,1601508840
2007-04-05,1650446820
2007-04-09,1639153440
2007-04-10,1697233680
2007-04-11,1673033580
2007-04-12,1682175840
2007-04-13,1687015860
2007-04-16,1741331640
2007-04-17,1732727160
2007-04-18,1712291520
2007-04-19,1710140400
2007-04-20,1723047120
2007-04-23,1726273800
2007-04-24,1762305060
2007-04-25,1772522880
2007-04-26,1813931939
2007-04-27,1806403020
2007-04-30,1754776140
2007-05-01,1758002819
2007-05-02,1783816260
2007-05-03,1798336319
2007-05-04,1813931939
2007-05-07,1803176340
2007-05-08,1791882960
2007-05-09,1811780819
2007-05-10,1753162800
2007-05-11,1754776140
2007-05-14,1775211780
2007-05-15,1737029399
2007-05-16,1755851700
2007-05-17,1735416060
2007-05-18,1749398340
2007-05-21,1753162800
2007-05-22,1756389479
2007-05-23,1792420740
2007-05-24,1758002819
2007-05-25,1752087240
2007-05-29,1754776140
2007-05-30,1718207100
2007-05-31,1754776140
2007-06-01,1775211780
2007-06-04,1827914220
2007-06-05,1904816760
2007-06-06,1880078880
2007-06-07,1890296700
2007-06-08,1901052300
2007-06-11,2000326488
2007-06-12,1987602613
2007-06-13,2061310740
2007-06-14,2121542100
2007-06-15,2161337820
2007-06-18,2181235680
2007-06-19,2180697900
2007-06-20,2180160120
2007-06-21,2129608800
2007-06-22,2130146580
2007-06-25,2143591080
2007-06-26,2122617660
2007-06-27,2252222640
2007-06-28,2229098100
2007-06-29,2182849020
2007-07-02,2248765200
2007-07-03,2255826540
2007-07-05,2273751480
2007-07-06,2268319680
2007-07-09,2246049300
2007-07-10,2217260760
2007-07-11,2198792640
2007-07-12,2286244620
2007-07-13,2259628800
2007-07-16,2230297080
2007-07-17,2274294660
2007-07-18,2261258340
2007-07-19,2246049300
2007-07-20,2195533560
2007-07-23,2278640100
2007-07-24,2272121940
2007-07-25,2494282560
2007-07-26,2577389100
2007-07-27,2536650600
2007-07-30,2512750680
2007-07-31,2475271260
2007-08-01,2540996040
2007-08-02,2517096120
2007-08-03,2418780540
2007-08-06,2568155040
2007-08-07,2685481920
2007-08-08,2725677240
2007-08-09,2657779740
2007-08-10,2544255120
2007-08-13,2552946000
2007-08-14,2470925820
2007-08-15,2432903220
2007-08-16,2437791840
2007-08-17,2533934700
2007-08-20,2589339060
2007-08-21,2634423000
2007-08-22,2589882240
2007-08-23,2543168760
2007-08-24,2595857220
2007-08-27,2555661900
2007-08-28,2519268840
2007-08-29,2566525500
2007-08-30,2571414120
2007-08-31,2623016220
2007-09-04,2649632040
2007-09-05,2606720820
2007-09-06,2579561820
2007-09-07,2552946000
2007-09-10,2678963760
2007-09-11,2793574740
2007-09-12,2812586040
2007-09-13,2831597340
2007-09-14,2877224460
2007-09-17,2885915340
2007-09-18,2904383460
2007-09-19,2888631240
2007-09-20,2839745040
2007-09-21,2866904040
2007-09-24,2850065460
2007-09-25,2849522280
2007-09-26,2859842700
2007-09-27,2871792660
2007-09-28,2818017840
2007-10-01,2855443500
2007-10-02,2914347000
2007-10-03,2999124000
2007-10-04,3011235000
2007-10-05,3141153000
2007-10-08,3140602500
2007-10-09,3192349500
2007-10-10,3349792500
2007-10-11,3403191000
2007-10-12,3354747000
2007-10-15,3312358500
2007-10-16,3320616000
2007-10-17,3236940000
2007-10-18,3246849000
2007-10-19,3192900000
2007-10-22,3276576000
2007-10-23,3434019000
2007-10-24,3182440500
2007-10-25,3015088500
2007-10-26,2973250500
2007-10-29,3127941000
2007-10-30,3078946500
2007-10-31,3091057500
2007-11-01,3096562500
2007-11-02,3143905500
2007-11-05,3175284000
2007-11-06,3151612500
2007-11-07,3008482500
2007-11-08,3000775500
2007-11-09,3019492500
2007-11-12,2911594500
2007-11-13,2920953000
2007-11-14,2881317000
2007-11-15,2834524500
2007-11-16,2918200500
2007-11-19,2864802000
2007-11-20,2821312500
2007-11-21,2837277000
2007-11-23,2875812000
2007-11-26,2820211500
2007-11-27,2872509000
2007-11-28,3086103000
2007-11-29,3180789000
2007-11-30,3181339500
2007-12-03,3167577000
2007-12-04,3119133000
2007-12-05,3192349500
2007-12-06,3228682500
2007-12-07,3196203000
2007-12-10,3214369500
2007-12-11,3107572500
2007-12-12,3107572500
2007-12-13,3073992000
2007-12-14,3083350500
2007-12-17,2994169500
2007-12-18,3024447000
2007-12-19,3100966500
2007-12-20,3190698000
2007-12-21,3393832500
2007-12-24,3316212000
2007-12-26,3366307500
2007-12-27,3280429500
2007-12-28,3307954500
2007-12-31,3308722840
2008-01-02,3325473040
2008-01-03,3300347740
2008-01-04,3188679740
2008-01-07,3171929540
2008-01-08,3168590666
2008-01-09,3375165300
2008-01-10,3909496680
2008-01-11,3936855340
2008-01-14,3917871780
2008-01-15,3908938340
2008-01-16,3860921100
2008-01-17,3796712000
2008-01-18,3783870180
2008-01-22,3648193560
2008-01-23,3671643840
2008-01-24,3656568659
2008-01-25,3585659480
2008-01-28,3638143440
2008-01-29,3627534980
2008-01-30,3561092520
2008-01-31,3556625800
2008-02-01,3773820060
2008-02-04,3623068260
2008-02-05,3992131000
2008-02-06,3838587500
2008-02-07,3718544399
2008-02-08,3764328280
2008-02-11,3844729240
2008-02-12,3906704980
2008-02-13,3971472419
2008-02-14,3955838899
2008-02-15,4017256300
2008-02-19,4093748879
2008-02-20,4066948560
2008-02-21,4007764520
2008-02-22,4021164680
2008-02-25,4219375379
2008-02-26,4156841300
2008-02-27,4158516320
2008-02-28,4128924300
2008-02-29,4042939940
2008-03-03,4069181919
2008-03-04,4027864760
2008-03-05,3986547600
2008-03-06,3777170100
2008-03-07,3749253100
2008-03-10,3468966420
2008-03-11,3689510720
2008-03-12,3605201379
2008-03-13,3739202980
2008-03-14,3718544399
2008-03-17,3656010320
2008-03-18,3901679919
2008-03-19,3918988460
2008-03-20,3977055820
2008-03-24,4150141220
2008-03-25,4174149840
2008-03-26,4157399639
2008-03-27,4151257899
2008-03-28,4148466200
2008-03-31,4310133300
2008-04-01,4425410910
2008-04-02,4373734740
2008-04-03,4433361090
2008-04-04,4477087080
2008-04-07,4479926430
2008-04-08,4442447010
2008-04-09,4436200440
2008-04-10,4479358560
2008-04-11,4330576620
2008-04-14,4324897920
2008-04-15,4051752449
2008-04-16,4153969050
2008-04-17,4088664000
2008-04-18,4161919230
2008-04-21,4201102260
2008-04-22,4115353890
2008-04-23,4534441950
2008-04-24,4532738340
2008-04-25,4486740870
2008-04-28,4383388530
2008-04-29,4429386000
2008-04-30,4423139430
2008-05-01,4439607660
2008-05-02,4471976250
2008-05-05,4588389600
2008-05-06,4533306210
2008-05-07,4427682390
2008-05-08,4457211630
2008-05-09,4461754590
2008-05-12,4521380940
2008-05-13,4450397190
2008-05-14,4482765780
2008-05-15,4433928960
2008-05-16,4445286360
2008-05-19,4488444480
2008-05-20,4471976250
2008-05-21,4392474450
2008-05-22,4392474450
2008-05-23,4328305140
2008-05-27,4344205500
2008-05-28,4365784560
2008-05-29,4446422100
2008-05-30,4456643760
2008-06-02,4470272640
2008-06-03,4466297550
2008-06-04,4495258920
2008-06-05,4527627510
2008-06-06,4469136900
2008-06-09,4481630040
2008-06-10,4431657480
2008-06-11,4263567960
2008-06-12,4314108390
2008-06-13,4460618850
2008-06-16,4585550250
2008-06-17,4618486710
2008-06-18,4617918840
2008-06-19,4766700780
2008-06-20,4804748070
2008-06-23,4698556380
2008-06-24,4695717030
2008-06-25,4820080560
2008-06-26,4741714500
2008-06-27,4928543730
2008-06-30,5214970815
2008-07-01,5301178575
2008-07-02,5393971650
2008-07-03,5334105150
2008-07-07,5155104315
2008-07-08,5360446410
2008-07-09,5268252000
2008-07-10,5292198600
2008-07-11,5089849830
2008-07-14,5018010030
2008-07-15,5022799350
2008-07-16,5043752625
2008-07-17,5070093885
2008-07-18,5163485625
2008-07-21,5031180660
2008-07-22,5034772650
2008-07-23,5504724675
2008-07-24,5513105985
2008-07-25,5577761805
2008-07-28,5588537775
2008-07-29,5629845660
2008-07-30,5569380495
2008-07-31,5581952460
2008-08-01,5552019210
2008-08-04,5313750540
2008-08-05,5264660010
2008-08-06,5343085125
2008-08-07,5269449330
2008-08-08,5349670440
2008-08-11,5318539860
2008-08-12,5410135605
2008-08-13,5439470190
2008-08-14,5612484375
2008-08-15,5632838985
2008-08-18,5548427220
2008-08-19,5541841905
2008-08-20,5628648330
2008-08-21,5507718000
2008-08-22,5467607445
2008-08-25,5386189005
2008-08-26,5132355045
2008-08-27,5098829805
2008-08-28,5123973735
2008-08-29,5156301645
2008-09-02,5213174820
2008-09-03,5071889880
2008-09-04,4941979575
2008-09-05,5017411365
2008-09-08,5003642070
2008-09-09,4921624965
2008-09-10,4943775570
2008-09-11,4983287460
2008-09-12,4878521085
2008-09-15,4837213200
2008-09-16,4993464765
2008-09-17,4782136020
2008-09-18,4801293300
2008-09-19,5034173985
2008-09-22,4970116830
2008-09-23,4871935770
2008-09-24,4905461010
2008-09-25,4882711740
2008-09-26,5076679200
2008-09-29,5301894000
2008-09-30,5321589000
2008-10-01,5110196000
2008-10-02,4796389000
2008-10-03,4728113000
2008-10-06,4213417000
2008-10-07,4146454000
2008-10-08,3991520000
2008-10-09,3807700000
2008-10-10,3673774000
2008-10-13,4023032000
2008-10-14,4058483000
2008-10-15,3755180000
2008-10-16,3935061000
2008-10-17,3958695000
2008-10-20,4226546999
2008-10-21,4243616000
2008-10-22,3300882000
2008-10-23,3063229000
2008-10-24,3299569000
2008-10-27,3159078000
2008-10-28,3446625000
2008-10-29,3688217000
2008-10-30,4095247000
2008-10-31,4047979000
2008-11-03,4046666000
2008-11-04,4104438000
2008-11-05,3845777000
2008-11-06,3638323000
2008-11-07,3597620000
2008-11-10,3546413000
2008-11-11,3465007000
2008-11-12,3184025000
2008-11-13,3311386000
2008-11-14,3132818000
2008-11-17,3203720000
2008-11-18,3068481000
2008-11-19,2993640000
2008-11-20,2761239000
2008-11-21,2603679000
2008-11-24,2703467000
2008-11-25,2884661000
2008-11-26,2850523000
2008-11-28,2889913000
2008-12-01,2614183000
2008-12-02,2708719000
2008-12-03,2775682000
2008-12-04,2658825000
2008-12-05,2716597000
2008-12-08,2771743000
2008-12-09,2738918000
2008-12-10,2893852000
2008-12-11,2804568000
2008-12-12,2885974000
2008-12-15,2805881000
2008-12-16,2926677000
2008-12-17,3103932000
2008-12-18,3265431000
2008-12-19,3293004000
2008-12-22,3257553000
2008-12-23,3302195000
2008-12-24,3289065000
2008-12-26,3329768000
2008-12-29,3024170640
2008-12-30,3043650000
2008-12-31,3171483300
2009-01-02,3268880100
2009-01-05,3345580080
2009-01-06,3287142000
2009-01-07,3117915060
2009-01-08,3001038900
2009-01-09,2852508780
2009-01-12,2962080180
2009-01-13,3132524580
2009-01-14,3043650000
2009-01-15,3429584820
2009-01-16,3692556180
2009-01-20,3328535640
2009-01-21,3494110200
2009-01-22,3340710240
2009-01-23,3378451500
2009-01-26,3356537220
2009-01-27,3350449920
2009-01-28,3463673700
2009-01-29,3405235620
2009-01-30,3330970560
2009-02-02,3337057860
2009-02-03,3407670540
2009-02-04,4128406859
2009-02-05,4209976680
2009-02-06,4168583040
2009-02-09,4276936980
2009-02-10,4206324299
2009-02-11,4242848100
2009-02-12,4321983000
2009-02-13,4371898860
2009-02-17,4326852840
2009-02-18,4123537019
2009-02-19,3981094200
2009-02-20,4027357680
2009-02-23,3920221200
2009-02-24,4065098940
2009-02-25,4135711620
2009-02-26,3915351359
2009-02-27,3814302180
2009-03-02,3675511740
2009-03-03,3749776800
2009-03-04,3933613260
2009-03-05,3895872000
2009-03-06,3893437080
2009-03-09,3940918019
2009-03-10,4139364000
2009-03-11,4121102100
2009-03-12,4425467100
2009-03-13,4348767120
2009-03-16,4206324299
2009-03-17,4391378220
2009-03-18,4425467100
2009-03-19,4431554400
2009-03-20,4311025860
2009-03-23,4732267020
2009-03-24,4589824200
2009-03-25,4633652760
2009-03-26,4634870220
2009-03-27,4531386120
2009-03-30,4552615460
2009-03-31,4599549640
2009-04-01,4406872480
2009-04-02,4506916390
2009-04-03,4325355220
2009-04-06,4301888130
2009-04-07,4237662410
2009-04-08,4274715710
2009-04-09,4322885000
2009-04-13,4300653020
2009-04-14,4277185930
2009-04-15,4232721970
2009-04-16,4468627980
2009-04-17,4625486950
2009-04-20,4491354004
2009-04-21,4589668760
2009-04-22,4382170280
2009-04-23,4233957080
2009-04-24,4389580940
2009-04-27,4379700060
2009-04-28,4417988470
2009-04-29,4677361570
2009-04-30,4613135850
2009-05-01,4710709540
2009-05-04,4698370791
2009-05-05,4553850570
2009-05-06,4451336440
2009-05-07,4499505730
2009-05-08,4482214190
2009-05-11,4581022990
2009-05-12,4510621720
2009-05-13,4356232970
2009-05-14,4378464950
2009-05-15,4401932040
2009-05-18,4539029250
2009-05-19,4598314530
2009-05-20,4514327050
2009-05-21,4401932040
2009-05-22,4400696930
2009-05-26,4435280010
2009-05-27,4403167150
2009-05-28,4425399130
2009-05-29,4534088810
2009-06-01,4679831790
2009-06-02,4699593550
2009-06-03,4786051250
2009-06-04,4797167240
2009-06-05,4782345920
2009-06-08,4684772230
2009-06-09,4732941520
2009-06-10,4674891350
2009-06-11,4882389830
2009-06-12,4703298880
2009-06-15,4592138980
2009-06-16,4492095070
2009-06-17,4473568420
2009-06-18,4489624850
2009-06-19,4553850570
2009-06-22,4437750230
2009-06-23,4437750230
2009-06-24,4524207930
2009-06-25,4667480690
2009-06-26,4713179760
2009-06-29,4824092610
2009-06-30,4850249580
2009-07-01,4750603980
2009-07-02,4167677220
2009-07-06,4102907579
2009-07-07,3938492340
2009-07-08,3873722700
2009-07-09,4048102500
2009-07-10,4004507550
2009-07-13,3979596150
2009-07-14,3979596150
2009-07-15,3997034130
2009-07-16,4016963250
2009-07-17,3969631590
2009-07-20,3990806280
2009-07-21,4102907579
2009-07-22,4406826660
2009-07-23,4378178550
2009-07-24,4424264640
2009-07-27,4484052000
2009-07-28,4566259620
2009-07-29,4607363430
2009-07-30,4553803920
2009-07-31,4501489980
2009-08-03,4616082420
2009-08-04,4668396360
2009-08-05,4586188740
2009-08-06,4496507700
2009-08-07,4560031770
2009-08-10,4497753270
2009-08-11,4449176040
2009-08-12,4530138090
2009-08-13,4626046980
2009-08-14,4527646950
2009-08-17,4424264640
2009-08-18,4394370960
2009-08-19,4449176040
2009-08-20,4456649460
2009-08-21,4429246920
2009-08-24,4394370960
2009-08-25,4376932980
2009-08-26,4389388680
2009-08-27,4366968420
2009-08-28,4390634250
2009-08-31,4393125390
2009-09-01,4445439330
2009-09-02,4400598810
2009-09-03,4408072230
2009-09-04,4479069720
2009-09-08,4643484960
2009-09-09,4821601470
2009-09-10,4751849550
2009-09-11,4672133070
2009-09-14,4642239390
2009-09-15,4644730530
2009-09-16,4746867270
2009-09-17,5025874950
2009-09-18,5134239540
2009-09-21,5135485110
2009-09-22,5017155960
2009-09-23,4984771140
2009-09-24,5027120520
2009-09-25,5064487620
2009-09-28,5618208000
2009-09-29,5729810000
2009-09-30,5784250000
2009-10-01,5622291000
2009-10-02,5718922000
2009-10-05,5840051000
2009-10-06,5871354000
2009-10-07,5777445000
2009-10-08,5746142000
2009-10-09,5864549000
2009-10-12,5710756000
2009-10-13,5718922000
2009-10-14,5905379000
2009-10-15,5910823000
2009-10-16,5938043000
2009-10-19,5953014000
2009-10-20,5747503000
2009-10-21,5684897000
2009-10-22,5679453000
2009-10-23,5562407000
2009-10-26,5582822000
2009-10-27,5669926000
2009-10-28,4541657000
2009-10-29,4466802000
2009-10-30,4368810000
2009-11-02,4393308000
2009-11-03,4469524000
2009-11-04,4375615000
2009-11-05,4496744000
2009-11-06,4442304000
2009-11-09,4474968000
2009-11-10,4489939000
2009-11-11,4528047000
2009-11-12,4481773000
2009-11-13,4439582000
2009-11-16,4389225000
2009-11-17,4254486000
2009-11-18,3971398000
2009-11-19,3839381000
2009-11-20,3648841000
2009-11-23,3606650000
2009-11-24,3809439000
2009-11-25,3906070000
2009-11-27,3895182000
2009-11-30,3936012000
2009-12-01,4046253000
2009-12-02,3971398000
2009-12-03,3944178000
2009-12-04,3854352000
2009-12-07,3857074000
2009-12-08,3771331000
2009-12-09,3706003000
2009-12-10,3753638000
2009-12-11,3686949000
2009-12-14,3865240000
2009-12-15,3842103000
2009-12-16,3798551000
2009-12-17,3710086000
2009-12-18,3794468000
2009-12-21,3859796000
2009-12-22,3967315000
2009-12-23,4043531000
2009-12-24,4102054000
2009-12-28,4146967000
2009-12-29,4175548000
2009-12-30,4174187000
2009-12-31,4175548000
2010-01-04,3686407400
2010-01-05,3662273800
2010-01-06,3887922960
2010-01-07,3954290360
2010-01-08,4000144200
2010-01-11,4080991760
2010-01-12,4726565560
2010-01-13,4888260680
2010-01-14,4709672040
2010-01-15,4708465360
2010-01-19,4596244120
2010-01-20,4547976920
2010-01-21,4529876720
2010-01-22,4404382000
2010-01-25,4398348600
2010-01-26,4377835040
2010-01-27,4469542720
2010-01-28,4380248400
2010-01-29,4427308920
2010-02-01,4493676320
2010-02-02,4564870440
2010-02-03,4567283800
2010-02-04,4418862160
2010-02-05,4281300639
2010-02-08,4304227560
2010-02-09,4323534440
2010-02-10,4294574120
2010-02-11,4420068840
2010-02-12,4465922680
2010-02-16,4486436240
2010-02-17,4432135640
2010-02-18,4421275520
2010-02-19,4416448800
2010-02-22,4388695160
2010-02-23,4345254680
2010-02-24,4360941520
2010-02-25,4400761960
2010-02-26,4382661760
2010-03-01,4584177320
2010-03-02,4587797360
2010-03-03,4691571840
2010-03-04,4617964360
2010-03-05,4684331760
2010-03-08,4666231560
2010-03-09,4706052000
2010-03-10,4759145920
2010-03-11,4862920400
2010-03-12,4888260680
2010-03-15,4824306640
2010-03-16,4844820200
2010-03-17,4808619800
2010-03-18,4784486200
2010-03-19,4808619800
2010-03-22,4849646920
2010-03-23,4829133360
2010-03-24,4742252400
2010-03-25,4708465360
2010-03-26,4726565560
2010-03-29,4730185600
2010-03-30,4726565560
2010-03-31,4693985200
2010-04-01,4742252400
2010-04-05,4832709700
2010-04-06,4825324000
2010-04-07,4793319300
2010-04-08,4708383750
2010-04-09,4740388450
2010-04-12,4691150450
2010-04-13,4704690900
2010-04-14,4747774150
2010-04-15,4737926550
2010-04-16,4724386100
