,ILMN
2019-07-24,44689470000
2019-07-25,43894200000
2019-07-26,44232300000
2019-07-29,44748270000
2019-07-30,44094120000
2019-07-31,44008860000
2019-08-01,44344020000
2019-08-02,43714860000
2019-08-05,42491820000
2019-08-06,42915180000
2019-08-07,43051890000
2019-08-08,43870680000
2019-08-09,43218000000
2019-08-12,42679980000
2019-08-13,43216530000
2019-08-14,41905290000
2019-08-15,41861190000
2019-08-16,42066990000
2019-08-19,42431550000
2019-08-20,41843550000
2019-08-21,42703500000
2019-08-22,42421260000
2019-08-23,41077680000
2019-08-26,41495159999
2019-08-27,41897940000
2019-08-28,41398140000
2019-08-29,41903820000
2019-08-30,41356980000
2019-09-03,40010460000
2019-09-04,39941370000
2019-09-05,39951659999
2019-09-06,39690000000
2019-09-09,39225480000
2019-09-10,40577880000
2019-09-11,42580020000
2019-09-12,43735440000
2019-09-13,44233770000
2019-09-16,44230830000
2019-09-17,43845690000
2019-09-18,44542470000
2019-09-19,44864400000
2019-09-20,45506790000
2019-09-23,44957010000
2019-09-24,43406159999
2019-09-25,44122050000
2019-09-26,43905960000
2019-09-27,44288159999
2019-09-30,44720340000
2019-10-01,43514940000
2019-10-02,42378630000
2019-10-03,43659000000
2019-10-04,44443980000
2019-10-07,44339610000
2019-10-08,42388920000
2019-10-09,43653120000
2019-10-10,43832460000
2019-10-11,44479260000
2019-10-14,45615570000
2019-10-15,45888990000
2019-10-16,45521490000
2019-10-17,45650850000
2019-10-18,45487680000
2019-10-21,46133010000
2019-10-22,45430350000
2019-10-23,45950730000
2019-10-24,46378500000
2019-10-25,42724080000
2019-10-28,44696820000
2019-10-29,44363130000
2019-10-30,43586970000
2019-10-31,43441440000
2019-11-01,44166150000
2019-11-04,44640960000
2019-11-05,44227890000
2019-11-06,43695750000
2019-11-07,43401750000
2019-11-08,43128330000
2019-11-11,43365000000
2019-11-12,43472310000
2019-11-13,43838340000
2019-11-14,43870680000
2019-11-15,44979795000
2019-11-18,45080490000
2019-11-19,45718470000
2019-11-20,46291770000
2019-11-21,45988950000
2019-11-22,46396140000
2019-11-25,46632810000
2019-11-26,46953270000
2019-11-27,47178180000
2019-11-29,47151720000
2019-12-02,46991490000
2019-12-03,47476590000
2019-12-04,46992960000
2019-12-05,47012070000
2019-12-06,47991090000
2019-12-09,48008730000
2019-12-10,48060180000
2019-12-11,47123790000
2019-12-12,47332530000
2019-12-13,47733840000
2019-12-16,48177780000
2019-12-17,47547150000
2019-12-18,47808810000
2019-12-19,47804400000
2019-12-20,48530580000
2019-12-23,49100940000
2019-12-24,49317030000
2019-12-26,48706980000
2019-12-27,48846630000
2019-12-30,48236580000
2019-12-31,48765780000
2020-01-02,48069000000
2020-01-03,47441310000
2020-01-06,47852909999
2020-01-07,48464430000
2020-01-08,48827520000
2020-01-09,49186200000
2020-01-10,49322909999
2020-01-13,47503050000
2020-01-14,46614435000
2020-01-15,47097330000
2020-01-16,47916120000
2020-01-17,47733840000
2020-01-21,48264510000
2020-01-22,48657000000
2020-01-23,48069000000
2020-01-24,46978260000
2020-01-27,46146240000
2020-01-28,46199159999
2020-01-29,46055100000
2020-01-30,43512000000
2020-01-31,42640290000
2020-02-03,43131270000
2020-02-04,43512000000
2020-02-05,44151450000
2020-02-06,44280810000
2020-02-07,43262100000
2020-02-10,43278270000
2020-02-11,43512000000
2020-02-12,43112159999
2020-02-13,42832860000
2020-02-14,43941240000
2020-02-18,44088240000
2020-02-19,44570400000
2020-02-20,44167620000
2020-02-21,43503180000
2020-02-24,41324640000
2020-02-25,39682650000
2020-02-26,40380900000
2020-02-27,38209710000
2020-02-28,39053490000
2020-03-02,40907159999
2020-03-03,40131000000
2020-03-04,41473110000
2020-03-05,40574940000
2020-03-06,40339740000
2020-03-09,38190600000
2020-03-10,39418050000
2020-03-11,36163470000
2020-03-12,32822160000
2020-03-13,34299510000
2020-03-16,31019940000
2020-03-17,33186720000
2020-03-18,30752400000
2020-03-19,33045600000
2020-03-20,35574000000
2020-03-23,34950720000
2020-03-24,37364460000
2020-03-25,36503040000
2020-03-26,40339740000
2020-03-27,39550350000
2020-03-30,40605810000
2020-03-31,40148640000
2020-04-01,37699620000
2020-04-02,40129530000
2020-04-03,38734500000
2020-04-06,40867470000
2020-04-07,41254080000
2020-04-08,41305530000
2020-04-09,42280140000
2020-04-13,42549150000
2020-04-14,43788360000
2020-04-15,43260630000
2020-04-16,44614500000
2020-04-17,46504920000
2020-04-20,47463360000
2020-04-21,45628800000
2020-04-22,45799320000
2020-04-23,45968370000
2020-04-24,45433290000
2020-04-27,46243260000
2020-04-28,46127130000
2020-04-29,46665150000
2020-04-30,46897409999
2020-05-01,44964360000
2020-05-04,45305400000
2020-05-05,45606750000
2020-05-06,46310880000
2020-05-07,46063920000
2020-05-08,45550890000
2020-05-11,47085570000
2020-05-12,47267850000
2020-05-13,47538330000
2020-05-14,47479530000
2020-05-15,49245000000
2020-05-18,50588580000
2020-05-19,50354850000
2020-05-20,52586310000
2020-05-21,51364740000
2020-05-22,52140900000
2020-05-26,52098270000
2020-05-27,53481540000
2020-05-28,54832470000
2020-05-29,53368350000
2020-06-01,53715270000
2020-06-02,53809350000
2020-06-03,52673040000
2020-06-04,52684800000
2020-06-05,52054170000
2020-06-08,52745070000
2020-06-09,52593659999
2020-06-10,52780350000
2020-06-11,49527240000
2020-06-12,50216670000
2020-06-15,51219210000
2020-06-16,52190880000
2020-06-17,53017020000
2020-06-18,53349240000
2020-06-19,54209190000
2020-06-22,52990560000
2020-06-23,53949000000
2020-06-24,52764180000
2020-06-25,53838750000
2020-06-26,52931760000
2020-06-29,52897260000
2020-06-30,54071100000
2020-07-01,53808300000
2020-07-02,54472600000
2020-07-06,55390940000
2020-07-07,54329520000
2020-07-08,54001020000
2020-07-09,54399600000
2020-07-10,54056500000
2020-07-13,53892980000
2020-07-14,54932500000
2020-07-15,55820180000
2020-07-16,54878480000
2020-07-17,56011440000
2020-07-20,58198520000
2020-07-21,56916640000
2020-07-22,57189660000
2020-07-23,56421700000
2020-07-24,55808500000
2020-07-27,57383840000
2020-07-28,56271320000
2020-07-29,56250879999
2020-07-30,55885879999
2020-07-31,55795360000
2020-08-03,58087560000
2020-08-04,57477280000
2020-08-05,58508040000
2020-08-06,58302180000
2020-08-07,51926360000
2020-08-10,51589100000
2020-08-11,49816660000
2020-08-12,50244440000
2020-08-13,51615379999
2020-08-14,50743760000
2020-08-17,51702980000
2020-08-18,51986220000
2020-08-19,51589100000
2020-08-20,51771600000
2020-08-21,51548220000
2020-08-24,50935020000
2020-08-25,51238700000
2020-08-26,51619760000
2020-08-27,51262060000
2020-08-28,51684000000
2020-08-31,52154120000
2020-09-01,50784640000
2020-09-02,53221379999
2020-09-03,50591920000
2020-09-04,49988940000
2020-09-08,49778700000
2020-09-09,50662000000
2020-09-10,50532060000
2020-09-11,51089780000
2020-09-14,51632900000
2020-09-15,51419740000
2020-09-16,47080620000
2020-09-17,43510920000
2020-09-18,43143000000
2020-09-21,39438980000
2020-09-22,39202460000
2020-09-23,39858000000
2020-09-24,41801260000
2020-09-25,43783940000
2020-09-28,44597160000
2020-09-29,44603000000
2020-09-30,45125680000
2020-10-01,45203060000
2020-10-02,45030780000
2020-10-05,46160820000
2020-10-06,46322879999
2020-10-07,47353640000
2020-10-08,48731879999
2020-10-09,49499840000
2020-10-12,51438720000
2020-10-13,50390440000
2020-10-14,48197520000
2020-10-15,47271879999
2020-10-16,47641260000
2020-10-19,46903960000
2020-10-20,46784240000
2020-10-21,46406100000
2020-10-22,47584320000
2020-10-23,47238300000
2020-10-26,46582760000
2020-10-27,46974040000
2020-10-28,45214740000
2020-10-29,45975400000
2020-10-30,42734200000
2020-11-02,42760480000
2020-11-03,43307980000
2020-11-04,45454180000
2020-11-05,45511120000
2020-11-06,44991360000
2020-11-09,44630740000
2020-11-10,44027760000
2020-11-11,44143100000
2020-11-12,44429260000
2020-11-13,45093560000
2020-11-16,43322580000
2020-11-17,43500700000
2020-11-18,43103580000
2020-11-19,43654000000
2020-11-20,43916800000
2020-11-23,44070100000
2020-11-24,44621980000
2020-11-25,44381080000
2020-11-27,46286379999
2020-11-30,47025140000
2020-12-01,48813640000
2020-12-02,49759720000
2020-12-03,50516000000
2020-12-04,51196360000
2020-12-07,50051720000
2020-12-08,50037120000
2020-12-09,49312960000
2020-12-10,50181660000
2020-12-11,49933460000
2020-12-14,50678060000
2020-12-15,51482520000
2020-12-16,51584720000
2020-12-17,52749800000
2020-12-18,53444760000
2020-12-21,52943980000
2020-12-22,54160160000
2020-12-23,53511920000
2020-12-24,53624340000
2020-12-28,53549879999
2020-12-29,53452060000
2020-12-30,53157140000
2020-12-31,54020000000
2021-01-04,53692960000
2021-01-05,54735400000
2021-01-06,54976300000
2021-01-07,55831860000
2021-01-08,55423060000
2021-01-11,54382080000
2021-01-12,52746879999
2021-01-13,52852000000
2021-01-14,54171840000
2021-01-15,54947100000
2021-01-19,56970660000
2021-01-20,58916840000
2021-01-21,59111020000
2021-01-22,59312500000
2021-01-25,61466000000
2021-01-26,61400300000
2021-01-27,63083680000
2021-01-28,63980120000
2021-01-29,62260240000
2021-02-01,64733480000
2021-02-02,64276500000
2021-02-03,61349200000
2021-02-04,62581440000
2021-02-05,62620860000
2021-02-08,65854760000
2021-02-09,66138000000
2021-02-10,65700000000
2021-02-11,65878120000
2021-02-12,73694960000
2021-02-16,71912300000
2021-02-17,72159040000
2021-02-18,70925340000
2021-02-19,70993960000
2021-02-22,68701760000
2021-02-23,67822840000
2021-02-24,67313300000
2021-02-25,65095560000
2021-02-26,64153860000
2021-03-01,65189000000
2021-03-02,64387460000
2021-03-03,60795860000
2021-03-04,58343060000
2021-03-05,58232100000
2021-03-08,56008520000
2021-03-09,58525560000
2021-03-10,58319700000
2021-03-11,60281940000
2021-03-12,59147520000
2021-03-15,61366720000
2021-03-16,61251379999
2021-03-17,61337520000
2021-03-18,59741740000
2021-03-19,60721400000
2021-03-22,62768320000
2021-03-23,60798780000
2021-03-24,59392800000
2021-03-25,58126980000
2021-03-26,58613160000
2021-03-29,57670000000
2021-03-30,53868160000
2021-03-31,56072760000
2021-04-01,56215840000
2021-04-05,56142840000
2021-04-06,60566640000
2021-04-07,58480300000
2021-04-08,58946040000
2021-04-09,58892020000
2021-04-12,58252540000
2021-04-13,58859900000
2021-04-14,58118220000
2021-04-15,58686160000
2021-04-16,58254000000
2021-04-19,59010280000
2021-04-20,58164940000
2021-04-21,58886180000
2021-04-22,59629320000
2021-04-23,60585620000
2021-04-26,61430960000
2021-04-27,60378300000
2021-04-28,59208840000
2021-04-29,58389780000
2021-04-30,57354640000
2021-05-03,56414400000
2021-05-04,55242020000
2021-05-05,55239100000
2021-05-06,55055140000
2021-05-07,56055240000
2021-05-10,55547160000
2021-05-11,55700460000
2021-05-12,54434640000
2021-05-13,54523700000
2021-05-14,55630379999
2021-05-17,55404080000
2021-05-18,56408560000
2021-05-19,56461120000
2021-05-20,57886080000
2021-05-21,58198520000
2021-05-24,58398540000
2021-05-25,57975140000
2021-05-26,58064200000
2021-05-27,59712540000
2021-05-28,59223440000
2021-06-01,59487700000
2021-06-02,60292160000
2021-06-03,59068680000
2021-06-04,61045520000
2021-06-07,62829640000
2021-06-08,63345020000
2021-06-09,63355240000
2021-06-10,65797820000
2021-06-11,66162820000
2021-06-14,66012440000
2021-06-15,65964260000
2021-06-16,65029860000
2021-06-17,66481100000
2021-06-18,66599360000
2021-06-21,67313300000
2021-06-22,67990740000
2021-06-23,68492980000
2021-06-24,68338220000
2021-06-25,69300360000
2021-06-28,70299000000
2021-06-29,69960280000
2021-06-30,69088660000
2021-07-01,68716360000
2021-07-02,69310580000
2021-07-06,72177200000
2021-07-07,71964400000
2021-07-08,71874720000
2021-07-09,72473600000
2021-07-12,73583200000
2021-07-13,73495040000
2021-07-14,70059840000
2021-07-15,70298480000
2021-07-16,70749920000
2021-07-19,71400480000
2021-07-20,74062000000
2021-07-21,73089200000
2021-07-22,73951040000
2021-07-23,75317520000
2021-07-26,74709520000
2021-07-27,73910000000
2021-07-28,74817440000
2021-07-29,74727760000
2021-07-30,75354000000
2021-08-02,74934480000
2021-08-03,75759840000
2021-08-04,76699200000
2021-08-05,78383360000
2021-08-06,75580480000
2021-08-09,76934800000
2021-08-10,76969760000
2021-08-11,76421040000
2021-08-12,77612720000
2021-08-13,78632640000
2021-08-16,79775680000
2021-08-17,79479280000
2021-08-18,77612720000
2021-08-19,71494720000
2021-08-20,73979920000
2021-08-23,72706160000
2021-08-24,72909840000
2021-08-25,74095440000
2021-08-26,71570720000
2021-08-27,70616160000
2021-08-30,69464000000
2021-08-31,69488320000
2021-09-01,70379040000
2021-09-02,71370080000
2021-09-03,70980960000
2021-09-07,70170800000
2021-09-08,70377520000
2021-09-09,69806000000
2021-09-10,69647920000
2021-09-13,68830160000
2021-09-14,68225200000
2021-09-15,68381760000
2021-09-16,68387840000
2021-09-17,67945520000
2021-09-20,66576000000
2021-09-21,66083520000
2021-09-22,66057680000
2021-09-23,65846400000
2021-09-24,65788640000
2021-09-27,64688160000
2021-09-28,62350400000
2021-09-29,62564720000
2021-09-30,61652720000
2021-10-01,60015680000
2021-10-04,59641160000
2021-10-05,60912860000
2021-10-06,61693150000
2021-10-07,63435850000
2021-10-08,64370000000
2021-10-11,63484520000
2021-10-12,63490800000
2021-10-13,63606980000
2021-10-14,64071700000
2021-10-15,64359010000
2021-10-18,64453209999
2021-10-19,65010560000
2021-10-20,64911650000
2021-10-21,64618060000
2021-10-22,64236550000
2021-10-25,66062459999
2021-10-26,65498830000
2021-10-27,64685570000
2021-10-28,64927350000
2021-10-29,65164420000
2021-11-01,65437600000
2021-11-02,65501970000
2021-11-03,65872490000
2021-11-04,66227310000
2021-11-05,64077980000
2021-11-08,63142260000
2021-11-09,62071520000
2021-11-10,60547050000
2021-11-11,60470120000
2021-11-12,60201650000
2021-11-15,59493580000
2021-11-16,59426070000
2021-11-17,59287910000
2021-11-18,59019440000
2021-11-19,59556379999
2021-11-22,59212550000
2021-11-23,57421180000
2021-11-24,57392920000
2021-11-26,58057030000
2021-11-29,58217170000
2021-11-30,57356810000
2021-12-01,56152620000
2021-12-02,56124360000
2021-12-03,54522959999
2021-12-06,55209050000
2021-12-07,58000510000
2021-12-08,59028860000
2021-12-09,58300379999
2021-12-10,58799640000
2021-12-13,59587780000
2021-12-14,60661660000
2021-12-15,61503180000
2021-12-16,59482590000
2021-12-17,60432440000
2021-12-20,58749400000
2021-12-21,59575220000
2021-12-22,59471600000
2021-12-23,60019530000
2021-12-27,60391620000
2021-12-28,59670990000
2021-12-29,59322450000
2021-12-30,60325680000
2021-12-31,59729080000
2022-01-03,59796590000
2022-01-04,58460520000
2022-01-05,57757160000
2022-01-06,59492010000
2022-01-07,58146520000
2022-01-10,56877959999
2022-01-11,66536600000
2022-01-12,64899090000
2022-01-13,62723070000
2022-01-14,63606980000
2022-01-18,60151410000
2022-01-19,60344520000
2022-01-20,59729080000
2022-01-21,57452580000
2022-01-24,57298720000
2022-01-25,54127320000
2022-01-26,52089459999
2022-01-27,50924520000
2022-01-28,52117720000
2022-01-31,54764740000
2022-02-01,55962650000
2022-02-02,55928110000
2022-02-03,55995620000
2022-02-04,56265660000
2022-02-07,55879440000
2022-02-08,55698890000
2022-02-09,57754020000
2022-02-10,56218560000
2022-02-11,51951300000
2022-02-14,51723650000
2022-02-15,53712840000
2022-02-16,52416020000
2022-02-17,49900879999
2022-02-18,48979290000
2022-02-22,50218020000
2022-02-23,49498959999
2022-02-24,50853870000
2022-02-25,51729930000
2022-02-28,51276200000
2022-03-01,51849250000
2022-03-02,51839830000
2022-03-03,52116150000
2022-03-04,50800490000
2022-03-07,49663810000
2022-03-08,49222640000
2022-03-09,50979470000
2022-03-10,49618280000
2022-03-11,47707590000
2022-03-14,48059270000
2022-03-15,49079770000
2022-03-16,51276200000
2022-03-17,53106820000
2022-03-18,54339270000
2022-03-21,54479000000
2022-03-22,54981400000
2022-03-23,53347030000
2022-03-24,53858850000
2022-03-25,53650040000
2022-03-28,54491560000
2022-03-29,56103950000
2022-03-30,55270280000
2022-03-31,54855800000
2022-04-01,57132300000
2022-04-04,57391350000
2022-04-05,57122879999
2022-04-06,56287640000
2022-04-07,57776000000
2022-04-08,56940760000
2022-04-11,55150959999
2022-04-12,54100629999
2022-04-13,53905950000
2022-04-14,52828930000
2022-04-18,52728450000
2022-04-19,53736390000
2022-04-20,54034690000
2022-04-21,52719030000
2022-04-22,50659190000
2022-04-25,50098700000
2022-04-26,47326080000
2022-04-27,46713780000
2022-04-28,47580420000
2022-04-29,46574050000
2022-05-02,47233450000
2022-05-03,47209900000
2022-05-04,48305760000
2022-05-05,45800040000
2022-05-06,39100850000
2022-05-09,34646760000
2022-05-10,34488190000
2022-05-11,33448850000
2022-05-12,34134939999
2022-05-13,36668920000
2022-05-16,36697180000
2022-05-17,38185540000
2022-05-18,37650170000
2022-05-19,37797750000
2022-05-20,38227930000
2022-05-23,38475990000
2022-05-24,37720820000
2022-05-25,38056800000
2022-05-26,38240490000
2022-05-27,40515420000
2022-05-31,37598360000
2022-06-01,36926400000
2022-06-02,39019210000
2022-06-03,36576290000
2022-06-06,35576200000
2022-06-07,36591990000
2022-06-08,36664210000
2022-06-09,35241790000
2022-06-10,32057830000
2022-06-13,30506670000
2022-06-14,29737370000
2022-06-15,30399910000
2022-06-16,29479890000
2022-06-17,29404530000
2022-06-21,28768680000
2022-06-22,28508060000
2022-06-23,30387350000
2022-06-24,30447010000
2022-06-27,30355950000
2022-06-28,29426510000
2022-06-29,29269510000
2022-06-30,28944520000
2022-07-01,29993280000
2022-07-05,30304140000
2022-07-06,30676229999
2022-07-07,31745400000
2022-07-08,30935280000
2022-07-11,29880240000
2022-07-12,29514430000
2022-07-13,28445260000
2022-07-14,27825110000
2022-07-15,29705970000
2022-07-18,29404530000
2022-07-19,30558479999
2022-07-20,31503620000
2022-07-21,32499000000
2022-07-22,31665330000
2022-07-25,31323070000
2022-07-26,31288530000
2022-07-27,32525689999
2022-07-28,33558750000
2022-07-29,34018760000
2022-08-01,33850770000
2022-08-02,34404980000
2022-08-03,35026700000
2022-08-04,35368960000
2022-08-05,35131890000
2022-08-08,35007860000
2022-08-09,33723600000
2022-08-10,35686100000
2022-08-11,35708080000
2022-08-12,32707025000
2022-08-15,35574630000
2022-08-16,34513310000
2022-08-17,33444140000
2022-08-18,32822420000
2022-08-19,31831750000
2022-08-22,30706060000
2022-08-23,30589880000
2022-08-24,33087750000
2022-08-25,34150640000
2022-08-26,32243090000
2022-08-29,32998260000
2022-08-30,32224250000
2022-08-31,31657479999
2022-09-01,31497340000
2022-09-02,30782990000
2022-09-06,31560140000
2022-09-07,32302750000
2022-09-08,32547670000
2022-09-09,33024950000
2022-09-12,33360930000
2022-09-13,31261840000
2022-09-14,30907020000
2022-09-15,31709290000
2022-09-16,31381160000
2022-09-19,31213170000
2022-09-20,30567900000
2022-09-21,31112689999
2022-09-22,30377930000
2022-09-23,29889660000
2022-09-26,28906840000
2022-09-27,29333880000
2022-09-28,31602530000
2022-09-29,30428170000
2022-09-30,29954030000
2022-10-03,29583920000
2022-10-04,32399480000
2022-10-05,34526160000
2022-10-06,33609760000
2022-10-07,32576440000
2022-10-10,32157740000
2022-10-11,31467280000
2022-10-12,31326660000
2022-10-13,32017119999
2022-10-14,31492560000
2022-10-17,32723380000
2022-10-18,32971440000
2022-10-19,32347340000
2022-10-20,32965119999
2022-10-21,34761580000
2022-10-24,34850060000
2022-10-25,36358960000
2022-10-26,37499720000
2022-10-27,37425460000
2022-10-28,36814000000
2022-10-31,36153560000
2022-11-01,34622540000
2022-11-02,33334840000
2022-11-03,33484940000
2022-11-04,35448880000
2022-11-07,34316020000
2022-11-08,34450320000
2022-11-09,34104300000
2022-11-10,37934220000
2022-11-11,38352920000
2022-11-14,37062060000
2022-11-15,37681420000
2022-11-16,36622820000
2022-11-17,35499440000
2022-11-18,34848480000
2022-11-21,35458360000
2022-11-22,35102860000
2022-11-23,35088640000
2022-11-25,34600420000
2022-11-28,34271780000
2022-11-29,32954060000
2022-11-30,34456640000
2022-12-01,34895880000
2022-12-02,34564080000
2022-12-05,33789880000
2022-12-06,32544840000
2022-12-07,32946160000
2022-12-08,33246359999
2022-12-09,32487960000
2022-12-12,32946160000
2022-12-13,33300080000
2022-12-14,33176840000
2022-12-15,32778680000
2022-12-16,31527320000
2022-12-19,30271220000
2022-12-20,30250680000
2022-12-21,31198680000
2022-12-22,30933240000
2022-12-23,30215920000
2022-12-27,29825660000
2022-12-28,30147980000
2022-12-29,31859119999
2022-12-30,31947600000
2023-01-03,31737460000
2023-01-04,32012380000
2023-01-05,31781700000
2023-01-06,31895460000
2023-01-09,32754980000
2023-01-10,30723100000
2023-01-11,32239900000
2023-01-12,30612500000
2023-01-13,31775380000
2023-01-17,32617520000
2023-01-18,32522720000
2023-01-19,31028040000
2023-01-20,32293619999
2023-01-23,34188040000
2023-01-24,33993700000
2023-01-25,33344320000
2023-01-26,33619240000
2023-01-27,33816740000
2023-01-30,33195800000
2023-01-31,33843600000
2023-02-01,34210160000
2023-02-02,35540520000
2023-02-03,33853080000
2023-02-06,32974600000
2023-02-07,34086920000
2023-02-08,31363000000
2023-02-09,30945880000
2023-02-10,31059640000
2023-02-13,34118520000
2023-02-14,33627140000
2023-02-15,33819900000
2023-02-16,33467560000
2023-02-17,33469140000
2023-02-21,32048720000
2023-02-22,31870180000
2023-02-23,31947600000
2023-02-24,31061220000
2023-02-27,31110200000
2023-02-28,31473600000
2023-03-01,31369320000
2023-03-02,32630160000
2023-03-03,34951180000
2023-03-06,34069540000
2023-03-07,32936680000
2023-03-08,32868740000
2023-03-09,32009220000
2023-03-10,30653580000
2023-03-13,35856520000
2023-03-14,35689040000
2023-03-15,36047700000
2023-03-16,35542100000
2023-03-17,35478900000
2023-03-20,34723660000
2023-03-21,35014380000
2023-03-22,34314440000
2023-03-23,34278100000
2023-03-24,34760000000
2023-03-27,34415560000
2023-03-28,33786720000
2023-03-29,35080740000
2023-03-30,35591080000
2023-03-31,36742900000
2023-04-03,36343160000
2023-04-04,36374760000
2023-04-05,36485360000
2023-04-06,36338420000
2023-04-10,36294180000
2023-04-11,35986080000
2023-04-12,35847040000
2023-04-13,36761860000
2023-04-14,36025580000
2023-04-17,36335260000
2023-04-18,36068240000
2023-04-19,36594380000
2023-04-20,35636900000
2023-04-21,35973440000
2023-04-24,36193060000
2023-04-25,34553020000
2023-04-26,33331680000
2023-04-27,32293619999
2023-04-28,32478480000
2023-05-01,31964980000
2023-05-02,30835280000
2023-05-03,31053320000
2023-05-04,31015400000
2023-05-05,31546280000
2023-05-08,30920600000
2023-05-09,30693080000
2023-05-10,33099420000
2023-05-11,32897180000
2023-05-12,32958800000
2023-05-15,32366300000
2023-05-16,31903359999
2023-05-17,31201840000
2023-05-18,31803820000
2023-05-19,32367880000
2023-05-22,32998300000
2023-05-23,32290460000
2023-05-24,33598700000
2023-05-25,30577740000
2023-05-26,30950619999
2023-05-30,31103090000
2023-05-31,31070700000
2023-06-01,31456220000
2023-06-02,32754980000
2023-06-05,33268480000
2023-06-06,32085060000
2023-06-07,31968140000
2023-06-08,32029760000
2023-06-09,31683740000
2023-06-12,32886119999
2023-06-13,32680720000
2023-06-14,32364720000
2023-06-15,33169730000
2023-06-16,32527460000
2023-06-20,31936540000
2023-06-21,31579460000
2023-06-22,31939700000
2023-06-23,31863859999
2023-06-26,30317040000
2023-06-27,28981940000
2023-06-28,29152580000
2023-06-29,29307420000
2023-06-30,29623420000
2023-07-03,29722960000
2023-07-05,29550740000
2023-07-06,28831840000
2023-07-07,28964560000
2023-07-10,29062520000
2023-07-11,29201560000
2023-07-12,30328100000
2023-07-13,29835140000
2023-07-14,29569700000
2023-07-17,29094119999
2023-07-18,28492140000
2023-07-19,29155740000
2023-07-20,29098859999
2023-07-21,30097420000
2023-07-24,29715060000
2023-07-25,29917300000
2023-07-26,30208020000
2023-07-27,29972600000
2023-07-28,30405520000
2023-07-31,30359700000
2023-08-01,29907820000
2023-08-02,29950480000
2023-08-03,29283720000
2023-08-04,29651859999
2023-08-07,29580760000
2023-08-08,29413280000
2023-08-09,29149420000
2023-08-10,29248960000
2023-08-11,28515840000
2023-08-14,27672119999
2023-08-15,27811160000
2023-08-16,26787320000
2023-08-17,26814180000
2023-08-18,26420760000
2023-08-21,26450780000
2023-08-22,25744520000
2023-08-23,25902520000
2023-08-24,25216800000
2023-08-25,24976640000
2023-08-28,24995600000
2023-08-29,25584940000
2023-08-30,26237480000
2023-08-31,26104760000
2023-09-01,26616680000
2023-09-05,25189940000
2023-09-06,25278420000
2023-09-07,25098300000
2023-09-08,25020880000
2023-09-11,24450500000
2023-09-12,23767940000
2023-09-13,23821660000
2023-09-14,23777420000
2023-09-15,23091700000
2023-09-18,22500780000
2023-09-19,22203740000
2023-09-20,21859300000
2023-09-21,21066140000
2023-09-22,20925520000
2023-09-25,20762780000
2023-09-26,20367780000
2023-09-27,21061400000
2023-09-28,20911300000
2023-09-29,21690240000
2023-10-02,21693960000
2023-10-03,21293279999
2023-10-04,21992880000
2023-10-05,22169370000
2023-10-06,22263180000
2023-10-09,21908610000
2023-10-10,22067610000
2023-10-11,21929279999
2023-10-12,20733600000
2023-10-13,20528490000
2023-10-16,20889420000
2023-10-17,20967330000
2023-10-18,19787550000
2023-10-19,19076820000
2023-10-20,19022760000
2023-10-23,18995730000
2023-10-24,18459900000
2023-10-25,18114870000
2023-10-26,17749170000
2023-10-27,17365980000
2023-10-30,17151330000
2023-10-31,17397780000
2023-11-01,16958940000
2023-11-02,17849340000
2023-11-03,18590280000
2023-11-06,17941560000
2023-11-07,18205500000
2023-11-08,17601300000
2023-11-09,17009820000
2023-11-10,15640830000
2023-11-13,14753610000
2023-11-14,15500910000
2023-11-15,15927030000
2023-11-16,15136800000
2023-11-17,14996879999
2023-11-20,15519990000
2023-11-21,15259230000
2023-11-22,15543840000
2023-11-24,15636060000
2023-11-27,15049350000
2023-11-28,15349860000
2023-11-29,16149629999
2023-11-30,16210050000
2023-12-01,17456610000
2023-12-04,18180060000
2023-12-05,17769840000
2023-12-06,18124410000
2023-12-07,18623670000
2023-12-08,17957460000
2023-12-11,18704760000
2023-12-12,18704760000
2023-12-13,20140530000
2023-12-14,20906910000
2023-12-15,20208900000
2023-12-18,20526900000
2023-12-19,22185270000
2023-12-20,21767100000
2023-12-21,22296570000
2023-12-22,22260000000
2023-12-26,22361759999
2023-12-27,22662270000
2023-12-28,22598670000
2023-12-29,22139160000
2024-01-02,21879990000
2024-01-03,20724060000
2024-01-04,20897370000
2024-01-05,20746320000
2024-01-08,21251940000
2024-01-09,22218660000
2024-01-10,22360170000
2024-01-11,22420590000
2024-01-12,21948360000
2024-01-16,21487259999
2024-01-17,21236040000
2024-01-18,21344160000
2024-01-19,21604920000
2024-01-22,22081920000
2024-01-23,22379250000
2024-01-24,22420590000
2024-01-25,22698840000
2024-01-26,22360170000
2024-01-29,23328480000
2024-01-30,23404800000
2024-01-31,22738590000
2024-02-01,23172660000
2024-02-02,22929390000
2024-02-05,22614570000
2024-02-06,23037509999
2024-02-07,22727460000
2024-02-08,22789470000
2024-02-09,21916560000
2024-02-12,22253640000
2024-02-13,21264660000
2024-02-14,22377660000
2024-02-15,23225130000
2024-02-16,22802190000
2024-02-20,22267950000
2024-02-21,21689190000
2024-02-22,21552450000
2024-02-23,21147000000
2024-02-26,21778230000
2024-02-27,22221840000
2024-02-28,22415820000
2024-02-29,22232970000
2024-03-01,22339500000
2024-03-04,21894300000
2024-03-05,21414120000
2024-03-06,21485670000
2024-03-07,21624000000
2024-03-08,21533370000
2024-03-11,22110540000
