,CSCO
2004-08-24,125865950000
2004-08-25,128188200000
2004-08-26,127192950000
2004-08-27,129183450000
2004-08-30,126264050000
2004-08-31,124472600000
2004-09-01,126662150000
2004-09-02,128055500000
2004-09-03,124406250000
2004-09-07,126396750000
2004-09-08,128121849999
2004-09-09,132235550000
2004-09-10,135752100000
2004-09-13,134358750000
2004-09-14,135022250000
2004-09-15,129780599999
2004-09-16,129979650000
2004-09-17,127126600000
2004-09-20,128055500000
2004-09-21,130377749999
2004-09-22,125799600000
2004-09-23,125401499999
2004-09-24,122083999999
2004-09-27,119695400000
2004-09-28,119894450000
2004-09-29,121486849999
2004-09-30,120093500000
2004-10-01,125600550000
2004-10-04,125799600000
2004-10-05,126728500000
2004-10-06,129581550000
2004-10-07,126927550000
2004-10-08,124605300000
2004-10-11,125932300000
2004-10-12,127126600000
2004-10-13,125136100000
2004-10-14,123344650000
2004-10-15,122614800000
2004-10-18,123742749999
2004-10-19,124074500000
2004-10-20,122415750000
2004-10-21,123610050000
2004-10-22,121221450000
2004-10-25,119828099999
2004-10-26,120159850000
2004-10-27,123079250000
2004-10-28,125733250000
2004-10-29,127458350000
2004-11-01,125594460000
2004-11-02,125790090000
2004-11-03,125724880000
2004-11-04,127289920000
2004-11-05,130224370000
2004-11-08,130224370000
2004-11-09,128789750000
2004-11-10,120247240000
2004-11-11,122203539999
2004-11-12,125594460000
2004-11-15,127485550000
2004-11-16,126376980000
2004-11-17,127420340000
2004-11-18,127289920000
2004-11-19,123964210000
2004-11-22,124877149999
2004-11-23,123899000000
2004-11-24,125268410000
2004-11-26,125398830000
2004-11-29,123507740000
2004-11-30,122268750000
2004-12-01,124877149999
2004-12-02,125203200000
2004-12-03,126703030000
2004-12-06,129246220000
2004-12-07,128659330000
2004-12-08,129115800000
2004-12-09,126507399999
2004-12-10,126637820000
2004-12-13,125659670000
2004-12-14,125724880000
2004-12-15,126507399999
2004-12-16,126507399999
2004-12-17,123833789999
2004-12-20,124225050000
2004-12-21,126246560000
2004-12-22,125985720000
2004-12-23,126833450000
2004-12-27,125855300000
2004-12-28,125594460000
2004-12-29,125920509999
2004-12-30,126637820000
2004-12-31,125985720000
2005-01-03,125985720000
2005-01-04,121029759999
2005-01-05,121094970000
2005-01-06,122920850000
2005-01-07,122073120000
2005-01-10,122073120000
2005-01-11,121551440000
2005-01-12,123442530000
2005-01-13,122464380000
2005-01-14,123116480000
2005-01-18,122203539999
2005-01-19,118356149999
2005-01-20,119464720000
2005-01-21,117443210000
2005-01-24,115747750000
2005-01-25,114182710000
2005-01-26,115356490000
2005-01-27,118551780000
2005-01-28,116725899999
2005-01-31,116087400000
2005-02-01,116666550000
2005-02-02,116795249999
2005-02-03,112741200000
2005-02-04,115186499999
2005-02-07,116859600000
2005-02-08,117374399999
2005-02-09,113449050000
2005-02-10,113127299999
2005-02-11,113899500000
2005-02-14,115636950000
2005-02-15,115315200000
2005-02-16,113963850000
2005-02-17,112290750000
2005-02-18,111325500000
2005-02-22,111389849999
2005-02-23,111196800000
2005-02-24,110553300000
2005-02-25,110682000000
2005-02-28,112097700000
2005-03-01,112612500000
2005-03-02,114156899999
2005-03-03,114543000000
2005-03-04,116087400000
2005-03-07,117374399999
2005-03-08,116602200000
2005-03-09,119240550000
2005-03-10,120398850000
2005-03-11,118725750000
2005-03-14,119304900000
2005-03-15,117438750000
2005-03-16,116280450000
2005-03-17,116023050000
2005-03-18,114543000000
2005-03-21,115443900000
2005-03-22,115315200000
2005-03-23,114221250000
2005-03-24,115057800000
2005-03-28,115122150000
2005-03-29,114221250000
2005-03-30,116023050000
2005-03-31,115122150000
2005-04-01,113899500000
2005-04-04,113706450000
2005-04-05,114671700000
2005-04-06,114349950000
2005-04-07,116795249999
2005-04-08,115186499999
2005-04-11,115765649999
2005-04-12,117374399999
2005-04-13,115830000000
2005-04-14,114607349999
2005-04-15,110682000000
2005-04-18,109523700000
2005-04-19,110553300000
2005-04-20,110617650000
2005-04-21,113770800000
2005-04-22,112162050000
2005-04-25,112483800000
2005-04-26,111196800000
2005-04-27,111003750000
2005-04-28,110295900000
2005-04-29,111132450000
2005-05-02,109790860000
2005-05-03,110108909999
2005-05-04,112271649999
2005-05-05,114498000000
2005-05-06,114625220000
2005-05-09,115833810000
2005-05-10,115833810000
2005-05-11,117996550000
2005-05-12,118950700000
2005-05-13,120159290000
2005-05-16,121431490000
2005-05-17,121240659999
2005-05-18,122385639999
2005-05-19,123276180000
2005-05-20,123848670000
2005-05-23,124357550000
2005-05-24,127220000000
2005-05-25,124802820000
2005-05-26,126583899999
2005-05-27,125884190000
2005-05-31,123403399999
2005-06-01,124866430000
2005-06-02,126456680000
2005-06-03,123403399999
2005-06-06,123276180000
2005-06-07,123467010000
2005-06-08,123467010000
2005-06-09,123848670000
2005-06-10,122385639999
2005-06-13,122767300000
2005-06-14,122003980000
2005-06-15,122894520000
2005-06-16,124230330000
2005-06-17,124230330000
2005-06-20,124675600000
2005-06-21,125756970000
2005-06-22,125947800000
2005-06-23,125820580000
2005-06-24,122767300000
2005-06-27,121049830000
2005-06-28,121876760000
2005-06-29,123148960000
2005-06-30,121367879999
2005-07-01,120795389999
2005-07-05,119714020000
2005-07-06,119714020000
2005-07-07,119841240000
2005-07-08,122830909999
2005-07-11,124293940000
2005-07-12,125820580000
2005-07-13,127029170000
2005-07-14,126838340000
2005-07-15,126520290000
2005-07-18,124993649999
2005-07-19,128301370000
2005-07-20,127983320000
2005-07-21,124421159999
2005-07-22,122894520000
2005-07-25,119904850000
2005-07-26,121240659999
2005-07-27,122003980000
2005-07-28,122767300000
2005-07-29,121813149999
2005-08-01,120278700000
2005-08-02,121715049999
2005-08-03,122027300000
2005-08-04,121340350000
2005-08-05,120528500000
2005-08-08,120216250000
2005-08-09,122464450000
2005-08-10,113971250000
2005-08-11,112784699999
2005-08-12,111161000000
2005-08-15,110598950000
2005-08-16,110099350000
2005-08-17,111410800000
2005-08-18,110286700000
2005-08-19,111285900000
2005-08-22,110474050000
2005-08-23,110911200000
2005-08-24,109412400000
2005-08-25,109162600000
2005-08-26,108662999999
2005-08-29,110161800000
2005-08-30,109349950000
2005-08-31,110036900000
2005-09-01,110224249999
2005-09-02,110661400000
2005-09-06,113659000000
2005-09-07,114907999999
2005-09-08,114720650000
2005-09-09,116032099999
2005-09-12,115407600000
2005-09-13,113971250000
2005-09-14,111410800000
2005-09-15,112597350000
2005-09-16,115032900000
2005-09-19,113471650000
2005-09-20,112222650000
2005-09-21,111473250000
2005-09-22,113096950000
2005-09-23,112722250000
2005-09-26,111910400000
2005-09-27,110661400000
2005-09-28,111910400000
2005-09-29,111535700000
2005-09-30,111910400000
2005-10-03,110786299999
2005-10-04,110349150000
2005-10-05,109287500000
2005-10-06,110723850000
2005-10-07,110099350000
2005-10-10,109225049999
2005-10-11,107351550000
2005-10-12,108850350000
2005-10-13,108038500000
2005-10-14,107851150000
2005-10-17,107226650000
2005-10-18,106040100000
2005-10-19,107414000000
2005-10-20,105727850000
2005-10-21,106352350000
2005-10-24,107164200000
2005-10-25,106914400000
2005-10-26,106789500000
2005-10-27,106477250000
2005-10-28,107039300000
2005-10-31,107247700000
2005-11-01,107432080000
2005-11-02,108353980000
2005-11-03,107616460000
2005-11-04,109829020000
2005-11-07,109706100000
2005-11-08,109767560000
2005-11-09,109091500000
2005-11-10,105403899999
2005-11-11,107370620000
2005-11-14,106633100000
2005-11-15,106141420000
2005-11-16,105834120000
2005-11-17,106756020000
2005-11-18,104604920000
2005-11-21,104850759999
2005-11-22,106202880000
2005-11-23,107186240000
2005-11-25,107862300000
2005-11-28,107432080000
2005-11-29,107616460000
2005-11-30,107800840000
2005-12-01,108722740000
2005-12-02,108415440000
2005-12-05,107555000000
2005-12-06,107923759999
2005-12-07,109275880000
2005-12-08,108415440000
2005-12-09,107862300000
2005-12-12,107677920000
2005-12-13,107555000000
2005-12-14,108722740000
2005-12-15,109152960000
2005-12-16,107677920000
2005-12-19,107370620000
2005-12-20,106387259999
2005-12-21,105772660000
2005-12-22,106264340000
2005-12-23,106633100000
2005-12-27,106018500000
2005-12-28,106264340000
2005-12-29,105957039999
2005-12-30,105219520000
2006-01-03,107247700000
2006-01-04,109706100000
2006-01-05,112779100000
2006-01-06,115360420000
2006-01-09,117142759999
2006-01-10,116589620000
2006-01-11,119232399999
2006-01-12,118003200000
2006-01-13,116282320000
2006-01-17,114807280000
2006-01-18,115114580000
2006-01-19,116896920000
2006-01-20,113762460000
2006-01-23,111611360000
2006-01-24,112656179999
2006-01-25,114131220000
2006-01-26,114192679999
2006-01-27,115421880000
2006-01-30,116362400000
2006-01-31,114391200000
2006-02-01,114452799999
2006-02-02,113159200000
2006-02-03,111803999999
2006-02-06,109832799999
2006-02-07,111434400000
2006-02-08,119503999999
2006-02-09,120428000000
2006-02-10,121721600000
2006-02-13,120428000000
2006-02-14,121352000000
2006-02-15,122830400000
2006-02-16,123076800000
2006-02-17,122337600000
2006-02-21,120612799999
2006-02-22,121167200000
2006-02-23,121475200000
2006-02-24,122276000000
2006-02-27,123015200000
2006-02-28,124678399999
2006-03-01,129729599999
2006-03-02,128620800000
2006-03-03,129606400000
2006-03-06,129668000000
2006-03-07,128559200000
2006-03-08,128497600000
2006-03-09,125910400000
2006-03-10,128251200000
2006-03-13,128497600000
2006-03-14,130900000000
2006-03-15,132070400000
2006-03-16,130900000000
2006-03-17,133179200000
2006-03-20,133548800000
2006-03-21,131885600000
2006-03-22,131947200000
2006-03-23,131885600000
2006-03-24,131577600000
2006-03-27,133610400000
2006-03-28,131392799999
2006-03-29,132871200000
2006-03-30,135335200000
2006-03-31,133487200000
2006-04-03,132994400000
2006-04-04,132809599999
2006-04-05,133610400000
2006-04-06,130468800000
2006-04-07,128189599999
2006-04-10,129298399999
2006-04-11,129544800000
2006-04-12,129483200000
2006-04-13,130468800000
2006-04-17,128497600000
2006-04-18,132255200000
2006-04-19,130961600000
2006-04-20,129544800000
2006-04-21,127388800000
2006-04-24,124986400000
2006-04-25,126095200000
2006-04-26,127696800000
2006-04-27,129236800000
2006-04-28,129052000000
2006-05-01,127436800000
2006-05-02,130051200000
2006-05-03,130659199999
2006-05-04,132908800000
2006-05-05,132240000000
2006-05-08,132300800000
2006-05-09,131814400000
2006-05-10,126160000000
2006-05-11,121904000000
2006-05-12,123667200000
2006-05-15,125004799999
2006-05-16,122876800000
2006-05-17,122694400000
2006-05-18,123363200000
2006-05-19,126889600000
2006-05-22,125248000000
2006-05-23,123849600000
2006-05-24,124579199999
2006-05-25,124761600000
2006-05-26,123484799999
2006-05-30,120201600000
2006-05-31,119654400000
2006-06-01,124640000000
2006-06-02,124275200000
2006-06-05,120870400000
2006-06-06,122633600000
2006-06-07,121052800000
2006-06-08,120931200000
2006-06-09,121417600000
2006-06-12,118438400000
2006-06-13,117708800000
2006-06-14,119228800000
2006-06-15,122937600000
2006-06-16,121478400000
2006-06-19,120505600000
2006-06-20,119958400000
2006-06-21,122025600000
2006-06-22,119715200000
2006-06-23,119228800000
2006-06-26,119168000000
2006-06-27,117344000000
2006-06-28,117830400000
2006-06-29,121052800000
2006-06-30,118742400000
2006-07-03,121600000000
2006-07-05,119168000000
2006-07-06,119350400000
2006-07-07,117891200000
2006-07-10,115337600000
2006-07-11,113635200000
2006-07-12,111020800000
2006-07-13,109561600000
2006-07-14,109075200000
2006-07-17,109257600000
2006-07-18,108710400000
2006-07-19,109440000000
2006-07-20,108710400000
2006-07-21,106156800000
2006-07-24,109136000000
2006-07-25,109865600000
2006-07-26,109075200000
2006-07-27,107555200000
2006-07-28,109926399999
2006-07-31,108370680000
2006-08-01,105946280000
2006-08-02,105946280000
2006-08-03,106431159999
2006-08-04,104491639999
2006-08-07,105522010000
2006-08-08,104794690000
2006-08-09,119886580000
2006-08-10,118553159999
2006-08-11,118431940000
2006-08-14,121765490000
2006-08-15,125159649999
2006-08-16,127887100000
2006-08-17,126371850000
2006-08-18,126432460000
2006-08-21,126735510000
2006-08-22,128735639999
2006-08-23,127584050000
2006-08-24,127826490000
2006-08-25,127584050000
2006-08-28,129766010000
2006-08-29,131402480000
2006-08-30,131341870000
2006-08-31,133281389999
2006-09-01,134978470000
2006-09-05,133887490000
2006-09-06,131463090000
2006-09-07,130553940000
2006-09-08,131826750000
2006-09-11,133099560000
2006-09-12,137281649999
2006-09-13,137281649999
2006-09-14,137584700000
2006-09-15,137705920000
2006-09-18,138433240000
2006-09-19,137948360000
2006-09-20,141039470000
2006-09-21,139463610000
2006-09-22,138675680000
2006-09-25,140797030000
2006-09-26,142433500000
2006-09-27,141524350000
2006-09-28,142312280000
2006-09-29,139281780000
2006-10-02,139281780000
2006-10-03,141888010000
2006-10-04,145039730000
2006-10-05,144857900000
2006-10-06,146009490000
2006-10-09,147342910000
2006-10-10,147464130000
2006-10-11,147888400000
2006-10-12,148191450000
2006-10-13,148676330000
2006-10-16,149039990000
2006-10-17,148373280000
2006-10-18,146554980000
2006-10-19,146433760000
2006-10-20,148797550000
2006-10-23,148070230000
2006-10-24,147524740000
2006-10-25,147221690000
2006-10-26,146615590000
2006-10-27,143766920000
2006-10-30,144762300000
2006-10-31,146155410000
2006-11-01,145973700000
2006-11-02,145670850000
2006-11-03,143974890000
2006-11-06,149486760000
2006-11-07,150455880000
2006-11-08,152030700000
2006-11-09,161782470000
2006-11-10,161964180000
2006-11-13,161600760000
2006-11-14,161358480000
2006-11-15,161116200000
2006-11-16,164447550000
2006-11-17,163115010000
2006-11-20,164205270000
2006-11-21,162327600000
2006-11-22,162993870000
2006-11-24,162569880000
2006-11-27,156270600000
2006-11-28,163720710000
2006-11-29,164023560000
2006-11-30,162993870000
2006-12-01,161661330000
2006-12-04,165053250000
2006-12-05,163781280000
2006-12-06,164084130000
2006-12-07,162812160000
2006-12-08,163417860000
2006-12-11,164205270000
2006-12-12,164023560000
2006-12-13,165053250000
2006-12-14,165416670000
2006-12-15,166930920000
2006-12-18,167233770000
2006-12-19,167354910000
2006-12-20,165901230000
2006-12-21,165295530000
2006-12-22,163115010000
2006-12-26,164689830000
2006-12-27,165356100000
2006-12-28,166082940000
2006-12-29,165537810000
2007-01-03,167960610000
2007-01-04,172382220000
2007-01-05,172442790000
2007-01-08,173411910000
2007-01-09,172442790000
2007-01-10,173714760000
2007-01-11,173775330000
2007-01-12,175168440000
2007-01-16,169838280000
2007-01-17,163417860000
2007-01-18,160207650000
2007-01-19,161721900000
2007-01-22,160692210000
2007-01-23,157724280000
2007-01-24,162872730000
2007-01-25,158814540000
2007-01-26,159601950000
2007-01-29,158151140000
2007-01-30,158392500000
2007-01-31,160625080000
2007-02-01,160444060000
2007-02-02,163762760000
2007-02-05,165995340000
2007-02-06,164607520000
2007-02-07,169495060000
2007-02-08,169796760000
2007-02-09,167202140000
2007-02-12,166176360000
2007-02-13,164004120000
2007-02-14,165693640000
2007-02-15,166297040000
2007-02-16,166055680000
2007-02-20,166900440000
2007-02-21,165210920000
2007-02-22,165331600000
2007-02-23,165995340000
2007-02-26,164366160000
2007-02-27,155134140000
2007-02-28,156521960000
2007-03-01,155978900000
2007-03-02,152660200000
2007-03-05,153625640000
2007-03-06,156642640000
2007-03-07,156099580000
2007-03-08,157789100000
2007-03-09,157366720000
2007-03-12,157909780000
2007-03-13,153867000000
2007-03-14,155978900000
2007-03-15,155737540000
2007-03-16,156823660000
2007-03-19,158694200000
2007-03-20,158935560000
2007-03-21,161650860000
2007-03-22,159116580000
2007-03-23,158030460000
2007-03-26,158935560000
2007-03-27,156461620000
2007-03-28,155073800000
2007-03-29,153444620000
2007-03-30,154048020000
2007-04-02,153263600000
2007-04-03,155978900000
2007-04-04,157487400000
2007-04-05,157246040000
2007-04-09,158090800000
2007-04-10,156823660000
2007-04-11,155616860000
2007-04-12,156702980000
2007-04-13,160987120000
2007-04-16,160625080000
2007-04-17,161952560000
2007-04-18,162133580000
2007-04-19,160987120000
2007-04-20,162857660000
2007-04-23,160383720000
2007-04-24,158875220000
2007-04-25,161590520000
2007-04-26,160202700000
2007-04-27,163099020000
2007-04-30,162151360000
2007-05-01,162879040000
2007-05-02,167790880000
2007-05-03,167972800000
2007-05-04,169246240000
2007-05-07,168639840000
2007-05-08,171975040000
2007-05-09,160756640000
2007-05-10,159422560000
2007-05-11,161484320000
2007-05-14,159422560000
2007-05-15,158452320000
2007-05-16,160574720000
2007-05-17,159361920000
2007-05-18,158937440000
2007-05-21,160089600000
2007-05-22,159907680000
2007-05-23,157482080000
2007-05-24,154025600000
2007-05-25,154753280000
2007-05-29,157057600000
2007-05-30,160028960000
2007-05-31,163242880000
2007-06-01,162879040000
2007-06-04,163788640000
2007-06-05,164940800000
2007-06-06,161302400000
2007-06-07,156754400000
2007-06-08,160574720000
2007-06-11,159604480000
2007-06-12,158027840000
2007-06-13,160877920000
2007-06-14,162697120000
2007-06-15,166092960000
2007-06-18,165001440000
2007-06-19,165547200000
2007-06-20,164940800000
2007-06-21,165668480000
2007-06-22,163242880000
2007-06-25,163909920000
2007-06-26,164637600000
2007-06-27,165365280000
2007-06-28,168882400000
2007-06-29,168882400000
2007-07-02,169124960000
2007-07-03,170398400000
2007-07-05,172035680000
2007-07-06,172642080000
2007-07-09,172520800000
2007-07-10,171671840000
2007-07-11,174400640000
2007-07-12,180707200000
2007-07-13,181252960000
2007-07-16,181252960000
2007-07-17,180282720000
2007-07-18,178524160000
2007-07-19,181556160000
2007-07-20,179433760000
2007-07-23,183496640000
2007-07-24,180464640000
2007-07-25,181374240000
2007-07-26,179918880000
2007-07-27,175674080000
2007-07-30,179505630000
2007-07-31,175975170000
2007-08-01,181209990000
2007-08-02,183401310000
2007-08-03,179323020000
2007-08-06,179566500000
2007-08-07,180723030000
2007-08-08,192836160000
2007-08-09,191131800000
2007-08-10,191070930000
2007-08-13,187662210000
2007-08-14,184192620000
2007-08-15,182123040000
2007-08-16,178349100000
2007-08-17,182549130000
2007-08-20,181149120000
2007-08-21,183218700000
2007-08-22,184192620000
2007-08-23,184253490000
2007-08-24,187053510000
2007-08-27,189305700000
2007-08-28,185105670000
2007-08-29,188697000000
2007-08-30,191314410000
2007-08-31,194297040000
2007-09-04,196731840000
2007-09-05,196123140000
2007-09-06,193810080000
2007-09-07,191862240000
2007-09-10,193201380000
2007-09-11,195757919999
2007-09-12,193444860000
2007-09-13,191801370000
2007-09-14,192105720000
2007-09-17,191740500000
2007-09-18,195027480000
2007-09-19,195331830000
2007-09-20,196062270000
2007-09-21,196610099999
2007-09-24,194053560000
2007-09-25,197462280000
2007-09-26,200810130000
2007-09-27,202271009999
2007-09-28,201662310000
2007-10-01,200810130000
2007-10-02,200931870000
2007-10-03,197523150000
2007-10-04,195697050000
2007-10-05,198740550000
2007-10-08,199105770000
2007-10-09,201357960000
2007-10-10,202514490000
2007-10-11,199653599999
2007-10-12,200384040000
2007-10-15,199592730000
2007-10-16,196549230000
2007-10-17,197584020000
2007-10-18,198923160000
2007-10-19,191740500000
2007-10-22,190949190000
2007-10-23,191983980000
2007-10-24,190279620000
2007-10-25,189792660000
2007-10-26,194175300000
2007-10-29,194784099999
2007-10-30,195986100000
2007-10-31,198690600000
2007-11-01,193401800000
2007-11-02,195385100000
2007-11-05,198810800000
2007-11-06,204820800000
2007-11-07,196827500000
2007-11-08,178076300000
2007-11-09,171765800000
2007-11-12,174951100000
2007-11-13,181141400000
2007-11-14,178557100000
2007-11-15,176093000000
2007-11-16,179939400000
2007-11-19,176874300000
2007-11-20,174530400000
2007-11-21,169782500000
2007-11-23,172426900000
2007-11-26,165275000000
2007-11-27,165214900000
2007-11-28,168580500000
2007-11-29,169181500000
2007-11-30,168400200000
2007-12-03,165695700000
2007-12-04,162029600000
2007-12-05,165154800000
2007-12-06,167017900000
2007-12-07,164974500000
2007-12-10,166236600000
2007-12-11,168400200000
2007-12-12,173088000000
2007-12-13,174650600000
2007-12-14,172186500000
2007-12-17,167979500000
2007-12-18,169181500000
2007-12-19,169421900000
2007-12-20,169962800000
2007-12-21,171886000000
2007-12-24,172607200000
2007-12-26,170563800000
2007-12-27,167017900000
2007-12-28,165635600000
2007-12-31,162690700000
2008-01-02,159505400000
2008-01-03,160767500000
2008-01-04,156981200000
2008-01-07,157041300000
2008-01-08,152834300000
2008-01-09,157702400000
2008-01-10,157702400000
2008-01-11,155478700000
2008-01-14,158002900000
2008-01-15,155358500000
2008-01-16,151151500000
2008-01-17,146223300000
2008-01-18,146043000000
2008-01-22,140754200000
2008-01-23,144420300000
2008-01-24,150911100000
2008-01-25,145442000000
2008-01-28,143202200000
2008-01-29,142964520000
2008-01-30,144747120000
2008-01-31,145579000000
2008-02-01,148193480000
2008-02-04,141538440000
2008-02-05,138210920000
2008-02-06,137141359999
2008-02-07,138923960000
2008-02-08,139874680000
2008-02-11,139755840000
2008-02-12,139221060000
2008-02-13,142964520000
2008-02-14,139815260000
2008-02-15,138448600000
2008-02-19,135952960000
2008-02-20,137854400000
2008-02-21,137794980000
2008-02-22,140231200000
2008-02-25,141419600000
2008-02-26,143023940000
2008-02-27,148252900000
2008-02-28,146529720000
2008-02-29,144925380000
2008-03-03,144984800000
2008-03-04,144331180000
2008-03-05,144212340000
2008-03-06,142251480000
2008-03-07,143261620000
2008-03-10,142548580000
2008-03-11,149441300000
2008-03-12,149381880000
2008-03-13,148252900000
2008-03-14,144509440000
2008-03-17,144331180000
2008-03-18,151996360000
2008-03-19,145400740000
2008-03-20,147183340000
2008-03-24,152352880000
2008-03-25,153006500000
2008-03-26,147242760000
2008-03-27,143677560000
2008-03-28,143083360000
2008-03-31,143142780000
2008-04-01,148431160000
2008-04-02,148312320000
2008-04-03,143974660000
2008-04-04,144925380000
2008-04-07,142251480000
2008-04-08,142370320000
2008-04-09,139815260000
2008-04-10,142845680000
2008-04-11,138923960000
2008-04-14,138508020000
2008-04-15,137319620000
2008-04-16,141597860000
2008-04-17,141954380000
2008-04-18,145638420000
2008-04-21,147896380000
2008-04-22,148074640000
2008-04-23,151164480000
2008-04-24,154670260000
2008-04-25,152115200000
2008-04-28,149615700000
2008-04-29,150560020000
2008-04-30,151327280000
2008-05-01,157406340000
2008-05-02,157878500000
2008-05-05,155104560000
2008-05-06,155399660000
2008-05-07,152153560000
2008-05-08,151681400000
2008-05-09,150441980000
2008-05-12,152507680000
2008-05-13,152802780000
2008-05-14,151976500000
2008-05-15,156403000000
2008-05-16,156462020000
2008-05-19,155635740000
2008-05-20,152566700000
2008-05-21,149733740000
2008-05-22,150973160000
2008-05-23,148140200000
2008-05-27,151032180000
2008-05-28,150737080000
2008-05-29,154691420000
2008-05-30,157701440000
2008-06-02,155517700000
2008-06-03,155458680000
2008-06-04,157937520000
2008-06-05,162541080000
2008-06-06,156639080000
2008-06-09,155989860000
2008-06-10,155576720000
2008-06-11,151386300000
2008-06-12,153215920000
2008-06-13,155635740000
2008-06-16,155045540000
2008-06-17,153274940000
2008-06-18,149202560000
2008-06-19,150619040000
2008-06-20,145425280000
2008-06-23,144894100000
2008-06-24,144480960000
2008-06-25,145779400000
2008-06-26,140585640000
2008-06-27,139346220000
2008-06-30,137280520000
2008-07-01,136631299999
2008-07-02,134801680000
2008-07-03,136454240000
2008-07-07,133208140000
2008-07-08,135037760000
2008-07-09,127365159999
2008-07-10,130611260000
2008-07-11,128781640000
2008-07-14,125712600000
2008-07-15,124178080000
2008-07-16,124532200000
2008-07-17,127011040000
2008-07-18,127837320000
2008-07-21,128899680000
2008-07-22,129253799999
2008-07-23,130847340000
2008-07-24,128427520000
2008-07-25,132381860000
2008-07-28,129264380000
2008-07-29,131852020000
2008-07-30,130381770000
2008-07-31,129323189999
2008-08-01,129323189999
2008-08-04,129323189999
2008-08-05,133204649999
2008-08-06,140732330000
2008-08-07,138673980000
2008-08-08,142614250000
2008-08-11,144790220000
2008-08-12,144084500000
2008-08-13,142967110000
2008-08-14,145084270000
2008-08-15,146495710000
2008-08-18,144025690000
2008-08-19,142555440000
2008-08-20,142496630000
2008-08-21,142496630000
2008-08-22,145319510000
2008-08-25,142379010000
2008-08-26,141790910000
2008-08-27,143319970000
2008-08-28,145025460000
2008-08-29,141438050000
2008-09-02,139673750000
2008-09-03,137086110000
2008-09-04,131028680000
2008-09-05,130911060000
2008-09-08,137438970000
2008-09-09,135086570000
2008-09-10,135204189999
2008-09-11,135557050000
2008-09-12,137968260000
2008-09-15,131616780000
2008-09-16,134086800000
2008-09-17,128205800000
2008-09-18,134086800000
2008-09-19,142849490000
2008-09-22,135909910000
2008-09-23,133675130000
2008-09-24,134086800000
2008-09-25,138085880000
2008-09-26,140085420000
2008-09-29,128146990000
2008-09-30,132675360000
2008-10-01,129087950000
2008-10-02,124677200000
2008-10-03,124971250000
2008-10-06,120325260000
2008-10-07,110798040000
2008-10-08,107857540000
2008-10-09,101094390000
2008-10-10,101329630000
2008-10-13,113326870000
2008-10-14,109033740000
2008-10-15,97448170000
2008-10-16,104387750000
2008-10-17,105328710000
2008-10-20,111503760000
2008-10-21,105034660000
2008-10-22,102388210000
2008-10-23,101388439999
2008-10-24,95919110000
2008-10-27,94094320000
2008-10-28,107076880000
2008-10-29,104503760000
2008-10-30,104035920000
2008-10-31,103918960000
2008-11-03,100585600000
2008-11-04,107193839999
2008-11-05,101696720000
2008-11-06,99065120000
2008-11-07,102807839999
2008-11-10,102749360000
2008-11-11,100468640000
2008-11-12,96784400000
2008-11-13,100936480000
2008-11-14,97193760000
2008-11-17,94796080000
2008-11-18,96199600000
2008-11-19,88187840000
2008-11-20,84620560000
2008-11-21,88714160000
2008-11-24,95907199999
2008-11-25,90176160000
2008-11-26,95848720000
2008-11-28,96725920000
2008-12-01,87486080000
2008-12-02,89591360000
2008-12-03,93626480000
2008-12-04,89649840000
2008-12-05,93217120000
2008-12-08,100878000000
2008-12-09,100351680000
2008-12-10,101345839999
2008-12-11,98889680000
2008-12-12,99357519999
2008-12-15,98480320000
2008-12-16,101872160000
2008-12-17,98480320000
2008-12-18,97427680000
2008-12-19,97310720000
2008-12-22,95731760000
2008-12-23,94971519999
2008-12-24,95614800000
2008-12-26,95146960000
2008-12-29,93626480000
2008-12-30,94913040000
2008-12-31,95322400000
2009-01-02,99182080000
2009-01-05,100059280000
2009-01-06,104035920000
2009-01-07,101287360000
2009-01-08,102573920000
2009-01-09,97661600000
2009-01-12,95907199999
2009-01-13,96199600000
2009-01-14,92047520000
2009-01-15,92456880000
2009-01-16,92515360000
2009-01-20,87778480000
2009-01-21,91813600000
2009-01-22,89883760000
2009-01-23,92924720000
2009-01-26,94621500000
2009-01-27,97117650000
2009-01-28,97988400000
2009-01-29,92473650000
2009-01-30,86900850000
2009-02-02,88874550000
2009-02-03,90674100000
2009-02-04,91951200000
2009-02-05,94911750000
2009-02-06,98917200000
2009-02-09,97814250000
2009-02-10,93170250000
2009-02-11,93866850000
2009-02-12,94041000000
2009-02-13,93460500000
2009-02-17,88758450000
2009-02-18,89222850000
2009-02-19,87307200000
2009-02-20,87539400000
2009-02-23,83359800000
2009-02-24,87016950000
2009-02-25,85739850000
2009-02-26,84114450000
2009-02-27,84578850000
2009-03-02,83127600000
2009-03-03,83533950000
2009-03-04,88526250000
2009-03-05,84462750000
2009-03-06,82314900000
2009-03-09,79064100000
2009-03-10,84985200000
2009-03-11,87191100000
2009-03-12,90035550000
2009-03-13,90035550000
2009-03-16,89687250000
2009-03-17,93692700000
2009-03-18,95782500000
2009-03-19,94215150000
2009-03-20,92357550000
2009-03-23,98568900000
2009-03-24,96827400000
2009-03-25,96188850000
2009-03-26,100484550000
2009-03-27,98394750000
2009-03-30,94679550000
2009-03-31,97349850000
2009-04-01,101355300000
2009-04-02,105302700000
2009-04-03,105418800000
2009-04-06,101761650000
2009-04-07,97814250000
2009-04-08,99439650000
2009-04-09,103445100000
