,ORLY
2004-09-24,2142189000
2004-09-27,2115721799
2004-09-28,2094768600
2004-09-29,2114067600
2004-09-30,2116326590
2004-10-01,2152252740
2004-10-04,2152252740
2004-10-05,2144514799
2004-10-06,2145067510
2004-10-07,2138434989
2004-10-08,2132355180
2004-10-11,2132907890
2004-10-12,2133460600
2004-10-13,2102508840
2004-10-14,2075978760
2004-10-15,2072109790
2004-10-18,2103614260
2004-10-19,2103061549
2004-10-20,2219130650
2004-10-21,2237922790
2004-10-22,2243449890
2004-10-25,2267769130
2004-10-26,2277165200
2004-10-27,2365598800
2004-10-28,2383838230
2004-10-29,2379969260
2004-11-01,2388812620
2004-11-02,2398761400
2004-11-03,2423080640
2004-11-04,2461217630
2004-11-05,2486642290
2004-11-08,2477246220
2004-11-09,2486642290
2004-11-10,2495485650
2004-11-11,2516488630
2004-11-12,2518699470
2004-11-15,2481667900
2004-11-16,2436898390
2004-11-17,2435240260
2004-11-18,2409262890
2004-11-19,2373889450
2004-11-22,2375547580
2004-11-23,2393787010
2004-11-24,2426949610
2004-11-26,2435792970
2004-11-29,2428607740
2004-11-30,2406499340
2004-12-01,2420317090
2004-12-02,2449058010
2004-12-03,2426396900
2004-12-06,2431924000
2004-12-07,2377205710
2004-12-08,2392681590
2004-12-09,2409262890
2004-12-10,2402077660
2004-12-13,2414237280
2004-12-14,2443530910
2004-12-15,2401524950
2004-12-16,2419764380
2004-12-17,2407052050
2004-12-20,2382180100
2004-12-21,2414789990
2004-12-22,2451821560
2004-12-23,2457901370
2004-12-27,2399314110
2004-12-28,2475588090
2004-12-29,2482773320
2004-12-30,2483878740
2004-12-31,2497932400
2005-01-03,2500150320
2005-01-04,2491833120
2005-01-05,2489060720
2005-01-06,2466327040
2005-01-07,2459673280
2005-01-10,2506249600
2005-01-11,2530646720
2005-01-12,2551716960
2005-01-13,2541736320
2005-01-14,2555598320
2005-01-18,2585540240
2005-01-19,2567242400
2005-01-20,2565578960
2005-01-21,2557261760
2005-01-24,2532864640
2005-01-25,2533973600
2005-01-26,2545063200
2005-01-27,2530646720
2005-01-28,2504031680
2005-01-31,2535637040
2005-02-01,2545063200
2005-02-02,2579995440
2005-02-03,2572232720
2005-02-04,2629898640
2005-02-07,2667048800
2005-02-08,2641542720
2005-02-09,2600511200
2005-02-10,2603838080
2005-02-11,2610491840
2005-02-14,2601620160
2005-02-15,2607164960
2005-02-16,2637661360
2005-02-17,2718615440
2005-02-18,2699763120
2005-02-22,2672039120
2005-02-23,2661504000
2005-02-24,2725269200
2005-02-25,2764082800
2005-02-28,2822303200
2005-03-01,2848918240
2005-03-02,2845591360
2005-03-03,2837828640
2005-03-04,2857235440
2005-03-07,2868325040
2005-03-08,2852799600
2005-03-09,2862780240
2005-03-10,2878860160
2005-03-11,2894940080
2005-03-14,2817867360
2005-03-15,2782380640
2005-03-16,2767409680
2005-03-17,2752993200
2005-03-18,2734140880
2005-03-21,2703644480
2005-03-22,2710298240
2005-03-23,2703644480
2005-03-24,2718060960
2005-03-28,2714734080
2005-03-29,2711407200
2005-03-30,2755211120
2005-03-31,2760009720
2005-04-01,2733262200
2005-04-04,2768925560
2005-04-05,2794558600
2005-04-06,2768368320
2005-04-07,2796230320
2005-04-08,2753322840
2005-04-11,2766696600
2005-04-12,2761124200
2005-04-13,2746635960
2005-04-14,2684782320
2005-04-15,2610669400
2005-04-18,2619028000
2005-04-19,2624043160
2005-04-20,2601196320
2005-04-21,2636859680
2005-04-22,2618470760
2005-04-25,2674752000
2005-04-26,2680324400
2005-04-27,2893190080
2005-04-28,2878144600
2005-04-29,2859755680
2005-05-02,2877030120
2005-05-03,2916594160
2005-05-04,2975661600
2005-05-05,2991264320
2005-05-06,2972318160
2005-05-09,2996836720
2005-05-10,2992936040
2005-05-11,2985134680
2005-05-12,2985134680
2005-05-13,2997951200
2005-05-16,3034729040
2005-05-17,3034171800
2005-05-18,3093239240
2005-05-19,3108841960
2005-05-20,3136703960
2005-05-23,3185183840
2005-05-24,3177382480
2005-05-25,3155092880
2005-05-26,3141161880
2005-05-27,3090453040
2005-05-31,3096025440
2005-06-01,3135589480
2005-06-02,3182397640
2005-06-03,3159550800
2005-06-06,3197443120
2005-06-07,3196885880
2005-06-08,3145062560
2005-06-09,3248709200
2005-06-10,3253167120
2005-06-13,3271556040
2005-06-14,3270998800
2005-06-15,3287158760
2005-06-16,3318921440
2005-06-17,3347897920
2005-06-20,3310005600
2005-06-21,3293288400
2005-06-22,3283258080
2005-06-23,3246480240
2005-06-24,3229763040
2005-06-27,3220847200
2005-06-28,3304433200
2005-06-29,3299975280
2005-06-30,3338305130
2005-07-01,3308089160
2005-07-05,3329352250
2005-07-06,3322637590
2005-07-07,3314803820
2005-07-08,3321518480
2005-07-11,3369640210
2005-07-12,3379712200
2005-07-13,3329352250
2005-07-14,3330471360
2005-07-15,3427833930
2005-07-18,3408809060
2005-07-19,3467002780
2005-07-20,3465883670
2005-07-21,3449097020
2005-07-22,3422238380
2005-07-25,3452454350
2005-07-26,3471479220
2005-07-27,3561008020
2005-07-28,3603534200
2005-07-29,3610248860
2005-08-01,3590104880
2005-08-02,3627035509
2005-08-03,3596819540
2005-08-04,3535268490
2005-08-05,3483789430
2005-08-08,3416642830
2005-08-09,3414404610
2005-08-10,3425595710
2005-08-11,3409928170
2005-08-12,3341662460
2005-08-15,3370759320
2005-08-16,3303612720
2005-08-17,3322637590
2005-08-18,3328233140
2005-08-19,3325994920
2005-08-22,3306970050
2005-08-23,3283468740
2005-08-24,3261086540
2005-08-25,3268920310
2005-08-26,3171557740
2005-08-29,3099934700
2005-08-30,3078671610
2005-08-31,3085386270
2005-09-01,3010405900
2005-09-02,2999214800
2005-09-06,3055170300
2005-09-07,3107768470
2005-09-08,3060765850
2005-09-09,3137984440
2005-09-12,3324875810
2005-09-13,3292421620
2005-09-14,3247657220
2005-09-15,3198416380
2005-09-16,3237585230
2005-09-19,3181629730
2005-09-20,3139103550
2005-09-21,3047336530
2005-09-22,3102172920
2005-09-23,3155890200
2005-09-26,3191701720
2005-09-27,3205131040
2005-09-28,3086505380
2005-09-29,3187225280
2005-09-30,3161316940
2005-10-03,3223017590
2005-10-04,3211799290
2005-10-05,3095128970
2005-10-06,3160195110
2005-10-07,3166926090
2005-10-10,3151220470
2005-10-11,3079423350
2005-10-12,2952656560
2005-10-13,2950412900
2005-10-14,2959387540
2005-10-17,2988555120
2005-10-18,2929098130
2005-10-19,3014357210
2005-10-20,2989676950
2005-10-21,3006504400
2005-10-24,3018844530
2005-10-25,3028941000
2005-10-26,3076069078
2005-10-27,3054743090
2005-10-28,3030062830
2005-10-31,3163560600
2005-11-01,3234235890
2005-11-02,3340809740
2005-11-03,3362124510
2005-11-04,3354271700
2005-11-07,3441774440
2005-11-08,3405875880
2005-11-09,3423825160
2005-11-10,3450749080
2005-11-11,3465332870
2005-11-14,3432799800
2005-11-15,3365490000
2005-11-16,3320616800
2005-11-17,3440652610
2005-11-18,3442896270
2005-11-21,3459723720
2005-11-22,3475429340
2005-11-23,3472063850
2005-11-25,3473185680
2005-11-28,3403632220
2005-11-29,3393535750
2005-11-30,3415972350
2005-12-01,3463089210
2005-12-02,3516937050
2005-12-05,3447383590
2005-12-06,3514693390
2005-12-07,3491134960
2005-12-08,3509084240
2005-12-09,3531520840
2005-12-12,3565175740
2005-12-13,3599952470
2005-12-14,3621267240
2005-12-15,3569663060
2005-12-16,3585368680
2005-12-19,3548348290
2005-12-20,3541617310
2005-12-21,3586490510
2005-12-22,3547226460
2005-12-23,3604439790
2005-12-27,3571906720
2005-12-28,3604439790
2005-12-29,3597708810
2005-12-30,3590977830
2006-01-03,3599610770
2006-01-04,3591734160
2006-01-05,3599610770
2006-01-06,3560227720
2006-01-09,3582732320
2006-01-10,3615363990
2006-01-11,3616489220
2006-01-12,3580481860
2006-01-13,3564728640
2006-01-17,3553476340
2006-01-18,3575980940
2006-01-19,3584982780
2006-01-20,3502840990
2006-01-23,3533222200
2006-01-24,3579356630
2006-01-25,3583857550
2006-01-26,3617614450
2006-01-27,3658122730
2006-01-30,3663748880
2006-01-31,3693004860
2006-02-01,3705382390
2006-02-02,3645745200
2006-02-03,3665999340
2006-02-06,3620990140
2006-02-07,3672750720
2006-02-08,3697505780
2006-02-09,3688503940
2006-02-10,3718885149
2006-02-13,3762769119
2006-02-14,3801026940
2006-02-15,3833658610
2006-02-16,3768395270
2006-02-17,3787524179
2006-02-21,3726761759
2006-02-22,3775146649
2006-02-23,3776271880
2006-02-24,3741389750
2006-02-27,3775146649
2006-02-28,3681752560
2006-03-01,4185855600
2006-03-02,4140846399
2006-03-03,4054203690
2006-03-06,3968686210
2006-03-07,4014820640
2006-03-08,3985564660
2006-03-09,3988940350
2006-03-10,4018196330
2006-03-13,4041826160
2006-03-14,4041826160
2006-03-15,4018196330
2006-03-16,4021572020
2006-03-17,4045201850
2006-03-20,4057579380
2006-03-21,4029448630
2006-03-22,4060955070
2006-03-23,4042951390
2006-03-24,4040700929
2006-03-27,4027198170
2006-03-28,4015945869
2006-03-29,4069956910
2006-03-30,4065455990
2006-03-31,4140529680
2006-04-03,4100891130
2006-04-04,4106553780
2006-04-05,4104288720
2006-04-06,4132601970
2006-04-07,4099758600
2006-04-10,4057854990
2006-04-11,3915156210
2006-04-12,3989903189
2006-04-13,3996698370
2006-04-17,3976312830
2006-04-18,3926481510
2006-04-19,3944601990
2006-04-20,4027276680
2006-04-21,3976312830
2006-04-24,3954794760
2006-04-25,3935541750
2006-04-26,3866457420
2006-04-27,3868722479
2006-04-28,3837011640
2006-05-01,3812095979
2006-05-02,3824553810
2006-05-03,3838144170
2006-05-04,3807565859
2006-05-05,3865324890
2006-05-08,3831348990
2006-05-09,3852867060
2006-05-10,3880047780
2006-05-11,3816626100
2006-05-12,3800770680
2006-05-15,3765662250
2006-05-16,3719228520
2006-05-17,3678457439
2006-05-18,3620698410
2006-05-19,3681855030
2006-05-22,3620698410
2006-05-23,3621830940
2006-05-24,3576529740
2006-05-25,3576529740
2006-05-26,3605975520
2006-05-30,3550481550
2006-05-31,3588987570
2006-06-01,3687517680
2006-06-02,3741879120
2006-06-05,3729421290
2006-06-06,3703373100
2006-06-07,3695445390
2006-06-08,3611638170
2006-06-09,3586722510
2006-06-12,3536891190
2006-06-13,3492722520
2006-06-14,3477999630
2006-06-15,3624096000
2006-06-16,3633156240
2006-06-19,3544818900
2006-06-20,3615035760
2006-06-21,3658071899
2006-06-22,3652409250
2006-06-23,3693180330
2006-06-26,3733951410
2006-06-27,3737349000
2006-06-28,3739614060
2006-06-29,3577662270
2006-06-30,3538942160
2006-07-03,3585462400
2006-07-05,3441363120
2006-07-06,3392573600
2006-07-07,3305206320
2006-07-10,3300667760
2006-07-11,3324495200
2006-07-12,3287052080
2006-07-13,3353995840
2006-07-14,3321091280
2006-07-17,3339245520
2006-07-18,3249608960
2006-07-19,3334706960
2006-07-20,3279109600
2006-07-21,3203088720
2006-07-24,3240531840
2006-07-25,3302937040
2006-07-26,3267763200
2006-07-27,3217839040
2006-07-28,3181530560
2006-07-31,3216704400
2006-08-01,3216704400
2006-08-02,3247339680
2006-08-03,3292725280
2006-08-04,3307475600
2006-08-07,3288186720
2006-08-08,3235993280
2006-08-09,3163376320
2006-08-10,3291590640
2006-08-11,3232589360
2006-08-14,3229185440
2006-08-15,3290456000
2006-08-16,3342649440
2006-08-17,3341514800
2006-08-18,3309744880
2006-08-21,3276840320
2006-08-22,3264359280
2006-08-23,3259820720
2006-08-24,3225781520
2006-08-25,3195146240
2006-08-28,3258686080
2006-08-29,3338110880
2006-08-30,3351726560
2006-08-31,3368746160
2006-09-01,3424343520
2006-09-05,3427747440
2006-09-06,3392573600
2006-09-07,3364207600
2006-09-08,3406189280
2006-09-11,3432286000
2006-09-12,3558231040
2006-09-13,3545750000
2006-09-14,3559365680
2006-09-15,3559365680
2006-09-18,3568442800
2006-09-19,3605885920
2006-09-20,3701195679
2006-09-21,3695522480
2006-09-22,3675098960
2006-09-25,3730696320
2006-09-26,3812390400
2006-09-27,3813525040
2006-09-28,3829410000
2006-09-29,3768139440
2006-10-02,3752942400
2006-10-03,3784795200
2006-10-04,3909931199
2006-10-05,3909931199
2006-10-06,3866702400
2006-10-09,3886041599
2006-10-10,3871252800
2006-10-11,3831436800
2006-10-12,3862152000
2006-10-13,3859876800
2006-10-16,3867840000
2006-10-17,3861014399
2006-10-18,3896280000
2006-10-19,3897417600
2006-10-20,3911068800
2006-10-23,3962260800
2006-10-24,3961123200
2006-10-25,3665347200
2006-10-26,3713126400
2006-10-27,3678998400
2006-10-30,3647145600
2006-10-31,3673310400
2006-11-01,3606192000
2006-11-02,3625531200
2006-11-03,3600504000
2006-11-06,3651696000
2006-11-07,3656246400
2006-11-08,3698337600
2006-11-09,3646007999
2006-11-10,3723364799
2006-11-13,3723364799
2006-11-14,3739291199
2006-11-15,3740428800
2006-11-16,3773419200
2006-11-17,3757492800
2006-11-20,3727915200
2006-11-21,3735878400
2006-11-22,3747254399
2006-11-24,3702887999
2006-11-27,3655108800
2006-11-28,3610742400
2006-11-29,3589128000
2006-11-30,3602779200
2006-12-01,3595953600
2006-12-04,3631219200
2006-12-05,3659659200
2006-12-06,3653971199
2006-12-07,3627806400
2006-12-08,3650558400
2006-12-11,3659659200
2006-12-12,3648283200
2006-12-13,3639182400
2006-12-14,3686961599
2006-12-15,3683548800
2006-12-18,3686961599
2006-12-19,3661934399
2006-12-20,3692649600
2006-12-21,3683548800
2006-12-22,3698337600
2006-12-26,3699475200
2006-12-27,3702887999
2006-12-28,3678998400
2006-12-29,3647145600
2007-01-03,3667599839
2007-01-04,3685829600
2007-01-05,3639115840
2007-01-08,3609492480
2007-01-09,3636837120
2007-01-10,3650509440
2007-01-11,3681272160
2007-01-12,3705198720
2007-01-16,3707477440
2007-01-17,3716592319
2007-01-18,3685829600
2007-01-19,3691526400
2007-01-22,3795208160
2007-01-23,3847618720
2007-01-24,3878381440
2007-01-25,3783814560
2007-01-26,3794068799
2007-01-29,3771281600
2007-01-30,3730264640
2007-01-31,3977505759
2007-02-01,3949021759
2007-02-02,3942185600
2007-02-05,3854454880
2007-02-06,3908004799
2007-02-07,3927373920
2007-02-08,3936488799
2007-02-09,3900029279
2007-02-12,3914840960
2007-02-13,3935349440
2007-02-14,3942185600
2007-02-15,3954718560
2007-02-16,3949021759
2007-02-20,3918259040
2007-02-21,3921677120
2007-02-22,3939906880
2007-02-23,3949021759
2007-02-26,3930792000
2007-02-27,3779257120
2007-02-28,3922816480
2007-03-01,3876102720
2007-03-02,3798626240
2007-03-05,3656206240
2007-03-06,3691526400
2007-03-07,3724567839
2007-03-08,3750773120
2007-03-09,3731404000
2007-03-12,3773560319
2007-03-13,3713174240
2007-03-14,3667599839
2007-03-15,3673296640
2007-03-16,3634558400
2007-03-19,3697223200
2007-03-20,3746215680
2007-03-21,3766724160
2007-03-22,3829388960
2007-03-23,3848758080
2007-03-26,3832807040
2007-03-27,3838503839
2007-03-28,3799765600
2007-03-29,3763306080
2007-03-30,3771281600
2007-04-02,3794478290
2007-04-03,3828838190
2007-04-04,3821966209
2007-04-05,3811658240
2007-04-09,3821966209
2007-04-10,3792187630
2007-04-11,3796768950
2007-04-12,3791042300
2007-04-13,3833419510
2007-04-16,3824256870
2007-04-17,3864343420
2007-04-18,3883814029
2007-04-19,3891831339
2007-04-20,3986893730
2007-04-23,3990329720
2007-04-24,3996056370
2007-04-25,4228558360
2007-04-26,4166721993
2007-04-27,4149530589
2007-04-30,4077374800
2007-05-01,4119752010
2007-05-02,4178163839
2007-05-03,4150675920
2007-05-04,4140367950
2007-05-07,4112880029
2007-05-08,4101426730
2007-05-09,4124333330
2007-05-10,4080810790
2007-05-11,4057904190
2007-05-14,4061340180
2007-05-15,4029270940
2007-05-16,4081956120
2007-05-17,4152966580
2007-05-18,4195343790
2007-05-21,4181599830
2007-05-22,4198779779
2007-05-23,4185035820
2007-05-24,4157547899
2007-05-25,4194198459
2007-05-29,4236575670
2007-05-30,4309876790
2007-05-31,4351108670
2007-06-01,4367143290
2007-06-04,4348818010
2007-06-05,4311022120
2007-06-06,4254900950
2007-06-07,4182745160
2007-06-08,4250319630
2007-06-11,4236575670
2007-06-12,4173582519
2007-06-13,4198779779
2007-06-14,4207942420
2007-06-15,4251464959
2007-06-18,4275516890
2007-06-19,4215959730
2007-06-20,4201070440
2007-06-21,4209087750
2007-06-22,4142658610
2007-06-25,4140367950
2007-06-26,4095700080
2007-06-27,4172437190
2007-06-28,4198779779
2007-06-29,4186181149
2007-07-02,4231162260
2007-07-03,4217368739
2007-07-05,4221966579
2007-07-06,4249553620
2007-07-09,4173689260
2007-07-10,4086330299
2007-07-11,4097824900
2007-07-12,4135757079
2007-07-13,4126561400
2007-07-16,4035754060
2007-07-17,4013914320
2007-07-18,4021960540
2007-07-19,4010465940
2007-07-20,3973683220
2007-07-23,3998971340
2007-07-24,3954142400
2007-07-25,3869082359
2007-07-26,3849541540
2007-07-27,3872530739
2007-07-30,3907014540
2007-07-31,3828851260
2007-08-01,3827701799
2007-08-02,3879427500
2007-08-03,3755285820
2007-08-06,3863335060
2007-08-07,3966786460
2007-08-08,4138056000
2007-08-09,4207023600
2007-08-10,3963338079
2007-08-13,3925405900
2007-08-14,3840345859
2007-08-15,3696663359
2007-08-16,3635741980
2007-08-17,3758734200
2007-08-20,3830000720
2007-08-21,3852989920
2007-08-22,3952992940
2007-08-23,3907014540
2007-08-24,4010465940
2007-08-27,4031156220
2007-08-28,3910462920
2007-08-29,4059892720
2007-08-30,4000120799
2007-08-31,4085180840
2007-09-04,4121963560
2007-09-05,4069088400
2007-09-06,4034604600
2007-09-07,3963338079
2007-09-10,3907014540
2007-09-11,3911612380
2007-09-12,3859886680
2007-09-13,3888623180
2007-09-14,3909313460
2007-09-17,3907014540
2007-09-18,4111618420
2007-09-19,4024259460
2007-09-20,3970234840
2007-09-21,3933452120
2007-09-24,3907014540
2007-09-25,3887473720
2007-09-26,3904715620
2007-09-27,3942647799
2007-09-28,3840345859
2007-10-01,3779026080
2007-10-02,3827386560
2007-10-03,3851566800
2007-10-04,3814720720
2007-10-05,3861929760
2007-10-08,3881504240
2007-10-09,3985133840
2007-10-10,3928713279
2007-10-11,3898775840
2007-10-12,3914896000
2007-10-15,3906835920
2007-10-16,3852718240
2007-10-17,3827386560
2007-10-18,3845809600
2007-10-19,3782480400
2007-10-22,3787086160
2007-10-23,3825083680
2007-10-24,3751391520
2007-10-25,3777874640
2007-10-26,3790540480
2007-10-29,3769814560
2007-10-30,3774420320
2007-10-31,3802054880
2007-11-01,3751391520
2007-11-02,3753694400
2007-11-05,3704182480
2007-11-06,3714545440
2007-11-07,3635096080
2007-11-08,3666184960
2007-11-09,3560252480
2007-11-12,3590189920
2007-11-13,3712242560
2007-11-14,3707636800
2007-11-15,3698425279
2007-11-16,3711091119
2007-11-19,3651216240
2007-11-20,3627036000
2007-11-21,3569464000
2007-11-23,3592492800
2007-11-26,3545283760
2007-11-27,3655822000
2007-11-28,3810114960
2007-11-29,3757148720
2007-11-30,3783631840
2007-12-03,3799752000
2007-12-04,3887261440
2007-12-05,3926410400
2007-12-06,3987436720
2007-12-07,3971316560
2007-12-10,3922956080
2007-12-11,3674245040
2007-12-12,3633944640
2007-12-13,3607461520
2007-12-14,3583281280
2007-12-17,3517649200
2007-12-18,3610915840
2007-12-19,3561403920
2007-12-20,3600552880
2007-12-21,3685759440
2007-12-24,3727211279
2007-12-26,3721454080
2007-12-27,3707636800
2007-12-28,3746785760
2007-12-31,3741967980
2008-01-02,3730429380
2008-01-03,3591966180
2008-01-04,3476580180
2008-01-07,3391194540
2008-01-08,3111960420
2008-01-09,3121191300
2008-01-10,3017343900
2008-01-11,2942343000
2008-01-14,2970035640
2008-01-15,2966574060
2008-01-16,2970035640
2008-01-17,2881188420
2008-01-18,2896188600
2008-01-22,3057729000
2008-01-23,3234846510
2008-01-24,3215807820
2008-01-25,3213500100
2008-01-28,3327732240
2008-01-29,3325424520
2008-01-30,3249269760
2008-01-31,3395809980
2008-02-01,3533119320
2008-02-04,3458118420
2008-02-05,3354271020
2008-02-06,3328886100
2008-02-07,3424656480
2008-02-08,3424656480
2008-02-11,3439656660
2008-02-12,3405040860
2008-02-13,3392348400
2008-02-14,3311578200
2008-02-15,3271193100
2008-02-19,3198499920
2008-02-20,3229654140
2008-02-21,3174268860
2008-02-22,3210038520
2008-02-25,3260808360
2008-02-26,3325424520
2008-02-27,3305808900
2008-02-28,3243500460
2008-02-29,3110806560
2008-03-03,3145422360
2008-03-04,3188115180
2008-03-05,3183499740
2008-03-06,3101575680
2008-03-07,3084267780
2008-03-10,3053113560
2008-03-11,3122345160
2008-03-12,3129268320
2008-03-13,3130422180
2008-03-14,3076190760
2008-03-17,3000036000
2008-03-18,3275808540
2008-03-19,3227346420
2008-03-20,3384271380
2008-03-24,3507734400
2008-03-25,3446579820
2008-03-26,3335809260
2008-03-27,3302347320
2008-03-28,3204269220
2008-03-31,3299649920
2008-04-01,3402619360
2008-04-02,3293865120
2008-04-03,3284609440
2008-04-04,3245272800
2008-04-07,3223290560
2008-04-08,3217505760
2008-04-09,3139989440
2008-04-10,3194366560
2008-04-11,3134204640
2008-04-14,3148088160
2008-04-15,3156186880
2008-04-16,3201308320
2008-04-17,3170070400
2008-04-18,3214034880
2008-04-21,3196680480
2008-04-22,3187424800
2008-04-23,3099495840
2008-04-24,3189738720
2008-04-25,3271882880
2008-04-28,3374852320
2008-04-29,3340143520
2008-04-30,3340143520
2008-05-01,3476664800
2008-05-02,3445426880
2008-05-05,3379480160
2008-05-06,3359811840
2008-05-07,3291551200
2008-05-08,3274196800
2008-05-09,3253371520
2008-05-12,3333201760
2008-05-13,3310062560
2008-05-14,3330887840
2008-05-15,3329730880
2008-05-16,3204779200
2008-05-19,3192052640
2008-05-20,3123792000
2008-05-21,3052060480
2008-05-22,3070571840
2008-05-23,3045118720
2008-05-27,3070571840
2008-05-28,3060159200
2008-05-29,3057845280
2008-05-30,3025450400
2008-06-02,2976858080
2008-06-03,3006939040
2008-06-04,2982642880
2008-06-05,3055531360
2008-06-06,2917853120
2008-06-09,2887772160
2008-06-10,2961817600
2008-06-11,2853063360
2008-06-12,2921324000
2008-06-13,2964131520
2008-06-16,3008096000
2008-06-17,2956032800
2008-06-18,2897027840
2008-06-19,2969916320
2008-06-20,2856534240
2008-06-23,2744309120
2008-06-24,2730425600
2008-06-25,2775547040
2008-06-26,2693402880
2008-06-27,2636711840
2008-06-30,2954580600
2008-07-01,3043151920
2008-07-02,3003493120
2008-07-03,2954580600
2008-07-07,2953258640
2008-07-08,3059015440
2008-07-09,3077522880
2008-07-10,3037864080
2008-07-11,2994239400
2008-07-14,3007459000
2008-07-15,2975731960
2008-07-16,3103962080
2008-07-17,3220294560
2008-07-18,3179313800
2008-07-21,3089420520
2008-07-22,3177991840
2008-07-23,3472788920
2008-07-24,3343236840
2008-07-25,3267885120
2008-07-28,3255987480
2008-07-29,3372319960
2008-07-30,3363066240
2008-07-31,3376285840
2008-08-01,3442383840
2008-08-04,3483364600
2008-08-05,3626136280
2008-08-06,3631424120
2008-08-07,3640677840
2008-08-08,3812532640
2008-08-11,3841615760
2008-08-12,3817820480
2008-08-13,3757010320
2008-08-14,3817820480
2008-08-15,3899782000
2008-08-18,3805922840
2008-08-19,3712063680
2008-08-20,3807244800
2008-08-21,3821786360
2008-08-22,3940762760
2008-08-25,3816498520
2008-08-26,3763620120
2008-08-27,3833684000
2008-08-28,3902425920
2008-08-29,3849547520
2008-09-02,3915645520
2008-09-03,3969845880
2008-09-04,3853513400
2008-09-05,3885240440
2008-09-08,3950016480
2008-09-09,3837649880
2008-09-10,3832362040
2008-09-11,3838971840
2008-09-12,3790059320
2008-09-15,3854835360
2008-09-16,3804600880
2008-09-17,3697522120
2008-09-18,3743790720
2008-09-19,3755688360
2008-09-22,3671082920
2008-09-23,3665795080
2008-09-24,3731893080
2008-09-25,3768907960
2008-09-26,3735858960
2008-09-29,3536243000
2008-09-30,3606052850
2008-10-01,3596623500
2008-10-02,3537353300
2008-10-03,3482124250
2008-10-06,3337989900
2008-10-07,3142667650
2008-10-08,3137279450
2008-10-09,2997186250
2008-10-10,3072621050
2008-10-13,3235614100
2008-10-14,3117073700
2008-10-15,2878645850
2008-10-16,3021433150
2008-10-17,3026821350
2008-10-20,3203284900
2008-10-21,3102256150
2008-10-22,3064538750
2008-10-23,2954080650
2008-10-24,2842275500
2008-10-27,2811293350
2008-10-28,3118420750
2008-10-29,3150749950
2008-10-30,3375707300
2008-10-31,3651852550
2008-11-03,3604705800
2008-11-04,3637035000
2008-11-05,3386483700
2008-11-06,3312395950
2008-11-07,3364930900
2008-11-10,3344725150
2008-11-11,3329907600
2008-11-12,3095520900
2008-11-13,3394566000
2008-11-14,3130544200
2008-11-17,3123808950
2008-11-18,3165567500
2008-11-19,3047027100
2008-11-20,2958121800
2008-11-21,3184426200
2008-11-24,3416118800
2008-11-25,3359542700
2008-11-26,3471347850
2008-11-28,3511759350
2008-12-01,3210020150
2008-12-02,3467306700
2008-12-03,3576417750
2008-12-04,3576417750
2008-12-05,3949550600
2008-12-08,3879504000
2008-12-09,3821580850
2008-12-10,3785210500
2008-12-11,3828316100
2008-12-12,3845827750
2008-12-15,3837745450
2008-12-16,4053273450
2008-12-17,4123320050
2008-12-18,4150261050
2008-12-19,4058661650
2008-12-22,3994003250
2008-12-23,3957632900
2008-12-24,3981879800
2008-12-26,3969756350
2008-12-29,3938774200
2008-12-30,4062702800
2008-12-31,4151221820
2009-01-02,4244401490
2009-01-05,4137717520
2009-01-06,4079649030
2009-01-07,3900041840
2009-01-08,3935153020
2009-01-09,3819016040
2009-01-12,3802810880
2009-01-13,3825768190
2009-01-14,3646161000
2009-01-15,3821716900
2009-01-16,3854127220
2009-01-20,3729887660
2009-01-21,3787956150
2009-01-22,3864930660
2009-01-23,3918947860
2009-01-26,4063443870
2009-01-27,4058042150
2009-01-28,4193085150
2009-01-29,4125563650
2009-01-30,3925700010
2009-02-02,3929751300
2009-02-03,4044537850
2009-02-04,3955409470
2009-02-05,3997272800
2009-02-06,4148520960
2009-02-09,4174179130
2009-02-10,3874383670
2009-02-11,3856828080
2009-02-12,3893289690
2009-02-13,3863580230
2009-02-17,3681272180
2009-02-18,3746092820
2009-02-19,4434812120
2009-02-20,4417256530
2009-02-23,4284914390
2009-02-24,4496931900
2009-02-25,4490179750
2009-02-26,4434812120
2009-02-27,4505034480
2009-03-02,4352435890
2009-03-03,4380794920
2009-03-04,4387547070
2009-03-05,4390247930
2009-03-06,4340282020
2009-03-09,4291666540
2009-03-10,4557701250
2009-03-11,4594162860
2009-03-12,4764317040
2009-03-13,4713000700
2009-03-16,4526641360
2009-03-17,4726505000
2009-03-18,4726505000
2009-03-19,4811582090
2009-03-20,4714351130
2009-03-23,4559051680
2009-03-24,4513137060
2009-03-25,4604966300
2009-03-26,4776470910
2009-03-27,4696795540
2009-03-30,4733257150
2009-03-31,4753412730
2009-04-01,4806364200
2009-04-02,4891901190
2009-04-03,4955714500
2009-04-06,5000519590
2009-04-07,4856600210
2009-04-08,4997804130
2009-04-09,5143081240
2009-04-13,5011381430
2009-04-14,5008665970
2009-04-15,4977438180
2009-04-16,5163447190
2009-04-17,5255772830
2009-04-20,5152585350
2009-04-21,5228618230
2009-04-22,5220471850
2009-04-23,5221829580
2009-04-24,5121357560
2009-04-27,5189244060
2009-04-28,5246268720
2009-04-29,5056186520
2009-04-30,5274781050
2009-05-01,5098276150
2009-05-04,5215040930
2009-05-05,5158016270
2009-05-06,5091487500
2009-05-07,4957072230
2009-05-08,4889185730
2009-05-11,5001877320
2009-05-12,4900047570
