,ORLY
2023-04-05,52202271950
2023-04-06,52371343210
2023-04-10,52895585750
2023-04-11,52974039680
2023-04-12,53357794950
2023-04-13,54002455150
2023-04-14,54265184590
2023-04-17,54569877760
2023-04-18,55338604640
2023-04-19,54682997380
2023-04-20,55061279120
2023-04-21,54967012770
2023-04-24,55161019000
2023-04-25,54599069920
2023-04-26,54382561400
2023-04-27,55688302390
2023-04-28,55788042270
2023-05-01,56535483200
2023-05-02,56956336840
2023-05-03,56661374390
2023-05-04,56779967540
2023-05-05,57215417260
2023-05-08,57571804880
2023-05-09,57986576820
2023-05-10,58066247090
2023-05-11,58278498420
2023-05-12,58512035700
2023-05-15,57489093760
2023-05-16,57018978350
2023-05-17,57133314310
2023-05-18,57277450600
2023-05-19,58037663100
2023-05-22,56446690380
2023-05-23,55464495830
2023-05-24,56495343980
2023-05-25,56865111340
2023-05-26,56134091000
2023-05-30,56443041360
2023-05-31,54936604270
2023-06-01,54448243760
2023-06-02,54451892780
2023-06-05,54863623870
2023-06-06,53879604810
2023-06-07,53708100870
2023-06-08,55141557560
2023-06-09,55160410830
2023-06-12,55451724260
2023-06-13,55724792590
2023-06-14,55321575880
2023-06-15,56407159330
2023-06-16,55892039340
2023-06-20,55798989330
2023-06-21,57042088810
2023-06-22,56714893350
2023-06-23,56241128920
2023-06-26,56660158050
2023-06-27,56887613630
2023-06-28,56987353510
2023-06-29,57011072140
2023-06-30,57396334600
2023-07-03,56902460560
2023-07-05,56948122880
2023-07-06,56737235060
2023-07-07,56144826540
2023-07-10,57744209380
2023-07-11,58132939920
2023-07-12,58233276860
2023-07-13,57441996920
2023-07-14,57763435620
2023-07-17,58217054720
2023-07-18,57823517620
2023-07-19,57886002900
2023-07-20,57211882860
2023-07-21,57452210860
2023-07-24,57557354360
2023-07-25,57937673420
2023-07-26,58016380840
2023-07-27,55252008020
2023-07-28,55803560780
2023-07-31,55623314780
2023-08-01,55939346100
2023-08-02,55182913720
2023-08-03,55923123960
2023-08-04,55631726260
2023-08-07,55982004320
2023-08-08,55828194400
2023-08-09,55860638680
2023-08-10,56275204480
2023-08-11,56690971920
2023-08-14,56786502300
2023-08-15,57159611520
2023-08-16,57141586920
2023-08-17,55976596940
2023-08-18,56356916000
2023-08-21,56806930180
2023-08-22,56118390460
2023-08-23,56907867940
2023-08-24,56185081480
2023-08-25,55938745280
2023-08-28,56142423260
2023-08-29,56874822840
2023-08-30,57207076300
2023-08-31,56459055400
2023-09-01,56924690900
2023-09-05,56809333460
2023-09-06,56764872780
2023-09-07,56826156420
2023-09-08,57580185520
2023-09-11,56627285000
2023-09-12,55531990140
2023-09-13,55687001700
2023-09-14,56517935760
2023-09-15,55888877220
2023-09-18,55837206700
2023-09-19,55826992760
2023-09-20,56827358060
2023-09-21,55664170540
2023-09-22,56237953640
2023-09-25,56094958480
2023-09-26,54948593920
2023-09-27,54925161940
2023-09-28,55119827620
2023-09-29,54606126520
2023-10-02,53198304000
2023-10-03,52664320000
2023-10-04,53114240000
2023-10-05,53327360000
2023-10-06,53407280000
2023-10-09,54148464000
2023-10-10,54353296000
2023-10-11,54251472000
2023-10-12,54430848000
2023-10-13,54846432000
2023-10-16,55961760000
2023-10-17,56006752000
2023-10-18,55085600000
2023-10-19,53184688000
2023-10-20,53697952000
2023-10-23,52017264000
2023-10-24,51622400000
2023-10-25,51795264000
2023-10-26,54561088000
2023-10-27,54733952000
2023-10-30,55064288000
2023-10-31,55082048000
2023-11-01,55983072000
2023-11-02,56126928000
2023-11-03,56408128000
2023-11-06,56601120000
2023-11-07,57696912000
2023-11-08,57643040000
2023-11-09,57905888000
2023-11-10,58384224000
2023-11-13,58958464000
2023-11-14,58191232000
2023-11-15,57621432000
2023-11-16,57541808000
2023-11-17,57338160000
2023-11-20,57933712000
2023-11-21,58228528000
2023-11-22,58694432000
2023-11-24,58439872000
2023-11-27,58201296000
2023-11-28,57863856000
2023-11-29,57657248000
2023-11-30,58156896000
2023-12-01,58046784000
2023-12-04,58206624000
2023-12-05,57895824000
2023-12-06,58323840000
2023-12-07,56459632000
2023-12-08,55996096000
2023-12-11,57158784000
2023-12-12,57589168000
2023-12-13,58217872000
2023-12-14,56306304000
2023-12-15,56332944000
2023-12-18,56839696000
2023-12-19,57084192000
2023-12-20,56254800000
2023-12-21,56686960000
2023-12-22,56361952000
2023-12-26,55769952000
2023-12-27,55798960000
2023-12-28,55719632000
2023-12-29,56244736000
2024-01-02,55769884660
2024-01-03,55694933070
2024-01-04,55228108600
2024-01-05,54614331800
2024-01-08,54764234980
2024-01-09,54761874300
2024-01-10,55272371350
2024-01-11,55748048370
2024-01-12,56246742020
2024-01-16,58441584250
2024-01-17,58554306720
2024-01-18,59933534010
2024-01-19,60675377699
2024-01-22,61138070980
2024-01-23,60511310440
2024-01-24,60105863650
2024-01-25,60435768680
2024-01-26,60345472670
2024-01-29,60788100170
2024-01-30,61443779039
2024-01-31,60377341850
2024-02-01,61480959750
2024-02-02,61809094270
2024-02-05,62299525539
2024-02-06,62077621619
2024-02-07,62972319340
2024-02-08,60246324110
2024-02-09,60540818940
2024-02-12,60574458630
2024-02-13,61334007420
2024-02-14,61926538100
2024-02-15,61843914300
2024-02-16,62029817850
2024-02-20,61119775710
2024-02-21,61364106090
2024-02-22,62251721770
2024-02-23,62441166340
2024-02-26,62680185190
2024-02-27,63841639750
2024-02-28,64503220320
2024-02-29,64176266140
2024-03-01,64060002650
2024-03-04,63619145660
2024-03-05,63718884390
2024-03-06,63835738050
2024-03-07,64294890310
2024-03-08,63986231400
2024-03-11,64100134210
2024-03-12,64600008199
2024-03-13,65001323800
2024-03-14,65916087300
2024-03-15,65696544060
2024-03-18,65734905109
2024-03-19,66962458710
2024-03-20,67591579930
2024-03-21,68633229980
2024-03-22,68904118010
2024-03-25,67106460190
2024-03-26,66971311260
2024-03-27,67014983840
2024-03-28,66623110960
2024-04-01,66705734760
2024-04-02,67291773570
2024-04-03,66863310150
2024-04-04,64896863710
2024-04-05,65955038520
2024-04-08,65345983080
2024-04-09,64667287580
2024-04-10,64511482699
2024-04-11,63915411000
2024-04-12,63531210330
2024-04-15,63105107590
2024-04-16,64299611670
2024-04-17,64611811600
2024-04-18,64981258020
2024-04-19,64384005980
2024-04-22,64414694820
2024-04-23,64467219949
2024-04-24,64487875900
2024-04-25,62211590210
2024-04-26,61609616810
2024-04-29,61202989680
2024-04-30,59799565420
2024-05-01,59318576870
2024-05-02,59384675910
2024-05-03,59781270150
2024-05-06,59966583530
2024-05-07,60239242070
2024-05-08,60217405780
2024-05-09,60830002240
2024-05-10,60157798610
2024-05-13,59769466750
2024-05-14,59416545090
2024-05-15,59629596460
2024-05-16,59369921660
2024-05-17,59728745020
2024-05-20,58741390610
2024-05-21,58756735030
2024-05-22,58511814480
2024-05-23,57592919790
2024-05-24,58247418320
2024-05-28,56509367670
2024-05-29,56532384300
2024-05-30,56871141880
2024-05-31,56848715420
2024-06-03,56456252370
2024-06-04,57264195100
2024-06-05,57651346620
2024-06-06,57979481140
2024-06-07,57759937900
2024-06-10,57549837380
2024-06-11,59018770510
2024-06-12,59267232080
2024-06-13,58767948260
2024-06-14,59448414270
2024-06-17,61569485250
2024-06-18,62360313050
2024-06-20,63771999690
2024-06-21,63844000430
2024-06-24,63946099840
2024-06-25,62427592430
2024-06-26,62018014449
2024-06-27,62405756140
2024-06-28,62325493020
2024-07-01,59980157440
2024-07-02,61204170020
2024-07-03,60229209180
2024-07-05,60599835940
2024-07-08,60361997430
2024-07-09,59938845540
2024-07-10,60680689230
2024-07-11,60963970830
2024-07-12,61384171869
2024-07-15,61519910970
2024-07-16,61585419840
2024-07-17,61591911710
2024-07-18,60674787529
2024-07-19,61546468619
2024-07-22,62029570899
2024-07-23,61554857790
2024-07-24,61832182080
2024-07-25,64315567680
2024-07-26,65151880490
2024-07-29,65614271010
2024-07-30,67139683200
2024-07-31,66282856319
2024-08-01,66698323200
2024-08-02,66719196580
2024-08-05,64870808080
2024-08-06,65397782400
2024-08-07,65265374400
2024-08-08,65962723200
2024-08-09,66169279680
