,CCL
2004-08-24,35706835937
2004-08-25,36179296875
2004-08-26,36235351562
2004-08-27,36323437500
2004-08-30,36219335937
2004-08-31,36750935083
2004-09-01,36630545472
2004-09-02,37280649369
2004-09-03,37288675343
2004-09-07,37698000018
2004-09-08,37665896122
2004-09-09,37449194823
2004-09-10,37665896122
2004-09-13,37898649369
2004-09-14,38067194824
2004-09-15,37938779239
2004-09-16,38564805214
2004-09-17,38773480538
2004-09-20,38211662356
2004-09-21,38741376642
2004-09-22,38444415603
2004-09-23,38372181837
2004-09-24,38476519499
2004-09-27,38332051967
2004-09-28,38195610408
2004-09-29,38035090928
2004-09-30,37954831187
2004-10-01,38396259759
2004-10-04,39351350669
2004-10-05,39319246772
2004-10-06,39407532487
2004-10-07,39238987032
2004-10-08,39166753266
2004-10-11,39190831188
2004-10-12,38934000019
2004-10-13,38893870149
2004-10-14,39222935084
2004-10-15,39311220798
2004-10-18,39447662357
2004-10-19,39182805214
2004-10-20,39921194825
2004-10-21,39608181838
2004-10-22,39463714305
2004-10-25,40194077942
2004-10-26,40499064955
2004-10-27,40579324695
2004-10-28,40659584435
2004-10-29,40579324695
2004-11-01,40932467553
2004-11-02,41446129890
2004-11-03,41735064956
2004-11-04,42192545475
2004-11-05,42136363657
2004-11-08,41454155864
2004-11-09,41871506514
2004-11-10,42216623397
2004-11-11,42537662359
2004-11-12,43059350670
2004-11-15,42232675345
2004-11-16,41775194826
2004-11-17,41430077942
2004-11-18,41341792228
2004-11-19,40852207812
2004-11-22,40691688332
2004-11-23,41710987033
2004-11-24,42601870151
2004-11-26,42433324696
2004-11-29,42674103917
2004-11-30,42531279048
2004-12-01,43205232536
2004-12-02,43574302304
2004-12-03,43823023234
2004-12-06,44184069745
2004-12-07,43927325559
2004-12-08,43943372071
2004-12-09,43782906955
2004-12-10,43847093001
2004-12-13,44336511606
2004-12-14,44448837187
2004-12-15,44007558117
2004-12-16,44785813931
2004-12-17,45315348814
2004-12-20,45692441837
2004-12-21,46053488349
2004-12-22,46470697651
2004-12-23,46494767418
2004-12-27,46326279046
2004-12-28,47128604627
2004-12-29,46791627883
2004-12-30,46639186023
2004-12-31,46238023233
2005-01-03,45981279047
2005-01-04,45772674396
2005-01-05,45692441837
2005-01-06,46021395326
2005-01-07,46133720907
2005-01-10,45564069744
2005-01-11,45002441838
2005-01-12,45034534861
2005-01-13,45186976721
2005-01-14,45925116256
2005-01-18,46470697651
2005-01-19,46895930209
2005-01-20,46390465093
2005-01-21,45580116256
2005-01-24,44336511606
2005-01-25,44232209280
2005-01-26,45194999977
2005-01-27,45692441837
2005-01-28,45507906954
2005-01-31,46213953465
2005-02-01,45515930210
2005-02-02,45363488349
2005-02-03,44954302303
2005-02-04,45339418582
2005-02-07,45612209279
2005-02-08,44849999977
2005-02-09,44529069745
2005-02-10,43903255792
2005-02-11,44569186024
2005-02-14,44705581373
2005-02-15,45363488349
2005-02-16,45211046489
2005-02-17,44978372070
2005-02-18,44641395326
2005-02-22,43317558118
2005-02-23,43116976722
2005-02-24,43277441839
2005-02-25,43927325559
2005-02-28,43957166648
2005-03-01,43973333315
2005-03-02,43892499981
2005-03-03,43415583315
2005-03-04,43472166648
2005-03-07,44046083315
2005-03-08,44054166648
2005-03-09,43205416648
2005-03-10,43383249982
2005-03-11,43544916648
2005-03-14,43706583315
2005-03-15,44062249981
2005-03-16,44619999981
2005-03-17,44781666648
2005-03-18,44320916648
2005-03-21,41701916649
2005-03-22,42477916649
2005-03-23,41944416649
2005-03-24,41330083316
2005-03-28,41661499982
2005-03-29,41645333316
2005-03-30,41952499982
2005-03-31,41879749982
2005-04-01,41047166649
2005-04-04,40594499983
2005-04-05,41305833316
2005-04-06,41435166649
2005-04-07,41443249982
2005-04-08,41168416649
2005-04-11,40820833316
2005-04-12,40982499983
2005-04-13,40521749983
2005-04-14,40157999983
2005-04-15,39325416650
2005-04-18,39616416650
2005-04-19,39567916650
2005-04-20,38727249984
2005-04-21,40400499983
2005-04-22,39778083316
2005-04-25,39745749983
2005-04-26,38678749984
2005-04-27,38072499984
2005-04-28,38719166650
2005-04-29,39511333317
2005-05-02,39462833317
2005-05-03,39519416650
2005-05-04,40457083316
2005-05-05,40497499983
2005-05-06,40448999983
2005-05-09,40287333316
2005-05-10,39608333317
2005-05-11,39939749983
2005-05-12,39955916650
2005-05-13,40149916650
2005-05-16,41273499982
2005-05-17,42033333316
2005-05-18,42801249982
2005-05-19,42865916648
2005-05-20,42405166649
2005-05-23,43051833315
2005-05-24,42566833315
2005-05-25,42219249982
2005-05-26,42954833315
2005-05-27,42712333315
2005-05-31,42791027419
2005-06-01,42960897282
2005-06-02,43049876734
2005-06-03,42305684953
2005-06-06,42265239747
2005-06-07,42119637007
2005-06-08,41650472623
2005-06-09,41763719199
2005-06-10,41254109610
2005-06-13,41173219199
2005-06-14,41618116459
2005-06-15,42079191802
2005-06-16,43947760296
2005-06-17,44926534269
2005-06-20,44894178105
2005-06-21,44748575365
2005-06-22,44594883584
2005-06-23,43810246597
2005-06-24,44586794543
2005-06-27,44190431529
2005-06-28,44586794543
2005-06-29,44513993173
2005-06-30,44125719200
2005-07-01,44263232899
2005-07-05,44716219200
2005-07-06,43794068515
2005-07-07,44214698652
2005-07-08,44279410981
2005-07-11,44449280844
2005-07-12,44376479474
2005-07-13,44093363036
2005-07-14,43963938378
2005-07-15,43988205501
2005-07-18,43672732898
2005-07-19,43899226049
2005-07-20,43988205501
2005-07-21,43963938378
2005-07-22,43535219200
2005-07-25,43235924679
2005-07-26,43235924679
2005-07-27,43122678104
2005-07-28,43211657556
2005-07-29,42386575364
2005-08-01,41868876733
2005-08-02,42022568514
2005-08-03,41771808240
2005-08-04,41699006870
2005-08-05,41868876733
2005-08-08,42224794542
2005-08-09,42443198651
2005-08-10,41893143856
2005-08-11,41375445226
2005-08-12,40817301390
2005-08-15,40631253445
2005-08-16,39887061664
2005-08-17,40275335636
2005-08-18,41197486322
2005-08-19,41197486322
2005-08-22,41359267144
2005-08-23,41521047966
2005-08-24,40712143856
2005-08-25,40679787691
2005-08-26,40234890431
2005-08-29,40526095911
2005-08-30,39709102759
2005-08-31,39701078564
2005-09-01,39041271421
2005-09-02,38815971421
2005-09-06,39709124992
2005-09-07,40127539278
2005-09-08,39765449992
2005-09-09,39990749992
2005-09-12,41036785707
2005-09-13,40409164278
2005-09-14,39990749992
2005-09-15,39958564278
2005-09-16,39451639278
2005-09-19,40859764278
2005-09-20,40030982135
2005-09-21,39266571421
2005-09-22,39435546421
2005-09-23,39934424992
2005-09-26,40594232135
2005-09-27,39902239278
2005-09-28,39507964278
2005-09-29,39483824992
2005-09-30,40216049992
2005-10-03,39821774992
2005-10-04,39878099992
2005-10-05,39025178564
2005-10-06,38848157135
2005-10-07,38679182135
2005-10-10,38196396421
2005-10-11,38220535707
2005-10-12,37617053564
2005-10-13,37528542850
2005-10-14,38252721421
2005-10-17,37906724993
2005-10-18,37456124993
2005-10-19,38469974993
2005-10-20,38172257136
2005-10-21,38421696421
2005-10-24,39709124992
2005-10-25,40216049992
2005-10-26,39781542850
2005-10-27,38912528564
2005-10-28,39202199993
2005-10-31,39966610707
2005-11-01,40650557135
2005-11-02,41736824992
2005-11-03,41793149992
2005-11-04,41937985706
2005-11-07,42155239278
2005-11-08,42106960706
2005-11-09,42372492849
2005-11-10,43120810706
2005-11-11,43490946420
2005-11-14,42887464278
2005-11-15,43064485706
2005-11-16,42139146421
2005-11-17,42887464278
2005-11-18,42871371420
2005-11-21,42823092849
2005-11-22,43305878563
2005-11-23,43957639277
2005-11-25,43579457135
2005-11-28,44078335706
2005-11-29,44118567849
2005-11-30,44119322561
2005-12-01,44904709657
2005-12-02,45341935464
2005-12-05,44621322561
2005-12-06,44394612883
2005-12-07,44248870948
2005-12-08,44014064496
2005-12-09,44184096754
2005-12-12,44564645141
2005-12-13,45277161270
2005-12-14,44864225786
2005-12-15,44402709657
2005-12-16,42629516110
2005-12-19,42945290303
2005-12-20,43706387077
2005-12-21,43487774174
2005-12-22,43617322561
2005-12-23,43649709658
2005-12-27,42953387077
2005-12-28,43220580626
2005-12-29,43333935464
2005-12-30,43293451593
2006-01-03,44184096754
2006-01-04,44014064496
2006-01-05,43552548368
2006-01-06,43706387077
2006-01-09,44175999980
2006-01-10,43503967722
2006-01-11,43633516109
2006-01-12,44046451593
2006-01-13,45260967722
2006-01-17,44629419335
2006-01-18,44103129012
2006-01-19,43997870948
2006-01-20,43358225787
2006-01-23,43431096755
2006-01-24,42678096755
2006-01-25,42864322561
2006-01-26,42613322561
2006-01-27,42427096755
2006-01-30,41949387078
2006-01-31,41908903207
2006-02-01,42305645142
2006-02-02,42710483852
2006-02-03,42192290304
2006-02-06,41868419336
2006-02-07,41698387078
2006-02-08,42103225788
2006-02-09,42297548368
2006-02-10,42265161271
2006-02-13,41860322562
2006-02-14,42240870949
2006-02-15,43155806432
2006-02-16,43682096755
2006-02-17,43358225787
2006-02-21,41965580626
2006-02-22,42273258045
2006-02-23,41738870949
2006-02-24,41965580626
2006-02-27,42548548368
2006-02-28,41759574452
2006-03-01,42139574452
2006-03-02,41880851048
2006-03-03,41864680835
2006-03-06,41064255304
2006-03-07,40336595729
2006-03-08,40191063814
2006-03-09,40288085091
2006-03-10,40061702112
2006-03-13,40546808495
2006-03-14,41096595729
2006-03-15,41209787218
2006-03-16,40449787219
2006-03-17,41209787218
2006-03-20,40627659559
2006-03-21,40053617006
2006-03-22,40449787219
2006-03-23,38396170198
2006-03-24,38679148921
2006-03-27,38913617006
2006-03-28,38638723390
2006-03-29,38064680837
2006-03-30,38088936156
2006-03-31,38299148922
2006-04-03,38444680836
2006-04-04,38145531900
2006-04-05,37943404241
2006-04-06,38711489347
2006-04-07,38662978709
2006-04-10,38768085092
2006-04-11,37789787220
2006-04-12,38177872326
2006-04-13,38533617007
2006-04-17,38242553177
2006-04-18,38848936155
2006-04-19,38509361687
2006-04-20,38485106368
2006-04-21,38509361687
2006-04-24,38404255305
2006-04-25,38056595730
2006-04-26,37975744666
2006-04-27,37999999986
2006-04-28,37854468071
2006-05-01,37983829773
2006-05-02,38307234028
2006-05-03,38250638283
2006-05-04,38913617006
2006-05-05,39026808496
2006-05-08,39366382964
2006-05-09,39180425517
2006-05-10,38913617006
2006-05-11,38444680836
2006-05-12,37725106369
2006-05-15,37628085092
2006-05-16,34442553178
2006-05-17,33173191477
2006-05-18,32777021264
2006-05-19,32914468072
2006-05-22,33213617009
2006-05-23,32558723392
2006-05-24,32720425519
2006-05-25,32429361690
2006-05-26,32421276583
2006-05-30,32219148924
2006-05-31,31722012916
2006-06-01,31880980658
2006-06-02,31904825819
2006-06-05,31253058077
2006-06-06,30601290335
2006-06-07,30561548399
2006-06-08,29726967754
2006-06-09,29623638721
2006-06-12,28940077431
2006-06-13,29416980657
2006-06-14,29885935496
2006-06-15,30338993560
2006-06-16,31944567754
2006-06-19,32946064529
2006-06-20,32302245174
2006-06-21,32985806465
2006-06-22,32548645174
2006-06-23,32421470980
2006-06-26,32644025819
2006-06-27,32516851626
2006-06-28,32349935497
2006-06-29,32644025819
2006-06-30,33176567755
2006-07-03,33438864529
2006-07-05,33144774207
2006-07-06,33327587110
2006-07-07,33152722594
2006-07-10,33271948400
2006-07-11,33120929045
2006-07-12,32151225819
2006-07-13,31507406464
2006-07-14,31570993561
2006-07-17,31189470980
2006-07-18,31070245173
2006-07-19,32183019367
2006-07-20,31594838722
2006-07-21,31451767754
2006-07-24,31642529045
2006-07-25,32397625819
2006-07-26,31801496787
2006-07-27,31491509690
2006-07-28,31555096787
2006-07-31,30966916141
2006-08-01,30283354851
2006-08-02,30617187109
2006-08-03,30450270980
2006-08-04,30601290335
2006-08-07,30172077431
2006-08-08,30036954850
2006-08-09,29885935496
2006-08-10,30132335496
2006-08-11,29877987108
2006-08-14,29202374205
2006-08-15,29552103237
2006-08-16,30410529044
2006-08-17,31618683883
2006-08-18,31698167754
2006-08-21,31555096787
2006-08-22,31380232270
2006-08-23,31173574206
2006-08-24,30958967754
2006-08-25,31014606464
2006-08-28,31578941948
2006-08-29,32270451626
2006-08-30,32262503238
2006-08-31,33505298253
2006-09-01,33609252639
2006-09-05,33409340358
2006-09-06,33609252639
2006-09-07,33665228078
2006-09-08,34137021060
2006-09-11,34400905271
2006-09-12,35792294745
2006-09-13,35064614043
2006-09-14,34848708780
2006-09-15,35032628078
2006-09-18,34192996499
2006-09-19,34240975446
2006-09-20,34848708780
2006-09-21,35784298254
2006-09-22,35744315798
2006-09-25,36839835096
2006-09-26,37047743868
2006-09-27,37071733342
2006-09-28,37527533342
2006-09-29,37607498254
2006-10-02,37695459658
2006-10-03,38407147377
2006-10-04,38974898255
2006-10-05,38599063167
2006-10-06,38679028079
2006-10-09,38623052640
2006-10-10,38343175447
2006-10-11,37607498254
2006-10-12,37935354395
2006-10-13,38343175447
2006-10-16,38199238605
2006-10-17,38015319307
2006-10-18,38495108781
2006-10-19,38391154395
2006-10-20,38447129833
2006-10-23,38703017553
2006-10-24,38487112289
2006-10-25,38727007026
2006-10-26,39550645623
2006-10-27,39030873693
2006-10-30,39414705272
2006-10-31,39038870184
2006-11-01,39150821062
2006-11-02,38535091237
2006-11-03,37879378956
2006-11-06,38495108781
2006-11-07,38671031588
2006-11-08,39094845623
2006-11-09,38519098254
2006-11-10,38607059658
2006-11-13,38966901763
2006-11-14,39310750886
2006-11-15,39734564921
2006-11-16,39902491237
2006-11-17,39870505272
2006-11-20,39910487728
2006-11-21,40278326325
2006-11-22,40446252641
2006-11-24,40390277202
2006-11-27,39718571939
2006-11-28,39086849132
2006-11-29,38918922816
2006-11-30,38511583327
2006-12-01,37017972216
2006-12-04,37379583328
2006-12-05,37489638883
2006-12-06,37749055550
2006-12-07,37245944439
2006-12-08,37175194439
2006-12-11,37379583328
2006-12-12,37300972216
2006-12-13,37528944439
2006-12-14,37576111105
2006-12-15,37489638883
2006-12-18,37788361105
2006-12-19,37804083327
2006-12-20,37772638883
2006-12-21,38566611105
2006-12-22,38417249994
2006-12-26,38362222216
2006-12-27,39242666661
2006-12-28,39038277772
2006-12-29,38558749994
2007-01-03,40052361105
2007-01-04,39989472216
2007-01-05,39211222216
2007-01-08,39195499994
2007-01-09,39643583327
2007-01-10,39502083327
2007-01-11,39934444438
2007-01-12,40020916661
2007-01-16,40052361105
2007-01-17,40351083327
2007-01-18,40838472216
2007-01-19,41184361105
2007-01-22,41019277771
2007-01-23,40869916660
2007-01-24,41082166660
2007-01-25,40626222216
2007-01-26,40846333327
2007-01-29,40869916660
2007-01-30,40995694438
2007-01-31,40531888883
2007-02-01,40995694438
2007-02-02,40696972216
2007-02-05,39918722216
2007-02-06,38731694438
2007-02-07,39219083327
2007-02-08,38967527772
2007-02-09,38087083327
2007-02-12,38252166661
2007-02-13,38330777772
2007-02-14,38464416661
2007-02-15,38252166661
2007-02-16,38016333327
2007-02-20,38440833327
2007-02-21,38252166661
2007-02-22,38228583327
2007-02-23,37426749994
2007-02-26,37222361105
2007-02-27,36341916661
2007-02-28,36962448963
2007-03-01,36683877535
2007-03-02,36373469371
2007-03-05,35808367331
2007-03-06,36588367330
2007-03-07,36182448963
2007-03-08,36811224473
2007-03-09,36819183657
2007-03-12,36930612228
2007-03-13,36047142841
2007-03-14,35927755086
2007-03-15,36301836718
2007-03-16,36254081616
2007-03-19,36548571412
2007-03-20,36556530596
2007-03-21,37885714269
2007-03-22,38076734677
2007-03-23,38299591820
2007-03-26,38251836718
2007-03-27,37710612228
2007-03-28,36954489779
2007-03-29,37320612228
2007-03-30,37296734677
2007-04-02,37559387738
2007-04-03,37742448963
2007-04-04,37408163249
2007-04-05,37209183657
2007-04-09,37002244881
2007-04-10,36644081616
2007-04-11,35903877535
2007-04-12,36086938759
2007-04-13,36015306106
2007-04-16,37233061208
2007-04-17,37169387738
2007-04-18,36938571412
2007-04-19,37049999983
2007-04-20,37567346922
2007-04-23,37742448963
2007-04-24,37981224473
2007-04-25,38641836717
2007-04-26,38578163248
2007-04-27,38745306105
2007-04-30,38912448962
2007-05-01,38602040799
2007-05-02,38920408146
2007-05-03,38323469371
2007-05-04,38164285697
2007-05-07,37981224473
2007-05-08,37646938759
2007-05-09,38355306105
2007-05-10,38307551003
2007-05-11,38832857125
2007-05-14,38363265289
2007-05-15,38124489779
2007-05-16,38116530595
2007-05-17,37774285697
2007-05-18,39143265289
2007-05-21,39334285697
2007-05-22,39700408145
2007-05-23,39581020390
2007-05-24,39453673452
2007-05-25,39756122431
2007-05-29,40098367329
2007-05-30,40130204064
2007-05-31,40049360000
2007-06-01,40128760000
2007-06-04,40279620000
2007-06-05,40700440000
2007-06-06,39842920000
2007-06-07,38850420000
2007-06-08,38906000000
2007-06-11,38842480000
2007-06-12,39461800000
2007-06-13,39604720000
2007-06-14,39525320000
2007-06-15,39469740000
2007-06-18,39430040000
2007-06-19,39469740000
2007-06-20,39215660000
2007-06-21,38374020000
2007-06-22,39160080000
2007-06-25,38501060000
2007-06-26,38707500000
2007-06-27,38509000000
2007-06-28,38540760000
2007-06-29,38723380000
2007-07-02,38096120000
2007-07-03,37849980000
2007-07-05,38159640000
2007-07-06,38231100000
2007-07-09,37667360000
2007-07-10,37175080000
2007-07-11,36992460000
2007-07-12,37206840000
2007-07-13,37897620000
2007-07-16,37881740000
2007-07-17,37826160000
2007-07-18,37746760000
2007-07-19,37643540000
2007-07-20,37206840000
2007-07-23,37238600000
2007-07-24,36341380000
2007-07-25,36261980000
2007-07-26,35769700000
2007-07-27,35190080000
2007-07-30,35547380000
2007-07-31,35182140000
2007-08-01,35571200000
2007-08-02,35650600000
2007-08-03,34626340000
2007-08-06,35285360000
2007-08-07,36190520000
2007-08-08,37167140000
2007-08-09,37635600000
2007-08-10,37849980000
2007-08-13,36944820000
2007-08-14,35277420000
2007-08-15,34229340000
2007-08-16,34531060000
2007-08-17,35809400000
2007-08-20,35356820000
2007-08-21,35372700000
2007-08-22,35825280000
2007-08-23,35841160000
2007-08-24,36404900000
2007-08-27,36285800000
2007-08-28,35309180000
2007-08-29,35793520000
2007-08-30,35730000000
2007-08-31,36152870000
2007-09-04,36700040000
2007-09-05,36517650000
2007-09-06,36604880000
2007-09-07,35462960000
2007-09-10,35050600000
2007-09-11,35669140000
2007-09-12,35359870000
2007-09-13,35645350000
2007-09-14,35320220000
2007-09-17,35193340000
2007-09-18,37033100000
2007-09-19,37508900000
2007-09-20,38484290000
2007-09-21,39023530000
2007-09-24,39007670000
2007-09-25,38571520000
2007-09-26,38753910000
2007-09-27,38928370000
2007-09-28,38404990000
2007-10-01,39205920000
2007-10-02,39657930000
2007-10-03,39618280000
2007-10-04,39650000000
2007-10-05,40284400000
2007-10-08,40244750000
2007-10-09,40704690000
2007-10-10,40474720000
2007-10-11,39848250000
2007-10-12,39832390000
2007-10-15,39110760000
2007-10-16,38420850000
2007-10-17,38642890000
2007-10-18,38254320000
2007-10-19,37469250000
2007-10-22,38476360000
2007-10-23,38555660000
2007-10-24,37984700000
2007-10-25,37611990000
2007-10-26,37802310000
2007-10-29,38008490000
2007-10-30,37834030000
2007-10-31,38048140000
2007-11-01,37112400000
2007-11-02,36557300000
2007-11-05,36208380000
2007-11-06,36121150000
2007-11-07,35391590000
2007-11-08,35518470000
2007-11-09,34804770000
2007-11-12,35074390000
2007-11-13,35930830000
2007-11-14,35605700000
2007-11-15,35447100000
2007-11-16,35613630000
2007-11-19,34812700000
2007-11-20,34503430000
2007-11-21,33575620000
2007-11-23,33884889999
2007-11-26,33488389999
2007-11-27,34669960000
2007-11-28,35526400000
2007-11-29,35375730000
2007-11-30,35464320000
2007-12-03,35330700000
2007-12-04,34811940000
2007-12-05,34654740000
2007-12-06,35574360000
2007-12-07,35370000000
2007-12-10,35794440000
2007-12-11,34686180000
2007-12-12,35071320000
2007-12-13,35204940000
2007-12-14,35385720000
2007-12-17,34623300000
2007-12-18,34977000000
2007-12-19,34780500000
2007-12-20,34591860000
2007-12-21,35629380000
2007-12-24,35998800000
2007-12-26,35692260000
2007-12-27,34969140000
2007-12-28,35063460000
2007-12-31,34969140000
2008-01-02,34316759999
2008-01-03,33758700000
2008-01-04,32784060000
2008-01-07,32406779999
2008-01-08,31927319999
2008-01-09,31644360000
2008-01-10,31801560000
2008-01-11,31094160000
2008-01-14,30999840000
2008-01-15,30646140000
2008-01-16,31070580000
2008-01-17,29970180000
2008-01-18,30072360000
2008-01-22,31290660000
2008-01-23,33208500000
2008-01-24,33648660000
2008-01-25,32548259999
2008-01-28,33900180000
2008-01-29,32823360000
2008-01-30,32870520000
2008-01-31,34859100000
2008-02-01,35197080000
2008-02-04,33035580000
2008-02-05,32005920000
2008-02-06,31911600000
2008-02-07,32115960000
2008-02-08,32076660000
2008-02-11,32516819999
2008-02-12,33294960000
2008-02-13,33538620000
2008-02-14,33067020000
2008-02-15,32501100000
2008-02-19,32917680000
2008-02-20,32760480000
2008-02-21,32123819999
2008-02-22,32894100000
2008-02-25,33106319999
2008-02-26,33405000000
2008-02-27,33287100000
2008-02-28,31911600000
2008-02-29,30929100000
2008-03-03,31023420000
2008-03-04,31479299999
2008-03-05,31251360000
2008-03-06,30292440000
2008-03-07,30198120000
2008-03-10,29726520000
2008-03-11,30630420000
2008-03-12,30221700000
2008-03-13,30834779999
2008-03-14,29750100000
2008-03-17,28673279999
2008-03-18,30166680000
2008-03-19,29553600000
2008-03-20,32139540000
2008-03-24,33287100000
2008-03-25,33098460000
2008-03-26,32383200000
2008-03-27,32045220000
2008-03-28,31204200000
2008-03-31,31817279999
2008-04-01,33908040000
2008-04-02,33515040000
2008-04-03,33090600000
2008-04-04,32744759999
2008-04-07,33051299999
2008-04-08,32658299999
2008-04-09,31455720000
2008-04-10,31644360000
2008-04-11,31219920000
2008-04-14,31282799999
2008-04-15,30858360000
2008-04-16,32076660000
2008-04-17,32540400000
2008-04-18,33389279999
2008-04-21,32422500000
2008-04-22,31691520000
2008-04-23,30952680000
2008-04-24,31243500000
2008-04-25,31007700000
2008-04-28,31070580000
2008-04-29,31212060000
2008-04-30,31573620000
2008-05-01,32658299999
2008-05-02,32964840000
2008-05-05,32202420000
2008-05-06,31872299999
2008-05-07,31345680000
2008-05-08,31801560000
2008-05-09,31219920000
2008-05-12,32005920000
2008-05-13,31369259999
2008-05-14,31141319999
2008-05-15,31722960000
2008-05-16,31164900000
2008-05-19,31440000000
2008-05-20,30826920000
2008-05-21,29419980000
2008-05-22,29828700000
2008-05-23,29074140000
2008-05-27,29930880000
2008-05-28,30520380000
2008-05-29,30669720000
2008-05-30,31487160000
2008-06-02,30874080000
2008-06-03,30048779999
2008-06-04,30323880000
2008-06-05,30929100000
2008-06-06,29262779999
2008-06-09,29042700000
2008-06-10,29451420000
2008-06-11,28461060000
2008-06-12,28806900000
2008-06-13,29074140000
2008-06-16,28468920000
2008-06-17,27910860000
2008-06-18,27486420000
2008-06-19,28956240000
2008-06-20,27879420000
2008-06-23,27038400000
2008-06-24,27101279999
2008-06-25,27926580000
2008-06-26,26307420000
2008-06-27,25882980000
2008-06-30,25906560000
2008-07-01,25387799999
2008-07-02,25332779999
2008-07-03,25065540000
2008-07-07,25427100000
2008-07-08,26928360000
2008-07-09,25466400000
2008-07-10,24271680000
2008-07-11,23807940000
2008-07-14,23556420000
2008-07-15,23776500000
2008-07-16,26103060000
2008-07-17,28618259999
2008-07-18,28799040000
2008-07-21,27840120000
2008-07-22,31227779999
2008-07-23,31361400000
2008-07-24,29577180000
2008-07-25,29797259999
2008-07-28,28398180000
2008-07-29,30033060000
2008-07-30,29482860000
2008-07-31,29034840000
2008-08-01,28736160000
2008-08-04,29364960000
2008-08-05,31581480000
2008-08-06,31267080000
2008-08-07,29577180000
2008-08-08,31361400000
2008-08-11,32084520000
2008-08-12,30803340000
2008-08-13,29624340000
2008-08-14,30874080000
2008-08-15,31023420000
2008-08-18,30033060000
2008-08-19,28940520000
2008-08-20,28107360000
2008-08-21,28303860000
2008-08-22,29286360000
2008-08-25,28578960000
2008-08-26,28296000000
2008-08-27,28476779999
2008-08-28,29695080000
2008-08-29,29129160000
2008-09-02,30756180000
2008-09-03,30693299999
2008-09-04,29789400000
2008-09-05,30646140000
2008-09-08,31998060000
2008-09-09,31455720000
2008-09-10,31125600000
2008-09-11,31636500000
2008-09-12,32304600000
2008-09-15,32241720000
2008-09-16,32202420000
2008-09-17,30598980000
2008-09-18,30834779999
2008-09-19,31251360000
2008-09-22,29388540000
2008-09-23,29254920000
2008-09-24,28987680000
2008-09-25,28500360000
2008-09-26,27903000000
2008-09-29,26118779999
2008-09-30,27785100000
2008-10-01,28272420000
2008-10-02,27258480000
2008-10-03,25733640000
2008-10-06,24326700000
2008-10-07,23257740000
2008-10-08,23257740000
2008-10-09,21945120000
2008-10-10,22023720000
2008-10-13,24342420000
2008-10-14,23855100000
2008-10-15,21866520000
2008-10-16,23045520000
2008-10-17,23257740000
2008-10-20,23635020000
2008-10-21,23517120000
2008-10-22,22133760000
2008-10-23,21465660000
2008-10-24,20844720000
2008-10-27,19681440000
2008-10-28,21803640000
2008-10-29,22298820000
2008-10-30,22566060000
2008-10-31,19964400000
2008-11-03,18919020000
2008-11-04,19610700000
2008-11-05,18439560000
2008-11-06,17197680000
2008-11-07,17315580000
2008-11-10,16388100000
2008-11-11,16443120000
2008-11-12,15122639999
2008-11-13,15767159999
2008-11-14,14910420000
2008-11-17,14572440000
2008-11-18,14776800000
2008-11-19,12945420000
2008-11-20,11805720000
2008-11-21,12395220000
2008-11-24,13951500000
2008-11-25,14022240000
2008-11-26,15303420000
2008-11-28,16506000000
2008-12-01,15417330000
2008-12-02,15810830000
2008-12-03,16676530000
2008-12-04,16589959999
2008-12-05,16904760000
2008-12-08,17258910000
2008-12-09,17235300000
2008-12-10,17896380000
2008-12-11,17180210000
2008-12-12,17093640000
2008-12-15,16377469999
2008-12-16,17998690000
2008-12-17,18470890000
2008-12-18,19076880000
2008-12-19,19045400000
2008-12-22,18203310000
2008-12-23,18203310000
2008-12-24,18258400000
2008-12-26,18368580000
2008-12-29,18132480000
2008-12-30,19021790000
2008-12-31,19139840000
2009-01-02,20107850000
2009-01-05,19737960000
2009-01-06,19848140000
2009-01-07,19053270000
2009-01-08,18990310000
2009-01-09,18581070000
2009-01-12,17699630000
2009-01-13,17864900000
2009-01-14,17093640000
2009-01-15,16487650000
2009-01-16,16613570000
2009-01-20,15039570000
2009-01-21,15645560000
2009-01-22,15299280000
2009-01-23,15252060000
2009-01-26,14984480000
2009-01-27,15409459999
2009-01-28,15716390000
2009-01-29,14638200000
2009-01-30,14315530000
2009-02-02,14173870000
2009-02-03,14866430000
2009-02-04,14543760000
2009-02-05,15212709999
2009-02-06,16290900000
2009-02-09,16881150000
2009-02-10,16692270000
2009-02-11,17030680000
2009-02-12,16684400000
2009-02-13,16424690000
2009-02-17,15755740000
2009-02-18,15519640000
2009-02-19,15259930000
2009-02-20,15267799999
2009-02-23,14614590000
2009-02-24,15936750000
2009-02-25,15574730000
2009-02-26,15732129999
2009-02-27,15393719999
2009-03-02,14331270000
2009-03-03,14244700000
2009-03-04,15362240000
2009-03-05,14244700000
2009-03-06,13615100000
2009-03-09,13363260000
2009-03-10,15094660000
2009-03-11,15480290000
2009-03-12,16322379999
2009-03-13,16164980000
2009-03-16,16133500000
2009-03-17,16983459999
2009-03-18,17369090000
2009-03-19,17620930000
2009-03-20,16763100000
2009-03-23,18344970000
2009-03-24,17967210000
2009-03-25,17872770000
2009-03-26,18211180000
2009-03-27,17447790000
2009-03-30,16464040000
2009-03-31,16999200000
2009-04-01,18132480000
2009-04-02,19037530000
2009-04-03,20084240000
2009-04-06,19478250000
2009-04-07,18494500000
2009-04-08,18880130000
2009-04-09,20147200000
