,ABBV
2017-07-27,114552810000
2017-07-28,112492680000
2017-07-31,111646270000
2017-08-01,112396860000
2017-08-02,112923869999
2017-08-03,113371029999
2017-08-04,113371029999
2017-08-07,113738340000
2017-08-08,114137590000
2017-08-09,115015940000
2017-08-10,112492680000
2017-08-11,112796110000
2017-08-14,113099539999
2017-08-15,112332980000
2017-08-16,112460740000
2017-08-17,111550449999
2017-08-18,111726119999
2017-08-21,112907900000
2017-08-22,114584750000
2017-08-23,114217440000
2017-08-24,115159670000
2017-08-25,115750560000
2017-08-28,117092039999
2017-08-29,118002330000
2017-08-30,118050240000
2017-08-31,120254100000
2017-09-01,120445740000
2017-09-05,120174250000
2017-09-06,123048850000
2017-09-07,130602660000
2017-09-08,136287980000
2017-09-11,138939000000
2017-09-12,140136750000
2017-09-13,141286590000
2017-09-14,142484340000
2017-09-15,139529890000
2017-09-18,136256039999
2017-09-19,137932890000
2017-09-20,139593770000
2017-09-21,139593770000
2017-09-22,139705560000
2017-09-25,138252290000
2017-09-26,136303949999
2017-09-27,135345750000
2017-09-28,142069120000
2017-09-29,141909420000
2017-10-02,144262440000
2017-10-03,143161200000
2017-10-04,143480400000
2017-10-05,143927280000
2017-10-06,144422040000
2017-10-09,144884880000
2017-10-10,145507320000
2017-10-11,147438480000
2017-10-12,145906320000
2017-10-13,144709320000
2017-10-16,145299840000
2017-10-17,147103320000
2017-10-18,153279840000
2017-10-19,153982080000
2017-10-20,153375600000
2017-10-23,150837960000
2017-10-24,146337240000
2017-10-25,146464920000
2017-10-26,142937760000
2017-10-27,146720280000
2017-10-30,145172160000
2017-10-31,144039000000
2017-11-01,147534240000
2017-11-02,145267920000
2017-11-03,147326760000
2017-11-06,148364160000
2017-11-07,149960160000
2017-11-08,152753160000
2017-11-09,153040440000
2017-11-10,152306280000
2017-11-13,151811520000
2017-11-14,151221000000
2017-11-15,149640960000
2017-11-16,150774120000
2017-11-17,149401560000
2017-11-20,149385600000
2017-11-21,151109280000
2017-11-22,150774120000
2017-11-24,151173120000
2017-11-27,152290320000
2017-11-28,152290320000
2017-11-29,152928720000
2017-11-30,154684320000
2017-12-01,153726720000
2017-12-04,151971120000
2017-12-05,152274360000
2017-12-06,150662400000
2017-12-07,150407040000
2017-12-08,153136200000
2017-12-11,153966120000
2017-12-12,153694800000
2017-12-13,155370600000
2017-12-14,153694800000
2017-12-15,155530200000
2017-12-18,156711240000
2017-12-19,156280320000
2017-12-20,155466360000
2017-12-21,156264360000
2017-12-22,156743160000
2017-12-26,156009000000
2017-12-27,156551640000
2017-12-28,156072840000
2017-12-29,154349160000
2018-01-02,156570310000
2018-01-03,159020450000
2018-01-04,158113580000
2018-01-05,160866010000
2018-01-08,158288590000
2018-01-09,159481840000
2018-01-10,158606790000
2018-01-11,157938570000
2018-01-12,159640940000
2018-01-16,163061590000
2018-01-17,166036760000
2018-01-18,165161710000
2018-01-19,166482240000
2018-01-22,169425590000
2018-01-23,167659580000
2018-01-24,167866410000
2018-01-25,172305300000
2018-01-26,196027110000
2018-01-29,194595210000
2018-01-30,184365080000
2018-01-31,178542020000
2018-02-01,185096940000
2018-02-02,183235470000
2018-02-05,174230410000
2018-02-06,176919200000
2018-02-07,180769420000
2018-02-08,172591680000
2018-02-09,177078300000
2018-02-12,178080630000
2018-02-13,177969260000
2018-02-14,179910280000
2018-02-15,182805900000
2018-02-16,188692600000
2018-02-20,187706180000
2018-02-21,187594810000
2018-02-22,187037960000
2018-02-23,188931250000
2018-02-26,193370140000
2018-02-27,188151660000
2018-02-28,184285530000
2018-03-01,181119440000
2018-03-02,183028640000
2018-03-05,184015060000
2018-03-06,182264960000
2018-03-07,182519520000
2018-03-08,186162910000
2018-03-09,189790390000
2018-03-12,188215300000
2018-03-13,190522250000
2018-03-14,189233540000
2018-03-15,182853630000
2018-03-16,180912610000
2018-03-19,178239730000
2018-03-20,179226150000
2018-03-21,178907950000
2018-03-22,156077100000
2018-03-23,155058860000
2018-03-26,151590480000
2018-03-27,146387910000
2018-03-28,149983570000
2018-03-29,150588150000
2018-04-02,143409280000
2018-04-03,142045120000
2018-04-04,145729920000
2018-04-05,144585280000
2018-04-06,140775040000
2018-04-09,141872640000
2018-04-10,146796160000
2018-04-11,146827520000
2018-04-12,144444160000
2018-04-13,143989440000
2018-04-16,145196800000
2018-04-17,146749120000
2018-04-18,147893760000
2018-04-19,145839680000
2018-04-20,145196800000
2018-04-23,146090560000
2018-04-24,143252480000
2018-04-25,144052160000
2018-04-26,152785920000
2018-04-27,154808640000
2018-04-30,151390400000
2018-05-01,160045760000
2018-05-02,157380160000
2018-05-03,157239040000
2018-05-04,157066560000
2018-05-07,156219840000
2018-05-08,155859200000
2018-05-09,158650240000
2018-05-10,161268800000
2018-05-11,163354240000
2018-05-14,166035520000
2018-05-15,163354240000
2018-05-16,164702720000
2018-05-17,165141760000
2018-05-18,166176640000
2018-05-21,166568640000
2018-05-22,166568640000
2018-05-23,165580800000
2018-05-24,161723520000
2018-05-25,158493440000
2018-05-29,155968960000
2018-05-30,161519680000
2018-05-31,155137920000
2018-06-01,153742400000
2018-06-04,155388800000
2018-06-05,155608320000
2018-06-06,156768640000
2018-06-07,155733760000
2018-06-08,157474240000
2018-06-11,156439360000
2018-06-12,155090880000
2018-06-13,153005440000
2018-06-14,154840000000
2018-06-15,156125760000
2018-06-18,154416640000
2018-06-19,153679680000
2018-06-20,154056000000
2018-06-21,149822400000
2018-06-22,146592320000
2018-06-25,145902400000
2018-06-26,144444160000
2018-06-27,143487680000
2018-06-28,144930240000
2018-06-29,145275200000
2018-07-02,140689210000
2018-07-03,141444710000
2018-07-05,142759280000
2018-07-06,146446120000
2018-07-09,146627440000
2018-07-10,149347240000
2018-07-11,143484560000
2018-07-12,144466710000
2018-07-13,146007930000
2018-07-16,145433750000
2018-07-17,144164510000
2018-07-18,142638400000
2018-07-19,135914450000
2018-07-20,134343010000
2018-07-23,135083400000
2018-07-24,138316940000
2018-07-25,140704320000
2018-07-26,141943340000
2018-07-27,136836160000
2018-07-30,138180950000
2018-07-31,139359530000
2018-08-01,141898010000
2018-08-02,143726320000
2018-08-03,145856830000
2018-08-06,146657660000
2018-08-07,142124660000
2018-08-08,141626030000
2018-08-09,144255170000
2018-08-10,144753800000
2018-08-13,146234580000
2018-08-14,144935120000
2018-08-15,147246950000
2018-08-16,148410420000
2018-08-17,149301910000
2018-08-20,147518930000
2018-08-21,147685140000
2018-08-22,147534040000
2018-08-23,146793650000
2018-08-24,147171400000
2018-08-27,148108220000
2018-08-28,146959860000
2018-08-29,147443380000
2018-08-30,146249690000
2018-08-31,145025780000
2018-09-04,142880160000
2018-09-05,143832090000
2018-09-06,141641140000
2018-09-07,142290870000
2018-09-10,141762020000
2018-09-11,140794980000
2018-09-12,140885640000
2018-09-13,145554630000
2018-09-14,144572480000
2018-09-17,144104070000
2018-09-18,139933710000
2018-09-19,137531220000
2018-09-20,140039480000
2018-09-21,139404860000
2018-09-24,141157620000
2018-09-25,141701580000
2018-09-26,142305980000
2018-09-27,142245540000
2018-09-28,142910380000
2018-10-01,142120000000
2018-10-02,140968080000
2018-10-03,143630960000
2018-10-04,140384640000
2018-10-05,141192480000
2018-10-08,141835760000
2018-10-09,141476720000
2018-10-10,139247680000
2018-10-11,135687200000
2018-10-12,135672240000
2018-10-15,133413280000
2018-10-16,137497360000
2018-10-17,138035920000
2018-10-18,134490400000
2018-10-19,131603120000
2018-10-22,126067920000
2018-10-23,124108159999
2018-10-24,118797360000
2018-10-25,122268080000
2018-10-26,120861840000
2018-10-29,121714560000
2018-10-30,122058640000
2018-10-31,116463599999
2018-11-01,119994159999
2018-11-02,119021760000
2018-11-05,123539680000
2018-11-06,125155360000
2018-11-07,130092159999
2018-11-08,131244080000
2018-11-09,132829840000
2018-11-12,134176240000
2018-11-13,131977120000
2018-11-14,132111760000
2018-11-15,134849440000
2018-11-16,136928880000
2018-11-19,133862080000
2018-11-20,131782640000
2018-11-21,128880400000
2018-11-23,128102480000
2018-11-26,129015039999
2018-11-27,131169280000
2018-11-28,133054240000
2018-11-29,134505360000
2018-11-30,141027920000
2018-12-03,140115360000
2018-12-04,135462800000
2018-12-06,135133680000
2018-12-07,130092159999
2018-12-10,131064560000
2018-12-11,131902320000
2018-12-12,132545599999
2018-12-13,131214159999
2018-12-14,128072560000
2018-12-17,127055280000
2018-12-18,125035680000
2018-12-19,124945920000
2018-12-20,127713520000
2018-12-21,127040320000
2018-12-24,125903360000
2018-12-26,133203840000
2018-12-27,134505360000
2018-12-28,136315520000
2018-12-31,136441200000
2019-01-02,132060400000
2019-01-03,127709200000
2019-01-04,131823599999
2019-01-07,133747600000
2019-01-08,134369200000
2019-01-09,129958800000
2019-01-10,130536000000
2019-01-11,130698800000
2019-01-14,125444800000
2019-01-15,126540000000
2019-01-16,126614000000
2019-01-17,129056000000
2019-01-18,132460000000
2019-01-22,131216800000
2019-01-23,130906000000
2019-01-24,127102400000
2019-01-25,119199200000
2019-01-28,114167200000
2019-01-29,114655600000
2019-01-30,117008800000
2019-01-31,118829200000
2019-02-01,119140000000
2019-02-04,116224400000
2019-02-05,117941200000
2019-02-06,117038400000
2019-02-07,117171600000
2019-02-08,117911600000
2019-02-11,118059600000
2019-02-12,118296400000
2019-02-13,119569200000
2019-02-14,119169600000
2019-02-15,119657999999
2019-02-19,119169600000
2019-02-20,118385200000
2019-02-21,116550000000
2019-02-22,118429600000
2019-02-25,118829200000
2019-02-26,119154800000
2019-02-27,117526800000
2019-02-28,117275200000
2019-03-01,118547999999
2019-03-04,117600799999
2019-03-05,116786800000
2019-03-06,115573200000
2019-03-07,115795200000
2019-03-08,114818400000
2019-03-11,115558400000
2019-03-12,116535200000
2019-03-13,116816400000
2019-03-14,118326000000
2019-03-15,120383200000
2019-03-18,119362000000
2019-03-19,119613599999
2019-03-20,119036400000
2019-03-21,120235200000
2019-03-22,118044800000
2019-03-25,117674800000
2019-03-26,119524800000
2019-03-27,118237200000
2019-03-28,118340799999
2019-03-29,119273200000
2019-04-01,119554400000
2019-04-02,122943599999
2019-04-03,122958400000
2019-04-04,122558800000
2019-04-05,123506000000
2019-04-08,124290400000
2019-04-09,122381200000
2019-04-10,122766000000
2019-04-11,121019600000
2019-04-12,119554400000
2019-04-15,119924400000
2019-04-16,118710799999
2019-04-17,115410400000
2019-04-18,114803599999
2019-04-22,115662000000
2019-04-23,116416800000
2019-04-24,116431600000
2019-04-25,117423200000
2019-04-26,117956000000
2019-04-29,118844000000
2019-04-30,117497200000
2019-05-01,116757200000
2019-05-02,116135600000
2019-05-03,116490799999
2019-05-06,117304800000
2019-05-07,115366000000
2019-05-08,115425200000
2019-05-09,115306800000
2019-05-10,114626000000
2019-05-13,113767600000
2019-05-14,116091200000
2019-05-15,116594400000
2019-05-16,117660000000
2019-05-17,117600799999
2019-05-20,118133599999
2019-05-21,119702400000
2019-05-22,120753200000
2019-05-23,120102000000
2019-05-24,118488800000
2019-05-28,115484400000
2019-05-29,115528800000
2019-05-30,114862800000
2019-05-31,113530799999
2019-06-03,112036000000
2019-06-04,113590000000
2019-06-05,114048800000
2019-06-06,114063599999
2019-06-07,114596400000
2019-06-10,113886000000
2019-06-11,115691600000
2019-06-12,116283599999
2019-06-13,116846000000
2019-06-14,116461200000
2019-06-17,116402000000
2019-06-18,115810000000
2019-06-19,114862800000
2019-06-20,115943200000
2019-06-21,116594400000
2019-06-24,116106000000
2019-06-25,97236000000
2019-06-26,100640000000
2019-06-27,103600000000
2019-06-28,107625600000
2019-07-01,108705400000
2019-07-02,109934630000
2019-07-03,111015759999
2019-07-05,108098190000
2019-07-08,105476820000
2019-07-09,105506440000
2019-07-10,106113650000
2019-07-11,105506440000
2019-07-12,104084680000
2019-07-15,104069870000
2019-07-16,102425960000
2019-07-17,101181919999
2019-07-18,101078250000
2019-07-19,101507740000
2019-07-22,100708000000
2019-07-23,100308130000
2019-07-24,99908259999
2019-07-25,98723460000
2019-07-26,100352560000
2019-07-29,99493580000
2019-07-30,99493580000
2019-07-31,98664220000
2019-08-01,97449800000
2019-08-02,96783349999
2019-08-05,96605630000
2019-08-06,95924370000
2019-08-07,95465259999
2019-08-08,96931450000
2019-08-09,97123980000
2019-08-12,95568930000
2019-08-13,96279810000
2019-08-14,94043500000
2019-08-15,93273380000
2019-08-16,95420830000
2019-08-19,98575360000
2019-08-20,98353210000
2019-08-21,100026740000
2019-08-22,99997120000
2019-08-23,97701570000
2019-08-26,98427259999
2019-08-27,97257270000
2019-08-28,97849669999
2019-08-29,98071820000
2019-08-30,97360940000
2019-09-03,96857400000
2019-09-04,98308780000
2019-09-05,99271430000
2019-09-06,100145220000
2019-09-09,98782700000
2019-09-10,100974580000
2019-09-11,102914690000
2019-09-12,104899230000
2019-09-13,104425310000
2019-09-16,104528980000
2019-09-17,106039599999
2019-09-18,105550870000
2019-09-19,106143270000
2019-09-20,107209590000
2019-09-23,108009330000
2019-09-24,108038950000
2019-09-25,106765290000
2019-09-26,109638430000
2019-09-27,110852849999
2019-09-30,112368480000
2019-10-01,108673320000
2019-10-02,107040920000
2019-10-03,109593399999
2019-10-04,110795440000
2019-10-07,110305720000
2019-10-08,109118520000
2019-10-09,108777200000
2019-10-10,110483800000
2019-10-11,109266920000
2019-10-14,109459840000
2019-10-15,110558000000
2019-10-16,110929000000
2019-10-17,111507760000
2019-10-18,113466639999
2019-10-21,114713200000
2019-10-22,115559080000
2019-10-23,115381000000
2019-10-24,113971200000
2019-10-25,113570520000
2019-10-28,116241720000
2019-10-29,116449480000
2019-10-30,118215440000
2019-10-31,118052200000
2019-11-01,121317000000
2019-11-04,123157160000
2019-11-05,121450560000
2019-11-06,121806720000
2019-11-07,121702840000
2019-11-08,126451639999
2019-11-11,127119440000
2019-11-12,128276960000
2019-11-13,128603440000
2019-11-14,130042920000
2019-11-15,131526920000
2019-11-18,131675320000
2019-11-19,132105680000
2019-11-20,129404800000
2019-11-21,128395680000
2019-11-22,127698200000
2019-11-25,130235840000
2019-11-26,130176480000
2019-11-27,131081720000
2019-11-29,130191320000
2019-12-02,129152520000
2019-12-03,127549800000
2019-12-04,129404800000
2019-12-05,128692480000
2019-12-06,129078320000
2019-12-09,128276960000
2019-12-10,128455040000
2019-12-11,128662800000
2019-12-12,131675320000
2019-12-13,130354560000
2019-12-16,132714120000
2019-12-17,133678720000
2019-12-18,132565720000
2019-12-19,131734680000
2019-12-20,132506360000
2019-12-23,133931000000
2019-12-24,133337399999
2019-12-26,133307720000
2019-12-27,132372800000
2019-12-30,131363680000
2019-12-31,131127740000
2020-01-02,132623550000
2020-01-03,131364700000
2020-01-06,132401400000
2020-01-07,131646090000
2020-01-08,132579120000
2020-01-09,133601009999
2020-01-10,131897860000
2020-01-13,131098120000
2020-01-14,130624200000
2020-01-15,132194060000
2020-01-16,132194060000
2020-01-17,130328000000
2020-01-21,130313190000
2020-01-22,129158009999
2020-01-23,126284870000
2020-01-24,123722740000
2020-01-27,124433620000
2020-01-28,124063370000
2020-01-29,123219200000
2020-01-30,121116180000
2020-01-31,119990620000
2020-02-03,121886300000
2020-02-04,124937160000
2020-02-05,128299030000
2020-02-06,129113580000
2020-02-07,136681490000
2020-02-10,140324750000
2020-02-11,142176000000
2020-02-12,144826990000
2020-02-13,141213350000
2020-02-14,139288050000
2020-02-18,138636410000
2020-02-19,139421340000
2020-02-20,139554630000
2020-02-21,140635760000
2020-02-24,137940340000
2020-02-25,132075580000
2020-02-26,130935210000
2020-02-27,126507020000
2020-02-28,126936509999
2020-03-02,131349890000
2020-03-03,129691169999
2020-03-04,135881750000
2020-03-05,134193410000
2020-03-06,131542419999
2020-03-09,126284870000
2020-03-10,129631930000
2020-03-11,125662849999
2020-03-12,116421410000
2020-03-13,126432970000
2020-03-16,109993870000
2020-03-17,108142620000
2020-03-18,105195430000
2020-03-19,105239860000
2020-03-20,101922419999
2020-03-23,95524500000
2020-03-24,99952690000
2020-03-25,100574710000
2020-03-26,109342230000
2020-03-27,107624270000
2020-03-30,111430440000
2020-03-31,125216608629
2020-04-01,120664173849
2020-04-02,123474521673
2020-04-03,120581999936
2020-04-06,124460608629
2020-04-07,123901826021
2020-04-08,129111652105
2020-04-09,131067391235
2020-04-13,131971304278
2020-04-14,134978869493
2020-04-15,134469391233
2020-04-16,134535130363
2020-04-17,137148260797
2020-04-20,138035739057
2020-04-21,132069912973
2020-04-22,133894173842
2020-04-23,134830956450
2020-04-24,137378347753
2020-04-27,139186173839
2020-04-28,136014260797
2020-04-29,137657739057
2020-04-30,135093912972
2020-05-01,136145739058
2020-05-04,134535130363
2020-05-05,140303739056
2020-05-06,140385912969
2020-05-07,138413739057
2020-05-08,137986434709
2020-05-11,144461739054
2020-05-12,148669043399
2020-05-13,146055912966
2020-05-14,147814434704
2020-05-15,149079912964
2020-05-18,150328956442
2020-05-19,149885217312
2020-05-20,149868782529
2020-05-21,152876347745
2020-05-22,151364347746
2020-05-26,149079912964
2020-05-27,147880173834
2020-05-28,147962347747
2020-05-29,152301130354
2020-06-01,149063478182
2020-06-02,149622260790
2020-06-03,149375739051
2020-06-04,152909217310
2020-06-05,154240434701
2020-06-08,155456608613
2020-06-09,158053304264
2020-06-10,159253043394
2020-06-11,151627304267
2020-06-12,151955999919
2020-06-15,152974956440
2020-06-16,157872521655
2020-06-17,157346608612
2020-06-18,158151912959
2020-06-19,158940782524
2020-06-22,159861130350
2020-06-23,159926869480
2020-06-24,156360521656
2020-06-25,159400956437
2020-06-26,157987565133
2020-06-29,158497043394
2020-06-30,173680420000
2020-07-01,175378660000
2020-07-02,174918720000
2020-07-06,175148690000
2020-07-07,175750150000
2020-07-08,175626320000
2020-07-09,173255860000
2020-07-10,171292270000
2020-07-13,173114340000
2020-07-14,174901030000
2020-07-15,177749120000
2020-07-16,176758480000
2020-07-17,178368270000
2020-07-20,176086260000
2020-07-21,172300600000
2020-07-22,172831300000
2020-07-23,173415070000
2020-07-24,171787590000
2020-07-27,171876040000
2020-07-28,171079990000
2020-07-29,171610690000
2020-07-30,169894760000
2020-07-31,167895790000
2020-08-03,169717860000
2020-08-04,166799010000
2020-08-05,164959250000
2020-08-06,163756330000
2020-08-07,164375480000
2020-08-10,163420220000
2020-08-11,163933230000
2020-08-12,168957190000
2020-08-13,167488920000
2020-08-14,168178830000
2020-08-17,170443150000
2020-08-18,169204850000
2020-08-19,170000900000
2020-08-20,168408800000
2020-08-21,167807340000
2020-08-24,167188190000
2020-08-25,166392140000
2020-08-26,166905150000
2020-08-27,166816700000
2020-08-28,166586730000
2020-08-31,169417130000
2020-09-01,163172560000
2020-09-02,166197550000
2020-09-03,162518030000
2020-09-04,162518030000
2020-09-08,159599180000
2020-09-09,162093470000
2020-09-10,158590850000
2020-09-11,158679300000
2020-09-14,160076810000
2020-09-15,160819790000
2020-09-16,158820820000
2020-09-17,158555470000
2020-09-18,159404590000
2020-09-21,157600210000
2020-09-22,156733400000
2020-09-23,154150660000
2020-09-24,151974790000
2020-09-25,152540870000
2020-09-28,154398320000
2020-09-29,153708410000
2020-09-30,154946710000
2020-10-01,154150660000
2020-10-02,152346280000
2020-10-05,155548170000
2020-10-06,151939410000
2020-10-07,154026830000
2020-10-08,154504460000
2020-10-09,155141300000
2020-10-12,156238080000
2020-10-13,155371270000
2020-10-14,152257830000
2020-10-15,150771870000
2020-10-16,152611630000
2020-10-19,149144390000
2020-10-20,149038250000
2020-10-21,146632410000
2020-10-22,149144390000
2020-10-23,149197460000
2020-10-26,148454480000
2020-10-27,146313990000
2020-10-28,142386810000
2020-10-29,142705230000
2020-10-30,150541900000
2020-11-02,156114250000
2020-11-03,155601240000
2020-11-04,167170500000
2020-11-05,165737610000
2020-11-06,164251650000
2020-11-09,168267280000
2020-11-10,174901030000
2020-11-11,173627350000
2020-11-12,172654400000
2020-11-13,175201760000
2020-11-16,173998840000
2020-11-17,175502490000
2020-11-18,174635680000
2020-11-19,176316230000
2020-11-20,178385960000
2020-11-23,180756420000
2020-11-24,183905240000
2020-11-25,184329800000
2020-11-27,185550410000
2020-11-30,185002020000
2020-12-01,184046760000
2020-12-02,185727310000
2020-12-03,185285060000
2020-12-04,189778320000
2020-12-07,187230960000
2020-12-08,190503610000
2020-12-09,192237230000
2020-12-10,190149810000
2020-12-11,188115460000
2020-12-14,184329800000
2020-12-15,181888580000
2020-12-16,185108160000
2020-12-17,185550410000
2020-12-18,184772050000
2020-12-21,183462990000
2020-12-22,181853200000
2020-12-23,182702320000
2020-12-24,182666940000
2020-12-28,183003050000
2020-12-29,185214300000
2020-12-30,186222630000
2020-12-31,189548350000
2021-01-04,186470290000
2021-01-05,188398500000
2021-01-06,186771020000
2021-01-07,188769990000
2021-01-08,189760630000
2021-01-11,192856380000
2021-01-12,194200820000
2021-01-13,198924050000
2021-01-14,197473470000
2021-01-15,195509880000
2021-01-19,198446420000
2021-01-20,199224780000
2021-01-21,196818940000
2021-01-22,196111340000
2021-01-25,195474500000
2021-01-26,192467200000
2021-01-27,181835510000
2021-01-28,184347490000
2021-01-29,181287120000
2021-02-01,180968700000
2021-02-02,183038430000
2021-02-03,189194550000
2021-02-04,191989570000
2021-02-05,192343370000
2021-02-08,188999960000
2021-02-09,186452600000
2021-02-10,184064450000
2021-02-11,183533750000
2021-02-12,184754360000
2021-02-16,184329800000
2021-02-17,188027010000
2021-02-18,187620140000
2021-02-19,185762690000
2021-02-22,189389140000
2021-02-23,187991630000
2021-02-24,192272610000
2021-02-25,189866770000
2021-02-26,190592060000
2021-03-01,191777290000
2021-03-02,190786650000
2021-03-03,188769990000
2021-03-04,186894850000
2021-03-05,188752300000
2021-03-08,187708590000
2021-03-09,188911510000
2021-03-10,191052000000
2021-03-11,190822030000
2021-03-12,191441180000
2021-03-15,195049940000
2021-03-16,196075960000
2021-03-17,185815760000
2021-03-18,183569130000
2021-03-19,182949980000
2021-03-22,187337100000
2021-03-23,185461960000
2021-03-24,182313140000
2021-03-25,183763720000
2021-03-26,187478620000
2021-03-29,188805370000
2021-03-30,188911510000
2021-03-31,191441180000
2021-04-01,191971880000
2021-04-05,187761660000
2021-04-06,186417220000
2021-04-07,186116490000
2021-04-08,187690900000
2021-04-09,190238260000
2021-04-12,191494250000
2021-04-13,191441180000
2021-04-14,187337100000
2021-04-15,189088410000
2021-04-16,190892790000
2021-04-19,192131090000
2021-04-20,192874070000
2021-04-21,196005200000
2021-04-22,194678450000
2021-04-23,197031220000
2021-04-26,197048910000
2021-04-27,197137360000
2021-04-28,198004170000
2021-04-29,196164410000
2021-04-30,197243500000
2021-05-03,202868920000
2021-05-04,201489100000
2021-05-05,204814820000
2021-05-06,205345520000
2021-05-07,204761750000
2021-05-10,205593180000
2021-05-11,203240410000
2021-05-12,203364240000
2021-05-13,206265400000
2021-05-14,205964670000
2021-05-17,206778410000
2021-05-18,207344490000
2021-05-19,204938650000
2021-05-20,207167590000
2021-05-21,205416280000
2021-05-24,205044790000
2021-05-25,202656640000
2021-05-26,202904300000
2021-05-27,198694080000
2021-05-28,200250800000
2021-06-01,198499490000
2021-06-02,197066600000
2021-06-03,198499490000
2021-06-04,198764840000
2021-06-07,199914690000
2021-06-08,198729460000
2021-06-09,201666000000
2021-06-10,205628560000
2021-06-11,204177980000
2021-06-14,204142600000
2021-06-15,204903270000
2021-06-16,204372570000
2021-06-17,203258100000
2021-06-18,200109280000
2021-06-21,202957370000
2021-06-22,202904300000
2021-06-23,201666000000
2021-06-24,202975060000
2021-06-25,199861620000
2021-06-28,199897000000
2021-06-29,198658700000
2021-06-30,199372800000
2021-07-01,202240200000
2021-07-02,203850900000
2021-07-06,204842100000
2021-07-07,206647500000
2021-07-08,205939500000
2021-07-09,206346600000
2021-07-12,208205100000
2021-07-13,208700700000
2021-07-14,207727200000
2021-07-15,207408600000
2021-07-16,207975000000
2021-07-19,204293400000
2021-07-20,205408500000
2021-07-21,207072300000
2021-07-22,208045800000
2021-07-23,209196300000
2021-07-26,208488300000
2021-07-27,208789200000
2021-07-28,209833500000
2021-07-29,210399900000
2021-07-30,205851000000
2021-08-02,204346500000
2021-08-03,205762500000
2021-08-04,203691600000
2021-08-05,203762400000
2021-08-06,202576500000
2021-08-09,201886200000
2021-08-10,203231400000
2021-08-11,201284400000
2021-08-12,204682800000
2021-08-13,206169600000
2021-08-16,209585700000
2021-08-17,211798200000
2021-08-18,207603300000
2021-08-19,208736100000
2021-08-20,210311400000
2021-08-23,211267200000
2021-08-24,211833600000
2021-08-25,213108000000
2021-08-26,213108000000
2021-08-27,211656600000
2021-08-30,213408900000
2021-08-31,213780600000
2021-09-01,198717900000
2021-09-02,198275400000
2021-09-03,197567400000
2021-09-07,192983100000
2021-09-08,195337200000
2021-09-09,189867900000
2021-09-10,188823600000
2021-09-13,190239600000
2021-09-14,188469600000
2021-09-15,190752900000
2021-09-16,191301600000
2021-09-17,190682100000
2021-09-20,188328000000
2021-09-21,189655500000
2021-09-22,188345700000
2021-09-23,190027200000
2021-09-24,189513900000
2021-09-27,190664400000
2021-09-28,189991800000
2021-09-29,192646800000
2021-09-30,191253510000
2021-10-01,193416570000
2021-10-04,192778290000
2021-10-05,194161230000
2021-10-06,193824360000
2021-10-07,196572510000
2021-10-08,197122140000
2021-10-11,195632820000
2021-10-12,192494610000
2021-10-13,192423690000
2021-10-14,193097430000
2021-10-15,193842090000
2021-10-18,190473390000
2021-10-19,190508850000
2021-10-20,192210930000
2021-10-21,192831480000
2021-10-22,193505220000
2021-10-25,192370500000
2021-10-26,194125770000
2021-10-27,192193200000
2021-10-28,194444910000
2021-10-29,203309910000
2021-11-01,203558130000
2021-11-02,206607690000
2021-11-03,208451610000
2021-11-04,207547380000
2021-11-05,207760140000
2021-11-08,205774380000
2021-11-09,204976530000
2021-11-10,206997750000
2021-11-11,206784990000
2021-11-12,207387810000
2021-11-15,207157320000
2021-11-16,206412660000
2021-11-17,208061550000
2021-11-18,207565110000
2021-11-19,206093520000
2021-11-22,205047450000
2021-11-23,210774240000
2021-11-24,210384180000
2021-11-26,206572230000
2021-11-29,207245970000
2021-11-30,204391440000
2021-12-01,205508430000
2021-12-02,207210510000
2021-12-03,210721050000
2021-12-06,215153550000
2021-12-07,215437230000
2021-12-08,216075510000
2021-12-09,220117950000
2021-12-10,222458310000
2021-12-13,224302230000
2021-12-14,225685170000
2021-12-15,230897789999
2021-12-16,233645940000
2021-12-17,229656690000
2021-12-20,232014780000
2021-12-21,230401349999
2021-12-22,234124650000
2021-12-23,235968570000
2021-12-27,238308930000
2021-12-28,238273469999
2021-12-29,239993280000
2021-12-30,241003890000
2021-12-31,239793400000
2022-01-03,239828819999
2022-01-04,239368360000
2022-01-05,240625770000
2022-01-06,239492329999
2022-01-07,238872480000
2022-01-10,241546689999
2022-01-11,242573870000
2022-01-12,243140590000
2022-01-13,236463920000
2022-01-14,240625770000
2022-01-18,242237380000
2022-01-19,239456910000
2022-01-20,235596130000
2022-01-21,233736579999
2022-01-24,234055360000
2022-01-25,235702390000
2022-01-26,237721329999
2022-01-27,240802870000
2022-01-28,244256319999
2022-01-31,242432189999
2022-02-01,242627000000
2022-02-02,245496020000
2022-02-03,249232829999
2022-02-04,249091150000
2022-02-07,252420630000
2022-02-08,254156209999
2022-02-09,253607199999
2022-02-10,252739410000
2022-02-11,251499709999
2022-02-14,253253000000
2022-02-15,256369959999
2022-02-16,258335770000
2022-02-17,256741870000
2022-02-18,255077130000
2022-02-22,257786760000
2022-02-23,259911959999
2022-02-24,257273170000
2022-02-25,264835340000
2022-02-28,261700670000
2022-03-01,261558990000
2022-03-02,264888470000
2022-03-03,266376110000
2022-03-04,266641760000
2022-03-07,264675949999
2022-03-08,260602650000
2022-03-09,263595640000
2022-03-10,264180069999
2022-03-11,263985260000
2022-03-14,269369100000
