,RTX
2004-08-24,58468480000
2004-08-25,58647040000
2004-08-26,58428800000
2004-08-27,58309760000
2004-08-30,58250240000
2004-08-31,58627200000
2004-09-01,58647040000
2004-09-02,59797760000
2004-09-03,58865280000
2004-09-07,59301760000
2004-09-08,59182720000
2004-09-09,58766080000
2004-09-10,58944640000
2004-09-13,59083520000
2004-09-14,58904960000
2004-09-15,58785920000
2004-09-16,59222400000
2004-09-17,59718400000
2004-09-20,59341440000
2004-09-21,59400960000
2004-09-22,58508160000
2004-09-23,57774080000
2004-09-24,57516160000
2004-09-27,56980480000
2004-09-28,57655040000
2004-09-29,57912960000
2004-09-30,29144960000
2004-10-01,29601280000
2004-10-04,29512000000
2004-10-05,29264000000
2004-10-06,29254080000
2004-10-07,28837440000
2004-10-08,28847360000
2004-10-11,28797760000
2004-10-12,28817600000
2004-10-13,28252160000
2004-10-14,28311680000
2004-10-15,28619200000
2004-10-18,28093440000
2004-10-19,28113280000
2004-10-20,28063680000
2004-10-21,28420800000
2004-10-22,28400960000
2004-10-25,28619200000
2004-10-26,28906880000
2004-10-27,28996160000
2004-10-28,28738240000
2004-10-29,28976320000
2004-11-01,29591360000
2004-11-02,29174720000
2004-11-03,29660800000
2004-11-04,29948480000
2004-11-05,30355200000
2004-11-08,30335360000
2004-11-09,30345280000
2004-11-10,30474240000
2004-11-11,30424640000
2004-11-12,30513920000
2004-11-15,30583360000
2004-11-16,30404800000
2004-11-17,30394880000
2004-11-18,30504000000
2004-11-19,30355200000
2004-11-22,30345280000
2004-11-23,30345280000
2004-11-24,30384960000
2004-11-26,30315520000
2004-11-29,30355200000
2004-11-30,30454400000
2004-12-01,31257920000
2004-12-02,30940480000
2004-12-03,30722240000
2004-12-06,30593280000
2004-12-07,30166720000
2004-12-08,30652800000
2004-12-09,31039680000
2004-12-10,31535680000
2004-12-13,32111039999
2004-12-14,32150719999
2004-12-15,31962240000
2004-12-16,31843200000
2004-12-17,32428479999
2004-12-20,32349120000
2004-12-21,32418560000
2004-12-22,32775680000
2004-12-23,32934400000
2004-12-27,32547520000
2004-12-28,32696320000
2004-12-29,32448320000
2004-12-30,32388800000
2004-12-31,32259840000
2005-01-03,32150719999
2005-01-04,31783680000
2005-01-05,31545600000
2005-01-06,31565440000
2005-01-07,31218240000
2005-01-10,31128960000
2005-01-11,31267840000
2005-01-12,31823360000
2005-01-13,31406720000
2005-01-14,31505920000
2005-01-18,31902719999
2005-01-19,31545600000
2005-01-20,31148800000
2005-01-21,31238080000
2005-01-24,30900800000
2005-01-25,31079360000
2005-01-26,31466240000
2005-01-27,31892800000
2005-01-28,31843200000
2005-01-31,31426560000
2005-02-01,31218240000
2005-02-02,31099200000
2005-02-03,31367040000
2005-02-04,31753919999
2005-02-07,31267840000
2005-02-08,31525760000
2005-02-09,31367040000
2005-02-10,32041599999
2005-02-11,31654720000
2005-02-14,31624960000
2005-02-15,32081280000
2005-02-16,32101120000
2005-02-17,31684480000
2005-02-18,31496000000
2005-02-22,30791680000
2005-02-23,31138880000
2005-02-24,31218240000
2005-02-25,31535680000
2005-02-28,31178560000
2005-03-01,31178560000
2005-03-02,31069440000
2005-03-03,31128960000
2005-03-04,31446400000
2005-03-07,31624960000
2005-03-08,31922560000
2005-03-09,31386880000
2005-03-10,31783680000
2005-03-11,31634880000
2005-03-14,32140800000
2005-03-15,31932479999
2005-03-16,31684480000
2005-03-17,31952320000
2005-03-18,32388800000
2005-03-21,32408640000
2005-03-22,32071360000
2005-03-23,31793599999
2005-03-24,31813440000
2005-03-28,31813440000
2005-03-29,31674560000
2005-03-30,32071360000
2005-03-31,31830050000
2005-04-01,31601200000
2005-04-04,31262900000
2005-04-05,31233050000
2005-04-06,31432050000
2005-04-07,31830050000
2005-04-08,31561400000
2005-04-11,31611150000
2005-04-12,31959399999
2005-04-13,31641000000
2005-04-14,31203200000
2005-04-15,30546500000
2005-04-18,30745500000
2005-04-19,30765400000
2005-04-20,31004200000
2005-04-21,32058900000
2005-04-22,31800200000
2005-04-25,32019100000
2005-04-26,31710650000
2005-04-27,31800200000
2005-04-28,31262900000
2005-04-29,31849949999
2005-05-02,31770350000
2005-05-03,31611150000
2005-05-04,31999199999
2005-05-05,32058900000
2005-05-06,31949450000
2005-05-09,32257900000
2005-05-10,31919600000
2005-05-11,32556400000
2005-05-12,31919600000
2005-05-13,31650950000
2005-05-16,32178300000
2005-05-17,32765350000
2005-05-18,33113600000
2005-05-19,32874800000
2005-05-20,32924550000
2005-05-23,33700649999
2005-05-24,33501650000
2005-05-25,33451899999
2005-05-26,33690700000
2005-05-27,33780250000
2005-05-31,33402150000
2005-06-01,33650900000
2005-06-02,33531500000
2005-06-03,33262850000
2005-06-06,33481750000
2005-06-07,33511600000
2005-06-08,33252900000
2005-06-09,33173300000
2005-06-10,32854900000
2005-06-13,33014100000
2005-06-14,33153400000
2005-06-15,32785250000
2005-06-16,32894700000
2005-06-17,33272799999
2005-06-20,33372300000
2005-06-21,33123550000
2005-06-22,33163350000
2005-06-23,32795200000
2005-06-24,32635999999
2005-06-27,32257900000
2005-06-28,33203149999
2005-06-29,32884749999
2005-06-30,32061440000
2005-07-01,32071360000
2005-07-05,32240000000
2005-07-06,31555520000
2005-07-07,31674560000
2005-07-08,32180479999
2005-07-11,32329280000
2005-07-12,31942400000
2005-07-13,32120960000
2005-07-14,32220159999
2005-07-15,32279680000
2005-07-18,32071360000
2005-07-19,32368960000
2005-07-20,32428479999
2005-07-21,32339200000
2005-07-22,31922560000
2005-07-25,31496000000
2005-07-26,31436480000
2005-07-27,31724160000
2005-07-28,32061440000
2005-07-29,31654720000
2005-08-01,31228160000
2005-08-02,31367040000
2005-08-03,31277760000
2005-08-04,30910720000
2005-08-05,30821440000
2005-08-08,30811520000
2005-08-09,31069440000
2005-08-10,31198400000
2005-08-11,32230080000
2005-08-12,32329280000
2005-08-15,32309440000
2005-08-16,32120960000
2005-08-17,32230080000
2005-08-18,32150719999
2005-08-19,32299520000
2005-08-22,32378880000
2005-08-23,32170560000
2005-08-24,31674560000
2005-08-25,31605120000
2005-08-26,31396800000
2005-08-29,31436480000
2005-08-30,31148800000
2005-08-31,31218240000
2005-09-01,31228160000
2005-09-02,31585280000
2005-09-06,31853120000
2005-09-07,32031680000
2005-09-08,31753919999
2005-09-09,32111039999
2005-09-12,32051520000
2005-09-13,32160640000
2005-09-14,31813440000
2005-09-15,31634880000
2005-09-16,32071360000
2005-09-19,31763840000
2005-09-20,31843200000
2005-09-21,31575360000
2005-09-22,31773760000
2005-09-23,32279680000
2005-09-26,32329280000
2005-09-27,32428479999
2005-09-28,32408640000
2005-09-29,32150719999
2005-09-30,32098079999
2005-10-03,32019360000
2005-10-04,31232160000
2005-10-05,30976320000
2005-10-06,30828720000
2005-10-07,31055040000
2005-10-10,30966480000
2005-10-11,30907440000
2005-10-12,31045200000
2005-10-13,31261680000
2005-10-14,31970160000
2005-10-17,31645439999
2005-10-18,30927120000
2005-10-19,32127600000
2005-10-20,32088240000
2005-10-21,31527360000
2005-10-24,31950480000
2005-10-25,31724160000
2005-10-26,31517520000
2005-10-27,31212480000
2005-10-28,31812720000
2005-10-31,31753680000
2005-11-01,31517520000
2005-11-02,31507680000
2005-11-03,31901280000
2005-11-04,31970160000
2005-11-07,31980000000
2005-11-08,31911120000
2005-11-09,32531040000
2005-11-10,32747520000
2005-11-11,33101760000
2005-11-14,33160800000
2005-11-15,33072240000
2005-11-16,33170640000
2005-11-17,33288720000
2005-11-18,33150959999
2005-11-21,33318240000
2005-11-22,33672480000
2005-11-23,33692160000
2005-11-25,33633120000
2005-11-28,33485520000
2005-11-29,33554400000
2005-11-30,33337920000
2005-12-01,33574079999
2005-12-02,34056240000
2005-12-05,33761040000
2005-12-06,34036560000
2005-12-07,33938160000
2005-12-08,34243199999
2005-12-09,34321920000
2005-12-12,34400640000
2005-12-13,34794240000
2005-12-14,35355120000
2005-12-15,35670000000
2005-12-16,35935680000
2005-12-19,35384640000
2005-12-20,35561760000
2005-12-21,35532240000
2005-12-22,35827440000
2005-12-23,35473200000
2005-12-27,35138640000
2005-12-28,35217360000
2005-12-29,34882800000
2005-12-30,34626960000
2006-01-03,35010720000
2006-01-04,34794240000
2006-01-05,34666320000
2006-01-06,34774560000
2006-01-09,35178000000
2006-01-10,35197680000
2006-01-11,34666320000
2006-01-12,34341600000
2006-01-13,34469520000
2006-01-17,34666320000
2006-01-18,34459680000
2006-01-19,34666320000
2006-01-20,34066079999
2006-01-23,33731520000
2006-01-24,34961520000
2006-01-25,35296080000
2006-01-26,35620800000
2006-01-27,36378480000
2006-01-30,36142320000
2006-01-31,36142320000
2006-02-01,35916000000
2006-02-02,35758560000
2006-02-03,35404320000
2006-02-06,35355120000
2006-02-07,35227200000
2006-02-08,35128800000
2006-02-09,35118960000
2006-02-10,35374800000
2006-02-13,35512560000
2006-02-14,35994720000
2006-02-15,35994720000
2006-02-16,36043920000
2006-02-17,35916000000
2006-02-21,36427680000
2006-02-22,36457200000
2006-02-23,36260400000
2006-02-24,36467040000
2006-02-27,36388320000
2006-02-28,36230880000
2006-03-01,36348960000
2006-03-02,36093120000
2006-03-03,35827440000
2006-03-06,35738880000
2006-03-07,35758560000
2006-03-08,35817600000
2006-03-09,35542080000
2006-03-10,35807760000
2006-03-13,35916000000
2006-03-14,36112800000
2006-03-15,35876640000
2006-03-16,36063600000
2006-03-17,36408000000
2006-03-20,36348960000
2006-03-21,36191520000
2006-03-22,36614640000
2006-03-23,36378480000
2006-03-24,36713040000
2006-03-27,36673680000
2006-03-28,36093120000
2006-03-29,36112800000
2006-03-30,35925840000
2006-03-31,35859840000
2006-04-03,35987630000
2006-04-04,35977800000
2006-04-05,36026950000
2006-04-06,36026950000
2006-04-07,35643580000
2006-04-10,35682900000
2006-04-11,35515790000
2006-04-12,35535450000
2006-04-13,35348680000
2006-04-17,35574770000
2006-04-18,36439810000
2006-04-19,38848160000
2006-04-20,39723030000
2006-04-21,39732860000
2006-04-24,39919630000
2006-04-25,39683710000
2006-04-26,39723030000
2006-04-27,39526430000
2006-04-28,38857990000
2006-05-01,38926800000
2006-05-02,39320000000
2006-05-03,39192210000
2006-05-04,39447790000
2006-05-05,40155550000
2006-05-08,40145720000
2006-05-09,40253850000
2006-05-10,40922290000
2006-05-11,40715860000
2006-05-12,40145720000
2006-05-15,40076910000
2006-05-16,40332490000
2006-05-17,39437960000
2006-05-18,38759690000
2006-05-19,38789180000
2006-05-22,38936630000
2006-05-23,38661390000
2006-05-24,38395980000
2006-05-25,38592580000
2006-05-26,38730200000
2006-05-30,38631900000
2006-05-31,38681050000
2006-06-01,39093910000
2006-06-02,38995610000
2006-06-05,38012610000
2006-06-06,37147570000
2006-06-07,37127910000
2006-06-08,37304850000
2006-06-09,37147570000
2006-06-12,36882160000
2006-06-13,36774030000
2006-06-14,36882160000
2006-06-15,37619410000
2006-06-16,38199380000
2006-06-19,37678390000
2006-06-20,37727540000
2006-06-21,38042100000
2006-06-22,38287850000
2006-06-23,38523770000
2006-06-26,38504110000
2006-06-27,37983120000
2006-06-28,37943800000
2006-06-29,39152890000
2006-06-30,39111800000
2006-07-03,39464600000
2006-07-05,39376400000
2006-07-06,39376400000
2006-07-07,38915800000
2006-07-10,38778600000
2006-07-11,39376400000
2006-07-12,39004000000
2006-07-13,37886800000
2006-07-14,36269800000
2006-07-17,35750400000
2006-07-18,36309000000
2006-07-19,37661400000
2006-07-20,37161600000
2006-07-21,36975400000
2006-07-24,37896600000
2006-07-25,38259200000
2006-07-26,38092600000
2006-07-27,38014200000
2006-07-28,38327800000
2006-07-31,38357200000
2006-08-01,38043600000
2006-08-02,38416000000
2006-08-03,38690400000
2006-08-04,38592400000
2006-08-07,38906000000
2006-08-08,38161200000
2006-08-09,37191000000
2006-08-10,37279200000
2006-08-11,37093000000
2006-08-14,37298800000
2006-08-15,37641800000
2006-08-16,38347400000
2006-08-17,38210200000
2006-08-18,38141600000
2006-08-21,37906400000
2006-08-22,37563400000
2006-08-23,37475200000
2006-08-24,37612400000
2006-08-25,37416400000
2006-08-28,37945600000
2006-08-29,38347400000
2006-08-30,38406200000
2006-08-31,38680600000
2006-09-01,39013800000
2006-09-05,39298000000
2006-09-06,39062800000
2006-09-07,38710000000
2006-09-08,39062800000
2006-09-11,38798200000
2006-09-12,38994200000
2006-09-13,39405800000
2006-09-14,38857000000
2006-09-15,39846800000
2006-09-18,39513600000
2006-09-19,39562600000
2006-09-20,39405800000
2006-09-21,38788400000
2006-09-22,38425800000
2006-09-25,38994200000
2006-09-26,39229400000
2006-09-27,38945200000
2006-09-28,39258800000
2006-09-29,39072600000
2006-10-02,38923280000
2006-10-03,39475040000
2006-10-04,39688000000
2006-10-05,40104240000
2006-10-06,39842880000
2006-10-09,39717040000
2006-10-10,39784800000
2006-10-11,39910640000
2006-10-12,40433360000
2006-10-13,40510800000
2006-10-16,40685040000
2006-10-17,39765440000
2006-10-18,39939680000
2006-10-19,39600880000
2006-10-20,39610560000
2006-10-23,39581520000
2006-10-24,39668640000
2006-10-25,39746080000
2006-10-26,39746080000
2006-10-27,39562160000
2006-10-30,39910640000
2006-10-31,40036480000
2006-11-01,39136240000
2006-11-02,39184640000
2006-11-03,38971680000
2006-11-06,39688000000
2006-11-07,39910640000
2006-11-08,39939680000
2006-11-09,39542800000
2006-11-10,39629920000
2006-11-13,39794480000
2006-11-14,39968720000
2006-11-15,39959040000
2006-11-16,40665680000
2006-11-17,40259120000
2006-11-20,40123600000
2006-11-21,40104240000
2006-11-22,40075200000
2006-11-24,40201040000
2006-11-27,39504080000
2006-11-28,39310480000
2006-11-29,39436320000
2006-11-30,39310480000
2006-12-01,38903920000
2006-12-04,39533120000
2006-12-05,39426640000
2006-12-06,39571840000
2006-12-07,39436320000
2006-12-08,39426640000
2006-12-11,39600880000
2006-12-12,39475040000
2006-12-13,39116880000
2006-12-14,37810080000
2006-12-15,38042400000
2006-12-18,37926240000
2006-12-19,38061760000
2006-12-20,38516720000
2006-12-21,38236000000
2006-12-22,38110160000
2006-12-26,38516720000
2006-12-27,38342480000
2006-12-28,38265040000
2006-12-29,38090800000
2007-01-03,38265040000
2007-01-04,38303760000
2007-01-05,38187600000
2007-01-08,38497360000
2007-01-09,38052080000
2007-01-10,38187600000
2007-01-11,38807120000
2007-01-12,39242720000
2007-01-16,39310480000
2007-01-17,39484720000
2007-01-18,39542800000
2007-01-19,39707360000
2007-01-22,39039440000
2007-01-23,40288160000
2007-01-24,40714080000
2007-01-25,40336560000
2007-01-26,40230080000
2007-01-29,40017120000
2007-01-30,40781840000
2007-01-31,41440080000
2007-02-01,41778880000
2007-02-02,41420720000
2007-02-05,41285200000
2007-02-06,41672400000
2007-02-07,41740160000
2007-02-08,41459440000
2007-02-09,41169040000
2007-02-12,40839920000
2007-02-13,40936720000
2007-02-14,41527200000
2007-02-15,41991840000
2007-02-16,41836960000
2007-02-20,41507840000
2007-02-21,41169040000
2007-02-22,41120640000
2007-02-23,41149680000
2007-02-26,40956080000
2007-02-27,39881600000
2007-02-28,39988080000
2007-03-01,39668640000
2007-03-02,39204000000
2007-03-05,38710320000
2007-03-06,39097520000
2007-03-07,39145920000
2007-03-08,39329840000
2007-03-09,39291120000
2007-03-12,39813840000
2007-03-13,39174960000
2007-03-14,39446000000
2007-03-15,39233040000
2007-03-16,39349200000
2007-03-19,39639600000
2007-03-20,39746080000
2007-03-21,40317200000
2007-03-22,40259120000
2007-03-23,40646320000
2007-03-26,40452720000
2007-03-27,40268800000
2007-03-28,39823520000
2007-03-29,39591200000
2007-03-30,39600880000
2007-04-02,39345180000
2007-04-03,39683280000
2007-04-04,39470760000
2007-04-05,39470760000
2007-04-09,39548040000
2007-04-10,39180960000
2007-04-11,38958780000
2007-04-12,39354840000
2007-04-13,39548040000
2007-04-16,39992400000
2007-04-17,40233900000
2007-04-18,40678260000
2007-04-19,40861800000
2007-04-20,41026020000
2007-04-23,41209560000
2007-04-24,41199900000
2007-04-25,41364120000
2007-04-26,41122620000
2007-04-27,41151600000
2007-04-30,40813500000
2007-05-01,41170920000
2007-05-02,41586300000
2007-05-03,41296500000
2007-05-04,41335140000
2007-05-07,41982360000
2007-05-08,41547660000
2007-05-09,41808480000
2007-05-10,41354460000
2007-05-11,41576640000
2007-05-14,41489700000
2007-05-15,41644260000
2007-05-16,41634600000
2007-05-17,42175560000
2007-05-18,42059640000
2007-05-21,41895420000
2007-05-22,42078960000
2007-05-23,41856780000
2007-05-24,41499360000
2007-05-25,41711880000
2007-05-29,41943720000
2007-05-30,42204540000
2007-05-31,42890400000
2007-06-01,43025640000
2007-06-04,43054620000
2007-06-05,43006320000
2007-06-06,42504000000
2007-06-07,41866440000
2007-06-08,42697200000
2007-06-11,42668220000
2007-06-12,42359100000
2007-06-13,42996660000
2007-06-14,43334760000
2007-06-15,43779120000
2007-06-18,43885380000
2007-06-19,43605240000
2007-06-20,43663200000
2007-06-21,43740480000
2007-06-22,43392720000
2007-06-25,43325100000
2007-06-26,42900060000
2007-06-27,43470000000
2007-06-28,43218840000
2007-06-29,43122240000
2007-07-02,43912800000
2007-07-03,43922430000
2007-07-05,43710570000
2007-07-06,43999470000
2007-07-09,43951320000
2007-07-10,43681680000
2007-07-11,44240220000
2007-07-12,44837280000
2007-07-13,45453600000
2007-07-16,46464750000
2007-07-17,46570680000
2007-07-18,45790650000
2007-07-19,46772910000
2007-07-20,46079550000
2007-07-23,46195110000
2007-07-24,45299520000
2007-07-25,45569160000
2007-07-26,45116550000
2007-07-27,44413560000
2007-07-30,44625420000
2007-07-31,44220960000
2007-08-01,45241740000
2007-08-02,45309150000
2007-08-03,44808390000
2007-08-06,45366930000
2007-08-07,44933580000
2007-08-08,44875800000
2007-08-09,43855020000
2007-08-10,44288370000
2007-08-13,44856540000
2007-08-14,44105400000
2007-08-15,43412040000
2007-08-16,43074990000
2007-08-17,44740980000
2007-08-20,45270630000
2007-08-21,44201700000
2007-08-22,44769870000
2007-08-23,44423190000
2007-08-24,45049140000
2007-08-27,44673570000
2007-08-28,43633530000
2007-08-29,45058770000
2007-08-30,44750610000
2007-08-31,45232110000
2007-09-04,45106920000
2007-09-05,44509860000
2007-09-06,45463230000
2007-09-07,44721720000
2007-09-10,45145440000
2007-09-11,45251370000
2007-09-12,45357300000
2007-09-13,45463230000
2007-09-14,46146960000
2007-09-17,45954360000
2007-09-18,47369970000
2007-09-19,47812950000
2007-09-20,47716650000
2007-09-21,48140370000
2007-09-24,47687760000
2007-09-25,48438900000
2007-09-26,48602610000
2007-09-27,48901140000
2007-09-28,48775950000
2007-10-01,49170800000
2007-10-02,48304480000
2007-10-03,47733280000
2007-10-04,47980800000
2007-10-05,48428240000
2007-10-08,48142640000
2007-10-09,48647200000
2007-10-10,48228320000
2007-10-11,47476240000
2007-10-12,48123600000
2007-10-15,47847520000
2007-10-16,47723760000
2007-10-17,46010160000
2007-10-18,46390960000
2007-10-19,45534160000
2007-10-22,45410400000
2007-10-23,45543680000
2007-10-24,45829280000
2007-10-25,45362800000
2007-10-26,45200960000
2007-10-29,45400880000
2007-10-30,45429440000
2007-10-31,45886400000
2007-11-01,44763040000
2007-11-02,45324720000
2007-11-05,45600800000
2007-11-06,45905440000
2007-11-07,44610720000
2007-11-08,44753520000
2007-11-09,44039520000
2007-11-12,44296560000
2007-11-13,45134320000
2007-11-14,44886800000
2007-11-15,44306080000
2007-11-16,44515520000
2007-11-19,44049040000
2007-11-20,44525040000
2007-11-21,43601600000
2007-11-23,44010960000
2007-11-26,43544480000
2007-11-27,44334640000
2007-11-28,45438960000
2007-11-29,45200960000
2007-11-30,44791600000
2007-12-03,44896320000
2007-12-04,44782080000
2007-12-05,46038720000
2007-12-06,46724160000
2007-12-07,46771760000
2007-12-10,47228720000
2007-12-11,45781680000
2007-12-12,46000640000
2007-12-13,46495680000
2007-12-14,45943520000
2007-12-17,44953440000
2007-12-18,45486560000
2007-12-19,45410400000
2007-12-20,45772160000
2007-12-21,46628960000
2007-12-24,46838400000
2007-12-26,46619440000
2007-12-27,46038720000
2007-12-28,46057760000
2007-12-31,45857840000
2008-01-02,45058160000
2008-01-03,45705520000
2008-01-04,44943920000
2008-01-07,44734480000
2008-01-08,43011360000
2008-01-09,43116080000
2008-01-10,43373120000
2008-01-11,42944720000
2008-01-14,43249360000
2008-01-15,42754320000
2008-01-16,42563920000
2008-01-17,40793200000
2008-01-18,40774160000
2008-01-22,40288640000
2008-01-23,42525840000
2008-01-24,43468320000
2008-01-25,43582560000
2008-01-28,44172800000
2008-01-29,43839600000
2008-01-30,43582560000
2008-01-31,43896720000
2008-02-01,44410800000
2008-02-04,44363200000
2008-02-05,43344560000
2008-02-06,43058960000
2008-02-07,42820960000
2008-02-08,42744800000
2008-02-11,42878080000
2008-02-12,43630160000
2008-02-13,44049040000
2008-02-14,43525440000
2008-02-15,42859040000
2008-02-19,43106560000
2008-02-20,43163680000
2008-02-21,42468720000
2008-02-22,43277920000
2008-02-25,43982400000
2008-02-26,43906240000
2008-02-27,43696800000
2008-02-28,43239840000
2008-02-29,42240240000
2008-03-03,41583360000
2008-03-04,41278720000
2008-03-05,41773760000
2008-03-06,41240640000
2008-03-07,40431440000
2008-03-10,39679360000
2008-03-11,40964560000
2008-03-12,40859840000
2008-03-13,41050240000
2008-03-14,40564720000
2008-03-17,40479040000
2008-03-18,41840400000
2008-03-19,41193040000
2008-03-20,41345360000
2008-03-24,42145040000
2008-03-25,42030800000
2008-03-26,41707120000
2008-03-27,41583360000
2008-03-28,41069280000
2008-03-31,40884640000
2008-04-01,42319520000
2008-04-02,42291200000
2008-04-03,42036320000
2008-04-04,42612160000
2008-04-07,42649920000
2008-04-08,42659360000
2008-04-09,42064640000
2008-04-10,42687680000
2008-04-11,41309440000
2008-04-14,41583200000
2008-04-15,42083520000
2008-04-16,43150240000
2008-04-17,42055200000
2008-04-18,43074720000
2008-04-21,42829280000
2008-04-22,42442240000
2008-04-23,42687680000
2008-04-24,43188000000
2008-04-25,43178560000
2008-04-28,43395680000
2008-04-29,43433440000
2008-04-30,43055840000
2008-05-01,44254720000
2008-05-02,44613440000
2008-05-05,44330240000
2008-05-06,44368000000
2008-05-07,43386240000
2008-05-08,43999840000
2008-05-09,43442880000
2008-05-12,44301920000
2008-05-13,44509600000
2008-05-14,44651200000
2008-05-15,44132000000
2008-05-16,43933760000
2008-05-19,44179200000
2008-05-20,43603360000
2008-05-21,42782080000
2008-05-22,42678240000
2008-05-23,41592640000
2008-05-27,42064640000
2008-05-28,41724800000
2008-05-29,41724800000
2008-05-30,42206240000
2008-06-02,42017440000
2008-06-03,41441600000
2008-06-04,41148960000
2008-06-05,41564320000
2008-06-06,39808480000
2008-06-09,40129440000
2008-06-10,39855680000
2008-06-11,39591360000
2008-06-12,40346560000
2008-06-13,40733600000
2008-06-16,40922400000
2008-06-17,40639200000
2008-06-18,40440960000
2008-06-19,40884640000
2008-06-20,40875200000
2008-06-23,40884640000
2008-06-24,40488160000
2008-06-25,39223200000
2008-06-26,37306880000
2008-06-27,36325120000
2008-06-30,36228390000
2008-07-01,35631270000
2008-07-02,35052810000
2008-07-03,35845860000
2008-07-07,35565960000
2008-07-08,36265710000
2008-07-09,35883180000
2008-07-10,36508290000
2008-07-11,35631270000
2008-07-14,35845860000
2008-07-15,35276730000
2008-07-16,35883180000
2008-07-17,37991760000
2008-07-18,37627890000
2008-07-21,37609230000
2008-07-22,38327640000
2008-07-23,38626200000
2008-07-24,37693200000
2008-07-25,38299650000
2008-07-28,37618560000
2008-07-29,38467590000
2008-07-30,38896770000
2008-07-31,37562580000
2008-08-01,37320000000
2008-08-04,37441290000
2008-08-05,38486250000
2008-08-06,39074040000
2008-08-07,38010420000
2008-08-08,39260640000
2008-08-11,39465900000
2008-08-12,39055380000
2008-08-13,38812800000
2008-08-14,38822130000
2008-08-15,39223320000
2008-08-18,38654190000
2008-08-19,38131710000
2008-08-20,38019750000
2008-08-21,37702530000
2008-08-22,38738160000
2008-08-25,38141040000
2008-08-26,38103720000
2008-08-27,38197020000
2008-08-28,39176670000
2008-08-29,38514240000
2008-09-02,38850120000
2008-09-03,39587190000
2008-09-04,38094390000
2008-09-05,37627890000
2008-09-08,38626200000
2008-09-09,37646550000
2008-09-10,37180050000
2008-09-11,37534590000
2008-09-12,37851810000
2008-09-15,37058760000
2008-09-16,37058760000
2008-09-17,35649930000
2008-09-18,36694890000
2008-09-19,37758510000
2008-09-22,36181740000
2008-09-23,35314050000
2008-09-24,35015490000
2008-09-25,34744920000
2008-09-26,35733900000
2008-09-29,33270779999
2008-09-30,34700400000
2008-10-01,34158780000
2008-10-02,31762800000
2008-10-03,31689360000
2008-10-06,30413340000
2008-10-07,28953720000
2008-10-08,28696680000
2008-10-09,26768880000
2008-10-10,27512460000
2008-10-13,31276260000
2008-10-14,30349080000
2008-10-15,28448820000
2008-10-16,30551040000
2008-10-17,29293380000
2008-10-20,30174659999
2008-10-21,29431080000
2008-10-22,28081620000
2008-10-23,28127520000
2008-10-24,27328860000
2008-10-27,26098740000
2008-10-28,29633040000
2008-10-29,30092040000
2008-10-30,30945780000
2008-10-31,31753620000
2008-11-03,31340520000
2008-11-04,33075540000
2008-11-05,31010040000
2008-11-06,29238300000
2008-11-07,29935980000
2008-11-10,30147120000
2008-11-11,29926800000
2008-11-12,28311120000
2008-11-13,30202200000
2008-11-14,29017980000
2008-11-17,27815400000
2008-11-18,28494720000
2008-11-19,26566920000
2008-11-20,24969600000
2008-11-21,26961660000
2008-11-24,28375380000
2008-11-25,27227880000
2008-11-26,27576720000
2008-11-28,28035720000
2008-12-01,26355780000
2008-12-02,26612820000
2008-12-03,27338040000
2008-12-04,27246240000
2008-12-05,28311120000
2008-12-08,28109160000
2008-12-09,27714420000
2008-12-10,27732780000
2008-12-11,27200340000
2008-12-12,28200960000
2008-12-15,28669140000
2008-12-16,29853360000
2008-12-17,29229120000
2008-12-18,29357640000
2008-12-19,29678940000
2008-12-22,29890080000
2008-12-23,29247480000
2008-12-24,29550419999
2008-12-26,29541240000
2008-12-29,29651399999
2008-12-30,30642840000
2008-12-31,30964139999
2009-01-02,31744440000
2009-01-05,31368060000
2009-01-06,31707720000
2009-01-07,30918240000
2009-01-08,30918240000
2009-01-09,30450060000
2009-01-12,30248100000
2009-01-13,29348460000
2009-01-14,28907820000
2009-01-15,28705860000
2009-01-16,29522879999
2009-01-20,28513080000
2009-01-21,28448820000
2009-01-22,28283580000
2009-01-23,27393120000
2009-01-26,28118340000
2009-01-27,28448820000
2009-01-28,29265840000
2009-01-29,28127520000
2009-01-30,27723600000
2009-02-02,27466560000
2009-02-03,27907200000
2009-02-04,27457380000
2009-02-05,27760320000
2009-02-06,28329480000
2009-02-09,28669140000
2009-02-10,27191160000
2009-02-11,27512460000
2009-02-12,27099360000
2009-02-13,27200340000
2009-02-17,26392500000
2009-02-18,25915140000
2009-02-19,25832520000
2009-02-20,25410240000
2009-02-23,24464700000
2009-02-24,24841080000
2009-02-25,23987340000
2009-02-26,23748660000
2009-02-27,23592600000
2009-03-02,22628700000
2009-03-03,22270680000
2009-03-04,22619520000
2009-03-05,21903480000
2009-03-06,22261500000
2009-03-09,21701520000
2009-03-10,23565060000
2009-03-11,23721120000
2009-03-12,24152580000
2009-03-13,23436540000
2009-03-16,23757840000
2009-03-17,24097500000
2009-03-18,24198480000
2009-03-19,23711940000
2009-03-20,23418180000
2009-03-23,25116480000
2009-03-24,24960420000
2009-03-25,25245000000
2009-03-26,26273160000
2009-03-27,25694820000
2009-03-30,24611580000
2009-03-31,24858950000
2009-04-01,25373590000
2009-04-02,26568290000
2009-04-03,26393680000
2009-04-06,26779660000
2009-04-07,26117980000
2009-04-08,25805520000
2009-04-09,27349440000
