,ESS
2004-11-16,1884555420
2004-11-17,1826745564
2004-11-18,1831563052
2004-11-19,1791646723
2004-11-22,1843950879
2004-11-23,1849227175
2004-11-24,1879737932
2004-11-26,1865056064
2004-11-29,1849685983
2004-11-30,1847391942
2004-12-01,1853815259
2004-12-02,1844409687
2004-12-03,1864826660
2004-12-06,1899007884
2004-12-07,1868726531
2004-12-08,1889143504
2004-12-09,1907266435
2004-12-10,1935024342
2004-12-13,1937547788
2004-12-14,1944429914
2004-12-15,1952459061
2004-12-16,1917360220
2004-12-17,1938465405
2004-12-20,1918048432
2004-12-21,1939383022
2004-12-22,1939383022
2004-12-23,1916672007
2004-12-27,1899466693
2004-12-28,1908642860
2004-12-29,1895566821
2004-12-30,1892584567
2004-12-31,1931093485
2005-01-03,1907358087
2005-01-04,1867030956
2005-01-05,1799511816
2005-01-06,1790524627
2005-01-07,1778772149
2005-01-10,1746740885
2005-01-11,1717705350
2005-01-12,1695583038
2005-01-13,1690974223
2005-01-14,1738214577
2005-01-18,1758032481
2005-01-19,1759645567
2005-01-20,1756419396
2005-01-21,1751580140
2005-01-24,1732914440
2005-01-25,1682217475
2005-01-26,1700422294
2005-01-27,1670695437
2005-01-28,1659403840
2005-01-31,1658021196
2005-02-01,1661247366
2005-02-02,1698348327
2005-02-03,1696965683
2005-02-04,1731762236
2005-02-07,1701804938
2005-02-08,1701804938
2005-02-09,1707105076
2005-02-10,1722314165
2005-02-11,1723696810
2005-02-14,1734066643
2005-02-15,1731070914
2005-02-16,1756880278
2005-02-17,1755267192
2005-02-18,1739827662
2005-02-22,1675304252
2005-02-23,1660556044
2005-02-24,1660556044
2005-02-25,1697196123
2005-02-28,1661016926
2005-03-01,1702726701
2005-03-02,1691435105
2005-03-03,1693739512
2005-03-04,1726922980
2005-03-07,1752732344
2005-03-08,1738905899
2005-03-09,1680373949
2005-03-10,1691435105
2005-03-11,1669312793
2005-03-14,1706413753
2005-03-15,1702726701
2005-03-16,1681526152
2005-03-17,1702957142
2005-03-18,1685674086
2005-03-21,1663782215
2005-03-22,1638433732
2005-03-23,1621150676
2005-03-24,1624837728
2005-03-28,1605941586
2005-03-29,1592576023
2005-03-30,1608245994
2005-03-31,1594110741
2005-04-01,1602185109
2005-04-04,1604953463
2005-04-05,1614873400
2005-04-06,1618795235
2005-04-07,1638404412
2005-04-08,1635405361
2005-04-11,1637943020
2005-04-12,1666318652
2005-04-13,1649477830
2005-04-14,1637943020
2005-04-15,1639096501
2005-04-18,1644863906
2005-04-19,1659397766
2005-04-20,1632175615
2005-04-21,1645786690
2005-04-22,1659397766
2005-04-25,1706690487
2005-04-26,1702307259
2005-04-27,1725607576
2005-04-28,1707613272
2005-04-29,1752137639
2005-05-02,1752137639
2005-05-03,1721916436
2005-05-04,1724454095
2005-05-05,1777975613
2005-05-06,1790202511
2005-05-09,1827113904
2005-05-10,1828267385
2005-05-11,1837495233
2005-05-12,1825037638
2005-05-13,1811657258
2005-05-16,1830574346
2005-05-17,1840494283
2005-05-18,1859411371
2005-05-19,1877174979
2005-05-20,1898168333
2005-05-23,1880174030
2005-05-24,1854797448
2005-05-25,1823653461
2005-05-26,1806120549
2005-05-27,1820193018
2005-05-31,1845569600
2005-06-01,1851798397
2005-06-02,1850875612
2005-06-03,1840494283
2005-06-06,1853643966
2005-06-07,1882480991
2005-06-08,1899783206
2005-06-09,1900705991
2005-06-10,1929773713
2005-06-13,1946845231
2005-06-14,1959533522
2005-06-15,1960225611
2005-06-16,1959994915
2005-06-17,1949152193
2005-06-20,1951689851
2005-06-21,1950305674
2005-06-22,1964378143
2005-06-23,1967838586
2005-06-24,1965531624
2005-06-27,1944999662
2005-06-28,1921007257
2005-06-29,1919392384
2005-06-30,1919231621
2005-07-01,1941413927
2005-07-05,1964058365
2005-07-06,1963365167
2005-07-07,1972838861
2005-07-08,2016048145
2005-07-11,2055329312
2005-07-12,2064109808
2005-07-13,2048397341
2005-07-14,2017203473
2005-07-15,2021824787
2005-07-18,2023442247
2005-07-19,2049552670
2005-07-20,2073814567
2005-07-21,2040310042
2005-07-22,2058564232
2005-07-25,2079129078
2005-07-26,2112864669
2005-07-27,2116561720
2005-07-28,2139668289
2005-07-29,2122569428
2005-08-01,2131580990
2005-08-02,2145444931
2005-08-03,2129732464
2005-08-04,2124649019
2005-08-05,2005650189
2005-08-08,1927087854
2005-08-09,1940951796
2005-08-10,1952505080
2005-08-11,1998487152
2005-08-12,1983236817
2005-08-15,1999873546
2005-08-16,2033147006
2005-08-17,1997562890
2005-08-18,2000335678
2005-08-19,1987164934
2005-08-22,1984161080
2005-08-23,1998256087
2005-08-24,2003339532
2005-08-25,2013737488
2005-08-26,2001028875
2005-08-29,1998487152
2005-08-30,1986702802
2005-08-31,2032222743
2005-09-01,2058795297
2005-09-02,2036844057
2005-09-06,2102466713
2005-09-07,2080053341
2005-09-08,2088140640
2005-09-09,2099924990
2005-09-12,2098076465
2005-09-13,2080977604
2005-09-14,2083519326
2005-09-15,2096690071
2005-09-16,2093224085
2005-09-19,2084212523
2005-09-20,2074969896
2005-09-21,2037306188
2005-09-22,2062261283
2005-09-23,2056253575
2005-09-26,2066882597
2005-09-27,2071503910
2005-09-28,2007960846
2005-09-29,2056715706
2005-09-30,2063996460
2005-10-03,2075463107
2005-10-04,2061703130
2005-10-05,2008956554
2005-10-06,1998636572
2005-10-07,1949329990
2005-10-10,1920434039
2005-10-11,1885116766
2005-10-12,1867458130
2005-10-13,1862412805
2005-10-14,1903463402
2005-10-17,1922956701
2005-10-18,1900940739
2005-10-19,1942450001
2005-10-20,1926396696
2005-10-21,1955063313
2005-10-24,2004140562
2005-10-25,2004369895
2005-10-26,1999553903
2005-10-27,1991068585
2005-10-28,2021799199
2005-10-31,2061244464
2005-11-01,2036935173
2005-11-02,2066289789
2005-11-03,2059409801
2005-11-04,2062620462
2005-11-07,2050007150
2005-11-08,2022716530
2005-11-09,2047713821
2005-11-10,2092663077
2005-11-11,2107340385
2005-11-14,2117889700
2005-11-15,2108487050
2005-11-16,2083489759
2005-11-17,2104129724
2005-11-18,2113532375
2005-11-21,2115137705
2005-11-22,2120641696
2005-11-23,2120183030
2005-11-25,2131191011
2005-11-28,2107569718
2005-11-29,2111697711
2005-11-30,2102983059
2005-12-01,2110321713
2005-12-02,2110551046
2005-12-05,2107111052
2005-12-06,2119265698
2005-12-07,2115596371
2005-12-08,2111927044
2005-12-09,2113991040
2005-12-12,2112156377
2005-12-13,2118348366
2005-12-14,2113761707
2005-12-15,2099084399
2005-12-16,2093809742
2005-12-19,2079820432
2005-12-20,2086929754
2005-12-21,2101836395
2005-12-22,2110780379
2005-12-23,2136236336
2005-12-27,2127063018
2005-12-28,2127521684
2005-12-29,2108487050
2005-12-30,2114449706
2006-01-03,2159555356
2006-01-04,2176251770
2006-01-05,2195692800
2006-01-06,2195692800
2006-01-09,2204612802
2006-01-10,2225426140
2006-01-11,2236633322
2006-01-12,2240292810
2006-01-13,2218564600
2006-01-17,2225426140
2006-01-18,2202554340
2006-01-19,2249441530
2006-01-20,2231144090
2006-01-23,2239149220
2006-01-24,2268196406
2006-01-25,2263622046
2006-01-26,2267738970
2006-01-27,2287180000
2006-01-30,2255616916
2006-01-31,2272999484
2006-02-01,2285578974
2006-02-02,2287180000
2006-02-03,2253787172
2006-02-06,2271627176
2006-02-07,2252872300
2006-02-08,2238005630
2006-02-09,2227713320
2006-02-10,2264308200
2006-02-13,2250585120
2006-02-14,2250585120
2006-02-15,2275744100
2006-02-16,2286036410
2006-02-17,2312338980
2006-02-21,2301817952
2006-02-22,2312338980
2006-02-23,2290839488
2006-02-24,2294041540
2006-02-27,2286493846
2006-02-28,2279174870
2006-03-01,2287180000
2006-03-02,2273456920
2006-03-03,2276887690
2006-03-06,2319429238
2006-03-07,2306849748
2006-03-08,2327205650
2006-03-09,2401081564
2006-03-10,2412974900
2006-03-13,2387815920
2006-03-14,2390103100
2006-03-15,2447053882
2006-03-16,2482276454
2006-03-17,2541056980
2006-03-20,2504462100
2006-03-21,2481132864
2006-03-22,2465580040
2006-03-23,2466037476
2006-03-24,2463292860
2006-03-27,2447740036
2006-03-28,2486393378
2006-03-29,2495770816
2006-03-30,2458718500
2006-03-31,2486850814
2006-04-03,2448783352
2006-04-04,2433865740
2006-04-05,2451766874
2006-04-06,2454061891
2006-04-07,2413210585
2006-04-10,2396456960
2006-04-11,2353540138
2006-04-12,2353540138
2006-04-13,2329442458
2006-04-17,2318196873
2006-04-18,2379932836
2006-04-19,2438455775
2006-04-20,2469209005
2006-04-21,2480225088
2006-04-24,2473569538
2006-04-25,2478389074
2006-04-26,2498126222
2006-04-27,2508224297
2006-04-28,2503863765
2006-05-01,2478618576
2006-05-02,2441439297
2006-05-03,2432488730
2006-05-04,2479536582
2006-05-05,2507306291
2006-05-08,2474487545
2006-05-09,2468520500
2006-05-10,2469438507
2006-05-11,2409997561
2006-05-12,2392325929
2006-05-15,2407473042
2006-05-16,2421472647
2006-05-17,2391407922
2006-05-18,2384293369
2006-05-19,2399440482
2006-05-22,2410227063
2006-05-23,2415964606
2006-05-24,2428357699
2006-05-25,2469897510
2006-05-26,2491470672
2006-05-30,2460717441
2006-05-31,2444193318
2006-06-01,2480225088
2006-06-02,2478389074
2006-06-05,2473340036
2006-06-06,2443275311
2006-06-07,2448324348
2006-06-08,2416653111
2006-06-09,2455897905
2006-06-12,2439373781
2006-06-13,2426521685
2006-06-14,2404030517
2006-06-15,2432718232
2006-06-16,2417800620
2006-06-19,2405178025
2006-06-20,2389112905
2006-06-21,2424456170
2006-06-22,2426980689
2006-06-23,2423538163
2006-06-26,2440750792
2006-06-27,2435472252
2006-06-28,2460487940
2006-06-29,2507076789
2006-06-30,2562616205
2006-07-03,2621800796
2006-07-05,2656745798
2006-07-06,2659060036
2006-07-07,2636843346
2006-07-10,2665077056
2006-07-11,2672019772
2006-07-12,2714370336
2006-07-13,2689145137
2006-07-14,2635223379
2006-07-17,2641703247
2006-07-18,2670631229
2006-07-19,2700947753
2006-07-20,2679425335
2006-07-21,2612312418
2006-07-24,2658597188
2006-07-25,2666465599
2006-07-26,2681045302
2006-07-27,2681045302
2006-07-28,2703030568
2006-07-31,2709741859
2006-08-01,2698402091
2006-08-02,2710436131
2006-08-03,2757415172
2006-08-04,2811799777
2006-08-07,2768060669
2006-08-08,2726635800
2006-08-09,2707659045
2006-08-10,2690533680
2006-08-11,2654894407
2006-08-14,2687756593
2006-08-15,2713444641
2006-08-16,2740984079
2006-08-17,2731032853
2006-08-18,2749315338
2006-08-21,2775003385
2006-08-22,2789583087
2006-08-23,2764357888
2006-08-24,2805319909
2006-08-25,2818742493
2006-08-28,2855770309
2006-08-29,2839570639
2006-08-30,2905295012
2006-08-31,2903675045
2006-09-01,2863870143
2006-09-05,2905526436
2006-09-06,2880301237
2006-09-07,2860167362
2006-09-08,2898352297
2006-09-11,2876367031
2006-09-12,2925428887
2006-09-13,2946025610
2006-09-14,2948339849
2006-09-15,2929363093
2006-09-18,2891178158
2006-09-19,2884466866
2006-09-20,2862713024
2006-09-21,2817122526
2006-09-22,2829387990
2006-09-25,2810642658
2006-09-26,2817585373
2006-09-27,2836562129
2006-09-28,2806245605
2006-09-29,2809485539
2006-10-02,2804857062
2006-10-03,2844199116
2006-10-04,2879144117
2006-10-05,2903212198
2006-10-06,2858315971
2006-10-09,2891178158
2006-10-10,2878912694
2006-10-11,2862713024
2006-10-12,2902055079
2006-10-13,2936537232
2006-10-16,2954125445
2006-10-17,2928437397
2006-10-18,2946025610
2006-10-19,2920568987
2006-10-20,2929594517
2006-10-23,2962456703
2006-10-24,2936074384
2006-10-25,2954356869
2006-10-26,2996244585
2006-10-27,3017767004
2006-10-30,3061506111
2006-10-31,3084417072
2006-11-01,3053406276
2006-11-02,2986524784
2006-11-03,2948339849
2006-11-06,2976110711
2006-11-07,2951348359
2006-11-08,2961531008
2006-11-09,2953894021
2006-11-10,2960836736
2006-11-13,2943942795
2006-11-14,2966390909
2006-11-15,2947877001
2006-11-16,2970325114
2006-11-17,2957828226
2006-11-20,3069143098
2006-11-21,3082565681
2006-11-22,3053637700
2006-11-24,3088814125
2006-11-27,2974490744
2006-11-28,2950654087
2006-11-29,3012444255
2006-11-30,3055720515
2006-12-01,3049009223
2006-12-04,3073308728
2006-12-05,3077937205
2006-12-06,3050166343
2006-12-07,3048314952
2006-12-08,3031652435
2006-12-11,3054100548
2006-12-12,3045075018
2006-12-13,3024709719
2006-12-14,3022626904
2006-12-15,2994624619
2006-12-18,2989996141
2006-12-19,2937925775
2006-12-20,2962688127
2006-12-21,2956439683
2006-12-22,2916866205
2006-12-26,2934454418
2006-12-27,2956439683
2006-12-28,2947182729
2006-12-29,2991153261
2007-01-03,3028640155
2007-01-04,3025593941
2007-01-05,2988102070
2007-01-08,2964201003
2007-01-09,3009894220
2007-01-10,3066132026
2007-01-11,3080660125
2007-01-12,3116043078
2007-01-16,3194776006
2007-01-17,3190558171
2007-01-18,3193838709
2007-01-19,3221254639
2007-01-22,3192198440
2007-01-23,3241172196
2007-01-24,3254762999
2007-01-25,3308657562
2007-01-26,3326700525
2007-01-29,3327403498
2007-01-30,3356928345
2007-01-31,3382235358
2007-02-01,3399341024
2007-02-02,3409651288
2007-02-05,3408713991
2007-02-06,3417383986
2007-02-07,3426991278
2007-02-08,3430506141
2007-02-09,3397700755
2007-02-12,3321779717
2007-02-13,3401215617
2007-02-14,3374268336
2007-02-15,3402621562
2007-02-16,3379657792
2007-02-20,3416446690
2007-02-21,3403324535
2007-02-22,3385984545
2007-02-23,3313109722
2007-02-26,3280538660
2007-02-27,3210475727
2007-02-28,3254528674
2007-03-01,3195947627
2007-03-02,3113699836
2007-03-05,2955296684
2007-03-06,3024656644
2007-03-07,2930926968
2007-03-08,2983181262
2007-03-09,3030983397
2007-03-12,3042230958
2007-03-13,2992554230
2007-03-14,3007082330
2007-03-15,3042465282
2007-03-16,3010128544
2007-03-19,3061211218
2007-03-20,3082534719
2007-03-21,3125181722
2007-03-22,3145099278
2007-03-23,3164079537
2007-03-26,3096828495
2007-03-27,3028874479
2007-03-28,2999349632
2007-03-29,2996303417
2007-03-30,3034029612
2007-04-02,3184196080
2007-04-03,3203301256
2007-04-04,3201831627
2007-04-05,3190564472
2007-04-09,3179297316
2007-04-10,3175623244
2007-04-11,3111939322
2007-04-12,3079362547
2007-04-13,3105570930
2007-04-16,3099692414
2007-04-17,3163376336
2007-04-18,3153088933
2007-04-19,3147455356
2007-04-20,3178072626
2007-04-23,3229509639
2007-04-24,3214568411
2007-04-25,3223876061
2007-04-26,3240776794
2007-04-27,3249349630
2007-04-30,3156273129
2007-05-01,3124676107
2007-05-02,3100672167
2007-05-03,3190319534
2007-05-04,3118062776
2007-05-07,3114143766
2007-05-08,3082301805
2007-05-09,3104101301
2007-05-10,3071034650
2007-05-11,3124921045
2007-05-14,3127125488
2007-05-15,3061971938
2007-05-16,3006615914
2007-05-17,2945626312
2007-05-18,2920397681
2007-05-21,2955668776
2007-05-22,3003431717
2007-05-23,2971589757
2007-05-24,2909130526
2007-05-25,2998043078
2007-05-29,3099692414
2007-05-30,3159702264
2007-05-31,3116348209
2007-06-01,3103366487
2007-06-04,3091119579
2007-06-05,3012984306
2007-06-06,2996083573
2007-06-07,2900312752
2007-06-08,2949545322
2007-06-11,2926276197
2007-06-12,2869205606
2007-06-13,2991184809
2007-06-14,2956158653
2007-06-15,2970120128
2007-06-18,2920397681
2007-06-19,2951504828
2007-06-20,2874104369
2007-06-21,2890025349
2007-06-22,2906436206
2007-06-25,2877043627
2007-06-26,2849855491
2007-06-27,2910355217
2007-06-28,2874839183
2007-06-29,2848630800
2007-07-02,2975038928
2007-07-03,2965476123
2007-07-05,3022601300
2007-07-06,3025369480
2007-07-09,2990138094
2007-07-10,2911874085
2007-07-11,2915145571
2007-07-12,2973025706
2007-07-13,3008005440
2007-07-16,3006495523
2007-07-17,3007753787
2007-07-18,2988879830
2007-07-19,3023356258
2007-07-20,2968999262
2007-07-23,2919423668
2007-07-24,2860285270
2007-07-25,2835371646
2007-07-26,2755346069
2007-07-27,2713068405
2007-07-30,2725399390
2007-07-31,2707280392
2007-08-01,2785041094
2007-08-02,2780762998
2007-08-03,2702498989
2007-08-06,2712816752
2007-08-07,2750313014
2007-08-08,2839901396
2007-08-09,2825053883
2007-08-10,2775729942
2007-08-13,2739743598
2007-08-14,2665002728
2007-08-15,2624234981
2007-08-16,2671294047
2007-08-17,2780762998
2007-08-20,2851225770
2007-08-21,2935529445
2007-08-22,2930496390
2007-08-23,2937542667
2007-08-24,2911119127
2007-08-27,2875887741
2007-08-28,2779001428
2007-08-29,2844431146
2007-08-30,2874881130
2007-08-31,2964217860
2007-09-04,2967237693
2007-09-05,2915145571
2007-09-06,2887967073
2007-09-07,2831093550
2007-09-10,2806683232
2007-09-11,2835623299
2007-09-12,2831848508
2007-09-13,2876391046
2007-09-14,2896523267
2007-09-17,2889728643
2007-09-18,2980323636
2007-09-19,3014045106
2007-09-20,2934271181
2007-09-21,2921688543
2007-09-24,2969502568
2007-09-25,2928986473
2007-09-26,2952893485
2007-09-27,2967992651
2007-09-28,2958681499
2007-10-01,2990964105
2007-10-02,3084768765
2007-10-03,3086775282
2007-10-04,3142456123
2007-10-05,3183338903
2007-10-08,3149228117
2007-10-09,3170296544
2007-10-10,3167537583
2007-10-11,3134931685
2007-10-12,3097560310
2007-10-15,3002501576
2007-10-16,2956853319
2007-10-17,2917977056
2007-10-18,2915218095
2007-10-19,2859286440
2007-10-22,2873833686
2007-10-23,2956602504
2007-10-24,2955599246
2007-10-25,2968641605
2007-10-26,3068215001
2007-10-29,3050407165
2007-10-30,3078498400
2007-10-31,3095804607
2007-11-01,2886876046
2007-11-02,2801599082
2007-11-05,2728612033
2007-11-06,2713312342
2007-11-07,2622015828
2007-11-08,2595931110
2007-11-09,2585146082
2007-11-12,2579878975
2007-11-13,2722592483
2007-11-14,2673432821
2007-11-15,2678699928
2007-11-16,2612735688
2007-11-19,2597435997
2007-11-20,2553543442
2007-11-21,2565582543
2007-11-23,2610979986
2007-11-26,2490087348
2007-11-27,2514416365
2007-11-28,2547523892
2007-11-29,2545517375
2007-11-30,2601950660
2007-12-03,2550032038
2007-12-04,2480807208
2007-12-05,2558810549
2007-12-06,2658133130
2007-12-07,2644589142
2007-12-10,2686976809
2007-12-11,2545266560
2007-12-12,2524699763
2007-12-13,2506891927
2007-12-14,2470523810
2007-12-17,2426380440
2007-12-18,2459989596
2007-12-19,2483816983
2007-12-20,2464755074
2007-12-21,2469269737
2007-12-24,2552289369
2007-12-26,2466761591
2007-12-27,2442934204
2007-12-28,2391266396
2007-12-31,2412675208
2008-01-02,2371098694
2008-01-03,2276809100
2008-01-04,2171382939
2008-01-07,2214444329
2008-01-08,2167423271
2008-01-09,2218651476
2008-01-10,2260475469
2008-01-11,2254288488
2008-01-14,2254041009
2008-01-15,2224590978
2008-01-16,2250328820
2008-01-17,2271364556
2008-01-18,2235480065
2008-01-22,2282253643
2008-01-23,2429256318
2008-01-24,2401043683
2008-01-25,2433958423
2008-01-28,2535672395
2008-01-29,2513646742
2008-01-30,2514389180
2008-01-31,2564132509
2008-02-01,2683170028
2008-02-04,2641098556
2008-02-05,2487166462
2008-02-06,2519586244
2008-02-07,2636891408
2008-02-08,2552748463
2008-02-11,2543096773
2008-02-12,2642830910
2008-02-13,2655204873
2008-02-14,2617835506
2008-02-15,2617093068
2008-02-19,2599522042
2008-02-20,2647533016
2008-02-21,2629961989
2008-02-22,2711877621
2008-02-25,2728458731
2008-02-26,2698266262
2008-02-27,2676983047
2008-02-28,2628229635
2008-02-29,2599522042
2008-03-03,2639118722
2008-03-04,2651740163
2008-03-05,2656442269
2008-03-06,2564132509
2008-03-07,2567597218
2008-03-10,2513399263
2008-03-11,2685149862
2008-03-12,2674013296
2008-03-13,2675993130
2008-03-14,2647780495
2008-03-17,2650997726
2008-03-18,2777954581
2008-03-19,2793298294
2008-03-20,2796515525
2008-03-24,2884123179
2008-03-25,2880410990
2008-03-26,2773499954
2008-03-27,2794040732
2008-03-28,2769787766
2008-03-31,2823127991
2008-04-01,3008892686
2008-04-02,2914276535
2008-04-03,2951677160
2008-04-04,2884801870
2008-04-07,2897186183
2008-04-08,2870683753
2008-04-09,2787708856
2008-04-10,2742629956
2008-04-11,2738419290
2008-04-14,2749812858
2008-04-15,2775819915
2008-04-16,2906598261
2008-04-17,2933100690
2008-04-18,2900653790
2008-04-21,2899167673
2008-04-22,2863996224
2008-04-23,2917744142
2008-04-24,2978427276
2008-04-25,3026973783
2008-04-28,2980904139
2008-04-29,2948457239
2008-04-30,2947466494
2008-05-01,2999975981
2008-05-02,2993288452
2008-05-05,2936568298
2008-05-06,2982142570
2008-05-07,2921954809
2008-05-08,2874894419
2008-05-09,2897929242
2008-05-12,2989077785
2008-05-13,2981151825
2008-05-14,2978922649
2008-05-15,2992050020
2008-05-16,2996260687
2008-05-19,2988087040
2008-05-20,2950438729
2008-05-21,2885544929
2008-05-22,2865234655
2008-05-23,2898919987
2008-05-27,2923193240
2008-05-28,2953906336
2008-05-29,2974711982
2008-05-30,2959107748
2008-06-02,2897681555
2008-06-03,2937063671
2008-06-04,2965547590
2008-06-05,3079483270
2008-06-06,2977436531
2008-06-09,2832292383
2008-06-10,2863996224
2008-06-11,2823623364
2008-06-12,2849878107
2008-06-13,2910808927
2008-06-16,2970253629
2008-06-17,2875389792
2008-06-18,2832292383
2008-06-19,2880591203
2008-06-20,2812229796
2008-06-23,2717613644
2008-06-24,2736190114
2008-06-25,2752289721
2008-06-26,2666094902
2008-06-27,2644298511
2008-06-30,2636088000
2008-07-01,2689304800
2008-07-02,2667028000
2008-07-03,2663562720
2008-07-07,2643513600
2008-07-08,2856380800
2008-07-09,2602920320
2008-07-10,2621979360
2008-07-11,2606880640
2008-07-14,2580148480
2008-07-15,2603910400
2008-07-16,2818015200
2008-07-17,2859846080
2008-07-18,2868014240
2008-07-21,2919498400
2008-07-22,2910092640
2008-07-23,3055634400
2008-07-24,2878905120
2008-07-25,2918013280
2008-07-28,2818757760
2008-07-29,2982616000
2008-07-30,2986328800
2008-07-31,3003655200
2008-08-01,3037070400
2008-08-04,2943012800
2008-08-05,3059594720
2008-08-06,2956131360
2008-08-07,2865291520
2008-08-08,2987318880
2008-08-11,3024694400
2008-08-12,2960586720
2008-08-13,2990041600
2008-08-14,3021724160
2008-08-15,3023704320
2008-08-18,2953161120
2008-08-19,2876429920
2008-08-20,2867271680
2008-08-21,2846232480
2008-08-22,2950438400
2008-08-25,2884845600
2008-08-26,2872717120
2008-08-27,2878162560
2008-08-28,2932369440
2008-08-29,2904647200
2008-09-02,2909597600
2008-09-03,2963804480
2008-09-04,2861578720
2008-09-05,2918013280
2008-09-08,3019496480
2008-09-09,2844252320
2008-09-10,2864548960
2008-09-11,2889796000
2008-09-12,2898954240
2008-09-15,2648464000
2008-09-16,2900191840
2008-09-17,2779649600
2008-09-18,3193008000
2008-09-19,3106376000
2008-09-22,2821232960
2008-09-23,2893756320
2008-09-24,2858856000
2008-09-25,2905389760
2008-09-26,2945240480
2008-09-29,2755887680
2008-09-30,2928904160
2008-10-01,2879895200
2008-10-02,2787075200
2008-10-03,2784600000
2008-10-06,2617524000
2008-10-07,2598960000
2008-10-08,2591039360
2008-10-09,2400944000
2008-10-10,2548960960
2008-10-13,2784600000
2008-10-14,2509852800
2008-10-15,2157631840
2008-10-16,2216541600
2008-10-17,2259610080
2008-10-20,2341044160
2008-10-21,2281144320
2008-10-22,2153671520
2008-10-23,2206888320
2008-10-24,2126196800
2008-10-27,2092286560
2008-10-28,2388815520
2008-10-29,2351440000
2008-10-30,2273471200
2008-10-31,2408369600
2008-11-03,2167780160
2008-11-04,2168027680
2008-11-05,1960358400
2008-11-06,1937586560
2008-11-07,2068029600
2008-11-10,1974714560
2008-11-11,1919270080
2008-11-12,1839816160
2008-11-13,2030406560
2008-11-14,1806153440
2008-11-17,1712590880
2008-11-18,1733135040
2008-11-19,1582890400
2008-11-20,1652443520
2008-11-21,1733135040
2008-11-24,1933131199
2008-11-25,2079415520
2008-11-26,2139067840
2008-11-28,2140305440
2008-12-01,1718531360
2008-12-02,1925458080
2008-12-03,2049218080
2008-12-04,1983625280
2008-12-05,2118523680
2008-12-08,2130899680
2008-12-09,1955408000
2008-12-10,2045257760
2008-12-11,1790807199
2008-12-12,1985357919
2008-12-15,1838331040
2008-12-16,2017288000
2008-12-17,2024466080
2008-12-18,1894765600
2008-12-19,1962586080
2008-12-22,1881647040
2008-12-23,1841796320
2008-12-24,1856895040
2008-12-26,1867290880
2008-12-29,1767045280
2008-12-30,1828925280
2008-12-31,2012764605
2009-01-02,1966346451
2009-01-05,1962150459
2009-01-06,2000438880
2009-01-07,1960314713
2009-01-08,1902882081
2009-01-09,1791426061
2009-01-12,1655056342
2009-01-13,1722716702
2009-01-14,1680494539
2009-01-15,1781985080
2009-01-16,1866167157
2009-01-20,1723503451
2009-01-21,1834172723
2009-01-22,1717733963
2009-01-23,1757071382
2009-01-26,1746843653
2009-01-27,1787230069
2009-01-28,1885311367
2009-01-29,1804276284
2009-01-30,1732157683
2009-02-02,1716947214
2009-02-03,1654269593
2009-02-04,1619128166
2009-02-05,1472268468
2009-02-06,1546747315
2009-02-09,1612047430
2009-02-10,1517899874
2009-02-11,1544649319
2009-02-12,1496395418
2009-02-13,1431882051
2009-02-17,1367893183
2009-02-18,1383365901
2009-02-19,1341405987
2009-02-20,1446830270
2009-02-23,1391233385
2009-02-24,1476202210
2009-02-25,1470957221
2009-02-26,1414835836
2009-02-27,1426637062
2009-03-02,1331178258
2009-03-03,1410377595
2009-03-04,1481447199
2009-03-05,1426899311
2009-03-06,1447354769
2009-03-09,1476988958
2009-03-10,1652171598
2009-03-11,1656367589
2009-03-12,1748417149
2009-03-13,1724552448
2009-03-16,1600770703
2009-03-17,1735042427
2009-03-18,1745007906
2009-03-19,1612834179
2009-03-20,1482758446
2009-03-23,1702261244
2009-03-24,1580052996
2009-03-25,1599197207
2009-03-26,1606015693
2009-03-27,1514228382
2009-03-30,1438438288
2009-03-31,1538507143
2009-04-01,1569094833
2009-04-02,1715593769
2009-04-03,1838481155
2009-04-06,1837139590
2009-04-07,1681518009
2009-04-08,1708617629
2009-04-09,1878191490
2009-04-13,1828285258
2009-04-14,1658443085
2009-04-15,1758255547
2009-04-16,1805210334
2009-04-17,1798502508
2009-04-20,1633758283
2009-04-21,1735985562
2009-04-22,1689030775
2009-04-23,1734643997
2009-04-24,1816747796
2009-04-27,1694128723
2009-04-28,1701373176
2009-04-29,1798234195
2009-04-30,1703519681
2009-05-01,1660857903
2009-05-04,1773549392
2009-05-05,1705934499
2009-05-06,1815406231
2009-05-07,1724716413
2009-05-08,1815406231
2009-05-11,1744303268
2009-05-12,1752084347
2009-05-13,1664882599
2009-05-14,1709154255
2009-05-15,1675346809
2009-05-18,1767646505
2009-05-19,1708885942
2009-05-20,1687420897
2009-05-21,1705397872
2009-05-22,1671053799
2009-05-26,1786696733
2009-05-27,1737327128
2009-05-28,1774086018
2009-05-29,1826943693
2009-06-01,1857531383
2009-06-02,1827748632
2009-06-03,1857531383
2009-06-04,1847603800
2009-06-05,1826138754
2009-06-08,1801185638
2009-06-09,1794477812
2009-06-10,1774622644
2009-06-11,1712374012
2009-06-12,1768451444
2009-06-15,1698153420
2009-06-16,1692250532
2009-06-17,1684201140
2009-06-18,1714520517
2009-06-19,1700568237
2009-06-22,1650662006
2009-06-23,1682859575
2009-06-24,1707544377
2009-06-25,1681786322
2009-06-26,1652540198
2009-06-29,1666492477
2009-06-30,1871260829
2009-07-01,1883288859
2009-07-02,1780449199
2009-07-06,1876974143
