,POM
2014-12-04,6889950000
2014-12-05,6884930000
2014-12-08,6817160000
2014-12-09,6827200000
2014-12-10,6751900000
2014-12-11,6766960000
2014-12-12,6691660000
2014-12-15,6689150000
2014-12-16,6714250000
2014-12-17,6789550000
2014-12-18,6829710000
2014-12-19,6726800000
2014-12-22,6696680000
2014-12-23,6709230000
2014-12-24,6749390000
2014-12-26,6777000000
2014-12-29,6824690000
2014-12-30,6784530000
2014-12-31,6813290000
2015-01-02,6866420000
2015-01-05,6838590000
2015-01-06,6856300000
2015-01-07,6891720000
2015-01-08,6891720000
2015-01-09,6866420000
2015-01-12,6838590000
2015-01-13,6884130000
2015-01-14,6896780000
2015-01-15,6899310000
2015-01-16,6906900000
2015-01-20,6927140000
2015-01-21,6927140000
2015-01-22,6937260000
2015-01-23,6929670000
2015-01-26,6924610000
2015-01-27,6891720000
2015-01-28,6879070000
2015-01-29,6934730000
2015-01-30,6944850000
2015-02-02,6939790000
2015-02-03,6939790000
2015-02-04,6914490000
2015-02-05,6901840000
2015-02-06,6879070000
2015-02-09,6861360000
2015-02-10,6919550000
2015-02-11,6879070000
2015-02-12,6856300000
2015-02-13,6846180000
2015-02-17,6891720000
2015-02-18,6909430000
2015-02-19,6904370000
2015-02-20,6891720000
2015-02-23,6911960000
2015-02-24,6896780000
2015-02-25,6863890000
2015-02-26,6871480000
2015-02-27,6866420000
2015-03-02,6856300000
2015-03-03,6858830000
2015-03-04,6871480000
2015-03-05,6896780000
2015-03-06,6818350000
2015-03-09,6800640000
2015-03-10,6805700000
2015-03-11,6793050000
2015-03-12,6787990000
2015-03-13,6782930000
2015-03-16,6810760000
2015-03-17,6767750000
2015-03-18,6836060000
2015-03-19,6853770000
2015-03-20,6828470000
2015-03-23,6820880000
2015-03-24,6795580000
2015-03-25,6785460000
2015-03-26,6787990000
2015-03-27,6790520000
2015-03-30,6795580000
2015-03-31,6787990000
2015-04-01,6777870000
2015-04-02,6795580000
2015-04-06,6805700000
2015-04-07,6777870000
2015-04-08,6755100000
2015-04-09,6760160000
2015-04-10,6767750000
2015-04-13,6767750000
2015-04-14,6775340000
2015-04-15,6767750000
2015-04-16,6755100000
2015-04-17,6722210000
2015-04-20,6684260000
2015-04-21,6598240000
2015-04-22,6628600000
2015-04-23,6699440000
2015-04-24,6661490000
2015-04-27,6590650000
2015-04-28,6613420000
2015-04-29,6605830000
2015-04-30,6572940000
2015-05-01,6598240000
2015-05-04,6671610000
2015-05-05,6653900000
2015-05-06,6646310000
2015-05-07,6608360000
2015-05-08,6448970000
2015-05-11,6294640000
2015-05-12,6380660000
2015-05-13,6302230000
2015-05-14,6276930000
2015-05-15,6605830000
2015-05-18,6825940000
2015-05-19,6823410000
2015-05-20,6820880000
2015-05-21,6825940000
2015-05-22,6825940000
2015-05-26,6838590000
2015-05-27,6858830000
2015-05-28,6863890000
2015-05-29,6894250000
2015-06-01,6868950000
2015-06-02,6843650000
2015-06-03,6843650000
2015-06-04,6856300000
2015-06-05,6841120000
2015-06-08,6747510000
2015-06-09,6770280000
2015-06-10,6760160000
2015-06-11,6770280000
2015-06-12,6760160000
2015-06-15,6744980000
2015-06-16,6765220000
2015-06-17,6790520000
2015-06-18,6813290000
2015-06-19,6775340000
2015-06-22,6767750000
2015-06-23,6770280000
2015-06-24,6770280000
2015-06-25,6770280000
2015-06-26,6767750000
2015-06-29,6757630000
2015-06-30,6815820000
2015-07-01,6831000000
2015-07-02,6841120000
2015-07-06,6841120000
2015-07-07,6825940000
2015-07-08,6828470000
2015-07-09,6803170000
2015-07-10,6793050000
2015-07-13,6803170000
2015-07-14,6795580000
2015-07-15,6823410000
2015-07-16,6843650000
2015-07-17,6846180000
2015-07-20,6836060000
2015-07-21,6800640000
2015-07-22,6803170000
2015-07-23,6681730000
2015-07-24,6674140000
2015-07-27,6681730000
2015-07-28,6734860000
2015-07-29,6800640000
2015-07-30,6798110000
2015-07-31,6750040000
2015-08-03,6785460000
2015-08-04,6772810000
2015-08-05,6775340000
2015-08-06,6800640000
2015-08-07,6795580000
2015-08-10,6777870000
2015-08-11,6777870000
2015-08-12,6876540000
2015-08-13,6899310000
2015-08-14,6886660000
2015-08-17,6879070000
2015-08-18,6879070000
2015-08-19,6879070000
2015-08-20,6861360000
2015-08-21,6838590000
2015-08-24,6818350000
2015-08-25,5695030000
2015-08-26,5920200000
2015-08-27,5912610000
2015-08-28,5821530000
2015-08-31,5813940000
2015-09-01,5793700000
2015-09-02,5811410000
2015-09-03,5829120000
2015-09-04,5808880000
2015-09-08,5727920000
2015-09-09,5745630000
2015-09-10,5839240000
2015-09-11,5831650000
2015-09-14,5849360000
2015-09-15,5940440000
2015-09-16,6034050000
2015-09-17,6003690000
2015-09-18,5922730000
2015-09-21,5869600000
2015-09-22,5836710000
2015-09-23,5874660000
2015-09-24,5935380000
2015-09-25,5996100000
2015-09-28,6051760000
2015-09-29,6112480000
2015-09-30,6127660000
2015-10-01,6170670000
2015-10-02,6271870000
2015-10-05,6428730000
2015-10-06,6633660000
2015-10-07,6674140000
2015-10-08,6699440000
2015-10-09,6701970000
2015-10-12,6686790000
2015-10-13,6681730000
2015-10-14,6679200000
2015-10-15,6707030000
2015-10-16,6699440000
2015-10-19,6686790000
2015-10-20,6709560000
2015-10-21,6699440000
2015-10-22,6701970000
2015-10-23,6676670000
2015-10-26,6646310000
2015-10-27,6565350000
2015-10-28,6734860000
2015-10-29,6729800000
2015-10-30,6737390000
2015-11-02,6739920000
2015-11-03,6737390000
2015-11-04,6750040000
2015-11-05,6747510000
2015-11-06,6714620000
2015-11-09,6727270000
2015-11-10,6704500000
2015-11-11,6704500000
2015-11-12,6653900000
2015-11-13,6689320000
2015-11-16,6679200000
2015-11-17,6562820000
2015-11-18,6628600000
2015-11-19,6562820000
2015-11-20,6565350000
2015-11-23,6550170000
2015-11-24,6494510000
2015-11-25,6484390000
2015-11-27,6393310000
2015-11-30,6494510000
2015-12-01,6595710000
2015-12-02,6598240000
2015-12-03,6598240000
2015-12-04,6638720000
2015-12-07,6694380000
2015-12-08,6626070000
2015-12-09,6656430000
2015-12-10,6613420000
2015-12-11,6613420000
2015-12-14,6666550000
2015-12-15,6641250000
2015-12-16,6691850000
2015-12-17,6648840000
2015-12-18,6537520000
2015-12-21,6542580000
2015-12-22,6613420000
2015-12-23,6643780000
2015-12-24,6628600000
2015-12-28,6633660000
2015-12-29,6618480000
2015-12-30,6621010000
2015-12-31,24007230000
2016-01-04,23905700000
2016-01-05,23951850000
2016-01-06,23813400000
2016-01-07,23647260000
2016-01-08,23767250000
2016-01-11,24247210000
2016-01-12,24154910000
2016-01-13,24201060000
2016-01-14,24127220000
2016-01-15,24154910000
2016-01-19,24173370000
2016-01-20,24219520000
2016-01-21,24228750000
2016-01-22,24237980000
2016-01-25,24311820000
2016-01-26,24459500000
2016-01-27,24487190000
2016-01-28,24570260000
2016-01-29,24625640000
2016-02-01,24681020000
2016-02-02,24625640000
2016-02-03,24588720000
2016-02-04,24644100000
2016-02-05,24542570000
2016-02-08,24394890000
2016-02-09,24182600000
2016-02-10,24311820000
2016-02-11,24293360000
2016-02-12,24542570000
2016-02-16,24588720000
2016-02-17,24357970000
2016-02-18,24634870000
2016-02-19,24385660000
2016-02-22,24505650000
2016-02-23,24441040000
2016-02-24,24487190000
2016-02-25,24477960000
2016-02-26,24551800000
2016-02-29,24164140000
2016-03-01,21053630000
2016-03-02,21838180000
2016-03-03,21404370000
2016-03-04,22539660000
2016-03-07,22318140000
2016-03-08,22142770000
2016-03-09,22050470000
2016-03-10,22382750000
2016-03-11,20370610000
2016-03-14,20509060000
2016-03-15,20250620000
2016-03-16,20306000000
2016-03-17,20186010000
2016-03-18,20278310000
2016-03-21,20278310000
2016-03-22,19604520000
2016-03-23,20887490000
2016-03-24,5247827367991
2016-03-28,5433045705997
2016-03-29,5803482382009
2016-03-30,6173910044003
2016-03-31,6297389235982
2016-04-01,6173910044003
2016-04-04,5803482382009
2016-04-05,5803482382009
2016-04-06,6173910044003
2016-04-07,6050431302448
2016-04-08,5865221978460
2016-04-11,6235649640454
2016-04-12,6420867978460
2016-04-13,6420867978460
2016-04-14,6420867978460
2016-04-15,6173910044003
2016-04-18,6173910044003
2016-04-19,5988691705997
2016-04-20,5618264044003
2016-04-21,5988691705997
2016-04-22,6235649640454
2016-04-25,6667825911994
2016-04-26,6606086315543
2016-04-27,6297389235982
2016-04-28,6420867978460
2016-04-29,6420867978460
2016-05-02,6420867978460
2016-05-03,6420867978460
2016-05-04,6359128382009
2016-05-05,6173910044003
2016-05-06,6359128382009
2016-05-09,6173910044003
2016-05-10,6173910044003
2016-05-11,5988691705997
2016-05-12,5988691705997
2016-05-13,5988691705997
2016-05-16,5988691705997
2016-05-17,5803482382009
2016-05-18,5988691705997
2016-05-19,5865221978460
2016-05-20,5680003640454
2016-05-23,5556524447552
2016-05-24,5556524447552
2016-05-25,5556524447552
2016-05-26,5618264044003
2016-05-27,5926952109546
2016-05-31,5741743235982
2016-06-01,5741743235982
2016-06-02,5741743235982
2016-06-03,5680003640454
2016-06-06,5680003640454
2016-06-07,5741743235982
2016-06-08,5741743235982
2016-06-09,5680003640454
2016-06-10,5618264044003
2016-06-13,5741743235982
2016-06-14,5741743235982
2016-06-15,5680003640454
2016-06-16,5803482382009
2016-06-17,5865221978460
2016-06-20,5865221978460
2016-06-21,5803482382009
2016-06-22,5865221978460
2016-06-23,5803482382009
2016-06-24,5803482382009
2016-06-27,5803482382009
2016-06-28,5803482382009
2016-06-29,5803482382009
2016-06-30,5747963976216
2016-07-01,5500738482624
2016-07-05,5562544517376
2016-07-06,5377125509448
2016-07-07,5500738482624
2016-07-08,5377125509448
2016-07-11,5500738482624
2016-07-12,5500738482624
2016-07-13,5500738482624
2016-07-14,5129900015856
2016-07-15,5191706501520
2016-07-18,5500738482624
2016-07-19,5809770011892
2016-07-20,6180599003964
2016-07-21,5995179996036
2016-07-22,5686157490552
2016-07-25,6056986482624
2016-07-26,6056986482624
2016-07-27,6056986482624
2016-07-28,5747963976216
2016-07-29,5747963976216
2016-08-01,5933373509448
2016-08-02,6056986482624
2016-08-03,5871576498480
2016-08-04,5871576498480
2016-08-05,5871576498480
2016-08-08,5871576498480
2016-08-09,5871576498480
2016-08-10,5871576498480
2016-08-11,5809770011892
2016-08-12,5809770011892
2016-08-15,5809770011892
2016-08-16,5438931996036
2016-08-17,5438931996036
2016-08-18,5438931996036
2016-08-19,5500738482624
2016-08-22,5315319023784
2016-08-23,5438931996036
2016-08-24,5438931996036
2016-08-25,5500738482624
2016-08-26,5377125509448
2016-08-29,5377125509448
2016-08-30,5377125509448
2016-08-31,5377125509448
2016-09-01,5377125509448
2016-09-02,5377125509448
2016-09-06,5253512988108
2016-09-07,5253512988108
2016-09-08,5253512988108
2016-09-09,5253512988108
2016-09-12,5438931996036
2016-09-13,5438931996036
2016-09-14,5068093980180
2016-09-15,5377125509448
2016-09-16,5438931996036
2016-09-19,5438931996036
2016-09-20,5438931996036
2016-09-21,5438931996036
2016-09-22,5438931996036
2016-09-23,5438931996036
2016-09-26,5438931996036
2016-09-27,5438931996036
2016-09-28,5438931996036
2016-09-29,5438931996036
2016-09-30,5438931996036
2016-10-03,5408024015856
2016-10-04,5241149976216
2016-10-05,5241149976216
2016-10-06,5241149976216
2016-10-07,4938299501520
2016-10-10,5191706501520
2016-10-11,5191706501520
2016-10-12,4888856478660
2016-10-13,4635449478660
2016-10-14,4956844019820
2016-10-17,4975388988108
2016-10-18,5321500980180
2016-10-19,5686157490552
2016-10-20,5562544517376
2016-10-21,5871576498480
2016-10-24,6106438980180
2016-10-25,5995179996036
2016-10-26,5995179996036
2016-10-27,6118792517376
2016-10-28,5692338996036
2016-10-31,5686157490552
2016-11-01,5809770011892
2016-11-02,5803588505484
2016-11-03,5500738482624
2016-11-04,5438931996036
2016-11-07,5438931996036
2016-11-08,5562544517376
2016-11-09,5686157490552
2016-11-10,6075531000000
2016-11-11,6075531000000
2016-11-14,5995179996036
2016-11-15,5995179996036
2016-11-16,5624351003964
2016-11-17,5624351003964
2016-11-18,5562544517376
2016-11-21,5321500980180
2016-11-22,5500738482624
2016-11-23,5377125509448
2016-11-25,5438931996036
2016-11-28,5531636988108
2016-11-29,5438931996036
2016-11-30,5469830501520
2016-12-01,5105173992072
2016-12-02,5438931996036
2016-12-05,5438931996036
2016-12-06,5438931996036
2016-12-07,5068093980180
2016-12-08,5358580992072
2016-12-09,5309137517376
2016-12-12,5309137517376
2016-12-13,5309137517376
2016-12-14,5309137517376
2016-12-15,5309137517376
2016-12-16,5309137517376
2016-12-19,5500738482624
2016-12-20,5253512988108
2016-12-21,5247331482624
2016-12-22,5438931996036
2016-12-23,5438931996036
2016-12-27,5438931996036
2016-12-28,5074275486588
2016-12-29,5377125509448
2016-12-30,5006287494516
2017-01-03,5263838937152
2017-01-04,5263838937152
2017-01-05,5040376265248
2017-01-06,5090033780960
2017-01-09,5090033780960
2017-01-10,5090033780960
2017-01-11,5338329062848
2017-01-12,5338329062848
2017-01-13,5338329062848
2017-01-17,5338329062848
2017-01-18,5338329062848
2017-01-19,5276255468576
2017-01-20,4965885687616
2017-01-23,5313496000000
2017-01-24,5276255468576
2017-01-25,5245213687616
2017-01-26,5245213687616
2017-01-27,5245213687616
2017-01-30,5245213687616
2017-01-31,5245213687616
2017-02-01,5245213687616
2017-02-02,5245213687616
2017-02-03,5263838937152
2017-02-06,5630074047136
2017-02-07,6021133156192
2017-02-08,6424618312384
2017-02-09,6859126219040
2017-02-10,7324685421440
2017-02-13,7821267375232
2017-02-14,8348900624768
2017-02-15,8907556624768
2017-02-16,9528332437152
2017-02-17,10180067562848
2017-02-21,11607795562848
2017-02-22,11793952000000
2017-02-23,10987056000000
2017-02-24,10242150219040
2017-02-27,9528332437152
2017-02-28,9248967280960
2017-03-01,8628228624768
2017-03-02,9124820093344
2017-03-03,8628228624768
2017-03-06,8504080531424
2017-03-07,8566154124768
2017-03-08,8659260437152
2017-03-09,8597186843808
2017-03-10,8752376719040
2017-03-13,8814450312384
2017-03-14,9000672000000
2017-03-15,8690302219040
2017-03-16,8690302219040
2017-03-17,8690302219040
2017-03-20,8628228624768
2017-03-21,8069563562847
2017-03-22,8566154124768
2017-03-23,8379932437152
2017-03-24,8379932437152
2017-03-27,8504080531424
2017-03-28,8504080531424
2017-03-29,8504080531424
2017-03-30,8473038750464
2017-03-31,8469297907854
2017-04-03,8531572171073
2017-04-04,8593846433361
2017-04-05,9185450565837
2017-04-06,9185450565837
2017-04-07,9808177735979
2017-04-10,10493208264021
2017-04-11,9808177735979
2017-04-12,9216592697382
2017-04-13,9839366235979
2017-04-17,9777082881545
2017-04-18,9777082881545
2017-04-19,10150693000000
2017-04-20,9777082881545
2017-04-21,9777082881545
2017-04-24,10212977264021
2017-04-25,10368639735979
2017-04-26,10399828235979
2017-04-27,11115953618455
2017-04-28,11115953618455
2017-05-01,11115953618455
2017-05-02,11115953618455
2017-05-03,11333901264021
2017-05-04,11707604118455
2017-05-05,11209332735979
2017-05-08,10430924000000
2017-05-09,10212977264021
2017-05-10,10711155000000
2017-05-11,10462112500000
2017-05-12,10586587381545
2017-05-15,10586587381545
2017-05-16,10057313881545
2017-05-17,9963841118455
2017-05-18,10212977264021
2017-05-19,10212977264021
2017-05-22,9963841118455
2017-05-23,9714798618455
2017-05-24,9621326764021
2017-05-25,9590231000000
2017-05-26,10244072118455
2017-05-30,9963841118455
2017-05-31,10150693000000
2017-06-01,9963841118455
2017-06-02,9963841118455
2017-06-05,9839366235979
2017-06-06,9901650500000
2017-06-07,9901650500000
2017-06-08,9901650500000
2017-06-09,9714798618455
2017-06-12,9683610118455
2017-06-13,9621326764021
2017-06-14,9652515264021
2017-06-15,10026125381545
2017-06-16,9901650500000
2017-06-19,9870462000000
2017-06-20,9870462000000
2017-06-21,9839366235979
2017-06-22,9714798618455
2017-06-23,9870462000000
2017-06-26,9870462000000
2017-06-27,9901650500000
2017-06-28,10026125381545
2017-06-29,9870462000000
2017-06-30,10133817383495
2017-07-03,10196769732069
2017-07-05,10889158267931
2017-07-06,11266781383495
2017-07-07,10952110616505
2017-07-10,10637346116505
2017-07-11,10574487500000
2017-07-12,10511534232069
2017-07-13,10511534232069
2017-07-14,10574487500000
2017-07-17,10322676267931
2017-07-18,10259723000000
2017-07-19,10133817383495
2017-07-20,10291246500000
2017-07-21,10291246500000
2017-07-24,10196769732069
2017-07-25,10259723000000
2017-07-26,10196769732069
2017-07-27,10196769732069
2017-07-28,10700299383495
2017-07-31,10039435267931
2017-08-01,9945052232069
2017-08-02,9504382116505
2017-08-03,9441429767931
2017-08-04,9567335383495
2017-08-07,9378532555370
2017-08-08,9378532555370
2017-08-09,9315589396602
2017-08-10,9378532555370
2017-08-11,9315589396602
2017-08-14,9378532555370
2017-08-15,9441429767931
2017-08-16,9441429767931
2017-08-17,9378532555370
2017-08-18,9315589396602
2017-08-21,9315589396602
2017-08-22,9000871763107
2017-08-23,9315589396602
2017-08-24,9284112763107
2017-08-25,9284112763107
2017-08-28,9410000000000
2017-08-29,9347056841232
2017-08-30,9063815841232
2017-08-31,9252646236893
2017-09-01,9000871763107
2017-09-05,9378532555370
2017-09-06,9378532555370
2017-09-07,9221169603398
2017-09-08,9189702158768
2017-09-11,9252646236893
2017-09-12,9284112763107
2017-09-13,9378532555370
2017-09-14,9378532555370
2017-09-15,9598858883495
2017-09-18,9882099883495
2017-09-19,10008005500000
2017-09-20,10668869616505
2017-09-21,10322676267931
2017-09-22,10322676267931
2017-09-25,10133817383495
2017-09-26,10008005500000
2017-09-27,9913528732069
2017-09-28,9756194267931
2017-09-29,9945052232069
2017-10-02,10198432584665
2017-10-03,9945110084665
2017-10-04,10135077915335
2017-10-05,10198432584665
2017-10-06,10230157084665
2017-10-09,10356865500000
2017-10-10,10388495670277
2017-10-11,10388495670277
2017-10-12,10483479584665
2017-10-13,10483479584665
2017-10-16,10261786329723
2017-10-17,10388495670277
2017-10-18,10325141000000
2017-10-19,10325141000000
2017-10-20,10705171915335
2017-10-23,10483479584665
2017-10-24,10546833329723
2017-10-25,10451849415335
2017-10-26,10895235000000
2017-10-27,11021943415335
2017-10-30,10641912500000
2017-10-31,10325141000000
2017-11-01,10325141000000
2017-11-02,10071818500000
2017-11-03,10388495670277
2017-11-06,10515204084665
2017-11-07,10388495670277
2017-11-08,10325141000000
2017-11-09,10325141000000
2017-11-10,10230157084665
2017-11-13,10261786329723
2017-11-14,10293510829723
2017-11-15,10325141000000
2017-11-16,10261786329723
2017-11-17,10261786329723
2017-11-20,10261786329723
2017-11-21,10040094000000
2017-11-22,9976739329723
2017-11-24,10261786329723
2017-11-27,10261786329723
2017-11-28,10198432584665
2017-11-29,10135077915335
2017-11-30,10451849415335
2017-12-01,10356865500000
2017-12-04,10388495670277
2017-12-05,10388495670277
2017-12-06,10325141000000
2017-12-07,10325141000000
2017-12-08,10641912500000
2017-12-11,10451849415335
2017-12-12,10325141000000
2017-12-13,10261786329723
2017-12-14,9945110084665
2017-12-15,10198432584665
2017-12-18,10135077915335
2017-12-19,10040094000000
2017-12-20,10071818500000
2017-12-21,10040094000000
2017-12-22,10135077915335
2017-12-26,10135077915335
2017-12-27,10071818500000
2017-12-28,10040094000000
2017-12-29,10103448670277
2018-01-02,10338421611630
2018-01-03,10338421611630
2018-01-04,10338421611630
2018-01-05,10403047388370
2018-01-08,10338421611630
2018-01-09,10532298000000
2018-01-10,11243080611630
2018-01-11,11566111388370
2018-01-12,11501582777706
2018-01-16,11113830000000
2018-01-17,11113830000000
2018-01-18,11630736222294
2018-01-19,11630736222294
2018-01-22,11630736222294
2018-01-23,11630736222294
2018-01-24,11630736222294
2018-01-25,11695362000000
2018-01-26,12276894000000
2018-01-29,12729271611630
2018-01-30,12567660000000
2018-01-31,13375429388370
2018-02-01,13116927222294
2018-02-02,13246178777706
2018-02-05,12600021000000
2018-02-06,11727723000000
2018-02-07,11824612611630
2018-02-08,11630736222294
2018-02-09,11630736222294
2018-02-12,12018489000000
2018-02-13,12147739611630
2018-02-14,12147739611630
2018-02-15,12147739611630
2018-02-16,12147739611630
2018-02-20,12147739611630
2018-02-21,12761536388370
2018-02-22,12600021000000
2018-02-23,12600021000000
2018-02-26,12276894000000
2018-02-27,12503034222294
2018-02-28,12503034222294
2018-03-01,12341519777706
2018-03-02,12535395222294
2018-03-05,11824612611630
2018-03-06,11824612611630
2018-03-07,11824612611630
2018-03-08,11953863222294
2018-03-09,12115378611630
2018-03-12,12083114777706
2018-03-13,12018489000000
2018-03-14,11953863222294
2018-03-15,12018489000000
2018-03-16,11986128000000
2018-03-19,12018489000000
2018-03-20,12018489000000
2018-03-21,11824612611630
2018-03-22,11824612611630
2018-03-23,11630736222294
2018-03-26,11372331222294
2018-03-27,11436957000000
2018-03-28,11566111388370
2018-03-29,11436957000000
2018-04-02,11513489178097
2018-04-03,11319412088565
2018-04-04,11254719411435
2018-04-05,11610479088565
2018-04-06,11513489178097
2018-04-09,11287017588565
2018-04-10,11319412088565
2018-04-11,11190027678097
2018-04-12,11254719411435
2018-04-13,11190027678097
2018-04-16,11190027678097
2018-04-17,11254719411435
2018-04-18,11125335000000
2018-04-19,10672585411435
2018-04-20,10413816588565
2018-04-23,10284528500000
2018-04-24,9896374321903
2018-04-25,9896374321903
2018-04-26,10219835821903
2018-04-27,10187441321903
2018-04-30,10187441321903
2018-05-01,10187441321903
2018-05-02,10284528500000
2018-05-03,10316826678097
2018-05-04,10284528500000
2018-05-07,10478508321903
2018-05-08,10381518411435
2018-05-09,11093036821903
2018-05-10,10413816588565
2018-05-11,10025759678097
2018-05-14,10704883588565
2018-05-15,10995950588565
2018-05-16,11190027678097
2018-05-17,11190027678097
2018-05-18,10995950588565
2018-05-21,10672585411435
2018-05-22,10349123911435
2018-05-23,10349123911435
2018-05-24,10349123911435
2018-05-25,10413816588565
2018-05-29,10025759678097
2018-05-30,10025759678097
2018-05-31,10090451411435
2018-06-01,10349123911435
2018-06-04,10413816588565
2018-06-05,10737278088565
2018-06-06,10769575321903
2018-06-07,10995950588565
2018-06-08,10737278088565
2018-06-11,11060642321903
2018-06-12,10931257911435
2018-06-13,10866662500000
2018-06-14,10834268000000
2018-06-15,10834268000000
2018-06-18,10769575321903
2018-06-19,10284528500000
2018-06-20,10478508321903
2018-06-21,10478508321903
2018-06-22,10413816588565
2018-06-25,10478508321903
2018-06-26,10478508321903
2018-06-27,10316826678097
2018-06-28,10446211088565
2018-06-29,10349123911435
2018-07-02,10349123911435
2018-07-03,9670000000000
2018-07-05,9702298178097
2018-07-06,9993365178097
2018-07-09,10090451411435
2018-07-10,10219835821903
2018-07-11,10219835821903
2018-07-12,10187441321903
2018-07-13,9766989911435
2018-07-16,10090451411435
2018-07-17,10090451411435
2018-07-18,10284528500000
2018-07-19,9896374321903
2018-07-20,9896374321903
2018-07-23,10025759678097
2018-07-24,10025759678097
2018-07-25,10025759678097
2018-07-26,9346586661435
2018-07-27,9443615289616
2018-07-30,9896374321903
2018-07-31,9864077088565
2018-08-01,9637663104190
2018-08-02,9508298523991
2018-08-03,9572980814574
2018-08-06,9540634476009
2018-08-07,9475952185426
2018-08-08,9475952185426
2018-08-09,9443615289616
2018-08-10,9443615289616
2018-08-13,9346586661435
2018-08-14,9378933000000
2018-08-15,9378933000000
2018-08-16,9314250710384
2018-08-17,9120202895810
2018-08-20,8796789556278
2018-08-21,9184885185426
2018-08-22,9314250710384
2018-08-23,9475952185426
2018-08-24,9508298523991
2018-08-27,9443615289616
2018-08-28,9508298523991
2018-08-29,9475952185426
2018-08-30,9443615289616
2018-08-31,9443615289616
2018-09-04,9508298523991
2018-09-05,9508298523991
2018-09-06,9572980814574
2018-09-07,9508298523991
2018-09-10,9378933000000
2018-09-11,9443615289616
2018-09-12,9831682588565
2018-09-13,9896374321903
2018-09-14,9896374321903
2018-09-17,9831682588565
2018-09-18,9702298178097
2018-09-19,9766989911435
2018-09-20,10025759678097
2018-09-21,9831682588565
2018-09-24,9896374321903
2018-09-25,10284528500000
2018-09-26,10478508321903
2018-09-27,11190027678097
2018-09-28,11804556178097
2018-10-01,11642776321903
2018-10-02,11513489178097
2018-10-03,11545786411435
2018-10-04,11804556178097
2018-10-05,11513489178097
2018-10-08,12192613088565
2018-10-09,11940322411435
2018-10-10,11435838321903
2018-10-11,10637000000000
2018-10-12,10847226178097
2018-10-15,10931257911435
2018-10-16,11099515911435
2018-10-17,10805161678097
2018-10-18,10931257911435
2018-10-19,10679064500000
2018-10-22,10805161678097
2018-10-23,10637000000000
2018-10-24,10342742088565
2018-10-25,9838161678097
2018-10-26,10006322411435
2018-10-29,9375693928097
2018-10-30,9501828879148
2018-10-31,9417738596861
2018-11-01,9207522806278
2018-11-02,9249567476009
2018-11-05,9249567476009
2018-11-06,8745045613523
2018-11-07,8164845613523
2018-11-08,8703000000000
2018-11-09,8240522806278
2018-11-12,8618909717713
2018-11-13,8408693928096
2018-11-14,8408693928096
2018-11-15,8408693928096
2018-11-16,8400290282287
2018-11-19,8703000000000
2018-11-20,8660954386477
2018-11-21,8492784210384
2018-11-23,8576874492671
2018-11-26,8408693928096
2018-11-27,8240522806278
2018-11-28,7820090282287
2018-11-29,7492151685426
2018-11-30,7492151685426
2018-12-03,7769632052095
2018-12-04,7651909717713
2018-12-06,7651909717713
2018-12-07,7635093455234
2018-12-10,7399648314574
2018-12-11,7466922806278
2018-12-12,7466922806278
2018-12-13,7567828879148
2018-12-14,7483738596861
2018-12-17,7483738596861
2018-12-18,7567828879148
2018-12-19,7315567947905
2018-12-20,7315567947905
2018-12-21,7315567947905
2018-12-24,7147386911435
2018-12-26,6684909717713
2018-12-27,6516738596861
2018-12-28,6516738596861
2018-12-31,6543695116393
2019-01-02,7345828828765
2019-01-03,7008085823027
2019-01-04,6923647700896
2019-01-07,6923647700896
2019-01-08,6839219060580
2019-01-09,6839219060580
2019-01-10,6839219060580
2019-01-11,7261390232786
2019-01-14,7261390232786
2019-01-15,7261390232786
2019-01-16,7261390232786
2019-01-17,7261390232786
2019-01-18,7210733238524
2019-01-22,6754780939420
2019-01-23,6754780939420
2019-01-24,6754780939420
2019-01-25,6712561877869
2019-01-28,6746343005738
2019-01-29,6670352299104
2019-01-30,6670352299104
2019-01-31,6754780939420
2019-02-01,6839219060580
2019-02-04,6839219060580
2019-02-05,6839219060580
2019-02-06,6839219060580
2019-02-07,6839219060580
2019-02-08,6839219060580
2019-02-11,7176952110655
2019-02-12,6864552299104
2019-02-13,7168514176973
2019-02-14,7168514176973
2019-02-15,6923647700896
2019-02-19,6881438122131
2019-02-20,6881438122131
2019-02-21,6915209767214
2019-02-22,7008085823027
2019-02-25,7497809767214
2019-02-26,7936866761476
2019-02-27,7683561877869
2019-02-28,7683561877869
2019-03-01,8021304883607
2019-03-04,7852438122131
2019-03-05,7936866761476
2019-03-06,8021304883607
2019-03-07,7852438122131
2019-03-08,7852438122131
2019-03-11,7599133238524
2019-03-12,7683561877869
2019-03-13,7759552110655
2019-03-14,7607571171235
2019-03-15,7599133238524
2019-03-18,7599133238524
2019-03-19,7599133238524
2019-03-20,7590685823027
2019-03-21,7590685823027
2019-03-22,7599133238524
2019-03-25,7506247700896
2019-03-26,7582247889345
2019-03-27,7582247889345
2019-03-28,7430256994262
2019-03-29,7472476054842
2019-04-01,11559304804848
2019-04-02,11493995396529
2019-04-03,11350323791681
2019-04-04,11232772429338
2019-04-05,11493995396529
2019-04-08,11729112788801
2019-04-09,11611546758872
2019-04-10,11493995396529
2019-04-11,11363391980482
2019-04-12,11493995396529
2019-04-15,11493995396529
2019-04-16,11480942608318
2019-04-17,11467874419517
2019-04-18,11363391980482
2019-04-22,11350323791681
