,NSC
2004-08-24,10837479453
2004-08-25,11042630138
2004-08-26,11050520549
2004-08-27,11015013700
2004-08-30,11070246576
2004-08-31,11204383563
2004-09-01,11224109590
2004-09-02,11551561645
2004-09-03,11547616439
2004-09-07,11437150686
2004-09-08,11520000001
2004-09-09,11366136987
2004-09-10,11500273974
2004-09-13,11405589042
2004-09-14,11314849316
2004-09-15,11287232878
2004-09-16,11441095892
2004-09-17,11614684933
2004-09-20,11480547946
2004-09-21,11646246576
2004-09-22,11508164385
2004-09-23,11504219179
2004-09-24,11594958905
2004-09-27,11318794522
2004-09-28,11480547946
2004-09-29,11618630138
2004-09-30,11925503953
2004-10-01,12138029747
2004-10-04,12226248000
2004-10-05,12049811493
2004-10-06,12366595222
2004-10-07,12186148794
2004-10-08,12310456334
2004-10-11,12286396810
2004-10-12,12402684508
2004-10-13,12318476175
2004-10-14,12410704349
2004-10-15,12539021810
2004-10-18,12739517841
2004-10-19,12434763873
2004-10-20,12462833318
2004-10-21,13064321412
2004-10-22,13068331333
2004-10-25,13200658713
2004-10-26,13272837285
2004-10-27,13409174586
2004-10-28,13336996015
2004-10-29,13613680538
2004-11-01,13693878951
2004-11-02,13629720221
2004-11-03,13709918633
2004-11-04,14054771808
2004-11-05,13966553554
2004-11-08,14130960300
2004-11-09,14231208315
2004-11-10,13918434506
2004-11-11,14026702363
2004-11-12,13998632919
2004-11-15,13874325379
2004-11-16,13577591253
2004-11-17,13553531729
2004-11-18,13417194427
2004-11-19,13292886888
2004-11-22,13609670618
2004-11-23,13649769824
2004-11-24,13717938475
2004-11-26,13774077364
2004-11-29,13697888872
2004-11-30,13766057522
2004-12-01,14235218236
2004-12-02,14187099188
2004-12-03,14379575379
2004-12-06,14223188474
2004-12-07,14038732125
2004-12-08,14118930538
2004-12-09,14042742046
2004-12-10,14074821411
2004-12-13,14219178553
2004-12-14,14403634902
2004-12-15,14299376966
2004-12-16,14078831331
2004-12-17,13974573395
2004-12-20,14094871014
2004-12-21,14519922601
2004-12-22,14439724188
2004-12-23,14451753950
2004-12-27,14335466252
2004-12-28,14588091251
2004-12-29,14636210299
2004-12-30,14592101172
2004-12-31,14626791678
2005-01-03,14360041678
2005-01-04,14242833345
2005-01-05,14505541678
2005-01-06,14715708345
2005-01-07,14735916678
2005-01-10,14667208345
2005-01-11,14537875011
2005-01-12,14513625011
2005-01-13,14408541678
2005-01-14,14638916678
2005-01-18,14703583345
2005-01-19,14606583345
2005-01-20,14319625011
2005-01-21,14275166678
2005-01-24,13462791677
2005-01-25,14028625011
2005-01-26,13774000011
2005-01-27,13782083344
2005-01-28,13765916678
2005-01-31,14113500011
2005-02-01,14178166678
2005-02-02,14113500011
2005-02-03,13846750011
2005-02-04,14226666678
2005-02-07,14263041678
2005-02-08,14291333345
2005-02-09,14356000011
2005-02-10,14465125011
2005-02-11,14448958345
2005-02-14,14259000011
2005-02-15,14145833345
2005-02-16,14004375011
2005-02-17,14065000011
2005-02-18,14303458345
2005-02-22,13903333344
2005-02-23,14222625011
2005-02-24,14570208345
2005-02-25,14776333345
2005-02-28,14505541678
2005-03-01,14739958345
2005-03-02,14586375012
2005-03-03,14873333345
2005-03-04,14933958345
2005-03-07,15200708345
2005-03-08,15204750012
2005-03-09,15095625012
2005-03-10,15160291679
2005-03-11,15261333345
2005-03-14,15265375012
2005-03-15,14970333345
2005-03-16,14788458345
2005-03-17,15095625012
2005-03-18,15220916679
2005-03-21,15269416679
2005-03-22,15439166679
2005-03-23,15511916679
2005-03-24,15366416679
2005-03-28,15148166679
2005-03-29,14703583345
2005-03-30,14986500012
2005-03-31,14961142864
2005-04-01,14852114292
2005-04-04,14997485721
2005-04-05,14819809530
2005-04-06,14751161911
2005-04-07,14896533340
2005-04-08,14068723816
2005-04-11,14242361911
2005-04-12,14133333340
2005-04-13,13519542863
2005-04-14,12841142863
2005-04-15,12376761910
2005-04-18,12627123815
2005-04-19,13131885720
2005-04-20,12881523815
2005-04-21,13321676196
2005-04-22,13212647625
2005-04-25,13551847625
2005-04-26,13309561911
2005-04-27,12938057148
2005-04-28,12784609529
2005-04-29,12679619053
2005-05-02,13091504768
2005-05-03,12857295244
2005-05-04,12958247625
2005-05-05,12942095244
2005-05-06,12938057148
2005-05-09,13055161910
2005-05-10,12683657148
2005-05-11,12853257148
2005-05-12,12425219053
2005-05-13,12199085720
2005-05-16,12421180958
2005-05-17,12627123815
2005-05-18,12950171434
2005-05-19,12942095244
2005-05-20,12942095244
2005-05-23,12897676196
2005-05-24,12772495244
2005-05-25,12780571434
2005-05-26,12861333339
2005-05-27,12893638101
2005-05-31,12889600006
2005-06-01,13055161910
2005-06-02,13059200006
2005-06-03,12958247625
2005-06-06,12950171434
2005-06-07,13160152387
2005-06-08,12788647625
2005-06-09,12728076196
2005-06-10,12675580958
2005-06-13,12772495244
2005-06-14,12752304767
2005-06-15,12978438101
2005-06-16,13168228577
2005-06-17,13301485720
2005-06-20,13103619053
2005-06-21,13083428577
2005-06-22,13014780958
2005-06-23,12586742863
2005-06-24,12251580958
2005-06-27,12118323815
2005-06-28,12623085720
2005-06-29,12639238101
2005-06-30,12593189196
2005-07-01,12792500007
2005-07-05,12719283791
2005-07-06,12788432440
2005-07-07,12711148656
2005-07-08,13077229737
2005-07-11,13264337845
2005-07-12,13126040548
2005-07-13,13056891899
2005-07-14,13268405413
2005-07-15,13492121629
2005-07-18,13593810818
2005-07-19,13573472981
2005-07-20,14313770278
2005-07-21,14285297305
2005-07-22,14191743251
2005-07-25,14037175684
2005-07-26,14045310819
2005-07-27,14683918927
2005-07-28,15172027036
2005-07-29,15135418927
2005-08-01,15143554063
2005-08-02,15237108117
2005-08-03,15163891900
2005-08-04,15082540549
2005-08-05,15058135144
2005-08-08,15009324333
2005-08-09,15151689198
2005-08-10,15005256765
2005-08-11,15050000009
2005-08-12,15070337846
2005-08-15,14948310819
2005-08-16,14805945954
2005-08-17,14761202711
2005-08-18,14712391900
2005-08-19,14899500008
2005-08-22,14993054063
2005-08-23,14724594603
2005-08-24,14826283792
2005-08-25,14964581090
2005-08-26,14838486495
2005-08-29,14728662170
2005-08-30,14492743251
2005-08-31,14484608116
2005-09-01,14614770279
2005-09-02,14667648657
2005-09-06,14765270279
2005-09-07,14655445954
2005-09-08,14631040549
2005-09-09,14663581089
2005-09-12,14883229738
2005-09-13,14818148657
2005-09-14,14797810819
2005-09-15,14875094603
2005-09-16,15176094603
2005-09-19,15155756765
2005-09-20,15546243252
2005-09-21,15595054063
2005-09-22,15623527036
2005-09-23,15818770279
2005-09-26,15765891901
2005-09-27,15717081090
2005-09-28,16290608117
2005-09-29,16400432442
2005-09-30,16515758585
2005-10-03,16552405978
2005-10-04,16377312876
2005-10-05,16075989865
2005-10-06,16234795236
2005-10-07,16442463798
2005-10-10,16096349528
2005-10-11,16067846000
2005-10-12,15819458112
2005-10-13,16088205663
2005-10-14,16071917932
2005-10-17,16206291708
2005-10-18,16059702134
2005-10-19,16002695078
2005-10-20,16018982809
2005-10-21,15811314246
2005-10-24,16185932045
2005-10-25,16450607663
2005-10-26,15709515932
2005-10-27,16124853056
2005-10-28,16190003977
2005-10-31,16369169011
2005-11-01,16491326989
2005-11-02,16813009664
2005-11-03,17089901080
2005-11-04,16918879911
2005-11-07,17085829147
2005-11-08,16849657057
2005-11-09,17045109821
2005-11-10,17142836203
2005-11-11,17260922249
2005-11-14,17171339732
2005-11-15,17240562586
2005-11-16,17085829147
2005-11-17,17419727620
2005-11-18,17863568272
2005-11-21,17916503396
2005-11-22,17790273485
2005-11-23,17920575328
2005-11-25,17871712137
2005-11-28,17924647261
2005-11-29,18026445575
2005-11-30,18014229778
2005-12-01,18002013980
2005-12-02,17969438519
2005-12-05,17615180384
2005-12-06,17655899710
2005-12-07,17370864428
2005-12-08,17427871485
2005-12-09,17472662743
2005-12-12,17493022406
2005-12-13,17541885597
2005-12-14,17806561216
2005-12-15,17704762901
2005-12-16,17513382069
2005-12-19,17354576698
2005-12-20,17480806608
2005-12-21,17957222721
2005-12-22,18059021036
2005-12-23,18405135306
2005-12-27,18246329935
2005-12-28,18303336992
2005-12-29,18307408924
2005-12-30,18254473800
2006-01-03,17908445938
2006-01-04,17949662155
2006-01-05,17661148641
2006-01-06,17376756749
2006-01-09,17471554047
2006-01-10,17483918912
2006-01-11,17516891885
2006-01-12,17483918912
2006-01-13,17508648641
2006-01-17,17479797290
2006-01-18,17722972966
2006-01-19,18382432425
2006-01-20,18246418911
2006-01-23,18732770262
2006-01-24,18877027019
2006-01-25,19635405397
2006-01-26,20546283775
2006-01-27,20393783775
2006-01-30,20463851343
2006-01-31,20542162154
2006-02-01,20422635127
2006-02-02,20109391883
2006-02-03,20294864856
2006-02-06,20505067559
2006-02-07,20175337829
2006-02-08,19907432424
2006-02-09,19940405397
2006-02-10,20195945938
2006-02-13,19895067559
2006-02-14,20459729721
2006-02-15,20925472964
2006-02-16,20608108100
2006-02-17,20340202694
2006-02-21,20690540532
2006-02-22,20937837829
2006-02-23,20731756748
2006-02-24,20591621613
2006-02-27,21152162153
2006-02-28,21094459451
2006-03-01,21465405396
2006-03-02,21271689180
2006-03-03,21481891883
2006-03-06,21317027018
2006-03-07,20665810802
2006-03-08,20179459451
2006-03-09,20340202694
2006-03-10,20950202694
2006-03-13,21106824316
2006-03-14,21222229721
2006-03-15,22223783775
2006-03-16,22112499991
2006-03-17,22232027018
2006-03-20,22252635126
2006-03-21,22067162153
2006-03-22,22557635126
2006-03-23,21799256748
2006-03-24,21968243234
2006-03-27,22133108099
2006-03-28,22079527018
2006-03-29,22050675667
2006-03-30,22174324315
2006-03-31,22281593401
2006-04-03,22730769225
2006-04-04,22965659335
2006-04-05,23134615379
2006-04-06,23217032962
2006-04-07,22417582412
2006-04-10,22306318676
2006-04-11,22260989006
2006-04-12,22504120874
2006-04-13,22186813182
2006-04-17,22190934061
2006-04-18,23221153841
2006-04-19,23023351643
2006-04-20,22920329665
2006-04-21,23151098896
2006-04-24,23353021973
2006-04-25,22355769226
2006-04-26,22821428566
2006-04-27,22421703291
2006-04-28,22252747248
2006-05-01,22644230764
2006-05-02,22866758236
2006-05-03,23035714280
2006-05-04,23159340654
2006-05-05,23159340654
2006-05-08,23101648346
2006-05-09,23340659335
2006-05-10,23633241753
2006-05-11,23081043951
2006-05-12,22405219775
2006-05-15,22153846149
2006-05-16,22195054940
2006-05-17,21276098896
2006-05-18,20480769226
2006-05-19,20818681314
2006-05-22,21090659336
2006-05-23,21531593402
2006-05-24,21173076918
2006-05-25,21498626369
2006-05-26,21815934061
2006-05-30,21309065929
2006-05-31,21741758237
2006-06-01,21778846149
2006-06-02,22087912083
2006-06-05,21263736259
2006-06-06,21206043951
2006-06-07,20361263731
2006-06-08,20505494501
2006-06-09,20002747248
2006-06-12,19895604391
2006-06-13,19969780215
2006-06-14,20501373622
2006-06-15,20942307687
2006-06-16,20777472523
2006-06-19,20418956039
2006-06-20,20418956039
2006-06-21,21053571424
2006-06-22,20958791204
2006-06-23,20971153841
2006-06-26,20995879116
2006-06-27,20468406589
2006-06-28,21008241753
2006-06-29,21663461533
2006-06-30,21288000000
2006-07-03,21500000000
2006-07-05,21492000000
2006-07-06,20904000000
2006-07-07,20620000000
2006-07-10,20760000000
2006-07-11,20732000000
2006-07-12,20144000000
2006-07-13,20020000000
2006-07-14,19720000000
2006-07-17,19780000000
2006-07-18,20176000000
2006-07-19,20360000000
2006-07-20,19048000000
2006-07-21,18548000000
2006-07-24,18780000000
2006-07-25,18100000000
2006-07-26,16560000000
2006-07-27,17304000000
2006-07-28,17504000000
2006-07-31,17368000000
2006-08-01,16836000000
2006-08-02,17084000000
2006-08-03,17288000000
2006-08-04,16772000000
2006-08-07,16612000000
2006-08-08,16688000000
2006-08-09,16260000000
2006-08-10,16440000000
2006-08-11,16372000000
2006-08-14,16596000000
2006-08-15,17292000000
2006-08-16,18032000000
2006-08-17,17764000000
2006-08-18,17716000000
2006-08-21,16984000000
2006-08-22,17088000000
2006-08-23,17004000000
2006-08-24,16608000000
2006-08-25,16960000000
2006-08-28,16932000000
2006-08-29,16919999999
2006-08-30,16824000000
2006-08-31,17091999999
2006-09-01,17044000000
2006-09-05,16819999999
2006-09-06,16584000000
2006-09-07,16656000000
2006-09-08,16524000000
2006-09-11,16644000000
2006-09-12,17056000000
2006-09-13,17476000000
2006-09-14,17532000000
2006-09-15,17220000000
2006-09-18,17920000000
2006-09-19,17288000000
2006-09-20,17004000000
2006-09-21,16624000000
2006-09-22,16708000000
2006-09-25,16816000000
2006-09-26,17256000000
2006-09-27,17464000000
2006-09-28,17380000000
2006-09-29,17620000000
2006-10-02,16993124985
2006-10-03,17270208318
2006-10-04,18002499984
2006-10-05,18275624984
2006-10-06,18089583318
2006-10-09,18109374984
2006-10-10,18160833318
2006-10-11,18093541651
2006-10-12,18267708317
2006-10-13,18532916651
2006-10-16,18988124984
2006-10-17,18877291650
2006-10-18,19253333317
2006-10-19,19189999983
2006-10-20,19079166650
2006-10-23,19277083317
2006-10-24,19316666650
2006-10-25,21268124982
2006-10-26,21177083315
2006-10-27,21109791648
2006-10-30,21086041648
2006-10-31,20808958315
2006-11-01,20804999982
2006-11-02,21125624982
2006-11-03,20516041649
2006-11-06,20579374982
2006-11-07,20923749982
2006-11-08,20903958315
2006-11-09,20824791649
2006-11-10,20824791649
2006-11-13,20852499982
2006-11-14,19752083316
2006-11-15,20080624983
2006-11-16,20282499982
2006-11-17,20223124982
2006-11-20,19953958316
2006-11-21,19949999983
2006-11-22,19791666650
2006-11-24,19700624983
2006-11-27,19720416650
2006-11-28,19221666650
2006-11-29,19257291650
2006-11-30,19494791650
2006-12-01,19372083317
2006-12-04,19882708316
2006-12-05,20397291649
2006-12-06,20072708316
2006-12-07,20219166649
2006-12-08,20048958316
2006-12-11,20167708316
2006-12-12,19946041649
2006-12-13,19716458316
2006-12-14,20413124982
2006-12-15,20238958316
2006-12-18,20211249982
2006-12-19,20246874982
2006-12-20,19506666650
2006-12-21,19680833316
2006-12-22,19368124983
2006-12-26,19467083316
2006-12-27,19918333316
2006-12-28,19989583316
2006-12-29,19906458316
2007-01-03,19486874983
2007-01-04,19162291650
2007-01-05,19474999983
2007-01-08,19364166650
2007-01-09,19225624983
2007-01-10,19075208317
2007-01-11,19451249983
2007-01-12,19910416649
2007-01-16,20591249982
2007-01-17,20349791649
2007-01-18,20777291649
2007-01-19,20971249982
2007-01-22,20626874982
2007-01-23,21268124982
2007-01-24,20033124983
2007-01-25,19324583317
2007-01-26,18999999984
2007-01-29,18825833317
2007-01-30,18817916650
2007-01-31,19653124983
2007-02-01,19930208316
2007-02-02,20139999983
2007-02-05,19787708316
2007-02-06,19740208316
2007-02-07,19668958316
2007-02-08,19399791650
2007-02-09,19372083317
2007-02-12,19166249983
2007-02-13,19953958316
2007-02-14,20682291649
2007-02-15,20401249982
2007-02-16,20258749982
2007-02-20,20357708316
2007-02-21,20595208315
2007-02-22,20262708316
2007-02-23,20167708316
2007-02-26,19672916650
2007-02-27,18742708317
2007-02-28,18770416650
2007-03-01,18608124984
2007-03-02,18342916651
2007-03-05,18224166651
2007-03-06,18445833317
2007-03-07,18873333317
2007-03-08,19225624983
2007-03-09,19213749983
2007-03-12,19399791650
2007-03-13,19003958317
2007-03-14,18675416650
2007-03-15,18968333317
2007-03-16,19304791650
2007-03-19,19403749983
2007-03-20,19447291650
2007-03-21,19554166650
2007-03-22,19736249983
2007-03-23,20571458316
2007-03-26,20088541649
2007-03-27,19946041649
2007-03-28,19807499983
2007-03-29,19763958316
2007-03-30,20029166649
2007-04-02,19909409000
2007-04-03,20011771000
2007-04-04,20102322000
2007-04-05,20070826000
2007-04-09,20822793000
2007-04-10,20763738000
2007-04-11,20417282000
2007-04-12,21401532000
2007-04-13,21216493000
2007-04-16,21594445000
2007-04-17,21275548000
2007-04-18,21684996000
2007-04-19,22011767000
2007-04-20,22070822000
2007-04-23,21940901000
2007-04-24,21877909000
2007-04-25,21897594000
2007-04-26,20976336000
2007-04-27,21110194000
2007-04-30,20964525000
2007-05-01,20728305000
2007-05-02,20606258000
2007-05-03,21149564000
2007-05-04,21228304000
2007-05-07,21007832000
2007-05-08,21499957000
2007-05-09,21562949000
2007-05-10,21259800000
2007-05-11,21740114000
2007-05-14,21622004000
2007-05-15,21996019000
2007-05-16,22358223000
2007-05-17,22960584000
2007-05-18,22885781000
2007-05-21,22637750000
2007-05-22,22555073000
2007-05-23,22696805000
2007-05-24,22570821000
2007-05-25,22531451000
2007-05-29,22688931000
2007-05-30,22622002000
2007-05-31,22787356000
2007-06-01,23086568000
2007-06-04,23066883000
2007-06-05,22822789000
2007-06-06,22255861000
2007-06-07,21307044000
2007-06-08,21610193000
2007-06-11,21456650000
2007-06-12,21027517000
2007-06-13,21515705000
2007-06-14,21814917000
2007-06-15,21999956000
2007-06-18,21747988000
2007-06-19,22141688000
2007-06-20,21704681000
2007-06-21,21775547000
2007-06-22,21224367000
2007-06-25,21003895000
2007-06-26,20570825000
2007-06-27,20767675000
2007-06-28,20960588000
2007-06-29,20696809000
2007-07-02,20842620000
2007-07-03,21091580000
2007-07-05,20811500000
2007-07-06,21013780000
2007-07-09,21410560000
2007-07-10,20823170000
2007-07-11,21227730000
2007-07-12,21702310000
2007-07-13,21725650000
2007-07-16,22040740000
2007-07-17,22025180000
2007-07-18,22620350000
2007-07-19,22495870000
2007-07-20,22110760000
2007-07-23,22153550000
2007-07-24,21597280000
2007-07-25,21192720000
2007-07-26,20566430000
2007-07-27,20360260000
2007-07-30,20951540000
2007-07-31,20920420000
2007-08-01,20932090000
2007-08-02,20928200000
2007-08-03,19776760000
2007-08-06,19562810000
2007-08-07,19504460000
2007-08-08,19520020000
2007-08-09,19029880000
2007-08-10,19955700000
2007-08-13,20146310000
2007-08-14,19481120000
2007-08-15,19204930000
2007-08-16,19504460000
2007-08-17,19827330000
2007-08-20,20406940000
2007-08-21,20270790000
2007-08-22,20589770000
2007-08-23,19831220000
2007-08-24,20045170000
2007-08-27,19831220000
2007-08-28,19531690000
2007-08-29,20060730000
2007-08-30,19640610000
2007-08-31,19920690000
2007-09-04,20049060000
2007-09-05,19613380000
2007-09-06,19609490000
2007-09-07,19317740000
2007-09-10,19099900000
2007-09-11,19450000000
2007-09-12,19667840000
2007-09-13,20060730000
2007-09-14,19803990000
2007-09-17,19453890000
2007-09-18,20305800000
2007-09-19,20033500000
2007-09-20,19932360000
2007-09-21,19936250000
2007-09-24,19660060000
2007-09-25,20037390000
2007-09-26,20200770000
2007-09-27,20228000000
2007-09-28,20192990000
2007-10-01,19719974030
2007-10-02,19674623380
2007-10-03,19115298705
2007-10-04,19334493510
2007-10-05,20181038965
2007-10-08,20010974030
2007-10-09,20419129874
2007-10-10,20143246757
2007-10-11,20041207796
2007-10-12,20256623380
2007-10-15,20086558445
2007-10-16,19708636367
2007-10-17,19893818185
2007-10-18,20169701302
2007-10-19,19617935068
2007-10-22,19901376627
2007-10-23,20407792212
2007-10-24,19776662341
2007-10-25,19440311692
2007-10-26,19330714289
2007-10-29,19591480523
2007-10-30,19349610393
2007-10-31,19519675328
2007-11-01,18998142861
2007-11-02,19213558445
2007-11-05,19224896107
2007-11-06,19353389614
2007-11-07,19043493510
2007-11-08,19251350653
2007-11-09,19073727276
2007-11-12,18605103899
2007-11-13,19013259744
2007-11-14,18884766237
2007-11-15,18937675328
2007-11-16,19062389614
2007-11-19,18695805198
2007-11-20,18733597406
2007-11-21,18393467536
2007-11-23,18726038964
2007-11-26,18495506497
2007-11-27,18933896107
2007-11-28,19398740263
2007-11-29,19183324679
2007-11-30,19353389614
2007-12-03,19432753250
2007-12-04,19345831172
2007-12-05,19625493510
2007-12-06,20026090913
2007-12-07,20150805198
2007-12-10,19924051952
2007-12-11,19421415588
2007-12-12,19243792211
2007-12-13,19466766237
2007-12-14,19137974029
2007-12-17,18918779224
2007-12-18,18911220783
2007-12-19,18552194809
2007-12-20,18688246757
2007-12-21,18892324679
2007-12-24,19262688315
2007-12-26,19304259744
2007-12-27,19217337666
2007-12-28,19274025978
2007-12-31,18950308000
2008-01-02,18563337000
2008-01-03,18311618000
2008-01-04,17988516000
2008-01-07,18101226000
2008-01-08,17571489000
2008-01-09,17763096000
2008-01-10,17954703000
2008-01-11,17455022000
2008-01-14,17770610000
2008-01-15,17376125000
2008-01-16,17357340000
2008-01-17,16865173000
2008-01-18,16587155000
2008-01-22,16932799000
2008-01-23,18563337000
2008-01-24,19063018000
2008-01-25,19063018000
2008-01-28,19536400000
2008-01-29,19803147000
2008-01-30,19570213000
2008-01-31,20434323000
2008-02-01,21148153000
2008-02-04,20532005000
2008-02-05,19900829000
2008-02-06,20208903000
2008-02-07,20212660000
2008-02-08,20441837000
2008-02-11,20731126000
2008-02-12,20287800000
2008-02-13,20716098000
2008-02-14,20423052000
2008-02-15,20265258000
2008-02-19,19990997000
2008-02-20,19960941000
2008-02-21,19743035000
2008-02-22,19979726000
2008-02-25,20362940000
2008-02-26,20787481000
2008-02-27,20697313000
2008-02-28,20505706000
2008-02-29,19870773000
2008-03-03,20130006000
2008-03-04,20118735000
2008-03-05,20445594000
2008-03-06,19667895000
2008-03-07,19513858000
2008-03-10,19213298000
2008-03-11,19912100000
2008-03-12,20002268000
2008-03-13,20284043000
2008-03-14,19885801000
2008-03-17,19897072000
2008-03-18,21373573000
2008-03-19,19690437000
2008-03-20,19938399000
2008-03-24,20415538000
2008-03-25,21136882000
2008-03-26,20453108000
2008-03-27,20381725000
2008-03-28,20381725000
2008-03-31,20391728000
2008-04-01,20688294000
2008-04-02,21041170000
2008-04-03,21345244000
2008-04-04,21322720000
2008-04-07,21405308000
2008-04-08,21322720000
2008-04-09,20624476000
2008-04-10,20815930000
2008-04-11,20643246000
2008-04-14,21093726000
2008-04-15,21634302000
2008-04-16,22546524000
2008-04-17,22347562000
2008-04-18,23139656000
2008-04-21,23064576000
2008-04-22,22951956000
2008-04-23,22050996000
2008-04-24,22497722000
2008-04-25,22572802000
2008-04-28,22599080000
2008-04-29,22520246000
2008-04-30,22366332000
2008-05-01,22790534000
2008-05-02,22595326000
2008-05-05,22595326000
2008-05-06,23376158000
2008-05-07,22966972000
2008-05-08,23379912000
2008-05-09,23237260000
2008-05-12,23792852000
2008-05-13,24183268000
2008-05-14,23946766000
2008-05-15,24209545999
2008-05-16,24141974000
2008-05-19,24307150000
2008-05-20,24367214000
2008-05-21,23946766000
2008-05-22,23837900000
2008-05-23,23552596000
2008-05-27,23991814000
2008-05-28,24096926000
2008-05-29,25095489999
2008-05-30,25294452000
2008-06-02,25065458000
2008-06-03,24588700000
2008-06-04,24401000000
2008-06-05,25133030000
2008-06-06,24093172000
2008-06-09,24487342000
2008-06-10,24247086000
2008-06-11,22846844000
2008-06-12,23229752000
2008-06-13,23807868000
2008-06-16,23924242000
2008-06-17,23319848000
2008-06-18,23297324000
2008-06-19,24277118000
2008-06-20,23927996000
2008-06-23,23530072000
2008-06-24,23507548000
2008-06-25,23605152000
2008-06-26,22970726000
2008-06-27,22914416000
2008-06-30,23344575000
2008-07-01,22763475000
2008-07-02,21537950000
2008-07-03,21943975000
2008-07-07,21925350000
2008-07-08,23124800000
2008-07-09,22480375000
2008-07-10,23210475000
2008-07-11,23013050000
2008-07-14,22808175000
2008-07-15,22670350000
2008-07-16,23735700000
2008-07-17,23646300000
2008-07-18,23623950000
2008-07-21,23668650000
2008-07-22,24469525000
2008-07-23,26060099999
2008-07-24,26052650000
2008-07-25,26115975000
2008-07-28,25709950000
2008-07-29,27077025000
2008-07-30,27430900000
2008-07-31,26790200000
2008-08-01,26305950000
2008-08-04,26130875000
2008-08-05,27170150000
2008-08-06,27058400000
2008-08-07,26428875000
2008-08-08,27397375000
2008-08-11,26909400000
2008-08-12,25605650000
2008-08-13,26041475000
2008-08-14,26257525000
2008-08-15,26291050000
2008-08-18,25870125000
2008-08-19,25315099999
2008-08-20,25289025000
2008-08-21,25903650000
2008-08-22,26443775000
2008-08-25,26075000000
2008-08-26,26272425000
2008-08-27,26812550000
2008-08-28,27427175000
2008-08-29,27389925000
2008-09-02,26067550000
2008-09-03,25780724999
2008-09-04,24812225000
2008-09-05,24730275000
2008-09-08,25147475000
2008-09-09,23303600000
2008-09-10,24387575000
2008-09-11,25508800000
2008-09-12,25318825000
2008-09-15,24536575000
2008-09-16,25635449999
2008-09-17,25158650000
2008-09-18,25747200000
2008-09-19,26209100000
2008-09-22,24946325000
2008-09-23,24808499999
2008-09-24,24529124999
2008-09-25,25281575000
2008-09-26,26048925000
2008-09-29,24398750000
2008-09-30,24232859999
2008-10-01,23804640000
2008-10-02,20730240000
2008-10-03,20558220000
2008-10-06,20851020000
2008-10-07,19950660000
2008-10-08,19987260000
2008-10-09,19090560000
2008-10-10,19050300000
2008-10-13,21151140000
2008-10-14,20250780000
2008-10-15,18398820000
2008-10-16,19390680000
2008-10-17,19229640000
2008-10-20,20444760000
2008-10-21,19716420000
2008-10-22,19961640000
2008-10-23,19976280000
2008-10-24,19441920000
2008-10-27,19152780000
2008-10-28,20982780000
2008-10-29,21195060000
2008-10-30,21535440000
2008-10-31,21938040000
2008-11-03,21451260000
2008-11-04,22289400000
2008-11-05,20887620000
2008-11-06,19683480000
2008-11-07,19661520000
2008-11-10,20137320000
2008-11-11,20031180000
2008-11-12,18691620000
2008-11-13,19796940000
2008-11-14,19024680000
2008-11-17,18321960000
2008-11-18,18343920000
2008-11-19,16590780000
2008-11-20,15844140000
2008-11-21,16718880000
2008-11-24,17509440000
2008-11-25,17696100000
2008-11-26,18124320000
2008-11-28,18106020000
2008-12-01,16685940000
2008-12-02,17428920000
2008-12-03,16967760000
2008-12-04,16868940000
2008-12-05,16887240000
2008-12-08,17868120000
2008-12-09,17154420000
2008-12-10,17710740000
2008-12-11,16912860000
2008-12-12,16294320000
2008-12-15,16111320000
2008-12-16,16949460000
2008-12-17,17549700000
2008-12-18,16799400000
2008-12-19,16308960000
2008-12-22,16334580000
2008-12-23,16085700000
2008-12-24,15983220000
2008-12-26,16235760000
2008-12-29,16118640000
2008-12-30,16653000000
2008-12-31,17229710000
2009-01-02,17969434000
2009-01-05,17760700000
2009-01-06,18273380000
2009-01-07,17423796000
2009-01-08,17445768000
2009-01-09,17046609999
2009-01-12,15860122000
2009-01-13,15431668000
2009-01-14,14472224000
2009-01-15,14208559999
2009-01-16,13846022000
2009-01-20,12919536000
2009-01-21,12963480000
2009-01-22,13025734000
2009-01-23,12505730000
2009-01-26,12926859999
2009-01-27,13787430000
2009-01-28,14596732000
2009-01-29,13992502000
2009-01-30,14047432000
2009-02-02,13750809999
2009-02-03,13878980000
2009-02-04,14146306000
2009-02-05,14468562000
2009-02-06,15113074000
2009-02-09,15094764000
2009-02-10,14062080000
2009-02-11,13922924000
2009-02-12,13479822000
2009-02-13,13816725999
2009-02-17,13062354000
2009-02-18,13022072000
2009-02-19,12465448000
2009-02-20,12439814000
2009-02-23,11798964000
2009-02-24,12256714000
2009-02-25,11923472000
2009-02-26,11853894000
2009-02-27,11615864000
2009-03-02,10824872000
2009-03-03,10667406000
2009-03-04,10978676000
2009-03-05,9978950000
2009-03-06,10037542000
2009-03-09,9869090000
2009-03-10,10330502000
2009-03-11,10411066000
2009-03-12,10964028000
2009-03-13,10722336000
2009-03-16,11366848000
2009-03-17,11535300000
2009-03-18,11462060000
2009-03-19,11516990000
2009-03-20,11154452000
2009-03-23,12212770000
2009-03-24,12527702000
2009-03-25,12289672000
2009-03-26,13161228000
2009-03-27,12773056000
2009-03-30,12132206000
2009-03-31,12379500000
2009-04-01,12669272000
2009-04-02,13534920000
2009-04-03,13736660000
2009-04-06,13347852000
2009-04-07,12904024000
2009-04-08,13292832000
2009-04-09,13699980000
