,VRTS
2012-06-29,628803000
2012-07-02,642890710
2012-07-03,660694320
2012-07-05,663831520
2012-07-06,638655490
2012-07-09,642341700
2012-07-10,646655350
2012-07-11,647204360
2012-07-12,631361500
2012-07-13,641949550
2012-07-16,640380950
2012-07-17,650576850
2012-07-18,671125510
2012-07-19,656929680
2012-07-20,613165740
2012-07-23,604460010
2012-07-24,603440420
2012-07-25,613165740
2012-07-26,621244030
2012-07-27,649635690
2012-07-30,640380950
2012-07-31,656615960
2012-08-01,643047570
2012-08-02,655361080
2012-08-03,661949200
2012-08-06,652145450
2012-08-07,664145240
2012-08-08,667831450
2012-08-09,670027490
2012-08-10,670654930
2012-08-13,672929400
2012-08-14,661321760
2012-08-15,671988240
2012-08-16,676145030
2012-08-17,681556700
2012-08-20,685086050
2012-08-21,694262360
2012-08-22,697007410
2012-08-23,685321340
2012-08-24,689399700
2012-08-27,692223180
2012-08-28,690889870
2012-08-29,691438880
2012-08-30,680301820
2012-08-31,671674520
2012-09-04,690654580
2012-09-05,650969000
2012-09-06,670968650
2012-09-07,689556560
2012-09-10,691517310
2012-09-11,693634920
2012-09-12,689948710
2012-09-13,709791500
2012-09-14,722575590
2012-09-17,703360240
2012-09-18,701321060
2012-09-19,672929400
2012-09-20,691203590
2012-09-21,695517240
2012-09-24,701164200
2012-09-25,687674240
2012-09-26,681713560
2012-09-27,681635130
2012-09-28,674498000
2012-10-01,680992400
2012-10-02,679504320
2012-10-03,682167200
2012-10-04,682950400
2012-10-05,680914080
2012-10-08,681932240
2012-10-09,686709760
2012-10-10,689216000
2012-10-11,694698400
2012-10-12,694776720
2012-10-15,705584880
2012-10-16,722188720
2012-10-17,729315840
2012-10-18,729080880
2012-10-19,727592800
2012-10-22,733936720
2012-10-23,729159200
2012-10-24,729237520
2012-10-25,742551920
2012-10-26,747956000
2012-10-31,750540560
2012-11-01,796906000
2012-11-02,814528000
2012-11-05,815937760
2012-11-06,822751600
2012-11-07,807714160
2012-11-08,797297600
2012-11-09,797610880
2012-11-12,805834480
2012-11-13,813588160
2012-11-14,805599520
2012-11-15,787429280
2012-11-16,792285120
2012-11-19,816564320
2012-11-20,844994480
2012-11-21,856820800
2012-11-23,862303200
2012-11-26,881334960
2012-11-27,875226000
2012-11-28,874442800
2012-11-29,890498400
2012-11-30,899583520
2012-12-03,905692480
2012-12-04,890890000
2012-12-05,896764000
2012-12-06,902168080
2012-12-07,910156720
2012-12-10,908590320
2012-12-11,904596000
2012-12-12,906319040
2012-12-13,901854800
2012-12-14,897233920
2012-12-17,929971680
2012-12-18,941406400
2012-12-19,919398480
2012-12-20,934984160
2012-12-21,941798000
2012-12-24,948768480
2012-12-26,944539200
2012-12-27,935454080
2012-12-28,935924000
2012-12-31,945750800
2013-01-02,982817600
2013-01-03,978203800
2013-01-04,992749000
2013-01-07,991497800
2013-01-08,1007137799
2013-01-09,1030050400
2013-01-10,1050851600
2013-01-11,1054057799
2013-01-14,1078065200
2013-01-15,1063520000
2013-01-16,1061956000
2013-01-17,1065553199
2013-01-18,1076970400
2013-01-22,1101212400
2013-01-23,1119980400
2013-01-24,1115053800
2013-01-25,1101056000
2013-01-28,1111534800
2013-01-29,1133039800
2013-01-30,1135855000
2013-01-31,1165258200
2013-02-01,1192471800
2013-02-04,1221875000
2013-02-05,1222735200
2013-02-06,1223673600
2013-02-07,1222578800
2013-02-08,1267309200
2013-02-11,1274034400
2013-02-12,1275051000
2013-02-13,1286390000
2013-02-14,1300153200
2013-02-15,1306800200
2013-02-19,1329087200
2013-02-20,1258941800
2013-02-21,1250027000
2013-02-22,1281463400
2013-02-25,1267700200
2013-02-26,1294131800
2013-02-27,1335890600
2013-02-28,1313838200
2013-03-01,1316653400
2013-03-04,1337923800
2013-03-05,1372331800
2013-03-06,1376320000
2013-03-07,1418782600
2013-03-08,1443728400
2013-03-11,1452956000
2013-03-12,1449749800
2013-03-13,1454363600
2013-03-14,1479465800
2013-03-15,1455771200
2013-03-18,1462496400
2013-03-19,1411510000
2013-03-20,1442711800
2013-03-21,1424413000
2013-03-22,1441226000
2013-03-25,1448264000
2013-03-26,1467344800
2013-03-27,1466250000
2013-03-28,1456709600
2013-04-01,1453141800
2013-04-02,1456426620
2013-04-03,1389244230
2013-04-04,1420528230
2013-04-05,1398707640
2013-04-08,1423813050
2013-04-09,1433902140
2013-04-10,1499911380
2013-04-11,1512346770
2013-04-12,1513363500
2013-04-15,1459398600
2013-04-16,1491855750
2013-04-17,1434684240
2013-04-18,1388227500
2013-04-19,1422718110
2013-04-22,1441801350
2013-04-23,1475353440
2013-04-24,1450013400
2013-04-25,1463856570
2013-04-26,1447979940
2013-04-29,1480202460
2013-04-30,1493811000
2013-05-01,1482157710
2013-05-02,1513363500
2013-05-03,1594545480
2013-05-06,1599394500
2013-05-07,1640376540
2013-05-08,1669783500
2013-05-09,1696531320
2013-05-10,1731021930
2013-05-13,1756205550
2013-05-14,1822762260
2013-05-15,1866559860
2013-05-16,1875554010
2013-05-17,1932725520
2013-05-20,1915988580
2013-05-21,1887207300
2013-05-22,1773646380
2013-05-23,1729066680
2013-05-24,1752373260
2013-05-28,1857800340
2013-05-29,1830348630
2013-05-30,1852012800
2013-05-31,1813377060
2013-06-03,1825421400
2013-06-04,1790070480
2013-06-05,1723357350
2013-06-06,1796092650
2013-06-07,1858582440
2013-06-10,1863822510
2013-06-11,1813768110
2013-06-12,1724061240
2013-06-13,1737044100
2013-06-14,1691525880
2013-06-17,1696922370
2013-06-18,1702631700
2013-06-19,1668375720
2013-06-20,1550122200
2013-06-21,1509453000
2013-06-24,1447667100
2013-06-25,1480515300
2013-06-26,1439455050
2013-06-27,1442974500
2013-06-28,1378607670
2013-07-01,1423030050
2013-07-02,1430785200
2013-07-03,1425508500
2013-07-05,1441578450
2013-07-08,1450372950
2013-07-09,1468361700
2013-07-10,1483072500
2013-07-11,1519050000
2013-07-12,1514492850
2013-07-15,1519209900
2013-07-16,1502100600
2013-07-17,1518090600
2013-07-18,1530083100
2013-07-19,1522327950
2013-07-22,1530722700
2013-07-23,1558225500
2013-07-24,1538877600
2013-07-25,1541675850
2013-07-26,1527124950
2013-07-29,1478915100
2013-07-30,1488828900
2013-07-31,1491067500
2013-08-01,1516971300
2013-08-02,1518650250
2013-08-05,1518010650
2013-08-06,1520888850
2013-08-07,1508896350
2013-08-08,1474357950
2013-08-09,1452051900
2013-08-12,1463484750
2013-08-13,1500821400
2013-08-14,1502260500
2013-08-15,1495704600
2013-08-16,1508656500
2013-08-19,1511055000
2013-08-20,1519050000
2013-08-21,1508496600
2013-08-22,1525126200
2013-08-23,1522327950
2013-08-26,1520089350
2013-08-27,1475317350
2013-08-28,1445256150
2013-08-29,1445975700
2013-08-30,1393528500
2013-09-03,1408559100
2013-09-04,1409118750
2013-09-05,1403682150
2013-09-06,1400564100
2013-09-09,1397845800
2013-09-10,1329168750
2013-09-11,1328129400
2013-09-12,1284076950
2013-09-13,1284876450
2013-09-16,1271444850
2013-09-17,1286715300
2013-09-18,1310940150
2013-09-19,1333486050
2013-09-20,1332126900
2013-09-23,1322452950
2013-09-24,1327249950
2013-09-25,1326690300
2013-09-26,1339242450
2013-09-27,1342440450
2013-09-30,1480511919
2013-10-01,1477781020
2013-10-02,1445829490
2013-10-03,1409690580
2013-10-04,1444646100
2013-10-07,1426622160
2013-10-08,1413786930
2013-10-09,1414242080
2013-10-10,1434359710
2013-10-11,1475323210
2013-10-14,1473957760
2013-10-15,1473411580
2013-10-16,1501539850
2013-10-17,1511189030
2013-10-18,1518926580
2013-10-21,1521293360
2013-10-22,1577003720
2013-10-23,1600489460
2013-10-24,1608864220
2013-10-25,1612050270
2013-10-28,1615782500
2013-10-29,1685511480
2013-10-30,1876219330
2013-10-31,1852642560
2013-11-01,1820144850
2013-11-04,1868208690
2013-11-05,1881225980
2013-11-06,1871667830
2013-11-07,1858104360
2013-11-08,1892513700
2013-11-11,1894607390
2013-11-12,1884776150
2013-11-13,1898157560
2013-11-14,1884503060
2013-11-15,1892968850
2013-11-18,1905075840
2013-11-19,1888690440
2013-11-20,1831159480
2013-11-21,1857012000
2013-11-22,1857558180
2013-11-25,1874671820
2013-11-26,1881134950
2013-11-27,1887871169
2013-11-29,1891603400
2013-12-02,1834254500
2013-12-03,1797842500
2013-12-04,1798388680
2013-12-05,1812589360
2013-12-06,1839170120
2013-12-09,1858468480
2013-12-10,1829247850
2013-12-11,1796477050
2013-12-12,1796841169
2013-12-13,1823877080
2013-12-16,1879769500
2013-12-17,1866661180
2013-12-18,1930018060
2013-12-19,1878586110
2013-12-20,1887507050
2013-12-23,1947131700
2013-12-24,1929836000
2013-12-26,1936117070
2013-12-27,1907078500
2013-12-30,1829703000
2013-12-31,1823655800
2014-01-02,1823200000
2014-01-03,1862216480
2014-01-06,1834595000
2014-01-07,1843528680
2014-01-08,1786918320
2014-01-09,1734319000
2014-01-10,1696122960
2014-01-13,1656194880
2014-01-14,1690197560
2014-01-15,1794393440
2014-01-16,1780263640
2014-01-17,1830675120
2014-01-21,1868324200
2014-01-22,1882362840
2014-01-23,1815360239
2014-01-24,1740973680
2014-01-27,1731675360
2014-01-28,1766225000
2014-01-29,1662667239
2014-01-30,1675429640
2014-01-31,1661482160
2014-02-03,1622739160
2014-02-04,1660844040
2014-02-05,1619457400
2014-02-06,1615172880
2014-02-07,1633678360
2014-02-10,1628664560
2014-02-11,1651181080
2014-02-12,1655100960
2014-02-13,1684181000
2014-02-14,1640059560
2014-02-18,1647261200
2014-02-19,1611799960
2014-02-20,1634225320
2014-02-21,1620369000
2014-02-24,1661755640
2014-02-25,1639694920
2014-02-26,1622648000
2014-02-27,1656924160
2014-02-28,1687918560
2014-03-03,1625838600
2014-03-04,1671509760
2014-03-05,1621098280
2014-03-06,1648719760
2014-03-07,1627844120
2014-03-10,1649084400
2014-03-11,1607333120
2014-03-12,1610067920
2014-03-13,1592747520
2014-03-14,1600951920
2014-03-17,1630852400
2014-03-18,1664490440
2014-03-19,1639786080
2014-03-20,1671053960
2014-03-21,1650725280
2014-03-24,1641791600
2014-03-25,1646805400
2014-03-26,1599493360
2014-03-27,1598764080
2014-03-28,1567496200
2014-03-31,1581561610
2014-04-01,1588959340
2014-04-02,1621016170
2014-04-03,1613435780
2014-04-04,1567862110
2014-04-07,1531147450
2014-04-08,1550326750
2014-04-09,1596357070
2014-04-10,1585671460
2014-04-11,1598275000
2014-04-14,1590694610
2014-04-15,1613709770
2014-04-16,1666407180
2014-04-17,1700838590
2014-04-21,1676179490
2014-04-22,1685129830
2014-04-23,1658096150
2014-04-24,1643848670
2014-04-25,1613801100
2014-04-28,1625034690
2014-04-29,1634350350
2014-04-30,1689513670
2014-05-01,1709788930
2014-05-02,1706957700
2014-05-05,1723123110
2014-05-06,1697550710
2014-05-07,1719287250
2014-05-08,1730703500
2014-05-09,1723031780
2014-05-12,1740658470
2014-05-13,1690974950
2014-05-14,1670882350
2014-05-15,1611883170
2014-05-16,1666681170
2014-05-19,1720474540
2014-05-20,1675540180
2014-05-21,1681202640
2014-05-22,1685951800
2014-05-23,1710702230
2014-05-27,1727415619
2014-05-28,1716456020
2014-05-29,1715360060
2014-05-30,1684947170
2014-06-02,1690426970
2014-06-03,1742941720
2014-06-04,1781939630
2014-06-05,1814727100
2014-06-06,1860574760
2014-06-09,1849432500
2014-06-10,1866145890
2014-06-11,1860666090
2014-06-12,1836098320
2014-06-13,1806142080
2014-06-16,1745681619
2014-06-17,1779930369
2014-06-18,1820206900
2014-06-19,1877379480
2014-06-20,1916742710
2014-06-23,1943959050
2014-06-24,1913363500
2014-06-25,1910988920
2014-06-26,1897380750
2014-06-27,1927063000
2014-06-30,1926078000
2014-07-01,1912343040
2014-07-02,1922075760
2014-07-03,1955640000
2014-07-07,1953456960
2014-07-08,1955549040
2014-07-09,1964736000
2014-07-10,1929989280
2014-07-11,1958004960
2014-07-14,1974650640
2014-07-15,1969920720
2014-07-16,1934628240
2014-07-17,1919256000
2014-07-18,1940176800
2014-07-21,1928533920
2014-07-22,1919165040
2014-07-23,1910160000
2014-07-24,1916345280
2014-07-25,1910160000
2014-07-28,1897425600
2014-07-29,1912797840
2014-07-30,1903974720
2014-07-31,1865134800
2014-08-01,1861496400
2014-08-04,1899790560
2014-08-05,1870137600
2014-08-06,1894423920
2014-08-07,1867954560
2014-08-08,1891149360
2014-08-11,1892149920
2014-08-12,1886783280
2014-08-13,1903065120
2014-08-14,1903338000
2014-08-15,1882599120
2014-08-18,1900609200
2014-08-19,1911524400
2014-08-20,1916527200
2014-08-21,1935719760
2014-08-22,1950910080
2014-08-25,1976924640
2014-08-26,1992478800
2014-08-27,2026134000
2014-08-28,2036594400
2014-08-29,2034684240
2014-09-02,2042052000
2014-09-03,2022404640
2014-09-04,1867499760
2014-09-05,1682850960
2014-09-08,1701952560
2014-09-09,1728240000
2014-09-10,1738518480
2014-09-11,1722964320
2014-09-12,1687762800
2014-09-15,1680122160
2014-09-16,1691856000
2014-09-17,1679576400
2014-09-18,1596802800
2014-09-19,1582976880
2014-09-22,1548594000
2014-09-23,1555416000
2014-09-24,1586160480
2014-09-25,1589253120
2014-09-26,1603806720
2014-09-29,1592345760
2014-09-30,1566947700
2014-10-01,1527886770
2014-10-02,1560993840
2014-10-03,1551972840
2014-10-06,1539794490
2014-10-07,1529330130
2014-10-08,1531044120
2014-10-09,1491171300
2014-10-10,1468077540
2014-10-13,1471685939
2014-10-14,1493516760
2014-10-15,1511558760
2014-10-16,1541057430
2014-10-17,1500282510
2014-10-20,1556483340
2014-10-21,1600956870
2014-10-22,1523286060
2014-10-23,1515167160
2014-10-24,1515708420
2014-10-27,1493787390
2014-10-28,1533840630
2014-10-29,1578494580
2014-10-30,1630545750
2014-10-31,1616653410
2014-11-03,1618728240
2014-11-04,1623780000
2014-11-05,1682145870
2014-11-06,1686927000
2014-11-07,1659232530
2014-11-10,1670598990
2014-11-11,1649940900
2014-11-12,1651203840
2014-11-13,1650843000
2014-11-14,1488284580
2014-11-17,1444893570
2014-11-18,1417650150
2014-11-19,1390767570
2014-11-20,1420176030
2014-11-21,1392481560
2014-11-24,1407456420
2014-11-25,1416026370
2014-11-26,1407185790
2014-11-28,1389234000
2014-12-01,1396721430
2014-12-02,1413771120
2014-12-03,1422972540
2014-12-04,1419454350
2014-12-05,1426580939
2014-12-08,1428745980
2014-12-09,1428745980
2014-12-10,1434068370
2014-12-11,1441194960
2014-12-12,1432354380
2014-12-15,1425318000
2014-12-16,1406915160
2014-12-17,1434339000
2014-12-18,1469971950
2014-12-19,1514716110
2014-12-22,1530863700
2014-12-23,1524188160
2014-12-24,1520940600
2014-12-26,1522474170
2014-12-29,1542591000
2014-12-30,1538351130
2014-12-31,1528272360
2015-01-02,1489278959
2015-01-05,1443383280
2015-01-06,1374091560
2015-01-07,1353295080
2015-01-08,1332946800
2015-01-09,1303455240
2015-01-12,1293953400
2015-01-13,1324789560
2015-01-14,1298973240
2015-01-15,1261683000
2015-01-16,1280059200
2015-01-20,1272798360
2015-01-21,1239004080
2015-01-22,1264551480
2015-01-23,1252270800
2015-01-26,1293594840
2015-01-27,1276204680
2015-01-28,1247699160
2015-01-29,1277370000
2015-01-30,1215787320
2015-02-02,1253615400
2015-02-03,1284989400
2015-02-04,1281045240
2015-02-05,1319142240
2015-02-06,1334201760
2015-02-09,1348454520
2015-02-10,1326940920
2015-02-11,1306861560
2015-02-12,1286244360
2015-02-13,1289561040
2015-02-17,1298525040
2015-02-18,1303813800
2015-02-19,1319949000
2015-02-20,1304441280
2015-02-23,1279969560
2015-02-24,1266971760
2015-02-25,1254960000
2015-02-26,1227978360
2015-02-27,1182979080
2015-03-02,1165320000
2015-03-03,1155459600
2015-03-04,1149095160
2015-03-05,1164782160
2015-03-06,1165320000
2015-03-09,1176076800
2015-03-10,1180110600
2015-03-11,1196873280
2015-03-12,1233804959
2015-03-13,1261055520
2015-03-16,1238466240
2015-03-17,1249043760
2015-03-18,1255766760
2015-03-19,1193377320
2015-03-20,1228605840
2015-03-23,1283734440
2015-03-24,1284989400
2015-03-25,1274053320
2015-03-26,1247071680
2015-03-27,1213098120
2015-03-30,1192212000
2015-03-31,1162414530
2015-04-01,1208904000
2015-04-02,1208459550
2015-04-06,1207037310
2015-04-07,1173259110
2015-04-08,1178770290
2015-04-09,1195926060
2015-04-10,1164192330
2015-04-13,1268638080
2015-04-14,1183481459
2015-04-15,1199837220
2015-04-16,1194326040
2015-04-17,1156192230
2015-04-20,1154236650
2015-04-21,1209170670
2015-04-22,1183303680
2015-04-23,1183481459
2015-04-24,1196637180
2015-04-27,1209259560
2015-04-28,1223481959
2015-04-29,1212104040
2015-04-30,1187748180
2015-05-01,1176903600
2015-05-04,1182859230
2015-05-05,1183659240
2015-05-06,1187570400
2015-05-07,1188281520
2015-05-08,1190681550
2015-05-11,1033524030
2015-05-12,1023035010
2015-05-13,1031657340
2015-05-14,1027390620
2015-05-15,1024101690
2015-05-18,1044101940
2015-05-19,1042768590
2015-05-20,1047746430
2015-05-21,1055568750
2015-05-22,1072368960
2015-05-26,1080813510
2015-05-27,1103658240
2015-05-28,1131125250
2015-05-29,1105880490
2015-06-01,1114769490
2015-06-02,1123747380
2015-06-03,1131214140
2015-06-04,1114769490
2015-06-05,1180548090
2015-06-08,1152192180
2015-06-09,1171659090
2015-06-10,1173792450
2015-06-11,1180725870
2015-06-12,1160192280
2015-06-15,1141169820
2015-06-16,1200015000
2015-06-17,1232015400
2015-06-18,1226504220
2015-06-19,1247126700
2015-06-22,1244015550
2015-06-23,1249260060
2015-06-24,1248904500
2015-06-25,1212459600
2015-06-26,1205792850
2015-06-29,1144992090
2015-06-30,1160493750
2015-07-01,1160493750
2015-07-02,1143821250
2015-07-06,1129167000
2015-07-07,1126885500
2015-07-08,1083361500
2015-07-09,1092312000
2015-07-10,1068619500
2015-07-13,1107141750
2015-07-14,1124604000
2015-07-15,1128815999
2015-07-16,1143645750
2015-07-17,1133379000
2015-07-20,1086783750
2015-07-21,1088187750
2015-07-22,1078184250
2015-07-23,1061511750
2015-07-24,1052034750
2015-07-27,1038784500
2015-07-28,1038609000
2015-07-29,1057826250
2015-07-30,1034835750
2015-07-31,1060546500
2015-08-03,1097138250
2015-08-04,1093891500
2015-08-05,1077482250
2015-08-06,1071076500
2015-08-07,1060020000
2015-08-10,1100121750
2015-08-11,1070286750
2015-08-12,1066338000
2015-08-13,1082045250
2015-08-14,1109160000
2015-08-17,1083712500
2015-08-18,1085204250
2015-08-19,1055983500
2015-08-20,1003947750
2015-08-21,1004035500
2015-08-24,950507999
2015-08-25,924095250
2015-08-26,959195250
2015-08-27,1003860000
2015-08-28,995523750
2015-08-31,1009651500
2015-09-01,900578250
2015-09-02,909177750
2015-09-03,916461000
2015-09-04,884256750
2015-09-08,901806750
2015-09-09,884607750
2015-09-10,886275000
2015-09-11,899437500
2015-09-14,907510500
2015-09-15,893646000
2015-09-16,902245499
2015-09-17,902421000
2015-09-18,868198500
2015-09-21,894962250
2015-09-22,878289750
2015-09-23,894348000
2015-09-24,886889249
2015-09-25,901192500
2015-09-28,872498250
2015-09-29,861441750
2015-09-30,860481000
2015-10-01,863991420
2015-10-02,852603960
2015-10-05,884882700
2015-10-06,892074780
2015-10-07,890448000
2015-10-08,894472140
2015-10-09,879574260
2015-10-12,877861860
2015-10-13,866902500
2015-10-14,848922300
2015-10-15,902092320
2015-10-16,911681760
2015-10-19,897640080
2015-10-20,916390860
2015-10-21,896270160
2015-10-22,921185580
2015-10-23,952608120
2015-10-26,916476480
2015-10-27,904575300
2015-10-28,938823300
2015-10-29,874008960
2015-10-30,1002096480
2015-11-02,1053126000
2015-11-03,1101843780
2015-11-04,1084891020
2015-11-05,1087802100
2015-11-06,1112289420
2015-11-09,1068109500
2015-11-10,1056550800
2015-11-11,1058520060
2015-11-12,1065027180
2015-11-13,1077270840
2015-11-16,1107409080
2015-11-17,1121450760
2015-11-18,1149619740
2015-11-19,1150904040
2015-11-20,1155356280
2015-11-23,1165973160
2015-11-24,1158438600
2015-11-25,1154928180
2015-11-27,1172908380
2015-11-30,1166486880
2015-12-01,1189433040
2015-12-02,1184809560
2015-12-03,1132752600
2015-12-04,1143198240
2015-12-07,1137033600
2015-12-08,1119053400
2015-12-09,1106724120
2015-12-10,1109292720
2015-12-11,1062201720
2015-12-14,1039084320
2015-12-15,1043450940
2015-12-16,1067510160
2015-12-17,1050643020
2015-12-18,1013740800
2015-12-21,1016309400
2015-12-22,1020162300
2015-12-23,1043365320
2015-12-24,1038913080
2015-12-28,1037628780
2015-12-29,1035317040
2015-12-30,1014168900
2015-12-31,980086240
2016-01-04,976581760
2016-01-05,967904000
2016-01-06,941286640
2016-01-07,889971040
2016-01-08,876620640
2016-01-11,854425600
2016-01-12,823803120
2016-01-13,781248720
2016-01-14,785003520
2016-01-15,780247440
2016-01-19,757635200
2016-01-20,759304000
2016-01-21,766312960
2016-01-22,788424560
2016-01-25,765562000
2016-01-26,797936720
2016-01-27,772654400
2016-01-28,762891920
2016-01-29,734272000
2016-02-01,735106400
2016-02-02,729933120
2016-02-03,721505680
2016-02-04,724259200
2016-02-05,714913920
2016-02-08,724759840
2016-02-09,721839440
2016-02-10,721088480
2016-02-11,721005040
2016-02-12,743533840
2016-02-16,777076720
2016-02-17,788257680
2016-02-18,774740400
2016-02-19,758886800
2016-02-22,788925200
2016-02-23,756717360
2016-02-24,756717360
2016-02-25,762140960
2016-02-26,780330880
2016-02-29,766062640
2016-03-01,797185760
2016-03-02,800940560
2016-03-03,830394880
2016-03-04,819798000
2016-03-07,809368000
2016-03-08,704400480
2016-03-09,652250480
2016-03-10,640986080
2016-03-11,633226160
2016-03-14,650832000
2016-03-15,639150400
2016-03-16,641403280
2016-03-17,651165760
2016-03-18,666351840
2016-03-21,674612400
2016-03-22,670607280
2016-03-23,648829440
2016-03-24,642821760
2016-03-28,640652320
2016-03-29,645825600
2016-03-30,661428880
2016-03-31,638158700
2016-04-01,621328500
2016-04-04,596655100
2016-04-05,567406500
2016-04-06,568141800
2016-04-07,545837700
2016-04-08,547226600
2016-04-11,550903100
2016-04-12,556458700
2016-04-13,604334900
2016-04-14,600086500
2016-04-15,589383800
2016-04-18,588076600
2016-04-19,591017800
2016-04-20,604171500
2016-04-21,596246600
2016-04-22,596736800
2016-04-25,587259600
2016-04-26,575985000
2016-04-27,577782400
2016-04-28,556948900
2016-04-29,639057400
2016-05-02,643060700
2016-05-03,614384000
2016-05-04,579498100
2016-05-05,578844500
2016-05-06,605560400
2016-05-09,641181600
2016-05-10,665855000
2016-05-11,656051000
2016-05-12,656949700
2016-05-13,643632600
2016-05-16,647390800
2016-05-17,638485500
2016-05-18,650086900
2016-05-19,638240400
2016-05-20,647227400
2016-05-23,645266600
2016-05-24,649678400
2016-05-25,660217700
2016-05-26,661361500
2016-05-27,657848400
2016-05-31,665119700
2016-06-01,663894200
2016-06-02,665691600
2016-06-03,652946400
2016-06-06,665038000
2016-06-07,664057600
2016-06-08,666263500
2016-06-09,657930100
2016-06-10,634809000
2016-06-13,617080100
2016-06-14,624759900
2016-06-15,624841600
2016-06-16,616181400
2016-06-17,616998400
2016-06-20,636361300
2016-06-21,641099900
2016-06-22,639711000
2016-06-23,662668700
2016-06-24,638403800
2016-06-27,600413300
2016-06-28,573942500
2016-06-29,579579800
2016-06-30,546377680
2016-07-01,547836120
2016-07-05,546607960
2016-07-06,550676240
2016-07-07,574702120
2016-07-08,592203400
2016-07-11,590744960
2016-07-12,601721640
2016-07-13,605482880
2016-07-14,609013840
2016-07-15,628434120
2016-07-18,621679240
2016-07-19,615001120
2016-07-20,624519360
2016-07-21,618378560
2016-07-22,629815800
2016-07-25,625670760
2016-07-26,633730560
2016-07-27,644707240
2016-07-28,637875600
2016-07-29,647010040
2016-08-01,658831080
2016-08-02,670959160
2016-08-03,684392160
2016-08-04,686848480
2016-08-05,708648320
2016-08-08,702354000
2016-08-09,700358240
2016-08-10,696136440
2016-08-11,691914640
2016-08-12,684315400
2016-08-15,688230160
2016-08-16,682856960
2016-08-17,676869680
2016-08-18,684699200
2016-08-19,688690720
2016-08-22,681321760
2016-08-23,686311160
2016-08-24,684085120
2016-08-25,679786560
2016-08-26,680630920
2016-08-29,684852720
2016-08-30,699360360
2016-08-31,700051200
2016-09-01,680170360
2016-09-02,698208960
2016-09-06,681782320
2016-09-07,680400640
2016-09-08,704042720
2016-09-09,683010480
2016-09-12,706652560
2016-09-13,698669520
2016-09-14,687309040
2016-09-15,711027880
2016-09-16,710490560
2016-09-19,735821360
2016-09-20,733518560
2016-09-21,754857840
2016-09-22,780111880
2016-09-23,751403640
2016-09-26,742960040
2016-09-27,743727640
2016-09-28,744341720
2016-09-29,730908720
2016-09-30,627576180
2016-10-03,631808760
2016-10-04,634373960
2016-10-05,645083670
2016-10-06,645083670
2016-10-07,633027230
2016-10-10,638478280
2016-10-11,627576180
2016-10-12,629500080
2016-10-13,617251250
2016-10-14,623600120
2016-10-17,619495800
2016-10-18,621099050
2016-10-19,632001150
2016-10-20,628794650
2016-10-21,621740350
2016-10-24,628153350
2016-10-25,626550100
2016-10-26,616289300
2016-10-27,597050300
2016-10-28,715370150
2016-10-31,688114900
2016-11-01,660218350
2016-11-02,641300000
2016-11-03,641620650
2016-11-04,640338050
2016-11-07,652522750
2016-11-08,659577050
2016-11-09,686511650
2016-11-10,700299600
2016-11-11,685229050
2016-11-14,707033250
2016-11-15,715049500
2016-11-16,713446250
2016-11-17,730761350
2016-11-18,729478750
2016-11-21,730120050
2016-11-22,733647200
2016-11-23,742946050
2016-11-25,744549300
2016-11-28,745190600
2016-11-29,740060200
2016-11-30,742625400
2016-12-01,744228650
2016-12-02,734288500
2016-12-05,733647200
2016-12-06,750962300
2016-12-07,768918700
2016-12-08,814451000
2016-12-09,820222700
2016-12-12,782065350
2016-12-13,762826350
2016-12-14,739739550
2016-12-15,730120050
2016-12-16,741022150
2016-12-19,740701500
2016-12-20,769239350
2016-12-21,785913150
2016-12-22,776293650
2016-12-23,785271850
2016-12-27,776614300
2016-12-28,765391550
2016-12-29,761864400
2016-12-30,757054650
2017-01-03,795507200
2017-01-04,816768700
2017-01-05,804011800
2017-01-06,798451100
2017-01-09,803030500
2017-01-10,796161400
2017-01-11,816768700
2017-01-12,799105300
2017-01-13,805320200
2017-01-17,779152200
2017-01-18,787983900
2017-01-19,783404500
2017-01-20,788638100
2017-01-23,787656800
2017-01-24,817750000
2017-01-25,822002300
2017-01-26,727143300
2017-01-27,718638700
2017-01-30,719620000
2017-01-31,713078000
2017-02-01,716021900
2017-02-02,714713500
2017-02-03,707844400
2017-02-06,707190200
2017-02-07,714386400
2017-02-08,707190200
2017-02-09,716349000
2017-02-10,718311600
2017-02-13,710461200
2017-02-14,710461200
2017-02-15,728124600
2017-02-16,727143300
2017-02-17,725507800
2017-02-21,715694800
2017-02-22,721909700
2017-02-23,728778800
2017-02-24,717003200
2017-02-27,731395600
2017-02-28,717330300
2017-03-01,727143300
2017-03-02,720601300
2017-03-03,725834900
2017-03-06,721909700
2017-03-07,717657400
2017-03-08,717984500
2017-03-09,704900500
2017-03-10,699666900
2017-03-13,693124900
2017-03-14,690835200
2017-03-15,716349000
2017-03-16,722563900
2017-03-17,710461200
2017-03-20,698358500
2017-03-21,673171800
2017-03-22,665321400
2017-03-23,663358800
2017-03-24,661396200
2017-03-27,664013000
2017-03-28,681022200
2017-03-29,678732500
2017-03-30,687237100
2017-03-31,744103173
2017-04-03,740238614
2017-04-04,733914791
2017-04-05,717402587
2017-04-06,747616408
2017-04-07,753237584
2017-04-10,755345525
2017-04-11,760264054
2017-04-12,762371995
2017-04-13,749724349
2017-04-17,764128612
2017-04-18,773263023
2017-04-19,779235523
