,RJF
2004-09-08,1803315150
2004-09-09,1798360987
2004-09-10,1806617925
2004-09-13,1795058212
2004-09-14,1809920700
2004-09-15,1798360987
2004-09-16,1809920700
2004-09-17,1786801275
2004-09-20,1783498500
2004-09-21,1826434575
2004-09-22,1760379075
2004-09-23,1753773524
2004-09-24,1764947700
2004-09-27,1738306980
2004-09-28,1764947700
2004-09-29,1758287520
2004-09-30,1784928240
2004-10-01,1813234005
2004-10-04,1838209679
2004-10-05,1846534905
2004-10-06,1873175625
2004-10-07,1851530039
2004-10-08,1831549500
2004-10-11,1846534905
2004-10-12,1851530039
2004-10-13,1849864995
2004-10-14,1829884455
2004-10-15,1836544635
2004-10-18,1828219410
2004-10-19,1806573825
2004-10-20,1798248600
2004-10-21,1858190220
2004-10-22,1904811480
2004-10-25,1879835804
2004-10-26,1884830940
2004-10-27,1934782289
2004-10-28,1936447335
2004-10-29,1931452200
2004-11-01,1956427875
2004-11-02,1978073460
2004-11-03,2036350035
2004-11-04,2111277060
2004-11-05,2189534175
2004-11-08,2179543905
2004-11-09,2134587690
2004-11-10,2136252735
2004-11-11,2179543905
2004-11-12,2197859400
2004-11-15,2179543905
2004-11-16,2167888590
2004-11-17,2216174895
2004-11-18,2197859400
2004-11-19,2137917780
2004-11-22,2156233275
2004-11-23,2151238140
2004-11-24,2167888590
2004-11-26,2161228410
2004-11-29,2192864265
2004-11-30,2189534175
2004-12-01,2226165165
2004-12-02,2242815615
2004-12-03,2247810750
2004-12-06,2231160300
2004-12-07,2197859400
2004-12-08,2214509850
2004-12-09,2234490390
2004-12-10,2259466065
2004-12-13,2271121380
2004-12-14,2309417415
2004-12-15,2299427145
2004-12-16,2291101920
2004-12-17,2302757235
2004-12-20,2249475795
2004-12-21,2262796155
2004-12-22,2266126245
2004-12-23,2287771830
2004-12-27,2281111650
2004-12-28,2309417415
2004-12-29,2287771830
2004-12-30,2291101920
2004-12-31,2286090580
2005-01-03,2252886650
2005-01-04,2219682720
2005-01-05,2168216629
2005-01-06,2191459380
2005-01-07,2176517611
2005-01-10,2174857415
2005-01-11,2178177808
2005-01-12,2181498201
2005-01-13,2156595253
2005-01-14,2191459380
2005-01-18,2204740952
2005-01-19,2131692306
2005-01-20,2209721541
2005-01-21,2189799183
2005-01-24,2209721541
2005-01-25,2201420559
2005-01-26,2211381738
2005-01-27,2226323506
2005-01-28,2224663310
2005-01-31,2299372152
2005-02-01,2307673135
2005-02-02,2281109991
2005-02-03,2267828419
2005-02-04,2291071170
2005-02-07,2282770187
2005-02-08,2314313921
2005-02-09,2261187633
2005-02-10,2276129401
2005-02-11,2294391563
2005-02-14,2282770187
2005-02-15,2309333331
2005-02-16,2315974117
2005-02-17,2279449794
2005-02-18,2251226454
2005-02-22,2204740952
2005-02-23,2181498201
2005-02-24,2198100166
2005-02-25,2241265275
2005-02-28,2247906061
2005-03-01,2291071170
2005-03-02,2299372152
2005-03-03,2306012938
2005-03-04,2314313921
2005-03-07,2324275100
2005-03-08,2320954707
2005-03-09,2307673135
2005-03-10,2344197458
2005-03-11,2325935296
2005-03-14,2330915886
2005-03-15,2350838244
2005-03-16,2350838244
2005-03-17,2382381977
2005-03-18,2402304335
2005-03-21,2392343156
2005-03-22,2360799423
2005-03-23,2309333331
2005-03-24,2293876200
2005-03-28,2285589075
2005-03-29,2239181175
2005-03-30,2234208900
2005-03-31,2232551475
2005-04-01,2227579200
2005-04-04,2232551475
2005-04-05,2211004950
2005-04-06,2232551475
2005-04-07,2240838600
2005-04-08,2212662375
2005-04-11,2176199025
2005-04-12,2204375250
2005-04-13,2171226750
2005-04-14,2146365375
2005-04-15,2116531725
2005-04-18,2111559450
2005-04-19,2139735675
2005-04-20,2058521850
2005-04-21,2041947600
2005-04-22,1987252575
2005-04-25,1995539699
2005-04-26,1973993175
2005-04-27,2007141675
2005-04-28,1975650600
2005-04-29,1987252575
2005-05-02,1973993175
2005-05-03,1967363474
2005-05-04,1998854550
2005-05-05,1993882275
2005-05-06,2000511975
2005-05-09,2008799099
2005-05-10,1980622875
2005-05-11,1977308025
2005-05-12,1935872400
2005-05-13,1940844675
2005-05-16,1973993175
2005-05-17,1969020900
2005-05-18,2032003050
2005-05-19,2035317900
2005-05-20,2023715925
2005-05-23,2036975324
2005-05-24,2000511975
2005-05-25,1975650600
2005-05-26,1983937725
2005-05-27,1978965450
2005-05-31,1982280300
2005-06-01,2010456525
2005-06-02,2022058500
2005-06-03,2008799099
2005-06-06,2028688200
2005-06-07,2028688200
2005-06-08,2048577300
2005-06-09,2053549575
2005-06-10,2028688200
2005-06-13,2002169400
2005-06-14,2027030775
2005-06-15,2017086225
2005-06-16,2056864425
2005-06-17,2053549575
2005-06-20,2040290175
2005-06-21,2056864425
2005-06-22,2066808975
2005-06-23,2033660475
2005-06-24,2067228540
2005-06-27,2067228540
2005-06-28,2087298720
2005-06-29,2114058960
2005-06-30,2100678840
2005-07-01,2104023870
2005-07-05,2105696385
2005-07-06,2083953690
2005-07-07,2087298720
2005-07-08,2226117465
2005-07-11,2301380640
2005-07-12,2293018065
2005-07-13,2267930340
2005-07-14,2271275370
2005-07-15,2276292915
2005-07-18,2321450820
2005-07-19,2267930340
2005-07-20,2252877705
2005-07-21,2221099920
2005-07-22,2242842615
2005-07-25,2231135010
2005-07-26,2229462495
2005-07-27,2232807525
2005-07-28,2236152555
2005-07-29,2219427405
2005-08-01,2212737345
2005-08-02,2259567765
2005-08-03,2257895250
2005-08-04,2207719800
2005-08-05,2204374770
2005-08-08,2199357225
2005-08-09,2204374770
2005-08-10,2211064830
2005-08-11,2247860160
2005-08-12,2249532675
2005-08-15,2247860160
2005-08-16,2231135010
2005-08-17,2189322135
2005-08-18,2190994650
2005-08-19,2180959560
2005-08-22,2209392315
2005-08-23,2222772435
2005-08-24,2209392315
2005-08-25,2209392315
2005-08-26,2194339680
2005-08-29,2229462495
2005-08-30,2221099920
2005-08-31,2254550220
2005-09-01,2254550220
2005-09-02,2231135010
2005-09-06,2256222735
2005-09-07,2267930340
2005-09-08,2227789980
2005-09-09,2261240280
2005-09-12,2279637945
2005-09-13,2277965430
2005-09-14,2256222735
2005-09-15,2251205190
2005-09-16,2309743215
2005-09-19,2319778305
2005-09-20,2353228605
2005-09-21,2314760760
2005-09-22,2266257825
2005-09-23,2267930340
2005-09-26,2293018065
2005-09-27,2306398185
2005-09-28,2344866030
2005-09-29,2376643815
2005-09-30,2388351420
2005-10-03,2396713995
2005-10-04,2431836810
2005-10-05,2376643815
2005-10-06,2359918665
2005-10-07,2353228605
2005-10-10,2348211060
2005-10-11,2316433275
2005-10-12,2288000520
2005-10-13,2274620400
2005-10-14,2313088245
2005-10-17,2338175970
2005-10-18,2281310460
2005-10-19,2326468365
2005-10-20,2308070700
2005-10-21,2319778305
2005-10-24,2383333875
2005-10-25,2428491780
2005-10-26,2463614595
2005-10-27,2473649685
2005-10-28,2498737410
2005-10-31,2528842680
2005-11-01,2602433340
2005-11-02,2639228670
2005-11-03,2607450885
2005-11-04,2614140945
2005-11-07,2654281305
2005-11-08,2639228670
2005-11-09,2659298850
2005-11-10,2692749150
2005-11-11,2709474300
2005-11-14,2729544480
2005-11-15,2676024000
2005-11-16,2686059090
2005-11-17,2742924600
2005-11-18,2769684840
2005-11-21,2788082505
2005-11-22,2798117595
2005-11-23,2804807655
2005-11-25,2789755020
2005-11-28,2726199450
2005-11-29,2727871965
2005-11-30,2694421665
2005-12-01,2784737475
2005-12-02,2788082505
2005-12-05,2824877835
2005-12-06,2757977234
2005-12-07,2769684840
2005-12-08,2752959690
2005-12-09,2762994780
2005-12-12,2736234540
2005-12-13,2789755020
2005-12-14,2804807655
2005-12-15,2798117595
2005-12-16,2781392445
2005-12-19,2779719930
2005-12-20,2788082505
2005-12-21,2781392445
2005-12-22,2806480170
2005-12-23,2833240410
2005-12-27,2811497715
2005-12-28,2843275500
2005-12-29,2831567895
2005-12-30,2799790109
2006-01-03,2905124010
2006-01-04,2947571760
2006-01-05,2966248770
2006-01-06,2971342500
2006-01-09,3001904880
2006-01-10,3017186070
2006-01-11,3005300700
2006-01-12,2918707290
2006-01-13,2939082210
2006-01-17,2913613560
2006-01-18,2913613560
2006-01-19,2993415330
2006-01-20,2932290570
2006-01-23,2950967580
2006-01-24,3022279800
2006-01-25,3113966940
2006-01-26,3190372890
2006-01-27,3163206330
2006-01-30,3151320960
2006-01-31,3212445720
2006-02-01,3188674980
2006-02-02,3205654080
2006-02-03,3212445720
2006-02-06,3220935270
2006-02-07,3244706010
2006-02-08,3309226589
2006-02-09,3304132860
2006-02-10,3287153760
2006-02-13,3273570480
2006-02-14,3282060029
2006-02-15,3341486880
2006-02-16,3394122089
2006-02-17,3411101190
2006-02-21,3397517910
2006-02-22,3512975790
2006-02-23,3494298779
2006-02-24,3523163250
2006-02-27,3373747170
2006-02-28,3243008100
2006-03-01,3332997330
2006-03-02,3307528680
2006-03-03,3309226589
2006-03-06,3275268390
2006-03-07,3202258260
2006-03-08,3246403920
2006-03-09,3222633180
2006-03-10,3265080930
2006-03-13,3244706010
2006-03-14,3341486880
2006-03-15,3356768070
2006-03-16,3356768070
2006-03-17,3370351350
2006-03-20,3360163890
2006-03-21,3331299420
2006-03-22,3355070160
2006-03-23,3268476750
2006-03-24,3282060029
2006-03-27,3332997330
2006-03-28,3278664210
2006-03-29,3282060029
2006-03-30,3293945399
2006-03-31,3354563160
2006-04-03,3351159240
2006-04-04,3342649440
2006-04-05,3354563160
2006-04-06,3381794520
2006-04-07,3369880800
2006-04-10,3327331800
2006-04-11,3266061240
2006-04-12,3298398480
2006-04-13,3308610240
2006-04-17,3344351399
2006-04-18,3419237640
2006-04-19,3473700360
2006-04-20,3473700360
2006-04-21,3477104280
2006-04-24,3473700360
2006-04-25,3480508200
2006-04-26,3415833720
2006-04-27,3453276840
2006-04-28,3443065080
2006-05-01,3323927880
2006-05-02,3397112160
2006-05-03,3434555280
2006-05-04,3443065080
2006-05-05,3517951320
2006-05-08,3517951320
2006-05-09,3562202280
2006-05-10,3562202280
2006-05-11,3463488600
2006-05-12,3434555280
2006-05-15,3436257240
2006-05-16,3405621960
2006-05-17,3269465160
2006-05-18,3298398480
2006-05-19,3388602360
2006-05-22,3252445560
2006-05-23,3266061240
2006-05-24,3247339679
2006-05-25,3279676920
2006-05-26,3340947480
2006-05-30,3230320080
2006-05-31,3325629840
2006-06-01,3376688640
2006-06-02,3340947480
2006-06-05,3226916160
2006-06-06,3204790679
2006-06-07,3238829880
2006-06-08,3238829880
2006-06-09,3262657320
2006-06-12,3184367160
2006-06-13,3014171160
2006-06-14,3027786840
2006-06-15,3240531840
2006-06-16,3232022039
2006-06-19,3160539720
2006-06-20,3191175000
2006-06-21,3298398480
2006-06-22,3249041640
2006-06-23,3357967080
2006-06-26,3323927880
2006-06-27,3296696520
2006-06-28,3284782800
2006-06-29,3378390600
2006-06-30,3461041530
2006-07-03,3483337635
2006-07-05,3418164405
2006-07-06,3431885085
2006-07-07,3325549815
2006-07-10,3323834730
2006-07-11,3320404560
2006-07-12,3263806755
2006-07-13,3174622335
2006-07-14,3112879274
2006-07-17,3106018935
2006-07-18,3068287065
2006-07-19,3212354205
2006-07-20,3169477080
2006-07-21,3116309445
2006-07-24,3181482675
2006-07-25,3184912845
2006-07-26,3112879274
2006-07-27,3255231330
2006-07-28,3315259304
2006-07-31,3322119645
2006-08-01,3248370990
2006-08-02,3337555410
2006-08-03,3352991175
2006-08-04,3349561005
2006-08-07,3301538625
2006-08-08,3260376585
2006-08-09,3198633524
2006-08-10,3243225735
2006-08-11,3226074885
2006-08-14,3224359800
2006-08-15,3282672690
2006-08-16,3325549815
2006-08-17,3377002365
2006-08-18,3370142024
2006-08-21,3316974390
2006-08-22,3287817945
2006-08-23,3222644715
2006-08-24,3157471485
2006-08-25,3106018935
2006-08-28,3164331825
2006-08-29,3160901655
2006-08-30,3133460295
2006-08-31,3169477080
2006-09-01,3246655905
2006-09-05,3272382179
2006-09-06,3196918440
2006-09-07,3203778780
2006-09-08,3208924035
2006-09-11,3222644715
2006-09-12,3318689475
2006-09-13,3366711855
2006-09-14,3371857110
2006-09-15,3363281685
2006-09-18,3320404560
2006-09-19,3243225735
2006-09-20,3359851515
2006-09-21,3346130835
2006-09-22,3315259304
2006-09-25,3377002365
2006-09-26,3394153215
2006-09-27,3322119645
2006-09-28,3339270495
2006-09-29,3342700664
2006-10-02,3301538625
2006-10-03,3349561005
2006-10-04,3433600170
2006-10-05,3490197975
2006-10-06,3457611360
2006-10-09,3555371205
2006-10-10,3550225950
2006-10-11,3521069505
2006-10-12,3581097480
2006-10-13,3589672905
2006-10-16,3575952225
2006-10-17,3510778995
2006-10-18,3534790185
2006-10-19,3514209164
2006-10-20,3478192380
2006-10-23,3521069505
2006-10-24,3562231545
2006-10-25,3632550030
2006-10-26,3665136645
2006-10-27,3584527649
2006-10-30,3641125455
2006-10-31,3642840539
2006-11-01,3534790185
2006-11-02,3584527649
2006-11-03,3545080695
2006-11-06,3658276304
2006-11-07,3690862920
2006-11-08,3696008175
2006-11-09,3606823755
2006-11-10,3702868515
2006-11-13,3730309875
2006-11-14,3778332255
2006-11-15,3800628360
2006-11-16,3805773615
2006-11-17,3774902085
2006-11-20,3750890895
2006-11-21,3766326660
2006-11-22,3795483105
2006-11-24,3780047340
2006-11-27,3613684095
2006-11-28,3634265115
2006-11-29,3639410370
2006-11-30,3603393585
2006-12-01,3541650524
2006-12-04,3665136645
2006-12-05,3661706475
2006-12-06,3661706475
2006-12-07,3629119860
2006-12-08,3644555625
2006-12-11,3623974605
2006-12-12,3618829350
2006-12-13,3593103075
2006-12-14,3594818160
2006-12-15,3593103075
2006-12-18,3533075100
2006-12-19,3497058315
2006-12-20,3509063910
2006-12-21,3462756615
2006-12-22,3442175595
2006-12-26,3486767804
2006-12-27,3517639335
2006-12-28,3490197975
2006-12-29,3466186785
2007-01-03,3554365440
2007-01-04,3540481199
2007-01-05,3497092949
2007-01-08,3517919310
2007-01-09,3566514150
2007-01-10,3602960280
2007-01-11,3660232770
2007-01-12,3667174890
2007-01-16,3648084060
2007-01-17,3609902400
2007-01-18,3609902400
2007-01-19,3649819590
2007-01-22,3613373460
2007-01-23,3639406410
2007-01-24,3724447380
2007-01-25,3632464290
2007-01-26,3618580050
2007-01-29,3596018160
2007-01-30,3628993230
2007-01-31,3693207840
2007-02-01,3691472310
2007-02-02,3691472310
2007-02-05,3684530190
2007-02-06,3688001250
2007-02-07,3701885489
2007-02-08,3688001250
2007-02-09,3615108989
2007-02-12,3609902400
2007-02-13,3677588070
2007-02-14,3719240790
2007-02-15,3708827610
2007-02-16,3681059130
2007-02-20,3698414430
2007-02-21,3688001250
2007-02-22,3675852540
2007-02-23,3634199820
2007-02-26,3559572030
2007-02-27,3457175760
2007-02-28,3483208710
2007-03-01,3474531060
2007-03-02,3417258570
2007-03-05,3311391239
2007-03-06,3370399260
2007-03-07,3358250550
2007-03-08,3373870320
2007-03-09,3361721610
2007-03-12,3365192670
2007-03-13,3210730500
2007-03-14,3276680640
2007-03-15,3314862300
2007-03-16,3323539949
2007-03-19,3382547969
2007-03-20,3399903270
2007-03-21,3531803550
2007-03-22,3533539080
2007-03-23,3559572030
2007-03-26,3535274610
2007-03-27,3479737650
2007-03-28,3448498110
2007-03-29,3451969170
2007-03-30,3443291520
2007-04-02,3457919625
2007-04-03,3475339875
2007-04-04,3466629749
2007-04-05,3459661650
2007-04-09,3430047225
2007-04-10,3471855825
2007-04-11,3443983425
2007-04-12,3482307974
2007-04-13,3508438350
2007-04-16,3583345425
2007-04-17,3585087449
2007-04-18,3614701875
2007-04-19,3597281624
2007-04-20,3600765675
2007-04-23,3605991750
2007-04-24,3487534050
2007-04-25,3583345425
2007-04-26,3578119350
2007-04-27,3600765675
2007-04-30,3562441125
2007-05-01,3571151250
2007-05-02,3625154025
2007-05-03,3630380100
2007-05-04,3668704650
2007-05-07,3653026425
2007-05-08,3635606175
2007-05-09,3625154025
2007-05-10,3545020875
2007-05-11,3602507700
2007-05-14,3562441125
2007-05-15,3506696325
2007-05-16,3527600625
2007-05-17,3527600625
2007-05-18,3562441125
2007-05-21,3599023650
2007-05-22,3595539600
2007-05-23,3586829475
2007-05-24,3513664425
2007-05-25,3499728225
2007-05-29,3548504925
2007-05-30,3605991750
2007-05-31,3869037525
2007-06-01,3889941824
2007-06-04,3849875250
2007-06-05,3776710200
2007-06-06,3726191475
2007-06-07,3635606175
2007-06-08,3722707425
2007-06-11,3750579825
2007-06-12,3689608950
2007-06-13,3715739324
2007-06-14,3755805900
2007-06-15,3781936275
2007-06-18,3754063875
2007-06-19,3740127675
2007-06-20,3691350975
2007-06-21,3663478575
2007-06-22,3633864150
2007-06-25,3581603400
2007-06-26,3583345425
2007-06-27,3633864150
2007-06-28,3659994525
2007-06-29,3588571500
2007-07-02,3655453275
2007-07-03,3679998284
2007-07-05,3683504715
2007-07-06,3955253040
2007-07-09,3964019115
2007-07-10,3813242625
2007-07-11,3862332645
2007-07-12,3953499825
2007-07-13,3988564125
2007-07-16,3925448385
2007-07-17,3955253040
2007-07-18,3837787635
2007-07-19,3806229765
2007-07-20,3743114025
2007-07-23,3757139745
2007-07-24,3581818245
2007-07-25,3767659034
2007-07-26,3683504715
2007-07-27,3658959705
2007-07-30,3676491855
2007-07-31,3585324675
2007-08-01,3588831105
2007-08-02,3618635760
2007-08-03,3452080335
2007-08-06,3592337534
2007-08-07,3620388974
2007-08-08,3760646175
2007-08-09,3722075445
2007-08-10,3697530435
2007-08-13,3688764360
2007-08-14,3623895405
2007-08-15,3494157495
2007-08-16,3623895405
2007-08-17,3760646175
2007-08-20,3746620455
2007-08-21,3809736195
2007-08-22,3855319784
2007-08-23,3813242625
2007-08-24,3900903375
2007-08-27,3799216905
2007-08-28,3688764360
2007-08-29,3855319784
2007-08-30,3765905820
2007-08-31,3832527990
2007-09-04,3962265900
2007-09-05,3878111580
2007-09-06,3913175880
2007-09-07,3813242625
2007-09-10,3862332645
2007-09-11,3907916235
2007-09-12,3925448385
2007-09-13,3983304480
2007-09-14,3969278760
2007-09-17,3932461245
2007-09-18,4084990950
2007-09-19,4104276315
2007-09-20,4055186295
2007-09-21,4056939510
2007-09-24,3971031974
2007-09-25,3709802940
2007-09-26,3841294065
2007-09-27,3888630870
2007-09-28,3839540849
2007-10-01,3965772330
2007-10-02,4048173435
2007-10-03,4042913790
2007-10-04,4020121995
2007-10-05,4083237735
2007-10-08,4069212015
2007-10-09,4086744165
2007-10-10,4090250594
2007-10-11,4067458800
2007-10-12,4118302034
2007-10-15,4028888070
2007-10-16,4007849490
2007-10-17,3978044835
2007-10-18,3967525545
2007-10-19,3799216905
2007-10-22,3818502270
2007-10-23,3832527990
2007-10-24,4067458800
2007-10-25,4028888070
2007-10-26,4230507795
2007-10-29,4146353474
2007-10-30,4227001365
2007-10-31,4353232845
2007-11-01,4102523099
2007-11-02,4006096275
2007-11-05,3886877655
2007-11-06,3948240180
2007-11-07,3807982980
2007-11-08,3862332645
2007-11-09,3781684755
2007-11-12,3743114025
2007-11-13,3897396945
2007-11-14,3843047280
2007-11-15,3727335090
2007-11-16,3676491855
2007-11-19,3417016034
2007-11-20,3448573905
2007-11-21,3453833550
2007-11-23,3536234655
2007-11-26,3388964594
2007-11-27,3557273235
2007-11-28,3774671895
2007-11-29,3778178325
2007-11-30,3795710474
2007-12-03,3829021560
2007-12-04,3790450830
2007-12-05,3921941955
2007-12-06,4056939510
2007-12-07,4028888070
2007-12-10,4160379195
2007-12-11,3979798050
2007-12-12,4016615565
2007-12-13,3997330200
2007-12-14,3992070555
2007-12-17,3948240180
2007-12-18,3895643730
2007-12-19,3906163020
2007-12-20,3885124440
2007-12-21,3972785190
2007-12-24,3976291620
2007-12-26,3988564125
2007-12-27,3895643730
2007-12-28,3900903375
2007-12-31,3830823360
2008-01-02,3749878080
2008-01-03,3677731199
2008-01-04,3491205120
2008-01-07,3507042240
2008-01-08,3392663040
2008-01-09,3408500160
2008-01-10,3484166400
2008-01-11,3447213120
2008-01-14,3485926080
2008-01-15,3309958080
2008-01-16,3452492160
2008-01-17,3311717760
2008-01-18,3280043520
2008-01-22,3320516160
2008-01-23,3426096960
2008-01-24,3065362560
2008-01-25,3107594880
2008-01-28,3199098240
2008-01-29,3264206400
2008-01-30,3225493439
2008-01-31,3295880640
2008-02-01,3394422720
2008-02-04,3302919360
2008-02-05,3141028800
2008-02-06,3061843199
2008-02-07,3097036800
2008-02-08,3044246400
2008-02-11,3081199680
2008-02-12,3028409280
2008-02-13,3053044800
2008-02-14,3005533439
2008-02-15,3035448000
2008-02-19,2921068800
2008-02-20,3007293120
2008-02-21,2894673600
2008-02-22,2905231680
2008-02-25,2929867199
2008-02-26,2891154240
2008-02-27,2877076800
2008-02-28,2782054080
2008-02-29,2636000640
2008-03-03,2651837760
2008-03-04,2627202240
2008-03-05,2616644160
2008-03-06,2518102080
2008-03-07,2542737600
2008-03-10,2423079360
2008-03-11,2688791040
2008-03-12,2722224960
2008-03-13,2731023360
2008-03-14,2553295680
2008-03-17,2444195520
2008-03-18,2732783040
2008-03-19,2540977920
2008-03-20,2713426560
2008-03-24,2750379840
2008-03-25,2790852480
2008-03-26,2755658880
2008-03-27,2676473280
2008-03-28,2595528000
2008-03-31,2657246340
2008-04-01,2861916750
2008-04-02,2827226850
2008-04-03,2868854730
2008-04-04,2783864475
2008-04-07,2832430334
2008-04-08,2835899325
2008-04-09,2717953665
2008-04-10,2697139725
2008-04-11,2620821945
2008-04-14,2546238660
2008-04-15,2577459570
2008-04-16,2650308360
2008-04-17,2704077705
2008-04-18,2747440080
2008-04-21,2716219170
2008-04-22,2655511845
2008-04-23,3186267315
2008-04-24,3331964895
2008-04-25,3345840855
2008-04-28,3394406715
2008-04-29,3363185805
2008-04-30,3326761410
2008-05-01,3510617879
2008-05-02,3496741920
2008-05-05,3486334950
2008-05-06,3465521010
2008-05-07,3377061765
2008-05-08,3347575350
2008-05-09,3338902875
2008-05-12,3418689645
2008-05-13,3325026915
2008-05-14,3382265250
2008-05-15,3446441565
2008-05-16,3436034595
2008-05-19,3411751665
2008-05-20,3331964895
2008-05-21,3219222720
2008-05-22,3272992065
2008-05-23,3252178125
2008-05-27,3293806004
2008-05-28,3415220655
2008-05-29,3491538435
2008-05-30,3439503584
2008-06-02,3361451310
2008-06-03,3392672220
2008-06-04,3356247825
2008-06-05,3579997680
2008-06-06,3401344695
2008-06-09,3352778834
2008-06-10,3380530754
2008-06-11,3300743985
2008-06-12,3342371865
2008-06-13,3508883385
2008-06-16,3574794195
2008-06-17,3364920299
2008-06-18,3349309845
2008-06-19,3382265250
2008-06-20,3286868025
2008-06-23,3208815750
2008-06-24,3210550245
2008-06-25,3370123785
2008-06-26,3151577415
2008-06-27,3109949535
2008-06-30,3075831375
2008-07-01,3093317625
2008-07-02,3053099250
2008-07-03,2956924875
2008-07-07,2911460624
2008-07-08,3234956250
2008-07-09,3028618500
2008-07-10,3075831375
2008-07-11,3016378125
2008-07-14,2780313750
2008-07-15,2761078875
2008-07-16,3082825875
2008-07-17,3289163625
2008-07-18,3264682875
2008-07-21,3172005750
2008-07-22,3434299500
2008-07-23,3439545375
2008-07-24,3219218625
2008-07-25,3250693875
2008-07-28,3163262625
2008-07-29,3432550875
2008-07-30,3436048124
2008-07-31,3369600375
2008-08-01,3383589375
2008-08-04,3385338000
2008-08-05,3505993125
2008-08-06,3595173000
2008-08-07,3462277500
2008-08-08,3614407875
2008-08-11,3677358375
2008-08-12,3598670249
2008-08-13,3551457375
2008-08-14,3687850125
2008-08-15,3722822625
2008-08-18,3644134500
2008-08-19,3575938125
2008-08-20,3521730750
2008-08-21,3453534375
2008-08-22,3551457375
2008-08-25,3436048124
2008-08-26,3415064625
2008-08-27,3537468375
2008-08-28,3635391375
2008-08-29,3593424375
2008-09-02,3638888625
2008-09-03,3652877625
2008-09-04,3476266500
2008-09-05,3464026125
2008-09-08,3631894125
2008-09-09,3457031625
2008-09-10,3502495875
2008-09-11,3652877625
2008-09-12,3631894125
2008-09-15,3404572875
2008-09-16,3560200500
2008-09-17,3264682875
2008-09-18,3577686750
2008-09-19,4458993750
2008-09-22,3589927125
2008-09-23,3764789625
2008-09-24,3462277500
2008-09-25,3462277500
2008-09-26,3549708750
2008-09-29,3152770875
2008-09-30,3836386394
2008-10-01,3721242464
2008-10-02,3567717225
2008-10-03,3215307015
2008-10-06,3176925705
2008-10-07,2922213375
2008-10-08,2848939964
2008-10-09,2533166460
2008-10-10,2470360680
2008-10-13,3035612699
2008-10-14,2981529945
2008-10-15,2513975805
2008-10-16,2822770890
2008-10-17,2861152199
2008-10-20,2838472335
2008-10-21,2695414725
2008-10-22,2423256345
2008-10-23,2322069255
2008-10-24,2093526000
2008-10-27,2063867715
2008-10-28,2290666365
2008-10-29,2322069255
2008-10-30,2501763570
2008-10-31,2709371565
2008-11-03,2735540640
2008-11-04,2836727730
2008-11-05,2402321085
2008-11-06,2240072820
2008-11-07,2281943340
2008-11-10,2100504419
2008-11-11,1990594305
2008-11-12,1948723785
2008-11-13,2151097965
2008-11-14,1994083515
2008-11-17,1840558275
2008-11-18,1786475520
2008-11-19,1617248835
2008-11-20,1514317140
2008-11-21,1662608565
2008-11-24,2001061935
2008-11-25,2114461259
2008-11-26,2437213185
2008-11-28,2555846325
2008-12-01,1967914440
2008-12-02,1990594305
2008-12-03,1987105095
2008-12-04,2063867715
2008-12-05,2262752685
2008-12-08,2184245460
2008-12-09,2147608755
2008-12-10,2210414535
2008-12-11,2114461259
2008-12-12,2227860585
2008-12-15,2042932455
2008-12-16,2161565595
2008-12-17,2217392955
2008-12-18,2097015210
2008-12-19,2097015210
2008-12-22,2011529565
2008-12-23,1995828120
2008-12-24,2016763380
2008-12-26,1976637465
2008-12-29,1896385634
2008-12-30,1919065500
2008-12-31,2006505420
2009-01-02,2110169010
2009-01-05,2097869940
2009-01-06,2247215790
2009-01-07,2155851270
2009-01-08,2175178380
2009-01-09,2087327880
2009-01-12,1937982030
2009-01-13,1983664289
2009-01-14,1895813789
2009-01-15,1904598840
2009-01-16,1897570800
2009-01-20,1688486610
2009-01-21,1894056780
2009-01-22,1939739039
2009-01-23,2055701699
2009-01-26,2001234390
2009-01-27,2118954060
2009-01-28,2336823300
2009-01-29,2315739180
2009-01-30,2168150340
2009-02-02,2247215790
2009-02-03,2371963500
2009-02-04,2313982170
2009-02-05,2412374730
2009-02-06,2533608420
2009-02-09,2472113070
2009-02-10,2306954130
2009-02-11,2354393400
2009-02-12,2349122370
2009-02-13,2285870010
2009-02-17,2148823230
2009-02-18,2089084890
2009-02-19,1897570800
2009-02-20,1864187610
2009-02-23,1790393190
2009-02-24,1992449340
2009-02-25,1952038110
2009-02-26,1797421230
2009-02-27,1635776310
2009-03-02,1583066010
2009-03-03,1512785610
2009-03-04,1605907140
2009-03-05,1444262220
2009-03-06,1344112650
2009-03-09,1446019230
2009-03-10,1704299699
2009-03-11,1783365150
2009-03-12,1980150270
2009-03-13,1920411930
2009-03-16,1920411930
2009-03-17,2068000770
2009-03-18,2284113000
2009-03-19,2122468080
2009-03-20,2050430670
2009-03-23,2359664430
2009-03-24,2166393330
2009-03-25,2245458780
2009-03-26,2366692470
2009-03-27,2306954130
2009-03-30,2120711070
2009-03-31,2322631350
2009-04-01,2227108050
2009-04-02,2220032250
2009-04-03,2315555550
2009-04-06,2212956450
2009-04-07,2110357350
2009-04-08,1896314400
2009-04-09,2151043200
2009-04-13,2301403950
2009-04-14,2248335450
2009-04-15,1944076050
2009-04-16,1933462350
2009-04-17,1919310750
2009-04-20,1744184700
2009-04-21,1898083350
2009-04-22,1823787450
2009-04-23,1947613950
2009-04-24,1873318050
